molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|MATS7i|MATS8i|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|GeomShapeIndex|GRAV|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
12b_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|0.604984682|0.0|0.047132642|-0.06631353|2|-0.074391852|-0.037209579|1|1|0.002064369|-0.0541804029999999|-0.120380857|1|0.669561738|0.824373792|-0.009146339|-0.1240820219999999|0.880943609|0|0.764737577|-0.08354129|0.383979687|-53.05077947|-62.96700664|11.01246349|86.84905288|0.235262423|149.39744040000002|-0.038448551|-39.98560202|-1.883979001|-33.68855323|73.02913136|-24.41577808|64.06324295|0.4676268939999999|2849.095245|485.6272203|2347.979099|-15.50462119|0.878381889|6275.380072|30.57626261|-379.1359902|1498.236868|618.6004214|1.0|1.0|0.0|1.0|0.14|-6.9|4.25|81.65|2.0|0.0|127.24|0.0|1.0|5.0|-5.39|30.0|5.0|-6.02|0.0|0.0|0.0|2.92|0.00171|9.71e-06|0.0|0.0|-1675.0107779999998|1130.68|352.16|245.19|516.78|-0.1493799999999999|-0.20289|4.5545|7.0|8.1543|8.1543
14b_a25|0.0|0|0.0|0.0|1|6.842683282|0|1.420015222|1.616664856|-0.091382738|-0.0166120069999999|2|0.001683506|-0.012989126|1|1|0.004892038|-0.043923908|-0.074541111|2|0.6524261960000001|0.7723870909999999|-0.085205646|0.001715854|0.8333962429999999|1|0.859628015|-0.076156512|0.329662946|-52.75064158|-58.29440389|11.08504021|112.49583529999998|0.140371985|97.23019209|-0.032728922|-40.37825712|-1.767361771|-36.53830946|69.2012501|-22.67004596|63.83568179|0.490638154|3038.600508|595.4307570000001|2118.281186|-15.70265555|0.963240883|6760.594953|29.33534086|-377.9013888|1584.108407|760.3735147000001|1.0|1.0|1.0|1.0|0.07|-9.65|4.48|96.49|2.0|0.0|130.97|0.0|1.0|6.0|-5.6|34.0|5.0|-6.26|0.0|0.0|1.0|3.63|0.0011099999999999|5.86e-06|0.0|0.0|-1444.544749|1257.11|304.7|228.59|603.27|-0.16309|-0.22149|3.2784|22.0|7.6576|7.6576
12e_a40|0.0|0|0.0|0.0|1|7.515889085|0|0.604990524|1.6315143930000002|0.061944605|-0.262526337|0|0.174870826|0.130516751|2|2|-0.014780739|0.103406816|0.172778196|0|0.889386453|0.788800541|0.047011204|-0.279310345|0.858770467|1|0.7798787840000001|-0.132226452|0.284429447|-71.78145688|-66.68049019|8.195398107|206.0119599|0.220121216|119.4966772|-0.048387621|-36.19867792|-1.596791495|-38.96782748|78.14505956|-26.26807189|79.97685498|0.491465612|2391.0322170000004|423.3709264|694.2415706|-14.26008524|0.966435355|5478.52313|33.21629575|-315.75223450000004|1096.13776|348.3847394|1.0|1.0|0.0|2.0|0.0|-6.04|4.34|98.89|2.0|0.0|95.8|0.0|1.0|2.0|-6.53|24.0|4.0|-5.26|0.0|0.0|1.0|3.98|0.000113|2.27e-06|0.0|0.0|-2248.276958|918.38|409.82|286.76|445.12|-0.12616|-0.19912|3.7268|1.17|5.9318|5.9318
4c_a46|0.0|0|0.0|0.139403726|1|7.825245291|1|1.134637091|2.137504882|-0.068543882|-0.048990529|1|-0.111750026|-0.051150771|1|1|0.010040825|-0.056422062|-0.083788154|1|0.649753668|0.726862617|0.072412685|-0.0976963169999999|0.761921603|0|0.890777395|-0.063644365|0.305199509|-40.22007179|-55.2981278|8.799732282999999|35.22734468|0.109222605|69.02325225|-0.029688832|-34.9456654|-1.662574604|-25.41708422|60.67664538|-18.76186479|49.01980408|0.450883931|2455.604167|562.9269925|2487.942529|-11.85656505|0.8211086059999999|5571.088357|22.31552819|-430.6788754|1249.669579|696.2528933|1.0|1.0|1.0|0.0|0.38|-7.62|5.11|57.01|2.0|0.0|115.03|0.0|1.0|5.0|-5.55|29.0|4.0|-5.39|0.0|1.0|0.0|4.44|0.00109|5.3e-06|0.0|0.0|-1245.4159619999998|1176.07|302.21|227.16|617.56|-0.17085|-0.21466|5.4491|2008.0|5.6972|5.6972
8b_a50|0.0|1|3.1324050960000003|0.0|1|7.860570786|1|1.398299046|2.021915391|-0.115740384|-0.009597908|1|-0.096039086|-0.009441452|2|2|0.007057361|-0.065440141|-0.116174481|1|0.753629415|0.809463375|-0.027207307|-0.031953774|0.8836675340000001|1|0.845349082|-0.072629787|0.267094693|-34.79187329|-37.39727879|10.30543157|131.417573|0.154650918|74.08248511|-0.030360051|-17.91443197|-1.092961836|-16.66636363|49.02840043|-14.54338619|45.09730487|0.428882006|2143.807599|404.9478761|1401.458274|-6.966723542|0.75095166|4446.001554|21.65129387|-164.5084115|779.4465792000001|339.5806858|1.0|0.0|1.0|1.0|0.06|-5.94|3.14|59.39|0.0|0.0|89.78|0.0|2.0|2.0|-3.44|23.0|3.0|-6.32|0.0|1.0|1.0|2.51|108.0|0.000154|0.0|0.0|-967.3527447|857.53|296.58|273.96|353.17|-0.1724099999999999|-0.20144|5.8205|68.0|7.1675|7.1675
12ba_a36|0.0|0|3.389685532|0.0|0|7.412764017000001|2|1.297043659|0.0|-0.090865777|0.026411489|2|0.087201747|0.003750685|1|1|-0.000621302|-0.091676619|-0.168084618|1|0.844641715|0.8256014690000001|0.041478447|-0.0202572689999999|0.890675195|0|0.849738126|-0.083210415|0.330220757|-56.0578808|-73.03464847|16.57882744|100.798163|0.150261874|101.229662|-0.037526591|-49.20258616|-1.951382748|-37.76553687|89.06670390000001|-25.28122447|72.63670824|0.49229954|3035.390784|572.4586103999999|2492.5731100000003|-17.03166444|0.969665341|6722.60947|35.76372225|-278.7665262|1859.713557|688.1986357999999|1.0|1.0|0.0|2.0|0.12|-6.72|2.79|116.78|1.0|0.0|133.18|0.0|1.0|5.0|-4.77|33.0|6.0|-7.04|0.0|0.0|0.0|1.57|0.0072599999999999|5.65e-05|0.0|0.0|-1417.454721|1187.56|411.71|236.13|547.82|-0.12587|-0.21033|4.5448|21.0|7.6778|7.6778
11b_a5|0.0|0|2.943854668|0.0|0|6.605297921|0|1.277648917|0.0|-0.2023158669999999|0.008093965|2|-0.067519041|-0.118167947|1|1|0.005685558|-0.0109928619999999|-0.017658026|2|0.735954089|0.805760343|-0.0497097529999999|-0.106187688|0.8645824520000001|0|0.8737310509999999|-0.07633373|0.378154801|-45.82509318|-48.42513182|9.829471091|55.25128526|0.126268949|75.80248447|-0.029332646|-29.07084703|-1.290636432|-27.50997723|62.16286481|-17.60913884|55.65456427|0.456131351|2434.505303|524.5231302|913.0178976|-10.5712171|0.83867925|5107.577902|26.35133256|-202.0032297|1159.458633|504.9898148|1.0|1.0|1.0|1.0|0.1|-9.15|5.38|63.69|2.0|1.0|106.58|0.0|1.0|6.0|-4.65|27.0|4.0|-6.03|0.0|1.0|1.0|3.68|0.00853|2.04e-05|0.0|0.0|-1564.761898|1063.35|295.32|275.55|511.28|-0.17107|-0.21291|2.8531|19.0|7.7212|7.7212
9_a1|0.0|0|3.358585365|0.0|0|6.86171134|0|1.432397289|0.0|0.020428974|-0.1075163359999999|1|-0.110185988|-0.079063236|1|1|-0.0018191779999999|-0.044035724|-0.093062585|1|0.582499378|0.737794643|-0.053460262|0.02778394|0.7964939409999999|0|0.755276458|-0.080888063|0.166794384|-46.63553015|-49.42275468|6.495805626|63.73880199|0.244723542|141.093898|-0.031896718|-28.49439431|-1.371558857|-26.88743664|57.60218193|-18.38986221|53.13133578|0.452572261|2387.143654|435.4501351|1739.0376789999998|-10.60256533|0.826725116|5063.330971|23.52578164|-324.81308110000003|1011.608611|472.9447227|1.0|1.0|1.0|1.0|0.05|-8.98|5.86|58.64|2.0|0.0|102.84|0.0|1.0|4.0|-4.68|27.0|4.0|-5.81|0.0|0.0|1.0|4.12|0.00739|1.62e-05|0.0|0.0|-1187.226314|1007.04|370.88|370.88|487.19|-0.13413|-0.21015|6.4447|6.0|5.2218|5.2218
8g_a8|0.0|0|3.073183107|0.0|1|7.535296702|1|1.39137364|1.298078704|-0.000475415|-0.222784884|0|0.000966222|-0.025002199|1|1|-0.007047583|0.0794962979999999|0.162134281|0|0.6784762320000001|0.734188081|0.121495775|-0.0571942009999999|0.790058057|0|0.533935495|-0.136742629|0.298992226|-83.78686741|-79.46906035|19.06725815|171.26571059999998|0.466064505|285.5736014|-0.052430233|-48.6934008|-2.464220973|-51.33906829|90.27531534|-32.12579035|102.8541256|0.479218966|2889.141422|327.1604688|2148.49832|-19.68456628|0.920192814|6581.432140999999|38.56355928|-408.1554248|1812.487286|551.1746801|0.0|1.0|0.0|2.0|0.04|-7.4|4.11|99.34|2.0|0.0|111.38|0.0|1.0|4.0|-5.3|31.0|5.0|-6.34|0.0|0.0|0.0|3.5|0.00209|1.16e-05|0.0|0.0|-1450.9549470000002|1083.78|330.67|330.67|489.97|-0.15542|-0.21391|7.5762|4.2|5.3768|5.3768
19a_a38|0.0|0|3.3685352889999995|0.0|0|7.412764017000001|2|1.297044508|0.0|-0.084389038|-0.082283951|2|0.054257043|-0.122385526|1|1|-0.000673716|-0.101303149|-0.217394466|1|0.724208473|0.819222745|0.031696119|-0.133130383|0.8741648479999999|0|0.747152898|-0.08593151|0.298938581|-51.36166266|-64.73159672|13.23456869|137.2318698|0.252847102|151.1278869|-0.038988111|-38.69037594|-1.949405536|-30.69910427|77.20795279999999|-23.30337482|64.59623135|0.465829126|2774.129458|446.57675660000007|2304.055966|-13.92853534|0.872060139|6115.030149|31.28824271|-292.6320538|1564.412135|595.8790650000001|1.0|1.0|1.0|3.0|0.14|-6.86|3.13|81.23|1.0|0.0|125.69|0.0|1.0|5.0|-4.14|30.0|4.0|-6.77|0.0|0.0|1.0|2.68|29.0|6.77e-05|0.0|0.0|-1332.186327|1092.25|339.65|316.19|466.55|-0.15108|-0.20379|6.0223|0.01|8.0106|8.0106
3c_a12|0.0|0|0.0|0.0|0|6.555356892000001|1|0.610140703|0.0|0.06235058|-0.058516436|2|-0.14679559|-0.008931246|1|1|-0.001825446|-0.116098308|-0.211367878|1|0.923855679|0.826033688|-0.0461654159999999|-0.10295082|0.888353608|0|0.843855494|-0.071719601|0.242114395|-36.28720467|-50.25579322|6.688634392000001|73.9854678|0.156144506|79.00277721|-0.033980537|-25.42738988|-1.291260406|-18.35985151|61.16334136|-17.19277136|42.97583906|0.427357986|2186.344105|426.9566009|1139.340748|-8.698843907999999|0.746291708|4629.005722|24.36878988|-207.9738085|926.0140155|380.2468615|1.0|1.0|1.0|1.0|0.12|-6.78|4.01|78.41|0.0|0.0|98.16|0.0|1.0|3.0|-4.22|23.0|4.0|-6.18|0.0|0.0|1.0|2.76|0.0194|9.940000000000002e-05|0.0|0.0|-1327.498519|894.36|345.72|311.14|399.38|-0.14572|-0.22035|2.3061|0.02|7699.0|7699.0
16j_a32|0.0|1|3.359912013|-0.082980188|0|7.765993078999999|0|0.609420735|0.0|0.175152442|-0.086195934|0|-0.0667943999999999|-0.135618491|3|3|-0.00030659|-0.117577419|-0.202656848|0|0.79965447|0.798237393|0.168000908|0.032797932|0.839271289|1|0.8259884120000001|-0.07651119|0.509776381|-54.71915795|-76.45058155|16.63953228|34.66998636|0.174011588|124.4493461|-0.034287782|-54.6758122|-1.817252458|-39.13396528|91.93816239|-24.52188465|71.35869023|0.442735754|2830.682695|590.7291534|3448.428146|-17.53752467|0.7944808170000001|6507.757122|35.04175088|-285.7717513|1857.212797|701.9321161|1.0|1.0|1.0|2.0|0.33|-7.77|6.49|149.27|3.0|0.0|121.3|1.0|1.0|8.0|-7.45|30.0|5.0|-5.73|1.0|0.0|0.0|4.25|1.57e-05|3.89e-06|0.0|0.0|-2034.621888|1225.27|341.65|341.65|631.34|-0.15012|-0.2002799999999999|4.0992|9.0|8.0315|8.0315
19e_a38|0.0|0|3.376977671|0.0|0|7.412764017000001|2|1.297043576|0.0|-0.082311936|-0.10490608|2|0.021678225|-0.104569193|1|1|0.000347207|-0.091460175|-0.191751024|1|0.723755855|0.839953955|0.04818471|-0.064035403|0.89459881|0|0.776562593|-0.083623427|0.552393659|-56.34606212|-68.82539051|14.27562164|118.734325|0.223437407|150.553721|-0.03783113|-46.37503972|-2.042881001|-37.96637911|82.37885703|-25.49088538|70.62168376|0.4655978389999999|2920.436229|523.2534216|3426.997928|-17.17594064|0.871249918|6531.762734|34.02454948|-335.8133169|1837.325672|696.3887025|1.0|1.0|1.0|3.0|0.12|-7.28|4.03|81.23|2.0|0.0|135.78|0.0|1.0|6.0|-4.94|32.0|4.0|-6.39|0.0|0.0|1.0|3.3|0.0049|1.89e-05|0.0|0.0|-1409.582478|1183.12|321.31|236.96|532.67|-0.15584|-0.20723|8.0952|0.01|8.0083|8.0083
3f_a32|0.0|1|3.553167045|0.0|0|7.773594467000001|0|0.6094207770000001|0.0|0.0067550119999999|-0.0434359079999999|0|-0.062954205|-0.113189563|3|3|0.002565215|-0.074808287|-0.133675401|0|0.833981748|0.820782305|-0.110248899|-0.1743238839999999|0.871865543|1|0.874026684|-0.073433055|0.3217719189999999|-41.40131823|-54.8993954|6.707989266|47.97543149|0.125973316|71.02334697|-0.030139709|-30.95210106|-1.265867765|-23.34192893|61.47296003|-16.99267001|48.1093075|0.435176082|2273.466801|492.7734095|2130.756016|-9.580412233|0.770463268|4993.667711|21.53155987|-326.0981041|904.3255145|475.3634141|1.0|1.0|1.0|1.0|0.28|-7.31|7.18|110.94|2.0|0.0|102.66|0.0|1.0|4.0|-6.89|24.0|3.0|-5.03|0.0|0.0|1.0|4.63|4.53e-05|3.96e-06|0.0|0.0|-1712.0610190000002|1006.92|348.58|348.58|488.74|-0.1474599999999999|-0.2006099999999999|5.7161|9.0|8.0458|8.0458
12ad_a36|0.0|0|3.428443248|0.0|0|7.412764017000001|2|1.297042846|0.0|-0.040810025|-0.073048351|2|0.046496301|-0.0072527669999999|1|1|0.000906224|-0.136151085|-0.227404687|1|0.817851296|0.832674224|0.1563642469999999|0.018207862|0.8846605|0|0.760267769|-0.082404548|0.423689705|-58.34300549|-76.30379737|21.78471426|94.12528108|0.239732231|169.7321223|-0.0365657189999999|-54.02363038|-2.047680239|-41.30726219|96.81391944|-25.88878839|80.12771975|0.477102332|3041.082692|538.2749789|2474.175727|-18.32944602|0.912420081|6569.653402|39.44011905|-221.4751857|2208.646667|735.3783268|1.0|0.0|0.0|2.0|0.17|-6.62|2.7|95.5|1.0|0.0|135.03|0.0|1.0|7.0|-4.18|33.0|6.0|-7.18|0.0|0.0|0.0|1.76|0.0289|8.36e-05|0.0|0.0|-1460.8311199999998|1236.64|321.93|216.26|588.2|-0.15638|-0.21044|6.8996|17.0|7.7696|7.7696
9g_a24|0.0|0|2.931798469|0.0|1|7.273092596000001|0|1.427608366|1.7647373919999998|-0.318471716|0.001126633|2|-0.162313932|0.070915465|2|2|0.013119312|-0.0273623029999999|-0.049325609|2|0.683676657|0.7931626959999999|0.13372961|-0.045107345|0.859302479|0|0.8671367529999999|-0.064835725|0.383340003|-32.080056199999994|-32.49188065|9.283063574|174.88817269999998|0.132863247|65.73938109|-0.021297745|-16.07665151|-0.788016565|-15.87288497|49.25777584|-10.53790724|41.36311977|0.427531635|2123.257348|429.0504306|1196.910121|-5.214049137|0.746821416|4355.725609|21.8662148|17.88521849|809.0499476|341.3207334|0.0|0.0|1.0|1.0|0.06|-6.43|2.91|72.28|0.0|0.0|87.53|0.0|1.0|3.0|-2.49|23.0|4.0|-7.17|0.0|1.0|0.0|1.93|977.0|0.0008179999999999|0.0|0.0|-984.5891383|879.99|289.67|236.07|400.47|-0.17806|-0.21391|4.4131|68.0|7.1675|7.1675
12n_a36|-3.404662145|0|3.400581499|0.0|0|7.412764017000001|2|0.299253841|0.0|0.039596635|-0.350034917|2|0.027627601|-0.035989956|1|1|-0.001160331|-0.15024383|-0.261631709|1|0.8183043390000001|0.81793955|0.162338703|-0.000421339|0.869718963|0|0.720111143|-0.089275906|0.239018516|-60.42525197|-78.42650015|14.28426215|67.52548352|0.279888857|189.4391835|-0.039955874|-53.08197085|-2.317440678|-40.89805687|92.79755725|-27.04362074|74.70951411|0.454498749|3482.18259|487.397992|3465.537153|-18.30412788|0.833176363|7657.057548000001|36.45914091|-327.25274110000004|2114.630173|805.2286932|0.0|0.0|0.0|3.0|0.17|-6.87|1.28|123.75|1.0|0.0|142.02|0.0|1.0|7.0|-3.85|34.0|6.0|-8.03|0.0|0.0|0.0|1.18|0.0668|0.0001889999999999|0.0|0.0|-1876.201464|1256.83|340.78|231.43|566.87|-0.14928|-0.19984|14.3562|15.0|7.8239|7.8239
12ag_a36|0.0|0|3.408828027|0.0|0|7.412764017000001|2|1.297044434|0.0|-0.042092217|-0.084341564|2|0.063109409|0.0070889269999999|1|1|-0.000673716|-0.101303149|-0.217394466|1|0.724208473|0.835013502|0.124298337|-0.0861053359999999|0.8910146309999999|0|0.7468300940000001|-0.082492792|0.26896187|-52.02834065|-68.21579593|12.70005599|85.84609192|0.253169906|159.6746787|-0.038937089|-43.02381535|-1.946854457|-32.81436052|80.40643223|-24.55768654|64.72839664|0.481286668|2773.9654530000003|471.0269757|2305.164626|-15.48857353|0.927847116|5906.879919|32.35969377|-326.5740008|1617.984688|595.8790650000001|1.0|0.0|0.0|2.0|0.14|-6.86|3.13|69.2|1.0|0.0|123.71|0.0|1.0|5.0|-3.89|30.0|5.0|-6.76|0.0|1.0|0.0|2.15|0.0515|6.96e-05|0.0|0.0|-1332.185403|1112.68|334.04|318.79|507.72|-0.15227|-0.20713|7.5405|17.0|7.7696|7.7696
16i_a32|0.0|1|3.352437091|0.0|0|7.765993078999999|0|0.6094207429999999|0.0|0.175604846|-0.075706124|0|-0.056414399|-0.104899053|3|3|-0.001202032|-0.120440534|-0.211019184|0|0.801401734|0.836966894|0.134577711|0.009897928|0.8829894|1|0.801494708|-0.0857355019999999|0.5368697929999999|-56.03343427|-75.01027196|14.59730623|90.08098301|0.198505292|129.7354415|-0.036726892|-49.02383532|-1.836344582|-36.62130242|88.80827938|-24.00328703|70.6307405|0.455596751|2770.767996|523.8261846|3450.514629|-15.6876273|0.836873682|6355.471589|33.38593207|-286.2130831|1669.296604|636.0251562999999|1.0|1.0|1.0|2.0|0.3|-7.4|6.25|149.27|3.0|0.0|116.75|1.0|1.0|8.0|-7.03|29.0|5.0|-5.93|1.0|0.0|0.0|3.96|3.96e-05|8.18e-06|0.0|0.0|-1995.307733|1175.51|342.72|342.72|573.38|-0.14976|-0.2002|4.0568|6.0|8.2596|8.2596
14a_a5|0.0|0|2.948727373|0.0|0|6.605297921|1|1.226142247|0.0|-0.056730193|-0.005002101|3|-0.132625457|-0.086229994|1|1|0.003668464|-0.010147323|-0.016337128|2|0.7333482170000001|0.79661948|0.144729708|0.047169811|0.847379958|0|0.7909255559999999|-0.080875277|0.4398855029999999|-54.69145586|-53.20786056|11.74431806|134.62273080000003|0.209074444|141.38542919999998|-0.0271808479999999|-35.98151967|-1.494946644|-36.98479273|69.71575554|-18.38089729|66.43577392|0.470085022|2836.468636|534.8590069|1315.573182|-12.42997952|0.88709518|6177.303329|29.18606491|-175.53051609999997|1605.23357|723.0631751|0.0|1.0|1.0|2.0|0.2|-8.84|4.56|92.79|1.0|0.0|123.0|0.0|1.0|6.0|-4.15|32.0|5.0|-7.08|0.0|0.0|1.0|3.05|0.0304|6.02e-05|0.0|0.0|-1390.592722|1195.01|298.75|298.75|508.64|-0.1676|-0.2183699999999999|2.8163|112.0|6.9508|6.9508
12c_a31|0.0|0|3.387641566|0.0|0|7.765993078999999|1|0.6101358029999999|0.0|0.046986783|-0.055520387|0|-0.030192572|-0.094991098|2|2|-0.000813398|-0.138799714|-0.223856622|0|0.8083148840000001|0.842823186|0.066071056|-0.098452311|0.8856644770000001|0|0.665463503|-0.104643824|0.343619017|-66.41224264|-82.33748068|19.38414321|153.400467|0.334536497|212.313715|-0.036326291|-52.25551342|-1.816314565|-42.14855504|97.28775086|-23.05449459|85.79638585|0.448512808|2592.4503010000003|422.3366652|1894.297124|-14.63154376|0.813278739|5676.394271|33.81868912|-230.6429907|1690.934456|583.9691392000001|1.0|1.0|1.0|2.0|0.35|-7.24|5.64|117.37|2.0|0.0|108.16|0.0|1.0|8.0|-5.23|28.0|5.0|-6.53|0.0|0.0|1.0|3.32|0.00233|6.94e-05|0.0|0.0|-1618.1530810000002|1138.89|323.48|323.48|578.69|-0.15904|-0.19288|2.2908|0.38|6.4202|6.4202
6_a1|0.0|0|0.0|0.0|1|7.535296702|1|1.3488280769999998|2.325221088|-0.092471477|0.021203156|1|-0.114683042|-0.00983397|1|1|0.006851583|-0.230322048|-0.3632559589999999|1|0.781885145|0.798346291|0.13761072|-0.095907969|0.8524898329999999|0|0.8782596159999999|-0.057199415|0.212044989|-27.63847818|-37.41011914|10.15161645|64.63457366|0.121740384|58.82435931|-0.0238222729999999|-18.076387|-0.929068634|-13.35477777|49.61122373|-11.51080589|37.79009463|0.4218263379999999|1956.144556|424.3707604|1383.161829|-5.56196523|0.7295841470000001|4061.042516|19.95772445|-74.17956941|778.3512535|359.9965854|1.0|0.0|1.0|0.0|0.22|-6.02|3.61|39.94|0.0|0.0|86.31|0.0|1.0|3.0|-3.12|22.0|3.0|-6.21|0.0|1.0|1.0|2.82|221.0|0.00021|0.0|0.0|-935.5024827|875.29|305.12|305.12|405.23|-0.16784|-0.1899799999999999|8.0033|5.1|5.2924|5.2924
9s_a24|0.0|0|2.9568988810000003|0.0|0|6.605297921|1|1.4275963180000002|0.0|-0.222173285|-0.00570386|4|-0.050919714|-0.060407836|1|1|0.007695726|-0.204128966|-0.359715589|3|0.799076569|0.773544454|0.030228027|0.0256742079999999|0.8327425070000001|0|0.8833498320000001|-0.049825449|0.483170382|-30.93968263|-39.48555839|10.42725806|33.24649431|0.116650168|72.43525688|-0.019465646|-24.51900941|-0.953816666|-19.21235005|61.19761205|-12.08741583|41.36694069|0.47085169|2747.809842|548.5261887|969.5210193|-7.505819207999999|0.889829339|5767.9102490000005|27.15292246|68.10609672|1330.4932|604.8829955|0.0|1.0|1.0|1.0|0.04|-8.11|3.15|77.21|1.0|0.0|115.67|0.0|1.0|4.0|-3.36|30.0|4.0|-7.2|0.0|0.0|0.0|2.63|171.0|8.71e-05|0.0|0.0|-1271.031372|1121.42|464.24|403.51|521.4|-0.10865|-0.14462|7.0312|32.0|7.4949|7.4949
1n_a5|0.0|0|2.91912867|0.0|0|6.605297921|0|1.427557749|0.0|-0.1387762669999999|-0.0533837329999999|2|0.002508727|-0.150600424|1|1|0.004754079|-0.00966135|-0.015850084|2|0.6805709409999999|0.77828693|-0.013686011|-0.087019366|0.8402078140000001|0|0.785210014|-0.082180848|0.428980979|-47.1725036|-47.04056285|13.27640087|63.58796786|0.214789986|123.2912732|-0.030493391|-27.00168194|-1.311215832|-27.07741706|63.57058627|-17.50346525|60.44890447|0.483868192|2437.279452|450.71720610000006|889.4388375|-10.04713747|0.937489579|5101.31614|27.88278228|-146.6611704|1198.959638|467.1194103|1.0|1.0|1.0|1.0|0.05|-8.07|4.41|80.76|1.0|0.0|101.77|0.0|1.0|5.0|-4.27|27.0|5.0|-6.41|0.0|0.0|1.0|3.14|0.0193|6.56e-05|0.0|0.0|-1179.209088|1017.23|282.82|282.82|481.06|-0.17092|-0.23278|0.7104|27.0|7.5686|7.5686
11_a33|0.0|1|3.221176304|0.0|0|7.686621335|0|0.609352951|0.0|-0.151505631|-0.039406316|0|0.055664124|0.143981643|3|3|-0.00103193|-0.122478641|-0.232296883|0|0.8389087140000001|0.85401347|0.003391835|-0.014463304|0.921896958|1|0.857287241|-0.070841241|0.229250542|-34.4118011|-50.94714637|16.37099833|45.43139569|0.142712759|69.3240686|-0.030847481|-24.74805685|-1.048814353|-16.71585694|68.11455221|-14.98445481|50.78279943|0.4673066279999999|2220.315582|416.4353629|979.349175|-7.278840251|0.8772525659999999|4880.001461|27.10262364|-51.37234937|921.4892038|335.4799765|1.0|1.0|1.0|1.0|0.13|-6.23|5.77|120.17|0.0|0.0|89.77|0.0|1.0|3.0|-5.48|22.0|4.0|-5.97|0.0|0.0|1.0|3.28|0.00109|4.13e-05|0.0|0.0|-1669.324638|858.89|353.74|353.74|378.1|-0.14132|-0.19938|4.5998|5.0|8.3188|8.3188
12o_a36|0.0|0|3.444418304|0.0|0|7.412764017000001|2|1.297042837|0.0|0.01340619|-0.079716275|2|0.03842353|-0.059733192|1|1|-0.000472698|-0.126068378|-0.213993335|1|0.859938421|0.799869816|0.141570244|-0.01854899|0.848816593|0|0.7592112809999999|-0.082048664|0.514457955|-59.0895896|-76.51720886|16.85373064|55.47133795|0.2407887189999999|173.4105814|-0.03541591|-55.10596064|-2.018706878|-42.554984000000005|95.66406176|-25.50573629|75.94332024|0.469699889|3009.981519|546.7667677000001|2778.220342|-18.36865355|0.885724665|6622.134304|38.27030489|-239.7655413|2181.407379|757.7532208|0.0|0.0|0.0|3.0|0.17|-6.93|2.38|98.3|1.0|0.0|138.06|0.0|1.0|7.0|-3.54|33.0|5.0|-7.66|0.0|0.0|0.0|1.47|128.0|0.000227|0.0|0.0|-1440.969954|1240.51|320.16|238.77|560.88|-0.15695|-0.21151|6.6471|0.04|7.3979|7.3979
8_a10|0.0|0|0.0|0.0|1|7.535296702|1|1.3430438530000002|2.071128354|-0.075368755|-0.012055162|2|-0.000315856|-0.15615298|1|1|0.009056935|-0.082893697|-0.132343104|2|0.6357042860000001|0.809386132|-0.015871527|-0.167376069|0.864927472|1|0.874843982|-0.059655303|0.597912185|-32.63117642|-47.16908772|8.619652859|32.98071169999999|0.125156018|68.45976606|-0.029917593|-25.80127401|-1.465962037|-17.849103399999997|56.7864899|-16.36478554|41.25082928|0.431797417|2612.274447|478.5356341|1899.542278|-8.951462413|0.7599356820000001|6289.86818|22.64553798|-243.5764486|1109.631361|583.7217118|0.0|1.0|1.0|0.0|0.22|-7.6|4.46|69.9|1.0|0.0|111.36|0.0|1.0|4.0|-4.52|29.0|5.0|-6.25|0.0|1.0|1.0|3.55|0.0117|2.4100000000000003e-05|0.0|0.0|-1257.84172|1047.58|336.55|264.0|416.69|-0.15556|-0.21789|1.5482|526.0|6279.0|6279.0
