molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1s|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|RASA|FNSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|Mor01p|PPSA5|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
17a_a10|0|0|0|0.0|1|2|1.3438501040000002|2.118111229|-0.218519541|0.021150127|-0.082914437|1.863045777|-0.2946568739999999|0.009206558|-0.093735748|0.031632653|1|0.01029375|-0.132166258|-0.360142554|-0.275154041|2|0.7019075779999999|0.76281504|0.054069767|0.8044827790000001|0.673253555|0.8538249840000001|-0.055423599|-39.18491085|-58.46202420000001|14.20303963|51.96456548|0.146175016|103.34686|-41.33310046|10.04165819|87.61514901|-1.488408763|-27.70403316|-16.70343549|53.38795048|0.4918223679999999|3154.628148|-1052.3164359999998|-11.80945728|8.621193279|16.96492079|0.967815851|7078.918870999999|307.7420338|-743.9958084|0.0254938|911.2106544|18.02431251|1.0|1.0|0.0|3.66|2.5|76.38|1.29|1.0|142.16|0.0|1.0|6.0|35.0|6.0|-7.43|2.64|-4.32|0.00021|0.0986|4.74e-05|0.0222|2.43|0.0|2.22e-05|-0.04641|5.5285|3.9887|-1524.557372|-1524.52012|1326.24|310.84|0.67671|-1524.187115|-0.16562|-0.21203|49.0|7.3098|7.3098
12i_a36|1|0|0|-4.787087299|0|2|1.2401347459999998|0.0|0.043792895|-0.29543904|0.048138468|0.0|-0.929568494|-0.011700732|0.128325344|-0.009876543|1|-0.007897954|0.135587069|-0.3344729369999999|-0.608318386|1|0.647732719|0.820041835|-0.01509434|0.87043328|0.624142499|0.830964232|-0.0850745409999999|-54.81607619|-75.66036485|12.71877085|108.3973956|0.169035768|108.9148111|-48.75024044|8.195085212|0.52902639|-2.46592234|-35.3196406|-29.42347522|67.53484704|0.460246812|3231.030388|-1588.867662|-18.95842684|7.549683919|13.98728916|0.8526986440000001|7707.634338|148.7565508|-1023.755049|0.022430221|672.4630346|14.45246358|1.0|0.0|2.0|0.0|4.04|78.43|2.04|2.0|130.43|0.0|1.0|7.0|34.0|8.0|-6.4|2.65|-5.07|6.26e-06|0.00291|8.6e-06|4.0|3.86|0.0|3.37e-05|-0.05065|5.2297|3.7496|-1645.2030949999998|-1645.171438|1172.5|330.66|0.70134|-1644.954647|-0.1541|-0.20475|12.0|7.9208|7.9208
14_a47|1|1|1|0.0|0|0|1.417758105|0.0|-0.126490693|-0.136491228|0.017068634|1.484493371|-0.2306964|-0.008212621|-0.01670074|0.0295267039999999|1|-0.006335783|0.05124606|-0.061837113|-0.33240126|2|0.5975877820000001|0.777675668|0.050943962|0.8467634620000001|0.579833096|0.681598464|-0.093553938|-47.18187618|-47.47362906|10.1400648|64.60629385|0.318401536|160.57883|-23.9422834|5.113919242|0.0|-1.223721666|-23.79514424|-17.63306222|57.32194098|0.474828277|2254.664317|-617.1571777|-8.892848121|6.909385453|13.15643085|0.904139078|4695.98899|169.0962983|-311.2496842|0.028057496|310.8026328|14.15018248|1.0|1.0|2.0|1.53|4.88|66.49|2.49|0.0|86.58|0.0|1.0|3.0|24.0|5.0|-6.21|3.16|-4.13|0.000108|0.0349|7.46e-05|0.0241|2.91|0.0|5.27e-06|-0.06057|3.9671|3.9671|-1127.737484|-1127.700693|849.76|312.53|0.68345|-1127.610422|-0.16377|-0.22434|8.0|8.1|8.1
25_a47|0|1|1|0.0|1|0|1.30432753|1.234859637|0.037667531|-0.1084905069999999|-0.055724653|1.087932079|-0.486951604|-0.003963349|-0.035030495|0.002716049|1|-0.00269275|-0.120903298|-0.235822787|-0.545763902|2|0.6553889970000001|0.8462332770000001|0.004104478|0.906449648|0.622598899|0.786958319|-0.073339312|-44.52300552|-53.40631957|12.27779881|11.20142696|0.213041681|129.3338553|-32.42203672|7.453635586|51.5831002|-1.407553754|-27.0291331|-18.98891362|56.80080434|0.4760601829999999|2704.5905190000003|-854.5011131000001|-11.52783528|6.951055196|13.26689626|0.908616158|6236.813862|228.3393366|-518.7525876|0.029261935|513.2159236|17.76440561|0.0|1.0|2.0|3.27|4.95|84.73|3.08|2.0|109.7|0.0|1.0|5.0|29.0|5.0|-6.3|3.62|-4.82|1.01e-05|0.00417|1.52e-05|0.00626|3.53|0.0|4.02e-06|-0.06331|4.8002|3.9878|-1735.414386|-1735.385814|1062.81|310.91|0.68761|-1735.2218059999998|-0.16588|-0.22919|16.0|7.8|7.8
18c_a22|0|0|0|0.0|1|0|1.194229067|1.804590026|-0.191807441|0.013131848|-0.044828537|1.642882533|-0.213698903|0.005449965|0.009519672|0.006275578|1|0.005597023|-0.081550274|-0.143402172|-0.305378181|2|0.7290394929999999|0.7669483559999999|0.010828071|0.8287956870000001|0.6922232890000001|0.931073539|-0.057956428|-40.094865000000006|-52.84635017|13.72808419|30.63947336|0.068926461|47.68404831|-36.55965924|9.49723261|15.22791009|-1.52776956|-27.73804808|-19.94201893|53.82294919|0.4777430589999999|3090.601885|-1056.927003|-13.79609783|7.332936064|14.04085897|0.914766316|7101.057047|219.5183688|-731.1931848999999|0.0215181079999999|779.8043336000001|14.88645273|1.0|1.0|1.0|3.3|4.98|124.4|1.47|1.0|136.36|0.0|1.0|6.0|34.0|5.0|-6.63|3.72|-5.1|1.6e-06|0.000739|7.98e-06|0.0036799999999999|3.5|0.0|1.58e-07|-0.07207|5655.0|3.7222|-1783.562578|-1783.5397829999995|1249.84|333.1|0.60449|-1783.277296|-0.15158|-0.22365|26.0|7585.0|7585.0
12n_a36|1|0|0|0.0|0|2|0.299253841|0.0|0.039596635|-0.350034917|0.027627601|0.0|-0.619926573|-0.006862238|-0.035989956|-0.000273044|1|-0.001160331|0.048110172|-0.261631709|-0.5181211520000001|1|0.8183043390000001|0.81793955|-0.000421339|0.869718963|0.750657639|0.720111143|-0.089275906|-60.42525197|-78.42650015|14.28426215|67.52548352|0.279888857|189.4391835|-53.08197085|9.668119648|26.74179417|-2.317440678|-40.89805687|-27.04362074|74.70951411|0.454498749|3482.18259|-1568.530003|-18.30412788|6.863551112000001|12.58209967|0.833176363|7657.057548000001|174.79221719999998|-1061.639417|0.021232665|805.2286932|14.3710571|1.0|0.0|3.0|0.0|2.15|123.75|0.84|1.0|142.02|0.0|1.0|7.0|34.0|6.0|-8.03|1.18|-3.72|0.0001409999999999|0.0668|0.0001889999999999|0.0897|1.64|0.0|6.45e-05|-0.05056|5.3573|3.6382|-1876.201464|-1876.168847|1256.83|340.78|0.7046600000000001|-1875.89723|-0.14928|-0.19984|15.0|7.8239|7.8239
1c_a5|1|0|0|0.0|0|0|1.424607938|0.0|-0.268536978|-0.006491037|-0.080321049|0.0|-0.085301064|0.008031558|-0.228971551|-0.058823529|1|0.007357977|-0.133677441|0.0578378779999999|-0.20172074|2|0.71274658|0.7595197290000001|-0.109439124|0.821309592|0.6977404359999999|0.88631419|-0.068062282|-34.82350689|-35.99212225|4.27195187|160.5407184|0.11368581|58.16640976|-18.41507338|2.185709046|0.0|-1.12554131|-17.81716094|-14.3968489|39.09545876|0.476413155|2105.8969850000003|-575.8739559999999|-7.366029352999999|6.063350238|11.580409800000002|0.909902834|4387.398857|126.3615674|-294.64117410000006|0.0153811389999999|409.0289917|7.869633359|1.0|1.0|1.0|2.09|4.51|54.46|2.13|0.0|95.45|0.0|1.0|3.0|24.0|3.0|-5.77|3.43|-4.45|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|0.0111|3.43|0.0|1.21e-06|-0.03965|4.8783|4.5088|-990.6223073|-990.5931502|929.31|274.99|0.53838|-990.467026|-0.18719|-0.22684|3981.0|5.4|5.4
13_a12|0|0|0|0.0|0|0|1.508548782|0.0|0.202052156|-0.0619247109999999|-0.21832579|0.0|-0.272508888|0.000830398|-0.083760082|0.021322992|0|0.002279068|-0.362308767|-0.281096572|-0.595629719|2|0.845823047|0.6809340620000001|0.039235452|0.7300173240000001|0.804066411|0.90006391|-0.058167326|-28.51381164|-45.33566159|4.01385817|64.74666684|0.09993609|48.98899535|-22.2236882|1.96760628|66.2289548|-1.2947675790000002|-13.97756285|-17.15403411|32.52766981|0.466560112|1812.788134|-634.6992622|-8.408963103|6.06407675|11.36787272|0.874625469|3647.657976|57.35761558|-311.13163480000003|0.0074597119999999|327.9594923|3.656774794|0.0|1.0|1.0|2.64|3.9|50.7|2.42|1.0|84.74|0.0|1.0|3.0|21.0|3.0|-5.49|3.22|-4.2|5.520000000000001e-05|0.0152|6.3e-05|0.0174|3.51|0.0|2.01e-05|-0.04445|4.5363|3.9329|-876.3661620999999|-876.3370809|867.79|315.25|0.64974|-876.209109|-0.16458|-0.20903|93.0|7.0315|7.0315
12e_a31|1|0|0|0.0|0|1|0.610134116|0.0|0.052663358|-0.044316064|0.0113193469999999|0.0|-0.70267073|-0.002475146|-0.107630327|-0.015755876|2|-0.000231353|0.01824365|-0.142921555|-0.543945776|0|0.7968154940000001|0.7761616020000001|-0.028502695|0.82100963|0.76012894|0.721526766|-0.0939597569999999|-68.32948993|-79.96257188|19.38343763|166.1479229|0.2784732339999999|202.5115275|-58.15044546|14.09603901|595.9853231000001|-2.089171358|-49.6906263|-26.65419063|87.71292755|0.474858042|3040.353774|-1519.288866|-19.38348182|10.24381236|19.50674899|0.904247004|6557.418968999999|199.8981394|-1104.858464|0.020841203|798.7285626|15.15615632|1.0|1.0|2.0|3.72|5.4|117.37|2.21|3.0|129.38|0.0|1.0|9.0|33.0|5.0|-5.93|4.5|-5.42|2.16e-07|9.96e-05|3.83e-06|0.00176|4.48|0.0|2.27e-07|-0.03445|5.3264|3.8391|-1809.899887|-1809.85374|1308.13|322.95|0.7006600000000001|-1809.581226|-0.15934|-0.19379|0.17|6.7696|6.7696
13a_a5|1|0|0|0.0|0|0|1.393002748|0.0|-0.154076582|-0.033436214|-0.007871499|0.0|-0.328417593|0.002355511|-0.139517787|-0.025324157|1|0.003196482|-0.012798693|-0.0569177229999999|-0.367284642|2|0.746303189|0.8045357209999999|-0.048575318|0.857293078|0.720100768|0.7667501609999999|-0.08903048|-57.31787843|-54.03141848|10.77696869|126.2663658|0.233249839|150.1663914|-34.78546088|6.938219155|39.93934134|-1.426736914|-36.90128585|-18.01047283|68.09484712|0.460877309|2657.14588|-918.5341141|-11.59515363|8.571729592999999|15.89940424|0.854865353|5628.9694|258.29825730000005|-591.3528349999999|0.02811638|620.5697596|18.10134317|1.0|1.0|2.0|2.46|3.58|92.79|0.95|2.0|114.18|0.0|1.0|8.0|30.0|5.0|-7.18|2.71|-3.74|0.000169|0.0675|0.000184|0.0734|2.19|0.0|5.02e-07|-0.05534|4.6285|4.2107|-1313.167422|-1313.126035|1160.81|294.45|0.50037|-1312.907813|-0.17364|-0.22898|91.0|7041.0|7041.0
5_a27|0|0|0|0.0|2|0|1.4026035369999998|3.2927747860000003|0.126882432|-0.068518519|-0.149034787|1.271687295|-0.286030638|0.00991794|-0.125237927|-0.013448351|1|0.010329671|-0.250776983|-0.341622797|-0.4982037479999999|2|0.639413469|0.760083119|-0.020087122|0.8149212259999999|0.614205449|0.8531787759999999|-0.055979434|-29.50048722|-44.83538435|8.936508815|10.48961936|0.146821224|77.37301579999999|-23.6277072|4.709432444|56.35994804|-1.276178645|-15.54640123|-16.01263727|38.43699603|0.439066197|2273.906133|-672.5307653|-8.438466859|6.160679036|10.98289851|0.7827415529999999|4943.51602|136.2361487|-354.41560810000004|0.016479312|424.8821143|8.684398894|0.0|1.0|0.0|3.11|2.8|65.6|2.66|0.0|97.55|0.0|1.0|2.0|25.0|4.0|-6.49|2.82|-4.01|0.000248|0.0821|9.78e-05|0.0324|2.58|0.0|0.0002|-0.04554|4.0989|4.0989|-1083.143246|-1083.124207|955.22|302.48|0.64548|-1082.967639|-0.16952|-0.21506|3.0|8.5229|8.5229
LY364947_a10|1|0|0|0.0|0|0|1.390175303|0.0|-0.278922508|-0.00390904|0.0938628109999999|2.084955541|-0.084940213|0.007575|0.010202602|-0.006198347|1|0.006909045|0.1625645369999999|0.072909639|-0.204644982|2|0.706034038|0.711607778|-0.012096774|0.7792035190000001|0.681525895|0.8431045490000001|-0.076999385|-34.01613475|-33.26705198|4.275500834|144.7228349|0.156895451|69.31194102|-14.69643595|1.88879448|0.0|-0.978948758|-15.02735938|-13.10520229|38.29163558|0.486715511|1896.845282|-432.4716757000001|-5.78950507|4.702575386|9.161732895|0.948237326|3903.496845|122.1566022|-191.05366730000003|0.018707677|287.99188260000005|8.264519015|1.0|1.0|1.0|1.88|3.69|54.46|1.74|0.0|82.56|0.0|1.0|2.0|21.0|3.0|-6.02|2.8|-3.86|0.00029|0.0789|0.000137|0.0374|2.74|0.0|1.7199999999999998e-05||||||||||||59.0|7.2291|7.2291
12ad_a36|1|0|0|0.0|0|2|1.297042846|0.0|-0.040810025|-0.073048351|0.046496301|0.0|-0.649957196|-0.001148437|-0.0072527669999999|0.010723827|1|0.000906224|0.077659878|-0.227404687|-0.478461478|1|0.817851296|0.832674224|0.018207862|0.8846605|0.7767870459999999|0.760267769|-0.082404548|-58.34300549|-76.30379737|21.78471426|94.12528108|0.239732231|169.7321223|-54.02363038|15.4237324|81.68309557|-2.047680239|-41.30726219|-25.88878839|80.12771975|0.477102332|3041.082692|-1449.77215|-18.32944602|8.770308295|16.772513699999998|0.912420081|6569.653402|243.2659577|-1026.448977|0.028968808|735.3783268|20.51012207|1.0|0.0|2.0|0.0|1.67|95.5|1.89|1.0|135.03|0.0|1.0|7.0|33.0|6.0|-7.18|1.76|-4.08|6.579999999999999e-05|0.0289|8.36e-05|0.0367|2.53|0.0|0.000106|-0.05406|5733.0|3.8512|-1460.8311199999998|-1460.794632|1236.64|321.93|0.67215|-1460.5468529999998|-0.15638|-0.21044|17.0|7.7696|7.7696
7_a47|0|0|0|0.0|0|0|1.304326965|0.0|0.00763426|-0.143650735|-0.128433676|1.303301032|-0.3939082339999999|-0.0091074509999999|-0.085507035|-0.0781924059999999|0|-0.00794321|-0.262805289|-0.04311702|-0.46105149|2|0.6995252890000001|0.817389583|-0.124285418|0.8755534909999999|0.671549194|0.8473227320000001|-0.081264417|-45.82735481|-54.113260200000006|5.027768049|103.5602725|0.152677268|86.09912617|-30.51603217|2.8353037860000003|0.0|-1.631279045|-25.84337052|-20.44278719|50.85512286|0.405265781|2491.885862|-919.9254234|-11.52827882|6.485224033|10.90440708|0.681423344|5958.904826|103.2106353|-518.7725468|0.0130514639999999|526.6144628999999|7.36009799|1.0|1.0|2.0|3.14|6.52|58.04|3.69|2.0|111.28|0.0|1.0|4.0|28.0|4.0|-4.8|4.89|-6.06|3.41e-07|0.000134|8.75e-07|0.000345|5.49|0.0|1.3900000000000001e-07|-0.05297|3.7203|3.7203|-1647.996662|-1647.963177|1043.33|333.26|0.69314|-1647.7863539999998|-0.1544|-0.2073699999999999|25.0|7.6|7.6
6a_a40|0|0|0|0.0|1|1|0.604893625|1.78213955|0.117890918|-0.077397672|-0.146542353|0.775942224|-0.68730803|-0.001347823|0.104332675|-0.230955427|2|-0.001171195|-0.272320301|-0.040435852|-0.620787469|0|0.682273668|0.801647855|-0.340539542|0.861720535|0.657059571|0.733750993|-0.109047987|-68.11170799|-73.33687786|10.24294396|185.06174|0.266249007|166.2999483|-45.80643937|6.397774285|36.84483305|-2.113444291|-42.542782200000005|-30.69915817|78.35465194|0.41480944|2936.1501780000003|-1320.063801|-19.17478857|6.945713476|11.8691482|0.708845065|7059.617542|82.54016015|-824.5159087000001|0.012872604|557.4018948|8.040268001|0.0|1.0|1.0|3.01|3.07|173.43|1.62|2.0|120.14|1.0|2.0|5.0|29.0|5.0|-6.32|3.17|-4.99|7.85e-08|3.47e-05|1.03e-05|0.00457|3.77|1.0|0.0396|-0.0926|2.9836|2.9836|-2371.579899|-2371.560378|1103.4|415.55|0.6782699999999999|-2371.3827|-0.11995|-0.21255|0.04|7.3979|7.3979
11c_a31|1|0|0|0.0|0|1|0.6101368770000001|0.0|0.069254998|-0.141329185|-0.031640011|0.0|-0.847114804|-0.011679927|-0.137912959|-0.085216451|2|-0.008375297|-0.0512371409999999|-0.16065803|-0.572548808|0|0.825336018|0.839810365|-0.139933586|0.8906705429999999|0.787929678|0.564143263|-0.138002689|-80.82023592|-82.24513417|20.06220362|264.7428792|0.435856737|255.2562173|-48.16624372|11.74927853|70.98337779|-1.825664624|-47.33176279|-24.864808|100.8824395|0.47997061|2470.585429|-1069.186744|-14.56188764|7.259183801|13.95917988|0.922968238|5329.481371|189.6959033|-626.1611682999999|0.029155542|449.7512005|17.07472346|1.0|1.0|2.0|2.66|3.64|125.57|1.03|1.0|97.32|0.0|2.0|6.0|26.0|6.0|-6.56|3.04|-3.98|7.68e-06|0.00285|0.000105|39.0|2.82|0.0|0.000537|-0.03532|3.8551|3.8551|-1559.3980869999998|-1559.353434|1022.77|321.61|0.7005899999999999|-1559.194237|-0.15994|-0.19526|0.13|6.8861|6.8861
12f_a31|1|0|0|0.0|0|1|0.6101347579999999|0.0|0.034876922|-0.033056721|0.043286807|0.0|-0.698273995|-0.00150321|-0.0944165219999999|-0.0164221939999999|2|0.000889251|0.068054139|-0.205011573|-0.551471017|0|0.805862937|0.8167107029999999|-0.029803241|0.8530975000000001|0.7730604259999999|0.700992225|-0.097676974|-68.14417693|-82.48950216|19.26761061|159.84734269999998|0.299007775|208.6022728|-57.54866283|13.44201623|569.7325277000001|-1.891830012|-47.54067074|-23.56842919|87.41178754|0.482666192|2710.311963|-1319.832035|-16.44247509|9.859605078|19.05849748|0.932987917|5845.744358|218.4455813|-920.7786053|0.021559868|713.5657448|15.04120547|1.0|1.0|2.0|3.78|4.48|117.37|1.53|3.0|117.78|0.0|1.0|10.0|30.0|5.0|-6.19|4.01|-4.63|1.05e-06|0.0004469999999999|2.37e-05|0.0101|3.82|0.0|4.06e-06|-0.03317|3.8305|3.8305|-1696.785527|-1696.741889|1258.6|323.68|0.7006600000000001|-1696.466804|-0.15894|-0.19211|0.13|6.8861|6.8861
18a_a22|0|0|0|0.0|1|0|1.194229718|1.854982521|-0.197348157|-0.018344659|0.033735832|1.6891461019999998|-0.19538364|0.007066388|-0.021976395|-0.015194063|1|0.007079018|0.059645624|-0.147724859|-0.296897301|2|0.760537197|0.7329701259999999|-0.027029438|0.7881113679999999|0.722009212|0.926535704|-0.050645213|-34.36220678|-51.6464295|11.62443251|29.59800426|0.073464296|49.84469832|-35.04152115|7.887046626|18.5219848|-1.5223960559999998|-23.31437056|-19.86401135|45.98663929|0.487405342|2898.068989|-1032.92859|-13.47750813|7.037677899|13.72951861|0.950859191|6630.646100999999|196.4447473|-700.830423|0.0193879289999999|730.9420477000001|13.15449139|1.0|1.0|1.0|3.17|5.11|100.61|2.13|2.0|131.64|0.0|1.0|6.0|32.0|4.0|-6.28|3.9|-5.16|2.59e-06|0.00113|6.98e-06|0.00305|3.78|0.0|1.73e-07|-0.0706799999999999|5.0214|3.4832|-1691.3151059999998|-1691.2957760000002|1211.84|355.95|0.68577|-1691.036502|-0.1408|-0.21148|13.0|7.8861|7.8861
27a_a34|0|0|0|0.0|1|1|0.300206665|1.963136117|0.0257175079999999|-0.456594848|-0.082271189|0.0|-0.7320090459999999|-0.012495918|-0.026428049|-0.008138446|1|-0.005234221|-0.13716603|-0.264978526|-0.53047808|1|0.8186389829999999|0.779284547|-0.012251785|0.832753533|0.749941528|0.600964267|-0.106669294|-74.78290605|-86.36649751|18.62986903|176.4623026|0.3990357329999999|279.75296960000003|-60.54917431|13.06088842|22.69787432|-2.340647376|-52.42823715|-30.38821209|93.41277507|0.436895447|3394.470264|-1640.9634529999998|-21.30433911|8.960143164|15.91204178|0.7758691440000001|7104.26596|164.80691819999998|-1150.434312|0.020552444|718.5861133999999|14.40875302|1.0|1.0|2.0|2.58|3.97|129.74|1.06|1.0|122.61|0.0|1.0|6.0|33.0|7.0|-7.29|2.44|-4.47|1.09e-05|0.00504|3.43e-05|0.0159|2.59|0.0|1.13e-05|-0.03924|5.0012|4.1228|-1861.741982|-1861.695683|1247.85|300.73|0.69818|-1861.468024|-0.16691|-0.20615|0.24|6.6198|6.6198
13l_a6|1|0|0|0.0|0|1|1.4242139390000002|0.0|0.03093879|-0.132667824|0.090187973|0.0|-0.858070925|-0.009326562|-0.037558466|-0.086595185|1|-0.006280295|0.144180269|-0.073210645|-0.564860904|1|0.8694295409999999|0.7908110340000001|-0.1470289659999999|0.84018367|0.827754203|0.643098986|-0.118071236|-82.24617981|-88.13242567|20.90615311|182.8275745|0.3569010139999999|248.6104661|-61.3913735|14.56282911|118.3485042|-2.53042863|-57.29112645|-31.47586631|103.1523329|0.4257335779999999|2967.923804|-1762.648513|-21.92549054|8.810095892|15.34147837|0.7413520309999999|6462.086665999999|143.7247666|-1227.82747|0.018273048|741.5222707|12.72865798|1.0|1.0|3.0|2.22|3.8|115.15|1.39|1.0|124.98|0.0|1.0|7.0|33.0|5.0|-6.59|3.07|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|5.7e-07|-0.04885|3.6675|3.5499|-1465.865882|-1465.834958|1249.13|349.26|0.70515|-1465.560303|-0.14562|-0.19447|385.0|6.4145|6.4145
6e_a31|1|0|0|0.0|0|1|0.61015618|0.0|0.06650322|-0.178758575|0.132664341|0.0|-0.784597028|-0.011483229|-0.008757878|-0.0462850729999999|2|-0.008439437|0.225356759|-0.004825446|-0.579941248|0|0.838789705|0.78240875|-0.072882794|0.841537966|0.795570315|0.623340994|-0.122985602|-74.99224589|-79.81721349|19.89514173|159.9587946|0.376659006|229.6732654|-48.66969791|12.13134981|99.0823033|-2.0943750530000003|-45.72760428|-28.37945369|94.88738762|0.4782688439999999|2776.836977|-1277.075416|-17.30478148|7.513687859|14.40145519|0.916695963|6053.812282|146.03985980000002|-778.7151665|0.022744048|536.6368656000001|13.86851128|1.0|1.0|2.0|2.62|4.0|131.36|1.36|1.0|109.69|0.0|1.0|4.0|29.0|5.0|-6.5|3.27|-4.66|2.34e-06|0.000947|2.18e-05|0.00883|3.2|0.0|1.89e-05|-0.05426|3.3083|3.3083|-1652.669408|-1652.63264|1077.48|374.76|0.70391|-1652.445002|-0.13418|-0.18844|0.37|6.4318|6.4318
10_a1|1|0|0|0.0|0|0|1.435871163|0.0|0.0883621719999999|-0.23385288|0.049971022|0.0|-0.621976404|-0.012672753|-0.020225596|0.010430299|1|-0.0106277489999999|0.107434253|-0.042643966|-0.623957903|1|0.674381582|0.7227844929999999|0.017498337|0.783467165|0.658433571|0.669963758|-0.116648443|-65.97424138|-61.93104798|8.34295348|212.8090837|0.330036242|186.6625065|-35.02707638|4.718623023|64.49041745|-1.861495069|-37.31383317|-25.67872721|74.31719486|0.459673515|2432.447088|-1052.827816|-14.52342192|7.376231317999999|13.65143394|0.850732895|5192.858899|93.83214542|-595.4602985|0.015427326|433.2550452|8.725415617000001|1.0|0.0|2.0|2.18|5.06|78.87|2.78|2.0|99.61|0.0|1.0|4.0|27.0|5.0|-5.91|3.7|-4.73|1.04e-05|0.00372|1.87e-05|0.00673|3.64|0.0|3.42e-06|-0.06802|3.4067|3.4067|-1223.159954|-1223.125689|979.35|363.94|0.70345|-1222.969096|-0.13576|-0.20378|1.5|5.8239|5.8239
14y_a23|0|1|1|0.0|2|0|1.197960595|3.3149940630000003|0.0600764409999999|-0.022719307|0.041892637|0.731397292|-0.2996475999999999|0.009174505|-0.051539811|-0.031435038|2|0.007229683|0.07646106|-0.125978901|-0.4598871539999999|2|0.719722236|0.802520527|-0.049318182|0.8668730109999999|0.64069202|0.925252932|-0.057809342|-39.9727336|-55.74067298|13.00274534|39.66769923|0.074747068|51.68445972|-38.54233552|8.990852582999999|82.29531392|-1.612264842|-27.63946733|-23.71943531|52.97547894|0.486730407|3096.562257|-1114.8134599999998|-16.40099384|8.213390641|16.00209862|0.948293868|7320.809595999999|149.890474|-770.8467102999999|0.016527|665.6233736|11.42772654|0.0|1.0|1.0|3.49|5.32|105.02|3.99|2.0|130.3|0.0|1.0|5.0|32.0|4.0|-5.8|4.45|-6.13|1.7e-07|8.18e-05|7.37e-07|0.000354|4.83|0.0|1.29e-06|-0.08374|3.6413|3.6413|-2549.104894|-2549.091817|1217.48|340.49|0.61338|-2548.8917260000003|-0.14942|-0.2331599999999999|4.0|8.4225|8.4225
41_a47|0|1|1|0.0|1|0|1.420292383|1.840145925|-0.225923786|-0.072088843|-0.080388467|1.601942802|-0.187859623|0.003530307|0.024881402|0.075316535|1|0.0047106|-0.178132441|-0.317014709|-0.276217719|3|0.62974551|0.8417952740000001|0.123676975|0.900915114|0.609110565|0.823168463|-0.061101947|-34.50740631|-50.81597048|10.36256127|54.15850042|0.1768315369999999|99.86584673|-28.69838714|5.852270304|0.0|-1.259711209|-19.48810377|-16.54473457|44.86996758|0.447046066|2374.594252|-711.4235867000001|-9.34366093|7.168742909|12.96444871|0.8084689140000001|5042.636398|195.8852341|-401.77742|0.023067788|439.9906467|13.02756406|1.0|1.0|1.0|3.18|4.52|68.52|1.75|0.0|99.09|0.0|1.0|4.0|26.0|5.0|-6.66|3.06|-3.9|0.000267|0.0929|0.000125|0.0436|2.49|0.0|1.17e-05|-0.05053|4.0167|3.7144|-1162.492089|-1162.462261|995.43|333.8|0.68638|-1162.288187|-0.15208|-0.2026099999999999|0.01|8.0|8.0
