molecula|SddssS|n9FaRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WNSA3|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log Kp (cm/s)|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12f_a31|0.0|0|0.0|0|7.765993078999999|1|0.6101347579999999|0.034876922|-0.011835152|5.733341277|-0.033056721|0|0.043286807|-0.698273995|-0.00150321|-0.0944165219999999|10.31169747|-0.0164221939999999|2|0.000889251|0.068054139|-0.205011573|-0.551471017|0.805862937|0.8167107029999999|-0.021938988|0.8530975000000001|0|0.700992225|-0.097676974|-0.118239376|-82.48950216|19.26761061|159.84734269999998|0.299007775|-0.0337826789999999|-57.54866283|-47.54067074|-23.56842919|87.41178754|2710.311963|-1319.832035|1805.921786|0.313117045|9.859605078|19.05849748|0.932987917|5845.744358|0.021559868|-260.7571603|1921.480254|713.5657448|15.04120547|1.0|1.0|1.0|1.0|3.86|3.78|16.0|-8.02|1.53|3.0|0.0|117.78|0.0|1.0|10.0|-6.19|4.01|1.05e-06|0.0004469999999999|0.0101|3.82|0.0|755.33|323.68|323.68|665.22|-1696.466804|-0.15894|1.8803|0.04363832|-1696.53373|3.3538|0.13|6.8861|6.8861
4p_a46|0.0|0|0.122217892|1|7.825245291|1|1.134636977|-0.060700883|-0.004413243|5.587248657999999|-0.038295755|0|-0.164311513|-0.233901882|0.005152176|-0.205494852|10.93681929|-0.120823841|1|0.004453195|-0.251219946|0.101602982|-0.369670745|0.7471162309999999|0.747019097|-0.078703563|0.7911509609999999|0|0.905966489|-0.0997229069999999|-0.083274013|-47.22779946|4.195717966|175.10295019999998|0.094033511|-0.029978645|-26.78464688|-32.07534663|-17.00200781|60.7522985|2257.769185|-850.1003902999998|2219.4587530000003|0.12579435|5.828038618|10.10955243|0.734640605|5167.091582|0.006740305|-424.4519674|972.4260993|585.8536976|3.822678404|1.0|1.0|1.0|0.0|3.89|3.2|17.0|-7.05|3.2|2.0|0.0|107.89|0.0|1.0|2.0|-5.09|4.25|1.59e-06|0.000567|0.00144|4.77|0.0|598.19|310.28|226.26|537.47|-1129.3914619999998|-0.16819|3.6961|0.03979459|-1129.4459470000002|5.3996|341.0|6.4672|6.4672
8g_a12|0.0|1|0.0|0|6.580639137|1|1.28383574|0.10205033|-0.0084227909999999|4.59511985|-0.029907264|2|-0.038463841|-0.40429396|0.005898773|-0.094550033|10.95472263|-0.040257632|1|0.005405355|-0.068810076|0.122649613|-0.532504083|0.804158158|0.7475224290000001|-0.04981165|0.80546986|1|0.8576253690000001|-0.076856227|-0.1045061519999999|-57.6443411|4.915102972|84.95000993|0.142374631|-0.042752517|-31.79592789|-23.38345638|-23.58177591|47.30807670000001|2506.427441|-1037.59814|1356.883205|0.09833304|6.882798206|12.83559677|0.864880588|5327.736626|0.007890315|-443.109365|1150.7554189999998|480.0590283|4.352203029|0.0|1.0|1.0|1.0|4.07|2.51|21.0|-8.0|2.89|1.0|0.0|109.93|0.0|1.0|3.0|-6.28|2.77|4.15e-05|0.0146|0.0163|3.06|0.0|590.93|332.31|294.8|418.41|-1154.121362|-0.1520099999999999|2.9986|0.03954539|-1154.173831|4.2131|3715.0|5.43|5.43
26_a47|0.0|1|0.0|1|6.86171134|0|1.304328272|0.11828578|-0.012090143|4.727387819|-0.200192886|2|-0.110530752|-0.544056455|-0.0098410169999999|-0.046771537|10.94972213|0.0081426509999999|1|-0.008325552|-0.24731748|-0.079370393|-0.5899218279999999|0.6850994429999999|0.845040087|-0.11288313|0.910081385|1|0.7104381999999999|-0.098127284|-0.101679756|-59.08415114|12.13564316|9.608109253|0.2895618|-0.038735145|-34.3326642|-33.13315474|-22.50824805|69.15552111|2625.572598|-945.3464183|1341.904566|0.282360823|6.945070057000001|13.22794532|0.90465254|5994.406615|0.024619511|-252.9318822|1317.300461|457.1122177|14.3059247|0.0|1.0|0.0|1.0|3.13|2.66|21.0|-7.22|2.59|1.0|0.0|104.8|0.0|1.0|4.0|-6.51|3.18|1.3699999999999998e-05|0.00545|11.0|3.12|0.0|592.84|310.58|258.5|443.78|-1695.9387359999998|-0.16642|3.6825|0.02111593|-1695.993821|4.8242|13.0|7.9|7.9
9b_a31|0.0|0|0.0|0|7.765993078999999|1|0.610136326|0.010411229|-0.0141390689999999|5.733341277|-0.070525429|0|-0.045938305|-0.706953442|-0.0050444109999999|0.014628521|10.31169871|-0.091236608|2|-0.001981487|-0.075191042|-0.2345186269999999|-0.554573699|0.811212624|0.852813666|0.01752821|0.899394425|0|0.669120552|-0.103937658|-0.131125311|-80.40427495|21.21368453|152.8702381|0.330879448|-0.039058603|-49.30281875|-39.08032306|-23.95020956|84.94685678|2534.356888|-1125.659849|1711.969694|0.310824817|8.097516252|15.2652837|0.88518099|5524.468603|0.025089192|-231.99935|1633.343563|524.0230338|15.38435497|1.0|1.0|1.0|1.0|3.58|2.76|16.0|-6.84|0.86|1.0|0.0|103.36|0.0|1.0|7.0|-6.77|3.0|1.76e-05|0.00675|0.0527|2.64|0.0|663.06|322.58|224.94|562.68|-1578.604164|-0.15907|5.2851|0.03769117|-1578.665571|6.8028|63.0|7.2007|7.2007
8_a4|0.0|0|0.0|1|7.535296702|1|1.304250488|-0.208165266|-0.001277205|5.4161004020000005|0.03148225|2|-0.072752231|-0.056197036|0.010647563|-0.011835327|10.9295757|0.05775266|1|0.009595591|-0.1193184819999999|-0.078942941|-0.150276481|0.619844116|0.813333185|-0.07377839|0.879500982|1|0.925132446|-0.05397993|-0.065595042|-33.90618946|5.362918401|11.02158946|0.074867554|-0.024598141|-17.52616744|-14.42275611|-12.71482105|33.26523662|2297.5526170000003|-508.5928419|1737.932042|0.273845898|5.695730546|9.972991122|0.750959081|5162.482272|0.0148422489999999|-233.7988862|700.3924376|434.9654405|7.671983829|1.0|1.0|1.0|1.0|2.99|3.19|21.0|-7.78|2.93|1.0|0.0|100.13|0.0|1.0|2.0|-5.76|3.85|4.49e-05|0.0156|0.00506|3.74|0.0|561.6|311.03|231.56|391.01|-1450.071352|-0.16821|4.5781|0.0252645|-1450.121028|5.7488|54.0|7.2676|7.2676
13n_a6|0.0|0|0.0|0|6.842683282|0|1.4290206230000002|0.030890422|-0.010884884|4.727387819|-0.135152403|2|0.058267173|-0.631323273|-0.0093684169999999|-0.06507689|10.95053349|-0.033224059|1|-0.00687003|0.100294804|-0.118693789|-0.57091314|0.870730542|0.7767360059999999|-0.064779873|0.832753533|1|0.70890216|-0.100363599|-0.109392959|-75.07706271|12.18768927|90.97854097|0.29109784|-0.038490115|-51.52585133|-47.27287681|-26.41600355|81.06784641|2952.259627|-1426.464192|2535.307313|0.251032943|8.872063579|16.76075427|0.889160748|6386.381394|0.019904118|-341.7352549|1904.575345|724.3873672999999|13.66031867|1.0|1.0|1.0|1.0|3.55|1.9|27.0|-9.67|0.81|1.0|0.0|127.2|0.0|1.0|6.0|-7.23|2.62|2.27e-05|0.00987|0.0228|2.43|0.0|727.69|369.99|257.31|548.09|-1423.451366|-0.13863|7.1946|0.05026727|-1423.514154|10.1967|75.0|7.1249|7.1249
17_a4|0.0|0|-4.533317957|1|7.535296702|1|1.219995452|-0.188642713|-0.006491052|5.4161004020000005|-0.319716072|1|-0.01849014|-0.25315101|0.001892883|-0.3948966229999999|10.94611837|-0.094767116|1|0.002155864|-0.073733221|-0.07155304|-0.392770755|0.49887819|0.772721853|0.0147116789999999|0.8347553529999999|0|0.888791225|-0.0887214819999999|-0.08932566|-46.06264282|5.472562628|17.08736223|0.111208775|-0.042181562|-23.75316417|-23.59250328|-21.75180355|51.22364842|2351.601697|-783.0649279|1658.726841|0.138303414|5.923504372999999|10.65499029|0.798764653|5322.773303|0.012827738|-373.0328031|908.7478594|319.5521911|6.61489113|1.0|0.0|1.0|0.0|3.31|2.94|17.0|-6.56|3.66|1.0|0.0|85.09|0.0|1.0|3.0|-5.56|4.29|4.39e-05|0.0152|0.00532|4.01|0.0|527.39|285.92|285.92|413.28|-1255.881628|-0.17559|4.8197|0.02636403|-1255.932407|6.3221|877.0|6057.0|6057.0
15_a15|0.0|0|0.0|0|0.0|1|1.435688991|-0.132759299|-0.006378587|0.0|-0.031457366|3|-0.063032481|-0.395472407|0.001806571|0.000676845|10.95980315|0.0020555079999999|0|0.003766915|-0.098862691|-0.272482143|-0.3597407929999999|0.843715005|0.724319314|0.007958332|0.7725348679999999|0|0.8972060479999999|-0.061884697|-0.091075463|-60.51136736|13.71976186|142.8140301|0.102793952|-0.031405332|-40.20430373|-27.31834743|-20.86598874|54.83651811|3027.719888|-1210.227347|2868.890383|0.297455822|6.673906339|11.8273735|0.772181523|7039.747576999999|0.0202953539999999|-269.1443943|1722.635223|830.7967967000001|13.48441779|1.0|1.0|0.0|0.0|4.04|4.34|24.0|-8.9|2.52|2.0|0.0|138.24|0.0|1.0|6.0|-5.26|4.64|4.77e-07|0.000214|0.000357|5.32|0.0|700.82|480.19|335.38|573.46|-1450.398033|-0.10964|1.6365|0.02849263|-1450.462493|2.9566|109.0|6.9626|6.9626
12b_a40|0.0|0|0.0|1|7.515889085|0|0.604989475|0.084915315|-0.004650218|5.4161004020000005|-0.011794908|0|0.1744506639999999|-0.158107422|0.00779293|0.107454819|10.31197236|-0.1537981269999999|2|0.004452418|0.279216571|0.038336814|-0.513870527|0.58925219|0.7137941109999999|0.026452642|0.7818091140000001|1|0.955647156|-0.065048707|-0.074921647|-42.67442006|6.17734692|80.72126798|0.044352844|-0.0338355829999999|-24.3068084|-21.10373336|-19.27231874|43.22826564|2462.878448|-597.4418808999999|860.5059425000001|0.143170283|8.132984007000001|16.09989085|0.979579799|5933.385347|0.010309671|-406.4913617|697.2702616|370.3261123|5.872257692000001|0.0|1.0|1.0|0.0|3.26|3.87|20.0|-8.39|5.07|2.0|0.0|101.78|0.0|1.0|2.0|-4.09|5.79|1.95e-08|8.09e-06|3.2500000000000004e-05|6.68|0.0|576.38|363.91|363.91|490.5|-3016.927883|-0.14267|4.5528|0.01251873|-3016.980996|6.3131|0.04|7.3979|7.3979
20a_a10|0.0|0|0.0|1|7.535296702|1|1.343837243|-0.0774974029999999|-0.0034618129999999|5.4161004020000005|0.049376168|2|-0.035536682|-0.197323337|0.008214031|-0.010695558|10.9296614|0.011011878|1|0.008297595|-0.058994157|-0.081587712|-0.281099208|0.661219642|0.755429696|0.036092601|0.817646497|1|0.913681336|-0.066386563|-0.072821454|-47.37850712|8.860330345|66.52185003|0.086318664|-0.028008251|-30.82502228|-28.10115947|-18.22250274|52.05222074|2998.608651|-947.5701424|2021.669282|0.266548108|8.419180593|15.37476788|0.826159649|6729.996773999999|0.016540298|-303.7731758|1291.932235|719.5272609|10.76131538|1.0|1.0|1.0|1.0|3.48|3.63|27.0|-9.44|2.53|2.0|0.0|126.35|0.0|1.0|4.0|-5.82|4.27|2.07e-06|0.000888|0.0011|4.36|0.0|696.63|323.62|259.16|524.02|-1388.897416|-0.1613099999999999|2.9429|0.03217287|-1388.957848|3.2116|1.2|5.9208|5.9208
3a_a32|0.0|1|0.0|0|7.678326357|0|0.6094208210000001|-0.0505635059999999|-0.007588088|5.6869753560000005|-0.045659995|0|-0.014365682|-0.250406908|-0.002794182|0.102212031|10.31100283|0.125185185|3|-0.001223394|-0.028290955|-0.1568626659999999|-0.491457345|0.84134255|0.844272053|-0.045516432|0.921812162|1|0.817070968|-0.080607266|-0.0970820759999999|-44.92473442|10.39727075|87.55216606|0.182929032|-0.032360692|-20.78892268|-17.261046399999998|-14.97491147|47.69828617|2028.93875|-449.2473442|812.930125|0.327690097|5.755284924|10.67859439|0.855441483|4249.04624|0.0236593529999999|-159.4728294|668.2146761|278.73805810000005|10.9483666|0.0|1.0|1.0|1.0|2.96|2.21|19.0|-6.12|1.19|0.0|0.0|83.28|0.0|1.0|2.0|-5.77|3.32|4.83e-06|0.00144|0.0134|3.31|0.0|492.91|341.48|341.48|355.48|-1554.7020630000002|-0.15058|3.6178|0.02744024|-1554.748543|5.7916|3.0|8.5686|8.5686
12v_a30|0.0|0|0.0|0|7.412764017000001|2|0.604983445|0.037440652|-0.006974714|5.351858133|-0.029548782|2|-0.099831334|-0.369659818|0.002431329|0.020607357|10.31162873|-0.04950715|1|0.001805829|-0.173424818|-0.0857954809999999|-0.471153275|0.8149999040000001|0.83236194|-0.029852321|0.889479916|0|0.8501212029999999|-0.077138874|-0.0971402169999999|-65.72041011|10.70556236|82.09302037|0.1498787969999999|-0.037666615|-44.46327619|-35.30820865|-25.48342433|62.89402328|3001.758432|-1248.687792|2483.120571|0.193930933|8.114588039|15.56114504|0.917675298|6952.110426|0.014801518|-414.1432908000001|1549.107692|685.6665849999999|10.01399667|1.0|1.0|1.0|0.0|4.62|0.0|17.0|-7.8|3.79|2.0|0.0|137.3|0.0|1.0|5.0|-5.52|3.59|2.64e-07|0.000123|0.0004269999999999|5.12|0.0|715.58|349.18|349.18|573.82|-2494.739831|-0.1505099999999999|2.9171|0.03495552|-2494.802821|4105.0|22.0|7.6596|7.6596
7f_a10|0.0|0|-4.8022906380000006|1|7.535296702|1|1.240141822|0.103083789|-0.011104817|5.4161004020000005|-0.2347037789999999|2|-0.104120245|-0.5663456689999999|0.00189949|-0.000498274|10.92948443|-0.0971900919999999|1|0.0030999659999999|-0.309622111|-0.172751862|-0.5846516820000001|0.5371733989999999|0.796084921|-0.009545801|0.8499946070000001|1|0.931773786|-0.064238302|-0.095196098|-53.02456669|4.441786155|15.96885516|0.068226214|-0.03645808|-29.53487321|-19.93012491|-20.30728086|40.22275023|2803.359424|-954.4422004|2375.702381|0.178213448|6.115784565|10.23679556|0.6738319429999999|7070.755931000001|0.012813716|-358.4725202|1161.423484|527.8079877|7.137285626000001|1.0|1.0|1.0|1.0|3.37|2.97|21.0|-8.13|2.64|2.0|0.0|106.77|0.0|1.0|4.0|-5.47|4.39|2.9e-06|0.00119|0.00103|4.7|0.0|597.28|341.96|214.67|426.07|-1442.001311|-0.15627|2.2631|0.01616879|-1442.058773|3.2524|141.0|6.8508|6.8508
4a_a46|0.0|0|0.210988875|1|7.825245291|1|1.13463711|-0.214093513|-0.001042349|5.587248657999999|-0.008364558|2|-0.137420119|-0.051075084|0.012632881|-0.11172225|10.96352058|-0.0466186959999999|1|0.0120924389999999|-0.216904465|-0.129430244|-0.143806973|0.679741138|0.764741337|-0.215877982|0.8075680409999999|0|0.923958017|-0.05488948|-0.067863141|-35.24319509|4.858713991|6.579492736000001|0.076041983|-0.022129285|-18.30276019|-14.80375017|-11.49234623|33.36433008|2042.529911|-528.6479264|1427.844961|0.2573736219999999|5.613813876|9.831485239|0.751302315|4481.754309|0.011380391|-252.0050978|711.8625758999999|480.9500663|5.910149982|1.0|0.0|1.0|1.0|3.76|2.8|17.0|-6.82|2.35|0.0|0.0|96.74|0.0|1.0|2.0|-5.87|3.43|0.000117|0.0372|0.0156|3.34|0.0|560.87|272.77|272.77|467.4|-994.028172|-0.19067|3.1825|0.022810825|-994.079365|3.7138|181.0|6.7423|6.7423
12a_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984824|0.033691224|-0.006711725|5.351858133|-0.02919335|2|-0.096804291|-0.3557214489999999|0.005050384|0.009586623|10.31162903|-0.094932667|1|0.005458948|-0.171649606|-0.094526372|-0.454270252|0.8421237309999999|0.7885597609999999|-0.031179517|0.842671963|0|0.836214716|-0.07699057|-0.097138462|-60.22802588|10.10177981|85.47365107|0.163785284|-0.037665934|-37.34272719|-29.59731695|-23.35372432|57.83766054|2722.217443|-1144.332492|2256.680391|0.194809798|7.362386058999999|13.88603128|0.88607758|5936.682602000001|0.014884556|-378.4495438|1421.195251|620.9195447000001|9.228758655|1.0|1.0|1.0|0.0|4.65|0.0|17.0|-6.64|2.82|2.0|0.0|127.28|0.0|1.0|5.0|-5.98|2.63|5.23e-06|0.00208|0.0056|3.87|0.0|668.81|355.41|245.76|507.17|-1575.538241|-0.1481|4.1875|0.03289568|-1575.597759|4.7368|11.0|7.9469|7.9469
3k_a32|0.0|1|0.0|0|7.97831097|1|0.609420759|-0.001009768|-0.005745086|5.973809612|-0.001250803|0|-0.047167919|-0.270019022|0.001221534|-0.0902541999999999|10.31100271|-0.077097565|3|0.002509816|-0.084055305|-0.090775221|-0.5265375529999999|0.816196288|0.779649252|-0.127713677|0.8306695270000001|1|0.8777482409999999|-0.0711378679999999|-0.090839907|-51.21653025|6.970844822|80.0971996|0.122251759|-0.029575784|-28.87643819|-22.61349991|-16.67514938|47.07915023|2392.3436100000004|-717.0314235000001|1970.06814|0.21942773|6.153598893|11.6688363|0.89626209|5259.698672|0.012327787|-316.3794102|918.5970998|506.658189|6.9505405620000005|1.0|1.0|1.0|1.0|3.47|3.48|19.0|-7.23|2.41|2.0|0.0|105.36|0.0|1.0|3.0|-5.01|4.75|9.16e-08|3.3600000000000004e-05|0.000904|4.97|0.0|611.65|350.6|350.6|452.36|-1749.957584|-0.14667|3.2233|0.02654958|-1750.0122420000002|5689.0|9.0|8.0605|8.0605
36_a18|0.0|0|0.0|0|7.03438793|2|1.25117638|0.050448408|-0.006407141|4.844187086|-0.020339784|1|-0.05224259|-0.442092758|-0.000451777|-0.0077246719999999|10.94702093|0.003321395|0|0.000825855|-0.079553246|-0.12139648|-0.493920601|0.7343989059999999|0.741135729|-0.010091893|0.780206307|0|0.804293867|-0.07777765|-0.079805761|-56.82615305|6.722004572|110.8288932|0.195706133|-0.031922305|-40.46339026|-39.43509046|-22.73046122|62.10402945|2979.013751|-1477.479979|1547.485543|0.187943933|9.560644525|18.21710397|0.905426346|6799.65027|0.0123136069999999|-444.4026478999999|1819.430996|975.4099618|8.767974776|1.0|0.0|1.0|1.0|4.19|0.0|18.0|-9.16|3.13|2.0|1.0|146.24|0.0|1.0|7.0|-6.18|2.8|2.09e-06|0.000975|0.00242|4.18|0.0|769.73|388.57|388.57|636.33|-1493.266344|-0.13133|1.9944|0.02564498|-1493.333297|2.7547|32.0|7.4949|7.4949
12af_a36|0.0|0|0.0|0|7.412764017000001|2|1.29704271|0.04293386|-0.00989889|5.351858133|-0.081537769|2|0.091263447|-0.6038322939999999|-0.00233752|-0.074383486|10.96037047|0.00146554|1|-0.000472698|0.154914099|-0.213993335|-0.505160213|0.859938421|0.813346624|-0.062279009|0.8631180940000001|0|0.755275519|-0.082549457|-0.1054605669999999|-73.23838519|15.22358698|89.56100543|0.244724481|-0.035153522|-50.86129548|-39.81177462|-24.41279506|72.55107063|3013.98446|-1391.529319|3082.869129|0.329759081|8.59579222|15.59375751|0.8141152220000001|6499.41155|0.0259433429999999|-236.4517911|2076.162883|757.7532208|18.01667275|0.0|0.0|1.0|0.0|4.98|0.0|17.0|-6.93|1.49|1.0|0.0|138.06|0.0|1.0|7.0|-7.66|1.47|0.000292|128.0|0.0997|1.85|0.0|737.4|383.86|236.83|589.48|-1440.675702|-0.13364|6.9003|0.02886569|-1440.740243|9.4631|15.0|7.8239|7.8239
6_a27|0.0|0|0.0|1|6.823286122000001|0|1.404458667|0.1718757239999999|-0.007874167|4.727387819|-0.072298665|2|-0.237047381|-0.330715016|0.00526746|0.075248207|10.93737136|0.081320966|1|0.0058042269999999|-0.406859288|-0.179319226|-0.541168953|0.678057835|0.787663648|-0.1322552659999999|0.849515128|1|0.785047616|-0.0786267609999999|-0.090025109|-44.56839492|10.17466399|125.8234721|0.214952384|-0.034625042|-22.06430895|-19.27068071|-17.14169035|49.10012093|2196.1151210000003|-668.5259238|1193.992326|0.2251796019999999|5.010042219|9.500048379|0.896201262|4761.820508|0.01635203|-272.1086175|862.8140479|373.9912084|8.095338503999999|0.0|0.0|0.0|0.0|3.0|2.49|21.0|-6.67|2.42|0.0|0.0|92.65|0.0|1.0|2.0|-6.55|2.71|0.000242|0.0768|0.0485|2.37|0.0|526.9|299.55|223.61|401.49|-1043.678244|-0.17007|2.7521|0.02494141|-1043.728133|4.0597|1.0|9.0|9.0
14q_a23|0.0|1|0.0|2|7.423568444|0|1.19796338|0.141057047|-0.0101981219999999|5.351858133|-0.130330047|2|0.064903564|-0.5608967029999999|0.002243702|-0.058543701|10.31321757|-0.056324491|2|0.002496501|0.121109106|-0.033435987|-0.573130981|0.77007911|0.808928963|0.067394607|0.871119857|1|0.773194598|-0.08960718|-0.096370719|-66.16349731|14.81701129|350.836102|0.226805402|-0.039682061|-45.42467289|-42.23665548|-27.24379301|76.3369885|3097.399651|-1389.433443|2213.1193780000003|0.222659101|8.732265278|16.53853737|0.893957277|6982.066379000001|0.01932289|-380.8178266000001|1787.418422|693.3423458|13.26616596|0.0|1.0|1.0|0.0|3.52|2.66|26.0|-6.96|2.28|1.0|1.0|128.38|1.0|1.0|6.0|-7.33|2.62|6.11e-06|0.00278|0.0183|2.46|0.0|714.22|340.33|340.33|554.59|-1798.3704079999998|-0.14854|8375.0|0.03458552|-1798.433122|12.0503|16.0|7.8069|7.8069
9d_a40|0.0|0|0.0|1|7.515889085|0|0.604992329|0.007834411|-0.003961493|5.4161004020000005|-0.022152094|0|0.153818743|-0.146575228|0.011823978|0.15723868|10.3119722|-0.137738587|2|0.010101686|0.259969752|0.019621984|-0.4887998529999999|0.601831605|0.7572844040000001|-0.3969541689999999|0.8221990920000001|1|0.941627612|-0.060319196|-0.071656839|-36.92750973|5.539796446|108.1468558|0.058372388|-0.031613312|-19.03015798|-16.01918037|-16.29154841|36.6245851|2109.570685|-553.912646|336.6614768|0.133579429|8.023385851|15.06105494|0.87714454|4401.742338|0.0087217999999999|-377.6610668|639.3115126|346.9019309|4.49467719|1.0|1.0|0.0|0.0|3.25|3.63|20.0|-7.0|4.07|1.0|0.0|91.71|0.0|1.0|2.0|-4.62|4.63|7.37e-07|0.0002399999999999|0.000727|5.16|0.0|542.19|370.51|269.1|446.84|-1677.429981|-0.13875|6.2032|0.01113991|-1677.48058|7.9502|107.0|6.9706|6.9706
28_a20|0.0|0|0.0|1|6.842683282|0|1.417203216|-0.013841559|-0.006492092|4.727387819|-0.114439513|3|0.091462964|-0.363557127|0.002234763|0.0313932529999999|10.94963925|-0.039965901|1|0.002695258|0.155263557|-0.028782305|-0.447096101|0.715067047|0.755701837|-0.104458316|0.812553182|1|0.7817507370000001|-0.086299346|-0.091179288|-60.85602167|9.799649234|318.7453661|0.218249263|-0.035068957|-40.6172876|-38.44343857|-23.40616218|67.39863895|2865.917291|-1217.120433|2449.815677|0.226358273|7.587188177000001|14.28413212|0.8826648009999999|6348.941881000001|0.016673728|-365.2747728|1573.2352460000002|684.5377542|11.12858789|0.0|1.0|1.0|1.0|3.45|2.86|27.0|-8.8|1.73|1.0|0.0|122.8|0.0|1.0|5.0|-6.96|3.04|3.77e-05|0.0159|0.0156|2.68|0.0|704.42|346.35|258.81|531.85|-1368.085242|-0.15572|3.5284|0.03534166|-1368.146882|4.7428|255.0|6.5935|6.5935
1d_a5|0.0|0|-4.455320158|0|6.605297921|0|1.217311475|-0.133500214|-0.006252818|4.59511985|-0.308010841|2|-0.118028278|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|10.94437658|-0.010183824|1|-0.000700145|-0.389011185|0.004923698|-0.38633065|0.525406088|0.7595197290000001|-0.058872605|0.821309592|0|0.8965037640000001|-0.088396743|-0.086213657|-46.58221594|4.288788702|204.4506579|0.1034962359999999|-0.036640804|-25.16889922|-25.80622135|-19.79744178|52.05055075|2481.822293|-791.897671|1172.890724|0.229495885|6.116537519|11.5640749|0.89062437|5717.438103|0.018980039|-292.3128788|1027.76566|403.396385|10.25512997|1.0|0.0|1.0|1.0|2.92|2.19|23.0|-8.88|2.73|2.0|0.0|95.49|0.0|1.0|4.0|-5.73|4.15|1.6100000000000002e-05|0.00589|0.00396|3.95|0.0|567.04|268.88|254.46|414.59|-1288.201219|-0.18991|3.7798|0.03392008|-1288.253849|5.3765|9333.0|5.03|5.03
12g_a36|0.0|0|0.0|0|7.412764017000001|2|1.2678464|-0.063344124|-0.006495469|5.351858133|-0.039008054|2|0.078990142|-0.409214521|0.0042553209999999|0.078155467|10.95259306|-0.0521750109999999|1|0.005035022|0.130052038|-0.163978382|-0.44093902|0.901715152|0.8026482070000001|-0.19532883|0.847239339|0|0.854238488|-0.069292341|-0.097067302|-66.72829531|12.19441007|24.29006276|0.1457615119999999|-0.034549379|-45.87193951|-32.74608471|-23.75074918|59.82898654|2829.45056|-1401.294202|2476.712654|0.2202546819999999|7.285010602000001|13.83075477|0.898522257|6223.658545|0.015152386|-384.6182564|1797.1178149999998|799.5563855|10.41641087|1.0|1.0|1.0|1.0|5.06|0.0|17.0|-7.38|2.66|2.0|0.0|138.33|0.0|1.0|6.0|-6.19|2.66|1.13e-05|0.0047799999999999|0.00589|3.8|0.0|724.32|333.83|238.01|657.02|-1350.571683|-0.15236|5.912000000000001|0.0255597|-1350.633209|7.8537|14.0|7.8539|7.8539
19i_a38|0.0|0|0.0|0|7.412764017000001|2|1.297043925|-0.125335237|-0.008447598|5.351858133|-0.115864198|2|0.08414367|-0.4561702689999999|-0.006877664|-0.074033381|10.96052467|-0.053762162|1|-0.004358975|0.215263198|-0.250781298|-0.430016467|0.653741315|0.836170906|-0.040954326|0.892249657|0|0.747158407|-0.08347616|-0.113250303|-69.40536597|13.83587388|137.7658863|0.252841593|-0.040770109|-42.53502816|-31.35232957|-24.98593175|64.99417804|2896.470706|-1249.2965869999998|2335.0953870000003|0.258076158|6.690507557999999|12.04523072|0.800346329|6744.7785650000005|0.022159015|-296.5257022|1683.860952|593.6088758|13.5801364|1.0|1.0|1.0|1.0|4.8|2.88|17.0|-7.12|2.78|1.0|0.0|125.65|0.0|1.0|5.0|-6.81|3.04|5.68e-05|0.0238|0.0196|2.88|0.0|641.31|343.17|217.36|457.26|-1431.181148|-0.14872|6.6636|0.03110827|-1431.239177|8.6365|13.0|7.9031|7.9031
