molecula|SddssS|n9FaRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WNSA3|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log Kp (cm/s)|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
4_a3|0.0|0|0.0|0|6.823286122000001|0|0.60501714|0.2122551539999999|-0.008561428|4.727387819|-0.161259999|1|-0.08769805|-0.325334256|-0.008407895|0.057349653|10.31162267|0.0248526079999999|1|-0.007022144|-0.208888686|0.127253753|-0.607238634|0.640351067|0.721302096|-0.028924747|0.785381728|1|0.74053397|-0.110345083|-0.098695428|-46.9200748|3.806447632|235.6982345|0.25946603|-0.039478171|-22.30593113|-24.93884341|-18.76802992|56.26480013|2142.972568|-656.8810472|1548.626215|0.133023729|5.05182773|8.648209506|0.711897153|4885.093366|0.0100954959999999|-348.9230345|757.6690029|347.9532383|4.799426464|1.0|0.0|1.0|1.0|2.94|2.6|21.0|-7.53|3.07|1.0|0.0|92.65|0.0|1.0|2.0|-5.21|4.09|2.02e-06|0.00065|0.00264|4.3|0.0|504.29|356.58|208.93|338.33|-1355.192416|-0.14983|2.3542|0.02921941|-1355.239905|3.1409|1259.0|5.9|5.9
9_a47|0.0|0|0.0|0|0.0|0|1.3818994059999998|0.00410268|-0.008501246|0.0|-0.1789147139999999|2|-0.043270202|-0.382556052|-0.009607222|0.022031244|10.93671087|0.045804989|0|-0.007880155|-0.091848897|-0.045757939|-0.4477815529999999|0.7033922579999999|0.792070785|0.046690958|0.853035126|1|0.805149969|-0.084368438|-0.0969292319999999|-50.70744657|4.991260197|107.3271659|0.194850031|-0.036925422|-26.52703503|-23.08946904|-19.3171225|49.12766732|2292.652212|-811.319145|1333.091472|0.209348023|5.653392499|10.93281031|0.93384951|5212.504394|0.015793737|-304.1026787|1026.1394|442.7664664|8.262317504|1.0|0.0|1.0|1.0|2.87|2.78|22.0|-8.47|2.99|1.0|0.0|101.46|0.0|1.0|3.0|-5.26|4.09|4.29e-06|0.00148|0.00218|4.43|0.0|566.1|333.44|215.89|406.35|-1148.896866|-0.1545099999999999|2.2966|0.03463008|-1148.949486|3.4815|25.0|7.6|7.6
17a_a10|0.0|0|0.0|1|7.535296702|2|1.3438501040000002|-0.218519541|-0.004333189|5.4161004020000005|0.021150127|3|-0.082914437|-0.2946568739999999|0.009206558|-0.093735748|10.92970797|0.031632653|1|0.01029375|-0.132166258|-0.360142554|-0.275154041|0.7019075779999999|0.76281504|0.029106767|0.8044827790000001|1|0.8538249840000001|-0.055423599|-0.082689376|-58.46202420000001|14.20303963|51.96456548|0.146175016|-0.023625536|-41.33310046|-27.70403316|-16.70343549|53.38795048|3154.628148|-1052.3164359999998|1855.293376|0.4352739579999999|8.621193279|16.96492079|0.967815851|7078.918870999999|0.0254938|-91.52361858|1863.410498|911.2106544|18.02431251|0.0|1.0|1.0|1.0|3.8|3.66|21.0|-7.32|1.29|1.0|0.0|142.16|0.0|1.0|6.0|-7.43|2.64|0.00021|0.0986|0.0222|2.43|0.0|767.6|310.84|224.26|603.73|-1524.187115|-0.16562|4.1012|0.03725238|-1524.252023|5.3803|49.0|7.3098|7.3098
21b_a23|0.0|1|0.0|2|7.525639975|0|1.197963051|0.094654108|-0.005936474|5.4161004020000005|-0.008526338|2|0.057405955|-0.326506055|0.01055698|-0.103470358|10.31321725|-0.0490623259999999|2|0.009872313|0.107996329|-0.130528352|-0.481470603|0.7038407329999999|0.7717839409999999|0.131951284|0.8339434929999999|1|0.930728719|-0.0596425779999999|-0.083105261|-58.25915868|10.15224639|41.6766724|0.0692712809999999|-0.034219814|-40.84133198|-29.31080756|-23.98906534|51.9633947|3074.083057|-1223.442332|2531.041828|0.187665282|8.773746105|16.20152864|0.846591917|6919.229053|0.013439264|-437.9110924|1506.081551|712.6737861|9.421307298|0.0|1.0|1.0|1.0|3.59|3.42|26.0|-7.84|2.6|2.0|1.0|129.97|0.0|1.0|5.0|-6.42|3.57|8.02e-07|0.000361|0.00273|3.7|0.0|735.65|342.15|309.79|611.6|-1761.230923|-0.15033|9.5312|0.02657688|-1761.294175|13.2567|85.0|7.0691|7.0691
SB431542_a8|0.0|0|0.0|1|7.535296702|1|1.401734117|-0.007805495|-0.014434378|5.4161004020000005|-0.1950388569999999|1|0.096884952|-0.721718925|-0.0075336219999999|-0.029382296|10.94951956|-0.0453332859999999|1|-0.005306541|0.156874293|0.089375589|-0.494976661|0.76592324|0.762577159|0.229470029|0.8220300859999999|0|0.5653298489999999|-0.128342313|-0.124595991|-74.57768059|20.78806656|170.1252996|0.434670151|-0.048754953|-44.6389196|-45.98111161|-29.18257067|97.60813043|2801.428659|-1342.398251|1947.072021|0.239171941|7.360028263999999|14.04829994|0.908729075|6203.505123|0.025179219|-312.2404091|1764.391093|529.053307|15.07117296|0.0|1.0|1.0|0.0|3.35|2.75|23.0|-6.76|1.9|1.0|0.0|109.21|0.0|1.0|4.0|-7.04|2.58|3.99e-05|16.0|0.0292|2.4|0.0|||||||||||79.08|4.1019|4.1019
9n_a24|0.0|0|0.0|0|6.605297921|0|1.388847168|-0.2452954769999999|-0.003323852|4.59511985|0.001099755|2|-0.141205159|-0.182811885|0.008307337|-0.036651001|10.94875265|-0.03088354|1|0.008809179|-0.22754075|-0.200646773|-0.225226606|0.786587307|0.7584388259999999|0.048359202|0.804201677|0|0.904556598|-0.052106597|-0.0777274979999999|-52.53031811|11.90027964|48.691073|0.095443402|-0.026905672|-35.50139138|-23.79925701|-18.18357165|47.11530904|2542.730334|-945.545726|1361.307012|0.347873491|8.232847909|14.52410167|0.764164944|5356.5828|0.021951174|-205.6223122|1449.942171|631.9206508|14.83518955|1.0|1.0|1.0|1.0|3.17|2.6|23.0|-8.64|1.42|1.0|0.0|114.29|0.0|1.0|7.0|-6.47|3.13|7.2e-05|0.0278|0.0198|3.07|0.0|686.19|302.2|252.31|587.05|-1238.856882|-0.1658099999999999|2.8552|0.03188309|-1238.917278|4.8123|19.0|7.7212|7.7212
7c_a8|0.0|0|0.0|1|7.05012252|0|1.400027586|-0.244222944|-0.007509694|4.844187086|-0.025233184|1|0.0493777859999999|-0.382994379|0.00325576|-0.0450662909999999|10.94670214|-0.118915929|1|0.004301963|0.079425146|-0.077006275|-0.328286221|0.718994164|0.740795639|0.0092411059999999|0.795846675|0|0.848923958|-0.080277893|-0.089778346|-56.2991566|19.18974586|49.43944876|0.151076042|-0.03366688|-35.30467154|-31.56868845|-21.11218373|69.53125754|2716.5013510000003|-1013.384819|2162.326414|0.373097855|7.700542366|15.18314943|0.971698707|6013.168519|0.032058696|-159.15828340000002|1616.4960130000002|572.8089095|20.10370648|0.0|1.0|0.0|1.0|3.44|3.1|23.0|-7.76|1.82|1.0|0.0|112.76|0.0|1.0|5.0|-6.34|3.26|1e-05|0.00399|0.00851|3.37|0.0|662.05|394.78|269.17|579.97|-1331.567632|-0.1318599999999999|12.0073|0.02732536|-1331.625743|15.7056|18.59|4.7307|4.7307
7_a3|0.0|0|0.0|0|6.823286122000001|0|0.60501656|0.198126776|-0.008855374|4.727387819|-0.106234254|2|-0.047419994|-0.327648836|-0.007540435|0.054347129|10.3116226|0.030246987|1|-0.006696449|-0.084462575|0.036673175|-0.592753801|0.881253042|0.790667152|-0.224253635|0.8632654590000001|1|0.782294598|-0.1034274319999999|-0.096448591|-47.72824381|4.804535747|230.9407974|0.217705402|-0.036877402|-23.61864737|-25.32764885|-18.2490344|55.98630667|2196.07224|-620.4671695000001|1952.029549|0.2007853889999999|5.198046584|8.644978051|0.663120542|5055.700186|0.0149999089999999|-296.13678660000005|776.3461295|353.7528308|7.422807617|1.0|1.0|1.0|1.0|3.02|2.61|21.0|-7.48|2.11|1.0|0.0|95.5|0.0|1.0|2.0|-5.68|3.63|3.67e-06|0.00124|0.00455|3.79|0.0|522.73|360.06|210.68|362.61|-1731.602893|-0.14816|3.1299|0.03103579|-1731.651178|3.9813|1023.0|5.9901|5.9901
12bb_a36|0.0|0|0.0|0|7.412764017000001|2|1.29704416|-0.07834963|-0.008239316|5.351858133|-0.117921811|2|0.096309833|-0.444923056|-0.006877664|-0.018516159|10.96022185|-0.027636036|1|-0.004358975|0.2463876689999999|-0.250781298|-0.421445726|0.653741315|0.836170906|0.0534307559999999|0.892249657|0|0.6888482109999999|-0.090660196|-0.114330726|-73.39466247|14.16769093|88.91215764|0.311151789|-0.038872447|-47.11573753|-37.36110291|-24.95418524|72.36704599|2902.055617|-1247.709262|2458.790147|0.280705922|7.854524291000001|15.13083401|0.926384521|6285.088971|0.022984922|-281.5518699|1734.6302440000002|593.6088758|14.75518126|1.0|0.0|1.0|0.0|4.72|0.0|17.0|-7.12|2.78|1.0|0.0|123.67|0.0|1.0|5.0|-6.8|2.44|0.000102|0.0424|0.0201|2.88|0.0|667.88|326.27|236.69|515.92|-1431.178978|-0.15507|6251.0|0.03421884|-1431.238418|8657.0|0.01|8.0|8.0
12n_a36|-3.404662145|0|0.0|0|7.412764017000001|2|0.299253841|0.039596635|-0.0099988159999999|5.351858133|-0.350034917|2|0.027627601|-0.619926573|-0.006862238|-0.035989956|10.31810354|-0.000273044|1|-0.001160331|0.048110172|-0.261631709|-0.5181211520000001|0.8183043390000001|0.81793955|0.162338703|0.869718963|0|0.720111143|-0.089275906|-0.115872034|-78.42650015|14.28426215|67.52548352|0.279888857|-0.039955874|-53.08197085|-40.89805687|-27.04362074|74.70951411|3482.18259|-1568.530003|3465.537153|0.258248547|6.863551112000001|12.58209967|0.833176363|7657.057548000001|0.021232665|-327.25274110000004|2114.630173|805.2286932|14.3710571|0.0|0.0|1.0|0.0|5.03|0.0|17.0|-6.87|0.84|1.0|0.0|142.02|0.0|1.0|7.0|-8.03|1.18|0.0001409999999999|0.0668|0.0897|1.64|0.0|714.14|340.78|231.43|566.87|-1875.89723|-0.14928|10.8395|0.03261661|-1875.961945|14.3562|15.0|7.8239|7.8239
2_a3|0.0|0|0.0|0|6.823286122000001|0|0.605017347|0.176032668|-0.008422099|4.727387819|-0.09743592|2|-0.103423993|-0.311617665|-0.006049098|0.09933632|10.31162302|0.036301827|1|-0.0045709459999999|-0.18746945|0.032450556|-0.568019422|0.899733837|0.769486995|-0.192034735|0.8401405609999999|1|0.750206578|-0.104577702|-0.09392632|-44.07280196|5.601853871|228.178656|0.249793422|-0.033150466|-20.68016573|-23.02532673|-15.55510657|54.67257594|2056.399995|-528.8736235|1314.679398|0.272015731|4.88513521|9.016533738|0.845708123|4446.904467|0.019143348|-213.9529255|726.4904564|330.4083896|8.982583312000001|1.0|1.0|1.0|1.0|2.97|2.22|21.0|-6.89|1.6|0.0|0.0|90.49|0.0|1.0|2.0|-5.93|3.06|1.7800000000000002e-05|0.0054|0.0162|3.13|0.0|503.34|371.73|227.92|340.69|-1272.001389|-0.14605|4.0121|0.02925101|-1272.04778|5.4999|3981.0|5.4|5.4
9s_a24|0.0|0|0.0|0|6.605297921|1|1.4275963180000002|-0.222173285|-0.003599664|4.59511985|-0.00570386|4|-0.050919714|-0.190782186|0.006748865|-0.060407836|10.96129902|0.013901071|1|0.007695726|-0.0897306019999999|-0.359715589|-0.248704391|0.799076569|0.773544454|0.030228027|0.8327425070000001|0|0.8833498320000001|-0.049825449|-0.063587778|-39.48555839|10.42725806|33.24649431|0.116650168|-0.019465646|-24.51900941|-19.21235005|-12.08741583|41.36694069|2747.809842|-592.2833757999999|969.5210193|0.554839231|9.124394347|17.24354813|0.889829339|5767.9102490000005|0.03496522|68.10609672|1330.4932|604.8829955|21.71205366|0.0|1.0|1.0|1.0|3.43|2.78|29.0|-8.11|0.81|1.0|0.0|115.67|0.0|1.0|4.0|-7.2|2.63|0.000434|171.0|0.0343|2.11|0.0|654.28|464.24|403.51|521.4|-1270.738032|-0.10865|4.6141|0.03640642|-1270.796154|7.0312|32.0|7.4949|7.4949
3m_a32|0.0|1|0.0|0|7.773594467000001|1|0.609420748|0.013867955|-0.006290106|5.733341277|-0.017268778|0|-0.0370712179999999|-0.3082152019999999|-0.000514191|-0.084132138|10.31100268|-0.078038283|3|0.000822186|-0.065422345|-0.086806406|-0.49476131|0.6943636479999999|0.817967125|-0.0067207069999999|0.872498916|1|0.798023273|-0.084626325|-0.09390309|-56.15082133|8.029854976000001|92.61088121|0.201976727|-0.027127559|-33.57626169|-30.25923462|-16.22134838|58.63348955|2588.590536|-729.9606772999999|2363.601309|0.325531778|7.0752395770000005|13.31775015|0.882303773|5724.714257|0.018412178|-208.6520032|1082.275864|554.9424306|11.00984957|1.0|1.0|1.0|1.0|3.51|2.93|19.0|-7.38|1.74|2.0|0.0|110.36|0.0|1.0|3.0|-6.17|4.12|1.14e-06|0.000449|0.00547|3.57|0.0|641.52|346.82|346.82|484.34|-1863.279862|-0.14835|5082.0|0.0339106999999999|-1863.337677|8.0755|23.0|7.6383|7.6383
12ah_a36|0.0|0|0.0|0|7.412764017000001|2|1.297013411|-0.050415481|-0.007648622|5.351858133|-0.043678703|2|0.078459408|-0.41302559|0.0005016269999999|-0.083956827|10.95983779|-0.050147748|1|0.0010871589999999|0.133939811|-0.177407665|-0.444563583|0.8941919290000001|0.835013502|0.011674455|0.8910146309999999|0|0.828405275|-0.0758457179999999|-0.1059368909999999|-68.45222166|11.93961081|82.70705743|0.171594725|-0.038137281|-44.23111357|-31.66734951|-24.6427998|60.9481085|2786.56479|-1232.13999|2334.380591|0.231093575|8.26712637|15.54445187|0.8802726820000001|6015.129321|0.017909528|-347.5133554|1602.457659|629.5017194000001|11.57242717|1.0|0.0|1.0|0.0|4.73|0.0|17.0|-7.18|2.51|1.0|0.0|128.76|0.0|1.0|5.0|-6.49|2.34|3.64e-05|0.0151|0.0106|3.31|0.0|682.21|328.07|237.25|532.36|-1692.3109559999998|-0.15434|5.4979|0.03300341|-1692.369929|7.6265|11.0|7.9586|7.9586
14x_a23|0.0|1|0.0|2|7.423568444|0|1.197963189|0.0944818319999999|-0.0065692219999999|5.351858133|-0.111315218|2|0.05740118|-0.335030301|0.003379755|-0.075184011|10.31321817|-0.0229244|2|0.003906274|0.160327487|-0.206574435|-0.443633823|0.5788469970000001|0.802520527|-0.035031888|0.8668730109999999|1|0.7768288609999999|-0.0708831479999999|-0.084244058|-55.83053941|14.64350681|42.44114495|0.223171139|-0.034056109|-37.00022522|-31.13207597|-22.56979253|61.61945314|3071.48868|-1060.780249|2382.851643|0.277788677|7.777802167999999|14.62325432|0.880126802|6989.569075|0.0219879679999999|-294.5294492|1468.794817|597.2903597999999|14.57194888|0.0|1.0|1.0|0.0|3.42|3.42|26.0|-7.93|3.78|2.0|1.0|120.2|0.0|1.0|5.0|-6.35|4.06|2.09e-06|0.0009369999999999|0.00242|3.78|0.0|675.21|335.63|305.07|537.48|-1828.168422|-0.15259|5.7933|0.02165405|-1828.228912|8.1916|3.0|8.4949|8.4949
14e_a25|0.0|0|0.0|1|6.842683282|0|1.4200152069999998|0.039261746|-0.008591251|4.727387819|-0.138693649|2|0.0065927719999999|-0.524066339|-0.00131452|0.002856489|10.93106299|0.011176663|1|-0.0005394919999999|0.010976703|0.025802692|-0.50909623|0.717460414|0.776960216|-0.144369439|0.8322445820000001|1|0.7240504329999999|-0.1011107469999999|-0.1004553119999999|-73.51338088|10.99497534|372.1805977|0.275949567|-0.038772226|-53.79722636|-54.14823405|-28.3735856|84.98800478|3126.080106|-1617.294379|2620.6698690000003|0.1935531039999999|8.459867391|16.63781964|0.966676175|6952.485076999999|0.015154859|-448.516796|2005.4567600000005|811.3237836|11.09035375|1.0|1.0|1.0|1.0|3.62|2.72|27.0|-9.14|1.69|1.0|0.0|134.35|0.0|1.0|7.0|-6.96|3.02|7.29e-06|0.00337|0.0085799999999999|3.04|0.0|760.96|312.99|212.19|596.96|-1520.701142|-0.15787|5.3651|0.04875868|-1520.767443|7.2625|75.0|7.1249|7.1249
5_a4|0.0|0|0.0|1|7.535296702|1|1.343864516|-0.196773454|-0.001215982|5.4161004020000005|0.02257929|2|0.012532807|-0.0607990979999999|0.011630756|-0.050389825|10.92992834|-0.134215501|1|0.0111310589999999|0.0202481919999999|-0.076189222|-0.164263889|0.655087104|0.767615203|-0.165454845|0.820886786|1|0.943148502|-0.050732198|-0.0681917309999999|-36.64215945|4.324106888|13.96974087|0.056851498|-0.025201292|-19.68930579|-14.64813624|-13.54166762|31.58455727|2282.291204|-622.9167106000001|1896.178084|0.192648413|5.758733969|9.823391314|0.7058248159999999|5059.243919|0.009538616|-330.3047347|771.5556899000001|518.5792364|5.125482045|1.0|1.0|1.0|1.0|3.27|3.08|21.0|-7.96|2.88|1.0|0.0|104.89|0.0|1.0|3.0|-5.57|3.89|2.72e-05|0.00925|0.0049299999999999|3.95|0.0|595.55|308.12|255.2|421.24|-1069.051141|-0.16965|2.7859|0.02251645|-1069.102899|3.1619|71.0|7.1487|7.1487
9c_a31|0.0|0|0.0|0|7.765993078999999|1|0.610135804|0.031715924|-0.013082561|5.733341277|-0.055520387|0|-0.0384827639999999|-0.6933757159999999|-0.003618466|-0.1047269419999999|10.311698300000002|-0.062737615|2|-0.000813398|-0.062065125|-0.223856622|-0.546598398|0.8083148840000001|0.842823186|-0.000533581|0.8856644770000001|0|0.6746901059999999|-0.103325018|-0.128097622|-81.63444414|19.30758668|153.5739377|0.325309894|-0.035867334|-52.02424796|-41.96335759|-22.85764436|85.15486955|2592.448925|-1142.882218|2242.189942|0.329283294|8.188627935|15.04941978|0.837843885|5658.985169|0.024456662|-217.5897278|1703.9715989999995|583.9691392000001|15.58581614|1.0|1.0|1.0|1.0|3.66|3.09|16.0|-7.24|1.08|2.0|0.0|108.16|0.0|1.0|8.0|-6.53|3.32|5.85e-06|0.00233|0.0277|3.1|0.0|691.3|322.12|322.12|588.58|-1617.892493|-0.15975|1.3617|0.04177078|-1617.9568470000002|2.2323|0.42|6.3768|6.3768
8_a10|0.0|0|0.0|1|7.535296702|1|1.3430438530000002|-0.075368755|-0.00560152|5.4161004020000005|-0.012055162|2|-0.000315856|-0.296880569|0.0087730469999999|-0.15615298|10.92578782|-0.106100115|1|0.009056935|-0.000504277|-0.132343104|-0.368590322|0.6357042860000001|0.809386132|-0.015871527|0.864927472|1|0.874843982|-0.059655303|-0.086233061|-47.16908772|8.619652859|32.98071169999999|0.125156018|-0.029917593|-25.80127401|-17.849103399999997|-16.36478554|41.25082928|2612.274447|-801.8744912000001|1899.542278|0.277350551|6.112185271|10.75705296|0.7599356820000001|6289.86818|0.017582236|-243.5764486|1109.631361|583.7217118|9.617402178|0.0|1.0|1.0|1.0|3.42|3.27|21.0|-7.6|2.46|1.0|0.0|111.36|0.0|1.0|4.0|-6.25|3.55|3.05e-05|0.0117|0.00926|3.37|0.0|594.63|336.55|264.0|416.69|-1257.59269|-0.15556|1.2052|0.02243902|-1257.648047|1.5482|526.0|6279.0|6279.0
8b_a31|0.0|0|0.0|0|7.765993078999999|1|0.610137861|-0.01883655|-0.013629145|5.733341277|-0.12841288|0|-0.130371116|-0.57242407|-0.010300564|-0.211457443|10.31170011|-0.069423138|2|-0.006785954|-0.222667869|-0.092604362|-0.510259793|0.928940547|0.843119174|-0.058494079|0.8956498159999999|0|0.6076192260000001|-0.120703408|-0.132574249|-69.24221375|16.89414614|129.8921115|0.392380774|-0.040792077|-36.1645207|-32.92631065|-21.30529654|79.93633765|2189.617009|-830.906565|1587.743824|0.296530645|6.142377144|11.79588561|0.920410507|4696.728592|0.02483711|-212.5400476|1181.155311|372.3224834|12.97217579|0.0|1.0|1.0|1.0|3.4|2.71|16.0|-5.73|0.61|0.0|0.0|88.64|0.0|2.0|4.0|-6.87|2.52|8.97e-05|0.0294|131.0|2.02|0.0|566.18|321.36|321.36|439.96|-1386.681003|-0.16015|3.6945|0.03659821|-1386.734257|5.6001|2.2|5.6576|5.6576
18_a20|0.0|0|0.0|0|6.842683282|0|1.400923654|0.1160337319999999|-0.008841844|4.727387819|-0.12050413|2|0.163548857|-0.5039851160000001|-0.005614194|-0.011236836|10.93301779|-0.054458882|1|-0.004071701|0.268927191|0.003282792|-0.597167441|0.809917509|0.7602869659999999|-0.107446431|0.8162774979999999|1|0.76136176|-0.0927760219999999|-0.095227339|-63.36348363|7.195302872999999|318.5587088|0.23863824|-0.035934845|-42.1615378|-41.07622672|-23.91074854|68.92770059|2809.844943|-1267.269673|1822.210286|0.1890889589999999|8.011174137000001|15.51556677|0.936740671|6206.896662|0.013457694|-413.7552685|1562.772745|712.1606951|8.954638548|1.0|1.0|1.0|1.0|3.48|2.76|27.0|-10.0|2.06|2.0|0.0|125.07|0.0|0.0|5.0|-6.13|3.78|2.54e-06|0.00107|0.0029|3.85|0.0|703.24|350.69|207.41|531.11|-1352.073755|-0.14685|5.3978|0.03787435|-1352.135304|8.0505|34.0|7.4685|7.4685
12q_a30|0.0|0|-4.76444841|0|7.412764017000001|2|0.60498366|0.144208934|-0.015322396|5.351858133|-0.27228842|2|-0.016509571|-0.873376576|-0.00695299|0.004165554|10.31162828|-0.021542639|1|-0.004395528|-0.0483777279999999|-0.226973911|-0.636798458|0.613786308|0.816138015|0.01661722|0.867367115|0|0.845745827|-0.087348134|-0.115589613|-78.7683329|10.07866809|82.72757145|0.154254173|-0.045799658|-53.67653794|-40.56199584|-31.21009417|69.60189582|3305.289025|-1654.134991|2844.418547|0.179359278|7.346842839|13.96052394|0.900207238|7990.060758|0.016579022|-437.0000797|2015.662819|696.6414817000001|11.29774462|1.0|1.0|1.0|0.0|4.73|0.0|17.0|-7.18|2.82|2.0|0.0|133.96|0.0|1.0|7.0|-5.66|3.42|1.99e-07|9.63e-05|0.000579|5.05|0.0|713.16|355.93|245.16|537.96|-1987.781386|-0.14792|5.5755|0.03408298|-1987.847256|6.821000000000001|36.0|7.4449|7.4449
14h_a23|0.0|1|0.0|2|7.423568444|0|1.197963488|0.043538466|-0.005921293|5.351858133|0.006191846|2|0.0316908439999999|-0.307907256|0.009895793|-0.024318144|10.31321773|-0.034313725|2|0.009266617|0.060820238|-0.131709531|-0.4460845129999999|0.708395022|0.79263722|0.143102066|0.860920386|1|0.923430574|-0.063825076|-0.081058742|-54.6468131|14.81983413|41.34207782|0.076569426|-0.033774476|-36.84086528|-29.00823506|-22.76950546|57.84834575|3010.418229|-1092.936262|2371.16134|0.246899416|7.833334036|15.0735214|0.924279155|6722.809649|0.018981866|-341.2621515|1451.248725|646.2584547|12.79687369|0.0|1.0|1.0|1.0|3.47|3.2|26.0|-7.47|2.39|1.0|1.0|125.0|0.0|1.0|5.0|-6.62|3.23|2.09e-06|0.0009109999999999|0.00554|3.3|0.0|699.86|337.93|306.09|569.53|-1721.9314420000003|-0.15209|9.7146|0.02796857|-1721.99264|13.4823|5.0|8.3468|8.3468
12v_a36|0.0|0|0.0|0|7.412764017000001|2|1.297043692|-0.077763989|-0.008411281|5.351858133|-0.04314418|2|0.073329354|-0.487854327|0.00127667|-0.086194201|10.96020642|-0.023932402|1|0.003077071|0.123026459|-0.239932418|-0.401336708|0.8913597320000001|0.828393514|0.024751559|0.8792981679999999|0|0.802291339|-0.078158778|-0.105200486|-69.20675352|17.85767346|113.7463918|0.197708661|-0.033118671|-45.52806671|-33.82511043|-21.78731129|69.27488156|2846.057239|-1176.51481|2328.221818|0.372344602|8.456596706000001|15.71271745|0.8580426609999999|6065.593390999999|0.02867403|-167.9576969|1874.459798|679.7230552999999|18.86337805|1.0|0.0|1.0|0.0|4.82|0.0|17.0|-6.69|1.72|1.0|0.0|130.24|0.0|1.0|6.0|-6.93|1.81|0.000113|0.0464|35.0|2.65|0.0|671.56|334.77|319.16|502.83|-1347.2000369999998|-0.15185|6.1869|0.03275089|-1347.260743|7.9237|14.0|7.8539|7.8539
12k_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984231|-0.001755273|-0.007818038|5.351858133|-0.029595542|2|-0.13882907|-0.44562817|0.0043261129999999|0.067265077|10.31162844|-0.038714845|1|0.0053380919999999|-0.240110949|-0.154412059|-0.4186541|0.838579475|0.830875659|0.001281277|0.883029843|0|0.815083558|-0.079026221|-0.098188266|-65.04897323|16.01752015|106.8195439|0.184916442|-0.035199567|-43.09444587|-34.68429919|-23.31944323|68.37178540000001|2920.279667|-1235.930491|2277.687222|0.291863802|8.416930701|15.93977881|0.893775698|6393.133321|0.0226150579999999|-275.77726980000006|1745.328787|704.0353382000001|14.9823028|1.0|1.0|1.0|1.0|4.72|0.0|17.0|-6.74|2.51|2.0|0.0|133.77|0.0|1.0|6.0|-6.19|2.57|3.59e-06|0.00154|0.0050799999999999|3.84|0.0|710.82|357.15|238.62|564.62|-1690.031103|-0.14743|4.9516|0.03357755|-1690.094082|5.0736|24.0|7.6144|7.6144
17_a47|0.0|1|0.0|0|6.605297921|0|1.4168589319999998|-0.181485377|-0.003764469|4.59511985|-0.019259259|3|-0.105849578|-0.2032813319999999|0.0042378929999999|0.075303828|10.9385382|-0.006331624|1|0.004477366|-0.180898239|-0.031505291|-0.3004189439999999|0.8007970640000001|0.75807704|-0.034891905|0.814790949|1|0.852282407|-0.07185129|-0.082994667|-50.62550618|7.87914003|68.64478326|0.147717593|-0.02987808|-30.88080199|-26.73455447|-18.22518223|51.70735256|2672.497352|-911.2591113|1573.836082|0.2542482339999999|7.055517075|13.10144249|0.8569074879999999|5854.9736840000005|0.0159160889999999|-299.80980739999995|1221.9335609999998|630.8611986000001|9.708576558|1.0|0.0|1.0|1.0|3.44|2.39|27.0|-10.1|2.26|2.0|0.0|119.83|0.0|0.0|4.0|-5.83|3.85|3.98e-06|0.00156|0.0024|4.03|0.0|656.78|289.79|289.79|477.67|-1254.737546|-0.17606|3.4454|0.04130125|-1254.795084|5.6949|5.0|8.3|8.3
