molecula|SddssS|NaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1i|MATS1c|GATS1are|BIC2|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GRAV|PPSA1|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50|pIC50
17_a15|0.0|0|0.0|0|0.0|0|1.43568899|-0.046866421|0.0|-0.071708785|2|0.036595745|-0.033968088|0.0016674189999999|-0.032903349|10.9544604|-0.0141953639999999|0|0.0032452509999999|-0.170008473|-0.461493931|0.769376831|0.721188086|0.76362781|0.740986227|0.880459235|-0.052869016|-0.079844675|0.605886597|0.012890299|-61.17023228|34.35335309|0.119540765|-0.027065991|-46.86345493|58.47512431|0.653207369|-31.03055741|-20.73567196|50.37922222|0.474165158|674.5333498|-1223.4046460000002|0.346792631|7.967418828|6352.266784|265.6831633|-234.74904|1872.919233|822.8625688|1.0|1.0|1.0|1.0|24.0|-9.72|6.0|67.35|2.53|2.0|131.36|0.0|1.0|7.0|33.0|438.52|0.0|-5.65|1.19e-06|0.00052|2.26e-06|0.00099|0.0|1.9199999999999998e-10|8.43e-08|-0.03936|4.1461|6.89|3.8006|-1413.897695|-1413.857182|752.08|1298.37|326.22|0.7247|299.04|663.81|0.68787|0.7045100000000001|-1413.559128|0.0377|-0.15573|5.1268|-0.19509|-1413.624817|12.0|7.9208|7.9208
14w_a23|0.0|0|0.0|2|7.423568444|0|1.197963556|0.013971812|5.351858133|-0.109136569|2|0.046678487|0.045196333|0.003379755|-0.042151195|10.31321817|-0.031435038|2|0.003906274|-0.073958723|-0.427696371|0.5788469970000001|0.802520527|0.8668730109999999|0.558482531|0.7880718659999999|-0.070714528|-0.088508061|0.228641034|0.022440155|-58.53311596|43.30287556|0.211928134|-0.035779855|-38.70975831|90.15900589|0.743451788|-30.92760432|-23.66232347|61.60607046|0.4972095239999999|521.1762769999999|-1112.129203|0.256548212|7.833745658|6998.078982999999|169.6632599|-322.004381|1495.89956|597.2903597999999|0.0|1.0|1.0|1.0|26.0|-7.93|5.14|105.02|3.78|2.0|120.2|0.0|1.0|5.0|32.0|447.46|0.0|-5.27|2.09e-06|0.0009369999999999|5.41e-06|0.00242|0.0|1.17e-08|5.23e-06|-0.0798|3.6632|3.97|3.6632|-1828.385903|-1828.363862|676.92|1150.31|338.46|0.3855|338.46|535.54|0.6219399999999999|0.6219399999999999|-1828.161957|0.3855|-0.14844|7.0157|-0.22824|-1828.222578|2.0|8.6737|8.6737
3f_a32|0.0|1|0.0|0|7.773594467000001|0|0.6094207770000001|0.0067550119999999|5.733341277|-0.0434359079999999|0|0.042380952|-0.062954205|0.001276735|-0.113189563|10.31100273|-0.110286539|3|0.002565215|-0.074808287|-0.5487283829999999|0.833981748|0.820782305|0.871865543|0.786074011|0.874026684|-0.073433055|-0.097374443|0.3217719189999999|0.011897886|-54.8993954|47.97543149|0.125973316|-0.030139709|-30.95210106|0.0|0.78919828|-23.34192893|-16.99267001|48.1093075|0.435176082|492.7734095|-713.6921402|0.21080172|6.153728636|4993.667711|118.8493262|-326.0981041|904.3255145|475.3634141|1.0|1.0|1.0|1.0|19.0|-7.31|5.63|110.94|2.18|2.0|102.66|0.0|1.0|4.0|24.0|354.49|0.0|-5.4|1.28e-07|4.53e-05|3.96e-06|0.0014|0.0|4.89e-08|1.73e-05|-0.05315|3.5569|3.92|3.5569|-1712.0610190000002|-1712.034952|604.9|1006.92|348.58|293.0|348.58|488.74|0.70255|0.70255|-1711.863611|293.0|-0.1474599999999999|3.4678|-0.2006099999999999|-1711.9193289999998|9.0|8.0458|8.0458
4m_a46|0.0|0|0.16407746|1|7.825245291|1|1.134637002|-0.245599013|5.587248657999999|0.051308728|1|0.041865079|-0.302054595|0.011122528|-0.142061192|10.94319657|0.007901235|1|0.010359417|-0.017992096|-0.098201489|0.615482006|0.747676221|0.7975218959999999|0.626578283|0.948973877|-0.067320375|-0.0672468|0.373463876|0.010905551|-35.43866734|6.161736337000001|0.051026123|-0.0224155999999999|-18.67596877|35.77391986|0.733236381|-18.69640205|-11.81288911|41.22460182|0.463006576|500.1036387|-531.5800101|0.266763619|5.329061873000001|4750.325312|140.5828543|-245.828396|724.9776792|486.9589609|1.0|1.0|1.0|0.0|17.0|-6.88|4.63|54.5|2.5|1.0|98.69|0.0|1.0|2.0|25.0|328.41|1.0|-4.57|2.99e-05|0.00981|2.68e-05|0.0088|0.0|1.31e-07|4.31e-05|-0.04808|6.0419|3.45|4.3476|-1031.138426|-1031.109224|558.63|975.72|285.18|0.2465|205.21|468.63|0.38389|0.68505|-1030.929791|0.1557|-0.18308|3.9226|-0.23116|-1030.980844|1288.0|5.8901|5.8901
12ab_a30|0.0|0|0.0|0|7.412764017000001|2|0.604983638|-0.026189286|5.351858133|-0.030346359|2|0.043854875|0.018023992|0.003529389|0.038312857|10.31162784|0.01563558|1|0.005111479|-0.12254489|-0.384942092|0.8397577820000001|0.809127478|0.855880335|0.794193541|0.7997534890000001|-0.082740301|-0.1008879709999999|0.4605456229999999|0.031588146|-71.0035788|119.79740259999998|0.200246511|-0.031859359|-49.97135112|0.0|0.603952976|-40.9825333|-22.42218278|80.46280277|0.461207954|562.8556061|-1278.064418|0.3960470239999999|8.44310703|6918.884105|278.7324985|-146.321375|2116.165447|792.3440337000001|1.0|1.0|1.0|1.0|17.0|-6.83|2.63|100.11|2.2|2.0|140.26|0.0|1.0|7.0|33.0|458.54|0.0|-5.0|2.47e-06|0.00113|9.94e-06|0.00456|0.0|1.47e-07|6.720000000000001e-05|-49.0|4.8018|3.34|3.4919|-1804.824495|-1804.79081|753.75|1275.19|355.06|0.1957|258.2|613.7|0.46561|0.68324|-1804.523449|0.1511|-0.14772|6.9089|-0.19672|-1804.589076|17.0|7.7825|7.7825
3j_a32|0.0|1|0.0|0|8.234564993|1|0.609420782|0.0053427669999999|6.3044488020000005|-0.017889768|0|0.037373737|-0.029763115|-0.000202965|-0.086191775|10.31100276|-0.052622352|3|0.001173363|-0.052818794|-0.528541012|0.812195122|0.824282683|0.8884057059999999|0.7557114|0.865101945|-0.070289671|-0.095013178|0.27811778|0.013773753|-50.46105839|47.55031019|0.134898055|-0.030815085|-26.79963418|0.0|0.7487739999999999|-19.82606536|-16.36574867|44.64569478|0.4482615029999999|459.4516326|-605.5327007000001|0.251226|5.900829539|4866.613493|133.42496409999998|-264.245436|808.6988876|398.2788055|1.0|1.0|1.0|1.0|19.0|-6.69|4.93|110.94|1.94|1.0|95.74|0.0|1.0|3.0|23.0|338.45|0.0|-4.8|1.21e-06|0.0004089999999999|1.58e-05|0.00533|0.0|2.03e-07|6.86e-05|-0.05361|3.4982|3.02|3.4982|-1671.507439|-1671.479105|564.55|934.19|354.42|0.3005|354.42|405.19|0.7028|0.7028|-1671.351322|0.3005|-0.14498|3.6238|-0.19859|-1671.402462|8.0|8.0969|8.0969
12ak_a36|0.0|1|0.0|0|7.412764017000001|2|1.270373882|-0.052930979|5.351858133|-0.0407717229999999|2|0.041728395|0.12041792|0.0042553209999999|-0.116440196|10.95268014|-0.015708652|1|0.005035022|-0.099596099|-0.439326642|0.901715152|0.815627016|0.860939187|0.860667615|0.848705143|-0.069176342|-0.091761476|0.537460657|0.019931266|-66.15829243|113.186508|0.151294857|-0.032660864|-47.69888026|25.9007405|0.737439195|-35.95881638|-23.5478668|64.24490364|0.423822657|611.9003905000001|-1389.324141|0.262560805|7.98672125|6240.396899|189.3013851|-342.3783571000001|1883.984673|799.5563855|1.0|1.0|1.0|2.0|17.0|-7.38|3.01|69.2|2.66|2.0|138.33|0.0|1.0|6.0|32.0|423.51|1.0|-4.86|1.13e-05|0.0047799999999999|1.39e-05|0.00589|0.0|4.2e-08|1.7800000000000002e-05|-0.04929|3.8734|4.21|3.6895|-1350.900117|-1350.865407|730.3|1247.89|336.05|0.4514|320.09|584.05|0.69463|0.7034699999999999|-1350.57563|0.0001|-0.15275|6.3682|-0.20204|-1350.637958|46.0|7.3372|7.3372
11_a1|0.0|1|0.0|0|7.423568444|1|1.430935838|0.033732316|5.351858133|-0.196819043|1|0.035620155|0.08043435|-0.0127744789999999|-0.05257082|10.94957487|-0.044235537|1|-0.009578125|-0.07452948|-0.563650254|0.823460272|0.747358374|0.8086124090000001|0.7846345840000001|0.5955245029999999|-0.131972845|-0.126108875|0.2027328789999999|0.034974992|-74.35738693|274.39137789999995|0.404475497|-0.048723884|-43.84323456|84.40380304|0.751878145|-45.88191258|-28.7289904|98.43720241|0.47723847|351.1382199|-1264.075578|0.248121855|7.43666407|5798.645137|146.29971719999998|-297.0290662|1681.223993|495.0560271000001|1.0|1.0|1.0|2.0|23.0|-7.47|4.23|97.33|1.95|1.0|105.71|0.0|1.0|4.0|29.0|385.37|0.0|-4.66|8.48e-06|0.00327|2.17e-05|0.00838|0.0|3.35e-08|1.29e-05|-0.06546|3.7383|5.26|3.1924|-1312.462371|-1312.4282380000002|614.86|1036.18|388.38|0.5573|331.66|471.76|0.68162|0.69914|-1312.241032|0.3201|-0.12916|5.0526|-0.19462|-1312.2963630000002|0.17|6.7696|6.7696
12o_a36|0.0|1|0.0|0|7.412764017000001|2|1.297042837|0.01340619|5.351858133|-0.079716275|2|0.040770975|0.03842353|-0.00233752|-0.059733192|10.96036596|-0.010904454|1|-0.000472698|-0.126068378|-0.5110239679999999|0.859938421|0.799869816|0.848816593|0.817582774|0.7592112809999999|-0.082048664|-0.10624773|0.514457955|0.023402195|-76.51720886|55.47133795|0.2407887189999999|-0.03541591|-55.10596064|112.1259723|0.666462845|-42.554984000000005|-25.50573629|75.94332024|0.469699889|546.7667677000001|-1453.826968|0.333537155|7.322888607|6622.134304|240.2059039|-239.7655413|2181.407379|757.7532208|0.0|0.0|1.0|3.0|17.0|-6.93|1.65|98.3|1.49|1.0|138.06|0.0|1.0|7.0|33.0|438.48|0.0|-3.64|0.000292|128.0|0.000227|0.0997|0.0|1.1800000000000001e-07|5.18e-05|-0.05456|5.1927|4.5|3.8726|-1440.969954|-1440.926241|728.07|1240.51|320.16|0.4075|238.77|560.88|0.36719|0.67273|-1440.671057|0.2888|-0.15695|4.9237|-0.21151|-1440.734965|0.04|7.3979|7.3979
1_a6 (SB-431542)|0.0|1|0.0|0|7.423568444|1|1.430935835|0.043282217|5.351858133|-0.175408303|1|0.035620155|0.1008839219999999|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|-0.008385698|-0.020716495|-0.567791164|0.838928085|0.7462411859999999|0.805877431|0.795744863|0.5940412860000001|-0.126408788|-0.122555709|0.210050443|0.033020439|-72.69619778|160.410387|0.405958714|-0.0462988229999999|-43.12110169|105.3125675|0.7531996609999999|-44.47680367|-27.46300805|94.56841061|0.472445176|352.3666367|-1235.8353619999998|0.2468003389999999|7.523839331|5748.417262|146.3942108|-300.3801761|1640.78056|513.4628663999999|1.0|1.0|1.0|2.0|23.0|-7.69|3.63|103.12|1.54|1.0|106.85|0.0|1.0|4.0|29.0|384.39|0.0|-4.25|3.03e-05|0.0116|5.660000000000001e-05|0.0218|0.0|2.03e-08|7.81e-06|-0.05971|3.8208|4.57|3295.0|-1292.588032|-1292.553086|619.92|1049.69|376.28|0.5765|324.5|464.07|0.55256|0.69868|-1292.358966|0.3346|-0.13329|6.0113|-193.0|-1292.41452|1542.0|5.8119|5.8119
12_a15|0.0|0|0.0|0|0.0|0|1.435689014|-0.071096525|0.0|-0.0455566929999999|2|0.034285714|-0.035728911|0.001740635|-0.106061273|10.95973444|-0.01062828|0|0.0034254209999999|-0.120626133|-0.380490701|0.8310685940000001|0.723852961|0.769289315|0.7933685340000001|0.89637291|-0.061084417|-0.094209248|0.738437971|0.015018226|-60.15445365|72.18361893|0.10362709|-0.031995594|-38.40979933|4.192089814|0.746489397|-24.90456371|-20.42981445|48.59303169|0.476419838|572.3516967|-1082.780166|0.253510603|5.448223888999999|5897.820841|161.8714956|-314.7766363|1450.496376|673.7288405|1.0|0.0|1.0|1.0|24.0|-9.82|6.3|56.27|2.87|2.0|119.95|0.0|1.0|6.0|30.0|397.47|0.0|-5.83|5.99e-07|0.0002379999999999|1.47e-06|0.000584|0.0|1.51e-10|5.99e-08|-0.03196|4.4819|5.16|3.8538|-1281.087109|-1281.060163|688.91|1177.81|321.72|0.1374|276.63|585.26|0.50595|0.70444|-1280.810963|0.0093|-0.15858|4.3338|-0.19054|-1280.871722|4.0|8.3979|8.3979
6b_a31|0.0|1|0.0|0|7.773594467000001|1|0.610136262|0.052690797|5.733341277|-0.178758575|0|0.037803618|0.11647286|-0.011483229|-0.032090772|10.31169819|-0.053655833|2|-0.008439437|-0.002840672|-0.57983695|0.838789705|0.78240875|0.841537966|0.795570315|0.627853074|-0.12081047|-0.1284626569999999|0.146652651|0.032992761|-78.37648097|159.79549319999998|0.372146926|-0.045675611|-47.81835367|101.4993391|0.7459204140000001|-44.96993859|-27.86719323|93.83704414|0.4807018779999999|383.0600707|-1254.023695|0.254079586|7.513612533|6099.567787|155.0167518|-300.0775025|1681.1762649999998|536.6368656000001|1.0|1.0|1.0|2.0|22.0|-7.33|4.0|131.36|1.36|1.0|109.69|0.0|1.0|4.0|29.0|404.44|0.0|-4.66|2.34e-06|0.000947|2.18e-05|0.00883|0.0|4.67e-08|1.89e-05|-0.05835|3.2949|4.61|3.2949|-1652.671944|-1652.635711|637.06|1077.19|376.29|0.4967|376.29|492.36|0.7013199999999999|0.7013199999999999|-1652.44739|0.4967|-0.13345|5.9085|-0.1918|-1652.505041|54.0|7.2676|7.2676
12j_a36|0.0|1|0.0|0|7.412764017000001|2|0.6293514410000001|-0.084183025|5.351858133|-0.0446165029999999|2|0.039061728|0.091496219|0.00285431|0.039869055|10.33556498|-0.051080247|1|0.003710345|-0.07550872|-0.436310965|0.906423012|0.820041835|0.87043328|0.855081905|0.852586292|-0.069970795|-0.105480639|0.362692602|0.018160631|-69.66341599|26.39145693|0.147413708|-0.037113558|-46.00836307|2.098786266|0.7758129420000001|-30.5197407|-24.51120192|58.20533756|0.457280037|563.0803357000001|-1323.6049039999998|0.224187058|7.483427579|6352.018345|148.06163930000002|-364.314663|1706.0876829999995|725.9470896|1.0|1.0|1.0|2.0|17.0|-7.05|2.61|94.5|2.51|1.0|135.47|0.0|1.0|6.0|31.0|427.52|0.0|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|0.0132|0.0|8.95e-08|3.83e-05|-0.05098|5.2072|3.37|3.7807|-1670.448063|-1670.420129|694.28|1198.96|327.94|0.4981|238.1|536.01|0.37116|0.69967|-1670.184251|98.0|-0.15495|6.4451|-0.20593|-1670.245584|0.01|8.0|8.0
8g_a12|0.0|1|0.0|0|6.580639137|1|1.28383574|0.10205033|4.59511985|-0.029907264|2|0.038347953|-0.038463841|0.005898773|-0.094550033|10.95472263|-0.040257632|1|0.005405355|0.068559367|-0.532504083|0.804158158|0.7475224290000001|0.80546986|0.7714487940000001|0.8576253690000001|-0.076856227|-0.1045061519999999|0.274352085|0.008910823|-57.6443411|84.95000993|0.142374631|-0.042752517|-31.79592789|0.0|0.90166696|-23.38345638|-23.58177591|47.30807670000001|0.463772637|473.055878|-1037.59814|0.09833304|6.882798206|5327.736626|54.23932676|-443.109365|1150.7554189999998|480.0590283|0.0|1.0|1.0|2.0|21.0|-8.0|2.07|78.85|2.89|1.0|109.93|0.0|1.0|3.0|27.0|353.38|0.0|-4.34|4.15e-05|0.0146|4.61e-05|0.0163|0.0|9.98e-09|3.53e-06|-0.06432|4.2057|3.68|3731.0|-1154.321531|-1154.281986|590.93|989.66|332.31|0.3786|294.8|418.41|462.0|0.55027|-1154.121362|0.1601|-0.1520099999999999|2.9986|-0.21633|-1154.173831|3715.0|5.43|5.43
1m_a5|0.0|1|0.0|0|6.605297921|0|1.3047206409999998|-0.252787668|4.59511985|-0.005518104|2|0.026339869|-0.07112464|0.006422789|-0.10797859|10.94856032|-0.011848312|1|0.00520748|0.042813643|-0.2274929269999999|0.691858366|0.7824502320000001|0.851987765|0.63664685|0.8823955520000001|-0.070959368|-0.071478865|0.429612762|0.009030414|-37.65438054|154.6334216|0.117604448|-0.028977918|-19.83596661|0.235629561|0.73847373|-19.69180207|-15.26528941|42.13785007|0.482646195|464.8375158|-564.8157081|0.26152627|6.911100301|4584.808374|137.7695311|-251.2513491|764.8419772000001|383.4128238|1.0|0.0|1.0|1.0|23.0|-8.63|4.85|54.46|2.4|1.0|95.5|0.0|1.0|3.0|24.0|332.79|1.0|-4.74|2.99e-05|0.00996|1.82e-05|0.00607|0.0|2.35e-09|7.82e-07|-0.0507699999999999|4.6678|3.48|4.3983|-1410.912452|-1410.88022|553.42|926.13|281.89|0.5497|265.61|423.2|0.4527899999999999|0.45426|-1410.783167|0.2373|-0.1778|1939.0|-0.22857|-1410.833395|43.0|7.3665|7.3665
9g_a24|0.0|1|0.0|1|7.273092596000001|0|1.427608366|-0.318471716|5.283203728999999|0.001126633|2|0.0279797979999999|-0.162313932|0.0144065739999999|0.070915465|10.96318169|-0.02471184|2|0.013119312|-0.0273623029999999|-0.079421802|0.683676657|0.7931626959999999|0.859302479|0.657503038|0.8671367529999999|-0.064835725|-0.065668047|0.383340003|0.01876163|-32.49188065|174.88817269999998|0.132863247|-0.021297745|-16.07665151|0.0|0.4819264479999999|-15.87288497|-10.53790724|41.36311977|0.427531635|429.0504306|-389.9025677|0.518073552|6.124370267000001|4355.725609|256.3375151|17.88521849|809.0499476|341.3207334|0.0|0.0|1.0|1.0|22.0|-6.43|2.93|72.28|0.64|0.0|87.53|0.0|1.0|3.0|23.0|302.33|1.0|-3.09|0.00323|977.0|0.0008179999999999|247.0|0.0|3.720000000000001e-07|0.000113|-0.03585|5.2521|0.75|4.2802|-984.5891383|-984.5565078|524.03|879.99|289.67|0.2444|236.07|400.47|0.4227399999999999|0.64993|-984.447764|0.1023|-0.17806|2.9691|-0.21391|-984.497752|68.0|7.1675|7.1675
19i_a38|0.0|1|0.0|0|7.412764017000001|2|1.297043925|-0.125335237|5.351858133|-0.115864198|2|0.043197531|0.08414367|-0.006877664|-0.074033381|10.96052467|-0.053762162|1|-0.004358975|-0.098027247|-0.430016467|0.653741315|0.836170906|0.892249657|0.632625562|0.747158407|-0.08347616|-0.113250303|0.4748744179999999|0.022576308|-69.40536597|137.7658863|0.252841593|-0.040770109|-42.53502816|10.71501217|0.7419238420000001|-31.35232957|-24.98593175|64.99417804|0.444551315|457.89548719999993|-1249.2965869999998|0.258076158|6.690507557999999|6744.7785650000005|158.161786|-296.5257022|1683.860952|593.6088758|1.0|1.0|1.0|3.0|17.0|-7.12|3.11|81.23|2.78|1.0|125.65|0.0|1.0|5.0|31.0|419.43|0.0|-4.33|5.68e-05|0.0238|4.67e-05|0.0196|0.0|7.599999999999999e-08|3.19e-05|-0.0564799999999999|5.7041|3.66|3.6129|-1431.415351|-1431.384243|641.31|1101.03|343.17|0.2156|217.36|457.26|0.4342|0.69267|-1431.181148|0.1886|-0.14872|6.6636|-0.2052|-1431.239177|13.0|7.9031|7.9031
13a_a5|0.0|1|0.0|0|6.605297921|0|1.393002748|-0.154076582|4.59511985|-0.033436214|2|0.023989899|-0.007871499|0.002355511|-0.139517787|10.94530369|-0.025324157|1|0.003196482|-0.035005746|-0.367284642|0.746303189|0.8045357209999999|0.857293078|0.720100768|0.7667501609999999|-0.08903048|-0.0839257009999999|0.470564031|0.016739606|-54.03141848|126.2663658|0.233249839|-0.0279752339999999|-34.78546088|39.93934134|0.598791539|-36.90128585|-18.01047283|68.09484712|0.460877309|493.6342317|-918.5341141|0.401208461|8.571729592999999|5628.9694|258.29825730000005|-127.2041084|1533.979782|620.5697596|1.0|1.0|1.0|2.0|23.0|-8.9|3.58|92.79|0.95|2.0|114.18|0.0|1.0|8.0|30.0|399.45|0.0|-3.74|0.000169|0.0675|0.000184|0.0734|0.0|1.26e-09|5.02e-07|-0.05534|4.6285|3.81|4.2107|-1313.167422|-1313.126035|688.18|1160.81|294.45|0.5953|267.87|567.51|0.41806|0.50037|-1312.907813|0.1992|-0.17364|3.3414|-0.22898|-1312.968936|91.0|7041.0|7041.0
4_a18 (SD-208)|0.0|0|0.0|0|0.0|2|1.304335262|0.055002235|0.0|-0.113324634|3|0.040864198|-0.020226647|-0.018723101|-0.009648044|10.95382003|-0.056245435|0|-0.015153358|-0.15379315|-0.564165402|0.773173718|0.83508768|0.904723479|0.721664823|0.77909674|-0.077885485|-0.099573708|0.115284206|0.0211761979999999|-51.27494074|103.6318511|0.22090326|-0.034985357|-26.40375252|0.0|0.602029021|-20.652731600000003|-18.01551972|51.01127638|0.454067432|401.1916387|-666.5742296|0.397970979|6.239898178|5348.394288|204.9329964|-105.0785813|1107.212786|363.2306414|0.0|1.0|1.0|1.0|22.0|-8.15|4.44|76.48|2.02|1.0|92.87|0.0|1.0|3.0|25.0|352.75|0.0|-4.38|5.12e-05|18.0|4.14e-05|0.0146|0.0|7.06e-09|2.49e-06|-0.09992|5.1755|2.58|3.2777|-1542.296276|-1542.276332|537.47|895.83|378.26|0.2761|239.56|396.17|0.4646|0.69028|-1542.15786|0.2316|-0.13588|3.4629|-0.2358|-1542.207472|0.08|7.0969|7.0969
21a_a23|0.0|0|0.0|2|7.525639975|0|1.197963603|0.1049806919999999|5.4161004020000005|-0.038876045|2|0.042862319|0.071115216|0.01269616|-0.133417036|10.31321782|-0.083864151|2|0.01180744|-0.074441567|-0.484404194|0.725800261|0.7367638240000001|0.79188323|0.6906097959999999|0.926538469|-0.051521215|-0.082341001|0.224766417|0.011564247|-54.35891011|39.56172507|0.073461531|-0.03458322|-35.88602363|82.08958626|0.842121383|-22.45408125|-22.83074225|41.64701536|0.492301762|611.67123|-1141.537112|0.157878617|7.950891003|6464.524241|104.2264415|-451.7153132|1355.5493720000002|666.0036144999999|0.0|1.0|1.0|1.0|26.0|-7.78|4.33|105.02|3.24|2.0|125.25|0.0|1.0|5.0|31.0|425.51|0.0|-5.28|1.3e-06|0.000552|5.29e-06|0.00225|0.0|1.65e-08|7.03e-06|-0.07243|3.6993|3.75|3.6993|-1669.250866|-1669.23053|701.01|1189.63|335.16|0.3692|335.16|558.61|0.60824|0.60824|-1668.989671|0.3692|-0.15024|5.3733|-0.2226699999999999|-1669.0502720000002|102.0|6.9914|6.9914
12a_a5|0.0|1|0.0|0|7.139660336|1|1.338814635|-0.256282289|5.209486153|0.043132749|2|0.023108466|-0.0036987359999999|0.00873078|-0.114419442|10.94553751|-0.032601907|1|0.008649556|-0.057691345|-0.175245466|0.762866363|0.779533861|0.829536345|0.741588813|0.894590896|-0.058605038|-0.067680123|0.337539208|0.0081891369999999|-41.59124655|13.74268646|0.105409104|-0.026030816|-25.55893402|0.0|0.746785093|-22.13179066|-15.99663329|41.04680832|0.457755771|549.7500455|-831.8249311000001|0.253214907|8.741980056000001|5294.775577|155.6073368|-303.31208710000004|1113.8745800000002|650.3600841|0.0|1.0|1.0|1.0|23.0|-8.83|4.26|57.7|2.17|1.0|119.38|0.0|1.0|5.0|29.0|381.47|1.0|-4.59|5.37e-05|0.0205|2.56e-05|0.00977|0.0|1.4800000000000003e-09|5.660000000000001e-07|-0.04076|4.6865|2.91|4.1610000000000005|-1202.02622|-1201.990542|667.31|1140.24|297.97|0.4794|264.55|508.81|0.50831|0.67169|-1201.750315|0.0296|-0.17152|2.5642|-0.21228|-1201.8082029999998|19.0|7.7212|7.7212
12v_a30|0.0|0|0.0|0|7.412764017000001|2|0.604983445|0.037440652|5.351858133|-0.029548782|2|0.04625323|-0.099831334|0.002431329|0.020607357|10.31162873|-0.04950715|1|0.001805829|-0.0493878409999999|-0.471153275|0.8149999040000001|0.83236194|0.889479916|0.711738503|0.8501212029999999|-0.077138874|-0.0971402169999999|0.404950755|0.015823709|-65.72041011|82.09302037|0.1498787969999999|-0.037666615|-44.46327619|0.0|0.806069067|-35.30820865|-25.48342433|62.89402328|0.478535287|575.1512171|-1248.687792|0.193930933|8.114588039|6952.110426|131.2043645|-414.1432908000001|1549.107692|685.6665849999999|1.0|1.0|1.0|1.0|17.0|-7.8|3.92|81.65|3.79|2.0|137.3|0.0|1.0|5.0|31.0|467.37|0.0|-6.04|2.64e-07|0.000123|9.14e-07|0.0004269999999999|0.0|1.58e-08|7.39e-06|-0.0563|3.5507|5.08|3.5507|-2494.963646|-2494.92869|715.58|1209.1|349.18|0.1601|349.18|573.82|0.68405|0.68405|-2494.739831|0.1601|-0.1505099999999999|2.9171|-0.20681|-2494.802821|22.0|7.6596|7.6596
3m_a32|0.0|1|0.0|0|7.773594467000001|1|0.609420748|0.013867955|5.733341277|-0.017268778|0|0.03962963|-0.0370712179999999|-0.000514191|-0.084132138|10.31100268|-0.078038283|3|0.000822186|-0.04918838|-0.49476131|0.6943636479999999|0.817967125|0.872498916|0.6672533589999999|0.798023273|-0.084626325|-0.09390309|0.317009723|0.013428623|-56.15082133|92.61088121|0.201976727|-0.027127559|-33.57626169|0.0|0.674468222|-30.25923462|-16.22134838|58.63348955|0.4687361229999999|477.1904954|-729.9606772999999|0.325531778|7.0752395770000005|5724.714257|194.65681730000003|-208.6520032|1082.275864|554.9424306|1.0|1.0|1.0|1.0|19.0|-7.38|5.35|128.01|1.74|2.0|110.36|0.0|1.0|3.0|27.0|394.51|0.0|-4.86|1.14e-06|0.000449|1.39e-05|0.00547|0.0|4.190000000000001e-08|1.65e-05|-0.05731|3.5749|5.1|3.5749|-1863.502681|-1863.46877|641.52|1073.31|346.82|0.2952|346.82|484.34|0.7026600000000001|0.7026600000000001|-1863.279862|0.2952|-0.14835|5082.0|-0.2056599999999999|-1863.337677|23.0|7.6383|7.6383
