molecula|n9FaHRing|BIC2|Class [Log S (SILICOS-IT)]|MATS8d|SaaNH|GeomDiameter|Consensus Log P|Mor01p|Solubility [Log S (Ali)] (mg/ml)|CYP2D6 inhibitor|SaaaC|BCUTi-1|Area (grid)|pIC50
9a_a31|0|0.782715368|1.0|-0.001313433|3.348289714|15.15483138|3.47|597.3075924999999|0.00101|1.0|0.0|10.31169772|680.72|6.8239
37_a18|0|0.725028151|1.0|-0.020149364|0.0|18.49074823|2.93|1056.535856|0.000999|1.0|0.0|10.94702064|794.5|7.4559
12h_a30|0|0.831176513|1.0|-0.1240820219999999|0.0|15.1759206|2.92|618.6004214|0.00171|0.0|0.0|10.31162898|672.54|8065.0
13d_a5 (GW788388)|0|0.78479342|1.0|0.047169811|2.945204608|15.788837|3.11|723.0631751|0.0189|1.0|0.0|10.94530363|707.09|7.7447
6a_a40|0|0.801647855|2.0|-0.340539542|0.0|11.8691482|3.17|557.4018948|3.47e-05|0.0|0.775942224|10.30179985|649.48|7.3979
15d_a10|0|0.745184875|1.0|0.0131101969999999|0.0|16.02072769|3.18|825.4425942|0.0739|1.0|2.04092658|10.92970801|737.09|7.1612
6_a4|0|0.76089528|1.0|-0.340860215|0.0|9.981741408|4.23|578.2065561000001|0.0043799999999999|1.0|2.186806868|10.92992785|613.83|5.8861
3l_a32|1|0.751853889|1.0|-0.184582641|3.672194822|11.74082324|5.04|565.7000781|9.59e-06|0.0|2.259257465|10.31100268|629.26|7.9208
19_a3|0|0.758995484|1.0|0.064690027|2.917217813|10.21110415|2.45|314.0966684|166.0|1.0|1.744747103|10.96959256|499.93|7.6383
18d_a30|0|0.815003426|1.0|-0.149451598|0.0|12.69833771|2.92|618.6004214|0.00171|0.0|0.0|10.31163881|669.66|7.6737
26_a20|0|0.7541508029999999|1.0|-0.055150498|0.0|14.40103379|3.66|712.1606951|0.00305|1.0|2.01129617|10.93106273|715.27|6.8827
11_a3|0|0.724492061|1.0|-0.04179402|0.0|10.29352296|2.46|311.6695405|0.0256|1.0|1.710245969|10.31163053|508.58|7.3979
5b_a49|0|0.7843021|1.0|0.099724518|0.0|11.94760614|2.58|612.7019937000001|0.1969999999999999|1.0|1.926253727|10.9297646|633.92|7.5528
19a_a38|0|0.819222745|1.0|-0.133130383|3.3685352889999995|12.96056449|2.68|595.8790650000001|29.0|1.0|0.0|10.96083376|628.65|8.0106
3m_a32|1|0.817967125|1.0|-0.126422018|3.575728458|13.31775015|4.12|554.9424306|0.000449|0.0|2.175099216|10.31100268|641.52|7.6383
14u_a23|1|0.787538583|1.0|-0.094773814|0.0|14.12094979|3.48|683.7405759|0.0010199999999999|0.0|0.743634137|10.31321759|712.54|8.2449
16b_a32|1|0.852956281|1.0|-0.098450203|3.2902303|11.05406524|3.26|597.8890744|0.000225|0.0|2.033356859|10.31100078|676.92|7.7696
47s_a18|0|0.712629555|1.0|-0.0540701129999999|0.0|18.65422248|3.19|1093.725912|0.000539|1.0|0.0|10.94702059|809.4|6.2104
15_a4|0|0.772721853|1.0|0.036363636|0.0|9.709704127|3.61|324.5687005|0.0443|0.0|0.0|10.94611612|512.65|6757.0
25b_a34|0|0.7969500890000001|1.0|-0.101529052|0.0|11.00434095|2.58|595.8522372|59.0|1.0|0.0|10.95957635|668.48|5.6819
4d_a46|0|0.764741337|1.0|-0.103199079|0.0|10.30138878|4.11|509.0572545|0.00416|0.0|0.0|10.96333164|588.18|6.2865
14z_a23|1|0.802520527|1.0|-0.035965909|0.0|14.91419434|4.49|665.6233736|8.18e-05|0.0|0.729326158|10.31321795|715.41|8.2941
14k_a23|1|0.800643488|1.0|-0.091426449|0.0|15.99703938|3.99|633.3278634|0.000334|0.0|0.74561778|10.31321813|691.9|8.4123
47p_a18|0|0.726294118|1.0|-0.082977829|0.0|19.41290064|2.9|1011.163774|0.000998|1.0|0.0|10.94701988|795.43|7.1938
18a_a25|0|0.7385460309999999|1.0|-0.035531959|0.0|14.59524518|4.53|759.4953883|0.000202|1.0|2.050257213|10.31286118|694.17|7.0269
8m_a46|0|0.7699708959999999|1.0|-0.090247845|0.0|9.899611044|3.53|463.1469765|0.0105|1.0|0.0|10.94650201|570.72|6.6402
14m_a23|1|0.798384929|1.0|-0.072906704|0.0|16.42895711|4.41|658.8108151|0.000198|0.0|0.665608656|10.3132176|707.56|8.5171
19d_a38|0|0.853092207|1.0|-0.039361255|3.314284769|13.52121974|1.94|686.8472757999999|0.0594|0.0|0.0|10.95446448|679.08|7.9586
14e_a23|1|0.791790895|1.0|-0.014216155|0.0|15.89643482|4.5|658.8108151|0.000198|0.0|0.650989437|10.3132176|706.39|8.5214
10_a27|0|0.804375252|1.0|-0.001453596|0.0|12.9316403|2.74|424.8821143|0.0882|0.0|1.296293777|10.93783185|573.31|7.1612
16f_a32|1|0.852938445|1.0|-0.000510986|3.354832924|14.28728752|4.05|636.0251562999999|4.79e-05|1.0|2.082564316|10.31100265|722.06|8041.0
32_a47|1|0.810444864|1.0|-0.078006445|0.0|15.53902041|3.94|682.9868225|0.00674|1.0|1.6507707980000002|10.95005715|692.49|7.0
47c_a18|0|0.758269842|1.0|0.050944273|0.0|18.73268473|2.42|1167.054827|0.000947|1.0|0.0|10.94702285|850.89|8.5229
14c_a22|0|0.773044788|1.0|0.010828071|0.0|16.03849168|2.98|731.8178649|0.00618|1.0|1.568396937|10.9464374|715.52|6.8153
4i_a46|0|0.749522825|1.0|-0.17856753|0.0|10.47951666|4.16|579.2365607|0.00403|0.0|0.0|10.94638684|611.74|6.2132
12i _a30|0|0.831176513|1.0|-0.1240820219999999|0.0|15.56818082|3.11|652.8825454|0.0005139999999999|0.0|0.0|10.31162888|691.59|7.8013
14w_a23|1|0.802520527|1.0|-0.049318182|0.0|15.58053709|4.05|597.2903597999999|0.0009369999999999|0.0|0.6813799420000001|10.31321817|676.92|8.6737
6d_a40|0|0.8361555479999999|2.0|-0.289988439|0.0|12.08146906|3.43|555.2010623|2.85e-05|0.0|0.683786612|10.30179973|656.5|8.9208
22_a47|1|0.831122912|1.0|0.004104478|0.0|12.91589555|3.41|482.9384172|0.0142|1.0|1.016903613|10.95023117|605.12|9.0
41_a47|1|0.8417952740000001|1.0|0.123676975|0.0|12.96444871|3.06|439.9906467|0.0929|1.0|1.601942802|10.98214139|603.1|8.0
3f_a32|1|0.820782305|1.0|-0.1743238839999999|3.553167045|10.89495051|4.63|475.3634141|4.53e-05|1.0|2.227330929|10.31100273|604.9|8.0458
5d_a40|0|0.8092726020000001|2.0|0.0451110059999999|0.0|12.09256826|3.1|243.4287716|17.0|0.0|0.716041667|10.31198333|473.48|7.7212
12s_a30|0|0.83236194|1.0|-0.080971844|0.0|15.14544373|3.21|616.2856203|0.00141|0.0|0.0|10.31162892|677.35|8129.0
13b_a50|1|0.788327682|1.0|-0.097736369|0.0|16.75483549|3.99|900.2031356000001|0.0044|1.0|2.117002752|10.94500743|780.4|5.7375
14a_a23|1|0.7556436440000001|1.0|-0.123790952|0.0|14.2658736|3.37|601.8533922|0.00139|0.0|0.757767133|10.31321831|665.5|8.5498
9h_a24|0|0.78742035|1.0|-0.004960317|2.916716427|11.11300329|1.97|295.8603625|423.0|0.0|0.0|10.96661419|506.68|7.1135
6f_a40|0|0.836826225|3.0|-0.268802228|0.0|11.87042702|2.61|593.503189|5.18e-05|0.0|0.737582436|10.30179966|668.95|7.3768
11g_a5|0|0.814159231|1.0|-0.01453517|2.9590700880000003|18.16867625|2.96|648.1198739|0.0312|1.0|0.0|10.94877951|693.48|7.5229
4p_a46|0|0.747019097|1.0|-0.1623103719999999|0.0|10.10955243|4.25|585.8536976|0.000567|0.0|0.0|10.93681929|598.19|6.4672
7c_a10|0|0.7928588059999999|1.0|-0.105104647|0.0|12.58937144|3.59|611.4957509|0.0139|1.0|1.798334646|10.92926158|635.47|5.4191
3t_a32|1|0.822076702|1.0|-0.146047869|3.4477303|15.64252992|4.46|582.0730423|0.00013|1.0|2.141978747|10.31100267|677.16|8.0458
4f_a46|0|0.74106323|1.0|-0.1697014539999999|0.0|9.828175385|3.76|538.4165208|0.0139|1.0|0.0|10.96352592|591.51|6.7375
14a_a3|0|0.7574238740000001|1.0|-0.287221775|0.0|10.24853699|2.76|358.3503513|0.0113|1.0|1.772745969|10.3116301|528.91|7.5229
LY580276_a4|0|0.7921620090000001|1.0|0.019144144|0.0|9.693623538|3.69|345.4102548|0.0624|1.0|0.0|10.94681614|519.23|6757.0
12c_a31|0|0.842823186|1.0|-0.098452311|3.387641566|14.67172662|3.32|583.9691392000001|0.00233|1.0|0.0|10.311698300000002|679.71|6.4202
1g_a5|0|0.7778380309999999|1.0|-0.067172264|2.942391606|13.83149499|3.09|422.96706330000006|0.0304|1.0|0.0|10.94875199|572.15|6.9393
14_a4|0|0.77505994|2.0|0.204594017|0.0|8.859498364|3.2|280.2639278|0.11|0.0|0.0|10.94612798|475.32|5.8794
1l_a5|0|0.7656671279999999|1.0|-0.091849662|2.964063799|14.03493287|4.06|518.5792364|0.00308|1.0|0.0|10.94421389|609.85|7.4949
12h_a36|0|0.820041835|1.0|-0.089459459|3.468184524|13.87400978|1.81|679.7230552999999|0.0464|0.0|0.0|10.96020037|697.29|7.8539
8d_a12|1|0.751098108|1.0|-0.080872311|2.976279182|12.96695233|3.02|503.2240425|0.0093|1.0|2.075171777|10.94458983|600.2|7.6021
3e_a32|1|0.8046468659999999|1.0|-0.12378337|3.501917045|10.68709999|4.3|421.3548777|0.000103|1.0|2.220794149|10.31100276|578.77|8.0862
1k_a5|0|0.7824502320000001|1.0|-0.022280685|2.9020229360000003|12.9461019|3.42|357.34245360000006|0.0336|1.0|0.0|10.9489659|533.8|7.3188
12_a1|0|0.749817035|1.0|-0.093957115|3.3894574360000003|14.34104294|3.44|473.040639|0.00379|1.0|0.0|10.94945122|607.42|5.5302
4_a18 (SD-208)|0|0.83508768|1.0|-0.098971722|0.0|11.42979655|3.11|363.2306414|18.0|1.0|0.0|10.95382003|537.47|7.0969
1_a6 (SB-431542)|0|0.7462411859999999|1.0|-0.083341531|3.3674017380000003|14.26172029|2.85|513.4628663999999|0.0116|1.0|0.0|10.94959842|619.92|5.8119
14f_a23|1|0.796412133|1.0|-0.06885759|0.0|15.58565565|3.46|683.7405759|0.0010199999999999|0.0|0.745818086|10.3132176|711.98|8.6459
47k_a18|0|0.721697829|1.0|-0.014398731|0.0|18.35217454|2.53|1167.054827|0.000742|1.0|0.0|10.94702256|842.29|7.5376
17a_a50|1|0.784570118|1.0|-0.215448852|0.0|15.76161018|3.27|719.3470265|0.0408|1.0|2.189373662|10.94500663|705.96|7.0706
13m_a6|0|0.7767360059999999|1.0|-0.031564227|3.415695704|16.2526769|2.67|724.3873672999999|0.00987|1.0|1.617900191|10.9505335|726.28|8.0
2_a20 (SB-505124)|0|0.725030162|1.0|-0.19681999|3.485765306|11.3574908|3.81|477.95809620000006|0.0019199999999999|1.0|0.0|10.95129567|593.8|6.7721
9_a4|0|0.801082857|1.0|-0.072130166|0.0|10.21134541|4.17|489.7528555|0.0062299999999999|0.0|2.137757657|10.92992723|586.24|7.3188
6_a3|0|0.790667152|1.0|0.055002252|0.0|8.982311462|3.63|353.7528308|0.00124|1.0|2.000787282|10.3116226|524.88|5.7501
3d_a12|0|0.7697403429999999|1.0|-0.108208213|0.0|10.96674758|2.67|410.9162081|0.0945|1.0|0.0|10.95472859|548.21|7.6021
4R4l_a46|0|0.726535412|1.0|-0.229089688|0.0|10.43942503|4.09|579.2365607|0.00182|1.0|0.0|10.94631401|584.44|6.8633
7_a3|0|0.790667152|1.0|0.0507482109999999|0.0|8.644978051|3.63|353.7528308|0.00124|1.0|1.989724777|10.3116226|522.73|5.9901
12ag_a36|0|0.835013502|1.0|-0.0861053359999999|3.408828027|15.13240062|2.15|595.8790650000001|0.0515|0.0|0.0|10.96052849|658.68|7.7696
12ar_a36|0|0.8371588959999999|1.0|-0.064014394|3.46014932|16.68371115|1.8|708.5476357999999|0.0503|0.0|0.0|10.95407427|717.19|7.6021
12f_a30|0|0.8246767140000001|1.0|-0.071123509|0.0|15.86072943|3.42|696.6414817000001|9.63e-05|0.0|0.0|10.31162828|729.87|7.7144
7b_a8|0|0.7812177770000001|1.0|-0.040994467|3.213855584|14.76972982|3.5|545.9267515|0.00224|0.0|0.0|10.9465091|621.4|4.8687
5e_a40|0|0.8092726020000001|2.0|0.0451110059999999|0.0|12.51197289|3.33|264.9899736|0.00505|0.0|0.7768055559999999|10.31198323|493.19|7.6021
14b_a3|0|0.7809478329999999|1.0|-0.170297225|0.0|9.738358819|2.82|358.3503513|0.0113|1.0|1.7086790859999998|10.31162234|524.27|6.4202
8a_a32|1|0.845443342|1.0|-0.2166242669999999|3.217128449|14.26997798|4.07|557.1050635|6.03e-05|1.0|2.059960334|10.31100269|667.29|7.3468
27_a47|1|0.804224077|1.0|0.023325573|0.0|13.50334344|3.91|682.9868225|0.00674|1.0|1.807806182|10.95005714|673.27|5.6
14ad_a23|1|0.7830067820000001|1.0|-0.050707765|0.0|16.34071148|3.39|770.8206617000001|0.000753|0.0|0.735584095|10.31321689|747.83|8.3595
14c_a23|1|0.793551289|1.0|-0.077808321|0.0|14.49533577|4.0|633.3278634|0.000334|0.0|0.743546646|10.31321813|693.64|8.6253
15a_a10|0|0.77630271|1.0|-0.1074837719999999|0.0|11.33516398|3.33|697.5493042|0.0432|1.0|2.038992189|10.92966696|687.57|7.6198
19_a34|0|0.8022000659999999|2.0|-0.0235903339999999|0.0|10.31797048|2.1|337.9440349|574.0|1.0|0.0|10.95957634|538.96|6.0044
12am_a36|0|0.8344566859999999|1.0|-0.05754717|3.340519946|17.01968794|2.65|672.4630346|0.00291|0.0|0.0|10.9602097|714.21|7.2218
17_a20|0|0.7494736590000001|0.0|-0.127696675|3.445659565|15.05121151|3.74|637.7803874|0.0017699999999999|1.0|1.652760156|10.94884838|673.68|5.6478
13i_a6|0|0.7771558909999999|1.0|-0.054229558|3.399318783|14.54375165|2.91|673.8038326000001|0.00398|1.0|0.0|10.95129557|703.43|7.6778
17b_a50|1|0.7621727979999999|1.0|-0.257646121|0.0|16.11918162|3.87|862.3868512|0.00763|1.0|2.206759705|10.94500663|752.09|6.9136
3q_a32|1|0.853737093|1.0|-0.1585635|3.4364803|11.93494358|3.86|618.9134881|0.000508|0.0|2.120544848|10.31100266|666.16|7.5528
12p_a36|0|0.828371596|1.0|-0.074349074|3.392386149|14.3885803|2.15|595.8790650000001|0.0515|0.0|0.0|10.96052769|660.71|8.0458
17a_a10|0|0.76281504|1.0|0.054069767|0.0|16.96492079|2.64|911.2106544|0.0986|1.0|1.863045777|10.92970797|767.6|7.3098
6c_a31|0|0.790900932|1.0|-0.172780048|3.423005244|14.63492011|3.64|597.3075924999999|0.000343|1.0|0.0|10.31169965|667.01|6.4685
14s_a23|1|0.7837821840000001|1.0|-0.1050445769999999|0.0|14.26730044|4.01|633.3278634|0.000334|0.0|0.740898446|10.31321812|668.66|8.5482
13c_a5|0|0.770478689|1.0|-0.033833834|2.944180713|15.90846721|2.68|656.208474|0.1169999999999999|1.0|0.0|10.94530327|676.53|6.9101
12g_a36|0|0.8026482070000001|1.0|-0.088251318|3.5202147110000004|13.83075477|2.66|799.5563855|0.0047799999999999|0.0|0.0|10.95259306|724.32|7.8539
8c_a12|0|0.782864175|1.0|-0.130288596|0.0|10.74930819|2.23|390.0159026|107.0|1.0|0.0|10.95472932|551.66|7.3979
19e_a38|0|0.839953955|1.0|-0.064035403|3.376977671|12.34352977|3.3|696.3887025|0.0049|0.0|0.0|10.94917392|685.34|8.0083
1i_a5|0|0.780175595|1.0|-0.00496377|2.843224727|13.79450888|4.12|403.396385|0.00589|1.0|0.0|10.94550053|569.42|7.6198
4g_a46|0|0.74106323|1.0|-0.193115055|0.0|10.60062169|4.39|568.1534007|0.00155|0.0|0.0|10.96333695|615.33|5.5615
8_a27|0|0.8000360390000001|1.0|0.11158995|2.599100867|9.642697094|2.38|326.3351007|178.0|0.0|1.21499748|10.93783465|507.76|8.2218
17_a15|0|0.721188086|1.0|-0.023779626|0.0|15.15194163|4.44|822.8625688|0.00052|1.0|0.0|10.9544604|752.08|7.9208
4o_a46|0|0.7699448320000001|1.0|-0.09492635|0.0|10.25486577|3.92|544.7877262000001|0.00422|0.0|0.0|10.93828256|581.59|6.7905
14_a15|0|0.719993769|1.0|-0.028227917|0.0|10.18067005|4.7|673.7288405|0.0002379999999999|1.0|0.0|10.9597359|689.8|7.5229
25d_a34|0|0.7498681140000001|1.0|0.011919831|0.0|13.29135354|3.21|673.8038326000001|0.0104|1.0|0.0|10.95957635|706.21|6.0223
13_a4|0|0.744134785|1.0|-0.157188841|0.0|9.917593683|3.57|373.9073307|0.0235|0.0|0.0|10.94205723|536.09|5.3979
9n_a24|0|0.7584388259999999|1.0|-0.058520736|2.961528903|14.52410167|3.13|631.9206508|0.0278|1.0|0.0|10.94875265|686.19|7.7212
9_a47|0|0.792070785|1.0|0.075092937|0.0|10.93281031|4.09|442.7664664|0.00148|1.0|1.323246814|10.93671087|566.1|7.6
12az_a36|0|0.812921349|1.0|-0.021825174|3.465535084|15.73229538|1.75|766.4854363|0.0342|0.0|0.0|10.95957115|737.12|7.2366
13a_a6|0|0.7722228729999999|1.0|-0.091892803|3.417162147|15.08351934|3.52|627.4287311|0.0012699999999999|1.0|0.0|10.95129557|695.29|7.3372
3_a3|0|0.8083172479999999|1.0|0.123113049|0.0|8.592908408|3.23|302.8386149|0.00103|1.0|2.063441043|10.31154314|491.26|5.93
12b_a50|1|0.804535572|2.0|-0.189976035|0.0|10.05480253|2.59|388.171611|215.0|1.0|2.112397566|10.94501743|539.15|5.3242
3a_a12|0|0.7038021990000001|1.0|-0.032466697|0.0|11.01449587|2.98|381.0058252|0.0745|1.0|0.0|10.95455336|528.84|6.7122
12l_a36|0|0.8174432229999999|1.0|-0.079106537|3.426092687|13.88638723|1.77|642.3830552000001|0.0111|0.0|0.0|10.95423322|686.83|7699.0
13c_a6|0|0.780680481|1.0|-0.167542194|3.441255118|15.07660437|3.64|692.8471883999999|0.000471|1.0|0.0|10.95129637|719.8|7.1367
12bb_a36|0|0.836170906|1.0|-0.045186455|3.3296932480000003|15.13083401|2.44|593.6088758|0.0424|0.0|0.0|10.96022185|667.88|8.0
12t_a30|0|0.83236194|1.0|-0.080971844|0.0|14.358001500000002|3.21|616.2856203|0.00141|0.0|0.0|10.31162892|677.85|8.0496
4c_a49|0|0.7796063109999999|1.0|0.010868461|0.0|16.089682800000002|2.6|707.2397315000001|0.13|1.0|1.78683516|10.92777281|705.55|6.5935
16e_a32|1|0.86370575|1.0|-0.022651598|3.343660084|12.15001203|3.77|573.3529948|0.000107|0.0|2.080236877|10.31100268|677.82|8.1367
12_a47|1|0.8288334490000001|1.0|0.050943962|2.903215905|13.52358352|3.37|335.1175012|0.0106|1.0|1.555521837|10.95005729|537.79|8.2
8b_a8|0|0.778853499|1.0|-0.0527918259999999|3.191799887|14.53652808|2.9|589.263087|7.0|0.0|0.0|10.94650923|640.35|5.2941
6_a47|0|0.786041178|1.0|0.062425042|0.0|10.90843226|4.59|469.7495559|0.000362|1.0|1.291219116|10.93671042|576.56|7.9
12j_a30|0|0.795446883|1.0|-0.130412856|0.0|15.41574553|2.91|686.039456|0.0009119999999999|0.0|0.0|10.31162861|695.8|8058.0
8e_a8|0|0.7233950809999999|1.0|-0.079493088|3.01599663|14.52755918|3.71|561.882658|0.00215|0.0|0.0|10.94332438|639.38|4.7014
27a_a34|0|0.779284547|1.0|-0.012251785|0.0|15.91204178|2.44|718.5861133999999|0.00504|1.0|0.0|10.319282|737.7|6.6198
11f_a5|0|0.756843253|1.0|-0.016518403|2.967866825|18.03905985|2.95|753.9168511|0.0477|1.0|0.0|10.94877949|729.96|7.9208
6g_a40|0|0.832499949|3.0|-0.340429901|0.0|12.10032156|2.37|590.1686672000001|2.87e-05|0.0|0.607999575|10.30179936|669.8|7.3279
21_a10|0|0.7620337359999999|1.0|-0.005970601|0.0|13.78215169|4.04|746.5727327999999|0.0007599999999999|1.0|1.817620533|10.92966143|716.1|5.3188
16_a47|1|0.812131575|1.0|0.081171071|2.890539668|13.01476838|3.52|357.35851410000004|0.0154|1.0|1.491023983|10.95023129|534.69|9.0
3c_a49|0|0.802792677|1.0|0.0211518929999999|0.0|12.60874968|2.86|542.7276591|0.13|1.0|1.879769411|10.92976555|613.33|7.0605
8b_a31|0|0.843119174|2.0|-0.1155280009999999|3.37710223|11.79588561|2.52|372.3224834|0.0294|1.0|0.0|10.31170011|566.18|5.6576
14l_a23|1|0.778602826|1.0|-0.1010279259999999|0.0|15.78926563|3.78|666.0036144999999|0.000608|0.0|0.758109562|10.313217800000002|694.65|8.1798
34_a20|0|0.74801464|1.0|-0.090732503|0.0|14.7802149|3.63|712.1606951|0.00305|1.0|1.991704333|10.93244905|711.19|7.2147
12o_a36|0|0.799869816|1.0|-0.01854899|3.444418304|13.80895167|1.47|757.7532208|128.0|0.0|0.0|10.96036596|728.07|7.3979
12x_a36|0|0.828393514|1.0|-0.041914045|3.494913155|16.20591229|2.33|725.9470896|0.0061|0.0|0.0|10.33556641|719.63|8.1549
47r_a18|0|0.7698681909999999|1.0|-0.048143486|0.0|19.40516312|2.2|1005.982493|0.0001139999999999|1.0|0.0|10.35082951|790.57|6.6364
12w_a36|0|0.828393514|1.0|-0.016393443|3.3131307480000003|15.701847400000002|2.65|672.4630346|0.00291|0.0|0.0|10.96020797|712.88|7.6383
47l_a18|0|0.7435044540000001|1.0|-0.0973326269999999|0.0|18.46922943|2.72|931.8364349|0.00247|1.0|0.0|10.94702063|764.74|7.4949
19k_a38|0|0.853092207|1.0|-0.029357143|3.218103741|12.89431427|1.9|686.8472757999999|0.0594|0.0|0.0|10.95446448|677.64|7.9666
4l_a46|0|0.726535412|1.0|-0.229089688|0.0|9.833034117|4.08|579.2365607|0.00182|1.0|0.0|10.94631401|612.39|7.0088
13f_a6|0|0.77199166|0.0|-0.088948538|3.440154557|15.13042752|3.19|676.2770877|0.00323|1.0|1.651047524|10.95053349|711.29|7.3768
17d_a50|1|0.748516466|1.0|-0.2177003589999999|0.0|12.62170017|3.68|829.3813984|0.0135|1.0|2.234730384|10.94500663|727.15|7.1308
13a_a5|0|0.8045357209999999|1.0|-0.048575318|2.931642415|15.89940424|2.71|620.5697596|0.0675|1.0|0.0|10.94530369|688.18|7041.0
16b_a23|1|0.7740962779999999|1.0|-0.09063701|0.0|18.46592377|2.9|896.9989312000001|0.000314|0.0|0.754232958|10.31321583|772.84|7.0191
8f_a8|0|0.6971223040000001|1.0|0.010682683|2.939511291|13.81994609|4.04|485.8626377000001|0.0023899999999999|0.0|0.0|10.94343488|602.63|4.6428
8g_a12|1|0.7475224290000001|1.0|-0.070405398|2.897921027|12.83559677|2.77|480.0590283|0.0146|1.0|1.714060666|10.95472263|590.93|5.43
12_a4|0|0.8157155359999999|1.0|0.04172421|0.0|11.7599245|3.3|608.4548423|0.0266|0.0|1.587386096|10.31168324|640.67|5032.0
4a_a46|0|0.764741337|1.0|-0.06611606|0.0|9.831485239|3.43|480.9500663|0.0372|1.0|0.0|10.96352058|560.87|6.7423
12p_a30|0|0.7867133140000001|1.0|-0.2210072669999999|0.0|13.94763694|2.91|686.039456|0.0009119999999999|0.0|0.0|10.31162861|685.08|7.7721
1_a15|0|0.705825714|0.0|-0.001544849|0.0|11.7078005|4.68|851.7423982|0.00013|1.0|0.0|10.95880609|697.35|7.3565
17_a12|0|0.8198617429999999|1.0|-0.11976662|0.0|10.61752641|3.14|431.5987143|0.0103|1.0|0.0|10.31157659|560.09|7.7959
28_a47|1|0.832144916|1.0|0.074217097|0.0|14.91533234|2.4|428.5826478|0.0816|1.0|1.121067445|10.95058275|599.88|7.6
4R4k_a46|0|0.7477594870000001|1.0|-0.141706595|0.0|10.33328154|3.81|519.5743695|5.0|1.0|0.0|10.94631314|565.94|7.0132
18_a15|0|0.7162974740000001|1.0|0.004699248|0.0|10.2545953|5.06|590.2470602999999|0.000265|1.0|0.0|10.95986315|650.53|6.8894
31_a47|1|0.856640117|1.0|0.001622323|0.0|15.6194341|2.94|513.2159236|0.0105|1.0|1.198626524|10.9497221|642.11|7.8
13_a47|1|0.794037882|1.0|0.065869272|2.920663104|13.33103985|3.19|359.12161539999994|0.0185|1.0|1.5940801480000002|10.9452934|542.62|7.8
18c_a25|0|0.748718056|0.0|0.0114970419999999|0.0|14.65844196|4.77|831.3429628|0.000398|1.0|2.069766482|10.31285373|698.86|7.0555
4_a27|0|0.7853766809999999|1.0|-0.024800302|0.0|10.82331334|2.8|424.8821143|0.0882|0.0|1.274166982|10.93736915|555.75|8.3979
19_a15|0|0.722297906|1.0|-0.048611111|0.0|10.26331993|2.88|490.1808545|0.00279|1.0|0.0|10.31928434|601.23|7.1427
17b_a25|0|0.780221059|0.0|0.029728702|0.0|18.52147096|3.78|832.226697|0.00218|1.0|1.968416259|10.93106294|781.08|6.9957
10_a1|0|0.7227844929999999|1.0|0.017498337|3.261363142|13.65143394|3.7|433.2550452|0.00372|1.0|0.0|10.94957578|585.51|5.8239
17a_a25|0|0.748718056|1.0|0.0114970419999999|0.0|16.93624014|4.04|781.7487682|0.00325|1.0|2.008884939|10.93106298|747.06|7.6021
12ba_a36|0|0.8256014690000001|1.0|-0.0202572689999999|3.389685532|14.59456478|1.57|688.1986357999999|0.0072599999999999|0.0|0.0|10.9478512|687.23|7.6778
9d_a40|0|0.7572844040000001|1.0|-0.223631751|0.0|15.06105494|4.63|346.9019309|0.0002399999999999|0.0|0.89023715|10.3119722|542.19|6.9706
12i_a36|0|0.820041835|1.0|-0.01509434|3.27619957|13.98728916|2.65|672.4630346|0.00291|0.0|0.0|10.96020192|666.79|7.9208
2_a1|0|0.795932678|1.0|0.1766333219999999|0.0|8.779158091000001|3.21|299.6692382|243.0|1.0|0.0|10.9520472|489.42|5.2366
14b_a25|0|0.7723870909999999|1.0|0.001715854|0.0|17.06102567|3.63|760.3735147000001|0.0011099999999999|1.0|1.929508048|10.93106299|716.14|7.6576
11_a33|1|0.85401347|1.0|-0.014463304|3.221176304|9.837729137|3.28|335.4799765|0.00109|1.0|1.979284901|10.31100126|506.55|8.3188
12ap_a36|0|0.832758813|1.0|-0.074596774|3.4417292610000003|16.37284224|1.66|642.3830552000001|0.0412|0.0|0.0|10.95430638|691.41|7.4949
17f_a50|1|0.7851209440000001|1.0|-0.2257632789999999|0.0|13.65716648|2.92|652.6793116|102.0|1.0|2.187498662|10.94501702|653.63|6.4001
4r_a46|0|0.810646641|1.0|-0.070397185|0.0|10.69131411|2.7|496.0386301|271.0|1.0|0.0|10.96363493|571.75|5.8499
3a_a32|1|0.844272053|1.0|0.215012723|3.226454082|10.67859439|3.32|278.73805810000005|0.00144|1.0|2.211368234|10.31100283|492.91|8.5686
6e_a40|0|0.8361555479999999|2.0|-0.289988439|0.0|12.49434084|3.68|587.7345677999999|8.31e-06|0.0|0.744550501|10.30179954|671.95|7.7447
12bi_a36|0|0.812921349|1.0|0.071329141|3.466222049|15.71382803|1.75|766.4854363|0.0342|0.0|0.0|10.95958518|742.94|7.8539
12r_a30|0|0.83236194|1.0|-0.105767484|0.0|13.94386247|3.21|616.2856203|0.00141|0.0|0.0|10.31162892|679.64|7.5317
5g_a40|0|0.818555255|3.0|-0.1312278909999999|0.0|12.10939827|2.01|266.8102663|0.0174|0.0|0.64025463|10.31198315|489.04|6.9101
12f_a36|0|0.821599443|1.0|-0.1188384119999999|3.50900085|13.84366076|2.4|729.1873176|0.0102|0.0|0.0|10.95389399|699.88|7.9586
