molecula|NaaNH|n9FaHRing|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|SaaaC|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|WNSA5|WPSA3|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Veber filter|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
12at_a36|1|0|3.4361495580000003|7.412764017000001|2|2|1.297042863|0.0|-0.04229234|-0.010886502|-0.073048351|0.039952719|0.0|-0.001148437|-0.076129505|10.95446888|1|1|0.000906224|-0.136151085|-0.227404687|-0.48127276|1|0.817851296|0.8384626709999999|-0.08859337|0.890810337|0.7767870459999999|-0.110637955|0.301423347|0.029516069|-76.61315774|20.43891035|95.16663336|0.248143308|-53.05210062|14.1532755|-2.102121151|-40.6250081|95.60375457|-25.99374995|79.10595873|0.49342323|3041.832389|-1455.649997|2388.600265|-17.99981985|0.325557803|8.837213274|6537.399158|-1007.989912|38.54110857|0.027424543|-241.591008|2158.30208|735.3783268|18.99059683|1.0|0.0|0.0|0.0|0.17|-6.62|1.67|95.5|1.89|0.0|0.0|-4.18|33.0|-7.18|439.47|0.0|1.76|6.579999999999999e-05|0.0367|0.0|2.42e-07|-0.05703|4.7133|-1460.833958|733.29|1238.61|322.81|0.4765|263.05|589.75|0.42968|-1460.549244|0.2076|-0.15607|6.4676|0.03651452|8.9532|78.0|7.1079|7.1079
12i_a36|1|0|3.27619957|7.412764017000001|2|2|1.2401347459999998|0.0|0.043792895|-0.016027043|-0.29543904|0.0438779959999999|0.0|-0.011700732|0.128325344|10.96020192|1|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|-0.608318386|1|0.647732719|0.820041835|0.141564781|0.87043328|0.624142499|-0.117424873|0.332782117|0.01973953|-75.66036485|12.71877085|108.3973956|0.169035768|-48.75024044|8.195085212|-2.46592234|-35.3196406|90.11282843|-29.42347522|67.53484704|0.460246812|3231.030388|-1588.867662|2351.232652|-18.95842684|0.230870141|7.549683919|7707.634338|-1023.755049|38.2555363|0.022430221|-346.8168661|2065.79896|672.4630346|14.45246358|1.0|1.0|0.0|0.0|0.17|-7.14|4.04|78.43|2.04|0.0|0.0|-5.2|34.0|-6.4|465.43|0.0|2.65|6.26e-06|4.0|0.0|7.24e-08|-0.05065|5.2297|-1645.2030949999998|666.79|1172.5|330.66|0.5402|237.08|504.47|0.34255|-1644.954647|0.1516|-0.1541|5.1836|0.03165678|6.6124|12.0|7.9208|7.9208
6e_a40|0|0|0.0|8.421342866|1|2|0.604892975|1.75595616|0.128035402|-0.0148450439999999|-0.074872854|0.039160494|0.744550501|-0.0026177839999999|0.103594243|10.30179954|2|2|-0.002992481|-0.020200684|-0.037027769|-0.6319354389999999|0|0.685858263|0.8361555479999999|-0.011405885|0.8988141140000001|0.648802794|-0.1164147119999999|0.376602018|0.015875595|-76.50178121|10.43262695|185.1473293|0.25379524|-50.27304895|6.85578763|-2.095464821|-46.34235117|84.95203628|-32.02400144|80.95296505|0.441911406|3075.060648|-1377.032062|3854.417113|-21.04453212|0.133008824|6.972949117000001|7585.605268000001|-904.9148811|36.93694043|0.012858969|-482.3355765|1588.2884390000002|587.7345677999999|8.450255075|1.0|1.0|1.0|3.16|0.21|-4.63|3.72|173.43|2.12|2.0|1.0|-7.76|30.0|-6.09|476.98|1.0|3.68|1.74e-08|0.00124|0.0|2.35e-05|-0.09682|2.9549|-2831.191706|671.95|1149.77|419.59|0.3625|419.59|537.07|0.67187|-2830.986514|0.3625|-0.1195799999999999|8.3311|0.03482243|11.5248|18.0|7.7447|7.7447
12ao_a36|1|0|3.477902101|7.412764017000001|2|2|1.297043885|0.0|-0.058597382|-0.007081548|-0.065314765|0.042739018|0.0|0.002782748|-0.113963585|10.94919858|1|1|0.003724542|-0.095253274|-0.1619981409999999|-0.435820128|1|0.90500247|0.82626942|0.040831815|0.8800240009999999|0.856135378|-0.1019516769999999|0.264688501|0.017784426|-67.45579866|11.76697353|85.17634667|0.167417241|-44.63177966|7.785557064|-2.039033535|-34.08795068|78.51108393|-24.98362913|63.28698809|0.462968912|2794.663089|-1349.115973|2298.760179|-16.53028876|0.217901822|8.769931502999999|5943.227395|-892.6355932|31.9443643|0.016708791|-373.2975961|1724.9956719999998|698.847203|11.05528527|1.0|0.0|0.0|0.0|0.12|-7.01|2.42|69.2|2.38|0.0|0.0|-4.58|31.0|-6.34|407.47|0.0|2.37|2.6e-05|0.0115|0.0|9.66e-08|-0.05455|4.6597|-1310.361099|701.9|1190.17|356.86|0.6249|266.08|548.59|0.4962|-1310.077853|0.0033|-0.14207|5.4691|0.03244719|7.447999999999999|0.03|7.5229|7.5229
19j_a38|1|0|3.235947106|7.412764017000001|2|2|1.29704352|0.0|-0.089207643|-0.007976154|-0.04575843|0.04391253|0.0|-0.004442319|0.003554228|10.95429182|1|1|-0.002443797|-0.09493054|-0.20848518|-0.42133715|1|0.7163622890000001|0.846765471|-0.001131945|0.908721232|0.6885713729999999|-0.108006563|0.625966089|0.0250587|-73.92901683|17.15233756|131.29876370000002|0.192823617|-50.60340201|11.74054073|-1.944118135|-39.565701700000005|90.05233553|-26.09259418|74.95583121|0.408533267|2969.234865|-1330.722303|3109.238056|-17.86002424|0.285630155|7.506210369|6704.612831|-910.8612362|36.5253298|0.023555355|-293.4664598|1862.79182|640.025745|16.123318700000002|1.0|1.0|1.0|2.34|0.13|-6.92|2.42|105.02|1.76|0.0|0.0|-4.35|32.0|-7.13|426.45|0.0|2.44|4.46e-05|0.0322|0.0|1.2099999999999998e-07|-0.06447|6.0361|-1424.426858|686.26|1163.3|336.13|354.0|205.41|533.97|0.30419|-1424.183388|0.2625|-0.15182|10.8124|0.03678378|14.4895|8.0|8.1146|8.1146
12t_a30|0|0|0.0|7.412764017000001|2|2|0.60498454|0.0|0.073057637|-0.007755575|-0.097216874|0.044197531|0.0|-0.002544958|-0.0682882559999999|10.31162892|1|1|-0.001131023|-0.0546637159999999|-0.145315868|-0.464720444|1|0.609043558|0.83236194|-0.003937967|0.889479916|0.591758164|-0.1011561919999999|0.408290036|0.018862708|-65.79920855|12.26965165|88.42093081|0.303586418|-42.80050261|7.981057356|-1.82081145|-38.30686627|78.8278828|-24.17113783|71.1605835|0.445760296|2976.648597|-1184.385754|2479.787504|-15.72263361|0.254294117|7.957774504|6617.834146|-770.409047|32.41376848|0.020029588|-319.6492937|1588.274656|616.2856203|13.02867425|1.0|1.0|0.0|0.0|0.14|-7.16|3.74|81.65|3.58|0.0|0.0|-5.49|31.0|-6.06|434.46|0.0|3.21|3.24e-06|0.00291|0.0|6.900000000000002e-08|-0.05542|5.0693|-1774.2421780000002|677.85|1139.2|349.67|0.2094|244.58|527.87|0.33647|-1774.0165149999998|0.1561|-0.15029|2.6784|0.0337599|3.2145|9.0|8.0496|8.0496
11b_a50|0|1|0.0|7.927685046000001|1|1|1.3979498330000002|4.071188272|-0.154649459|-0.002908227|-0.014702942|0.038040936|2.114272566|0.011959339|-0.218953127|10.94500697|2|2|0.012037198|-0.162848233|-0.277408878|-0.266743077|1|0.701976536|0.800774662|-0.146696566|0.862408925|0.667956827|-0.069841183|0.229754094|0.019455771|-36.43643854|10.1501574|7.949039772000001|0.068683675|-19.0090431|5.295379767|-1.047617742|-12.12179711|47.72173991|-13.01301376|33.38515735|0.42907551|2286.724895|-546.5465781|1650.235214|-6.788943965|0.357948005|5.697537591000001|4884.730303|-285.1356465|20.26785036|0.021631609|-148.2182458|851.2497152000001|439.9973344|11.28530137|0.0|1.0|1.0|2.84|0.15|-5.87|3.73|48.53|2.25|0.0|0.0|-3.58|25.0|-6.24|327.38|0.0|2.96|0.000263|0.0228|0.0|1.35e-06|-0.02817|4.6471|-1045.98235|560.06|955.4|311.03|195.0|266.8|431.63|0.53885|-1045.798634|0.0711|-0.16684|2.7805|0.02113855|3.7922|1.7|5.7696|5.7696
12bg_a36|1|0|3.434779148|7.412764017000001|2|2|1.29692796|0.0|-0.040957653|-0.0076819|-0.044573523|0.044197531|0.0|-0.001012333|-0.060117593|10.95885259|1|1|-0.00097037|-0.101451485|-0.1716508239999999|-0.4459167329999999|1|0.884841888|0.836170906|-0.023460562|0.892249657|0.771220556|-0.102664465|0.543472602|0.019606406|-70.42534258|13.44952052|107.3347739|0.159389648|-48.31008346|9.22604612|-1.847960372|-35.49918495|83.78068847|-25.35312333|65.19942617|0.46245521|2925.402039|-1267.656166|2915.548359|-17.39163005|0.252132272|7.549463377|6753.439903|-869.5815023|33.900544700000005|0.01946912|-340.0625449|1695.0272350000002|661.6709012|13.35534589|1.0|1.0|0.0|0.0|0.14|-7.76|3.19|69.2|2.99|0.0|0.0|-5.08|31.0|-6.26|450.32|0.0|2.82|8.27e-06|0.00295|0.0|1.74e-08|-0.0542299999999999|3.8944|-2152.13793|703.94|1186.75|318.36|0.4409|318.36|554.7|0.69395|-2151.914954|0.4409|-0.15743|6.6844|0.03334656|9.3601|15.0|7.8239|7.8239
5a_a40|0|0|0.0|8.149890544|0|1|0.604913477|1.688148148|-0.116583806|-0.004609716|0.059258947|0.0388888889999999|0.808197279|0.011345707|0.180125135|10.31198338|2|2|0.010425818|0.004130836|0.007301856|-0.363338726|0|0.538671739|0.756882266|-0.442215721|0.820901326|0.5263598389999999|-0.090991462|0.04987082|0.020641204|-40.27003217|9.135164355|174.99981530000002|0.146821673|-17.82228195|4.042943749|-1.091897544|-15.30358975|46.06507254|-16.10801287|43.71412865|0.4889874279999999|1847.672595|-483.24038600000006|508.8362301|-7.128912782|0.177534728|5.507689573|3736.248815|-213.8673835|19.58503709|0.0130940839999999|-285.426492|587.5511127|244.8873477|5.795040371|1.0|1.0|1.0|2.49|0.21|-4.05|3.08|75.5|1.85|1.0|0.0|-4.13|19.0|-5.9|269.32|0.0|2.8|7.49e-05|0.0574|0.0|8.950000000000001e-05|-0.0657799999999999|3.7921|-1177.598691|466.79|757.45|326.96|0.4461|326.96|353.51|0.69499|-1177.51016|0.4461|-0.15066|5.7163|0.01514427|7.6003|81.0|7.0915|7.0915
12az_a36|1|0|3.465535084|7.412764017000001|2|2|1.297042831|0.0|-0.196183836|-0.009570959|-0.040156368|0.040566449|0.0|0.000482522|-0.024018255|10.95957115|1|1|0.002872872|-0.176729938|-0.289604649|-0.387734368|1|0.884226781|0.812921349|-0.061924322|0.858971809|0.8350231859999999|-0.10786263|0.411597359|0.034771534|-75.58351856|24.36575918|60.11023222|0.180836387|-52.96429617|17.0740303|-1.941527339|-35.23783652|99.82512582|-23.45695404|74.65245915|0.462897841|3039.528467|-1360.503334|2455.7577530000003|-16.43719536|0.416134994|8.449849817|6700.839465|-953.3573311|40.17530387|0.034594361|-117.53490990000002|2330.167624|766.4854363|24.24160725|1.0|0.0|1.0|0.0|0.21|-6.79|1.9|87.66|1.42|0.0|0.0|-4.11|33.0|-7.13|441.49|0.0|1.75|7.75e-05|0.0315|0.0|1.6100000000000005e-07|-0.04967|3.8863|-1461.990465|737.12|1252.18|343.5|0.4383|319.03|576.54|0.69385|-1461.686269|0.0146|-0.14879|6.3778|0.02800521|7.821000000000001|58.0|7.2366|7.2366
14i_a23|0|1|0.0|7.423568444|0|0|1.197963212|3.2692375460000003|0.142566578|-0.010148243|-0.130330047|0.0432555559999999|0.7151570629999999|0.002243702|-0.018541856|10.31321758|2|2|0.002496501|-0.017918675|-0.033435987|-0.569707595|2|0.77007911|0.8025091329999999|0.158023239|0.864206467|0.7333675390000001|-0.096562208|0.266320368|0.0214262489999999|-66.02703063|14.65077903|324.811841|0.222047267|-45.14777443|10.01786784|-2.027806362|-41.59306642|79.20815775|-27.18760085|75.47917433|0.478050606|3097.406945|-1386.567643|2447.1741030000003|-18.59026006|0.221904316|8.107659819|7030.347905|-948.103263|34.94120504|0.019276934|-380.3109456|1782.001457|693.3423458|13.18112713|0.0|1.0|0.0|2.64|0.04|-6.96|3.12|148.11|2.28|1.0|1.0|-5.21|33.0|-7.33|454.51|1.0|2.61|6.11e-06|0.0183|0.0|1.11e-07|-0.08025|3.6931|-1798.64228|715.68|1224.02|335.72|0.3639|335.72|580.74|0.55606|-1798.371346|0.3639|-0.1509599999999999|5.9563|0.03394466|8.3755|3.0|8.4622|8.4622
3d_a49|0|0|0.0|7.535296702|1|1|0.406515615|2.089548665|-0.0960135969999999|-0.003398408|-0.3456333889999999|0.036335697|1.775376197|-0.00918253|-0.068390038|10.35020259|1|1|-0.004253844|-0.075636705|-0.129666234|-0.202380888|2|0.914407252|0.808676284|0.01450704|0.863438637|0.846953747|-0.094384452|0.464410121|0.009601398|-54.67520803|5.561916586000001|137.78978830000003|0.266928348|-31.67236018|3.221917789|-1.698920144|-33.32030276|65.59130031|-20.93944137|63.08192694|0.486368221|2809.9605100000003|-984.1537446|1660.7054380000002|-12.12984007|0.243377955|6.612715522999999|6018.145364|-570.1024832|27.67490257|0.018844179|-297.31302830000004|1300.720421|549.3593871|10.91609228|1.0|0.0|1.0|0.0|0.15|-6.15|4.46|121.39|1.07|0.0|0.0|-5.19|28.0|-6.58|392.45|0.0|1.85|6.42e-06|0.0142|0.0|7.1e-07|-0.05766|5.1844|-1594.595995|615.3|1044.19|318.67|0.2899|239.15|455.47|0.3523699999999999|-1594.380348|0.0931|-0.16147|2184.0|0.04373784|2.3278|2.34|5.6308|5.6308
9d_a40|0|0|0.0|7.515889085|0|0|0.604992329|1.839557351|0.007834411|-0.003961493|-0.022152094|0.045555556|0.89023715|0.011823978|0.15723868|10.3119722|2|2|0.010101686|0.0116099239999999|0.019621984|-0.4887998529999999|0|0.601831605|0.7572844040000001|-0.3969541689999999|0.8221990920000001|0.55759121|-0.071656839|0.002088915|0.010749826|-36.92750973|5.539796446|108.1468558|0.058372388|-19.03015798|2.854868966|-1.074852592|-16.01918037|41.42218692|-16.29154841|36.6245851|0.467275972|2109.570685|-553.912646|336.6614768|-8.395657932|0.133579429|8.023385851|4401.742338|-285.4523697|18.80327978|0.0087217999999999|-377.6610668|639.3115126|346.9019309|4.49467719|1.0|1.0|0.0|3.63|0.06|-7.0|5.09|58.43|4.07|0.0|0.0|-6.13|22.0|-4.62|325.82|0.0|4.63|7.37e-07|0.000727|0.0|1.01e-07|-0.06906|4.6073|-1677.551678|542.19|892.69|370.51|0.4888|269.1|446.84|0.4557199999999999|-1677.429981|0.4025|-0.13875|6.2032|0.01113991|7.9502|107.0|6.9706|6.9706
21a_a23|0|1|0.0|7.525639975|0|0|1.197963603|3.43622302|0.1049806919999999|-0.005708466|-0.038876045|0.042862319|0.773970837|0.01269616|-0.133417036|10.31321782|2|2|0.01180744|-0.074441567|-0.136106024|-0.484404194|2|0.725800261|0.7367638240000001|0.1022509819999999|0.79188323|0.6906097959999999|-0.082341001|0.224766417|0.011564247|-54.35891011|7.634348008|39.56172507|0.073461531|-35.88602363|5.039953753|-1.729161021|-22.45408125|61.73864319|-22.83074225|41.64701536|0.492301762|2880.257677|-1141.537112|2272.736256|-15.07212993|0.157878617|7.950891003|6464.524241|-753.6064963|27.11098744|0.011178565|-451.7153132|1355.5493720000002|666.0036144999999|7.379733085|0.0|1.0|1.0|3.48|0.09|-7.78|4.33|105.02|3.24|1.0|0.0|-5.89|31.0|-6.07|425.51|0.0|3.78|1.3e-06|0.00225|0.0|1.65e-08|-0.07243|3.6993|-1669.250866|701.01|1189.63|335.16|0.3692|335.16|558.61|0.60824|-1668.989671|0.3692|-0.15024|5.3733|0.0203361|7.9309|102.0|6.9914|6.9914
3k_a32|1|1|3.644417045|7.97831097|0|1|0.609420759|0.0|-0.001009768|-0.005745086|-0.001250803|0.0381981979999999|2.256213388|0.001221534|-0.0902541999999999|10.31100271|3|3|0.002509816|-0.050938823|-0.090775221|-0.5265375529999999|0|0.816196288|0.779649252|-0.127713677|0.8306695270000001|0.7681279190000001|-0.090839907|0.31016741|0.0123637989999999|-51.21653025|6.970844822|80.0971996|0.122251759|-28.87643819|3.930238317|-1.271758703|-22.61349991|58.16707081|-16.67514938|47.07915023|0.472646737|2392.3436100000004|-717.0314235000001|1970.06814|-9.40163104|0.21942773|6.153598893|5259.698672|-404.2701347|21.36272325|0.012327787|-316.3794102|918.5970998|506.658189|6.9505405620000005|1.0|1.0|1.0|3.48|0.32|-7.23|5.78|110.94|2.41|0.0|0.0|-7.04|25.0|-5.01|366.5|0.0|4.75|9.16e-08|0.000904|0.0|5.86e-08|-0.05321|3.5363|-1750.164914|611.65|1022.89|350.6|0.3082|350.6|452.36|0.70268|-1749.957584|0.3082|-0.14667|3.2233|0.02654958|5689.0|9.0|8.0605|8.0605
19c_a38|1|0|3.332128134|7.412764017000001|2|2|1.297043851|0.0|-0.085545751|-0.008177185|-0.04575843|0.04508642|0.0|-0.004442319|-0.0725602509999999|10.95429182|1|1|-0.002443797|-0.09493054|-0.20848518|-0.434836855|1|0.7163622890000001|0.846765471|0.073931688|0.908721232|0.6885713729999999|-0.108301657|0.396635872|0.024315945|-68.18641054|15.30924906|139.1570837|0.240808376|-42.92996714|9.638658988|-1.949429829|-36.38913762|82.74311399|-24.06579196|73.10674676|0.477803802|2967.98627|-1227.35539|2660.812979|-15.15175311|0.281292809|6.97753104|6618.350708|-772.7394084|33.48483537|0.023120664|-275.39483110000003|1707.726604|640.025745|14.55670345|1.0|1.0|1.0|3.0|0.13|-6.92|2.42|105.02|1.76|0.0|0.0|-4.35|32.0|-7.13|426.45|0.0|2.57|4.46e-05|0.0322|0.0|1.2099999999999998e-07|-0.05691|5.8832|-1424.42734|652.09|1138.6|323.53|0.2961|210.74|517.28|0.2597|-1424.1880119999998|0.1417|-0.15612|2495.0|0.03740877|3.2846|9.0|8.0348|8.0348
28_a47|0|1|0.0|6.842683282|0|0|1.4201653580000002|1.408016295|-0.053792245|-0.009689834|-0.23494583|0.038387534|1.121067445|-0.013020816|-0.00496711|10.95058275|1|1|-0.010153352|-0.046265509|-0.126992366|-0.435485503|2|0.635684951|0.832144916|-0.175007067|0.896193695|0.614975047|-0.106779291|0.310094808|0.026080156|-63.47150284|15.50250691|365.2310214|0.394650655|-37.72858603|9.214964819|-1.601689367|-40.02656804|82.27079846|-22.66839387|82.83994768|0.472690874|2616.1598940000003|-952.0725426|1337.037733|-13.47449501|0.34774073|7.864990866|5633.990508|-565.9287905|34.75365534|0.031626405|-181.0112167|1459.653524|428.5826478|18.79929562|0.0|1.0|1.0|2.03|0.05|-6.92|3.84|98.72|1.67|0.0|0.0|-3.67|28.0|-7.22|380.35|0.0|2.4|0.000214|0.0824|0.0|1.2099999999999998e-07|-0.05471|3675.0|-1335.759232|599.88|995.5|337.37|0.2996|337.37|461.73|0.69002|-1335.571655|0.2996|-0.15049|6.0847|0.03698465|8.17|25.0|7.6|7.6
12z_a30|0|0|0.0|7.412764017000001|2|2|0.604983642|0.0|-0.1155022219999999|-0.008819424|-0.026703371|0.040566449|0.0|0.003529389|0.018796341|10.31162784|1|1|0.005111479|-0.12254489|-0.207153446|-0.39205163|1|0.8397577820000001|0.809127478|-0.02232319|0.855880335|0.794193541|-0.107776943|0.315493739|0.030875938|-74.96232552|21.47520633|54.40462246|0.167079923|-52.13870496|14.93669572|-1.939984979|-34.55504699|95.20867045|-23.67231332|71.1566605|0.48740649|3112.622632|-1349.321859|2435.831516|-16.464854199999998|0.3691601439999999|8.071510779|7074.004131999999|-938.4966892|37.52507564|0.029109145|-182.00664430000003|2138.929312|792.3440337000001|20.24634493|1.0|1.0|1.0|0.0|0.21|-6.83|2.63|100.11|2.2|0.0|0.0|-5.61|33.0|-6.39|458.54|0.0|2.52|2.47e-06|0.00456|0.0|1.47e-07|-0.04679|4.8063|-1804.814868|739.33|1266.9|360.02|0.1855|257.96|580.6|0.5513100000000001|-1804.51674|0.1441|-146.0|7.0446|0.02895763|7.2113|44.0|7.3615|7.3615
12aa_a30|0|0|0.0|7.412764017000001|2|2|0.604983643|0.0|-0.101407312|-0.008848121|-0.028524865|0.043854875|0.0|0.003529389|0.059360681|10.31162784|1|1|0.005111479|-0.12254489|-0.207153446|-0.394520145|1|0.8397577820000001|0.809127478|0.024991407|0.855880335|0.794193541|-0.101368383|0.418522684|0.030906491|-70.79444906|21.58471858|55.0567406|0.1873486869999999|-49.44198469|15.0745057|-1.925999268|-38.06478415|91.51563481|-23.59814969|76.08850600000001|0.4659424379999999|3115.249471|-1345.094532|2455.130164|-16.48066156|0.369240427|8.65813938|6944.511023|-939.3977091|37.41227352|0.029670025|-182.6418006|2132.499591|792.3440337000001|20.72118575|1.0|1.0|1.0|0.0|0.21|-6.83|2.63|100.11|2.2|0.0|0.0|-5.61|33.0|-6.39|458.54|0.0|2.52|2.47e-06|0.00456|0.0|1.47e-07|-0.04966|5.1925|-1804.818818|748.78|1275.73|357.9|0.1667|238.78|605.07|0.30341|-1804.516348|0.1506|-0.1472099999999999|5.8962|0.03443621|6.4878|8.0|8.1135|8.1135
EW7203_a60|0|0|0.0|7.412764017000001|2|2|0.604984431|0.0|0.025672274|-0.00698487|0.0075638519999999|0.041767677|0.0|0.003099827|0.03824498|10.31162855|1|1|0.0036417359999999|-0.049287858|-0.090115975|-0.458129101|1|0.80330079|0.822401103|0.002441966|0.8839272779999999|0.760234689|-0.096226348|0.345488097|0.020156795|-62.23028092|13.03554647|80.48638339|0.113924842|-40.24477665|8.430183|-1.828300603|-31.81402579|73.82739839|-23.64750675|62.22940284|0.497298165|2913.880231|-1182.375337|1660.077477|-15.29301513|0.233162923|8.310125852|6403.777228|-764.6507562999999|30.83771958|0.01793256|-345.1309687|1541.885979|666.0036144999999|11.59711747|1.0|1.0|1.0|3.21|0.13|-6.7|2.6|117.47|2.17|0.0|0.0|-5.74|31.0|-6.35|425.51|0.0|3.09|1.81e-06|0.0065|0.0|2e-07|-0.06188|5.0166|-1668.025575|678.83|1166.44|352.3|0.2385|247.15|546.85|0.40883|-1667.78681|0.0448|-0.1446599999999999|1.7676|0.03203878|2.5159|9.0|8.0334|8.0334
47a_a18|0|0|0.0|7.03438793|1|1|0.403918489|0.0|0.018016478|-0.006027559|-0.18843247|0.033641026|0.0|-0.005483379|-0.025401815|10.35082811|0|0|-0.000633273|-0.232940071|-0.358939392|-0.369841706|0|0.842412605|0.766261502|-0.008965701|0.7991211029999999|0.792293789|-0.099310031|0.371382587|0.014124484|-81.42570819|11.58086543|100.7293848|0.2212091389999999|-66.76209701|9.49531639|-2.681370849|-55.70051708|93.5899242|-29.70938001|79.51543089|0.483193636|3612.105567|-2198.494121|2250.179086|-24.3591435|0.2063806289999999|10.20255289|8405.670404|-1802.576619|37.435301|0.014835962|-481.4854016|2770.212274|1225.939287|12.16421601|1.0|1.0|1.0|0.0|0.28|-8.27|3.35|123.06|1.85|1.0|1.0|-6.74|39.0|-6.49|547.67|0.0|2.02|1.8100000000000002e-07|0.00143|1.0|5.4e-09|-0.05191|3.1947|-2098.807018|874.47|1536.87|388.09|0.6094|388.09|813.01|0.69508|2098.280307|0.6094|-131.0|2.6271|0.0339441|3.0133|1.0|9.0|9.0
16_a3|0|0|0.0|6.823286122000001|0|0|0.605020428|0.0|0.183636734|-0.010031024|-0.186717242|0.045993266|1.614080058|-0.010377537|-0.013328983|10.31163046|1|1|-0.008409607|0.0032314229999999|0.008045619|-0.614173961|2|0.659478546|0.767641592|-0.142670655|0.838125715|0.640070307|-0.100138414|0.252612735|0.012203576|-49.45999101|6.027544549|248.6415425|0.302520871|-24.42909382|2.977102266|-1.401937796|-26.57128935|56.56724056|-20.36587865|59.82469895|0.484889078|2184.788331|-692.4398741|1290.305313|-10.05903863|0.1703181989999999|5.780331402000001|4733.033232|-342.00731349999995|24.54661368|0.0143895839999999|-325.670405|834.5848652000001|328.71459869999995|7.107249553|1.0|1.0|1.0|2.59|0.0|-7.16|4.57|92.93|2.26|0.0|0.0|-4.98|23.0|-5.89|322.36|0.0|3.5|1.05e-05|0.0104|0.0|6.97e-08|-0.07095|3.2208|-1371.388717|520.28|856.09|384.94|0.3866|384.94|368.22|0.6944100000000001|-1371.250459|0.3866|-0.13195|2.8688|0.02847445|3613.0|42.0|7.3768|7.3768
12o_a36|1|0|3.444418304|7.412764017000001|2|2|1.297042837|0.0|0.01340619|-0.0100574069999999|-0.079716275|0.040770975|0.0|-0.00233752|-0.059733192|10.96036596|1|1|-0.000472698|-0.126068378|-0.213993335|-0.5110239679999999|1|0.859938421|0.799869816|0.141570244|0.848816593|0.817582774|-0.10624773|0.514457955|0.023402195|-76.51720886|16.85373064|55.47133795|0.2407887189999999|-55.10596064|12.13767506|-2.018706878|-42.554984000000005|95.66406176|-25.50573629|75.94332024|0.469699889|3009.981519|-1453.826968|2778.220342|-18.36865355|0.333537155|7.322888607|6622.134304|-1047.013252|38.27030489|0.026586303|-239.7655413|2181.407379|757.7532208|19.1468529|0.0|0.0|0.0|0.0|0.17|-6.93|1.65|98.3|1.49|0.0|0.0|-3.54|33.0|-7.66|438.48|0.0|1.47|0.000292|0.0997|0.0|1.1800000000000001e-07|-0.05456|5.1927|-1440.969954|728.07|1240.51|320.16|0.4075|238.77|560.88|0.36719|-1440.671057|0.2888|-0.15695|4.9237|0.04371335|6.6471|0.04|7.3979|7.3979
9_a4|0|0|0.0|7.535296702|1|1|1.300485838|2.130445484|-0.211556011|-0.00136737|0.016639331|0.040449735|2.137757657|0.010709527|-0.091393763|10.92992723|1|1|0.009731833|-0.0475186259999999|-0.076824065|-0.172904817|2|0.625717993|0.801082857|-0.151437311|0.861113198|0.58669472|-0.069566741|0.472497372|0.009037784|-37.85762102|4.918284148|13.6577411|0.062897208|-20.60179129|2.676487872|-1.113067849|-15.58475436|43.71760622|-14.08655666|33.55665428|0.43745176|2359.945586|-605.7219363|2012.840082|-7.665782805|0.207109566|5.744374392999999|5387.230364999999|-329.6286606|17.76608225|0.010768243|-318.7769026|763.9415367|489.7528555|5.859985199|1.0|1.0|1.0|3.37|0.19|-8.16|5.07|43.6|3.15|0.0|0.0|-4.76|26.0|-5.56|360.84|0.0|4.17|1.73e-05|0.00255|0.0|6.9e-09|-0.05256|4.7284|-1489.554198|586.24|999.93|308.91|0.1217|262.21|430.12|0.5182100000000001|-1489.36688|0.0584|-0.16948|4.4343|0.02116575|5.4739|48.0|7.3188|7.3188
