molecula|SddssS|n9FaHRing|SaaNH|SRW09|nAHRing|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|n6aHRing|MATS8s|MATS8d|SIC2|GATS1pe|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
4_a47|0.0|0|0.0|0.0|0|0.0|-0.008204735|0.0|-0.121159855|2|0.038479532|-0.158636969|1.42341819|10.93671044|0.011775922|0|-0.006506051|-0.247195952|2|-0.095209424|0.019305509|0.84420422|0.8124901999999999|0.874200878|-0.07804769|0.444849947|-42.46254967|-50.35610033|4.22896799|96.20929041|0.1257991219999999|-0.03525955|2.300808176|0.0|0.806604393|-23.10213311|57.78603076|-19.18327632|46.69151766|475.6168721|-805.6976052|1528.797085|0.193395607|10.818777699999998|0.67265584|5254.939281|105.2186243|-438.3470487|0.013656479|471.7712484|7.429930428|1.0|1.0|1.0|1.0|2.75|3.01|0.05|22.0|-8.79|4.83|0.0|106.52|1.0|26.0|3.0|-4.99|361.82|0.0|0.0|1.0|1.21e-06|0.0|1.61e-09|5.81e-07|-0.05606|5.7708|4.44|3.73|-1509.453558|576.9|0.2304|214.85|432.89|0.69157|0.2221|-0.21076|0.03342033|-1509.3147789999998|7.5|7.5
12l_a36|0.0|0|3.426092687|7.412764017000001|2|0.0|-0.0076430169999999|5.351858133|-0.008712073|2|0.039061728|0.128666217|0.0|10.95423322|-0.0452558729999999|1|0.001194592|0.228884463|1|-0.041707369|-0.079106537|0.8772535459999999|0.8212311840000001|0.84381923|-0.079972189|0.3827446779999999|-52.05361632|-70.17688229|14.33450402|39.27257375|0.15618077|-0.038052612|9.330278191|1.281955437|0.7379583590000001|-33.88151556|83.76912404|-24.7683114|66.38812034|549.2389652|-1263.1838810000002|2385.788754|0.262041641|13.88638723|0.8586718990000001|6121.6555530000005|170.5619816|-822.2019402000001|0.02088234|642.3830552000001|13.59224175|1.0|0.0|1.0|0.0|4.78|0.0|0.13|17.0|-6.66|2.75|0.0|128.47|1.0|31.0|5.0|-6.68|406.44|0.0|0.0|0.0|2.72e-05|0.0|2.21e-07|8.97e-05|-0.0510399999999999|3.8619|2.98|3.8619|-1325.194654|686.83|0.4524|321.05|530.75|0.6925|0.4524|-0.20973|0.03508404|-1325.0137550000002|7699.0|7699.0
14v_a23|0.0|1|0.0|7.423568444|0|3.004639728|-0.014768546|5.351858133|-0.299484129|2|0.047323232|0.055572317|0.636416435|10.3132174|-0.015149431|2|-0.0004039459999999|0.170475376|2|0.132882353|-0.022236834|0.845160857|0.575188253|0.916605275|-0.067342061|0.31419322|-44.4776373|-62.61276875|13.08518422|78.86310829|0.083394725|-0.042752869|8.64241561|0.912757854|0.788328659|-29.37629463|76.42257099|-28.23713101|57.56282152|605.3933675|-1440.093681|2679.111279|0.211671341|14.26610767|0.84234449|8458.789829000001|139.8032821|-951.143515|0.020908947|676.4530574|13.80980223|0.0|0.0|0.0|1.0|3.62|3.46|0.09|26.0|-7.95|3.97|1.0|126.97|1.0|35.0|8.0|-5.94|495.48|1.0|0.0|0.0|1.29e-07|0.0|1.12e-08|5.57e-06|-0.07843|3694.0|5.17|3694.0|-2042.182282|679.5|348.0|335.64|533.44|0.6017100000000001|348.0|-0.2308599999999999|0.02053833|-2041.998955|8.4001|8.4001
14x_a23|0.0|1|0.0|7.423568444|0|3.101221922|-0.0065692219999999|5.351858133|-0.111315218|2|0.04314059|0.05740118|0.6753138120000001|10.31321817|-0.0229244|2|0.003906274|0.160327487|2|-0.035031888|-0.035965909|0.8668730109999999|0.558482531|0.7768288609999999|-0.0708831479999999|0.229141189|-46.97594633|-55.83053941|14.64350681|42.44114495|0.223171139|-0.034056109|9.704599953|87.28077098|0.722211323|-31.13207597|70.40248829|-22.56979253|61.61945314|514.8229467|-1060.780249|2382.851643|0.277788677|14.62325432|0.880126802|6989.569075|184.0971574|-703.0042792|0.0219879679999999|597.2903597999999|14.57194888|0.0|0.0|1.0|0.0|3.42|3.42|0.05|26.0|-7.93|4.2|1.0|120.2|1.0|32.0|6.0|-6.35|447.46|0.0|0.0|0.0|2.09e-06|0.0|1.17e-08|5.23e-06|-0.08216|4.0641|3.97|3.6941|-1828.393372|675.21|0.3184|305.07|537.48|0.62836|0.3057|-0.23475|0.02165405|-1828.228912|8.4949|8.4949
47l_a18|0.0|0|0.0|7.03438793|1|0.0|-0.006400878|4.844187086|-0.0603838109999999|0|0.035308642|-0.0057783619999999|0.0|10.94702063|-0.056270425|0|0.000787517|-0.008768679|0|0.00676294|-0.0973326269999999|0.781148177|0.733228144|0.803473313|-0.08034939|0.2820044969999999|-57.15119372|-59.6654726|6.543729374|11.54768766|0.196526687|-0.031456589|4.654446622|51.44279524|0.796109347|-40.65070014|68.83398609|-22.37455223|63.6949231|571.4972966|-1431.971342|1427.032023|0.203890653|18.46922943|0.959883341|6572.90106|145.02405359999997|-1018.537564|0.012890098|931.8364349|9.168513486|1.0|1.0|1.0|1.0|4.17|0.0|0.25|18.0|-9.37|3.69|1.0|139.63|1.0|34.0|3.0|-6.39|454.56|0.0|0.0|0.0|5.44e-06|0.0|4.26e-10|1.93e-07|-0.0520399999999999|3.2026|7.71|3.2026|-1455.5758039999998|764.74|0.5019|387.13|667.5|0.69291|0.5019|-0.18344|0.02606651|-1455.233431|7.4949|7.4949
9a_a36|0.0|0|3.4090209280000003|7.412764017000001|2|0.0|-0.007853595|5.351858133|-0.046964839|2|0.040166667|0.095192109|0.0|10.96066876|-0.06502499|1|0.00484375|0.160672128|1|-0.019008343|-0.1177413269999999|0.842671963|0.79302567|0.826559623|-0.073689118|0.204819754|-45.04449811|-66.44342306|14.47407729|49.52042402|0.1734403769999999|-0.039929147|8.847677483|0.0|0.7638345870000001|-27.53468726|78.37175688|-24.40778806|59.5185754|505.25728260000005|-1195.981615|2167.77208|0.236165413|13.79893984|0.828482664|5693.562367|144.36259840000002|-731.0766269999999|0.019513779|578.2841135|11.92833382|1.0|0.0|1.0|0.0|4.69|0.0|0.14|17.0|-6.28|3.04|0.0|120.94|1.0|29.0|5.0|-6.74|382.42|0.0|1.0|0.0|0.000197|0.0|5.26e-07|0.0002009999999999|-0.05044|3.8677|3.38|3.8677|-1252.802159|648.41|0.4811|320.56|495.18|0.68682|0.4811|-0.20969|0.02701893|-1252.636005|7.8861|7.8861
12ay_a36|0.0|0|3.50559949|7.412764017000001|2|0.0|-0.006733838|5.351858133|-0.043778345|2|0.043383838|0.1012005419999999|0.0|10.9463292|-0.06756661|1|0.0045625|0.1689021819999999|1|-0.109624825|-0.111814717|0.833398429|0.857993338|0.829406408|-0.074251203|0.419950383|-48.12939044|-64.13591431|11.67851857|126.7858133|0.170593592|-0.035337546|7.569978132|8.677627506|0.778164805|-31.1973159|74.29343346|-22.90568368|59.80790901|537.618563|-1282.718286|3238.138932|0.221835195|11.82248632|0.828201506|6204.216872999999|143.79285900000002|-831.4538627999999|0.015670425|729.1873176|10.15751916|1.0|0.0|1.0|0.0|4.96|0.0|0.21|17.0|-7.34|3.76|0.0|133.68|1.0|31.0|4.0|-6.38|409.49|0.0|1.0|1.0|2.8600000000000004e-05|0.0|4.55e-08|1.86e-05|-0.0526|3.9348|3.79|3.6561|-1311.576473|674.33|0.2939|315.09|532.22|0.6914|0.1464|-0.2031599999999999|0.02880431|-1311.343228|7.7447|7.7447
11_a15|0.0|0|0.0|0.0|1|0.0|-0.0064953419999999|0.0|-0.029665252|3|0.02962963|-0.036023137|0.0|10.95979791|0.023543401|0|0.003766915|-0.056500144|2|0.0234789439999999|0.0432314409999999|0.76664841|0.796300317|0.8945381259999999|-0.064429158|0.632319408|-44.15161868|-66.78526188|12.69062406|143.8088883|0.105461874|-0.033606127|8.696553172|0.0|0.739315684|-30.25595097|79.1792768|-23.02940065|56.84224275|613.0036107000001|-1335.705238|2565.707165|0.260684316|11.76226306|0.8869452090000001|7002.915718000001|178.640152|-915.3239085|0.018086221|830.7967967000001|12.39401492|1.0|1.0|0.0|0.0|4.1|4.25|0.07|24.0|-8.9|4.33|0.0|138.24|1.0|34.0|4.0|-5.26|448.52|1.0|0.0|0.0|4.77e-07|0.0|1.27e-09|5.7e-07|-0.03877|4.7106|5.04|2.9595|-1450.740771|739.57|0.2657|263.2|568.22|0.70577|0.0011|-0.16011|0.03503399|-1450.457814|6.1314|6.1314
12f_a40|0.0|0|0.0|7.515889085|0|1.768354671|-0.006206277|5.4161004020000005|-0.015621373|0|0.040501792|0.070099257|0.807254372|10.31197207|-0.172869148|2|0.006841832|0.115814835|0|-0.160218113|-0.271493213|0.841769186|0.605644757|0.909993912|-0.067004323|3.43e-05|-37.02024147|-45.41519509|11.90644165|62.72992556|0.090006088|-0.032879466|6.57837176|61.55859085|0.7314440520000001|-20.45387851|56.53158029|-18.16607804|48.92668311|502.7764322|-635.8127312999999|628.5604981|0.268555948|16.49362536|0.962404834|5326.217734000001|148.3785764|-351.2898849|0.0201199619999999|384.1423925|11.1163852|1.0|0.0|0.0|0.0|3.24|3.61|0.06|20.0|-7.32|5.35|0.0|98.25|1.0|24.0|3.0|-4.76|376.26|0.0|0.0|1.0|2.66e-07|0.0|4.81e-08|1.8100000000000003e-05|-0.07761|4.3313|4.77|2.8374|-2212.359379|572.63|0.4348|286.25|487.85|0.7029|0.3858|-0.19526|0.01077929|-2212.275094|6.4202|6.4202
7f_a8|0.0|0|2.961566988|7.05012252|0|1.2793830309999998|-0.005338193|4.844187086|-0.073219554|0|0.044814815|0.034392285|0.0|10.94343485|0.0260356679999999|1|0.00084936|0.09329746|0|-0.048917705|0.041366689|0.7677336090000001|0.507325475|0.770229267|-0.091890536|0.3155671539999999|-52.28313554|-50.01741803|7.858266077000001|53.09327646|0.229770733|-0.040738044|4.471132824|55.49953831|0.880922225|-29.74763659|55.85651025|-23.17880348|60.14140162|438.23883319999993|-950.3309426|1854.738581|0.119077775|14.04331892|0.822794279|5662.145174|67.75191165|-540.7116315000001|0.010262531|446.5544107|5.839092213|1.0|0.0|0.0|0.0|3.14|3.23|0.0|23.0|-8.46|5.52|0.0|101.89|1.0|28.0|4.0|-5.27|373.35|0.0|0.0|1.0|2.09e-06|0.0|3.5e-09|1.31e-06|-0.07492|3.8187|6.81|3.4810000000000003|-1285.196168|584.99|0.3536|324.68|495.55|0.6987399999999999|0.1502|-0.21998|0.02809022|-1285.071664|4.4479|4.4479
12p_a30|0.0|0|0.0|7.412764017000001|2|0.0|-0.0063403159999999|5.351858133|-0.031328052|2|0.040899471|-0.062956958|0.0|10.31162861|-0.128484994|1|0.005965451|-0.109773594|1|-0.051402518|-0.2210072669999999|0.8371763179999999|0.7991060659999999|0.843381594|-0.074356395|0.371591982|-47.54197452|-60.65858419|9.659715461|75.21136863|0.156618406|-0.0364888379999999|6.176226649|0.0|0.8199554720000001|-30.39737673|68.98315679|-23.33022469|57.20168999|539.2411292|-1213.171684|2326.5244390000003|0.180044528|13.94763694|0.886732486|6166.812731|115.116829|-775.6774321|0.0130197619999999|686.039456|8.3245726|1.0|0.0|1.0|0.0|4.76|0.0|0.17|17.0|-7.01|4.35|0.0|132.24|1.0|30.0|4.0|-5.81|412.51|0.0|0.0|1.0|2.21e-06|0.0|9.75e-08|4.02e-05|-0.05169|5.1922|4.14|3.4955|-1615.094336|685.08|0.1768|238.79|526.91|0.68561|0.1527|-0.19992|0.03198743|-1614.890598|7.7721|7.7721
47r_a18|0.0|0|0.0|7.03438793|1|0.0|-0.0058631659999999|4.844187086|-0.216996268|0|0.035706215|0.041686585|0.0|10.35082951|-0.030106257|0|-0.0001597829999999|0.0646283159999999|0|0.017110504|-0.048143486|0.8075001|0.7554975009999999|0.769578222|-0.083915825|0.26560995|-62.75220741|-65.12700692|11.59378448|13.30156885|0.230421778|-0.031669652|8.669825595|60.66168882|0.688074851|-46.92606587|81.99788849|-23.68254797|74.34599189|575.4901675|-1563.048166|1504.28892|0.311925149|19.40516312|0.976088187|7727.455993|233.2574532|-1168.846551|0.0225607039999999|1005.982493|16.87088158|1.0|1.0|1.0|1.0|4.55|0.0|0.22|18.0|-7.46|0.43|1.0|145.82|1.0|36.0|4.0|-6.12|504.6|0.0|0.0|0.0|2.26e-07|0.0|3.48e-08|1.76e-05|-0.0522799999999999|3.1705|9.2|3.1705|-1964.841529|790.57|0.6007|391.06|729.75|0.69545|0.6007|-0.18249|0.02805567|-1964.516246|6.6364|6.6364
11b_a5|0.0|0|2.943854668|6.605297921|0|0.0|-0.003900104|4.59511985|0.008093965|2|0.023988604|-0.067519041|0.0|10.94877958|-0.0536971829999999|1|0.005685558|-0.108457009|2|-0.0497097529999999|-0.106187688|0.8645824520000001|0.682032125|0.8737310509999999|-0.07633373|0.378154801|-45.82509318|-48.42513182|9.829471091|55.25128526|0.126268949|-0.029332646|5.900883275|1.880682804|0.66824472|-27.50997723|62.16286481|-17.60913884|55.65456427|524.5231302|-774.8021092|913.0178976|0.33175528|16.43091298|0.83867925|5107.577902|199.1611925|-465.13355250000006|0.0228838029999999|504.9898148|13.73773299|1.0|1.0|1.0|1.0|2.99|2.55|0.1|23.0|-9.15|5.38|1.0|106.58|1.0|27.0|4.0|-6.03|376.84|0.0|1.0|1.0|2.26e-05|0.0|7.109999999999997e-10|2.68e-07|-0.0418399999999999|4.4995|3.31|4.1982|-1564.761898|635.55|0.5806|275.55|511.28|0.6284|0.2013|-0.21291|0.03575776|-1564.621301|7.7212|7.7212
3a_a49|0.0|0|0.0|7.535296702|1|2.09865947|-0.006374689|5.4161004020000005|-0.072328354|2|0.0355787039999999|-0.044367345|1.819785|10.92976559|0.00497674|1|0.000521532|-0.074886415|2|0.012813604|0.008391259|0.8704151529999999|0.7476073409999999|0.72890527|-0.094437035|0.526915193|-55.30832478|-51.82200998|9.491036042|107.4001347|0.27109473|-0.030698626|5.558553447|59.40691577|0.689774813|-32.39206742|64.2037853|-17.97906469|64.79936082|426.893216|-880.9741697000001|1793.526571|0.310225187|12.49907878|0.903506738|5792.106924000001|181.6875706|-515.9544212000001|0.021141449|578.2841135|12.38177532|0.0|1.0|1.0|1.0|3.25|2.11|0.18|21.0|-7.19|2.77|0.0|112.14|1.0|29.0|5.0|-7.67|384.43|0.0|0.0|1.0|0.000878|0.0|6.52e-08|2.51e-05|-0.05732|5.1647|3.16|3874.0|-1254.012043|635.89|0.3467|240.06|449.68|0.66614|0.0793|-0.2171|0.03833529|-1253.8126619999998|7.1938|7.1938
12bi_a36|0.0|0|3.466222049|7.412764017000001|2|0.0|-0.00902707|5.351858133|-0.043740597|2|0.043854875|0.03474497|0.0|10.95958518|0.041834838|1|0.002872872|0.056936052|1|0.0997949019999999|0.071329141|0.858971809|0.8350231859999999|0.7850011179999999|-0.082914301|0.382000949|-57.89562053|-75.1419557|24.16125901|129.685076|0.214998882|-0.027831043|16.87080604|0.0|0.4996603229999999|-40.42611289999999|101.3899049|-19.43326441|82.05687954|548.1337538|-1127.129336|2660.0547690000003|0.500339677|15.71382803|0.85865094|6572.410403|349.3664649|-787.0277122|0.037590587|766.4854363|26.24794923|1.0|0.0|1.0|1.0|4.97|0.0|0.21|17.0|-6.79|2.83|0.0|136.74|1.0|33.0|6.0|-7.13|441.49|0.0|0.0|0.0|7.75e-05|0.0|1.6100000000000005e-07|7.11e-05|-0.0510199999999999|3.8855|2.68|3.6851|-1461.997992|742.94|0.4214|319.1|603.92|0.69207|0.0252|-0.2018|0.0318395999999999|-1461.75632|7.8539|7.8539
12h_a30|0.0|0|0.0|7.412764017000001|2|0.0|-0.00737961|5.351858133|-0.06631353|2|0.043848238|-0.074988669|0.0|10.31162898|-0.072247675|1|0.002064369|-0.166613751|1|0.008644634|-0.1240820219999999|0.888213143|0.64876559|0.763568404|-0.083127678|0.353607682|-52.88851758|-63.03519645|11.06352871|89.66095835|0.236431596|-0.038417127|7.038974807000001|0.0|0.7979748729999999|-33.64938551|73.14241438|-24.44221903|63.95204629|485.8069155|-1197.668733|2268.811589|0.202025127|15.1759206|0.881277172|6252.192213|128.5349203|-761.9955851|0.015886049|618.6004214|10.10721793|1.0|0.0|1.0|0.0|4.63|0.0|0.14|17.0|-6.9|4.25|0.0|127.24|1.0|30.0|5.0|-6.02|416.47|0.0|0.0|0.0|4.12e-06|0.0|1.26e-07|5.260000000000001e-05|-0.05347|5.0289|4.07|3.5101|-1675.011389|672.54|0.1878|246.54|518.06|0.68543|155.0|-0.2023599999999999|0.03372393|-1674.838376|8065.0|8065.0
12bg_a36|0.0|0|3.434779148|7.412764017000001|2|0.0|-0.0076819|5.351858133|-0.044573523|2|0.044197531|0.057879142|0.0|10.95885259|-0.0206090089999999|1|-0.00097037|0.097928606|1|-0.023460562|-0.033696875|0.892249657|0.771220556|0.840610352|-0.075439837|0.543472602|-51.74990566|-70.42534258|13.44952052|107.3347739|0.159389648|-0.036959207|9.22604612|14.85588272|0.747867728|-35.49918495|83.78068847|-25.35312333|65.19942617|576.6383913|-1267.656166|2915.548359|0.252132272|14.04434294|0.860310096|6753.439903|172.9566471|-869.5815023|0.01946912|661.6709012|13.35534589|1.0|0.0|1.0|0.0|4.75|0.0|0.14|17.0|-7.76|3.99|0.0|133.77|1.0|31.0|4.0|-6.26|450.32|0.0|1.0|1.0|8.27e-06|0.0|1.74e-08|7.83e-06|-0.0542299999999999|3.8944|4.42|3.8944|-2152.13793|703.94|0.4409|318.36|554.7|0.69395|0.4409|-0.21166|0.03334656|-2151.975577|7.8239|7.8239
1a_a18 (SB-431542)|0.0|0|3.3674017380000003|7.423568444|1|0.0|-0.015636898|5.351858133|-0.175408303|1|0.035620155|0.1008839219999999|0.0|10.94959842|-0.0492229479999999|1|-0.008385698|0.164429684|1|-0.08530265|-0.083341531|0.805877431|0.795744863|0.5940412860000001|-0.126408788|0.210046675|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|-0.0462988229999999|11.61820782|105.3125675|0.7531996609999999|-44.47680367|87.15852628|-27.46300805|94.56841061|352.3666367|-1235.8353619999998|1890.195809|0.2468003389999999|14.26170773|0.895533283|5748.422847|146.3942108|-733.0587287000001|0.02438148|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|3.25|2.35|0.05|23.0|-7.69|4.04|0.0|106.85|1.0|29.0|5.0|-6.73|384.39|0.0|0.0|1.0|3.03e-05|0.0|2.03e-08|7.81e-06|-0.05971|3.8208|4.57|3295.0|-1292.588031|620.23|0.5767|324.5|464.08|0.69868|0.3347|-193.0|0.03494548|-1292.414518|6.9031|6.9031
7c_a10|0.0|0|0.0|7.535296702|1|2.1219657030000003|-0.00375251|5.4161004020000005|0.012145872|2|0.039433962|-0.1122332619999999|1.798334646|10.92926158|-0.066271289|1|0.0107756969999999|-0.176560297|2|-0.087063341|-0.105104647|0.84177174|0.6952665379999999|0.906276489|-0.05074318|0.487148112|-29.66615908|-51.2378943|16.04055193|87.99694927|0.093723511|-0.0223398779999999|9.377842892|58.07647902|0.52630639|-17.34382833|67.01436709|-13.06063972|45.70671102|529.8395322|-666.0926258|1881.379304|0.47369361|12.58937144|0.8781281320000001|6034.895823|276.93712|-389.4200163|0.0269852389999999|611.4957509|15.7764728|1.0|1.0|1.0|1.0|3.48|3.49|0.26|21.0|-7.78|4.59|0.0|113.07|1.0|29.0|5.0|-6.2|386.45|0.0|1.0|1.0|3.59e-05|0.0|1.66e-08|6.4e-06|-0.04004|5.4267|2.76|3.8357|-1259.011598|635.47|0.4049|228.47|488.89|0.68708|0.0921|-0.20059|0.02659395|-1258.801509|5.4191|5.4191
13g_a6|0.0|0|3.457632039|6.842683282|0|0.0|-0.006574579|4.727387819|0.004767264|2|0.043020833|0.03536788|1.648997541|10.95053423|-0.080022038|1|-0.000644109|0.061423911|2|0.095969451|-0.144664763|0.832753533|0.789769968|0.871972049|-0.074216821|0.2141642839999999|-51.67543048|-64.02222283|12.28038897|68.57626488|0.128027951|-0.0323525729999999|8.550546653|0.0|0.7357333540000001|-35.98038956|76.50577593|-22.52633766|63.95581946|607.1336751|-1216.422234|3916.754765|0.264266646|14.34268783|0.7999971709999999|6332.20768|184.0026638|-846.9662551000001|0.017929016|744.1359788|12.48355309|1.0|1.0|1.0|1.0|3.61|2.34|0.12|27.0|-10.57|5.41|0.0|128.63|0.0|33.0|5.0|-6.31|431.49|0.0|0.0|1.0|2.77e-06|0.0|2.67e-11|1.15e-08|-0.07536|5.9869|3.83|3.2472|-1386.611265|739.55|0.8442|207.09|592.49|0.7034100000000001|0.0105|-0.20806|0.03802398|-1386.364067|6.9245|6.9245
2_a49|0.0|0|0.0|7.535296702|1|2.12788659|-0.004112807|5.4161004020000005|-0.03981057|2|0.038726287|-0.100166139|1.999073077|10.92973199|0.005918367|1|0.004580676|-0.170631119|2|0.084099874|0.00991453|0.851413454|0.7701578720000001|0.81348014|-0.08647612|0.41397907|-44.066695|-40.34672657|5.634353797999999|226.4450566|0.18651986|-0.028277173|2.871166625|0.0|0.7154059890000001|-22.45560511|49.26352575|-14.409545199999998|49.7010488|414.5350312|-605.2008985|1550.010086|0.284594011|10.38394173|0.8320497920000001|4874.364109|145.02405359999997|-308.399629|0.017498253|439.9973344|8.91679918|0.0|1.0|1.0|1.0|3.09|2.5|0.15|21.0|-6.82|3.28|1.0|99.52|1.0|25.0|3.0|-6.57|327.38|0.0|1.0|1.0|0.000292|0.0|1.51e-07|4.94e-05|-0.04372|5.4614|1.79|3743.0|-1046.018455|553.52|0.2988|227.02|371.96|0.68172|0.0572|-0.19923|0.0366366999999999|-1045.8595810000002|7.2291|7.2291
16_a15|-3.726252327|0|0.0|0.0|0|0.0|-0.008593957|0.0|-0.463771194|2|0.035555556|-0.003882928|0.0|10.31928197|-0.011969556|0|-0.00379317|-0.006331105|2|0.080837546|-0.018331526|0.77948108|0.72660548|0.723597405|-0.08870471|0.7427725270000001|-60.63825695|-69.38556779999999|4.848103252|53.93878231|0.276402595|-0.039472502|3.31414791|17.68542055|0.868460507|-41.45211893|76.07332645|-26.98327637|65.48636021|494.6488764|-1457.096924|3014.308422|0.131539493|11.720499900000002|0.7238723509999999|6931.531554000001|89.91997762|-996.0668068|0.009783192|728.353441|6.687758643|1.0|1.0|0.0|1.0|3.59|2.93|0.08|24.0|-9.21|3.37|0.0|124.45|1.0|32.0|6.0|-6.27|446.52|1.0|0.0|1.0|9.89e-07|0.0|6.1e-10|2.72e-07|-0.04082|4.1731|8.26|4.1295|-1770.509465|716.79|0.3809|297.1|600.98|0.66615|0.1409|-0.20953|0.06079704|-1770.281427|7.6778|7.6778
18d_a30|0.0|0|0.0|7.412764017000001|2|0.0|-0.0072724869999999|5.351858133|-0.064217094|2|0.040899471|-0.071608958|0.0|10.31163881|-0.087019298|1|0.002064369|-0.159104532|1|-0.001699165|-0.149451598|0.870930234|0.64876559|0.803280262|-0.07812727|0.346980269|-49.44608411|-65.3088221|11.29282624|78.23108693|0.196719738|-0.037906966|7.147133584|0.0|0.783284395|-31.29400567|75.80070349|-23.99099587|60.73891035|508.389239|-1175.558798|2894.162522|0.216715605|12.69833771|0.797831306|6367.958933|137.15746130000002|-744.0011548|0.016577694|618.6004214|10.49188139|1.0|0.0|1.0|0.0|4.75|0.0|0.14|17.0|-6.9|4.25|0.0|127.24|1.0|30.0|5.0|-6.02|416.47|0.0|0.0|0.0|4.12e-06|0.0|1.26e-07|5.260000000000001e-05|-0.05506|5.0125|4.07|3.4682|-1675.020297|669.66|0.3856|247.35|508.7|0.69017|0.3788|-0.19673|0.03258724|-1674.8453470000002|7.6737|7.6737
12v_a30|0.0|0|0.0|7.412764017000001|2|0.0|-0.006974714|5.351858133|-0.029548782|2|0.04625323|-0.099831334|0.0|10.31162873|-0.04950715|1|0.001805829|-0.173424818|1|-0.029852321|-0.080971844|0.889479916|0.711738503|0.8501212029999999|-0.077138874|0.404950755|-52.18846092|-65.72041011|10.70556236|82.09302037|0.1498787969999999|-0.037666615|7.242869835|0.0|0.806069067|-35.30820865|75.73440678|-25.48342433|62.89402328|575.1512171|-1248.687792|2483.120571|0.193930933|15.56114504|0.917675298|6952.110426|131.2043645|-844.8022477|0.014801518|685.6665849999999|10.01399667|1.0|0.0|1.0|0.0|4.62|0.0|0.14|17.0|-7.8|5.11|0.0|137.3|1.0|31.0|4.0|-5.52|467.37|0.0|0.0|1.0|2.64e-07|0.0|1.58e-08|7.39e-06|-0.0563|3.5507|5.08|3.5507|-2494.963646|715.58|0.1601|349.18|573.82|0.68405|0.1601|-0.20681|0.03495552|-2494.802821|7.6596|7.6596
10_a47|0.0|0|0.0|0.0|0|0.0|-0.008013899|0.0|-0.166367455|2|0.042276423|-0.169242585|1.329777427|10.93671036|0.007193585|0|-0.0065562469999999|-0.349569106|2|-0.138304661|0.011239977|0.8077565520000001|0.6913602740000001|0.841070966|-0.076311525|0.417511484|-40.80144983|-50.08559665|5.088920549|103.41137940000002|0.158929034|-0.035388634|2.720890925|0.0|0.801882632|-21.81529334|57.59863288|-18.9212254|45.89037038|449.6950454|-851.455143|1567.859561|0.198117368|10.66897998|0.699661037|5482.319019|105.9273263|-455.247149|0.014051737|498.0016816|7.51303623|1.0|1.0|1.0|1.0|3.02|2.97|0.09|22.0|-8.85|5.12|0.0|106.43|1.0|27.0|4.0|-5.08|359.4|1.0|0.0|1.0|1.77e-06|0.0|1.4199999999999999e-09|5.110000000000001e-07|-0.0486399999999999|5.7693|4.37|3.7236|-1188.405988|579.86|231.0|214.9|426.55|0.69212|0.2175|-0.20309|0.03158831|-1188.244739|7.9|7.9
