molecula|SaaNH|SssssC|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|AATSC1s|n6HRing|BCUTi-1|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
12av_a36|3.4520047430000003|0.0|7.412764017000001|2|2|1.297042752|0.049150854|-0.009925128|-0.081537769|2|10.96037173|1|0.1168328169999999|-0.126068378|-0.213993335|-0.507136551|1|0.859938421|0.8076780109999999|0.8571025990000001|0.817582774|0.752447733|-0.082283524|-0.105593135|-73.55299094|15.09249582|99.2415672|172.4374372|-0.035197712|-51.2347934|124.9387725|0.671916917|-2.006269572|-39.92474833|91.5101903|-24.51766365|72.40871507|0.491188387|3011.024457|524.1323793|-1397.506828|2354.591519|-17.07826447|0.965363947|6460.1184140000005|228.5327731|0.025779468|-239.5042702|2079.880404|757.7532208|0.0|0.0|0.0|0.0|3.0|4.96|0.0|0.17|2.38|98.3|1.0|0.0|138.06|0.0|7.0|-3.54|-7.66|438.48|0.0|0.0|-3.64|0.000292|128.0|0.0997|1.85|0.0|1.1800000000000001e-07|5.18e-05|4.8408|3.4402|-1440.988179|-1440.945099|733.21|1247.28|0.6698|588.31|0.43212|0.70455|0.0027|-0.14122|-0.19429|0.04308001|-1440.738332|7.4089
9r_a24|2.950959457|0.0|6.605297921|0|0|1.353642494|-0.134192489|-0.004640179|0.013567512|3|10.96129392|1|-0.29065818|-0.179075526|-0.2920573039999999|-0.3018627239999999|3|0.786430472|0.7958149290000001|0.841805128|0.7526889940000001|0.8417158379999999|-0.0618978309999999|-0.082022572|-54.99020696|10.4302588|71.31566881|106.1180928|-0.025821921|-36.86695997|89.36724924|0.6152148279999999|-1.394383716|-27.82142546|70.79264457|-17.31173182|51.92828155|0.473403843|2644.462265|564.3096436000001|-934.8335183|958.7578093|-11.60626518|0.898988412|5501.824326|257.9706516|0.02357068|-154.486433|1519.52371|670.2247423|1.0|1.0|1.0|1.0|1.0|3.53|3.04|0.22|4.23|79.82|2.0|0.0|116.9|0.0|8.0|-4.02|-6.83|400.48|0.0|0.0|-4.06|9.58e-05|0.0383|0.0351|2.69|0.0|2.21e-09|8.84e-07|4.4722|4.2877|-1294.486221|-1294.451958|713.25|1199.71|0.3398|616.11|0.3398|0.6204|0.0029|-0.1676099999999999|-0.21074|0.03426339|-1294.263358|7.9586
11_a47|0.0|0.0|0.0|0|0|1.381898438|0.035230036|-0.007767503|-0.156077888|3|10.93671007|0|-0.120383371|-0.038723054|-0.079543257|-0.451384505|3|0.702719047|0.715054643|0.770028429|0.686454722|0.796863393|-0.08164597|-0.096486559|-59.10798423|5.184267117|119.4035378|124.4421556|-0.035945973|-36.20974614|1.882633323|0.816608795|-1.833244617|-30.64032829|66.9895812|-22.02062158|55.20085753|0.4686568239999999|2842.168734|488.1611434|-1123.0517|2201.328597|-13.48990542|0.8820228529999999|6736.717611|112.34605729999998|0.0128657439999999|-387.9111844|1375.2628029999998|670.2339441|1.0|1.0|0.0|1.0|2.0|3.28|3.15|0.04|5.58|70.93|2.0|0.0|124.7|0.0|4.0|-6.29|-5.28|422.45|1.0|0.0|-6.03|5.110000000000001e-07|0.000216|0.000394|5.06|0.0|2.81e-11|1.19e-08|3.7253|3.7253|-1396.184699|-1396.145101|654.49|1146.42|0.2321|549.52|0.6915399999999999|0.6915399999999999|0.2321|-0.1546|-0.20554|0.03959805|-1395.980918|7.4
12c_a36|3.447900368|0.0|7.412764017000001|2|2|1.29696741|-0.087096843|-0.007667703|-0.04162109|2|10.95982545|1|0.146546059|-0.103922055|-0.177407665|-0.4423430339999999|1|0.8941919290000001|0.819222745|0.8741648479999999|0.8065052890000001|0.840733512|-0.073370864|-0.105624703|-67.84435546|12.5779546|60.79111287|102.2992907|-0.038024893|-43.57746274|6.546878962999999|0.75500974|-1.901244658|-30.27053327|80.22754474|-24.42396797|59.70517794|0.473610011|2785.47514|540.0159387|-1221.198398|2365.641348|-15.68788659|0.899732176|6256.172329|157.3609748|0.019278991|-327.5932797|1617.460455|629.5017194000001|1.0|0.0|0.0|0.0|2.0|4.74|0.0|0.14|3.35|69.2|1.0|0.0|128.76|0.0|5.0|-4.44|-6.49|415.88|0.0|1.0|-4.59|3.64e-05|0.0151|0.0106|3.31|0.0|6.65e-08|2.77e-05|3.8436|3.8436|-1692.540795|-1692.511019|672.74|1137.55|0.3927|509.61|0.68913|0.68913|0.3927|-0.15835|-0.2082699999999999|0.02977602|-1692.3713309999998|8.0458
4j_a46|0.0|0.19521727|7.825245291|1|1|1.134637093|-0.175292207|-0.002284836|-0.012405467|1|10.94638774|1|-0.078783783|-0.0589746909999999|-0.087688953|-0.226712003|1|0.72796254|0.7298040140000001|0.763724435|0.728293097|0.949893337|-0.05924408|-0.074417476|-43.95227197|8.812983129|70.56141095|29.59387777|-0.024805825|-25.95898597|71.98911503|0.776932317|-1.339514565|-20.66606288|50.26191521|-14.65075732|43.80358011|0.402450715|2260.870095|561.0237355|-791.1408955|2563.282153|-8.652995323999999|0.673502127|5077.124695|131.7477027|0.0106831269999999|-327.122208|1018.288052|642.1335502000001|0.0|1.0|1.0|1.0|0.0|4.0|3.9|0.39|5.18|39.94|2.0|0.0|110.24|0.0|4.0|-5.38|-5.09|361.48|0.0|1.0|-5.31|4.16e-06|0.0015|0.00176|4.81|0.0|2.03e-08|7.33e-06|5.3949|4.4093|-1132.043677|-1132.018764|646.67|1112.13|0.2783|572.31|0.37853|0.69413|0.1418|-0.18387|-0.20071|0.02491327|-1131.817578|6.0942
41_a18|0.0|0.0|7.03438793|2|2|1.251176562|0.115127295|-0.007587553|-0.059936864|1|10.9470117|0|-0.137860739|-0.005930813|-0.0091068809999999|-0.5421253970000001|0|0.759941674|0.733589101|0.774395455|0.745631286|0.7349388459999999|-0.1020290859999999|-0.089139464|-61.10986894|6.547189171|347.42621339999994|181.7135945|-0.037381065|-41.89408289|93.99687836|0.903239484|-2.317626057|-47.95199341|65.83786886|-25.62671923|76.49358329|0.487248278|2899.29167|503.8398786|-1588.856592|1491.296991|-17.56848637|0.950261611|6605.095612|66.33450764|0.006896617|-552.8844577000001|1759.064589|897.5188662|1.0|1.0|0.0|1.0|3.0|4.07|0.0|0.25|3.26|99.28|2.0|1.0|141.34|0.0|6.0|-5.56|-6.38|452.55|0.0|0.0|-5.02|2.76e-06|0.00125|0.0042899999999999|3.78|0.0|4.18e-09|1.89e-06|3.2123|3.2123|-1454.374793|-1454.3467460000002|736.59|1294.52|482.0|576.83|0.69308|0.69308|482.0|-0.1319|-0.1814599999999999|0.0280471999999999|-1454.045308|6433.0
12m_a30|0.0|0.0|7.412764017000001|2|2|0.6049842529999999|0.096631895|-0.01047558|0.024086432|2|10.31162838|1|-0.236661357|-0.084317059|-0.152855196|-0.5409445629999999|1|0.817497287|0.832758813|0.893689741|0.770326886|0.783260049|-0.085422479|-0.103359773|-70.1324196|18.55926485|133.774348|147.06395700000002|-0.0405332439999999|-47.58675592|237.0982213|0.773732767|-2.067195455|-39.32844052|83.3641853|-27.50290965|76.52074257|0.44976016|3058.3084710000003|531.4632661|-1402.648392|2370.879718|-18.66147291|0.8173893040000001|6658.711303|153.52847759999997|0.019500715|-371.4702679|1812.833129|683.7405759|1.0|0.0|1.0|0.0|1.0|4.66|0.0|0.13|3.4|114.67|2.0|1.0|133.52|0.0|6.0|-6.0|-6.22|439.49|0.0|0.0|-5.01|1.01e-06|0.000444|0.00427|3.89|0.0|3.7600000000000003e-07|0.000165|5.0617|3.5496|-1743.215323|-1743.174906|714.92|1204.39|255.0|578.87|0.33392|0.68404|0.1615|-0.15042|-0.20742|0.04041755|-1743.030004|7.5114
12y_a30|0.0|0.0|7.412764017000001|2|2|0.604984019|0.048343649|-0.005996863|-0.037335306|2|10.31162818|1|-0.153680104|-0.053700437|-0.0922059569999999|-0.4579359229999999|1|0.842068099|0.768409873|0.8146529229999999|0.803183654|0.8489185109999999|-0.070903795|-0.091248521|-61.25585229|10.05775555|85.17057711|101.4221952|-0.034840345|-41.1215369|0.0|0.820108145|-1.91621895|-31.95309886|69.55490151|-23.38859815|57.65603256|0.445723724|2847.362782|569.8856940000001|-1286.372898|2411.415644|-15.70095045|0.804154433|6301.067405|120.7628216|0.012362508|-429.782246|1568.540572|754.3941655|1.0|0.0|1.0|0.0|1.0|4.86|0.0|0.21|4.87|81.65|2.0|0.0|137.21|0.0|5.0|-6.04|-5.64|426.54|0.0|0.0|-5.46|9.14e-07|0.00039|0.00148|4.6|0.0|4.12e-08|1.76e-05|5.1973|3.4718|-1654.41361|-1654.382468|728.75|1227.82|0.2173|585.59|0.30617|0.6864399999999999|0.1489|-0.1475|-0.19815|0.0311422|-1654.190369|7.6576
18c_a22|0.0|0.0|6.842683282|0|0|1.194229067|-0.191807441|-0.003749104|0.013131848|2|10.31286086|1|-0.081550274|-0.078828791|-0.143402172|-0.305378181|2|0.7290394929999999|0.7669483559999999|0.8287956870000001|0.6922232890000001|0.931073539|-0.057956428|-0.076388478|-52.84635017|13.72808419|30.63947336|47.68404831|-0.028825841|-36.55965924|15.22791009|0.682690024|-1.52776956|-27.73804808|67.73280290000001|-19.94201893|53.82294919|0.4777430589999999|3090.601885|644.1264387|-1056.927003|2574.178324|-13.79609783|0.914766316|7101.057047|219.5183688|0.0215181079999999|-252.7737494|1548.179944|779.8043336000001|1.0|1.0|1.0|1.0|1.0|3.56|3.3|0.08|5.36|124.4|1.0|1.0|136.36|0.0|6.0|-5.8|-6.63|461.54|0.0|0.0|-5.1|1.6e-06|0.000739|0.0036799999999999|3.5|0.0|3.4299999999999995e-10|1.58e-07|5655.0|3.7222|-1783.562578|-1783.5397829999995|707.08|1249.84|0.2996|583.88|0.4609|0.60449|0.0817|-0.15158|-0.22365|0.02279458|-1783.340519|7585.0
12ao_a36|3.477902101|0.0|7.412764017000001|2|2|1.297043885|-0.058597382|-0.007081548|-0.065314765|2|10.94919858|1|0.1523047569999999|-0.095253274|-0.1619981409999999|-0.435820128|1|0.90500247|0.82626942|0.8800240009999999|0.856135378|0.832582759|-0.077866573|-0.1019516769999999|-67.45579866|11.76697353|85.17634667|110.7707502|-0.03775988|-44.63177966|0.0|0.7820981779999999|-2.039033535|-34.08795068|78.51108393|-24.98362913|63.28698809|0.462968912|2794.663089|550.8740683|-1349.115973|2298.760179|-16.53028876|0.8620895909999999|5943.227395|144.1736112|0.016708791|-373.2975961|1724.9956719999998|698.847203|1.0|0.0|0.0|0.0|2.0|4.87|0.0|0.12|3.62|69.2|1.0|0.0|133.84|0.0|6.0|-4.58|-6.34|407.47|0.0|1.0|-4.55|2.6e-05|0.0106|0.0115|3.45|0.0|9.66e-08|3.94e-05|4.6597|3.4743|-1310.361099|-1310.328652|701.9|1190.17|0.6249|548.59|0.4962|0.7045|0.0033|-0.14207|-0.19662|0.03244719|-1310.138396|7.5229
26_a47|0.0|0.0|6.86171134|0|0|1.304328272|0.11828578|-0.012090143|-0.200192886|2|10.94972213|1|-0.24731748|-0.035472095|-0.079370393|-0.5899218279999999|2|0.6850994429999999|0.845040087|0.910081385|0.651797437|0.7104381999999999|-0.098127284|-0.101679756|-59.08415114|12.13564316|9.608109253|168.2587945|-0.038735145|-34.3326642|60.07342336|0.717639177|-1.626876095|-33.13315474|73.39007585|-22.50824805|69.15552111|0.474969855|2625.572598|412.8219782|-945.3464183|1341.904566|-13.07911017|0.90465254|5994.406615|164.0744453|0.024619511|-252.9318822|1317.300461|457.1122177|0.0|1.0|1.0|1.0|2.0|3.13|2.66|0.05|2.84|98.72|1.0|0.0|104.8|0.0|4.0|-4.86|-6.51|396.81|0.0|0.0|-4.56|1.3699999999999998e-05|0.00545|11.0|3.12|0.0|5.97e-08|2.37e-05|4.7963|3992.0|-1696.096597|-1696.075481|592.84|1006.59|0.3197|443.78|0.50921|0.68707|77.0|-0.16642|-0.22921|0.02111593|-1695.993821|7.9
6e_a40|0.0|0.0|8.421342866|1|2|0.604892975|0.128035402|-0.0148450439999999|-0.074872854|0|10.30179954|2|-0.276969278|-0.020200684|-0.037027769|-0.6319354389999999|0|0.685858263|0.8361555479999999|0.8988141140000001|0.648802794|0.74620476|-0.107312598|-0.1164147119999999|-76.50178121|10.43262695|185.1473293|166.7812216|-0.04873174|-50.27304895|35.33106374|0.866991176|-2.095464821|-46.34235117|84.95203628|-32.02400144|80.95296505|0.441911406|3075.060648|490.3675161000001|-1377.032062|3854.417113|-21.04453212|0.791830204|7585.605268000001|87.40658058|0.012858969|-482.3355765|1588.2884390000002|587.7345677999999|1.0|0.0|1.0|1.0|1.0|3.98|3.16|0.21|5.02|173.43|2.0|2.0|125.15|1.0|5.0|-7.76|-6.09|476.98|1.0|0.0|-5.58|1.74e-08|8.31e-06|0.00124|4.4|0.0|2.35e-05|0.0112|2.9549|2.9549|-2831.191706|-2831.156883|671.95|1149.77|0.3625|537.07|0.67187|0.67187|0.3625|-0.1195799999999999|-0.2164|0.03482243|-2831.048968|7.7447
10_a3|0.0|0.0|6.823286122000001|0|0|0.605017375|0.190318474|-0.010609861|-0.1152010919999999|3|10.31162304|1|0.033279122|-0.0495219879999999|-0.0947326669999999|-0.616256033|3|0.8947911009999999|0.743072638|0.8136572320000001|0.834020779|0.747406318|-0.1007256719999999|-0.0989320009999999|-45.8148076|6.768239856|248.0820067|116.9745968|-0.0359752729999999|-21.21655855|80.37219813|0.7066293240000001|-1.187184014|-21.60122201|56.68388955|-16.65993003|53.41368558|0.41220272|2098.79955|346.1193167|-549.7776912|1361.86525|-7.715112198|0.701266803|4600.496436|135.8581743|0.023470578|-191.3775649|778.0284121000001|311.6695405|0.0|1.0|0.0|1.0|1.0|3.02|1.78|0.0|3.79|105.82|0.0|0.0|88.28|0.0|2.0|-4.3|-6.44|305.36|0.0|0.0|-3.84|5.07e-05|0.0155|0.0443|2.43|0.0|3.06e-07|9.35e-05|5375.0|3.4217|-1288.190838|-1288.150029|498.67|830.63|0.2124|323.26|0.41894|0.68995|0.0463|-0.15011|-0.21249|0.04080931|-1288.097561|5.1
12_a4|0.0|0.0|7.535296702|1|1|0.295190368|-0.1494133309999999|-0.0021497879999999|-0.271149771|2|10.31168324|1|-0.055590089|-0.051501982|-0.085553511|-0.220286906|2|0.5687812560000001|0.8157155359999999|0.8749408470000001|0.531333552|0.805238097|-0.070256284|-0.074699711|-44.33087544|6.936764267999999|15.80191019|115.5823166|-0.025916226|-26.30835499|7.519189887|0.717772573|-1.269895089|-24.74343259|53.59101661|-15.38009964|48.6306683|0.470780296|2927.48584|477.8721263000001|-753.6248824|1962.933988|-9.127388465|0.889574393|6390.233612|167.4891205|0.015603795|-258.476202|1049.9494|608.4548423|1.0|0.0|1.0|1.0|0.0|3.41|2.94|0.23|3.69|86.12|1.0|0.0|113.02|0.0|4.0|-4.18|-6.84|404.48|0.0|0.0|-4.33|6.57e-05|0.0266|0.0188|2.72|0.0|1.45e-08|5.85e-06|4.8592|3.8083|-1617.861623|-1617.826064|640.67|1101.33|0.1194|503.28|0.63967|0.68825|0.0464|-0.16224|-0.2312199999999999|0.03555871|-1617.634733|5032.0
11f_a5|2.967866825|0.0|6.605297921|1|1|1.370797007|-0.251797205|-0.0037371509999999|0.022233547|3|10.94877949|1|-0.1323098|-0.128153787|-0.203228986|-0.230681941|2|0.785419245|0.756843253|0.800575032|0.750555185|0.847356138|-0.068361657|-0.074612137|-51.92819555|15.41338844|70.39517801|106.23633909999998|-0.022252743|-36.14073513|13.29510896|0.5109475960000001|-1.268406334|-33.11311829|73.05195434|-15.48735657|62.99140465|0.463183664|2853.401015|589.7388387999999|-882.7793242999999|1125.122028|-10.77881574|0.8628345190000001|5969.213977|340.3683339|0.030351311|-15.23851001|1727.7296760000002|753.9168511|0.0|1.0|1.0|1.0|1.0|3.35|2.87|0.24|4.61|76.16|1.0|0.0|126.79|0.0|7.0|-3.95|-6.99|427.5|0.0|1.0|-4.26|0.000112|0.0477|0.0234|2.7|0.0|2.12e-09|9.06e-07|4.4523|4.1356|-1391.7602960000002|-1391.722248|729.96|1239.35|0.5834|579.1|0.6593600000000001|0.64937|0.1834|-0.1691|-0.20772|0.03804804|-1391.50739|7.9208
6f_a40|0.0|0.0|8.421342866|1|2|0.604893424|0.134099184|-0.01691341|-0.156988665|0|10.30179966|2|-0.233222505|0.048543494|0.092206207|-0.628934821|0|0.7710013309999999|0.836826225|0.896373207|0.742681934|0.655786513|-0.134203859|-0.130571562|-83.88605319|10.2782635|207.7174501|221.1408856|-0.052228625|-53.89282175|40.01876255|0.8628087240000001|-2.350288117|-55.39203581|92.77827871|-33.55442128|96.49789556|0.410805404|3021.330686|421.31181889999993|-1509.948957|3072.581297|-21.5571287|0.69723213|7328.308886|88.13890599|0.013841059|-466.1748926|1750.039046|593.503189|1.0|0.0|1.0|1.0|2.0|4.05|2.53|0.21|3.66|199.45|1.0|3.0|124.54|1.0|5.0|-6.95|-6.9|457.55|1.0|0.0|-4.64|1.13e-07|5.18e-05|0.0105|3.09|0.0|0.0002109999999999|0.0967|3.5741|2.57|-2426.972609|-2426.924155|668.95|1139.55|0.2362|507.64|0.66642|0.69911|0.0158|-0.1131799999999999|-203.0|0.04845403|-2426.787111|7.3768
14n_a23|0.0|0.0|7.423568444|0|0|1.197963531|0.009802461|-0.0068536419999999|-0.027380305|2|10.3132176|2|0.144230149|-0.110069159|-0.199540201|-0.404569286|2|0.756252127|0.802854174|0.861597051|0.71381683|0.89327435|-0.058928845|-0.082430028|-55.70499288|18.26553926|97.93357279|72.12361433|-0.032325501|-37.64460956|97.39429807|0.6868205409999999|-1.648600566|-26.91195666|72.09248208|-21.84509525|58.08878013|0.469606631|3014.591033|603.6615822000001|-1114.099858|2195.877777|-14.76259199|0.885393105|6740.54932|211.642042|0.0242495529999999|-252.5011125|1622.112023|683.7405759|0.0|0.0|1.0|1.0|1.0|3.53|3.66|0.09|3.42|114.25|2.0|1.0|126.78|0.0|6.0|-5.63|-6.47|441.51|0.0|0.0|-5.02|2.32e-06|0.0010199999999999|0.0042299999999999|3.55|0.0|3.11e-08|1.3699999999999998e-05|3.4217|3.4217|-1744.450916|-1744.42791|710.48|1209.95|0.4229|575.71|0.6955|0.6955|0.4229|-0.1382|-0.2077099999999999|0.02300614|-1744.244532|9.2441
18_a34|0.0|0.0|7.423568444|1|1|1.4547811819999998|-0.063113846|-0.014733513|-0.101546926|1|10.9595763|1|-0.155197864|-0.3102088839999999|-0.478810922|-0.493450778|1|0.759292258|0.805756513|0.8584852479999999|0.713979177|0.68981472|-0.090328365|-0.129784908|-71.65163761|22.55015528|66.6880793|171.24705480000003|-0.0422555509999999|-39.55742812|54.26737825|0.695849945|-1.816988713|-27.53138148|86.77082535|-23.32844015|72.41862911|0.441058733|2424.18137|380.8328339|-1003.122927|1774.550004|-12.87916264|0.789096743|5296.289007|167.9151283|0.027385869|-216.2496321|1441.579371|428.6241319|1.0|1.0|1.0|1.0|0.0|3.28|3.61|0.21|3.13|75.47|1.0|0.0|93.91|0.0|5.0|-4.32|-6.26|351.36|0.0|1.0|-4.11|4.77e-05|0.0167|0.0275|3.07|0.0|2.22e-06|0.000781|4.4335|4.1234|-1199.288654|-1199.259634|592.04|991.93|0.3525|483.87|0.56101|0.60488|0.0303|-0.17549|-0.21474|0.02902032|-1199.158044|5.6144
4d_a49|0.0|0.0|7.535296702|1|1|1.343847746|-0.06085453|-0.006135653|-0.058204482|2|10.92777282|1|-0.151004418|0.000511959|0.000850823|-0.417231241|2|0.7745859279999999|0.783870915|0.834151595|0.749565191|0.752634646|-0.089942837|-0.085966608|-52.95392476|8.392883773|85.21839288|152.3727245|-0.0281044679999999|-32.61868996|57.16412513|0.654728051|-1.461432343|-34.12740785|66.51766234|-17.31186002|63.79609555|0.470013152|2658.242991|463.6097566000001|-900.2167208999999|1640.195062|-10.66380249|0.8868392740000001|5915.214567|212.6814716|0.022019681|-190.6195379|1374.947536|641.1445234|0.0|1.0|1.0|1.0|2.0|3.38|2.68|0.22|3.16|98.72|1.0|0.0|115.63|0.0|6.0|-3.13|-7.7|398.46|0.0|0.0|-3.35|0.000743|296.0|0.18|1.45|0.0|2.64e-08|1.05e-05|5.7447|3.8047|-1293.333712|-1293.29417|668.09|1144.04|0.2549|495.7|0.40593|0.6782100000000001|0.0879|-0.15888|-0.2219699999999999|0.0395418|-1293.107454|7.7447
14_a1|3.3674017380000003|0.0|7.423568444|1|1|1.430935835|0.043282217|-0.015636898|-0.175408303|1|10.94959842|1|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|0.805877431|0.795744863|0.593170871|-0.12658238|-0.122581374|-72.59355177|19.5711254|161.1772893|240.9270705|-0.046308519|-42.99041175|104.2594419|0.753357398|-2.083883365|-44.39360096|87.02320758|-27.42423067|94.53410059|0.47517581|2678.985809|351.2799603|-1234.09038|1876.042189|-16.24082222|0.905399978|5748.712211|146.0634832|0.0243658979999999|-300.0800645|1638.120743|513.4628663999999|1.0|1.0|1.0|1.0|2.0|3.25|2.35|0.05|4.04|103.12|1.0|0.0|106.85|0.0|4.0|-4.52|-6.73|384.39|0.0|0.0|-4.25|3.03e-05|0.0116|0.0218|2.7|0.0|2.03e-08|7.81e-06|3.8344|3.3061|-1292.588129|-1292.55322|621.08|1049.56|0.4442|464.08|0.6572600000000001|0.69894|0.3497|-0.1336|-0.19322|0.03490867|-1292.415211|7.0269
19j_a38|3.235947106|0.0|7.412764017000001|2|2|1.29704352|-0.089207643|-0.007976154|-0.04575843|2|10.95429182|1|0.23209815|-0.09493054|-0.20848518|-0.42133715|1|0.7163622890000001|0.846765471|0.908721232|0.6885713729999999|0.8071763829999999|-0.0844479869999999|-0.108006563|-73.92901683|17.15233756|131.29876370000002|131.9851314|-0.038119963|-50.60340201|29.18585028|0.714369845|-1.944118135|-39.565701700000005|90.05233553|-26.09259418|74.95583121|0.408533267|2969.234865|552.5012068|-1330.722303|3109.238056|-17.86002424|0.6907121629999999|6704.612831|195.5099392|0.023555355|-293.4664598|1862.79182|640.025745|1.0|0.0|1.0|1.0|3.0|4.81|2.34|0.13|3.17|105.02|1.0|0.0|130.41|0.0|5.0|-4.35|-7.13|426.45|0.0|0.0|-4.12|4.46e-05|19.0|0.0322|2.5|0.0|1.2099999999999998e-07|5.14e-05|6.0361|3.6886|-1424.426858|-1424.390074|686.26|1163.3|354.0|533.97|0.30419|0.69435|0.2625|-0.15182|-0.21629|0.03678378|-1424.24494|8.1146
13c_a6|3.441255118|0.0|7.412764017000001|1|1|1.424213869|-0.046663393|-0.010619065|-0.0122495089999999|1|10.95129637|1|0.081059709|-0.106686991|-0.174259072|-0.490486317|1|0.845481322|0.780680481|0.8353837409999999|0.7995080809999999|0.786809832|-0.093635525|-0.111231609|-75.71763296|20.79409503|157.60887419999997|145.12291069999998|-0.039875482|-51.54254258|567.1031411|0.772032541|-2.11340057|-43.38886312|88.21184769|-27.1440571|84.53371376|0.466844407|2880.850692|535.5975578|-1438.635026|3135.546462|-18.47751526|0.875625075|6204.855629|155.1821156|0.018354398|-370.3562372|1863.438327|692.8471883999999|1.0|1.0|1.0|1.0|2.0|3.61|2.53|0.16|5.38|95.85|2.0|0.0|121.6|0.0|6.0|-5.95|-5.88|423.47|0.0|0.0|-5.27|1.11e-06|0.000471|0.00229|4.23|0.0|3.96e-10|1.68e-07|5.992000000000001|3.6519|-1389.39897|-1389.371325|719.8|1217.77|0.5471|596.15|0.48478|0.7008800000000001|0.28|-0.14975|-0.1999|0.0276450999999999|-1389.184603|7.1367
4_a18 (SD-208)|0.0|0.0|0.0|2|2|1.304335262|0.055002235|-0.012457606|-0.113324634|3|10.95382003|0|-0.047745689|-0.15379315|-0.3630339729999999|-0.564165402|1|0.773173718|0.83508768|0.904723479|0.721664823|0.77909674|-0.077885485|-0.099573708|-51.27494074|10.90456851|103.6318511|113.7529353|-0.034985357|-26.40375252|0.0|0.602029021|-1.2944582059999998|-20.652731600000003|69.63488061|-18.01551972|51.01127638|0.454067432|2395.526727|401.1916387|-666.5742296|1822.914738|-9.276994128|0.831728055|5348.394288|204.9329964|0.035654206|-105.0785813|1107.212786|363.2306414|0.0|1.0|1.0|1.0|1.0|2.77|2.54|0.0|3.54|76.48|1.0|0.0|92.87|0.0|3.0|-4.29|-6.31|352.75|0.0|0.0|-4.38|5.12e-05|18.0|0.0146|3.02|0.0|7.06e-09|2.49e-06|5.1755|3.2777|-1542.296276|-1542.276332|537.47|895.83|0.2761|396.17|0.4646|0.69028|0.2316|-0.13588|-0.2358|0.0199445|-1542.207472|7.0969
11b_a5|2.943854668|0.0|6.605297921|0|0|1.277648917|-0.2023158669999999|-0.003900104|0.008093965|2|10.94877958|1|-0.108457009|-0.0109928619999999|-0.017658026|-0.252164213|2|0.735954089|0.805760343|0.8645824520000001|0.682032125|0.8737310509999999|-0.07633373|-0.080664777|-48.42513182|9.829471091|55.25128526|75.80248447|-0.029332646|-29.07084703|1.880682804|0.66824472|-1.290636432|-27.50997723|62.16286481|-17.60913884|55.65456427|0.456131351|2434.505303|524.5231302|-774.8021092|913.0178976|-10.5712171|0.83867925|5107.577902|199.1611925|0.0228838029999999|-202.0032297|1159.458633|504.9898148|1.0|1.0|1.0|1.0|1.0|2.99|2.55|0.1|5.38|63.69|2.0|1.0|106.58|0.0|6.0|-4.65|-6.03|376.84|0.0|1.0|-4.69|2.26e-05|0.00853|0.00767|3.62|0.0|7.109999999999997e-10|2.68e-07|4.4995|4.1982|-1564.761898|-1564.72614|635.55|1063.35|0.5806|511.28|0.61027|0.6284|0.2013|-0.17107|-0.21291|0.03575776|-1564.621301|7.7212
