molecula|SaaNH|SssssC|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|AATSC1s|n6HRing|BCUTi-1|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
47a_a18|0.0|0.0|7.03438793|1|1|0.403918489|0.018016478|-0.006027559|-0.18843247|0|10.35082811|0|0.066507683|-0.232940071|-0.358939392|-0.369841706|0|0.842412605|0.766261502|0.7991211029999999|0.792293789|0.778790861|-0.082855697|-0.099310031|-81.42570819|11.58086543|100.7293848|181.3725215|-0.036234741|-66.76209701|110.0917322|0.7936193709999999|-2.681370849|-55.70051708|93.5899242|-29.70938001|79.51543089|0.483193636|3612.105567|638.5417107999999|-2198.494121|2250.179086|-24.3591435|0.934960691|8405.670404|169.2144153|0.014835962|-481.4854016|2770.212274|1225.939287|1.0|1.0|1.0|1.0|3.0|4.97|0.0|0.28|0.48|123.06|3.0|1.0|158.24|1.0|12.0|-6.74|-6.49|547.67|0.0|0.0|-5.58|1.8100000000000002e-07|9.9e-05|0.00143|4.44|1.0|5.4e-09|2.95e-06|3.1947|3.1947|-2098.807018|-2098.773074|874.47|1536.87|0.6094|813.01|0.69508|0.69508|0.6094|-131.0|-0.18291|0.0339441|-2098.359766|9.0
13d_a5 (GW788388)|2.945204608|0.0|6.605297921|1|1|1.236844097|-0.0959854909999999|-0.005668173|-0.009710199|3|10.94530363|1|-0.14893897|-0.010147323|-0.016337128|-0.3706975529999999|2|0.7333482170000001|0.78479342|0.834800344|0.71006207|0.774103723|-0.086824482|-0.0844793|-55.87383979|9.637686167|151.3669372|149.40573999999998|-0.0291837579999999|-36.95444874|44.69922692|0.669182121|-1.605106706|-37.98032007|70.45205183|-19.30187193|67.0626077|0.488398052|2834.036315|511.985152|-1061.602956|1377.863026|-12.76608229|0.954644629|6122.792779|218.7999323|0.022041749|-223.7910275|1586.418589|723.0631751|0.0|1.0|1.0|1.0|2.0|3.21|2.74|0.2|4.56|92.79|1.0|0.0|121.68|0.0|6.0|-4.35|-6.94|425.48|0.0|0.0|-4.35|4.429999999999999e-05|0.0189|0.0192|2.75|0.0|1.45e-09|6.16e-07|4.6091|4.1706|-1390.589662|-1390.548362|707.09|1206.73|0.5251|532.01|0.42515|0.48848|0.1549|-0.17299|-0.22841|0.04130059|-1390.355751|7.7447
25_a47|0.0|0.0|6.86171134|0|0|1.30432753|0.037667531|-0.010144825|-0.1084905069999999|2|10.94972207|1|-0.120903298|-0.108691353|-0.235822787|-0.545763902|2|0.6553889970000001|0.8462332770000001|0.906449648|0.622598899|0.786958319|-0.073339312|-0.08797211|-53.40631957|12.27779881|11.20142696|129.3338553|-0.031278972|-32.42203672|51.5831002|0.6238742279999999|-1.407553754|-27.0291331|71.17072517|-18.98891362|56.80080434|0.4760601829999999|2704.5905190000003|477.748546|-854.5011131000001|1514.111398|-11.52783528|0.908616158|6236.813862|228.3393366|0.029261935|-150.4037281|1369.668876|513.2159236|0.0|1.0|1.0|1.0|2.0|3.26|3.27|0.1|3.29|84.73|2.0|0.0|109.7|0.0|5.0|-4.99|-6.3|410.83|0.0|0.0|-4.82|1.01e-05|0.00417|0.00626|3.53|0.0|9.79e-09|4.02e-06|4.8002|3.9878|-1735.414386|-1735.385814|626.55|1062.81|287.0|491.7|0.53663|0.68761|0.0702|-0.16588|-0.22919|0.0285712999999999|-1735.279715|7.8
12ap_a36|3.4417292610000003|0.0|7.412764017000001|2|2|1.2970441659999998|-0.06398791|-0.007719624|-0.010732275|2|10.95430638|1|0.117738331|-0.098598933|-0.175397741|-0.436880644|1|0.8707354620000001|0.832758813|0.893689741|0.8212311840000001|0.830587483|-0.082622504|-0.106173763|-69.6632787|14.26936622|82.56761031|111.1558165|-0.037473093|-45.7078307|0.0|0.737851886|-1.91112774|-35.56900768|83.16347311|-24.58703954|68.48007054|0.464588|2843.18721|544.9693552|-1253.939017|2328.307856|-16.13217554|0.86772056|6003.481614|172.00197649999998|0.020575639|-312.1212186|1699.445432|642.3830552000001|1.0|0.0|0.0|0.0|2.0|4.78|0.0|0.13|2.75|92.99|1.0|0.0|128.47|0.0|5.0|-3.99|-7.08|406.44|0.0|0.0|-3.95|0.000101|0.0412|0.0458|2.4|0.0|2.21e-07|8.97e-05|4.9124|3.8801|-1325.199863|-1325.159466|691.41|1160.79|0.8819|553.28|0.59563|0.6929|0.3982|-0.15704|-0.21788|0.04039655|-1325.0127220000002|7.4949
17f_a50|0.0|0.0|7.934155233999999|1|1|1.349854916|-0.2208117919999999|-0.002205848|0.022892513|1|10.94501702|2|-0.275290802|-0.247590736|-0.407467272|-0.204651539|1|0.758335704|0.7851209440000001|0.8314734309999999|0.7241275009999999|0.911458734|-0.047333916|-0.074859564|-46.03121141|10.09339793|6.382846132999999|54.44410182|-0.026836447|-28.30463221|82.90209608|0.721122105|-1.422331714|-17.89709978|55.9791334|-16.50175503|39.19906437|0.472769049|2582.272632|560.4567739|-874.5930167000001|1929.981543|-10.14694362|0.896702|5579.97966|171.48226169999998|0.01617809|-271.9363523|1212.822364|652.6793116|1.0|1.0|1.0|1.0|0.0|3.81|2.97|0.26|2.87|51.77|1.0|0.0|116.81|0.0|6.0|-3.58|-6.64|384.48|0.0|1.0|-4.12|0.000266|102.0|0.0291|2.83|0.0|4.15e-07|0.00016|4.0664|4.0664|-1219.2481369999998|-1219.220465|653.63|1146.22|0.1708|564.52|0.6573899999999999|0.6573899999999999|0.1708|-0.16784|-0.20148|0.0276719|-1219.02507|6.4001
12bd_a36|3.497517322|0.0|7.412764017000001|2|2|1.297043358|-0.051990612|-0.006695407|-0.045630197|2|10.94639828|1|0.042808724|-0.101854847|-0.169994208|-0.436345273|1|0.902377067|0.78699829|0.833398429|0.857993338|0.832478093|-0.071083327|-0.099460046|-65.65179884|11.7156452|83.92365468|110.578217|-0.035521445|-43.33557909|0.0|0.78244124|-1.989200921|-30.9716039|75.7932235|-23.44707102|58.63647911|0.475272043|2772.776922|549.5039111000001|-1313.035977|2403.371086|-15.47699253|0.905749421|5957.939097|143.6066496|0.015363883|-372.868829|1678.127264|729.1873176|1.0|0.0|0.0|0.0|2.0|4.95|0.0|0.21|3.76|69.2|1.0|0.0|133.68|0.0|5.0|-4.54|-6.38|409.49|0.0|1.0|-4.6|2.8600000000000004e-05|0.0117|0.0102|3.41|0.0|4.55e-08|1.86e-05|3.8786|3544.0|-1311.591775|-1311.560669|706.26|1200.23|0.4467|568.94|0.69411|0.7044100000000001|0.0058|-0.1459|-0.19826|0.03110617|-1311.352257|7.7696
21b_a23|0.0|0.0|7.525639975|0|0|1.197963051|0.094654108|-0.005936474|-0.008526338|2|10.31321725|2|0.107996329|-0.069382957|-0.130528352|-0.481470603|2|0.7038407329999999|0.7717839409999999|0.8339434929999999|0.668547062|0.930728719|-0.0596425779999999|-0.083105261|-58.25915868|10.15224639|41.6766724|48.56114386|-0.034219814|-40.84133198|86.65837165|0.812334718|-1.745210489|-29.31080756|67.68046598|-23.98906534|51.9633947|0.458461834|3074.083057|652.4673795|-1223.442332|2531.041828|-16.81701905|0.846591917|6919.229053|131.5587155|0.013439264|-437.9110924|1506.081551|712.6737861|0.0|0.0|1.0|1.0|1.0|3.59|3.42|0.08|3.92|128.81|2.0|1.0|129.97|0.0|5.0|-6.1|-6.42|450.52|0.0|0.0|-5.22|8.02e-07|0.000361|0.00273|3.7|0.0|1.43e-08|6.45e-06|4.0023|3.6237|-1761.498874|-1761.4722969999998|735.65|1247.38|0.2607|611.6|0.57848|0.70139|0.2333|-0.15033|-0.23434|0.02657688|-1761.294175|7.0691
7l_a46|0.0|0.256706467|7.727094485|1|1|1.160371354|-0.2644255789999999|-0.00090473|0.017668261|2|10.9642261|1|-0.331246137|-0.087877164|-0.143129469|-0.1082221709999999|2|0.659888413|0.7746144629999999|0.825629852|0.6539666829999999|0.907148114|-0.0565894359999999|-0.06289606|-30.34397256|5.5935102720000005|8.13531199|44.79605077|-0.022013621|-14.63933792|51.39110437|0.67467081|-0.880544835|-13.17144326|38.22273917|-10.620390400000002|32.8948756|0.46327253|1920.310099|437.65027010000006|-424.8156159|1246.417766|-5.1237682730000005|0.863142947|4046.614178|156.9538706|0.016330867|-168.5385796|629.6635476|375.721552|1.0|1.0|0.0|1.0|0.0|3.04|2.64|0.28|3.59|43.6|0.0|0.0|86.96|0.0|2.0|-3.18|-6.22|290.36|0.0|1.0|-3.72|0.000668|0.1939999999999999|0.0548|2.61|0.0|5.19e-07|0.000151|4.5464|4.5464|-915.6081232|-915.5830363|517.29|879.87|0.2024|414.82|0.68834|0.68834|0.2024|-0.18993|-0.2231699999999999|0.025086919|-915.493986|5.7122
14e_a23|0.0|-4.45581912|7.423568444|0|0|1.197957573|0.059967018|-0.008865361|-0.272389934|2|10.3132176|2|0.072830644|-0.07256543|-0.226146643|-0.5232404310000001|2|0.560094237|0.791790895|0.8510270329999999|0.5415996160000001|0.925392058|-0.073376247|-0.089453046|-62.2612068|12.5437807|48.244071000000005|51.92870134|-0.03935934|-43.33511299|0.5612316039999999|0.796525872|-1.96796702|-35.54678231|74.75779594|-27.39493099|63.61519626|0.49543439|3255.313968|644.0923882999999|-1369.74655|2428.874279|-19.06744972|0.981902808|7663.17288|141.6222839|0.017954325|-412.7765217|1719.6510460000002|658.8108151|0.0|0.0|1.0|1.0|1.0|3.54|3.62|0.09|4.42|105.02|2.0|1.0|125.29|0.0|6.0|-6.38|-6.06|479.48|1.0|0.0|-5.79|4.1200000000000004e-07|0.000198|0.000773|4.46|0.0|5.94e-09|2.85e-06|3.7033|3.7033|-1966.96594|-1966.943431|706.39|1209.58|0.3178|571.39|0.63922|0.63922|0.3178|-153.0|-0.2342199999999999|0.02250947|-1966.785007|8.5214
3p_a32|3.456037415|0.0|8.02059915|1|1|0.609420752|0.007752757|-0.008735261|-0.028895521|0|10.31100269|3|-0.092884784|-0.146606489|-0.26891009|-0.53666614|0|0.737842269|0.8599558070000001|0.918782026|0.6956696440000001|0.8195708759999999|-0.070907174|-0.098773656|-58.13283248|12.5150622|40.28175307|106.1908248|-0.029183126|-34.21384146|57.82331968|0.6199678829999999|-1.28405753|-24.56127372|73.07639870000001|-17.1756096|54.24719019|0.416240891|2650.4178850000003|482.3550967|-755.7268222|3037.061498|-10.10863498|0.713035367|5960.446219|223.6663527|0.025390655|-141.21321609999998|1218.977375|530.5658569|1.0|0.0|1.0|1.0|1.0|3.38|2.6|0.26|6.06|131.25|1.0|0.0|112.37|0.0|4.0|-5.11|-6.8|395.5|0.0|0.0|-4.25|7.78e-06|0.00308|0.0222|2.7|0.0|1.62e-07|6.4e-05|3.6436|3.6436|-1879.554272|-1879.527843|626.32|1057.58|0.3083|471.04|0.7017100000000001|0.7017100000000001|0.3083|-0.15055|-0.20018|0.02642856|-1879.406962|7585.0
17b_a50|0.0|0.0|7.934155233999999|1|1|1.348984601|-0.145258626|-0.002181823|0.013050204|1|10.94500663|2|0.05636897|-0.2252068689999999|-0.357011777|-0.237489143|1|0.7715057479999999|0.7621727979999999|0.799772151|0.748900413|0.931849183|-0.047785496|-0.07555585|-52.58062823|8.976922737999999|9.9094658|47.42733742|-0.02681014|-36.59177249|86.9549829|0.803386523|-1.662228695|-23.14256283|59.65808461|-18.65764227|42.23167946|0.4835366239999999|2765.537065|648.4900322000001|-1156.773821|1948.148592|-12.98417734|0.936245718|6059.076348|136.82673369999998|0.010169967|-422.2639022|1439.872076|862.3868512|1.0|1.0|1.0|1.0|0.0|4.17|3.57|0.35|4.18|51.77|3.0|0.0|131.39|0.0|8.0|-4.75|-6.09|426.56|0.0|1.0|-4.91|1.7899999999999998e-05|0.00763|0.0052|3.96|0.0|2.87e-08|1.22e-05|4.2447|4.0418|-1337.1910779999998|-1337.164673|752.09|1300.3|0.1817|647.75|0.6269899999999999|0.66195|0.1758|-0.16699|-0.19879|0.02640483|-1336.899093|6.9136
37_a18|0.0|0.0|7.03438793|2|2|1.251176176|-0.0013530679999999|-0.005351023|-0.018808538|1|10.94702064|0|-0.0276034839999999|-0.1483628609999999|-0.224171123|-0.44541772|0|0.7100921609999999|0.725028151|0.761336899|0.699483099|0.831783747|-0.068500679|-0.074857954|-54.7389628|6.653112344|12.63119843|123.0060763|-0.0286221589999999|-40.02719655|60.1335413|0.7648766029999999|-1.946306811|-36.62790634|65.15554136|-20.92960342|56.74339533|0.488368082|3055.795406|608.2316837999999|-1423.213033|1571.7484060000002|-15.30451633|0.954530133|7035.839448000001|171.9311063|0.0142451319999999|-387.3755475|1860.709332|1056.535856|0.0|1.0|0.0|1.0|2.0|4.31|0.0|0.3|3.68|76.5|2.0|1.0|151.14|0.0|7.0|-5.68|-6.14|480.6|0.0|1.0|-5.47|2.08e-06|0.000999|0.00161|4.36|0.0|1.51e-09|7.27e-07|3.2127|3.2127|-1532.997117|-1532.974371|794.5|1395.35|499.0|673.45|0.69305|0.69305|499.0|-0.13194|-0.18119|0.02274574|-1532.622404|7.4559
11_a33|3.221176304|0.0|7.686621335|0|0|0.609352951|-0.151505631|-0.008708023|-0.039406316|0|10.31100126|3|0.105574347|-0.122478641|-0.232296883|-0.393892466|0|0.8389087140000001|0.85401347|0.921896958|0.781083337|0.857287241|-0.070841241|-0.104881435|-50.94714637|16.37099833|45.43139569|69.3240686|-0.030847481|-24.74805685|0.0|0.552878386|-1.048814353|-16.71585694|68.11455221|-14.98445481|50.78279943|0.4673066279999999|2220.315582|416.4353629|-509.4714637|979.349175|-7.278840251|0.8772525659999999|4880.001461|217.193541|0.035341374|-51.37234937|921.4892038|335.4799765|1.0|1.0|1.0|1.0|1.0|3.19|2.31|0.13|5.77|120.17|0.0|0.0|89.77|0.0|3.0|-5.48|-5.97|328.41|0.0|0.0|-4.38|3.32e-06|0.00109|0.0136|3.28|0.0|5.92e-07|0.000194|3.5049|3.5049|-1669.324638|-1669.304085|506.55|858.89|0.5408|378.1|0.70381|0.70381|0.5408|-0.14132|-0.19938|0.02055276|-1669.251123|8.3188
6_a1|0.0|0.0|7.535296702|1|1|1.3488280769999998|-0.092471477|-0.005477033|0.021203156|1|10.95180041|1|-0.180874123|-0.230322048|-0.3632559589999999|-0.353456514|1|0.781885145|0.798346291|0.8524898329999999|0.741035199|0.8782596159999999|-0.057199415|-0.077422386|-37.41011914|10.15161645|64.63457366|58.82435931|-0.0238222729999999|-18.076387|95.13138767|0.576759436|-0.929068634|-13.35477777|49.61122373|-11.51080589|37.79009463|0.4218263379999999|1956.144556|424.3707604|-448.9214297|1383.161829|-5.56196523|0.7295841470000001|4061.042516|204.5077752|0.025250885|-74.17956941|778.3512535|359.9965854|1.0|1.0|0.0|1.0|0.0|2.94|2.54|0.22|3.61|39.94|0.0|0.0|86.31|0.0|3.0|-3.12|-6.21|291.35|0.0|1.0|-3.68|0.0007599999999999|221.0|0.0613|2.63|0.0|9.51e-07|0.000277|4.0635|4.0635|-935.5024827|-935.4750982|527.41|875.29|0.3399|405.23|0.69818|0.69818|0.3399|-0.16784|-0.1899799999999999|0.027384499|-935.378591|5.2924
17_a3|0.0|0.0|6.823286122000001|0|0|0.605019885|0.188373421|-0.009450704|-0.118246266|2|10.31163036|1|-0.027542873|0.020589494|0.036673175|-0.633373061|2|0.881253042|0.767641592|0.838125715|0.773152968|0.803075623|-0.098658557|-0.096067661|-48.88298017|5.251911643|234.4907116|100.2028184|-0.039557272|-24.87357062|76.17242478|0.840062179|-1.344947254|-25.54439812|55.39769571|-20.12828595|55.45324083|0.4383349039999999|2196.728425|408.6362608|-684.3617224|1667.279771|-10.24205849|0.780420408|4839.543958|81.38261354|0.012803096|-346.0738521|814.6560331000001|353.7528308|1.0|1.0|1.0|1.0|1.0|3.13|2.65|0.0|4.96|92.93|1.0|0.0|95.5|0.0|2.0|-5.53|-5.61|338.81|0.0|0.0|-4.93|2.96e-06|1.0|0.00399|3.88|0.0|3.28e-08|1.11e-05|3.2102|3.2102|-1731.75233|-1731.72355|537.32|891.3|0.4062|393.58|0.69481|0.69481|0.4062|-0.13155|-0.20359|0.02878063|-1731.663157|7.6383
11c_a5|2.930680267|0.0|6.605297921|0|0|1.427567332|-0.2117133739999999|-0.004590583|-0.050049777|2|10.94877953|1|-0.138950411|-0.011677718|-0.018887528|-0.269653478|2|0.679183645|0.8020105409999999|0.86113162|0.658307423|0.80472351|-0.078909483|-0.0873419269999999|-53.12487972|10.85837291|31.61751609|118.7750305|-0.0322785379999999|-32.31269264|4.089828494|0.707039635|-1.484812761|-29.19305715|66.02857181|-19.63310772|58.854300300000006|0.448016491|2497.685314|489.4652669|-903.1229552|926.234805|-11.94164728|0.811648325|5202.741647999999|178.1902995|0.021214793|-251.8596984|1277.330026|523.8031619|1.0|1.0|1.0|1.0|1.0|2.96|2.14|0.09|4.79|80.76|1.0|0.0|106.79|0.0|6.0|-4.13|-6.59|370.4|0.0|0.0|-4.1|7.38e-05|0.0273|0.0294|2.78|0.0|3.4000000000000003e-09|1.26e-06|4.5035|4.2087|-1218.492067|-1218.454079|636.14|1071.71|0.5327|512.32|0.60118|0.6267699999999999|0.2186|-0.1713299999999999|-0.21448|0.03798847|-1218.336116|7.6021
8_a27|2.599100867|0.0|6.605297921|0|0|1.406757715|0.188762686|-0.008444078|-0.077396262|2|10.93783465|1|-0.24946295|-0.106814855|-0.187486926|-0.535352745|2|0.6812785379999999|0.8000360390000001|0.8688656459999999|0.64927069|0.776384028|-0.078709803|-0.092265073|-43.96130162|10.41179748|122.0597403|106.5457267|-0.035880862|-20.94612822|61.18801154|0.751701834|-1.291711016|-17.86879446|53.20197882|-17.09606174|47.91445451|0.479730655|2132.9321670000004|369.9216992|-615.4582227000001|989.0070768|-8.145716531|0.92208134|4522.989286999999|118.305988|0.019394143|-239.8554499|818.753121|326.3351007|0.0|0.0|0.0|0.0|1.0|2.79|2.28|0.06|2.98|76.46|0.0|0.0|87.68|0.0|2.0|-3.23|-6.73|303.32|0.0|1.0|-3.52|0.000586|178.0|0.0907|2.0|0.0|5.2e-07|0.000158|4.1276|4.1276|-1004.515654|-1004.489001|507.76|848.58|0.2336|374.88|0.64893|0.64893|0.2336|-0.16958|-0.21973|0.02665292|-1004.432889|8.2218
7_a47|0.0|0.0|0.0|0|0|1.304326965|0.00763426|-0.008206422|-0.143650735|2|10.93671034|0|-0.262805289|-0.021071408|-0.04311702|-0.46105149|2|0.6995252890000001|0.817389583|0.8755534909999999|0.671549194|0.8473227320000001|-0.081264417|-0.095957591|-54.113260200000006|5.027768049|103.5602725|86.09912617|-0.036250645|-30.51603217|0.0|0.816979353|-1.631279045|-25.84337052|61.47335819|-20.44278719|50.85512286|0.405265781|2491.885862|477.8297898|-919.9254234|1968.695833|-11.52827882|0.681423344|5958.904826|103.2106353|0.0130514639999999|-357.5076454|1126.008167|526.6144628999999|1.0|1.0|0.0|1.0|2.0|2.96|3.14|0.09|5.63|58.04|2.0|0.0|111.28|0.0|4.0|-6.47|-4.8|393.84|1.0|0.0|-6.06|3.41e-07|0.000134|0.000345|5.49|0.0|3.52e-10|1.3900000000000001e-07|3.7203|3.7203|-1647.996662|-1647.963177|604.84|1043.33|0.2144|455.81|0.69314|0.69314|0.2144|-0.1544|-0.2073699999999999|0.03348545|-1647.841533|7.6
15_a47|2.9226792460000004|0.0|6.605297921|0|0|1.304329657|-0.164258919|-0.00516949|-0.072588375|2|10.9497222|1|-0.299654464|-0.007670908|-0.017562097|-0.332654104|2|0.644280611|0.830688568|0.897881853|0.614613723|0.791753677|-0.084413593|-0.0904066519999999|-48.36220049|8.917011222000001|61.0548099|111.3994409|-0.033307714|-25.87091101|0.0|0.711630105|-1.265693121|-24.15592798|59.79410145|-17.81765281|54.07328082|0.477646539|2327.320914|423.5412927|-677.0708068|869.1027727|-9.531388265|0.914412511|5075.773767000001|154.260803|0.021370407|-226.4191275|951.4364299|383.4213189|1.0|1.0|0.0|1.0|2.0|2.89|2.1|0.06|4.69|66.49|2.0|0.0|96.6|0.0|3.0|-4.89|-5.76|353.78|0.0|0.0|-4.85|1.29e-05|0.00455|0.00499|3.8|0.0|3.22e-09|1.14e-06|4.3312|4.0594|-1527.4104|-1527.376145|552.16|930.51|0.2828|419.75|0.67203|0.68008|0.0759|-0.16762|-0.2268|0.03425526|-1527.316555|7.8
13_a15|0.0|0.0|0.0|1|1|1.4356889940000002|-0.139434143|-0.006348913|-0.031457366|3|10.95980212|0|-0.010882979|-0.173728081|-0.272482143|-0.357554652|2|0.843715005|0.729838386|0.7784213259999999|0.796300317|0.8854875790000001|-0.068526782|-0.098053528|-61.86632281|10.21906987|142.67217639999998|72.25096855|-0.033811561|-39.03420883|0.0|0.755283433|-1.961070565|-27.279882500000003|72.41636305|-21.33321476|53.45565817|0.482317225|3028.485145|558.6934137000001|-1237.326456|3581.589629|-13.46007201|0.931684902|7196.400881999999|154.4025434|0.01672103|-322.1392954|1638.227985|830.7967967000001|1.0|1.0|1.0|0.0|1.0|4.13|4.19|0.07|4.33|59.51|2.0|0.0|138.24|0.0|6.0|-6.32|-5.26|448.52|1.0|0.0|-6.1|4.77e-07|0.000214|0.000357|5.32|0.0|1.27e-09|5.7e-07|3942.0|2.5721|-1450.756042|-1450.727602|674.36|1231.11|208.0|549.33|0.63827|0.70626|0.0003|-0.11283|-0.15229|0.02844037|-1450.462642|8.2218
13g_a6|3.457632039|0.0|6.842683282|0|0|1.424099171|-0.0961994219999999|-0.006574579|0.004767264|2|10.95053423|1|0.061423911|-0.12414699|-0.215607882|-0.46487852|2|0.836982172|0.774238891|0.832753533|0.789769968|0.871972049|-0.074216821|-0.091949419|-64.02222283|12.28038897|68.57626488|89.14285747|-0.0323525729999999|-44.57717132|0.0|0.7357333540000001|-1.747038966|-35.98038956|76.50577593|-22.52633766|63.95581946|0.444443571|2929.039254|607.1336751|-1216.422234|3916.754765|-15.68456028|0.7999971709999999|6332.20768|184.0026638|0.017929016|-328.2712049|1653.346592|744.1359788|1.0|1.0|1.0|1.0|2.0|3.61|2.34|0.12|5.41|103.17|2.0|0.0|128.63|0.0|6.0|-5.56|-6.31|431.49|0.0|0.0|-5.06|2.77e-06|0.0012|0.0038|3.7|0.0|2.67e-11|1.15e-08|5.9869|3.2472|-1386.611265|-1386.573241|739.55|1253.71|0.8442|592.49|0.38325|0.7034100000000001|0.0105|-0.1327|-0.20806|0.03802398|-1386.364067|6.9245
8f_a12|0.0|0.0|6.580639137|1|1|0.609895166|0.110310585|-0.008295703|-0.062406088|2|10.31134658|1|-0.023769395|-0.070713228|-0.125424286|-0.560548116|1|0.902669729|0.7475224290000001|0.80546986|0.8409290840000001|0.869823177|-0.072634742|-0.098932601|-56.220383|7.550959323|83.13642146|73.97552223|-0.03822396|-31.9483307|0.0|0.8381234340000001|-1.6818542230000002|-23.45595611|63.05721575|-21.72151161|48.82707007|0.460344828|2541.921472|494.2940092|-955.746511|1448.568734|-12.34367323|0.853035146|5481.952981|91.98952021|0.012030968|-384.290491|1140.340995|524.0516742|1.0|1.0|1.0|1.0|1.0|4.09|3.26|0.1|4.99|78.41|2.0|0.0|115.66|0.0|3.0|-5.7|-5.47|369.44|0.0|1.0|-5.24|1.99e-06|0.000735|0.00211|4.34|0.0|3.79e-09|1.4e-06|4.1744|3.6536|-1481.146454|-1481.115891|606.97|1020.81|312.0|441.97|0.59107|0.65098|0.2466|-0.15061|-0.2124|0.03056355|-1481.008909|6.1898
12aq_a36|3.427017327|0.0|7.412764017000001|2|2|1.297043497|0.0332421529999999|-0.0116333169999999|-0.135770278|2|10.95447882|1|0.131910912|-0.052743904|-0.090926893|-0.5356623070000001|1|0.892815402|0.839953955|0.89459881|0.849217847|0.681470612|-0.1093001919999999|-0.122078233|-81.56528598|14.29132551|86.6958382|212.8220574|-0.042953452|-54.49698711|112.415579|0.7619767479999999|-2.319486422|-48.79273723|95.39676382|-28.69889692|87.31909781|0.426481765|2932.54604|455.31741460000006|-1549.740434|2906.024504|-19.17486584|0.743623723|6296.75201|159.03272990000002|0.020701483|-350.0740123|2033.842158|689.2886595|0.0|0.0|0.0|0.0|3.0|4.83|0.0|0.13|1.92|112.29|1.0|0.0|131.85|0.0|6.0|-3.52|-7.79|424.46|0.0|0.0|-3.45|0.000304|129.0|152.0|1.55|0.0|7.19e-07|0.000305|3.9049|3.3759|-1401.669694|-1401.637414|703.04|1190.22|0.4988|534.96|0.6933199999999999|0.7058300000000001|0.0059|-0.13908|-0.19967|0.03228003|-1401.452487|7.2596
5e_a40|0.0|0.0|8.149890544|0|1|0.604912776|-0.091305805|-0.004925115|0.0601021459999999|0|10.31198323|2|-0.184667138|0.005996234|0.010397494|-0.391074665|0|0.535506399|0.8092726020000001|0.877722972|0.5087199929999999|0.864422751|-0.076883794|-0.089724264|-42.66853738|9.440323938|170.7311133|64.47400829|-0.035889706|-20.29110082|51.7148695|0.8223594679999999|-1.076691165|-17.38723451|48.81318333|-17.06741495|46.00255248|0.47779156|1986.384601|411.0778166|-512.0224486000001|512.5703164|-8.116440327000001|0.914944155|4158.984115|84.47727896|0.012921086|-306.597267|622.6260756|264.9899736|1.0|0.0|1.0|0.0|0.0|3.03|2.73|0.21|4.3|75.5|1.0|1.0|79.16|0.0|3.0|-4.78|-5.66|303.77|0.0|1.0|-4.25|1.66e-05|0.00505|0.0169|3.51|0.0|2.23e-05|0.00678|3.7138|3.7138|-1637.197299|-1637.180703|493.19|802.38|0.5262|390.33|0.69675|0.69675|0.5262|-0.14786|-0.2201699999999999|0.01659566|-1637.162552|7.6021
