molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|AATSC1are|BCUTi-1|AATSC7i|MATS1i|MATS1c|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA5|PPSA3|TPSA_x|FNSA4|WNSA5|RPCS|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
4b_a46|0.0|0|0|0|0.0|1|7.825245291|1|2.189591837|-0.00113356|5.587248657999999|2|-0.082722572|0.012332859|10.96200942|-0.128843936|-0.079238184|-0.16915334|0.6901151990000001|-0.263387881|-0.153841155|0.768651645|0.69830739|0|0.935245062|-0.0524080009999999|-0.070236212|-38.30877966|4.127907383|35.31914031|-0.0229342729999999|-20.89467173|56.7922535|-15.59093155|-12.50898928|32.7126858|2105.172229|510.1086157|-612.9404746|-6.822749952000001|0.189531974|5.76401157|10.09436488|15.43427855|0.007963679|-338.6757579|756.2796491|538.4165208|1.0|0.0|1.0|1.0|0.0|3.03|0.38|4.69|2.58|1.0|0.0|101.7|0.0|2.0|-4.35|25.0|3.0|-5.67|1.0|1.0|3.76|0.0149|2.35e-05|0.00782|3.74|0.0|2.12e-05|3.98|-1033.556797|588.79|272.4|508.79|0.68682|-1033.3243619999998|0.1784|-0.19082|3127.0|-0.21811|0.02176759|-1033.378455|3.7571|6.2612|6.2612
1a_a5|0.0|0|0|0|0.0|0|6.605297921|1|0.0|-0.001785522|4.59511985|2|-0.075791863|0.005921049|10.9502215|-0.123867037|0.069867374|-0.179831877|0.8309401009999999|0.11504495|-0.008431181|0.794139321|0.808272639|0|0.833638233|-0.071887159|-0.075618812|-38.07869556|4.047117885|83.77332129999999|-0.027665419|-19.17495143|0.0|-18.22870183|-13.93123008|40.24669785|1940.139869|419.7878208000001|-571.1804334|-7.015226132|0.274345323|6.199179484|11.38004491|19.19815378|0.016493595|-227.2618539|787.1243051|403.543273|0.0|1.0|1.0|1.0|1.0|0.0|0.16|3.08|2.09|0.0|0.0|93.49|0.0|3.0|-2.6|23.0|4.0|-6.58|1.0|0.0|1.75|755.0|0.000365|109.0|2.17|0.0|2.13e-05|2.85|-951.1394906|531.02|437.61|386.8|0.54123|-951.178584|0.0126|-0.12226|4.4956|-0.2262699999999999|0.028664612|-951.226623|6.7017|6.9706|6.9706
18a_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|-0.006673169|5.351858133|2|-0.041327798|0.005050384|10.31163887|-0.073280844|-0.053309522|-0.452377064|0.8421237309999999|0.003991162|-0.171895425|0.842671963|0.7961424690000001|0|0.85918121|-0.072474599|-0.095397479|-59.38972262|10.62073502|87.66676984|-0.036990859|-36.97308547|0.0|-28.08889239|-23.02866795|55.73981304|2721.874248|534.88346|-1128.40473|-14.33650253|0.209500834|7.050626413|12.72666325|29.1318055|0.016012295|-361.7006453|1427.458469|620.9195447000001|1.0|0.0|1.0|0.0|1.0|0.0|0.14|3.84|2.82|2.0|0.0|127.28|0.0|5.0|-5.28|29.0|4.0|-5.98|0.0|0.0|2.63|0.00208|1.4e-05|0.0056|3.87|0.0|9.21e-05|3.82|-1575.786909|665.12|357.18|508.08|0.69033|-1575.54671|0.3781|-0.1418|4.2514|-0.19785|0.03180853|-1575.604922|5.2813|7.6108|7.6108
19g_a38|0.0|1|0|0|3.229090845|0|7.412764017000001|2|0.0|-0.008497058|5.351858133|2|-0.037579797|-0.006877664|10.96052467|-0.096139701|-0.098027247|-0.438254637|0.653741315|-0.063110203|-0.076414544|0.892249657|0.632625562|0|0.7200062690000001|-0.086314802|-0.114243258|-72.29378538|14.52522351|177.181631|-0.038842708|-45.74791999|18.41027014|-34.56416368|-24.57988703|69.14572278|2897.384301|455.6240763999999|-1228.994351|-15.5542928|0.280058007|6.327835378|11.62016299|34.14148263|0.0228937029999999|-278.3610963|1707.074131|593.6088758|1.0|1.0|1.0|1.0|3.0|2.52|0.14|3.55|2.78|1.0|0.0|125.65|0.0|5.0|-4.25|31.0|5.0|-6.81|0.0|1.0|2.97|0.0238|4.67e-05|0.0196|2.88|0.0|3.19e-05|3.66|-1431.419426|638.82|336.12|475.84|0.69982|-1431.186566|0.0962|-0.15269|5.0677|-0.20748|0.03244515|-1431.244906|6.1765|7.3778|7.3778
18b_a25|0.0|0|0|0|0.0|1|6.842683282|0|1.824998189|-0.003259453|4.727387819|2|-0.018632104|0.006181503|10.31286058|-0.032776381|-0.034703635|-0.303383008|0.721100414|-0.026045966|0.001715854|0.8333962429999999|0.6915652390000001|1|0.936253893|-0.063132226|-0.078644297|-55.18621997|8.972372556|44.73187305|-0.0305838929999999|-38.7252349|0.0|-31.08693686|-21.46130777|53.27347337|3051.645565|656.9874135|-1158.910619|-15.05981357|0.215220531|8.654596906|17.09119768|27.34692815|0.013724883|-399.6704921|1476.7341199999998|809.2903831|1.0|1.0|1.0|1.0|1.0|3.56|0.07|5.93|2.2|2.0|1.0|138.56|0.0|6.0|-6.54|34.0|4.0|-5.93|0.0|1.0|4.35|0.000132|1.95e-06|0.000899|4.48|0.0|6.690000000000001e-08|4.32|-1767.52411|728.12|336.67|612.24|0.54166|-1767.2232149999998|0.0468|-0.15079|2.8141|-0.22145|0.03002332|-1767.286778|2752.0|7.2924|7.2924
47o_a18|0.0|0|0|0|0.0|0|7.03438793|1|0.0|-0.006476544|4.844187086|0|-0.006238734|-0.00046896|10.94702017|-0.009467295|-0.103458566|-0.490807196|0.7452092359999999|0.001673737|-0.066242713|0.781148177|0.733228144|0|0.806872998|-0.077288013|-0.088436375|-64.2280736|6.313168526|140.2610102|-0.034545459|-46.6464782|82.54478365|-40.76618466|-25.08909125|62.44459815|2857.120021|586.0020642999999|-1605.70184|-18.22128055|0.127246923|9.808930716|19.35260972|28.74706708|0.008265369|-541.4335917000001|1839.812293|931.8364349|1.0|1.0|1.0|1.0|3.0|0.0|0.25|3.69|2.94|3.0|1.0|139.63|0.0|9.0|-5.66|34.0|3.0|-6.12|0.0|1.0|2.76|0.000996|8.38e-06|0.00381|4.16|0.0|1.93e-07|7.62|-1455.574672|783.22|385.04|706.49|0.69248|-1455.162559|0.5065|-0.13203|2.2316|-0.18223|0.02736851|-1455.231246|2.8284|7.3279|7.3279
11b_a50|0.0|0|1|1|0.0|2|7.927685046000001|1|4.071188272|-0.002908227|5.82008293|1|-0.007722567|0.011959339|10.94500697|-0.013155246|-0.162848233|-0.266743077|0.701976536|-0.146696566|-0.20645662|0.862408925|0.667956827|1|0.931316325|-0.0445367309999999|-0.069841183|-36.43643854|10.1501574|35.832562100000004|-0.02494328|-19.0090431|86.04123302|-12.12179711|-13.01301376|33.38515735|2286.724895|485.8716402|-546.5465781|-6.788943965|0.357948005|5.697537591000001|9.979494111|20.26785036|0.021631609|-148.2182458|851.2497152000001|439.9973344|0.0|0.0|1.0|1.0|0.0|2.84|0.15|3.09|2.25|0.0|0.0|99.65|0.0|2.0|-3.58|25.0|3.0|-6.24|1.0|1.0|2.96|0.0862|6.97e-05|0.0228|2.9|0.0|0.000441|3.05|-1045.98235|560.06|311.03|431.63|0.64477|-1045.798634|0.0711|-0.16684|2.7805|-0.19501|0.02113855|-1045.849774|3.7922|5.7696|5.7696
galu_a46|0.0|0|0|0|0.0|1|7.535296702|1|2.082220175|-0.00642454|5.4161004020000005|2|-0.090581301|0.002865697|10.92740177|-0.150645957|0.028964355|-0.4671565689999999|0.702976795|0.044184467|-0.173285585|0.875868891|0.6848692759999999|1|0.7637964079999999|-0.0910072869999999|-0.089050651|-49.84028137|6.915480101|132.199522|-0.03220981|-27.89483984|68.43088526|-28.50774993|-18.02733582|57.85086047|2501.785113|427.4851161|-847.2847833999999|-10.08962292|0.2167824069999999|6.445819025|12.12170938|23.01702105|0.013967104|-317.0250717|1081.799989|542.7276591|0.0|1.0|1.0|1.0|1.0|2.75|0.18|3.69|1.84|1.0|0.0|108.18|0.0|3.0|-3.85|28.0|4.0|-6.86|0.0|1.0|2.84|52.0|0.000102|0.0375|2.39|0.0|2.75e-05|||||||||||||||7.2924|7.2924
14e_a25|0.0|0|0|0|0.0|1|6.842683282|0|1.5926486519999998|-0.008591251|4.727387819|2|0.0065927719999999|-0.00131452|10.93106299|0.010976703|0.015497482|-0.50909623|0.717460414|-0.144369439|0.018432983|0.8322445820000001|0.6954126970000001|1|0.7240504329999999|-0.1011107469999999|-0.1004553119999999|-73.51338088|10.99497534|201.94039730000003|-0.038772226|-53.79722636|97.78313402|-54.14823405|-28.3735856|84.98800478|3126.080106|529.8614286999999|-1617.294379|-20.76384175|0.1935531039999999|8.459867391|16.63781964|35.18345194|0.015154859|-448.516796|2005.4567600000005|811.3237836|1.0|1.0|1.0|1.0|2.0|2.72|0.07|3.65|1.69|1.0|0.0|134.35|0.0|7.0|-5.14|35.0|5.0|-6.96|0.0|0.0|3.02|0.00337|1.86e-05|0.0085799999999999|3.04|0.0|3.38e-07|6.51|-1521.012915|760.96|312.99|596.96|0.69958|-1520.701142|0.0007|-0.15787|5.3651|-0.2116699999999999|0.04875868|-1520.767443|7.2625|7.1249|7.1249
11d_a31|0.0|1|0|0|3.39688681|0|7.765993078999999|1|0.0|-0.017317263|5.733341277|0|0.016799834|-0.009496378|10.31169874|0.026806221|-0.096447723|-0.574318121|0.819298311|-0.057505249|-0.13169885|0.868115289|0.78396996|0|0.585212816|-0.134031221|-0.134048091|-82.06512842|21.07078977|253.9354598|-0.040797245|-50.24081482|91.25756269|-50.23449218|-24.97634343|103.1255906|2532.447962|358.2711594|-1148.911798|-15.29068277|0.318229459|7.885647873|15.21323794|36.63453013|0.027374162|-222.5622569|1685.188386|505.4234462|1.0|1.0|1.0|1.0|2.0|2.83|0.32|5.43|1.26|1.0|0.0|102.13|0.0|7.0|-5.48|27.0|6.0|-6.4|0.0|1.0|3.34|0.00128|6.26e-05|0.0241|3.17|0.0|0.000225|4.87|-1598.7152199999998|650.64|326.2|551.86|703.0|-1598.4848980000002|0.2642|-0.15822|3.1919|-0.19226|0.04390452|-1598.546288|4.6622|7.5229|7.5229
5_a15|0.0|0|0|0|0.0|0|0.0|0|0.0|-0.008878343|0.0|2|0.0729170329999999|0.000420839|10.95880662|0.1093187759999999|-0.187421793|-0.340979744|0.8384601770000001|0.092692253|0.020920163|0.74438723|0.7950674740000001|0|0.8740541479999999|-0.06128567|-0.0989946469999999|-73.61131563|24.25353664|93.65193084|-0.0273088679999999|-54.73655332|64.12413387|-33.88634094|-20.30656983|69.82487767|2940.77098|649.9369163|-1177.78105|-15.09973885|0.491010028|7.795174584|15.1701491|39.89581513|0.036380071|-13.36968593|2313.9572780000003|779.0599798999999|1.0|1.0|1.0|1.0|1.0|3.68|0.15|4.92|2.0|3.0|0.0|127.97|0.0|8.0|-6.16|33.0|6.0|-5.55|0.0|1.0|4.29|0.000304|2.18e-06|0.000967|4.86|0.0|9.970000000000001e-08|4.36|-1470.816175|737.16|341.96|629.67|0.70244|-1470.487858|0.0199|-0.14839|4.3576|-0.18553|0.03640044|-1470.55517|6.35|7.8861|7.8861
2_a4|0.0|0|0|0|0.0|0|6.605297921|1|0.0|-0.00708265|4.59511985|1|0.08246129|-0.001386521|10.95268469|0.127695325|0.147657684|-0.3881618|0.930871261|0.11821091|0.1355918559999999|0.847373823|0.912872667|0|0.742518847|-0.117395215|-0.105102755|-44.27948986|2.667094277|108.4760726|-0.0379537729999999|-18.65482233|0.0|-20.83662681|-15.98981578|52.12536246|1623.668791|312.82106489999995|-575.6333682|-6.736463618999999|0.156892292|4.710383035|7.800989232999999|18.96532986|0.011054731|-289.1005902|682.7518749|284.26458360000004|0.0|1.0|1.0|0.0|2.0|0.0|0.27|2.12|1.63|0.0|0.0|79.59|0.0|2.0|-2.18|19.0|4.0|-6.69|1.0|0.0|1.24|1.67|0.00171|434.0|1.62|0.0|0.00374|2.46|-819.9326497000001|458.73|384.69|333.36|0.6885600000000001|-819.771754|0.0008|-0.14614|1.7717|-0.16226|0.033037353|-819.8174190000001|3.0946|7.5086|7.5086
15_a3|0.0|0|0|0|0.0|0|6.823286122000001|1|0.0|-0.006742751|4.727387819|3|-0.182934001|-0.006419472|10.33806279|-0.325227172|-0.022386155|-0.505519936|0.968837995|-0.103599654|0.036380489|0.866559772|0.911346861|1|0.7789088340000001|-0.092342351|-0.107619999|-55.08588323|4.04445331|113.1667185|-0.037667|-28.19600959|0.0|-24.19332693|-19.28005913|51.31038923|2116.88728|398.6887321|-771.2023653|-9.868603355|0.149672503|5.371119692000001|9.975434973|22.67368656|0.010200078|-358.6340772|906.9474625|402.781061|1.0|1.0|1.0|1.0|1.0|0.0|0.24|2.21|0.96|0.0|0.0|94.29|0.0|2.0|-2.77|23.0|5.0|-7.35|0.0|0.0|1.2|547.0|0.000951|306.0|1.28|0.0|0.000535|2.33|-1328.688126|553.81|334.44|398.12|0.67902|-1328.531138|0.0173|-0.1576|1.9539|-0.22079|0.0228507|-1328.581677|2.3271|7.6021|7.6021
12a_a50|0.0|0|1|1|0.0|2|7.927685046000001|1|4.075037557|-0.002936355|5.82008293|1|-0.111689174|0.01164808|10.94501645|-0.193999688|-0.168032508|-0.247407423|0.699597776|-0.030758487|-0.2018898489999999|0.862192416|0.660148928|1|0.904119689|-0.05075501|-0.0663902|-33.44733598|10.58650394|48.30443297|-0.02383238|-16.85074424|69.83817338|-12.88231829|-12.00673599|36.15684209|2223.666558|455.4948605000001|-468.2627037|-6.048985111|0.4247810279999999|5.116970861|9.648744341|20.873331|0.027455156|-75.79052945|814.0599092|388.171611|1.0|1.0|1.0|1.0|0.0|2.21|0.11|2.59|2.02|0.0|0.0|94.69|0.0|2.0|-3.16|24.0|3.0|-6.44|1.0|1.0|2.55|215.0|0.000144|45.0|2.5|0.0|0.00101|2.47|-1006.659456|545.54|304.01|394.52|0.65267|-1006.498352|0.1807|-0.16806|5.7662|-0.20172|0.02648238|-1006.546706|7.9123|7.1249|7.1249
5d_a40|0.0|0|0|0|0.0|1|8.149890544|0|1.601200869|-0.005662681|6.167516491000001|0|-0.1031436519999999|0.007200253|10.31198333|-0.259985037|-0.0038660009999999|-0.399968083|0.496945486|0.145024458|0.0451110059999999|0.877722972|0.483934049|1|0.754010052|-0.086193996|-0.094277694|-43.26473143|10.10860823|112.88660690000002|-0.0377110779999999|-19.85450535|53.85026982|-18.15211073|-17.30589257|49.66367051|1974.583878|346.0207917|-519.1767771000001|-7.94180214|0.188819426|6.288958592999999|12.09256826|21.3342049|0.014630084|-285.606135|640.0261471|243.4287716|1.0|0.0|0.0|0.0|0.0|2.56|0.21|4.08|2.25|0.0|1.0|74.11|0.0|3.0|-4.23|20.0|4.0|-5.94|1.0|1.0|3.1|17.0|0.000152|0.0436|2.98|0.0|0.0137|4.61|-1276.833831|473.48|331.74|365.74|0.69613|-1276.751174|0.4493|-0.14851|7.0422|-0.2164699999999999|0.01667985|-1276.797751|9.2439|7.7212|7.7212
21b_a23|0.0|0|1|1|0.0|2|7.525639975|0|3.351726269|-0.005936474|5.4161004020000005|2|0.057405955|0.01055698|10.31321725|0.107996329|-0.069382957|-0.481470603|0.7038407329999999|0.131951284|-0.078097375|0.8339434929999999|0.668547062|1|0.930728719|-0.0596425779999999|-0.083105261|-58.25915868|10.15224639|48.56114386|-0.034219814|-40.84133198|86.65837165|-29.31080756|-23.98906534|51.9633947|3074.083057|652.4673795|-1223.442332|-16.81701905|0.187665282|8.773746105|16.20152864|29.53101081|0.013439264|-437.9110924|1506.081551|712.6737861|0.0|0.0|1.0|1.0|1.0|3.42|0.08|3.92|2.6|2.0|1.0|129.97|0.0|5.0|-6.1|33.0|5.0|-6.42|0.0|0.0|3.57|0.000361|6.06e-06|0.00273|3.7|0.0|6.45e-06|3.57|-1761.498874|735.65|342.15|611.6|0.70139|-1761.230923|0.2333|-0.15033|9.5312|-0.23434|0.02657688|-1761.294175|13.2567|7.0691|7.0691
16a_a10|0.0|0|0|0|0.0|1|7.535296702|1|2.041062372|-0.00230615|5.4161004020000005|2|-0.085711535|0.011207938|10.92947902|-0.133979603|-0.162508526|-0.1948324069999999|0.748039584|-0.068377262|-0.008879187|0.813036304|0.72613292|1|0.916148686|-0.052574986|-0.076950669|-53.28817038|9.606840334|58.06685151|-0.026063936|-36.90194151|99.81657855|-25.21250404|-18.049219|46.01490333|2862.681038|634.4309626|-1119.0515779999998|-12.4990447|0.272940681|8.531706024|15.88633689|24.82496066|0.014796066|-314.4761648|1539.147561|879.8636987|1.0|1.0|1.0|1.0|0.0|4.46|0.3|4.73|2.47|3.0|0.0|133.66|0.0|9.0|-5.22|33.0|5.0|-5.91|1.0|1.0|4.24|0.00264|6.76e-06|0.00297|4.33|0.0|1.4e-06|3.46|-1395.158387|760.0|320.22|629.65|0.6852199999999999|-1394.797092|0.0841|-0.1605|3.8323|-0.20697|0.02819643|-1394.861824|4.6574|7.3279|7.3279
34_a20|0.0|0|0|0|0.0|1|6.842683282|0|1.877209467|-0.0057643419999999|4.727387819|2|0.199191385|0.003085806|10.93244905|0.327535029|0.0346782989999999|-0.4478820739999999|0.7071284179999999|-0.101401966|-0.090732503|0.80310139|0.690530489|1|0.7966571459999999|-0.0851907119999999|-0.085459595|-57.49912174|8.766605631000001|136.81360859999998|-0.032248904|-38.68669181|80.66541842|-38.56497154|-21.69778179|66.0848174|2825.042137|536.0086996|-1149.982435|-14.59875162|0.223585914|7.940146766|14.7802149|27.94614651|0.01491516|-371.9551262|1481.145765|712.1606951|1.0|1.0|1.0|1.0|1.0|2.92|0.08|4.5|2.47|2.0|0.0|125.0|0.0|5.0|-5.14|32.0|4.0|-6.28|0.0|1.0|3.63|0.00305|9.51e-06|0.00399|3.63|0.0|2.780000000000001e-07|4.97|-1352.31921|711.19|320.38|544.93|0.68845|-1352.041015|0.0766|-0.16103|3.8519|-0.21284|0.03558836|-1352.102407|5.4994|7.2147|7.2147
13_a12|0.0|0|0|0|0.0|0|0.0|0|0.0|-0.0069874069999999|0.0|2|-0.21832579|0.000830398|10.96083169|-0.362308767|-0.169387652|-0.595629719|0.845823047|-0.226526433|0.039235452|0.7300173240000001|0.804066411|0|0.90006391|-0.058167326|-0.092483398|-45.33566159|4.01385817|48.98899535|-0.034993718|-22.2236882|66.2289548|-13.97756285|-17.15403411|32.52766981|1812.788134|441.2142447|-634.6992622|-8.408963103|0.117007826|6.06407675|11.36787272|19.42716439|0.0074597119999999|-375.4880089|718.8050825|327.9594923|1.0|1.0|0.0|1.0|1.0|2.64|0.12|3.63|2.42|1.0|0.0|84.74|0.0|3.0|-4.26|21.0|3.0|-5.49|1.0|1.0|3.22|0.0152|6.3e-05|0.0174|3.51|0.0|2.01e-05|3.83|-876.3661620999999|532.86|315.25|437.91|0.64974|-876.209109|0.0155|-0.16458|1.3023|-0.20903|0.0290811829999999|-876.258343|1.5686|7.0315|7.0315
9_a27|0.0|1|0|0|2.627701427|1|6.842683282|0|1.830911754|-0.0073742819999999|4.727387819|2|-0.152086653|0.00611794|10.93740461|-0.2559122789999999|-0.101933162|-0.541535578|0.677253824|0.017503266|-0.071974951|0.8806964490000001|0.654138816|1|0.7988644709999999|-0.078270599|-0.088404481|-45.58003501|10.10030794|103.702486|-0.033677898|-23.50038785|65.12542467|-20.80651808|-17.36382286|50.45546414|2256.4955670000004|411.8826346|-729.2805601|-8.952528705|0.210719846|5.03925321|9.442988795|21.99956856|0.014524299|-298.297086|923.9818797|424.8821143|1.0|0.0|0.0|1.0|1.0|2.62|0.16|3.85|2.66|0.0|0.0|97.46|0.0|3.0|-4.06|25.0|4.0|-6.33|1.0|1.0|2.99|0.0287|8.28e-05|0.0274|2.8|0.0|2.88e-05|4.67|-1083.143348|549.64|297.52|425.08|0.59444|-1082.965434|134.0|-0.1716|2.7456|-0.2187|0.02461151|-1083.017359|4.0436|8699.0|8699.0
3t_a32|0.0|1|1|1|3.4477303|0|7.765993078999999|0|0.0|-0.006089333|5.733341277|0|0.028527045|9.83e-05|10.31100267|0.049606573|-0.070331512|-0.496165036|0.710773544|0.0466380209999999|-0.146047869|0.870628579|0.687253845|1|0.828676243|-0.080203824|-0.0974995|-61.58101978|8.995863948|108.2086749|-0.026967947|-38.89478416|0.0|-31.99514268|-17.03304802|59.65287508|2530.60497|523.3947687|-800.5532571|-10.75813179|0.315525518|8.107111779|15.64252992|24.88485469|0.017184783|-233.0294362|1169.58817|582.0730423|1.0|1.0|1.0|1.0|1.0|3.41|0.3|7.65|1.74|2.0|0.0|112.48|0.0|7.0|-6.48|27.0|4.0|-5.81|0.0|1.0|4.46|0.00013|1.16e-05|0.00462|4.09|0.0|3.91e-06|5.5|-1864.708995|677.16|349.38|575.45|0.70286|-1864.472646|0.2906|-0.14739|1.2641|-0.20246|0.03020622|-1864.534478|2.7003|8.0458|8.0458
25d_a34|0.0|0|0|0|0.0|1|7.412764017000001|1|1.940324546|-0.015046463|5.351858133|1|-0.163072107|-0.005017781|10.95957635|-0.263924686|-0.211368416|-0.605891389|0.8265507809999999|0.14554928|0.011919831|0.799694715|0.778903495|0|0.674282353|-0.100582621|-0.124111479|-82.09024497|19.36462983|215.4372954|-0.044492794|-54.29641443|69.64131956|-44.00298587|-29.42857839|85.89233572|2939.671168|445.9861716|-1559.714654|-19.46475234|0.2227964039999999|6.933980884|13.29135354|37.86469665|0.019881997|-366.6979266|2006.828923|673.8038326000001|1.0|1.0|1.0|1.0|2.0|3.76|0.12|3.05|2.26|1.0|0.0|119.81|0.0|7.0|-4.61|32.0|5.0|-6.74|0.0|1.0|3.21|0.0104|3.3e-05|0.0141|3.05|0.0|3.53e-06|6.05|-1426.496796|706.21|290.15|554.05|0.6764600000000001|-1426.243341|0.2106|-0.1771299999999999|6.1995|-0.21234|0.02807001|-1426.307095|8.0068|6.0223|6.0223
4_a27|0.0|0|0|0|0.0|2|6.823286122000001|0|3.294369174|-0.006181204|4.727387819|2|-0.273119343|0.00991794|10.93736915|-0.459570857|-0.2030237389999999|-0.480852615|0.639413469|-0.07759915|-0.024800302|0.842039655|0.614205449|1|0.852604338|-0.057748369|-0.078787867|-40.79296366|10.43112657|76.31512503|-0.0281385239999999|-21.12083948|58.27512057|-15.48073439|-14.56891559|40.33074472|2273.715366|441.4418013|-611.8944548999999|-7.543156957000001|0.317514326|6.01592535|10.82331334|21.34684457|0.020363697|-188.9664429|896.5674718|424.8821143|0.0|0.0|0.0|1.0|0.0|3.08|0.16|2.94|2.66|0.0|0.0|97.55|0.0|2.0|-3.57|25.0|4.0|-6.51|1.0|1.0|2.8|0.0882|0.000102|0.0339|2.55|0.0|0.0002|4.63|-1083.138303|555.75|300.29|445.65|0.6089899999999999|-1082.963712|0.1741|-0.17034|2.7371|-0.21533|0.01877181|-1083.01571|3.9202|8.3979|8.3979
8c_a31|0.0|1|0|0|3.435435563|0|7.765993078999999|1|0.0|-0.01275867|5.733341277|0|-0.106461724|-0.0080009219999999|10.31169969|-0.178276512|-0.053983462|-0.513257014|0.922486359|0.006000201|-0.1759864119999999|0.896193695|0.87237334|0|0.626072761|-0.1170607269999999|-0.128067781|-70.64275621|16.3656112|206.2599245|-0.039640027|-38.96685783|477.2277896000001|-35.61776956|-21.86561502|80.93682766|2251.08563|345.3445134|-918.3558307|-12.06117028|0.27691747|6.820988495|12.99457133|30.23944586|0.021986076|-246.1066271|1270.056726|423.1367008|1.0|1.0|1.0|1.0|2.0|2.9|0.29|4.89|0.85|0.0|0.0|93.45|0.0|5.0|-4.42|24.0|5.0|-6.7|0.0|1.0|2.83|13.0|0.000237|0.0811|2.38|0.0|0.0002549999999999|1.83|-1426.166503|595.67|322.11|475.72|0.7005|-1425.968408|0.2597|-0.15985|3.3453|-0.19207|0.03744829|-1426.024361|5.1815|6.0915|6.0915
18_a31|0.0|1|0|0|3.281949877|0|7.401841579|0|0.0|-0.013634202|5.351858133|0|-0.051184519|-0.009923585|10.31169929|-0.084218532|-0.065041042|-0.604728055|0.868704545|0.022160691|-0.1647054359999999|0.904870098|0.838968212|0|0.72588713|-0.11789212|-0.129469649|-75.99442464|8.49194438|160.8952371|-0.040279446|-44.60622732|0.0|-40.61741697|-23.64270989|77.69074057|2241.561812|426.0718665|-1063.9219449999998|-13.87749294|0.222523168|7.076684189|12.84812443|30.40953623|0.01673486|-325.73954460000004|1368.42913|477.1857166|1.0|1.0|1.0|1.0|3.0|2.85|0.28|4.9|0.75|1.0|0.0|99.32|0.0|7.0|-4.62|25.0|4.0|-6.72|0.0|1.0|2.89|0.00862|0.000241|86.0|2.47|0.0|0.000104|4.81|-1465.528656|630.26|317.05|541.33|0.70058|-1465.300904|0.2457|-0.16212|3.0607|-0.19914|0.04825999|-1465.359325|4.6746|6.8861|6.8861
6a_a40|0.0|0|0|0|0.0|1|8.421342866|1|1.78213955|-0.014623575|6.401917197|0|-0.146542353|-0.001347823|10.30179985|-0.272320301|-0.021759541|-0.620787469|0.682273668|-0.012261923|-0.340539542|0.861720535|0.657059571|1|0.733750993|-0.109047987|-0.117413572|-73.33687786|10.24294396|166.2999483|-0.049149867|-45.80643937|36.84483305|-42.542782200000005|-30.69915817|78.35465194|2936.1501780000003|458.303126|-1320.063801|-19.17478857|0.132148181|6.945713476|11.8691482|35.37373259|0.012872604|-459.522754|1521.070502|557.4018948|1.0|0.0|0.0|1.0|1.0|3.01|0.21|4.38|1.62|2.0|2.0|120.14|1.0|5.0|-7.11|29.0|5.0|-6.32|0.0|1.0|3.17|3.47e-05|1.03e-05|0.00457|3.77|1.0|0.0396|7.73|-2371.579899|649.48|415.55|497.78|0.6782699999999999|-2371.3827|0.4015|-0.11995|6.9379|-0.21255|0.01952089|-2371.443161|9.3893|7.3979|7.3979
