molecula|n6aHRing|MATS1c|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|RNCS|MATS8i|FNSA2|Area (grid)|pIC50
7c_a8|1|-0.328286221|0.70321|-0.1318599999999999|49.43944876|-0.0450662909999999|-1.6160102369999998|662.05|4.7307
11c_a31|0|-0.572548808|0.7005899999999999|-0.15994|264.7428792|-0.137912959|-1.825664624|622.22|6.8861
25d_a34|1|-0.605891389|0.6764600000000001|-0.1771299999999999|174.9700398|-0.1266965|-2.358118108|706.21|6.0223
18c_a22|2|-0.305378181|0.60449|-0.15158|30.63947336|0.009519672|-1.52776956|707.08|7585.0
14e_a25|2|-0.50909623|0.69958|-0.15787|372.1805977|0.002856489|-2.2100168680000003|760.96|7.1249
8b_a31|0|-0.510259793|0.70036|-0.16015|129.8921115|-0.211457443|-1.590890986|566.18|5.6576
14b_a3|3|-0.575695827|0.70123|-0.12942|252.49572540000003|-0.008040839|-1.312913604|524.27|6.4202
18_a20|2|-0.597167441|0.6953699999999999|-0.14685|318.5587088|-0.011236836|-1.904546783|703.24|7.4685
12j_a36|1|-0.436310965|0.69967|-0.15495|26.39145693|0.039869055|-2.004132137|694.28|8.0
SB431542_a8|1|-0.494976661|||170.1252996|-0.029382296|-2.242727845||4.1019
17c_a50|1|-0.2256811219999999|0.66213|-0.16697|133.46240020000002|-0.144763835|-1.32648017|746.5|7.1612
12z_a36|1|-0.433580807|0.69397|-0.1575|114.3931487|-0.010881947|-1.848149347|686.33|8301.0
1n_a5|2|-0.393928416|0.44786|-0.17092|63.58796786|-0.150600424|-1.311215832|607.15|7.5686
19e_a38|1|-0.436305701|0.58509|-0.15584|118.734325|-0.104569193|-2.042881001|685.34|8.0083
6a_a31|0|-0.568500407|0.70416|-0.1428|157.9971748|-0.0225412779999999|-1.896464366|607.79|5.9586
4R4k_a46|1|-0.3860697829999999|0.68404|-0.17484|173.3171354|-0.1149361969999999|-1.4608409080000002|565.94|7.0132
4p_a46|0|-0.369670745|0.70138|-0.16819|175.10295019999998|-0.205494852|-1.498932241|598.19|6.4672
47j_a18|0|-0.48833504|0.6983600000000001|-0.1285|95.57657747|-0.006923502|-2.368604851|839.37|7.4559
3d_a32|0|-0.539652902|0.7035100000000001|-0.14189|62.43434632|-0.113314811|-1.118246623|569.29|8.0915
12j_a30|1|-0.456342646|0.68625|-0.14772|88.51817261|0.0074730759999999|-1.882653966|695.8|8058.0
34_a47|3|-0.2829549719999999|0.69314|-0.16086|31.17423189|-0.043634386|-1.261976347|585.79|8.7
36_a18|0|-0.493920601|0.69372|-0.13133|110.8288932|-0.0077246719999999|-2.074949798|769.73|7.4949
4o_a46|1|-0.096073163|0.6843|-0.18282|5.821925821000001|-0.203025042|-1.051281434|581.59|6.7905
16j_a32|0|-0.704356423|0.70207|-0.15012|34.66998636|-0.135618491|-1.817252458|729.78|8.0315
12c_a5|2|-0.223631474|0.6893600000000001|-0.16563|143.44655559999998|-0.096073591|-1.25559373|694.24|7.3279
27b_a34|1|-0.463926296|0.70001|-0.1652799999999999|150.83624440000003|-0.029622037|-1.864625537|691.97|6.1871
7_a15|1|-0.335491052|0.70497|-0.15605|103.8062879|0.038636783|-1.2190126140000002|580.73|6644.0
22_a47|2|-0.538310301|0.68312|-0.16704|12.19999546|-0.075111395|-1.42848671|605.12|9.0
12b_a30|1|-0.468842459|0.68496|-0.1493799999999999|86.84905288|-0.037209579|-1.883979001|673.18|8.1543
13_a4|1|-0.143303992|0.59537|-0.17204|11.85953992|-0.14818661|-1.091992764|536.09|5.3979
4c_a46|1|-0.421467037|0.6986600000000001|-0.17085|35.22734468|-0.051150771|-1.662574604|683.75|5.6972
13a_a6|1|-0.488098052|0.70072|-0.14969|154.9639272|0.0015242189999999|-2.042034827|695.29|7.3372
12f_a30|1|-0.6394697460000001|0.68471|-0.14958|101.2862703|-0.008663584|-2.396571368|729.87|7.7144
11_a47|3|-0.451384505|0.6915399999999999|-0.1546|119.4035378|0.081235787|-1.833244617|654.49|7.4
47i_a18|0|-0.499939719|0.69175|-0.13237|72.81110823|0.073977454|-2.150617629|744.95|7.7212
12a_a5|2|-0.175245466|0.67169|-0.17152|13.74268646|-0.114419442|-1.353602454|667.31|7.7212
3f_a32|0|-0.5487283829999999|0.70255|-0.1474599999999999|47.97543149|-0.113189563|-1.265867765|604.9|8.0458
8c_a31|0|-0.513257014|0.7005|-0.15985|133.3100368|-0.1903992189999999|-1.66488115|595.67|6.0915
12e_a40|0|-0.520457262|0.70157|-0.12616|206.0119599|0.130516751|-1.596791495|552.91|5.9318
12ab_a36|1|-0.4186639029999999|0.69294|-0.15699|116.6804416|-0.032623802|-1.805481415|712.73|7.9586
18_a10|2|-0.220292492|0.6866300000000001|-0.15735|40.99617452|-0.052165302|-1.368942347|687.19|6.8861
4c_a49|2|-0.412652341|0.67789|-0.15925|82.02101639|-0.102999091|-1.639519861|705.55|6.5935
16f_a32|0|-0.697693907|0.70204|-0.15003|89.03402347|-0.081644236|-1.778433296|722.06|8041.0
14t_a23|2|-0.4515027279999999|0.68886|-0.15625|36.6149406|-0.041339801|-1.6643221380000002|692.08|8.3979
12ah_a36|1|-0.444563583|0.6970000000000001|-0.15434|82.70705743|-0.083956827|-1.906864035|682.21|7.9586
9_a10|2|-0.362724972|0.68962|-0.15045|86.66800495|-0.1189611519999999|-1.686968561|740.24|6.7144
47r_a18|0|-0.360670551|0.69545|-0.13021|13.30156885|-0.02952923|-2.090197013|790.57|6.6364
12bi_a36|1|-0.37220074|0.69207|-0.15078|129.685076|-0.067142264|-1.614200516|742.94|7.8539
19_a34|1|-0.469568766|0.6897300000000001|-0.1735|131.5318459|-0.143343425|-1.506964829|538.96|6.0044
7l_a46|2|-0.1082221709999999|0.68834|-0.18993|8.13531199|-0.074511843|-0.880544835|517.29|5.7122
7_a27|2|-0.500327496|0.61278|-0.16734|10.66993367|-0.096754293|-1.352503929|606.74|9.0
13b_a30|1|-0.564815317|0.6862699999999999|-0.14879|385.2420923|0.042845487|-2.271099499|721.48|7.5901
47a_a18|0|-0.369841706|0.69508|-131.0|100.7293848|-0.025401815|-2.681370849|874.47|9.0
3_a3|1|-0.599804962|0.69206|-0.14599|228.5396864|0.0483259979999999|-1.086767728|491.26|5.93
12c_a31|0|-0.54466023|0.7007399999999999|-0.15904|153.400467|-0.094991098|-1.816314565|679.71|6.4202
3_a47|2|-0.457330633|0.69138|-0.15473|98.29790989|0.103847816|-1.422001494|556.65|6.5
8d_a32|0|-0.629535754|0.7026100000000001|-0.14765|321.2496412|-0.044765977|-1.539556512|671.71|8.0809
8m_a46|1|-0.380393836|0.6997800000000001|-0.17897|166.8508795|-0.120972269|-1.448483903|570.72|6.6402
14m_a23|2|-0.527662006|0.65552|-0.15208|47.23604193|-0.034213923|-1.964289314|707.56|8.5171
4b_a49|2|-0.390006034|0.68242|-0.15635|41.97072627|-0.033486358|-1.534835437|664.86|7.1024
12m_a30|1|-0.5409445629999999|0.68404|-0.15042|133.774348|0.0488832779999999|-2.067195455|714.92|7.5114
12w_a30|1|-0.477636454|0.68423|-0.15073|82.06520565|0.028815747|-1.824621925|716.83|7821.0
4S4k_a46|1|-0.3860697829999999|0.67893|-0.17396|172.7607401|-0.1149361969999999|-1.46291223|566.82|6.7055
13c_a5|2|-0.324868153|0.51479|-0.17324|158.67712230000004|-0.098760742|-1.302049531|676.53|6.9101
17_a4|1|-0.392770755|0.47353|-0.17559|17.08736223|-0.3948966229999999|-1.5185362180000002|527.39|6057.0
16_a47|2|-0.3379683979999999|0.6743899999999999|-0.16851|63.13219447|0.001426202|-1.301931629|534.69|9.0
14l_a23|2|-0.448622017|0.67242|-0.14639|40.34135162|-0.060692376|-1.642298442|694.65|8.1798
21c _a23|2|-0.596546056|0.5885699999999999|-0.15089|323.3651097|-0.092608459|-2.171380929|747.88|7.1752
12s_a30|1|-0.446807335|0.68458|-0.14985|89.91581294|-0.035768573|-1.969293912|677.35|8129.0
12aa_a30|1|-0.394520145|0.68642|-0.1472099999999999|55.0567406|0.059360681|-1.925999268|748.78|8.1135
16_a20|2|-0.458484451|0.69524|-0.1481299999999999|69.28224942|-0.061975089|-1.47806874|686.59|7585.0
11b_a31|0|-0.564706551|0.70073|-0.15936|286.7721447|-0.1488994619999999|-1.784511651|589.56|6.2757
14u_a23|2|-0.4086345999999999|0.6703100000000001|-0.1543|43.06242147|-0.026062012|-1.729315897|712.54|8.2449
7_a1|1|-0.441054548|0.69902|-0.16734|111.9204437|-0.07233584|-1.179545431|515.2|6.3372
21_a12|2|-0.522951134|0.57644|-0.16784|75.46830038|-0.01367083|-1.401382713|539.67|7.6576
4k_a46|1|-0.3860697829999999|0.68553|-0.18542|171.92614719999997|-0.1149361969999999|-1.471893066|582.84|7.0969
7c_a10|2|-0.215874011|0.68708|-0.16055|87.99694927|-0.033792245|-1.139333798|635.47|5.4191
14v_a23|2|-0.650246427|0.6017100000000001|-0.1524299999999999|78.86310829|0.017156562|-2.180396311|679.5|8.4001
12_a15|2|-0.380490701|0.70444|-0.15858|72.18361893|-0.106061273|-1.695766456|688.91|8.3979
IN1166_a11|2|-0.462344944|0.6998300000000001|-0.13823|112.0066065|0.0266218529999999|-1.6137695069999998|704.48|7.9318
18_a47|3|-0.322800033|0.63359|-0.17349|70.55642796|0.018164141|-1.5194711930000002|652.12|8.6
13n_a6|2|-0.57091314|0.64027|-0.13863|90.97854097|-0.06507689|-2.078466222|727.69|7.1249
4j_a46|1|-0.226712003|0.69413|-0.18387|70.56141095|-0.1051618459999999|-1.339514565|646.67|6.0942
9s_a24|3|-0.248704391|0.6907300000000001|-0.10865|33.24649431|-0.060407836|-0.953816666|654.28|7.4949
18b_a25|2|-0.303383008|0.54166|-0.15079|80.36582704|0.014055398|-1.6515302369999998|728.12|7.2924
1b_a5|2|-0.231956531|0.43728|-0.1892|168.30518769999998|0.001241264|-1.158327367|536.59|7.2291
14f_a23|2|-0.399688849|0.6733399999999999|-0.1458|96.47955427|-0.0555907109999999|-1.603974359|711.98|8.6459
12at_a36|1|-0.48127276|0.6802600000000001|-0.15607|95.16663336|-0.076129505|-2.102121151|733.29|7.1079
1_a15|2|-0.34192045|0.70553|-0.1365|121.3844816|-0.068297833|-1.899685524|697.35|7.3565
47d_a18|0|-0.417659275|0.69905|-0.12844|64.92967228|-0.07722825|-2.182899066|875.6|8.0969
12n_a30|1|-0.464204099|0.6854|-148.0|85.87072848|-0.037209579|-1.895062322|669.57|7983.0
4g_a49|4|-0.311927917|0.69238|-0.15087|151.0705543|0.003456679|-2.000259924|985.89|6.9747
12af_a36|1|-0.505160213|0.70508|-0.13364|89.56100543|-0.074383486|-2.003750775|737.4|7.8239
18a_a22|2|-0.296897301|0.68577|-0.1408|29.59800426|-0.021976395|-1.5223960559999998|695.35|7.8861
12i _a30|1|-0.469854551|0.68497|-0.14945|84.78576301|0.0109710489999999|-1.833298476|691.59|7.8013
7h_a8|0|-0.382578949|0.6963199999999999|-0.16076|70.28953528|-0.0873792009999999|-1.6825766830000002|593.53|4.9788
30_a47|2|-0.4370608039999999|0.6944899999999999|-0.1517|350.5257774|-0.008774855|-1.609452527|615.85|7.9
26_a20|2|-0.446730587|0.68167|-0.16129|299.8332395|-0.054222344|-1.737317706|715.27|6.8827
14ab_a23|2|-0.449699921|0.66532|-0.14778|40.23721489|0.010803172|-1.677357849|719.66|8.4012
12f_a40|0|-0.397377446|0.7029|-0.11765|62.72992556|0.108909202|-1.150781297|572.63|6.4202
12o_a30|1|-0.465857798|0.6854399999999999|-0.1478799999999999|75.15128057|0.019094532|-1.852599578|687.92|7.8097
14_a15|2|-0.3848940629999999|0.7055899999999999|-0.14997|92.51564418|-0.053931584|-1.743106111|689.8|7.5229
