molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|SIC2|nFaHRing|RASA|FNSA3|FPSA3|RNCS|RPSA|FNSA4|WNSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12bh_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|-0.052761366|-0.047482048|2|0.044197531|0.001012669|0.0|-0.401249012|0.003676818|0.075747971|-0.035747988|1|0.0045625|0.0016901289999999|-0.101854847|-0.169994208|1|0.78699829|0.833398429|0|0.833491953|-0.070687668|0.017627098|83.08294358|0.166508047|-0.035569289|-44.11115058|-23.6718811|58.77476595|0.482052584|2773.193279|554.7010591|2437.805332|0.216705778|7.545637217999999|0.930697921|5957.443236|-882.2230117|30.2209316|0.015307571|729.1873176|10.18741188|1.0|0.0|0.0|0.21|-7.34|3.76|2.5|2.45|1.0|133.68|1.0|5.0|31.0|4.0|-6.38|0.0|1.0|1.0|2.42|-4.6|0.0102|0.0|4.55e-08|-0.0525299999999999|3.8811|3.79|-1311.558898|1208.61|341.97|575.23|0.69377|0.7039|-1311.293683|11.0|-0.14915|5.8338|-1311.356102|7.7975|14.0|7.8539
17_a4|0|0|0|-4.533317957|7.535296702|1|1|1.690442177|-0.188642713|-0.319716072|1|0.043084795|-0.01849014|0.0|-0.25315101|0.001892883|-0.3948966229999999|-0.094767116|1|0.002155864|-0.073733221|-0.0179434139999999|-0.07155304|1|0.772721853|0.8347553529999999|0|0.888791225|-0.0887214819999999|0.01061251|17.08736223|0.111208775|-0.042181562|-23.75316417|-21.75180355|51.22364842|0.4440629029999999|2351.601697|458.3237652|1658.726841|0.138303414|5.923504372999999|0.798764653|5322.773303|-403.8037909|25.24299609|0.012827738|319.5521911|6.61489113|1.0|0.0|2.94|0.11|-6.56|4.59|6.26|3.66|1.0|85.09|1.0|3.0|25.0|6.0|-5.56|1.0|0.0|1.0|4.29|-4.81|0.00532|0.0|2.74e-07|-0.04186|4.3363|4.44|-1255.968357|873.5|285.92|413.28|0.47353|0.47353|-1255.881628|0.2045|-0.17559|4.8197|-1255.932407|6.3221|877.0|6057.0
12ao_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|-0.058597382|-0.065314765|2|0.042739018|0.0895536619999999|0.0|-0.410729809|0.002782748|-0.113963585|-0.033032344|1|0.003724542|0.1523047569999999|-0.095253274|-0.1619981409999999|1|0.82626942|0.8800240009999999|0|0.832582759|-0.077866573|0.017784426|85.17634667|0.167417241|-0.03775988|-44.63177966|-24.98362913|63.28698809|0.462968912|2794.663089|550.8740683|2298.760179|0.217901822|8.769931502999999|0.8620895909999999|5943.227395|-892.6355932|31.9443643|0.016708791|698.847203|11.05528527|1.0|0.0|0.0|0.12|-7.01|3.62|2.42|2.38|1.0|133.84|1.0|6.0|31.0|4.0|-6.34|0.0|1.0|0.0|2.37|-4.55|0.0115|0.0|9.66e-08|-0.05455|4.6597|3.83|-1310.328652|1190.17|356.86|548.59|0.4962|0.7045|-1310.077853|0.0033|-0.14207|5.4691|-1310.138396|7.447999999999999|0.03|7.5229
5_a15|0|0|0|0.0|0.0|0|0|0.0|-0.222657379|-0.044921287|2|0.035982906|0.0729170329999999|0.0|-0.54157893|0.000420839|-0.0156037999999999|0.0118220069999999|0|0.003194793|0.1093187759999999|-0.187421793|-0.28098676|2|0.704479781|0.74438723|0|0.8740541479999999|-0.06128567|0.032616864|119.95308020000002|0.125945852|-0.0273088679999999|-54.73655332|-20.30656983|69.82487767|0.486150431|2940.77098|649.9369163|2179.757502|0.491010028|7.795174584|0.946094849|6656.720346|-875.7848531999999|39.89581513|0.036380071|779.0599798999999|27.05181494|1.0|1.0|3.68|0.15|-9.65|4.92|6.01|2.0|3.0|127.97|1.0|8.0|33.0|6.0|-5.55|1.0|0.0|1.0|4.29|-5.66|0.000967|0.0|2.25e-10|-0.03714|4.3299|4.36|-1470.779775|1272.84|341.96|629.67|0.62664|0.70244|-1470.487858|0.0199|-0.14839|4.3576|-1470.55517|6.35|13.0|7.8861
37_a18|0|0|0|0.0|7.03438793|2|2|0.0|-0.0013530679999999|-0.018808538|1|0.036746032|-0.018268775|0.0|-0.385273662|0.002300582|-0.034593342|-0.011713125|0|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.224171123|0|0.725028151|0.761336899|0|0.831783747|-0.068500679|0.009098426|12.63119843|0.168216253|-0.0286221589999999|-40.02719655|-20.92960342|56.74339533|0.488368082|3055.795406|608.2316837999999|1571.7484060000002|0.2351233969999999|9.460456975|0.954530133|7035.839448000001|-1040.70711|27.36337253|0.0142451319999999|1056.535856|10.41657856|0.0|1.0|0.0|0.3|-8.82|3.68|3.3|3.33|2.0|151.14|1.0|7.0|36.0|3.0|-6.14|0.0|1.0|0.0|2.93|-5.47|0.00161|0.0|1.51e-09|-0.04925|3.2127|8.11|-1532.974371|1395.35|385.91|673.45|0.69305|0.69305|-1532.553949|499.0|-0.13194|2.2872|-1532.622404|3.0375|35.0|7.4559
GW6604_a52|1|0|0|0.0|6.605297921|0|0|0.0|-0.277102285|-0.005328809|2|0.021346801|-0.0778992459999999|0.0|-0.085995143|0.007746755|-0.118272803|-0.028376521|1|0.0070554269999999|-0.131886693|0.039867344|0.067497086|2|0.693399445|0.7550228990000001|0|0.87346455|-0.071850787|0.009021088|157.2481263|0.12653545|-0.029217264|-17.61190876|-14.44334401|39.97842884|0.4597869779999999|2044.612273|431.7909048|799.8313017999999|0.26470494|6.2973559020000005|0.851121611|4168.525878|-264.17863140000003|19.64292268|0.01768964|359.1060668|8.744745933999999|1.0|1.0|1.76|0.0|-8.03|4.49|4.2|1.91|0.0|90.49|1.0|3.0|23.0|3.0|-5.95|0.0|1.0|1.0|3.08|-4.16|0.0207|0.0|9.31e-09||||||||||||||||107.0|6.9706
8a_a50|1|1|1|0.0|7.860570786|1|1|2.03117465|-0.0737162059999999|-0.021959577|1|0.03904321|-0.0224366579999999|1.99158738|-0.188998337|0.007671336|-0.150515325|-0.058014797|2|0.007801731|-0.038971589|-0.065546446|-0.11385159|1|0.804535572|0.8718949979999999|1|0.860876738|-0.069208148|0.018809422|133.8183888|0.139123262|-0.031655181|-20.91041439|-15.95574341|44.36511568|0.46183401|2206.356773|433.9235497|1503.563342|0.248584287|5.754657432|0.858162757|4638.284496|-313.6562159|21.23424244|0.017017336|388.171611|8.577560914|1.0|1.0|2.01|0.11|-6.32|3.63|3.71|2.02|0.0|94.75|1.0|2.0|24.0|3.0|-6.12|0.0|1.0|1.0|2.87|-4.13|0.0234|0.0|4.82e-07|-0.0280699999999999|5.622000000000001|2.69|-1006.637067|912.7|297.06|396.63|0.3462199999999999|0.60625|-1006.508913|0.1217|-0.17244|3.5509|-1006.557694|5.5319|47.0|7.3279
8f_a12|0|1|1|0.0|6.580639137|1|1|0.0|0.110310585|-0.062406088|2|0.038347953|-0.013400998|2.177023629|-0.3981937339999999|-0.002596875|0.028505422|-0.024023866|1|-0.00094279|-0.023769395|-0.070713228|-0.125424286|1|0.7475224290000001|0.80546986|1|0.869823177|-0.072634742|0.013287637|83.13642146|0.130176823|-0.03822396|-31.9483307|-21.72151161|48.82707007|0.460344828|2541.921472|494.2940092|1448.568734|0.161876566|7.016225129|0.853035146|5481.952981|-543.1216218999999|25.9168408|0.012030968|524.0516742|6.836832748|1.0|1.0|3.26|0.1|-8.42|4.99|3.41|3.1|2.0|115.66|1.0|3.0|27.0|4.0|-5.47|0.0|1.0|1.0|3.82|-5.24|0.00211|0.0|3.79e-09|-0.06179|4.1744|4.19|-1481.115891|1020.81|339.35|441.97|0.59107|0.65098|-1480.955408|0.2466|-0.15061|0.9092|-1481.008909|1.4701|646.0|6.1898
1h_a5|1|0|0|0.0|6.605297921|0|0|0.0|-0.259241577|-0.009075016|2|0.026339869|-0.02598568|0.0|-0.085074391|0.008031558|-0.1197834419999999|-0.044117647|1|0.007357977|-0.043247682|0.034752304|0.0578378779999999|2|0.780175595|0.8436458929999999|0|0.8806402259999999|-0.067599619|0.008798715|160.0744187|0.119359774|-0.027798699|-18.90429957|-14.49848188|39.84574434|0.489507204|2107.271793|459.3001331|819.6979313999999|0.2549450239999999|6.711386288|0.958891501|4334.547353|-302.4687931|19.45961351|0.01585373|409.0289917|8.268552715|1.0|1.0|2.07|0.05|-8.41|4.99|4.51|2.13|0.0|95.45|1.0|3.0|24.0|3.0|-5.77|0.0|1.0|1.0|3.43|-4.45|0.0111|0.0|3.87e-09|-0.04124|4652.0|3.17|-990.6032645|934.7|284.03|430.83|0.4112699999999999|0.57155|-990.472129|0.1754|-0.17797|2.2396|-990.523098|3.3752|28.0|7.5528
5_a4|0|0|0|0.0|7.535296702|1|1|2.166832955|-0.196773454|0.02257929|2|0.035994832|0.012532807|2.189593648|-0.0607990979999999|0.011630756|-0.050389825|-0.134215501|1|0.0111310589999999|0.0202481919999999|-0.0471580309999999|-0.076189222|2|0.767615203|0.820886786|1|0.943148502|-0.050732198|0.008047242|13.96974087|0.056851498|-0.025201292|-19.68930579|-13.54166762|31.58455727|0.413773331|2282.291204|506.7916175|1896.178084|0.192648413|5.758733969|0.7058248159999999|5059.243919|-334.71819839999995|16.77294978|0.009538616|518.5792364|5.125482045|1.0|1.0|3.08|0.23|-7.96|4.89|4.67|2.88|1.0|104.89|1.0|3.0|26.0|3.0|-5.57|0.0|1.0|1.0|3.89|-4.84|0.0049299999999999|0.0|1.09e-08|-0.04892|4.8582|3.71|-1069.251223|1013.0|308.12|421.24|0.60407|0.6019899999999999|-1069.051141|67.0|-0.16965|2.7859|-1069.102899|3.1619|71.0|7.1487
4f_a49|0|0|0|0.0|7.535296702|1|1|2.066693174|0.010266272|-0.087045007|2|0.038839506|-0.087861524|1.5830545580000002|-0.418450768|0.001532832|-0.064058097|0.0705130559999999|1|0.001714014|-0.14414265|-0.015845165|-0.025995042|2|0.7927086309999999|0.8557769120000001|1|0.7370618040000001|-0.102926696|0.016591015|193.615884|0.262938196|-0.033471819|-26.51573683|-18.1726086|64.88887164|0.437355335|2458.261097|400.1675422|1629.651745|0.2816937089999999|6.302023735|0.7773206840000001|5422.650822|-424.2517893|25.29924744|0.020905063|467.1194103|11.34983222|0.0|1.0|2.35|0.14|-6.54|3.42|3.8|2.03|1.0|102.08|1.0|3.0|27.0|5.0|-6.6|0.0|0.0|1.0|2.85|-4.09|0.0289|0.0|2.92e-07|-0.06954|4.6249|4.07|-1179.201105|982.46|334.21|411.94|0.39584|0.68474|-1179.029099|0.0579999999999999|-0.15517|1.7833|-1179.080799|1.8254|0.04|7.3979
4q_a46|0|0|0|0.09591943|7.832410927000001|1|1|2.151582577|-0.2520920439999999|0.004704245|2|0.0462962959999999|-0.012611536|0.0|-0.066250447|0.012173202|-0.155661124|-0.081623022|1|0.012222698|-0.019471024|-0.1214838219999999|-0.187559576|2|0.807871283|0.848935944|0|0.913550004|-0.052170875|0.014510206|38.31894407|0.086449996|-0.021010627|-21.81959712|-11.72744747|37.21920695|0.487775649|2234.596293|509.9138517|1491.412605|0.38044274|6.038093227999999|0.952269544|4992.497361|-327.2939568|18.92875482|0.018430997|554.3688216|10.28758193|1.0|1.0|3.16|0.38|-6.94|4.09|4.09|1.75|0.0|102.63|1.0|4.0|26.0|4.0|-6.54|0.0|1.0|0.0|3.15|-3.89|0.0449|0.0|1.14e-07|-0.03042|4.5296|2.57|-1108.729426|1043.05|273.72|510.13|0.69002|0.69002|-1108.511662|0.1432|-0.1903|2.7026|-1108.566571|3.2968|743.0|6129.0
4a_a46|0|0|0|0.210988875|7.825245291|1|1|2.180332577|-0.214093513|-0.008364558|2|0.0473245609999999|-0.137420119|0.0|-0.051075084|0.012632881|-0.11172225|-0.0466186959999999|1|0.0120924389999999|-0.216904465|-0.082000707|-0.129430244|2|0.764741337|0.8075680409999999|0|0.923958017|-0.05488948|0.00935578|6.579492736000001|0.076041983|-0.022129285|-18.30276019|-11.49234623|33.36433008|0.4289963579999999|2042.529911|479.8368017|1427.844961|0.2573736219999999|5.613813876|0.751302315|4481.754309|-274.5414028|15.47527339|0.011380391|480.9500663|5.910149982|1.0|1.0|2.8|0.35|-6.82|4.18|4.46|2.35|0.0|96.74|1.0|2.0|24.0|3.0|-5.87|0.0|1.0|1.0|3.43|-4.31|0.0156|0.0|1.53e-07|-0.02921|4.5454|3.4|-994.2146342|967.0|272.77|467.4|0.6893600000000001|0.6893600000000001|-994.028172|0.1694|-0.19067|3.1825|-994.079365|3.7138|181.0|6.7423
12ag_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|-0.042092217|-0.084341564|2|0.043848238|0.063109409|0.0|-0.436614203|-0.002526241|0.0070889269999999|-0.050147748|1|-0.000673716|0.135431487|-0.101303149|-0.217394466|1|0.835013502|0.8910146309999999|0|0.7468300940000001|-0.082492792|0.020136392|85.84609192|0.253169906|-0.038937089|-43.02381535|-24.55768654|64.72839664|0.481286668|2773.9654530000003|471.0269757|2305.164626|0.2411026289999999|7.849377942|0.927847116|5906.879919|-774.4286762999999|32.35969377|0.019328689|595.8790650000001|12.1906363|1.0|0.0|0.0|0.14|-6.86|3.13|2.44|2.4|1.0|123.71|1.0|5.0|30.0|5.0|-6.76|0.0|1.0|0.0|2.15|-4.16|0.0278|0.0|1.4e-07|-0.05486|3.8893|3.41|-1332.151245|1112.68|334.04|507.72|0.69204|0.7024699999999999|-1331.9454449999998|0.0191|-0.15227|5.4459|-1332.003616|7.5405|17.0|7.7696
A7701_a51|1|0|0|0.0|6.605297921|0|0|0.0|-0.221071791|-0.0162614089999999|2|0.031405229|0.070581466|2.087643036|-0.0927335619999999|0.008062393|0.058290286|-0.0299823629999999|1|0.00740235|0.119725261|0.036217274|0.061434294|2|0.7451039290000001|0.8092075540000001|1|0.865114773|-0.071384149|0.007404204|146.2104641|0.134885227|-0.030384547|-16.67652408|-14.03756956|36.39998243|0.420350923|1959.582581|399.6804233|1108.114062|0.200953608|5.137516673|0.7251817340000001|4153.310077|-233.4713371|17.56790307|0.012504214|332.8814548|5.776909381|1.0|1.0|2.05|0.06|-7.58|4.46|4.0|1.98|0.0|87.52|1.0|2.0|22.0|3.0|-5.82|0.0|1.0|1.0|3.12|-4.17|0.0195|0.0|2.62e-08||||||||||||||||25.0|7.6021
14ac_a23|0|1|1|-9.994971573|7.423568444|0|0|2.7104403130000003|0.0763230759999999|-0.4422550999999999|2|0.048351548|0.016532702|0.544211741|-0.66443411|-0.0066006519999999|0.0518788009999999|0.043387326|2|-0.004445662|0.068237909|-0.069765112|-0.287952039|2|0.7797862459999999|0.834426845|1|0.931143634|-0.0883661019999999|0.016832361|57.45545019|0.068856366|-0.043970249|-55.36344264|-33.20157553|79.43449928|0.489147172|3695.344378|703.0989434999999|3417.45156|0.192217908|8.122941134|0.95751094|9203.543798|-1328.722623|41.10214358|0.019122137|718.3324686000001|14.43896921|1.0|0.0|3.34|0.12|-9.03|5.52|8.36|4.6|2.0|130.29|1.0|7.0|38.0|10.0|-5.84|1.0|0.0|0.0|5.43|-6.65|0.000123|2.0|9.25e-10|-0.08813|4.0014|4.93|-2303.9786940000004|1285.58|341.32|627.76|0.6408|0.69962|-2303.749331|0.2391|-0.15055|6.3004|-2303.819891|8.6341|4.0|8.3851
8c_a32|1|1|1|0.0|7.765993078999999|0|0|0.0|0.080016722|-0.04699673|0|0.036711712|-0.026467635|2.143746338|-0.459589251|-0.003484915|-0.026048985|-0.0682721729999999|3|-0.001662219|-0.047650724|-0.0852122769999999|-0.1534110109999999|0|0.845443342|0.8966299409999999|1|0.801747512|-0.076876481|0.016240436|126.6561213|0.198252488|-0.027548799|-35.6276568|-16.654735000000002|56.29419869|0.447542891|2571.62241|484.6996147|3038.837633|0.399315117|7.079719717000001|0.8100952690000001|5773.240734|-463.1595384|27.72624296|0.025527931|557.1050635|15.43301109|1.0|1.0|2.82|0.26|-7.65|6.49|4.19|1.1|1.0|110.47|1.0|7.0|27.0|4.0|-6.45|1.0|0.0|1.0|3.56|-4.39|0.0164|0.0|2.23e-08|-0.04161|3.5673|4.28|-1880.733377|1090.0|347.56|516.78|0.70135|0.70135|-1880.537558|0.3272|-0.14712|8.4922|-1880.597039|10.2656|37.0|7.4318
12d_a31|1|0|0|0.0|7.765993078999999|1|1|0.0|0.039097757|-0.043220149|0|0.0359583329999999|-0.042401695|0.0|-0.697102094|-0.002456634|-0.085780934|-0.032270224|2|0.000127275|-0.067477864|-0.134504227|-0.214049412|0|0.8343242820000001|0.873955169|0|0.7054497479999999|-0.0938723509999999|0.0296918329999999|157.30671669999998|0.294550252|-0.032542687|-57.85220856|-23.08311261|87.64629597|0.389382761|2653.867767|500.3881827|2434.226776|0.361635149|9.445278138|0.63768714|5753.290126|-867.7831284|36.15974873|0.02571268|647.1500428999999|18.23846616|1.0|1.0|3.9|0.38|-7.63|6.04|4.09|1.31|2.0|112.97|1.0|9.0|29.0|5.0|-6.36|0.0|0.0|1.0|3.76|-4.39|0.0167|0.0|2.3500000000000002e-08|-0.03128|3.8477|5.0|-1657.428467|1201.63|322.23|626.33|0.7006600000000001|0.7006600000000001|-1657.1792779999998|0.2566|-0.15968|2.4186|-1657.245177|3.3585|0.51|6.2924
IN1233_a59|1|0|0|0.0|6.842683282|0|0|0.0|0.1160337319999999|-0.12050413|2|0.0396875|0.163548857|1.983673343|-0.5039851160000001|-0.005614194|-0.011236836|-0.054458882|1|-0.004071701|0.268927191|0.001996439|0.003282792|2|0.74801464|0.80310139|1|0.7613246490000001|-0.092761756|0.010831674|318.5587088|0.238675351|-0.035929742|-42.16752524|-23.91074854|68.94000009|0.483639625|2809.840422|506.6510632|1822.396842|0.1892041019999999|8.011984402000001|0.936631949|6206.818668|-843.3505049|29.49046561|0.0134658889999999|712.1606951|8.961363774|1.0|1.0|2.76|0.08|-10.0|5.54|4.69|2.06|2.0|125.07|0.0|5.0|32.0|4.0|-6.13|0.0|0.0|1.0|3.78|-5.16|0.0029|0.0|9.93e-11|-0.05605|5.2194|5.35|-1352.326849|1204.16|350.69|531.14|0.51285|0.6953699999999999|-1352.073755|0.2011|-0.14684|5.4004|-1352.135303|7.6059|34.0|7.4685
17_a12|0|0|0|0.0|6.823286122000001|1|1|0.0|0.132275232|-0.058347964|3|0.035816993|-0.210594127|0.0|-0.38018419|-0.002523977|-0.072956553|-0.070249784|1|-0.000651751|-0.3748198379999999|-0.113649923|-0.202276514|2|0.8198617429999999|0.87653892|0|0.858119365|-0.069570363|0.011226177|69.36398419|0.141880635|-0.035198739|-26.12444199|-18.34174978|42.10235809|0.466056241|2246.161353|447.1583691000001|1470.257187|0.213298781|5.669161963|0.8728564259999999|4866.339908|-391.8666299|23.31475957|0.015049295|431.5987143|7.842053909|1.0|1.0|2.97|0.17|-7.16|4.51|2.56|2.47|0.0|103.12|1.0|3.0|24.0|4.0|-6.07|0.0|1.0|1.0|3.14|-4.24|0.0191|0.0|6.97e-08|-0.06322|4.4014|2.87|-1366.776169|933.62|328.67|419.49|0.39539|0.62783|-1366.638303|148.0|-0.15459|2128.0|-1366.689546|2.9806|16.0|7.7959
14q_a23|0|1|1|0.0|7.423568444|0|0|3.292130907|0.141057047|-0.130330047|2|0.044138322|0.064903564|0.720966302|-0.5608967029999999|0.002243702|-0.058543701|-0.056324491|2|0.002496501|0.121109106|-0.017918675|-0.033435987|2|0.808928963|0.871119857|1|0.773194598|-0.08960718|0.02158178|350.836102|0.226805402|-0.039682061|-45.42467289|-27.24379301|76.3369885|0.472004985|3097.399651|530.8381985000001|2213.1193780000003|0.222659101|8.732265278|0.893957277|6982.066379000001|-953.9181308|35.04742005|0.01932289|693.3423458|13.26616596|0.0|0.0|2.66|0.04|-6.96|2.57|3.12|2.28|1.0|128.38|1.0|6.0|33.0|5.0|-7.33|1.0|0.0|0.0|2.62|-4.39|0.0183|0.0|1.11e-07|-0.08159|3.6431|4.19|-1798.6108739999995|1222.17|340.33|554.59|0.5949|0.5949|-1798.3704079999998|0.4943|-0.14854|8375.0|-1798.433122|12.0503|16.0|7.8069
9g_a40|0|0|0|0.0|7.515889085|0|0|1.849105962|-0.058811055|-0.0220464379999999|0|0.043730159|0.07954859|0.895670535|-0.225327061|0.011921308|0.139758613|-0.145879501|2|0.0115573539999999|0.133954053|-0.037217966|-0.062672355|0|0.764275277|0.821935848|1|0.90454157|-0.063539055|0.021367335|65.74631496|0.09545843|-0.031197254|-21.93596333|-16.43578193|44.73159432|0.476386801|2169.234651|476.5434822|349.4421673|0.259759794|8.180261533|0.909806709|4435.743087|-329.0394499|22.20330888|0.018087202|384.6422631|9.528957565|0.0|1.0|1.78|0.06|-6.43|2.91|2.93|0.64|0.0|87.53|1.0|3.0|23.0|4.0|-7.17|0.0|1.0|0.0|1.93|-3.09|247.0|0.0|3.720000000000001e-07|-0.0624|3.0778|3.83|-1332.476347|923.42|402.84|469.6|0.70233|0.70233|-1332.31775|0.3563|-0.12765|3.4787|-1332.369643|5063.0|3548.0|5.45
12f_a30|0|0|0|-4.734662095|7.412764017000001|2|2|0.0|0.156569208|-0.274237737|2|0.041555556|0.1468972409999999|0.0|-0.874676289|-0.00695299|-0.008663584|-0.046588557|1|-0.004395528|0.4304505939999999|-0.077457998|-0.226973911|1|0.8246767140000001|0.876441789|0|0.8357464459999999|-0.090450992|0.01570263|101.2862703|0.164253554|-0.0452183279999999|-54.21787616|-31.90082427|74.88972286|0.472521727|3305.792133|589.6060704|2712.844784|0.184824668|8.366190175|0.8958126809999999|7634.176316|-1192.793275|39.1336968|0.01752821|696.6414817000001|12.36587885|1.0|0.0|0.0|0.17|-7.18|4.43|4.78|2.82|2.0|133.96|1.0|7.0|34.0|8.0|-5.66|0.0|0.0|0.0|3.42|-5.92|0.000579|0.0|6.61e-08|-0.05464|5.0587|5.52|-1987.998635|1225.63|351.25|574.31|0.32483|0.68471|-1987.782125|0.1596|-0.14958|3.6633|-1987.848015|4.6865|19.0|7.7144
12j_a30|0|0|0|0.0|7.412764017000001|2|2|0.0|0.04148877|-0.033312179|2|0.043848238|-0.02473642|0.0|-0.354848778|0.005613018|0.0074730759999999|-0.075816941|1|0.005965451|-0.0431311459999999|-0.053644471|-0.09353607|1|0.795446883|0.846470093|0|0.842199041|-0.073909106|0.015613498|88.51817261|0.157800959|-0.036204884|-39.31313154|-23.39729904|57.85371764|0.476658597|2784.7999170000003|544.2686362000001|2258.891981|0.1865388989999999|8.067697897|0.91079856|6105.3402670000005|-786.2626307999999|28.76265258|0.01349128|686.039456|8.71869951|1.0|0.0|0.0|0.17|-7.01|4.35|2.93|3.04|2.0|132.24|1.0|5.0|30.0|4.0|-5.81|0.0|0.0|1.0|2.91|-5.15|0.00291|0.0|9.75e-08|-0.05106|5.1971|4.14|-1615.064152|1175.75|356.4|549.64|0.3087|0.68625|-1614.831741|0.1516|-0.14772|4.6727|-1614.894278|5.1081|9.0|8058.0
12a_a40|0|0|0|0.0|7.515889085|0|0|1.784989449|0.021610099|-0.012791297|0|0.036587302|0.17758258|0.8332127109999999|-0.14667395|0.01039129|0.100414476|-0.226763788|2|0.007890601|0.298197213|0.018655637|0.031326603|0|0.718281767|0.7867243829999999|1|0.940879765|-0.064340227|0.011766311|107.5277007|0.059120235|-0.033799|-19.46913691|-17.23885621|38.81741016|0.476055146|2185.594734|479.8867095|600.1247016|0.14863036|7.563170499|0.908597808|4873.458436|-272.5679167|20.24838026|0.010759845|323.26151960000004|5.487955617999999|1.0|0.0|3.39|0.0|-7.21|5.33|5.43|4.34|1.0|91.76|1.0|2.0|22.0|2.0|-4.56|0.0|1.0|1.0|4.78|-5.95|0.00039|1.0|6.15e-08|-0.08015|3.0966|5.01|-2097.8163050000003|875.15|400.39|429.21|0.6998800000000001|0.6998800000000001|-2097.7296100000003|0.3701|-0.12895|2491.0|-2097.779499|3.8054|1778.0|5.7501
3q_a32|1|1|1|0.0|7.765993078999999|0|0|0.0|-0.017280695|-0.04718311|0|0.03898374|0.02785755|2.120544848|-0.419780649|0.000773658|-0.022925245|-0.098400506|3|0.002487149|0.0492355779999999|-0.167040501|-0.295228244|0|0.853737093|0.901790225|1|0.84993799|-0.067604132|0.018527744|41.73511731|0.15006201|-0.027989085|-37.3203761|-17.27560785|53.16288420000001|0.46136998|2649.276311|524.6043311000001|3335.898591|0.365026099|6.428518903|0.856561949|6079.482066|-522.4852655000001|27.20679986|0.022526037|618.9134881|13.90366881|1.0|0.0|3.34|0.3|-7.31|6.43|4.72|1.33|1.0|115.37|1.0|7.0|28.0|4.0|-6.35|0.0|0.0|1.0|3.86|-4.62|0.00992|0.0|4.88e-08|-0.04968|3.6236|5.15|-1920.042674|1136.46|342.16|549.78|0.70216|0.70216|-1919.821707|0.2897|-0.15001|4.1362|-1919.883144|5.2657|28.0|7.5528
18c_a30|0|0|0|0.0|7.412764017000001|2|2|0.0|0.12157783|-0.118776867|2|0.042560386|0.011887112|0.0|-0.625122815|-0.003436924|0.0119521719999999|-0.0351777|1|-0.002215642|0.0211588229999999|0.003429114|0.006103754|1|0.8303425640000001|0.885516463|0|0.717052026|-0.105618255|0.019360263|384.391404|0.282947974|-0.042101245|-50.86775696|-28.4279687|84.38908035|0.448899917|3002.59061|484.1740985|3094.729399|0.214007997|7.646050338999999|0.81455244|6685.737642|-1017.355139|36.16826708|0.018410634|713.7769663|12.43138832|1.0|0.0|0.0|0.13|-6.19|3.04|1.72|2.06|1.0|135.37|1.0|6.0|32.0|5.0|-7.05|0.0|0.0|0.0|1.91|-4.3|0.0221|0.0|6.520000000000001e-07|-0.05575|3.4848|4.54|-1744.455795|1209.11|355.78|543.46|0.69123|0.69123|-1744.2261030000002|0.3879|-0.14225|6.6462|-1744.28923|8.64|12.0|7.9208
