molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|SIC2|nFaHRing|RASA|FNSA3|FPSA3|RNCS|RPSA|FNSA4|WNSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
6c_a31|1|0|0|0.0|7.78113851|1|1|0.0|0.047405064|-0.151732713|0|0.038901235|0.137523742|0.0|-0.790027307|-0.009477764|-0.00219333|-0.107687565|2|-0.00668344|0.2301743489999999|-0.0055763209999999|-0.009333123|0|0.790900932|0.846458013|0|0.641197273|-0.120905075|0.03173578|163.6316745|0.358802727|-0.044739967|-50.62888027|-28.32375523|96.63311186|0.4463376229999999|2837.949799|405.9259734|2357.829685|0.234676081|8.102804662|0.8061548709999999|6283.091868|-860.6909647|37.00884624|0.0212421629999999|597.3075924999999|13.44788285|1.0|1.0|3.13|0.14|-7.72|5.58|4.26|1.58|2.0|114.5|1.0|5.0|30.0|5.0|-6.27|0.0|0.0|1.0|3.64|-4.94|0.0048|0.0|1.89e-08|-0.0581799999999999|3.2974|5.08|-1691.948653|1125.85|376.01|524.56|0.7014699999999999|0.7014699999999999|-1691.734564|0.5028|-0.13351|5.9253|-1691.794585|8.8847|0.34|6.4685
12ap_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|-0.06398791|-0.010732275|2|0.042739018|0.066185994|0.0|-0.424579308|-0.000143196|-0.105824575|-0.042675894|1|0.001194592|0.117738331|-0.098598933|-0.175397741|1|0.832758813|0.893689741|0|0.830587483|-0.082622504|0.0217479329999999|82.56761031|0.1694125169999999|-0.037473093|-45.7078307|-24.58703954|68.48007054|0.464588|2843.18721|544.9693552|2328.307856|0.262148114|8.766216204|0.86772056|6003.481614|-822.7409526|33.32245946|0.020575639|642.3830552000001|13.50019441|1.0|0.0|0.0|0.13|-6.66|2.75|1.76|1.38|1.0|128.47|1.0|5.0|31.0|5.0|-7.08|0.0|0.0|0.0|1.66|-3.95|0.0458|0.0|2.21e-07|-0.06084|4.9124|2.98|-1325.159466|1160.79|319.54|553.28|0.59563|0.6929|-1324.95298|0.3982|-0.15704|7.0249|-1325.0127220000002|9.6512|32.0|7.4949
12o_a36|1|0|0|0.0|7.412764017000001|2|2|0.0|0.01340619|-0.079716275|2|0.040770975|0.03842353|0.0|-0.613501857|-0.00233752|-0.059733192|-0.010904454|1|-0.000472698|0.065221584|-0.126068378|-0.213993335|1|0.799869816|0.848816593|0|0.7592112809999999|-0.082048664|0.023402195|55.47133795|0.2407887189999999|-0.03541591|-55.10596064|-25.50573629|75.94332024|0.469699889|3009.981519|546.7667677000001|2778.220342|0.333537155|7.322888607|0.885724665|6622.134304|-1047.013252|38.27030489|0.026586303|757.7532208|19.1468529|0.0|0.0|0.0|0.17|-6.93|2.38|1.65|1.49|1.0|138.06|1.0|7.0|33.0|5.0|-7.66|0.0|0.0|0.0|1.47|-3.64|0.0997|0.0|1.1800000000000001e-07|-0.05456|5.1927|4.5|-1440.926241|1240.51|320.16|560.88|0.36719|0.67273|-1440.671057|0.2888|-0.15695|4.9237|-1440.734965|6.6471|0.04|7.3979
12g_a30|0|0|0|0.0|7.412764017000001|2|2|0.0|0.096186205|0.024086432|2|0.039951691|-0.037395048|0.0|-0.574592016|0.001371944|0.007330206|-0.049719762|1|0.0026474159999999|-0.067792064|-0.084317059|-0.152855196|1|0.826316772|0.886776351|0|0.783662781|-0.086195758|0.027436565|133.2169768|0.216337219|-0.040568357|-47.51931027|-27.49531395|77.01461557|0.459011202|3058.2873170000003|531.1295763|2482.668258|0.225689271|8.694447089|0.8484671109999999|6688.137428|-950.3862054|35.50940589|0.019453222|683.7405759|13.18447384|1.0|0.0|0.0|0.13|-6.42|3.4|2.48|2.06|2.0|133.52|1.0|6.0|32.0|6.0|-6.22|0.0|0.0|0.0|2.36|-5.01|0.00427|0.0|3.7600000000000003e-07|-0.0576|5.0703|3.88|-1743.174676|1206.02|348.35|577.31|0.26238|0.68366|-1742.965961|0.1613|-0.15077|3875.0|-1743.029147|5.3027|9.0|8.0334
18d_a25|0|0|0|0.0|6.842683282|0|0|1.918453956|-0.0881447869999999|0.024310576|2|0.042843137|-0.031867489|2.029297802|-0.180590503|0.006452854|-0.070413428|0.016982601|1|0.0062422|-0.055336237|-0.035684977|-0.061965108|2|0.780221059|0.838260077|1|0.937813705|-0.061527513|0.011158458|70.58850837|0.062186295|-0.0281209329999999|-43.24308488|-21.166323|54.70994625|0.476833495|3113.122552|705.8822532|2625.142499|0.24206301|9.479218984|0.911437354|6876.316137000001|-908.1047824|27.92623037|0.014219928|883.4030667999999|10.70318668|1.0|1.0|3.57|0.11|-10.23|6.33|5.98|2.4|2.0|143.37|0.0|7.0|35.0|4.0|-6.21|1.0|0.0|1.0|4.5|-5.54|0.0013599999999999|0.0|5.92e-11|-0.07287|5.6512|4.56|-1806.812778|1358.25|340.69|664.72|0.41694|0.6823899999999999|-1806.514606|0.0389|-0.14723|3.2353|-1806.582751|4.3658|232.0|6.6345
5e_a40|0|0|0|0.0|8.149890544|0|1|1.661964758|-0.091305805|0.0601021459999999|0|0.044526749|-0.106497535|0.7768055559999999|-0.162528785|0.009890343|0.158430496|0.029272031|2|0.008306061|-0.184667138|0.005996234|0.010397494|0|0.8092726020000001|0.877722972|1|0.864422751|-0.076883794|0.019851304|170.7311133|0.135577249|-0.035889706|-20.29110082|-17.06741495|46.00255248|0.47779156|1986.384601|411.0778166|512.5703164|0.177640532|6.533857846|0.914944155|4158.984115|-243.4932098|20.75420252|0.012921086|264.9899736|6.144645946|1.0|0.0|2.73|0.21|-4.65|4.3|3.74|2.37|1.0|79.16|2.0|3.0|20.0|3.0|-5.66|0.0|1.0|1.0|3.33|-4.25|0.0169|0.0|2.23e-05|-0.07231|3.7138|4.99|-1637.180703|802.38|333.85|390.33|0.69675|0.69675|-1637.115238|0.5262|-0.14786|7.87|-1637.162552|10282.0|25.0|7.6021
4e_a49|0|0|0|0.0|7.535296702|1|1|2.085628989|-0.076526919|-0.074495823|2|0.036555556|-0.080255074|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|0.018857363|1|0.000660956|-0.130491035|-0.037142108|-0.060391347|2|0.803344301|0.856023531|1|0.757062331|-0.09422276|0.017142176|313.22432680000003|0.242937669|-0.029288891|-33.05708028|-17.96482878|68.30753733|0.471635821|2675.626006|464.3567821|1647.641653|0.349671525|7.934910277|0.892633982|5950.361470000001|-561.9703647000001|27.6242383|0.023622273|620.5697596|14.48911428|0.0|1.0|2.89|0.22|-7.36|3.4|2.83|1.25|1.0|114.08|1.0|6.0|30.0|5.0|-7.52|0.0|0.0|1.0|2.42|-3.52|122.0|0.0|4.35e-08|-0.06461|5.7301|3.34|-1313.158118|1128.64|327.34|504.63|0.4078199999999999|0.68043|-1312.924353|0.0789|-0.1585099999999999|3.9718|-1312.98289|4.8707|34.0|7.4685
14p_a23|0|1|1|0.0|7.423568444|0|0|3.3252287430000003|0.044380583|0.006191846|2|0.045165485|0.041987653|0.733042138|-0.310730878|0.009895793|-0.060144819|-0.053921569|2|0.009266617|0.080581604|-0.0686282459999999|-0.131709531|2|0.799506006|0.8683808959999999|1|0.923455749|-0.063033628|0.0221104079999999|40.58186569|0.076544251|-0.033660197|-36.77082544|-22.70933393|57.44364296|0.464933687|3010.721939|623.0226425|2170.5738260000003|0.248361701|9.014073839|0.868927227|6696.264498|-735.4165088|30.21311441|0.0190667019999999|646.2584547|12.86362369|0.0|0.0|3.28|0.04|-7.47|3.4|3.89|2.39|1.0|125.0|1.0|5.0|32.0|5.0|-6.62|0.0|0.0|0.0|3.25|-4.9|0.00554|0.0|3.39e-08|-0.09046|3.5752|3.29|-1722.152257|1191.08|346.79|573.24|0.6816|0.6816|-1721.933314|0.3802|-0.14774|7.4033|-1721.994023|9986.0|3.0|8.5302
3m_a32|1|1|1|0.0|7.773594467000001|0|1|0.0|0.013867955|-0.017268778|0|0.03962963|-0.0370712179999999|2.175099216|-0.3082152019999999|-0.000514191|-0.084132138|-0.078038283|3|0.000822186|-0.065422345|-0.04918838|-0.086806406|0|0.817967125|0.872498916|1|0.798023273|-0.084626325|0.013428623|92.61088121|0.201976727|-0.027127559|-33.57626169|-16.22134838|58.63348955|0.4687361229999999|2588.590536|477.1904954|2363.601309|0.325531778|7.0752395770000005|0.882303773|5724.714257|-436.4914018999999|24.05057475|0.018412178|554.9424306|11.00984957|1.0|0.0|2.93|0.3|-7.38|7.02|5.35|1.74|2.0|110.36|1.0|3.0|27.0|4.0|-6.17|0.0|0.0|1.0|4.12|-4.86|0.00547|0.0|4.190000000000001e-08|-0.05731|3.5749|5.1|-1863.46877|1073.31|346.82|484.34|0.7026600000000001|0.7026600000000001|-1863.279862|0.2952|-0.14835|5082.0|-1863.337677|8.0755|23.0|7.6383
4b_a49|0|0|0|0.0|7.535296702|1|1|2.075628989|-0.109946885|-0.077626337|2|0.036555556|-0.064060521|1.645329244|-0.402986655|0.001769804|-0.033486358|0.02907541|1|0.002557204|-0.10158752|-0.0563571629999999|-0.089371493|2|0.798826417|0.852400617|1|0.7581492670000001|-0.091725536|0.0241270029999999|41.97072627|0.241850733|-0.030696709|-34.19753462|-18.89220999|71.30114509|0.477868186|2708.998101|466.6010051|1701.832352|0.354669161|7.588962922|0.915225186|6025.790417|-581.3580885|29.27523192|0.02556165|600.3287567000001|15.73185141|1.0|1.0|3.1|0.22|-7.05|3.71|3.26|1.66|1.0|112.36|1.0|6.0|30.0|6.0|-7.12|0.0|0.0|1.0|2.8|-3.88|0.0527|0.0|8.91e-08|-0.06731|4.6422|3.56|-1333.026419|1121.45|331.39|509.78|0.4151899999999999|0.68242|-1332.800229|0.0615|-0.15635|1.8265|-1332.8586269999998|2.2306|79.0|7.1024
1k_a5|1|0|0|0.0|6.605297921|0|0|0.0|-0.216088148|-0.064652321|2|0.026339869|-0.095857885|0.0|-0.120771321|0.003886035|-0.145151027|-0.011848312|1|0.003708988|-0.220946861|0.019611905|0.045204303|2|0.7824502320000001|0.851987765|0|0.7836926809999999|-0.078995018|0.010892351|165.11680719999998|0.216307319|-0.0301207529999999|-19.44172742|-15.40795854|45.98095096|0.48165588|2171.394196|400.8898627|824.0133397999999|0.275045542|6.710535795|0.929220303|4479.484358|-291.6259112|21.25369168|0.019219352|357.34245360000006|9.83146028|1.0|1.0|2.02|0.0|-8.3|4.88|4.76|2.29|0.0|90.44|1.0|3.0|24.0|4.0|-5.99|0.0|1.0|1.0|3.42|-4.3|0.0157|0.0|4.99e-09|-0.04516|4.7221|3.1|-1050.51717|890.76|281.38|398.63|0.53086|0.5282|-1050.418953|0.1239|-0.1798799999999999|1.5911|-1050.468159|2.3036|48.0|7.3188
14r_a23|0|1|1|0.0|7.423568444|0|0|3.201732471|-0.009140243|-0.06921746|2|0.045277778|0.014148395|0.7087588690000001|-0.322513347|0.007671236|-0.079935667|-0.064006338|2|0.0075222369999999|0.033038452|-0.073945564|-0.17267308|2|0.7837821840000001|0.846632079|1|0.8662226190000001|-0.062618931|0.019185345|47.26552456|0.133777381|-0.03654528|-35.61466281|-23.53402098|52.67940305|0.4661909429999999|2945.137191|557.8203557999999|2306.754114|0.211777163|7.555307147000001|0.873329024|6744.848704999999|-712.2932561000001|29.85706563|0.017092103|599.5697147999999|11.00678143|0.0|0.0|3.06|0.05|-7.67|3.78|4.58|3.4|2.0|120.24|1.0|5.0|31.0|5.0|-6.31|0.0|0.0|0.0|3.7|-5.11|0.00332|0.0|2.14e-08|-0.06842|5.9406|3.72|-1729.1326809999998|1145.51|389.92|513.71|0.30482|0.68115|-1728.924789|0.0008|-0.15536|6.2620000000000005|-1728.98403|8.8722|5.0|8.2684
13c_a5|1|0|0|0.0|6.605297921|1|1|0.0|-0.2071929139999999|-0.0090268969999999|3|0.024822695|-0.010689086|0.0|-0.284610951|0.005288472|-0.098760742|-0.018055556|1|0.006110714|-0.017427549|-0.092592608|-0.150963534|2|0.770478689|0.822789227|0|0.80019672|-0.077308234|0.023143526|158.67712230000004|0.19980328|-0.025039414|-33.29709668|-16.50965711|66.23254483|0.46617977|2793.480751|527.6071331999999|1235.709541|0.448671765|8.492261628|0.873289814|5989.714507|-566.0506435|29.94524142|0.0302745689999999|656.208474|19.96143955|0.0|1.0|2.58|0.17|-8.09|4.23|3.29|1.16|1.0|120.88|1.0|5.0|31.0|5.0|-7.28|0.0|0.0|1.0|2.68|-3.96|0.0446|0.0|8.170000000000001e-09|-0.05615|4706.0|3.99|-1351.2369640000002|1153.36|294.18|513.33|0.41594|0.51479|-1351.008469|0.1666|-0.17324|2.3276|-1351.067237|2.9732|123.0|6.9101
12a_a50|0|1|1|0.0|7.927685046000001|1|1|4.075037557|-0.199881787|-0.0016330379999999|1|0.034845679|-0.111689174|2.112397566|-0.126263256|0.01164808|0.014596049|-0.122912558|2|0.011790103|-0.193999688|-0.168032508|-0.291865836|1|0.795582575|0.862192416|1|0.904119689|-0.05075501|0.021013336|7.457998037999999|0.095880311|-0.02383238|-16.85074424|-12.00673599|36.15684209|0.469674946|2223.666558|455.4948605000001|1462.827156|0.4247810279999999|5.116970861|0.885635975|4665.239724|-235.9104193|20.873331|0.027455156|388.171611|13.83188822|1.0|1.0|2.21|0.11|-5.49|2.59|3.42|2.02|0.0|94.69|2.0|2.0|24.0|3.0|-6.44|0.0|1.0|1.0|2.55|-3.84|45.0|0.0|3.22e-06|-0.03366|4.0783|2.47|-1006.632973|908.22|304.01|394.52|0.65267|0.65267|-1006.498352|0.1807|-0.16806|5.7662|-1006.546706|7.9123|75.0|7.1249
4p_a46|0|0|0|0.122217892|7.825245291|1|1|2.102855253|-0.060700883|-0.038295755|0|0.046533816|-0.164311513|0.0|-0.233901882|0.005152176|-0.205494852|-0.120823841|1|0.004453195|-0.251219946|0.066453878|0.101602982|0|0.747019097|0.7911509609999999|0|0.905966489|-0.0997229069999999|0.007398064|175.10295019999998|0.094033511|-0.029978645|-26.78464688|-17.00200781|60.7522985|0.423511708|2257.769185|513.8073925|2219.4587530000003|0.12579435|5.828038618|0.734640605|5167.091582|-482.1236438|19.44852199|0.006740305|585.8536976|3.822678404|1.0|0.0|3.2|0.3|-7.05|4.85|5.25|3.2|2.0|107.89|1.0|2.0|27.0|3.0|-5.09|0.0|1.0|1.0|4.25|-5.4|0.00144|0.0|8.95e-08|-0.0393|5.4796|4.89|-1129.618646|1058.54|310.28|537.47|0.43709|0.70138|-1129.3914619999998|0.0763|-0.16819|3.6961|-1129.4459470000002|5.3996|341.0|6.4672
7_a47|0|0|0|0.0|0.0|0|0|0.0|0.00763426|-0.143650735|2|0.04030303|-0.128433676|1.303301032|-0.3939082339999999|-0.0091074509999999|-0.085507035|-0.0781924059999999|0|-0.00794321|-0.262805289|-0.021071408|-0.04311702|2|0.817389583|0.8755534909999999|1|0.8473227320000001|-0.081264417|0.008915606|103.5602725|0.152677268|-0.036250645|-30.51603217|-20.44278719|50.85512286|0.405265781|2491.885862|477.8297898|1968.695833|0.1830206469999999|6.485224033|0.681423344|5958.904826|-518.7725468|25.02240371|0.0130514639999999|526.6144628999999|7.36009799|1.0|1.0|3.14|0.09|-9.45|5.63|6.52|3.69|2.0|111.28|1.0|4.0|28.0|4.0|-4.8|1.0|0.0|1.0|4.89|-6.06|0.000345|0.0|3.52e-10|-0.05297|3.7203|5.08|-1647.963177|1043.33|333.26|455.81|0.69314|0.69314|-1647.7863539999998|0.2144|-0.1544|3406.0|-1647.841533|4.4255|25.0|7.6
14z_a23|0|1|1|0.0|7.423568444|0|0|3.305974434|0.08752343|-0.024897956|2|0.04314059|0.038811869|0.729326158|-0.30053593|0.009174505|-0.0438568409999999|-0.0229244|2|0.007229683|0.0708381429999999|-0.069023218|-0.125978901|2|0.802520527|0.8668730109999999|1|0.925301102|-0.0582387179999999|0.018337664|40.18308023|0.074698898|-0.03393829|-38.68856944|-23.63754572|53.33438253|0.474697407|3094.698027|644.4593172|2692.627452|0.214395551|7.834464959|0.903664694|7285.13008|-773.7713888999999|30.08835522|0.01612263|665.6233736|11.22918692|0.0|0.0|3.67|0.05|-8.57|4.64|5.32|3.99|2.0|130.3|1.0|5.0|32.0|4.0|-5.8|0.0|0.0|0.0|4.49|-6.13|0.000354|0.0|2.6899999999999996e-09|-0.08503|4032.0|4.73|-2549.0953670000004|1221.92|338.46|586.28|0.66217|0.69913|-2548.895003|0.2917|-0.15195|5.9301|-2548.957384|7.9877|5.0|8.2941
11g_a5|1|0|0|0.0|7.139660336|0|0|1.984996534|-0.204002571|0.009272269|2|0.020943152|-0.083337229|0.0|-0.252634073|0.00599982|-0.137618073|-0.007175378|2|0.006964153|-0.14133011|-0.137739838|-0.233590516|2|0.814159231|0.8737292720000001|0|0.837943738|-0.067247149|0.023215707|68.77977167|0.1620562619999999|-0.025442296|-32.96383785|-16.72000506|59.4498014|0.485790997|2823.738452|550.6745046|935.4227938|0.456418686|9.342496899|0.944734523|5817.569415|-560.3852433999999|30.75897687|0.03204398|648.1198739|21.05845771|1.0|1.0|2.34|0.08|-9.04|4.17|4.48|1.06|1.0|118.35|1.0|7.0|31.0|5.0|-6.84|0.0|0.0|0.0|2.96|-4.31|0.0199|0.0|9.229999999999999e-10|-0.04322|4.5106|2.3|-1330.144218|1180.25|294.62|542.13|0.56924|0.63081|-1329.927772|0.2403|-0.1714|3.2282|-1329.988893|4314.0|0.03|7.5229
12y_a30|0|0|0|0.0|7.412764017000001|2|2|0.0|0.048343649|-0.037335306|2|0.044197531|-0.089502772|0.0|-0.353814891|0.00604028|0.061944378|-0.058184644|1|0.006346396|-0.153680104|-0.053700437|-0.0922059569999999|1|0.768409873|0.8146529229999999|0|0.8489185109999999|-0.070903795|0.0149823289999999|85.17057711|0.151081489|-0.034840345|-41.1215369|-23.38859815|57.65603256|0.445723724|2847.362782|569.8856940000001|2411.415644|0.179891855|8.067590558|0.804154433|6301.067405|-863.552275|28.51891948|0.012362508|754.3941655|8.299049218|1.0|0.0|0.0|0.21|-7.38|4.87|3.23|3.25|2.0|137.21|1.0|5.0|31.0|4.0|-5.64|0.0|0.0|0.0|3.19|-5.46|0.00148|0.0|4.12e-08|-0.05065|5.1973|4.45|-1654.382468|1227.82|357.11|585.59|0.30617|0.6864399999999999|-1654.125015|0.1489|-0.1475|4.7043|-1654.190369|5.1209|22.0|7.6576
3d_a32|1|1|1|0.0|7.765993078999999|0|0|0.0|0.0181036519999999|-0.034290847|0|0.041161616|-0.0620110029999999|2.230648962|-0.269655316|0.000655875|-0.113314811|-0.0602430179999999|3|0.002004382|-0.1131110759999999|-0.076494363|-0.1395294259999999|0|0.8444218509999999|0.90169022|1|0.892845502|-0.06869526|0.014419776|62.43434632|0.107154498|-0.02867299|-27.31750365|-15.52441767|45.000975700000005|0.427813496|2213.978384|483.4133562|1855.167124|0.2794597139999999|6.15119195|0.747681906|4752.534658|-327.8100438|21.54552351|0.0160633|421.3548777|8.697152881000001|1.0|1.0|3.11|0.24|-7.29|6.97|5.07|1.94|1.0|97.86|1.0|4.0|23.0|3.0|-5.18|0.0|0.0|1.0|4.32|-5.13|0.00251|0.0|5.13e-08|-0.05482|3.5105|3.42|-1672.733979|959.11|353.18|465.41|0.7035100000000001|0.7035100000000001|-1672.585902|0.5031|-0.14189|3.2094|-1672.638515|5.1728|8.0|8.0915
16f_a32|1|1|1|0.0|7.765993078999999|0|0|0.0|0.1767304639999999|-0.054907428|0|0.039958333|0.008658653|2.082564316|-0.77158995|-0.003511776|-0.081644236|-0.000291262|3|-0.001202032|0.0151704889999999|-0.120440534|-0.211019184|0|0.852938445|0.899839182|1|0.8072754790000001|-0.08168632|0.024434011|89.03402347|0.192724521|-0.035568666|-53.23443736|-24.61529877|73.4405859|0.384656622|2772.212354|558.6750754999999|3414.006186|0.30526292|8.79158776|0.625108901|6235.040893|-851.7509977|35.43109972|0.022983292|636.0251562999999|15.90558963|1.0|1.0|3.4|0.3|-7.77|6.42|4.99|1.34|3.0|116.75|1.0|9.0|29.0|5.0|-5.99|1.0|0.0|1.0|4.05|-4.97|0.00457|0.0|1.7e-08|-0.04997|3.6272|4.99|-1995.278839|1191.55|341.82|603.12|0.70204|0.70204|-1995.054457|0.2931|-0.15003|3.6641|-1995.117771|4.2764|9.0|8041.0
18_a10|0|0|0|0.0|7.78113851|2|2|2.142254323|-0.182332901|0.0307177839999999|2|0.035770975|-0.092424959|2.026949641|-0.1859075939999999|0.009941402|-0.052165302|-0.0280813039999999|1|0.010573165|-0.144233311|-0.091730492|-0.143149563|2|0.785539083|0.832812971|1|0.885552955|-0.0575419659999999|0.019095409|40.99617452|0.114447045|-0.024889861|-30.63863373|-15.79795381|48.64284759|0.4670293179999999|2788.499133|562.0732377|2137.914113|0.358384456|7.204851347999999|0.876275815|6213.631543|-551.4954071000001|24.62214943|0.020666062|713.2632062000001|13.11704755|0.0|1.0|3.41|0.32|-7.88|4.65|4.66|2.14|1.0|119.81|1.0|5.0|31.0|5.0|-6.34|0.0|1.0|1.0|3.67|-4.77|0.00705|0.0|1.32e-08|-0.0495699999999999|5.7687|2.65|-1336.404041|1181.5|326.47|504.61|0.37729|0.6866300000000001|-1336.126835|0.1637|-0.15735|4.7596|-1336.185978|5.9029|0.13|6.8861
19i_a38|1|0|0|0.0|7.412764017000001|2|2|0.0|-0.125335237|-0.115864198|2|0.043197531|0.08414367|0.0|-0.4561702689999999|-0.006877664|-0.074033381|-0.053762162|1|-0.004358975|0.215263198|-0.098027247|-0.250781298|1|0.836170906|0.892249657|0|0.747158407|-0.08347616|0.022576308|137.7658863|0.252841593|-0.040770109|-42.53502816|-24.98593175|64.99417804|0.444551315|2896.470706|457.89548719999993|2335.0953870000003|0.258076158|6.690507557999999|0.800346329|6744.7785650000005|-765.6305068|33.67721904|0.022159015|593.6088758|13.5801364|1.0|1.0|2.88|0.14|-7.12|3.55|3.11|2.78|1.0|125.65|1.0|5.0|31.0|5.0|-6.81|0.0|0.0|1.0|3.04|-4.33|0.0196|0.0|7.599999999999999e-08|-0.0564799999999999|5.7041|3.66|-1431.384243|1101.03|343.17|457.26|0.4342|0.69267|-1431.181148|0.1886|-0.14872|6.6636|-1431.239177|8.6365|13.0|7.9031
19c_a38|1|0|0|0.0|7.412764017000001|2|2|0.0|-0.085545751|-0.04575843|2|0.04508642|0.02192428|0.0|-0.449745181|-0.004442319|-0.0725602509999999|-0.0431896509999999|1|-0.002443797|0.04814981|-0.09493054|-0.20848518|1|0.846765471|0.908721232|0|0.7591916240000001|-0.0918007669999999|0.024315945|139.1570837|0.240808376|-0.038224114|-42.92996714|-24.06579196|73.10674676|0.477803802|2967.98627|477.9848537|2660.812979|0.281292809|6.97753104|0.914989047|6618.350708|-772.7394084|33.48483537|0.023120664|640.025745|14.55670345|1.0|0.0|3.0|0.13|-6.92|3.17|2.42|1.76|1.0|130.41|1.0|5.0|32.0|5.0|-7.13|0.0|0.0|0.0|2.57|-4.12|0.0322|0.0|1.2099999999999998e-07|-0.05691|5.8832|3.23|-1424.3899310000002|1138.6|323.53|517.28|0.2597|0.6279899999999999|-1424.1880119999998|0.1417|-0.15612|2495.0|-1424.247603|3.2846|9.0|8.0348
7_a4|0|0|0|0.0|7.535296702|1|1|2.060422336|-0.237954652|-0.003297033|2|0.037694444|-0.07290303|2.048170299|-0.076100699|0.008409909|-0.125778587|0.04206117|1|0.008242591|-0.162314698|-0.042220092|-0.094000778|2|0.8046449179999999|0.87010589|1|0.825830607|-0.0650223009999999|0.01470626|14.01468959|0.174169393|-0.026733161|-18.06277106|-13.45652664|40.13253521|0.437317462|2286.169166|415.6938929|1915.566579|0.282008333|5.512905888|0.7772010559999999|5022.496714|-270.9415659|18.74189807|0.016800137|407.1471338|8.456594282000001|1.0|1.0|2.7|0.15|-7.46|4.42|4.67|2.82|0.0|95.07|1.0|2.0|25.0|4.0|-6.03|0.0|1.0|1.0|3.56|-4.41|13.0|0.0|3.49e-08|-0.05217|4.0379|2.91|-1089.847072|915.46|307.05|365.73|0.59702|0.59702|-1089705.0|0.0697|-0.16975|3.9832|-1089.753885|4926.0|151.0|6821.0
15a_a22|0|0|0|0.0|6.842683282|0|0|1.646649187|-0.136588366|-0.052476637|2|0.038167849|0.021482585|1.614660505|-0.280236463|0.005288335|-0.057308195|-0.015194063|1|0.005757758|0.036467904|-0.097476465|-0.165471815|2|0.7392451729999999|0.794858486|1|0.86664032|-0.061755825|0.02126757|96.58317516|0.13335968|-0.031425179|-37.6479704|-21.33157831|56.35672103|0.444668211|2884.815511|588.2800507999999|2169.226845|0.297264929|8.157552588|0.800725296|6322.278103000001|-752.9594081|30.3550786|0.0216014629999999|684.5377542|14.66318798|1.0|1.0|2.86|0.08|-9.21|3.87|4.31|1.73|1.0|124.05|1.0|6.0|32.0|5.0|-6.61|0.0|0.0|1.0|3.19|-4.68|0.00881|0.0|6.1e-10|-0.0600399999999999|5.0577|4.98|-1368.321775|1189.31|339.72|541.27|0.41078|0.69076|-1368.0755869999998|0.0955|-0.15281|5.2588|-1368.1368730000002|6.8666|143.0|6.8447
18c_a22|0|0|0|0.0|6.842683282|0|0|1.804590026|-0.191807441|0.013131848|2|0.038137255|-0.044828537|1.642882533|-0.213698903|0.005449965|0.009519672|0.006275578|1|0.005597023|-0.081550274|-0.078828791|-0.143402172|2|0.7669483559999999|0.8287956870000001|1|0.931073539|-0.057956428|0.019843706|30.63947336|0.068926461|-0.028825841|-36.55965924|-19.94201893|53.82294919|0.4777430589999999|3090.601885|644.1264387|2574.178324|0.317309976|7.332936064|0.914766316|7101.057047|-731.1931848999999|29.21094233|0.0215181079999999|779.8043336000001|14.88645273|1.0|1.0|3.3|0.08|-9.46|5.36|4.98|1.47|1.0|136.36|1.0|6.0|34.0|5.0|-6.63|0.0|0.0|1.0|3.72|-5.1|0.0036799999999999|0.0|3.4299999999999995e-10|-0.07207|5655.0|3.5|-1783.5397829999995|1249.84|333.1|583.88|0.4609|0.60449|-1783.277296|0.0817|-0.15158|1.2938|-1783.340519|1.0733|26.0|7585.0
