molecula|Wavelength (HOMO-LUMO transition) (nm)|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|nARing|ATSC1c|AATSC8d|SIC2|FPSA3|PNSA3|RPCS|DPSA5|TASA|WNSA4|GeomShapeIndex|PPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|Veber filter|Num. of Rotatable bonds|Egan filter|CYP1A2 inhibitor|Lipinski|pIC50
15a_a22|339.72|0|0|0.0|0.0|0|0|-0.280236463|-0.015194063|0.794858486|0.02126757|-41.92018177|65.53409434|70.12529157|588.2800507999999|-14.47998862|0.800725296|201.7850124|684.5377542|1.0|1.0|0.0|6.0|0.0|1.0|0.0|6.8447
14a_a10|326.1|0|0|0.0|0.0|2|2|-0.147427016|-0.00421565|0.770129205|0.0135610389999999|-32.23041637|134.15514270000003|67.14248252|661.4615097|-9.988888957|0.8833450959999999|332.3339934|1003.968547|0.0|1.0|0.0|7.0|0.0|0.0|0.0|7.1308
6d_a40|419.45|0|0|0.0|0.0|1|2|-0.722057579|-0.205140551|0.8988141140000001|0.017359149|-73.59650182|38.04267542|85.47607798|424.7009165|-20.49579149|0.7486635420000001|89.55631|555.2010623|1.0|0.0|1.0|5.0|1.0|1.0|0.0|8.9208
27c_a34|316.4|0|0|0.0|0.0|1|1|-0.80008116|-0.014364543|0.8353837409999999|0.0304948179999999|-76.84420762|119.8660257|100.1948155|424.51250080000005|-19.35960719|0.738272657|176.1124482|673.8038326000001|1.0|1.0|0.0|6.0|0.0|1.0|0.0|6.0969
6c_a31|376.01|0|0|3.423005244|0.0|1|1|-0.790027307|-0.107687565|0.846458013|0.03173578|-76.54198229|105.7632176|93.4208388|405.9259734|-17.93106176|0.8061548709999999|148.5675636|597.3075924999999|1.0|1.0|0.0|5.0|0.0|1.0|0.0|6.4685
17_a4|285.92|0|0|0.0|-4.533317957|1|1|-0.25315101|-0.094767116|0.8347553529999999|0.01061251|-45.75108579|0.0|52.67753395|458.3237652|-11.21677197|0.798764653|71.31904507|319.5521911|1.0|0.0|0.0|3.0|1.0|1.0|0.0|6057.0
8c_a31|322.11|0|0|3.435435563|0.0|1|1|-0.574140137|-0.1029580369999999|0.896193695|0.029669107|-64.57121646|477.2277896000001|82.77037329|345.3445134|-12.06117028|0.90508624|152.7489054|423.1367008|1.0|1.0|0.0|5.0|0.0|1.0|0.0|6.0915
12au_a36|334.15|0|0|3.422314661|0.0|2|2|-0.613616984|-0.03802163|0.877827228|0.021569487|-64.86748076|26.04051569|95.91776213|502.8713191000001|-19.68626738|0.97188557|204.2726719|805.2286932|0.0|0.0|0.0|7.0|0.0|0.0|0.0|7.3279
17d_a50|306.09|1|1|0.0|0.0|2|2|-0.140830095|-0.125540541|0.789310938|0.0152123589999999|-30.63468215|86.38197811|57.5414543|644.9008302|-12.30823045|0.8041037459999999|170.5678813|829.3813984|0.0|1.0|0.0|6.0|0.0|0.0|0.0|7.1308
1i_a5|283.08|0|0|2.843224727|-4.358943904|0|0|-0.279280326|-0.003198529|0.8436458929999999|0.008291428|-50.81756452|0.213644964|57.78921354|494.6981114|-11.09187646|0.8858245220000001|134.0627959|403.396385|1.0|1.0|0.0|4.0|1.0|1.0|0.0|7.6198
4R4l_a46|301.29|0|0|0.0|0.171853072|1|1|-0.255755434|-0.161358058|0.762625193|0.007084496|-49.12015477|0.0|49.44228224|486.6405745|-8.805242402000001|0.8412270820000001|66.05102684|579.2365607|1.0|1.0|0.0|3.0|0.0|1.0|0.0|6.8633
4f_a46|272.61|0|0|0.0|0.2096617139999999|1|1|-0.053860324|-0.115631645|0.7796270059999999|0.008734825|-30.29079362|56.50645576|42.21890747|507.213176|-6.484875252999999|0.7382488140000001|130.2830519|538.4165208|1.0|1.0|0.0|3.0|0.0|1.0|0.0|6.7375
11_a33|353.74|1|1|3.221176304|0.0|0|0|-0.32219686|-0.008908194|0.921896958|0.033701864|-34.4118011|0.0|68.11455221|416.4353629|-7.278840251|0.8772525659999999|217.193541|335.4799765|1.0|1.0|0.0|3.0|0.0|1.0|0.0|8.3188
16_a47|303.84|1|1|2.890539668|0.0|0|0|-0.23280014|0.0506476009999999|0.87782381|0.0186711289999999|-48.30620628|0.0|60.36423869|358.566882|-9.202544293|0.898461533|156.55227280000005|357.35851410000004|1.0|1.0|0.0|3.0|0.0|1.0|0.0|9.0
21_a47|316.53|1|1|0.0|0.0|0|0|-0.511216716|0.057225853|0.8856299320000001|0.022739546|-46.63227351|47.95893876|70.10126935|398.4031618|-10.79015808|0.862591353|200.4681737|482.9384172|0.0|1.0|0.0|6.0|0.0|1.0|0.0|8.3
18_a4|294.88|0|0|0.0|0.0|1|1|-0.181355303|-0.063708832|0.8547339420000001|0.017694182|-46.48874223|0.0|50.98777224|382.6371479|-8.467791078|0.682329162|113.7466718|337.0066459|0.0|1.0|0.0|3.0|0.0|1.0|0.0|5.5817
12bd_a36|349.84|0|0|3.497517322|0.0|2|2|-0.4017244129999999|-0.0288761339999999|0.833398429|0.0177487689999999|-46.92083391|0.0|75.7932235|549.5039111000001|-15.47699253|0.905749421|143.6066496|729.1873176|1.0|0.0|0.0|5.0|0.0|1.0|0.0|7.7696
1m_a5|281.89|0|0|2.934162514|0.0|0|0|-0.096417794|-0.011848312|0.851987765|0.009030414|-37.380714700000006|0.235629561|46.74648368|464.8375158|-8.041608085|0.932913201|137.7695311|383.4128238|1.0|1.0|0.0|3.0|0.0|1.0|0.0|7.3665
3_a47|332.54|0|0|0.0|0.0|0|0|-0.367098851|0.013073797|0.780628097|0.008609292|-43.59237092|1.139378223|58.22383723|448.2137648|-10.02652614|0.67722658|112.7606591|418.022895|1.0|1.0|0.0|3.0|0.0|1.0|0.0|6.5
14d_a23|3688.0|1|1|0.0|0.0|0|0|-0.288522152|-0.054430189|0.829764975|0.018596017|-35.40917327|83.40396369|61.49227899|607.3441532|-14.27606695|0.833166062|138.1496441|666.0036144999999|0.0|0.0|0.0|5.0|0.0|0.0|0.0|8.4001
13i_a6|348.14|0|0|3.399318783|0.0|1|1|-0.852681372|-0.032549318|0.8287956870000001|0.031178586|-80.75190740000001|116.5456632|100.2320567|418.3467934|-20.86772478|0.753497905|145.07130039999998|673.8038326000001|1.0|1.0|0.0|6.0|0.0|1.0|0.0|7.6778
12a_a40|400.39|0|0|0.0|0.0|0|0|-0.14667395|-0.226763788|0.7867243829999999|0.011766311|-32.81611621|49.24750281|43.65970865|479.8867095|-8.792513441|0.908597808|75.8074911|323.26151960000004|1.0|0.0|0.0|2.0|0.0|1.0|1.0|5.7501
14a_a22|347.23|0|0|0.0|0.0|0|0|-0.280236463|-0.015194063|0.794858486|0.021268761|-42.39063895|60.38977977|70.33046351|588.739773|-14.54840956|0.8069597009999999|203.8666248|684.5377542|1.0|1.0|0.0|6.0|0.0|1.0|0.0|7.4202
13_a15|482.03|0|0|0.0|0.0|1|1|-0.393632585|0.005149745|0.7784213259999999|0.016196467|-43.2365883|0.0|72.41636305|558.6934137000001|-13.46007201|0.931684902|154.4025434|830.7967967000001|1.0|1.0|0.0|6.0|1.0|0.0|0.0|8.2218
3p_a32|340.28|1|1|3.456037415|0.0|1|1|-0.419292538|-0.074544773|0.918782026|0.021264377|-41.73212799|57.82331968|73.07639870000001|482.3550967|-10.10863498|0.713035367|223.6663527|530.5658569|1.0|0.0|0.0|4.0|0.0|1.0|0.0|7585.0
15a_a50|306.83|1|1|0.0|0.0|1|1|-0.234757789|-0.125205943|0.8749408470000001|0.018014615|-46.91098865|0.0|61.78266878|501.3207109|-10.49734522|0.8103580690000001|176.277812|569.5267957000001|0.0|1.0|0.0|5.0|0.0|1.0|0.0|7.3872
12z_a30|360.02|0|0|0.0|0.0|2|2|-0.537984876|-0.045463448|0.855880335|0.030875938|-49.68145417|0.0|95.20867045|579.3226647000001|-16.464854199999998|0.950863559|256.7627363|792.3440337000001|1.0|0.0|0.0|7.0|0.0|0.0|0.0|7.3615
27b_a34|302.88|0|0|0.0|0.0|1|1|-0.549928192|-0.027175221|0.8299950709999999|0.031021066|-57.66200309|540.9533124|87.24055613|515.8091561000001|-16.16580511|0.687123753|189.4124225|627.4287311|1.0|1.0|0.0|5.0|0.0|1.0|0.0|6.1871
6_a4|307.24|0|0|0.0|0.0|1|1|-0.064723237|-0.208689928|0.810030118|0.0077624059999999|-29.18838891|45.93422613|42.27020924|526.7333132|-7.639600225|0.733355042|103.3523757|578.2065561000001|0.0|1.0|0.0|3.0|0.0|1.0|0.0|5.8861
12am_a36|321.15|0|0|3.340519946|-4.723487246|2|2|-0.921315581|-0.037654321|0.885733922|0.017590648|-63.19394154|1.038361162|95.53118838|563.0333297999999|-21.92042059|0.940085891|146.228847|672.4630346|1.0|0.0|0.0|7.0|0.0|0.0|0.0|7.2218
47d_a18|398.94|0|0|0.0|0.0|1|1|-0.480899596|0.016324953|0.773981237|0.015270278|-52.14267013|58.93717545|86.29525584|682.5509007|-19.1002979|0.927940864|246.1558296|1255.618298|1.0|1.0|1.0|12.0|0.0|0.0|1.0|8.0969
13n_a6|369.99|0|0|3.425442623|0.0|0|0|-0.631323273|-0.033224059|0.832753533|0.017758385|-68.88015714|103.012404|88.73738138|486.5239262|-18.12946621|0.889160748|172.28545730000002|724.3873672999999|1.0|1.0|0.0|6.0|0.0|1.0|0.0|7.1249
19_a34|297.18|0|0|0.0|0.0|1|1|-0.5357267960000001|-0.014196676|0.8582665429999999|0.039589023|-56.30608209|470.4453529|77.38527508|319.1993829|-9.86770272|0.877434994|168.4584665|337.9440349|0.0|1.0|0.0|3.0|0.0|1.0|0.0|6.0044
9a_a31|327.21|0|0|3.348289714|0.0|1|1|-0.723734943|-0.0007638889999999|0.837697452|0.033245595|-64.75697831|95.14995868|94.03540892|443.941629|-17.886392|0.939873412|168.29310269999996|597.3075924999999|1.0|1.0|0.0|6.0|0.0|1.0|0.0|6.8239
16f_a32|341.82|1|1|3.354832924|0.0|0|0|-0.77158995|-0.000291262|0.899839182|0.024434011|-56.53102601|47.24868477|92.82839829|558.6750754999999|-17.03501995|0.625108901|211.2572338|636.0251562999999|1.0|1.0|1.0|9.0|1.0|1.0|0.0|8041.0
11f_a5|299.8|0|0|2.967866825|0.0|1|1|-0.227966183|-0.0080939669999999|0.800575032|0.0221464629999999|-47.57801621|13.29510896|73.05195434|589.7388387999999|-10.77881574|0.8628345190000001|340.3683339|753.9168511|0.0|1.0|0.0|7.0|0.0|0.0|0.0|7.9208
12p_a30|354.69|0|0|0.0|0.0|2|2|-0.3550576729999999|-0.128484994|0.8371763179999999|0.015107947|-47.54197452|0.0|68.98315679|539.2411292|-14.91687369|0.886732486|115.116829|686.039456|1.0|0.0|0.0|5.0|0.0|1.0|0.0|7.7721
30_a47|333.66|1|1|0.0|0.0|0|0|-0.415191425|0.0467853809999999|0.913855507|0.022747897|-64.94243028|76.90733636|81.25550675|407.3992771|-13.79658605|0.879999675|192.3403721|457.1122177|1.0|1.0|0.0|5.0|0.0|1.0|0.0|7.9
8g_a8|330.67|0|0|3.073183107|0.0|1|1|-0.731356723|-0.03728368|0.790058057|0.031118325|-83.78686741|67.54104396|90.27531534|327.1604688|-19.68456628|0.920192814|102.2893227|551.1746801|0.0|0.0|0.0|4.0|0.0|0.0|0.0|5.3768
11_a3|384.66|0|0|0.0|0.0|0|0|-0.363112913|-0.023103765|0.793311683|0.014376713|-45.19136777|80.34769756|57.08178682|367.9098016|-8.76293931|0.8799677029999999|117.0775712|311.6695405|0.0|1.0|0.0|2.0|0.0|1.0|0.0|7.3979
47p_a18|387.01|0|0|0.0|0.0|1|1|-0.3775970529999999|-0.049428094|0.7611910209999999|0.007989903|-51.14496913|48.48855261|69.19354871|616.5234972999999|-16.88114242|0.956223901|134.3699001|1011.163774|1.0|1.0|0.0|9.0|0.0|0.0|0.0|7.1938
9d_a31|322.22|0|0|3.456767212|0.0|1|1|-0.696763933|-0.021171445|0.873955169|0.029032453|-66.96024848|560.5224416|97.84665015|473.3981899|-15.732784099999998|0.8433415740000001|229.34422830000003|647.1500428999999|1.0|1.0|0.0|9.0|0.0|1.0|0.0|6.2218
12_a15|321.72|0|0|0.0|0.0|0|0|-0.370766171|-0.01062828|0.769289315|0.015018226|-39.00359933|4.192089814|70.6606311|572.3516967|-13.04483751|0.909927213|161.8714956|673.7288405|1.0|1.0|0.0|6.0|1.0|1.0|0.0|8.3979
4f_a49|334.21|0|0|0.0|0.0|1|1|-0.418450768|0.0705130559999999|0.8557769120000001|0.016591015|-55.88123394|59.72286429999999|60.18871783|400.1675422|-9.866320682|0.7773206840000001|152.9378926|467.1194103|0.0|1.0|0.0|3.0|0.0|1.0|0.0|7.3979
14a_a3|383.1|0|0|0.0|0.0|0|0|-0.363198151|-0.172643335|0.822587422|0.0140376889999999|-45.12132248|83.70773843|55.84414456|389.0288018|-8.902004327|0.930491715|117.6209094|358.3503513|0.0|1.0|0.0|2.0|0.0|1.0|0.0|7.5229
13_a47|307.63|1|1|2.920663104|0.0|0|0|-0.20197533|0.038682232|0.8582665429999999|0.017736598|-41.79730418|0.0|57.38622954|402.6200617|-8.613918003|0.8939678120000001|160.5682509|359.12161539999994|1.0|1.0|0.0|3.0|0.0|1.0|0.0|7.8
10_a4|340.01|0|0|0.0|0.0|1|1|-0.159792527|-0.090413559|0.861225169|0.014582852|-29.52653193|64.26218096|54.09964719|533.4262268|-9.046715915|0.945033425|147.85886159999998|594.7358385|1.0|1.0|0.0|4.0|0.0|1.0|0.0|7.0555
galu_a46||0|0|0.0|0.0|1|1|-0.327651527|-0.1121767259999999|0.875868891|0.01235603|-50.93538037|68.43088526|57.65745491|427.4851161|-10.08962292|0.880553787|121.3297832|542.7276591|0.0|1.0|0.0|3.0|0.0|1.0|0.0|7.2924
12al_a36|349.14|0|0|3.469383582|0.0|2|2|-0.4908576189999999|-0.031635802|0.885733922|0.026927826|-51.22331485|0.0|86.77628559|527.2034213000001|-15.28752554|0.841133748|216.4375922|679.7230552999999|1.0|0.0|0.0|6.0|0.0|0.0|0.0|7.3188
14b_a50|304.07|1|1|0.0|0.0|2|2|-0.255822608|-0.041169251|0.831689551|0.022423099|-33.02344264|192.8987555|64.58491917|592.81677|-10.98912227|0.8030515570000001|237.8403928|825.4425942|1.0|1.0|0.0|7.0|0.0|0.0|0.0|5.1818
47r_a18|391.06|0|0|0.0|0.0|1|1|-0.40455848|-0.030106257|0.8075001|0.0155038689999999|-62.75220741|60.66168882|81.99788849|575.4901675|-17.70979622|0.976088187|233.2574532|1005.982493|1.0|1.0|0.0|9.0|0.0|0.0|1.0|6.6364
19j_a38|336.13|0|0|3.235947106|0.0|2|2|-0.438688445|-0.036248822|0.908721232|0.0250587|-57.80349365|29.18585028|90.05233553|552.5012068|-17.86002424|0.6907121629999999|195.5099392|640.025745|1.0|0.0|0.0|5.0|0.0|0.0|0.0|8.1146
12ak_a36|336.05|0|0|3.501132553|0.0|2|2|-0.407322296|-0.015708652|0.860939187|0.019931266|-49.87483724|25.9007405|79.17567486|611.9003905000001|-16.97756755|0.735576751|189.3013851|799.5563855|1.0|0.0|0.0|6.0|0.0|1.0|0.0|7.3372
21c _a23|338.3|1|1|0.0|0.0|0|0|-0.576752175|-0.039311241|0.838980345|0.014036138|-59.46209153|94.32302529|79.71722579|561.9588018|-20.31615463|0.881854988|117.597286|762.0576580000001|0.0|0.0|1.0|6.0|1.0|0.0|0.0|7.1752
13b_a6|341.35|0|0|3.423777636|0.0|1|1|-0.6051312529999999|-0.064811009|0.8370824240000001|0.032036214|-61.06841733|554.4007331|87.39962829999999|508.6895893|-17.48058934|0.69141956|159.1980937|627.4287311|1.0|1.0|0.0|5.0|0.0|1.0|0.0|6.7595
8_a47|337.87|0|0|0.0|0.0|0|1|-0.391797226|-0.14203855|0.842571655|0.008687692|-44.09728708|0.0|60.62152862|493.3419136|-12.06582525|0.707366287|104.6752861|559.4973856|1.0|1.0|0.0|4.0|1.0|1.0|0.0|7.3
12o_a30|356.1|0|0|0.0|0.0|2|2|-0.364378536|-0.087019298|0.870930234|0.015460222|-49.48891079|0.0|71.87393121|543.3140456|-15.65480256|0.885533983|120.2431068|652.8825454|1.0|0.0|0.0|5.0|0.0|1.0|0.0|7.8097
14ae_a23|344.06|1|1|0.0|0.0|0|0|-0.4448081789999999|0.0289586779999999|0.8356326820000001|0.03467374|-46.69131269|110.5716332|87.09501229|625.0131414|-13.81539807|0.919603093|336.444465|770.8206617000001|0.0|0.0|0.0|7.0|0.0|0.0|0.0|8.6038
4_a27|300.29|0|0|0.0|0.0|0|0|-0.278154179|-0.01660383|0.842039655|0.0201467639999999|-29.89961815|58.27512057|51.33640873|441.4418013|-7.543156957000001|0.799110312|164.3952417|424.8821143|0.0|0.0|0.0|2.0|0.0|1.0|0.0|8.3979
12bb_a36|326.27|0|0|3.3296932480000003|0.0|2|2|-0.444923056|-0.027636036|0.892249657|0.022069757|-58.19935506|0.0|88.14984373|442.2064275|-16.01935076|0.926384521|180.1992964|593.6088758|1.0|0.0|0.0|5.0|0.0|0.0|0.0|8.0
12h_a30|353.22|0|0|0.0|0.0|2|2|-0.391119352|-0.072247675|0.888213143|0.017389133|-52.88851758|0.0|73.14241438|485.8069155|-15.55093031|0.881277172|128.5349203|618.6004214|1.0|0.0|0.0|5.0|0.0|0.0|0.0|8065.0
9_a4|308.91|0|0|0.0|0.0|1|1|-0.064266379|-0.0454860859999999|0.861113198|0.009037784|-28.63837014|45.21212204|43.71760622|509.9632679|-7.665782805|0.777625327|112.7072422|489.7528555|1.0|0.0|0.0|2.0|0.0|1.0|0.0|7.3188
12i _a30|351.81|0|0|0.0|0.0|2|2|-0.366470081|-0.072247675|0.888213143|0.015808432|-50.00086637|0.0|72.59006433|550.7287204|-15.95200773|0.92270764|126.4796844|652.8825454|1.0|0.0|0.0|5.0|0.0|1.0|0.0|7.8013
8d_a32|348.39|1|1|3.474433107|0.0|0|0|-0.519620595|-0.0682721729999999|0.875986707|0.01593079|-68.88621406|89.20994250000001|81.54594837|446.6450457|-13.21859008|0.887243042|183.1522214|557.1050635|1.0|0.0|1.0|7.0|1.0|1.0|0.0|8.0809
17b_a25|313.02|0|0|0.0|0.0|0|0|-0.266456625|0.016982601|0.838260077|0.015879547|-51.71860811|87.61586206|73.52844745|668.9067217|-16.81707305|0.909403632|208.6205329|832.226697|1.0|1.0|0.0|7.0|0.0|1.0|0.0|6.9957
11a_a31|325.92|0|0|2.856083711|0.0|1|1|-0.8792402579999999|-0.019865299|0.910334509|0.041435152|-76.64827023|71.03772901|97.23036756|245.6599349|-14.47606937|0.8241360790000001|133.6139513|302.14325319999995|0.0|0.0|0.0|3.0|0.0|1.0|0.0|6.7212
12y_a30|357.11|0|0|0.0|0.0|2|2|-0.353814891|-0.058184644|0.8146529229999999|0.0149823289999999|-47.598277|0.0|69.55490151|569.8856940000001|-15.70095045|0.804154433|120.7628216|754.3941655|1.0|0.0|0.0|5.0|0.0|0.0|0.0|7.6576
11_a4|328.0|0|0|0.0|0.0|1|1|-0.056016567|-0.0043410079999999|0.875868891|0.009336075|-31.35942689|59.55648883|44.63993001|537.5354202000001|-7.889214068999999|0.924411925|140.96082869999998|575.2252237|1.0|1.0|0.0|4.0|0.0|1.0|0.0|6.9586
5a_a49|316.13|0|0|0.0|0.0|2|2|-0.493952547|0.076610236|0.855876084|0.028578361|-42.1802818|54.35929907|61.89135559|468.0117167|-9.345067946|0.962527525|229.9265537|592.5885712|0.0|0.0|0.0|3.0|0.0|1.0|0.0|7.3665
13f_a6|394.98|0|0|3.440154557|0.0|0|0|-0.381170169|-0.049928822|0.834167942|0.018554018|-49.2635105|0.0|75.61173794|579.7398537|-14.79531062|0.6717890999999999|187.5697972|676.2770877|1.0|1.0|0.0|5.0|0.0|1.0|0.0|7.3768
15b_a50|305.67|1|1|0.0|0.0|1|1|-0.22696498|-0.124047802|0.8833003970000001|0.020083792|-47.20879251|0.0|60.03646705|469.3167805|-9.174337796|0.919348867|206.3740238|510.3677388|1.0|1.0|0.0|5.0|0.0|1.0|0.0|7.1024
4b_a49|331.39|0|0|0.0|0.0|1|1|-0.402986655|0.02907541|0.852400617|0.0241270029999999|-56.45224362|64.87087098|71.2971749|466.6010051|-11.62716177|0.915225186|218.2802175|600.3287567000001|1.0|1.0|0.0|6.0|0.0|1.0|0.0|7.1024
47i_a18|383.61|0|0|0.0|0.0|1|1|-0.440488042|-0.040514277|0.7842882870000001|0.009745543|-54.34379065|82.81385171|68.954317|559.3312455|-17.10248143|0.951017454|96.90318745|855.7438937000001|1.0|1.0|0.0|8.0|0.0|1.0|0.0|7.7212
14_a47|312.53|1|1|2.871076328|0.0|0|0|-0.2306964|0.0295267039999999|0.8467634620000001|0.020106089|-47.18187618|0.0|61.62381153|343.7492333|-8.892848121|0.904139078|169.0962983|310.8026328|1.0|1.0|0.0|3.0|0.0|1.0|0.0|8.1
40_a47|332.97|1|1|0.0|0.0|0|0|-0.179798097|0.056362705|0.900790582|0.02047837|-32.5926343|0.0|60.97203959|438.171933|-7.872806386000001|0.843174422|229.9974239|388.178924|0.0|1.0|0.0|3.0|0.0|1.0|0.0|8.4
A8301_a51||0|0|0.0|0.0|0|0|-0.242873103|-0.1227504419999999|0.750630149|0.008152073|-35.90764428|78.46116212|56.90163721|607.0025787000001|-13.82143785|0.922911768|94.18649643|690.8826121000001|1.0|1.0|0.0|5.0|0.0|1.0|0.0|7.9208
7f_a8|356.17|0|0|2.961566988|0.0|0|0|-0.234880498|0.0260356679999999|0.7677336090000001|0.0138113419999999|-52.28313554|55.49953831|55.85651025|438.23883319999993|-13.18808857|0.822794279|67.75191165|446.5544107|1.0|0.0|0.0|3.0|0.0|1.0|1.0|4.4479
16a_a10|320.22|0|0|0.0|0.0|1|1|-0.152205915|-0.0048530629999999|0.813036304|0.013872737|-36.408063|99.81657855|63.53441386|634.4309626|-12.4990447|0.862035195|189.0108247|879.8636987|1.0|1.0|0.0|9.0|0.0|1.0|0.0|7.3279
12w_a36|318.88|0|0|3.3131307480000003|-4.750262163|2|2|-0.917874106|-0.010726574|0.8792981679999999|0.021104445|-62.34080876|0.780959767|99.51883498|594.7596206000001|-21.24440511|0.8769828040000001|211.5476713|672.4630346|1.0|0.0|0.0|7.0|0.0|0.0|0.0|7.6383
7c_a8|394.78|0|0|3.17138259|0.0|0|0|-0.382994379|-0.118915929|0.795846675|0.0306012339999999|-50.34151168|75.43825735|76.40286308|532.3522286|-13.23925183|0.971698707|233.9661552|572.8089095|0.0|1.0|0.0|5.0|0.0|0.0|0.0|4.7307
11d_a5|301.89|0|0|2.9590700880000003|0.0|0|0|-0.185566552|0.01948342|0.831190148|0.012828514|-40.04753555|0.0|65.35645739|553.3617954|-11.84243331|0.976150552|182.7978704|631.9206508|1.0|1.0|0.0|7.0|0.0|1.0|0.0|7.8239
19l_a38|369.66|0|0|3.280796643|0.0|2|2|-0.426895387|-0.032264281|0.89459881|0.0219046379999999|-51.6277901|19.55998015|79.04689476|518.0872716|-15.68376675|0.754730276|170.13821069999997|696.3887025|1.0|0.0|0.0|6.0|0.0|1.0|0.0|7.8633
6_a1|305.12|0|0|0.0|0.0|1|1|-0.230035376|-0.0538497079999999|0.8524898329999999|0.021009352|-27.63847818|95.13138767|49.61122373|424.3707604|-5.56196523|0.7295841470000001|204.5077752|359.9965854|1.0|1.0|0.0|3.0|0.0|1.0|0.0|5.2924
16b_a23|772.92|1|1|0.0|0.0|1|1|-0.3237716519999999|-0.05237763|0.830577373|0.018614978|-37.52431601|100.0262487|72.31582904|688.1144512|-17.24735864|0.949345397|193.4284005|896.9989312000001|1.0|0.0|0.0|6.0|0.0|0.0|0.0|7.0191
3b_a49|322.72|0|0|0.0|0.0|1|1|-0.322592863|0.00361222|0.845992028|0.013576151|-54.04959517|81.60358988|64.91785551|458.224537|-10.35481932|0.914182753|209.89391040000004|641.1445234|1.0|1.0|0.0|6.0|0.0|1.0|0.0|7.6021
19g_a38|336.12|0|0|3.229090845|0.0|2|2|-0.458841138|-0.046735135|0.892249657|0.022953686|-54.62049927|18.41027014|86.78105144|455.6240763999999|-15.5542928|0.836356715|177.2223055|593.6088758|1.0|1.0|0.0|5.0|0.0|1.0|0.0|7.3778
19_a47|322.68|1|1|0.0|0.0|0|0|-0.4380552029999999|0.0604168609999999|0.8873627890000001|0.026805875|-58.28861174|66.13355777|76.13237258|354.3911695|-11.45202794|0.8635094740000001|200.6571609|428.5826478|0.0|1.0|0.0|5.0|0.0|1.0|0.0|7.3
8e_a12|375.21|1|1|0.0|0.0|1|1|-0.330207456|-0.0309579439999999|0.815412281|0.0155147339999999|-29.79080011|0.0|61.4656313|538.051884|-10.19566754|0.830990262|165.34017769999997|561.9859171|1.0|1.0|0.0|3.0|0.0|1.0|0.0|6.2306
11d_a31|326.2|0|0|3.39688681|0.0|1|1|-0.848545873|-0.078235092|0.868115289|0.034417775|-82.05480081|91.25756269|98.8237718|358.2711594|-15.29068277|0.929231204|194.8221811|505.4234462|1.0|1.0|0.0|7.0|0.0|1.0|0.0|7.5229
12z_a36|318.16|0|0|3.435113772|0.0|2|2|-0.421948174|-0.030529442|0.886776351|0.023371488|-54.11489962|15.59091678|83.07227002|553.6621150000001|-15.940487699999998|0.844286292|190.5590792|642.3830552000001|1.0|0.0|0.0|5.0|0.0|0.0|0.0|8301.0
9_a27|297.52|0|0|2.627701427|0.0|0|0|-0.331842668|-0.0447599329999999|0.8806964490000001|0.019589991|-40.3551562|65.12542467|53.0685473|411.8826346|-8.952528705|0.873886547|108.6440173|424.8821143|1.0|0.0|0.0|3.0|0.0|1.0|0.0|8699.0
13e_a6|381.78|0|0|3.433539068|0.0|0|0|-0.378539035|-0.037793156|0.827254552|0.0183790889999999|-49.62570093|0.0|75.42629799|575.965487|-14.71237941|0.799234143|185.4673146|676.2770877|1.0|1.0|0.0|5.0|0.0|1.0|0.0|7.9208
10_a32|340.24|1|1|3.294952523|0.0|0|0|-0.771023817|-0.047619048|0.915639476|0.02575778|-54.55170955|52.24660367|91.10767604|470.8845962|-14.85891856|0.81769605|188.6328503|513.9156315|1.0|0.0|1.0|7.0|1.0|1.0|0.0|8.1427
6a_a31|349.96|0|0|3.3855253210000003|0.0|1|1|-0.779425376|-0.026103465|0.848080284|0.034212524|-77.60012959|98.49408082|92.52963742|335.9594356|-15.56795422|0.916923952|180.411907|479.200937|1.0|1.0|0.0|4.0|0.0|1.0|0.0|5.9586
12ax_a36|318.82|0|0|3.429529478|0.0|2|2|-0.414810497|-0.034663063|0.892249657|0.019128091|-49.32384393|1.236876307|84.58859134|566.4430628|-17.36585896|0.955040697|157.28794140000002|661.6709012|1.0|0.0|0.0|5.0|0.0|1.0|0.0|7.9208
