molecula|Wavelength (HOMO-LUMO transition) (nm)|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|nARing|ATSC1c|AATSC8d|SIC2|FPSA3|PNSA3|RPCS|DPSA5|TASA|WNSA4|GeomShapeIndex|PPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|Veber filter|Num. of Rotatable bonds|Egan filter|CYP1A2 inhibitor|Lipinski|pIC50
8b_a31|321.36|0|0|3.37710223|0.0|1|1|-0.57242407|-0.069423138|0.8956498159999999|0.03234629|-63.04219151|472.8995873|82.21438954|317.3534883|-11.12754483|0.920410507|154.8750114|372.3224834|0.0|1.0|0.0|4.0|0.0|1.0|0.0|5.6576
12a_a36|338.0|0|0|3.4715209280000003|0.0|2|2|-0.403468978|-0.065913514|0.846614758|0.019595485|-46.76212019|5.277117996|76.09903547|503.9367075|-14.22926022|0.888377722|150.24716030000002|598.1535763999999|1.0|0.0|0.0|5.0|0.0|0.0|0.0|7.8861
12d_a30|356.06|0|0|0.0|0.0|2|2|-0.354778373|-0.075816941|0.8532172109999999|0.015567102|-47.69710881|0.0|69.55534551|544.6198897999999|-15.12802292|0.84254817|119.91237920000002|686.039456|1.0|0.0|0.0|5.0|0.0|1.0|0.0|7.9508
9b_a31|322.58|0|0|3.338934004|0.0|1|1|-0.706953442|-0.091236608|0.899394425|0.034595809|-63.73317225|552.0968813|95.78862992|410.2957125|-14.68594601|0.88518099|190.5935925|524.0230338|1.0|1.0|0.0|7.0|0.0|1.0|0.0|7.2007
12c_a31|323.48|0|0|3.387641566|0.0|1|1|-0.690412101|-0.056866055|0.8856644770000001|0.030543026|-66.41224264|553.8695417|97.28775086|422.3366652|-14.63154376|0.813278739|202.0036947|583.9691392000001|1.0|1.0|0.0|8.0|0.0|1.0|0.0|6.4202
3c_a49|322.71|0|0|0.0|0.0|1|1|-0.248722888|0.0127926339999999|0.8605470759999999|0.0148240689999999|-41.0524769|77.29181095|54.85343388|455.3990518|-8.253567879|0.919925763|207.4607002|542.7276591|0.0|1.0|0.0|4.0|0.0|1.0|0.0|7.0605
3m_a32|346.82|1|1|3.575728458|0.0|0|1|-0.3082152019999999|-0.078038283|0.872498916|0.013428623|-50.60363458|0.0|67.1606709|477.1904954|-9.699808932|0.882303773|194.65681730000003|554.9424306|1.0|0.0|0.0|3.0|0.0|1.0|0.0|7.6383
12k_a30|357.15|0|0|0.0|0.0|2|2|-0.44562817|-0.038714845|0.883029843|0.024177669|-52.35426525|0.0|80.03127603|539.9866061|-15.44895229|0.893775698|193.3575303|704.0353382000001|1.0|0.0|0.0|6.0|0.0|0.0|0.0|7.6144
12b_a50|315.44|1|1|0.0|0.0|1|1|-0.125985651|-0.115659308|0.8718949979999999|0.0214891|-22.92589265|86.49656508|47.12729492|465.4891075000001|-6.002164865|0.756824707|214.5713436|388.171611|1.0|1.0|0.0|2.0|0.0|1.0|0.0|5.3242
4S4k_a46|304.07|0|0|0.0|0.173180233|1|1|-0.252970193|-0.1032662209999999|0.787615341|0.007749296|-47.49082053|0.0|49.42345536|472.7005375|-8.564028983|0.858684076|70.01975807|519.5743695|1.0|1.0|0.0|2.0|0.0|1.0|0.0|6.7055
22_a10|321.89|0|0|0.0|0.0|1|1|-0.332316729|-0.020475007|0.79665945|0.016720696|-41.96631248|60.10354816|71.13124588|677.4790907|-13.57178303|0.730649641|339.3328129|916.8601445|1.0|1.0|0.0|6.0|0.0|0.0|0.0|5.9586
12v_a36|334.77|0|0|3.468871488|0.0|2|2|-0.487854327|-0.023932402|0.8792981679999999|0.027145269|-51.4172081|0.462992841|88.07013157|527.7920397|-14.33290989|0.8580426609999999|244.9490697|679.7230552999999|1.0|0.0|0.0|6.0|0.0|0.0|0.0|7.8539
1a_a5|437.61|0|0|0.0|0.0|1|1|-0.078562954|-0.004213083|0.794139321|0.008036994|-36.19957997|0.0|46.38422909|419.7878208000001|-7.015226132|0.835734058|138.1496441|403.543273|0.0|1.0|0.0|3.0|0.0|0.0|0.0|6.9706
18c_a22|333.1|0|0|0.0|0.0|0|0|-0.213698903|0.006275578|0.8287956870000001|0.019843706|-40.094865000000006|15.22791009|67.73280290000001|644.1264387|-13.79609783|0.914766316|219.5183688|779.8043336000001|1.0|1.0|0.0|6.0|0.0|1.0|0.0|7585.0
3_a20 (SB-525334)|390.77|0|0|3.502142227|-0.08980269|0|0|-0.274640708|-0.119584218|0.76423988|0.0123308269999999|-34.52869143|0.0|58.45718743|494.6267525|-9.33873414|0.8429740729999999|121.495147|520.6749407|1.0|1.0|0.0|3.0|0.0|1.0|0.0|6.7905
13a_a6|339.59|0|0|3.417162147|0.0|1|1|-0.602500119|-0.0525259259999999|0.8299950709999999|0.031866842|-61.52313164|554.4922449|87.37044493|506.474367|-17.46461983|0.8764206290000001|157.0011174|627.4287311|1.0|1.0|0.0|5.0|0.0|1.0|0.0|7.3372
4n_a46|313.65|0|0|0.0|0.126268818|1|1|-0.234842682|-0.064683066|0.7681452190000001|0.008424451|-56.80797266|0.0|51.4039205|496.2788787|-9.374920341|0.750996215|75.1696593|525.8291956999999|1.0|0.0|0.0|2.0|0.0|1.0|0.0|5.2845
14b_a25|304.7|0|0|0.0|0.0|0|0|-0.273813082|0.0009956189999999|0.8333962429999999|0.016003559|-52.75064158|57.85340824|69.2012501|595.4307570000001|-15.70265555|0.963240883|157.3797801|760.3735147000001|1.0|1.0|0.0|6.0|0.0|1.0|0.0|7.6576
7c_a10|323.24|0|0|0.0|0.0|1|1|-0.206388032|-0.066271289|0.84177174|0.027436939|-29.66615908|58.07647902|67.01436709|529.8395322|-7.635686595|0.8781281320000001|276.93712|611.4957509|1.0|1.0|0.0|4.0|0.0|1.0|0.0|5.4191
17b_a6|413.78|0|0|3.375166525|0.0|1|1|-0.6869226490000001|-0.0791229359999999|0.8370824240000001|0.03122461|-62.63196368|557.7093661|84.71888279|494.7179214|-17.86570631|0.834464855|150.48105900000002|627.4287311|1.0|1.0|0.0|5.0|0.0|1.0|0.0|6.8153
12be_a36|370.25|0|0|3.466734143|0.0|2|2|-0.580823835|0.00430921|0.858971809|0.033763464|-54.15309606|0.0|99.62604537|553.6616295|-15.37320593|0.839796323|301.05661160000005|766.4854363|1.0|0.0|0.0|7.0|0.0|0.0|0.0|7.3565
14c_a23|334.81|1|1|0.0|0.0|0|0|-0.296935034|-0.047410593|0.857184548|0.018842596|-37.73933093|81.41541733|64.05912299|613.3401089|-15.0359121|0.8505592829999999|143.9373772|633.3278634|0.0|0.0|0.0|5.0|0.0|0.0|0.0|8.6253
17a_a6|416.71|0|0|3.3685510360000004|0.0|1|1|-0.686067347|-0.060774312|0.8299950709999999|0.031147305|-63.02857512|554.1936506|84.75077935|494.010135|-17.887155899999996|0.935437602|149.60699319999998|627.4287311|1.0|1.0|0.0|5.0|0.0|1.0|0.0|7.6198
3n_a32|349.65|1|1|3.616639267|0.0|1|1|-0.295303659|-0.0711168609999999|0.868826775|0.01889769|-42.83673428|0.0|65.41881458|482.963897|-9.057526067|0.840580248|201.8383309|522.1674161999999|1.0|0.0|0.0|3.0|0.0|1.0|0.0|7.6778
9i_a24|299.06|0|0|2.9199957480000003|0.0|0|0|-0.190487553|-0.00532872|0.898194715|0.025118046|-30.56504777|1.634015079|51.05832236|390.5119445|-5.506205845|0.8806627109999999|236.7218826|295.8603625|1.0|1.0|0.0|3.0|0.0|0.0|0.0|7.0555
7d_a10|319.09|0|0|0.0|0.0|1|1|-0.0845736919999999|-0.0325418129999999|0.869684772|0.010495008|-31.47566249|89.87999909999999|45.08492005|446.2091497|-6.961625817000001|0.938419104|143.4649092|460.1866123|1.0|1.0|0.0|2.0|0.0|1.0|0.0|6.0325
2_a20 (SB-505124)|340.58|0|0|3.485765306|-0.09011519|1|1|-0.498602014|-0.137383329|0.765632979|0.02856542|-45.98170774|441.9400248|70.87109323|423.3785776|-11.58380004|0.908167636|92.48561162|477.95809620000006|1.0|1.0|0.0|3.0|0.0|1.0|0.0|6.7721
46_a18|384.45|0|0|0.0|0.0|2|2|-0.3872848129999999|-0.052591109|0.76616843|0.008975181|-49.54738918|58.66827342|63.70285871|587.2068577|-14.76030741|0.8342358790000001|154.7096476|1056.535856|0.0|1.0|0.0|7.0|0.0|0.0|0.0|6.7305
12g_a30|348.35|0|0|0.0|0.0|2|2|-0.574592016|-0.049719762|0.886776351|0.027436565|-58.41940906|237.7754135|83.29752441|531.1295763|-18.63502363|0.8484671109999999|152.961516|683.7405759|1.0|0.0|0.0|6.0|0.0|0.0|0.0|8.0334
13_a12|315.25|0|0|0.0|0.0|0|0|-0.272508888|0.021322992|0.7300173240000001|0.008188151|-28.51381164|66.2289548|48.99243638|441.2142447|-8.408963103|0.874625469|57.35761558|327.9594923|1.0|1.0|0.0|3.0|0.0|1.0|0.0|7.0315
21_a34|401.11|0|0|0.0|0.0|2|2|-0.7020096440000001|-0.009996155|0.796991578|0.034163186|-63.96857813|77.34839362|95.12565978|453.8692584|-18.7187412|0.882583047|182.341897|659.7484451|0.0|0.0|0.0|4.0|0.0|0.0|0.0|5.4737
20_a4|306.74|0|0|0.0|0.0|1|1|-0.124135414|-0.059498265|0.8404413829999999|0.022933651|-29.16642156|68.49419443|46.45917085|441.9318823|-6.32818424|0.729218575|171.5531319|338.71903330000004|1.0|1.0|0.0|3.0|0.0|1.0|0.0|6.1898
16i_a32|342.72|1|1|3.352437091|0.0|0|0|-0.7748511779999999|0.006037736|0.8829894|0.022335011|-56.03343427|32.3175507|88.80827938|523.8261846|-15.6876273|0.836873682|183.6742715|636.0251562999999|1.0|0.0|1.0|8.0|1.0|0.0|0.0|8.2596
3j_a32|354.42|1|1|3.564417045|0.0|0|1|-0.269814716|-0.052622352|0.8884057059999999|0.013773753|-37.33051857|0.0|58.58770587|459.4516326|-8.691773249|0.812452828|133.42496409999998|398.2788055|1.0|1.0|0.0|3.0|0.0|1.0|0.0|8.0969
16a_a32|341.42|1|1|3.357452523|0.0|0|0|-0.6911813920000001|-0.058518519|0.909908319|0.020664867|-56.2527503|66.13699638|88.96104768|470.82456669999993|-14.39564033|0.8211379000000001|188.6800971|532.685565|1.0|0.0|1.0|7.0|1.0|1.0|0.0|7.9586
17_a20|365.45|0|0|3.445659565|0.0|0|0|-0.28924577|-0.072863159|0.812578598|0.015032258|-41.75129828|10.50834496|64.39681425|598.1153253|-13.57480888|0.83582343|161.12498630000002|637.7803874|0.0|1.0|0.0|4.0|0.0|1.0|0.0|5.6478
13b_a30|353.68|0|0|0.0|0.0|2|2|-0.627919307|-0.0463169629999999|0.892104517|0.018555474|-74.24619275|105.341977|88.26741491|468.6532296|-19.53516918|0.8334321|134.8423681|713.7769663|1.0|0.0|0.0|6.0|0.0|0.0|0.0|7.5901
4i_a46|280.31|0|0|0.0|0.19654443|1|1|-0.127450387|-0.125773054|0.786754478|0.015663081|-33.08099617|70.55661087|49.04951810000001|531.4066842|-7.998762108999999|0.685288314|133.40134070000002|579.2365607|1.0|0.0|0.0|3.0|0.0|1.0|0.0|6.2132
17b_a50|306.75|1|1|0.0|0.0|1|1|-0.144000296|-0.15040528|0.799772151|0.0128994089999999|-33.25475672|86.9549829|59.65808461|648.4900322000001|-12.98417734|0.936245718|136.82673369999998|862.3868512|1.0|1.0|0.0|8.0|0.0|0.0|0.0|6.9136
12ah_a36|328.07|0|0|3.456839001|0.0|2|2|-0.41302559|-0.050147748|0.8910146309999999|0.0184777819999999|-49.0084977|0.0|80.02464883|535.2826672|-15.92320089|0.8802726820000001|149.3235124|629.5017194000001|1.0|0.0|0.0|5.0|0.0|1.0|0.0|7.9586
12b_a30|352.16|0|0|0.0|0.0|2|2|-0.3897233479999999|-0.072247675|0.880943609|0.017341789|-53.05077947|0.0|73.02913136|485.6272203|-15.50462119|0.878381889|127.9443353|618.6004214|1.0|0.0|0.0|5.0|0.0|0.0|0.0|8.1543
7_a27|300.9|0|0|0.0|0.0|0|0|-0.288487667|-0.056500475|0.8546689820000001|0.015099075|-34.09779211|60.73467304|55.55559276|477.7488532|-9.469994277|0.875167537|132.7162621|479.0078184|1.0|0.0|0.0|3.0|0.0|1.0|0.0|9.0
18b_a25|336.67|0|0|0.0|0.0|0|0|-0.189048258|0.0009956189999999|0.8333962429999999|0.01278627|-44.30110081|0.0|64.81723515|656.9874135|-15.05981357|0.974811521|151.02439719999998|809.2903831|1.0|1.0|0.0|6.0|0.0|1.0|0.0|7.2924
19i_a38|343.17|0|0|3.169368622|0.0|2|2|-0.4561702689999999|-0.053762162|0.892249657|0.022576308|-51.15830416|10.71501217|82.98550237|457.89548719999993|-15.31261014|0.800346329|158.161786|593.6088758|1.0|1.0|0.0|5.0|0.0|1.0|0.0|7.9031
1n_a5|282.82|0|0|2.91912867|0.0|0|0|-0.3365350029999999|-0.047910067|0.8402078140000001|0.023129277|-47.1725036|55.29041202|63.57058627|450.71720610000006|-10.04713747|0.937489579|213.67365440000003|467.1194103|1.0|1.0|0.0|5.0|0.0|1.0|0.0|7.5686
12aq_a36|367.26|0|0|3.427017327|0.0|2|2|-0.674732412|-0.028591187|0.89459881|0.021389734|-73.0277723|112.415579|95.39676382|455.31741460000006|-19.17486584|0.743623723|159.03272990000002|689.2886595|0.0|0.0|0.0|6.0|0.0|0.0|0.0|7.2596
10_a15|340.17|0|0|0.0|0.0|0|0|-0.384887119|0.010152859|0.7585998270000001|0.010485777|-30.73805622|0.0|65.80736417|542.9602292000001|-12.31872585|0.815948972|98.81668286|673.7288405|1.0|1.0|0.0|6.0|1.0|1.0|0.0|8.1549
7_a15|330.67|0|0|0.0|0.0|0|0|-0.494898891|0.0019353679999999|0.740089344|0.036600739|-41.29775265|56.30310755|85.26222186|466.9990754|-8.163512395|0.657158418|306.0056033|474.9756287|1.0|1.0|0.0|7.0|0.0|1.0|0.0|6644.0
25b_a34|293.43|0|0|0.0|0.0|1|1|-0.861190687|-0.061390533|0.83883012|0.030138301|-64.37123451|49.2835599|98.0416108|410.0313565|-16.55102732|0.723855085|148.1659658|595.8522372|0.0|1.0|0.0|7.0|0.0|0.0|0.0|5.6819
8b_a32|349.82|1|1|3.419952523|0.0|0|0|-0.458752924|-0.0684566009999999|0.8966299409999999|0.016711528|-53.36442734|68.21751748|81.73293254|494.8166492|-12.13650094|0.845546757|207.6969342|557.1050635|1.0|1.0|1.0|7.0|1.0|1.0|0.0|7.9208
7g_a8|327.36|0|0|3.095238804|0.0|1|1|-0.481134236|-0.027717137|0.79995525|0.031841955|-64.55562181|56.75323443|78.41805331|419.1502102|-16.4912131|0.8889952590000001|115.825531|509.2753308|1.0|0.0|0.0|3.0|0.0|1.0|0.0|4.6772
7_a4|307.05|0|0|0.0|0.0|1|1|-0.076100699|0.04206117|0.87010589|0.01470626|-32.72992462|79.08210981|44.34066533|415.6938929|-6.773539148999999|0.7772010559999999|141.9530115|407.1471338|1.0|1.0|0.0|2.0|0.0|1.0|0.0|6821.0
12v_a30|349.18|0|0|0.0|0.0|2|2|-0.369659818|-0.04950715|0.889479916|0.015823709|-52.18846092|0.0|75.73440678|575.1512171|-17.2408622|0.917675298|131.2043645|685.6665849999999|1.0|0.0|0.0|5.0|0.0|1.0|0.0|7.6596
47k_a18|400.63|0|0|0.0|0.0|1|1|-0.5135996820000001|-0.008576013|0.753132457|0.015080484|-51.59195677|58.77865447|84.23875372|656.2580564|-18.87222501|0.877042091|224.8475227|1167.054827|1.0|1.0|1.0|11.0|0.0|0.0|1.0|7.5376
12q_a30|355.93|0|0|0.0|-4.76444841|2|2|-0.873376576|-0.021542639|0.867367115|0.014790072|-59.52322773|0.732186841|90.06607753|576.3319634|-21.2680622|0.900207238|122.2240555|696.6414817000001|1.0|0.0|0.0|7.0|0.0|0.0|0.0|7.4449
3d_a12|328.71|0|0|0.0|0.0|1|1|-0.360215148|-0.058191686|0.82682708|0.011128076|-34.34601551|0.0|57.52228251|439.1353855|-9.255608086|0.89539167|115.96727140000002|410.9162081|1.0|1.0|0.0|3.0|0.0|1.0|0.0|7.6021
12w_a30|348.42|0|0|0.0|0.0|2|2|-0.372029919|-0.04950715|0.889479916|0.015446225|-52.53307388|0.0|75.77366969|584.3729039|-17.50883211|0.8230829059999999|131.7949495|685.6665849999999|1.0|0.0|0.0|5.0|0.0|1.0|0.0|7821.0
3_a3|370.38|0|0|0.0|0.0|0|0|-0.3413621639999999|0.069435247|0.885339037|0.012617742|-48.91675544|75.88125246|55.67251784|343.74795510000007|-7.290134722999999|0.709760196|136.8031103|302.8386149|1.0|1.0|0.0|2.0|0.0|1.0|0.0|5.93
9_a10|332.32|0|0|0.0|0.0|1|1|-0.285441469|-0.1048161059999999|0.837889476|0.013842683|-40.90513782|59.95939417|71.07688871|616.4802143999999|-14.37503199|0.827876677|190.5275895|816.3832816|1.0|1.0|0.0|7.0|0.0|0.0|0.0|6.7144
3d_a32|353.18|1|1|3.503398526|0.0|0|0|-0.269655316|-0.0602430179999999|0.90169022|0.014419776|-37.19367587|0.0|59.15151032|483.4133562|-8.405385739|0.747681906|151.30787800000002|421.3548777|1.0|1.0|0.0|4.0|0.0|1.0|0.0|8.0915
5_a15|341.96|0|0|0.0|0.0|0|0|-0.54157893|0.0118220069999999|0.74438723|0.032616864|-45.57134103|64.12413387|100.6631306|649.9369163|-15.09973885|0.946094849|365.1095806|779.0599798999999|1.0|1.0|0.0|8.0|1.0|1.0|0.0|7.8861
IN1233_a59|350.69|0|0|3.463603867|0.0|0|0|-0.5039851160000001|-0.054458882|0.80310139|0.010831674|-61.73167061|83.1557517|72.32484741|506.6510632|-15.91227368|0.936631949|125.91272279999998|712.1606951|1.0|1.0|0.0|5.0|0.0|1.0|0.0|7.4685
4e_a46|296.81|0|0|0.0|0.092094405|1|1|-0.4017151029999999|-0.05803828|0.8146060740000001|0.010671173|-63.39469142|20.27041189|73.87174786|571.9794684|-17.82509456|0.905854609|155.48860530000002|942.2127953|1.0|0.0|0.0|5.0|1.0|0.0|0.0|6.8125
19_a15|297.03|0|0|0.0|0.0|0|0|-0.4621216379999999|-0.032407407|0.770451673|0.00527267|-54.70558911|15.76831619|68.10965742|399.3803987|-14.14482104|0.681885245|44.99916039|490.1808545|1.0|1.0|0.0|5.0|0.0|1.0|0.0|7.1427
8a_a12|317.17|0|0|0.0|0.0|1|1|-0.362413703|-0.084035283|0.8157289759999999|0.010336879|-30.69873711|0.0|55.45388635|462.3571879|-9.077610683|0.878904705|108.02980890000002|464.1781753|1.0|1.0|0.0|3.0|0.0|1.0|0.0|6.7011
12ba_a36|411.71|0|0|3.389685532|0.0|2|2|-0.423472625|-0.011949092|0.890675195|0.0246090489999999|-56.0578808|16.1479891|89.06670390000001|572.4586103999999|-17.03166444|0.969665341|197.4608731|688.1986357999999|1.0|0.0|0.0|5.0|0.0|0.0|0.0|7.6778
14a_a5|298.75|0|0|2.948727373|0.0|1|1|-0.316624785|0.024793388|0.847379958|0.0173669719999999|-54.69145586|55.04914434|69.71575554|534.8590069|-12.42997952|0.88709518|250.3569601|723.0631751|0.0|1.0|0.0|6.0|0.0|1.0|0.0|6.9508
11_a47|332.82|0|0|0.0|0.0|0|0|-0.427212659|0.046339015|0.770028429|0.008462682|-50.01659041|1.882633323|66.9895812|488.1611434|-13.48990542|0.8820228529999999|112.34605729999998|670.2339441|1.0|1.0|0.0|4.0|1.0|1.0|0.0|7.4
3g_a32|349.68|1|1|3.542426304|-0.047725143|0|0|-0.2816222539999999|-0.125170068|0.802214256|0.0119962889999999|-38.9071564|0.0|60.55421302|491.89858160000006|-9.343731735|0.809490137|110.4157723|475.3634141|1.0|0.0|0.0|3.0|0.0|1.0|0.0|7.8539
4p_a46|310.28|0|0|0.0|0.122217892|1|1|-0.233901882|-0.120823841|0.7911509609999999|0.007398064|-56.55658053|0.0|51.05047787|513.8073925|-9.642472876|0.734640605|71.34266847|585.8536976|1.0|0.0|0.0|2.0|0.0|1.0|0.0|6.4672
1c_a5|274.99|0|0|2.955525321|0.0|0|0|-0.085301064|-0.058823529|0.821309592|0.008349498|-34.82350689|0.0|43.86175561|453.4753671|-7.366029352999999|0.909902834|126.3615674|409.0289917|1.0|1.0|0.0|3.0|0.0|1.0|0.0|5.4
4_a38 (LY-2157299)|327.69|0|0|0.0|0.0|1|1|-0.325515636|-0.020954339|0.868207983|0.01243241|-52.90108631|71.22674185|58.99645489|431.0669496|-10.56568487|0.949475478|122.2274724|542.7276591|0.0|1.0|0.0|3.0|0.0|1.0|0.0|7.1586
11g_a5|294.62|0|0|2.9590700880000003|0.0|0|0|-0.252634073|-0.007175378|0.8737292720000001|0.023215707|-44.19305139|0.0|71.21847290000001|550.6745046|-10.98794595|0.944734523|299.94631180000005|648.1198739|1.0|1.0|0.0|7.0|0.0|0.0|0.0|7.5229
7f_a10|341.96|0|0|0.0|-4.8022906380000006|1|1|-0.5663456689999999|-0.0971900919999999|0.8499946070000001|0.00797443|-35.78096407|0.3440879|60.16185231|519.0013298|-11.31122804|0.6738319429999999|99.26552746|527.8079877|1.0|0.0|0.0|4.0|1.0|0.0|0.0|6.8508
8f_a12|339.35|1|1|0.0|0.0|1|1|-0.3981937339999999|-0.024023866|0.80546986|0.013287637|-41.27611074|0.0|63.05721575|494.2940092|-12.34367323|0.853035146|91.98952021|524.0516742|1.0|1.0|0.0|3.0|0.0|1.0|0.0|6.1898
12b_a36 (EW-7197)|328.66|0|0|3.3685352889999995|0.0|2|2|-0.439429998|-0.056994595|0.8741648479999999|0.021439664|-50.90136206|5.958751634|80.95733534|477.6935927|-15.31305729|0.851455231|158.4469629|595.8790650000001||||||||8.1549
28_a20|346.35|0|0|0.0|0.0|0|0|-0.363557127|-0.039965901|0.812553182|0.014682607|-57.59898971|88.39175809|71.98460956|521.7658603|-15.62203369|0.8826648009999999|151.0788711|684.5377542|0.0|1.0|0.0|5.0|0.0|1.0|0.0|6.5935
12bg_a36|318.36|0|0|3.434779148|0.0|2|2|-0.414822602|-0.0206090089999999|0.892249657|0.019606406|-51.74990566|14.85588272|83.78068847|576.6383913|-17.39163005|0.860310096|172.9566471|661.6709012|1.0|0.0|0.0|5.0|0.0|1.0|0.0|7.8239
15b_a10|329.52|0|0|0.0|0.0|1|1|-0.149607679|-0.058911857|0.83320417|0.015973068|-31.76194123|118.6253241|62.53159836|631.9674549|-11.32690674|0.706711759|226.0501037|766.4127559|0.0|1.0|0.0|7.0|0.0|0.0|0.0|7.0706
12b_a5|857.76|0|0|0.0|0.0|2|2|-0.1214831359999999|-0.016614746|0.819417554|0.016556707|-41.76622313|0.0|59.53145615|521.9354031|-8.135654442|0.924627734|296.16656780000005|727.8586176|0.0|1.0|0.0|5.0|0.0|0.0|0.0|7.3768
7h_a8|315.62|0|0|2.99743835|0.0|0|0|-0.23505152|0.0260356679999999|0.7677336090000001|0.011647275|-53.71230941|47.81104825|58.94376531|444.4294792|-13.63564064|0.768693264|61.77519141|446.5544107|1.0|0.0|0.0|3.0|0.0|1.0|1.0|4.9788
17e_a50|307.67|1|1|0.0|0.0|2|2|-0.141076059|-0.114420412|0.7791604190000001|0.012865274|-32.24487658|86.98647608|57.93079973|647.0975667|-12.90180444|0.960006062|136.5904997|904.3172644|0.0|1.0|0.0|6.0|0.0|0.0|0.0|6.8097
4S4l_a46|299.38|0|0|0.0|0.171853072|1|1|-0.255755434|-0.161358058|0.762625193|0.007140583|-49.45536962|0.0|49.6055056|487.3122681|-8.862913904|0.884798257|66.47624804|579.2365607|1.0|1.0|0.0|3.0|0.0|1.0|0.0|6.5834
3a_a49|320.04|0|0|0.0|0.0|1|1|-0.337858497|0.00497674|0.8704151529999999|0.016205613|-55.30832478|59.40691577|64.2037853|426.893216|-10.52968207|0.903506738|181.6875706|578.2841135|0.0|1.0|0.0|5.0|0.0|1.0|0.0|7.1938
3_a27|312.93|0|0|0.0|0.0|0|0|-0.27868256|0.024154412|0.8759548629999999|0.019234305|-31.82136336|57.97805043|54.32114618|446.4308003|-8.663302268999999|0.803947133|137.8189165|401.7540197|1.0|0.0|0.0|3.0|0.0|1.0|0.0|8.3979
13d_a5 (GW788388)|297.28|0|0|2.945204608|0.0|1|1|-0.33442223|0.024793388|0.834800344|0.014571846|-57.42492153|44.69922692|70.45205183|511.985152|-12.76608229|0.954644629|218.7999323|723.0631751|0.0|1.0|0.0|6.0|0.0|1.0|0.0|7.7447
8k_a46|302.15|0|0|0.0|0.1337610719999999|1|1|-0.397337564|-0.038125|0.8341090329999999|0.009441365|-61.98124174|19.34993627|70.036452|529.6539372999999|-17.04077386|0.975803904|124.4394929|865.6610153999999|1.0|0.0|0.0|5.0|0.0|0.0|0.0|6.8327
14r_a23|389.92|1|1|0.0|0.0|0|0|-0.322513347|-0.064006338|0.846632079|0.019185345|-40.32463891|55.62948521|66.31173073|557.8203557999999|-15.15517566|0.873329024|136.37788909999998|599.5697147999999|0.0|0.0|0.0|5.0|0.0|0.0|0.0|8.2684
17a_a10|310.84|0|0|0.0|0.0|2|2|-0.2946568739999999|0.031632653|0.8044827790000001|0.020088947|-39.18491085|87.61514901|76.48633670000001|603.6608262999999|-11.80945728|0.967815851|307.7420338|911.2106544|0.0|1.0|0.0|6.0|0.0|0.0|0.0|7.3098
20b_a10|317.8|0|0|0.0|0.0|1|1|-0.447804373|-0.013623188|0.817426568|0.013038163|-60.68950774|91.02309592|67.46831286|480.905232|-13.79433873|0.8317951020000001|152.3236842|769.1246171|1.0|1.0|0.0|5.0|0.0|1.0|0.0|5.9586
5a_a50|308.73|1|1|0.0|0.0|1|1|-0.06986407|-0.130929632|0.847812674|0.010185297|-20.77548565|60.04351409|44.17662122|517.556163|-6.477439183|0.8275167520000001|178.61652859999998|462.1867149|1.0|0.0|0.0|2.0|0.0|1.0|0.0|5.3872
12ar_a36|322.13|0|0|3.46014932|0.0|2|2|-0.40866901|-0.036002609|0.89459881|0.022389124|-54.80317647|0.0|82.17472548|567.6702443|-15.99689556|0.902250063|199.7830951|708.5476357999999|1.0|0.0|0.0|6.0|0.0|0.0|0.0|7.6021
13_a4|297.09|0|0|0.0|0.0|1|1|-0.04158572|-0.0963182119999999|0.7986239909999999|0.008746805|-24.48959182|54.71349575|37.12083496|474.9422962|-6.7122666220000005|0.751144285|67.30306705|373.9073307|1.0|0.0|0.0|2.0|0.0|1.0|0.0|5.3979
14ac_a23|341.32|1|1|0.0|-9.994971573|0|0|-0.66443411|0.043387326|0.834426845|0.016832361|-66.72452104|0.327656318|87.75911516|703.0989434999999|-25.07023818|0.95751094|145.1421706|718.3324686000001|1.0|0.0|0.0|7.0|1.0|0.0|2.0|8.3851
14p_a23|346.79|1|1|0.0|0.0|0|0|-0.310730878|-0.053921569|0.8683808959999999|0.0221104079999999|-42.52653933|84.65359899|67.36602512|623.0226425|-15.32117727|0.868927227|167.5607773|646.2584547|0.0|0.0|0.0|5.0|0.0|0.0|0.0|8.5302
9c_a31|322.12|0|0|3.410619646|0.0|1|1|-0.6933757159999999|-0.062737615|0.8856644770000001|0.030296721|-65.84728287|552.8237349999999|97.22026028|429.9685721|-14.56678943|0.837843885|209.8466636|583.9691392000001|1.0|1.0|0.0|8.0|0.0|1.0|0.0|6.3768
12t_a36|337.89|0|0|3.500121488|0.0|2|2|-0.404180985|-0.0288761339999999|0.878510663|0.017627553|-48.97252784|0.417511887|77.32343502|555.3275093999999|-15.94144641|0.930112292|144.422087|729.1873176|1.0|0.0|0.0|6.0|0.0|0.0|0.0|8.0969
18_a20|350.69|0|0|3.463603867|0.0|0|0|-0.5039851160000001|-0.054458882|0.8162774979999999|0.0108136339999999|-61.73239771|82.70867776|72.31812218|506.6038164|-15.91001426|0.936740671|125.81822920000002|712.1606951|1.0|1.0|0.0|5.0|0.0|1.0|0.0|7.4685
