molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|SaasN|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|GATS1pe|FPSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|FPSA5|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Lipinski|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|pIC50
12_a15|0.0|0|0|0.0|0.0|0|0.0|0|0.0|0.0|-0.0455566929999999|2|0.034285714|-0.035728911|0.0|-0.370766171|0.001740635|-0.106061273|10.95973444|-0.01062828|0|-0.120626133|-0.184255041|-0.380490701|2|0.8310685940000001|-0.019064393|0.7933685340000001|0.015018226|-60.15445365|9.58943236|0.10362709|66.16793071|-0.031995594|6.123040777999999|4.192089814|0.746489397|-1.695766456|-24.90456371|70.6606311|-20.42981445|48.59303169|-1082.780166|2661.728915|0.253510603|5.448223888999999|0.909927213|161.8714956|-691.376388|0.016453962|10.50617745|1.0|0.0|1.0|1.0|3.56|24.0|5.32|6.3|56.27|2.87|2.0|0.0|119.95|0.0|6.0|30.0|4.0|-4.97|397.47|1.0|0.0|1.0|4.7|0.0|5.16|-1281.060163|688.91|321.72|0.1374|276.63|585.26|0.70444|-1280.810963|-0.15858|-1280.871722|8.3979
2_a33|0.0|1|1|3.396444161|0.0|0|7.765993078999999|0|0.0|5.733341277|-0.064926835|0|0.039958333|-0.049900189|2.112255684|-0.476784502|-0.002514803|0.070526947|10.31100266|-0.05997501|3|-0.083752249|-0.148024156|-0.593915758|0|0.787714775|-0.096644295|0.753434785|0.018451635|-63.57699532|11.27469555|0.1804845889999999|110.28338390000002|-0.031851158|6.889294995|44.34034244|0.702597735|-1.56070672|-30.02592687|75.44970552|-19.46234551|60.41371259|-953.6549298|3245.244678|0.297402265|6.152818143999999|0.8867875909999999|181.7248125|-582.7217333|0.019430318|11.8727102|1.0|1.0|1.0|2.0|3.57|19.0|6.7|4.63|140.04|1.33|2.0|0.0|115.28|1.0|7.0|28.0|4.0|-6.17|411.54|1.0|0.0|1.0|3.98|0.0|5.11|-1920.049452|655.74|341.74|0.2911|341.74|525.38|0.70205|-1919.830424|-0.15012|-1919.890628|8.2596
17_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0|0.0|4.727387819|-0.118246266|2|0.047430556|-0.015463451|1.709081227|-0.349676046|-0.007540435|-0.041723219|10.31163036|-0.0510707059999999|1|0.020589494|0.036673175|-0.633373061|2|0.881253042|-0.085686119|0.773152968|0.010321361|-48.88298017|5.251911643|0.1969243769999999|100.2028184|-0.039557272|2.672377884|76.17242478|0.840062179|-1.344947254|-25.54439812|55.39769571|-20.12828595|55.45324083|-684.3617224|1667.279771|0.159937821|6.2477303310000005|0.780420408|81.38261354|-348.2299886|0.012803096|6.514715538|1.0|1.0|1.0|1.0|3.13|21.0|4.96|4.66|92.93|2.37|1.0|0.0|95.5|0.0|2.0|23.0|3.0|-5.61|338.81|0.0|0.0|1.0|3.71|0.0|3.57|-1731.72355|537.32|386.22|0.4062|386.22|393.58|0.69481|-1731.6147670000005|-0.13155|-1731.663157|7.6383
14t_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|3.410065804|5.351858133|-0.024472753|2|0.045277778|0.073534004|0.758345646|-0.290708696|0.01269616|-0.041339801|10.31321779|-0.093434862|2|-0.074441567|-0.136106024|-0.4515027279999999|2|0.725800261|-0.152771194|0.6906097959999999|0.017433037|-51.65035498|11.36130649|0.079043164|51.51331913|-0.033286443|7.404291213|42.20767549|0.799945841|-1.6643221380000002|-23.52629623|61.0040156|-21.69314909|47.46057034|-1084.657455|2286.063655|0.2000541589999999|7.55064865|0.872595673|130.3775455|-706.8834616|0.014352462|9.353660614|0.0|1.0|1.0|1.0|3.52|26.0|3.88|4.33|105.02|3.24|2.0|1.0|125.25|0.0|5.0|31.0|4.0|-6.1|425.51|0.0|0.0|0.0|3.78|0.0|3.79|-1669.21916|692.08|386.72|0.2061|311.09|534.86|0.68886|-1668.980578|-0.15625|-1669.040656|8.3979
11_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0|0.0|4.727387819|-0.127546771|3|0.042795699|-0.101436441|1.710245969|-0.363112913|-0.008037672|0.044912659|10.31163053|-0.023103765|1|-0.0495219879999999|-0.0947326669999999|-0.577616902|3|0.8947911009999999|-0.04179402|0.834020779|0.014376713|-47.02715152|6.800350988|0.222196952|105.101718|-0.0391657429999999|3.216644354|80.34769756|0.752484736|-1.292469516|-21.37603754|57.08178682|-18.52584757|51.99171876|-611.3529698|1105.41974|0.2475152639999999|5.475372235|0.8799677029999999|117.0775712|-289.1769972|0.021256639|10.0546353|0.0|1.0|1.0|1.0|3.19|21.0|3.79|3.41|105.82|0.8|0.0|0.0|88.28|0.0|2.0|22.0|4.0|-6.59|305.36|0.0|0.0|1.0|2.46|0.0|2.12|-1288.165162|508.58|384.66|0.4441|384.66|346.18|0.6966600000000001|-1288.058926|-0.13118|-1288.10577|7.3979
34_a47|0.0|0|1|0.0|0.0|1|6.842683282|0|1.883479676|4.727387819|-0.064842466|3|0.03522792|-0.094313757|1.741433543|-0.191253079|0.003530307|-0.043634386|10.98214103|0.078153957|1|-0.1430639269999999|-0.317014709|-0.2829549719999999|3|0.62974551|0.128336294|0.609110565|0.019723558|-49.91779281|10.92238452|0.1739443389999999|96.32577107|-0.029348287|6.048527453999999|0.0|0.653993216|-1.261976347|-19.00022922|62.66739933|-16.25230464|45.23285281|-698.8490993|918.6458674|0.346006784|7.066583143|0.834499257|191.6093987|-387.0041342|0.023023142|12.74960652|1.0|1.0|1.0|1.0|3.19|21.0|3.34|4.52|68.52|1.75|0.0|0.0|99.09|0.0|4.0|26.0|5.0|-6.66|348.38|0.0|1.0|1.0|3.02|0.0|2.41|-1162.450678|585.79|318.79|0.2309|294.66|436.88|0.69314|-1162.283641|-0.16086|-1162.33788|8.7
3d_a49|0.0|0|0|0.0|0.0|1|7.535296702|1|2.089548665|5.4161004020000005|-0.3456333889999999|2|0.036335697|-0.087308534|1.775376197|-0.173318804|-0.00918253|-0.068390038|10.35020259|0.017871379|1|-0.075636705|-0.129666234|-0.202380888|2|0.914407252|0.029549308|0.846953747|0.009601398|-54.67520803|5.561916586000001|0.266928348|154.6267696|-0.036147237|3.221917789|0.0|0.756622045|-1.698920144|-33.32030276|65.59130031|-20.93944137|63.08192694|-984.1537446|1660.7054380000002|0.243377955|6.612715522999999|0.946920034|140.9844521|-570.1024832|0.018844179|10.91609228|1.0|0.0|1.0|3.0|3.29|21.0|0.72|4.46|121.39|1.07|1.0|0.0|111.41|0.0|4.0|28.0|5.0|-6.58|392.45|0.0|0.0|1.0|1.85|0.0|4.02|-1594.552258|615.3|318.67|0.2899|239.15|455.47|0.67215|-1594.380348|-0.16147|-1594.435881|5.6308
14ae_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|3.338149829|5.351858133|-0.029948314|2|0.042903564|0.026913008|0.7338690390000001|-0.4448081789999999|0.008996289|-0.0174992419999999|10.31321689|0.0289586779999999|2|-0.143336826|-0.253318853|-0.363230717|2|0.7763406840000001|0.0469453379999999|0.7317531540000001|0.03467374|-62.38566188|24.84237243|0.127637949|91.4475768|-0.0269140239999999|17.79858399|110.5716332|0.53040766|-1.480271319|-33.45249142|87.09501229|-19.28284095|71.53368511|-1060.556252|2575.36078|0.46959234|8.123993885|0.919603093|336.444465|-759.846894|0.034488074|24.70935041|0.0|1.0|1.0|1.0|3.74|26.0|3.48|4.03|123.48|2.42|2.0|1.0|133.27|0.0|7.0|34.0|6.0|-6.68|471.53|0.0|0.0|0.0|3.44|0.0|2.99|-1858.952529|751.57|344.06|0.3205|344.06|627.57|0.58144|-1858.675325|-0.14537|-1858.7404850000005|8.6038
12ao_a36|0.0|1|0|3.477902101|0.0|0|7.412764017000001|2|0.0|5.351858133|-0.065314765|2|0.042739018|0.0895536619999999|0.0|-0.410729809|0.002782748|-0.113963585|10.94919858|-0.033032344|1|-0.095253274|-0.1619981409999999|-0.435820128|1|0.90500247|-0.05785124|0.856135378|0.017784426|-67.45579866|11.76697353|0.167417241|110.7707502|-0.03775988|7.785557064|0.0|0.7820981779999999|-2.039033535|-34.08795068|78.51108393|-24.98362913|63.28698809|-1349.115973|2298.760179|0.217901822|8.769931502999999|0.8620895909999999|144.1736112|-892.6355932|0.016708791|11.05528527|1.0|0.0|0.0|2.0|4.87|17.0|3.62|2.42|69.2|2.38|1.0|0.0|133.84|0.0|6.0|31.0|4.0|-6.34|407.47|0.0|1.0|0.0|2.37|0.0|3.83|-1310.328652|701.9|356.86|0.6249|266.08|548.59|0.7045|-1310.077853|-0.14207|-1310.138396|7.5229
17e_a50|0.0|0|1|0.0|0.0|2|7.934155233999999|2|4.3906140030000005|5.82008293|0.038322942|2|0.031870748|-0.011278897|2.2384546640000003|-0.141076059|0.012036705|-0.086639125|10.94500663|-0.114420412|2|-0.1949741189999999|-0.310566368|-0.229030473|1|0.7596299459999999|-0.202197068|0.736221185|0.012865274|-50.7956915|8.950665784|0.069891795|48.62532158|-0.02665495|6.227183052000001|86.98647608|0.803671114|-1.67926185|-22.43349867|57.93079973|-18.5444588|41.19554236|-1168.300905|1981.934841|0.196328886|8.52101688|0.960006062|136.5904997|-812.8136797000001|0.010255676|7.135108233|0.0|1.0|1.0|0.0|4.18|20.0|4.23|4.68|51.77|2.91|2.0|0.0|138.0|0.0|6.0|33.0|4.0|-6.08|438.57|0.0|1.0|0.0|4.03|0.0|3.8|-1375.268259|757.34|307.67|0.1809|292.6|602.89|0.66478|-1374.927998|-0.16649|-1374.992422|6.8097
4_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|2.156628874|5.4161004020000005|0.0159331539999999|2|0.036775068|-0.0214610589999999|2.183056868|-0.058013858|0.011760626|-0.110597574|10.92992837|-0.037623601|1|-0.048056862|-0.078747188|-0.157959343|2|0.646069495|-0.063012715|0.636572383|0.008570112|-35.41518716|4.4155367960000005|0.0667239759999999|34.37786704|-0.0255766729999999|2.274995377|42.42341622|0.793717973|-1.099796957|-13.21145879|40.86951119|-13.17774406|30.05764711|-566.6429946000001|1883.42405|0.2062820269999999|5.326452915|0.66251148|106.2816773|-291.9486922|0.010586293|5.454324025|1.0|0.0|1.0|0.0|3.15|21.0|4.52|4.41|43.6|2.66|1.0|0.0|100.08|0.0|2.0|25.0|3.0|-5.79|326.39|0.0|1.0|1.0|3.64|0.0|3.24|-1029.93716|566.84|307.95|0.1106|230.37|394.06|0.6010800000000001|-1029.763465|-0.1696599999999999|-1029.813844|7.1079
12n_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.0|5.351858133|-0.064217094|2|0.040899471|-0.1144447669999999|0.0|-0.387485343|0.001139238|-0.037209579|10.31162898|-0.087019298|1|-0.0541804029999999|-0.120380857|-0.464204099|1|0.669561738|-0.149451598|0.64876559|0.017064818|-66.48079820000001|10.77573511|0.221849786|140.0890685|-0.038674741|6.804436105|0.0|0.799403208|-1.895062322|-33.14358793|76.16725916|-24.42151771|63.2630417|-1196.654368|2349.172094|0.200596792|7.385790169|0.887350282|126.6686716|-755.6383024|0.0153398069999999|9.686460958|1.0|1.0|0.0|1.0|4.66|17.0|4.25|3.18|81.65|3.2|2.0|0.0|127.24|0.0|5.0|30.0|5.0|-6.02|416.47|0.0|0.0|0.0|2.92|0.0|4.07|-1674.978015|669.57|355.67|0.1826|238.43|506.94|0.6854|-1674.777231|-148.0|-1674.83759|7983.0
12t_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.0|5.351858133|-0.097216874|2|0.044197531|-0.0596036729999999|0.0|-0.411045472|-0.002544958|-0.0682882559999999|10.31162892|-0.04950715|1|-0.0546637159999999|-0.145315868|-0.464720444|1|0.609043558|-0.080971844|0.591758164|0.018862708|-65.79920855|12.26965165|0.303586418|197.4742794|-0.037159417|7.981057356|0.0|0.745705883|-1.82081145|-38.30686627|78.8278828|-24.17113783|71.1605835|-1184.385754|2479.787504|0.254294117|7.957774504|0.804273481|165.4110479|-770.409047|0.020029588|13.02867425|1.0|1.0|0.0|1.0|4.63|17.0|4.67|3.74|81.65|3.58|2.0|0.0|127.19|0.0|5.0|31.0|6.0|-6.06|434.46|0.0|0.0|0.0|3.21|0.0|4.32|-1774.208418|677.85|349.67|0.2094|244.58|527.87|0.6842600000000001|-1774.0165149999998|-0.15029|-1774.077985|8.0496
14s_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|3.336763335|5.351858133|-0.022580082|2|0.045277778|0.049317519|0.740898446|-0.298573309|0.010682694|-0.044305947|10.31321812|-0.064006338|2|-0.071484865|-0.13187015|-0.457212212|2|0.722187957|-0.1050445769999999|0.659570836|0.019970955|-51.64162341|12.81151517|0.07236376|46.42188642|-0.034255504|8.218681552|82.55990607|0.7748161659999999|-1.610008704|-22.64965286|62.75905983|-21.9751589|48.11843993|-1032.832468|2316.634024|0.2251838339999999|7.548546899|0.890072438|144.457092|-662.5696522999999|0.017330177|11.11743642|0.0|1.0|1.0|1.0|3.45|26.0|4.0|4.67|105.02|3.51|2.0|1.0|125.29|0.0|5.0|31.0|4.0|-6.03|445.93|0.0|0.0|0.0|4.01|0.0|4.1|-2089.500101|668.66|336.66|0.3669|336.66|528.82|0.60323|-2089.2914530000003|-0.1515|-2089.352478|8.5482
9i_a40|0.0|0|0|0.0|0.0|1|7.515889085|0|1.841293462|5.4161004020000005|-0.105556952|0|0.045555556|0.187127708|0.891973262|-0.279092262|0.004532692|0.201624407|10.31197226|-0.1788455119999999|2|0.105172175|0.187399127|-0.542471361|0|0.831946443|-0.28972973|0.7947633409999999|0.011010661|-44.58600513|5.548036224|0.169019238|85.16517222|-0.036869006|2.795536563|62.68854553|0.8590224540000001|-1.327284222|-23.58195819|49.81256531|-18.57750214|52.34891159|-668.7900768999999|335.9672843|0.140977546|7.700852478|0.91433781|71.03556427|-336.98898810000003|0.010372658|5.226560183|1.0|1.0|1.0|1.0|3.25|20.0|3.84|4.02|84.45|2.99|1.0|1.0|91.11|0.0|2.0|22.0|2.0|-5.44|306.38|0.0|0.0|1.0|3.52|0.0|3.2|-1273.31399|534.44|428.48|0.5012|284.3|417.75|0.70339|-1273.167389|-0.11967|-1273.217301|5.9031
15_a31|0.0|1|0|3.155574452|0.0|0|7.765993078999999|1|0.0|5.733341277|-0.134784483|0|0.038809524|-0.0302581979999999|0.0|-0.775463115|-0.011797858|-0.070065105|10.31169996|-0.074455342|2|-0.157560864|-0.272545088|-0.6215974160000001|0|0.8314086070000001|-0.116356616|0.782925607|0.038524836|-70.00513464|20.47825449|0.4328912239999999|230.1075793|-0.041588706|10.88541717|514.6215199|0.641533577|-1.58037081|-32.83191294|88.05886218|-22.10688462|82.24348203|-840.0616157|1675.977147|0.358466423|6.148947296|0.873235738|190.5463457|-446.5429972|0.03396368|18.05372755|0.0|1.0|1.0|2.0|3.31|16.0|4.12|3.0|117.37|0.41|0.0|0.0|90.47|0.0|4.0|24.0|5.0|-6.84|342.37|0.0|0.0|1.0|2.27|0.0|3.9|-1460.861851|556.68|271.36|348.0|271.36|452.98|0.5241899999999999|-1460.736142|-0.15202|-1460.790873|5.9586
8g_a8|0.0|1|0|3.073183107|0.0|1|7.535296702|1|1.298078704|5.4161004020000005|-0.222784884|0|0.0438779959999999|0.000966222|0.0|-0.731356723|-0.009140059|-0.025002199|10.94318883|-0.03728368|1|0.0794962979999999|0.162134281|-0.508072694|0|0.6784762320000001|-0.0571942009999999|0.656457444|0.031118325|-79.46906035|19.06725815|0.466064505|285.5736014|-0.052430233|11.68315869|67.54104396|0.8330608209999999|-2.464220973|-51.33906829|90.27531534|-32.12579035|102.8541256|-1509.912147|2148.49832|0.166939179|7.440878437999999|0.920192814|102.2893227|-925.1746152|0.017636126|10.80625499|0.0|1.0|0.0|2.0|3.31|23.0|4.11|3.89|99.34|3.01|2.0|0.0|111.38|0.0|4.0|31.0|5.0|-6.34|417.39|0.0|0.0|0.0|3.5|0.0|7.17|-1450.913472|635.27|330.67|0.3904|330.67|489.97|0.69221|-1450.728709|-0.15542|-1450.787398|5.3768
12e_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.0|5.351858133|-0.029595542|2|0.041767677|-0.010682095|0.0|-0.444243861|0.0043261129999999|0.005418617|10.31162844|-0.055954785|1|-0.089279071|-0.154412059|-0.417089226|1|0.838579475|-0.097868612|0.7933543279999999|0.024254701|-65.04681137|16.08914569|0.183296295|121.5880081|-0.035153347|10.6725953|0.0|0.7071208529999999|-1.863127413|-34.82676424|80.10232244|-23.31866823|68.59117243|-1235.889416|2392.685958|0.292879147|8.069355055|0.8767337279999999|194.2788429|-819.8165288|0.022696477|15.05551106|1.0|1.0|1.0|1.0|4.72|17.0|3.89|2.63|90.88|2.51|2.0|0.0|133.77|0.0|6.0|31.0|5.0|-6.19|428.51|0.0|0.0|0.0|2.57|0.0|3.58|-1690.2687170000002|709.98|356.82|0.2055|245.94|562.76|0.68605|-1690.030824|-0.1476|-1690.092998|7.9431
11a_a50|0.0|0|1|0.0|0.0|2|7.927685046000001|1|4.088412042|5.82008293|-0.014702942|1|0.038040936|-0.04339705|2.114272566|-0.134056065|0.011959339|-0.108592708|10.94500606|-0.129547471|2|-0.162848233|-0.277408878|-0.267331063|1|0.701976536|-0.200986578|0.667956827|0.01848869|-37.63057389|9.774322692|0.0828728879999999|43.81199235|-0.025421565|5.167341939|67.28055926|0.6543614329999999|-1.067705728|-13.47492066|48.67321197|-13.43949068|35.26290548|-564.4586084|1550.320581|0.345638567|5.965221997|0.864799282|182.7270002|-298.409489|0.020887781|11.04263807|0.0|1.0|1.0|0.0|3.44|20.0|3.09|3.73|48.53|2.25|0.0|0.0|99.65|0.0|2.0|25.0|3.0|-6.24|327.38|0.0|1.0|1.0|2.95|0.0|3.05|-1045.954278|574.01|305.11|0.1761|305.11|437.9|0.65485|-1045.794689|-0.16769|-1045.84627|7.2291
12d_a40|0.0|0|0|0.0|0.0|1|7.515889085|0|1.753432382|5.4161004020000005|-0.107711573|0|0.043185185|0.209157499|0.794852923|-0.288158151|-0.000134504|0.087954209|10.31197256|-0.166080871|2|0.127299624|0.224167029|-0.552689736|0|0.809398262|-0.254735308|0.6948809659999999|0.01171131|-48.54239742|6.204226377|0.159568585|84.53363343|-0.038873458|3.286773518|60.80168183|0.844283549|-1.282824111|-26.85139526|55.13932669|-20.59374436|56.88984065|-679.5935638999999|643.5166227999999|0.155716451|7.877041626|0.8899787840000001|82.49291335|-360.0239567|0.01245259|6.596929268999999|1.0|1.0|1.0|1.0|3.23|20.0|4.59|5.02|84.45|3.76|2.0|1.0|96.16|0.0|2.0|23.0|2.0|-5.13|361.25|0.0|0.0|1.0|4.21|0.0|4.14|-2153.180821|552.57|443.4|0.2584|282.05|435.41|0.70435|-2153.071733|-0.11604|-2153.123107|7.7212
12_a4|-3.2834578760000004|0|0|0.0|0.0|1|7.535296702|1|2.070952433|5.4161004020000005|-0.271149771|2|0.0381179139999999|-0.0334644329999999|1.587386096|-0.113938738|0.005795666|-0.093414896|10.31168324|0.028152112|1|-0.051501982|-0.085553511|-0.220286906|2|0.5687812560000001|0.04172421|0.531333552|0.01168879|-44.33087544|6.936764267999999|0.194761903|115.5823166|-0.025916226|4.116653575|7.519189887|0.717772573|-1.269895089|-24.74343259|53.59101661|-15.38009964|48.6306683|-753.6248824|1962.933988|0.282227427|6.223583758999999|0.889574393|167.4891205|-447.2420348|0.015603795|9.260141177|1.0|1.0|1.0|0.0|3.41|21.0|3.69|4.98|86.12|2.17|1.0|0.0|113.02|0.0|4.0|29.0|5.0|-6.84|404.48|0.0|0.0|1.0|3.3|0.0|6.12|-1617.826064|640.67|325.57|0.1194|255.16|503.28|0.68825|-1617.57796|-0.16224|-1617.634733|5032.0
19e_a38|0.0|1|0|3.376977671|0.0|0|7.412764017000001|2|0.0|5.351858133|-0.10490608|2|0.04508642|0.021678225|0.0|-0.4379521229999999|-0.001197042|-0.104569193|10.94917392|-0.038386106|1|-0.091460175|-0.191751024|-0.436305701|1|0.723755855|-0.064035403|0.700181525|0.02118651|-68.82539051|14.27562164|0.223437407|150.553721|-0.03783113|9.619015829|16.39385667|0.749190974|-2.042881001|-37.96637911|82.37885703|-25.49088538|70.62168376|-1376.50781|3426.997928|0.250809026|6.596408983|0.871249918|168.99691289999998|-927.5007945|0.020114756|13.55346651|1.0|1.0|1.0|3.0|4.96|17.0|4.03|3.09|81.23|2.75|2.0|0.0|135.78|0.0|6.0|32.0|4.0|-6.39|427.48|0.0|0.0|1.0|3.3|0.0|4.08|-1409.547647|685.34|321.31|0.3948|236.96|532.67|0.58509|-1409.315831|-0.15584|-1409.37733|8.0083
11_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|2.159635561|5.4161004020000005|0.032861655|2|0.03617284|-0.017835936|2.216390726|-0.056016567|0.011277653|-0.073554945|10.33765061|-0.0043410079999999|1|-0.0278843589999999|-0.046906237|-0.145254541|2|0.6575743310000001|-0.007574475|0.647727179|0.009336075|-37.74083422|5.395547437|0.069886591|40.38918044|-0.023620625|3.118219598|59.55648883|0.7560913159999999|-1.110169356|-18.12338426|44.63993001|-13.65094004|36.75497433|-641.5941818|1640.559148|0.243908684|6.850305797000001|0.924411925|140.96082869999998|-370.7930613|0.011937709|6.89909579|1.0|1.0|1.0|0.0|3.31|21.0|4.97|5.22|68.9|3.15|2.0|0.0|111.64|0.0|4.0|27.0|3.0|-5.74|372.49|0.0|0.0|1.0|4.16|0.0|3.2|-1467.440475|630.04|328.0|151.0|252.67|479.99|0.65942|-1467.20045|-0.15885|-1467.255521|6.9586
12bh_a36|0.0|1|0|3.50075137|0.0|0|7.412764017000001|2|0.0|5.351858133|-0.047482048|2|0.044197531|0.001012669|0.0|-0.401249012|0.003676818|0.075747971|10.94728093|-0.035747988|1|-0.101854847|-0.169994208|-0.43574839|1|0.902377067|-0.0591586759999999|0.857993338|0.017627098|-66.28126709|11.73109101|0.166508047|110.81353529999998|-0.035569289|7.807212275|0.0|0.783294222|-1.991880197|-31.30825225|76.46867897|-23.6718811|58.77476595|-1325.625342|2437.805332|0.216705778|7.545637217999999|0.930697921|144.22085800000002|-882.2230117|0.015307571|10.18741188|1.0|0.0|0.0|2.0|4.95|17.0|3.76|2.5|69.2|2.45|1.0|0.0|133.68|0.0|5.0|31.0|4.0|-6.38|409.49|0.0|1.0|1.0|2.42|0.0|3.79|-1311.558898|715.94|341.97|0.4386|319.46|575.23|0.7039|-1311.293683|-0.14915|-1311.356102|7.8539
10_a47|0.0|0|0|0.0|0.0|0|0.0|0|0.0|0.0|-0.166367455|2|0.042276423|-0.169242585|1.329777427|-0.384667159|-0.008120645|0.0814897|10.93671036|0.007193585|0|-0.021926603|-0.045289209|-0.45272733|2|0.7027461220000001|0.011239977|0.6913602740000001|0.00951788|-50.08559665|5.088920549|0.158929034|84.97451737|-0.035388634|2.720890925|0.0|0.801882632|-1.592488524|-21.81529334|57.59863288|-18.9212254|45.89037038|-851.455143|1567.859561|0.198117368|6.277122171|0.699661037|105.9273263|-455.247149|0.014051737|7.51303623|1.0|0.0|1.0|2.0|3.02|22.0|5.12|5.92|58.04|3.21|2.0|0.0|106.43|0.0|3.0|27.0|4.0|-5.08|359.4|1.0|0.0|1.0|4.41|0.0|4.37|-1188.3744|579.86|332.97|231.0|214.9|426.55|0.69212|-1188.1907199999998|-0.15445|-1188.244739|7.9
14x_a23|0.0|0|1|0.0|0.0|2|7.423568444|0|3.101221922|5.351858133|-0.111315218|2|0.04314059|0.05740118|0.6753138120000001|-0.335030301|0.003379755|-0.075184011|10.31321817|-0.0229244|2|-0.073958723|-0.206574435|-0.443633823|2|0.5788469970000001|-0.035965909|0.558482531|0.022095943|-55.83053941|14.64350681|0.223171139|147.90081730000003|-0.034056109|9.704599953|87.28077098|0.722211323|-1.6006371069999998|-31.13207597|70.40248829|-22.56979253|61.61945314|-1060.780249|2382.851643|0.277788677|7.777802167999999|0.880126802|184.0971574|-703.0042792|0.0219879679999999|14.57194888|0.0|1.0|0.0|1.0|3.42|26.0|4.2|5.14|105.02|3.78|2.0|1.0|120.2|0.0|5.0|32.0|6.0|-6.35|447.46|0.0|0.0|0.0|4.06|0.0|3.97|-1828.371718|675.21|335.63|0.3184|305.07|537.48|0.62836|-1828.168422|-0.15259|-1828.228912|8.4949
12bi_a36|0.0|1|0|3.466222049|0.0|0|7.412764017000001|2|0.0|5.351858133|-0.043740597|2|0.043854875|0.03474497|0.0|-0.559678363|0.000482522|-0.067142264|10.95958518|0.041834838|1|-0.176729938|-0.289604649|-0.37220074|1|0.884226781|0.071329141|0.8350231859999999|0.034602166|-75.1419557|24.16125901|0.214998882|150.12481100000002|-0.027831043|16.87080604|0.0|0.4996603229999999|-1.614200516|-40.42611289999999|101.3899049|-19.43326441|82.05687954|-1127.129336|2660.0547690000003|0.500339677|8.454426643|0.85865094|349.3664649|-787.0277122|0.037590587|26.24794923|1.0|0.0|1.0|2.0|4.97|17.0|2.83|1.9|87.66|1.42|1.0|0.0|136.74|0.0|7.0|33.0|6.0|-7.13|441.49|0.0|0.0|0.0|1.75|0.0|2.68|-1461.966152|742.94|336.45|0.4214|319.1|603.92|0.69207|-1461.69263|-0.15078|-1461.75632|7.8539
9a_a40|0.0|0|0|0.0|0.0|1|7.515889085|0|1.865740741|5.4161004020000005|-0.020455825|0|0.0397333329999999|0.168990628|0.921628874|-0.136162501|0.01310675|0.157704751|10.31197235|-0.1720337089999999|2|0.009844552|0.016958188|-0.449508498|0|0.624889926|-0.2990540869999999|0.61091688|0.011033601|-35.24260989|5.334966331|0.062399815|30.17155594|-0.032156295|2.579562688|51.49564873|0.868476591|-1.093314022|-14.03449109|39.45618424|-15.54821024|34.36063715|-528.6391483|336.39741360000005|0.131523409|6.749223592000001|0.976056482|63.59419322|-255.607578|0.008714375|4.213574358|1.0|1.0|1.0|0.0|3.26|20.0|4.58|4.43|58.43|3.57|1.0|0.0|86.7|0.0|2.0|21.0|2.0|-4.85|291.37|0.0|1.0|1.0|4.08|0.0|4.07|-1217.9449|515.96|373.53|0.4746|263.42|411.01|0.69958|-1217.825264|-0.13808|-1217.873686|6.6696
