molecula|SddssS|NaaNH|NaasN|nAHRing|SaasN|SRW07|JGI4|MATS7i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|MATS8s|MATS8d|nFaHRing|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|FNSA2|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
3h_a32|0.0|1|0|0|0.0|5.733341277|0.037731481|0.014517903|10.31100268|-0.111111111|3|0.003284804|0.025035542|-0.071193103|-0.122769653|-0.531669815|0.84279263|-0.169197453|-0.2|1|-0.07183387|0.30907784|0.0111539339999999|-44.97387528|-55.27575363|6.98327435|76.38838542|75.87946135|-34.60714056|4.372100625|-1.324325944|-17.27367301|0.4089962629999999|550.2022886|-829.1363044|0.226505997|8.107034244|13.71739929|0.692036677|141.8112711|-519.1071084|0.011751781|-342.4592076|1071.936307|593.0848817000001|7.357575822|1.0|1.0|1.0|1.0|0.35|19.0|-8.47|8.11|110.94|2.0|0.0|0.0|1.0|7.0|26.0|-4.29|382.55|1.0|1.0|5.4|-6.15|5.8700000000000014e-09|2.24e-06|0.0|3.37e-09|-0.05318|3.5552|-1790.6908030000002|-1790.663897|676.22|1127.45|348.74|348.74|578.86|-1790.440663|0.2926|-0.1474099999999999|3.5952|-0.20059|0.02690554|-1790.5004850000005|5.8749|7.0|8.1549|8.1549
12g_a30|0.0|0|0|2|0.0|5.351858133|0.039951691|-0.037395048|10.31162838|-0.049719762|1|0.0026474159999999|-0.067792064|-0.084317059|-0.152855196|-0.539112991|0.817497287|-0.0430471959999999|-0.0885760969999999|0|-0.086195758|0.487608738|0.027436565|-58.41940906|-70.11305057|18.59520651|133.2169768|146.623137|-47.51931027|12.60295167|-2.068986201|-27.49531395|0.459011202|531.1295763|-1402.261011|0.225689271|8.694447089|16.07139949|0.8484671109999999|152.961516|-950.3862054|0.019453222|-371.8296813|1810.9797|683.7405759|13.18447384|1.0|0.0|1.0|1.0|0.13|17.0|-6.42|3.4|114.67|2.0|1.0|0.0|1.0|6.0|32.0|-6.22|439.49|0.0|0.0|2.36|-5.01|1.01e-06|0.000444|0.0|3.7600000000000003e-07|-0.0576|5.0703|-1743.214798|-1743.174676|717.55|1206.02|348.35|244.53|577.31|-1742.965961|0.1613|-0.15077|3875.0|-0.2083699999999999|0.04012224|-1743.029147|5.3027|9.0|8.0334|8.0334
47s_a18|0.0|0|0|1|0.0|4.844187086|0.035632184|-0.026883417|10.94702059|-0.031515152|0|0.003686393|-0.040169986|-0.168728915|-0.252119673|-0.46304239|0.724028067|0.0109557919999999|-0.0540701129999999|0|-0.070258863|0.306379663|0.008446541|-53.18668656|-61.36410696|6.394119331000001|10.92659868|117.0051929|-46.45326408|4.840414512|-2.107589125|-22.79238258|0.4740142|640.0051571|-1595.466781|0.179529145|9.811856136|18.65422248|0.901192009|135.90542109999998|-1207.784866|0.010481057|-485.1995077|1944.574596|1093.725912|7.934268528|1.0|1.0|0.0|2.0|0.3|18.0|-9.42|4.06|76.5|3.0|1.0|0.0|1.0|10.0|36.0|-5.96|482.62|0.0|0.0|3.19|-5.45|1.12e-06|0.000539|0.0|3.8199999999999997e-10|-0.0491399999999999|3218.0|-1534.196027|-1534.174077|809.4|1435.42|385.29|385.29|736.36|-1533.737579|0.5203|-0.13195|2.3134|-0.18109|0.02195039|-1533.809351|2.9991|616.0|6.2104|6.2104
6a_a31|0.0|1|0|1|0.0|5.6869753560000005|0.0357275129999999|0.08881108|10.31170939|-0.026103465|2|-0.010591881|0.1533239019999999|0.0006473469999999|0.001117583|-0.568500407|0.848282918|-0.07385392|-0.0436046509999999|0|-0.132158278|0.259133072|0.034212524|-77.60012959|-74.23718620000001|20.08876284|157.9971748|251.216265|-43.59027182|11.79563339|-1.896464366|-26.51328079|0.478330896|335.9594356|-1113.557793|0.307253701|7.516549303|14.408653400000002|0.916923952|180.411907|-653.8540772999999|0.031153284|-226.3518866|1607.453976|479.200937|18.29245122|1.0|1.0|1.0|2.0|0.05|22.0|-6.96|4.68|131.36|1.0|0.0|0.0|1.0|4.0|28.0|-6.69|390.42|0.0|1.0|2.96|-4.34|6.09e-06|0.00238|0.0|1.11e-07|-0.05563|3.5428|-1613.34153|-1613.295461|607.79|1028.95|349.96|349.96|447.66|-1613.1416|0.6404|-0.1428|7.7514|-0.19843|0.04606915|-1613.198178|11.2387|1.1|5.9586|5.9586
13g_a6|0.0|1|0|0|0.0|4.727387819|0.043020833|0.03536788|10.95053423|-0.080022038|1|-0.000644109|0.061423911|-0.12414699|-0.215607882|-0.46487852|0.836982172|0.095969451|-0.144664763|1|-0.074216821|0.2141642839999999|0.017637229|-51.67543048|-64.02222283|12.28038897|68.57626488|89.14285747|-44.57717132|8.550546653|-1.747038966|-22.52633766|0.444443571|607.1336751|-1216.422234|0.264266646|7.968172425|14.34268783|0.7999971709999999|184.0026638|-846.9662551000001|0.017929016|-328.2712049|1653.346592|744.1359788|12.48355309|1.0|1.0|1.0|2.0|0.12|27.0|-10.57|5.41|103.17|2.0|0.0|0.0|0.0|6.0|33.0|-6.31|431.49|0.0|1.0|3.47|-5.06|2.77e-06|0.0012|0.0|2.67e-11|-0.07536|5.9869|-1386.611265|-1386.573241|739.55|1253.71|381.82|207.09|592.49|-1386.3020800000002|0.0105|-0.1327|10.1708|-0.20806|0.03802398|-1386.364067|13.3225|119.0|6.9245|6.9245
4a_a46|0.0|0|1|1|2.180332577|5.587248657999999|0.0473245609999999|-0.137420119|10.96352058|-0.0466186959999999|1|0.0120924389999999|-0.216904465|-0.082000707|-0.129430244|-0.143806973|0.679741138|-0.215877982|-0.06611606|0|-0.05488948|0.264863483|0.00935578|-28.50561609|-35.24319509|4.858713991|6.579492736000001|39.49069232|-18.30276019|2.523263761|-1.017947119|-11.49234623|0.4289963579999999|479.8368017|-528.6479264|0.2573736219999999|5.613813876|9.831485239|0.751302315|133.66119809999998|-274.5414028|0.011380391|-252.0050978|711.8625758999999|480.9500663|5.910149982|1.0|1.0|0.0|0.0|0.35|17.0|-6.82|4.18|43.6|0.0|0.0|0.0|1.0|2.0|24.0|-5.87|318.42|0.0|1.0|3.43|-4.31|0.000117|0.0372|0.0|1.53e-07|-0.02921|4.5454|-994.237445|-994.2146342|560.87|967.0|272.77|272.77|467.4|-994.028172|0.1694|-0.19067|3.1825|-0.21988|0.022810825|-994.079365|3.7138|181.0|6.7423|6.7423
4m_a46|0.0|0|1|1|2.12888511|5.587248657999999|0.041865079|-0.302054595|10.94319657|0.007901235|1|0.010359417|-0.487230027|-0.017992096|-0.029022201|-0.098201489|0.615482006|-0.099662698|0.011235955|0|-0.067320375|0.373463876|0.010905551|-35.4774406|-35.43866734|5.74716122|6.161736337000001|26.89046601|-18.67596877|3.028720082|-1.008702005|-11.81288911|0.463006576|500.1036387|-531.5800101|0.266763619|5.329061873000001|9.923886653|0.8622201970000001|140.5828543|-280.1395315|0.012232753|-245.828396|724.9776792|486.9589609|6.446588969|1.0|0.0|1.0|0.0|0.29|17.0|-6.88|4.25|54.5|1.0|0.0|0.0|1.0|2.0|25.0|-5.68|328.41|0.0|1.0|3.59|-4.57|2.99e-05|0.00981|0.0|1.31e-07|-0.04808|6.0419|-1031.138426|-1031.109224|558.63|975.72|285.18|205.21|468.63|-1030.929791|0.1557|-0.18308|3.9226|-0.23116|0.02920209|-1030.980844|5.2326|1288.0|5.8901|5.8901
12d_a40|0.0|0|1|0|1.753432382|5.4161004020000005|0.043185185|0.209157499|10.31197256|-0.166080871|2|-0.002126898|0.3683138529999999|0.127299624|0.224167029|-0.552689736|0.809398262|-0.0065648919999999|-0.254735308|1|-0.095675903|0.0913543|0.01171131|-50.68561427|-48.54239742|6.204226377|207.39648|84.53363343|-25.71599691|3.286773518|-1.282824111|-20.59374436|0.470893531|445.2300015|-679.5935638999999|0.155716451|7.877041626|14.88744155|0.8899787840000001|82.49291335|-360.0239567|0.01245259|-364.7778083|804.9352200000001|350.9435025|6.596929268999999|1.0|0.0|1.0|1.0|0.0|20.0|-6.84|4.59|84.45|2.0|1.0|0.0|1.0|2.0|23.0|-5.13|361.25|0.0|1.0|4.21|-5.58|5.58e-07|0.0002009999999999|0.0|1.44e-07|-0.07765|4.3959|-2153.197255|-2153.180821|552.57|910.58|443.4|282.05|435.41|-2153.071733|115.0|-0.11604|1.2683|-0.19369|0.0164339|-2153.123107|1.9961|19.0|7.7212|7.7212
5a_a50|0.0|0|2|1|4.202707546|5.82008293|0.038040936|0.017227585|10.93256969|-0.130929632|2|0.01228899|0.028229556|-0.102607753|-0.168135655|-0.161169418|0.699970832|-0.132977171|-0.203436041|1|-0.038932964|0.2814514|0.010185297|-20.77548565|-34.7974024|5.435098605|6.819160781|16.06582337|-18.56865899|2.900288114|-0.978147545|-12.13862875|0.4528093929999999|517.556163|-521.9610361|0.33472483|5.892775027000001|10.76914508|0.8275167520000001|178.61652859999998|-278.5298849|0.017576522|-176.38892919999998|784.5791628|462.1867149|9.379218813|1.0|0.0|1.0|0.0|0.14|20.0|-6.24|3.66|35.64|0.0|0.0|0.0|1.0|2.0|25.0|-5.83|326.39|0.0|1.0|3.47|-4.5|0.000129|42.0|0.0|5.7e-07|-0.02487|5.6146|-1029.930364|-1029.905844|582.98|976.41|308.73|220.82|455.34|-1029.734933|0.1156|-0.16659|3.9843|-0.19146|0.02452028|-1029.786489|5649.0|4.1|5.3872|5.3872
12bf_a36|0.0|1|0|2|0.0|5.351858133|0.044197531|0.140577067|10.96022305|-0.0206090089999999|1|-0.004358975|0.359635716|-0.098027247|-0.250781298|-0.433281391|0.653741315|-0.0480253509999999|-0.033696875|0|-0.090461753|0.356652646|0.0217611939999999|-58.26326838|-71.01192632|14.01562806|87.14111344|206.6543367|-45.73631152|9.026978489|-1.874348624|-24.14405495|0.474826911|437.4108773|-1207.2027480000002|0.294529031|7.546900716000001|14.37031118|0.904134124|189.6959033|-777.5172959|0.02371294|-264.6734075|1711.2011699999998|593.6088758|15.27267945|1.0|0.0|0.0|2.0|0.14|17.0|-7.12|3.55|69.2|1.0|0.0|0.0|1.0|5.0|31.0|-6.8|417.41|0.0|0.0|2.44|-4.32|0.000102|0.0424|0.0|7.599999999999999e-08|-0.0571299999999999|5.2319|-1431.413697|-1431.380702|670.85|1120.94|320.04|236.98|517.66|-1431.187555|0.4006|-0.15677|5.4787|-0.2139|0.03299488|-1431.246893|7.5932|6.0|8.2218|8.2218
15a_a10|0.0|0|1|1|2.141907675|5.4161004020000005|0.033912037|-0.125297206|10.92966696|-0.062038567|1|0.01192767|-0.19937094|-0.179723568|-0.285973309|-0.188634555|0.7408341359999999|-0.0232534929999999|-0.1074837719999999|1|-0.0458501609999999|0.754451037|0.0156991769999999|-29.50952422|-49.47045259|10.10411407|42.41151044|54.61835033|-31.83957238|6.503087289|-1.3835569680000002|-16.19032994|0.407638879|588.9895149|-890.4681466|0.323526799|6.71451044|11.33516398|0.68815941|208.2243923|-573.1123029|0.017883602|-227.1590805|1316.339132|697.5493042|11.51002664|0.0|1.0|1.0|0.0|0.29|21.0|-7.79|3.95|56.07|1.0|0.0|0.0|1.0|6.0|30.0|-6.52|399.49|0.0|1.0|3.33|-4.4|0.000108|0.0432|0.0|1.63e-08|-0.04742|5.7646|-1278.452284|-1278.4225210000002|687.57|1179.28|329.41|215.08|563.27|-1278.141052|0.1583|-0.1559299999999999|4.7512|-0.20335|0.02976259|-1278.200428|6.1108|24.0|7.6198|7.6198
4n_a46|0.0|0|1|1|2.093595994|5.587248657999999|0.045335917|-0.2264394139999999|10.94021058|-0.064683066|1|0.0042595609999999|-0.349865095|0.070558373|0.109017734|-0.369211845|0.741742667|-0.06655165|-0.088858764|0|-0.103381106|0.371438024|0.008424451|-56.80797266|-47.16810275|4.629240193|172.8490949|53.22165035|-25.91889741|2.543769935|-1.459248362|-17.06080312|0.428896538|496.2788787|-801.8577467|0.136796337|5.666371466|9.921794991|0.750996215|75.1696593|-440.621256|0.0077084869999999|-399.1612105|928.9322794|525.8291956999999|4.235817757|1.0|0.0|1.0|1.0|0.27|17.0|-6.67|4.33|61.84|1.0|0.0|0.0|1.0|2.0|26.0|-5.26|343.42|0.0|1.0|3.9|-5.1|3.75e-06|0.00129|0.0|2.14e-07|-0.04044|5.7448|-1090.343872|-1090.302556|578.83|1011.66|313.65|215.82|502.02|-1090.098769|0.0711|-0.16641|6.2318|-0.20685|0.04131598|-1090.151267|8773.0|5194.0|5.2845|5.2845
12h_a36|0.0|1|0|2|0.0|5.351858133|0.039061728|0.059920602|10.96020037|-0.051080247|1|0.003077071|0.100530266|-0.1430106119999999|-0.239932418|-0.410826531|0.8913597320000001|-0.10861416|-0.089459459|0|-0.073572836|0.3726296|0.027905055|-48.17643878|-70.19826261|18.27258858|82.11195464|118.1187282|-45.96672487|11.96512593|-1.929663894|-23.39942087|0.464544951|536.6941285|-1263.568727|0.3347454589999999|7.428908584|13.87400978|0.8675704009999999|219.1956304|-827.4010477|0.026971557|-216.42159590000003|1899.376328|679.7230552999999|17.66132225|1.0|0.0|0.0|2.0|0.17|17.0|-6.69|2.77|78.43|1.0|0.0|0.0|1.0|6.0|31.0|-6.93|411.46|0.0|0.0|1.81|-4.07|0.000113|0.0464|1.0|2.03e-07|-0.05013|5.1998|-1347.481013|-1347.451759|697.29|1177.89|358.81|238.44|535.67|-1347.199963|0.0056|-0.14247|6754.0|-0.1926|0.02925492|-1347.260478|8.7377|14.0|7.8539|7.8539
13p_a6|0.0|1|0|0|0.0|4.727387819|0.042959184|0.072850973|10.95053423|-0.072853186|1|-0.005708558|0.123575608|-0.068532678|-0.116250572|-0.573014008|0.865935935|-0.059663359|-0.125636943|1|-0.099405155|0.196002517|0.01730144|-70.52421289|-76.17631587|12.27472016|80.30786544|194.0233618|-54.04422654|8.708451561|-2.14743793|-26.72853188|0.412828992|515.4389679999999|-1523.526317|0.23994258|8.760340755|14.91957306|0.703081362|170.2302215|-1080.8845310000002|0.018322293|-369.0018868|2004.488446|794.5462391|12.99897644|1.0|1.0|1.0|3.0|0.12|27.0|-10.06|4.58|122.47|1.0|0.0|0.0|0.0|7.0|34.0|-7.01|449.51|0.0|1.0|2.96|-4.55|8.11e-06|0.00365|0.0|8.73e-11|-0.0746|4.7973|-1463.08132|-1463.0432449999998|752.82|1283.98|415.53|258.45|573.39|-1462.740542|0.0029|-0.12251|9.0546|-0.1971099999999999|0.03807447|-1462.804694|12163.0|92.0|7.0362|7.0362
12p_a36|0.0|1|0|2|0.0|5.351858133|0.042804233|0.114716581|10.96052769|-0.0433009009999999|1|-0.000673716|0.2461794139999999|-0.101303149|-0.217394466|-0.440709431|0.724208473|-0.035871448|-0.074349074|0|-0.082569108|0.315548061|0.020202133|-51.98017377|-68.22905781|12.71795723|83.24921731|158.3666517|-42.95260501|8.006403882999999|-1.950840419|-24.56246081|0.475504684|471.1687161|-1228.123041|0.240873847|7.546742977|14.3885803|0.906594718|151.63860559999998|-773.1468902|0.019344052|-326.2581567|1617.811526|595.8790650000001|12.17776516|1.0|0.0|0.0|2.0|0.14|17.0|-6.86|3.13|69.2|1.0|0.0|0.0|1.0|5.0|30.0|-6.76|399.42|0.0|0.0|2.15|-4.16|0.000129|0.0515|0.0|1.4e-07|-0.0552299999999999|5.3413|-1332.182868|-1332.148901|660.71|1113.05|323.11|232.12|506.89|-1331.947748|0.1841|-0.15608|4.8805|-0.21131|0.03396697|-1332.006106|6.7199|9.0|8.0458|8.0458
20_a47|0.0|0|1|0|1.1934608|4.727387819|0.039520202|0.031814023|10.95058273|0.071506228|1|-0.006342241|0.087325054|-0.108236785|-0.297094867|-0.5332051720000001|0.61847122|-0.069674604|0.113432542|1|-0.083811055|0.213977589|0.023587109|-45.68149289|-50.14789824|12.85623208|43.63174229999999|169.6050003|-27.33327788|7.00733184|-1.38008239|-17.90996366|0.4642647929999999|375.4483088|-752.2184736|0.404765791|7.022502229|13.10815891|0.86659377|220.6189341|-409.9991682|0.034758191|-103.815441|1263.735287|428.5826478|18.94506718|0.0|1.0|1.0|2.0|0.05|21.0|-7.31|2.56|84.73|1.0|0.0|0.0|1.0|5.0|28.0|-6.75|380.35|0.0|1.0|3.09|-4.08|8.72e-05|0.0332|0.0|4.89e-08|-0.06357|3.9808|-1335.742176|-1335.708279|557.84|964.94|311.45|311.45|426.08|-1335.566785|0.2807|-0.16377|3.1747|-0.22734|0.03389691|-1335.620783|4.3277|3.0|8.6|8.6
22_a20|0.0|0|1|0|1.915285809|4.727387819|0.0388043479999999|0.09301076|10.93106272|-0.038668966|1|0.008780074|0.155407313|-0.036258691|-0.060582944|-0.177976478|0.616352201|-0.044184455|-0.067650395|1|-0.059893667|0.425968568|0.0122876139999999|-39.00017609|-44.14650378|8.001165067999999|9.022387025|34.8271111|-28.7463017|5.21001405|-1.3559405430000002|-17.65860151|0.477376285|616.3298149|-882.9300756000001|0.22936173|7.408914181|14.17638345|0.913422548|149.350479|-574.9260339|0.01345209|-352.4559681|1145.712729|664.4562602999999|8.759421782|1.0|1.0|1.0|0.0|0.08|27.0|-9.69|5.33|67.39|2.0|0.0|0.0|1.0|4.0|31.0|-5.58|401.46|0.0|1.0|4.24|-5.53|2.48e-06|0.000997|0.0|2.04e-10|-0.0568|5.5591|-1275.84854|-1275.816275|694.15|1181.95|312.05|223.03|563.43|-1275.598059|0.0015|-0.16176|4.8308|-0.21856|0.03226475|-1275.657902|6141.0|231.0|6.6364|6.6364
17f_a50|0.0|0|2|1|4.305828452|5.82008293|0.03135101|-0.167275895|10.94501702|-0.132773563|2|0.0129274519999999|-0.275290802|-0.247590736|-0.407467272|-0.204651539|0.758335704|-0.132153434|-0.2257632789999999|1|-0.047333916|0.333180181|0.016414675|-29.10566644|-46.03121141|10.09339793|6.382846132999999|54.44410182|-28.30463221|6.206439227000001|-1.422331714|-16.50175503|0.472769049|560.4567739|-874.5930167000001|0.278877895|7.200480876|13.65716648|0.896702|171.48226169999998|-537.7880119|0.01617809|-271.9363523|1212.822364|652.6793116|9.947921993|1.0|1.0|1.0|0.0|0.26|20.0|-6.38|2.87|51.77|1.0|0.0|0.0|1.0|6.0|29.0|-6.64|384.48|0.0|1.0|2.92|-4.12|0.000266|102.0|0.0|4.15e-07|-0.0336399999999999|4.0664|-1219.2481369999998|-1219.220465|653.63|1146.22|304.9|304.9|564.52|-1218.966516|0.1708|-0.16784|6.1931|-0.20148|0.0276719|-1219.02507|8.312999999999999|398.0|6.4001|6.4001
12m_a30|0.0|0|0|2|0.0|5.351858133|0.040839506|-0.1305457069999999|10.31162838|-0.0547272029999999|1|0.0026474159999999|-0.236661357|-0.084317059|-0.152855196|-0.5409445629999999|0.817497287|-0.036924662|-0.0974968869999999|0|-0.085422479|0.415971907|0.027352277|-57.96147772|-70.1324196|18.55926485|133.774348|147.06395700000002|-47.58675592|12.59296644|-2.067195455|-27.50290965|0.44976016|531.4632661|-1402.648392|0.226267233|9.025816604|16.40342255|0.8173893040000001|153.52847759999997|-951.7351184|0.019500715|-371.4702679|1812.833129|683.7405759|13.2317657|1.0|0.0|1.0|1.0|0.13|17.0|-6.42|3.4|114.67|2.0|1.0|0.0|1.0|6.0|32.0|-6.22|439.49|0.0|0.0|2.36|-5.01|1.01e-06|0.000444|0.0|3.7600000000000003e-07|-57.0|5.0617|-1743.215323|-1743.174906|714.92|1204.39|349.29|244.95|578.87|-1742.965888|0.1615|-0.15042|3.6891|-0.20742|0.04041755|-1743.030004|5.1279|31.0|7.5114|7.5114
LY364947_a10|0.0|1|0|0|0.0|4.59511985|0.0273958329999999|0.0938628109999999|10.9303125|-0.006198347|1|0.006909045|0.1625645369999999|0.04209715|0.072909639|-0.204644982|0.706034038|-0.072740964|-0.012096774|1|-0.076999385|0.449473391|0.009678082|-34.01613475|-33.26705198|4.275500834|144.7228349|69.31194102|-14.69643595|1.88879448|-0.978948758|-13.10520229|0.486715511|372.4595738|-432.4716757000001|0.276515344|4.702575386|9.161732895|0.948237326|122.1566022|-191.05366730000003|0.018707677|-197.4583104|597.7620559999999|287.99188260000005|8.264519015|1.0|1.0|0.0|1.0|0.0|21.0|-7.2|3.97|54.46|0.0|0.0|0.0|1.0|2.0|21.0|-6.02|272.3|0.0|1.0|2.8|-3.86|0.00029|0.0789|0.0|6.31e-08||||||||||||||||||59.0|7.2291|7.2291
4r_a46|0.0|0|1|1|2.051582577|5.587248657999999|0.044728682|-0.15196733|10.96363493|-0.048758575|1|0.0061041|-0.237647432|-0.055572881|-0.086905208|-0.246070691|0.7794598220000001|-0.077483502|-0.070397185|0|-0.079297367|0.261414008|0.011446215|-42.06465252|-43.14814202|6.071841742999999|176.18445569999997|80.72661483|-22.88867429|3.220912917|-1.220098292|-13.77068362|0.456487948|449.7405899|-647.2221302999999|0.285368722|5.81085807|10.69131411|0.839885604|151.3787482|-343.3301143|0.015225417|-227.7097083|905.6728276|496.0386301|8.076584289|0.0|1.0|0.0|1.0|0.35|17.0|-6.25|3.56|63.83|0.0|0.0|0.0|1.0|3.0|25.0|-6.83|334.41|0.0|0.0|2.7|-3.55|0.00081|271.0|0.0|5.64e-07|-0.03073|4.5209|-1069.447946|-1069.419677|571.75|986.04|274.25|274.25|467.85|-1069.231407|0.1404|-0.18999|2.6630000000000003|-0.2207199999999999|0.02826942|-1069.284137|3.5979|1413.0|5.8499|5.8499
4b_a46|0.0|0|1|1|2.189591837|5.587248657999999|0.047736111|-0.082722572|10.96200942|-0.111103941|1|0.011806162|-0.128843936|-0.079238184|-0.123416853|-0.16915334|0.6901151990000001|-0.263387881|-0.153841155|0|-0.0524080009999999|0.27128814|0.007568202|-28.58477842|-38.30877966|4.127907383|7.986637869|35.31914031|-20.89467173|2.251475261|-1.123779397|-12.50898928|0.428987199|510.1086157|-612.9404746|0.189531974|5.76401157|10.09436488|0.751274223|103.3759991|-334.31474760000003|0.007963679|-338.6757579|756.2796491|538.4165208|4.343611349|1.0|0.0|0.0|0.0|0.38|17.0|-7.2|4.69|43.6|1.0|0.0|0.0|1.0|2.0|25.0|-5.67|332.44|0.0|1.0|3.76|-4.63|4.49e-05|0.0149|0.0|6.38e-08|-0.02729|4.5515|-1033.556797|-1033.535029|588.79|1020.9|272.4|272.4|508.79|-1033.3243619999998|0.1784|-0.19082|3127.0|-0.21811|0.02176759|-1033.378455|3.7571|548.0|6.2612|6.2612
4h_a46|-3.74433321|0|1|1|2.134072222|5.587248657999999|0.040890805|-0.057256598|10.31928028|-0.09922757|1|0.003087227|-0.0932537609999999|-0.030014575|-0.0488847059999999|-0.516344924|0.739180305|0.075704004|-0.134568896|0|-0.083155747|0.659584488|0.010068754|-65.24476749|-65.90523417|7.900037181|105.2773797|182.6222935|-51.70985599|6.198442205|-2.015940586|-23.9655397|0.4866209529999999|601.9869510999999|-1581.72562|0.194493895|8.138240742999999|15.85230406|0.947878486|152.6017078|-1241.036544|0.011589523|-479.405829|1963642.0|1021.999374|9.093247153|1.0|0.0|0.0|2.0|0.3|23.0|-9.2|3.46|124.17|2.0|0.0|0.0|1.0|6.0|36.0|-6.38|502.63|1.0|0.0|3.82|-5.69|2.97e-07|0.000149|0.0|6.38e-10|-0.0389199999999999|4.2444|-1923.926093|-1923.878801|792.61|1397.46|296.62|292.11|682.14|-1923.543349|291.0|-0.1711599999999999|1.7601|-0.21008|0.04729184|-1923.611784|2.9086|229.0|6.6402|6.6402
13_a1|0.0|1|0|1|0.0|5.351858133|0.036382114|0.1129747169999999|10.94989555|-0.084271845|1|-0.005924486|0.1769162319999999|-0.07665159|-0.120034915|-0.485427571|0.87703849|-0.051729721|-0.150485437|0|-0.111667908|0.207843387|0.033737733|-64.94184903|-62.04288975|19.62059449|148.7311076|186.4137189|-36.08180773|11.41059871|-1.813613202|-23.43842502|0.477212829|395.1486144|-1054.729126|0.291737016|7.493979856|14.33466671|0.912824292|169.6632599|-613.3907313999999|0.026679865|-242.2358135|1489.177255|505.2124255|15.51600461|1.0|1.0|1.0|2.0|0.09|23.0|-7.94|4.75|80.26|1.0|0.0|0.0|1.0|4.0|28.0|-6.48|371.39|0.0|1.0|3.23|-4.34|5.16e-05|0.0192|0.0|1.14e-08|-0.04962|4.0783|-1238.395767|-1238.367298|613.52|1035.04|359.55|304.01|472.52|-1238.174491|0.3535|-0.13921|2.7595|-0.18883|0.0284695999999999|-1238.22919|3.9446|0.26|6585.0|6585.0
12u_a36|0.0|1|0|2|0.0|5.351858133|0.042560386|0.033763276|10.95266014|-0.010669561|1|0.005035022|0.055588998|-0.099596099|-0.163978382|-0.438988314|0.901715152|0.080270195|-0.018047007|0|-0.07260571|0.3765068079999999|0.017639065|-50.53295452|-67.50289394|12.27663887|86.1184622|109.8080843|-46.98143813|8.544435884|-2.036750221|-24.02645378|0.486156325|586.1833819|-1417.5607730000002|0.22061252|7.65672775|14.90088936|0.946117173|153.5444314|-986.6102007|0.015171583|-388.9026034|1818.813889|799.5563855|10.55929252|1.0|0.0|1.0|2.0|0.24|17.0|-7.38|3.85|69.2|2.0|0.0|0.0|1.0|6.0|32.0|-6.19|423.51|0.0|1.0|2.66|-4.86|1.13e-05|0.0047799999999999|0.0|4.2e-08|-53.0|3.8847|-1350.8981130000002|-1350.865506|739.12|1254.5|337.37|319.16|590.18|-1350.575382|0.0176|-0.15109|5.8702|-0.20409|0.03260752|-1350.638138|7.8877|16.0|7.7959|7.7959
15_a4|0.0|0|1|1|1.956386054|5.4161004020000005|0.044357639|0.0432718859999999|10.94611612|0.022446689|1|0.00918585|0.097046535|-0.017259078|-0.038707204|-0.226703465|0.5118792910000001|0.095534883|0.036363636|0|-0.062151785|0.2517542889999999|0.010893057|-29.80513879|-35.36161572|5.223809291|12.70877085|63.43714456|-16.95780525|2.505098786|-1.106078158|-14.73400655|0.437696617|416.1168833|-530.4242358|0.156108698|5.459799482|9.709704127|0.7783994009999999|74.8625551|-254.3670787|0.009743323|-329.8289177|628.5456843999999|324.5687005|4.672449937|1.0|0.0|0.0|0.0|0.11|17.0|-6.09|4.09|30.71|0.0|0.0|0.0|1.0|2.0|22.0|-5.6|291.32|0.0|1.0|3.61|-4.28|0.000152|0.0443|0.0|8.070000000000001e-07|-0.03539|4.5048|-958.270023|-958.251931|512.65|848.47|294.16|275.22|396.58|-958.147682|0.0969999999999999|-0.17373|2.1603|-0.2091199999999999|0.018092091|-958.195344|3.0091|175.0|6757.0|6757.0
