molecula|SddssS|NaaNH|SaaNH|SssssC|NaasN|SRW09|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|MATS8s|SIC2|RASA|FNSA5|PBF|FPSA3|PNSA3|TPSA_x|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomShapeIndex|GRAV|PPSA1|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|pIC50
12ae_a36|-3.3501500230000003|1|3.412870974|0.0|0|7.412764017000001|0.0|0.069118289|-0.009867085|-0.351827031|2|0.041555556|0.087069205|0.0|-0.611759277|-0.006862238|-0.083959343|10.31810353|0.151620635|-0.15024383|-0.261631709|1|0.831101086|-0.0931249669999999|0.8837136859999999|0.7162413209999999|-0.105648609|0.439268891|0.023873046|-63.96145017|211.4077529|-0.036430555|19.97715962|0.6849975640000001|-47.65297933|97.76153993|-27.14173115|0.465246185|3486.122819|533.6188092|-1574.220407|0.315002436|0.870019385|7331.209763|234.6851816|-275.6561988|2298.140152|19.05051961|0.0|0.0|0.0|1.0|0.0|3.0|0.17|17.0|-6.87|1.28|123.75|1.0|142.02|0.0|7.0|-3.85|-8.03|0.0|0.0|1.18|0.0001409999999999|0.0001889999999999|0.0897|1.64|0.0|0.0|1.36e-07|5235.0|6.24|3.8664|-1876.203168|-1876.152311|754.15|1281.69|320.67|0.4832|0.68591|-1875.897072|0.3366|-0.1566|-1875.963244|7.8239
11c_a5|0.0|1|2.930680267|0.0|0|6.605297921|0.0|-0.2117133739999999|-0.004590583|-0.050049777|2|0.027388889|-0.0859098|0.0|-0.224938556|0.005090155|-0.059682527|10.94877953|-0.138950411|-0.011677718|-0.018887528|2|0.8020105409999999|0.030085871|0.86113162|0.80472351|-0.0873419269999999|0.389427402|0.01785211|-47.99592739|118.7750305|-0.0322785379999999|4.089828494|0.707039635|-29.19305715|66.02857181|-19.63310772|0.448016491|2497.685314|489.4652669|-903.1229552|0.292960365|0.811648325|5202.741647999999|178.1902995|-251.8596984|1277.330026|12.90369209|1.0|1.0|1.0|1.0|1.0|1.0|0.09|23.0|-8.47|4.79|80.76|1.0|106.79|0.0|6.0|-4.13|-6.59|0.0|0.0|3.0|7.38e-05|7.950000000000001e-05|0.0294|2.78|0.0|0.0|3.4000000000000003e-09|4.5035|4.53|4.2087|-1218.492067|-1218.454079|636.14|1071.71|294.59|0.5327|0.6267699999999999|-1218.278135|0.2186|-0.1713299999999999|-1218.336116|7.6021
19g_a38|0.0|1|3.229090845|0.0|0|7.412764017000001|0.0|-0.077355838|-0.008497058|-0.117921811|2|0.042419753|-0.037579797|0.0|-0.458841138|-0.006877664|-0.009881824|10.96052467|-0.096139701|-0.098027247|-0.250781298|1|0.836170906|-0.063110203|0.892249657|0.7200062690000001|-0.114243258|0.5322242429999999|0.022953686|-54.62049927|177.181631|-0.038842708|18.41027014|0.719941993|-34.56416368|86.78105144|-24.57988703|0.455443492|2897.384301|455.6240763999999|-1228.994351|0.280058007|0.836356715|6631.17356|177.2223055|-278.3610963|1707.074131|14.48726605|1.0|1.0|1.0|1.0|1.0|3.0|0.14|17.0|-7.12|3.55|81.23|1.0|125.65|0.0|5.0|-4.25|-6.81|0.0|0.0|2.97|5.68e-05|4.67e-05|0.0196|2.88|0.0|0.0|7.599999999999999e-08|5.2766|3.66|3.6887|-1431.419426|-1431.386981|638.82|1104.29|336.12|0.2285|0.69982|-1431.186566|0.0962|-0.15269|-1431.244906|7.3778
8b_a50|0.0|1|3.1324050960000003|0.0|1|7.860570786|2.021915391|-0.115740384|-0.0045301379999999|-0.009597908|1|0.035718954|-0.096039086|1.98971238|-0.1812055289999999|0.006841944|-0.009441452|10.945024|-0.170496134|-0.065440141|-0.116174481|1|0.809463375|-0.027207307|0.8836675340000001|0.845349082|-0.078068703|0.267094693|0.021513107|-34.79187329|74.08248511|-0.030360051|0.0|0.6717097959999999|-16.66636363|49.02840043|-14.54338619|0.428882006|2143.807599|404.9478761|-523.561903|0.328290204|0.75095166|4446.001554|157.2609748|-164.5084115|779.4465792000001|11.63112165|1.0|1.0|0.0|1.0|1.0|1.0|0.06|20.0|-5.94|3.14|59.39|0.0|89.78|0.0|2.0|-3.44|-6.32|0.0|1.0|2.51|0.000359|0.000154|46.0|2.55|0.0|0.0|1.16e-06|4.5256|2.11|4.1804|-967.3527447|-967.3160428|515.81|857.53|296.58|0.1717|0.59283|-967.212701|121.0|-0.1724099999999999|-967.258772|7.1675
30_a47|0.0|0|0.0|0.0|1|6.842683282|1.435022468|-0.069449687|-0.0092264759999999|-0.184735553|2|0.038387534|0.013114301|1.192095911|-0.415191425|-0.0098410169999999|-0.008774855|10.95005723|0.029343834|-0.035472095|-0.079370393|2|0.8485444809999999|-0.1340278869999999|0.913855507|0.67896733|-0.107296835|0.384732322|0.022747897|-64.94243028|192.6285289|-0.0383202979999999|76.90733636|0.679447569|-38.96726396|81.25550675|-22.9932445|0.4680850139999999|2626.927627|407.3992771|-965.7162688|0.320552431|0.879999675|5852.817155|192.3403721|-215.3470619|1421.325667|16.87442216|1.0|1.0|1.0|1.0|1.0|2.0|0.05|21.0|-7.24|2.71|98.72|1.0|104.25|0.0|5.0|-4.22|-6.95|0.0|0.0|2.61|6.05e-05|7.94e-05|0.0315|2.5|0.0|0.0|5.74e-08|3.7159|3.89|3.7159|-1696.12008|-1696.078047|615.85|1032.35|333.66|0.3566|0.6944899999999999|-1695.931037|0.3566|-0.1517|-1695.9887|7.9
9_a4|0.0|0|0.0|0.0|1|7.535296702|2.130445484|-0.211556011|-0.00136737|0.016639331|2|0.040449735|-0.019160308|2.137757657|-0.064266379|0.010709527|-0.091393763|10.92992723|-0.030976753|-0.0475186259999999|-0.076824065|2|0.801082857|-0.151437311|0.861113198|0.937102792|-0.069566741|0.472497372|0.009037784|-28.63837014|34.22811902|-0.025885299|45.21212204|0.792890434|-15.58475436|43.71760622|-14.08655666|0.43745176|2359.945586|509.9632679|-605.7219363|0.207109566|0.777625327|5387.230364999999|112.7072422|-318.7769026|763.9415367|5.859985199|1.0|0.0|1.0|1.0|1.0|0.0|0.19|21.0|-8.16|5.14|43.6|2.0|105.09|0.0|2.0|-4.76|-5.56|0.0|1.0|4.17|1.73e-05|7.06e-06|0.00255|4.14|0.0|0.0|6.9e-09|4.7284|3.87|4.0137|-1489.554198|-1489.533032|586.24|999.93|308.91|0.1217|0.6464|-1489.36688|0.0584|-0.16948|-1489.41872|7.3188
4S4l_a46|0.0|0|0.0|0.171853072|1|7.825245291|2.155247543|-0.058870177|-0.004736212|-0.075241716|1|0.049498645|-0.067419714|0.0|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|-0.1012114369999999|0.0071939419999999|0.010799648|1|0.726535412|-0.001318857|0.762625193|0.894782107|-0.084663086|0.213675946|0.007140583|-49.45536962|57.30330315|-0.029881089|0.0|0.877939134|-26.93416438|49.6055056|-16.27370639|0.469439238|2166.052483|487.3122681|-829.959026|0.1220608659999999|0.884798257|4920.211524|66.47624804|-411.6630752|945.3491632|3.496670823|1.0|1.0|1.0|1.0|1.0|1.0|0.36|17.0|-7.0|4.64|50.94|1.0|105.77|0.0|3.0|-5.28|-5.23|0.0|1.0|4.08|5.25e-06|7.78e-06|0.0027|4.49|0.0|0.0|9.980000000000001e-08|5.2929|4.99|4.1414|-1092.753999|-1092.727031|583.76|1040.96|299.38|0.2586|0.6763600000000001|-1092.489558|0.0614|-0.17632|-1092.543641|6.5834
12u_a36|0.0|1|3.508898495|0.0|0|7.412764017000001|0.0|-0.054501792|-0.006461999|-0.0407717229999999|2|0.042560386|0.033763276|0.0|-0.407105926|0.0042553209999999|-0.063855309|10.95266014|0.055588998|-0.099596099|-0.163978382|1|0.8101678720000001|0.080270195|0.855176759|0.842227829|-0.0969881059999999|0.3765068079999999|0.017639065|-50.53295452|109.8080843|-0.03452119|5.944854912|0.77938748|-35.17050511|78.06218646|-24.02645378|0.486156325|2831.106839|586.1833819|-1417.5607730000002|0.22061252|0.946117173|6127.402572|153.5444314|-388.9026034|1818.813889|10.55929252|1.0|0.0|1.0|1.0|1.0|2.0|0.24|17.0|-7.38|3.85|69.2|2.0|138.33|0.0|6.0|-4.95|-6.19|0.0|1.0|2.66|1.13e-05|1.39e-05|0.00589|3.8|0.0|0.0|4.2e-08|3.8847|4.21|3675.0|-1350.8981130000002|-1350.865506|739.12|1254.5|337.37|0.4267|0.70272|-1350.575382|0.0176|-0.15109|-1350.638138|7.7959
18a_a25|0.0|0|0.0|0.0|1|6.842683282|1.875390684|-0.151473962|-0.0029953159999999|-0.019008377|2|0.038167849|0.062229409|2.050257213|-0.170732995|0.007643634|-0.018419483|10.31286118|0.106305991|-0.037072518|-0.06333068|2|0.7385460309999999|-0.039007784|0.792935475|0.931628386|-0.078181889|0.341320954|0.0095281269999999|-37.07961488|45.33086513|-0.03097773|0.0|0.817072039|-24.58404782|59.45091020000001|-20.53845469|0.493301255|2857.88027|617.676232|-1088.538099|0.182927961|0.973559258|6523.923911999999|121.2825364|-420.4420243|1332.242503|7.615762647|1.0|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-9.78|5.89|87.72|2.0|133.85|0.0|6.0|-6.33|-5.58|0.0|0.0|4.53|4.65e-07|1.71e-06|0.000744|4.76|0.0|0.0|1.67e-10|5.4965|4.51|3.1711|-1675.274716|-1675.2501519999998|694.17|1229.09|390.98|0.3234|0.5274399999999999|-1674.982248|0.0027|-0.15732|-1675.04368|7.0269
12i_a36|0.0|1|3.27619957|-4.787087299|0|7.412764017000001|0.0|0.043792895|-0.016027043|-0.29543904|2|0.0438779959999999|0.048138468|0.0|-0.929568494|-0.011700732|0.128325344|10.96020192|0.135587069|-0.1187503719999999|-0.3344729369999999|1|0.820041835|0.141564781|0.87043328|0.830964232|-0.117424873|0.332782117|0.01973953|-54.81607619|108.9148111|-0.045665229|0.52902639|0.7691298590000001|-35.3196406|90.11282843|-29.42347522|0.460246812|3231.030388|535.4151566|-1588.867662|0.230870141|0.8526986440000001|7707.634338|148.7565508|-346.8168661|2065.79896|14.45246358|1.0|0.0|1.0|1.0|0.0|2.0|0.17|17.0|-7.14|3.31|78.43|2.0|130.43|0.0|7.0|-5.2|-6.4|0.0|0.0|2.65|6.26e-06|8.6e-06|4.0|3.86|0.0|0.0|7.24e-08|5.2297|4.86|3.7496|-1645.2030949999998|-1645.171438|666.79|1172.5|330.66|0.5402|0.70134|-1644.954647|0.1516|-0.1541|-1645.017702|7.9208
19_a15|-3.694652026|0|0.0|0.0|0|0.0|0.0|0.156105985|-0.009832375|-0.558905888|1|0.040555556|0.037722611|0.0|-0.4621216379999999|-0.012350591|-0.04003124|10.31928434|0.060683674|-0.0283109839999999|-0.045543362|1|0.722297906|0.042424078|0.770451673|0.691069123|-0.112106433|0.355677322|0.00527267|-54.70558911|178.5363184|-0.042351319|15.76831619|0.922135562|-31.61527447|68.10965742|-24.47553536|0.405429114|2625.952212|399.3803987|-1101.399091|0.077864438|0.681885245|5417.777463|44.99916039|-487.9183964|1194.400408|3.321475588|1.0|1.0|1.0|0.0|1.0|2.0|0.11|18.0|-7.14|2.36|102.69|1.0|101.22|0.0|5.0|-5.12|-6.22|0.0|0.0|2.88|7.56e-06|4.1200000000000005e-05|0.0152|3.29|0.0|0.0|7.28e-08|4.1742|7.53|4.1742|-1523.404372|-1523.361214|601.23|1030.77|297.03|0.4895|0.68945|-1523.196562|0.4895|-0.17018|-1523.254714|7.1427
14i_a23|0.0|0|0.0|0.0|2|7.423568444|3.2692375460000003|0.142566578|-0.010148243|-0.130330047|2|0.0432555559999999|0.040408197|0.7151570629999999|-0.558153376|0.002243702|-0.018541856|10.31321758|0.075401108|-0.017918675|-0.033435987|2|0.8025091329999999|0.158023239|0.864206467|0.777952733|-0.096562208|0.266320368|0.0214262489999999|-60.8283953|151.83084580000002|-0.039760909|93.48624142|0.7780956840000001|-41.59306642|79.20815775|-27.18760085|0.478050606|3097.406945|531.9462982|-1386.567643|0.221904316|0.915894552|7030.347905|151.7330992|-380.3109456|1782.001457|13.18112713|0.0|0.0|1.0|1.0|0.0|2.0|0.04|26.0|-6.96|2.57|148.11|1.0|128.38|1.0|6.0|-5.21|-7.33|1.0|0.0|2.61|6.11e-06|4.03e-05|0.0183|2.46|0.0|0.0|1.11e-07|3.6931|4.64|3.6931|-1798.64228|-1798.608335|715.68|1224.02|335.72|0.3639|0.55606|-1798.371346|0.3639|-0.1509599999999999|-1798.434186|8.4622
7f_a10|0.0|0|0.0|-4.8022906380000006|1|7.535296702|1.924772416|0.103083789|-0.011104817|-0.2347037789999999|2|0.037386831|-0.104120245|0.740070757|-0.5663456689999999|0.00189949|-0.000498274|10.92948443|-0.309622111|-0.058093287|-0.172751862|2|0.796084921|-0.009545801|0.8499946070000001|0.931773786|-0.095196098|0.7359022890000001|0.00797443|-35.78096407|38.0022453|-0.03645808|0.3440879|0.8217865520000001|-19.93012491|60.16185231|-20.30728086|0.402568457|2803.359424|519.0013298|-954.4422004|0.178213448|0.6738319429999999|7070.755931000001|99.26552746|-358.4725202|1161.423484|7.137285626000001|1.0|0.0|1.0|1.0|1.0|0.0|0.23|21.0|-8.13|5.07|52.83|2.0|106.77|0.0|4.0|-5.54|-5.47|1.0|0.0|4.39|2.9e-06|2.52e-06|0.00103|4.7|0.0|0.0|7.38e-09|5.7757|4.93|3.6256|-1442.216293|-1442.200124|597.28|1034.38|341.96|348.0|0.6833600000000001|-1442.001311|0.0191|-0.15627|-1442.058773|6.8508
3_a47|0.0|0|0.0|0.0|0|0.0|0.0|0.013076203|-0.008740449|-0.130414103|2|0.03308642|-0.013350303|1.416887578|-0.367098851|-0.008828261|0.103847816|10.93671092|-0.021029826|-0.015388793|-0.024240921|2|0.720319618|0.104873188|0.780628097|0.854727481|-0.0948001|0.4661246329999999|0.008609292|-43.59237092|76.18000386|-0.036461577|1.139378223|0.7849694909999999|-22.85956767|58.22383723|-19.12022366|0.403777634|2243.894237|448.2137648|-745.6887227000001|0.2150305089999999|0.67722658|5022.029588|112.7606591|-298.8724505|949.95886|8.511255722000001|1.0|1.0|0.0|1.0|1.0|2.0|0.0|22.0|-8.42|4.32|58.04|1.0|101.55|0.0|3.0|-5.54|-5.16|0.0|1.0|4.02|2.86e-06|4.49e-06|0.00156|4.6|0.0|0.0|3.829999999999999e-09|5.6998|4.12|3.7284|-1470.137664|-1470.101469|556.65|941.44|332.54|0.2342|0.69138|-1469.969304|0.2182|-0.15473|-1470.0192869999998|6.5
13b_a30|0.0|0|0.0|0.0|0|7.412764017000001|0.0|0.112353041|-0.011016128|-0.118776867|2|0.041728395|-0.035340334|0.0|-0.627919307|-0.003436924|0.042845487|10.31162842|-0.062905093|0.003429114|0.006103754|1|0.836520136|-0.045844862|0.892104517|0.694101802|-0.113554975|0.3529073379999999|0.018555474|-74.24619275|206.54056530000005|-0.042850934|105.341977|0.800290866|-50.13056864|88.26741491|-28.93268471|0.454574838|3002.926824|468.6532296|-1533.432289|0.1997091339999999|0.8334321|6627.406474|134.8423681|-405.5090587|1916.093704|11.59580043|1.0|0.0|0.0|1.0|0.0|2.0|0.13|17.0|-6.19|3.04|124.74|1.0|135.37|0.0|6.0|-5.01|-7.05|0.0|0.0|1.91|9.68e-06|5e-05|0.0221|2.74|0.0|0.0|6.520000000000001e-07|5.0501|4.54|3.5056|-1744.492044|-1744.446479|721.48|1210.94|353.68|0.2783|0.6862699999999999|-1744.2179010000002|0.1415|-0.14879|-1744.281763|7.5901
8b_a12|0.0|0|0.0|0.0|0|0.0|0.0|0.190292199|-0.012630509|-0.1676879319999999|2|0.03977208|0.028584223|0.0|-0.618894925|-0.010117477|-0.036536396|10.95438057|0.047425677|0.003898807|0.006468729|1|0.7407532059999999|-0.010950243|0.792160599|0.740926309|-0.116554734|0.4384536329999999|0.011257065|-60.97837482|149.9096134|-0.045608374|76.80174559999999|0.888936354|-35.28434152|72.85978933|-26.39069094|0.480938153|2388.888334|428.7273481000001|-1213.971783|0.111063646|0.926552694|5217.318476|64.26553043|-450.1059006|1365.645333|5.416912474|0.0|1.0|1.0|1.0|1.0|2.0|0.1|18.0|-7.45|3.11|80.37|1.0|110.58|0.0|4.0|-4.1|-6.51|0.0|0.0|2.51|7.890000000000001e-05|9.74e-05|0.0346|2.76|0.0|0.0|3.56e-08|4.2263|5.11|3.7446|-1159.405202|-1159.365835|611.93|1020.47|331.1|0.3179|0.57773|-1159.188228|127.0|-0.15294|-1159.2425119999998|6.58
19d_a38|0.0|1|3.314284769|0.0|0|7.412764017000001|0.0|0.013465335|-0.0120676969999999|-0.17467835|2|0.04572104|0.019858574|0.0|-0.6999264340000001|-0.011156837|-0.0555594909999999|10.95446448|0.041924146|-0.060668296|-0.128079012|1|0.853092207|0.111104525|0.908591797|0.63167949|-0.1248815919999999|0.3509455999999999|0.024158903|-74.84120843|236.7675313|-0.04393982|115.6739235|0.7494816990000001|-48.11018574|94.84426896|-28.24584108|0.478151237|3055.168373|406.0626253|-1525.275418|0.250518301|0.916264002|6934.7619620000005|161.0407189|-320.7487188|2035.106956|14.56661536|0.0|0.0|0.0|1.0|0.0|4.0|0.13|17.0|-6.41|2.34|124.32|1.0|133.79|0.0|6.0|-3.87|-7.84|0.0|0.0|1.94|0.000134|0.0002399999999999|107.0|1.65|0.0|0.0|3.94e-07|5.3771|4.13|3.6586|-1500.898316|-1500.850957|679.08|1171.77|338.89|0.3167|0.6957800000000001|-1500.621723|0.0699|-0.15054|-1500.683599|7.9586
4_a3|0.0|0|0.0|0.0|0|6.823286122000001|0.0|0.2122551539999999|-0.008561428|-0.161259999|1|0.035345345|-0.08769805|1.882124381|-0.325334256|-0.008407895|0.057349653|10.31162267|-0.208888686|0.053425134|0.127253753|1|0.721302096|-0.028924747|0.785381728|0.74053397|-0.098695428|0.5842630360000001|0.008006786|-52.4583525|123.350856|-0.039478171|77.51574252|0.866976271|-24.93884341|51.71950126|-18.76802992|0.415852758|2142.972568|352.05186289999995|-656.8810472|0.133023729|0.711897153|4885.093366|63.23984222|-348.9230345|757.6690029|4.799426464|1.0|1.0|0.0|1.0|1.0|1.0|0.0|21.0|-7.53|5.3|80.04|1.0|92.65|0.0|2.0|-5.69|-5.21|0.0|0.0|4.09|2.02e-06|8.22e-06|0.00264|4.3|0.0|0.0|2.950000000000001e-08|5.9341|3.53|3.4771|-1355.332318|-1355.303098|504.29|858.45|356.58|0.1776|0.6896|-1355.192416|119.0|-0.14983|-1355.239905|5.9
12_a4|-3.2834578760000004|0|0.0|0.0|1|7.535296702|2.070952433|-0.1494133309999999|-0.0021497879999999|-0.271149771|2|0.0381179139999999|-0.0334644329999999|1.587386096|-0.113938738|0.005795666|-0.093414896|10.31168324|-0.055590089|-0.051501982|-0.085553511|2|0.8157155359999999|-0.036425699|0.8749408470000001|0.805238097|-0.074699711|0.636722126|0.01168879|-41.69390404|115.5823166|-0.025916226|7.519189887|0.717772573|-24.74343259|53.59101661|-15.38009964|0.470780296|2927.48584|477.8721263000001|-753.6248824|0.282227427|0.889574393|6390.233612|167.4891205|-258.476202|1049.9494|9.260141177|1.0|0.0|1.0|1.0|1.0|0.0|0.23|21.0|-7.84|3.69|86.12|1.0|113.02|0.0|4.0|-4.18|-6.84|0.0|0.0|3.3|6.57e-05|4.64e-05|0.0188|2.72|0.0|0.0|1.45e-08|4.8592|6.12|3.8083|-1617.861623|-1617.826064|640.67|1101.33|325.57|0.1194|0.68825|-1617.57796|0.0464|-0.16224|-1617.634733|5032.0
17_a3|0.0|0|0.0|0.0|0|6.823286122000001|0.0|0.188373421|-0.009450704|-0.118246266|2|0.047430556|-0.015463451|1.709081227|-0.349676046|-0.007540435|-0.041723219|10.31163036|-0.027542873|0.020589494|0.036673175|2|0.767641592|0.1789147639999999|0.838125715|0.803075623|-0.096067661|0.225087454|0.010321361|-50.20132919|100.2028184|-0.039557272|76.17242478|0.840062179|-25.54439812|55.39769571|-20.12828595|0.4383349039999999|2196.728425|408.6362608|-684.3617224|0.159937821|0.780420408|4839.543958|81.38261354|-346.0738521|814.6560331000001|6.514715538|1.0|1.0|1.0|1.0|1.0|1.0|0.0|21.0|-7.48|4.96|92.93|1.0|95.5|0.0|2.0|-5.53|-5.61|0.0|0.0|3.71|2.96e-06|1.18e-05|0.00399|3.88|0.0|0.0|3.28e-08|3.2102|3.57|3.2102|-1731.75233|-1731.72355|537.32|891.3|386.22|0.4062|0.69481|-1731.6147670000005|0.4062|-0.13155|-1731.663157|7.6383
12g_a36|0.0|1|3.5202147110000004|0.0|0|7.412764017000001|0.0|-0.063344124|-0.006495469|-0.039008054|2|0.03912037|0.078990142|0.0|-0.409214521|0.0042553209999999|0.078155467|10.95259306|0.130052038|-0.099596099|-0.163978382|1|0.8026482070000001|-0.19532883|0.847239339|0.854238488|-0.097067302|0.374686587|0.017738779|-47.63457647|100.2028184|-0.034549379|5.097410387|0.779745318|-32.74608471|77.14470618|-23.75074918|0.473274545|2829.45056|587.240781|-1401.294202|0.2202546819999999|0.898522257|6223.658545|151.41267150000002|-384.6182564|1797.1178149999998|10.41641087|1.0|0.0|1.0|1.0|1.0|2.0|0.24|17.0|-7.38|3.85|69.2|2.0|138.33|0.0|6.0|-4.95|-6.19|0.0|1.0|2.66|1.13e-05|1.39e-05|0.00589|3.8|0.0|0.0|4.2e-08|5.2092|4.21|3714.0|-1350.887005|-1350.861445|724.32|1241.66|333.83|0.4393|0.70097|-1350.571683|45.0|-0.15236|-1350.633209|7.8539
9r_a24|0.0|1|2.950959457|0.0|0|6.605297921|0.0|-0.134192489|-0.004640179|0.013567512|3|0.024179894|-0.17821765|0.0|-0.264490176|0.007861194|0.064425793|10.96129392|-0.29065818|-0.179075526|-0.2920573039999999|3|0.7958149290000001|-0.120617935|0.841805128|0.8417158379999999|-0.082022572|0.32720212|0.015557618|-41.49802275|106.1180928|-0.025821921|89.36724924|0.6152148279999999|-27.82142546|70.79264457|-17.31173182|0.473403843|2644.462265|564.3096436000001|-934.8335183|0.384785172|0.898988412|5501.824326|257.9706516|-154.486433|1519.52371|15.80243761|1.0|1.0|1.0|1.0|1.0|1.0|0.22|23.0|-8.66|4.23|79.82|2.0|116.9|0.0|8.0|-4.02|-6.83|0.0|0.0|2.98|9.58e-05|8.77e-05|0.0351|2.69|0.0|0.0|2.21e-09|4.4722|1.82|4.2877|-1294.486221|-1294.451958|713.25|1199.71|289.16|0.3398|0.6204|-1294.201456|0.0029|-0.1676099999999999|-1294.263358|7.9586
8_a27|0.0|1|2.599100867|0.0|1|6.605297921|1.7626247169999998|0.188762686|-0.008444078|-0.077396262|2|0.039673203|-0.14212377|1.21499748|-0.329319041|0.0040883959999999|0.093450172|10.93783465|-0.24946295|-0.106814855|-0.187486926|2|0.8000360390000001|0.141900468|0.8688656459999999|0.776384028|-0.092265073|0.3608031339999999|0.021852066|-37.50265703|106.5457267|-0.035880862|61.18801154|0.751701834|-17.86879446|53.20197882|-17.09606174|0.479730655|2132.9321670000004|369.9216992|-615.4582227000001|0.248298166|0.92208134|4522.989286999999|118.305988|-239.8554499|818.753121|9.240677197|0.0|0.0|0.0|0.0|0.0|1.0|0.06|21.0|-6.28|2.98|76.46|0.0|87.68|0.0|2.0|-3.23|-6.73|0.0|1.0|2.38|0.000586|0.000299|0.0907|2.0|0.0|0.0|5.2e-07|4.1276|3.96|4.1276|-1004.515654|-1004.489001|507.76|848.58|300.38|0.2336|0.64893|-1004.385302|0.2336|-0.16958|-1004.432889|8.2218
12a_a36|0.0|1|3.4715209280000003|0.0|0|7.412764017000001|0.0|-0.0632801509999999|-0.007471648|-0.0427777779999999|2|0.040166667|0.078063311|0.0|-0.403468978|0.002039107|-0.070252245|10.96083376|0.134423193|-0.1063550619999999|-0.183140926|1|0.7934042040000001|-0.012112722|0.846614758|0.820684627|-0.104828755|0.436020272|0.019595485|-46.76212019|110.1075804|-0.037738352|5.277117996|0.755315434|-28.71401279|76.09903547|-23.17301945|0.470444928|2647.835699|503.9367075|-1158.650972|0.244684566|0.888377722|5710.355735|150.24716030000002|-313.5499672|1533.996157|11.72953701|1.0|0.0|0.0|1.0|0.0|2.0|0.14|17.0|-6.59|2.72|69.2|1.0|123.75|0.0|5.0|-3.79|-6.72|0.0|1.0|1.86|0.000164|0.000101|0.0384|2.68|0.0|0.0|2.56e-07|3.8343|3.16|3.6682|-1232.951968|-1232.916523|653.94|1096.31|338.0|0.4435|0.6997|-1232.707754|0.0012|-0.1519299999999999|-1232.764108|7.8861
14a_a25|0.0|0|0.0|0.0|1|6.842683282|1.667057351|-0.092005241|-0.004483962|-0.05112778|2|0.038167849|0.051906412|1.975771616|-0.255585831|0.006085806|-0.046802062|10.93106303|0.085350921|-0.0469914379999999|-0.077269115|2|0.7385460309999999|-0.085643386|0.792935475|0.850426305|-0.084207356|0.326595394|0.012870836|-45.72658614|98.18816423|-0.033365179|58.18995584|0.8067529940000001|-30.017374100000005|63.96772039|-21.90268583|0.492236681|2844.993903|558.2652611000001|-1160.842349|0.193247006|0.969421506|6315.975408|126.8576588|-402.7381076|1438.906775|8.689513304|1.0|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-9.59|4.44|72.7|2.0|126.26|0.0|6.0|-5.39|-5.91|0.0|0.0|3.81|4.03e-06|5.13e-06|0.00215|4.16|0.0|0.0|2.58e-10|5.3631|5.79|3.9479|-1352.298438|-1352.265931|689.55|1202.13|314.05|0.3529|0.6714|-1352.024616|0.1756|-0.16347|-1352.086073|6684.0
12c_a31|0.0|1|3.387641566|0.0|0|7.765993078999999|0.0|0.046986783|-0.013026643|-0.055520387|0|0.040982906|-0.030192572|0.0|-0.690412101|-0.003618466|-0.094991098|10.311698300000002|-0.048694677|-0.138799714|-0.223856622|0|0.842823186|0.066071056|0.8856644770000001|0.665463503|-0.129736755|0.343619017|0.030543026|-66.41224264|212.313715|-0.036326291|553.8695417|0.6817087|-42.14855504|97.28775086|-23.05449459|0.448512808|2592.4503010000003|422.3366652|-1152.7247289999998|0.3182913|0.813278739|5676.394271|202.0036947|-230.6429907|1690.934456|14.95027019|1.0|1.0|1.0|1.0|1.0|2.0|0.35|16.0|-7.24|5.64|117.37|2.0|108.16|0.0|8.0|-5.23|-6.53|0.0|0.0|3.32|5.85e-06|6.94e-05|0.0277|3.1|0.0|0.0|5.79e-08|3.8328|4.6|3.8328|-1618.1530810000002|-1618.112841|679.71|1138.89|323.48|0.2625|0.7007399999999999|-1617.888981|0.2625|-0.15904|-1617.951882|6.4202
