molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|FNSA4|WNSA5|FNSA1|FNSA2|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
2_a49|0|0|0.0|0.0|1|7.535296702|1|1|1.3438506419999998|2.12788659|-0.084499704|-0.03981057|2|0.038726287|-0.189189114|0.004524556|-0.041202373|0.005918367|1|1|0.004580676|-0.170631119|0.055400364|-0.320124905|2|0.79056501|0.084099874|0.851413454|0.7701578720000001|1|0.81348014|-0.079176085|-0.028277173|-20.55997527|0.7154059890000001|-1.187641272|49.7010488|0.454163307|2244.518609|414.5350312|1550.010086|0.284594011|10.38394173|4874.364109|145.02405359999997|20.14177325|0.017498253|-219.534132|845.9544764000001|8.91679918|1.0|1.0|1.0|3.09|2.5|0.15|-6.82|3.7|69.62|0.0|1.0|2.0|25.0|3.0|-6.57|327.38|0.0|1.0|0.000292|0.000129|2.43|0.0|4.94e-05|5.4614|3743.0|-1046.018455|0.2988|227.02|371.96|0.68172|0.0572|-0.1555099999999999|4.8986|-0.19923|0.0366366999999999|59.0|7.2291|7.2291
18_a20|1|0|3.463603867|0.0|0|6.842683282|0|0|1.400923654|0.0|0.1160337319999999|-0.12050413|2|0.0396875|-0.5039851160000001|-0.005614194|-0.011236836|-0.054458882|1|1|-0.004071701|0.268927191|0.003282792|-0.597167441|2|0.7602869659999999|-0.107446431|0.8162774979999999|0.778639593|1|0.76136176|-0.095227339|-0.035934845|-42.1615378|0.8109110409999999|-1.904546783|68.92770059|0.483668611|2809.844943|506.6038164|1822.210286|0.1890889589999999|15.51556677|6206.896662|125.81822920000002|29.4862782|0.013457694|-413.7552685|1562.772745|8.954638548|1.0|1.0|1.0|3.48|2.76|0.08|-10.0|4.69|97.55|2.0|0.0|5.0|32.0|4.0|-6.13|419.48|0.0|0.0|2.54e-06|6.91e-06|3.85|0.0|4.17e-08|5.9778|3.5355|-1352.364724|0.2991|207.41|531.11|0.6953699999999999|0.2011|-0.14685|5.3978|-0.20289|0.03787435|34.0|7.4685|7.4685
12c_a31|1|0|3.387641566|0.0|0|7.765993078999999|1|1|0.6101358029999999|0.0|0.046986783|-0.055520387|0|0.040982906|-0.690412101|-0.003618466|-0.094991098|-0.056866055|2|2|-0.000813398|-0.048694677|-0.223856622|-0.54466023|0|0.842823186|0.066071056|0.8856644770000001|0.770283733|0|0.665463503|-0.129736755|-0.036326291|-52.25551342|0.6817087|-1.816314565|85.79638585|0.448512808|2592.4503010000003|422.3366652|1894.297124|0.3182913|14.67172662|5676.394271|202.0036947|33.81868912|0.023556702|-230.6429907|1690.934456|14.95027019|1.0|1.0|1.0|3.69|3.1|0.35|-7.24|3.7|117.37|2.0|0.0|8.0|28.0|5.0|-6.53|398.48|0.0|0.0|5.85e-06|6.94e-05|3.1|0.0|2.31e-05|3.8328|3.8328|-1618.1530810000002|0.2625|323.48|578.69|0.7007399999999999|0.2625|-0.15904|1.6786|-0.19288|0.04023903|0.38|6.4202|6.4202
12g_a31|1|0|3.42813681|0.0|0|7.765993078999999|1|1|0.6101363000000001|0.0|0.0716209459999999|-0.1044685569999999|0|0.0388738739999999|-0.7501734859999999|-0.008464411|-0.0733026079999999|-0.082116813|2|2|-0.0054114869999999|0.074878295|-0.081426376|-0.57758443|0|0.819234772|-0.076150332|0.8639814490000001|0.7983388929999999|0|0.58271093|-0.131126805|-0.039059048|-49.45404266|0.6886488690000001|-1.835775276|97.88920296|0.470244801|2514.363249|357.8560168|1859.940155|0.311351131|15.28679013|5398.678971|191.2078009|34.8320455|0.02515117|-231.70711040000003|1637.106139|15.44590447|1.0|1.0|1.0|3.61|2.51|0.32|-6.45|3.44|131.36|1.0|0.0|7.0|27.0|5.0|-6.86|384.45|0.0|0.0|1.19e-05|0.0001629999999999|2.52|0.0|0.000136|3.8349|3.8349|-1578.846191|265.0|323.3|542.78|0.70068|265.0|-0.15917|1.6279|-0.19241|0.04532186|0.11|6.9586|6.9586
18a_a22|0|0|0.0|0.0|1|6.842683282|0|0|1.194229718|1.854982521|-0.197348157|-0.018344659|2|0.038167849|-0.19538364|0.007066388|-0.021976395|-0.015194063|1|1|0.007079018|0.059645624|-0.147724859|-0.296897301|2|0.7329701259999999|-0.042139855|0.7881113679999999|0.722009212|1|0.926535704|-0.076119803|-0.029276847|-35.04152115|0.710467198|-1.5223960559999998|45.98663929|0.487405342|2898.068989|628.6440468999999|2213.859172|0.289532802|13.72951861|6630.646100999999|196.4447473|27.95908297|0.0193879289999999|-285.5992506|1453.872315|13.15449139|1.0|1.0|1.0|3.49|3.17|0.08|-9.4|5.11|100.61|2.0|1.0|6.0|32.0|4.0|-6.28|436.53|0.0|0.0|2.59e-06|6.98e-06|3.78|0.0|1.73e-07|5.0214|3.4832|-1691.3151059999998|0.3174|246.91|531.16|0.68577|0.0354|-0.1408|3851.0|-0.21148|0.01932946|13.0|7.8861|7.8861
20_a31|1|1|3.3852303|0.0|0|7.765993078999999|0|0|0.609420757|0.0|0.0469387759999999|-0.057200812|0|0.03995614|-0.476400874|-0.003484915|-0.020082435|-0.078213611|3|3|-0.001662219|-0.023477148|-0.1534110109999999|-0.594513619|0|0.8602874540000001|0.028036914|0.912372776|0.7507116140000001|1|0.7954270659999999|-0.110195543|-0.033537774|-43.27297051|0.710707042|-1.542737604|65.91404723|0.464597945|2576.1287230000003|498.4558574|1758.762093|0.289292958|15.48343758|5678.167489|181.2859728|29.5712685|0.019624081|-264.0799235|1360.278351|12.29746712|1.0|1.0|1.0|3.46|2.74|0.26|-7.65|4.38|140.04|1.0|0.0|7.0|27.0|4.0|-6.39|397.52|1.0|0.0|1.24e-06|3.66e-05|3.29|0.0|8.86e-06|3.5381|3.5381|-1880.768349|0.2011|350.43|560.67|0.7036600000000001|0.2011|-0.1483|3.7403|-0.20895|0.0336943|8.0|8.0862|8.0862
12c_a30|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984133|0.0|0.045997203|-0.030422458|2|0.042804233|-0.3657134279999999|0.00372838|0.019094532|-0.072247675|1|1|0.003603419|-0.172653074|-0.090173435|-0.468696709|1|0.824373792|-0.031986012|0.880943609|0.7463962120000001|0|0.8439327120000001|-0.096482247|-0.037411484|-41.12547305|0.8061287690000001|-1.833162702|60.4942895|0.452966315|2860.640481|550.9847369|2456.062146|0.193871231|13.9883503|6403.739746|126.574178|30.29927658|0.014695647|-399.7292126|1484.664552|9.594458155|0.0|1.0|0.0|4.62|0.0|0.14|-7.22|3.27|81.65|2.0|0.0|5.0|30.0|4.0|-5.75|432.93|0.0|0.0|1.19e-06|3.61e-06|4.49|0.0|2.61e-05|5.0582|3.5286|-2035.373591|0.2155|245.12|541.39|0.68457|0.1568|-0.1496299999999999|3.7377|-0.2038599999999999|0.03433522|0.01|7.9914|7.9914
8b_a31|1|0|3.37710223|0.0|0|7.765993078999999|1|1|0.610137861|0.0|-0.01883655|-0.12841288|0|0.041161616|-0.57242407|-0.010300564|-0.211457443|-0.069423138|2|2|-0.006785954|-0.222667869|-0.092604362|-0.510259793|0|0.843119174|-0.058494079|0.8956498159999999|0.8761979520000001|0|0.6076192260000001|-0.132574249|-0.040792077|-36.1645207|0.703469355|-1.590890986|79.93633765|0.479278|2189.617009|317.3534883|1587.743824|0.296530645|11.79588561|4696.728592|154.8750114|30.28603362|0.02483711|-212.5400476|1181.155311|12.97217579|1.0|1.0|1.0|3.4|2.71|0.25|-5.73|2.74|114.29|0.0|0.0|4.0|23.0|5.0|-6.87|328.39|0.0|0.0|8.97e-05|0.000399|2.02|0.0|0.00061|3.8582|3.8582|-1386.852117|0.2643|321.36|439.96|0.70036|0.2643|-0.16015|3.6945|-0.19265|0.03659821|2.2|5.6576|5.6576
1g_a5|1|0|2.942391606|0.0|0|6.605297921|0|0|1.4275159730000002|0.0|-0.203595168|-0.010620031|2|0.027447447|-0.172437603|0.00683534|-0.132678208|-0.0353243789999999|1|1|0.006957291|-0.019057802|-0.0178558139999999|-0.242737126|2|0.7778380309999999|0.030722968|0.8393686990000001|0.717355058|0|0.8659209659999999|-0.074361785|-0.027205531|-21.388323|0.61393343|-1.11542677|48.55052611|0.4713154089999999|2243.103668|464.3994751|832.7655896000001|0.38606657|13.83149499|4639.260975|207.0502037|23.76563316|0.02697793|-122.2065919|974.3909596|14.46845291|1.0|1.0|1.0|2.79|2.12|0.05|-8.14|4.21|63.69|0.0|0.0|4.0|25.0|4.0|-6.15|328.37|0.0|1.0|9.27e-05|6.29e-05|3.03|0.0|2.36e-06|4.7822|4.1733|-1065.846194|0.1769|259.26|448.93|0.66164|0.0504|-0.17042|3.4883|-0.20972|0.02730461|115.0|6.9393|6.9393
16_a4|0|0|0.0|0.0|1|7.535296702|1|1|1.398650725|1.843196334|-0.219944434|-0.095499301|1|0.04501634|-0.089168424|0.0067511459999999|-0.148022089|0.019290123|1|1|0.006466406|0.020218035|-0.0513920109999999|-0.214481956|1|0.774455255|-0.0894138519999999|0.8366279120000001|0.482473457|0|0.7898461090000001|-0.080093659|-0.033372358|-19.42906425|0.832461695|-1.201404885|42.88070889|0.455802506|2101.6948030000003|389.0176968|1522.164774|0.167538305|10.19502391|4520.2597670000005|82.51653675|19.74465314|0.0115138339999999|-327.4903335|710.807513|5.67083266|0.0|1.0|0.0|3.26|3.08|0.11|-6.36|4.96|30.71|1.0|0.0|2.0|23.0|4.0|-5.64|309.31|0.0|1.0|0.0001199999999999|3.68e-05|3.59|0.0|0.000134|4511.0|4.2257|-1057.494456|0.2213|274.85|407.99|0.54061|0.1006|-0.17375|1863.0|-0.2134|0.01638524|343.0|6.4647|6.4647
12r_a30|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984545|0.0|-0.015167821|-0.093024002|2|0.043383838|-0.400352091|-0.002544958|-0.0682882559999999|-0.0646674999999999|1|1|-0.001131023|-0.247439715|-0.145315868|-0.44083509|1|0.83236194|-0.007140234|0.889479916|0.591758164|0|0.72072745|-0.109990462|-0.040404659|-45.9515743|0.790065337|-1.979828309|70.6903535|0.464481911|2976.944611|465.8474777|2433.580273|0.209934663|13.94386247|6735.090739|135.6928105|33.05530181|0.016970201|-374.9717191|1619.709789|10.96881384|0.0|1.0|0.0|4.66|0.0|0.14|-7.16|3.74|81.65|2.0|0.0|5.0|31.0|6.0|-6.06|434.46|0.0|0.0|3.24e-06|6.71e-06|4.07|0.0|3e-05|5067.0|3.5111|-1774.236548|0.1908|244.69|516.03|0.68476|0.1522|-0.14894|5.2021|-0.20138|0.03388131|29.0|7.5317|7.5317
17_a47|1|1|3.011740664|0.0|0|6.605297921|0|0|1.4168589319999998|0.0|-0.181485377|-0.019259259|3|0.031802469|-0.2032813319999999|0.0042378929999999|0.075303828|-0.006331624|1|1|0.004477366|-0.180898239|-0.031505291|-0.3004189439999999|3|0.75807704|-0.034891905|0.814790949|0.7666613659999999|1|0.852282407|-0.082994667|-0.02987808|-30.88080199|0.7457517659999999|-1.493904005|51.70735256|0.46147021|2672.497352|519.8795281|1573.836082|0.2542482339999999|13.10144249|5854.9736840000005|155.087622|24.43867122|0.0159160889999999|-299.80980739999995|1221.9335609999998|9.708576558|1.0|1.0|1.0|3.44|2.39|0.08|-10.1|5.44|79.38|2.0|0.0|4.0|30.0|4.0|-5.83|392.46|0.0|0.0|3.98e-06|6.11e-06|4.03|0.0|3.12e-08|4.2784|4.2784|-1254.985125|0.4308|289.79|477.67|0.6844100000000001|0.4308|-0.17606|3.4454|-0.22479|0.04130125|5.0|8.3|8.3
8d_a8|1|0|3.190160226|0.0|1|7.05012252|0|0|1.395657339|1.41693287|-0.12349902|-0.155313194|1|0.042323232|-0.633521883|-0.00267541|-0.077977198|-0.117111249|1|1|-0.001038264|0.111668404|0.025642021|-0.4385133129999999|1|0.757805416|0.0780635059999999|0.804372443|0.734212688|0|0.6932924890000001|-0.103150936|-0.03820405|-43.86958028|0.675359878|-2.063018716|88.24385833|0.483207744|2863.968296|452.1282556|2093.380666|0.324640122|14.52777156|6596.888351|211.7129122|36.89090464|0.029166961|-228.7206541|1992.108851|19.02113117|0.0|1.0|1.0|3.61|2.92|0.12|-7.62|3.32|112.23|1.0|0.0|6.0|32.0|5.0|-6.87|430.46|0.0|0.0|1.24e-05|3.4200000000000005e-05|2.89|0.0|1.03e-05|4.6765|3.2963|-1447.595474|0.3|265.12|572.21|0.70165|0.1879|-0.13754|6.0111|-0.19757|0.03604461|18.61|4.7303|4.7303
14_a4|0|0|0.0|0.0|1|7.535296702|1|1|1.399909181|1.947126795|-0.2248919089999999|-0.04986736|1|0.0409444439999999|-0.069682036|0.009588001|-0.08389836|0.117232935|1|1|0.008943549|-0.031578333|-0.039321879|-0.199315317|1|0.77505994|0.158051825|0.843811017|0.500893739|0|0.8510382459999999|-0.071074269|-0.03015272|-14.69670456|0.768457211|-0.995039765|35.84371234|0.40126838|1911.448021|386.9927769|1378.961008|0.231542789|8.859498364|3944.638539|105.2894945|17.84270058|0.015779688|-244.1511936|588.8091192|7.175500282000001|0.0|1.0|0.0|3.14|2.39|0.06|-5.71|4.09|30.71|0.0|0.0|2.0|21.0|3.0|-5.8|277.3|0.0|1.0|0.000396|0.000106|3.09|0.0|0.000539|4.5233|4.2312|-918.9507745|0.1864|274.1|353.16|0.55975|0.1067|-0.17381|2.3797|-0.2102|0.020300099|1.32|5.8794|5.8794
12_a4|0|0|0.0|0.0|1|7.535296702|1|1|0.295190368|2.070952433|-0.1494133309999999|-0.271149771|2|0.0381179139999999|-0.113938738|0.005795666|-0.093414896|0.028152112|1|1|0.009024784|-0.055590089|-0.085553511|-0.220286906|2|0.8157155359999999|-0.036425699|0.8749408470000001|0.531333552|1|0.805238097|-0.074699711|-0.025916226|-26.30835499|0.717772573|-1.269895089|48.6306683|0.470780296|2927.48584|477.8721263000001|1962.933988|0.282227427|11.7599245|6390.233612|167.4891205|21.42753878|0.015603795|-258.476202|1049.9494|9.260141177|0.0|1.0|1.0|3.41|2.94|0.23|-7.84|4.98|86.12|1.0|0.0|4.0|29.0|5.0|-6.84|404.48|0.0|0.0|6.57e-05|4.64e-05|2.72|0.0|5.85e-06|4.8592|3.8083|-1617.861623|0.1194|255.16|503.28|0.68825|0.0464|-0.16224|7.8701|-0.2312199999999999|0.03555871|9.29|5032.0|5032.0
13n_a6|1|0|3.425442623|0.0|0|6.842683282|0|0|1.4290206230000002|0.0|0.030890422|-0.135152403|2|0.04393617|-0.631323273|-0.0093684169999999|-0.06507689|-0.033224059|1|1|-0.00687003|0.100294804|-0.118693789|-0.57091314|2|0.7767360059999999|-0.064779873|0.832753533|0.82642394|1|0.70890216|-0.109392959|-0.038490115|-51.52585133|0.748967057|-2.078466222|81.06784641|0.47066442|2952.259627|486.5239262|2535.307313|0.251032943|16.76075427|6386.381394|172.28545730000002|35.2699138|0.019904118|-341.7352549|1904.575345|13.66031867|1.0|1.0|1.0|3.55|1.9|0.08|-9.67|3.76|122.47|1.0|0.0|6.0|33.0|5.0|-7.23|435.48|0.0|0.0|2.27e-05|5.24e-05|2.43|0.0|9.35e-08|4.8185|3.3510000000000004|-1423.765005|0.9117|257.31|548.09|0.64027|0.1945|-0.13863|7.1946|-0.20994|0.05026727|75.0|7.1249|7.1249
12v_a30|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604983445|0.0|0.037440652|-0.029548782|2|0.04625323|-0.369659818|0.002431329|0.020607357|-0.04950715|1|1|0.001805829|-0.173424818|-0.0857954809999999|-0.471153275|1|0.83236194|-0.029852321|0.889479916|0.711738503|0|0.8501212029999999|-0.0971402169999999|-0.037666615|-44.46327619|0.806069067|-1.845664126|62.89402328|0.478535287|3001.758432|575.1512171|2483.120571|0.193930933|15.56114504|6952.110426|131.2043645|31.6144427|0.014801518|-414.1432908000001|1549.107692|10.01399667|0.0|1.0|0.0|4.62|0.0|0.14|-7.8|3.92|81.65|2.0|0.0|5.0|31.0|4.0|-5.52|467.37|0.0|0.0|2.64e-07|9.14e-07|5.12|0.0|7.39e-06|3.5507|3.5507|-2494.963646|0.1601|349.18|573.82|0.68405|0.1601|-0.1505099999999999|2.9171|-0.20681|0.03495552|22.0|7.6596|7.6596
16a_a23|0|1|0.0|0.0|2|7.423568444|1|1|1.197962324|3.411338761|-0.0147904689999999|-0.013055633|3|0.046283951|-0.302174246|0.012426121|-0.088255625|-0.071458049|2|2|0.01226642|0.115499047|-0.335065967|-0.380779155|2|0.8323974470000001|0.154144584|0.890165467|0.7199622309999999|1|0.934837094|-0.07288672|-0.025724725|-30.39361398|0.585920722|-1.311960953|40.34319246|0.49525751|2924.629647|603.6746046|1801.957216|0.414079278|15.89802615|6552.801739|267.3932664|28.35168303|0.02809646|-110.9672657|1445.935835|18.14339594|0.0|1.0|0.0|3.94|0.0|0.14|-5.27|2.52|108.26|1.0|1.0|5.0|31.0|4.0|-7.02|427.5|0.0|0.0|2.6e-05|4.86e-05|2.66|0.0|0.0023|1.6239|1.6239|-1685.913359|0.2066|763.49|555.21|0.96307|0.2066|-0.07625|11.6254|-0.12645|0.03391189|39.0|7.4037|7.4037
14aa_a23|0|1|0.0|0.0|2|7.423568444|0|0|1.19796312|3.4143268310000003|0.066582026|-0.026892547|2|0.046678487|-0.287870566|0.013012022|-0.029037128|-0.044957534|2|2|0.012103325|0.055934795|-0.13397874|-0.4506138879999999|2|0.75434493|0.055269665|0.8072028240000001|0.693959193|1|0.924108042|-0.076107469|-0.03159178|-35.2984572|0.796659447|-1.6743643259999998|47.78906871|0.4930525229999999|2941.302235|629.3423691|2263.821505|0.203340553|15.78173785|6651.23042|138.4803717|27.00633206|0.013786041|-404.0660854|1431.335599|9.388663605|0.0|1.0|1.0|3.63|3.68|0.12|-8.16|4.63|105.02|2.0|1.0|5.0|32.0|4.0|-5.92|439.54|0.0|0.0|5.9e-07|2.81e-06|4.31|0.0|3.07e-06|3.5934|3.5934|-1708.5626|0.4157|345.03|588.45|0.6805899999999999|0.4157|-0.1449|5.8286|-0.21573|0.02033777|4.0|8451.0|8451.0
5g_a40|0|0|0.0|0.0|1|8.149890544|0|1|0.604913142|1.534673091|0.0094595959999999|-0.190406197|0|0.044946237|-0.5611751220000001|-0.012794054|0.122088541|-0.091116241|2|2|-0.012008571|-0.104356485|0.137067086|-0.4748772539999999|0|0.818555255|0.006643696|0.882781953|0.7733200179999999|1|0.67772744|-0.14338431|-0.049288357|-32.29667648|0.745349319|-1.577227413|84.77514603|0.488538966|2054.810452|321.64971460000004|593.8133184|0.254650681|12.10939827|4358.890754999999|120.8573152|31.38430965|0.025660198|-232.8857705|1004.297909|12.1783403|0.0|1.0|0.0|3.13|1.96|0.21|-2.89|2.5|115.96|0.0|1.0|3.0|21.0|5.0|-6.6|301.32|0.0|0.0|5.78e-05|0.000426|2.17|0.0|391.0|3.48|3.48|-1328.055803|261.0|356.27|367.19|0.6563|261.0|-0.14505|4.9132|-0.19908|0.04070345|123.0|6.9101|6.9101
17b_a6|1|0|3.375166525|0.0|0|7.412764017000001|1|1|1.425925343|0.0|0.1012747369999999|-0.0265090529999999|1|0.042739018|-0.6869226490000001|-0.00460563|-0.0385646|-0.0791229359999999|1|1|-0.00194781|0.231025646|-0.180339002|-0.563310199|1|0.7788169070000001|0.002947625|0.8370824240000001|0.8013954109999999|0|0.753949098|-0.109195656|-0.041494349|-47.0150166|0.7706671740000001|-2.074717455|83.12058064|0.4548818979999999|2816.0632920000003|494.7179214|2207.972178|0.229332826|16.46390151|5985.963521|150.48105900000002|35.32951798|0.019915748|-355.2067434|1766.4758989999998|13.06809384|1.0|1.0|1.0|3.53|2.89|0.12|-9.01|4.32|95.85|2.0|0.0|5.0|31.0|5.0|-5.89|409.44|0.0|0.0|1.56e-06|6.69e-06|4.09|0.0|4e-07|3.5444|2.9964|-1350.102764|0.3949|349.8|575.2|0.7016100000000001|0.0033|-0.12545|5.3385|-0.18281|0.02458322|153.0|6.8153|6.8153
12g_a36|1|0|3.5202147110000004|0.0|0|7.412764017000001|2|2|1.2678464|0.0|-0.063344124|-0.039008054|2|0.03912037|-0.409214521|0.0042553209999999|0.078155467|-0.0521750109999999|1|1|0.005035022|0.130052038|-0.163978382|-0.44093902|1|0.8026482070000001|-0.19532883|0.847239339|0.860667615|0|0.854238488|-0.097067302|-0.034549379|-45.87193951|0.779745318|-2.038413337|59.82898654|0.473274545|2829.45056|587.240781|2476.712654|0.2202546819999999|13.83075477|6223.658545|151.41267150000002|30.45962398|0.015152386|-384.6182564|1797.1178149999998|10.41641087|0.0|1.0|1.0|5.06|0.0|0.24|-7.38|3.01|69.2|2.0|0.0|6.0|32.0|4.0|-6.19|423.51|0.0|1.0|1.13e-05|1.39e-05|3.8|0.0|1.7800000000000002e-05|5.2092|3714.0|-1350.887005|0.4393|238.01|657.02|0.70097|45.0|-0.15236|5.912000000000001|-0.20288|0.0255597|14.0|7.8539|7.8539
12am_a36|1|0|3.340519946|-4.723487246|0|7.412764017000001|2|2|1.240140551|0.0|0.088482802|-0.297354748|2|0.044036281|-0.921315581|-0.011700732|-0.050505733|-0.037654321|1|1|-0.007897954|0.345949079|-0.3344729369999999|-0.6080522279999999|1|0.8344566859999999|-0.0147665219999999|0.885733922|0.624142499|0|0.814986544|-0.118101664|-0.045928425|-56.3667958|0.788334835|-2.480134939|75.34643812|0.484558903|3230.6292780000003|563.0333297999999|2603.072527|0.211665165|17.01968794|7238.033439|146.228847|40.24894481|0.020179019|-398.3921535|2173.44302|13.94067198|0.0|1.0|0.0|4.81|0.0|0.17|-7.14|4.04|78.43|2.0|0.0|7.0|34.0|8.0|-6.4|465.43|0.0|0.0|6.26e-06|8.6e-06|3.86|1.0|3.37e-05|5.2317|3.8606|-1645.205296|0.4894|236.99|562.14|0.6805100000000001|0.2987|-0.15658|5.9258|-0.21356|0.03550681|0.06|7.2218|7.2218
33_a20|0|0|0.0|0.0|1|6.842683282|0|0|1.4175014119999998|1.915285809|-0.188733405|0.023539095|2|0.0388043479999999|-0.078557022|0.009265667|-0.061975089|-0.062750442|1|1|0.008780074|0.248715569|-0.060582944|-0.1771816269999999|2|0.74131936|-0.0854333469999999|0.802353442|0.607038752|1|0.9493896|-0.069838312|-0.0265385579999999|-29.9394021|0.759356182|-1.326927921|46.92331405|0.465855239|2737.8873550000003|621.611679|2274.654579|0.240643818|15.094865900000002|5916.443448|157.56124519999997|22.88265911|0.013564844|-339.6262863|1144.132956|8.881565237|0.0|1.0|1.0|3.39|3.59|0.08|-9.69|5.39|67.39|2.0|0.0|4.0|31.0|4.0|-5.58|401.46|0.0|0.0|2.48e-06|2.98e-06|4.47|0.0|8.199999999999999e-08|5443.0|3.8867|-1275.852801|0.6157|227.79|563.98|0.6129|0.0463|-0.15959|3.5714|-0.21788|0.02957286|34.0|7.4685|7.4685
12a_a32|1|1|3.442930603|0.0|0|7.765993078999999|0|0|0.609420757|0.0|0.087371302|-0.057200812|0|0.036711712|-0.463563696|-0.003484915|-0.031249617|-0.074344282|3|3|-0.001662219|-0.024155151|-0.1534110109999999|-0.583507277|0|0.845443342|-0.018578911|0.8966299409999999|0.7507116140000001|1|0.788702323|-0.109151429|-0.0308471429999999|-42.44899997|0.667706375|-1.4189685719999998|63.52154605|0.456641145|2572.916338|491.8493928|3030.946307|0.332293625|13.03685125|5656.0082|207.2244662|28.81034388|0.021399091|-209.1696096|1325.275819|13.34486989|1.0|1.0|1.0|3.45|2.85|0.26|-7.65|4.19|140.04|1.0|0.0|7.0|27.0|4.0|-6.32|397.52|1.0|0.0|9.78e-07|3.17e-05|3.39|0.0|8.86e-06|3576.0|3576.0|-1880.771042|0.2908|346.71|548.66|0.7025600000000001|0.2908|-0.14827|3.0517|-0.20049|0.03682626|25.0|7.6021|7.6021
4_a47|0|0|0.0|0.0|0|0.0|0|0|1.304464196|0.0|0.004633887|-0.121159855|2|0.038479532|-0.3692130839999999|-0.007295208|0.0687047279999999|0.011775922|0|0|-0.006506051|-0.247195952|-0.027355932|-0.462831711|2|0.783871003|-0.095209424|0.84420422|0.8124901999999999|1|0.874200878|-0.092556319|-0.03525955|-27.39669054|0.806604393|-1.48090111|46.69151766|0.402148382|2306.463316|475.6168721|1528.797085|0.193395607|10.818777699999998|5254.939281|105.2186243|23.78275706|0.013656479|-333.62177030000004|998.8757964|7.429930428|1.0|1.0|1.0|2.75|3.01|0.05|-8.79|5.71|58.04|2.0|0.0|3.0|26.0|3.0|-4.99|361.82|0.0|0.0|1.21e-06|2.31e-06|4.96|0.0|5.81e-07|5.7708|3.73|-1509.453558|0.2304|214.85|432.89|0.69157|0.2221|-0.1547|4.2607|-0.21076|0.03342033|32.0|7.5|7.5
25d_a34|0|0|0.0|0.0|1|7.412764017000001|1|1|1.433689841|1.940324546|0.128783829|-0.089654563|1|0.041037037|-0.8576484190000001|-0.005017781|-0.1266965|0.00670464|1|1|-0.001685762|-0.263924686|-0.342090037|-0.605891389|1|0.7498681140000001|0.14554928|0.799694715|0.778903495|0|0.674282353|-0.124111479|-0.044492794|-54.29641443|0.7772035959999999|-2.358118108|85.89233572|0.478308897|2939.671168|445.9861716|2564.887803|0.2227964039999999|13.29135354|6513.063805|147.36277019999997|37.86469665|0.019881997|-366.6979266|2006.828923|13.15041965|1.0|1.0|1.0|3.58|3.76|0.12|-8.08|3.95|90.3|1.0|0.0|7.0|32.0|5.0|-6.74|427.46|0.0|0.0|2.44e-05|3.3e-05|3.05|0.0|3.53e-06|4.2732|4.2732|-1426.496796|0.2106|290.15|554.05|0.6764600000000001|0.2106|-0.1771299999999999|6.1995|-0.21234|0.02807001|0.95|6.0223|6.0223
