molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|MATS1i|n6aHRing|MATS8s|nFaHRing|FNSA5|PNSA3|PNSA5|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|WNSA3|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|FPSA5|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|TPSA_y|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
9i_a24|0.0|1|0|0|2.9199957480000003|7.153833802|0|0|1.4281889280000002|1.865102513|-0.005148312|5.209486153|2|0.023854167|-0.076024544|0.0|-0.190487553|10.96661275|2|0.005891639|-0.140841749|-0.1818753839999999|2|0.139004845|0|-0.069812876|-30.56504777|-33.00219474|0.173910636|82.21166337|-0.024639839|5.613069697999999|1.634015079|0.499238289|-14.44881966|42.43894111|0.468272544|390.5119445|-396.0263368|-5.506205845|0.500761711|11.18382556|0.8806627109999999|4155.922671|-187.2109987|0.038195951|0.720157264|18.05612763|1.0|0.0|1.0|1.0|1.0|1.36|0.0|2.42|72.28|0.0|82.17|0.0|1.0|22.0|4.0|-7.01|288.31|0.0|1.73|-3.1|0.00248|0.000791|1.48|0.0|8.95e-07|0.000258|-0.0473899999999999|1.13|4.1459|-945.286637|501.48|268.3|363.15|0.58977|0.6755800000000001|0.0029|0.0239838|88.0|7.0555|7.0555
12ab_a30|0.0|0|0|0|0.0|7.412764017000001|2|2|0.604983638|0.0|-0.008528077|5.351858133|2|0.043854875|0.018023992|0.0|-0.520212725|10.31162784|1|0.005111479|0.03046828|-0.12254489|1|0.078325164|0|-0.1008879709999999|-58.23149599999999|-71.0035788|0.200246511|140.93076580000002|-0.031859359|15.64609074|0.0|0.603952976|-40.9825333|80.46280277|0.461207954|562.8556061|-1278.064418|-15.78042667|0.3960470239999999|15.6704374|0.856003642|6918.884105|-899.4843201|0.030534507|-146.321375|21.48976996|1.0|1.0|1.0|1.0|1.0|0.0|0.21|3.94|100.11|0.0|140.26|0.0|1.0|33.0|6.0|-6.39|458.54|0.0|2.52|-5.0|2.47e-06|9.94e-06|3.81|0.0|1.47e-07|6.720000000000001e-05|-49.0|3.34|3.4919|-1804.824495|753.75|258.2|613.7|0.46561|0.68324|0.1511|0.03368522|17.0|7.7825|7.7825
7_a15|0.0|0|0|0|0.0|0.0|0|0|1.419941457|0.0|-0.010310394|0.0|1|0.035075075|0.145944639|0.0|-0.494898891|10.95880715|0|0.002150323|0.213947987|-0.211522056|1|0.154068618|0|-0.110819329|-41.29775265|-61.50761094|0.158599673|88.02694557|-0.026500274|11.27499976|56.30310755|0.448664402|-22.92132733|61.6121151|0.396557391|466.9990754|-676.5837204|-8.163512395|0.551335598|9.971755103|0.657158418|5097.868552|-375.5215702|0.042799094|56.98518567|23.75461091|1.0|1.0|0.0|1.0|1.0|3.14|0.15|3.38|61.84|0.0|99.77|0.0|1.0|26.0|5.0|-5.72|352.38|0.0|3.35|-4.49|1.46e-05|3.2e-05|3.84|0.0|6.41e-08|2.26e-05|-0.0284899999999999|2.78|3.7495|-1184.385377|580.73|279.33|499.86|0.64652|0.70497|0.0169|0.01827873|227.0|6644.0|6644.0
32_a47|0.0|0|1|1|0.0|6.842683282|1|1|1.216307925|1.998170616|-0.003573735|4.727387819|3|0.035568182|-0.013510009|1.6507707980000002|-0.2037028839999999|10.95005715|1|0.002350172|-0.0274939029999999|-0.077485193|2|-0.0094137619999999|1|-0.0726950079999999|-41.57905445|-52.38450683|0.148372218|106.9180086|-0.026060474|10.01980854|44.50423685|0.64116122|-29.9621436|55.48373932|0.44289006|613.6886524|-995.3056298|-13.53252578|0.35883878|15.53902041|0.794977846|6235.398576|-717.2238666000001|0.022735861|-203.4434306|16.38361254|1.0|0.0|1.0|1.0|2.0|3.67|0.26|4.18|67.66|0.0|125.17|0.0|1.0|31.0|5.0|-6.34|436.91|0.0|3.94|-5.05|1.5399999999999998e-05|8.89e-06|3.7|0.0|1.5e-09|6.55e-07|-0.05682|2.97|3.6829|-1778.127634|692.49|252.79|548.86|0.48011|0.68986|0.2839|0.03062031|0.1|7.0|7.0
19g_a38|0.0|1|0|0|3.229090845|7.412764017000001|2|2|1.297044182|0.0|-0.008497058|5.351858133|2|0.042419753|-0.037579797|0.0|-0.458841138|10.96052467|1|-0.004358975|-0.096139701|-0.098027247|1|-0.063110203|0|-0.114243258|-54.62049927|-72.29378538|0.279993731|177.181631|-0.038842708|9.191644336|18.41027014|0.719941993|-34.56416368|69.14572278|0.455443492|455.6240763999999|-1228.994351|-15.5542928|0.280058007|11.62016299|0.836356715|6631.17356|-777.7146399000001|0.0228937029999999|-278.3610963|14.48726605|1.0|1.0|1.0|1.0|3.0|2.52|0.14|3.55|81.23|0.0|125.65|0.0|1.0|31.0|5.0|-6.81|419.43|0.0|2.97|-4.33|5.68e-05|4.67e-05|2.88|0.0|7.599999999999999e-08|3.19e-05|-0.05479|3.66|3.6887|-1431.419426|638.82|234.97|475.84|0.3937|0.69982|0.0962|0.03244515|42.0|7.3778|7.3778
4h_a46|-3.74433321|0|0|0|0.0|7.825245291|1|1|0.3002050539999999|2.134072222|-0.005778576|5.587248657999999|2|0.040890805|-0.057256598|0.0|-0.404500343|10.31928028|1|0.003087227|-0.0932537609999999|-0.030014575|2|0.075704004|0|-0.083997524|-65.24476749|-65.90523417|0.232755725|182.6222935|-0.0305445539999999|6.198442205|19.09455432|0.805506105|-51.19164773|73.14480467|0.4866209529999999|601.9869510999999|-1581.72562|-18.803584|0.194493895|15.85230406|0.947878486|7808.347937|-1241.036544|0.011589523|-479.405829|9.093247153|1.0|0.0|1.0|1.0|2.0|2.99|0.3|3.46|124.17|0.0|142.08|0.0|1.0|36.0|6.0|-6.38|502.63|1.0|3.82|-5.69|2.97e-07|2.06e-06|4.21|1.0|6.38e-10|3.210000000000001e-07|-0.0389199999999999|8.5|4.18|-1923.926093|792.61|292.11|682.14|0.55428|0.54445|291.0|0.04729184|229.0|6.6402|6.6402
6_a15|0.0|0|0|0|0.0|0.0|0|0|1.419941278|0.0|-0.00951284|0.0|1|0.042926829|0.106485923|0.0|-0.513693384|10.95880677|0|0.003942615|0.153430865|-0.195267558|1|0.0371776429999999|0|-0.123000073|-41.14459066|-71.76572566|0.140691569|82.0880213|-0.0307500179999999|10.03794313|55.65697829|0.581974721|-24.00625743|58.34873264|0.3902945579999999|501.3728188|-932.9544335|-10.46812265|0.4180252789999999|10.02135591|0.640136254|5589.043165|-544.3423775|0.029449813|-95.65807914|17.18281248|1.0|1.0|0.0|1.0|1.0|4.03|0.23|4.43|61.84|0.0|109.7|0.0|1.0|28.0|5.0|-5.33|380.44|0.0|4.11|-5.14|2.16e-06|7.32e-06|4.64|0.0|1.13e-08|4.3e-06|-0.02419|3.94|3.7696|-1263.0243449999998|612.22|285.52|545.21|0.65191|0.70554|0.0113|0.01711539|35.0|7.4559|7.4559
18_a3|0.0|1|0|0|2.897754472|6.605297921|0|0|1.43179288|0.0|-0.003487792|4.59511985|3|0.034712644|0.08269134|1.742872103|-0.122072724|10.96965878|1|0.005799063|0.150826737|-0.035611069|3|0.0355413979999999|1|-0.0846755|-31.07331853|-37.67445366|0.158042379|70.31739201|-0.031753312|2.73114076|0.0|0.682492203|-13.82537222|37.21171433|0.483376636|374.610053|-452.0934439|-6.285899403999999|0.317507797|10.24658906|0.935646099|3928.183499|-201.1487809|0.02363555|-162.3915791|10.51610501|0.0|0.0|1.0|1.0|1.0|1.81|0.0|3.42|67.35|0.0|80.35|0.0|1.0|21.0|4.0|-6.7|273.29|0.0|2.21|-3.27|0.0015|0.000537|1.79|0.0|1.49e-07|4.07e-05|-0.05769|1.85|3.9765|-889.9619321|482.41|311.79|330.54|0.6671699999999999|0.6671699999999999|0.3326|0.02173162|0.03|7.5229|7.5229
14ac_a23|0.0|0|1|1|0.0|7.423568444|0|0|1.1979507740000002|2.7104403130000003|-0.011656739|5.351858133|2|0.048351548|0.016532702|0.544211741|-0.66443411|10.3132169|2|-0.004445662|0.068237909|-0.069765112|2|0.1374474|1|-0.097100967|-66.72452104|-73.32014595|0.068856366|51.99287907|-0.043970249|9.597200637|0.327656318|0.8077820920000001|-50.3831402|79.43449928|0.489147172|703.0989434999999|-1759.6835030000002|-25.07023818|0.192217908|15.90074614|0.95751094|9203.543798|-1328.722623|0.019122137|-464.8074813999999|14.43896921|1.0|1.0|1.0|1.0|1.0|3.34|0.12|5.52|105.02|1.0|130.29|0.0|1.0|38.0|10.0|-5.84|547.48|1.0|5.43|-6.65|4.92e-08|2.24e-07|5.35|2.0|9.25e-10|5.06e-07|-0.08813|4.93|3.6325|-2304.001319|751.54|309.85|627.76|0.6408|0.69962|0.2391|0.02262555|4.0|8.3851|8.3851
31_a47|0.0|0|1|1|0.0|6.842683282|0|0|1.304326813|1.441825189|-0.00869363|4.727387819|2|0.042906977|-0.086842911|1.198626524|-0.417294247|10.9497221|1|-0.006265667|-0.188419195|-0.035190699|2|-0.1978980839999999|1|-0.1056956209999999|-66.4670426|-65.56344002|0.303979962|188.5600536|-0.037580665|8.234748813|81.01707367|0.70664003|-41.22978713|79.74238158|0.4741051329999999|431.7441681|-1049.01504|-14.46018796|0.29335997|15.6194341|0.901520747|6019.5391740000005|-650.7084581|0.024209265|-256.3593656|15.01710904|1.0|1.0|1.0|1.0|2.0|2.38|0.1|3.23|98.72|0.0|109.21|0.0|1.0|29.0|5.0|-6.78|410.83|0.0|2.94|-4.39|2.56e-05|4.03e-05|2.86|0.0|2.42e-08|9.95e-06|-0.0532|4.2|3.6369|-1735.435432|642.11|311.96|508.69|0.68276|0.69894|83.0|0.03449081|16.0|7.8|7.8
12ac_a36|0.0|1|0|0|3.4419617660000004|7.412764017000001|2|2|1.297043188|0.0|-0.007639626|5.351858133|2|0.042560386|0.03586247|0.0|-0.450737917|10.95345846|1|0.0018565629999999|0.060445359|-0.098698552|1|0.135371136|0|-0.104391657|-55.68500110000001|-72.4798052|0.220326632|152.9742102|-0.036062573|10.36858115|20.70356046|0.7316461470000001|-38.66245764|70.61872461|0.44477577|541.3322795|-1377.116299|-17.38437788|0.268353853|14.63702516|0.801074136|6378.288017|-956.1407834|0.020208014|-321.66684580000003|14.03055543|1.0|0.0|1.0|0.0|2.0|0.0|0.17|3.16|86.27|0.0|133.95|0.0|1.0|32.0|5.0|-7.21|423.47|0.0|1.84|-3.95|0.000154|0.000112|2.36|0.0|1.29e-07|5.4600000000000006e-05|-0.0527399999999999|4.84|3.8594|-1385.606133|711.77|319.2|554.84|0.56186|0.56357|0.0249|0.03998989|13.0|7.8861|7.8861
6_a3|0.0|0|0|0|0.0|6.823286122000001|0|0|0.605016564|0.0|-0.008934536|4.727387819|2|0.038650794|-0.025021661|2.000787282|-0.330577816|10.3116226|1|-0.006696449|-0.0445675709999999|0.020589494|2|-0.155862559|1|-0.098669224|-52.01903278|-49.23401228|0.216677977|108.118071|-0.037726468|2.7192240510000003|77.06094911|0.80281499|-25.95647951|57.46859326|0.387883362|390.8623623|-640.0421597|-9.393191593|0.19718501|8.982311462|0.633675574|4992.54948|-319.3685142|0.0150025189999999|-302.19751|7.485963593999999|1.0|1.0|1.0|1.0|1.0|2.65|0.0|4.96|92.93|0.0|95.5|0.0|1.0|23.0|3.0|-5.68|338.81|0.0|3.63|-4.87|3.67e-06|1.34e-05|3.79|0.0|3.28e-08|1.11e-05|-0.06529|3.09|3.3963|-1731.735113|524.88|212.74|366.93|0.3369|0.69323|129.0|0.03079258|1778.0|5.7501|5.7501
43_a18|0.0|0|0|0|0.0|7.03438793|2|2|1.251175234|0.0|-0.005099385|4.844187086|1|0.033734062|-0.05314954|0.0|-0.397752066|10.94702053|0|0.003801459|-0.079184068|-0.140532044|0|-0.023109314|0|-0.0822489459999999|-54.49271386|-63.87648583|0.147655113|114.6724699|-0.0311212229999999|4.156080507|21.60709738|0.8743733490000001|-42.32033664|59.84418608|0.481954273|661.9512957999999|-1788.541603|-18.77059344|0.125626651|19.33108376|0.930331529|7428.282915000001|-1389.023915|0.007193089|-581.4944803999999|5.5863235410000005|0.0|0.0|1.0|1.0|2.0|0.0|0.34|4.5|76.5|1.0|160.76|0.0|1.0|38.0|3.0|-5.78|508.65|0.0|3.48|-5.96|3.55e-07|1.09e-06|5.1|1.0|2.52e-10|1.28e-07|-0.04949|8.79|3.2233|-1611.621186|843.1|384.65|702.4|0.6926800000000001|0.6926800000000001|0.5429|0.02315412|625.0|6.2041|6.2041
12an_a36|0.0|1|0|0|3.489959714|7.412764017000001|2|2|0.6294007110000001|0.0|-0.0070293469999999|5.351858133|2|0.042739018|0.0966393909999999|0.0|-0.407702102|10.33556631|1|0.003710345|0.170355752|-0.07550872|1|-0.009636347|0|-0.105145528|-49.67568778|-71.0446809|0.163559846|110.5140393|-0.036995649|7.903608682000001|0.0|0.783512615|-33.56484523|61.37296195|0.44576647|565.1654879|-1349.848937|-16.89009799|0.216487385|15.82907093|0.8042935809999999|6162.848939|-912.0652916|0.015771136|-383.1273396|10.65623343|1.0|1.0|1.0|1.0|2.0|0.0|0.17|3.33|94.5|0.0|135.47|0.0|1.0|31.0|4.0|-6.64|427.52|0.0|2.33|-4.51|1.4300000000000002e-05|3.09e-05|3.19|0.0|8.95e-08|3.83e-05|-0.05561|3.37|3.7872|-1670.452238|718.98|239.49|571.76|0.44822|0.69094|0.0644|0.0345115999999999|0.04|7.3979|7.3979
4b_a46|0.0|0|0|0|0.0|7.825245291|1|1|1.1346370890000002|2.189591837|-0.00113356|5.587248657999999|2|0.047736111|-0.082722572|0.0|-0.058945144|10.96200942|1|0.011806162|-0.128843936|-0.079238184|2|-0.263387881|0|-0.070236212|-28.58477842|-38.30877966|0.064754938|35.31914031|-0.0229342729999999|2.251475261|56.7922535|0.8104680259999999|-15.59093155|32.7126858|0.428987199|510.1086157|-612.9404746|-6.822749952000001|0.189531974|10.09436488|0.751274223|4681.895329999999|-334.31474760000003|0.007963679|-338.6757579|4.343611349|1.0|0.0|1.0|1.0|0.0|3.03|0.38|4.69|43.6|0.0|101.7|0.0|1.0|25.0|3.0|-5.67|332.44|0.0|3.76|-4.63|4.49e-05|2.35e-05|3.74|0.0|6.38e-08|2.12e-05|-0.02729|3.98|4.5515|-1033.556797|588.79|272.4|508.79|0.68682|0.68682|0.1784|0.02176759|548.0|6.2612|6.2612
47t_a18|0.0|0|0|0|0.0|7.03438793|1|1|1.25117758|0.0|-0.0128248239999999|4.844187086|0|0.03672956|0.018018036|0.0|-0.756664598|10.94702032|0|-0.004985656|0.027313444|-0.068787175|0|0.005590928|0|-0.103295568|-79.78154029|-69.13537385|0.32796681|219.5070758|-0.040580402|6.301435212|78.43695402|0.804531523|-53.39751484|89.19655162|0.49779009|449.789539|-1520.978225|-18.17831387|0.195468477|17.48280476|0.991199259|6603.597038|-1017.985577|0.016238994|-407.6438346000001|10.86870356|0.0|0.0|1.0|0.0|3.0|0.0|0.15|2.6|110.56|1.0|129.21|0.0|1.0|33.0|4.0|-6.46|441.48|0.0|2.15|-4.77|2.65e-06|1.7100000000000002e-05|3.57|0.0|3.09e-08|1.36e-05|-0.06822|9.4|3.1164|-1470.873743|703.76|397.84|601.36|0.6895100000000001|0.6895100000000001|0.5502|0.03767603|782.0|6.1068|6.1068
47a_a18|0.0|0|0|0|0.0|7.03438793|1|1|0.403918489|0.0|-0.006027559|4.844187086|0|0.033641026|0.043161338|0.0|-0.464122017|10.35082811|0|-0.000633273|0.066507683|-0.232940071|0|-0.008965701|0|-0.099310031|-67.93456546|-81.42570819|0.2212091389999999|181.3725215|-0.036234741|9.49531639|110.0917322|0.7936193709999999|-55.70051708|79.51543089|0.483193636|638.5417107999999|-2198.494121|-24.3591435|0.2063806289999999|19.74153879|0.934960691|8405.670404|-1802.576619|0.014835962|-481.4854016|12.16421601|1.0|1.0|1.0|1.0|3.0|0.0|0.28|0.48|123.06|1.0|158.24|1.0|1.0|39.0|5.0|-6.49|547.67|0.0|2.02|-5.58|1.8100000000000002e-07|2.62e-06|4.44|1.0|5.4e-09|2.95e-06|-0.05191|8.82|3.1947|-2098.807018|874.47|388.09|813.01|0.69508|0.69508|0.6094|0.0339441|1.0|9.0|9.0
4i_a46|0.0|0|0|0|0.0|7.825245291|1|1|1.1346370959999998|2.184105962|-0.002360192|5.587248657999999|1|0.049498645|-0.088884176|0.0|-0.127450387|10.94638684|1|0.011931187|-0.133434195|-0.060809732|1|-0.0656636|0|-0.075208437|-33.08099617|-42.48203383|0.0592195629999999|33.45060163|-0.025069479|4.997521397|70.55661087|0.763831778|-18.68604171|41.92840157|0.406629719|531.4066842|-722.1945751000001|-7.998762108999999|0.2361682219999999|10.47951666|0.685288314|4893.587424|-407.9368676|0.011626803|-298.0546045|6.567484272000001|1.0|1.0|1.0|1.0|0.0|3.5|0.36|4.79|39.94|0.0|105.43|0.0|1.0|26.0|3.0|-5.31|347.45|0.0|4.16|-5.04|1.16e-05|9.13e-06|4.38|0.0|5.04e-08|1.75e-05|-0.01646|4.46|4.4232|-1092.730494|611.74|229.66|546.24|0.41877|0.69035|0.1421|0.02614355|612.0|6.2132|6.2132
6b_a40|0.0|0|0|0|0.0|8.421342866|1|2|0.604892326|1.710647518|-0.014861289|6.401917197|0|0.039863946|-0.137534783|0.6899826|-0.698480566|10.30179924|2|-0.004728928|-0.248560671|-0.018582337|0|0.003163118|1|-0.118488624|-72.13527644|-79.36130196|0.246568426|165.1465831|-0.049599889|6.544506614|34.43877986|0.878140798|-48.31476032|81.90640622|0.442509019|504.6333458|-1428.503435|-22.2507658|0.1218592019999999|12.51342818|0.793750992|8482.600495|-956.7829293|0.011838681|-506.5422338|7.929311055|1.0|1.0|0.0|1.0|1.0|3.36|0.21|5.67|173.43|2.0|130.16|1.0|2.0|31.0|5.0|-5.85|511.42|1.0|4.21|-6.18|3.86e-09|6.55e-07|5.03|1.0|6.21e-06|0.00318|-0.09533|8.98|3.1026|-3290.775349|687.2|399.62|552.01|0.69429|0.69429|0.4962|0.03026498|0.03|7.5229|7.5229
3d_a32|0.0|1|1|1|3.503398526|7.765993078999999|0|0|0.609420786|0.0|-0.006420365|5.733341277|0|0.041161616|-0.0620110029999999|2.230648962|-0.269655316|10.31100276|3|0.002004382|-0.1131110759999999|-0.076494363|0|-0.069007775|1|-0.093187219|-37.19367587|-50.45435743|0.107154498|58.01666174|-0.02867299|4.22710649|0.0|0.720540286|-20.13777259|45.000975700000005|0.427813496|483.4133562|-605.4522892000001|-8.405385739|0.2794597139999999|10.75032687|0.747681906|4752.534658|-327.8100438|0.0160633|-238.8142619|8.697152881000001|1.0|1.0|1.0|1.0|1.0|3.11|0.24|6.97|110.94|0.0|97.86|0.0|1.0|23.0|3.0|-5.18|340.47|0.0|4.32|-5.13|2.81e-07|7.36e-06|4.5|0.0|5.13e-08|1.75e-05|-0.05482|3.42|3.5105|-1672.758552|569.29|353.18|465.41|0.7035100000000001|0.7035100000000001|0.5031|0.02457348|8.0|8.0915|8.0915
5a_a49|0.0|0|0|0|0.0|7.853604813|2|2|1.343848751|2.111324504|-0.009147269|5.777652323|2|0.034466231|-0.072902329|1.878067786|-0.493952547|10.92976459|1|0.008623164|-0.1205081119999999|-0.158356406|2|0.001251171|1|-0.0787216|-42.1802818|-46.04810561|0.199909945|116.9370825|-0.027311576|9.77851757|54.35929907|0.6069287529999999|-24.67330519|58.89715956|0.490453006|468.0117167|-782.8177953|-9.345067946|0.393071247|11.91885068|0.962527525|6294.404170000001|-457.9083293000001|0.0270848489999999|-125.09569170000002|15.84324998|0.0|1.0|1.0|1.0|0.0|2.93|0.22|3.3|73.14|0.0|116.62|0.0|1.0|30.0|5.0|-6.84|397.43|0.0|2.93|-4.29|0.000146|5.09e-05|2.65|0.0|1.1900000000000001e-07|4.72e-05|-0.05062|4.14|3.9219|-1311.995327|625.06|236.42|443.78|0.31953|0.66225|0.0529|0.03478454|43.0|7.3665|7.3665
8b_a31|0.0|1|0|0|3.37710223|7.765993078999999|1|1|0.610137861|0.0|-0.013629145|5.733341277|0|0.041161616|-0.130371116|0.0|-0.57242407|10.31170011|2|-0.006785954|-0.222667869|-0.05421947|0|-0.058494079|0|-0.132574249|-63.04219151|-69.24221375|0.392380774|204.9365822|-0.040792077|8.823644775|472.8995873|0.703469355|-32.92631065|79.93633765|0.479278|317.3534883|-830.906565|-11.12754483|0.296530645|11.79588561|0.920410507|4696.728592|-433.9742484|0.02483711|-212.5400476|12.97217579|0.0|1.0|1.0|1.0|2.0|2.71|0.25|4.52|114.29|0.0|88.64|0.0|2.0|23.0|5.0|-6.87|328.39|0.0|2.52|-3.4|8.97e-05|0.000399|2.02|0.0|1.86e-06|0.00061|-0.0325|1.77|3.8582|-1386.852117|566.18|321.36|439.96|0.70036|0.70036|0.2643|0.03659821|2.2|5.6576|5.6576
8h_a8|0.0|1|0|0|2.975382653|7.05012252|0|0|1.3918396709999998|1.241306689|-0.010324979|4.844187086|0|0.046205674|0.008138299|0.0|-0.485274006|10.94341368|1|-0.007036544|0.021094825|0.09830823|0|0.111824921|0|-0.11302328|-72.14530885|-66.4523265|0.397594866|233.7669182|-0.048805507|3.871662077|53.78973456|0.918315905|-42.41801879|78.73029948|0.451435543|354.18563860000006|-1262.594204|-16.87148841|0.081684095|13.58738632|0.822939833|5956.417906000001|-742.3454901|0.00764059|-491.8998117|4.492304417|0.0|0.0|0.0|0.0|2.0|2.73|0.0|4.69|80.88|0.0|105.27|0.0|1.0|29.0|4.0|-5.98|391.37|0.0|4.01|-5.0|6.11e-06|1.01e-05|3.82|0.0|1.13e-08|4.43e-06|-0.06344|7.71|3.7327|-1361.651799|608.39|258.25|480.09|0.56196|0.69844|272.0|0.03330037|11.59|4.9359|4.9359
17_a47|0.0|1|1|1|3.011740664|6.605297921|0|0|1.4168589319999998|0.0|-0.003764469|4.59511985|3|0.031802469|-0.105849578|1.699575434|-0.2032813319999999|10.9385382|1|0.004477366|-0.180898239|-0.0184347939999999|3|-0.034891905|1|-0.082994667|-43.82821253|-50.62550618|0.147717593|90.10552332|-0.02987808|4.806157636|0.0|0.7457517659999999|-26.73455447|51.70735256|0.46147021|519.8795281|-911.2591113|-11.11708872|0.2542482339999999|13.10144249|0.8569074879999999|5854.9736840000005|-555.8544359|0.0159160889999999|-299.80980739999995|9.708576558|1.0|0.0|1.0|1.0|2.0|2.39|0.08|5.12|79.38|0.0|119.83|0.0|0.0|30.0|4.0|-5.83|392.46|0.0|3.85|-5.21|3.98e-06|6.11e-06|4.03|0.0|7.96e-11|3.12e-08|-0.04873|3.07|4.2784|-1254.985125|656.78|289.79|477.67|0.6844100000000001|0.6844100000000001|0.4308|0.04130125|5.0|8.3|8.3
9_a10|0.0|0|0|0|0.0|7.535296702|1|1|1.377786667|1.998759814|-0.004530817|5.4161004020000005|2|0.03590535|-0.048732912|1.754798254|-0.285441469|10.92721632|1|0.007847998|-0.079150788|-0.1475423119999999|2|-0.000865755|1|-0.084348428|-40.90513782|-59.80726117|0.130554786|92.56988349|-0.028592687|6.959437141|59.95939417|0.73129178|-29.00379197|50.72029356|0.45291714|616.4802143999999|-1196.145223|-14.37503199|0.26870822|16.02210901|0.827876677|6606.83687|-848.1268877|0.015893979|-327.9949188|11.26962754|1.0|1.0|1.0|1.0|1.0|3.2|0.23|3.69|75.94|0.0|130.71|0.0|1.0|33.0|5.0|-6.87|438.52|0.0|3.07|-4.44|5.920000000000001e-05|3.64e-05|2.97|0.0|1.17e-08|5.14e-06|-0.06118|4.51|3.7309|-1410.041793|740.24|222.72|631.5|0.2242|0.68962|0.0041|0.03583924|193.0|6.7144|6.7144
14k_a23|0.0|0|1|1|0.0|7.423568444|0|0|1.1979621459999998|3.358995671|-0.005866159|5.351858133|2|0.046283951|0.04479394|0.74561778|-0.299174093|10.31321813|2|0.009263715|0.082632648|-0.071484865|2|0.140087361|1|-0.079899943|-37.43135588|-53.17069631|0.077602272|51.64167457|-0.033999976|8.338417622|80.31548917|0.783562394|-24.9092952|49.96154892|0.486654314|613.8243395|-1063.413926|-15.05671972|0.216437606|15.99703938|0.948005074|6715.186162999999|-707.6658267999999|0.016348271|-377.4022725|10.87921891|0.0|1.0|0.0|1.0|1.0|3.56|0.05|4.0|105.02|1.0|125.29|0.0|1.0|31.0|4.0|-6.03|445.93|0.0|3.99|-5.55|7.49e-07|2.83e-06|4.21|0.0|1.02e-08|4.55e-06|-0.07933|4.1|3.6421|-2089.524497|691.9|340.42|552.65|0.63765|0.63765|0.4694|0.02271117|4.0|8.4123|8.4123
12bi_a36|0.0|1|0|0|3.466222049|7.412764017000001|2|2|1.297042566|0.0|-0.00902707|5.351858133|2|0.043854875|0.03474497|0.0|-0.559678363|10.95958518|1|0.002872872|0.056936052|-0.176729938|1|0.0997949019999999|0|-0.107613368|-57.89562053|-75.1419557|0.214998882|150.12481100000002|-0.027831043|16.87080604|0.0|0.4996603229999999|-40.42611289999999|82.05687954|0.461975362|548.1337538|-1127.129336|-13.56944331|0.500339677|15.71382803|0.85865094|6572.410403|-787.0277122|0.037590587|0.474365004|26.24794923|1.0|0.0|1.0|1.0|2.0|0.0|0.21|2.83|87.66|0.0|136.74|0.0|1.0|33.0|6.0|-7.13|441.49|0.0|1.75|-4.15|7.75e-05|7.13e-05|2.62|0.0|1.6100000000000005e-07|7.11e-05|-0.0510199999999999|2.68|3.6851|-1461.997992|742.94|319.1|603.92|0.68181|0.69207|0.0252|0.0318395999999999|14.0|7.8539|7.8539
3a_a12|0.0|0|0|0|0.0|0.0|1|1|1.28383802|0.0|-0.007671441|0.0|2|0.032544803|-0.1231529169999999|0.0|-0.322200517|10.95455336|0|-0.001011111|-0.205054123|-0.072889493|1|-0.021522321|0|-0.090803706|-34.84701355|-44.430225|0.128014506|62.63745781|-0.034924502|2.258466332|0.0|0.781050096|-17.05063286|39.46272532|0.462077145|426.6622302|-666.453375|-8.361421244|0.2189499039999999|11.01449587|0.859002624|4230.717811|-326.0954285|0.015909241|-275.0354486|7.784386645|1.0|1.0|0.0|1.0|1.0|2.74|0.05|3.43|37.28|0.0|97.52|0.0|1.0|23.0|3.0|-5.88|298.34|0.0|2.98|-4.06|0.00025|8.8e-05|3.15|0.0|3.13e-08|9.33e-06|-0.06829|3.33|3.7304|-951.3711872|528.84|292.86|383.08|-0.34688|0.66895|128.0|0.023184956|194.0|6.7122|6.7122
