molecula|SddssS|n9FaRing|SRW09|nAHRing|nARing|BCUTs-1|SRW07|n6HRing|MATS7i|SaaaC|AATSC1are|BCUTi-1|n5aHRing|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|PBF|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|pIC50|pIC50
8b_a12|0.0|0|0.0|1|1|1.283836078|0.0|2|0.028584223|0.0|-0.010117477|10.95438057|0|0.003898807|0.006468729|-0.659952678|1|0.89481633|0.7407532059999999|-0.010950243|-0.183648492|0.856390139|0|0.740926309|-0.116554734|0.4384536329999999|-60.97837482|-67.44287685|6.513753986|149.9096134|-0.045608374|76.80174559999999|0.888936354|-35.28434152|72.85978933|67.49212879999999|0.480938153|2388.888334|428.7273481000001|-15.27062922|0.111063646|6.373278096|12.27845608|0.926552694|64.26553043|29.68794201|-450.1059006|1365.645333|510.3677388|5.416912474|0.0|1.0|2.0|4.11|-7.45|1.9|80.37|2.23|1.0|0.0|110.58|1.0|4.0|-4.1|27.0|4.0|0.0|2.51|-4.01|7.890000000000001e-05|9.74e-05|2.76|0.0|3.7446|-1159.405202|-1159.365835|611.93|1020.47|460.08|0.53425|127.0|-0.15294|4.2554|0.03936706|6.58|6.58
47r_a18|0.0|0|7.03438793|1|1|0.403924645|4.844187086|0|0.041686585|0.0|-0.005176133|10.35082951|0|-0.233665901|-0.362261236|-0.360670551|0|0.806477847|0.7698681909999999|0.017110504|-0.048143486|0.7554975009999999|0|0.769578222|-0.087091542|0.26560995|-62.75220741|-65.12700692|11.59378448|172.30927739999998|-0.031669652|60.66168882|0.688074851|-46.92606587|81.99788849|74.34599189|0.49394971|3389.050097|575.4901675|-17.70979622|0.311925149|9.819988422|19.40516312|0.976088187|233.2574532|34.41856352|-281.2845386|2271.625192|1005.982493|16.87088158|1.0|1.0|2.0|4.55|-7.46|3.76|111.03|2.23|3.0|1.0|145.82|1.0|9.0|-6.65|36.0|4.0|0.0|2.2|-5.64|2.26e-07|2.31e-06|4.59|1.0|3.1705|-1964.841529|-1964.813473|790.57|1387.23|729.75|0.69545|0.6007|-0.13021|2.3873|0.02805567|6.6364|6.6364
12al_a36|0.0|0|7.412764017000001|2|2|1.297043737|5.351858133|2|0.1030147719999999|0.0|0.00127667|10.96020817|1|-0.1430106119999999|-0.239932418|-0.404703593|1|0.8913597320000001|0.8344566859999999|0.125005134|-0.055405405|0.84179881|0|0.801179217|-0.105915949|0.2689491989999999|-51.22331485|-69.69632923|17.71943397|130.8308989|-0.035305316|0.0|0.671084645|-33.70669917|86.77628559|68.94274882|0.456856406|2843.740855|527.2034213000001|-15.28752554|0.328915355|8.774664332|16.15533063|0.841133748|216.4375922|34.61874732|-225.1591357|1869.412355|679.7230552999999|17.07995636|1.0|0.0|2.0|4.81|-6.69|1.89|78.43|1.72|1.0|0.0|130.24|1.0|6.0|-3.95|31.0|5.0|0.0|1.81|-4.07|0.000113|8.499999999999999e-05|2.65|0.0|3.5511|-1347.479819|-1347.445127|702.95|1181.84|554.23|0.6945399999999999|0.0095|-0.14558|6.4473|0.03469224|7.3188|7.3188
12b_a30|0.0|0|7.412764017000001|2|2|0.604984682|5.351858133|2|-0.074391852|0.0|0.001139238|10.31162898|1|-0.0541804029999999|-0.120380857|-0.468842459|1|0.669561738|0.824373792|-0.009146339|-0.1240820219999999|0.64876559|0|0.764737577|-0.09915679|0.383979687|-53.05077947|-62.96700664|11.01246349|149.39744040000002|-0.038448551|0.0|0.798520682|-33.68855323|73.02913136|64.06324295|0.4676268939999999|2849.095245|485.6272203|-15.50462119|0.201479318|7.393647884|13.88809428|0.878381889|127.9443353|30.57626261|-379.1359902|1498.236868|618.6004214|10.06212472|1.0|0.0|1.0|4.63|-6.9|3.18|81.65|3.2|2.0|0.0|127.24|1.0|5.0|-5.39|30.0|5.0|0.0|2.92|-5.01|4.12e-06|9.71e-06|3.97|0.0|3.5207|-1675.0107779999998|-1674.977262|673.18|1130.68|516.78|0.3159099999999999|0.1525|-0.1493799999999999|3.7327|0.03351603|8.1543|8.1543
17a_a6|0.0|0|7.412764017000001|1|1|1.424257628|5.351858133|1|0.04129257|0.0|-0.00460563|10.94948984|1|-0.10896749|-0.180339002|-0.5624663560000001|1|0.850080948|0.7722228729999999|0.08716369|-0.106323149|0.8013954109999999|0|0.753082653|-0.109388399|0.350977745|-63.02857512|-71.75703418|20.43213226|161.9738174|-0.041567592|554.1936506|0.77193498|-41.34573382|84.75077935|83.46070738|0.483320982|2816.084228|494.010135|-17.887155899999996|0.22806502|8.337470517|16.13665395|0.935437602|149.60699319999998|35.323795000000004|-356.769966|1766.18975|627.4287311|12.99374518|1.0|1.0|2.0|3.52|-9.01|4.32|95.85|1.7|2.0|0.0|116.79|1.0|5.0|-5.81|31.0|5.0|0.0|3.59|-5.17|1.56e-06|6.69e-06|4.09|0.0|2.9753|-1350.102634|-1350.078838|696.96|1167.16|574.02|0.69627|0.0101|-0.12425|4.1627|0.02379552|7.6198|7.6198
3b_a12|0.0|0|0.0|1|1|1.283824445|0.0|2|-0.1215705419999999|0.0|-0.004028952|10.9540388|0|-0.071149325|-0.116772665|-0.547002361|1|0.914614654|0.768772928|-0.008328578|-0.007397776|0.802482465|0|0.903204699|-0.088443201|0.073824142|-33.57216667|-46.11064215|5.401901357000001|50.46508298|-0.034016616|0.0|0.7688221909999999|-17.50314491|54.77629766|38.97406803|0.390744506|2186.64676|470.8937285|-9.246226764|0.2311778089999999|6.6333156660000006|10.88757628|0.64134753|120.5265876|23.06757345|-280.3056362|899.6353646|406.0361621|8.665655511|1.0|1.0|1.0|3.82|-8.1|3.14|37.28|3.99|1.0|0.0|102.53|1.0|3.0|-4.26|24.0|3.0|1.0|3.59|-4.64|5.539999999999999e-05|2.28e-05|3.78|0.0|3.7741|-1410.971864|-1410.947421|548.05|915.37|426.66|0.53738|0.2418|-0.15229|5.9551|0.02444371|7.3098|7.3098
19_a20|0.0|0|6.842683282|0|0|1.4009239059999998|4.727387819|3|0.103271147|1.622562232|-0.006620594|10.94899558|1|-0.049177437|-0.083481481|-0.5838248970000001|3|0.811128636|0.7619768840000001|-0.143992458|-0.105118869|0.7741509329999999|1|0.754452534|-0.099685049|0.25624423|-60.26825633|-65.49811346|8.964643162|161.33709|-0.038340404|88.19441661|0.796070588|-39.5992891|75.98477124|69.23289949|0.483310517|2849.084477|495.7134289|-16.55214209|0.203929412|7.950138729|15.38668579|0.935398401|133.9919257|31.64490997|-389.0666676|1645.535318|684.5377542|10.48665779|1.0|1.0|2.0|3.49|-9.63|4.08|110.44|1.33|1.0|0.0|122.86|1.0|5.0|-4.89|32.0|5.0|0.0|3.16|-4.57|1.29e-05|2.6600000000000003e-05|2.91|0.0|3.3616|-1368.413151|-1368.378274|687.79|1190.68|519.34|0.6987399999999999|0.2998|-0.13903|4.2507|0.03487615|5585.0|5585.0
12r_a30|0.0|0|7.412764017000001|2|2|0.604984545|5.351858133|2|-0.093079817|0.0|-0.002544958|10.31162892|1|-0.0546637159999999|-0.145315868|-0.44083509|1|0.609043558|0.83236194|-0.007140234|-0.105767484|0.591758164|0|0.72072745|-0.109990462|0.451652492|-58.32042638|-71.0931422|12.36992712|180.5098625|-0.040404659|0.0|0.790065337|-37.69583567|82.06195604|70.6903535|0.464481911|2976.944611|465.8474777|-16.88017015|0.209934663|7.467190577999999|13.94386247|0.867350555|135.6928105|33.05530181|-374.9717191|1619.709789|616.2856203|10.96881384|1.0|0.0|1.0|4.66|-7.16|3.74|81.65|3.58|2.0|0.0|127.19|1.0|5.0|-5.49|31.0|6.0|0.0|3.21|-5.17|3.24e-06|6.71e-06|4.07|0.0|3.5111|-1774.236548|-1774.2026670000002|679.64|1141.54|516.03|0.32409|0.1522|-0.14894|5.2021|0.03388131|7.5317|7.5317
3t_a32|0.0|1|7.765993078999999|0|0|0.609420752|5.733341277|0|0.028527045|2.141978747|9.83e-05|10.31100267|3|-0.070331512|-0.122301673|-0.496165036|0|0.710773544|0.822076702|0.0466380209999999|-0.146047869|0.687253845|1|0.828676243|-0.0974995|0.217914628|-50.65701113|-61.58101978|8.995863948|108.2086749|-0.026967947|0.0|0.684474482|-31.99514268|72.43498782|59.65287508|0.481726305|2530.60497|523.3947687|-10.75813179|0.315525518|8.107111779|15.64252992|0.929482453|199.2870037|24.88485469|-233.0294362|1169.58817|582.0730423|10.85396804|1.0|1.0|1.0|3.58|-8.01|5.42|128.01|1.74|2.0|0.0|112.48|1.0|7.0|-6.48|27.0|4.0|0.0|4.46|-4.93|3.28e-07|1.16e-05|4.09|0.0|3.5487|-1864.708995|-1864.678788|677.16|1129.24|575.45|0.70286|0.2906|-0.14739|1.2641|0.03020622|8.0458|8.0458
4d_a46|0.0|0|7.825245291|1|1|1.134637067|5.587248657999999|2|-0.131948546|0.0|0.0116902869999999|10.96333164|1|-0.0814707009999999|-0.1271933999999999|-0.240143042|2|0.6535171|0.764741337|-0.213089038|-0.103199079|0.623144956|0|0.936057958|-0.070772596|0.290035518|-30.95621863|-38.85529917|4.750218646|35.10521457|-0.024616555|74.62074724|0.813427965|-16.99546444|43.60839351|35.70643728|0.441136013|2181.291783|513.9109507000001|-7.419891252999999|0.186572035|5.757075209|10.30138878|0.7893441379999999|102.4310631|16.6147308|-344.15403910000003|764.2776167999999|509.0572545|4.753094337|1.0|0.0|0.0|3.78|-7.41|5.11|43.6|2.84|2.0|1.0|101.75|1.0|2.0|-4.93|25.0|3.0|1.0|4.11|-5.11|1.18e-05|7.8e-06|4.3|0.0|4.4265|-1453.840712|-1453.817782|588.18|1009.78|503.76|0.69884|0.1313|-0.18639|3.5318|0.02292966|6.2865|6.2865
12j_a30|0.0|0|7.412764017000001|2|2|0.604984421|5.351858133|2|-0.02473642|0.0|0.005613018|10.31162861|1|-0.053644471|-0.09353607|-0.456342646|1|0.8414737059999999|0.795446883|0.0060012969999999|-0.130412856|0.7991060659999999|0|0.842199041|-0.094132698|0.328405591|-47.76354083|-60.832977500000005|10.09017681|101.9784021|-0.036204884|0.0|0.8134611009999999|-30.8670468|69.55167701|57.85371764|0.476658597|2784.7999170000003|544.2686362000001|-15.12043521|0.1865388989999999|8.067697897|15.41574553|0.91079856|120.550211|28.76265258|-405.1466163|1495.657934|686.039456|8.71869951|1.0|0.0|1.0|4.76|-7.01|2.93|81.65|3.04|2.0|0.0|132.24|1.0|5.0|-5.66|30.0|4.0|0.0|2.91|-5.15|2.21e-06|7.05e-06|4.23|0.0|3.4788|-1615.096172|-1615.064152|695.8|1175.75|549.64|0.3087|0.1516|-0.14772|4.6727|0.03201935|8058.0|8058.0
21_a4|0.0|0|7.535296702|1|1|1.399863887|5.4161004020000005|1|0.019346682|0.0|0.012362563|10.94593332|1|-0.063064908|-0.099702401|-0.228430899|1|0.6952936|0.777866961|0.090847781|-0.174578783|0.674434042|0|0.932146735|-0.076470465|0.239652988|-28.99048719|-38.7880598|10.23237244|34.4171635|-0.028676424|66.03320922|0.7231676229999999|-14.70482428|47.69702403|39.22285963|0.401240904|2045.488184|472.812128|-7.377915035|0.276832377|5.961506745|9.956436217|0.670120767|140.4174905|20.11362507|-226.3943104|804.5450027|387.240586|8.908964226|1.0|1.0|0.0|3.37|-5.94|3.85|39.94|2.32|0.0|0.0|91.59|2.0|3.0|-3.88|23.0|3.0|1.0|3.23|-4.19|0.000133|6.51e-05|3.36|0.0|4.0245|-973.5683008|-973.5481197|549.71|916.76|446.0|0.5260600000000001|0.1457|-0.16632|2.0282|0.020181098|6.9172|6.9172
12z_a36|0.0|0|7.412764017000001|2|2|1.297044126|5.351858133|2|0.037307819|0.0|-0.000143196|10.95429182|1|-0.098598933|-0.175397741|-0.433580807|1|0.8707354620000001|0.826316772|0.103551178|-0.0533649729999999|0.8212311840000001|0|0.834790405|-0.102674964|0.492335362|-54.11489962|-68.09761735|15.50078625|109.572766|-0.036238222|15.59091678|0.712682362|-35.89088901|83.07227002|69.61568586|0.4577848329999999|2841.692299|553.6621150000001|-15.940487699999998|0.287317638|8.016303367999999|14.78435842|0.844286292|190.5590792|33.72393432|-282.1167226|1719.920651|642.3830552000001|14.97465267|1.0|0.0|2.0|4.76|-6.66|1.76|92.99|1.38|1.0|0.0|128.47|1.0|5.0|-3.99|31.0|5.0|0.0|1.66|-3.95|0.000101|0.000113|2.4|0.0|3.8969|-1325.195958|-1325.157504|686.33|1153.7|539.36|0.69397|0.4423|-0.1575|4814.0|0.03845474|8301.0|8301.0
12bf_a36|0.0|0|7.412764017000001|2|2|1.297043948|5.351858133|2|0.140577067|0.0|-0.006877664|10.96022305|1|-0.098027247|-0.250781298|-0.433281391|1|0.653741315|0.836170906|-0.0480253509999999|-0.033696875|0.632625562|0|0.6791406640000001|-0.110255801|0.356652646|-58.26326838|-71.01192632|14.01562806|206.6543367|-0.037486972|0.0|0.7054709690000001|-37.52534442|86.28460578|72.27889645|0.474826911|2902.591295|437.4108773|-15.55034592|0.294529031|7.546900716000001|14.37031118|0.904134124|189.6959033|34.22402339|-264.6734075|1711.2011699999998|593.6088758|15.27267945|1.0|0.0|2.0|4.72|-7.12|3.0|69.2|2.78|1.0|0.0|123.67|1.0|5.0|-3.99|31.0|6.0|1.0|2.44|-4.32|0.000102|4.81e-05|2.88|0.0|3874.0|-1431.413697|-1431.380702|670.85|1120.94|517.66|0.40663|0.4006|-0.15677|5.4787|0.03299488|8.2218|8.2218
12aa_a36|0.0|0|7.412764017000001|2|2|1.297043479|5.351858133|2|0.03597264|0.0|-0.006653538|10.95446449|1|-0.052743904|-0.090926893|-0.53315493|1|0.892815402|0.833911317|0.156337925|-0.023185884|0.849217847|0|0.688945241|-0.117270578|0.4679233379999999|-72.94175494|-80.19356964|16.1504726|212.7097172|-0.04126187|109.0001157|0.731335741|-49.88002793|96.18613736|89.09222754|0.44829258|2928.7759760000004|471.12395210000005|-19.29522587|0.2686642589999999|8.05947774|14.60824604|0.812554922|183.7216658|38.58180913|-316.3903377|2083.417693|689.2886595|15.99256772|0.0|0.0|3.0|4.83|-6.14|0.98|112.29|1.28|1.0|0.0|131.85|1.0|6.0|-3.52|32.0|5.0|0.0|1.15|-3.45|0.000304|0.000359|1.55|0.0|3.8899|-1401.662677|-1401.617177|701.99|1183.76|520.19|0.6931|0.4446|-0.15718|3.5904|0.04550032|8.0458|8.0458
14a_a3|0.0|0|6.823286122000001|0|0|0.6050202020000001|4.727387819|3|-0.143740653|1.772745969|-0.00603969|10.3116301|1|-0.050943323|-0.094863591|-0.582572884|3|0.882394075|0.7574238740000001|0.164994144|-0.287221775|0.8255789570000001|1|0.790894937|-0.094609848|0.21389849|-45.12132248|-46.53709886|6.904918591|102.8554977|-0.036792719|83.70773843|0.7608768779999999|-22.1944701|55.84414456|52.02624107|0.481997259|2160.698862|389.0288018|-8.902004327|0.239123122|5.308770254|10.24853699|0.930491715|117.6209094|23.78539971|-256.6424807|856.2743893999999|358.3503513|9.307045698|0.0|1.0|1.0|3.27|-6.89|3.71|105.82|1.04|0.0|0.0|93.25|1.0|2.0|-4.45|23.0|4.0|0.0|2.76|-3.99|3.54e-05|0.000103|2.58|0.0|3.2363|-1327.513792|-1327.485188|528.91|822.33|373.85|0.69708|0.4524|-0.1321|3.5358|0.02860456|7.5229|7.5229
4f_a46|0.0|0|7.825245291|1|1|1.134637108|5.587248657999999|2|-0.099507167|0.0|0.012332859|10.96352592|1|-0.079238184|-0.123416853|-0.150189733|2|0.6901151990000001|0.74106323|-0.2076648489999999|-0.1697014539999999|0.69830739|0|0.934973206|-0.0674830959999999|0.296072934|-30.29079362|-36.60887321|4.738551282|35.27635517|-0.022035297|56.50645576|0.759842275|-16.43243843|42.21890747|35.0293449|0.424708366|2103.214727|507.213176|-6.484875252999999|0.240157725|5.654067072999999|9.828175385|0.7382488140000001|130.2830519|15.73210412|-281.9234274|770.8731021000001|538.4165208|5.6100342670000005|1.0|1.0|0.0|3.88|-7.21|4.71|43.6|2.58|1.0|0.0|101.54|1.0|3.0|-4.38|25.0|3.0|1.0|3.76|-4.58|4.18e-05|2.62e-05|3.77|0.0|4548.0|-1033.550809|-1033.528421|591.51|1020.33|493.53|0.69208|0.1719|-0.19079|3.2783|0.02238723|6.7375|6.7375
12ab_a36|0.0|0|7.412764017000001|2|2|1.297042596|5.351858133|2|0.035377607|0.0|0.000939229|10.9540584|1|-0.096853381|-0.169341326|-0.4186639029999999|1|0.86559137|0.831136366|-0.0852411419999999|-0.051707317|0.8196353679999999|0|0.8410557559999999|-0.095025338|0.452078227|-54.63243106|-65.54680623|16.62527454|109.6369437|-0.033434841|15.55386871|0.679025324|-37.68448987|82.3666474|71.2577056|0.484987413|2902.39241|580.1454645|-15.90828969|0.320974676|7.821826146|15.18764075|0.941700118|221.4026852|33.96451406|-246.9770378|1834.083759|708.5476357999999|16.81984117|1.0|0.0|2.0|4.86|-7.05|1.95|92.99|1.59|1.0|0.0|133.27|1.0|6.0|-3.92|32.0|5.0|0.0|1.8|-3.91|0.0001199999999999|0.000122|2.33|0.0|3.8845|-1364.509957|-1364.468283|712.73|1201.64|564.58|0.69294|0.4451|-0.15699|3.6976|0.04167456|7.9586|7.9586
43_a18|0.0|0|7.03438793|2|2|1.251175234|4.844187086|1|-0.05314954|0.0|0.002712865|10.94702053|0|-0.140532044|-0.2093696189999999|-0.460675034|0|0.718255592|0.713379703|-0.023109314|-0.0579590709999999|0.712848727|0|0.852344887|-0.0822489459999999|0.3439906129999999|-54.49271386|-63.87648583|5.35147222|114.6724699|-0.0311212229999999|21.60709738|0.8743733490000001|-42.32033664|69.46280937|59.84418608|0.481954273|3172.923606|661.9512957999999|-18.77059344|0.125626651|10.01438533|19.33108376|0.930331529|97.56464265|27.64206062|-581.4944803999999|2045.512486|1228.492038|5.5863235410000005|0.0|1.0|2.0|4.54|-9.6|4.08|76.5|3.7|3.0|1.0|160.76|1.0|9.0|-6.45|38.0|3.0|0.0|3.48|-5.96|3.55e-07|1.09e-06|5.1|1.0|3.2233|-1611.621186|-1611.598032|843.1|1493.25|702.4|0.6926800000000001|0.5429|-0.13196|3.0482|0.02315412|6.2041|6.2041
13a_a5|0.0|0|6.605297921|0|0|1.393002748|4.59511985|2|-0.007871499|0.0|0.002355511|10.94530369|1|-0.035005746|-0.0569177229999999|-0.367284642|2|0.746303189|0.8045357209999999|-0.048584084|-0.048575318|0.720100768|0|0.7667501609999999|-0.0839257009999999|0.470564031|-57.31787843|-54.03141848|10.77696869|150.1663914|-0.0279752339999999|39.93934134|0.598791539|-36.90128585|72.13276165|68.09484712|0.460877309|2657.14588|493.6342317|-11.59515363|0.401208461|8.571729592999999|15.89940424|0.854865353|258.29825730000005|30.07803494|-127.2041084|1533.979782|620.5697596|18.10134317|1.0|1.0|2.0|3.07|-8.9|3.58|92.79|0.95|2.0|0.0|114.18|1.0|8.0|-3.77|30.0|5.0|0.0|2.71|-3.74|0.000169|0.000184|2.19|0.0|4.2107|-1313.167422|-1313.126035|688.18|1160.81|567.51|0.41806|0.1992|-0.17364|3.3414|0.04138695|7041.0|7041.0
11_a15|0.0|0|0.0|1|1|1.435688956|0.0|3|-0.036023137|0.0|0.001806571|10.95979791|0|-0.173728081|-0.272482143|-0.363940085|2|0.843715005|0.718800243|0.0234789439999999|0.0432314409999999|0.796300317|0|0.8945381259999999|-0.0974577669999999|0.632319408|-44.15161868|-66.78526188|12.69062406|72.27026771|-0.033606127|0.0|0.739315684|-30.25595097|79.1792768|56.84224275|0.470042906|3022.859488|613.0036107000001|-15.7814467|0.260684316|6.233494755|11.76226306|0.8869452090000001|178.640152|31.14961732|-327.9935744|1806.677804|830.7967967000001|12.39401492|1.0|1.0|1.0|4.1|-8.9|6.69|59.51|2.52|2.0|0.0|138.24|1.0|6.0|-6.32|34.0|4.0|0.0|4.62|-6.1|4.77e-07|7.970000000000001e-07|5.32|0.0|2.9595|-1450.740771|-1450.705737|739.57|1284.85|568.22|0.58935|0.0011|-0.12134|812.0|0.03503399|6.1314|6.1314
11_a47|0.0|0|0.0|0|0|1.381898438|0.0|3|-0.0586047379999999|1.311097861|-0.007419345|10.93671007|0|-0.038723054|-0.079543257|-0.451384505|3|0.702719047|0.715054643|-0.058523885|0.07716247|0.686454722|1|0.796863393|-0.096486559|0.572646116|-50.01659041|-59.10798423|5.184267117|124.4421556|-0.035945973|1.882633323|0.816608795|-30.64032829|66.9895812|55.20085753|0.4686568239999999|2842.168734|488.1611434|-13.48990542|0.183391205|5.966142027|11.22841564|0.8820228529999999|112.34605729999998|26.96593732|-387.9111844|1375.2628029999998|670.2339441|7.881596968999999|1.0|1.0|2.0|3.28|-10.55|6.68|70.93|3.0|2.0|0.0|124.7|0.0|4.0|-6.29|32.0|5.0|0.0|4.69|-6.03|5.110000000000001e-07|9.32e-07|5.06|0.0|3.7253|-1396.184699|-1396.145101|654.49|1146.42|549.52|0.6915399999999999|0.2321|-0.1546|2.9142|0.03959805|7.4|7.4
3a_a49|0.0|0|7.535296702|1|1|1.343850114|5.4161004020000005|2|-0.044367345|1.819785|-0.000349523|10.92976559|1|0.002357097|0.003978478|-0.421478185|2|0.775818577|0.8145214209999999|0.012813604|0.008391259|0.7476073409999999|1|0.72890527|-0.088484274|0.526915193|-55.30832478|-51.82200998|9.491036042|158.77029040000002|-0.030698626|59.40691577|0.689774813|-32.39206742|64.2037853|64.79936082|0.474653816|2599.121578|426.893216|-10.52968207|0.310225187|6.566343333|12.49907878|0.903506738|181.6875706|26.06512204|-222.2883651|1277.19098|578.2841135|12.38177532|0.0|1.0|2.0|3.25|-7.19|2.81|98.72|1.04|1.0|0.0|112.14|1.0|5.0|-3.06|29.0|5.0|0.0|2.02|-3.3|0.000878|0.000503|1.38|0.0|3874.0|-1254.012043|-1253.973708|635.89|1082.21|449.68|0.53794|0.0793|-0.15978|3801.0|0.03833529|7.1938|7.1938
4R4l_a46|0.0|0|7.825245291|1|1|1.134637095|5.587248657999999|1|-0.067419714|0.0|0.0066560469999999|10.94631401|1|0.0071939419999999|0.010799648|-0.3888343979999999|1|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.7936534740000001|0|0.896653672|-0.084697739|0.208818132|-49.12015477|-45.96797819|3.844966512|56.0891211|-0.02989332|0.0|0.8782984840000001|-26.65896664|49.44228224|52.96512128|0.4568839389999999|2165.83681|486.6405745|-8.805242402000001|0.121701516|5.669819400000001|10.43942503|0.8412270820000001|66.05102684|18.4720714|-410.6276419|942.0756413|579.2365607|3.474304058|1.0|1.0|1.0|3.92|-7.0|5.02|50.94|3.06|1.0|0.0|105.77|1.0|3.0|-5.28|26.0|3.0|1.0|4.09|-5.11|5.25e-06|7.78e-06|4.49|0.0|4.1152|-1092.75416|-1092.728268|584.44|1038.78|498.78|0.40548|0.0851|-0.17475|2.1973|0.02589231|6.8633|6.8633
4c_a46|0.0|0|7.825245291|1|1|1.134637091|5.587248657999999|1|-0.111750026|0.0|0.010177371|10.94298307|1|-0.056422062|-0.083788154|-0.421467037|1|0.649753668|0.726862617|0.072412685|-0.0976963169999999|0.65145414|0|0.890777395|-0.087503927|0.305199509|-40.22007179|-55.2981278|8.799732282999999|69.02325225|-0.029688832|53.13410852|0.840753785|-25.41708422|60.67664538|49.01980408|0.450883931|2455.604167|562.9269925|-11.85656505|0.159246215|7.172412106|13.06174141|0.8211086059999999|100.6356847|22.31552819|-430.6788754|1249.669579|696.2528933|5.378517586|1.0|0.0|0.0|4.09|-7.62|5.24|57.01|3.4|2.0|0.0|115.03|1.0|5.0|-5.55|29.0|4.0|1.0|4.44|-5.28|2.8e-06|5.3e-06|4.63|0.0|4.1026|-1245.4159619999998|-1245.392965|683.75|1176.07|617.56|0.42391|0.2083|-0.17085|4.1039|0.02299741|5.6972|5.6972
12b_a40|0.0|0|7.515889085|0|0|0.604989475|5.4161004020000005|0|0.1744506639999999|0.747253086|0.00779293|10.31197236|2|0.023952313|0.038336814|-0.513870527|0|0.58925219|0.7137941109999999|0.026452642|-0.227384615|0.522580798|1|0.955647156|-0.074921647|0.2160572999999999|-37.05091872|-42.67442006|6.17734692|25.26281742|-0.0338355829999999|48.17000329|0.856829717|-21.10373336|48.54667776|43.22826564|0.494842289|2462.878448|544.3244990000001|-10.97726831|0.143170283|8.132984007000001|16.09989085|0.979579799|81.54797734|22.49258909|-406.4913617|697.2702616|370.3261123|5.872257692000001|0.0|0.0|0.0|3.26|-8.39|6.74|58.43|5.07|2.0|0.0|101.78|1.0|2.0|-7.71|24.0|2.0|0.0|5.79|-7.11|1.95e-08|7.82e-08|6.68|1.0|3407.0|-3016.999329|-3016.9868100000003|576.38|960.94|490.5|0.69476|306.0|-0.14267|4.5528|0.01251873|7.3979|7.3979
7_a1|0.0|0|7.860570786|2|2|1.348826331|5.777652323|1|-0.048878707|0.0|0.0021597079999999|10.9513015|1|-0.245732751|-0.391298966|-0.441054548|1|0.7795049279999999|0.801577133|-0.048198584|-0.042175602|0.729621031|0|0.710959153|-0.098295453|0.289201649|-40.16416679|-47.35863598|17.31482297|139.2595474|-0.031040669|404.7836105|0.603382856|-19.35104936|61.72628137|57.47898976|0.452829665|2150.215999|342.53930230000003|-7.205474633|0.396617144|5.07667644|9.278054953|0.827584457|191.0896839|24.78585294|-99.61948195|941.8624118|351.4191817|14.36764539|0.0|1.0|0.0|3.09|-5.64|3.29|49.17|1.6|0.0|0.0|85.88|2.0|2.0|-3.16|23.0|4.0|1.0|2.72|-3.71|0.000696|0.000195|2.48|0.0|4.0504|-1009.509475|-1009.48087|515.2|864.85|365.53|0.69902|0.2961|-0.16734|4575.0|0.02860499|6.3372|6.3372
12g_a36|0.0|0|7.412764017000001|2|2|1.2678464|5.351858133|2|0.078990142|0.0|0.0042553209999999|10.95259306|1|-0.099596099|-0.163978382|-0.44093902|1|0.901715152|0.8026482070000001|-0.19532883|-0.088251318|0.860667615|0|0.854238488|-0.097067302|0.374686587|-47.63457647|-66.72829531|12.19441007|100.2028184|-0.034549379|5.097410387|0.779745318|-32.74608471|77.14470618|59.82898654|0.473274545|2829.45056|587.240781|-16.3273005|0.2202546819999999|7.285010602000001|13.83075477|0.898522257|151.41267150000002|30.45962398|-384.6182564|1797.1178149999998|799.5563855|10.41641087|1.0|0.0|2.0|5.06|-7.38|3.01|69.2|2.66|2.0|0.0|138.33|1.0|6.0|-4.95|32.0|4.0|1.0|2.66|-4.86|1.13e-05|1.39e-05|3.8|0.0|3714.0|-1350.887005|-1350.861445|724.32|1241.66|657.02|0.38165|45.0|-0.15236|5.912000000000001|0.0255597|7.8539|7.8539
