molecula|n9FaHRing|n9FaRing|SaaNH|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|MATS1i|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|pIC50|pIC50
11_a4|0|0|0.0|1|1|1|0.626711769|2.159635561|-0.001098364|5.4161004020000005|2|2.216390726|-0.056016567|0.011277653|-0.073554945|10.33765061|1|-0.0278843589999999|0.820318166|-0.163623353|-0.007574475|0.875868891|0.647727179|-0.054262142|0.4523305489999999|0.009336075|-31.35942689|5.395547437|12.88007087|40.38918044|-0.023620625|3.118219598|59.55648883|-1.110169356|-18.12338426|-13.65094004|36.75497433|0.480360734|537.5354202000001|-7.889214068999999|0.243908684|6.850305797000001|0.924411925|140.96082869999998|-370.7930613|0.011937709|-296.0029432|848.5670554999999|6.89909579|1.0|1.0|1.0|1.0|3.31|3.49|-8.05|68.9|3.15|0.0|0.0|1.0|4.0|372.49|0.0|0.0|1.0|-4.97|1.06e-05|0.00395|3.99|0.0|3.31e-06|-1467.463842|-1467.440475|1071.03|328.0|252.67|479.99|0.4444|0.65942|-0.15885|4187.0|-0.2146699999999999|5.3012|6.9586|6.9586
2_a47|0|0|0.0|0|0|0|1.381899691|0.0|-0.008527649|0.0|2|1.454085483|-0.3581612489999999|-0.007479445|0.107297513|10.93671092|0|-0.017113434|0.671819147|0.115527282|-0.0253134039999999|0.728066943|0.875463345|-0.083455669|0.482748996|0.008511123|-41.57671973|4.240150185|99.5619537|76.06154148|-0.036790752|2.112397382|0.958043241|-1.4348393119999998|-20.71307621|-18.32875817|45.81686991|0.433425706|422.1277419|-9.131190896|0.215021885|5.308758149|0.764993595|107.1215986|-356.116445|0.016376351|-283.9460863|910.626111|8.158522603|1.0|0.0|1.0|1.0|2.58|2.54|-7.82|58.04|2.39|0.0|0.0|1.0|3.0|313.35|0.0|1.0|1.0|-5.11|7.75e-06|0.00243|4.52|0.0|4.73e-06|-1010.540464|-1010.505024|902.07|333.46|333.46|371.19|0.69102|0.69102|-0.15446|2.1266|-0.20731|3.1004|6.2|6.2
8k_a46|0|0|0.0|1|1|1|0.300205953|2.105349622|-0.006208399|5.533389489|2|0.0|-0.397337564|-0.002099764|-0.114070359|10.31928125|1|-0.030019362|0.786206898|0.095179795|-0.051289238|0.8341090329999999|0.687020939|-0.08638304|0.400181795|0.009441365|-61.98124174|6.774333772|104.0919365|187.86239430000003|-0.033099828|4.860695117|19.34993627|-1.985989657|-44.4725532|-23.74966689|68.75557551|0.4938768979999999|529.6539372999999|-17.04077386|0.173430886|8.070811215|0.975803904|124.4394929|-1022.446432|0.0112621819999999|-468.6373459|1723.969585|8.080799245|1.0|1.0|1.0|1.0|3.94|2.82|-8.66|124.17|1.86|0.0|0.0|1.0|5.0|474.58|0.0|0.0|0.0|-5.13|7.47e-06|0.00355|3.45|0.0|1.03e-06|-1845.304274|-1845.257085|1302.56|302.15|246.1|642.39|0.41618|0.5577300000000001|-0.16967|3.4118|-0.20954|3.8107|6.8327|6.8327
12a_a36|0|0|3.4715209280000003|0|2|2|1.297044783|0.0|-0.007471648|5.351858133|2|0.0|-0.403468978|0.002039107|-0.070252245|10.96083376|1|-0.1063550619999999|0.7934042040000001|-0.012112722|-0.119322074|0.846614758|0.855821486|-0.076154312|0.436020272|0.019595485|-46.76212019|12.03249549|109.9069212|110.1075804|-0.037738352|7.388485123|5.277117996|-1.886917597|-28.71401279|-23.17301945|58.79461567|0.470444928|503.9367075|-14.22926022|0.244684566|6.600635115|0.888377722|150.24716030000002|-711.4630111|0.019102103|-313.5499672|1533.996157|11.72953701|1.0|0.0|1.0|0.0|4.75|0.0|-6.59|69.2|2.02|0.0|0.0|1.0|5.0|381.43|0.0|1.0|0.0|-4.0|0.000101|0.0384|2.68|0.0|9.78e-05|-1232.951968|-1232.916523|1096.31|338.0|323.35|481.98|0.67869|0.6997|-0.1519299999999999|6.3637|-0.20139|8.5603|7.8861|7.8861
27a_a34|0|0|0.0|1|1|1|0.300206665|1.963136117|-0.012620846|5.351858133|1|0.0|-0.7320090459999999|-0.012495918|-0.026428049|10.319282|1|-0.158932197|0.779284547|-0.07177581|-0.012251785|0.832753533|0.749941528|-0.106669294|0.4305370679999999|0.026573385|-74.78290605|18.62986903|176.4623026|279.75296960000003|-0.043345322|13.06088842|22.69787432|-2.340647376|-52.42823715|-30.38821209|93.41277507|0.436895447|421.319507|-21.30433911|0.235078289|8.960143164|0.7758691440000001|164.80691819999998|-1150.434312|0.020552444|-371.4586403|2145.269808|14.40875302|1.0|1.0|1.0|1.0|3.66|2.58|-7.61|129.74|1.06|0.0|0.0|1.0|6.0|463.51|0.0|0.0|0.0|-4.47|3.43e-05|0.0159|2.59|0.0|1.13e-05|-1861.741982|-1861.695683|1247.85|300.73|247.91|598.18|0.40378|0.69818|-0.16691|10.8591|-0.20615|13.9023|6.6198|6.6198
12bh_a36|0|0|3.50075137|0|2|2|1.297043258|0.0|-0.006687484|5.351858133|2|0.0|-0.401249012|0.003676818|0.075747971|10.94728093|1|-0.101854847|0.78699829|-0.211972014|-0.0591586759999999|0.833398429|0.857993338|-0.070687668|0.317612728|0.017627098|-47.04367494|11.73109101|83.08294358|110.81353529999998|-0.035569289|7.807212275|0.0|-1.991880197|-31.30825225|-23.6718811|58.77476595|0.482052584|554.7010591|-15.75398235|0.216705778|7.545637217999999|0.930697921|144.22085800000002|-882.2230117|0.015307571|-377.0728785|1692.3721690000002|10.18741188|1.0|0.0|1.0|0.0|4.95|0.0|-7.34|69.2|2.45|0.0|0.0|1.0|5.0|409.49|0.0|1.0|1.0|-4.6|2.5e-05|0.0102|3.41|0.0|1.86e-05|-1311.589612|-1311.558898|1208.61|341.97|319.46|575.23|0.69377|0.7039|-0.14915|5.8338|-0.20168|7.7975|7.8539|7.8539
12an_a36|0|0|3.489959714|0|2|2|0.6294007110000001|0.0|-0.0070293469999999|5.351858133|2|0.0|-0.407702102|0.00285431|-0.131674913|10.33556631|1|-0.07550872|0.8344566859999999|-0.009636347|-0.055405405|0.885733922|0.855081905|-0.073519599|0.270501913|0.0173118669999999|-49.67568778|11.69727417|82.43567331|110.5140393|-0.036995649|7.903608682000001|0.0|-1.997765039|-33.56484523|-24.99720254|61.37296195|0.44576647|565.1654879|-16.89009799|0.216487385|8.773001855|0.8042935809999999|146.2760938|-912.0652916|0.015771136|-383.1273396|1722.817107|10.65623343|1.0|1.0|1.0|1.0|4.85|0.0|-7.05|94.5|2.51|0.0|0.0|1.0|6.0|427.52|0.0|0.0|0.0|-4.51|3.09e-05|0.0132|3.19|0.0|3.83e-05|-1670.452238|-1670.417726|1215.98|327.38|239.49|571.76|0.44822|0.69094|-0.15474|4.3963|-0.21035|6.2182|7.3979|7.3979
18_a47|1|1|2.969619451|0|0|0|1.414391819|0.0|-0.004337918|4.59511985|3|1.5913490630000002|-0.2342475789999999|0.0008454789999999|0.018164141|10.93838451|1|-0.02470455|0.792196273|-0.059779939|-0.027351545|0.851462739|0.630969651|-0.078937385|0.454324931|0.014741763|-49.44908758|9.234746417|70.55642796|139.1786571|-0.0303894239999999|5.784962137000001|3.684585007|-1.5194711930000002|-30.97660579|-19.03697822|58.68383399|0.432077184|487.2556678|-11.9254166|0.267251553|7.018342267|0.7608026529999999|167.41554630000002|-596.2708299|0.017318402|-291.6032324|1299.011844|10.84884165|1.0|0.0|1.0|1.0|3.47|2.5|-10.36|79.38|2.63|0.0|0.0|0.0|4.0|410.45|1.0|0.0|1.0|-5.37|4.29e-06|0.00176|4.13|0.0|1.78e-08|-1354.221126|-1354.180815|1130.76|293.65|290.58|487.81|0.4659|0.63359|-0.17349|3.4464|-0.22313|5.3433|8.6|8.6
9h_a40|0|0|0.0|1|0|0|0.604992856|1.7679629630000002|-0.009041931|5.4161004020000005|0|0.814591837|-0.343593366|0.003782277|0.133376308|10.31197223|2|0.048470175|0.740778143|-0.160855189|-0.299768519|0.8022014000000001|0.7528137909999999|-0.09201708|0.219852623|0.012390387|-46.04148264|6.199629554|132.6583116|67.89350333|-0.041058441|3.102034287|0.0|-1.437045429|-23.03722449|-20.54391962|52.2411122|0.482124665|432.46450360000006|-10.27931468|0.136115065|6.922257828999999|0.930966649|68.10626265|-359.7760137|0.011321157|-364.1454816|832.3298135|5.664631335|1.0|1.0|0.0|1.0|3.3|3.55|-6.51|67.66|3.22|0.0|0.0|1.0|3.0|321.4|0.0|1.0|1.0|-5.12|7.6e-06|0.00244|4.51|0.0|9.93e-05|-1293.174246|-1293.151333|868.84|368.18|292.61|410.18|0.64952|0.69809|-0.14047|2.1413|-0.20038|2841.0|5.4001|5.4001
12a_a5|0|0|2.981252568|0|1|1|1.338814635|0.0|-0.00166971|5.209486153|2|0.0|-0.09350376|0.00873078|-0.114419442|10.94553751|1|-0.057691345|0.779533861|0.1121034509999999|-0.063558439|0.829536345|0.741588813|-0.058605038|0.337539208|0.0081891369999999|-36.01436435|5.032443973|13.74268646|64.77671525|-0.026030816|3.0925714930000003|0.0|-1.353602454|-22.13179066|-15.99663329|41.04680832|0.457755771|549.7500455|-9.830359239|0.253214907|8.741980056000001|0.844187448|155.6073368|-511.1786804|0.014342828|-303.31208710000004|1113.8745800000002|8.814051518|0.0|1.0|1.0|1.0|3.06|2.96|-8.83|57.7|2.17|0.0|0.0|1.0|5.0|381.47|0.0|1.0|0.0|-4.59|2.56e-05|0.00977|3.38|0.0|5.660000000000001e-07|-1202.02622|-1201.990542|1140.24|297.97|264.55|508.81|0.50831|0.67169|-0.17152|2.5642|-0.21228|3.9457|7.7212|7.7212
4j_a46|0|0|0.0|1|1|1|1.134637093|2.194310043|-0.002284836|5.587248657999999|1|0.0|-0.130235627|0.011968098|-0.1051618459999999|10.94638774|1|-0.0589746909999999|0.7298040140000001|-0.061823242|-0.258222236|0.763724435|0.728293097|-0.05924408|0.295221643|0.01492164|-34.99059698|8.812983129|70.56141095|29.59387777|-0.024805825|5.205103062|71.98911503|-1.339514565|-20.66606288|-14.65075732|43.80358011|0.402450715|561.0237355|-8.652995323999999|0.223067683|6.274010655|0.673502127|131.7477027|-467.2617475|0.0106831269999999|-327.122208|1018.288052|6.30964324|0.0|1.0|1.0|1.0|4.0|3.9|-7.69|39.94|3.28|0.0|0.0|1.0|4.0|361.48|0.0|1.0|1.0|-5.31|4.86e-06|0.00176|4.81|0.0|7.33e-06|-1132.043677|-1132.018764|1112.13|281.19|229.82|572.31|0.37853|0.69413|-0.18387|2.9043|-0.20071|3.8105|6.0942|6.0942
8a_a31|0|0|3.28085223|0|1|1|0.610138387|0.0|-0.015034136|5.733341277|0|0.0|-0.586331322|-0.013230176|-0.135144546|10.31170053|2|-0.054025775|0.837862749|0.0502030679999999|-0.030149254|0.895174844|0.883113019|-0.122293189|0.272259026|0.0375544779999999|-60.46233433|18.56711239|131.2406629|200.6591816|-0.0416959379999999|9.179668678|465.4559302|-1.501053781|-29.89286568|-20.61467025|79.02944672|0.4512945479999999|293.7455749|-10.19199103|0.333562641|5.83708559|0.822471411|164.9149565|-366.9116769|0.030052065|-164.57484340000002|1113.575221|14.85788369|0.0|0.0|1.0|1.0|3.34|2.05|-5.33|114.29|0.36|0.0|0.0|2.0|3.0|314.36|0.0|0.0|1.0|-3.11|0.000773|243.0|1.56|0.0|0.00145|-1347.541429|-1347.507102|872.11|325.45|325.45|396.15|0.7027100000000001|0.7027100000000001|-0.1587599999999999|3.7141|-0.18869|5.3042|6.1024|6.1024
16_a3|0|0|0.0|0|0|0|0.605020428|0.0|-0.010031024|4.727387819|2|1.614080058|-0.371147877|-0.010377537|-0.013328983|10.31163046|1|0.0032314229999999|0.767641592|-0.142670655|-0.031683873|0.838125715|0.640070307|-0.108919585|0.252612735|0.012203576|-53.7971544|6.027544549|248.6415425|149.4199775|-0.041233465|2.977102266|82.16042286|-1.401937796|-26.57128935|-20.36587865|59.82469895|0.484889078|344.4962834|-10.05903863|0.1703181989999999|5.780331402000001|0.941329444|84.12292796|-342.00731349999995|0.0143895839999999|-325.670405|834.5848652000001|7.107249553|1.0|1.0|1.0|1.0|3.13|2.59|-7.16|92.93|2.26|0.0|0.0|1.0|2.0|322.36|0.0|0.0|1.0|-4.49|3.2200000000000003e-05|0.0104|3.35|0.0|2.25e-05|-1371.388717|-1371.360243|856.09|384.94|384.94|368.22|0.6944100000000001|0.6944100000000001|-0.13195|2.8688|-0.2029|3613.0|7.3768|7.3768
3q_a32|1|1|3.4364803|0|0|0|0.609420748|0.0|-0.008072705|5.733341277|0|2.120544848|-0.419780649|0.000773658|-0.022925245|10.31100266|3|-0.167040501|0.853737093|0.010109949|-0.1585635|0.901790225|0.716172604|-0.067604132|0.34156046|0.018527744|-41.72706804|11.43581616|41.73511731|92.62226328|-0.027989085|7.058489861|53.27315741|-1.371465184|-25.7550561|-17.27560785|53.16288420000001|0.46136998|524.6043311000001|-10.6629646|0.365026099|6.428518903|0.856561949|225.3038157|-522.4852655000001|0.022526037|-166.61896299999998|1333.133193|13.90366881|1.0|1.0|1.0|1.0|3.57|3.34|-7.31|131.25|1.33|0.0|0.0|1.0|7.0|411.54|0.0|0.0|1.0|-4.62|2.4100000000000003e-05|0.00992|3.47|0.0|2.01e-05|-1920.066488|-1920.042674|1136.46|342.16|342.16|549.78|0.70216|0.70216|-0.15001|4.1362|-0.19969|5.2657|7.5528|7.5528
7_a15|0|0|0.0|0|0|0|1.419941457|0.0|-0.010310394|0.0|1|0.0|-0.494898891|-0.0013239329999999|0.038636783|10.95880715|0|-0.211522056|0.70084115|0.154068618|0.00364345|0.740089344|0.8115121240000001|-0.074406877|0.403524276|0.036600739|-41.29775265|20.31436245|103.8062879|88.02694557|-0.026500274|11.27499976|56.30310755|-1.2190126140000002|-22.92132733|-14.70834175|61.6121151|0.396557391|466.9990754|-8.163512395|0.551335598|6.01738192|0.657158418|306.0056033|-375.5215702|0.042799094|56.98518567|1507.995102|23.75461091|1.0|1.0|0.0|1.0|3.16|3.14|-7.19|61.84|1.74|0.0|0.0|1.0|7.0|352.38|0.0|1.0|1.0|-4.49|3.2e-05|0.0113|3.84|0.0|2.26e-05|-1184.385377|-1184.367098|1000.95|330.67|279.33|499.86|0.64652|0.70497|-0.15605|1.1115|-0.18454|1631.0|6644.0|6644.0
14b_a23|1|1|0.0|2|0|0|1.197963628|3.2475997860000003|-0.006248709|5.351858133|2|0.716540473|-0.318684138|0.007671236|-0.0644978|10.31321824|2|-0.073945564|0.793551289|-0.00399443|-0.077808321|0.857184548|0.5935522360000001|-0.063267638|0.228282196|0.020454632|-41.01458464|13.26014776|40.76245006|99.66542762|-0.03508139|8.596171261|84.36242964|-1.64882535|-26.58857202|-22.74225338|54.274732400000005|0.450973737|548.6057241000001|-14.74314679|0.225640295|7.833620016|0.821406493|146.2760938|-692.9278992000001|0.01779446|-355.71896410000005|1380.34805|11.53563485|0.0|1.0|1.0|1.0|3.42|3.44|-7.67|105.02|3.4|1.0|0.0|1.0|5.0|429.47|0.0|0.0|0.0|-5.11|7.73e-06|0.00332|3.68|0.0|9.18e-06|-1729.161608|-1729.139722|1142.37|334.55|334.55|525.66|0.58097|0.58097|-0.15064|6.8752|-0.2286699999999999|9.7544|8.3536|8.3536
AKLKII_a46|0|0|2.917217813|0|0|0|1.4316666480000002|0.0|-0.003417504|4.59511985|3|1.744747103|-0.129865138|0.006821053|0.156485495|10.96959256|1|-0.037291767|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|0.687139108|-0.071827497|0.271156366|0.010384859|-34.061229|4.924591245|160.85204040000002|76.99187522|-0.033194303|2.335284369|0.0|-1.161800612|-16.15213359|-15.74102977|38.98582025|0.47999819|397.2168972|-7.464534402999999|0.2278604669999999|5.83938898|0.92307023|108.05343229999998|-261.2587041|0.015584114|-258.10190780000005|713.5187596|7.390123534|1.0|0.0|1.0|1.0|2.81|1.6|-7.21|67.35|1.18|0.0|0.0|1.0|2.0|287.32|0.0|1.0|1.0|-3.58|0.000266|0.0764|2.19|0.0|1.7800000000000002e-05|||||||||||||6.7423|6.7423
14z_a23|1|1|0.0|2|0|0|1.197960872|3.305974434|-0.005892861|5.351858133|2|0.729326158|-0.30053593|0.009174505|-0.0438568409999999|10.31321795|2|-0.069023218|0.802520527|0.10796308|-0.035965909|0.8668730109999999|0.64069202|-0.0582387179999999|0.228957475|0.018337664|-40.56245532|12.77192721|40.18308023|52.02674091|-0.03393829|8.895469235|79.960755|-1.595099623|-28.25118461|-23.63754572|53.33438253|0.474697407|644.4593172|-16.46322104|0.214395551|7.834464959|0.903664694|149.3235124|-773.7713888999999|0.01612263|-397.8390333|1414.152695|11.22918692|0.0|1.0|0.0|1.0|3.42|3.67|-8.57|105.02|3.99|1.0|0.0|1.0|5.0|480.37|0.0|0.0|0.0|-6.13|7.37e-07|0.000354|4.83|0.0|1.29e-06|-2549.107748|-2549.0953670000004|1221.92|338.46|307.5|586.28|0.66217|0.69913|-0.15195|5.9301|-0.23698|7.9877|8.2941|8.2941
14b_a50|1|1|0.0|2|2|2|1.267593742|4.240438135|-0.003935732|5.82008293|2|2.115127752|-0.255822608|0.010215823|0.037777505|10.94501788|2|-0.1786649189999999|0.7887047979999999|0.030057537|-0.076752616|0.831689551|0.71456262|-0.050362464|0.7031402240000001|0.022423099|-33.02344264|14.70317076|25.31245624|62.89861413|-0.025558317|9.64109526|192.8987555|-1.533499045|-21.65397937|-16.75898192|47.72661339|0.445384689|592.81677|-10.98912227|0.362718946|6.3538844910000005|0.8030515570000001|237.8403928|-659.347336|0.021820402|-180.03459850000002|1577.857852|14.30797341|1.0|1.0|1.0|1.0|4.64|3.64|-6.86|66.99|2.32|0.0|0.0|1.0|7.0|441.52|0.0|1.0|0.0|-4.78|1.6800000000000002e-05|0.0074099999999999|3.51|0.0|6.12e-05|-1431.068494|-1431.037684|1253.87|304.07|234.67|533.25|0.55594|0.64303|-0.16874|5.3711|-0.1936|6.7927|5.1818|5.1818
14l_a23|1|1|0.0|2|0|0|1.1979636809999998|3.402752757|-0.005344736|5.351858133|2|0.758109562|-0.288615723|0.01269616|-0.060692376|10.313217800000002|2|-0.074441567|0.778602826|0.156652778|-0.1010279259999999|0.836852328|0.6906097959999999|-0.053549434|0.215920645|0.018669073|-35.3275485|12.31633167|40.34135162|51.94117061|-0.0328459689999999|8.125310915|81.90812552|-1.642298442|-23.306234600000003|-21.66909079|47.64388017|0.492922575|607.777253|-14.29549842|0.210373806|8.006380163|0.972085426|138.7874759|-714.7749208|0.01508774|-382.1434717|1372.110688|9.953660282|0.0|1.0|1.0|1.0|3.51|3.52|-7.78|105.02|3.24|1.0|0.0|1.0|5.0|425.51|0.0|0.0|0.0|-5.25|5.61e-06|0.0023899999999999|3.94|0.0|7.03e-06|-1669.2363289999998|-1669.224647|1185.79|341.8|341.8|560.51|0.67242|0.67242|-0.14639|6.0563|-0.2183|8.2422|8.1798|8.1798
15_a47|1|1|2.9226792460000004|0|0|0|1.304329657|0.0|-0.00516949|4.59511985|2|1.56205245|-0.21194909|-0.0026314909999999|0.086682657|10.9497222|1|-0.007670908|0.830688568|-0.131424138|0.081171071|0.897881853|0.614613723|-0.084413593|0.429825305|0.016669157|-45.1562696|8.917011222000001|61.0548099|111.3994409|-0.033307714|4.770072524|0.0|-1.265693121|-24.15592798|-17.81765281|54.07328082|0.477646539|423.5412927|-9.531388265|0.288369895|6.984778596|0.914412511|154.260803|-362.1927541|0.021370407|-226.4191275|951.4364299|11.43190096|1.0|0.0|1.0|1.0|2.89|2.1|-8.49|66.49|2.83|0.0|0.0|1.0|3.0|353.78|0.0|0.0|1.0|-4.85|1.41e-05|0.00499|3.8|0.0|1.14e-06|-1527.4104|-1527.376145|930.51|305.43|286.26|419.75|0.67203|0.68008|-0.16762|2.2271|-0.2268|3.7709|7.8|7.8
19_a4|0|0|0.0|1|1|1|0.29641517|1.943606348|-0.0023503029999999|5.4161004020000005|1|0.0|-0.105763614|0.006243904|-0.211341677|10.30966825|1|-0.0255403279999999|0.774746438|0.152550043|-0.190513834|0.834377354|0.514505012|-0.070677568|0.285282038|0.013022539|-38.9063534|7.168604362000001|15.411502800000004|98.66465411|-0.028945757|3.946149569|13.25878373|-1.215721775|-21.41704046|-15.93396412|46.07495776|0.460486754|451.8120313999999|-8.771275759|0.235119747|5.9448291|0.85352261|129.4279389|-368.3935819|0.0143733|-291.6208078|874.9428297000001|7.912166787999999|1.0|1.0|0.0|1.0|3.46|2.52|-6.09|73.23|2.16|0.0|0.0|1.0|3.0|351.42|0.0|1.0|1.0|-3.97|0.000106|0.0373|2.62|0.0|0.0002839999999999|-1446.939719|-1446.909868|983.4|296.2|296.2|500.34|0.67535|0.67535|-0.17004|5.8295|-0.22298|7.1079|4.71|4.71
8_a4|0|0|0.0|1|1|1|1.304250488|2.126514848|-0.001277205|5.4161004020000005|2|1.987684188|-0.056197036|0.010647563|-0.011835327|10.9295757|1|-0.048133994|0.813333185|-0.07377839|0.097165358|0.879500982|0.576540652|-0.05397993|0.546157592|0.0103751219999999|-27.90231822|5.362918401|11.02158946|38.69916707|-0.024598141|2.772101712|37.17889653|-0.983925625|-14.42275611|-12.71482105|33.26523662|0.428884426|478.2025467|-6.572312789|0.273845898|5.695730546|0.750959081|141.55141369999998|-262.8925116|0.0148422489999999|-233.7988862|700.3924376|7.671983829|1.0|1.0|1.0|1.0|2.99|3.19|-7.78|43.6|2.93|0.0|0.0|1.0|2.0|346.81|0.0|1.0|1.0|-4.84|1.46e-05|0.00506|3.74|0.0|5.72e-06|-1450.239105|-1450.21384|949.09|311.03|231.56|391.01|0.30471|0.57675|-0.16821|4.5781|-0.22685|5.7488|7.2676|7.2676
27c_a34|0|0|0.0|1|1|1|1.4335249819999998|1.996958431|-0.014036512|5.351858133|1|0.0|-0.80008116|-0.008017781|-0.028344637|10.95447877|1|-0.128393271|0.783333463|-0.0360159139999999|-0.0239323839999999|0.8353837409999999|0.804740647|-0.114233896|0.32643486|0.0304948179999999|-76.84420762|20.51361454|176.7076265|248.17931940000005|-0.042782312|13.79934071|119.8660257|-2.26746252|-51.69246989|-28.77931113|97.35782216|0.424716257|424.51250080000005|-19.35960719|0.261802571|8.808655321|0.738272657|176.1124482|-1026.059181|0.022975949|-320.4669239|2066.254135|15.45573273|1.0|1.0|1.0|1.0|3.55|3.11|-7.67|104.29|1.71|0.0|0.0|1.0|6.0|427.46|0.0|0.0|1.0|-4.45|3.52e-05|0.0151|2.9|0.0|9.1e-06|-1426.521813|-1426.482676|1203.69|316.4|289.89|558.04|0.68683|0.70336|-0.1589|7.6204|-0.19682|9.6148|6.0969|6.0969
4k_a46|0|0|0.0|1|1|1|1.134637098|2.145043462|-0.0049602|5.587248657999999|1|0.0|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|1|0.008544799|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0.784722915|-0.091943864|0.260665072|0.007038271|-49.65634024|3.801175594|171.92614719999997|65.39662252|-0.0306644389999999|2.052909907|0.0|-1.471893066|-26.8180173|-16.56101615|53.45751583|0.417368922|474.67574630000007|-8.94414722|0.126761926|5.726809252000001|0.7163519709999999|68.46061366|-429.3190666|0.006892404|-403.1511415|910.3230822|3.722397006000001|1.0|0.0|1.0|1.0|3.8|3.03|-6.61|50.94|2.84|0.0|0.0|1.0|2.0|333.43|0.0|1.0|1.0|-4.83|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|8.28e-05|-1053.433249|-1053.396715|1001.96|278.71|228.63|500.36|0.39943|0.68553|-0.18542|4.0015|-0.20254|5.7714|7.0969|7.0969
15_a4|0|0|0.0|1|1|1|1.399867493|1.956386054|-0.001986535|5.4161004020000005|1|0.0|-0.077474847|0.009823083|-0.1979518539999999|10.94611612|1|-0.017259078|0.772721853|0.095534883|0.036363636|0.8347553529999999|0.509447294|-0.062151785|0.2517542889999999|0.010893057|-29.80513879|5.223809291|12.70877085|63.43714456|-0.030724393|2.505098786|86.01453643|-1.106078158|-14.29317436|-14.73400655|35.02894809|0.437696617|416.1168833|-7.065752187|0.156108698|5.459799482|0.7783994009999999|74.8625551|-254.3670787|0.009743323|-329.8289177|628.5456843999999|4.672449937|1.0|0.0|1.0|0.0|3.28|3.01|-6.09|30.71|3.05|0.0|0.0|1.0|2.0|291.32|0.0|1.0|1.0|-4.28|5.19e-05|0.0151|3.49|0.0|0.000235|-958.270023|-958.251931|848.47|294.16|275.22|396.58|0.4778699999999999|0.56413|-0.17373|2.1603|-0.2091199999999999|3.0091|6757.0|6757.0
19i_a38|0|0|3.169368622|0|2|2|1.297043925|0.0|-0.008447598|5.351858133|2|0.0|-0.4561702689999999|-0.006877664|-0.074033381|10.96052467|1|-0.098027247|0.836170906|-0.040954326|-0.087904124|0.892249657|0.632625562|-0.08347616|0.4748744179999999|0.022576308|-51.15830416|13.83587388|137.7658863|154.953787|-0.040770109|8.479305267|10.71501217|-2.038505453|-31.35232957|-24.98593175|64.99417804|0.444551315|457.89548719999993|-15.31261014|0.258076158|6.690507557999999|0.800346329|158.161786|-765.6305068|0.022159015|-296.5257022|1683.860952|13.5801364|1.0|1.0|1.0|1.0|4.8|2.88|-7.12|81.23|2.78|0.0|0.0|1.0|5.0|419.43|0.0|0.0|1.0|-4.33|4.67e-05|0.0196|2.88|0.0|3.19e-05|-1431.415351|-1431.384243|1101.03|343.17|217.36|457.26|0.4342|0.69267|-0.14872|6.6636|-0.2052|8.6365|7.9031|7.9031
21c _a23|1|1|0.0|2|0|0|1.197962776|3.311482916|-0.009944003|5.4161004020000005|2|0.731360766|-0.576752175|0.003456487|-0.092608459|10.3132171|2|-0.0201427689999999|0.782543953|0.149511954|-0.060079444|0.838980345|0.7301130229999999|-0.08365474|0.2571258939999999|0.014036138|-59.46209153|9.976937758|323.3651097|148.8448086|-0.040210758|7.09164338|94.32302529|-2.171380929|-42.26586935|-28.58195193|69.43902929|0.468609427|561.9588018|-20.31615463|0.165442725|8.945789862|0.881854988|117.597286|-1097.07235|0.013451712|-475.6090385|1849.394223|9.5615256|0.0|1.0|1.0|1.0|3.68|3.11|-7.33|148.11|2.49|1.0|1.0|1.0|6.0|468.53|1.0|0.0|0.0|-4.72|1.92e-05|9.0|2.86|0.0|2.2e-05|-1837.964768|-1837.932192|1275.12|338.3|338.3|587.02|0.5885699999999999|0.5885699999999999|-0.15089|6.0226|-0.22981|8.3979|7.1752|7.1752
