molecula|SddssS|NaaNH|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|RASA|PBF|FPSA3|PNSA3|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|WNSA2|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12x_a30|0.0|0|0|0|7.412764017000001|2|2|0.604984021|0.0|0.044575215|-0.0335688279999999|2|-0.0606216429999999|0.0|-0.3545061539999999|0.027312213|10.31162819|-0.1066694919999999|1|1|0.006346396|-0.104089964|1|0.842068099|-0.062251445|-0.1759406839999999|0.829606585|0.848844277|0.398925866|0.014757946|-47.48669555|9.745611551|74.51844582|-0.035022402|-39.99960559|6.435648079|0.0|0.824674971|57.2323071|0.4490846539999999|2845.417984|-1272.013771|-15.27257668|0.175325029|7.794822643|14.14885734|0.815160907|-839.9917174000001|1542.442557|1.0|0.0|1.0|1.0|1.0|17.0|-7.38|81.65|3.25|137.21|0.0|1.0|-5.64|0.0|0.0|3.19|-5.46|9.14e-07|3.48e-06|0.00148|4.6|0.0|0.0|4.12e-08|4.45|-1654.3784|703.75|355.95|0.1517|0.68589|0.68589|-1654.1207|-0.14783|4.3702|-0.19876|-1654.183467|4.8197|22.0|7.6556|7.6556
EW7203_a60|0.0|0|0|0|7.412764017000001|2|2|0.604984431|0.0|0.025672274|0.0075638519999999|2|-0.092774356|0.0|-0.377182982|0.03824498|10.31162855|-0.051413084|1|1|0.0036417359999999|-0.1696249719999999|1|0.80330079|0.002441966|-0.089945913|0.8839272779999999|0.8860751579999999|0.345488097|0.020156795|-49.19385637|13.03554647|80.48638339|-0.036566012|-40.24477665|8.430183|0.0|0.766837077|62.22940284|0.497298165|2913.880231|-1182.375337|-15.29301513|0.233162923|8.310125852|16.53092404|0.989250745|-764.6507562999999|1541.885979|1.0|0.0|1.0|1.0|2.0|17.0|-6.7|117.47|2.17|133.97|0.0|1.0|-6.35|0.0|0.0|3.09|-4.82|1.81e-06|1.53e-05|0.0065|3.59|0.0|0.0|2e-07|3.64|-1667.993536|678.83|352.3|0.2385|0.40883|0.69857|-1667.78681|-0.1446599999999999|1.7676|-0.20654|-1667.848192|2.5159|9.0|8.0334|8.0334
7c_a8|0.0|1|0|1|7.05012252|0|0|1.400027586|1.4416758790000002|-0.244222944|-0.025233184|1|0.0493777859999999|0.0|-0.382994379|-0.0450662909999999|10.94670214|-0.118915929|1|1|0.004301963|0.079425146|1|0.718994164|0.0092411059999999|-0.196826366|0.795846675|0.848923958|0.292274414|0.0306012339999999|-50.34151168|19.18974586|49.43944876|-0.03366688|-35.30467154|12.03370912|75.43825735|0.626902145|69.53125754|0.492823119|2716.5013510000003|-1013.384819|-13.23925183|0.373097855|7.700542366|15.18314943|0.971698707|-635.4840877|1616.4960130000002|0.0|1.0|1.0|0.0|1.0|23.0|-7.76|92.93|1.82|112.76|0.0|1.0|-6.34|0.0|0.0|3.26|-4.67|1e-05|2.14e-05|0.00851|3.37|0.0|0.0|1.73e-08|5.01|-1331.793312|662.05|394.78|275.0|0.62361|0.70321|-1331.567632|-0.1318599999999999|12.0073|-0.20658|-1331.625743|15.7056|18.59|4.7307|4.7307
7f_a10|0.0|0|0|1|7.535296702|1|1|1.240141822|1.924772416|0.103083789|-0.2347037789999999|2|-0.104120245|0.740070757|-0.5663456689999999|-0.000498274|10.92948443|-0.0971900919999999|1|1|0.0030999659999999|-0.309622111|2|0.5371733989999999|-0.009545801|-0.137271684|0.8499946070000001|0.931773786|0.7359022890000001|0.00797443|-35.78096407|4.441786155|15.96885516|-0.03645808|-29.53487321|2.474090768|0.3440879|0.8217865520000001|40.22275023|0.402568457|2803.359424|-954.4422004|-11.31122804|0.178213448|6.115784565|10.23679556|0.6738319429999999|-531.6277179|1161.423484|1.0|0.0|1.0|1.0|0.0|21.0|-8.13|52.83|2.64|106.77|0.0|1.0|-5.47|0.0|0.0|4.39|-5.6|2.9e-06|2.52e-06|0.00103|4.7|0.0|0.0|7.38e-09|4.93|-1442.200124|597.28|341.96|348.0|0.34467|0.6833600000000001|-1442.001311|-0.15627|2.2631|-0.2175699999999999|-1442.058773|3.2524|141.0|6.8508|6.8508
5g_a40|0.0|0|0|1|8.149890544|0|1|0.604913142|1.534673091|0.0094595959999999|-0.190406197|0|-0.0602779129999999|0.64025463|-0.5611751220000001|0.122088541|10.31198315|-0.091116241|2|2|-0.012008571|-0.104356485|0|0.795454476|0.006643696|-0.1312278909999999|0.882781953|0.67772744|0.245639795|0.024937196|-72.93994279|11.83520323|216.425542|-0.049288357|-32.29667648|5.616992201|0.0|0.745349319|84.77514603|0.488538966|2054.810452|-748.5527627|-11.10198254|0.254650681|6.193485364|12.10939827|0.955183157|-355.2634413|1004.297909|0.0|0.0|0.0|1.0|2.0|14.0|-2.89|115.96|0.74|78.2|0.0|3.0|-6.6|0.0|1.0|2.01|-3.37|5.78e-05|0.000426|128.0|2.17|0.0|0.0|0.0013|4.02|-1328.015099|489.04|356.27|261.0|0.6563|0.6563|-1327.9345529999998|-0.14505|4.9132|-0.19908|-1327.982732|6.7957|123.0|6.9101|6.9101
19_a47|0.0|0|1|1|6.842683282|0|0|1.402889494|1.445775615|-0.038804671|-0.227538423|2|0.027033021|1.174354482|-0.4380552029999999|-0.064557784|10.95058274|0.0604168609999999|1|1|-0.010153352|0.074201869|2|0.635684951|-0.024256505|0.095841135|0.8873627890000001|0.639642891|0.270767873|0.026805875|-58.28861174|14.85167037|335.10989930000005|-0.037307124|-32.06567824|8.228498913|66.13355777|0.637832605|73.14028211|0.463378097|2612.978054|-868.1332196000001|-11.45202794|0.362167395|7.06969105|13.17443625|0.8635094740000001|-480.9851737|1361.067484|0.0|1.0|1.0|1.0|2.0|21.0|-6.92|98.72|1.67|99.2|0.0|1.0|-7.22|0.0|1.0|2.34|-3.66|0.000214|0.000217|0.0824|1.97|0.0|0.0|1.2099999999999998e-07|3.51|-1335.725639|571.23|322.68|0.3243|0.68924|0.68924|-1335.580357|-0.15845|5.1151|-0.2117099999999999|-1335.634976|6.3247|0.05|7.3|7.3
12n_a36|-3.404662145|1|0|0|7.412764017000001|2|2|0.299253841|0.0|0.039596635|-0.350034917|2|0.027627601|0.0|-0.619926573|-0.035989956|10.31810354|-0.000273044|1|1|-0.001160331|0.048110172|1|0.8183043390000001|0.162338703|-0.000421339|0.869718963|0.720111143|0.239018516|0.0211044289999999|-60.42525197|14.28426215|67.52548352|-0.039955874|-53.08197085|9.668119648|26.74179417|0.741751453|74.70951411|0.454498749|3482.18259|-1568.530003|-18.30412788|0.258248547|6.863551112000001|12.58209967|0.833176363|-1061.639417|2114.630173|0.0|0.0|0.0|1.0|3.0|17.0|-6.87|123.75|0.84|142.02|0.0|1.0|-8.03|0.0|0.0|1.18|-3.72|0.0001409999999999|0.0001889999999999|0.0897|1.64|0.0|0.0|1.36e-07|6.24|-1876.168847|714.14|340.78|0.3921|0.32172|0.7046600000000001|-1875.89723|-0.14928|10.8395|-0.19984|-1875.961945|14.3562|15.0|7.8239|7.8239
A7701_a51|0.0|1|0|0|6.605297921|0|0|1.390164251|0.0|-0.221071791|-0.0162614089999999|2|0.070581466|2.087643036|-0.0927335619999999|0.058290286|10.93031118|-0.0299823629999999|1|1|0.00740235|0.119725261|2|0.7078647990000001|0.00552665|-0.0533751959999999|0.8092075540000001|0.865114773|0.514530959|0.007404204|-32.97926236|3.420720075|146.2104641|-0.030384547|-16.67652408|1.580362387|0.0|0.799046392|36.39998243|0.420350923|1959.582581|-505.3525041|-6.485314917999999|0.200953608|5.137516673|8.863149921|0.7251817340000001|-233.4713371|632.4445105000001|1.0|1.0|0.0|1.0|1.0|21.0|-7.58|54.46|1.98|87.52|0.0|1.0|-5.82|1.0|1.0|3.12|-4.17|0.000111|6.790000000000001e-05|0.0195|3.14|0.0|0.0|2.62e-08||||||||||||||25.0|7.6021|7.6021
4m_a46|0.0|0|0|1|7.825245291|1|1|1.134637002|2.12888511|-0.245599013|0.051308728|1|-0.302054595|0.0|-0.0329557579999999|-0.142061192|10.94319657|0.007901235|1|1|0.010359417|-0.487230027|1|0.615482006|-0.099662698|0.011235955|0.7975218959999999|0.948973877|0.373463876|0.010905551|-35.4774406|5.74716122|6.161736337000001|-0.0224155999999999|-18.67596877|3.028720082|35.77391986|0.733236381|41.22460182|0.463006576|2133.331634|-531.5800101|-6.225322922999999|0.266763619|5.329061873000001|9.923886653|0.8622201970000001|-280.1395315|724.9776792|1.0|0.0|1.0|1.0|0.0|17.0|-6.88|54.5|2.5|98.69|0.0|1.0|-5.68|1.0|1.0|3.59|-4.57|2.99e-05|2.68e-05|0.0088|3.69|0.0|0.0|1.31e-07|3.45|-1031.109224|558.63|285.18|0.2465|0.38389|0.68505|-1030.929791|-0.18308|3.9226|-0.23116|-1030.980844|5.2326|1288.0|5.8901|5.8901
12ah_a36|0.0|1|0|0|7.412764017000001|2|2|1.297013411|0.0|-0.050415481|-0.043678703|2|0.078459408|0.0|-0.41302559|-0.083956827|10.95983779|-0.050147748|1|1|0.0010871589999999|0.133939811|1|0.8941919290000001|0.011674455|-0.0861053359999999|0.8910146309999999|0.828405275|0.271553945|0.0184777819999999|-49.0084977|11.93961081|82.70705743|-0.038137281|-44.23111357|7.714903458999999|0.0|0.768906425|60.9481085|0.468162246|2786.56479|-1232.13999|-15.92320089|0.231093575|8.26712637|15.54445187|0.8802726820000001|-796.1600443|1602.457659|1.0|0.0|0.0|1.0|2.0|17.0|-7.18|69.2|2.51|128.76|0.0|1.0|-6.49|1.0|1.0|2.34|-4.59|3.64e-05|2.55e-05|0.0106|3.31|0.0|0.0|6.65e-08|3.79|-1692.512868|682.21|328.07|0.6729|0.40051|0.6970000000000001|-1692.3109559999998|-0.15434|5.4979|-0.2107099999999999|-1692.369929|7.6265|11.0|7.9586|7.9586
13e_a6|0.0|1|0|0|6.842683282|0|0|1.429020445|0.0|-0.089778965|-0.008507023|2|0.018376555|1.643912856|-0.378539035|0.0266218529999999|10.95053349|-0.037793156|1|1|-0.001446486|0.032420935|2|0.841211811|0.102257199|-0.067328767|0.827254552|0.861676601|0.175643236|0.0183790889999999|-49.62570093|12.28502792|66.59852278|-0.032929004|-41.68507499|8.211609879|0.0|0.722530518|61.91072885|0.4442079679999999|2868.489025|-1122.537689|-14.71237941|0.277469482|7.973429837999999|14.346067199999998|0.799234143|-750.3313497|1553.619759|1.0|1.0|1.0|1.0|2.0|27.0|-10.18|103.17|0.92|123.82|0.0|0.0|-6.52|0.0|1.0|3.31|-4.78|7.74e-06|1.65e-05|0.00688|3.27|0.0|0.0|6.59e-11|3.36|-1347.25954|713.3|381.78|0.8312|0.38609|0.7034199999999999|-1347.014564|-0.1327|10.1884|-0.20804|-1347.074898|13.2999|12.0|7.9208|7.9208
12b_a32|0.0|1|1|0|7.765993078999999|0|0|0.609420757|0.0|0.115940697|-0.055500132|0|-0.044307211|2.153718992|-0.462201267|-0.031446256|10.31100269|-0.053480599|3|3|-0.001662219|-0.079768013|0|0.788133615|-0.0533240309999999|-0.090027803|0.8887585240000001|0.782593|0.2996018789999999|0.016282332|-50.88975159|10.17310723|90.57560878|-0.027561517|-38.07076621|6.356098747000001|65.29222164|0.60420609|61.06285882|0.430631506|2573.006963|-792.1327267000001|-10.75912958|0.39579391|7.076348793999999|12.42841652|0.756331814|-494.9199607|1311.0306890000002|1.0|1.0|1.0|1.0|2.0|19.0|-7.65|140.04|1.1|110.47|1.0|1.0|-6.4|0.0|1.0|3.59|-4.43|1.27e-06|3.72e-05|0.0148|3.28|0.0|0.0|2.23e-08|4.12|-1880.732075|663.89|347.27|0.2865|0.70258|0.70258|-1880.537231|-0.14803|3208.0|-0.19976|-1880.599158|4.1080000000000005|26.0|7585.0|7585.0
47g_a18|0.0|0|0|0|7.03438793|1|1|1.251175676|0.0|-0.005500039|-0.034211867|0|-0.048472184|0.0|-0.477030713|0.033759227|10.94702253|-0.008224928|0|0|0.00531392|-0.071877686|0|0.765824398|-0.009917608|-0.014370598|0.780474694|0.834424154|0.413435809|0.013404131|-55.35188184|11.37505183|111.5517627|-0.029212072|-61.55384106|9.653129118|47.07867403|0.731870777|66.72693367|0.4913566339999999|3367.0578530000003|-1958.412588|-21.03738872|0.268129223|10.33698377|20.32265524|0.966014041|-1661.953709|2675.8994190000003|1.0|1.0|0.0|1.0|2.0|18.0|-9.22|88.97|2.79|164.47|1.0|1.0|-6.4|0.0|0.0|2.83|-5.52|7.76e-07|3.01e-06|0.00163|4.52|1.0|1.0|6.04e-10|8.13|-1743.346243|905.71|400.4|0.5955|0.69828|0.69828|-1742.7686640000002|-0.12789|4966.0|-0.17202|-1742.847918|5.9864|9.0|8.0458|8.0458
7_a1|0.0|0|0|1|7.860570786|2|2|1.348826331|2.307091837|-0.055291895|0.001018628|1|-0.048878707|0.0|-0.421687222|-0.07233584|10.9513015|-0.024096172|1|1|0.004950534|-0.077833285|1|0.7795049279999999|-0.048198584|-0.042175602|0.862051935|0.710959153|0.289201649|0.035937867|-40.16416679|17.31482297|111.9204437|-0.031040669|-22.81733634|8.342261787|404.7836105|0.603382856|57.47898976|0.452829665|2150.215999|-568.3036318|-7.205474633|0.396617144|5.07667644|9.278054953|0.827584457|-273.8080361|941.8624118|0.0|1.0|0.0|1.0|0.0|17.0|-5.64|49.17|1.6|85.88|0.0|2.0|-6.4|1.0|1.0|2.72|-3.71|0.000696|0.000195|0.0595|2.48|0.0|0.0|2.29e-06|2.76|-1009.48087|515.2|306.1|0.2961|0.69902|0.69902|-1009.350293|-0.16734|4575.0|-0.19167|-1009.398029|6.5936|0.46|6.3372|6.3372
13f_a6|0.0|1|0|0|6.842683282|0|0|1.429020649|0.0|-0.088329567|-0.008507023|2|0.04505613|1.651047524|-0.381170169|-0.071478789|10.95053349|-0.049928822|1|1|-0.001446486|0.079490516|2|0.841211811|-0.028317736|-0.088948538|0.834167942|0.863222493|0.176745407|0.018554018|-49.2635105|12.46087045|62.42897239999999|-0.032802223|-41.92004677|8.368715213|0.0|0.720711855|61.72438096|0.401838426|2869.925064|-1123.527884|-14.79531062|0.279288145|9.050440345|15.13042752|0.6717890999999999|-754.5608419|1558.914115|1.0|1.0|1.0|1.0|2.0|27.0|-10.18|103.17|0.92|123.82|0.0|0.0|-6.52|0.0|1.0|3.19|-4.78|7.74e-06|1.65e-05|0.00688|3.27|0.0|0.0|6.59e-11|3.36|-1347.266914|711.29|394.98|901.0|0.49643|0.70541|-1347.018087|-0.12805|10.8469|-0.2059099999999999|-1347.0794119999998|13.9612|42.0|7.3768|7.3768
18a_a22|0.0|0|0|1|6.842683282|0|0|1.194229718|1.854982521|-0.197348157|-0.018344659|2|0.033735832|1.6891461019999998|-0.19538364|-0.021976395|10.31286146|-0.015194063|1|1|0.007079018|0.059645624|2|0.760537197|-0.042139855|-0.027029438|0.7881113679999999|0.926535704|0.573315195|0.01713283|-34.36220678|11.62443251|29.59800426|-0.029276847|-35.04152115|7.887046626|18.5219848|0.710467198|45.98663929|0.487405342|2898.068989|-1032.92859|-13.47750813|0.289532802|7.037677899|13.72951861|0.950859191|-700.830423|1453.872315|1.0|1.0|1.0|1.0|1.0|27.0|-9.4|100.61|2.13|131.64|0.0|1.0|-6.28|0.0|1.0|3.9|-5.16|2.59e-06|6.98e-06|0.00305|3.78|0.0|0.0|3.95e-10|3.69|-1691.2957760000002|695.35|355.95|0.3174|0.35107|0.68577|-1691.036502|-0.1408|3851.0|-0.21148|-1691.097989|5.3946|13.0|7.8861|7.8861
3i_a32|0.0|1|1|0|7.78113851|0|0|0.6094207970000001|0.0|-0.157360524|-0.363243817|0|-0.21362765|1.711001131|-0.4449120629999999|-0.26785886|10.3110028|0.022524712|3|3|-0.0106761939999999|-0.8373173840000001|0|0.565740817|-0.337053202|0.030060554|0.902293804|0.893827987|0.259644227|0.015296821|-49.17963359|8.064907632|60.99385995|-0.044627482|-31.48976464|4.252042736|0.201037767|0.77072347|57.24454122|0.422644726|2471.4299920000003|-776.4518766|-12.4050588|0.22927653|5.826629089|10.09193014|0.732035793|-409.3669403|1007.432506|1.0|0.0|1.0|1.0|1.0|19.0|-6.96|110.94|2.09|88.28|0.0|1.0|-5.53|0.0|1.0|4.37|-5.16|5.37e-07|6.85e-06|0.00251|4.23|0.0|0.0|1.0900000000000001e-07|3.38|-1891.811327|530.5|340.43|0.4765|0.70322|0.70322|-1891.738614|-0.1476|2494.0|-0.21278|-1891.790935|3.8572|6.0|8.2366|8.2366
12m_a36|0.0|1|0|0|7.412764017000001|2|2|1.297043522|0.0|0.013543656|-0.133854569|2|0.14264424|0.0|-0.667165917|-0.025127218|10.95440733|-0.038386106|1|1|-0.004569485|0.245908938|1|0.892815402|-0.075712087|-0.064035403|0.8792981679999999|0.711961428|0.4493096629999999|0.022725561|-67.27772044|15.24099981|42.78660249|-0.04260035|-54.45666327|10.22144534|107.233999|0.7471181240000001|82.51872026|0.465323422|2925.315028|-1542.786306|-19.16067782|0.252881876|7.312794835|13.67704354|0.8702895190000001|-1034.676602|2064.983108|0.0|0.0|0.0|1.0|3.0|17.0|-6.14|112.29|1.28|131.85|0.0|1.0|-7.39|0.0|0.0|1.26|-3.8|7.96e-05|0.000159|0.0676|2.11|0.0|0.0|7.19e-07|3.88|-1401.6158890000002|692.4|320.72|0.4718|0.69382|0.69382|-1401.385923|-0.15879|6.5789|-0.20993|-1401.446557|9.1003|0.03|7.5229|7.5229
7f_a8|0.0|1|0|1|7.05012252|0|0|1.394802504|1.2793830309999998|-0.139912829|-0.073219554|0|0.034392285|0.0|-0.234880498|-0.087673259|10.94343485|0.0260356679999999|1|1|0.00084936|0.09329746|0|0.515235986|-0.048917705|0.041366689|0.7677336090000001|0.770229267|0.3155671539999999|0.0138113419999999|-52.28313554|7.858266077000001|53.09327646|-0.040738044|-28.45850692|4.471132824|55.49953831|0.880922225|60.14140162|0.4513917389999999|2534.956113|-950.3309426|-13.18808857|0.119077775|7.704280774|14.04331892|0.822794279|-540.7116315000001|1078.790971|1.0|0.0|1.0|0.0|1.0|23.0|-8.46|61.58|4.27|101.89|0.0|1.0|-5.27|0.0|1.0|4.63|-5.5|2.09e-06|3.16e-06|0.00118|4.66|0.0|1.0|3.5e-09|6.81|-1285.168078|584.99|356.17|0.3536|0.7024199999999999|0.6987399999999999|-1285.017838|-0.14506|8.7098|-0.21998|-1285.071664|11.6137|35.65|4.4479|4.4479
12aw_a36|0.0|1|0|0|7.412764017000001|2|2|1.297044239|0.0|-0.135690414|-0.115864198|2|0.066435701|0.0|-0.4478724979999999|-0.1066959869999999|10.96021804|-0.034663063|1|1|-0.004358975|0.169961228|1|0.653741315|-0.022464907|-0.056676035|0.892249657|0.706174871|0.373775982|0.023038651|-56.73814908|14.76755422|54.50894809|-0.041292362|-47.12705211|9.4658605|1.343623915|0.749052287|71.5057033|0.47322369|2901.451841|-1323.400377|-16.96573876|0.250947713|7.545677222999999|14.32425315|0.898338973|-848.2869380000001|1766.7663510000002|1.0|0.0|0.0|1.0|2.0|17.0|-7.12|69.2|2.78|123.67|0.0|1.0|-6.8|1.0|0.0|2.44|-4.32|0.000102|4.81e-05|0.0201|2.88|0.0|0.0|7.599999999999999e-08|3.66|-1431.373326|666.09|319.85|0.4088|0.38905|0.69109|-1431.180191|-0.15688|4.8181|-0.21201|-1431.239759|6.5278|9.0|8.0458|8.0458
6a_a31|0.0|1|0|0|7.703007682000001|1|1|0.610184884|0.0|0.038376178|-0.181987023|0|0.08881108|0.0|-0.779425376|-0.0225412779999999|10.31170939|-0.026103465|2|2|-0.010591881|0.1533239019999999|0|0.848282918|-0.07385392|-0.0436046509999999|0.848080284|0.57216168|0.259133072|0.034212524|-77.60012959|20.08876284|157.9971748|-0.045153913|-43.59027182|11.79563339|98.49408082|0.6927462990000001|97.68889243|0.478330896|2713.694431|-1113.557793|-15.56795422|0.307253701|7.516549303|14.408653400000002|0.916923952|-653.8540772999999|1607.453976|1.0|1.0|1.0|1.0|2.0|22.0|-6.96|131.36|1.13|104.73|0.0|1.0|-6.69|0.0|1.0|2.96|-4.34|6.09e-06|4.55e-05|0.0178|2.8|0.0|0.0|1.11e-07|4.03|-1613.295461|607.79|349.96|0.6404|0.70416|0.70416|-1613.1416|-0.1428|7.7514|-0.19843|-1613.198178|11.2387|1.1|5.9586|5.9586
14o_a23|0.0|0|1|2|7.423568444|0|0|1.197958066|3.133942289|0.18835477|-0.301504331|2|0.135737344|0.6669152279999999|-0.807407518|-0.029012777|10.3132174|-0.049105045|2|2|-0.0004039459999999|0.416392114|2|0.598213287|0.000891427|-0.072078004|0.861597051|0.904077943|0.328340215|0.018054548|-51.49843925|12.835973699999998|110.3941788|-0.042454824|-47.58321438|9.125801389|0.8929505459999999|0.800301554|64.33441296|0.48945652|3399.6213840000005|-1539.35724|-21.45909668|0.199698446|9.016411722|17.66041891|0.958697036|-1094.413931|1923.471511|0.0|0.0|1.0|0.0|1.0|26.0|-7.95|114.25|3.04|126.97|0.0|1.0|-5.94|0.0|0.0|4.31|-6.0|1.29e-07|1e-06|0.0004969999999999|4.76|0.0|0.0|1.12e-08|5.17|-2042.161288|729.11|335.19|385.0|0.58581|0.58581|-2041.934645|-0.1517|5.9294|-0.23229|-2042.000938|8.3591|3.0|8.4815|8.4815
16g_a32|0.0|1|1|0|7.765993078999999|0|0|0.609420729|0.0|0.1739995319999999|-0.0429252429999999|0|-0.049658216|2.084553994|-0.771439265|-0.029193403|10.31100263|0.004735761|3|3|-0.00030659|-0.085591073|0|0.79965447|-0.026098259|0.008494733|0.8821580379999999|0.8206422409999999|0.542303725|0.023959586|-57.77542509|17.659402|90.88837862|-0.033839807|-57.31234426|13.01585399|43.37912747|0.6863323440000001|75.43482709|0.3972359179999999|2833.521937|-1321.90553|-18.38320476|0.313667656|9.3963701|15.58880229|0.65902387|-974.3098525|1926.042887|1.0|1.0|1.0|1.0|2.0|19.0|-8.16|149.27|1.57|121.56|1.0|1.0|-5.69|0.0|1.0|4.37|-5.32|3.08e-08|4.83e-06|0.00213|4.65|0.0|0.0|6.890000000000001e-09|5.38|-2034.593036|752.29|342.86|0.2879|0.70222|0.70222|-2034.342619|-0.14968|3.7346|-0.19968|-2034.408165|4.3204|11.0|7.9586|7.9586
13m_a6|0.0|1|0|0|6.842683282|0|0|1.429020166|0.0|0.031719435|-0.135152403|2|0.021526267|1.617900191|-0.628720289|0.054340057|10.9505335|-0.018628955|1|1|-0.00687003|0.037052986|2|0.870730542|0.156982046|-0.031564227|0.832753533|0.715612461|0.429009107|0.01858251|-68.97140339|12.95736535|91.22689385|-0.0378750189999999|-52.33806464|9.035018118|95.67846949|0.7362989999999999|81.92876874|0.48094941|2951.567781|-1426.129413|-18.41524497|0.263701|8.435961541000001|16.2526769|0.926594475|-994.4232282|1936.888972|1.0|1.0|1.0|1.0|3.0|27.0|-9.67|122.47|0.81|127.2|0.0|1.0|-7.23|0.0|1.0|2.67|-4.28|2.27e-05|5.24e-05|0.0228|2.43|0.0|0.0|2.1499999999999998e-10|4.27|-1423.712909|726.28|371.67|275.0|0.66475|0.64753|-1423.448957|-0.13817|4.2913|-0.20954|-1423.511471|6.5243|0.01|8.0|8.0
12e_a31|0.0|1|0|0|7.765993078999999|1|1|0.610134116|0.0|0.052663358|-0.044316064|0|0.0113193469999999|0.0|-0.70267073|-0.107630327|10.3116965|-0.015755876|2|2|-0.000231353|0.01824365|0|0.7968154940000001|-0.039273975|-0.028502695|0.82100963|0.721526766|0.2642991189999999|0.02665413|-68.32948993|19.38343763|166.1479229|-0.036652129|-58.15044546|14.09603901|595.9853231000001|0.725120432|87.71292755|0.474858042|3040.353774|-1519.288866|-19.38348182|0.274879568|10.24381236|19.50674899|0.904247004|-1104.858464|2095.222806|1.0|1.0|1.0|1.0|2.0|22.0|-9.31|117.37|2.21|129.38|0.0|1.0|-5.93|0.0|1.0|4.5|-5.42|2.16e-07|3.83e-06|0.00176|4.48|0.0|0.0|4.93e-10|6.33|-1809.85374|781.61|322.95|0.3831|0.55114|0.7006600000000001|-1809.581226|-0.15934|2.6024|-0.19379|-1809.650069|3.4818|0.17|6.7696|6.7696
12u_a36|0.0|1|0|0|7.412764017000001|2|2|1.270259304|0.0|-0.054501792|-0.0407717229999999|2|0.033763276|0.0|-0.407105926|-0.063855309|10.95266014|-0.010669561|1|1|0.005035022|0.055588998|1|0.901715152|0.080270195|-0.018047007|0.855176759|0.842227829|0.3765068079999999|0.017639065|-50.53295452|12.27663887|86.1184622|-0.03452119|-46.98143813|8.544435884|5.944854912|0.77938748|62.80959338|0.486156325|2831.106839|-1417.5607730000002|-16.72220679|0.22061252|7.65672775|14.90088936|0.946117173|-986.6102007|1818.813889|1.0|0.0|1.0|1.0|2.0|17.0|-7.38|69.2|2.66|138.33|0.0|1.0|-6.19|1.0|1.0|2.66|-4.86|1.13e-05|1.39e-05|0.00589|3.8|0.0|0.0|4.2e-08|4.21|-1350.865506|739.12|337.37|0.4267|0.69258|0.70272|-1350.575382|-0.15109|5.8702|-0.20409|-1350.638138|7.8877|16.0|7.7959|7.7959
6f_a40|0.0|0|0|1|8.421342866|1|2|0.604893424|1.750582483|0.134099184|-0.156988665|0|-0.122783873|0.737582436|-0.8287570679999999|0.075227997|10.30179966|-0.190617284|2|2|-0.008368734|-0.233222505|0|0.7710013309999999|-0.032826285|-0.268802228|0.896373207|0.655786513|0.363785804|0.015998475|-86.21963207|10.2782635|207.7174501|-0.052228625|-53.89282175|6.6032981820000005|40.01876255|0.8628087240000001|96.49789556|0.410805404|3021.330686|-1509.948957|-21.5571287|0.137191276|6.993991456|11.87042702|0.69723213|-970.0707913999998|1750.039046|1.0|0.0|1.0|0.0|2.0|14.0|-3.67|199.45|1.1|124.54|1.0|3.0|-6.9|0.0|0.0|2.61|-4.64|1.13e-07|2.3e-05|0.0105|3.09|1.0|0.0|0.0002109999999999|6.96|-2426.924155|668.95|482.43|0.2362|0.66642|0.69911|-2426.725129|-0.1131799999999999|6.2384|-203.0|-2426.787111|8.7269|42.0|7.3768|7.3768
