molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|MATS7i|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|RASA|PBF|FPSA3|PNSA3|PPSA3|FNSA4|WPSA3|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|TASA|MOMI-Z|FPSA1|GeomShapeIndex|GRAV|WNSA2|FPSA5|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
19_a34|0|0|0|0.0|1|1|1|1.438829424|1.898101852|-0.068004837|-0.013066507|5.351858133|-0.169170251|-0.189862762|-0.00802652|-0.143343425|10.95957634|1|1|-0.29861864|-0.255220734|-0.401414514|1|0.8022000659999999|0.08178394|-0.0235903339999999|0.8582665429999999|0.6399024520000001|0.308793959|0.039589023|-56.30608209|19.74799697|-0.039656969|9.850795895|0.662289492|-1.506964829|77.38527508|-19.78189027|76.05407906|2127.363207|319.1993829|1537.244187|0.3377105079999999|0.877434994|4496.516479|-374.9727034|0.029554695|337.9440349|1.0|0.0|1.0|1.0|3.07|2.77|0.18|17.0|2.69|2.31|69.4|1.08|0.0|0.0|83.95|0.0|3.0|-2.73|23.0|0.0|1.0|2.1|-3.15|0.00186|574.0|0.000704|218.0|1.66|0.0|9.42e-06|0.00291|-0.02901|4.1721|4.1721|-1046.606458|538.96|882.87|297.18|0.6897300000000001|0.6897300000000001|-0.1735|0.03168624|5.0441|6.0044|6.0044
12s_a36|1|0|0|0.0|0|2|2|1.297044029|0.0|-0.057853364|-0.007059109|5.351858133|-0.045035034|0.037454164|0.002951176|0.0056370119999999|10.95352614|1|1|0.063448144|-0.104118159|-0.1763783589999999|1|0.8060798779999999|-0.118671653|-0.086791463|0.856677627|0.8303378090000001|0.4314309979999999|0.019457471|-46.58030248|12.55883918|-0.035868226|8.106112169|0.754198383|-1.901015959|76.34126108|-23.15117315|59.13914165|2710.355028|535.942162|2294.468358|0.245801617|0.853487672|5890.905249|-791.9759303|0.018222417|662.0530478999999|0.0|0.0|1.0|0.0|4.85|0.0|0.17|17.0|3.24|2.19|69.2|2.24|1.0|0.0|128.72|0.0|5.0|-4.16|30.0|0.0|0.0|2.14|-4.3|6.929999999999999e-05|0.0274|5.05e-05|0.02|3.04|0.0|1.08e-07|4.270000000000001e-05|-0.04908|3.8751|3.7604|-1272.270833|683.24|1150.67|329.71|0.6843600000000001|0.6928|-0.15559|0.03416928|8.7738|8.0458|8.0458
46_a18|0|0|0|0.0|0|2|2|1.251088279|0.0|-0.001181461|-0.005378956|4.844187086|-0.018808538|-0.046124025|0.002300582|-0.0669031009999999|10.94680484|0|0|-0.069691797|-0.1483628609999999|-0.224171123|0|0.729629263|-0.015124585|-0.090469229|0.76616843|0.8265445990000001|0.30524999|0.008975181|-49.54738918|6.376289807000001|-0.029244604|4.5299444310000005|0.782232748|-1.988633091|63.70285871|-20.77641329|55.92367899|3052.94234|587.2068577|1848.661552|0.217767252|0.8342358790000001|7150.333139|-1003.700904|0.013181412|1056.535856|1.0|0.0|1.0|1.0|4.27|0.0|0.3|18.0|3.68|3.3|76.5|3.33|2.0|1.0|151.14|0.0|7.0|-5.68|36.0|0.0|0.0|2.93|-5.47|2.08e-06|0.000999|3.35e-06|0.00161|4.36|0.0|1.51e-09|7.27e-07|-0.04995|3225.0|3225.0|-1532.992457|765.33|1380.79|384.45|0.69181|0.69181|-0.13224|0.0239301|3.2533|6.7305|6.7305
14d_a23|0|1|1|0.0|2|0|0|1.197963465|3.405551724|0.058368697|-0.005343003|5.351858133|-0.026530366|0.03253552|0.01269616|-0.019307114|10.313217800000002|2|2|0.059486662|-0.074441567|-0.136106024|2|0.772008792|0.006563565|-0.088996384|0.829764975|0.921694462|0.213597535|0.018596017|-35.40917327|12.25371621|-0.032878563|8.074501042|0.790346608|-1.6439281280000002|61.49227899|-21.66510006|47.66288948|2878.955374|607.3441532|2261.37838|0.209653392|0.833166062|6459.554383|-713.8033475|0.015037275|666.0036144999999|0.0|1.0|1.0|1.0|3.52|3.62|0.09|26.0|3.88|4.33|105.02|3.24|2.0|1.0|125.25|0.0|5.0|-5.85|31.0|0.0|0.0|3.8|-5.25|1.43e-06|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|1.65e-08|7.03e-06|-0.0725799999999999|3688.0|8.1555|-1669.24571|696.21|1186.17|3688.0|8.1555|8.1555|-0.14894|0.02083626|8.1555|8.4001|8.4001
12d_a40|0|0|0|0.0|1|0|0|0.60499064|1.753432382|0.1028826769999999|-0.008004393|5.4161004020000005|-0.107711573|0.209157499|-0.000134504|0.087954209|10.31197256|2|2|0.3683138529999999|0.127299624|0.224167029|0|0.7769829840000001|-0.0065648919999999|-0.254735308|0.845904643|0.840431415|0.0913543|0.01171131|-50.68561427|6.204226377|-0.038873458|3.286773518|0.844283549|-1.282824111|55.13932669|-20.59374436|56.88984065|2270.596857|445.2300015|643.5166227999999|0.155716451|0.8899787840000001|5101.479206|-360.0239567|0.01245259|350.9435025|0.0|1.0|1.0|1.0|3.23|2.94|0.0|20.0|4.59|5.02|84.45|3.76|2.0|1.0|96.16|0.0|2.0|-6.25|23.0|0.0|1.0|4.21|-5.58|5.58e-07|0.0002009999999999|2.61e-06|0.000942|4.75|0.0|1.44e-07|5.2e-05|-0.07765|4.3959|2.7962|-2153.197255|552.57|910.58|443.4|0.55983|0.70435|-0.11604|0.0164339|1.9961|7.7212|7.7212
18_a34|0|0|0|0.0|1|1|1|1.4547811819999998|1.801574074|-0.063113846|-0.014733513|5.351858133|-0.101546926|-0.100548575|-0.001615187|-0.141332289|10.9595763|1|1|-0.155197864|-0.3102088839999999|-0.478810922|1|0.805756513|0.0468829359999999|-0.224951558|0.8584852479999999|0.68981472|0.295523326|0.040845819|-49.86847383|22.55015528|-0.0422555509999999|12.44948722|0.695849945|-1.816988713|86.77082535|-23.32844015|72.41862911|2424.18137|380.8328339|1774.550004|0.304150055|0.789096743|5296.289007|-553.8039936|0.027385869|428.6241319|1.0|1.0|0.0|1.0|3.28|3.61|0.21|17.0|3.13|3.15|75.47|1.49|1.0|0.0|93.91|0.0|5.0|-4.32|26.0|0.0|1.0|2.89|-4.11|4.77e-05|0.0167|7.829999999999999e-05|0.0275|3.07|0.0|2.22e-06|0.000781|-0.03925|4.4335|4.1234|-1199.288654|592.04|991.93|300.68|0.56101|0.60488|-0.17549|0.02902032|6.7806|5.6144|5.6144
12av_a36|1|0|0|0.0|0|2|2|1.297042752|0.0|0.049150854|-0.009925128|5.351858133|-0.081537769|0.06882889|-0.00233752|-0.021036176|10.96037173|1|1|0.1168328169999999|-0.126068378|-0.213993335|1|0.8076780109999999|-0.018133027|-0.067408377|0.8571025990000001|0.752447733|0.277834652|0.021666882|-57.31621925|15.09249582|-0.035197712|10.51297704|0.671916917|-2.006269572|91.5101903|-24.51766365|72.40871507|3011.024457|524.1323793|2354.591519|0.328083083|0.965363947|6460.1184140000005|-973.4610746|0.025779468|757.7532208|0.0|0.0|1.0|0.0|4.96|0.0|0.17|17.0|2.38|1.65|98.3|1.49|1.0|0.0|138.06|0.0|7.0|-3.54|33.0|0.0|0.0|1.47|-3.64|0.000292|128.0|0.000227|0.0997|1.85|0.0|1.1800000000000001e-07|5.18e-05|-0.05307|4.8408|3.4402|-1440.988179|733.21|1247.28|360.39|0.43212|0.70455|-0.14122|0.04308001|6.1075|7.4089|7.4089
12a_a50|0|1|1|0.0|2|1|1|1.397770359|4.075037557|-0.199881787|-0.002936355|5.82008293|-0.0016330379999999|-0.111689174|0.01164808|0.014596049|10.94501645|2|2|-0.193999688|-0.168032508|-0.291865836|1|0.795582575|-0.030758487|-0.2018898489999999|0.862192416|0.904119689|0.29507467|0.021013336|-25.57033815|10.58650394|-0.02383238|5.333473207|0.575218972|-0.929462803|47.2792242|-12.00673599|36.15684209|2223.666558|455.4948605000001|1462.827156|0.4247810279999999|0.885635975|4665.239724|-235.9104193|0.027455156|388.171611|1.0|0.0|1.0|1.0|3.3|2.21|0.11|20.0|2.59|3.42|48.53|2.02|0.0|0.0|94.69|0.0|2.0|-3.16|24.0|0.0|1.0|2.55|-3.84|0.000685|215.0|0.000144|45.0|2.5|0.0|3.22e-06|0.00101|-0.03366|4.0783|4.0783|-1006.659456|545.54|908.22|304.01|0.65267|0.65267|-0.16806|0.02648238|7.9123|7.1249|7.1249
8h_a8|1|0|0|0.0|1|0|0|1.3918396709999998|1.241306689|0.038482973|-0.010324979|4.844187086|-0.249095464|0.008138299|-0.007796225|-0.085125857|10.94341368|1|1|0.021094825|0.09830823|0.254819201|0|0.6971223040000001|0.111824921|0.010682683|0.751162751|0.602405134|0.273425421|0.0111998669999999|-72.14530885|6.58499063|-0.048805507|3.871662077|0.918315905|-2.147442322|70.94463092|-28.69532281|78.73029948|2623.688756|354.18563860000006|2019.780061|0.081684095|0.822939833|5956.417906000001|-742.3454901|0.00764059|485.8626377000001|0.0|0.0|0.0|0.0|3.11|2.73|0.0|23.0|4.69|4.72|80.88|4.11|2.0|0.0|105.27|0.0|4.0|-5.21|29.0|0.0|0.0|4.01|-5.0|6.11e-06|0.0023899999999999|1.01e-05|0.00395|3.82|0.0|1.13e-08|4.43e-06|-0.06344|4801.0|3.7327|-1361.651799|608.39|1029.51|332.16|0.56196|0.69844|-0.15475|0.03330037|4.4356|4.9359|4.9359
12be_a36|1|0|0|0.0|0|2|2|1.297042758|0.0|-0.148313814|-0.009368126|5.351858133|-0.0419484829999999|0.118420241|0.000482522|-0.08981965|10.95957887|1|1|0.19405344|-0.176729938|-0.289604649|1|0.812921349|0.132962547|0.00734728|0.858971809|0.798015877|0.330453338|0.033763464|-54.15309606|23.42501577|-0.031937334|16.25222352|0.5660743979999999|-1.852365352|99.62604537|-22.15805062|77.57811183|3039.9167260000004|553.6616295|2552.721046|0.433925602|0.839796323|6592.168374|-891.645944|0.034632557|766.4854363|0.0|0.0|1.0|1.0|4.96|0.0|0.21|17.0|2.83|1.9|87.66|1.42|1.0|0.0|136.74|0.0|7.0|-4.11|33.0|0.0|0.0|1.75|-4.15|7.75e-05|0.0342|7.13e-05|0.0315|2.62|1.0|1.6100000000000005e-07|7.11e-05|-0.0518799999999999|5.2184|3.3487|-1462.0007349999998|739.48|1256.67|370.25|0.40844|0.70465|-0.13781|0.03245204|10.3044|7.3565|7.3565
13b_a5|1|0|0|0.0|0|1|1|1.338814635|0.0|-0.142746146|-0.004573365|5.209486153|0.011339656|-0.006314305|0.0064510459999999|-0.104404004|10.94530329|1|1|-0.010368468|-0.055701188|-0.091464693|2|0.765309977|0.03431921|-0.0330907489999999|0.8184221559999999|0.831557236|0.468748106|0.0138892369999999|-44.93506461|8.980592802|-0.02636836|5.806729729|0.654076389|-1.344786367|62.24204745|-17.04942469|53.91565742|2661.597781|537.6736515|1177.571784|0.345923611|0.837970799|5678.380299|-562.2202871000001|0.021552174|638.8437454|1.0|1.0|1.0|1.0|2.97|2.64|0.17|23.0|4.64|4.06|74.77|1.96|1.0|0.0|119.8|0.0|5.0|-4.24|30.0|0.0|1.0|3.26|-4.43|5.69e-05|0.0225|3.75e-05|0.0148|3.01|0.0|4.36e-09|1.72e-06|-0.05177|4.6733|4.1793|-1276.066049|672.43|1138.73|296.66|0.32779|0.57482|-0.17274|0.035153|4.7964|6.9586|6.9586
7f_a8|1|0|0|0.0|1|0|0|1.394802504|1.2793830309999998|-0.139912829|-0.005338193|4.844187086|-0.073219554|0.034392285|0.00112124|-0.087673259|10.94343485|1|1|0.09329746|0.052081992|0.141285105|0|0.7051689170000001|-0.048917705|0.041366689|0.7677336090000001|0.770229267|0.3155671539999999|0.0138113419999999|-52.28313554|7.858266077000001|-0.040738044|4.471132824|0.880922225|-1.670259798|55.85651025|-23.17880348|60.14140162|2534.956113|438.23883319999993|1854.738581|0.119077775|0.822794279|5662.145174|-540.7116315000001|0.010262531|446.5544107|0.0|1.0|0.0|0.0|3.14|3.23|0.0|23.0|5.52|5.49|61.58|4.27|2.0|0.0|101.89|0.0|3.0|-5.68|28.0|0.0|1.0|4.63|-5.5|2.09e-06|0.00078|3.16e-06|0.00118|4.66|0.0|3.5e-09|1.31e-06|-0.07492|3.8187|3.4810000000000003|-1285.196168|584.99|991.61|356.17|0.7024199999999999|0.6987399999999999|-0.14506|0.02809022|11.6137|4.4479|4.4479
13m_a6|1|0|0|0.0|0|0|0|1.429020166|0.0|0.031719435|-0.010840005|4.727387819|-0.135152403|0.021526267|-0.0093684169999999|0.054340057|10.9505335|1|1|0.037052986|-0.068956229|-0.118693789|2|0.7767360059999999|0.156982046|-0.031564227|0.832753533|0.715612461|0.429009107|0.01858251|-68.97140339|12.95736535|-0.0378750189999999|9.035018118|0.7362989999999999|-2.045251|89.65257305|-26.40980394|81.92876874|2951.567781|498.9881336|2574.030011|0.263701|0.926594475|6412.592679|-994.4232282|0.020928405|724.3873672999999|1.0|1.0|1.0|1.0|3.59|2.18|0.08|27.0|4.19|3.76|122.47|0.81|1.0|0.0|127.2|0.0|6.0|-4.64|33.0|0.0|1.0|2.67|-4.28|2.27e-05|0.00987|5.24e-05|0.0228|2.43|0.0|2.1499999999999998e-10|9.35e-08|-0.07137|3.9127|3.3359|-1423.762467|726.28|1231.54|371.67|0.66475|0.64753|-0.13817|0.04955777|6.5243|8.0|8.0
9a_a36|1|0|0|0.0|0|2|2|1.297044807|0.0|-0.109305298|-0.007853595|5.351858133|-0.046964839|0.095192109|0.0034852859999999|-0.078488872|10.96066876|1|1|0.160672128|-0.12019672|-0.202876718|1|0.7885597609999999|-0.019008343|-0.1177413269999999|0.842671963|0.826559623|0.204819754|0.0236784079999999|-45.04449811|14.47407729|-0.039929147|8.847677483|0.7638345870000001|-1.956528182|78.37175688|-24.40778806|59.5185754|2682.572663|505.25728260000005|2167.77208|0.236165413|0.828482664|5693.562367|-731.0766269999999|0.019513779|578.2841135|0.0|0.0|1.0|0.0|4.69|0.0|0.14|17.0|3.04|2.04|66.4|2.02|1.0|0.0|120.94|0.0|5.0|-3.71|29.0|0.0|0.0|1.95|-3.99|0.000197|0.0753|0.000102|0.0391|2.66|0.0|5.26e-07|0.0002009999999999|-0.05044|3.8677|3.8677|-1252.802159|648.41|1092.66|320.56|0.68682|0.68682|-0.15925|0.02701893|7.4992|7.8861|7.8861
4_a27|0|0|0|0.0|2|0|0|1.4008954130000002|3.294369174|0.082486268|-0.006181204|4.727387819|-0.058641975|-0.273119343|0.00991794|0.13397347|10.93736915|1|1|-0.459570857|-0.2030237389999999|-0.341622797|2|0.7853766809999999|-0.07759915|-0.024800302|0.842039655|0.852604338|0.3485918529999999|0.0201467639999999|-29.89961815|10.43112657|-0.0281385239999999|5.40078803|0.682485674|-1.181818|51.33640873|-14.56891559|40.33074472|2273.715366|441.4418013|1213.060761|0.317514326|0.799110312|4988.6278600000005|-316.8125922|0.020363697|424.8821143|0.0|1.0|0.0|1.0|3.11|3.08|0.16|21.0|2.94|2.8|65.6|2.66|0.0|0.0|97.55|0.0|2.0|-3.57|25.0|0.0|1.0|2.8|-3.99|0.000266|0.0882|0.000102|0.0339|2.55|0.0|6.04e-07|0.0002|-0.0449899999999999|5.5485|4.1288|-1083.138303|555.75|946.77|300.29|0.36899|0.6089899999999999|-0.17034|0.01877181|3.9202|8.3979|8.3979
12_a47|1|1|1|0.0|0|0|0|1.304330736|0.0|-0.155854903|-0.005522244|4.59511985|-0.078935336|0.001435849|-0.0047488359999999|-0.018573056|10.95005729|1|1|0.003417588|-0.006318684|-0.015039637|2|0.8288334490000001|0.055943216|0.050943962|0.90246604|0.7840710409999999|0.266995634|0.018014416|-44.18983348|9.382250925|-0.034116917|4.886454935|0.680723821|-1.1940921|61.09751253|-17.76874008|53.5720844|2266.78114|408.3591283|702.3796319|0.319276179|0.920341815|4816.005822|-323.9004363|0.025457205|335.1175012|1.0|0.0|1.0|1.0|2.73|1.67|0.0|21.0|4.19|4.98|66.49|2.6|0.0|0.0|91.63|0.0|3.0|-4.51|24.0|0.0|1.0|3.37|-4.56|3.11e-05|0.0106|2.77e-05|0.00943|3.43|0.0|7.69e-09|2.61e-06|-0.0623|4.2907|3.9538|-1488.101254|537.79|886.46|313.58|0.66387|0.68557|-0.1633|0.03721125|3.5884|8.2|8.2
16h_a32|1|1|1|0.0|0|0|0|0.609420754|0.0|0.217139852|-0.015656019|5.733341277|-0.098975084|-0.069213021|-0.0048042729999999|0.061727488|10.31100268|3|3|-0.1234671109999999|-0.123297852|-0.219947482|0|0.832040698|-0.003188883|-0.03617945|0.881181048|0.7991915079999999|0.44308098|0.02096013|-51.56009529|13.31708433|-0.038765425|8.461051377999999|0.7359051059999999|-1.821974989|90.15529448|-24.62973479|64.87717961|2709.44587|507.7688359|3282.554439|0.2640948939999999|0.850995852|6151.056721|-735.4832318|0.020432929|573.3529948|0.0|1.0|1.0|1.0|3.61|3.45|0.26|19.0|5.86|4.6|149.27|1.12|2.0|0.0|111.95|1.0|7.0|-6.48|28.0|1.0|1.0|3.74|-4.75|3.28e-07|0.000136|1.7800000000000002e-05|0.0073599999999999|3.66|0.0|9.89e-08|4.09e-05|-0.05028|3.6182|3.6182|-1955.99895|679.82|1130.4|342.67|0.70219|0.70219|-0.14972|0.02818755|4.2275|8.0655|8.0655
3n_a32|1|1|1|0.0|0|1|1|0.609420754|0.0|-0.0376583329999999|-0.00615216|5.733341277|-0.01504795|-0.056907012|0.000609539|-0.1006122119999999|10.3110027|3|3|-0.100681119|-0.086764744|-0.153506065|0|0.816774665|-0.018016496|-0.121627423|0.868826775|0.840041782|0.287402381|0.01889769|-42.83673428|10.86481886|-0.027401986|6.246493173999999|0.648933114|-1.205687365|65.41881458|-15.75418035|53.70155314|2526.071154|482.963897|2426.73803|0.351066886|0.840580248|5553.014016|-398.5311469|0.0210408339999999|522.1674161999999|0.0|1.0|1.0|1.0|3.51|3.29|0.32|19.0|6.71|5.01|120.17|1.58|2.0|0.0|106.44|0.0|3.0|-5.96|26.0|0.0|1.0|4.07|-4.91|1.11e-06|0.000424|1.23e-05|0.0047|3.74|0.0|1.1e-07|4.19e-05|-0.05535|3.5459|3.5459|-1825.378576|614.67|1036.75|349.65|0.7028399999999999|0.7028399999999999|-0.1472099999999999|0.02901944|6.2667|7.6778|7.6778
12y_a36|1|0|0|0.0|0|2|2|1.29704385|0.0|-0.061103469|-0.00707164|5.351858133|-0.065314765|0.036174187|0.002782748|-0.049845887|10.94917392|1|1|0.06152178|-0.095253274|-0.1619981409999999|1|0.820226782|0.046673879|-0.0498101409999999|0.873588247|0.83704133|0.424572485|0.019404665|-51.48548385|13.04507243|-0.036493654|8.769742642|0.755735734|-1.970657299|78.8341402|-24.53339777|64.53055627|2793.629988|562.7133986|2304.463084|0.244264266|0.950403792|6082.16777|-890.6187094000001|0.01873364|698.847203|0.0|0.0|1.0|0.0|4.88|0.0|0.12|17.0|3.62|2.42|69.2|2.38|1.0|0.0|133.84|0.0|6.0|-4.58|31.0|0.0|0.0|2.37|-4.55|2.6e-05|0.0106|2.82e-05|0.0115|3.45|0.0|9.66e-08|3.94e-05|-0.05002|3.8794|3.8794|-1310.350902|702.38|1183.75|319.6|0.66796|0.66796|-0.15671|0.03583863|8249.0|7.9208|7.9208
8c_a12|0|0|0|0.0|0|1|1|1.283851303|0.0|0.1948786139999999|-0.0104125509999999|0.0|-0.055163114|-0.106633503|-0.004211843|-0.036504737|10.95472932|0|0|-0.1876771789999999|-0.210669119|-0.370782022|2|0.782864175|-0.10899871|-0.130288596|0.8425863029999999|0.840397446|0.239216075|0.019604202|-34.19075142|10.00357546|-0.038245644|5.104595615|0.764449832|-1.529825767|61.66383178|-19.51587692|44.19432689|2190.852814|428.8355831|1245.6132289999998|0.235550168|0.8957467170000001|4610.945152|-398.3402139|0.018855428|390.0159026|1.0|0.0|0.0|1.0|3.91|2.24|0.11|18.0|2.81|1.59|63.06|2.02|0.0|0.0|98.07|0.0|3.0|-3.47|24.0|0.0|1.0|2.23|-3.72|0.000339|107.0|0.0001899999999999|0.0598|2.5|0.0|7.24e-08|2.28e-05|-0.06706|4.3598|3.8341|-1022.77302|551.66|909.19|323.37|0.53657|0.67318|-0.15571|0.02263772|2.4806|7.3979|7.3979
10_a47|0|0|0|0.0|0|0|0|1.381868067|0.0|-0.003570214|-0.008013899|0.0|-0.166367455|-0.169242585|-0.008120645|0.0814897|10.93671036|0|0|-0.349569106|-0.021926603|-0.045289209|2|0.754096463|-0.138304661|0.011239977|0.8077565520000001|0.841070966|0.417511484|0.00951788|-40.80144983|5.088920549|-0.035388634|2.720890925|0.801882632|-1.592488524|57.59863288|-18.9212254|45.89037038|2355.515804|449.6950454|1567.859561|0.198117368|0.699661037|5482.319019|-455.247149|0.014051737|498.0016816|1.0|0.0|1.0|1.0|3.02|2.97|0.09|22.0|5.12|5.92|58.04|3.21|2.0|0.0|106.43|0.0|3.0|-5.75|27.0|1.0|1.0|4.41|-5.5|1.77e-06|0.000638|3.18e-06|0.00114|4.8|0.0|1.4199999999999999e-09|5.110000000000001e-07|-0.0486399999999999|5.7693|3.7236|-1188.405988|579.86|997.16|332.97|0.53909|0.69212|-0.15445|0.03158831|2.8795|7.9|7.9
20_a31|1|1|1|0.0|0|0|0|0.609420757|0.0|0.0469387759999999|-0.009722467|5.733341277|-0.057200812|-0.013040402|-0.003484915|-0.020082435|10.31100269|3|3|-0.023477148|-0.0852122769999999|-0.1534110109999999|0|0.8602874540000001|0.028036914|-0.131662689|0.912372776|0.7954270659999999|0.246878555|0.019334605|-53.79798102|12.1160662|-0.033537774|7.592555532|0.710707042|-1.542737604|81.35171021|-21.01650877|65.91404723|2576.1287230000003|498.4558574|1758.762093|0.289292958|0.86775525|5678.167489|-605.8215871|0.019624081|557.1050635|1.0|1.0|1.0|1.0|3.46|2.74|0.26|19.0|6.49|4.38|140.04|1.1|1.0|0.0|110.47|1.0|7.0|-5.91|27.0|1.0|1.0|3.6|-4.44|1.24e-06|0.000493|3.66e-05|0.0146|3.29|0.0|2.23e-08|8.86e-06|-0.06065|3.5381|3.5381|-1880.768349|666.67|1113.19|350.43|0.7036600000000001|0.7036600000000001|-0.1483|0.0336943|4.9218|8.0862|8.0862
1o_a5|1|0|0|0.0|0|0|0|1.427566509|0.0|-0.266637757|-0.002633927|4.59511985|0.033105871|-0.033273504|0.0057302559999999|-0.102739602|10.94518594|1|1|-0.05876042|0.038275248|0.06759341|2|0.78144982|-0.003561205|-0.016408975|0.85693939|0.88430372|0.447318682|0.01325562|-42.63505279|7.122612351|-0.028770932|3.827177229|0.699913551|-1.093295425|50.11479279|-15.45942012|49.75766514|2238.291862|475.1609233|833.537568|0.300086449|0.8888980340000001|4572.818263|-315.657463|0.020380352|393.5487205|1.0|1.0|1.0|1.0|2.81|2.2|0.0|23.0|4.48|4.07|78.25|1.23|0.0|0.0|95.2|0.0|3.0|-4.08|25.0|0.0|1.0|2.95|-4.08|8.329999999999999e-05|0.0269|8.340000000000001e-05|27.0|2.78|0.0|7.85e-09|2.54e-06|-0.07037|4.5011|4.1692|-1043.577386|561.04|938.37|297.38|0.4988899999999999|0.5492100000000001|-0.1693599999999999|0.04126499|5.4919|7.4559|7.4559
9b_a36|1|0|0|0.0|0|2|2|0.62670079|0.0|-0.053019801|-0.0058276019999999|5.351858133|-0.023369916|0.082806042|0.005050384|-0.077361324|10.33767255|1|1|0.146828453|-0.053309522|-0.094526372|1|0.7885597609999999|-0.034830997|-0.1177413269999999|0.842671963|0.8453794609999999|0.2602997|0.017007854|-46.58565720000001|10.68084402|-0.036110824|6.707514535|0.78242217|-1.769430355|71.70079424|-22.67740953|57.26650122|2715.020034|530.8939077|2464.2160510000003|0.21757783|0.828997331|5838.085413000001|-697.8234711|0.015872498|620.9195447000001|0.0|1.0|1.0|0.0|4.73|0.0|0.14|17.0|3.6|2.76|82.47|2.82|1.0|0.0|126.17|0.0|5.0|-4.6|29.0|0.0|0.0|2.48|-4.43|2.49e-05|0.00992|3.71e-05|0.0148|3.2|0.0|2.3100000000000002e-07|9.21e-05|-0.05146|3.8535|3.8535|-1575.7800140000002|666.01|1127.85|321.74|0.69763|0.69763|-0.15833|0.02803905|8.4288|7.6778|7.6778
9h_a24|1|0|0|0.0|1|0|0|1.428198245|1.726213624|-0.203768024|-0.002864393|5.209486153|2.01e-05|0.078066659|0.013595277|-0.209618231|10.96661419|2|2|0.144624936|-0.02551563|-0.047269812|2|0.78742035|0.183289617|-0.004960317|0.859720539|0.883775278|0.4016070679999999|0.018457687|-28.52000725|8.724425117000001|-0.026280957|4.123788393|0.572371258|-0.8935525440000001|47.51520531|-12.42226332|37.24443236|2062.34011|417.7355164|768.1954692|0.427628742|0.914204295|4170.098082|-199.6361567|0.031789952|295.8603625|0.0|0.0|1.0|1.0|2.84|1.96|0.0|22.0|2.42|2.72|72.28|1.07|0.0|0.0|82.17|0.0|3.0|-2.83|22.0|0.0|1.0|1.97|-3.24|0.00147|423.0|0.000575|166.0|1.7|0.0|8.95e-07|0.000258|-0.0435399999999999|5.1739|4.3437|-945.2642633|506.68|831.92|285.43|0.54606|0.61928|-0.18239|0.0305020989999999|7.7741|7.1135|7.1135
16a_a23|0|1|1|0.0|2|1|1|1.197962324|3.411338761|-0.0147904689999999|-0.0054940769999999|5.351858133|-0.013055633|0.062601621|0.012426121|-0.088255625|10.31321796|2|2|0.115499047|-0.181609054|-0.335065967|2|0.8323974470000001|0.154144584|-0.116894582|0.890165467|0.934837094|0.181301571|0.021379172|-26.53751114|13.80568132|-0.025724725|8.915071155|0.585920722|-1.311960953|65.21027197|-16.6118386|40.34319246|2924.629647|603.6746046|1801.957216|0.414079278|0.981208279|6552.801739|-547.0850515999999|0.02809646|668.3493171|0.0|0.0|1.0|0.0|3.94|0.0|0.14|20.0|2.03|2.52|108.26|2.04|1.0|1.0|125.79|0.0|5.0|-4.58|31.0|0.0|0.0|1.85|-4.31|2.6e-05|0.0111|4.86e-05|0.0208|2.66|0.0|5.38e-06|0.0023|-0.0502|1.6239|1.6239|-1685.913359|670.04|1172.0|763.49|0.96307|0.96307|-0.07625|0.03391189|18.4446|7.4037|7.4037
