molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RPSA|WNSA5|WPSA3|RPCS|FNSA2|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|GeomDiameter|WNSA2|DPSA4|FPSA5|DPSA1|PPSA5|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
4l_a46|0.0|0|0|0|0.0|1|1|2.155247543|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|1|0.049498645|-0.067419714|0.0|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|0.006162668|-0.1012114369999999|0.010799648|1|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0|0.892158627|-0.09094885|-0.085194597|0.291762764|0.00657916|-48.19533497|0.107841373|-27.26452605|2.10550531|0.0|-1.533502748|-17.01011822|0.409308207|504.7020036|-867.5160294|2087.583804|9.833034117|-490.7614689|19.25417715|0.006130523|-433.8429998|3.468091068|1.0|1.0|1.0|3.92|3.19|0.36|17.0|-7.0|4.64|3.06|1.0|105.77|0.0|1.0|-5.28|26.0|-5.23|0.0|1.0|4.08|0.00182|7.78e-06|0.0|0.0|-0.01784|5.4011|4.99|4.4542|-1092.745692|-1092.71063|612.39|1057.06|278.36|0.2504|526.77|0.3756|-1092.484863|-0.20351|0.03506136|-1092.53932|98.0|7.0088|7.0088
4d_a49|0.0|0|0|0|0.0|1|1|2.097463308|-0.06085453|-0.006135653|5.4161004020000005|-0.058204482|2|0.036555556|-0.090862681|1.76904838|0.000607064|-0.053327669|10.92777282|0.013451218|0.001356445|-0.151004418|0.000850823|2|-0.008564167|0.023137464|0.834151595|0.749565191|1|0.752634646|-0.089942837|-0.085966608|0.410804214|0.013625199|-52.95392476|0.2473653539999999|-32.61868996|5.16986937|57.16412513|-1.461432343|-17.31186002|0.470013152|463.6097566000001|-900.2167208999999|1640.195062|15.09148245|-554.5177292999999|26.44129877|0.022019681|-190.6195379|13.56373757|0.0|1.0|2.0|3.38|2.68|0.22|21.0|-7.58|3.16|1.25|1.0|115.63|0.0|1.0|-3.13|30.0|-7.7|0.0|0.0|2.27|296.0|0.0004509999999999|0.0|0.0|-0.06309|5.7447|2.99|3.8047|-1293.333712|-1293.29417|668.09|1144.04|325.87|0.2549|495.7|0.40593|-1293.049085|-0.2219699999999999|0.0395418|-1293.107454|18.0|7.7447|7.7447
4e_a49|0.0|0|0|0|0.0|1|1|2.085628989|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|2|0.036555556|-0.080255074|1.713107022|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|0.000660956|-0.130491035|-0.060391347|2|0.0063958109999999|0.032396301|0.856023531|0.731643066|1|0.757062331|-0.09422276|-0.087866673|0.433385455|0.017142176|-53.89448633|0.242937669|-33.05708028|6.449206277999999|60.11195021|-1.493733437|-17.96482878|0.471635821|464.3567821|-916.2062675|1647.641653|15.01788083|-561.9703647000001|27.6242383|0.023622273|-184.4129453|14.48911428|0.0|1.0|2.0|3.35|2.89|0.22|21.0|-7.36|3.4|1.25|1.0|114.08|0.0|1.0|-3.28|30.0|-7.52|0.0|0.0|2.42|211.0|0.000305|0.0|0.0|-0.06461|5.7301|3.34|3.7876|-1313.199448|-1313.158118|660.22|1128.64|327.34|0.2273|504.63|0.4078199999999999|-1312.924353|-0.2231199999999999|0.04133034|-1312.98289|34.0|7.4685|7.4685
1d_a5|0.0|1|0|0|2.79978458|0|0|0.0|-0.133500214|-0.006252818|4.59511985|-0.308010841|2|0.030074074|-0.118028278|0.0|-0.0012491689999999|-0.2261588939999999|10.94437658|-0.010183824|-0.000700145|-0.389011185|0.004923698|2|-0.058872605|-0.015804188|0.821309592|0.513260607|0|0.8965037640000001|-0.088396743|-0.086213657|0.6271150670000001|0.007937625|-46.58221594|0.1034962359999999|-25.16889922|2.317281143|0.0|-1.465632167|-19.79744178|0.471074204|484.3911442|-791.897671|1172.890724|11.5640749|-427.8712868|25.69414151|0.018980039|-292.3128788|10.25512997|1.0|1.0|1.0|2.92|2.19|0.05|23.0|-8.88|5.48|2.73|2.0|95.49|0.0|1.0|-4.79|27.0|-5.73|1.0|0.0|4.15|0.00589|1.0800000000000002e-05|0.0|0.0|-0.04528|4.8725|3.58|4.6112|-1288.340378|-1288.306458|567.04|951.63|268.88|0.2805|414.59|0.41781|-1288.201219|-0.23519|0.03392008|-1288.253849|9333.0|5.03|5.03
14_a4|0.0|0|0|0|0.0|1|1|1.947126795|-0.2248919089999999|-0.001935612|5.4161004020000005|-0.04986736|1|0.0409444439999999|-0.0135414919999999|0.0|0.009588001|-0.08389836|10.94612798|0.117232935|0.008943549|-0.031578333|-0.039321879|1|0.158051825|0.204594017|0.843811017|0.500893739|0|0.8510382459999999|-0.065776751|-0.071074269|0.218112446|0.013047382|-32.31961528|0.148961754|-14.69670456|2.697931638|85.72299913|-0.995039765|-13.71135194|0.40126838|386.9927769|-452.4746139|1378.961008|8.859498364|-205.7538638|17.84270058|0.015779688|-244.1511936|7.175500282000001|1.0|1.0|0.0|3.14|2.39|0.06|17.0|-5.71|3.59|2.82|0.0|80.09|0.0|2.0|-3.4|21.0|-5.8|0.0|1.0|3.2|0.11|0.000106|0.0|0.0|-0.03639|4.5233|3.22|4.2312|-918.9507745|-918.9304744|475.32|794.51|293.02|0.1864|353.16|0.53298|-918.851356|-0.2102|0.020300099|-918.896242|1.32|5.8794|5.8794
12al_a36|0.0|1|0|0|3.469383582|0|2|0.0|-0.06777947|-0.008463062|5.351858133|-0.04314418|2|0.042739018|0.1030147719999999|0.0|0.00127667|-0.074215038|10.96020817|-0.031635802|0.003077071|0.172830414|-0.239932418|1|0.125005134|-0.055405405|0.885733922|0.84179881|0|0.801179217|-0.077842923|-0.105915949|0.2689491989999999|0.026927826|-69.69632923|0.198820783|-45.86257662|11.65999569|0.0|-1.906487074|-23.23210974|0.456856406|527.2034213000001|-1254.533926|2244.88081|16.15533063|-825.5263792000001|34.61874732|0.025956027|-225.1591357|17.07995636|1.0|1.0|2.0|4.81|0.0|0.17|17.0|-6.69|2.77|1.72|1.0|130.24|0.0|1.0|-3.95|31.0|-6.93|0.0|0.0|1.81|0.0464|8.499999999999999e-05|1.0|0.0|-0.04998|3878.0|2.92|3.5511|-1347.479819|-1347.445127|702.95|1181.84|349.14|0.4466|554.23|0.6945399999999999|-1347.196501|-0.1955599999999999|0.03469224|-1347.257936|48.0|7.3188|7.3188
18_a4|0.0|0|0|0|0.0|1|1|1.904090136|-0.181683336|-0.004533883|5.4161004020000005|-0.164169913|1|0.042924837|0.049240675|0.0|0.000379379|-0.200683549|10.94611841|-0.063708832|0.00042|0.108754635|0.015390457|1|0.102914528|-0.105846349|0.8547339420000001|0.615655659|0|0.7755960390000001|-0.094231531|-0.085817825|0.269470313|0.017694182|-42.33787448|0.224403961|-20.88721799|4.306590617|0.0|-1.287267373|-17.16400317|0.405586004|382.6371479|-635.0681172000001|1573.744396|10.31843368|-313.3082699|22.30718562|0.0175331289999999|-265.85258480000005|8.649897756|0.0|1.0|1.0|3.32|2.56|0.11|17.0|-5.53|3.46|2.2|0.0|86.22|0.0|2.0|-2.95|23.0|-6.58|0.0|1.0|2.78|349.0|0.000312|0.0|0.0|-0.03538|4.5152|3.02|4.2045|-1033.480025|-1033.454769|523.81|870.74|294.88|0.2083|404.27|0.52475|-1033.349218|-0.20883|0.02525528|-1033.398285|2.62|5.5817|5.5817
27a_a34|-3.727789|0|0|0|0.0|1|1|1.963136117|0.0257175079999999|-0.012620846|5.351858133|-0.456594848|1|0.0408037829999999|-0.082271189|0.0|-0.012495918|-0.026428049|10.319282|-0.008138446|-0.005234221|-0.13716603|-0.264978526|1|-0.07177581|-0.012251785|0.832753533|0.749941528|0|0.600964267|-0.106669294|-0.123191967|0.4305370679999999|0.026573385|-86.36649751|0.3990357329999999|-60.54917431|13.06088842|22.69787432|-2.340647376|-30.38821209|0.436895447|421.319507|-1640.9634529999998|2252.433058|15.91204178|-1150.434312|39.72721867|0.020552444|-371.4586403|14.40875302|1.0|1.0|2.0|3.66|2.58|0.13|23.0|-7.61|2.01|1.06|1.0|122.61|0.0|1.0|-4.96|33.0|-7.29|0.0|0.0|2.44|0.00504|3.43e-05|0.0|0.0|-0.03924|5.0012|7.38|4.1228|-1861.741982|-1861.695683|737.7|1247.85|300.73|0.2896|598.18|0.40378|-1861.468024|-0.20615|0.04629882|-1861.534743|0.24|6.6198|6.6198
12h_a36|0.0|1|0|0|3.468184524|0|2|0.0|-0.128701804|-0.0086750619999999|5.351858133|-0.041228471|2|0.039061728|0.059920602|0.0|0.00127667|-0.003014954|10.96020037|-0.051080247|0.003077071|0.100530266|-0.239932418|1|-0.10861416|-0.089459459|0.87043328|0.84179881|0|0.819614525|-0.073572836|-0.10720355|0.3726296|0.027905055|-70.19826261|0.180385475|-45.96672487|11.96512593|1.413982241|-1.929663894|-23.39942087|0.464544951|536.6941285|-1263.568727|2391.856014|13.87400978|-827.4010477|35.1736357|0.026971557|-216.42159590000003|17.66132225|1.0|1.0|2.0|4.8|0.0|0.17|17.0|-6.69|2.77|1.72|1.0|130.24|0.0|1.0|-3.95|31.0|-6.93|0.0|0.0|1.81|0.0464|8.499999999999999e-05|1.0|0.0|-0.05013|5.1998|2.92|3.4554|-1347.481013|-1347.451759|697.29|1177.89|358.81|0.5756|535.67|0.34589|-1347.199963|-0.1926|0.02925492|-1347.260478|14.0|7.8539|7.8539
3o_a32|0.0|1|1|1|3.644417045|0|1|0.0|-0.022603806|-0.006253394|5.733341277|-0.014299905|1|0.035643275|-0.064818511|2.240993002|-0.001411347|-0.117781901|10.3110027|-0.090297882|0.000243592|-0.117744493|-0.11221537|0|-0.074509084|-0.154436834|0.872498916|0.840991936|1|0.8377808240000001|-0.073742105|-0.095457829|0.252703854|0.012519666|-55.03672286|0.162219176|-31.73171751|4.161738248|0.0|-1.4318674340000002|-18.34557429|0.455089918|483.0270239|-825.5508427999999|2469.87467|11.73098001|-475.9757626|23.36733582|0.0130649069999999|-328.7458915|7.532642302|1.0|1.0|2.0|3.47|3.06|0.32|19.0|-7.27|6.39|1.58|1.0|112.07|0.0|1.0|-5.72|26.0|-6.17|0.0|0.0|3.74|0.00072|1.87e-05|0.0|0.0|-0.05413|3.5333|2.35|3.5333|-1805.504508|-1805.473626|620.56|1049.14|350.9|0.2851|464.85|0.70216|-1805.277864|-0.20065|0.03088166|-1805.333039|0.24|6.6198|6.6198
5_a47|0.0|0|0|0|0.0|0|0|0.0|0.019688132|-0.009295857|0.0|-0.188550227|2|0.037492877|0.003858593|1.284688504|-0.012670377|-0.002627182|10.9367109|0.045246333|-0.011237954|0.0083528919999999|-0.0428873159999999|2|0.065981732|0.0743193|0.861595935|0.675164258|1|0.807957755|-0.087763105|-0.1001981959999999|0.526509524|0.009936558|-52.90420509|0.192042245|-27.93318665|2.770107005|0.0|-1.502972943|-20.34777119|0.4736061789999999|426.5981263000001|-793.5630764|1349.003107|11.13432113|-418.9977997|26.03444329|0.017501741|-297.3367046|9.240842159|1.0|1.0|2.0|2.67|2.79|0.0|22.0|-8.68|4.73|3.26|2.0|101.51|0.0|1.0|-5.65|26.0|-5.19|1.0|0.0|4.29|0.000824|3.18e-06|0.0|0.0|-0.05535|3.7083|4.37|3.7083|-1569.369195|-1569.333281|561.61|951.68|334.35|0.2108|401.16|0.69291|-1569.20723|-0.20954|0.03591467|-1569.258939|0.02|7.7|7.7
8j_a46|0.0|0|0|0|0.0|1|1|2.1279894180000003|-0.13040237|-0.0017688329999999|5.533389489|-0.008523199|2|0.043903904|-0.129276363|0.0|0.011852046|-0.174853546|10.96391738|-0.053618988|0.0108603019999999|-0.204674804|-0.133413527|2|-0.223292257|-0.074207717|0.837678812|0.6109926379999999|0|0.934648421|-0.054707287|-0.068971544|0.308052557|0.008672342|-37.04976799|0.065351579|-19.90219786|2.5024620580000003|64.83187221|-1.103544698|-13.78596018|0.427798746|502.0694817|-592.7962878|1888.679875|9.817783823|-318.43516580000005|16.76894569|0.008843828|-346.061389|4.750680627|1.0|1.0|0.0|3.23|3.25|0.32|17.0|-7.26|4.71|2.62|1.0|96.94|0.0|1.0|-4.59|24.0|-5.55|0.0|1.0|3.82|0.00878|1.47e-05|0.0|0.0|-0.04068|4.9636|3.78|4.4107|-1414.53151|-1414.50743|576.48|978.4|281.1|0.1728|493.89|0.50703|-1414.349865|-0.22599|0.02408052|-1414.402087|1228.0|5.9108|5.9108
13k_a6|0.0|1|0|0|3.423411754|0|1|0.0|0.031525207|-0.014257799|5.351858133|-0.132667824|1|0.04162037|0.051404465|0.0|-0.009326562|0.0809333929999999|10.95129637|-0.072504783|-0.006280295|0.08217847|-0.073210645|1|0.1373649019999999|-0.123105035|0.84018367|0.827754203|0|0.641032542|-0.11937574|-0.127178105|0.212093198|0.0296987679999999|-88.29427104|0.3589674579999999|-61.29890279999999|14.31458589|113.5526088|-2.543562101|-31.53366823|0.426031882|445.0412356000001|-1765.8854210000002|3332.974951|14.58291125|-1225.9780560000002|39.55891914|0.017981419|-412.5714301|12.48372364|1.0|1.0|3.0|3.68|2.8|0.16|23.0|-8.89|4.55|1.39|1.0|124.98|0.0|1.0|-5.49|33.0|-6.59|0.0|0.0|3.18|0.00144|1.7100000000000002e-05|0.0|0.0|-0.04851|5112.0|5.41|3.5476|-1465.862962|-1465.83213|731.25|1246.69|349.49|0.3971|577.68|0.4547|-1465.557346|-0.1944|0.0308324|-1465.621288|46.0|7.3372|7.3372
12b_a36 (EW-7197)|0.0|1|0|0|3.3685352889999995|0|2|0.0|-0.104514139|-0.008137593|5.351858133|-0.082283951|2|0.040899471|0.027495626|0.0|-0.002526241|-0.098032695|10.96052467|-0.056994595|-0.000673716|0.059005046|-0.217394466|1|-0.001567914|-0.097861598|0.8741648479999999|0.698414933|0|0.7635183720000001|-0.081357853|-0.10866747|0.458627252|0.021439664|-67.98756422|0.236481628|-42.53627024|8.392238798|5.958751634|-1.956014468|-24.47552312|0.45988432|477.6935927|-1223.776156|2338.370858|12.52485821|-765.6528642999999|32.77617664|0.020730147|-308.7538779|12.96977113|||||||||||||||||||||||||-0.04975|3.8475|3.41|3.7725|-1332.180029|-1332.147999|659.48|1104.61|328.66|0.4491|486.64|0.6824899999999999|-1331.9479310000002|-0.20546|0.03202977|-1332.005651|7.0|8.1549|8.1549
8f_a8|0.0|1|0|0|2.939511291|1|0|1.241306689|0.024051247|-0.01032134|4.844187086|-0.249095464|0|0.043758865|0.0587545909999999|0.0|-0.007796225|-0.08540947|10.94343488|0.007079485|-0.007036544|0.152294451|0.254819201|0|-0.016217844|0.010682683|0.751162751|0.56916135|0|0.5968139689999999|-0.122135295|-0.1064257719999999|0.308621017|0.013566221|-62.06002501|0.403186031|-36.18904175|4.613060521|67.99102163|-2.128515439|-28.20910228|0.456995667|348.0199311|-1241.2005|1892.066521|13.81994609|-723.7808349999999|31.14376424|0.009226445|-473.23361|5.380213594|0.0|0.0|2.0|3.14|2.85|0.0|23.0|-7.95|4.69|4.11|2.0|105.27|0.0|1.0|-5.21|29.0|-5.98|0.0|0.0|4.04|0.0023899999999999|1.01e-05|0.0|0.0|-0.0675299999999999|4.7027|7.71|3.4876|-1361.658484|-1361.626748|602.63|1022.89|355.5|0.3188|477.92|0.55661|-1361.455053|-0.21285|0.03173623|-1361.510739|22.76|4.6428|4.6428
16e_a32|0.0|1|1|1|3.343660084|0|0|0.0|0.180914799|-0.0154404319999999|5.733341277|-0.06951854|0|0.040982906|-0.04474426|2.080236877|-0.0048042729999999|-0.070351839|10.31100268|-0.01320745|-0.002310082|-0.079817994|-0.219947482|0|0.096017785|-0.022651598|0.91471624|0.7619492790000001|1|0.7903051590000001|-0.087117996|-0.117338144|0.504569498|0.024145309|-75.36830928|0.209694841|-48.41036206|9.961663868|39.27920316|-1.760072163|-24.05371573|0.458956284|507.6266039|-1130.524639|3376.1299740000004|12.15001203|-726.1554308999999|34.2534974|0.023323257|-259.78720209999994|14.98092934|1.0|1.0|2.0|3.64|3.36|0.26|19.0|-7.38|6.03|1.12|3.0|111.95|1.0|1.0|-6.59|28.0|-6.15|1.0|0.0|3.77|0.000107|1.7899999999999998e-05|0.0|0.0|-0.0505899999999999|3.6214|4.59|3.6214|-1955.993572|-1955.965644|677.82|1130.95|342.37|0.2858|552.79|0.7022|-1955.766505|-0.2005|0.02792775|-1955.827194|7.0|8.1367|8.1367
30_a47|0.0|0|1|1|0.0|1|0|1.435022468|-0.069449687|-0.0092264759999999|4.727387819|-0.184735553|2|0.038387534|0.013114301|1.192095911|-0.0098410169999999|-0.008774855|10.95005723|0.0467853809999999|-0.008325552|0.029343834|-0.079370393|2|-0.1340278869999999|0.074217097|0.913855507|0.651797437|1|0.67896733|-0.108232368|-0.107296835|0.384732322|0.022747897|-64.38108459|0.32103267|-38.63044093|8.190002019|76.90733636|-1.609452527|-22.9932445|0.4680850139999999|407.3992771|-965.7162688|1558.731067|12.94704346|-579.456614|33.84108731|0.028122734|-215.3470619|16.87442216|1.0|1.0|2.0|3.03|2.12|0.05|21.0|-7.24|2.71|1.78|1.0|104.25|0.0|1.0|-4.22|28.0|-6.95|0.0|0.0|2.61|24.0|7.94e-05|0.0|0.0|-0.0564299999999999|3.7159|3.89|3.7159|-1696.12008|-1696.078047|615.85|1032.35|333.66|0.3566|478.04|0.6944899999999999|-1695.931037|-0.20813|0.0420327|-1695.9887|13.0|7.9|7.9
8a_a32|0.0|1|1|1|3.217128449|0|0|0.0|-0.0755556459999999|-0.010151321|5.733341277|-0.056633919|0|0.04008547|-0.0281981579999999|2.059960334|-0.003484915|-0.020716518|10.31100269|-0.128684642|-0.001662219|-0.050766252|-0.1534110109999999|0|-0.184419911|-0.2166242669999999|0.8966299409999999|0.7507116140000001|1|0.814553726|-0.083474428|-0.109412858|0.221908108|0.018321589|-68.61558335|0.185446274|-43.03057598|7.205629442999999|66.81560596|-1.641192863|-22.37464674|0.480024324|510.8273411|-1029.23375|3312.822051|14.26997798|-645.4586397|29.86932167|0.017733503|-312.4144752|11.12113054|1.0|1.0|2.0|3.48|3.67|0.26|19.0|-7.65|6.49|1.37|2.0|110.69|1.0|1.0|-6.82|27.0|-5.76|1.0|0.0|4.07|6.03e-05|1.02e-05|0.0|0.0|-0.06166|3562.0|4.98|3562.0|-1880.767206|-1880.732222|667.29|1110.23|348.07|0.4315|566.07|0.70316|-1880.536478|-0.2061599999999999|0.03498398|-1880.595748|45.0|7.3468|7.3468
8_a27|0.0|1|0|0|2.599100867|1|0|1.7626247169999998|0.188762686|-0.008444078|4.59511985|-0.077396262|2|0.039673203|-0.14212377|1.21499748|0.0040883959999999|0.093450172|10.93783465|0.067074515|0.004801929|-0.24946295|-0.187486926|2|0.141900468|0.11158995|0.8688656459999999|0.64927069|1|0.776384028|-0.078709803|-0.092265073|0.3608031339999999|0.021852066|-43.96130162|0.223615972|-20.94612822|4.960882344|61.18801154|-1.291711016|-17.09606174|0.479730655|369.9216992|-615.4582227000001|989.0070768|9.642697094|-293.2457951|22.74314225|0.019394143|-239.8554499|9.240677197|0.0|0.0|1.0|2.79|2.28|0.06|21.0|-6.28|2.98|2.19|0.0|87.68|0.0|1.0|-3.23|23.0|-6.73|0.0|1.0|2.38|178.0|0.000299|0.0|0.0|-0.05015|4.1276|3.96|4.1276|-1004.515654|-1004.489001|507.76|848.58|300.38|0.2336|374.88|0.64893|-1004.385302|-0.21973|0.02665292|-1004.432889|6.0|8.2218|8.2218
15_a47|0.0|1|1|1|2.9226792460000004|0|0|0.0|-0.164258919|-0.00516949|4.59511985|-0.072588375|2|0.042285714|-0.130885389|1.56205245|-0.0026314909999999|0.086682657|10.9497222|0.0506476009999999|-0.002377481|-0.299654464|-0.017562097|2|-0.131424138|0.081171071|0.897881853|0.614613723|1|0.791753677|-0.084413593|-0.0904066519999999|0.429825305|0.016669157|-48.36220049|0.208246323|-25.87091101|4.770072524|0.0|-1.265693121|-17.81765281|0.477646539|423.5412927|-677.0708068|869.1027727|13.37174753|-362.1927541|25.03780079|0.021370407|-226.4191275|11.43190096|1.0|1.0|2.0|2.89|2.1|0.06|21.0|-8.49|4.69|2.83|2.0|96.6|0.0|1.0|-4.89|25.0|-5.76|0.0|0.0|3.74|0.00455|1.41e-05|0.0|0.0|-0.0591799999999999|4.3312|3.33|4.0594|-1527.4104|-1527.376145|552.16|930.51|305.43|0.2828|419.75|0.67203|-1527.265523|-0.2268|0.03425526|-1527.316555|16.0|7.8|7.8
14h_a23|0.0|0|1|1|0.0|2|0|3.309480899|0.043538466|-0.005921293|5.351858133|0.006191846|2|0.04255787|0.0316908439999999|0.7290938920000001|0.009895793|-0.024318144|10.31321773|-0.034313725|0.009266617|0.060820238|-0.131709531|2|0.143102066|-0.05745554|0.860920386|0.669357479|1|0.923430574|-0.063825076|-0.081058742|0.223157991|0.021982565|-54.6468131|0.076569426|-36.84086528|9.990985411|86.83095818|-1.621174834|-22.76950546|0.48032488|622.5428245|-1092.936262|2371.16134|15.0735214|-736.8173055999999|30.23434844|0.018981866|-341.2621515|12.79687369|0.0|1.0|1.0|3.47|3.2|0.04|26.0|-7.47|3.4|2.39|1.0|125.0|0.0|1.0|-5.68|32.0|-6.62|0.0|0.0|3.23|0.0009109999999999|1.27e-05|0.0|0.0|-0.08532|4.0506|3.29|3.6689|-1722.1762399999998|-1722.148272|699.86|1190.62|337.93|0.3424|569.53|0.67365|-1721.9314420000003|-0.2374099999999999|0.02796857|-1721.99264|5.0|8.3468|8.3468
galu_a46|0.0|0|0|0|0.0|1|1|2.082220175|0.048375705|-0.00642454|5.4161004020000005|-0.080432741|2|0.039550827|-0.090581301|1.721297609|0.002865697|-0.094815394|10.92740177|-0.1121767259999999|0.003107816|-0.150645957|0.0481706809999999|2|0.044184467|-0.173285585|0.875868891|0.6848692759999999|1|0.7637964079999999|-0.0910072869999999|-0.089050651|0.5235416979999999|0.01235603|-49.84028137|0.236203592|-27.89483984|3.870487977|68.43088526|-1.513861067|-18.02733582|0.468241745|427.4851161|-847.2847833999999|1755.2047|12.12170938|-474.2122773|23.01702105|0.013967104|-317.0250717|7.817173532999999|0.0|1.0|1.0|3.27|2.75|0.18|21.0|-7.13|3.69|1.84|1.0|108.18|0.0|1.0|-3.85|28.0|-6.86|0.0|0.0|2.84|52.0|0.000102|0.0|0.0|||||||||||||||||51.0|7.2924|7.2924
11b_a5|0.0|1|0|0|2.943854668|0|0|0.0|-0.2023158669999999|-0.003900104|4.59511985|0.008093965|2|0.023988604|-0.067519041|0.0|0.006121601|-0.118167947|10.94877958|-0.0536971829999999|0.005685558|-0.108457009|-0.017658026|2|-0.0497097529999999|-0.106187688|0.8645824520000001|0.682032125|0|0.8737310509999999|-0.07633373|-0.080664777|0.378154801|0.016373566|-48.42513182|0.126268949|-29.07084703|5.900883275|1.880682804|-1.290636432|-17.60913884|0.456131351|524.5231302|-774.8021092|913.0178976|16.43091298|-465.13355250000006|26.35133256|0.0228838029999999|-202.0032297|13.73773299|1.0|1.0|1.0|2.99|2.55|0.1|23.0|-9.15|5.38|2.01|2.0|106.58|0.0|1.0|-4.65|27.0|-6.03|0.0|1.0|3.68|0.00853|2.04e-05|0.0|0.0|-0.0418399999999999|4.4995|3.31|4.1982|-1564.761898|-1564.72614|635.55|1063.35|295.32|0.5806|511.28|0.61027|-1564.56504|-0.21291|0.03575776|-1564.621301|19.0|7.7212|7.7212
2_a47|0.0|0|0|0|0.0|0|0|0.0|-0.002024001|-0.008527649|0.0|-0.13117284|2|0.027058824|-0.004557357|1.454085483|-0.007479445|0.107297513|10.93671092|-0.013580367|-0.006079384|-0.007299676|-0.0274111779999999|2|0.115527282|-0.0253134039999999|0.728066943|0.875463345|1|0.847324011|-0.083455669|-0.095655954|0.482748996|0.008511123|-47.65477123|0.152675989|-23.74109633|2.112397382|0.958043241|-1.4348393119999998|-18.32875817|0.433425706|422.1277419|-714.8215685|1242.745585|9.369924133|-356.116445|23.34938746|0.016376351|-283.9460863|8.158522603|1.0|1.0|2.0|2.58|2.54|0.0|22.0|-7.82|3.7|2.39|1.0|96.54|0.0|1.0|-5.46|24.0|-5.0|0.0|1.0|3.58|0.00109|7.75e-06|0.0|0.0|-0.05285|3.7181|3.49|3.7181|-1010.540464|-1010.505024|536.13|902.07|333.46|0.2143|371.19|0.69102|-1010.364507|-0.20731|0.03544055|-1010.412694|631.0|6.2|6.2
12m_a36|0.0|1|0|0|3.40403699|0|2|0.0|0.013543656|-0.011502861|5.351858133|-0.133854569|2|0.03912037|0.14264424|0.0|-0.006653538|-0.025127218|10.95440733|-0.038386106|-0.004569485|0.245908938|-0.090926893|1|-0.075712087|-0.064035403|0.8792981679999999|0.849217847|0|0.711961428|-0.10031651|-0.121074678|0.4493096629999999|0.022725561|-81.19927925|0.288038572|-54.45666327|10.22144534|107.233999|-2.300418875|-28.57011677|0.465323422|477.48014630000006|-1542.786306|2637.948424|13.67704354|-1034.676602|38.24042793|0.0222467879999999|-331.4617713|14.91990864|0.0|1.0|3.0|4.83|0.0|0.13|17.0|-6.14|1.92|1.28|1.0|131.85|0.0|1.0|-4.1|32.0|-7.39|0.0|0.0|1.26|0.0338|0.000159|0.0|0.0|-0.05114|3.8658|3.88|3.8658|-1401.654499|-1401.6158890000002|692.4|1177.15|320.72|0.4718|505.51|0.69382|-1401.385923|-0.20993|0.03861003|-1401.446557|0.03|7.5229|7.5229
12aw_a36|0.0|1|0|0|3.28940051|0|2|0.0|-0.135690414|-0.008293935|5.351858133|-0.115864198|2|0.043383838|0.066435701|0.0|-0.006877664|-0.1066959869999999|10.96021804|-0.034663063|-0.004358975|0.169961228|-0.250781298|1|-0.022464907|-0.056676035|0.892249657|0.632625562|0|0.706174871|-0.088516379|-0.114701005|0.373775982|0.023038651|-73.52224315|0.2938251289999999|-47.12705211|9.4658605|1.343623915|-2.06461809|-26.46800754|0.47322369|452.6513136|-1323.400377|2380.579051|14.32425315|-848.2869380000001|35.33532702|0.02161528|-319.2802512|13.8551867|1.0|1.0|2.0|4.73|0.0|0.14|17.0|-7.12|3.55|2.78|1.0|123.67|0.0|1.0|-3.99|31.0|-6.8|0.0|1.0|2.44|0.0424|4.81e-05|0.0|0.0|-0.05513|5.2313|3.66|3.8763|-1431.404673|-1431.373326|666.09|1120.43|319.85|0.4088|507.71|0.38905|-1431.180191|-0.21201|0.03134789|-1431.239759|9.0|8.0458|8.0458
