molecula|SddssS|NaaNH|n9FaHRing|SssssC|SRW09|nAHRing|nARing|AATSC1c|MATS7i|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|DPSA5|GeomPetitjeanIndex|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
8b_a32|0.0|1|1|0.0|7.765993078999999|0|0|-0.009362305|-0.008128765|2.123714284|-0.458752924|-0.024375676|10.31100269|-0.0684566009999999|-0.001662219|-0.014634534|-0.0852122769999999|-0.1534110109999999|-0.577864293|0|0.788133615|0.060636167|-0.1152380009999999|0.788218098|-0.0850068559999999|0.253018806|0.016711528|-53.36442734|10.49093175|102.4297669|132.9495116|-0.03079624|-42.94454179|6.585851946|-1.4166270230000002|81.73293254|0.458155153|-889.3105078|0.330850796|14.95918599|0.845546757|207.6969342|28.89166873|1329.016762|557.1050635|1.0|1.0|1.0|2.0|3.04|19.0|-7.65|6.49|4.19|1.1|0.0|1.0|1.0|7.0|4.0|-6.44|-4.39|4.06e-05|0.0161|3.22|0.0|-0.05404|3.5442|4.22|-1880.735397|349.82|0.2943|558.16|0.70285|0.70285|-1880.539698|-0.14717|846.0|0.03602276|-1880.602014|1.2797|12.0|7.9208|7.9208
3p_a32|0.0|1|1|0.0|8.02059915|1|1|-0.008735261|-0.050639647|2.1365141480000003|-0.419292538|-0.111150118|10.31100269|-0.074544773|0.000920756|-0.092884784|-0.146606489|-0.26891009|-0.53666614|0|0.737842269|0.058054833|-0.120768771|0.8195708759999999|-0.070907174|0.366898545|0.021264377|-41.73212799|12.5150622|40.28175307|106.1908248|-0.029183126|-34.21384146|7.365688817|-1.28405753|73.07639870000001|0.416240891|-755.7268222|0.380032117|10.69458635|0.713035367|223.6663527|27.70403125|1218.977375|530.5658569|1.0|0.0|1.0|1.0|2.6|19.0|-6.79|6.06|3.71|1.1|0.0|0.0|1.0|4.0|4.0|-6.8|-4.25|5.629999999999999e-05|0.0222|2.7|0.0|-0.04963|3.6436|4.26|-1879.527843|340.28|0.3083|471.04|0.7017100000000001|0.7017100000000001|-1879.350471|-0.15055|4.3094|0.02642856|-1879.406962|5.4496|26.0|7585.0|7585.0
8f_a8|0.0|1|0|0.0|7.05012252|0|0|-0.01032134|0.0587545909999999|0.0|-0.485102985|-0.08540947|10.94343488|0.007079485|-0.007036544|0.152294451|0.09830823|0.254819201|-0.5373378529999999|0|0.578166105|-0.016217844|0.010682683|0.5968139689999999|-0.122135295|0.308621017|0.013566221|-71.22071405|7.91086576|317.0847898|235.1097364|-0.048375351|-36.18904175|4.613060521|-2.128515439|67.4402386|0.456995667|-1241.2005|0.09422952|13.81994609|0.8416059290000001|54.94802877|31.14376424|1370.325626|485.8626377000001|0.0|0.0|0.0|2.0|2.85|23.0|-7.95|4.69|4.72|4.11|0.0|0.0|1.0|4.0|4.0|-5.98|-5.0|1.01e-05|0.00395|3.82|0.0|-0.0675299999999999|4.7027|7.71|-1361.626748|355.5|0.3188|477.92|0.55661|0.69925|-1361.455053|-0.14532|5.8283|0.03173623|-1361.510739|7.8014|22.76|4.6428|4.6428
25d_a34|0.0|0|0|0.0|7.412764017000001|1|1|-0.015046463|-0.163072107|0.0|-0.8576484190000001|-0.1266965|10.95957635|0.00670464|-0.001685762|-0.263924686|-0.211368416|-0.342090037|-0.605891389|1|0.8265507809999999|0.14554928|0.011919831|0.674282353|-0.100582621|0.631894475|0.0292772039999999|-66.52770588|19.36462983|174.9700398|215.4372954|-0.044492794|-54.29641443|12.8082206|-2.358118108|95.24066462|0.478308897|-1559.714654|0.2227964039999999|13.29135354|0.916843118|147.36277019999997|37.86469665|2006.828923|673.8038326000001|1.0|1.0|1.0|2.0|3.76|23.0|-8.08|3.05|3.95|2.26|0.0|0.0|1.0|7.0|5.0|-6.74|-4.48|3.3e-05|0.0141|3.05|0.0|-0.03521|4.2732|6.05|-1426.468726|290.15|0.2106|554.05|0.6764600000000001|0.6764600000000001|-1426.243341|-0.1771299999999999|6.1995|0.02807001|-1426.307095|8.0068|0.95|6.0223|6.0223
3b_a12|0.0|0|0|0.0|0.0|1|1|-0.007916598|-0.1215705419999999|0.0|-0.332497127|-0.065558712|10.9540388|-0.003968827|-0.003019113|-0.19952566|-0.071149325|-0.116772665|-0.547002361|1|0.914614654|-0.008328578|-0.007397776|0.903204699|-0.064393592|0.073824142|0.0103611969999999|-33.57216667|5.401901357000001|41.13468455|50.46508298|-0.034016616|-24.04018959|2.816328871|-1.326648015|54.77629766|0.390744506|-691.6596323|0.2311778089999999|10.88757628|0.64134753|120.5265876|23.06757345|899.6353646|406.0361621|1.0|1.0|0.0|1.0|2.98|18.0|-8.1|4.05|3.14|3.99|0.0|0.0|1.0|3.0|3.0|-5.65|-4.64|2.28e-05|0.00759|3.78|0.0|-0.07091|4.2092|3.96|-1410.947421|328.51|0.5013|426.66|0.53738|0.6654800000000001|-1410.826913|-0.15229|5.9551|0.02444371|-1410.8759220000002|8.5678|49.0|7.3098|7.3098
17a_a6|0.0|1|0|0.0|7.412764017000001|1|1|-0.012704951|0.04129257|0.0|-0.686067347|0.078798543|10.94948984|-0.060774312|-0.00194781|0.068338372|-0.10896749|-0.180339002|-0.5624663560000001|1|0.850080948|0.08716369|-0.106323149|0.753082653|-0.096082495|0.350977745|0.031147305|-63.02857512|20.43213226|157.13173490000003|161.9738174|-0.041567592|-47.07146289|13.40315088|-2.078379577|84.75077935|0.483320982|-1363.383649|0.22806502|16.13665395|0.935437602|149.60699319999998|35.323795000000004|1766.18975|627.4287311|1.0|1.0|1.0|2.0|2.88|23.0|-9.01|4.98|4.32|1.7|0.0|0.0|1.0|5.0|5.0|-5.89|-5.17|6.69e-06|0.00274|4.09|0.0|-0.05753|3.5421|4.04|-1350.078838|416.71|0.3933|574.02|0.69627|0.7024|-1349.830672|-0.12425|4.1627|0.02379552|-1349.892285|5604.0|24.0|7.6198|7.6198
12n_a36|-3.404662145|1|0|0.0|7.412764017000001|2|2|-0.0099988159999999|0.027627601|0.0|-0.619926573|-0.035989956|10.31810354|-0.000273044|-0.001160331|0.048110172|-0.15024383|-0.261631709|-0.5181211520000001|1|0.8183043390000001|0.162338703|-0.000421339|0.720111143|-0.089275906|0.239018516|0.0211044289999999|-60.42525197|14.28426215|67.52548352|189.4391835|-0.039955874|-53.08197085|9.668119648|-2.317440678|92.79755725|0.454498749|-1568.530003|0.258248547|12.58209967|0.833176363|174.79221719999998|36.45914091|2114.630173|805.2286932|0.0|0.0|1.0|3.0|0.0|17.0|-6.87|1.28|2.15|0.84|0.0|0.0|1.0|7.0|6.0|-8.03|-3.72|0.0001889999999999|0.0897|1.64|0.0|-0.05056|5.3573|6.24|-1876.168847|340.78|0.3921|566.87|0.32172|0.7046600000000001|-1875.89723|-0.14928|10.8395|0.03261661|-1875.961945|14.3562|15.0|7.8239|7.8239
1h_a5|0.0|1|0|0.0|6.605297921|0|0|-0.001978474|-0.02598568|0.0|-0.085074391|-0.1197834419999999|10.94466758|-0.044117647|0.007357977|-0.043247682|0.034752304|0.0578378779999999|-0.20140246|2|0.71274658|0.070628165|-0.082079343|0.8806402259999999|-0.067599619|0.39793593|0.008798715|-35.25675213|4.588992214|160.0744187|62.25239147|-0.027798699|-18.90429957|2.393400474|-1.111947978|44.51475742|0.489507204|-579.9392753|0.2549450239999999|13.14687756|0.958891501|132.96722079999998|19.45961351|778.3845404|409.0289917|1.0|1.0|1.0|1.0|2.07|23.0|-8.41|4.99|4.51|2.13|0.0|0.0|1.0|3.0|3.0|-5.77|-4.45|3.5600000000000005e-05|0.0111|3.43|0.0|-0.04124|4652.0|3.17|-990.6032645|284.03|0.3333|430.83|0.4112699999999999|0.57155|-990.472129|-0.17797|2.2396|0.031392033|-990.523098|3.3752|28.0|7.5528|7.5528
9r_a24|0.0|1|0|0.0|6.605297921|0|0|-0.004640179|-0.17821765|0.0|-0.264490176|0.064425793|10.96129392|-0.043274854|0.008722018|-0.29065818|-0.179075526|-0.2920573039999999|-0.3018627239999999|3|0.786430472|-0.120617935|-0.083458647|0.8417158379999999|-0.0618978309999999|0.32720212|0.015557618|-41.49802275|10.4302588|71.31566881|106.1180928|-0.025821921|-36.86695997|6.992734796000001|-1.394383716|70.79264457|0.473403843|-934.8335183|0.384785172|18.36822555|0.898988412|257.9706516|28.13932796|1519.52371|670.2247423|1.0|1.0|1.0|1.0|3.04|23.0|-8.66|4.23|3.93|1.02|0.0|0.0|1.0|8.0|6.0|-6.83|-4.06|8.77e-05|0.0351|2.69|0.0|-0.04313|4.4722|1.82|-1294.451958|289.16|0.3398|616.11|0.3398|0.6204|-1294.201456|-0.1676099999999999|1.9698|0.03426339|-1294.263358|3.0322|11.0|7.9586|7.9586
19l_a38|0.0|1|0|0.0|7.412764017000001|2|2|-0.007360265|0.103904811|0.0|-0.426895387|-0.02967593|10.94917392|-0.032264281|0.000347207|0.217841852|-0.091460175|-0.191751024|-0.4224000739999999|1|0.723755855|-0.032569307|-0.053823023|0.799611189|-0.079681862|0.51306986|0.0219046379999999|-51.6277901|14.19254029|133.9992534|129.8367176|-0.037359603|-42.34617024|9.195687319|-2.017418574|79.04689476|0.430111845|-1307.13389|0.262589769|11.52660233|0.754730276|170.13821069999997|32.82593886|1772.6006989999998|696.3887025|1.0|0.0|1.0|3.0|2.7|17.0|-7.28|4.03|3.09|2.75|0.0|0.0|1.0|6.0|4.0|-6.39|-4.72|1.89e-05|0.00807|3.55|0.0|-0.0603299999999999|3.6709|4.08|-1409.557954|369.66|0.2883|502.31|0.69413|0.7044|-1409.309206|-0.13977|6.5627|0.02856649|-1409.37001|9026.0|14.0|7.8633|7.8633
4k_a46|0.0|0|0|0.173180233|7.825245291|1|1|-0.0049602|-0.104665424|0.0|-0.252970193|-0.1149361969999999|10.94631314|-0.1032662209999999|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|1|0.78837943|-0.003017362|-0.141706595|0.8789113709999999|-0.091943864|0.260665072|0.007038271|-49.65634024|3.801175594|171.92614719999997|65.39662252|-0.0306644389999999|-25.25406274|2.052909907|-1.471893066|50.48291318|0.417368922|-794.928775|0.126761926|9.829220349|0.7163519709999999|68.46061366|18.96506421|910.3230822|519.5743695|1.0|1.0|1.0|1.0|3.03|17.0|-6.61|4.26|4.77|2.84|0.0|0.0|1.0|2.0|3.0|-5.46|-4.83|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|-0.01712|5.4228|4.52|-1053.396715|278.71|0.2259|500.36|0.39943|0.68553|-1053.196897|-0.18542|4.0015|0.03653474|-1053.249847|5.7714|0.08|7.0969|7.0969
28_a20|0.0|0|0|0.0|6.842683282|0|0|-0.006492092|0.091462964|1.650185059|-0.363557127|0.0313932529999999|10.94963925|-0.039965901|0.002695258|0.155263557|-0.016955137|-0.028782305|-0.447096101|3|0.715067047|-0.104458316|-0.06654421|0.7817507370000001|-0.086299346|0.3962228229999999|0.014682607|-57.59898971|9.799649234|318.7453661|145.66665480000003|-0.035068957|-40.6172876|6.540604536|-1.823585765|71.98460956|0.468838001|-1217.120433|0.226358273|14.28413212|0.8826648009999999|151.0788711|30.25452396|1573.2352460000002|684.5377542|0.0|1.0|1.0|1.0|2.86|27.0|-8.8|3.93|4.01|1.73|0.0|0.0|1.0|5.0|5.0|-6.96|-4.43|3.72e-05|0.0156|2.68|0.0|-0.06242|4.7905|4.64|-1368.32781|346.35|0.2354|531.85|0.50352|0.4701899999999999|-1368.085242|-0.15572|3.5284|0.03534166|-1368.146882|4.7428|255.0|6.5935|6.5935
12j_a36|0.0|1|0|0.0|7.412764017000001|2|2|-0.007086381|0.091496219|0.0|-0.41101009|0.039869055|10.33556498|-0.051080247|0.003710345|0.161289379|-0.07550872|-0.133106642|-0.436310965|1|0.906423012|-0.1241793309999999|-0.089459459|0.852586292|-0.069970795|0.362692602|0.018160631|-46.2113679|11.99396966|26.39145693|97.35760604|-0.037113558|-46.00836307|7.921272637|-2.004132137|80.59149538|0.457280037|-1323.6049039999998|0.224187058|13.78874575|0.8425708820000001|148.06163930000002|31.59421634|1706.0876829999995|725.9470896|1.0|0.0|1.0|2.0|0.0|17.0|-7.05|3.33|2.61|2.51|0.0|0.0|1.0|6.0|4.0|-6.64|-4.51|3.09e-05|0.0132|3.19|0.0|-0.05098|5.2072|3.37|-1670.420129|327.94|0.4981|536.01|0.37116|0.69967|-1670.184251|-0.15495|6.4451|0.02793415|-1670.245584|8.5953|0.01|8.0|8.0
13d_a5 (GW788388)|0.0|1|0|0.0|6.605297921|1|1|-0.005668173|-0.092509033|0.0|-0.33442223|-0.086484275|10.94530363|0.024793388|0.003668464|-0.14893897|-0.010147323|-0.016337128|-0.3706975529999999|2|0.7333482170000001|0.024905619|0.047169811|0.774103723|-0.086824482|0.54169129|0.014571846|-57.42492153|9.637686167|151.3669372|149.40573999999998|-0.0291837579999999|-36.95444874|6.374277851|-1.605106706|70.45205183|0.488398052|-1061.602956|0.330817879|15.788837|0.954644629|218.7999323|28.84397435|1586.418589|723.0631751|0.0|1.0|1.0|2.0|2.74|23.0|-8.84|4.56|4.11|1.37|0.0|0.0|1.0|6.0|5.0|-6.94|-4.35|4.5e-05|0.0192|2.75|0.0|-0.05542|4.6091|3.81|-1390.548362|297.28|0.5251|532.01|0.42515|0.48848|-1390.294368|-0.17299|2.4867|0.04130059|-1390.355751|3355.0|18.0|7.7447|7.7447
A7701_a51|0.0|1|0|0.0|6.605297921|0|0|-0.002377784|0.070581466|2.087643036|-0.0927335619999999|0.058290286|10.93031118|-0.0299823629999999|0.00740235|0.119725261|0.036217274|0.061434294|-0.22798944|2|0.7078647990000001|0.00552665|-0.0533751959999999|0.865114773|-0.071384149|0.514530959|0.007404204|-32.97926236|3.420720075|146.2104641|62.31656919|-0.030384547|-16.67652408|1.580362387|-1.09384371|41.87351682|0.420350923|-505.3525041|0.200953608|8.863149921|0.7251817340000001|92.83996262|17.56790307|632.4445105000001|332.8814548|1.0|1.0|1.0|1.0|2.05|21.0|-7.58|4.46|4.0|1.98|0.0|0.0|1.0|2.0|3.0|-5.82|-4.17|6.790000000000001e-05|0.0195|3.14|0.0||||||||||||||||25.0|7.6021|7.6021
38_a18|0.0|0|0|0.0|7.03438793|2|2|-0.00575311|-0.066676644|0.0|-0.448742607|-0.020056674|10.94702086|-0.003893067|0.001602741|-0.0993372269999999|-0.074661643|-0.11123356|-0.498932552|0|0.745084567|-0.03302891|-0.007310849|0.8310704529999999|-0.076974444|0.423402315|0.00838904|-61.25359673|6.675707878|100.7046282|134.4282836|-0.0322355079999999|-52.08807522|5.3122971560000005|-2.385427574|71.15832778|0.4666657999999999|-1898.240658|0.119072105|20.5922319|0.874996952|94.75345803|29.11918324|2154.819559|1228.492038|1.0|1.0|1.0|3.0|0.0|18.0|-10.33|4.94|4.13|3.7|1.0|0.0|0.0|10.0|3.0|-5.55|-6.11|7.85e-07|0.000399|5.43|1.0|-0.0483699999999999|3.2241|8.95|-1611.60375|384.55|0.5147|734.93|0.69235|0.69235|-1611.133158|-0.13229|1.9877|0.02653109|-1611.206669|2.7244|91.0|7041.0|7041.0
12b_a36 (EW-7197)|0.0|1|0|0.0|7.412764017000001|2|2|-0.008137593|0.027495626|0.0|-0.439429998|-0.098032695|10.96052467|-0.056994595|-0.000673716|0.059005046|-0.101303149|-0.217394466|-0.442656599|1|0.724208473|-0.001567914|-0.097861598|0.7635183720000001|-0.081357853|0.458627252|0.021439664|-50.90136206|13.41367899|81.63796416|147.9542111|-0.039120289|-42.53627024|8.392238798|-1.956014468|80.95733534|0.45988432|-1223.776156|0.253252648|12.52485821|0.851455231|158.4469629|32.77617664|1638.808832|595.8790650000001||||||||||||||||||||||-0.04975|3.8475|3.41|-1332.147999|328.66|0.4491|486.64|0.6824899999999999|0.69991|-1331.9479310000002|-0.15571|5432.0|0.03202977|-1332.005651|7.3101|7.0|8.1549|8.1549
13j_a6|0.0|1|0|0.0|7.412764017000001|1|1|-0.015004989|0.07522656|0.0|-0.855284356|-0.0951246069999999|10.95129557|-0.047513534|-0.007703306|0.121750719|-0.045418125|-0.073507141|-0.562698347|1|0.8744720490000001|-0.063948098|-0.079161042|0.6229641429999999|-0.120219472|0.205764388|0.03111288|-80.33128667|20.78979124|180.6709018|251.937353|-0.046428683|-57.82670518|13.89184843|-2.460720196|99.85109065|0.433600896|-1644.266245|0.215833159|15.43329684|0.765539515|144.22085800000002|39.56287079|2096.832152|673.8038326000001|1.0|1.0|1.0|3.0|2.26|23.0|-8.5|4.16|3.54|1.18|0.0|0.0|1.0|6.0|5.0|-6.81|-4.48|3.28e-05|14.0|2.95|0.0|-0.0488899999999999|3.6504|4.94|-1426.520775|348.28|0.2857|555.0|0.69993|0.7045100000000001|-1426.272674|-0.14602|8.3187|0.03242949|-1426.335207|10.9731|262.0|6.5817|6.5817
13h_a6|0.0|1|0|0.0|6.842683282|0|0|-0.006619944|0.060987639|1.656132209|-0.3839567379999999|-0.01698365|10.95053423|-0.090944829|-0.000644109|0.105918119|-0.12414699|-0.215607882|-0.468842137|2|0.836982172|-0.0256002129999999|-0.164411111|0.867910741|-0.074151997|0.300800177|0.017441348|-51.85624128|12.1971464|77.20799814|92.37313621|-0.032362302|-44.98170701|8.529752344|-1.747564296|76.78735663|0.461667017|-1222.112956|0.263081412|16.928040300000003|0.8575863490000001|183.9790404|30.71129129|1658.40973|744.1359788|1.0|1.0|1.0|2.0|3.03|27.0|-10.57|5.41|4.79|1.13|0.0|0.0|0.0|6.0|5.0|-6.31|-5.06|8.8e-06|0.0038|3.7|0.0|-0.07435|4.8701|3.83|-1386.569017|365.52|1.0978|591.53|0.50716|0.69001|-1386.302668|-0.14097|7.2872|0.04469058|-1386.3651|10.0322|47.0|7.3279|7.3279
12q_a30|0.0|0|0|-4.76444841|7.412764017000001|2|2|-0.015322396|-0.016509571|0.0|-0.873376576|0.004165554|10.31162828|-0.021542639|-0.004395528|-0.0483777279999999|-0.077457998|-0.226973911|-0.636798458|1|0.613786308|0.01661722|-0.032887649|0.845745827|-0.087348134|0.596557166|0.014790072|-59.52322773|10.07866809|82.72757145|105.1162273|-0.045799658|-53.67653794|6.868090132000001|-2.427381881|90.06607753|0.473741611|-1654.134991|0.179359278|13.96052394|0.900207238|122.2240555|38.03137394|2015.662819|696.6414817000001|1.0|0.0|1.0|1.0|0.0|17.0|-7.18|4.43|4.78|2.82|0.0|0.0|1.0|7.0|8.0|-5.66|-5.92|1.2e-06|0.000579|5.05|0.0|-0.05105|5.0573|5.52|-1987.999444|355.93|0.1817|537.96|0.34138|0.68516|-1987.781386|-0.14792|5.5755|0.03408298|-1987.847256|6.821000000000001|36.0|7.4449|7.4449
6c_a31|0.0|1|0|0.0|7.78113851|1|1|-0.015192833|0.137523742|0.0|-0.790027307|-0.00219333|10.31169965|-0.107687565|-0.00668344|0.2301743489999999|-0.0055763209999999|-0.009333123|-0.582545668|0|0.831901219|-0.078059285|-0.172780048|0.641197273|-0.120905075|0.138124296|0.03173578|-76.54198229|20.09112958|163.6316745|227.1490414|-0.044739967|-50.62888027|12.71919216|-2.147518413|93.4208388|0.4463376229999999|-1359.540251|0.234676081|14.63492011|0.8061548709999999|148.5675636|37.00884624|1776.424619|597.3075924999999|1.0|1.0|1.0|2.0|3.13|22.0|-7.72|5.58|4.26|1.58|0.0|0.0|1.0|5.0|5.0|-6.27|-4.94|1.15e-05|0.0048|3.64|0.0|-0.0581799999999999|3.2974|5.08|-1691.948653|376.01|0.5028|524.56|0.7014699999999999|0.7014699999999999|-1691.734564|-0.13351|5.9253|0.03620884|-1691.794585|8.8847|0.34|6.4685|6.4685
14c_a23|0.0|0|1|0.0|7.423568444|0|0|-0.005822256|0.04174584|0.743546646|-0.296935034|-0.047853455|10.31321813|-0.047410593|0.009263715|0.077009731|-0.071484865|-0.13187015|-0.4589840189999999|2|0.722187957|0.1114214519999999|-0.077808321|0.922935039|-0.0567889659999999|0.2273163289999999|0.018842596|-37.73933093|12.52192141|38.43627129|51.21382308|-0.034046252|-35.33439343|8.321492112|-1.600173862|64.05912299|0.459622824|-1063.401832|0.2165924689999999|14.49533577|0.8505592829999999|143.9373772|28.88097191|1357.40568|633.3278634|0.0|0.0|0.0|1.0|3.6|26.0|-7.99|4.0|4.67|3.51|1.0|0.0|1.0|5.0|4.0|-6.03|-5.55|2.83e-06|0.00126|4.21|0.0|-0.0795299999999999|3.7031|4.1|-2089.501598|334.81|356.0|549.86|0.56781|0.56781|-2089.293299|-0.15143|7.2704|0.02236136|-2089.354057|10.369000000000002|2.0|8.6253|8.6253
8_a4|0.0|0|0|0.0|7.535296702|1|1|-0.001277205|-0.072752231|1.987684188|-0.056197036|-0.011835327|10.9295757|0.05775266|0.009595591|-0.1193184819999999|-0.048133994|-0.078942941|-0.150276481|2|0.619844116|-0.07377839|0.097165358|0.925132446|-0.05397993|0.546157592|0.0103751219999999|-27.90231822|5.362918401|11.02158946|38.69916707|-0.024598141|-17.52616744|2.772101712|-0.983925625|41.57817329|0.428884426|-508.5928419|0.273845898|9.972991122|0.750959081|141.55141369999998|17.50981094|700.3924376|434.9654405|1.0|1.0|1.0|0.0|3.19|21.0|-7.78|4.63|4.76|2.93|0.0|0.0|1.0|2.0|3.0|-5.76|-4.84|1.46e-05|0.00506|3.74|0.0|-0.05864|5.3544|3.29|-1450.21384|311.03|0.1687|391.01|0.30471|0.57675|-1450.071352|-0.16821|4.5781|0.0252645|-1450.121028|5.7488|54.0|7.2676|7.2676
9_a4|0.0|0|0|0.0|7.535296702|1|1|-0.00136737|-0.019160308|2.137757657|-0.064266379|-0.091393763|10.92992723|-0.0454860859999999|0.009731833|-0.030976753|-0.0475186259999999|-0.076824065|-0.172904817|2|0.625717993|-0.151437311|-0.072130166|0.937102792|-0.052625548|0.472497372|0.009037784|-28.63837014|4.918284148|13.6577411|34.22811902|-0.025885299|-20.60179129|2.676487872|-1.113067849|43.71760622|0.43745176|-605.7219363|0.207109566|10.21134541|0.777625327|112.7072422|17.76608225|763.9415367|489.7528555|1.0|0.0|1.0|0.0|3.37|21.0|-8.16|5.14|5.07|3.15|0.0|0.0|1.0|2.0|3.0|-5.56|-5.15|7.06e-06|0.00255|4.14|0.0|-0.05256|4.7284|3.87|-1489.533032|308.91|0.1217|430.12|0.5182100000000001|0.6464|-1489.36688|-0.16948|4.4343|0.02116575|-1489.41872|5.4739|48.0|7.3188|7.3188
9_a3|0.0|0|0|0.0|6.823286122000001|0|0|-0.007847313|-0.126542538|2.4071976040000003|-0.298197887|0.065373003|10.31162238|0.023606557|-0.003863265|-0.216450234|0.083014843|0.141996379|-0.614170287|1|0.923357627|-0.260349706|0.042154567|0.84649775|-0.095161413|0.506753484|0.007377805|-44.74600478|3.469130065|223.4501605|72.17854599|-0.038196575|-18.47392835|1.6312253680000002|-1.336880133|43.50933802|0.413418346|-628.6166118|0.1131403219999999|8.532203772|0.704792493|53.19989715|20.25176593|708.8118076000001|349.6957191|1.0|1.0|1.0|1.0|2.44|21.0|-7.26|4.9|4.62|2.42|0.0|0.0|1.0|2.0|2.0|-5.21|-4.9|1.25e-05|0.00379|4.14|0.0|-0.03999|5.8185|3.28|-1256.0634710000002|331.9|0.2069|350.27|0.3639699999999999|0.6724600000000001|-1255.9558029999998|-0.15834|2.0863|0.0242342|-1256.002529|2.6661|10965.0|4.96|4.96
16e_a32|0.0|1|1|0.0|7.765993078999999|0|0|-0.0154404319999999|-0.04474426|2.080236877|-0.772021601|-0.070351839|10.31100268|-0.01320745|-0.002310082|-0.079817994|-0.123297852|-0.219947482|-0.698621582|0|0.804503712|0.096017785|-0.022651598|0.7903051590000001|-0.087117996|0.504569498|0.024145309|-55.957388|15.50894749|105.4021155|134.6906051|-0.037448344|-48.41036206|9.961663868|-1.760072163|90.34923861|0.458956284|-1130.524639|0.297773438|12.15001203|0.848279482|191.2650034|34.2534974|1609.914378|573.3529948|1.0|0.0|1.0|2.0|3.36|19.0|-7.38|6.03|4.6|1.12|0.0|1.0|1.0|8.0|5.0|-6.15|-4.75|1.7899999999999998e-05|0.0074099999999999|3.76|0.0|-0.0505899999999999|3.6214|4.59|-1955.965644|342.37|0.2858|552.79|0.7022|0.7022|-1955.766505|-0.14991|3.2372|0.02792775|-1955.827194|3.9389|7.0|8.1367|8.1367
11d_a5|0.0|1|0|0.0|6.605297921|0|0|-0.003373937|-0.125546291|0.0|-0.185566552|-0.138265707|10.94877952|0.01948342|0.008809179|-0.202307745|-0.12451554|-0.200646773|-0.22897714|2|0.786587307|-0.018747485|0.036918829|0.87090286|-0.063028408|0.359644732|0.012828514|-40.04753555|8.151092424|61.45330587|82.02685783|-0.029333375|-34.21147402|5.179111638|-1.525335513|65.35645739|0.49396568|-969.1808771|0.287694578|17.62784804|0.976150552|182.7978704|26.16587381|1360.625438|631.9206508|1.0|1.0|1.0|1.0|3.37|23.0|-8.64|4.41|4.14|1.42|0.0|0.0|1.0|7.0|5.0|-6.47|-4.29|5.14e-05|0.0198|3.07|0.0|-0.03767|4.4175|2.59|-1239.093739|301.89|507.0|594.45|0.66686|0.6533399999999999|-1238.855022|-0.16762|2.8731|0.03371838|-1238.914819|3.7008|15.0|7.8239|7.8239
12ao_a36|0.0|1|0|0.0|7.412764017000001|2|2|-0.007081548|0.0895536619999999|0.0|-0.410729809|-0.113963585|10.94919858|-0.033032344|0.003724542|0.1523047569999999|-0.095253274|-0.1619981409999999|-0.435820128|1|0.90500247|0.040831815|-0.05785124|0.832582759|-0.077866573|0.264688501|0.017784426|-51.52001456|11.76697353|85.17634667|110.7707502|-0.03775988|-44.63177966|7.785557064|-2.039033535|78.51108393|0.462968912|-1349.115973|0.217901822|16.33039817|0.8620895909999999|144.1736112|31.9443643|1724.9956719999998|698.847203|1.0|0.0|1.0|2.0|0.0|17.0|-7.01|3.62|2.42|2.38|0.0|0.0|1.0|6.0|4.0|-6.34|-4.55|2.82e-05|0.0115|3.45|0.0|-0.05455|4.6597|3.83|-1310.328652|356.86|0.6249|548.59|0.4962|0.7045|-1310.077853|-0.14207|5.4691|0.03244719|-1310.138396|7.447999999999999|0.03|7.5229|7.5229
