molecula|SddssS|NaaNH|n9FaHRing|SssssC|SRW09|nAHRing|nARing|AATSC1c|MATS7i|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|DPSA5|GeomPetitjeanIndex|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
10_a47|0.0|0|0|0.0|0.0|0|0|-0.008013899|-0.169242585|1.329777427|-0.384667159|0.0814897|10.93671036|0.007193585|-0.0065562469999999|-0.349569106|-0.021926603|-0.045289209|-0.45272733|2|0.7027461220000001|-0.138304661|0.011239977|0.841070966|-0.076311525|0.417511484|0.00951788|-40.80144983|5.088920549|103.41137940000002|84.97451737|-0.035388634|-26.77924406|2.720890925|-1.592488524|57.59863288|0.411647394|-851.455143|0.198117368|10.66897998|0.699661037|105.9273263|23.5960035|1061.820157|498.0016816|1.0|1.0|1.0|2.0|2.97|22.0|-8.85|5.12|5.92|3.21|0.0|0.0|1.0|3.0|4.0|-5.08|-5.5|3.18e-06|0.00114|4.8|0.0|-0.0486399999999999|5.7693|4.37|-1188.3744|332.97|231.0|426.55|0.53909|0.69212|-1188.1907199999998|-0.15445|1.9281|0.03158831|-1188.244739|2.8795|13.0|7.9|7.9
16_a15|-3.726252327|0|0|0.0|0.0|0|0|-0.008593957|-0.003882928|0.0|-0.4898555739999999|-0.109386268|10.31928197|-0.011969556|-0.00379317|-0.006331105|-0.046871961|-0.0764246109999999|-0.528097878|2|0.787100127|0.080837546|-0.018331526|0.723597405|-0.08870471|0.7427725270000001|0.0070920509999999|-60.63825695|4.848103252|53.93878231|188.9479321|-0.039472502|-47.4317527|3.31414791|-2.131515106|76.07332645|0.419910645|-1457.096924|0.131539493|11.720499900000002|0.7238723509999999|89.91997762|31.07023998|1677.792959|728.353441|1.0|1.0|0.0|2.0|2.93|24.0|-9.21|3.37|6.02|1.72|0.0|0.0|1.0|6.0|6.0|-6.27|-5.21|6.14e-06|0.00274|3.88|0.0|-0.04082|4.1731|8.26|-1770.448668|300.24|0.3809|600.98|0.6541100000000001|0.66615|-1770.217907|-0.16871|8.0361|0.06079704|-1770.281427|11.7447|21.0|7.6778|7.6778
33_a20|0.0|0|0|0.0|6.842683282|0|0|-0.00145476|0.148855442|2.0219022580000003|-0.078557022|-0.061975089|10.93244905|-0.062750442|0.008780074|0.248715569|-0.036258691|-0.060582944|-0.1771816269999999|2|0.616352201|-0.0854333469999999|-0.10978034|0.9493896|-0.058927252|0.399354817|0.012738882|-38.58254635|8.340767701|8.680600701|33.13709773|-0.0265385579999999|-29.9394021|5.46110745|-1.326927921|54.60811436|0.465855239|-868.8044333999999|0.240643818|15.094865900000002|0.8721516570000001|157.56124519999997|22.88265911|1144.132956|664.4562602999999|1.0|0.0|1.0|0.0|3.59|27.0|-9.69|5.33|5.39|2.61|0.0|0.0|1.0|4.0|4.0|-5.58|-5.53|2.98e-06|0.0012|4.47|0.0|-0.0582899999999999|5443.0|4.07|-1275.823229|318.99|0.6157|563.98|0.27375|0.6129|-1275.602977|-0.15959|3.5714|0.02957286|-1275.662457|5.0369|34.0|7.4685|7.4685
14j_a23|0.0|0|1|0.0|7.423568444|0|0|-0.006327927|0.037350515|0.722606603|-0.322724299|-0.026319216|10.31321824|-0.055708465|0.0075222369999999|0.087218599|-0.073945564|-0.17267308|-0.463194548|2|0.616699629|0.143567854|-0.091426449|0.8454521620000001|-0.062203032|0.226990358|0.020485263|-40.35191855|13.28905737|40.38957571|100.2571987|-0.034989992|-34.60325668|8.620784882999999|-1.644529644|64.88069411|0.497137467|-1066.827834|0.226032829|15.57933561|0.988615047|146.63044480000002|29.32742551|1378.388999|599.5697147999999|0.0|0.0|1.0|1.0|3.41|26.0|-7.67|3.78|4.58|3.4|1.0|0.0|1.0|5.0|5.0|-6.31|-5.11|7.73e-06|0.00332|3.68|0.0|-0.07581|3.6671|3.72|-1729.1379190000002|338.1|0.3886|528.18|0.65128|0.65128|-1728.9293280000002|-0.14816|5.8037|0.02207124|-1728.988797|8.3233|4.0|8.3883|8.3883
12aq_a36|0.0|1|0|0.0|7.412764017000001|2|2|-0.0116333169999999|0.076517478|0.0|-0.674732412|-0.1031859869999999|10.95447882|-0.028591187|-0.004569485|0.131910912|-0.052743904|-0.090926893|-0.5356623070000001|1|0.892815402|-0.0606936879999999|-0.047695595|0.681470612|-0.1093001919999999|0.162384515|0.021389734|-73.0277723|14.29132551|86.6958382|212.8220574|-0.042953452|-54.49698711|9.548598682|-2.319486422|95.39676382|0.426481765|-1549.740434|0.238023252|14.98931431|0.743623723|159.03272990000002|37.66374367|2033.842158|689.2886595|0.0|0.0|1.0|3.0|0.0|17.0|-6.14|1.92|0.98|1.28|0.0|0.0|1.0|6.0|5.0|-7.79|-3.45|0.000359|152.0|1.55|0.0|-0.06059|3.9049|3.88|-1401.637414|367.26|0.4988|534.96|0.6933199999999999|0.7058300000000001|-1401.391057|-0.13908|6.7649|0.03228003|-1401.452487|8671.0|55.0|7.2596|7.2596
47r_a18|0.0|0|0|0.0|7.03438793|1|1|-0.0058631659999999|0.041686585|0.0|-0.40455848|-0.02952923|10.35082951|-0.030106257|-0.0001597829999999|0.0646283159999999|-0.233665901|-0.362261236|-0.360670551|0|0.806477847|0.017110504|-0.048143486|0.769578222|-0.083915825|0.26560995|0.0155038689999999|-62.75220741|11.59378448|13.30156885|172.30927739999998|-0.031669652|-48.70193962|8.669825595|-2.090197013|81.99788849|0.49394971|-1563.048166|0.311925149|19.40516312|0.976088187|233.2574532|34.41856352|2271.625192|1005.982493|1.0|1.0|1.0|2.0|0.0|18.0|-7.46|0.43|3.76|2.23|1.0|0.0|1.0|9.0|4.0|-6.12|-5.64|2.31e-06|0.00117|4.59|1.0|-0.0522799999999999|3.1705|9.2|-1964.813473|391.06|0.6007|729.75|0.69545|0.69545|-1964.443758|-0.13021|2.3873|0.02805567|-1964.516246|3.2001|231.0|6.6364|6.6364
13_a1|0.0|1|0|0.0|7.423568444|1|1|-0.012199718|0.1129747169999999|0.0|-0.597786194|-0.0594321759999999|10.94989555|-0.084271845|-0.005924486|0.1769162319999999|-0.07665159|-0.120034915|-0.485427571|1|0.87703849|-0.051729721|-0.150485437|0.6794604670000001|-0.111667908|0.207843387|0.033737733|-64.94184903|19.62059449|148.7311076|186.4137189|-0.040302516|-36.08180773|11.41059871|-1.813613202|77.55889436|0.477212829|-1054.729126|0.291737016|14.33466671|0.912824292|169.6632599|33.09282789|1489.177255|505.2124255|1.0|1.0|1.0|2.0|2.83|23.0|-7.94|4.75|3.87|1.74|0.0|0.0|1.0|4.0|5.0|-6.48|-4.34|4.58e-05|17.0|2.94|0.0|-0.04962|4.0783|3.17|-1238.367298|359.55|0.5339|472.52|0.65363|0.69782|-1238.174491|-0.13921|2.7595|0.0284695999999999|-1238.22919|3.9446|0.26|6585.0|6585.0
15_a10|0.0|0|0|0.0|7.535296702|1|1|-0.0027892409999999|-0.0729795729999999|1.981569297|-0.142251304|-0.055918786|10.92966702|-0.05940848|0.009514122|-0.1157120169999999|-0.085979341|-0.136323668|-0.208590561|2|0.682616223|-0.079744227|-0.105662909|0.915526801|-0.059234364|0.710970489|0.018614889|-35.30133759|11.09373722|33.67392858|50.34268476|-0.025240716|-26.33385303|6.61142847|-1.186313662|56.66229609|0.434181679|-706.9960069|0.353587352|11.23924661|0.767351752|210.7240726|23.27068984|1093.722422|563.875765|1.0|1.0|1.0|0.0|3.31|21.0|-8.3|4.91|4.72|2.53|1.0|0.0|1.0|5.0|4.0|-6.07|-4.81|1.56e-05|0.0061|3.68|0.0|-0.05243|5.7922|3.12|-1604.057542|326.3|0.4553|484.05|0.41458|0.68543|-1603.851644|-0.1574|4.5192|0.03039798|-1603.907391|6.1563|33.0|7.4815|7.4815
12b_a5|0.0|0|0|0.0|6.605297921|2|2|-0.001991527|-0.021265946|0.0|-0.1214831359999999|-0.119503073|10.94620104|-0.016614746|0.00751901|-0.033279992|-0.070406884|-0.110182753|-0.1708042239999999|2|0.8417504029999999|0.066588785|-0.033036296|0.827613693|-0.066227158|0.350286421|0.016556707|-41.76622313|10.44150403|138.67264319999998|108.7155967|-0.020455699|-27.27837078|6.584944956|-1.165974822|59.53145615|0.480419002|-735.3231872|0.4696203889999999|16.16438947|0.924627734|296.16656780000005|24.32296891|1386.409228|727.8586176|0.0|1.0|1.0|1.0|0.0|18.0|-7.67|3.29|0.72|1.54|0.0|0.0|1.0|5.0|6.0|-7.57|-3.45|0.000359|143.0|1.63|0.0|-0.10395|4.6156|2.24|-1276.8943800000002|857.76|0.2345|505.16|0.42949|0.70615|-1276.940335|-0.06212|5.7174|0.03447919|-1276.9984029999998|8.2868|42.0|7.3768|7.3768
5g_a40|0.0|0|0|0.0|8.149890544|0|1|-0.016033575|-0.0602779129999999|0.64025463|-0.5611751220000001|0.122088541|10.31198315|-0.091116241|-0.012008571|-0.104356485|0.07917206|0.137067086|-0.4748772539999999|0|0.795454476|0.006643696|-0.1312278909999999|0.67772744|-0.153687065|0.245639795|0.024937196|-72.93994279|11.83520323|216.425542|152.9506864|-0.049288357|-32.29667648|5.616992201|-1.577227413|80.22859145|0.488538966|-748.5527627|0.254650681|12.10939827|0.955183157|120.8573152|31.38430965|1004.297909|266.8102663|0.0|0.0|1.0|2.0|1.96|14.0|-2.89|2.69|2.5|0.74|1.0|0.0|3.0|3.0|5.0|-6.6|-3.37|0.000426|128.0|2.17|0.0|-0.0540299999999999|3.48|4.02|-1328.015099|356.27|261.0|367.19|0.6563|0.6563|-1327.9345529999998|-0.14505|4.9132|0.04070345|-1327.982732|6.7957|123.0|6.9101|6.9101
12l_a36|0.0|1|0|0.0|7.412764017000001|2|2|-0.0076430169999999|0.128666217|0.0|-0.4203659179999999|-0.05158636|10.95423322|-0.0452558729999999|0.001194592|0.228884463|-0.098598933|-0.175397741|-0.428857427|1|0.8707354620000001|-0.041707369|-0.079106537|0.84381923|-0.079972189|0.3827446779999999|0.0220227089999999|-52.05361632|14.33450402|39.27257375|101.6575135|-0.038052612|-45.67788557|9.330278191|-1.940683231|83.76912404|0.4619814279999999|-1263.1838810000002|0.262041641|13.88638723|0.8586718990000001|170.5619816|33.56329135|1711.727859|642.3830552000001|1.0|0.0|1.0|2.0|0.0|17.0|-6.66|2.75|1.76|1.38|0.0|0.0|1.0|5.0|5.0|-6.68|-4.29|5.08e-05|0.0206|2.95|0.0|-0.0510399999999999|3.8619|2.98|-1325.15957|321.05|0.4524|530.75|0.6925|0.6925|-1324.954011|-0.15869|5392.0|0.03508404|-1325.0137550000002|7.2021|0.02|7699.0|7699.0
8h_a8|0.0|1|0|0.0|7.05012252|0|0|-0.010324979|0.008138299|0.0|-0.485274006|-0.085125857|10.94341368|0.007079485|-0.007036544|0.021094825|0.09830823|0.254819201|-0.53822084|0|0.578166105|0.111824921|0.010682683|0.602405134|-0.122706004|0.273425421|0.0111998669999999|-72.14530885|6.58499063|316.4918269|233.7669182|-0.048805507|-39.07081527|3.871662077|-2.147442322|70.94463092|0.451435543|-1262.594204|0.081684095|13.58738632|0.822939833|48.02637252|31.2477685|1374.901814|485.8626377000001|0.0|0.0|0.0|2.0|2.73|23.0|-7.95|4.69|4.72|4.11|0.0|0.0|1.0|4.0|4.0|-5.98|-5.0|1.01e-05|0.00395|3.82|0.0|-0.06344|4801.0|7.71|-1361.618499|332.16|0.3011|480.09|0.56196|0.69844|-1361.455676|-0.15475|3.4779|0.03330037|-1361.5113789999998|4.4356|11.59|4.9359|4.9359
3a_a12|0.0|0|0|0.0|0.0|1|1|-0.007671441|-0.1231529169999999|0.0|-0.322200517|-0.062973953|10.95455336|-0.0161799839999999|-0.001011111|-0.205054123|-0.072889493|-0.1213636769999999|-0.5274624179999999|1|0.943290857|-0.021522321|-0.032466697|0.871985494|-0.07121814|0.241900756|0.009433302|-34.84701355|4.615711776|71.11710277|62.63745781|-0.034924502|-21.73969523|2.258466332|-1.362055589|52.21461165|0.462077145|-666.453375|0.2189499039999999|11.01449587|0.859002624|107.1321197|21.87893986|853.2786545|381.0058252|1.0|1.0|0.0|1.0|2.74|18.0|-7.5|3.43|2.49|3.09|0.0|0.0|1.0|3.0|3.0|-5.88|-4.06|8.8e-05|0.0263|3.15|0.0|-0.06829|4.2336|3.33|-951.3480023|332.36|0.3201|383.08|-0.34688|0.66895|-951.217594|-0.15328|1.3824|0.023184956|-951.264072|1.9332|194.0|6.7122|6.7122
12_a1|0.0|1|0|0.0|7.423568444|1|1|-0.011221829|0.076867966|0.0|-0.516204114|-0.0811332759999999|10.94945122|-0.051772288|-0.001416381|0.127560614|-0.104622651|-0.173618873|-0.487073772|1|0.8016064479999999|-0.045776997|-0.093957115|0.765121385|-0.0964711209999999|0.210514881|0.033770552|-55.99493147|19.60151089|133.6600817|136.3310784|-0.039894864|-35.28166588|11.37734536|-1.675584287|74.99749378|0.46449367|-972.562841|0.275333347|14.34104294|0.867391557|159.81230209999998|31.95435864|1342.083063|473.040639|1.0|1.0|1.0|1.0|2.72|23.0|-8.2|4.87|4.41|1.67|0.0|0.0|1.0|3.0|5.0|-6.02|-4.75|1.77e-05|0.00649|3.54|0.0|-0.07042|3734.0|3.67|-1216.099134|390.57|0.5867|482.51|0.69114|0.69763|-1215.922313|-0.12874|7.7454|0.0296752|-1215.975876|10.1801|2.95|5.5302|5.5302
13a_a30|0.0|0|0|0.0|7.412764017000001|2|2|-0.011002918|-0.036541822|0.0|-0.627166322|0.0317047379999999|10.31162842|-0.0351777|-0.002215642|-0.065043716|0.003429114|0.006103754|-0.5640209589999999|1|0.841060094|0.019603815|-0.058608635|0.6963945559999999|-0.109682335|0.478381813|0.01856512|-74.02777574|12.53013554|381.9643801|204.9120824|-0.042832838|-51.70573895|8.456950359|-2.27014041|88.22659517|0.4661332179999999|-1532.183327|0.2001375339999999|15.1104742|0.873126469|135.07860209999998|36.14261279|1915.558478|713.7769663|1.0|0.0|1.0|2.0|0.0|17.0|-6.19|3.04|1.72|2.06|0.0|0.0|1.0|6.0|5.0|-7.05|-4.3|5e-05|0.0221|2.74|0.0|-0.0555|5.0535|4.54|-1744.4457100000002|351.35|0.1788|541.59|0.26119|0.6845600000000001|-1744.217986|-0.14953|0.7158|0.04590378|-1744.281248|1.4855|14.0|7.8665|7.8665
12x_a36|0.0|1|0|0.0|7.412764017000001|2|2|-0.007008724|0.021670322|0.0|-0.40650598|-0.054184069|10.33556641|-0.023932402|0.003710345|0.038200407|-0.07550872|-0.133106642|-0.4331246039999999|1|0.906423012|0.056034339|-0.041914045|0.836402835|-0.0737521679999999|0.3403819629999999|0.017625524|-49.60929169|11.85578416|81.81168174|110.0434027|-0.036722107|-47.22198284|7.974776509|-1.982993755|81.1499815|0.458792701|-1333.8579550000002|0.223146459|16.20591229|0.847720832|150.09915149999998|31.79630645|1717.000548|725.9470896|1.0|0.0|1.0|2.0|0.0|17.0|-7.05|3.33|2.61|2.51|0.0|0.0|1.0|6.0|4.0|-6.64|-4.51|3.09e-05|0.0132|3.19|0.0|-0.05311|3.8776|3.37|-1670.419519|331.83|0.3901|569.01|0.6853600000000001|0.68112|-1670.182026|-0.1517099999999999|5.6653|0.03331471|-1670.244307|7.2812|7.0|8.1549|8.1549
9i_a24|0.0|1|0|0.0|7.153833802|0|0|-0.005148312|-0.076024544|0.0|-0.190487553|-0.087363979|10.96661275|-0.00532872|0.005891639|-0.140841749|-0.1818753839999999|-0.336939175|-0.32068769|2|0.783500303|0.139004845|-0.0106944439999999|0.8260893640000001|-0.064657333|0.379687415|0.025118046|-30.56504777|11.87389334|10.13249376|82.21166337|-0.024639839|-15.60091656|5.613069697999999|-0.837754515|51.05832236|0.468272544|-396.0263368|0.500761711|11.18382556|0.8806627109999999|236.7218826|23.33121014|793.2611447|295.8603625|1.0|1.0|1.0|1.0|1.36|22.0|-6.05|2.42|2.72|0.67|0.0|0.0|1.0|3.0|4.0|-7.01|-3.1|0.000791|228.0|1.48|0.0|-0.0473899999999999|4.6212|1.13|-945.2626532|299.06|0.2373|363.15|0.58977|0.6755800000000001|-945.174716|-0.17204|7.1135|0.0239838|-945.222448|9.2818|88.0|7.0555|7.0555
5_a47|0.0|0|0|0.0|0.0|0|0|-0.009295857|0.003858593|1.284688504|-0.390426|-0.002627182|10.9367109|0.045246333|-0.011237954|0.0083528919999999|-0.019811664|-0.0428873159999999|-0.454659897|2|0.7063295709999999|0.065981732|0.0743193|0.807957755|-0.087763105|0.526509524|0.009936558|-46.33853208|5.246458665|104.9032216|101.3974575|-0.038537768|-27.93318665|2.770107005|-1.502972943|62.14504725|0.4736061789999999|-793.5630764|0.218428796|11.13432113|0.8997183470000001|115.3294396|26.03444329|1015.343288|416.1194472|1.0|1.0|1.0|2.0|2.79|22.0|-8.68|4.73|5.96|3.26|0.0|0.0|1.0|3.0|4.0|-5.19|-5.5|3.18e-06|0.00116|4.7|0.0|-0.05535|3.7083|4.37|-1569.333281|334.35|0.2108|401.16|0.69291|0.69291|-1569.20723|-0.15419|2.9121|0.03591467|-1569.258939|3.8816|0.02|7.7|7.7
12e_a40|0.0|0|0|0.0|7.515889085|0|0|-0.015461694|0.174870826|0.665270062|-0.556620974|0.130516751|10.31197242|-0.192362496|-0.014780739|0.292184471|0.103406816|0.172778196|-0.520457262|0|0.889386453|0.047011204|-0.279310345|0.7798787840000001|-0.132226452|0.284429447|0.015096495|-71.78145688|8.195398107|206.0119599|119.4966772|-0.048387621|-36.19867792|4.4490161310000005|-1.596791495|78.14505956|0.491465612|-866.8463724999999|0.209181178|15.75963228|0.966435355|113.5576846|33.21629575|1096.13776|348.3847394|1.0|0.0|0.0|2.0|3.05|20.0|-6.04|4.34|4.84|2.93|0.0|0.0|1.0|2.0|4.0|-5.26|-5.64|2.27e-06|0.00086|4.72|0.0|-0.07296|4.3236|4.66|-2248.244231|409.82|0.4494|445.12|0.6826|0.70157|-2248.154966|-0.12616|2.5946|0.03272669|-2248.206714|3.7268|1.17|5.9318|5.9318
4c_a46|0.0|0|0|0.139403726|7.825245291|1|1|-0.005085922|-0.111750026|0.0|-0.300069396|-0.051150771|10.94298307|-0.068256579|0.010040825|-0.165951544|-0.056422062|-0.083788154|-0.421467037|1|0.649753668|0.072412685|-0.0976963169999999|0.890777395|-0.063644365|0.305199509|0.013924723|-40.22007179|8.799732282999999|35.22734468|69.02325225|-0.029688832|-34.9456654|5.56099297|-1.662574604|60.67664538|0.450883931|-1050.664428|0.159246215|13.06174141|0.8211086059999999|100.6356847|22.31552819|1249.669579|696.2528933|1.0|0.0|1.0|0.0|3.8|17.0|-7.62|5.11|5.24|3.4|0.0|0.0|1.0|5.0|4.0|-5.39|-5.28|5.3e-06|0.00207|4.63|0.0|-0.04381|5.4579|6.38|-1245.392965|302.21|0.2296|617.56|0.42391|0.6986600000000001|-1245.114575|-0.17085|4.1039|0.02299741|-1245.176359|5.4491|2008.0|5.6972|5.6972
14k_a23|0.0|0|1|0.0|7.423568444|0|0|-0.005866159|0.04479394|0.74561778|-0.299174093|-0.055500851|10.31321813|-0.055708465|0.009263715|0.082632648|-0.071484865|-0.13187015|-0.463402169|2|0.722187957|0.140087361|-0.091426449|0.922397728|-0.0562483359999999|0.226547411|0.018829201|-37.43135588|12.53019305|38.76597615|51.64167457|-0.033999976|-35.38329134|8.338417622|-1.597998852|64.04991522|0.486654314|-1063.413926|0.216437606|15.99703938|0.948005074|144.0318708|28.87559227|1357.152837|633.3278634|0.0|0.0|0.0|1.0|3.56|26.0|-7.99|4.0|4.67|3.51|1.0|0.0|1.0|5.0|4.0|-6.03|-5.55|2.83e-06|0.00126|4.21|0.0|-0.07933|3.6421|4.1|-2089.501786|340.42|0.4694|552.65|0.63765|0.63765|-2089.293765|-0.14784|5.8718|0.02271117|-2089.354026|8.3627|4.0|8.4123|8.4123
12at_a36|0.0|1|0|0.0|7.412764017000001|2|2|-0.010886502|0.054794728|0.0|-0.653190113|-0.076129505|10.95446888|-0.037590959|0.000906224|0.091520225|-0.136151085|-0.227404687|-0.48127276|1|0.817851296|-0.08859337|-0.063825255|0.751856692|-0.084721769|0.301423347|0.029516069|-58.66704838|20.43891035|95.16663336|171.8311073|-0.037537878|-53.05210062|14.1532755|-2.102121151|95.60375457|0.49342323|-1455.649997|0.325557803|17.44496351|0.974034457|225.4381077|38.54110857|2158.30208|735.3783268|1.0|0.0|1.0|2.0|0.0|17.0|-6.62|2.7|1.67|1.89|0.0|0.0|1.0|7.0|6.0|-7.18|-4.08|8.36e-05|0.0367|2.53|0.0|-0.05703|4.7133|4.5|-1460.797444|322.81|0.4765|589.75|0.42968|0.6802600000000001|-1460.549244|-0.15607|6.4676|0.03651452|-1460.61293|8.9532|78.0|7.1079|7.1079
9_a15|0.0|0|0|0.0|0.0|0|0|-0.009923019|0.096418279|0.0|-0.506073953|0.05688176|10.95880687|0.005692073|0.003160815|0.140072812|-0.203104439|-0.295062413|-0.344978312|1|0.85357243|0.088615068|0.010183805|0.846156316|-0.073701648|0.416635119|0.032464905|-41.10356167|18.10574464|105.5304352|85.79894134|-0.028575549|-36.29225274|10.09761131|-1.400201879|85.14415759|0.4517825079999999|-780.8954896|0.48742253|10.00547485|0.8240935659999999|271.83655510000006|31.09118831|1523.4682269999998|532.0914339999999|1.0|1.0|0.0|1.0|3.37|18.0|-7.57|3.9|4.95|1.96|0.0|0.0|1.0|7.0|5.0|-5.52|-4.81|1.53e-05|0.00562|4.24|0.0|-0.0258899999999999|4.3447|3.36|-1223.687392|330.74|0.2693|507.33|0.6512399999999999|0.70552|-1223.463757|-0.1565099999999999|1.4625|0.01773342|-1223.522216|2188.0|107.0|6.9706|6.9706
galu_a46|0.0|0|0|0.0|7.535296702|1|1|-0.00642454|-0.090581301|1.721297609|-0.327651527|-0.094815394|10.92740177|-0.1121767259999999|0.003107816|-0.150645957|0.028964355|0.0481706809999999|-0.4671565689999999|2|0.702976795|0.044184467|-0.173285585|0.7637964079999999|-0.0910072869999999|0.5235416979999999|0.01235603|-50.93538037|6.915480101|261.2602893|132.199522|-0.03220981|-27.89483984|3.870487977|-1.513861067|57.65745491|0.468241745|-847.2847833999999|0.2167824069999999|12.12170938|0.880553787|121.3297832|23.01702105|1081.799989|542.7276591|0.0|1.0|1.0|1.0|2.75|21.0|-7.13|3.69|3.51|1.84|0.0|0.0|1.0|3.0|4.0|-6.86|-3.99|0.000102|0.0375|2.39|0.0||||||||||||||||51.0|7.2924|7.2924
11b_a31|0.0|1|0|0.0|7.765993078999999|1|1|-0.01950528|-0.078907688|0.0|-0.838727032|-0.1488994619999999|10.31169957|-0.046362952|-0.010716217|-0.129901143|-0.101934423|-0.16780872|-0.564706551|0|0.833717183|0.067031897|-0.074254978|0.545458754|-0.143839236|0.26165445|0.037758271|-80.0942166|21.02499452|286.7721447|253.1028809|-0.044612791|-46.10900197|11.70737909|-1.784511651|100.3071755|0.473305522|-993.6722875|0.330276165|12.96936635|0.8986339170000001|183.9081702|37.09261324|1483.70453|397.3137532|1.0|0.0|1.0|2.0|2.29|16.0|-5.45|4.67|3.25|0.79|0.0|0.0|2.0|5.0|6.0|-6.73|-3.75|0.000178|0.0637|2.46|0.0|-0.03574|3.8437|4.07|-1520.0430279999998|322.57|0.2634|479.66|0.70073|0.70073|-1519.909742|-0.15936|3.2104|0.04215313|-1519.967224|4.7518|0.53|6.2757|6.2757
8a_a50|0.0|1|1|0.0|7.860570786|1|1|-0.00439531|-0.0224366579999999|1.99158738|-0.188998337|-0.150515325|10.94501357|-0.058014797|0.007801731|-0.038971589|-0.065546446|-0.11385159|-0.352654037|1|0.75162266|-0.188882361|-0.095292123|0.860876738|-0.069208148|0.278028663|0.018809422|-34.88425666|9.480859015|133.8183888|70.12485884|-0.031655181|-20.91041439|4.778811898|-1.234552044|50.06249379|0.46183401|-622.2739931|0.248584287|10.69309012|0.858162757|125.2985144|21.23424244|828.1354551|388.171611|1.0|1.0|1.0|1.0|2.01|20.0|-6.32|3.63|3.71|2.02|0.0|0.0|1.0|2.0|3.0|-6.12|-4.13|7.48e-05|0.0234|2.95|0.0|-0.0280699999999999|5.622000000000001|2.69|-1006.637067|297.06|0.18|396.63|0.3462199999999999|0.60625|-1006.508913|-0.17244|3.5509|0.03479985|-1006.557694|5.5319|47.0|7.3279|7.3279
4j_a46|0.0|0|0|0.19521727|7.825245291|1|1|-0.002284836|-0.0529855709999999|0.0|-0.130235627|-0.1051618459999999|10.94638774|-0.176133068|0.011684396|-0.078783783|-0.0589746909999999|-0.087688953|-0.226712003|1|0.72796254|-0.061823242|-0.258222236|0.949893337|-0.05924408|0.295221643|0.01492164|-34.99059698|8.812983129|70.56141095|29.59387777|-0.024805825|-25.95898597|5.205103062|-1.339514565|50.26191521|0.402450715|-791.1408955|0.223067683|10.49957018|0.673502127|131.7477027|18.85718615|1018.288052|642.1335502000001|0.0|1.0|1.0|0.0|3.9|17.0|-7.69|5.18|5.33|3.28|0.0|0.0|1.0|4.0|3.0|-5.09|-5.31|4.86e-06|0.00176|4.81|0.0|-0.01684|5.3949|4.93|-1132.018764|281.19|0.2783|572.31|0.37853|0.69413|-1131.761156|-0.18387|2.9043|0.02491327|-1131.817578|3.8105|805.0|6.0942|6.0942
14ad_a23|0.0|0|1|0.0|7.423568444|0|0|-0.00790478|0.118047355|0.735584095|-0.4663820279999999|-0.05348283|10.31321689|-0.031279567|0.009675528|0.2086248289999999|-0.143336826|-0.253318853|-0.376350719|2|0.7763406840000001|0.165157698|-0.050707765|0.887131635|-0.059168372|0.224009311|0.033831691|-42.29008971|24.18091285|52.63180108|80.67170209999999|-0.029653934|-43.85199724|17.28310144|-1.630966366|85.20135045|0.46995189|-1165.7193140000002|0.424119041|16.34071148|0.8866211979999999|303.1354708|36.80430179|2024.236598|770.8206617000001|0.0|0.0|1.0|1.0|3.49|26.0|-7.6|3.48|4.03|2.42|1.0|0.0|1.0|7.0|6.0|-6.68|-5.08|8.22e-06|0.0038799999999999|3.52|0.0|-0.06925|3.3867|2.99|-1858.942973|366.09|0.4106|618.01|0.6956600000000001|0.6956600000000001|-1858.668058|-0.13734|5.2331|0.01481488|-1858.733603|6.7584|4.0|8.3595|8.3595
