molecula|SddssS|NaaNH|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PPSA3|RPSA|FNSA4|WNSA5|WPSA3|RPCS|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Area (grid)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|pIC50
8c_a32|0.0|1|1|3.46252244|0|7.765993078999999|0|0|0.609420757|0.0|5.733341277|-0.04699673|0|0.036711712|-0.026467635|2.143746338|-0.459589251|-0.003484915|-0.026048985|10.31100269|3|3|-0.001662219|-0.047650724|-0.0852122769999999|-0.578242111|0.788133615|0.845443342|-0.024032462|0.7507116140000001|1|0.801747512|-0.076876481|0.016240436|9.818219446|0.198252488|-0.027548799|-35.6276568|5.935643221|78.19443734|74.36515033|56.29419869|0.447542891|2571.62241|484.6996147|3038.837633|-10.06868562|0.399315117|7.079719717000001|12.81496717|0.8100952690000001|241.4075262|-463.1595384|0.025527931|557.1050635|15.43301109|1.0|1.0|1.0|2.82|0.26|6.49|1.1|1.0|1.0|1.0|-5.82|27.0|4.0|0.0|3.56|-4.39|0.000597|4.11e-05|3.21|0.0|8.86e-06|-0.04161|3.5673|646.97|0.3272|516.78|0.70135|-1880.537558|0.3272|-0.14712|-0.18873|-1880.597039|7.4318
14_a47|0.0|1|1|2.871076328|0|6.605297921|0|0|1.417758105|0.0|4.59511985|-0.136491228|2|0.036632997|0.017068634|1.484493371|-0.2306964|-0.008212621|-0.01670074|10.95058279|1|1|-0.006335783|0.05124606|-0.020596219|-0.33240126|0.5975877820000001|0.777675668|-0.085385518|0.579833096|1|0.681598464|-0.093553938|0.020106089|10.1400648|0.318401536|-0.034963476|-23.9422834|5.113919242|0.0|61.62381153|57.32194098|0.474828277|2254.664317|343.7492333|670.2518865000001|-8.892848121|0.335290281|6.909385453|13.15643085|0.904139078|169.0962983|-311.2496842|0.028057496|310.8026328|14.15018248|1.0|0.0|1.0|1.53|0.0|3.97|2.49|0.0|0.0|1.0|-3.97|24.0|5.0|1.0|3.16|-4.13|0.0349|7.46e-05|2.91|0.0|5.27e-06|-0.06057|3.9671|519.55|0.2452|375.43|0.68345|-1127.610422|0.2452|-0.16377|-0.22434|-1127.6593779999998|8.1
12g_a31|0.0|1|0|3.42813681|0|7.765993078999999|1|1|0.6101363000000001|0.0|5.733341277|-0.1044685569999999|0|0.0388738739999999|0.045747231|0.0|-0.7501734859999999|-0.008464411|-0.0733026079999999|10.31169877|2|2|-0.0054114869999999|0.074878295|-0.0497478109999999|-0.57758443|0.837044054|0.819234772|-0.076150332|0.7983388929999999|0|0.58271093|-0.1284353869999999|0.030961426|19.01411466|0.41728907|-0.039059048|-49.45404266|11.67699967|548.1594997999999|95.97385383|97.88920296|0.470244801|2514.363249|357.8560168|1859.940155|-14.73099143|0.311351131|8.098256552|15.28679013|0.887664343|191.2078009|-692.3565973|0.02515117|524.0230338|15.44590447|1.0|1.0|1.0|2.51|0.32|5.19|0.86|1.0|0.0|1.0|-4.92|27.0|5.0|0.0|2.9|-3.79|0.00457|0.0001629999999999|2.52|0.0|0.000136|-0.03324|3.8349|664.44|265.0|542.78|0.70068|-1578.605452|265.0|-0.15917|-0.19241|-1578.66792|6.9586
3j_a32|0.0|1|1|3.564417045|0|8.234564993|0|1|0.609420782|0.0|6.3044488020000005|-0.017889768|0|0.037373737|-0.029763115|2.248764828|-0.269814716|-0.000202965|-0.086191775|10.31100276|3|3|0.001173363|-0.055211759|-0.052818794|-0.528541012|0.812195122|0.824282683|-0.020129489|0.7557114|1|0.865101945|-0.070289671|0.013773753|7.315176208|0.134898055|-0.030815085|-26.79963418|3.885056172|0.0|58.58770587|44.64569478|0.4482615029999999|2282.569698|459.4516326|1778.1826620000002|-8.691773249|0.251226|5.900829539|10.69497519|0.812452828|133.42496409999998|-321.5956102|0.015301673|398.2788055|8.126647477|1.0|1.0|1.0|3.0|0.24|6.68|1.94|1.0|0.0|1.0|-5.92|23.0|3.0|0.0|4.09|-4.8|0.0004089999999999|1.58e-05|3.89|0.0|6.86e-05|-0.05361|3.4982|564.55|0.3005|405.19|0.7028|-1671.351322|0.3005|-0.14498|-0.19859|-1671.402462|8.0969
4r_a46|0.0|0|0|0.0|1|7.832410927000001|1|1|1.13129629|2.051582577|5.587248657999999|-0.074041799|2|0.044728682|-0.15196733|0.0|-0.141309389|0.006236535|-0.1129698999999999|10.96363493|1|1|0.0061041|-0.237647432|-0.055572881|-0.246070691|0.7794598220000001|0.810646641|-0.077483502|0.76719475|0|0.8478197820000001|-0.079297367|0.011446215|6.071841742999999|0.152180218|-0.0259595379999999|-22.88867429|3.220912917|0.0|51.22472631|48.13649426|0.456487948|2137.47734|449.7405899|1451.6122289999998|-7.304896049|0.285368722|5.81085807|10.69131411|0.839885604|151.3787482|-343.3301143|0.015225417|496.0386301|8.076584289|1.0|0.0|1.0|2.89|0.35|3.56|1.52|0.0|0.0|1.0|-3.09|25.0|4.0|1.0|2.7|-3.55|271.0|0.000279|2.12|0.0|0.000188|-0.03073|4.5209|571.75|0.1404|467.85|0.69085|-1069.231407|0.1404|-0.18999|-0.2207199999999999|-1069.284137|5.8499
12e_a36|0.0|1|0|3.490984269|0|7.412764017000001|2|2|1.29704412|0.0|5.351858133|-0.043085717|2|0.040899471|0.144415507|0.0|-0.404736007|0.002951176|-0.0586405829999999|10.95346131|1|1|0.003962098|0.244642918|-0.104118159|-0.43688276|0.90414347|0.7975411790000001|-0.010494913|0.856274847|0|0.838086387|-0.07049439|0.019063245|12.12502373|0.161913613|-0.036203518|-40.85494129999999|7.71202397|5.735288795|75.50154216|56.96241436|0.466721981|2709.877204|533.058116|2309.239105|-14.64611103|0.238923581|6.767371321000001|12.69013737|0.875194483|151.9654247|-776.2438847|0.017716522|662.0530478999999|11.26845175|0.0|0.0|0.0|0.0|0.17|3.24|2.24|1.0|0.0|1.0|-4.16|30.0|4.0|1.0|2.14|-4.3|0.0274|5.05e-05|3.04|0.0|4.270000000000001e-05|-0.04962|3.8364|673.57|0.4537|507.03|0.6814600000000001|-1271.999945|0.0006|-0.15189|-0.20151|-1272.0579810000002|7.8539
12i_a36|0.0|1|0|3.27619957|0|7.412764017000001|2|2|1.2401347459999998|0.0|5.351858133|-0.29543904|2|0.0438779959999999|0.048138468|0.0|-0.929568494|-0.011700732|0.128325344|10.96020192|1|1|-0.007897954|0.135587069|-0.1187503719999999|-0.608318386|0.647732719|0.820041835|0.141564781|0.624142499|0|0.830964232|-0.0850745409999999|0.01973953|12.71877085|0.169035768|-0.045665229|-48.75024044|8.195085212|0.52902639|90.11282843|67.53484704|0.460246812|3231.030388|535.4151566|2351.232652|-18.95842684|0.230870141|7.549683919|13.98728916|0.8526986440000001|148.7565508|-1023.755049|0.022430221|672.4630346|14.45246358|0.0|1.0|0.0|0.0|0.17|3.31|2.04|2.0|0.0|1.0|-5.2|34.0|8.0|0.0|2.65|-5.07|0.00291|8.6e-06|3.86|0.0|3.37e-05|-0.05065|5.2297|666.79|0.5402|504.47|0.34255|-1644.954647|0.1516|-0.1541|-0.20475|-1645.017702|7.9208
2_a27|0.0|0|0|0.0|2|6.605297921|0|0|1.402655014|3.250529415|4.59511985|-0.0609613559999999|2|0.0427777779999999|-0.196529806|1.267636369|-0.276758209|0.009338889|0.11675125|10.93783218|1|1|0.00988756|-0.337316432|-0.21066171|-0.475677812|0.639024713|0.796022385|0.137868605|0.60904903|1|0.8468699609999999|-0.058444848|0.019809599|9.972342226|0.153130039|-0.029261411|-20.65736087|5.020172886|53.58106492|52.43208086|39.39404027|0.4424192289999999|2210.487938|426.3224749|1270.627585|-7.415462877|0.331537817|5.312170441|9.527176544|0.7934621359999999|166.89932209999998|-289.2030522|0.022639983|373.9912084|11.39718489|0.0|1.0|1.0|3.06|0.11|2.43|2.42|0.0|0.0|2.0|-3.19|24.0|4.0|1.0|2.52|-3.7|204.0|0.0002009999999999|2.18|0.0|0.0004599999999999|-0.04933|4.1624|538.57|0.3217|420.7|0.55857|-1043.665151|0.3217|-0.16769|-0.21702|-1043.715364|7.8861
8f_a12|0.0|0|1|0.0|0|6.580639137|1|1|0.609895166|0.0|4.59511985|-0.062406088|2|0.038347953|-0.013400998|2.177023629|-0.3981937339999999|-0.002596875|0.028505422|10.31134658|1|1|-0.00094279|-0.023769395|-0.070713228|-0.560548116|0.902669729|0.7475224290000001|-0.13747286|0.8409290840000001|1|0.869823177|-0.072634742|0.013287637|7.550959323|0.130176823|-0.03822396|-31.9483307|4.290980116|0.0|63.05721575|48.82707007|0.460344828|2541.921472|494.2940092|1448.568734|-12.34367323|0.161876566|7.016225129|13.00131176|0.853035146|91.98952021|-543.1216218999999|0.012030968|524.0516742|6.836832748|1.0|1.0|1.0|3.26|0.1|4.99|3.1|2.0|0.0|1.0|-5.7|27.0|4.0|1.0|3.82|-5.24|0.000735|5.72e-06|4.34|0.0|1.4e-06|-0.06179|4.1744|606.97|312.0|441.97|0.59107|-1480.955408|0.2466|-0.15061|-0.2124|-1481.008909|6.1898
7l_a46|0.0|0|0|0.0|1|7.727094485|1|1|1.160371354|2.1525548|5.533389489|0.017668261|2|0.04006734|-0.203375108|0.0|-0.038903382|0.013150047|-0.074511843|10.9642261|1|1|0.0125870169999999|-0.331246137|-0.087877164|-0.1082221709999999|0.659888413|0.7746144629999999|-0.1237456669999999|0.6539666829999999|0|0.907148114|-0.0565894359999999|0.011594057|5.5935102720000005|0.092851886|-0.022013621|-14.63933792|2.698568452|51.39110437|38.22273917|32.8948756|0.46327253|1920.310099|437.65027010000006|1246.417766|-5.1237682730000005|0.32532919|5.273701985|9.825660656|0.863142947|156.9538706|-204.9507309|0.016330867|375.721552|7.878766604|1.0|0.0|1.0|2.64|0.28|3.59|1.89|0.0|0.0|1.0|-3.18|22.0|3.0|1.0|2.86|-3.72|0.1939999999999999|0.0001889999999999|2.61|0.0|0.000151|-0.03324|4.5464|517.29|0.2024|414.82|0.68834|-915.446686|0.2024|-0.18993|-0.2231699999999999|-915.493986|5.7122
12b_a40|0.0|0|0|0.0|1|7.515889085|0|0|0.604989475|1.713497417|5.4161004020000005|-0.011794908|0|0.04020202|0.1744506639999999|0.747253086|-0.158107422|0.00779293|0.107454819|10.31197236|2|2|0.004452418|0.279216571|0.023952313|-0.513870527|0.58925219|0.7137941109999999|0.026452642|0.522580798|1|0.955647156|-0.065048707|0.010845303|6.17734692|0.044352844|-0.0338355829999999|-24.3068084|3.518538455|48.17000329|48.54667776|43.22826564|0.494842289|2462.878448|544.3244990000001|860.5059425000001|-10.97726831|0.143170283|8.132984007000001|16.09989085|0.979579799|81.54797734|-340.29531769999994|0.010309671|370.3261123|5.872257692000001|0.0|1.0|0.0|3.87|0.0|6.58|5.07|2.0|0.0|1.0|-7.71|24.0|2.0|0.0|5.79|-7.11|8.09e-06|7.82e-08|6.68|0.0|1.7e-06|-0.08279|3407.0|576.38|306.0|490.5|0.69476|-3016.927883|306.0|-0.14267|-0.22546|-3016.980996|7.3979
11c_a5|0.0|1|0|2.930680267|0|6.605297921|0|0|1.427567332|0.0|4.59511985|-0.050049777|2|0.027388889|-0.0859098|0.0|-0.224938556|0.005090155|-0.059682527|10.94877953|1|1|0.005383056|-0.138950411|-0.011677718|-0.269653478|0.679183645|0.8020105409999999|0.030085871|0.658307423|0|0.80472351|-0.078909483|0.01785211|10.85837291|0.19527649|-0.0322785379999999|-32.31269264|6.604499968|4.089828494|66.02857181|58.854300300000006|0.448016491|2497.685314|489.4652669|926.234805|-11.94164728|0.292960365|8.88462927|16.09582374|0.811648325|178.1902995|-549.3157749|0.021214793|523.8031619|12.90369209|1.0|1.0|1.0|2.14|0.09|4.79|1.13|1.0|0.0|1.0|-4.13|28.0|5.0|0.0|3.0|-4.1|0.0273|7.950000000000001e-05|2.78|0.0|1.26e-06|-0.04315|4.5035|636.14|0.5327|512.32|0.60118|-1218.278135|0.2186|-0.1713299999999999|-0.21448|-1218.336116|7.6021
19_a3|0.0|1|0|2.917217813|0|6.605297921|0|0|1.4316666480000002|0.0|4.59511985|-0.030657|3|0.0386379929999999|-0.008897473|1.744747103|-0.129865138|0.006821053|0.156485495|10.96959256|1|1|0.006731579|-0.015805561|-0.037291767|-0.270506095|0.718266758|0.758995484|-0.0150769919999999|0.687139108|1|0.853017902|-0.067674689|0.0116401719999999|5.419662458|0.146982098|-0.032585664|-19.01853079|2.523394126|0.0|48.55416845|36.92898885|0.476813896|2000.66399|397.1650228|869.7868956|-7.064025721|0.24201815|5.342307798999999|10.21110415|0.911365749|112.6836188|-247.2409002|0.016552404|314.0966684|7.706796952|1.0|0.0|1.0|1.6|0.06|3.9|1.18|0.0|0.0|1.0|-3.24|22.0|4.0|1.0|2.45|-3.58|166.0|0.000266|2.19|0.0|1.7800000000000002e-05|-0.05757|3945.0|499.93|0.3006|362.92|0.67351|-929.14689|0.3006|-0.16303|-0.2206|-929.193831|7.6383
14c_a22|0.0|0|0|0.0|1|6.842683282|0|0|1.42291727|1.596256692|4.727387819|-0.018518519|2|0.038137255|-0.026986769|1.568396937|-0.298463715|0.003784292|-0.023927419|10.9464374|1|1|0.004362505|-0.047249795|-0.0917078119999999|-0.364626967|0.667111824|0.773044788|-0.096749121|0.639264982|1|0.866576459|-0.067475189|0.024569649|17.68831053|0.133423541|-0.030217952|-41.50359456|12.73426132|78.22334636|75.5139152|66.26540251|0.462147828|3079.4894480000003|623.8702703|2092.7515510000003|-15.66173379|0.33831271|8.626337592|16.03849168|0.8592469290000001|243.5598613|-830.0718911|0.024813755|731.8178649|17.86404838|1.0|1.0|1.0|2.85|0.08|3.9|1.08|1.0|0.0|1.0|-4.86|34.0|6.0|0.0|2.98|-4.62|0.00618|2.4e-05|2.9|0.0|2.35e-07|-0.07399|5.7361|715.52|0.5079|575.8|0.3078|-1460.324494|0.0694|-0.15408|-0.22807|-1460.38772|6.8153
17f_a50|0.0|0|1|0.0|2|7.934155233999999|1|1|1.349854916|4.305828452|5.82008293|0.022892513|1|0.03135101|-0.167275895|2.187498662|-0.125733326|0.012475826|-0.028989535|10.94501702|2|2|0.0129274519999999|-0.275290802|-0.247590736|-0.204651539|0.758335704|0.7851209440000001|-0.132153434|0.7241275009999999|1|0.911458734|-0.047333916|0.016414675|10.09339793|0.088541266|-0.026836447|-28.30463221|6.206439227000001|82.90209608|55.9791334|39.19906437|0.472769049|2582.272632|560.4567739|1929.981543|-10.14694362|0.278877895|7.200480876|13.65716648|0.896702|171.48226169999998|-537.7880119|0.01617809|652.6793116|9.947921993|1.0|1.0|1.0|2.97|0.26|2.87|2.09|1.0|0.0|1.0|-3.58|29.0|4.0|1.0|2.92|-4.12|102.0|7.57e-05|2.83|0.0|0.00016|-0.0336399999999999|4.0664|653.63|0.1708|564.52|0.6573899999999999|-1218.966516|0.1708|-0.16784|-0.20148|-1219.02507|6.4001
12a_a50|0.0|0|1|0.0|2|7.927685046000001|1|1|1.397770359|4.075037557|5.82008293|-0.0016330379999999|1|0.034845679|-0.111689174|2.112397566|-0.126263256|0.01164808|0.014596049|10.94501645|2|2|0.011790103|-0.193999688|-0.168032508|-0.247407423|0.699597776|0.795582575|-0.030758487|0.660148928|1|0.904119689|-0.05075501|0.021013336|10.58650394|0.095880311|-0.02383238|-16.85074424|5.333473207|69.83817338|47.2792242|36.15684209|0.469674946|2223.666558|455.4948605000001|1462.827156|-6.048985111|0.4247810279999999|5.116970861|9.648744341|0.885635975|214.004382|-235.9104193|0.027455156|388.171611|13.83188822|1.0|0.0|1.0|2.21|0.11|2.59|2.02|0.0|0.0|2.0|-3.16|24.0|3.0|1.0|2.55|-3.84|215.0|0.000144|2.5|0.0|0.00101|-0.03366|4.0783|545.54|0.1807|394.52|0.65267|-1006.498352|0.1807|-0.16806|-0.20172|-1006.546706|7.1249
1n_a5|0.0|1|0|2.91912867|0|6.605297921|0|0|1.427557749|0.0|4.59511985|-0.0533837329999999|2|0.024388889|0.002508727|0.0|-0.3365350029999999|0.004367323|-0.150600424|10.94528897|1|1|0.004754079|0.004115733|-0.00966135|-0.393928416|0.6805709409999999|0.77828693|-0.013686011|0.656280207|0|0.785210014|-0.082180848|0.023129277|13.27640087|0.214789986|-0.030493391|-27.00168194|7.620766672|55.29041202|63.57058627|60.44890447|0.483868192|2437.279452|450.71720610000006|889.4388375|-10.04713747|0.372248254|7.881746117|15.27080096|0.937489579|213.67365440000003|-432.02691110000006|0.028797525|467.1194103|16.53002342|1.0|1.0|1.0|2.67|0.05|4.41|1.72|1.0|0.0|1.0|-4.27|27.0|5.0|0.0|3.14|-4.18|0.0193|6.56e-05|2.91|0.0|3.01e-06|-0.06186|4.3838|607.15|0.3789|481.06|0.44786|-1179.018429|0.3789|-0.17092|-0.23278|-1179.073189|7.5686
4b_a46|0.0|0|0|0.0|1|7.825245291|1|1|1.1346370890000002|2.189591837|5.587248657999999|-0.022119857|2|0.047736111|-0.082722572|0.0|-0.058945144|0.012332859|-0.135121207|10.96200942|1|1|0.011806162|-0.128843936|-0.079238184|-0.16915334|0.6901151990000001|0.7306307590000001|-0.263387881|0.69830739|0|0.935245062|-0.0524080009999999|0.007568202|4.127907383|0.064754938|-0.0229342729999999|-20.89467173|2.251475261|56.7922535|42.65239101|32.7126858|0.428987199|2105.172229|510.1086157|1750.333702|-6.822749952000001|0.189531974|5.76401157|10.09436488|0.751274223|103.3759991|-334.31474760000003|0.007963679|538.4165208|4.343611349|0.0|0.0|1.0|3.03|0.38|4.69|2.58|1.0|0.0|1.0|-4.35|25.0|3.0|1.0|3.76|-4.63|0.0149|2.35e-05|3.74|0.0|2.12e-05|-0.02729|4.5515|588.79|0.1784|508.79|0.68682|-1033.3243619999998|0.1784|-0.19082|-0.21811|-1033.378455|6.2612
16_a3|0.0|0|0|0.0|0|6.823286122000001|0|0|0.605020428|0.0|4.727387819|-0.186717242|2|0.045993266|0.027762972|1.614080058|-0.371147877|-0.010377537|-0.013328983|10.31163046|1|1|-0.008409607|0.069124437|0.0032314229999999|-0.614173961|0.659478546|0.767641592|-0.142670655|0.640070307|1|0.6974791290000001|-0.108919585|0.012203576|6.027544549|0.302520871|-0.041233465|-24.42909382|2.977102266|82.16042286|56.56724056|59.82469895|0.484889078|2184.788331|344.4962834|1290.305313|-10.05903863|0.1703181989999999|5.780331402000001|11.22152755|0.941329444|84.12292796|-342.00731349999995|0.0143895839999999|328.71459869999995|7.107249553|1.0|1.0|1.0|2.59|0.0|4.74|2.26|0.0|0.0|1.0|-4.98|23.0|4.0|0.0|3.5|-4.49|0.0033799999999999|3.2200000000000003e-05|3.35|0.0|2.25e-05|-0.07095|3.2208|520.28|0.3866|368.22|0.6944100000000001|-1371.250459|0.3866|-0.13195|-0.2029|-1371.297964|7.3768
14a_a5|0.0|1|0|2.948727373|0|6.605297921|1|1|1.226142247|0.0|4.59511985|-0.005002101|3|0.027375887|-0.132625457|0.0|-0.316624785|0.002956745|-0.086229994|10.9488747|1|1|0.003668464|-0.213526163|-0.010147323|-0.36152442|0.7333482170000001|0.79661948|0.144729708|0.71006207|0|0.7909255559999999|-0.080875277|0.0173669719999999|11.74431806|0.209074444|-0.0271808479999999|-35.98151967|7.942029745|55.04914434|69.71575554|66.43577392|0.470085022|2836.468636|534.8590069|1315.573182|-12.42997952|0.370216665|8.424031251|15.89694877|0.88709518|250.3569601|-683.6488737000001|0.024411136|723.0631751|16.50789498|1.0|1.0|1.0|2.41|0.2|4.56|1.37|1.0|0.0|1.0|-4.15|32.0|5.0|0.0|3.05|-4.22|0.0304|6.02e-05|2.55|0.0|6.16e-07|-0.0507699999999999|4.1501|692.8|0.5853|508.64|0.65789|-1390.29207|0.5853|-0.1676|-0.2183699999999999|-1390.352729|6.9508
12b_a36 (EW-7197)|0.0|1|0|3.3685352889999995|0|7.412764017000001|2|2|1.2970445309999998|0.0|5.351858133|-0.082283951|2|0.040899471|0.027495626|0.0|-0.439429998|-0.002526241|-0.098032695|10.96052467|1|1|-0.000673716|0.059005046|-0.101303149|-0.442656599|0.724208473|0.819222745|-0.001567914|0.698414933|0|0.7635183720000001|-0.081357853|0.021439664|13.41367899|0.236481628|-0.039120289|-42.53627024|8.392238798|5.958751634|80.95733534|64.31504105|0.45988432|2772.832013|477.6935927|2338.370858|-15.31305729|0.253252648|6.764872303|12.52485821|0.851455231|158.4469629|-765.6528642999999|0.020730147|595.8790650000001|12.96977113||||||||||||||||||||||-0.04975|3.8475|659.48|0.4491|486.64|0.6824899999999999|-1331.9479310000002|0.0197|-0.15571|-0.20546|-1332.005651|8.1549
6_a27|0.0|1|0|2.6137160880000003|1|6.823286122000001|0|0|1.404458667|1.7996617540000002|4.727387819|-0.072298665|2|0.042942943|-0.237047381|1.221528093|-0.330715016|0.00526746|0.075248207|10.93737136|1|1|0.0058042269999999|-0.406859288|-0.1044763|-0.541168953|0.678057835|0.787663648|-0.1322552659999999|0.650575651|1|0.785047616|-0.0786267609999999|0.020552125|10.17466399|0.214952384|-0.034625042|-22.06430895|5.03713293|61.10118428|52.66373343|49.10012093|0.47262982|2196.1151210000003|388.6505938|1193.992326|-8.486272674|0.2251796019999999|5.010042219|9.500048379|0.896201262|111.4788253|-330.96463430000006|0.01635203|373.9912084|8.095338503999999|0.0|0.0|0.0|2.49|0.11|3.48|2.42|0.0|0.0|1.0|-3.62|24.0|4.0|1.0|2.71|-3.82|0.0768|0.000153|2.37|0.0|6.86e-05|-0.04793|5.5447|526.9|0.1915|401.49|0.3366099999999999|-1043.678244|163.0|-0.17007|-218.0|-1043.728133|9.0
47g_a18|0.0|0|0|0.0|0|7.03438793|1|1|1.251175676|0.0|4.844187086|-0.034211867|0|0.031179487|-0.048472184|0.0|-0.477030713|0.0036509859999999|0.033759227|10.94702253|0|0|0.00531392|-0.071877686|-0.264839041|-0.4138670829999999|0.765824398|0.750610215|-0.009917608|0.745431271|0|0.834424154|-0.065225536|0.013404131|11.37505183|0.165575846|-0.029212072|-61.55384106|9.653129118|47.07867403|86.33162323|66.72693367|0.4913566339999999|3367.0578530000003|708.1114197|2268.439188|-21.03738872|0.268129223|10.33698377|20.32265524|0.966014041|227.5405903|-1661.953709|0.016259076|1347.416568|13.79782369|1.0|0.0|1.0|0.0|0.34|3.22|2.79|3.0|1.0|1.0|-6.11|40.0|4.0|0.0|2.83|-5.52|0.000421|3.01e-06|4.52|1.0|3.27e-07|-0.04413|3.0965|905.71|0.5955|874.26|0.69828|-1742.7686640000002|0.5955|-0.12789|-0.17202|-1742.847918|8.0458
7g_a8|0.0|1|0|3.095238804|1|7.535296702|1|1|1.39137419|1.336155045|5.4161004020000005|-0.067360394|0|0.0448526079999999|-0.030968098|0.0|-0.481134236|-0.00087806|-0.027838247|10.9431888|1|1|0.0002620309999999|-0.065174707|0.021974492|-0.418049442|0.627990269|0.7363841520000001|0.098510683|0.606087461|0|0.699376143|-0.107714754|0.031841955|19.08352484|0.300623857|-0.045912914|-40.31185423|11.43714084|56.75323443|78.41805331|83.63914665|0.470618047|2802.2242920000003|419.1502102|2079.55195|-16.4912131|0.193261535|7.588498875|14.3346384|0.8889952590000001|115.825531|-725.6133762000001|0.018613449|509.2753308|11.15541466|0.0|1.0|0.0|3.32|0.04|4.94|3.4|2.0|0.0|1.0|-5.78|30.0|5.0|0.0|4.14|-5.44|0.000667|3.59e-06|4.38|0.0|4.92e-06|-0.06621|3.7874|620.67|0.5165|507.78|0.62073|-1374.291597|0.5165|-0.15508|-0.22129|-1374.3479960000002|4.6772
13i_a6|0.0|1|0|3.399318783|0|7.412764017000001|1|1|1.430639411|0.0|5.351858133|-0.154502515|1|0.042560386|0.035242754|0.0|-0.852681372|-0.011017781|0.034304189|10.95129557|1|1|-0.007703306|0.057038772|-0.045418125|-0.560601136|0.8744720490000001|0.7771558909999999|0.145878803|0.830577798|0|0.624046118|-0.120457274|0.031178586|20.90143854|0.375953882|-0.046433945|-58.20996912|14.01186473|116.5456632|100.2320567|101.6533459|0.429711323|2906.257489|418.3467934|2880.134143|-20.86772478|0.216402237|8.294136887|14.54375165|0.753497905|145.07130039999998|-1105.989413|0.019989461|673.8038326000001|13.40049533|1.0|1.0|1.0|2.7|0.12|4.16|1.18|1.0|0.0|1.0|-5.03|32.0|5.0|0.0|2.91|-4.48|0.00398|3.28e-05|2.95|0.0|1.36e-06|-0.0481399999999999|3.6668|703.43|0.2903|553.67|0.7004600000000001|-1426.269916|19.0|-0.1464|-0.19454|-1426.332492|7.6778
A7701_a51|0.0|1|0|2.9690728930000003|0|6.605297921|0|0|1.390164251|0.0|4.59511985|-0.0162614089999999|2|0.031405229|0.070581466|2.087643036|-0.0927335619999999|0.008062393|0.058290286|10.93031118|1|1|0.00740235|0.119725261|0.036217274|-0.22798944|0.7078647990000001|0.7451039290000001|0.00552665|0.688876851|1|0.865114773|-0.071384149|0.007404204|3.420720075|0.134885227|-0.030384547|-16.67652408|1.580362387|0.0|41.87351682|36.39998243|0.420350923|1959.582581|399.6804233|1108.114062|-6.485314917999999|0.200953608|5.137516673|8.863149921|0.7251817340000001|92.83996262|-233.4713371|0.012504214|332.8814548|5.776909381|1.0|0.0|1.0|2.05|0.06|4.46|1.98|0.0|0.0|1.0|-3.95|22.0|3.0|1.0|3.12|-4.17|0.0319|6.790000000000001e-05|3.14|0.0|7.5e-06||||||||||||7.6021
4_a47|0.0|0|0|0.0|0|0.0|0|0|1.304464196|0.0|0.0|-0.121159855|2|0.038479532|-0.158636969|1.42341819|-0.3692130839999999|-0.007295208|0.0687047279999999|10.93671044|0|0|-0.006506051|-0.247195952|-0.017555555|-0.462831711|0.893350891|0.783871003|-0.095209424|0.8124901999999999|1|0.874200878|-0.07804769|0.007772995|4.22896799|0.1257991219999999|-0.03525955|-27.39669054|2.300808176|0.0|57.78603076|46.69151766|0.402148382|2306.463316|475.6168721|1528.797085|-10.43683449|0.193395607|6.468023748999999|10.818777699999998|0.67265584|105.2186243|-438.3470487|0.013656479|471.7712484|7.429930428|1.0|0.0|1.0|3.01|0.05|4.83|3.1|2.0|0.0|1.0|-5.92|26.0|3.0|0.0|4.32|-5.64|0.0004379999999999|2.31e-06|4.96|0.0|5.81e-07|-0.05606|5.7708|576.9|0.2304|432.89|0.45947|-1509.262887|0.2221|-0.1547|-0.21076|-1509.3147789999998|7.5
