molecula|SddssS|NaaNH|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PPSA3|RPSA|FNSA4|WNSA5|WPSA3|RPCS|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Area (grid)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|pIC50
6b_a31|0.0|1|0|3.404988662|0|7.773594467000001|1|1|0.610136262|0.0|5.733341277|-0.178758575|0|0.037803618|0.11647286|0.0|-0.787472195|-0.011483229|-0.032090772|10.31169819|2|2|-0.008439437|0.1978523089999999|-0.002840672|-0.57983695|0.838789705|0.78240875|-0.068433069|0.795570315|0|0.627853074|-0.12081047|0.032992761|20.12924648|0.372146926|-0.045675611|-47.81835367|12.28107483|101.4993391|93.1058799|93.83704414|0.4807018779999999|2776.92804|383.0600707|2063.736075|-17.0020813|0.254079586|7.513612533|14.46878435|0.925676135|155.0167518|-765.0936586|0.024142162|536.6368656000001|14.72939894|1.0|1.0|1.0|2.73|0.1|5.19|1.36|1.0|0.0|1.0|-5.63|29.0|5.0|0.0|3.3|-4.66|0.000947|2.18e-05|3.2|0.0|1.89e-05|-0.05835|3.2949|637.06|0.4967|492.36|0.7013199999999999|-1652.44739|0.4967|-0.13345|-0.1918|-1652.505041|7.2676
6_a4|0.0|0|0|0.0|1|7.535296702|1|1|1.271761557|2.170234316|5.4161004020000005|0.010164572|2|0.035283951|0.042096749|2.186806868|-0.064723237|0.011457667|0.0032928379999999|10.92992785|1|1|0.01098094|0.0671397079999999|-0.046166422|-0.1738111839999999|0.664591856|0.76089528|-0.169533683|0.664247086|1|0.945545838|-0.052396457|0.0077624059999999|4.324187697|0.054454162|-0.024618083|-20.7966895|2.408866521|45.93422613|42.27020924|33.5125766|0.423084148|2342.371538|526.7333132|1968.0178670000005|-7.639600225|0.1855291969999999|5.758624844|9.981741408|0.733355042|103.3523757|-374.340411|0.008863911|578.2065561000001|4.937800786|1.0|1.0|1.0|3.45|0.26|5.1|3.09|2.0|0.0|1.0|-4.91|27.0|3.0|1.0|4.23|-5.11|0.0043799999999999|7.74e-06|4.28|0.0|3.67e-06|-0.04867|4.8714|613.83|0.1235|453.87|0.60542|-1108.338577|0.0772|-0.16959|-0.2182599999999999|-1108.392115|5.8861
9o_a24|0.0|1|0|2.9340792330000003|0|6.605297921|1|1|1.294229152|0.0|4.59511985|-0.044044637|3|0.028472222|-0.087807028|0.0|-0.387865233|0.0012214139999999|-0.097596429|10.94506726|1|1|0.002019902|-0.145366976|0.00177843|-0.38043264|0.738419215|0.785672769|-0.0062180169999999|0.7086274779999999|0|0.770273808|-0.088586421|0.018492771|10.7072496|0.229726192|-0.032911684|-29.61546471|6.1994599720000005|44.8382925|66.24061038|61.99847688|0.4861134689999999|2892.333138|445.9858336|1906.512273|-11.03321234|0.331953623|6.080741586|11.83284872|0.945954873|192.1999837|-562.6938294|0.026064002|663.2688909|15.09096602|0.0|1.0|1.0|2.84|0.04|3.75|1.23|1.0|0.0|1.0|-4.49|32.0|5.0|0.0|3.01|-4.4|0.0137|3.9500000000000005e-05|2.88|0.0|5.23e-06|-0.04527|5.8802|611.03|0.1409|432.84|0.41688|-1387.887227|0.0288|-0.17826|-0.22353|-1387.945865|6.3507
8a_a32|0.0|1|1|3.217128449|0|7.773594467000001|0|0|0.609420757|0.0|5.733341277|-0.056633919|0|0.04008547|-0.0281981579999999|2.059960334|-0.497414715|-0.003484915|-0.020716518|10.31100269|3|3|-0.001662219|-0.050766252|-0.0852122769999999|-0.591393096|0.788133615|0.845443342|-0.184419911|0.7507116140000001|1|0.814553726|-0.083474428|0.018321589|11.48993376|0.185446274|-0.035678106|-43.03057598|7.205629442999999|66.81560596|79.73671389|63.83886888|0.480024324|2574.085885|510.8273411|3312.822051|-14.03170956|0.250915471|7.420041446|14.26997798|0.923166883|157.3554684|-645.4586397|0.017733503|557.1050635|11.12113054|1.0|1.0|1.0|3.67|0.26|6.49|1.37|2.0|1.0|1.0|-6.82|27.0|4.0|0.0|4.07|-4.99|6.03e-05|1.02e-05|4.17|0.0|8.86e-06|-0.06166|3562.0|667.29|0.4315|566.07|0.70316|-1880.536478|0.4315|-0.1445|-0.2061599999999999|-1880.595748|7.3468
13_a4|0.0|0|0|0.0|1|7.535296702|1|1|1.399843898|2.050136054|5.4161004020000005|-0.019846488|1|0.044357639|-0.059300584|0.0|-0.04158572|0.012994083|-0.14818661|10.94205723|1|1|0.012019888|-0.094404255|-0.0161529719999999|-0.143303992|0.645708528|0.744134785|-0.215746851|0.6490618429999999|0|0.970027005|-0.050017793|0.008746805|4.282589756|0.029972995|-0.0279998139999999|-16.36114989|2.096831328|54.71349575|37.12083496|28.77218157|0.4289448289999999|1910.137758|474.9422962|1439.176684|-6.7122666220000005|0.137460473|5.663493161|9.917593683|0.751144285|67.30306705|-261.7783983|0.007566425|373.9073307|3.704655033|0.0|0.0|0.0|2.87|0.16|4.18|2.9|1.0|0.0|1.0|-4.09|22.0|2.0|1.0|3.57|-4.42|0.0235|3.77e-05|3.75|0.0|0.00018|-0.03168|4.4811|536.09|0.2133|429.36|0.53815|-898.2009630000001|0.1282|-0.17204|-0.20372|-898.2503529999999|5.3979
8g_a12|0.0|1|1|2.897921027|0|6.580639137|1|1|1.28383574|0.0|4.59511985|-0.029907264|2|0.038347953|-0.038463841|1.714060666|-0.40429396|0.005898773|-0.094550033|10.95472263|1|1|0.005405355|-0.068810076|0.068559367|-0.532504083|0.804158158|0.7475224290000001|-0.04981165|0.7714487940000001|1|0.8576253690000001|-0.076856227|0.008910823|4.915102972|0.142374631|-0.042752517|-31.79592789|2.7111119089999995|0.0|61.99654413|47.30807670000001|0.463772637|2506.427441|473.055878|1356.883205|-13.00742505|0.09833304|6.882798206|12.83559677|0.864880588|54.23932676|-572.326702|0.007890315|480.0590283|4.352203029|1.0|1.0|1.0|2.51|0.1|3.31|2.89|1.0|0.0|1.0|-4.38|27.0|5.0|0.0|2.77|-4.34|0.0146|4.61e-05|3.06|0.0|3.53e-06|-0.06432|4.2057|590.93|0.3786|418.41|462.0|-1154.121362|0.1601|-0.1520099999999999|-0.21633|-1154.173831|5.43
5a_a50|0.0|0|1|0.0|2|7.927685046000001|1|1|1.3972442980000002|4.202707546|5.82008293|-0.017108794|1|0.038040936|0.017227585|2.475383677|-0.06986407|0.012640587|-0.256097122|10.93256969|2|2|0.01228899|0.028229556|-0.102607753|-0.161169418|0.699970832|0.788709546|-0.132977171|0.6759066159999999|1|0.969892876|-0.038932964|0.010185297|5.435098605|0.030107124|-0.022747617|-18.56865899|2.900288114|60.04351409|44.17662122|26.21058426|0.4528093929999999|2246.106104|517.556163|1605.985157|-6.477439183|0.33472483|5.892775027000001|10.76914508|0.8275167520000001|178.61652859999998|-278.5298849|0.017576522|462.1867149|9.379218813|0.0|1.0|1.0|3.28|0.14|3.66|2.62|0.0|0.0|1.0|-3.89|25.0|2.0|1.0|3.47|-4.5|42.0|3.14e-05|3.46|0.0|0.000186|-0.02487|5.6146|582.98|0.2735|455.34|0.39948|-1029.734933|0.1156|-0.16659|-0.19146|-1029.786489|5.3872
13b_a50|0.0|0|1|0.0|2|7.934155233999999|2|2|1.267593379|4.253030728|5.82008293|0.010464577|2|0.032833333|-0.0204949039999999|2.117002752|-0.263615417|0.010435712|-0.042022102|10.94500743|2|2|0.011379776|-0.03182432|-0.173463805|-0.319215353|0.749187803|0.788327682|-0.041506802|0.71935296|1|0.906164013|-0.051509874|0.019899348|14.22401427|0.093835987|-0.026928544|-41.27630533|10.16729727|150.45293569999998|70.09526468|51.04317051|0.4321103879999999|3036.874979|647.7242444|2147.355856|-13.75876844|0.299589696|9.514897025|16.75483549|0.7609056040000001|214.1461224|-866.8024118999999|0.017277404|900.2031356000001|12.34985404|1.0|1.0|1.0|4.17|0.37|4.24|2.52|2.0|0.0|1.0|-5.02|34.0|5.0|0.0|3.99|-5.1|0.0044|7.92e-06|3.91|0.0|2.68e-05|-0.02606|4.2315|780.4|0.1589|617.26|0.65332|-1470.039226|0.1553|-0.1701599999999999|-0.19622|1470.104535|5.7375
3_a3|0.0|0|0|0.0|0|7.285506549|0|0|0.605000514|0.0|5.283203728999999|-0.114647585|1|0.034259259|-0.015653979|2.063441043|-0.3413621639999999|-0.007818326|0.0483259979999999|10.31154314|2|2|-0.006362643|-0.030486489|0.041786524|-0.599804962|0.913546349|0.8083172479999999|-0.082619043|0.8495058259999999|1|0.7538064790000001|-0.107269779|0.012617742|5.753894372|0.246193521|-0.035057023|-20.54492513|2.623868963|75.88125246|55.67251784|54.67064981|0.415122657|2092.406045|343.74795510000007|1349.6286710000002|-7.290134722999999|0.299996173|5.025797436|8.592908408|0.709760196|136.8031103|-225.9941764|0.023287455|302.8386149|10.6194566|1.0|1.0|1.0|2.39|0.0|5.0|1.41|0.0|0.0|1.0|-5.48|21.0|3.0|0.0|3.23|-4.39|0.00103|4.06e-05|3.26|0.0|0.000218|-0.0637|5.8458|491.26|0.2383|316.65|0.29441|-1592.792349|0.0851|-0.14599|-0.20969|-1592.839065|5.93
1o_a5|0.0|1|0|2.923171926|0|6.605297921|0|0|1.427566509|0.0|4.59511985|0.033105871|2|0.025987654|-0.033273504|0.0|-0.1079910069999999|0.0057302559999999|-0.102739602|10.94518594|1|1|0.0051989459999999|-0.05876042|0.038275248|-0.231165601|0.670787375|0.78144982|-0.003561205|0.650008224|0|0.88430372|-0.079346457|0.01325562|7.122612351|0.11569628|-0.028770932|-21.04383087|3.827177229|1.01402588|50.11479279|49.75766514|0.470590799|2238.291862|475.1609233|833.537568|-8.306775343|0.300086449|7.522366517000001|14.20898333|0.8888980340000001|161.2447749|-315.657463|0.020380352|393.5487205|10.95092849|1.0|1.0|1.0|2.2|0.0|4.48|1.23|0.0|0.0|1.0|-4.08|25.0|4.0|0.0|2.95|-4.08|0.0269|8.340000000000001e-05|2.78|0.0|2.54e-06|-0.07037|4.5011|561.04|0.3966|443.88|0.4988899999999999|-1043.422345|0.0071|-0.1693599999999999|-0.23973|-1043.472984|7.4559
14b_a3|0.0|0|0|0.0|0|6.823286122000001|0|0|0.605016869|0.0|4.727387819|-0.1160619169999999|3|0.039799383|-0.1551678719999999|1.7086790859999998|-0.356087317|-0.00603969|-0.008040839|10.31162234|1|1|-0.004161699|-0.288944272|-0.050943323|-0.575695827|0.882394075|0.7809478329999999|-0.133815639|0.8255789570000001|1|0.786476513|-0.090994113|0.012828558|6.273415527999999|0.2135234869999999|-0.036469822|-24.15156108|3.067822725|82.79166784|57.87172082|50.77131401|0.487615651|2160.565755|384.6023764|1289.104749|-8.721397057|0.233084567|4.989782639|9.738358819|0.951659927|113.9829058|-313.9702941|0.017348996|358.3503513|8.483998032|1.0|1.0|1.0|2.5|0.06|4.28|1.04|0.0|0.0|1.0|-4.45|23.0|4.0|0.0|2.82|-3.99|0.0113|0.000103|2.58|0.0|4.08e-05|-0.06676|3.0724|524.27|0.2276|368.39|0.70123|-1327.349444|0.2276|-0.12942|-0.19618|-1327.398177|6.4202
4d_a49|0.0|0|0|0.0|1|7.535296702|1|1|1.343847746|2.097463308|5.4161004020000005|-0.058204482|2|0.036555556|-0.090862681|1.76904838|-0.343596561|0.000607064|-0.053327669|10.92777282|1|1|0.001356445|-0.151004418|0.000511959|-0.417231241|0.7745859279999999|0.783870915|-0.008564167|0.749565191|1|0.752634646|-0.089942837|0.013625199|8.392883773|0.2473653539999999|-0.0281044679999999|-32.61868996|5.16986937|57.16412513|66.51766234|63.79609555|0.470013152|2658.242991|463.6097566000001|1640.195062|-10.66380249|0.3452719489999999|7.998287218|15.09148245|0.8868392740000001|212.6814716|-554.5177292999999|0.022019681|641.1445234|13.56373757|1.0|1.0|1.0|2.68|0.22|3.16|1.25|1.0|0.0|1.0|-3.13|30.0|5.0|0.0|2.27|-3.35|296.0|0.0004509999999999|1.45|0.0|1.05e-05|-0.06309|5.7447|668.09|0.2549|495.7|0.40593|-1293.049085|0.0879|-0.15888|-0.2219699999999999|-1293.107454|7.7447
16c_a32|0.0|1|1|3.329674745|0|7.765993078999999|0|0|0.6094207629999999|0.0|5.733341277|-0.087497559|0|0.03995614|-0.03152033|2.077479142|-0.770338913|-0.0064007569999999|-0.031087095|10.31100271|3|3|-0.00369116|-0.057356214|-0.1260956869999999|-0.697601261|0.809370315|0.8607827790000001|0.0482801729999999|0.764217655|1|0.773043206|-0.088841599|0.025791147|15.38819548|0.226956794|-0.038178095|-42.71426897|9.181311842|37.0285246|86.97970500000001|68.39521789|0.463897164|2649.168528|461.2334662|3143.196853|-13.59090376|0.3153632939999999|6.313526111|11.77670717|0.8653137670000001|188.1603823|-597.9997655000001|0.02579269|513.9156315|15.38911619|0.0|1.0|1.0|3.08|0.22|5.64|0.88|1.0|1.0|1.0|-6.04|27.0|5.0|0.0|3.41|-4.41|0.000366|3.89e-05|3.23|0.0|4.13e-05|-0.0505|3.6264|639.66|0.2955|508.43|0.70198|-1916.478107|0.2955|-0.14997|-0.20047|-1916.536967|8.3468
18d_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.6049874|0.0|5.351858133|-0.064217094|2|0.040899471|-0.071608958|0.0|-0.385441836|0.001139238|-0.053728319|10.31163881|1|1|0.002064369|-0.159104532|-0.0541804029999999|-0.4624430539999999|0.669561738|0.815003426|-0.001699165|0.64876559|0|0.803280262|-0.07812727|0.017843227|11.29282624|0.196719738|-0.037906966|-41.33339749|7.147133584|0.0|75.80070349|60.73891035|0.443774287|2848.574353|508.389239|2894.162522|-15.18369704|0.216715605|7.063141946|12.69833771|0.797831306|137.15746130000002|-744.0011548|0.016577694|618.6004214|10.49188139|0.0|1.0|0.0|0.0|0.14|4.25|3.2|2.0|0.0|1.0|-5.39|30.0|5.0|0.0|2.92|-5.01|0.00171|9.71e-06|3.97|0.0|5.260000000000001e-05|-0.05506|5.0125|669.66|0.3856|508.7|0.4325|-1674.785879|0.3788|-0.14167|-0.19673|-1674.8453470000002|7.6737
14a_a23|0.0|0|1|0.0|2|7.423568444|0|0|1.197964042|3.39397765|5.351858133|-0.0246126279999999|2|0.042992424|0.0446402609999999|0.757767133|-0.289658385|0.012219066|-0.0518554529999999|10.31321831|2|2|0.011363191|0.083206288|-0.073893976|-0.446724057|0.72792508|0.7556436440000001|0.114693804|0.6888154959999999|1|0.918677038|-0.055677662|0.019504497|12.33442989|0.081322962|-0.0341809229999999|-32.12331106|7.800158102999999|80.54176247|61.36268093|47.54437201|0.462434482|2816.527785|580.9612768999999|2173.7139190000003|-13.66949407|0.219241211|7.668841725|14.2658736|0.8602383659999999|138.6457355|-642.4662212000001|0.016707951|601.8533922|10.56592489|0.0|1.0|1.0|2.86|0.05|3.36|3.03|2.0|0.0|1.0|-5.47|30.0|4.0|0.0|3.37|-4.96|0.00139|1.1e-05|3.58|0.0|1.6100000000000002e-05|-0.07379|3.7119|665.5|0.3764|516.58|0.6289100000000001|-1629.690316|0.3764|-0.15002|-0.2238099999999999|-1629.748476|8.5498
7a_a8|0.0|1|0|3.1730222510000003|1|7.535296702|1|1|1.4000287219999998|1.4494883790000002|5.4161004020000005|-0.0407248439999999|1|0.041123188|-0.017706371|0.0|-0.482688615|0.000736369|0.004607684|10.94671402|1|1|0.002028046|-0.02923588|-0.019499132|-0.412963751|0.7168594159999999|0.764224152|0.033708575|0.681200974|0|0.718410375|-0.102174163|0.035405618|20.79408196|0.281589625|-0.042647654|-35.14198015|12.2125771|71.85980901|75.4573633|80.80201312|0.477611327|2715.360649|421.9297638000001|1702.719465|-14.71059634|0.266115601|7.699041907000001|14.73814865|0.914283468|156.2924154|-632.5556427|0.0265990589999999|488.0169522|15.62189947|0.0|1.0|1.0|3.06|0.05|3.96|2.01|1.0|0.0|1.0|-4.86|29.0|5.0|0.0|3.15|-4.64|0.00522|2.29e-05|3.24|0.0|2.05e-05|-0.07616|4.5808|605.72|315.0|494.48|0.61257|-1291.10235|0.1575|-0.12889|-0.20505|-1291.156661|4.6068
14s_a23|0.0|0|1|0.0|2|7.423568444|0|0|1.197958333|3.336763335|5.351858133|-0.022580082|2|0.045277778|0.049317519|0.740898446|-0.298573309|0.010682694|-0.044305947|10.31321812|2|2|0.009263715|0.0909774219999999|-0.071484865|-0.457212212|0.722187957|0.7837821840000001|0.096014944|0.659570836|1|0.92763624|-0.055037441|0.019970955|12.81151517|0.07236376|-0.034255504|-33.12848261|8.218681552|82.55990607|62.75905983|48.11843993|0.470919749|2954.0751370000003|595.0854952000001|2316.634024|-14.09722664|0.2251838339999999|7.548546899|14.26730044|0.890072438|144.457092|-662.5696522999999|0.017330177|633.3278634|11.11743642|0.0|1.0|1.0|3.66|0.05|4.0|3.51|2.0|0.0|1.0|-6.13|31.0|4.0|0.0|4.01|-5.55|0.000334|2.83e-06|4.21|0.0|4.55e-06|-0.07783|3.6828|668.66|0.3669|528.82|0.60323|-2089.2914530000003|0.3669|-0.1515|-0.22933|-2089.352478|8.5482
2_a1|0.0|0|0|0.0|1|7.535296702|1|1|1.348828131|2.233384354|5.4161004020000005|-0.014296455|1|0.0409444439999999|-0.1056298369999999|0.0|-0.175623923|0.001576763|-0.0619710709999999|10.9520472|1|1|0.003205156|-0.237981258|-0.145015842|-0.422863867|0.571324013|0.795932678|0.079586368|0.5574897879999999|0|0.808210065|-0.0622285999999999|0.011282631|5.135384136|0.191789935|-0.026492726|-16.00805425|2.337413146|84.54541681|43.24570924|33.45925305|0.39830426|1884.85038|367.8635872|1378.496713|-5.488475744|0.305595997|5.2823820260000005|8.779158091000001|0.6619695520000001|139.0945801|-192.096651|0.017741989|299.6692382|8.075415099999999|1.0|0.0|1.0|2.69|0.18|4.0|2.49|0.0|0.0|1.0|-3.06|21.0|3.0|1.0|3.21|-3.78|243.0|0.000167|2.76|0.0|0.000185|-0.02966|4.0877|489.42|0.2991|355.79|0.7007899999999999|-920.078239|0.2991|-0.1686|-0.19826|-920.123726|5.2366
11_a1|0.0|1|0|3.3361517380000003|0|7.423568444|1|1|1.430935838|0.0|5.351858133|-0.196819043|1|0.035620155|0.08043435|0.0|-0.867849442|-0.0127744789999999|-0.05257082|10.94957487|1|1|-0.009578125|0.126722854|-0.07452948|-0.563650254|0.823460272|0.747358374|-0.069193862|0.7846345840000001|0|0.5955245029999999|-0.131972845|0.034974992|20.62225192|0.404475497|-0.048723884|-43.84323456|12.15946748|84.40380304|89.80732824|98.43720241|0.47723847|2697.640232|351.1382199|1885.148133|-16.93943154|0.248121855|7.43666407|14.2257294|0.912918113|146.29971719999998|-745.3349875|0.02620284|495.0560271000001|15.44994131|1.0|1.0|1.0|2.31|0.05|4.28|1.95|1.0|0.0|1.0|-5.07|29.0|6.0|0.0|3.22|-4.66|0.00327|2.17e-05|3.35|0.0|1.29e-05|-0.06546|3.7383|614.86|0.5573|471.76|0.68162|-1312.241032|0.3201|-0.12916|-0.19462|-1312.2963630000002|6.7696
17_a15|0.0|0|0|0.0|0|0.0|0|0|1.43568899|0.0|0.0|-0.071708785|2|0.036595745|-0.033968088|0.0|-0.442454151|0.0016674189999999|-0.032903349|10.9544604|0|0|0.0032452509999999|-0.052628162|-0.170008473|-0.461493931|0.769376831|0.721188086|0.001376853|0.740986227|0|0.880459235|-0.052869016|0.012890299|9.875456386|0.119540765|-0.027065991|-46.86345493|7.56573889|58.47512431|77.82445248|50.37922222|0.474165158|2852.085573|674.5333498|2104.883413|-15.88591693|0.346792631|7.967418828|15.15194163|0.90173781|265.6831633|-937.2690986|0.0217385279999999|822.8625688|16.654220199999997|1.0|1.0|1.0|3.99|0.15|4.89|2.53|2.0|0.0|1.0|-5.93|33.0|4.0|0.0|4.44|-5.65|0.00052|2.26e-06|4.78|0.0|8.43e-08|-0.03936|4.1461|752.08|0.7247|663.81|0.68787|-1413.559128|0.0377|-0.15573|-0.19509|-1413.624817|7.9208
2_a49|0.0|0|0|0.0|1|7.535296702|1|1|1.3438506419999998|2.12788659|5.4161004020000005|-0.03981057|2|0.038726287|-0.100166139|1.999073077|-0.189189114|0.004524556|-0.041202373|10.92973199|1|1|0.004580676|-0.170631119|0.032521855|-0.320124905|0.802447754|0.79056501|0.084099874|0.7701578720000001|1|0.81348014|-0.08647612|0.01105681|5.634353797999999|0.18651986|-0.028277173|-20.55997527|2.871166625|0.0|49.26352575|49.7010488|0.454163307|2244.518609|414.5350312|1550.010086|-7.34284831|0.284594011|5.667936413|10.38394173|0.8320497920000001|145.02405359999997|-308.399629|0.017498253|439.9973344|8.91679918|1.0|0.0|1.0|2.5|0.15|3.28|1.88|0.0|0.0|1.0|-3.53|25.0|3.0|1.0|2.76|-3.89|0.0955|0.000129|2.43|0.0|4.94e-05|-0.04372|5.4614|553.52|0.2988|371.96|0.34449|-1045.810794|0.0572|-0.1555099999999999|-0.19923|-1045.8595810000002|7.2291
14h_a23|0.0|0|1|0.0|2|7.423568444|0|0|1.197963488|3.309480899|5.351858133|0.006191846|2|0.04255787|0.0316908439999999|0.7290938920000001|-0.307907256|0.009895793|-0.024318144|10.31321773|2|2|0.009266617|0.060820238|-0.0686282459999999|-0.4460845129999999|0.708395022|0.79263722|0.143102066|0.669357479|1|0.923430574|-0.063825076|0.021982565|14.81983413|0.076569426|-0.033774476|-36.84086528|9.990985411|86.83095818|67.44368679|57.84834575|0.48032488|3010.418229|622.5428245|2371.16134|-15.35036053|0.246899416|7.833334036|15.0735214|0.924279155|166.45047749999998|-736.8173055999999|0.018981866|646.2584547|12.79687369|0.0|1.0|1.0|3.2|0.04|3.4|2.39|1.0|0.0|1.0|-5.68|32.0|5.0|0.0|3.23|-4.9|0.0009109999999999|1.27e-05|3.3|0.0|1.4800000000000002e-05|-0.08532|4.0506|699.86|0.3424|569.53|0.67365|-1721.9314420000003|0.2727|-0.15209|-0.2374099999999999|-1721.99264|8.3468
1b_a5|0.0|1|0|2.881451247|0|6.605297921|0|0|1.4258024619999998|0.0|4.59511985|-0.061874543|2|0.0248765429999999|-0.095857885|0.0|-0.111923619|0.003886035|0.001241264|10.94890233|1|1|0.003708988|-0.220946861|0.019611905|-0.231956531|0.567806811|0.759794937|0.122747292|0.558485747|0|0.808828623|-0.07823203|0.010803163|5.438378717999999|0.191171377|-0.031306145|-19.56938257|2.737713392|0.769931305|48.55415504|44.82086533|0.474445758|2171.716467|407.1693177|919.9167129|-7.933533473|0.267518749|6.11909445|11.64312636|0.90275317|134.6705884|-293.5407385|0.019229427|357.34245360000006|9.680212283|1.0|0.0|1.0|1.81|0.0|4.88|2.29|0.0|0.0|1.0|-3.97|24.0|4.0|1.0|3.38|-4.3|0.0336|4.970000000000001e-05|3.16|0.0|1.58e-06|-0.04135|4789.0|536.59|0.3101|388.58|0.5153800000000001|-1050.413506|87.0|-0.1892|-0.23055|-1050.462425|7.2291
12ap_a36|0.0|1|0|3.4417292610000003|0|7.412764017000001|2|2|1.2970441659999998|0.0|5.351858133|-0.010732275|2|0.042739018|0.066185994|0.0|-0.424579308|-0.000143196|-0.105824575|10.95430638|1|1|0.001194592|0.117738331|-0.098598933|-0.436880644|0.8707354620000001|0.832758813|-0.025198947|0.8212311840000001|0|0.830587483|-0.082622504|0.0217479329999999|14.26936622|0.1694125169999999|-0.037473093|-45.7078307|9.36249036|0.0|83.16347311|68.48007054|0.464588|2843.18721|544.9693552|2328.307856|-16.13217554|0.262148114|8.766216204|16.37284224|0.86772056|172.00197649999998|-822.7409526|0.020575639|642.3830552000001|13.50019441|0.0|0.0|0.0|0.0|0.13|2.75|1.38|1.0|0.0|1.0|-3.99|31.0|5.0|0.0|1.66|-3.95|0.0412|0.000113|2.4|0.0|8.97e-05|-0.06084|4.9124|691.41|0.8819|553.28|0.59563|-1324.95298|0.3982|-0.15704|-0.21788|-1325.0127220000002|7.4949
14e_a23|0.0|0|1|0.0|2|7.423568444|0|0|1.197957573|3.052208981|5.351858133|-0.272389934|2|0.044241453|0.023369734|0.650989437|-0.4787294729999999|0.001027627|0.021081733|10.3132176|2|2|0.001951778|0.072830644|-0.07256543|-0.5232404310000001|0.560094237|0.791790895|0.133270225|0.5415996160000001|1|0.925392058|-0.073376247|0.018022127|12.5437807|0.074607942|-0.03935934|-43.33511299|8.73073591|0.5612316039999999|74.75779594|63.61519626|0.49543439|3255.313968|644.0923882999999|2428.874279|-19.06744972|0.203474128|8.020794334|15.89643482|0.981902808|141.6222839|-953.3724859|0.017954325|658.8108151|12.49658915|0.0|1.0|1.0|3.62|0.09|4.42|3.82|2.0|0.0|1.0|-6.38|34.0|7.0|0.0|4.5|-5.79|0.000198|1.61e-06|4.46|0.0|2.85e-06|-0.08122|3.7033|706.39|0.3178|571.39|0.63922|-1966.720803|0.3178|-153.0|-0.2342199999999999|-1966.785007|8.5214
12ab_a36|0.0|1|0|3.458948649|0|7.412764017000001|2|2|1.297042596|0.0|5.351858133|0.000258844|2|0.039951691|0.035377607|0.0|-0.408023082|0.000939229|-0.032623802|10.9540584|1|1|0.002112069|0.0618552579999999|-0.096853381|-0.4186639029999999|0.86559137|0.831136366|-0.0852411419999999|0.8196353679999999|0|0.8410557559999999|-0.079202413|0.024102201|16.62527454|0.158944244|-0.033434841|-45.21303385|11.46782191|15.55386871|82.3666474|71.2577056|0.484987413|2902.39241|580.1454645|2390.849902|-15.90828969|0.320974676|7.821826146|15.18764075|0.941700118|221.4026852|-859.0476432|0.024384271|708.5476357999999|16.81984117|0.0|0.0|0.0|0.0|0.17|3.14|1.59|1.0|0.0|1.0|-3.92|32.0|5.0|0.0|1.8|-3.91|0.0503|0.000122|2.33|0.0|3.76e-05|-0.0523799999999999|3.8845|712.73|0.4451|564.58|0.69294|-1364.236757|0.4451|-0.15699|-0.2093699999999999|-1364.300531|7.9586
