molecula|NaaNH|Wavelength (max. Transition) (nm)|Approximated area|n9FaRing|Contribuition (max. transition)|NaasN|nARing|BCUTs-1l|Gibbs Free Energy|Dipole (water)|MATS7i|SaaaC|n5aRing|n6aHRing|PPSA3|FNSA4|WNSA5|DPSA2|CYP2C19 inhibitor|CYP2C9 inhibitor|Num. of Aromatic heavy atoms|TPSA_y|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Total Energy (water) (Hartree)|pIC50
8a_a12|0|317.17|424.14|0|0.6309100000000001|0|1|1.283813597|-1045.902509|5.4032|-0.205012437|0.0|0|2|5.354053791|-0.033836466|-24.96342938|974.3568539|1.0|1.0|18.0|50.17|6.19e-05|0.0203|-1046.0428949999998|6.7011
12ax_a36|1|236.74|552.0|0|0.39564|0|2|1.280791885|-2151.971761|6.0402|0.075802407|0.0|1|1|12.79462904|-0.038813619|-48.23849712|1697.196809|1.0|1.0|17.0|69.2|6.55e-06|0.00295|-2152.130959|7.9208
14g_a23|0|334.71|583.38|1|0.56658|2|0|1.197957711|-2042.000034|10245.0|0.058422864|0.653317181|2|2|13.05300369|-0.041536002|-48.76552945|1931.945357|0.0|1.0|26.0|114.25|1e-06|0.0004969999999999|-2042.1835260000005|8.0
15_a3|0|206.37|398.12|0|0.2843199999999999|0|1|0.619596467|-1328.581677|2.3271|-0.182934001|1.809035179|0|3|4.04445331|-0.037667|-28.19600959|906.9474625|1.0|0.0|16.0|89.99|0.000951|306.0|-1328.688126|7.6021
12x_a36|1|319.74|569.01|0|0.6853600000000001|0|2|0.629399587|-1670.244307|7.2812|0.021670322|0.0|1|1|11.85578416|-0.036722107|-47.22198284|1717.000548|1.0|1.0|17.0|94.5|3.09e-05|0.0132|-1670.452834|8.1549
9h_a24|1|239.63|363.48|0|0.54606|1|0|1.428198245|-945.200628|7.7741|0.078066659|0.0|2|2|8.724425117000001|-0.026280957|-15.35662744|737.9073405|1.0|0.0|22.0|72.28|0.000575|166.0|-945.2642633|7.1135
14w_a23|0|338.46|535.54|1|0.6219399999999999|2|0|1.197963556|-1828.222578|9.8981|0.045196333|0.6813799420000001|2|2|14.84036772|-0.035779855|-38.70975831|1495.89956|0.0|1.0|26.0|105.02|5.41e-06|0.00242|-1828.385903|8.6737
12a_a50|0|304.01|394.52|1|0.65267|2|1|1.397770359|-1006.546706|7.9123|-0.111689174|2.112397566|2|1|10.58650394|-0.02383238|-16.85074424|814.0599092|1.0|0.0|20.0|48.53|0.000144|45.0|-1006.659456|7.1249
32_a47|0|252.79|548.86|1|0.48011|1|1|1.216307925|-1777.90286|6.3139|-0.013510009|1.6507707980000002|1|2|13.90468487|-0.026060474|-37.74862456|1552.348456|1.0|0.0|21.0|67.66|8.89e-06|0.0038799999999999|-1778.127634|7.0
15_a15|0|335.38|573.46|0|0.67524|0|1|1.435688991|-1450.462493|2.9566|-0.063032481|0.0|0|2|13.71976186|-0.031405332|-40.20430373|1722.635223|1.0|1.0|24.0|59.51|7.970000000000001e-07|0.000357|-1450.7538470000002|6.9626
11_a4|0|252.67|479.99|0|0.4444|1|1|0.626711769|-1467.255521|5.3012|-0.017835936|2.216390726|1|2|5.395547437|-0.023620625|-21.81135655|848.5670554999999|1.0|1.0|21.0|68.9|1.06e-05|0.00395|-1467.463842|6.9586
17f_a50|0|304.9|564.52|1|0.6573899999999999|2|1|1.349854916|-1219.02507|8.312999999999999|-0.167275895|2.187498662|2|1|10.09339793|-0.026836447|-28.30463221|1212.822364|1.0|1.0|20.0|51.77|7.57e-05|0.0291|-1219.2481369999998|6.4001
7_a15|0|279.33|499.86|0|0.64652|0|0|1.419941457|-1184.224637|1631.0|0.145944639|0.0|0|1|20.31436245|-0.026500274|-34.13832456|1507.995102|1.0|1.0|18.0|61.84|3.2e-05|0.0113|-1184.385377|6644.0
14a_a3|0|383.1|373.85|0|0.69708|0|0|0.6050202020000001|-1327.403067|4.6689|-0.143740653|1.772745969|1|3|6.904918591|-0.036792719|-22.89086827|856.2743893999999|0.0|1.0|21.0|105.82|0.000103|0.0327|-1327.513792|7.5229
47a_a18|0|388.09|813.01|0|0.69508|0|1|0.403918489|-2098.359766|3.0133|0.043161338|0.0|0|0|11.58086543|-0.036234741|-66.76209701|2770.212274|1.0|1.0|18.0|123.06|2.62e-06|0.00143|-2098.807018|9.0
17a_a6|1|350.03|574.02|0|0.69627|0|1|1.424257628|-1349.892285|5604.0|0.04129257|0.0|1|1|20.43213226|-0.041567592|-47.07146289|1766.18975|1.0|1.0|23.0|95.85|6.69e-06|0.00274|-1350.102634|7.6198
14a_a25|0|231.18|548.29|0|0.42461|1|0|1.420015394|-1352.086073|4.1656|0.051906412|1.975771616|1|2|8.449104086|-0.033365179|-36.28756839|1438.906775|1.0|1.0|27.0|72.7|5.13e-06|0.00215|-1352.298438|6684.0
12o_a36|1|238.77|560.88|0|0.36719|0|2|1.297042837|-1440.734965|6.6471|0.03842353|0.0|1|1|16.85373064|-0.03541591|-55.10596064|2181.407379|0.0|0.0|17.0|98.3|0.000227|0.0997|-1440.969954|7.3979
12aa_a30|0|238.78|605.07|0|0.30341|0|2|0.604983643|-1804.582558|6.4878|-0.014017531|0.0|1|1|21.58471858|-0.033789461|-49.44198469|2132.499591|1.0|1.0|17.0|100.11|9.94e-06|0.00456|-1804.818818|8.1135
19i_a38|1|217.36|457.26|0|0.4342|0|2|1.297043925|-1431.239177|8.6365|0.08414367|0.0|1|1|13.83587388|-0.040770109|-42.53502816|1683.860952|1.0|1.0|17.0|81.23|4.67e-05|0.0196|-1431.415351|7.9031
16h_a32|1|342.67|556.05|1|0.70219|0|0|0.609420754|-1955.832545|4.2275|-0.069213021|2.075726759|3|0|13.31708433|-0.038765425|-49.03221545|1573.02555|1.0|1.0|19.0|149.27|1.7800000000000002e-05|0.0073599999999999|-1955.99895|8.0655
8f_a8|1|263.65|477.92|0|0.55661|1|0|1.394802091|-1361.510739|7.8014|0.0587545909999999|0.0|1|0|7.91086576|-0.048375351|-36.18904175|1370.325626|0.0|0.0|23.0|80.88|1.01e-05|0.00395|-1361.658484|4.6428
8a_a50|1|220.53|396.63|1|0.3462199999999999|1|1|1.39826105|-1006.557694|5.5319|-0.0224366579999999|1.99158738|2|1|9.480859015|-0.031655181|-20.91041439|828.1354551|1.0|0.0|20.0|59.39|7.48e-05|0.0234|-1006.671867|7.3279
IN1233_a59|1|237.54|531.14|0|0.51285|0|0|1.400923654|-1352.135303|7.6059|0.163548857|1.983673343|1|2|7.208329477|-0.035929742|-42.16752524|1562.994677|1.0|1.0|27.0|97.55|6.91e-06|0.0029|-1352.351584|7.4685
4g_a46|0|280.74|530.39|0|0.6983199999999999|1|1|1.134637064|-1492.979142|3.7113|-0.093447672|0.0|1|2|4.598866947|-0.024339048|-23.0928866|827.5244845|1.0|1.0|17.0|43.6|4.16e-06|0.00153|-1493.154666|5.5615
12v_a30|0|349.18|573.82|0|0.68405|0|2|0.604983445|-2494.802821|4105.0|-0.099831334|0.0|1|1|10.70556236|-0.037666615|-44.46327619|1549.107692|1.0|1.0|17.0|81.65|9.14e-07|0.0004269999999999|-2494.963646|7.6596
4j_a46|0|229.82|572.31|0|0.37853|1|1|1.134637093|-1131.817578|3.8105|-0.0529855709999999|0.0|1|1|8.812983129|-0.024805825|-25.95898597|1018.288052|0.0|1.0|17.0|39.94|4.86e-06|0.00176|-1132.043677|6.0942
12au_a36|1|241.65|618.65|0|0.58518|0|2|0.2992539489999999|-1875.960827|8.0814|0.075815782|0.0|1|1|15.51748637|-0.038036474|-57.09017539|2216.466823|0.0|0.0|17.0|123.75|0.0001889999999999|0.0897|-1876.207937|7.3279
12a_a5|1|264.55|508.81|0|0.50831|0|1|1.338814635|-1201.8082029999998|3.9457|-0.0036987359999999|0.0|1|2|5.032443973|-0.026030816|-25.55893402|1113.8745800000002|0.0|1.0|23.0|57.7|2.56e-05|0.00977|-1202.02622|7.7212
38_a18|0|384.55|734.93|0|0.69235|0|2|1.251175383|-1611.206669|2.7244|-0.066676644|0.0|0|0|6.675707878|-0.0322355079999999|-52.08807522|2154.819559|1.0|0.0|18.0|85.29|7.85e-07|0.000399|-1611.630281|7041.0
8_a4|0|231.56|391.01|0|0.30471|1|1|1.304250488|-1450.121028|5.7488|-0.072752231|1.987684188|1|2|5.362918401|-0.024598141|-17.52616744|700.3924376|1.0|1.0|21.0|43.6|1.46e-05|0.00506|-1450.239105|7.2676
17a_a22|0|255.63|577.52|0|0.46268|1|0|1.2689202|-1407.935792|2268.0|-0.054347074|1.67348685|1|2|9.597299109|-0.030843667|-41.03828927|1689.6062539999998|1.0|0.0|27.0|68.52|1.09e-05|0.00473|-1408.300966|7.0862
12j_a30|0|238.56|549.64|0|0.3087|0|2|0.604984421|-1614.894278|5.1081|-0.02473642|0.0|1|1|10.09017681|-0.036204884|-39.31313154|1495.657934|1.0|1.0|17.0|81.65|7.05e-06|0.00291|-1615.096172|8058.0
1a_a5|0|265.45|386.8|0|0.44868|0|1|1.189701889|-951.226623|6.7017|-0.075791863|0.0|0|2|4.047117885|-0.027665419|-19.17495143|787.1243051|0.0|0.0|18.0|37.81|0.000365|109.0|-951.1394906|6.9706
1a_a18 (SB-431542)|1|324.5|464.08|0|0.55409|0|1|1.430935835|-1292.414518|8.8609|0.1008839219999999|0.0|1|1|19.58668728|-0.0462988229999999|-43.12110169|1640.78056|1.0|1.0|23.0|103.12|5.660000000000001e-05|0.0218|-1292.588031|6.9031
3_a27|0|225.24|425.72|0|0.34864|2|0|1.402697639|-1081.794829|4.1551|-0.172132163|1.177265999|1|2|9.960129259|-0.032307734|-23.10213938|911.8963045|1.0|1.0|21.0|65.6|0.000103|0.0339|-1081.905135|8.3979
3b_a12|0|294.55|426.66|0|0.53738|0|1|1.283824445|-1410.8759220000002|8.5678|-0.1215705419999999|0.0|0|1|5.401901357000001|-0.034016616|-24.04018959|899.6353646|1.0|1.0|18.0|37.28|2.28e-05|0.00759|-1410.971864|7.3098
14h_a23|0|306.09|569.53|1|0.67365|2|0|1.197963488|-1721.99264|13.4823|0.0316908439999999|0.7290938920000001|2|2|14.81983413|-0.033774476|-36.84086528|1451.248725|0.0|1.0|26.0|128.81|1.27e-05|0.00554|-1722.1762399999998|8.3468
3e_a32|1|348.38|456.76|1|0.7025399999999999|0|0|0.609420788|-1672.62984|5.6928|-0.057366352|2.220794149|3|0|6.69516884|-0.030786645|-29.05885545|834.6388134|1.0|1.0|19.0|110.94|6.6e-06|0.00225|-1672.748189|8.0862
14d_a23|0|336.18|554.84|1|8.1555|2|0|1.197963465|-1669.045136|8.1555|0.03253552|0.758207139|2|2|12.25371621|-0.032878563|-33.99063559|1370.607518|0.0|1.0|26.0|105.02|5.61e-06|0.0023899999999999|-1669.24571|8.4001
12a_a32|1|346.71|548.66|1|0.7025600000000001|0|0|0.609420757|-1880.600043|4.2371|-0.0134169989999999|2.136609567|3|0|10.31184223|-0.0308471429999999|-42.44899997|1325.275819|1.0|1.0|19.0|140.04|3.17e-05|0.0126|-1880.771042|7.6021
1o_a5|1|275.45|443.88|0|0.4988899999999999|0|0|1.427566509|-1043.472984|5.4919|-0.033273504|0.0|1|2|7.122612351|-0.028770932|-21.04383087|839.3293197999999|1.0|1.0|23.0|78.25|8.340000000000001e-05|27.0|-1043.577386|7.4559
GW6604_a52|1|||0||0|0|1.427583999|||-0.0778992459999999|0.0|1|2|4.459510077|-0.029217264|-17.61190876|726.7881391|1.0|0.0|23.0|54.46|6.929999999999999e-05|0.0207||6.9706
4a_a46|0|272.77|467.4|0|0.6893600000000001|1|1|1.13463711|-994.079365|3.7138|-0.137420119|0.0|1|2|4.858713991|-0.022129285|-18.30276019|711.8625758999999|1.0|0.0|17.0|43.6|4.89e-05|0.0156|-994.237445|6.7423
12bf_a36|1|236.98|517.66|0|0.40663|0|2|1.297043948|-1431.246893|7.5932|0.140577067|0.0|1|1|14.01562806|-0.037486972|-45.73631152|1711.2011699999998|1.0|0.0|17.0|69.2|4.81e-05|0.0201|-1431.413697|8.2218
18c_a22|0|219.25|583.88|0|0.4609|1|0|1.194229067|-1783.340519|1.0733|-0.044828537|1.642882533|1|2|13.72808419|-0.028825841|-36.55965924|1548.179944|1.0|1.0|27.0|124.4|7.98e-06|0.0036799999999999|-1783.562578|7585.0
18a_a25|0|225.57|556.26|0|0.2834|1|0|1.194229606|-1675.04368|4.3839|0.062229409|2.050257213|1|2|6.317215793|-0.03097773|-34.36707071|1332.242503|1.0|1.0|27.0|87.72|1.71e-06|0.000744|-1675.274716|7.0269
14a_a22|0|244.77|534.87|0|0.45928|1|0|1.4229176680000002|-1368.13858|6603.0|0.021482585|1.614660505|1|2|14.49148204|-0.031338217|-37.82586486|1584.38271|1.0|1.0|27.0|85.59|2.1e-05|0.00881|-1368.35698|7.4202
6_a15|0|285.52|545.21|0|0.65191|0|0|1.419941278|-1262.820532|1.9421|0.106485923|0.0|0|1|17.20414198|-0.0307500179999999|-41.87249058|1603.08412|1.0|1.0|18.0|61.84|7.32e-06|0.00278|-1263.0243449999998|7.4559
47u_a18|0|397.57|646.45|0|0.69143|0|1|1.251177393|-1509.839543|5.8058|0.008108241|0.0|0|0|14.42377665|-0.0344062|-44.84707106|1960.574384|0.0|1.0|18.0|99.56|1.04e-05|0.00472|-1510.182477|5.7055
EW7203_a60|0|247.15|546.85|0|0.40883|0|2|0.604984431|-1667.848192|2.5159|-0.092774356|0.0|1|1|13.03554647|-0.036566012|-40.24477665|1541.885979|1.0|1.0|17.0|117.47|1.53e-05|0.0065|-1668.025575|8.0334
16_a15|0|297.1|600.98|0|0.6541100000000001|0|0|0.300207157|-1770.281427|11.7447|-0.003882928|0.0|0|2|4.848103252|-0.039472502|-47.4317527|1677.792959|1.0|1.0|24.0|115.58|6.14e-06|0.00274|-1770.509465|7.6778
1d_a5|1|254.46|414.59|0|0.41781|0|0|1.217311475|-1288.253849|5.3765|-0.118028278|0.0|1|2|4.288788702|-0.036640804|-25.16889922|1027.76566|1.0|0.0|23.0|54.46|1.0800000000000002e-05|0.00396|-1288.340378|5.03
13p_a6|1|258.45|573.39|0|0.47508|0|0|1.424099253|-1462.804694|12163.0|0.072850973|1.633493259|1|2|12.27472016|-0.03767435|-54.04422654|2004.488446|1.0|1.0|27.0|122.47|2.79e-05|0.0125|-1463.08132|7.0362
18b_a30|0|351.66|563.55|0|0.67715|0|2|0.604987149|-1667.849173|6.5037|-0.039831247|0.0|1|1|13.14992762|-0.036237883|-41.72392601|1577.555697|1.0|1.0|17.0|105.44|1.57e-05|0.0066599999999999|-1668.034279|7.6003
