molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|GATS1are|BIC2|SIC2|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA3|GeomPetitjeanIndex|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
12t_a36|0.0|0|0|0.0|0|7.412764017000001|2|2|-0.058770337|-0.00673635|5.351858133|-0.034194893|2|0.041767677|0.035510516|-0.404180985|-0.030990165|10.95395385|-0.0288761339999999|1|0.0045625|0.059266516|-0.101854847|0.902377067|0.829598864|0.878510663|0.8337556420000001|-0.0735262|-0.100615514|0.017627553|-48.97252784|11.7409283|0.166244358|-44.63604995|7.820109571000001|0.417511887|0.78316808|-32.61842026|60.71345614|0.48189543|2320.375227|-15.94144641|0.21683192|7.960344391|15.36435856|5936.009091|144.422087|-892.7209991000001|0.01547607|1711.395437|729.1873176|10.30792105|1.0|0.0|1.0|2.0|0.0|0.21|17.0|-7.36|3.62|2.45|69.2|0.0|6.0|4.0|409.49|1.0|0.0|-4.57|2.48e-05|0.0102|3.47|0.0|1.7899999999999998e-05|-0.05302|3.8844|3.87|3.6694|-1311.552739|713.6|1208.04|0.4297|0.69297|0.70313|0.0155|-0.2039|0.03230976|8.0969|8.0969
12w_a36|0.0|0|0|-4.750262163|0|7.412764017000001|2|2|0.081390556|-0.015825416|5.351858133|-0.297354748|2|0.041555556|0.041058884|-0.917874106|-0.041402825|10.96020797|-0.010726574|1|-0.007897954|0.115646674|-0.1187503719999999|0.647732719|0.828393514|0.8792981679999999|0.828363244|-0.086826396|-0.111267166|0.021104445|-62.34080876|15.15285952|0.171636756|-57.35989379|10.87965823|0.780959767|0.70536279|-44.76031023|77.49366829|0.4672300679999999|2602.5207|-21.24440511|0.29463721|8.365472166|15.701847400000002|7418.252264|211.5476713|-1147.197876|0.0273396629999999|2265.1925920000003|672.4630346|19.62970663|1.0|0.0|1.0|2.0|0.0|0.17|17.0|-7.14|3.31|4.04|78.43|0.0|7.0|8.0|465.43|0.0|0.0|-5.07|6.26e-06|0.00291|3.86|0.0|3.37e-05|-0.05326|3.8881|4.86|3.8881|-1645.169951|712.88|1198.72|0.4508|0.69466|0.69466|0.4508|-0.21034|0.0328886|7.6383|7.6383
11_a47|0.0|0|0|0.0|0|0.0|0|0|0.035230036|-0.007767503|0.0|-0.156077888|3|0.033931624|-0.0586047379999999|-0.427212659|0.081235787|10.93671007|0.046339015|0|-0.00580273|-0.120383371|-0.038723054|0.702719047|0.715054643|0.770028429|0.796863393|-0.08164597|-0.096486559|0.008462682|-50.01659041|5.184267117|0.203136607|-36.20974614|3.175899139|1.882633323|0.816608795|-30.64032829|55.20085753|0.4686568239999999|2201.328597|-13.48990542|0.183391205|5.966142027|11.22841564|6736.717611|112.34605729999998|-687.9851765999999|0.0128657439999999|1375.2628029999998|670.2339441|7.881596968999999|1.0|1.0|1.0|2.0|3.15|0.04|28.0|-10.55|5.58|6.68|70.93|0.0|4.0|5.0|422.45|0.0|1.0|-6.03|5.110000000000001e-07|0.000216|5.06|0.0|1.19e-08|-0.05094|3.7253|4.84|3.7253|-1396.145101|654.49|1146.42|0.2321|0.6915399999999999|0.6915399999999999|0.2321|-0.20554|0.03959805|7.4|7.4
14a_a25|0.0|0|0|0.0|1|6.842683282|0|0|-0.092005241|-0.004483962|4.727387819|-0.05112778|2|0.038167849|0.051906412|-0.255585831|-0.046802062|10.93106303|-0.019985937|1|0.006158124|0.085350921|-0.0469914379999999|0.6716839040000001|0.7385460309999999|0.792935475|0.850426305|-0.069657015|-0.084207356|0.012870836|-45.72658614|8.449104086|0.149573695|-36.28756839|5.546443318|58.18995584|0.8067529940000001|-30.017374100000005|54.17569023|0.492236681|2142.5112510000004|-14.37809314|0.193247006|7.39139255|14.55676745|6315.975408|126.8576588|-762.0389362000001|0.01323706|1438.906775|712.1606951|8.689513304|1.0|1.0|1.0|1.0|3.06|0.08|27.0|-9.59|4.44|4.92|72.7|0.0|6.0|4.0|419.48|0.0|1.0|-5.29|4.03e-06|0.0016899999999999|4.16|0.0|1.08e-07|-0.05083|5.3631|5.79|3.9479|-1352.265931|689.55|1202.13|0.3529|0.42461|0.6714|0.1756|-0.2143|0.03250632|6684.0|6684.0
12a_a36|0.0|0|0|0.0|0|7.412764017000001|2|2|-0.0632801509999999|-0.007471648|5.351858133|-0.0427777779999999|2|0.040166667|0.078063311|-0.403468978|-0.070252245|10.96083376|-0.065913514|1|0.003199301|0.134423193|-0.1063550619999999|0.907322874|0.7934042040000001|0.846614758|0.820684627|-0.076154312|-0.104828755|0.019595485|-46.76212019|12.03249549|0.179315373|-39.52572284|7.388485123|5.277117996|0.755315434|-28.71401279|58.79461567|0.470444928|2258.5909920000004|-14.22926022|0.244684566|6.600635115|12.464492300000002|5710.355735|150.24716030000002|-711.4630111|0.019102103|1533.996157|598.1535763999999|11.72953701|1.0|0.0|1.0|2.0|0.0|0.14|17.0|-6.59|2.72|1.88|69.2|0.0|5.0|4.0|381.43|1.0|0.0|-4.0|0.000164|0.0625|2.68|0.0|9.78e-05|-0.04946|3.8343|3.16|3.6682|-1232.916523|653.94|1096.31|0.4435|0.67869|0.6997|0.0012|-0.20139|0.03544528|7.8861|7.8861
4b_a49|0.0|0|0|0.0|1|7.535296702|1|1|-0.109946885|-0.0074627159999999|5.4161004020000005|-0.077626337|2|0.036555556|-0.064060521|-0.402986655|-0.033486358|10.92776533|0.02907541|1|0.002557204|-0.10158752|-0.0563571629999999|0.720824193|0.798826417|0.852400617|0.7581492670000001|-0.091725536|-0.090284437|0.0241270029999999|-56.45224362|14.84890147|0.241850733|-34.19753462|9.138717999|64.87087098|0.645330839|-34.74338731|71.30114509|0.477868186|1701.832352|-11.62716177|0.354669161|7.588962922|14.53457293|6025.790417|218.2802175|-581.3580885|0.02556165|1463.761596|600.3287567000001|15.73185141|1.0|1.0|1.0|1.0|3.1|0.22|21.0|-7.05|3.71|3.26|90.13|0.0|6.0|6.0|400.43|0.0|1.0|-3.88|0.000155|62.0|2.28|0.0|3.570000000000001e-05|-0.06731|4.6422|3.56|3.7413|-1333.026419|664.86|1121.45|0.2856|0.4151899999999999|0.68242|0.0615|-0.22366|0.03702033|7.1024|7.1024
17_a4|0.0|0|0|-4.533317957|1|7.535296702|1|1|-0.188642713|-0.006491052|5.4161004020000005|-0.319716072|1|0.043084795|-0.01849014|-0.25315101|-0.3948966229999999|10.94611837|-0.094767116|1|0.002155864|-0.073733221|-0.0179434139999999|0.49887819|0.772721853|0.8347553529999999|0.888791225|-0.0887214819999999|-0.08932566|0.01061251|-45.75108579|5.472562628|0.111208775|-23.75316417|2.822041259|0.0|0.861696586|-23.59250328|51.22364842|0.4440629029999999|1658.726841|-11.21677197|0.138303414|5.923504372999999|10.65499029|5322.773303|71.31904507|-403.8037909|0.012827738|908.7478594|319.5521911|6.61489113|1.0|0.0|1.0|0.0|2.94|0.11|17.0|-6.56|4.59|6.26|30.71|0.0|3.0|6.0|345.29|0.0|1.0|-4.81|4.39e-05|0.0152|4.01|0.0|9.44e-05|-0.04186|4.3363|4.44|4.3363|-1255.968357|527.39|873.5|0.2045|0.47353|0.47353|0.2045|-0.21745|0.02636403|6057.0|6057.0
14v_a23|0.0|1|1|-4.844615416|2|7.423568444|0|0|0.135774541|-0.014768546|5.351858133|-0.299484129|2|0.047323232|0.055572317|-0.8122700340000001|0.017156562|10.3132174|-0.015149431|2|-0.0004039459999999|0.170475376|-0.0962526|0.598213287|0.787538583|0.845160857|0.916605275|-0.067342061|-0.09479984|0.019811827|-44.4776373|13.08518422|0.083394725|-41.35406587|8.64241561|0.912757854|0.788328659|-29.37629463|57.56282152|0.457213347|2679.111279|-18.64987284|0.211671341|7.743452839|14.26610767|8458.789829000001|139.8032821|-951.143515|0.020908947|1826.768144|676.4530574|13.80980223|0.0|0.0|0.0|1.0|3.46|0.09|26.0|-7.95|3.97|6.18|114.25|0.0|7.0|8.0|495.48|0.0|0.0|-6.0|1.29e-07|6.38e-05|4.76|0.0|5.57e-06|-0.07843|3694.0|5.17|3694.0|-2042.161744|679.5|1206.02|348.0|0.6017100000000001|0.6017100000000001|348.0|-0.2308599999999999|0.02053833|8.4001|8.4001
4_a27|0.0|0|0|0.0|2|6.823286122000001|0|0|0.082486268|-0.006181204|4.727387819|-0.058641975|2|0.0456410259999999|-0.273119343|-0.278154179|0.13397347|10.93736915|-0.01660383|1|0.010329671|-0.459570857|-0.2030237389999999|0.639413469|0.7853766809999999|0.842039655|0.852604338|-0.057748369|-0.078787867|0.0201467639999999|-29.89961815|10.43112657|0.1473956619999999|-21.12083948|5.40078803|58.27512057|0.682485674|-15.48073439|40.33074472|0.444169714|1213.060761|-7.543156957000001|0.317514326|6.01592535|10.82331334|4988.6278600000005|164.3952417|-316.8125922|0.020363697|896.5674718|424.8821143|10.54344507|0.0|0.0|0.0|0.0|3.08|0.16|21.0|-6.22|2.94|2.8|65.6|0.0|2.0|4.0|331.37|1.0|1.0|-3.99|0.000266|0.0882|2.55|0.0|0.0002|-0.0449899999999999|5.5485|4.63|4.1288|-1083.119531|555.75|946.77|0.2002|0.36899|0.6089899999999999|0.1741|-0.21533|0.01877181|8.3979|8.3979
27c_a34|0.0|0|0|0.0|1|7.412764017000001|1|1|0.02583752|-0.014036512|5.351858133|-0.1450543259999999|1|0.041728395|-0.08157574|-0.80008116|-0.028344637|10.95447877|-0.014364543|1|-0.004694534|-0.132026575|-0.128393271|0.850511415|0.783333463|0.8353837409999999|0.631065353|-0.114233896|-0.12597014|0.0304948179999999|-76.84420762|20.51361454|0.368934647|-57.00328784|13.79934071|119.8660257|0.7381974290000001|-51.69246989|97.35782216|0.424716257|2477.818875|-19.35960719|0.261802571|8.808655321|15.31184469|6308.331369|176.1124482|-1026.059181|0.022975949|2066.254135|673.8038326000001|15.45573273|1.0|1.0|1.0|2.0|3.11|0.12|23.0|-7.67|3.11|3.34|104.29|0.0|6.0|5.0|427.46|0.0|1.0|-4.45|1.7800000000000002e-05|0.00759|2.9|0.0|9.1e-06|-0.03792|4277.0|5.23|3.9186|-1426.482676|709.72|1203.69|0.2385|0.68683|0.70336|0.0093|-0.19682|0.03913684|6.0969|6.0969
8j_a46|0.0|0|0|0.214753401|1|7.727094485|1|1|-0.13040237|-0.0017688329999999|5.533389489|-0.008523199|2|0.043903904|-0.129276363|-0.081366324|-0.174853546|10.96391738|-0.053618988|1|0.0108603019999999|-0.204674804|-0.084266433|0.645146311|0.789844634|0.837678812|0.934648421|-0.054707287|-0.068971544|0.008672342|-29.38737046|4.658562801|0.065351579|-19.90219786|2.5024620580000003|64.83187221|0.822112519|-15.7861518|34.04593326|0.427798746|1888.679875|-7.405468973|0.177887481|5.617748211|9.817783823|4759.107832|95.55665364|-318.43516580000005|0.008843828|721.0646647000001|453.1959065|4.750680627|1.0|0.0|1.0|0.0|3.25|0.32|17.0|-7.26|4.71|4.55|43.6|0.0|2.0|3.0|338.83|1.0|1.0|-4.83|2.59e-05|0.00878|3.97|0.0|1.85e-05|-0.04068|4.9636|3.78|4.4107|-1414.50743|576.48|978.4|0.1728|0.50703|0.70121|0.1427|-0.22599|0.02408052|5.9108|5.9108
1o_a5|0.0|0|0|0.0|0|6.605297921|0|0|-0.266637757|-0.002633927|4.59511985|0.033105871|2|0.025987654|-0.033273504|-0.1079910069999999|-0.102739602|10.94518594|-0.008511304|1|0.0051989459999999|-0.05876042|0.038275248|0.670787375|0.78144982|0.85693939|0.88430372|-0.079346457|-0.072886362|0.01325562|-42.63505279|7.122612351|0.11569628|-21.04383087|3.827177229|1.01402588|0.699913551|-22.90899675|49.75766514|0.470590799|833.537568|-8.306775343|0.300086449|7.522366517000001|14.20898333|4572.818263|161.2447749|-315.657463|0.020380352|839.3293197999999|393.5487205|10.95092849|1.0|1.0|1.0|1.0|2.2|0.0|23.0|-8.11|4.48|4.07|78.25|0.0|3.0|4.0|323.35|0.0|1.0|-4.08|8.329999999999999e-05|0.0269|2.78|0.0|2.54e-06|-0.07037|4.5011|2.66|4.1692|-1043.536121|561.04|938.37|0.3966|0.4988899999999999|0.5492100000000001|0.0071|-0.23973|0.04126499|7.4559|7.4559
27a_a34|-3.727789|0|0|0.0|1|7.412764017000001|1|1|0.0257175079999999|-0.012620846|5.351858133|-0.456594848|1|0.0408037829999999|-0.082271189|-0.7320090459999999|-0.026428049|10.319282|-0.008138446|1|-0.005234221|-0.13716603|-0.158932197|0.8186389829999999|0.779284547|0.832753533|0.600964267|-0.106669294|-0.123191967|0.026573385|-74.78290605|18.62986903|0.3990357329999999|-60.54917431|13.06088842|22.69787432|0.764921711|-52.42823715|93.41277507|0.436895447|2252.433058|-21.30433911|0.235078289|8.960143164|15.91204178|7104.26596|164.80691819999998|-1150.434312|0.020552444|2145.269808|718.5861133999999|14.40875302|1.0|1.0|1.0|2.0|2.58|0.13|23.0|-7.61|2.01|3.97|129.74|0.0|6.0|7.0|463.51|0.0|0.0|-4.47|1.09e-05|0.00504|2.59|0.0|1.13e-05|-0.03924|5.0012|7.38|4.1228|-1861.695683|737.7|1247.85|0.2896|0.40378|0.69818|0.0203|-0.20615|0.04629882|6.6198|6.6198
8g_a8|0.0|0|0|0.0|1|7.535296702|1|1|-0.000475415|-0.014340328|5.4161004020000005|-0.222784884|0|0.0438779959999999|0.000966222|-0.731356723|-0.025002199|10.94318883|-0.03728368|1|-0.007047583|0.001970629|0.0794962979999999|0.6784762320000001|0.734188081|0.790058057|0.533935495|-0.136742629|-0.129695841|0.031118325|-83.78686741|19.06725815|0.466064505|-48.6934008|11.68315869|67.54104396|0.8330608209999999|-51.33906829|102.8541256|0.479218966|2148.49832|-19.68456628|0.166939179|7.440878437999999|14.28792131|6581.432140999999|102.2893227|-925.1746152|0.017636126|1812.487286|551.1746801|10.80625499|0.0|0.0|1.0|2.0|2.96|0.04|23.0|-7.4|4.11|3.89|99.34|0.0|4.0|5.0|417.39|0.0|0.0|-4.94|5.01e-06|0.00209|3.53|0.0|1.67e-05|-0.05849|3.7495|7.17|3.7495|-1450.913472|635.27|1083.78|0.3904|0.69221|0.69221|0.3904|-0.21391|0.04147516|5.3768|5.3768
8e_a8|0.0|0|0|0.0|1|7.05012252|0|0|-0.018155171|-0.010579355|4.844187086|-0.205927741|0|0.0427891159999999|-0.000766016|-0.539547088|-0.102167262|10.94332438|-0.051339286|1|-0.004224671|-0.0015448089999999|0.090898585|0.650073857|0.7233950809999999|0.7742101929999999|0.661490276|-0.115572516|-0.105450888|0.0211004739999999|-70.49962428|12.87136047|0.338509724|-39.238709|7.851573274|76.40535608|0.803307236|-43.00500847|83.37098475|0.483244415|2080.07805|-16.34946208|0.196692764|7.50719734|14.52755918|6095.6213210000005|119.9832494|-784.77418|0.0184428869999999|1601.514194|561.882658|11.25022336|0.0|0.0|0.0|2.0|2.98|0.04|23.0|-7.78|4.33|4.17|90.11|0.0|5.0|4.0|403.41|0.0|0.0|-4.9|5.34e-06|0.00215|3.69|0.0|6.63e-06|-0.06253|4.6303|7.22|3.2737|-1376.924308|639.38|1090.07|0.3731|0.50055|0.7013|0.1671|-0.19972|0.03298991|4.7014|4.7014
8_a27|0.0|0|0|0.0|1|6.605297921|0|0|0.188762686|-0.008444078|4.59511985|-0.077396262|2|0.039673203|-0.14212377|-0.329319041|0.093450172|10.93783465|0.067074515|1|0.004801929|-0.24946295|-0.106814855|0.6812785379999999|0.8000360390000001|0.8688656459999999|0.776384028|-0.078709803|-0.092265073|0.021852066|-37.50265703|10.41179748|0.223615972|-20.94612822|4.960882344|61.18801154|0.751701834|-17.86879446|47.91445451|0.479730655|989.0070768|-8.145716531|0.248298166|5.016799703|9.642697094|4522.989286999999|118.305988|-293.2457951|0.019394143|818.753121|326.3351007|9.240677197|0.0|0.0|0.0|1.0|2.28|0.06|21.0|-6.28|2.98|2.48|76.46|0.0|2.0|4.0|303.32|1.0|1.0|-3.52|0.000586|178.0|2.0|0.0|0.000158|-0.05015|4.1276|3.96|4.1276|-1004.489001|507.76|848.58|0.2336|0.64893|0.64893|0.2336|-0.21973|0.02665292|8.2218|8.2218
13f_a6|0.0|0|0|0.0|0|6.842683282|0|0|-0.088329567|-0.006930367|4.727387819|-0.008507023|2|45.0|0.04505613|-0.381170169|-0.071478789|10.95053349|-0.049928822|1|-0.001446486|0.079490516|-0.126749697|0.841211811|0.77199166|0.834167942|0.863222493|-0.073352505|-0.092939631|0.018554018|-49.2635105|12.46087045|0.136777507|-41.92004677|8.368715213|0.0|0.720711855|-33.08535238|61.72438096|0.401838426|3253.287533|-14.79531062|0.279288145|9.050440345|15.13042752|6128.208571|187.5697972|-754.5608419|0.0196449239999999|1558.914115|676.2770877|13.19352214|1.0|1.0|1.0|2.0|2.21|0.08|27.0|-10.18|5.01|4.53|103.17|0.0|5.0|5.0|417.47|0.0|1.0|-4.78|7.74e-06|0.00323|3.27|0.0|2.75e-08|-0.07786|4.8413|3.36|3139.0|-1347.266914|711.29|1202.78|901.0|0.49643|0.70541|0.0048|-0.2059099999999999|0.03437105|7.3768|7.3768
9g_a40|0.0|0|0|0.0|1|7.515889085|0|0|-0.058811055|-0.0054957819999999|5.4161004020000005|-0.0220464379999999|0|0.043730159|0.07954859|-0.225327061|0.139758613|10.31197177|-0.145879501|2|0.0115573539999999|0.133954053|-0.037217966|0.694156166|0.764275277|0.821935848|0.90454157|-0.063539055|-0.079033043|0.021367335|-33.47455057|11.25704374|0.09545843|-21.93596333|5.930596229|64.08637519|0.740240206|-17.63553984|44.73159432|0.476386801|349.4421673|-8.658932892000001|0.259759794|8.180261533|15.62271835|4435.743087|136.8503571|-329.0394499|0.018087202|843.7257374|384.6422631|9.528957565|0.0|1.0|1.0|1.0|1.78|0.06|22.0|-6.43|2.91|2.93|72.28|0.0|3.0|4.0|302.33|1.0|0.0|-3.09|0.00323|977.0|1.37|0.0|0.000113|-0.0624|3.0778|3.83|3.0778|-1332.476347|559.04|923.42|0.3563|0.70233|0.70233|0.3563|-0.19005|0.01134289|5.45|5.45
14y_a23|0.0|1|1|0.0|2|7.423568444|0|0|0.0600764409999999|-0.005875443|5.351858133|-0.022719307|2|0.046678487|0.041892637|-0.2996475999999999|-0.051539811|10.31321795|-0.031435038|2|0.007229683|0.07646106|-0.069023218|0.719722236|0.802520527|0.8668730109999999|0.925252932|-0.057809342|-0.080613242|0.018804822|-39.9727336|13.00274534|0.074747068|-38.54233552|8.990852582999999|82.29531392|0.78322549|-27.63946733|52.97547894|0.486730407|2336.815247|-16.40099384|0.21677451|8.213390641|16.00209862|7320.809595999999|149.890474|-770.8467102999999|0.016527|1423.362076|665.6233736|11.42772654|0.0|0.0|0.0|1.0|3.49|0.05|26.0|-8.57|4.64|5.32|105.02|0.0|5.0|4.0|480.37|0.0|0.0|-6.13|1.7e-07|8.18e-05|4.83|0.0|1.29e-06|-0.08374|3.6413|4.73|3.6413|-2549.091817|713.1|1217.48|444.0|0.61338|0.61338|444.0|-0.2331599999999999|0.01307741|8.4225|8.4225
6_a47|0.0|0|0|0.0|0|0.0|0|0|0.011739916|-0.008723045|0.0|-0.1738997619999999|2|0.042276423|-0.14404966|-0.392537045|0.051455447|10.93671042|0.0402365489999999|0|-0.0094242819999999|-0.302730533|-0.020576777|0.701994505|0.786041178|0.84654143|0.8419184120000001|-0.080118846|-0.096689626|0.009820713|-43.43026699|5.323543706000001|0.158081588|-28.411587800000003|2.885749555|0.0|0.7943908059999999|-23.54237714|48.75381069|0.4059072379999999|1577.98246|-10.82346202|0.205609194|6.480620646|10.90843226|5766.962611999999|111.4552019|-454.5854048000001|0.0154005|1055.658539|469.7495559|8.348196185|1.0|1.0|1.0|2.0|2.91|0.05|22.0|-9.06|5.24|6.27|58.04|0.0|3.0|4.0|379.81|0.0|1.0|-5.79|9.53e-07|0.000362|5.06|0.0|3.310000000000001e-07|-0.05354|5.5188|4.69|3.7196|-1608.652005|576.56|990.85|0.2536|0.30468|0.69305|0.2119|-0.20794|0.03288085|7.9|7.9
4i_a46|0.0|0|0|0.19654443|1|7.825245291|1|1|-0.167244168|-0.002360192|5.587248657999999|-0.018872727|1|0.049498645|-0.088884176|-0.127450387|-0.160741899|10.94638684|-0.125773054|1|0.011931187|-0.133434195|-0.060809732|0.7204791309999999|0.749522825|0.786754478|0.940780437|-0.058565229|-0.075208437|0.015663081|-33.08099617|8.847405392999999|0.0592195629999999|-23.99628633|4.997521397|70.55661087|0.763831778|-18.68604171|41.92840157|0.406629719|2253.484644|-7.998762108999999|0.2361682219999999|6.218233741000001|10.47951666|4893.587424|133.40134070000002|-407.9368676|0.011626803|945.4890404|579.2365607|6.567484272000001|1.0|0.0|1.0|0.0|3.5|0.36|17.0|-7.3|4.79|5.07|39.94|0.0|3.0|3.0|347.45|1.0|1.0|-5.04|1.16e-05|0.00403|4.38|0.0|1.75e-05|-0.01646|5.3987|4.46|4.4232|-1092.70435|611.74|1058.5|0.2805|0.41877|0.69035|0.1421|-0.20084|0.02614355|6.2132|6.2132
11b_a31|0.0|0|0|0.0|0|7.765993078999999|1|1|0.078614731|-0.01950528|5.733341277|-0.172248605|0|0.043380952|-0.078907688|-0.838727032|-0.1488994619999999|10.31169957|-0.046362952|2|-0.010716217|-0.129901143|-0.101934423|0.833717183|0.834596039|0.889561759|0.545458754|-0.143839236|-0.148709304|0.037758271|-80.0942166|21.02499452|0.454541246|-46.10900197|11.70737909|87.78853803|0.669723835|-44.59898223|101.1192111|0.473305522|1756.711832|-13.83270059|0.330276165|6.83089364|12.96936635|5202.545866|183.9081702|-553.3080237|0.0314298879999999|1483.70453|397.3137532|17.50115151|1.0|0.0|1.0|2.0|2.29|0.24|16.0|-5.45|4.67|3.25|125.57|0.0|5.0|6.0|357.38|0.0|1.0|-3.75|1.82e-05|0.00649|2.46|0.0|0.00128|-0.03574|3.8437|4.07|3.8437|-1520.0430279999998|589.56|969.71|0.2634|0.70073|0.70073|0.2634|-0.1951|0.04215313|6.2757|6.2757
12n_a30|0.0|0|0|0.0|0|7.412764017000001|2|2|0.0304762079999999|-0.007311044|5.351858133|-0.064217094|2|0.040899471|-0.1144447669999999|-0.387485343|-0.037209579|10.31162898|-0.087019298|1|0.002064369|-0.254279374|-0.0541804029999999|0.669561738|0.815003426|0.870930234|0.7781502140000001|-0.083120674|-0.10528124|0.017064818|-52.4873066|10.77573511|0.221849786|-41.97990569|6.804436105|0.0|0.799403208|-33.14358793|63.2630417|0.4701566479999999|2349.172094|-15.42118984|0.200596792|7.385790169|13.93957316|6353.890039|126.6686716|-755.6383024|0.0153398069999999|1496.934657|618.6004214|9.686460958|1.0|0.0|1.0|1.0|0.0|0.14|17.0|-6.9|4.25|3.18|81.65|0.0|5.0|5.0|416.47|0.0|0.0|-5.01|4.12e-06|0.00171|3.97|0.0|5.260000000000001e-05|-0.05076|5.1999|4.07|3.4859|-1674.978015|669.57|1131.65|0.1826|0.27009|0.6854|0.1489|-0.19876|0.0334036|7983.0|7983.0
9i_a24|0.0|0|0|0.0|1|7.153833802|0|0|-0.113620183|-0.005148312|5.209486153|2.01e-05|2|0.023854167|-0.076024544|-0.190487553|-0.087363979|10.96661275|-0.00532872|2|0.005891639|-0.140841749|-0.1818753839999999|0.783500303|0.822658951|0.898194715|0.8260893640000001|-0.064657333|-0.069812876|0.025118046|-30.56504777|11.87389334|0.173910636|-15.60091656|5.613069697999999|1.634015079|0.499238289|-14.44881966|42.43894111|0.468272544|761.9885477000001|-5.506205845|0.500761711|5.946747117|11.18382556|4155.922671|236.7218826|-187.2109987|0.038195951|793.2611447|295.8603625|18.05612763|1.0|1.0|1.0|1.0|1.36|0.0|22.0|-6.05|2.42|2.72|72.28|0.0|3.0|4.0|288.31|1.0|0.0|-3.1|0.00248|716.0|1.48|0.0|0.000258|-0.0473899999999999|4.6212|1.13|4.1459|-945.2626532|501.48|825.7|0.2373|0.58977|0.6755800000000001|0.0029|-0.21943|0.0239838|7.0555|7.0555
12an_a36|0.0|0|0|0.0|0|7.412764017000001|2|2|-0.05423417|-0.0070293469999999|5.351858133|-0.046532211|2|0.042739018|0.0966393909999999|-0.407702102|-0.131674913|10.33556631|-0.031635802|1|0.003710345|0.170355752|-0.07550872|0.906423012|0.8344566859999999|0.885733922|0.836440154|-0.073519599|-0.105145528|0.0173118669999999|-49.67568778|11.69727417|0.163559846|-48.0034364|7.903608682000001|0.0|0.783512615|-33.56484523|61.37296195|0.44576647|2399.367452|-16.89009799|0.216487385|8.773001855|15.82907093|6162.848939|146.2760938|-912.0652916|0.015771136|1722.817107|725.9470896|10.65623343|1.0|0.0|1.0|2.0|0.0|0.17|17.0|-7.05|3.33|2.61|94.5|0.0|6.0|4.0|427.52|0.0|0.0|-4.51|1.4300000000000002e-05|0.0061|3.19|0.0|3.83e-05|-0.05561|5.1771|3.37|3.7872|-1670.417726|718.98|1215.98|0.6702|0.44822|0.69094|0.0644|-0.21035|0.0345115999999999|7.3979|7.3979
17_a15|0.0|0|0|0.0|0|0.0|0|0|-0.046866421|-0.0071363569999999|0.0|-0.071708785|2|0.036595745|-0.033968088|-0.442454151|-0.032903349|10.9544604|-0.0141953639999999|0|0.0032452509999999|-0.052628162|-0.170008473|0.769376831|0.721188086|0.76362781|0.880459235|-0.052869016|-0.079844675|0.012890299|-40.50376584|9.875456386|0.119540765|-46.86345493|7.56573889|58.47512431|0.653207369|-31.03055741|50.37922222|0.474165158|2104.883413|-15.88591693|0.346792631|7.967418828|15.15194163|6352.266784|265.6831633|-937.2690986|0.0217385279999999|1872.919233|822.8625688|16.654220199999997|1.0|1.0|1.0|1.0|3.99|0.15|24.0|-9.72|4.89|6.0|67.35|0.0|7.0|4.0|438.52|0.0|1.0|-5.65|1.19e-06|0.00052|4.78|0.0|8.43e-08|-0.03936|4.1461|6.89|3.8006|-1413.857182|752.08|1298.37|0.7247|0.68787|0.7045100000000001|0.0377|-0.19509|0.04051306|7.9208|7.9208
