molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|GATS1are|BIC2|SIC2|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA3|GeomPetitjeanIndex|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
12l_a30|0.0|0|0|-4.712037416|0|7.412764017000001|2|2|0.157020295|-0.015371073|5.351858133|-0.274237737|2|0.044036281|-0.102468864|-0.876151158|0.154540315|10.31162828|-0.02588969|1|-0.004395528|-0.300262845|-0.077457998|0.613786308|0.830875659|0.883029843|0.834279405|-0.0905026719999999|-0.109810463|0.0154211289999999|-63.31694493|10.78883933|0.165720595|-53.74781658|7.548024079|1.697908189|0.8218150790000001|-44.29742723|74.10578426|0.462727396|2394.793539|-22.31041443|0.178184921|9.258542907|17.23248653|7576.362669|124.6606826|-1182.451965|0.016896687|2056.604824|696.6414817000001|11.82116027|1.0|0.0|1.0|1.0|0.0|0.17|17.0|-7.18|4.43|4.78|90.88|0.0|7.0|8.0|482.48|0.0|0.0|-5.92|1.99e-07|9.63e-05|5.05|0.0|3.19e-05|-0.0545299999999999|5.0454|5.52|3.5245|-1987.998976|729.17|1223.54|0.2294|0.39486|0.68488|0.1574|-0.20397|0.03406276|7.2154|7.2154
21_a47|0.0|1|1|0.0|1|6.86171134|0|0|0.072733799|-0.010650348|4.727387819|-0.13650463|2|0.037801932|-0.034419528|-0.511216716|-0.004063946|10.95058272|0.057225853|1|-0.004332497|-0.090969103|-0.1049885469999999|0.612295986|0.826796636|0.8856299320000001|0.70582155|-0.082614966|-0.095249919|0.022739546|-46.63227351|12.83540744|0.29417845|-30.34731959|7.244985517000001|47.95893876|0.6448452960000001|-26.32173133|59.46768095|0.463113582|1402.202743|-10.79015808|0.355154704|7.071346534|13.17102891|6103.311635|200.4681737|-485.55711339999993|0.028943339|1334.003357|482.9384172|16.33715751|0.0|1.0|1.0|2.0|3.32|0.1|21.0|-7.7|2.94|4.93|84.73|0.0|6.0|6.0|394.38|0.0|1.0|-4.32|3.6e-05|0.0142|3.0|0.0|7.8e-06|-0.06339|3917.0|4.43|3917.0|-1375.028093|583.37|1014.33|0.2249|0.68296|0.68296|0.2249|-0.2249699999999999|0.03299607|8.3|8.3
9_a3|0.0|0|0|0.0|0|6.823286122000001|0|0|0.187952252|-0.007847313|4.727387819|-0.100592457|1|0.034166667|-0.126542538|-0.298197887|0.065373003|10.31162238|0.023606557|1|-0.003863265|-0.216450234|0.083014843|0.923357627|0.6729843740000001|0.7327715159999999|0.84649775|-0.095161413|-0.083555008|0.007377805|-44.74600478|3.469130065|0.15350225|-18.47392835|1.6312253680000002|72.50764604|0.886859678|-21.04009269|48.21513485|0.413418346|1383.145159|-8.445224386|0.1131403219999999|5.004834198999999|8.532203772|4430.929894|53.19989715|-295.5828535|0.008976383|708.8118076000001|349.6957191|4.220799781|1.0|1.0|1.0|1.0|2.44|0.0|21.0|-7.26|4.9|4.62|80.04|0.0|2.0|2.0|303.38|0.0|1.0|-4.9|2.96e-06|0.000899|4.14|0.0|1.67e-05|-0.03999|5.8185|3.28|3.7356|-1256.0634710000002|512.44|857.36|0.2069|0.3639699999999999|0.6724600000000001|0.1127|-0.19833|0.0242342|4.96|4.96
47g_a18|0.0|0|0|0.0|0|7.03438793|1|1|-0.005500039|-0.005817448|4.844187086|-0.034211867|0|0.031179487|-0.048472184|-0.477030713|0.033759227|10.94702253|-0.008224928|0|0.00531392|-0.071877686|-0.264839041|0.765824398|0.750610215|0.780474694|0.834424154|-0.065225536|-0.08547236|0.013404131|-55.35188184|11.37505183|0.165575846|-61.55384106|9.653129118|47.07867403|0.731870777|-46.97287277|66.72693367|0.4913566339999999|2268.439188|-21.03738872|0.268129223|10.33698377|20.32265524|7870.887027|227.5405903|-1661.953709|0.016259076|2675.8994190000003|1347.416568|13.79782369|1.0|1.0|1.0|2.0|0.0|0.34|18.0|-9.22|3.22|3.6|88.97|1.0|13.0|4.0|541.68|0.0|0.0|-5.52|7.76e-07|0.000421|4.52|1.0|3.27e-07|-0.04413|3.0965|8.13|3.0965|-1743.346243|905.71|1604.37|0.5955|0.69828|0.69828|0.5955|-0.17202|0.02960182|8.0458|8.0458
12c_a31|0.0|0|0|0.0|0|7.765993078999999|1|1|0.046986783|-0.013026643|5.733341277|-0.055520387|0|0.040982906|-0.030192572|-0.690412101|-0.094991098|10.311698300000002|-0.056866055|2|-0.000813398|-0.048694677|-0.138799714|0.8083148840000001|0.842823186|0.8856644770000001|0.665463503|-0.104643824|-0.129736755|0.030543026|-66.41224264|19.38414321|0.334536497|-52.25551342|12.30215386|553.8695417|0.6817087|-42.14855504|85.79638585|0.448512808|1894.297124|-14.63154376|0.3182913|8.091269314|14.67172662|5676.394271|202.0036947|-731.5771879|0.023556702|1690.934456|583.9691392000001|14.95027019|1.0|1.0|1.0|2.0|3.1|0.35|16.0|-7.24|5.64|3.7|117.37|0.0|8.0|5.0|398.48|0.0|1.0|-4.16|5.85e-06|0.00233|3.1|0.0|2.31e-05|-0.0338399999999999|3.8328|4.6|3.8328|-1618.112841|679.71|1138.89|0.2625|0.7007399999999999|0.7007399999999999|0.2625|-0.19288|0.04023903|6.4202|6.4202
1m_a5|0.0|0|0|0.0|0|6.605297921|0|0|-0.252787668|-0.002410445|4.59511985|-0.005518104|2|0.026339869|-0.07112464|-0.096417794|-0.10797859|10.94856032|-0.011848312|1|0.00520748|-0.118494698|0.042813643|0.691858366|0.7824502320000001|0.851987765|0.8823955520000001|-0.070959368|-0.071478865|0.009030414|-37.380714700000006|4.7571353730000006|0.117604448|-19.83596661|2.506013299|0.235629561|0.73847373|-19.69180207|42.13785007|0.482646195|841.0375686000001|-8.041608085|0.26152627|6.911100301|13.35855701|4584.808374|137.7695311|-297.5394992|0.0172594319999999|764.8419772000001|383.4128238|9.092103139|1.0|1.0|1.0|1.0|2.11|0.0|23.0|-8.63|5.11|4.85|54.46|0.0|3.0|3.0|332.79|1.0|1.0|-4.74|2.99e-05|0.00996|3.69|0.0|7.82e-07|-0.0507699999999999|4.6678|3.48|4.3983|-1410.88022|553.42|926.13|0.5497|0.4527899999999999|0.45426|0.2373|-0.22857|0.03223201|7.3665|7.3665
37_a18|0.0|0|0|0.0|0|7.03438793|2|2|-0.0013530679999999|-0.005351023|4.844187086|-0.018808538|1|0.036746032|-0.018268775|-0.385273662|-0.034593342|10.94702064|-0.011713125|0|0.003512954|-0.0276034839999999|-0.1483628609999999|0.7100921609999999|0.725028151|0.761336899|0.831783747|-0.068500679|-0.074857954|0.009098426|-50.09028298|6.653112344|0.168216253|-40.02719655|4.865006968|60.1335413|0.7648766029999999|-36.62790634|56.74339533|0.488368082|1571.7484060000002|-15.30451633|0.2351233969999999|9.460456975|18.49074823|7035.839448000001|171.9311063|-1040.70711|0.0142451319999999|1860.709332|1056.535856|10.41657856|0.0|1.0|1.0|2.0|0.0|0.3|18.0|-8.82|3.68|3.3|76.5|0.0|7.0|3.0|480.6|1.0|0.0|-5.47|2.08e-06|0.000999|4.36|0.0|7.27e-07|-0.04925|3.2127|8.11|3.2127|-1532.974371|794.5|1395.35|499.0|0.69305|0.69305|499.0|-0.18119|0.02274574|7.4559|7.4559
16a_a10|0.0|0|0|0.0|1|7.535296702|1|1|-0.187414728|-0.00230615|5.4161004020000005|0.023926176|2|0.0334858389999999|-0.085711535|-0.152205915|0.014886502|10.92947902|-0.0048530629999999|1|0.011558506|-0.133979603|-0.162508526|0.748039584|0.772481675|0.813036304|0.916148686|-0.052574986|-0.076950669|0.013872737|-36.408063|9.606840334|0.083851314|-36.90194151|6.652715932|99.81657855|0.7270593190000001|-25.21250404|46.01490333|0.4629532229999999|1823.310808|-12.4990447|0.272940681|8.531706024|15.88633689|6366.0631060000005|189.0108247|-774.9407716|0.014796066|1539.147561|879.8636987|10.24624348|1.0|1.0|1.0|0.0|4.46|0.3|21.0|-8.5|4.73|5.19|56.07|0.0|9.0|5.0|439.55|1.0|1.0|-5.17|6e-06|0.00264|4.33|0.0|1.4e-06|-0.04647|5.6019|3.46|3.8718|-1395.13019|760.0|1310.44|0.3843|332.0|0.6852199999999999|0.0841|-0.20697|0.02819643|7.3279|7.3279
3b_a12|0.0|0|0|0.0|0|0.0|1|1|0.156777705|-0.007916598|0.0|-0.043495794|2|0.0375|-0.1215705419999999|-0.332497127|-0.065558712|10.9540388|-0.003968827|0|-0.003019113|-0.19952566|-0.071149325|0.914614654|0.768772928|0.82914101|0.903204699|-0.064393592|-0.088443201|0.0103611969999999|-33.57216667|5.401901357000001|0.096795301|-24.04018959|2.816328871|0.0|0.7688221909999999|-17.50314491|38.97406803|0.390744506|1935.211747|-9.246226764|0.2311778089999999|6.6333156660000006|10.88757628|4665.346939|120.5265876|-360.6028438|0.0166212889999999|899.6353646|406.0361621|8.665655511|1.0|1.0|0.0|1.0|2.98|0.05|18.0|-8.1|4.05|3.14|37.28|0.0|3.0|3.0|332.79|1.0|1.0|-4.64|5.539999999999999e-05|0.0184|3.78|0.0|2.63e-06|-0.07091|4.2092|3.96|3.7741|-1410.947421|548.05|915.37|0.5013|0.53738|0.6654800000000001|0.2418|-0.2232|0.02444371|7.3098|7.3098
14m_a23|0.0|1|1|-4.405643132|2|7.423568444|0|0|0.05521348|-0.008929306|5.351858133|-0.272389934|2|0.0431917209999999|0.028217372|-0.482182526|-0.034213923|10.3132176|-0.050626415|2|0.001951778|0.0879380709999999|-0.07256543|0.560094237|0.798384929|0.8581143859999999|0.9258118|-0.072795329|-0.089285878|0.017992415|-50.63012925|12.51396625|0.0741882|-43.19105542|8.703631619|0.0|0.7958339090000001|-35.21393496|63.1440955|0.476833897|2263.262957|-19.00406438|0.204166091|8.595073462|16.42895711|7588.823133|142.0002583|-950.2032192|0.017997351|1716.6767920000002|658.8108151|12.51739962|1.0|0.0|1.0|1.0|3.17|0.09|26.0|-8.23|4.42|6.19|105.02|0.0|6.0|7.0|479.48|0.0|0.0|-5.79|4.1200000000000004e-07|0.000198|4.46|0.0|2.85e-06|-0.08347|3.6774|4.2|3.6774|-1966.945041|707.56|1209.21|0.3335|0.65552|0.65552|0.3335|-0.23555|0.02296475|8.5171|8.5171
8f_a12|0.0|1|1|0.0|0|6.580639137|1|1|0.110310585|-0.008295703|4.59511985|-0.062406088|2|0.038347953|-0.013400998|-0.3981937339999999|0.028505422|10.31134658|-0.024023866|1|-0.00094279|-0.023769395|-0.070713228|0.902669729|0.7475224290000001|0.80546986|0.869823177|-0.072634742|-0.098932601|0.013287637|-41.27611074|7.550959323|0.130176823|-31.9483307|4.290980116|0.0|0.8381234340000001|-23.45595611|48.82707007|0.460344828|1448.568734|-12.34367323|0.161876566|7.016225129|13.00131176|5481.952981|91.98952021|-543.1216218999999|0.012030968|1140.340995|524.0516742|6.836832748|1.0|1.0|1.0|1.0|3.26|0.1|21.0|-8.42|4.99|3.41|78.41|0.0|3.0|4.0|369.44|1.0|1.0|-5.24|1.99e-06|0.000735|4.34|0.0|1.4e-06|-0.06179|4.1744|4.19|3.6536|-1481.115891|606.97|1020.81|312.0|0.59107|0.65098|0.2466|-0.2124|0.03056355|6.1898|6.1898
19_a31|0.0|0|0|0.0|0|7.401841579|0|0|0.062492295|-0.01001901|5.351858133|-0.086654127|0|0.0427124179999999|-0.044625452|-0.46087445|-0.040386271|10.31169935|-0.081641954|2|-0.0038998559999999|-0.095997335|-0.081398052|0.656654981|0.8558149140000001|0.902130276|0.7312647940000001|-0.0909201569999999|-0.113333675|0.014675044|-53.25742146|8.596058678|0.268735206|-38.88650245|5.035230173|67.42915967|0.776211804|-31.1960848|61.85348014|0.446100738|1992.2502|-12.37297805|0.223788196|7.0760696020000005|12.77501178|4917.329034|131.0862475|-544.4110343|0.0152483439999999|1197.365442|460.3754405|8.931875058|1.0|1.0|1.0|2.0|2.62|0.28|16.0|-7.39|5.8|4.33|98.91|0.0|7.0|4.0|358.43|0.0|1.0|-3.92|2.14e-05|0.0076799999999999|2.93|0.0|1.46e-05|-0.04308|5.0344|5.24|3.9477|-1489.4951640000002|625.93|1028.58|0.3205|0.5385300000000001|0.7005600000000001|0.2271|-0.20675|0.03702801|5.7447|5.7447
12f_a30|0.0|0|0|-4.734662095|0|7.412764017000001|2|2|0.156569208|-0.015345198|5.351858133|-0.274237737|2|0.041555556|0.1468972409999999|-0.874676289|-0.008663584|10.31162828|-0.046588557|1|-0.004395528|0.4304505939999999|-0.077457998|0.613786308|0.8246767140000001|0.876441789|0.8357464459999999|-0.090450992|-0.108935062|0.01570263|-63.81176255|11.07796031|0.164253554|-54.21787616|7.815328055|1.45550709|0.815175332|-45.01820228|74.88972286|0.472521727|2712.844784|-22.5055335|0.184824668|8.366190175|15.86072943|7634.176316|130.3909181|-1192.793275|0.01752821|2074.08593|696.6414817000001|12.36587885|1.0|0.0|1.0|1.0|0.0|0.17|17.0|-7.18|4.43|4.78|90.88|0.0|7.0|8.0|482.48|0.0|0.0|-5.92|1.99e-07|9.63e-05|5.05|0.0|3.19e-05|-0.05464|5.0587|5.52|3.5298|-1987.998635|729.87|1225.63|0.2166|0.32483|0.68471|0.1596|-0.20422|0.03400408|7.7144|7.7144
8e_a12|0.0|1|1|0.0|1|6.803505258|1|1|0.050021617|-0.006350143|4.727387819|-0.049397555|2|0.037430556|0.0661362779999999|-0.330207456|-0.087658302|10.94458094|-0.0309579439999999|1|0.005744805|0.112673977|-0.079913108|0.83954453|0.761892879|0.815412281|0.939627917|-0.05202522|-0.087795345|0.0155147339999999|-29.79080011|8.884082475|0.060372083|-28.78776717|5.0872236|0.0|0.7112578709999999|-17.05887601|38.67488258|0.45384745|2112.908299|-10.19566754|0.2887421289999999|6.446557205|11.80358346|5490.975165|165.34017769999997|-489.392042|0.019545275|1201.604574|561.9859171|11.19206011|1.0|1.0|1.0|1.0|3.01|0.14|21.0|-7.93|3.34|2.68|55.1|0.0|3.0|4.0|366.42|1.0|1.0|-4.69|4.25e-05|0.0156|3.53|0.0|4.34e-06|-0.05739|5.247999999999999|3.45|3.3044|-1177.593205|612.59|1048.44|0.2341|0.38889|0.6954899999999999|0.2252|-0.19338|0.02580783|6.2306|6.2306
47i_a18|0.0|0|0|0.0|0|7.03438793|1|1|0.053794607|-0.006882626|4.844187086|-0.066917145|0|0.037484277|-0.037689885|-0.440488042|0.073977454|10.94702091|-0.040514277|0|0.000427479|-0.057689282|-0.106018078|0.742536498|0.744472118|0.7842882870000001|0.8030751740000001|-0.0780255879999999|-0.089609068|0.009745543|-54.34379065|6.787641686000001|0.196924826|-43.46880696|4.727502734|82.81385171|0.8608685909999999|-37.84973202|61.13143233|0.487446923|1333.332089|-17.10248143|0.139131409|9.573882864|18.67881257|6353.6617320000005|96.90318745|-1043.251367|0.009393984|1739.959818|855.7438937000001|6.542785417999999|1.0|1.0|1.0|3.0|0.0|0.22|18.0|-8.98|3.28|2.8|85.29|0.0|8.0|3.0|440.54|0.0|1.0|-4.78|6.58e-06|0.0029|3.7|0.0|4.6e-07|-0.05062|3.2321|7.37|3.2321|-1416.233978|744.95|1297.7|0.5085|0.69175|0.69175|0.5085|-0.18299|0.02671774|7.7212|7.7212
41_a47|0.0|1|1|0.0|1|6.842683282|0|0|-0.225923786|-0.004083905|4.727387819|-0.072088843|3|0.042537538|-0.080388467|-0.187859623|0.024881402|10.98214139|0.075316535|1|0.0047106|-0.178132441|-0.1430639269999999|0.62974551|0.8417952740000001|0.900915114|0.823168463|-0.061101947|-0.0899793719999999|0.018348892|-34.50740631|10.36256127|0.1768315369999999|-28.69838714|5.852270304|0.0|0.653147815|-19.48810377|44.86996758|0.447046066|1073.170368|-9.34366093|0.346852185|7.168742909|12.96444871|5042.636398|195.8852341|-401.77742|0.023067788|1089.222944|439.9906467|13.02756406|1.0|1.0|1.0|1.0|3.18|0.16|21.0|-7.47|3.34|4.52|68.52|0.0|4.0|5.0|348.38|1.0|1.0|-3.9|0.000267|0.0929|2.49|0.0|1.17e-05|-0.05053|4.0167|2.41|3.7144|-1162.462261|603.1|995.43|0.2849|0.6779|0.68638|0.2504|-0.2026099999999999|0.02982752|8.0|8.0
14_a4|0.0|0|0|0.0|1|7.535296702|1|1|-0.2248919089999999|-0.001935612|5.4161004020000005|-0.04986736|1|0.0409444439999999|-0.0135414919999999|-0.069682036|-0.08389836|10.94612798|0.117232935|1|0.008943549|-0.031578333|-0.016862096|0.507307223|0.77505994|0.843811017|0.8510382459999999|-0.065776751|-0.071074269|0.013047382|-29.91067393|5.933038407000001|0.148961754|-14.69670456|2.697931638|85.72299913|0.768457211|-13.60128622|35.84371234|0.40126838|1378.961008|-6.23496557|0.231542789|5.304461808|8.859498364|3944.638539|105.2894945|-205.7538638|0.015779688|588.8091192|280.2639278|7.175500282000001|1.0|0.0|1.0|0.0|2.39|0.06|17.0|-5.71|3.59|4.09|30.71|0.0|2.0|3.0|277.3|1.0|1.0|-3.97|0.000396|0.11|3.09|0.0|0.000539|-0.03639|4.5233|3.22|4.2312|-918.9304744|475.32|794.51|0.1864|0.53298|0.55975|0.1067|-0.2102|0.020300099|5.8794|5.8794
3i_a32|0.0|1|1|-4.547725143|0|7.78113851|0|0|-0.157360524|-0.012358668|5.733341277|-0.363243817|0|0.05052381|-0.21362765|-0.4449120629999999|-0.26785886|10.3110028|0.022524712|3|-0.0106761939999999|-0.8373173840000001|-0.054335108|0.565740817|0.833699527|0.902293804|0.893827987|-0.093279684|-0.1132851459999999|0.015296821|-49.17963359|8.064907632|0.106172013|-31.48976464|4.252042736|0.201037767|0.77072347|-25.92886531|57.24454122|0.422644726|2141.3084710000003|-12.4050588|0.22927653|5.826629089|10.09193014|5656.349227000001|120.8809386|-409.3669403|0.021905206|1007.432506|318.0257595|11.54903146|1.0|0.0|1.0|1.0|2.49|0.13|19.0|-6.96|6.76|6.29|110.94|0.0|3.0|6.0|366.38|0.0|1.0|-5.16|5.37e-07|0.000197|4.23|0.0|4.01e-05|-0.06518|3642.0|3.38|3642.0|-1891.811327|530.5|876.0|0.4765|0.70322|0.70322|0.4765|-0.21278|0.02199999|8.2366|8.2366
12b_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|0.115940697|-0.009432679|5.733341277|-0.055500132|0|0.0388738739999999|-0.044307211|-0.462201267|-0.031446256|10.31100269|-0.053480599|3|-0.001662219|-0.079768013|-0.0852122769999999|0.788133615|0.838021287|0.8887585240000001|0.782593|-0.081450418|-0.097525366|0.016282332|-50.88975159|10.17310723|0.217407|-38.07076621|6.356098747000001|65.29222164|0.60420609|-31.79562339|61.06285882|0.430631506|3148.185476|-10.75912958|0.39579391|7.076348793999999|12.42841652|5653.268811|247.2897528|-494.9199607|0.025166975|1311.0306890000002|557.1050635|15.72418067|1.0|1.0|1.0|2.0|2.9|0.26|19.0|-7.65|6.49|4.19|140.04|1.0|7.0|4.0|397.52|0.0|1.0|-4.43|1.27e-06|0.000505|3.28|0.0|8.86e-06|-0.05173|3.5703|4.12|3.5703|-1880.732075|663.89|1109.93|0.2865|0.70258|0.70258|0.2865|-0.19976|0.0385132|7585.0|7585.0
4h_a46|-3.74433321|0|0|0.090767245|1|7.825245291|1|1|0.128214845|-0.005778576|5.587248657999999|-0.346835467|2|0.040890805|-0.057256598|-0.404500343|-0.021951549|10.31928028|-0.09922757|1|0.003087227|-0.0932537609999999|-0.030014575|0.739180305|0.7543177040000001|0.7955809979999999|0.767244275|-0.083155747|-0.083997524|0.010068754|-65.24476749|7.900037181|0.232755725|-51.70985599|6.198442205|19.09455432|0.805506105|-51.19164773|73.14480467|0.4866209529999999|3180.526173|-18.803584|0.194493895|8.138240742999999|15.85230406|7808.347937|152.6017078|-1241.036544|0.011589523|1963642.0|1021.999374|9.093247153|1.0|0.0|1.0|2.0|2.99|0.3|23.0|-9.2|3.46|6.18|124.17|0.0|6.0|6.0|502.63|0.0|0.0|-5.69|2.97e-07|0.000149|4.21|1.0|3.210000000000001e-07|-0.0389199999999999|4.2444|8.5|4.18|-1923.878801|792.61|1397.46|0.5451|0.55428|0.54445|291.0|-0.21008|0.04729184|6.6402|6.6402
16i_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|0.175604846|-0.0146198339999999|5.733341277|-0.075706124|0|0.0439583329999999|-0.056414399|-0.7748511779999999|-0.104899053|10.31100265|0.006037736|3|-0.001202032|-0.098841478|-0.120440534|0.801401734|0.836966894|0.8829894|0.801494708|-0.0857355019999999|-0.114771536|0.022335011|-56.03343427|14.59730623|0.198505292|-49.02383532|9.540239197|32.3175507|0.718964113|-36.62130242|70.6307405|0.455596751|3450.514629|-15.6876273|0.281035887|6.848009314|12.57892808|6355.471589|183.6742715|-784.3813651|0.021112022|1669.296604|636.0251562999999|13.79800742|1.0|0.0|1.0|2.0|3.16|0.3|19.0|-7.4|6.25|4.85|149.27|1.0|8.0|5.0|427.54|0.0|0.0|-5.09|9.25e-08|3.96e-05|4.19|0.0|1.7100000000000002e-05|-0.05044|3.6176|4.99|3.6176|-1995.279632|692.96|1175.51|0.2857|0.70222|0.70222|0.2857|-0.2002|0.02810109|8.2596|8.2596
12s_a36|0.0|0|0|0.0|0|7.412764017000001|2|2|-0.057853364|-0.007059109|5.351858133|-0.045035034|2|0.042804233|0.037454164|-0.4023692|0.0056370119999999|10.95352614|-0.050363149|1|0.003962098|0.063448144|-0.104118159|0.90414347|0.8060798779999999|0.856677627|0.8303378090000001|-0.07216709|-0.1000534719999999|0.019457471|-46.58030248|12.55883918|0.169662191|-41.6829437|8.106112169|10.23927133|0.754198383|-30.06529118|59.13914165|0.4604765839999999|2294.468358|-14.94294208|0.245801617|7.545963801|13.98635088|5890.905249|158.6528381|-791.9759303|0.018222417|1626.909053|662.0530478999999|11.76167282|1.0|0.0|1.0|2.0|0.0|0.17|17.0|-6.97|3.24|2.19|69.2|0.0|5.0|4.0|395.46|1.0|0.0|-4.3|6.929999999999999e-05|0.0274|3.04|0.0|4.270000000000001e-05|-0.04908|3.8751|3.48|3.7604|-1272.236664|683.24|1150.67|0.4501|0.6843600000000001|0.6928|0.0002|-0.20467|0.03416928|8.0458|8.0458
SB431542_a8|0.0|0|0|0.0|1|7.535296702|1|1|-0.007805495|-0.014434378|5.4161004020000005|-0.1950388569999999|1|0.041909722|0.096884952|-0.721718925|-0.029382296|10.94951956|-0.0453332859999999|1|-0.005306541|0.156874293|0.055198015|0.76592324|0.762577159|0.8220300859999999|0.5653298489999999|-0.128342313|-0.124595991|0.034730361|-76.82006387|20.78806656|0.434670151|-44.6389196|12.44282236|89.26670319|0.7608280590000001|-45.98111161|97.60813043|0.476091179|1947.072021|-17.46740332|0.239171941|7.360028263999999|14.04829994|6203.505123|143.157805|-803.5005528|0.025179219|1764.391093|529.053307|15.07117296|0.0|0.0|1.0|2.0|2.75|0.05|23.0|-6.76|3.13|2.72|112.23|0.0|4.0|5.0|400.39|0.0|0.0|-4.14|3.99e-05|16.0|2.4|0.0|6.96e-05||||||||||||||4.1019|4.1019
13a_a5|0.0|0|0|0.0|0|6.605297921|0|0|-0.154076582|-0.006081807|4.59511985|-0.033436214|2|0.023989899|-0.007871499|-0.328417593|-0.139517787|10.94530369|-0.025324157|1|0.003196482|-0.012798693|-0.035005746|0.746303189|0.8045357209999999|0.857293078|0.7667501609999999|-0.08903048|-0.0839257009999999|0.016739606|-57.31787843|10.77696869|0.233249839|-34.78546088|6.938219155|39.93934134|0.598791539|-36.90128585|68.09484712|0.460877309|1314.232685|-11.59515363|0.401208461|8.571729592999999|15.89940424|5628.9694|258.29825730000005|-591.3528349999999|0.02811638|1533.979782|620.5697596|18.10134317|1.0|1.0|1.0|2.0|2.46|0.13|23.0|-8.9|4.39|3.58|92.79|0.0|8.0|5.0|399.45|0.0|1.0|-3.74|0.000169|0.0675|2.19|0.0|5.02e-07|-0.05534|4.6285|3.81|4.2107|-1313.126035|688.18|1160.81|0.5953|0.41806|0.50037|0.1992|-0.22898|0.04138695|7041.0|7041.0
16b_a32|-3.3094926630000003|1|1|0.0|0|7.765993078999999|0|0|0.0873104119999999|-0.008469352|5.733341277|-0.3723824429999999|0|0.041958333|-0.012739425|-0.423467596|-0.018753196|10.31100078|-0.0657820279999999|3|-0.00180101|-0.023602065|-0.1202046419999999|0.745820612|0.852956281|0.907055332|0.7465375040000001|-0.088716278|-0.1083060409999999|0.015808858|-56.84546999|10.12961779|0.253462496|-44.4669946|6.490611388|9.827907321|0.7476362679999999|-36.42406481|66.97508778|0.414997448|3264.235184|-14.19159402|0.252363732|6.466656381|11.05406524|6612.089615999999|161.7035261|-667.0049190000001|0.017136832|1392.342653|597.8890744|10.98052464|1.0|0.0|1.0|2.0|2.48|0.28|19.0|-7.6|5.4|4.88|165.49|1.0|7.0|6.0|433.57|0.0|1.0|-4.55|5.19e-07|0.000225|3.14|0.0|1.1e-05|-0.05946|3.6211|6.37|3.6211|-2315.951437|676.92|1137.73|0.2849|0.70233|0.70233|0.2849|-0.2094099999999999|0.03900066|7.7696|7.7696
47a_a18|0.0|0|0|0.0|0|7.03438793|1|1|0.018016478|-0.006027559|4.844187086|-0.18843247|0|0.033641026|0.043161338|-0.464122017|-0.025401815|10.35082811|0.052572636|0|-0.000633273|0.066507683|-0.232940071|0.842412605|0.766261502|0.7991211029999999|0.778790861|-0.082855697|-0.099310031|0.014124484|-67.93456546|11.58086543|0.2212091389999999|-66.76209701|9.49531639|110.0917322|0.7936193709999999|-55.70051708|79.51543089|0.483193636|2250.179086|-24.3591435|0.2063806289999999|10.20255289|19.74153879|8405.670404|169.2144153|-1802.576619|0.014835962|2770.212274|1225.939287|12.16421601|1.0|1.0|1.0|3.0|0.0|0.28|18.0|-8.27|0.48|3.35|123.06|1.0|12.0|5.0|547.67|0.0|0.0|-5.58|1.8100000000000002e-07|9.9e-05|4.44|1.0|2.95e-06|-0.05191|3.1947|8.82|3.1947|-2098.773074|874.47|1536.87|0.6094|0.69508|0.69508|0.6094|-0.18291|0.0339441|9.0|9.0
