molecula|SddssS|n9FaHRing|SaaNH|SssssC|NaasN|nARing|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC1pe|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|PBF|FPSA3|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Brenk|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|pIC50|pIC50
12m_a30|0.0|0|0.0|0.0|0|2|0.096631895|-0.01047558|2|0.040839506|-0.1305457069999999|0.001371944|0.0488832779999999|10.31162838|0.0026474159999999|-0.084317059|-0.152855196|-0.5409445629999999|0.817497287|0.832758813|-0.036924662|-0.0974968869999999|0.893689741|0.770326886|-0.085422479|0.415971907|0.027352277|18.55926485|133.774348|0.216739951|147.06395700000002|12.59296644|237.0982213|-2.067195455|-39.32844052|-27.50290965|0.44976016|3058.3084710000003|-1402.648392|2370.879718|0.226267233|16.40342255|0.8173893040000001|153.52847759999997|-951.7351184|35.54574762|0.019500715|-371.4702679|1812.833129|683.7405759|1.0|0.0|1.0|0.0|4.66|0.0|0.13|3.4|2.48|1.0|0.0|6.0|6.0|-6.22|0.0|0.0|2.36|-5.01|0.000444|9.71e-06|0.0|0.0|3.7600000000000003e-07|0.000165|-57.0|5.0617|3.88|3.5496|-1743.174906|714.92|1204.39|349.29|255.0|244.95|0.68404|-0.15042|3.6891|0.04041755|7.5114|7.5114
17a_a6|0.0|0|3.3685510360000004|0.0|0|1|0.101940358|-0.012704951|1|0.041767677|0.04129257|-0.00460563|0.078798543|10.94948984|-0.00194781|-0.10896749|-0.180339002|-0.5624663560000001|0.850080948|0.7722228729999999|0.08716369|-0.106323149|0.8299950709999999|0.8013954109999999|-0.096082495|0.350977745|0.031147305|20.43213226|157.13173490000003|0.2469173469999999|161.9738174|13.40315088|554.1936506|-2.078379577|-41.34573382|-27.26767299|0.483320982|2816.084228|-1363.383649|2217.333474|0.22806502|16.13665395|0.935437602|149.60699319999998|-894.3577948999999|35.323795000000004|0.019808023|-356.769966|1766.18975|627.4287311|1.0|1.0|1.0|1.0|3.52|2.88|0.12|4.98|4.32|0.0|0.0|5.0|5.0|-5.89|0.0|1.0|3.59|-5.17|0.000637|6.69e-06|0.0|0.0|9.77e-10|4e-07|-0.05753|3.5421|4.04|2.9753|-1350.078838|696.96|1167.16|416.71|0.3933|350.03|0.7024|-0.12425|4.1627|0.02379552|7.6198|7.6198
19_a34|0.0|0|0.0|0.0|1|1|-0.068004837|-0.013066507|1|0.044107744|-0.189862762|-0.00802652|-0.143343425|10.95957634|-0.0042364759999999|-0.255220734|-0.401414514|-0.469568766|0.866604574|0.8022000659999999|0.08178394|-0.0235903339999999|0.8582665429999999|0.818710955|-0.112877411|0.308793959|0.039589023|19.74799697|131.5318459|0.360097548|179.6256831|9.850795895|470.4453529|-1.506964829|-28.08688512|-19.78189027|0.467358389|2127.363207|-751.7118302|1537.244187|0.3377105079999999|10.31797048|0.877434994|168.4584665|-374.9727034|29.86894781|0.029554695|-161.90813300000002|1135.020017|337.9440349|0.0|1.0|0.0|1.0|3.07|2.77|0.18|2.69|2.31|0.0|0.0|3.0|5.0|-7.01|0.0|1.0|2.1|-3.15|574.0|0.000704|0.0|0.0|9.42e-06|0.00291|-0.02901|4.1721|2.7|4.1721|-1046.5747720000002|538.96|882.87|297.18|0.2189|297.18|0.6897300000000001|-0.1735|3.4272|0.03168624|6.0044|6.0044
12c_a30|0.0|0|0.0|0.0|0|2|0.045997203|-0.006900253|2|0.042804233|-0.0983590219999999|0.00372838|0.019094532|10.31162888|0.003603419|-0.051371057|-0.090173435|-0.468696709|0.8264832879999999|0.824373792|-0.031986012|-0.1240820219999999|0.880943609|0.7463962120000001|-0.076777688|0.39541773|0.01588025|10.36785909|82.07537640000001|0.156067288|101.8928318|6.768942632999999|0.0|-1.833162702|-32.72642202|-24.42511853|0.452966315|2860.640481|-1196.830808|2456.062146|0.193871231|13.9883503|0.828040991|126.574178|-781.3839879|30.29927658|0.014695647|-399.7292126|1484.664552|652.8825454|1.0|0.0|1.0|0.0|4.62|0.0|0.14|4.47|3.27|0.0|0.0|5.0|4.0|-5.75|0.0|1.0|3.11|-5.44|0.0005139999999999|3.61e-06|0.0|0.0|6.03e-08|2.61e-05|-0.0542299999999999|5.0582|4.45|3.5286|-2035.339256|695.96|1168.62|351.37|0.2155|245.12|0.68457|-0.1496299999999999|3.7377|0.03433522|7.9914|7.9914
16c_a32|0.0|1|3.329674745|0.0|0|0|0.191088217|-0.01639019|0|0.03995614|-0.03152033|-0.0064007569999999|-0.031087095|10.31100271|-0.00369116|-0.1260956869999999|-0.229450999|-0.697601261|0.809370315|0.8607827790000001|0.0482801729999999|-0.061904762|0.915639476|0.764217655|-0.088841599|0.367322508|0.025791147|15.38819548|102.2022233|0.226956794|135.41296|9.181311842|37.0285246|-1.679836163|-31.62645048|-22.77882371|0.463897164|2649.168528|-1002.268243|3143.196853|0.3153632939999999|11.77670717|0.8653137670000001|188.1603823|-597.9997655000001|33.27140293|0.02579269|-220.3256617|1463.941729|513.9156315|1.0|0.0|1.0|1.0|3.5|3.08|0.22|5.64|4.21|0.0|1.0|7.0|5.0|-6.44|1.0|1.0|3.41|-4.41|0.000366|3.89e-05|0.0|0.0|1.0300000000000001e-07|4.13e-05|-0.0505|3.6264|4.12|3.6264|-1916.651132|639.66|1069.28|341.89|0.2955|341.89|0.70198|-0.14997|4.0551|0.02806787|8.3468|8.3468
3a_a49|0.0|0|0.0|0.0|1|1|-0.05210989|-0.006374689|2|0.0355787039999999|-0.044367345|-0.000349523|-0.060613765|10.92976559|0.000521532|0.002357097|0.003978478|-0.421478185|0.775818577|0.8145214209999999|0.012813604|0.008391259|0.8704151529999999|0.7476073409999999|-0.094437035|0.526915193|0.016205613|9.491036042|107.4001347|0.27109473|158.77029040000002|5.558553447|59.40691577|-1.504232653|-32.39206742|-17.97906469|0.474653816|2599.121578|-880.9741697000001|1793.526571|0.310225187|12.49907878|0.903506738|181.6875706|-515.9544212000001|26.06512204|0.021141449|-222.2883651|1277.19098|578.2841135|0.0|1.0|0.0|1.0|3.25|2.11|0.18|2.77|2.81|0.0|0.0|5.0|5.0|-7.67|0.0|1.0|2.02|-3.3|0.3379999999999999|0.000503|0.0|0.0|6.52e-08|2.51e-05|-0.05732|5.1647|3.16|3874.0|-1253.973708|635.89|1082.21|320.04|0.3467|240.06|0.66614|-0.15978|3801.0|0.03833529|7.1938|7.1938
12f_a40|0.0|0|0.0|0.0|1|0|-0.03356339|-0.006206277|0|0.040501792|0.070099257|0.008525796|0.108909202|10.31197207|0.006841832|-0.033224348|-0.054891771|-0.397377446|0.679527138|0.777316288|-0.160218113|-0.271493213|0.841769186|0.605644757|-0.067004323|3.43e-05|0.021549915|11.90644165|62.72992556|0.090006088|49.72883796|6.57837176|61.55859085|-1.150781297|-20.45387851|-18.16607804|0.490421149|2383.68369|-635.8127312999999|628.5604981|0.268555948|16.49362536|0.962404834|148.3785764|-351.2898849|24.83590915|0.0201199619999999|-255.7481174|869.2568204|384.1423925|1.0|0.0|1.0|0.0|3.24|3.61|0.06|5.35|5.44|0.0|0.0|3.0|3.0|-4.76|0.0|1.0|4.76|-5.99|0.0001|1.02e-06|0.0|0.0|4.81e-08|1.8100000000000003e-05|-0.07761|4.3313|4.77|2.8374|-2212.348599|572.63|951.55|436.97|0.4348|286.25|0.7029|-0.11765|3.2818|0.01077929|6.4202|6.4202
19h_a38|0.0|0|3.2723542610000003|0.0|0|2|-0.088176988|-0.007781653|2|0.042622739|0.14165187|-0.002526241|-0.043452674|10.96083376|-0.000673716|-0.101303149|-0.217394466|-0.420225236|0.724208473|0.819222745|-0.054149342|-0.121374121|0.8741648479999999|0.698414933|-0.082211319|0.3263113569999999|0.021234963|12.51014765|136.81322659999998|0.225371198|132.7728693|7.370099699|0.0|-1.979762478|-28.533396600000003|-23.32673803|0.47459722|2774.611523|-1166.336902|1839.424968|0.24620669|12.98143834|0.903301693|145.047677|-687.1237247|30.94580137|0.020207411|-299.0343596|1547.290068|595.8790650000001|1.0|1.0|1.0|1.0|4.8|2.43|0.14|3.13|2.55|0.0|0.0|5.0|4.0|-6.77|0.0|1.0|2.66|-4.17|29.0|6.77e-05|0.0|0.0|1.4e-07|5.610000000000001e-05|-0.05708|3.7384|3.41|3.5358|-1332.1538779999998|626.65|1092.17|350.65|0.2355|331.65|0.69012|-0.1467099999999999|6.9749|0.03396934|8.0348|8.0348
15_a3|0.0|0|0.0|0.0|0|1|0.079167398|-0.006742751|3|0.045993266|-0.182934001|-0.006419472|0.126641951|10.33806279|-0.004459728|-0.022386155|-0.039798975|-0.505519936|0.968837995|0.813015336|-0.103599654|0.036380489|0.866559772|0.911346861|-0.092342351|0.451058529|0.007901554|4.04445331|315.5421792|0.221091166|113.1667185|2.070175472|0.0|-1.50667999|-24.19332693|-19.28005913|0.461565365|2116.88728|-771.2023653|1433.713715|0.149672503|9.975434973|0.85723565|76.61068671|-394.7441342|22.67368656|0.010200078|-358.6340772|906.9474625|402.781061|1.0|1.0|0.0|1.0|4.12|0.0|0.24|2.21|1.56|0.0|0.0|2.0|5.0|-7.35|0.0|0.0|1.2|-3.02|547.0|0.000951|0.0|0.0|1.66e-06|0.000535|-0.06319|6.0077|2.33|3.7072|-1328.665275|553.81|916.07|334.44|0.4107|206.37|0.67902|-0.1576|1.9539|0.0228507|7.6021|7.6021
15_a31|0.0|0|3.155574452|0.0|0|1|0.1893807519999999|-0.018913735|0|0.038809524|-0.0302581979999999|-0.011797858|-0.070065105|10.31169996|-0.007631228|-0.157560864|-0.272545088|-0.6215974160000001|0.8314086070000001|0.8022000659999999|-0.0869591359999999|-0.116356616|0.8582665429999999|0.782925607|-0.116196194|0.287991212|0.038524836|20.47825449|141.1489667|0.4328912239999999|230.1075793|10.88541717|514.6215199|-1.58037081|-32.83191294|-22.10688462|0.466164359|2351.566145|-840.0616157|1675.977147|0.358466423|11.51842782|0.873235738|190.5463457|-446.5429972|34.45943505|0.03396368|-150.46712390000002|1309.458532|363.593507|0.0|1.0|1.0|1.0|3.31|1.64|0.19|4.12|3.0|0.0|0.0|4.0|5.0|-6.84|0.0|1.0|2.27|-3.57|18.0|0.000272|0.0|0.0|2.19e-06|0.000749|-0.04192|4569.0|3.9|4569.0|-1460.861851|556.68|925.93|271.36|348.0|271.36|0.5241899999999999|-0.15202|5.5793|0.03843988|5.9586|5.9586
16a_a23|0.0|1|0.0|0.0|2|1|-0.0147904689999999|-0.0054940769999999|3|0.046283951|0.062601621|0.012426121|-0.088255625|10.31321796|0.01226642|-0.181609054|-0.335065967|-0.380779155|0.765869487|0.8323974470000001|0.154144584|-0.116894582|0.890165467|0.7199622309999999|-0.041095401|0.181301571|0.021379172|13.80568132|9.922436905|0.0651629059999999|42.07919382|8.915071155|91.92609822|-1.311960953|-17.13669862|-16.6118386|0.49525751|2924.629647|-847.2037686000001|1801.957216|0.414079278|15.89802615|0.981208279|267.3932664|-547.0850515999999|28.35168303|0.02809646|-110.9672657|1445.935835|668.3493171|1.0|0.0|0.0|0.0|3.94|0.0|0.14|2.03|2.52|1.0|0.0|5.0|4.0|-7.02|0.0|0.0|1.85|-4.31|0.0111|4.86e-05|0.0|0.0|5.38e-06|0.0023|-0.0502|1.6239|2.49|1.6239|-1685.8794469999998|670.04|1172.0|763.49|0.2066|763.49|0.96307|-0.07625|11.6254|0.03391189|7.4037|7.4037
14a_a3|0.0|0|0.0|0.0|0|0|0.111575338|-0.009312773|3|0.043464052|-0.143740653|-0.00603969|-0.039177314|10.3116301|-0.004161699|-0.050943323|-0.094863591|-0.582572884|0.882394075|0.7574238740000001|0.164994144|-0.287221775|0.822587422|0.8255789570000001|-0.091731577|0.21389849|0.0140376889999999|6.904918591|256.5548327|0.209105063|102.8554977|3.396421044|83.70773843|-1.324537874|-22.1944701|-18.09776067|0.481997259|2160.698862|-651.519384|1186.412113|0.239123122|10.24853699|0.930491715|117.6209094|-320.4721558|23.78539971|0.0189212089999999|-256.6424807|856.2743893999999|358.3503513|0.0|1.0|1.0|1.0|3.27|2.2|0.06|4.28|3.71|0.0|0.0|2.0|4.0|-6.42|0.0|1.0|2.76|-3.99|0.0113|0.000103|0.0|0.0|1.28e-07|4.08e-05|-0.06736|3.2363|2.44|3.2363|-1327.485188|528.91|822.33|383.1|0.4524|383.1|0.69708|-0.1321|3.5358|0.02860456|7.5229|7.5229
17_a15|0.0|0|0.0|0.0|0|0|-0.046866421|-0.0071363569999999|2|0.036595745|-0.033968088|0.0016674189999999|-0.032903349|10.9544604|0.0032452509999999|-0.170008473|-0.263401148|-0.461493931|0.769376831|0.721188086|0.001376853|-0.023779626|0.76362781|0.740986227|-0.052869016|0.605886597|0.012890299|9.875456386|34.35335309|0.119540765|91.58201681|7.56573889|58.47512431|-1.596893495|-31.03055741|-20.73567196|0.474165158|2852.085573|-1223.4046460000002|2104.883413|0.346792631|15.15194163|0.90173781|265.6831633|-937.2690986|31.74439379|0.0217385279999999|-234.74904|1872.919233|822.8625688|1.0|1.0|1.0|1.0|3.63|3.99|0.15|4.89|6.0|0.0|0.0|7.0|4.0|-5.58|1.0|1.0|4.44|-5.65|0.00052|2.26e-06|0.0|0.0|1.9199999999999998e-10|8.43e-08|-0.03936|4.1461|6.89|3.8006|-1413.857182|752.08|1298.37|326.22|0.7247|299.04|0.7045100000000001|-0.15573|5.1268|0.04051306|7.9208|7.9208
1k_a5|0.0|0|2.9020229360000003|0.0|0|0|-0.216088148|-0.0030192829999999|2|0.026339869|-0.095857885|0.003886035|-0.145151027|10.9489659|0.003708988|0.019611905|0.045204303|-0.254495542|0.567806811|0.7824502320000001|-0.011552666|-0.022280685|0.851987765|0.558485747|-0.078995018|0.425724957|0.010892351|5.571869083999999|165.11680719999998|0.216307319|110.6497654|2.850231839|0.498979532|-1.114467843|-20.67084672|-15.40795854|0.48165588|2171.394196|-570.0944662|824.0133397999999|0.275045542|12.9461019|0.929220303|140.69669409999997|-291.6259112|21.25369168|0.019219352|-230.14624|786.3865923|357.34245360000006|1.0|1.0|0.0|1.0|2.71|2.02|0.0|4.88|4.76|0.0|0.0|3.0|4.0|-5.99|0.0|1.0|3.42|-4.3|0.0336|4.970000000000001e-05|0.0|0.0|4.99e-09|1.58e-06|-0.04516|4.7221|3.1|4.4063|-1050.51717|533.8|890.76|281.38|0.6242|262.56|0.5282|-0.1798799999999999|1.5911|0.03133456|7.3188|7.3188
14o_a23|0.0|1|0.0|-4.758526534|2|0|0.18835477|-0.014680137|2|0.046090147|0.135737344|-0.002390707|-0.029012777|10.3132174|-0.0004039459999999|-0.0962526|-0.2952674819999999|-0.653629157|0.598213287|0.802854174|0.000891427|-0.072078004|0.861597051|0.575188253|-0.072435569|0.328340215|0.018054548|12.835973699999998|110.3941788|0.0959220569999999|68.19627862|9.125801389|0.8929505459999999|-2.165196042|-36.61307972|-30.18347529|0.48945652|3399.6213840000005|-1539.35724|2297.392496|0.199698446|17.66041891|0.958697036|141.97663490000002|-1094.413931|37.71512766|0.019295686|-427.001863|1923.471511|676.4530574|0.0|0.0|1.0|1.0|3.55|3.62|0.09|3.97|6.18|1.0|0.0|7.0|8.0|-5.94|1.0|0.0|4.31|-6.0|6.38e-05|1e-06|0.0|0.0|1.12e-08|5.57e-06|-0.08059|3.6989|5.17|3.6989|-2042.161288|729.11|1236.72|335.19|385.0|335.19|0.58581|-0.1517|5.9294|0.02299729|8.4815|8.4815
12az_a36|0.0|0|3.465535084|0.0|0|2|-0.196183836|-0.009570959|2|0.040566449|0.078817323|0.000482522|-0.024018255|10.95957115|0.002872872|-0.176729938|-0.289604649|-0.387734368|0.884226781|0.812921349|-0.061924322|-0.021825174|0.858971809|0.8350231859999999|-0.071762413|0.411597359|0.034771534|24.36575918|60.11023222|0.180836387|126.71905359999998|17.0740303|8.104966044|-1.941527339|-35.23783652|-23.45695404|0.462897841|3039.528467|-1360.503334|2455.7577530000003|0.416134994|15.73229538|0.861843195|291.60189260000004|-953.3573311|40.17530387|0.034594361|-117.53490990000002|2330.167624|766.4854363|1.0|0.0|0.0|1.0|4.96|0.0|0.21|2.83|1.9|0.0|0.0|7.0|6.0|-7.13|0.0|0.0|1.75|-4.15|0.0342|7.13e-05|0.0|0.0|1.6100000000000005e-07|7.11e-05|-0.04967|3.8863|2.68|3.6095|-1461.962459|737.12|1252.18|343.5|0.4383|319.03|0.70333|-0.14879|6.3778|0.02800521|7.2366|7.2366
16d_a32|0.0|1|3.311658163|0.0|0|0|0.170838661|-0.017249763|0|0.0421759259999999|0.0115077539999999|-0.00839148|-0.134892903|10.31100273|-0.005427254|-0.128753933|-0.239509216|-0.68301199|0.816581223|0.8575664540000001|0.107238939|-0.0847953219999999|0.916850163|0.7689748270000001|-0.091212351|0.41654798|0.032003415|18.67986534|115.2070109|0.244506926|142.7146582|10.90312918|48.61700321|-1.493933474|-31.07481011|-21.26791022|0.4429631189999999|2588.214866|-871.9843187999999|3152.666302|0.384250302|11.16880283|0.79521327|224.2805611|-508.962859|34.53986301|0.0332953229999999|-135.1223777|1416.134383|457.7130665|1.0|0.0|1.0|1.0|3.35|3.01|0.18|5.26|3.82|0.0|1.0|6.0|5.0|-6.62|1.0|1.0|3.12|-4.18|0.000856|6.659999999999999e-05|0.0|0.0|2.55e-07|9.84e-05|-0.05068|3.6271|3.78|3.6271|-1877.332369|621.59|1023.44|341.83|0.2915|341.83|0.70217|-0.15009|3.2048|0.02818209|8.1135|8.1135
8g_a8|0.0|0|3.073183107|0.0|1|1|-0.000475415|-0.014340328|0|0.0438779959999999|0.000966222|-0.009140059|-0.025002199|10.94318883|-0.007047583|0.0794962979999999|0.162134281|-0.508072694|0.6784762320000001|0.734188081|0.121495775|-0.0571942009999999|0.790058057|0.656457444|-0.136742629|0.298992226|0.031118325|19.06725815|171.26571059999998|0.466064505|285.5736014|11.68315869|67.54104396|-2.464220973|-51.33906829|-32.12579035|0.479218966|2889.141422|-1509.912147|2148.49832|0.166939179|14.28792131|0.920192814|102.2893227|-925.1746152|38.56355928|0.017636126|-408.1554248|1812.487286|551.1746801|0.0|0.0|1.0|0.0|3.31|2.96|0.04|4.11|3.89|0.0|0.0|4.0|5.0|-6.34|0.0|0.0|3.5|-4.94|0.00209|1.16e-05|0.0|0.0|4.01e-08|1.67e-05|-0.05849|3.7495|7.17|3.7495|-1450.913472|635.27|1083.78|330.67|0.3904|330.67|0.69221|-0.15542|6.0697|0.04147516|5.3768|5.3768
10_a47|0.0|0|0.0|0.0|0|0|-0.003570214|-0.008013899|2|0.042276423|-0.169242585|-0.008120645|0.0814897|10.93671036|-0.0065562469999999|-0.021926603|-0.045289209|-0.45272733|0.7027461220000001|0.754096463|-0.138304661|0.011239977|0.8077565520000001|0.6913602740000001|-0.076311525|0.417511484|0.00951788|5.088920549|103.41137940000002|0.158929034|84.97451737|2.720890925|0.0|-1.592488524|-21.81529334|-18.9212254|0.411647394|2355.515804|-851.455143|1567.859561|0.198117368|10.66897998|0.699661037|105.9273263|-455.247149|23.5960035|0.014051737|-322.8149102|1061.820157|498.0016816|1.0|1.0|0.0|1.0|3.02|2.97|0.09|5.12|5.92|0.0|0.0|3.0|4.0|-5.08|1.0|1.0|4.41|-5.5|0.000638|3.18e-06|0.0|0.0|1.4199999999999999e-09|5.110000000000001e-07|-0.0486399999999999|5.7693|4.37|3.7236|-1188.3744|579.86|997.16|332.97|231.0|214.9|0.69212|-0.15445|1.9281|0.03158831|7.9|7.9
SB431542_a8|0.0|0|3.172627551|0.0|1|1|-0.007805495|-0.014434378|1|0.041909722|0.096884952|-0.0075336219999999|-0.029382296|10.94951956|-0.005306541|0.055198015|0.089375589|-0.494976661|0.76592324|0.762577159|0.229470029|-0.072891515|0.8220300859999999|0.7318727540000001|-0.128342313|0.274152231|0.034730361|20.78806656|170.1252996|0.434670151|260.1744351|12.44282236|89.26670319|-2.242727845|-45.98111161|-29.18257067|0.476091179|2801.428659|-1342.398251|1947.072021|0.239171941|14.04829994|0.908729075|143.157805|-803.5005528|38.35632812|0.025179219|-312.2404091|1764.391093|529.053307|0.0|0.0|1.0|0.0|3.35|2.75|0.05|3.13|2.72|0.0|0.0|4.0|5.0|-7.04|0.0|0.0|2.58|-4.14|16.0|7.28e-05|0.0|0.0|1.74e-07|6.96e-05|||||||||||||||4.1019|4.1019
16a_a32|0.0|1|3.357452523|0.0|0|0|0.205693867|-0.014399612|0|0.03995614|-0.053745649|-0.008098765|-0.062610718|10.31100271|-0.005552127|-0.107321286|-0.199563743|-0.707456102|0.859696525|0.8567078770000001|0.039965071|-0.098258706|0.909908319|0.81143469|-0.090389538|0.283324612|0.020664867|12.86051026|92.00611646|0.2434571689999999|151.5123947|8.003570876|66.13699638|-1.6726008419999998|-35.00816569|-23.13158502|0.450892763|2615.514164|-1040.921326|2992.60858|0.303179963|13.08168264|0.8211379000000001|188.6800971|-647.803815|33.19592405|0.023475264|-244.9767673|1493.816582|532.685565|1.0|0.0|1.0|1.0|3.53|2.66|0.22|5.32|3.79|0.0|1.0|7.0|4.0|-6.85|1.0|1.0|3.06|-4.04|0.00128|9.14e-05|0.0|0.0|5.04e-08|2.01e-05|-0.0567299999999999|3.6314|3.9|3.6314|-1896.770883|664.67|1096.48|341.42|0.2859|341.42|0.70245|-0.15045|1.3736|0.04088655|7.9586|7.9586
8_a47|0.0|0|0.0|0.0|0|1|0.003732288|-0.007835945|2|0.0363475179999999|-0.087101663|-0.008756|-0.153669322|10.93671024|-0.007648516|-0.00158075|-0.003223628|-0.4497577479999999|0.686795267|0.7847248109999999|-0.035681436|-0.223459904|0.842571655|0.659210804|-0.075955381|0.517797505|0.008687692|5.043798869|90.32612351|0.150243126|87.2263982|2.928269795|0.0|-1.646676195|-25.60148752|-20.78278301|0.414302597|2621.772106|-956.0080185|2217.264922|0.180297967|11.08581716|0.707366287|104.6752861|-555.0279614|25.35407034|0.012935553|-371.2177396|1166.287236|559.4973856|1.0|1.0|0.0|1.0|3.02|3.21|0.13|5.67|6.77|0.0|0.0|4.0|4.0|-4.79|1.0|1.0|5.03|-6.19|0.000104|6.490000000000001e-07|0.0|0.0|5.62e-10|2.28e-07|-0.05495|3.6696|4.91|3.6696|-1686.0356350000002|621.06|1071.62|337.87|0.2249|337.87|0.6877800000000001|-0.15357|3585.0|0.03283575|7.3|7.3
25_a12|0.0|0|0.0|0.0|0|0|0.00700113|-0.004103693|2|0.038787879|-0.089297664|0.000864238|-0.025245046|10.93676625|0.001783739|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|0.8472746290000001|0.638255008|-0.2430098439999999|-0.208172827|0.688743998|0.806844014|-0.054734834|0.120087607|0.004952762|2.580489093|37.96125329|0.052062825|27.12578432|1.3444869730000002|0.0|-1.362509125|-14.85843094|-17.31450713|0.448858246|2067.69985|-709.8947922|1907.027255|0.082701363|9.70173342|0.814415245|43.08908189|-369.8695347|18.87554002|0.005118351|-434.8420476|773.8971409|430.4348528|1.0|1.0|0.0|1.0|2.81|3.43|0.05|4.7|5.35|0.0|0.0|3.0|2.0|-4.82|0.0|1.0|4.29|-5.25|0.00162|5.63e-06|0.0|0.0|1.6399999999999995e-09|5.12e-07|-0.05352|4.2653|4.73|3.4532|-974.6328337|560.14|945.73|359.04|0.4483|290.68|0.69029|-0.14303|1.2494|0.024123749|7.6576|7.6576
16b_a32|-3.3094926630000003|1|3.2902303|0.0|0|0|0.0873104119999999|-0.008469352|0|0.041958333|-0.012739425|-0.008277865|-0.018753196|10.31100078|-0.00180101|-0.1202046419999999|-0.222700615|-0.586122949|0.745820612|0.852956281|0.056127969|-0.098450203|0.907055332|0.6762731040000001|-0.088716278|0.559199331|0.015808858|10.12961779|53.96132589|0.253462496|162.40756509999997|6.490611388|9.827907321|-1.624590613|-36.42406481|-22.14820988|0.414997448|3037.795494|-1040.965864|3264.235184|0.252363732|11.05406524|0.709394251|161.7035261|-667.0049190000001|29.62431176|0.017136832|-317.3487516|1392.342653|597.8890744|1.0|0.0|1.0|1.0|3.71|2.48|0.28|5.4|4.88|0.0|1.0|7.0|6.0|-6.72|1.0|1.0|3.26|-4.55|0.000225|2.84e-05|0.0|0.0|2.54e-08|1.1e-05|-0.05946|3.6211|6.37|3.6211|-2315.951437|676.92|1137.73|342.39|0.2849|342.39|0.70233|-0.14995|4.4055|0.03900066|7.7696|7.7696
LY580276_a4|0.0|0|0.0|0.0|1|1|-0.156842923|-0.001543874|1|0.044357639|0.0295482979999999|0.010217376|-0.172607392|10.94681614|0.009622161|-0.019747846|-0.042912895|-0.191806286|0.5162208110000001|0.7921620090000001|0.035666446|0.019144144|0.847526918|0.518109998|-0.057317455|0.243350596|0.008729943|4.207217677|11.22286434|0.131473004|63.36073061|2.027582675|82.46094409|-1.065352257|-13.31233017|-13.51117823|0.437093506|1948.220005|-513.4247728|1511.5340210000002|0.152153004|9.693623538|0.7764939829999999|73.32703409|-247.4345884|15.93586849|0.008312438|-335.2755182|605.5630025|345.4102548|1.0|1.0|0.0|1.0|3.01|3.04|0.22|4.49|4.43|0.0|0.0|2.0|3.0|-5.71|0.0|1.0|3.69|-4.21|0.0624|6.18e-05|0.0|0.0|2.75e-07|8.08e-05|-0.0225|5.2983|3.64|4.4918|-959.4723321|519.23|865.23|276.03|0.1905|234.01|0.68002|-0.18746|2.5355|0.023546627|6757.0|6757.0
8_a1 (SB-202620)|0.0|0|3.296085365|0.0|0|0|0.106916453|-0.013785521|1|0.037578348|-0.0443137679999999|-0.012672753|-0.1402198369999999|10.94957568|-0.0106277489999999|-0.019835038|-0.042643966|-0.612004804|0.674381582|0.743088715|-0.042789124|0.063001656|0.805476065|0.658433571|-0.117682533|0.174628594|0.015526845|8.809217494|208.2071465|0.351032497|199.1596945|4.997944864|64.70432539|-1.684343335|-37.88089785|-23.30777912|0.4564697679999999|2431.842132|-955.6189441|1736.664204|0.225760413|13.67402758|0.839824062|128.0860757|-542.1742393|30.104091200000003|0.019645498|-311.18185800000003|1234.267739|433.2550452|1.0|1.0|0.0|0.0|2.74|2.21|0.0|4.86|5.06|0.0|0.0|4.0|5.0|-5.94|0.0|1.0|3.7|-4.7|0.0041|1.98e-05|0.0|0.0|9.53e-09|3.42e-06|-0.0736899999999999|3.4052|5.32|3.4052|-1223.117248|586.27|977.87|364.11|0.5339|364.11|0.7026600000000001|-0.13683|3.4563|0.16177304|6.3979|6.3979
