molecula|NaaNH|SaaNH|SssssC|nAHRing|BCUTs-1|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|GATS1are|MATS8s|SIC2|GATS1pe|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|FNSA1|WNSA3|PNSA4|TASA|PNSA2|GeomRadius|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
8c_a12|0|0.0|0.0|1|1.283851303|-0.055163114|3|0.038787879|-0.106633503|0.0|-0.004211843|-0.036504737|10.95472932|-0.07003012|0|0|-0.00160589|-0.210669119|-0.370782022|-0.606245231|0.905486734|-0.10899871|0.8425863029999999|0.845077891|-0.101988384|0.239216075|0.019604202|-34.19075142|-52.04233846|10.00357546|83.24714315|81.4415307|-26.55601426|5.104595615|0.764449832|-17.44675795|-19.51587692|428.8355831|-780.6350769|5.670223821|0.8957467170000001|4610.945152|120.19586|25.52931025|0.018855428|1021.17241|9.621493319|0.0|1.0|0.0|0.0|1.0|1.0|3.91|0.11|-7.14|2.81|63.06|2.02|0.0|0.0|98.07|1.0|-3.47|24.0|5.0|1.0|-3.72|0.000339|107.0|0.0001899999999999|0.0598|2.5|0.0|0.0|7.24e-08|2.28e-05|-0.06706|4.3598|3.8341|-1022.77302|-1022.750382|551.66|323.37|284.38|402.43|-1022.613451|1.7305|0.02263772|-1022.663298|2.4806|0.04|7.3979|7.3979
27c_a34|0|0.0|0.0|1|1.4335249819999998|-0.1450543259999999|1|0.041728395|-0.08157574|0.0|-0.008017781|-0.028344637|10.95447877|-0.014364543|1|1|-0.004694534|-0.128393271|-0.2077985889999999|-0.543350914|0.850511415|-0.0360159139999999|0.8353837409999999|0.804740647|-0.12597014|0.32643486|0.0304948179999999|-76.84420762|-84.73908278|20.51361454|176.7076265|248.17931940000005|-57.00328784|13.79934071|0.7381974290000001|-51.69246989|-28.77931113|424.51250080000005|-1525.30349|8.808655321|0.738272657|6308.331369|176.1124482|38.98592708|0.022975949|2066.254135|15.45573273|1.0|1.0|1.0|1.0|1.0|2.0|3.55|0.12|-7.67|3.11|104.29|1.71|1.0|0.0|119.71|1.0|-4.75|32.0|5.0|0.0|-4.45|1.7800000000000002e-05|0.00759|3.52e-05|0.0151|2.9|0.0|0.0|2.13e-08|9.1e-06|-0.03792|4277.0|3.9186|-1426.521813|-1426.482676|709.72|316.4|289.89|558.04|-1426.246896|7.6204|0.03913684|-1426.31053|9.6148|0.8|6.0969|6.0969
11b_a50|0|0.0|0.0|1|1.3979498330000002|-0.014702942|1|0.038040936|-0.007722567|2.114272566|0.011959339|-0.218953127|10.94500697|-0.133073229|2|2|0.012037198|-0.162848233|-0.277408878|-0.266743077|0.701976536|-0.146696566|0.862408925|0.667956827|-0.069841183|0.229754094|0.019455771|-23.23499995|-36.43643854|10.1501574|7.949039772000001|35.832562100000004|-19.0090431|5.295379767|0.642051995|-12.12179711|-13.01301376|485.8716402|-546.5465781|5.697537591000001|0.751545111|4884.730303|186.7429782|20.26785036|0.021631609|851.2497152000001|11.28530137|0.0|0.0|1.0|1.0|1.0|0.0|3.44|0.15|-5.87|3.09|48.53|2.25|0.0|0.0|99.65|2.0|-3.58|25.0|3.0|1.0|-4.16|0.000263|0.0862|6.97e-05|0.0228|2.9|0.0|0.0|1.35e-06|0.000441|-0.02817|4.6471|3.9863|-1045.98235|-1045.961211|560.06|311.03|266.8|431.63|-1045.798634|2.7805|0.02113855|-1045.849774|3.7922|1.7|5.7696|5.7696
1f_a5|1|2.824395738|-4.398485453999999|0|1.218960329|-0.31059482|2|0.029105691|-0.118028278|0.0|-0.0012491689999999|-0.174016111|10.94527671|-0.000625|1|1|-0.000700145|0.001493879|0.004923698|-0.401165734|0.525406088|-0.060528915|0.834250802|0.513260607|-0.083857856|0.45528118|0.008403353|-50.98614411|-46.77243802|4.687041957|201.7057715|62.42799372|-26.08772825|2.614237829|0.757522389|-28.43795894|-19.87828616|495.3305784|-795.1314464|7.117418022000001|0.8764524309999999|5474.331675|135.2439659|26.24118632|0.01983997|1049.647453|11.06591332|1.0|1.0|0.0|1.0|1.0|1.0|2.9|0.05|-8.88|5.48|54.46|2.73|2.0|0.0|95.49|1.0|-4.79|27.0|6.0|0.0|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.00396|3.95|0.0|0.0|1.3300000000000002e-09|4.86e-07|-0.05346|4.7485|4.5758|-1288.353339|-1288.3196369999998|577.11|270.96|261.1|442.04|-1288.209882|3.7852|0.03370206|-1288.263745|4.9879|0.24|6.6198|6.6198
8m_a46|0|0.0|0.2148468989999999|1|1.160371261|-0.085284636|1|0.047345679|-0.134230003|0.0|0.0063680119999999|-0.120972269|10.94650201|-0.064176245|1|1|0.005865049|0.010184776|0.015631887|-0.380393836|0.783187801|-0.084989948|0.8142050040000001|0.77612204|-0.085204935|0.280198209|0.007059399|-48.32436573|-45.17474201|3.742817678|166.8508795|65.63194084|-23.9511632|1.984401749|0.8854896870000001|-25.62105988|-17.06601365|464.5573228999999|-767.9706141|5.684332261000001|0.7415609409999999|4439.758321|60.71213839999999|19.27296714|0.006689855|867.2835213999999|3.546889545|0.0|1.0|0.0|1.0|1.0|1.0|3.24|0.3|-6.46|4.16|50.94|2.62|1.0|0.0|96.16|1.0|-4.48|24.0|3.0|1.0|-4.56|3.3e-05|0.0105|2.78e-05|0.0088799999999999|3.72|0.0|0.0|3.5e-07|0.000112|-0.01818|5.3062|4.2881|-1014.126693|-1014.091966|570.72|289.14|233.66|489.57|-1013.91158|2.0174|0.03472717|-1013.962913|3.1675|229.0|6.6402|6.6402
12_a47|1|2.903215905|0.0|0|1.304330736|-0.078935336|2|0.036632997|0.001435849|1.555521837|-0.0047488359999999|-0.018573056|10.95005729|0.0295267039999999|1|1|-0.004332024|-0.006318684|-0.015039637|-0.326846977|0.6505449670000001|0.055943216|0.90246604|0.618808977|-0.091853238|0.266995634|0.018014416|-44.18983348|-47.83891561|9.382250925|63.89392714|112.4599133|-24.91541818|4.886454935|0.680723821|-23.01490672|-17.76874008|408.3591283|-621.9059029|7.042279354|0.920341815|4816.005822|166.28511369999998|26.10271529|0.025457205|913.5950352|13.25859692|1.0|1.0|0.0|1.0|1.0|2.0|2.73|0.0|-8.11|4.19|66.49|2.6|0.0|0.0|91.63|1.0|-4.51|24.0|4.0|1.0|-4.56|3.11e-05|0.0106|2.77e-05|0.00943|3.43|0.0|0.0|7.69e-09|2.61e-06|-0.0623|4.2907|3.9538|-1488.101254|-1488.064043|537.79|313.58|288.96|400.09|-1487.974738|2.1019|0.03721125|-1488.024564|3.5884|6.0|8.2|8.2
4d_a49|0|0.0|0.0|1|1.343847746|-0.058204482|2|0.036555556|-0.090862681|1.76904838|0.000607064|-0.053327669|10.92777282|0.013451218|1|1|0.001356445|0.000511959|0.000850823|-0.417231241|0.7745859279999999|-0.008564167|0.834151595|0.749565191|-0.085966608|0.410804214|0.013625199|-55.40321178|-52.95392476|8.392883773|85.21839288|152.3727245|-32.61868996|5.16986937|0.654728051|-34.12740785|-17.31186002|463.6097566000001|-900.2167208999999|7.998287218|0.8868392740000001|5915.214567|212.6814716|26.44129877|0.022019681|1374.947536|13.56373757|0.0|1.0|1.0|1.0|1.0|2.0|3.38|0.22|-7.58|3.16|98.72|1.25|1.0|0.0|115.63|1.0|-3.13|30.0|5.0|0.0|-3.35|0.000743|296.0|0.0004509999999999|0.18|1.45|0.0|0.0|2.64e-08|1.05e-05|-0.06309|5.7447|3.8047|-1293.333712|-1293.29417|668.09|325.87|215.82|495.7|-1293.049085|4.3005|0.0395418|-1293.107454|5.5765|18.0|7.7447|7.7447
4a_a46|0|0.0|0.210988875|1|1.13463711|-0.008364558|2|0.0473245609999999|-0.137420119|0.0|0.012632881|-0.11172225|10.96352058|-0.0466186959999999|1|1|0.0120924389999999|-0.082000707|-0.129430244|-0.143806973|0.679741138|-0.215877982|0.8075680409999999|0.683616517|-0.067863141|0.264863483|0.00935578|-28.50561609|-35.24319509|4.858713991|6.579492736000001|39.49069232|-18.30276019|2.523263761|0.742626378|-14.80375017|-11.49234623|479.8368017|-528.6479264|5.613813876|0.751302315|4481.754309|133.66119809999998|15.47527339|0.011380391|711.8625758999999|5.910149982|1.0|1.0|0.0|1.0|1.0|0.0|3.76|0.35|-6.82|4.18|43.6|2.35|0.0|0.0|96.74|1.0|-3.93|24.0|3.0|1.0|-4.31|0.000117|0.0372|4.89e-05|0.0156|3.34|0.0|0.0|1.53e-07|4.86e-05|-0.02921|4.5454|4.5454|-994.237445|-994.2146342|560.87|272.77|272.77|467.4|-994.028172|3.1825|0.022810825|-994.079365|3.7138|181.0|6.7423|6.7423
5_a47|0|0.0|0.0|0|1.304329328|-0.188550227|2|0.037492877|0.003858593|1.284688504|-0.012670377|-0.002627182|10.9367109|0.045246333|0|0|-0.011237954|-0.019811664|-0.0428873159999999|-0.454659897|0.7063295709999999|0.065981732|0.861595935|0.675164258|-0.1001981959999999|0.526509524|0.009936558|-46.33853208|-52.90420509|5.246458665|104.9032216|101.3974575|-27.93318665|2.770107005|0.781571204|-24.46654029|-20.34777119|426.5981263000001|-793.5630764|5.861037845|0.8997183470000001|5501.708422|115.3294396|26.03444329|0.017501741|1015.343288|9.240842159|1.0|1.0|0.0|1.0|1.0|2.0|2.67|0.0|-8.68|4.73|58.04|3.26|2.0|0.0|101.51|1.0|-5.65|26.0|4.0|0.0|-5.5|2.25e-06|0.000824|3.18e-06|0.00116|4.7|0.0|0.0|2.07e-09|7.590000000000001e-07|-0.05535|3.7083|3.7083|-1569.369195|-1569.333281|561.61|334.35|334.35|401.16|-1569.20723|2.9121|0.03591467|-1569.258939|3.8816|0.02|7.7|7.7
14a_a23|0|0.0|0.0|0|1.197964042|-0.0246126279999999|2|0.042992424|0.0446402609999999|0.757767133|0.012219066|-0.0518554529999999|10.31321831|-0.071842463|2|2|0.011363191|-0.073893976|-0.137733142|-0.446724057|0.72792508|0.114693804|0.816237166|0.6888154959999999|-0.08032517|0.225448915|0.019504497|-35.20994211|-50.79675604|12.33442989|38.57988954|51.42774883|-32.12331106|7.800158102999999|0.7807587890000001|-22.26638099|-21.61564087|580.9612768999999|-1015.935121|7.668841725|0.8602383659999999|6269.28943|138.6457355|27.68542751|0.016707951|1301.215093|10.56592489|1.0|0.0|1.0|1.0|1.0|1.0|3.41|0.05|-7.41|3.36|105.02|3.03|2.0|1.0|120.28|1.0|-5.47|30.0|4.0|0.0|-4.96|3.38e-06|0.00139|1.1e-05|0.0045299999999999|3.58|0.0|0.0|3.92e-08|1.6100000000000002e-05|-0.07379|3.7119|3.7119|-1629.928331|-1629.90669|665.5|334.02|334.02|516.58|-1629.690316|5.8775|0.0216412|-1629.748476|8.3962|3.0|8.5498|8.5498
15_a10|0|0.0|0.0|1|1.277647202|0.035396617|2|0.0353864729999999|-0.0729795729999999|1.981569297|0.009882584|-0.055918786|10.92966702|-0.05940848|1|1|0.009514122|-0.085979341|-0.136323668|-0.208590561|0.682616223|-0.079744227|0.863438637|0.635064845|-0.074144604|0.710970489|0.018614889|-35.30133759|-44.18725043|11.09373722|33.67392858|50.34268476|-26.33385303|6.61142847|0.646412648|-21.03820054|-15.04246823|545.6177511|-706.9960069|6.35937164|0.767351752|5769.347123|210.7240726|23.27068984|0.020932674|1093.722422|12.47504566|1.0|1.0|1.0|1.0|1.0|0.0|3.29|0.23|-8.3|4.91|52.83|2.53|2.0|1.0|111.21|1.0|-4.48|28.0|4.0|1.0|-4.81|3.32e-05|13.0|1.56e-05|0.0061|3.68|0.0|0.0|5.01e-09|1.96e-06|-0.05243|5.7922|3.7997|-1604.08794|-1604.057542|641.98|326.3|214.05|484.05|-1603.851644|4.5192|0.03039798|-1603.907391|6.1563|33.0|7.4815|7.4815
12aj_a36|1|3.482902101|0.0|2|1.29704406|-0.045035034|2|0.043848238|0.064171987|0.0|0.002951176|-0.103202936|10.95354213|-0.042227364|1|1|0.003962098|-0.104118159|-0.1763783589999999|-0.43462267|0.90414347|0.091113865|0.8632656809999999|0.856274847|-0.10279655|0.251263868|0.018305468|-46.79363201|-65.89100364|11.73352271|82.34300699|110.89910559999998|-42.23511741|7.521007149|0.77492734|-29.99399664|-23.62130319|530.0854761|-1251.929069|8.056502837|0.905958957|5763.333098|144.26810480000003|30.48195872|0.016684569|1615.543812|10.69455126|1.0|0.0|0.0|1.0|0.0|2.0|4.84|0.17|-6.97|3.24|69.2|2.24|1.0|0.0|128.72|1.0|-4.16|30.0|4.0|1.0|-4.3|6.929999999999999e-05|0.0274|5.05e-05|0.02|3.04|0.0|0.0|1.08e-07|4.270000000000001e-05|-0.05275|5.2301|3.6017|-1272.27339|-1272.241135|682.84|344.24|237.06|539.55|-1271.9998859999998|5.8554|0.03225532|-1272.060325|7.8393|17.0|7.7696|7.7696
13f_a6|1|3.440154557|0.0|0|1.429020649|-0.008507023|2|45.0|0.04505613|1.651047524|-0.003356527|-0.071478789|10.95053349|-0.049928822|1|1|-0.001446486|-0.126749697|-0.223618825|-0.466314952|0.841211811|-0.028317736|0.834167942|0.790249345|-0.092939631|0.176745407|0.018554018|-49.2635105|-62.41821579999999|12.46087045|62.42897239999999|91.85971442|-41.92004677|8.368715213|0.720711855|-33.08535238|-22.02995852|579.7398537|-1123.527884|9.050440345|0.6717890999999999|6128.208571|187.5697972|30.56694343|0.0196449239999999|1558.914115|13.19352214|1.0|1.0|1.0|1.0|1.0|2.0|3.56|0.08|-10.18|5.01|103.17|0.92|1.0|0.0|123.82|0.0|-5.11|32.0|5.0|0.0|-4.78|7.74e-06|0.00323|1.65e-05|0.00688|3.27|0.0|0.0|6.59e-11|2.75e-08|-0.07786|4.8413|3139.0|-1347.301285|-1347.266914|711.29|394.98|256.1|568.41|-1347.018087|10.8469|0.03437105|-1347.0794119999998|13.9612|42.0|7.3768|7.3768
9_a3|0|0.0|0.0|0|0.605017128|-0.100592457|1|0.034166667|-0.126542538|2.4071976040000003|-0.004918099|0.065373003|10.31162238|0.023606557|1|1|-0.003863265|0.083014843|0.141996379|-0.614170287|0.923357627|-0.260349706|0.7327715159999999|0.865283439|-0.083555008|0.506753484|0.007377805|-44.74600478|-39.28853824|3.469130065|223.4501605|72.17854599|-18.47392835|1.6312253680000002|0.886859678|-21.04009269|-17.96047462|398.0331029|-628.6166118|5.004834198999999|0.704792493|4430.929894|53.19989715|20.25176593|0.008976383|708.8118076000001|4.220799781|1.0|1.0|1.0|1.0|1.0|1.0|3.1|0.0|-7.26|4.9|80.04|2.42|1.0|0.0|92.69|1.0|-5.53|22.0|2.0|0.0|-4.9|2.96e-06|0.000899|1.25e-05|0.00379|4.14|0.0|0.0|5.5e-08|1.67e-05|-0.03999|5.8185|3.7356|-1256.087705|-1256.0634710000002|512.44|331.9|213.09|350.27|-1255.9558029999998|2.0863|0.0242342|-1256.002529|2.6661|10965.0|4.96|4.96
14b_a25|0|0.0|0.0|0|1.420015222|-0.0166120069999999|2|0.038137255|0.001683506|1.929508048|0.004725325|-0.012989126|10.93106299|0.0009956189999999|1|1|0.004892038|-0.043923908|-0.074541111|-0.3691494039999999|0.6524261960000001|-0.085205646|0.8333962429999999|0.632638761|-0.084160084|0.329662946|0.016003559|-52.75064158|-58.29440389|11.08504021|112.49583529999998|97.23019209|-40.37825712|7.678174472999999|0.772789587|-36.53830946|-22.67004596|595.4307570000001|-1224.182482|8.690235527|0.963240883|6760.594953|157.3797801|29.33534086|0.015746299|1584.108407|10.90684621|1.0|1.0|1.0|1.0|1.0|1.0|3.51|0.07|-9.65|4.48|96.49|1.8|2.0|0.0|130.97|1.0|-5.6|34.0|5.0|0.0|-5.23|2.49e-06|0.0011099999999999|5.86e-06|0.00261|3.88|0.0|0.0|2.23e-10|9.93e-08|-0.0584|5.4239|4069.0|-1444.544749|-1444.505985|716.14|304.7|228.59|603.27|-1444.266358|2.7037|0.03876374|-1444.330251|3.2784|22.0|7.6576|7.6576
4m_a46|0|0.0|0.16407746|1|1.134637002|0.051308728|1|0.041865079|-0.302054595|0.0|0.011122528|-0.142061192|10.94319657|0.007901235|1|1|0.010359417|-0.017992096|-0.029022201|-0.098201489|0.615482006|-0.099662698|0.7975218959999999|0.626578283|-0.0672468|0.373463876|0.010905551|-35.4774406|-35.43866734|5.74716122|6.161736337000001|26.89046601|-18.67596877|3.028720082|0.733236381|-18.69640205|-11.81288911|500.1036387|-531.5800101|5.329061873000001|0.8622201970000001|4750.325312|140.5828543|16.11061509|0.012232753|724.9776792|6.446588969|1.0|0.0|1.0|1.0|1.0|0.0|3.59|0.29|-6.88|4.25|54.5|2.5|1.0|0.0|98.69|1.0|-4.52|25.0|3.0|1.0|-4.57|2.99e-05|0.00981|2.68e-05|0.0088|3.69|0.0|0.0|1.31e-07|4.31e-05|-0.04808|6.0419|4.3476|-1031.138426|-1031.109224|558.63|285.18|205.21|468.63|-1030.929791|3.9226|0.02920209|-1030.980844|5.2326|1288.0|5.8901|5.8901
IN1233_a59|1|3.463603867|0.0|0|1.400923654|-0.12050413|2|0.0396875|0.163548857|1.983673343|-0.005614194|-0.011236836|10.93301779|-0.054458882|1|1|-0.004071701|0.001996439|0.003282792|-0.597167441|0.809917509|-0.107446431|0.80310139|0.778639593|-0.095213818|0.356444983|0.010831674|-61.73167061|-63.36348363|7.208329477|318.5587088|158.8351574|-42.16752524|4.79704394|0.810795898|-41.08157616|-23.91074854|506.6510632|-1267.269673|8.011984402000001|0.936631949|6206.818668|125.91272279999998|29.49046561|0.0134658889999999|1562.994677|8.961363774|1.0|1.0|1.0|1.0|1.0|2.0|3.48|0.08|-10.0|5.54|97.55|2.06|2.0|0.0|125.07|0.0|-5.59|32.0|4.0|0.0|-5.16|2.54e-06|0.00107|6.91e-06|0.0029|3.85|0.0|0.0|9.93e-11|4.17e-08|-0.05605|5.2194|3.5355|-1352.351584|-1352.326849|703.47|350.69|237.54|531.14|-1352.073755|5.4004|0.02473496|-1352.135303|7.6059|34.0|7.4685|7.4685
12bh_a36|1|3.50075137|0.0|2|1.297043258|-0.047482048|2|0.044197531|0.001012669|0.0|0.003676818|0.075747971|10.94728093|-0.035747988|1|1|0.0045625|-0.101854847|-0.169994208|-0.43574839|0.902377067|-0.211972014|0.833398429|0.857993338|-0.09959401|0.317612728|0.017627098|-47.04367494|-66.28126709|11.73109101|83.08294358|110.81353529999998|-44.11115058|7.807212275|0.783294222|-31.30825225|-23.6718811|554.7010591|-1325.625342|7.545637217999999|0.930697921|5957.443236|144.22085800000002|30.2209316|0.015307571|1692.3721690000002|10.18741188|1.0|0.0|0.0|1.0|0.0|2.0|4.95|0.21|-7.34|3.76|69.2|2.45|1.0|0.0|133.68|1.0|-4.54|31.0|4.0|1.0|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|3.41|0.0|0.0|4.55e-08|1.86e-05|-0.0525299999999999|3.8811|3.6255|-1311.589612|-1311.558898|715.94|341.97|319.46|575.23|-1311.293683|5.8338|0.03071385|-1311.356102|7.7975|14.0|7.8539|7.8539
19b_a38|1|3.26554965|0.0|2|1.297044256|-0.115864198|2|0.044392765|0.013765516|0.0|-0.006877664|-0.1381849369999999|10.96052467|-0.0697981979999999|1|1|-0.004358975|-0.098027247|-0.250781298|-0.443325632|0.653741315|0.019437461|0.8851623040000001|0.632625562|-0.11557289|0.336505882|0.0224393089999999|-53.38447032|-71.73053105|13.92699891|120.3048789|168.00390359999997|-44.51968852|8.643817972|0.7596369590000001|-33.13317155|-25.82299118|452.6479704|-1291.149559|7.159317935|0.91919733|6518.872269|149.181772|33.99385836|0.020570275|1699.692918|12.76697997|1.0|0.0|1.0|1.0|0.0|3.0|4.82|0.14|-7.12|3.55|81.23|2.78|1.0|0.0|125.65|1.0|-4.25|31.0|5.0|0.0|-4.33|5.68e-05|0.0238|4.67e-05|0.0196|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|-0.05031|5363.0|3.7509|-1431.414099|-1431.38073|646.81|330.55|231.18|485.64|-1431.18309|5.5253|0.03336932|-1431.2418630000002|6.3396|12.0|7.9172|7.9172
7g_a8|1|3.095238804|0.0|1|1.39137419|-0.067360394|0|0.0448526079999999|-0.030968098|0.0|-0.00087806|-0.027838247|10.9431888|-0.027717137|1|1|0.0002620309999999|0.021974492|0.046246982|-0.418049442|0.627990269|0.098510683|0.79995525|0.606087461|-0.1122315669999999|0.306360885|0.031841955|-64.55562181|-67.26263865|19.08352484|144.290464|180.1699331|-40.31185423|11.43714084|0.806738465|-38.68948451|-27.51653399|419.1502102|-1210.7274960000002|7.588498875|0.8889952590000001|6293.364606|115.825531|34.10836993|0.018613449|1500.768277|11.15541466|1.0|0.0|1.0|1.0|0.0|1.0|3.29|0.04|-7.91|4.94|80.04|3.4|2.0|0.0|108.0|1.0|-5.78|30.0|5.0|0.0|-5.44|1.67e-06|0.000667|3.59e-06|0.00143|4.38|0.0|0.0|1.23e-08|4.92e-06|-0.06621|3.7874|3.7874|-1374.493069|-1374.4533210000002|620.67|327.36|327.36|507.78|-1374.291597|10.1546|0.03974865|-1374.3479960000002|12.9547|21.03|4.6772|4.6772
6_a47|0|0.0|0.0|0|1.304328257|-0.1738997619999999|2|0.042276423|-0.14404966|1.291219116|-0.010708889|0.051455447|10.93671042|0.0402365489999999|0|0|-0.0094242819999999|-0.020576777|-0.04324355|-0.459934519|0.701994505|-0.149904224|0.84654143|0.672308592|-0.096689626|0.446564415|0.009820713|-43.43026699|-52.41283988|5.323543706000001|101.7290544|85.6917678|-28.411587800000003|2.885749555|0.7943908059999999|-23.54237714|-19.96679614|456.3812788|-838.6054381|6.480620646|0.6832388209999999|5766.962611999999|111.4552019|25.13472712|0.0154005|1055.658539|8.348196185|1.0|1.0|0.0|1.0|1.0|2.0|2.82|0.05|-9.06|5.24|58.04|3.48|2.0|0.0|106.47|1.0|-6.02|27.0|4.0|0.0|-5.79|9.53e-07|0.000362|1.63e-06|0.000619|5.06|0.0|0.0|8.71e-10|3.310000000000001e-07|-0.05354|5.5188|3.7196|-1608.684886|-1608.652005|576.56|333.32|224.66|422.9|-1608.50108|3.2606|0.03288085|-1608.554019|4.2153|13.0|7.9|7.9
13b_a5|1|2.948625157|0.0|1|1.338814635|0.011339656|2|0.02468599|-0.006314305|0.0|0.0064510459999999|-0.104404004|10.94530329|-0.017963913|1|1|0.0066003869999999|-0.055701188|-0.091464693|-0.357011244|0.6700114770000001|0.03431921|0.8184221559999999|0.653356347|-0.074710354|0.468748106|0.0138892369999999|-44.93506461|-48.3067033|8.980592802|14.41650822|108.9128108|-31.23446039|5.806729729|0.654076389|-29.05440446|-17.04942469|537.6736515|-869.5206594|8.427551282000001|0.837970799|5678.380299|223.6695238|26.06641209|0.021552174|1329.387016|13.93534415|0.0|1.0|1.0|1.0|1.0|1.0|2.97|0.17|-8.36|4.64|74.77|1.96|1.0|0.0|119.8|1.0|-4.24|30.0|4.0|1.0|-4.43|5.69e-05|0.0225|3.75e-05|0.0148|3.01|0.0|0.0|4.36e-09|1.72e-06|-0.05177|4.6733|4.1793|-1276.066049|-1276.030896|672.43|296.66|265.31|503.93|-1275.806761|3.5881|0.035153|-1275.865034|4.7964|0.11|6.9586|6.9586
12ax_a36|1|3.429529478|0.0|2|1.280791885|-0.040458296|2|0.043383838|0.075802407|0.0|-0.001012333|-0.057017299|10.958822|-0.034663063|1|1|-0.00097037|-0.101451485|-0.1716508239999999|-0.440372791|0.884841888|-0.0394369539999999|0.892249657|0.771220556|-0.107815607|0.375647684|0.019128091|-49.32384393|-72.11700812|12.79462904|36.17982162|102.4490387|-48.23849712|8.558226304|0.7648530440000001|-32.99232962|-25.96212292|566.4430628|-1298.106146|7.563197245|0.955040697|6741.969187999999|157.28794140000002|33.94393618|0.018645135|1697.196809|12.47158322|1.0|0.0|1.0|1.0|0.0|2.0|4.74|0.14|-7.76|3.99|69.2|2.99|2.0|0.0|133.77|1.0|-5.08|31.0|4.0|1.0|-5.18|8.27e-06|0.00372|6.55e-06|0.00295|3.93|0.0|0.0|1.74e-08|7.83e-06|-0.05596|5.2372|3.8889|-2152.130959|-2152.100515|699.67|318.82|236.74|552.0|-2151.910753|4.5001|0.03044421|-2151.971761|6.0402|12.0|7.9208|7.9208
12u_a30|0|0.0|0.0|2|0.604983445|-0.027452346|2|0.043383838|-0.091507428|0.0|0.002431329|0.028815747|10.31162873|-0.0646674999999999|1|1|0.001805829|-0.0493878409999999|-0.0857954809999999|-0.467189145|0.8149999040000001|-0.055829439|0.889479916|0.711738503|-0.097867106|0.477056017|0.015562896|-51.83732031|-65.55148142|10.42404292|78.15130994|100.8445957|-43.90644499|6.982033926000001|0.810462868|-34.72068676|-25.41792137|568.9563615000001|-1245.478147|7.804487592999999|0.7958728709999999|7133.515802|126.9521524|31.36222814|0.014495402|1536.749179|9.709034401|1.0|0.0|1.0|1.0|0.0|1.0|4.63|0.14|-7.8|5.11|81.65|3.79|2.0|0.0|137.3|1.0|-6.58|31.0|4.0|0.0|-6.04|2.64e-07|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|0.0|1.58e-08|7.39e-06|-0.0528299999999999|3.5003|3.5003|-2494.962309|-2494.927579|705.15|354.21|354.21|559.16|-2494.736802|5.3020000000000005|0.03472994|-2494.7995530000003|7.0553|34.0|7.4647|7.4647
16i_a32|1|3.352437091|0.0|0|0.6094207429999999|-0.075706124|0|0.0439583329999999|-0.056414399|2.078707411|-0.003511776|-0.104899053|10.31100265|0.006037736|3|3|-0.001202032|-0.120440534|-0.211019184|-0.700853898|0.801401734|0.134577711|0.8829894|0.761506727|-0.114771536|0.5368697929999999|0.022335011|-56.03343427|-75.01027196|14.59730623|90.08098301|129.7354415|-49.02383532|9.540239197|0.718964113|-36.62130242|-24.00328703|523.8261846|-1200.164351|6.848009314|0.836873682|6355.471589|183.6742715|33.38593207|0.021112022|1669.296604|13.79800742|1.0|0.0|1.0|1.0|1.0|2.0|3.75|0.3|-7.4|6.25|149.27|1.34|3.0|0.0|116.75|1.0|-7.03|29.0|5.0|0.0|-5.09|9.25e-08|3.96e-05|8.18e-06|0.0035|4.19|0.0|0.0|4.01e-08|1.7100000000000002e-05|-0.05044|3.6176|3.6176|-1995.307733|-1995.279632|692.96|342.72|342.72|573.38|-1995.055356|3353.0|0.02810109|-1995.11813|4.0568|6.0|8.2596|8.2596
