molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|MATS7i|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|MATS8d|GATS1pe|nFaHRing|RASA|PBF|FPSA3|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
12bg_a36|0.0|0|0|3.434779148|0.0|0|7.412764017000001|2|1.29692796|-0.040957653|-0.0076819|5.351858133|-0.044573523|0.057879142|0.0|-0.414822602|10.95885259|-0.0206090089999999|1|-0.00097037|-0.1716508239999999|-0.4459167329999999|1|-0.033696875|0.771220556|0|0.840610352|0.543472602|0.019606406|13.44952052|107.3347739|0.159389648|109.3374477|-0.036959207|-48.31008346|0.747867728|-1.847960372|-35.49918495|-25.35312333|2925.402039|576.6383913|2915.548359|7.549463377|14.04434294|0.860310096|6753.439903|172.9566471|-869.5815023|33.900544700000005|-340.0625449|1695.0272350000002|13.35534589|1.0|0.0|2.0|4.75|0.0|17.0|-7.76|3.99|133.77|0.0|5.0|-5.08|31.0|4.0|-6.26|450.32|0.0|1.0|1.0|2.82|-5.18|0.00372|0.00295|3.93|0.0|1.74e-08|7.83e-06|-0.0542299999999999|3.8944|-2152.13793|703.94|318.36|318.36|0.69395|0.69395|0.4409|6.6844|-0.21166|0.03334656|-2151.975577|7.8239
14b_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0|0.605016869|0.143500839|-0.009130444|4.727387819|-0.1160619169999999|-0.1551678719999999|1.7086790859999998|-0.356087317|10.31162234|-0.102362298|1|-0.004161699|-0.094863591|-0.575695827|3|-0.170297225|0.8255789570000001|1|0.786476513|0.379746504|0.012828558|6.273415527999999|252.49572540000003|0.2135234869999999|104.4171556|-0.036469822|-24.15156108|0.766915433|-1.312913604|-21.76034149|-17.83445545|2160.565755|384.6023764|1289.104749|4.989782639|9.738358819|0.951659927|4803.535505|113.9829058|-313.9702941|23.25478753|-261.0537205|837.1723509999999|8.483998032|0.0|1.0|1.0|3.18|2.5|21.0|-6.89|4.28|93.25|0.0|2.0|-4.45|23.0|4.0|-6.42|319.38|0.0|0.0|1.0|2.82|-3.99|0.0113|0.0327|2.58|0.0|1.28e-07|4.08e-05|-0.06676|3.0724|-1327.514377|524.27|403.54|403.54|0.70123|0.70123|0.2276|2.8743|-0.19618|0.02844675|-1327.398177|6.4202
4_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0|0.60501714|0.2122551539999999|-0.008561428|4.727387819|-0.161259999|-0.08769805|1.882124381|-0.325334256|10.31162267|0.0248526079999999|1|-0.007022144|0.127253753|-0.607238634|1|0.041477445|0.628171026|1|0.74053397|0.5842630360000001|0.008006786|3.806447632|235.6982345|0.25946603|123.350856|-0.039478171|-22.30593113|0.866976271|-1.381735991|-24.93884341|-18.76802992|2142.972568|352.05186289999995|1548.626215|5.05182773|8.648209506|0.711897153|4885.093366|63.23984222|-312.2830359|21.6476858|-348.9230345|757.6690029|4.799426464|1.0|1.0|1.0|2.94|2.6|21.0|-7.53|5.3|92.65|0.0|2.0|-5.69|23.0|3.0|-5.21|321.37|0.0|0.0|1.0|4.09|-5.09|0.00065|0.00264|4.3|0.0|2.950000000000001e-08|9.48e-06|-0.0584299999999999|5.9341|-1355.332318|504.29|356.58|208.93|0.3809|0.6896|119.0|2.3542|-0.20826|0.02921941|-1355.239905|5.9
12s_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984545|-0.00019297|-0.007621736|5.351858133|-0.095120438|-0.0601024909999999|0.0|-0.403952011|10.31162892|-0.04950715|1|-0.001131023|-0.145315868|-0.446807335|1|-0.080971844|0.591758164|0|0.706713791|0.404041243|0.019324097|12.51292194|89.91581294|0.2932862089999999|189.9114627|-0.040189672|-43.45862792|0.790481833|-1.969293912|-38.04400919|-26.02399668|2977.11642|457.6180044|2368.4646620000003|8.066744794|15.14544373|0.877516163|6639.7334200000005|135.66918710000002|-825.7139305|32.92168852|-376.1910929|1613.162737|11.26623|1.0|0.0|1.0|4.63|0.0|17.0|-7.16|4.67|127.19|0.0|5.0|-5.49|31.0|6.0|-6.06|434.46|0.0|0.0|0.0|3.21|-5.17|0.00141|0.00291|4.07|0.0|6.900000000000002e-08|3e-05|-0.0551|5.0438|-1774.236634|677.35|350.75|245.81|0.43338|0.68458|0.1576|3.0335|-0.20495|0.03401064|-1774.072418|8129.0
35_a18|0.0|0|0|0.0|0.0|0|7.03438793|2|1.251175948|0.068150325|-0.00622005|4.844187086|-0.020425504|-0.069149293|0.0|-0.44784362|10.94702087|-0.0098863069999999|0|0.00113101|-0.117857059|-0.5009599889999999|0|-0.017913121|0.7277482059999999|0|0.800765945|0.3888901179999999|0.008853796|6.525195505|118.7214377|0.199234055|146.8343246|-0.033440195|-45.74482543|0.874573807|-2.273933228|-44.44264921|-24.64522632|3038.429834|590.1597827|1761.858479|9.184536969|17.18442554|0.87101708|6995.248058|92.43836482|-1235.110287|28.17969862|-552.1173777|1916.219506|5.862051629|1.0|1.0|3.0|4.3|0.0|18.0|-9.55|4.13|151.05|0.0|8.0|-6.06|36.0|3.0|-6.0|480.6|0.0|0.0|1.0|3.07|-5.53|0.000415|0.0014199999999999|4.55|0.0|2.81e-10|1.35e-07|-0.04879|3.2146|-1533.002975|796.47|385.69|385.69|0.69279|0.69279|0.4981|2.0432|-0.18079|0.02600607|-1532.627182|7.6198
12e_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984231|-0.0026669809999999|-0.0077937519999999|5.351858133|-0.029595542|-0.010682095|0.0|-0.444243861|10.31162844|-0.055954785|1|0.0053380919999999|-0.154412059|-0.417089226|1|-0.097868612|0.7933543279999999|0|0.816703705|0.407218612|0.024254701|16.08914569|106.2790684|0.183296295|121.5880081|-0.035153347|-43.14823836|0.7071208529999999|-1.863127413|-34.82676424|-23.31866823|2920.484542|541.7533217|2392.685958|8.069355055|15.14403079|0.8767337279999999|6421.289402|194.2788429|-819.8165288|32.97692061|-274.7836441|1747.776792|15.05551106|1.0|1.0|1.0|4.72|0.0|17.0|-6.74|3.89|133.77|0.0|6.0|-5.44|31.0|5.0|-6.19|428.51|0.0|0.0|0.0|2.57|-4.93|0.00154|0.0050799999999999|3.84|0.0|1.84e-07|7.87e-05|-0.05044|5.0412|-1690.3021629999998|709.98|356.82|245.94|0.3304|0.68605|151.0|5551.0|-0.19804|0.03344515|-1690.092998|7.9431
12j_a36|0.0|0|0|3.502198129|0.0|0|7.412764017000001|2|0.6293514410000001|-0.084183025|-0.007086381|5.351858133|-0.0446165029999999|0.091496219|0.0|-0.41101009|10.33556498|-0.051080247|1|0.003710345|-0.133106642|-0.436310965|1|-0.089459459|0.855081905|0|0.852586292|0.362692602|0.018160631|11.99396966|26.39145693|0.147413708|97.35760604|-0.037113558|-46.00836307|0.7758129420000001|-2.004132137|-30.5197407|-24.51120192|2881.20453|563.0803357000001|2536.987511|7.483427579|13.78874575|0.8425708820000001|6352.018345|148.06163930000002|-874.1588982999999|31.59421634|-364.314663|1706.0876829999995|10.92807939|1.0|1.0|2.0|4.86|0.0|17.0|-7.05|3.33|135.47|0.0|6.0|-4.85|31.0|4.0|-6.64|427.52|0.0|0.0|0.0|2.33|-4.51|0.0061|0.0132|3.19|0.0|8.95e-08|3.83e-05|-0.05098|5.2072|-1670.448063|694.28|327.94|238.1|0.37116|0.69967|98.0|6.4451|-0.20593|0.02793415|-1670.245584|8.0
14i_a23|0.0|1|1|0.0|0.0|2|7.423568444|0|1.197963212|0.142566578|-0.010148243|5.351858133|-0.130330047|0.040408197|0.7151570629999999|-0.558153376|10.31321758|-0.026731172|2|0.002496501|-0.033435987|-0.569707595|2|-0.04255066|0.7333675390000001|1|0.777952733|0.266320368|0.0214262489999999|14.65077903|324.811841|0.222047267|151.83084580000002|-0.039760909|-45.14777443|0.7780956840000001|-2.027806362|-41.59306642|-27.18760085|3097.406945|531.9462982|2447.1741030000003|8.107659819|15.53342127|0.915894552|7030.347905|151.7330992|-948.103263|34.94120504|-380.3109456|1782.001457|13.18112713|0.0|0.0|2.0|3.56|2.64|26.0|-6.96|2.57|128.38|1.0|6.0|-5.21|33.0|5.0|-7.33|454.51|1.0|0.0|0.0|2.61|-4.39|0.00278|0.0183|2.46|0.0|1.11e-07|5.03e-05|-0.08025|3.6931|-1798.64228|715.68|335.72|335.72|0.55606|0.55606|0.3639|5.9563|-0.23121|0.03394466|-1798.434186|8.4622
9_a10|0.0|0|0|0.0|0.0|1|7.535296702|1|1.377786667|-0.096384071|-0.004530817|5.4161004020000005|-0.032199235|-0.048732912|1.754798254|-0.285441469|10.92721632|-0.1048161059999999|1|0.007847998|-0.239634564|-0.362724972|2|-0.169389445|0.692424727|1|0.8694452140000001|0.6816795959999999|0.013842683|9.815155744|86.66800495|0.130554786|92.56988349|-0.028592687|-42.40634438|0.73129178|-1.686968561|-29.00379197|-20.27364785|2904.874289|616.4802143999999|2284.568215|8.765421221|16.02210901|0.827876677|6606.83687|190.5275895|-848.1268877|27.72306267|-327.9949188|1635.660698|11.26962754|1.0|1.0|1.0|4.0|3.2|21.0|-7.93|3.69|130.71|0.0|7.0|-4.23|33.0|5.0|-6.87|438.52|0.0|1.0|0.0|3.07|-4.44|0.0259|16.0|2.97|0.0|1.17e-08|5.14e-06|-0.06118|5.5668|-1410.041793|740.24|332.32|222.72|0.2242|0.68962|0.0041|2.9927|-0.21163|0.03583924|-1409.764013|6.7144
8_a47|0.0|0|0|0.0|0.0|0|7.252053952000001|0|1.24688044|0.003732288|-0.007835945|5.476463552|-0.099564745|-0.087101663|1.335354131|-0.391797226|10.93671024|-0.14203855|0|-0.007648516|-0.003223628|-0.4497577479999999|2|-0.223459904|0.659210804|1|0.8497568740000001|0.517797505|0.008687692|5.043798869|90.32612351|0.150243126|87.2263982|-0.035797309|-30.83488674|0.819702033|-1.646676195|-25.60148752|-20.78278301|2621.772106|493.3419136|2217.264922|6.492934319|11.08581716|0.707366287|6219.278078|104.6752861|-555.0279614|25.35407034|-371.2177396|1166.287236|7.509972037000001|1.0|1.0|2.0|3.02|3.21|22.0|-9.25|5.67|113.97|0.0|4.0|-6.59|29.0|4.0|-4.79|405.85|1.0|0.0|1.0|5.03|-6.19|0.000104|0.000263|5.61|0.0|5.62e-10|2.28e-07|-0.05495|3.6696|-1686.068471|621.06|337.87|337.87|0.6877800000000001|0.6877800000000001|0.2249|3585.0|-0.2085199999999999|0.03283575|-1685.908004|7.3
18_a31|0.0|0|0|3.281949877|0.0|0|7.401841579|0|0.610137226|0.0690370959999999|-0.013634202|5.351858133|-0.138136629|-0.051184519|0.0|-0.640807491|10.31169929|-0.096301845|2|-0.007811355|-0.107017926|-0.604728055|0|-0.1647054359999999|0.838968212|0|0.72588713|0.258135789|0.014467496|8.49194438|238.9516432|0.27411287|160.8952371|-0.040279446|-44.60622732|0.7774768320000001|-1.81257508|-40.61741697|-23.64270989|2241.561812|426.0718665|1935.374782|7.076684189|12.84812443|0.8155571290000001|4856.251645|130.6137795|-624.4871824|30.40953623|-325.73954460000004|1368.42913|9.822812434|1.0|1.0|3.0|3.41|2.85|16.0|-6.54|4.9|99.32|0.0|7.0|-4.62|25.0|4.0|-6.72|356.44|0.0|0.0|1.0|2.89|-3.62|0.00862|86.0|2.47|0.0|2.9e-07|0.000104|-0.03702|5.0092|-1465.528656|630.26|317.05|247.51|0.51842|0.70058|0.2457|3.0607|-0.19914|0.04825999|-1465.359325|6.8861
4c_a46|0.0|0|0|0.0|0.139403726|1|7.825245291|1|1.134637091|-0.068543882|-0.005085922|5.587248657999999|-0.048990529|-0.111750026|0.0|-0.300069396|10.94298307|-0.068256579|1|0.010040825|-0.083788154|-0.421467037|1|-0.0976963169999999|0.65145414|0|0.890777395|0.305199509|0.013924723|8.799732282999999|35.22734468|0.109222605|69.02325225|-0.029688832|-34.9456654|0.840753785|-1.662574604|-25.41708422|-18.76186479|2455.604167|562.9269925|2487.942529|7.172412106|13.06174141|0.8211086059999999|5571.088357|100.6356847|-663.9676426|22.31552819|-430.6788754|1249.669579|5.378517586|1.0|1.0|0.0|4.09|3.8|17.0|-7.62|5.11|115.03|0.0|5.0|-5.55|29.0|4.0|-5.39|389.49|0.0|1.0|0.0|4.44|-5.28|0.00109|0.00207|4.63|0.0|2.39e-08|9.32e-06|-0.04381|5.4579|-1245.4159619999998|683.75|302.21|227.16|0.42391|0.6986600000000001|0.2083|4.1039|-0.21466|0.02299741|-1245.176359|5.6972
LY364947_a10|0.0|0|0|2.949609552|0.0|0|6.605297921|0|1.390175303|-0.278922508|-0.00235945|4.59511985|-0.00390904|0.0938628109999999|2.084955541|-0.084940213|10.9303125|-0.006198347|1|0.006909045|0.072909639|-0.204644982|2|-0.012096774|0.681525895|1|0.8431045490000001|0.449473391|0.009678082|4.275500834|144.7228349|0.156895451|69.31194102|-0.029665114|-14.69643595|0.7234846559999999|-0.978948758|-15.02735938|-13.10520229|1896.845282|372.4595738|839.5356408|4.702575386|9.161732895|0.948237326|3903.496845|122.1566022|-191.05366730000003|18.1140017|-197.4583104|597.7620559999999|8.264519015|1.0|1.0|1.0|2.46|1.88|21.0|-7.2|3.97|82.56|0.0|2.0|-3.54|21.0|3.0|-6.02|272.3|0.0|1.0|1.0|2.8|-3.86|0.0789|0.0374|2.74|0.0|6.31e-08|1.7199999999999998e-05||||||||||||||7.2291
12x_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984021|0.044575215|-0.006008579|5.351858133|-0.0335688279999999|-0.0606216429999999|0.0|-0.3545061539999999|10.31162819|-0.1066694919999999|1|0.006346396|-0.0922059569999999|-0.458718546|1|-0.1759406839999999|0.803183654|0|0.848844277|0.398925866|0.014757946|9.745611551|74.51844582|0.151155723|99.81775209|-0.035022402|-39.99960559|0.824674971|-1.926232129|-31.35848986|-23.12752311|2845.417984|560.5459455|2374.777496|7.794822643|14.14885734|0.815160907|6359.545311|115.7782842|-839.9917174000001|28.04441012|-428.8071293|1542.442557|7.953787804|1.0|0.0|1.0|4.86|0.0|17.0|-7.38|4.87|137.21|0.0|5.0|-6.04|31.0|4.0|-5.64|426.54|0.0|0.0|0.0|3.19|-5.46|0.00039|0.00148|4.6|0.0|4.12e-08|1.76e-05|-0.05093|3.4831|-1654.40976|703.75|355.95|355.95|0.68589|0.68589|0.1517|4.3702|-0.19876|0.03136007|-1654.183467|7.6556
5_a4|0.0|0|0|0.0|0.0|1|7.535296702|1|1.343864516|-0.196773454|-0.001215982|5.4161004020000005|0.02257929|0.012532807|2.189593648|-0.0607990979999999|10.92992834|-0.134215501|1|0.0111310589999999|-0.076189222|-0.164263889|2|-0.229773463|0.650346601|1|0.943148502|0.431132276|0.008047242|4.324106888|13.96974087|0.056851498|30.54859623|-0.025201292|-19.68930579|0.807351587|-1.159259431|-14.64813624|-13.54166762|2282.291204|506.7916175|1896.178084|5.758733969|9.823391314|0.7058248159999999|5059.243919|103.5177395|-334.71819839999995|16.77294978|-330.3047347|771.5556899000001|5.125482045|1.0|1.0|0.0|3.27|3.08|21.0|-7.96|4.89|104.89|0.0|3.0|-4.57|26.0|3.0|-5.57|340.42|0.0|1.0|1.0|3.89|-4.84|0.00925|0.0049299999999999|3.95|0.0|1.09e-08|3.71e-06|-0.04892|4.8582|-1069.27374|595.55|308.12|255.2|0.60407|0.6019899999999999|67.0|2.7859|-0.21857|0.02251645|-1069.102899|7.1487
SB431542_a8|0.0|0|0|3.172627551|0.0|1|7.535296702|1|1.401734117|-0.007805495|-0.014434378|5.4161004020000005|-0.1950388569999999|0.096884952|0.0|-0.721718925|10.94951956|-0.0453332859999999|1|-0.005306541|0.089375589|-0.494976661|1|-0.072891515|0.7318727540000001|0|0.5653298489999999|0.274152231|0.034730361|20.78806656|170.1252996|0.434670151|260.1744351|-0.048754953|-44.6389196|0.7608280590000001|-2.242727845|-45.98111161|-29.18257067|2801.428659|338.38158389999995|1947.072021|7.360028263999999|14.04829994|0.908729075|6203.505123|143.157805|-803.5005528|38.35632812|-312.2404091|1764.391093|15.07117296|0.0|0.0|2.0|3.35|2.75|23.0|-6.76|3.13|109.21|0.0|4.0|-4.4|30.0|5.0|-7.04|400.39|0.0|0.0|0.0|2.58|-4.14|16.0|0.0292|2.4|0.0|1.74e-07|6.96e-05||||||||||||||4.1019
12b_a5|0.0|0|0|0.0|0.0|0|6.605297921|2|1.189701783|-0.297319874|-0.001991527|4.59511985|0.023224044|-0.021265946|0.0|-0.1214831359999999|10.94620104|-0.016614746|0|0.00751901|-0.110182753|-0.1708042239999999|2|-0.033036296|0.8121510009999999|0|0.827613693|0.350286421|0.016556707|10.44150403|138.67264319999998|0.172386307|108.7155967|-0.020455699|-27.27837078|0.530379611|-1.165974822|-26.33991037|-12.90040679|2602.046823|521.9354031|1071.500538|8.398709622|16.16438947|0.924627734|5501.255679|296.16656780000005|-463.7323032|24.32296891|-38.31786425|1386.409228|16.27715102|0.0|1.0|1.0|4.05|0.0|18.0|-7.67|3.29|123.46|0.0|5.0|-2.3|30.0|6.0|-7.57|397.47|0.0|1.0|0.0|1.44|-3.45|2.0|143.0|1.63|0.0|2.14e-08|8.5e-06|-0.10395|4.6156|-1276.928859|669.05|857.76|268.62|0.42949|0.70615|0.0001|5.7174|-0.16607|0.03447919|-1276.9984029999998|7.3768
12f_a31|0.0|0|0|3.4780522210000004|0.0|0|7.765993078999999|1|0.6101347579999999|0.034876922|-0.011835152|5.733341277|-0.033056721|0.043286807|0.0|-0.698273995|10.31169747|-0.0164221939999999|2|0.000889251|-0.205011573|-0.551471017|0|-0.029803241|0.7730604259999999|0|0.700992225|0.262896936|0.027617942|19.26761061|159.84734269999998|0.299007775|208.6022728|-0.0337826789999999|-57.54866283|0.686882955|-1.891830012|-47.54067074|-23.56842919|2710.311963|489.0460499|1805.921786|9.859605078|19.05849748|0.932987917|5845.744358|218.4455813|-920.7786053|34.31214739|-260.7571603|1921.480254|15.04120547|1.0|1.0|2.0|3.86|3.78|16.0|-8.02|6.43|117.78|0.0|10.0|-5.98|30.0|5.0|-6.19|426.53|0.0|0.0|1.0|4.01|-4.63|0.0004469999999999|0.0101|3.82|0.0|9.53e-09|4.06e-06|-0.03317|3.8305|-1696.785527|755.33|323.68|323.68|0.7006600000000001|0.7006600000000001|0.2664|1.8803|-0.19211|0.04363832|-1696.53373|6.8861
12az_a36|0.0|0|0|3.465535084|0.0|0|7.412764017000001|2|1.297042831|-0.196183836|-0.009570959|5.351858133|-0.040156368|0.078817323|0.0|-0.593399474|10.95957115|-0.012800556|1|0.002872872|-0.289604649|-0.387734368|1|-0.021825174|0.8350231859999999|0|0.819163613|0.411597359|0.034771534|24.36575918|60.11023222|0.180836387|126.71905359999998|-0.033474609|-52.96429617|0.583865006|-1.941527339|-35.23783652|-23.45695404|3039.528467|574.0196415|2455.7577530000003|8.449849817|15.73229538|0.861843195|6700.839465|291.60189260000004|-953.3573311|40.17530387|-117.53490990000002|2330.167624|24.24160725|1.0|1.0|2.0|4.96|0.0|17.0|-6.79|2.83|136.74|0.0|7.0|-4.11|33.0|6.0|-7.13|441.49|0.0|0.0|0.0|1.75|-4.15|0.0342|0.0315|2.62|0.0|1.6100000000000005e-07|7.11e-05|-0.04967|3.8863|-1461.990465|737.12|343.5|319.03|0.69385|0.70333|0.0146|6.3778|-0.19846|0.02800521|-1461.750394|7.2366
8b_a12|0.0|0|0|0.0|0.0|0|0.0|1|1.283836078|0.190292199|-0.012630509|0.0|-0.1676879319999999|0.028584223|0.0|-0.618894925|10.95438057|-0.1090955359999999|0|-0.007926474|0.006468729|-0.659952678|1|-0.183648492|0.856390139|0|0.740926309|0.4384536329999999|0.011257065|6.513753986|319.0086845|0.259073691|149.9096134|-0.045608374|-39.02494133|0.888936354|-2.097985204|-35.28434152|-26.39069094|2388.888334|428.7273481000001|1437.536303|6.373278096|12.27845608|0.926552694|5217.318476|64.26553043|-702.4489440000001|29.68794201|-450.1059006|1365.645333|5.416912474|0.0|1.0|2.0|4.11|2.57|18.0|-7.45|3.11|110.58|0.0|4.0|-4.1|27.0|4.0|-6.51|355.39|0.0|0.0|0.0|2.51|-4.01|28.0|0.0346|2.76|0.0|3.56e-08|1.26e-05|-0.0589|4.2263|-1159.405202|611.93|331.1|293.37|0.53425|0.57773|127.0|4.2554|-0.21184|0.03936706|-1159.2425119999998|6.58
12a_a5|0.0|0|0|2.981252568|0.0|0|7.139660336|1|1.338814635|-0.256282289|-0.00166971|5.209486153|0.043132749|-0.0036987359999999|0.0|-0.09350376|10.94553751|-0.032601907|1|0.008649556|-0.093973419|-0.175245466|2|-0.063558439|0.741588813|0|0.894590896|0.337539208|0.0081891369999999|5.032443973|13.74268646|0.105409104|64.77671525|-0.026030816|-25.55893402|0.746785093|-1.353602454|-22.13179066|-15.99663329|2524.410428|549.7500455|899.5599904|8.741980056000001|16.12184989|0.844187448|5294.775577|155.6073368|-511.1786804|21.42066499|-303.31208710000004|1113.8745800000002|8.814051518|0.0|1.0|1.0|3.06|2.96|23.0|-8.83|5.12|119.38|0.0|5.0|-4.27|29.0|4.0|-6.23|381.47|0.0|1.0|0.0|3.58|-4.59|0.0205|0.00977|3.38|0.0|1.4800000000000003e-09|5.660000000000001e-07|-0.04076|4.6865|-1202.02622|667.31|297.97|264.55|0.50831|0.67169|0.0296|2.5642|-0.21228|0.03567816|-1201.8082029999998|7.7212
12m_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.6049842529999999|0.096631895|-0.01047558|5.351858133|0.024086432|-0.1305457069999999|0.0|-0.57615692|10.31162838|-0.0547272029999999|1|0.0026474159999999|-0.152855196|-0.5409445629999999|1|-0.0974968869999999|0.770326886|0|0.783260049|0.415971907|0.027352277|18.55926485|133.774348|0.216739951|147.06395700000002|-0.0405332439999999|-47.58675592|0.773732767|-2.067195455|-39.32844052|-27.50290965|3058.3084710000003|531.4632661|2370.879718|9.025816604|16.40342255|0.8173893040000001|6658.711303|153.52847759999997|-951.7351184|35.54574762|-371.4702679|1812.833129|13.2317657|1.0|0.0|1.0|4.66|0.0|17.0|-6.42|3.4|133.52|0.0|6.0|-6.0|32.0|6.0|-6.22|439.49|0.0|0.0|0.0|2.36|-5.01|0.000444|0.00427|3.89|0.0|3.7600000000000003e-07|0.000165|-57.0|5.0617|-1743.215323|714.92|349.29|244.95|0.33392|0.68404|0.1615|3.6891|-0.20742|0.04041755|-1743.030004|7.5114
1o_a5|0.0|0|0|2.923171926|0.0|0|6.605297921|0|1.427566509|-0.266637757|-0.002633927|4.59511985|0.033105871|-0.033273504|0.0|-0.1079910069999999|10.94518594|-0.008511304|1|0.0051989459999999|0.06759341|-0.231165601|2|-0.016408975|0.650008224|0|0.88430372|0.447318682|0.01325562|7.122612351|167.3051756|0.11569628|62.16682117|-0.028770932|-21.04383087|0.699913551|-1.093295425|-22.90899675|-15.45942012|2238.291862|475.1609233|833.537568|7.522366517000001|14.20898333|0.8888980340000001|4572.818263|161.2447749|-315.657463|22.08761368|-214.8381946|839.3293197999999|10.95092849|1.0|1.0|1.0|2.81|2.2|23.0|-8.11|4.48|95.2|0.0|3.0|-4.08|25.0|4.0|-6.3|323.35|0.0|0.0|1.0|2.95|-4.08|0.0269|27.0|2.78|0.0|7.85e-09|2.54e-06|-0.07037|4.5011|-1043.577386|561.04|297.38|275.45|0.4988899999999999|0.5492100000000001|0.0071|4.7435|-0.23973|0.04126499|-1043.472984|7.4559
17g_a50|0.0|1|1|0.0|0.0|2|7.934155233999999|2|1.320916184|-0.185924266|-0.002050512|5.82008293|0.052557574|-0.05611228|2.236579664|-0.13328325|10.94501702|-0.1155555559999999|2|0.01245647|-0.323333765|-0.213708251|1|-0.2126789369999999|0.7276268779999999|1|0.920663175|0.442201795|0.014550016|9.710172008|10.60268439|0.079336825|52.94662161|-0.025918901|-31.48270383|0.749948388|-1.555134042|-21.45417373|-17.29736764|2821.3922|614.4183967|1975.996014|8.130878433|15.28352231|0.879688945|6102.424958|166.8756987|-692.6194843|23.06474408|-333.6136209|1383.884645|9.106383854|0.0|1.0|0.0|4.04|3.66|20.0|-6.96|3.71|133.03|0.0|6.0|-4.46|32.0|4.0|-6.28|424.54|0.0|1.0|0.0|3.63|-4.86|0.0148|0.0059|3.68|0.0|1.1e-07|4.6500000000000005e-05|-0.0323|4.0458|-1335.976491|725.92|306.45|306.45|0.6623600000000001|0.6623600000000001|0.1795|7.0584|-0.19929|0.02957267|-1335.693266|6.6091
21_a12|0.0|0|0|0.0|0.0|0|6.605297921|1|0.609915045|0.04375233|-0.008833375|4.59511985|-0.058516436|-0.213225401|0.0|-0.362168355|10.31140747|-0.0546514309999999|1|-0.001825446|-0.211367878|-0.522951134|2|-0.099516604|0.859899236|0|0.84827776|0.192026642|0.012230115|6.154473157000001|75.46830038|0.15172224|76.35009799|-0.036878492|-25.34833425|0.770818357|-1.401382713|-17.416202300000002|-18.55810005|2185.835701|426.8727514|1080.052791|5.891343219|11.18947411|0.8993077970000001|4652.242111|115.3294396|-354.8766794|24.07584081|-272.5639702|914.8819508|8.736422872|1.0|1.0|1.0|4.05|2.81|17.0|-6.78|4.01|98.16|0.0|3.0|-3.82|23.0|4.0|-6.45|319.38|0.0|0.0|1.0|2.68|-3.76|48.0|0.0551|2.53|0.0|1.67e-07|5.3200000000000006e-05|-0.0546899999999999|4.6851|-1327.479547|539.67|310.18|264.64|0.59386|0.57644|0.1668|2327.0|-0.22253|0.02758166|-1327.397348|7.6576
