molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|MATS7i|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|MATS8d|GATS1pe|nFaHRing|RASA|PBF|FPSA3|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
1i_a5|0.0|0|0|2.843224727|-4.358943904|0|6.605297921|0|1.219028472|-0.145964178|-0.006494891|4.59511985|-0.31059482|0.018196138|0.0|-0.279280326|10.94550053|-0.003198529|1|-0.000700145|0.004923698|-0.403861432|2|-0.00496377|0.513260607|0|0.8876055620000001|0.4729402929999999|0.008291428|4.621144795|201.1526326|0.112394438|62.64191946|-0.03570792|-26.09853285|0.759459597|-1.428316788|-28.32266298|-19.90145306|2482.831286|494.6981114|942.1618767|7.314842247|13.79450888|0.8858245220000001|5432.586961|134.0627959|-443.6750585|26.20475553|-289.21443910000005|1048.190221|10.96226516|1.0|1.0|1.0|2.83|2.04|23.0|-8.88|5.48|95.49|0.0|4.0|-4.79|27.0|6.0|-5.73|366.34|1.0|0.0|1.0|4.12|-4.97|0.00589|0.00396|3.95|0.0|1.3300000000000002e-09|4.86e-07|-0.05729|4.7243|-1288.356212|569.42|283.08|262.44|0.4571199999999999|0.50107|0.0207|2.6336|-0.23674|0.03383899|-1288.264271|7.6198
3o_a32|0.0|1|1|3.644417045|0.0|0|7.773594467000001|1|0.609420753|-0.022603806|-0.006253394|5.733341277|-0.014299905|-0.064818511|2.240993002|-0.306416317|10.3110027|-0.090297882|3|0.000243592|-0.11221537|-0.483580522|0|-0.154436834|0.840991936|1|0.8377808240000001|0.252703854|0.012519666|7.218280399|62.67187821|0.162219176|93.52833522|-0.031819276|-31.73171751|0.7850948190000001|-1.4318674340000002|-24.51306152|-18.34557429|2488.133192|483.0270239|2469.87467|6.392329273|11.73098001|0.835165165|5488.777096|123.9047338|-475.9757626|23.36733582|-328.7458915|1051.530112|7.532642302|1.0|1.0|2.0|3.47|3.06|19.0|-7.27|6.39|112.07|0.0|3.0|-5.72|26.0|4.0|-6.17|381.52|0.0|0.0|1.0|3.74|-4.73|0.00072|0.00714|3.46|0.0|5.35e-08|2.04e-05|-0.05413|3.5333|-1805.504508|620.56|350.9|350.9|0.70216|0.70216|0.2851|3.2729|-0.20065|0.03088166|-1805.333039|6.6198
12a_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984824|0.033691224|-0.006711725|5.351858133|-0.02919335|-0.096804291|0.0|-0.3557214489999999|10.31162903|-0.094932667|1|0.005458948|-0.094526372|-0.454270252|1|-0.171895425|0.7961424690000001|0|0.836214716|0.337975309|0.016292604|10.10177981|85.47365107|0.163785284|101.5505506|-0.037665934|-37.34272719|0.805190202|-1.845630786|-29.59731695|-23.35372432|2722.217443|518.4718832|2256.680391|7.362386058999999|13.88603128|0.88607758|5936.682602000001|120.786445|-709.5118166|29.00398472|-378.4495438|1421.195251|9.228758655|1.0|0.0|1.0|4.65|0.0|17.0|-6.64|3.84|127.28|0.0|5.0|-5.28|29.0|4.0|-5.98|398.48|0.0|0.0|0.0|2.63|-4.85|0.00208|0.0056|3.87|0.0|2.3100000000000002e-07|9.21e-05|-0.05184|5045.0|-1575.7783980000002|668.81|355.41|245.76|0.35338|0.68599|0.1511|4.1875|-0.19994|0.03289568|-1575.597759|7.9469
8b_a32|0.0|1|1|3.419952523|0.0|0|7.765993078999999|0|0.609420757|0.113639567|-0.009362305|5.733341277|-0.057200812|-0.008128765|2.123714284|-0.458752924|10.31100269|-0.0684566009999999|3|-0.001662219|-0.1534110109999999|-0.577864293|0|-0.1152380009999999|0.7507116140000001|1|0.788218098|0.253018806|0.016711528|10.49093175|102.4297669|0.211781902|132.9495116|-0.03079624|-42.94454179|0.669149204|-1.4166270230000002|-33.50038167|-19.33283713|2573.703546|494.8166492|2275.886421|8.10555784|14.95918599|0.845546757|5619.400983|207.6969342|-558.2790432999999|28.89166873|-212.3722924|1329.016762|13.32443194|1.0|1.0|2.0|3.46|3.04|19.0|-7.65|6.49|110.47|1.0|7.0|-5.83|27.0|4.0|-6.44|397.52|1.0|0.0|1.0|3.61|-4.39|0.000583|0.0161|3.22|0.0|2.23e-08|8.86e-06|-0.05404|3.5442|-1880.77142|671.54|349.82|349.82|0.70285|0.70285|0.2943|846.0|-0.20121|0.03602276|-1880.602014|7.9208
12c_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984133|0.045997203|-0.006900253|5.351858133|-0.030422458|-0.0983590219999999|0.0|-0.3657134279999999|10.31162888|-0.072247675|1|0.003603419|-0.090173435|-0.468696709|1|-0.1240820219999999|0.7463962120000001|0|0.8439327120000001|0.39541773|0.01588025|10.36785909|82.07537640000001|0.156067288|101.8928318|-0.037411484|-41.12547305|0.8061287690000001|-1.833162702|-32.72642202|-24.42511853|2860.640481|550.9847369|2456.062146|7.652098812999999|13.9883503|0.828040991|6403.739746|126.574178|-781.3839879|30.29927658|-399.7292126|1484.664552|9.594458155|1.0|0.0|1.0|4.62|0.0|17.0|-7.22|4.47|132.29|0.0|5.0|-5.93|30.0|4.0|-5.75|432.93|0.0|0.0|1.0|3.11|-5.44|0.0005139999999999|0.00156|4.49|0.0|6.03e-08|2.61e-05|-0.0542299999999999|5.0582|-2035.373591|695.96|351.37|245.12|0.32037|0.68457|0.1568|3.7377|-0.2038599999999999|0.03433522|-2035.202565|7.9914
12z_a36|0.0|0|0|3.435113772|0.0|0|7.412764017000001|2|1.297044126|-0.065211069|-0.007671785|5.351858133|-0.010732275|0.037307819|0.0|-0.421948174|10.95429182|-0.030529442|1|0.001194592|-0.175397741|-0.433580807|1|-0.0533649729999999|0.8212311840000001|0|0.834790405|0.492335362|0.023371488|15.50078625|114.3931487|0.165209595|109.572766|-0.036238222|-45.16471514|0.712682362|-1.848149347|-35.89088901|-24.03445318|2841.692299|553.6621150000001|2451.657399|8.016303367999999|14.78435842|0.844286292|6146.834385|190.5590792|-812.9648725|33.72393432|-282.1167226|1719.920651|14.97465267|1.0|0.0|2.0|4.76|0.0|17.0|-6.66|2.75|128.47|0.0|5.0|-3.99|31.0|5.0|-7.08|406.44|0.0|0.0|0.0|1.66|-3.95|0.0412|0.0458|2.4|0.0|2.21e-07|8.97e-05|-0.05642|3.8969|-1325.195958|686.33|318.16|318.16|0.69397|0.69397|0.4423|4814.0|-0.2139199999999999|0.03845474|-1325.010808|8301.0
27c_a34|0.0|0|0|0.0|0.0|1|7.412764017000001|1|1.4335249819999998|0.02583752|-0.014036512|5.351858133|-0.1450543259999999|-0.08157574|0.0|-0.80008116|10.95447877|-0.014364543|1|-0.004694534|-0.2077985889999999|-0.543350914|1|-0.0239323839999999|0.804740647|0|0.631065353|0.32643486|0.0304948179999999|20.51361454|176.7076265|0.368934647|248.17931940000005|-0.042782312|-57.00328784|0.7381974290000001|-2.26746252|-51.69246989|-28.77931113|2921.328444|424.51250080000005|2477.818875|8.808655321|15.31184469|0.738272657|6308.331369|176.1124482|-1026.059181|38.98592708|-320.4669239|2066.254135|15.45573273|1.0|1.0|2.0|3.55|3.11|23.0|-7.67|3.11|119.71|0.0|6.0|-4.75|32.0|5.0|-6.85|427.46|0.0|0.0|1.0|2.83|-4.45|0.00759|0.0151|2.9|0.0|2.13e-08|9.1e-06|-0.03792|4277.0|-1426.521813|709.72|316.4|289.89|0.68683|0.70336|0.0093|7.6204|-0.19682|0.03913684|-1426.31053|6.0969
8a_a32|0.0|1|1|3.217128449|0.0|0|7.773594467000001|0|0.609420757|-0.0755556459999999|-0.010151321|5.733341277|-0.056633919|-0.0281981579999999|2.059960334|-0.497414715|10.31100269|-0.128684642|3|-0.001662219|-0.1534110109999999|-0.591393096|0|-0.2166242669999999|0.7507116140000001|1|0.814553726|0.221908108|0.018321589|11.48993376|73.64907732|0.185446274|116.298071|-0.035678106|-43.03057598|0.7490845290000001|-1.641192863|-32.82934751|-22.37464674|2574.085885|510.8273411|3312.822051|7.420041446|14.26997798|0.923166883|5659.295213|157.3554684|-645.4586397|29.86932167|-312.4144752|1373.988797|11.12113054|1.0|1.0|2.0|3.48|3.67|19.0|-7.65|6.49|110.69|1.0|7.0|-6.82|27.0|4.0|-5.76|397.52|1.0|0.0|1.0|4.07|-4.99|6.03e-05|0.00406|4.17|0.0|2.23e-08|8.86e-06|-0.06166|3562.0|-1880.767206|667.29|348.07|348.07|0.70316|0.70316|0.4315|4.8933|-0.2061599999999999|0.03498398|-1880.595748|7.3468
14ae_a23|0.0|1|1|0.0|0.0|2|7.423568444|0|1.1979624290000002|-0.033049777|-0.007539122|5.351858133|-0.029948314|0.026913008|0.7338690390000001|-0.4448081789999999|10.31321689|0.0289586779999999|2|0.009675528|-0.253318853|-0.363230717|2|0.0469453379999999|0.7317531540000001|1|0.872362051|0.202342743|0.03467374|24.84237243|111.4422142|0.127637949|91.4475768|-0.0269140239999999|-44.69687612|0.53040766|-1.480271319|-33.45249142|-19.28284095|3212.850883|625.0131414|2575.36078|8.123993885|15.59484379|0.919603093|7308.981869|336.444465|-759.846894|36.35475577|-43.57178809|1999.511567|24.70935041|0.0|1.0|1.0|3.74|3.76|26.0|-7.6|3.48|133.27|0.0|7.0|-5.8|34.0|6.0|-6.68|471.53|0.0|0.0|0.0|3.44|-5.08|0.000753|0.0038799999999999|3.52|0.0|2.49e-08|1.17e-05|-0.07122|3.6036|-1858.967022|751.57|344.06|344.06|0.58144|0.58144|0.3205|7.0211|-0.21659|0.01449323|-1858.7404850000005|8.6038
47p_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1.25117677|-0.001819106|-0.005394244|4.844187086|-0.04760181|0.025217016|0.0|-0.3775970529999999|10.94701988|-0.049428094|0|0.003537135|-0.261349889|-0.441700685|0|-0.082977829|0.710266593|0|0.832954548|0.278332428|0.007989903|5.913843751|10.25627035|0.1670454519999999|123.6411353|-0.030813794|-45.24146169|0.818459442|-2.0645242|-37.85569728|-22.80728054|2933.069245|616.5234972999999|1367.4309119999998|9.923659881|19.41290064|0.956223901|6726.61969|134.3699001|-1131.036542|27.86610962|-471.4248324|1867.029344|8.070036862|1.0|1.0|2.0|4.29|0.0|18.0|-9.03|3.65|144.53|0.0|9.0|-5.67|35.0|3.0|-6.07|468.59|0.0|1.0|0.0|2.9|-5.27|0.000998|0.0025|4.35|0.0|9.35e-10|4.38e-07|-0.05628|3.2036|-1493.759811|795.43|387.01|387.01|0.6937800000000001|0.6937800000000001|595.0|3.6452|-0.18746|0.02843634|-1493.407248|7.1938
12y_a36|0.0|0|0|3.479963309|0.0|0|7.412764017000001|2|1.29704385|-0.061103469|-0.00707164|5.351858133|-0.065314765|0.036174187|0.0|-0.410155116|10.94917392|-0.028440975|1|0.003724542|-0.1619981409999999|-0.434990282|1|-0.0498101409999999|0.856135378|0|0.83704133|0.424572485|0.019404665|13.04507243|114.430624|0.16295867|109.55137340000002|-0.036493654|-44.53093547|0.755735734|-1.970657299|-34.61187706|-24.53339777|2793.629988|562.7133986|2304.463084|7.589386902|14.80236899|0.950403792|6082.16777|164.2102614|-890.6187094000001|32.46293206|-343.8442493|1752.9983309999998|12.59396622|1.0|0.0|2.0|4.88|0.0|17.0|-7.01|3.62|133.84|0.0|6.0|-4.58|31.0|4.0|-6.34|407.47|0.0|1.0|0.0|2.37|-4.55|0.0106|0.0115|3.45|0.0|9.66e-08|3.94e-05|-0.05002|3.8794|-1310.350902|702.38|319.6|319.6|0.66796|0.66796|0.4358|6.1376|-0.20673|0.03583863|-1310.137888|7.9208
11b_a31|0.0|0|0|3.248213341|0.0|0|7.765993078999999|1|0.610137403|0.078614731|-0.01950528|5.733341277|-0.172248605|-0.078907688|0.0|-0.838727032|10.31169957|-0.046362952|2|-0.010716217|-0.16780872|-0.564706551|0|-0.074254978|0.7943850720000001|0|0.545458754|0.26165445|0.037758271|21.02499452|286.7721447|0.454541246|253.1028809|-0.044612791|-46.10900197|0.669723835|-1.784511651|-44.59898223|-24.84180719|2410.572158|303.7286124|1756.711832|6.83089364|12.96936635|0.8986339170000001|5202.545866|183.9081702|-553.3080237|37.09261324|-189.0151528|1483.70453|17.50115151|1.0|1.0|2.0|3.41|2.29|16.0|-5.45|4.67|92.51|0.0|5.0|-4.74|25.0|6.0|-6.73|357.38|0.0|0.0|1.0|2.69|-3.75|0.00649|0.0637|2.46|0.0|3.59e-06|0.00128|-0.03574|3.8437|-1520.085181|589.56|322.57|322.57|0.70073|0.70073|0.2634|3.2104|-0.1951|0.04215313|-1519.967224|6.2757
6a_a40|0.0|0|0|0.0|0.0|1|8.421342866|1|0.604893625|0.117890918|-0.014623575|6.401917197|-0.077397672|-0.146542353|0.775942224|-0.68730803|10.30179985|-0.230955427|2|-0.001171195|-0.040435852|-0.620787469|0|-0.340539542|0.657059571|1|0.733750993|0.360858579|0.016399125|10.24294396|185.06174|0.266249007|166.2999483|-0.049149867|-45.80643937|0.8678518190000001|-2.113444291|-42.542782200000005|-30.69915817|2936.1501780000003|458.303126|2536.88262|6.945713476|11.8691482|0.708845065|7059.617542|82.54016015|-824.5159087000001|35.37373259|-459.522754|1521.070502|8.040268001|1.0|1.0|1.0|3.99|3.01|14.0|-4.05|4.38|120.14|1.0|5.0|-7.11|29.0|5.0|-6.32|442.53|1.0|0.0|1.0|3.17|-4.99|3.47e-05|0.00457|3.77|0.0|8.950000000000001e-05|0.0396|-0.0926|2.9836|-2371.579899|649.48|415.55|415.55|0.6782699999999999|0.6782699999999999|0.4015|6.9379|-0.21255|0.01952089|-2371.443161|7.3979
17a_a50|0.0|1|1|0.0|0.0|2|7.934155233999999|1|1.349854788|-0.186084687|-0.002225436|5.82008293|0.009691515|-0.109740063|2.189373662|-0.133526134|10.94500663|-0.131632653|2|0.012893333|-0.3891730779999999|-0.220088198|1|-0.215448852|0.732114362|1|0.92300665|0.4062532579999999|0.013784807|8.977762705|10.03717565|0.07699335|50.14419437|-0.0280449529999999|-33.3079288|0.7899109000000001|-1.570517366|-19.25896309|-18.26510428|2644.4486420000003|601.1353533|1799.721631|8.087984548|15.76161018|0.948768582|5718.782531|136.82673369999998|-666.1585759999999|23.12299308|-377.6260803|1294.887612|7.556715901|1.0|1.0|0.0|3.95|3.29|20.0|-6.76|3.39|121.78|0.0|6.0|-3.99|30.0|4.0|-6.44|398.5|0.0|1.0|0.0|3.27|-4.44|0.0408|0.0144|3.23|0.0|1.75e-07|6.97e-05|-0.03196|4.2478|-1258.566007|705.96|306.31|291.88|0.6244|0.66046|0.1754|6.2113|-0.1992|0.02594911|-1258.322582|7.0706
9_a1|0.0|0|0|3.358585365|0.0|0|6.86171134|0|1.432397289|0.020428974|-0.00614716|4.727387819|-0.1075163359999999|-0.110185988|0.0|-0.282769361|10.94877277|0.016589221|1|-0.0018191779999999|-0.093062585|-0.483335578|1|0.02778394|0.572272366|0|0.755276458|0.166794384|0.011266799|6.495805626|63.73880199|0.244723542|141.093898|-0.031896718|-28.49439431|0.7816897429999999|-1.371558857|-26.88743664|-18.38986221|2387.143654|435.4501351|1739.0376789999998|7.61577077|13.91191974|0.826725116|5063.330971|125.865476|-455.910309|23.52578164|-324.81308110000003|1011.608611|8.17942725|1.0|1.0|1.0|2.78|2.66|23.0|-8.98|5.86|102.84|0.0|4.0|-4.68|27.0|4.0|-5.81|357.38|0.0|0.0|1.0|4.12|-4.79|0.00739|0.0057799999999999|3.76|0.0|1.04e-09|3.7100000000000003e-07|-0.07602|3343.0|-1187.226314|600.6|370.88|370.88|0.70296|0.70296|0.5409|4.1623|-0.21015|0.03294951|-1187.065335|5.2218
3k_a32|0.0|1|1|3.644417045|0.0|0|7.97831097|0|0.609420759|-0.001009768|-0.005745086|5.973809612|-0.001250803|-0.047167919|2.256213388|-0.270019022|10.31100271|-0.077097565|3|0.002509816|-0.090775221|-0.5265375529999999|0|-0.129124455|0.7681279190000001|1|0.8777482409999999|0.31016741|0.0123637989999999|6.970844822|80.0971996|0.122251759|68.92687468|-0.029575784|-28.87643819|0.78057227|-1.271758703|-22.61349991|-16.67514938|2392.3436100000004|494.8840288|1970.06814|6.153598893|11.6688363|0.89626209|5259.698672|123.7157466|-404.2701347|21.36272325|-316.3794102|918.5970998|6.9505405620000005|1.0|1.0|1.0|3.47|3.48|19.0|-7.23|7.12|105.36|0.0|3.0|-7.04|25.0|3.0|-5.01|366.5|0.0|0.0|1.0|4.75|-5.61|3.3600000000000004e-05|0.000904|4.97|0.0|5.86e-08|2.15e-05|-0.05321|3.5363|-1750.164914|611.65|350.6|350.6|0.70268|0.70268|0.3082|3.2233|-0.19988|0.02654958|-1750.0122420000002|8.0605
13_a1|0.0|0|0|3.409865599|0.0|0|7.423568444|1|1.430073963|-0.046530797|-0.012199718|5.351858133|-0.144782061|0.1129747169999999|0.0|-0.597786194|10.94989555|-0.084271845|1|-0.005924486|-0.120034915|-0.485427571|1|-0.150485437|0.833702788|0|0.6794604670000001|0.207843387|0.033737733|19.62059449|148.7311076|0.320539533|186.4137189|-0.040302516|-36.08180773|0.7082629840000001|-1.813613202|-37.76773325|-23.43842502|2555.623166|395.1486144|1786.445642|7.493979856|14.33466671|0.912824292|5456.353212|169.6632599|-613.3907313999999|33.09282789|-242.2358135|1489.177255|15.51600461|1.0|1.0|2.0|3.35|2.83|23.0|-7.94|4.75|104.88|0.0|4.0|-4.29|28.0|5.0|-6.48|371.39|0.0|0.0|1.0|3.23|-4.34|0.0192|17.0|2.94|0.0|1.14e-08|4.24e-06|-0.04962|4.0783|-1238.395767|613.52|359.55|304.01|0.65363|0.69782|0.3535|2.7595|-0.18883|0.0284695999999999|-1238.22919|6585.0
3b_a12|0.0|0|0|0.0|0.0|0|0.0|1|1.283824445|0.156777705|-0.007916598|0.0|-0.043495794|-0.1215705419999999|0.0|-0.332497127|10.9540388|-0.003968827|0|-0.003019113|-0.116772665|-0.547002361|1|-0.007397776|0.802482465|0|0.903204699|0.073824142|0.0103611969999999|5.401901357000001|41.13468455|0.096795301|50.46508298|-0.034016616|-24.04018959|0.7688221909999999|-1.326648015|-17.50314491|-17.73486237|2186.64676|470.8937285|1935.211747|6.6333156660000006|10.88757628|0.64134753|4665.346939|120.5265876|-360.6028438|23.06757345|-280.3056362|899.6353646|8.665655511|1.0|1.0|1.0|3.82|2.98|18.0|-8.1|4.05|102.53|0.0|3.0|-4.26|24.0|3.0|-5.65|332.79|0.0|1.0|1.0|3.59|-4.64|0.0184|0.00759|3.78|0.0|7.91e-09|2.63e-06|-0.07091|4.2092|-1410.971864|548.05|328.51|294.55|0.53738|0.6654800000000001|0.2418|5.9551|-0.2232|0.02444371|-1410.8759220000002|7.3098
12d_a31|0.0|0|0|3.441384322|0.0|0|7.765993078999999|1|0.61013528|0.039097757|-0.012448252|5.733341277|-0.043220149|-0.042401695|0.0|-0.697102094|10.31169788|-0.032270224|2|0.000127275|-0.214049412|-0.550805937|0|-0.057226679|0.771222772|0|0.7054497479999999|0.3996192999999999|0.0296918329999999|21.06095035|157.30671669999998|0.294550252|208.9297871|-0.032542687|-57.85220856|0.6383648510000001|-1.724762406|-47.23018217|-23.08311261|2653.867767|500.3881827|2434.226776|9.445278138|15.46841054|0.63768714|5753.290126|256.5143096|-867.7831284|36.15974873|-196.2893506|1916.466682|18.23846616|1.0|1.0|2.0|3.76|3.9|16.0|-7.63|6.04|112.97|0.0|9.0|-5.61|29.0|5.0|-6.36|412.51|0.0|0.0|1.0|3.76|-4.39|0.0010199999999999|0.0167|3.46|0.0|2.3500000000000002e-08|9.69e-06|-0.03128|3.8477|-1657.471849|730.86|322.23|322.23|0.7006600000000001|0.7006600000000001|0.2566|2.4186|-0.19096|0.04338158|-1657.245177|6.2924
43_a18|0.0|0|0|0.0|0.0|0|7.03438793|2|1.251175234|0.032999679|-0.005099385|4.844187086|-0.01369899|-0.05314954|0.0|-0.397752066|10.94702053|-0.032429984|0|0.003801459|-0.2093696189999999|-0.460675034|0|-0.0579590709999999|0.712848727|0|0.852344887|0.3439906129999999|0.006890688|5.35147222|0.66443384|0.147655113|114.6724699|-0.0311212229999999|-49.60799696|0.8743733490000001|-2.302970476|-42.32033664|-24.16948112|3172.923606|661.9512957999999|1579.614523|10.01438533|19.33108376|0.930331529|7428.282915000001|97.56464265|-1389.023915|27.64206062|-581.4944803999999|2045.512486|5.5863235410000005|0.0|1.0|2.0|4.54|0.0|18.0|-9.6|4.5|160.76|0.0|9.0|-6.45|38.0|3.0|-5.78|508.65|0.0|0.0|0.0|3.48|-5.96|0.00018|0.000554|5.1|1.0|2.52e-10|1.28e-07|-0.04949|3.2233|-1611.621186|843.1|384.65|384.65|0.6926800000000001|0.6926800000000001|0.5429|3.0482|-0.18145|0.02315412|-1611.198355|6.2041
10_a32|0.0|1|1|3.294952523|0.0|0|7.765993078999999|0|0.6094207629999999|0.153272514|-0.016404762|5.733341277|-0.087497559|-0.020186906|2.067772926|-0.771023817|10.31100271|-0.047619048|3|-0.00369116|-0.229450999|-0.690879647|0|-0.079818594|0.764217655|1|0.7622839570000001|0.266552538|0.02575778|15.91131724|57.97512956|0.237716043|146.8439966|-0.038939628|-46.69945835|0.6946347429999999|-1.7133436169999998|-33.69815077|-24.0541214|2649.882742|470.8845962|2980.525719|7.079344111|12.86809583|0.81769605|5842.926058|188.6328503|-653.7924168|34.62844557|-240.4628923|1523.651605|15.50900878|1.0|1.0|2.0|3.56|3.12|19.0|-6.99|5.64|107.14|1.0|7.0|-6.04|27.0|5.0|-6.44|399.49|1.0|0.0|1.0|3.42|-4.41|0.000366|0.0155|3.23|0.0|1.0300000000000001e-07|4.13e-05|-0.05434|3.6441|-1916.668776|654.7|340.24|340.24|0.70228|0.70228|0.2983|2.4919|-0.2052199999999999|0.03701539|-1916.519894|8.1427
1c_a5|0.0|0|0|2.955525321|0.0|0|6.605297921|0|1.424607938|-0.268536978|-0.001983746|4.59511985|-0.006491037|-0.080321049|0.0|-0.085301064|10.9433337|-0.058823529|1|0.007357977|0.0578378779999999|-0.20172074|2|-0.109439124|0.6977404359999999|0|0.88631419|0.436308619|0.008349498|4.27195187|160.5407184|0.11368581|58.16640976|-0.0281385329999999|-18.41507338|0.753027268|-1.12554131|-17.81716094|-14.3968489|2105.8969850000003|453.4753671|873.709445|6.063350238|11.580409800000002|0.909902834|4387.398857|126.3615674|-294.64117410000006|19.11862892|-258.918642|764.7451566000001|7.869633359|1.0|1.0|1.0|2.78|2.09|23.0|-8.41|4.99|95.45|0.0|3.0|-4.25|24.0|3.0|-5.77|312.37|0.0|1.0|1.0|3.43|-4.45|0.0174|0.0111|3.43|0.0|3.87e-09|1.21e-06|-0.03965|4.8783|-990.6223073|556.84|274.99|254.15|0.4444899999999999|0.53838|0.1076|1.7105|-0.22684|0.029157178|-990.516371|5.4
47g_a18|0.0|0|0|0.0|0.0|0|7.03438793|1|1.251175676|-0.005500039|-0.005817448|4.844187086|-0.034211867|-0.048472184|0.0|-0.477030713|10.94702253|-0.008224928|0|0.00531392|-0.3927204379999999|-0.4138670829999999|0|-0.014370598|0.745431271|0|0.834424154|0.413435809|0.013404131|11.37505183|111.5517627|0.165575846|140.5114492|-0.029212072|-61.55384106|0.731870777|-2.307753726|-46.97287277|-24.79003275|3367.0578530000003|708.1114197|2268.439188|10.33698377|20.32265524|0.966014041|7870.887027|227.5405903|-1661.953709|33.87214455|-393.5416883|2675.8994190000003|13.79782369|1.0|1.0|2.0|4.87|0.0|18.0|-9.22|3.22|164.47|1.0|13.0|-6.11|40.0|4.0|-6.4|541.68|0.0|0.0|0.0|2.83|-5.52|0.000421|0.00163|4.52|1.0|6.04e-10|3.27e-07|-0.04413|3.0965|-1743.375845|905.71|400.4|400.4|0.69828|0.69828|0.5955|4966.0|-0.17202|0.02960182|-1742.847918|8.0458
38_a18|0.0|0|0|0.0|0.0|0|7.03438793|2|1.251175383|0.059724697|-0.00575311|4.844187086|-0.009006798|-0.066676644|0.0|-0.448742607|10.94702086|-0.003893067|0|0.001602741|-0.11123356|-0.498932552|0|-0.007310849|0.7400818459999999|0|0.8310704529999999|0.423402315|0.00838904|6.675707878|100.7046282|0.1689295469999999|134.4282836|-0.0322355079999999|-52.08807522|0.880927895|-2.385427574|-48.74349112|-25.65190078|3162.36475|661.3370874|1855.157022|10.98254153|20.5922319|0.874996952|7261.130718|94.75345803|-1510.554181|29.11918324|-606.2584549|2154.819559|5.701753365|1.0|1.0|3.0|4.53|0.0|18.0|-10.33|4.94|160.66|0.0|10.0|-6.98|38.0|3.0|-5.55|508.65|0.0|0.0|1.0|3.64|-6.11|5.36e-05|0.000399|5.43|1.0|4.68e-11|2.38e-08|-0.0483699999999999|3.2241|-1611.630281|861.93|384.55|384.55|0.69235|0.69235|0.5147|1.9877|-0.18066|0.02653109|-1611.206669|7041.0
4m_a46|0.0|0|0|0.0|0.16407746|1|7.825245291|1|1.134637002|-0.245599013|-0.000686578|5.587248657999999|0.051308728|-0.302054595|0.0|-0.0329557579999999|10.94319657|0.007901235|1|0.010359417|-0.029022201|-0.098201489|1|0.011235955|0.626578283|0|0.948973877|0.373463876|0.010905551|5.74716122|6.161736337000001|0.051026123|26.89046601|-0.0224155999999999|-18.67596877|0.733236381|-1.008702005|-18.69640205|-11.81288911|2133.331634|500.1036387|1639.260563|5.329061873000001|9.923886653|0.8622201970000001|4750.325312|140.5828543|-280.1395315|16.11061509|-245.828396|724.9776792|6.446588969|1.0|1.0|0.0|3.59|2.9|17.0|-6.88|4.25|98.69|0.0|2.0|-4.52|25.0|3.0|-5.68|328.41|0.0|1.0|1.0|3.59|-4.57|0.00981|0.0088|3.69|0.0|1.31e-07|4.31e-05|-0.04808|6.0419|-1031.138426|558.63|285.18|205.21|0.38389|0.68505|0.1557|3.9226|-0.23116|0.02920209|-1030.980844|5.8901
