molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SRW07|AATSC1s|JGI4|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|PNSA4|DPSA3|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|P-gp substrate|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12ab_a36|0.0|1|0|0|3.458948649|0.0|0|7.412764017000001|2|2|5.351858133|0.000258844|0.039951691|-0.408023082|0.000939229|-0.032623802|10.9540584|-0.029080933|1|1|0.002112069|0.0618552579999999|-0.096853381|-0.051707317|0.8196353679999999|0|0.8410557559999999|-0.079202413|0.452078227|-54.63243106|-65.54680623|16.62527454|116.6804416|0.158944244|109.6369437|-0.033434841|-45.21303385|11.46782191|-23.06276515|71.2577056|-1245.389318|2390.849902|7.821826146|15.18764075|0.941700118|6314.697413|221.4026852|-859.0476432|0.024384271|-246.9770378|1834.083759|708.5476357999999|0.0|1.0|0.0|0.17|17.0|-7.05|92.99|1.59|0.0|133.27|0.0|1.0|6.0|-3.92|32.0|5.0|-7.21|420.47|0.0|0.0|0.000122|2.33|8.95e-08|3.76e-05|-0.0523799999999999|3.8845|3.23|712.73|1201.64|319.17|0.4451|319.17|564.58|0.69294|-1364.236757|-0.15699|3.6976|-0.2093699999999999|0.04167456|-1364.300531|5.3228|11.0|7.9586
8j_a46|0.0|0|0|0|0.0|0.214753401|1|7.727094485|1|1|5.533389489|-0.008523199|0.043903904|-0.081366324|0.011852046|-0.174853546|10.96391738|-0.053618988|1|1|0.0108603019999999|-0.204674804|-0.084266433|-0.074207717|0.6109926379999999|0|0.934648421|-0.054707287|0.308052557|-29.38737046|-37.04976799|4.658562801|7.723448142|0.065351579|35.10521457|-0.02566383|-19.90219786|2.5024620580000003|-13.78596018|34.04593326|-592.7962878|1888.679875|5.617748211|9.817783823|0.747636856|4759.107832|95.55665364|-318.43516580000005|0.008843828|-346.061389|721.0646647000001|453.1959065|0.0|1.0|3.25|0.32|17.0|-7.26|43.6|2.62|1.0|96.94|0.0|1.0|2.0|-4.59|24.0|3.0|-5.55|338.83|0.0|1.0|1.47e-05|3.97|5.46e-08|1.85e-05|-0.04068|4.9636|3.78|576.48|978.4|281.1|0.1728|249.79|493.89|0.50703|-1414.349865|-0.18531|5.2361|-0.22599|0.02408052|-1414.402087|6.4463|1228.0|5.9108
4S4k_a46|0.0|0|0|0|0.0|0.173180233|1|7.825245291|1|1|5.587248657999999|-0.088084767|0.0510113959999999|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|1|0.006050983|-0.158788415|0.008544799|-0.141706595|0.784722915|0|0.891734458|-0.089589915|0.199356973|-47.49082053|-45.61628327|4.1078333030000005|172.7607401|0.1082655419999999|57.39060501|-0.030477338|-24.18078772|2.177526049|-16.15576699|51.59865384|-775.4768155|1729.18312|5.523352655|10.26616763|0.858684076|4719.2906570000005|70.01975807|-411.0733912|0.007182108|-390.0516264|893.4991504000001|519.5743695|1.0|1.0|3.03|0.33|17.0|-6.61|50.94|2.84|0.0|100.96|0.0|1.0|2.0|-4.82|25.0|3.0|-5.46|333.43|0.0|1.0|1.4800000000000002e-05|4.05|2.48e-07|8.28e-05|-0.02074|5.2854|4.52|566.82|997.07|304.07|0.2623|234.58|487.43|0.5716|-1053.202208|-0.17396|2.2655|-0.1947|0.02628818|-1053.255345|2.5693|197.0|6.7055
7f_a8|0.0|1|0|0|2.961566988|0.0|1|7.05012252|0|0|4.844187086|-0.073219554|0.044814815|-0.234880498|0.00112124|-0.087673259|10.94343485|0.0260356679999999|1|1|0.00084936|0.09329746|0.052081992|0.041366689|0.507325475|0|0.770229267|-0.091890536|0.3155671539999999|-52.28313554|-50.01741803|7.858266077000001|53.09327646|0.229770733|130.7330978|-0.040738044|-28.45850692|4.471132824|-23.17880348|60.14140162|-950.3309426|1854.738581|7.704280774|14.04331892|0.822794279|5662.145174|67.75191165|-540.7116315000001|0.010262531|-433.4681077|1078.790971|446.5544107|0.0|0.0|3.23|0.0|23.0|-8.46|61.58|4.27|0.0|101.89|0.0|1.0|3.0|-5.68|28.0|4.0|-5.27|373.35|0.0|1.0|3.16e-06|4.66|3.5e-09|1.31e-06|-0.07492|3.8187|6.81|584.99|991.61|356.17|0.3536|324.68|495.55|0.7024199999999999|-1285.017838|-0.14506|8.7098|-0.21998|0.02809022|-1285.071664|11.6137|35.65|4.4479
1b_a5|0.0|1|0|0|2.881451247|0.0|0|6.605297921|0|0|4.59511985|-0.061874543|0.0248765429999999|-0.111923619|0.003886035|0.001241264|10.94890233|-0.028797464|1|1|0.003708988|-0.220946861|0.019611905|-0.054153474|0.558485747|0|0.808828623|-0.07823203|0.341795323|-39.38248661|-38.87394276|5.438378717999999|168.30518769999998|0.191171377|96.23685048|-0.031306145|-19.56938257|2.737713392|-15.75970652|44.82086533|-583.1091414|919.9167129|6.11909445|11.64312636|0.90275317|4577.125071|134.6705884|-293.5407385|0.019229427|-234.0649914|796.0738116|357.34245360000006|1.0|1.0|1.81|0.0|23.0|-8.3|54.46|2.29|0.0|90.44|0.0|1.0|3.0|-3.97|24.0|4.0|-5.99|316.33|0.0|1.0|4.970000000000001e-05|3.16|4.99e-09|1.58e-06|-0.04135|4789.0|3.1|536.59|892.61|266.74|0.3101|258.89|388.58|0.5153800000000001|-1050.413506|-0.1892|2891.0|-0.23055|0.03246637|-1050.462425|4.3687|59.0|7.2291
10_a32|0.0|1|1|1|3.294952523|0.0|0|7.765993078999999|0|0|5.733341277|-0.087497559|0.03995614|-0.771023817|-0.0064007569999999|-0.028431775|10.31100271|-0.047619048|3|3|-0.00369116|-0.03673326|-0.1260956869999999|-0.079818594|0.764217655|1|0.7622839570000001|-0.088310158|0.266552538|-54.55170955|-75.59866726|15.91131724|57.97512956|0.237716043|146.8439966|-0.038939628|-46.69945835|9.828875607|-24.0541214|70.46302679|-1058.381342|2980.525719|7.079344111|12.86809583|0.81769605|5842.926058|188.6328503|-653.7924168|0.025106509|-240.4628923|1523.651605|513.9156315|0.0|1.0|3.12|0.22|19.0|-6.99|149.27|0.88|0.0|107.14|1.0|1.0|7.0|-6.04|27.0|5.0|-6.44|399.49|1.0|1.0|3.89e-05|3.23|1.0300000000000001e-07|4.13e-05|-0.05434|3.6441|4.12|654.7|1086.09|340.24|0.2983|340.24|533.89|0.70228|-1916.460049|-0.15088|2.4919|-0.2052199999999999|0.03701539|-1916.519894|3.2297|7.0|8.1427
22_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|5.4161004020000005|-0.017163935|0.036101695|-0.332316729|0.008350227|0.01204992|10.92966136|-0.020475007|1|1|0.008903905|-0.042831367|-0.129989728|-0.033474297|0.646474494|1|0.8698299140000001|-0.053881447|0.775071808|-41.96631248|-50.61577509|13.023146|75.58376652|0.130170086|101.3847763|-0.022372463|-39.42279832|10.14325785|-17.4251029|54.98945848|-1062.931277|2668.5420940000004|8.84228648|15.30289992|0.730649641|7414.102179|339.3328129|-827.8787647|0.026340252|-100.1982412|1883.550109|916.8601445|1.0|1.0|4.14|0.17|27.0|-9.37|73.14|2.8|0.0|139.53|0.0|1.0|6.0|-5.34|36.0|5.0|-6.29|475.54|0.0|0.0|2.95e-06|4.1|4.27e-10|2.03e-07|-0.05712|4.8251|5.65|770.92|1339.48|321.89|0.2624|256.95|602.93|0.4483899999999999|-1543.893507|-0.16095|4.8409|-0.2180699999999999|0.03366599|-1543.959333|6.5841|1.1|5.9586
27_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|1|1|4.727387819|0.006768957|0.0304347829999999|-0.207000956|0.001861676|0.0427469459999999|10.95005714|0.013336016|1|1|0.002350172|-0.137440913|-0.077485193|0.023325573|0.634406338|1|0.846469886|-0.0630454209999999|0.337815064|-40.35526807|-50.87821306|10.56549582|20.73428323|0.153530114|98.27436776|-0.028494622|-32.56705871|6.762956126000001|-18.2393594|50.9207639|-966.6860481|2181.236691|7.083168776|13.50334344|0.906398657|6433.288104|191.5604557|-618.7741154|0.018969968|-256.9774086|1379.535965|682.9868225|1.0|1.0|3.52|0.26|21.0|-8.82|67.66|3.11|0.0|125.17|0.0|1.0|5.0|-4.81|31.0|5.0|-6.34|436.91|0.0|1.0|8.89e-06|3.7|1.5e-09|6.55e-07|-0.05814|4.9358|2.97|673.27|1165.54|325.21|0.4007|251.19|517.82|0.40976|-1777.830739|-0.1578|4.0365|-0.21594|0.02633483|-1777.891054|5.2214|2512.0|5.6
12aa_a36|0.0|1|0|0|3.4172704080000003|0.0|0|7.412764017000001|2|2|5.351858133|-0.135770278|0.042560386|-0.672129428|-0.006653538|0.010538281|10.95446449|-0.013898809|1|1|-0.004569485|0.0620143779999999|-0.052743904|-0.023185884|0.849217847|0|0.688945241|-0.1066659309999999|0.4679233379999999|-72.94175494|-80.19356964|16.1504726|132.3194611|0.3110547589999999|212.7097172|-0.04126187|-54.83906299|11.04423694|-28.21625599|89.09222754|-1523.677823|2418.848273|8.05947774|14.60824604|0.812554922|6438.603019|183.7216658|-1041.942197|0.023386634|-316.3903377|2083.417693|689.2886595|0.0|1.0|0.0|0.13|17.0|-6.14|112.29|1.28|0.0|131.85|0.0|1.0|6.0|-3.52|32.0|5.0|-7.79|424.46|0.0|0.0|0.000359|1.55|7.19e-07|0.000305|-0.05111|3.8899|3.88|701.99|1183.76|318.73|0.4446|318.73|520.19|0.6931|-1401.389257|-0.15718|3.5904|-0.20829|0.04550032|-1401.45065|4.7433|9.0|8.0458
8e_a8|0.0|1|0|0|3.01599663|0.0|1|7.05012252|0|0|4.844187086|-0.205927741|0.0427891159999999|-0.539547088|-0.005310149|-0.102167262|10.94332438|-0.051339286|1|1|-0.004224671|-0.0015448089999999|0.090898585|-0.079493088|0.636205913|0|0.661490276|-0.115572516|0.280304418|-70.49962428|-64.32539698|12.87136047|106.0087621|0.338509724|206.4920729|-0.04393787|-39.238709|7.851573274|-26.80224874|83.37098475|-1286.50794|2080.07805|7.50719734|14.52755918|0.935150832|6095.6213210000005|119.9832494|-784.77418|0.0184428869999999|-370.0368722|1601.514194|561.882658|0.0|0.0|2.98|0.04|23.0|-7.78|90.11|3.4|0.0|111.81|0.0|1.0|5.0|-5.27|30.0|4.0|-6.14|403.41|0.0|0.0|1.25e-05|3.69|1.6399999999999998e-08|6.63e-06|-0.06253|4.6303|7.22|639.38|1090.07|378.73|0.3731|267.77|526.86|0.50055|-1376.708067|-0.13719|6.1505|-0.19972|0.03298991|-1376.766245|7.7951|19.89|4.7014
19h_a38|0.0|1|0|0|3.2723542610000003|0.0|0|7.412764017000001|2|2|5.351858133|-0.082283951|0.042622739|-0.420209249|-0.002526241|-0.043452674|10.96083376|-0.070688288|1|1|-0.000673716|0.303981987|-0.101303149|-0.121374121|0.698414933|0|0.7746288020000001|-0.082211319|0.3263113569999999|-48.43313101|-64.79649453|12.51014765|136.81322659999998|0.225371198|132.7728693|-0.03959525|-38.17354026|7.370099699|-23.32673803|60.94327866|-1166.336902|1839.424968|6.820483788|12.98143834|0.903301693|6253.901215|145.047677|-687.1237247|0.020207411|-299.0343596|1547.290068|595.8790650000001|1.0|1.0|2.43|0.14|17.0|-6.86|81.23|2.4|0.0|125.69|0.0|1.0|5.0|-4.14|30.0|4.0|-6.77|401.44|0.0|1.0|6.77e-05|2.78|1.4e-07|5.610000000000001e-05|-0.05708|3.7384|3.41|626.65|1092.17|350.65|0.2355|331.65|452.01|0.68472|-1331.941646|-0.1467099999999999|6.9749|-0.20379|0.03396934|-1331.999352|9.0777|9.0|8.0348
8b_a8|0.0|1|0|0|3.191799887|0.0|1|7.535296702|1|1|5.4161004020000005|-0.182065125|0.040054466|-0.733216119|-0.0055544409999999|-0.0422693659999999|10.94650923|-0.03443232|1|1|-0.003593429|0.031896755|0.049587543|-0.0527918259999999|0.726912742|0|0.558354653|-0.130159955|0.28604765|-79.74587194|-71.23625346|19.87542051|172.84152849999998|0.441645347|270.5854753|-0.047457424|-43.64473805|12.1771918|-29.07602182|99.62129245|-1424.7250689999998|1821.324722|7.507665421|14.53652808|0.936224813|6471.7604200000005|133.8974321|-872.8947609999999|0.022425382|-344.8810688|1823.170337|589.263087|0.0|1.0|2.93|0.09|23.0|-7.13|112.23|2.12|0.0|114.18|0.0|1.0|4.0|-4.77|31.0|5.0|-6.87|414.41|0.0|0.0|3.69e-05|2.76|7.33e-08|3.04e-05|-0.06114|4.5819|6.41|640.35|1098.17|375.8|0.2618|270.59|488.56|0.57234|-1406.829227|-0.13807|5.8389|-0.19921|0.03204403|-1406.887058|7.4497|5.08|5.2941
8b_a12|0.0|0|0|0|0.0|0.0|0|0.0|1|1|0.0|-0.1676879319999999|0.03977208|-0.618894925|-0.010117477|-0.036536396|10.95438057|-0.1090955359999999|0|0|-0.007926474|0.047425677|0.003898807|-0.183648492|0.856390139|0|0.740926309|-0.1053827859999999|0.4384536329999999|-60.97837482|-67.44287685|6.513753986|319.0086845|0.259073691|149.9096134|-0.045608374|-39.02494133|3.769098814|-26.39069094|67.49212879999999|-1213.971783|1437.536303|6.373278096|12.27845608|0.926552694|5217.318476|64.26553043|-702.4489440000001|0.009361504|-450.1059006|1365.645333|510.3677388|1.0|1.0|2.57|0.1|18.0|-7.45|80.37|2.23|0.0|110.58|0.0|1.0|4.0|-4.1|27.0|4.0|-6.51|355.39|0.0|0.0|9.74e-05|2.76|3.56e-08|1.26e-05|-0.0589|4.2263|5.11|611.93|1020.47|331.1|0.3179|293.37|460.08|0.53425|-1159.188228|-0.15294|4.2554|-0.21184|0.03936706|-1159.2425119999998|6.1286|263.0|6.58
3a_a12|0.0|0|0|0|0.0|0.0|0|0.0|1|1|0.0|-0.042445446|0.032544803|-0.322200517|-0.0025830939999999|-0.062973953|10.95455336|-0.0161799839999999|0|0|-0.001011111|-0.205054123|-0.072889493|-0.032466697|0.8847197109999999|0|0.871985494|-0.07121814|0.241900756|-34.84701355|-44.430225|4.615711776|71.11710277|0.128014506|62.63745781|-0.034924502|-21.73969523|2.258466332|-17.08854808|39.46272532|-666.453375|1050.730179|5.924949067000001|11.01449587|0.859002624|4230.717811|107.1321197|-326.0954285|0.015909241|-275.0354486|853.2786545|381.0058252|1.0|0.0|2.74|0.05|18.0|-7.5|37.28|3.09|0.0|97.52|0.0|1.0|3.0|-3.6|23.0|3.0|-5.88|298.34|0.0|1.0|8.8e-05|3.15|3.13e-08|9.33e-06|-0.06829|4.2336|3.33|528.84|875.71|332.36|0.3201|292.86|383.08|-0.34688|-951.217594|-0.15328|1.3824|-0.22157|0.023184956|-951.264072|1.9332|194.0|6.7122
5b_a49|0.0|0|0|0|0.0|0.0|1|7.853604813|2|2|5.777652323|0.006327273|0.034466231|-0.418576471|0.005836378|-0.0695402359999999|10.9297646|0.059834711|1|1|0.006696215|-0.12209302|-0.13632743|0.099724518|0.666573331|1|0.7969332440000001|-0.0698098759999999|0.615864196|-41.03213895|-44.96093486|11.94347454|170.0796998|0.203066756|119.3565117|-0.026008|-26.42668087|7.020013952999999|-15.28671785|52.97561349|-764.3358925|1956.050085|6.270195553|11.94760614|0.905459892|6225.302624|229.9974239|-449.2535747|0.025332565|-127.7749783|1255.69656|612.7019937000001|1.0|1.0|2.9|0.22|21.0|-7.24|75.94|2.07|0.0|122.26|0.0|1.0|3.0|-3.3|30.0|4.0|-7.24|396.44|0.0|1.0|0.000118|2.08|5.79e-08|2.3e-05|-0.04453|5.1653|3.92|633.92|1093.32|316.21|0.4653|240.03|451.32|0.39241|-1291.873941|-0.1624799999999999|4.3767|-0.20701|0.03937634|-1291.929428|6.1996|28.0|7.5528
15b_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|5.4161004020000005|0.024214591|0.033219955|-0.149607679|0.011484257|-0.082365722|10.92966694|-0.058911857|1|1|0.011928706|-0.175869992|-0.174170642|-0.104250125|0.7199249390000001|1|0.921918974|-0.046334564|0.697099355|-31.76194123|-50.44100799|10.94939968|43.96642219|0.078081026|53.52386591|-0.024105015|-34.57687319|7.505718446|-16.52377848|42.7113409|-958.3791518|2603.829652|6.6940006620000005|11.42472965|0.706711759|6105.426726|226.0501037|-656.9605906|0.017637846|-233.3911134|1429.912176|766.4127559|1.0|1.0|3.89|0.32|21.0|-8.18|56.07|2.14|0.0|123.73|0.0|1.0|7.0|-4.35|31.0|5.0|-6.34|413.51|0.0|0.0|2.28e-05|3.49|6.609999999999999e-09|2.73e-06|-0.04734|5.7620000000000005|2.74|721.17|1231.3|329.52|0.3575|215.17|587.53|0.46711|-1317.429772|-0.15579|4.7752|-0.20313|0.02977516|-1317.4913390000002|6.1384|85.0|7.0706
47j_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|1|4.844187086|-0.068902246|0.033563218|-0.569931053|0.00031105|-0.006923502|10.94702285|0.0033281|0|0|0.002317206|-0.073551529|-0.218974385|0.005740124|0.757001264|0|0.80651845|-0.073041469|0.476575952|-56.816779|-73.69868165|12.42035127|95.57657747|0.19348155|150.5035248|-0.033837212|-57.32800549|9.661420661|-26.32095773|69.23713027|-1842.467041|2064.803327|9.597380968|18.50538303|0.928170101|7316.123159000001|183.246715|-1433.2001369999998|0.016220875|-411.3767328|2410.265089|1081.726154|1.0|1.0|0.0|0.28|18.0|-8.79|97.76|2.63|2.0|149.96|1.0|1.0|11.0|-5.83|37.0|4.0|-6.46|499.6|0.0|0.0|7.32e-06|4.07|1.63e-09|8.159999999999999e-07|-0.04423|3.1054|8.09|839.37|1459.55|399.25|0.5439|399.25|776.31|0.6983600000000001|-1624.9784550000002|-0.1285|4.1619|-0.17273|0.03246539|1625.053346|5.2118|35.0|7.4559
12s_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|5.351858133|-0.095120438|0.04625323|-0.403952011|-0.002544958|-0.035768573|10.31162892|-0.04950715|1|1|-0.001131023|-0.1597740919999999|-0.0546637159999999|-0.080971844|0.591758164|0|0.706713791|-0.090733404|0.404041243|-58.75255278|-67.11451776|12.51292194|89.91581294|0.2932862089999999|189.9114627|-0.040189672|-43.45862792|8.102485674|-26.02399668|71.26547471|-1275.175837|2368.4646620000003|8.066744794|15.14544373|0.877516163|6639.7334200000005|135.66918710000002|-825.7139305|0.017398791|-376.1910929|1613.162737|616.2856203|0.0|1.0|0.0|0.14|17.0|-7.16|81.65|3.58|0.0|127.19|0.0|1.0|5.0|-5.49|31.0|6.0|-6.06|434.46|0.0|0.0|6.71e-06|4.07|6.900000000000002e-08|3e-05|-0.0551|5.0438|4.32|677.35|1140.1|350.75|0.2148|245.81|526.07|0.43338|-1774.01033|-0.14985|3.0335|-0.20495|0.03401064|-1774.072418|3.9579|7.0|8129.0
47d_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|1|4.844187086|-0.041876322|0.032916667|-0.480899596|0.003376831|-0.07722825|10.94702255|0.016324953|0|0|0.005144085|0.104380139|-0.272202025|0.027971797|0.741366815|0|0.836999127|-0.06394156|0.445704576|-52.14267013|-71.20388424|12.45251265|64.92967228|0.163000873|132.9229494|-0.028722356|-58.06490563|10.15469843|-23.42233034|64.59518279|-1780.097106|1947.023498|9.940531282|19.16475647|0.927940864|7780.945962999999|246.1558296|-1451.622641|0.018506261|-323.1621908|2549.757058|1255.618298|1.0|1.0|0.0|0.32|18.0|-8.83|88.97|2.6|2.0|159.67|1.0|1.0|12.0|-5.74|39.0|4.0|-6.57|527.66|0.0|0.0|5.23e-06|4.16|1.4800000000000003e-09|7.790000000000001e-07|-0.04561|3.1079|8.08|875.6|1544.09|398.94|0.5820000000000001|398.94|817.06|0.69905|-1703.545539|-0.12844|3.7605|-0.17405|0.02826074|-1703.622959|4.2225|8.0|8.0969
8b_a32|0.0|1|1|1|3.419952523|0.0|0|7.765993078999999|0|0|5.733341277|-0.057200812|0.03995614|-0.458752924|-0.003484915|-0.024375676|10.31100269|-0.0684566009999999|3|3|-0.001662219|-0.014634534|-0.0852122769999999|-0.1152380009999999|0.7507116140000001|1|0.788218098|-0.0850068559999999|0.253018806|-53.36442734|-68.4085006|10.49093175|102.4297669|0.211781902|132.9495116|-0.03079624|-42.94454179|6.585851946|-19.33283713|63.85535908|-889.3105078|2275.886421|8.10555784|14.95918599|0.845546757|5619.400983|207.6969342|-558.2790432999999|0.021225152|-212.3722924|1329.016762|557.1050635|1.0|1.0|3.04|0.26|19.0|-7.65|140.04|1.1|0.0|110.47|1.0|1.0|7.0|-5.83|27.0|4.0|-6.44|397.52|1.0|1.0|4.06e-05|3.22|2.23e-08|8.86e-06|-0.05404|3.5442|4.22|671.54|1114.24|349.82|0.2943|349.82|558.16|0.70285|-1880.539698|-0.14717|846.0|-0.20121|0.03602276|-1880.602014|1.2797|12.0|7.9208
25_a47|0.0|0|1|1|0.0|0.0|1|6.86171134|0|0|4.727387819|-0.1084905069999999|0.043695652|-0.486951604|-0.003963349|-0.035030495|10.94972207|0.002716049|1|1|-0.00269275|-0.120903298|-0.108691353|0.004104478|0.622598899|1|0.786958319|-0.073339312|0.574771479|-44.52300552|-53.40631957|12.27779881|11.20142696|0.213041681|129.3338553|-0.031278972|-32.42203672|7.453635586|-18.98891362|56.80080434|-854.5011131000001|1514.111398|6.951055196|13.26689626|0.908616158|6236.813862|228.3393366|-518.7525876|0.029261935|-150.4037281|1369.668876|513.2159236|1.0|0.0|3.27|0.1|21.0|-8.01|84.73|3.08|0.0|109.7|0.0|1.0|5.0|-4.99|29.0|5.0|-6.3|410.83|0.0|1.0|1.52e-05|3.53|9.79e-09|4.02e-06|-0.06331|4.8002|4.78|626.55|1062.81|310.91|287.0|258.29|491.7|0.53663|-1735.2218059999998|-0.16588|3.8832|-0.22919|0.0285712999999999|-1735.279715|5.1625|16.0|7.8
17d_a50|0.0|0|1|1|0.0|0.0|2|8.105609402|2|2|6.042632834|0.03538699|0.031990741|-0.140830095|0.012079|-0.136180713|10.94500663|-0.125540541|2|2|0.01245647|0.009780681|-0.200725906|-0.2177003589999999|0.7276268779999999|1|0.929886823|-0.044172353|0.8020670809999999|-30.63468215|-48.40178147|10.55016861|5.007868064|0.070113177|48.62532158|-0.025589979|-33.56790124|7.31681784|-17.74731987|41.18485076|-1064.839192|2950.99157|6.996105516|12.62170017|0.8041037459999999|6281.764548|170.5678813|-738.4938272999999|0.013178555|-352.3903892|1412.14676|829.3813984|1.0|1.0|3.68|0.35|20.0|-7.07|51.77|2.71|0.0|133.19|0.0|1.0|6.0|-4.5|32.0|4.0|-6.25|424.54|0.0|0.0|1.31e-05|3.72|8.55e-08|3.63e-05|-0.03251|4.0506|3.41|727.15|1263.22|306.09|0.1819|306.09|579.45|0.66103|-1335.649722|-0.16716|5.6557|-0.19967|0.02625058|-1335.713194|7.9942|74.0|7.1308
12t_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|5.351858133|-0.097216874|0.044197531|-0.411045472|-0.002544958|-0.0682882559999999|10.31162892|-0.04950715|1|1|-0.001131023|-0.158448053|-0.0546637159999999|-0.080971844|0.591758164|0|0.696413582|-0.090535776|0.408290036|-58.89093185|-65.79920855|12.26965165|88.42093081|0.303586418|197.4742794|-0.037159417|-42.80050261|7.981057356|-24.17113783|71.1605835|-1184.385754|2479.787504|7.957774504|14.358001500000002|0.804273481|6617.834146|165.4110479|-770.409047|0.020029588|-319.6492937|1588.274656|616.2856203|0.0|1.0|0.0|0.14|17.0|-7.16|81.65|3.58|0.0|127.19|0.0|1.0|5.0|-5.49|31.0|6.0|-6.06|434.46|0.0|0.0|6.71e-06|4.07|6.900000000000002e-08|3e-05|-0.05542|5.0693|4.32|677.85|1139.2|349.67|0.2094|244.58|527.87|0.33647|-1774.0165149999998|-0.15029|2.6784|-0.20571|0.0337599|-1774.077985|3.2145|9.0|8.0496
15d_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|2|2|5.4161004020000005|0.0370874879999999|0.031742919|-0.184039927|0.010215823|-0.140487312|10.92970801|0.007032164|1|1|0.011249462|-0.092884337|-0.1786649189999999|0.0131101969999999|0.71456262|1|0.87609771|-0.057588609|0.565801561|-38.80896881|-47.58559595|15.37766538|67.59624856|0.12390229|83.49776405|-0.018829931|-32.06793721|10.36301002|-12.68949225|54.18663419|-761.3695352999999|2036.192049|8.429169102000001|16.02072769|0.900629528|6511.656447|355.8865234|-513.0869954|0.028735133|37.87296065|1613.412305|825.4425942|1.0|1.0|4.01|0.35|21.0|-7.82|65.3|1.54|0.0|131.43|0.0|1.0|6.0|-3.78|33.0|6.0|-7.04|441.52|0.0|0.0|4.1200000000000005e-05|2.75|1.5e-08|6.62e-06|-0.05002|5.6004|2.05|737.09|1266.87|321.28|312.0|221.39|565.91|0.3685|-1430.733658|-0.15916|3.3831|-0.20918|-0.23696253|-1430.795367|3.8163|69.0|7.1612
4j_a46|0.0|0|0|0|0.0|0.19521727|1|7.825245291|1|1|5.587248657999999|-0.012405467|0.048126615|-0.130235627|0.011968098|-0.1051618459999999|10.94638774|-0.176133068|1|1|0.011684396|-0.078783783|-0.0589746909999999|-0.258222236|0.728293097|0|0.949893337|-0.05924408|0.295221643|-34.99059698|-43.95227197|8.812983129|70.56141095|0.0501066629999999|29.59387777|-0.024805825|-25.95898597|5.205103062|-14.65075732|43.80358011|-791.1408955|2563.282153|6.274010655|10.49957018|0.673502127|5077.124695|131.7477027|-467.2617475|0.0106831269999999|-327.122208|1018.288052|642.1335502000001|1.0|1.0|3.9|0.39|17.0|-7.69|39.94|3.28|0.0|110.24|0.0|1.0|4.0|-5.38|27.0|3.0|-5.09|361.48|0.0|1.0|4.86e-06|4.81|2.03e-08|7.33e-06|-0.01684|5.3949|4.93|646.67|1112.13|281.19|0.2783|229.82|572.31|0.37853|-1131.761156|-0.18387|2.9043|-0.20071|0.02491327|-1131.817578|3.8105|805.0|6.0942
