molecula|SddssS|n9FaRing|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|WPSA3|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|pIC50
25c_a34|0.0|0|0.0|1|7.412764017000001|2|1.377881974|1.958290974|0.024837617|-0.014384932|5.351858133|-0.047513652|2|0.037424242|10.95957635|-0.041629027|1|1|0.001433865|-0.250299211|-0.3609280379999999|-0.563411433|-0.5404076879999999|0.118901861|0.844690266|0.760055383|0|0.683231623|-0.088513496|-0.113392997|0.478421157|-59.0359041|-75.6298008|29.22363765|211.2752099|-0.031498055|19.49130854|-1.7008949569999998|-39.37521522|-21.008278|88.25954175|0.4356106729999999|2884.104654|2439.174137|7.484891117|13.26192888|0.77182656|308.52165519999994|-756.6428589|39.09037289|0.037538004|-49.9273377|2110.880136|648.0187526000001|0.0|1.0|1.0|3.64|3.17|0.32|17.0|-5.71|1.98|90.74|1.0|0.0|116.0|0.0|2.0|6.0|31.0|6.0|0.0|0.0|1.93|659.0|0.000523|0.22|0.0|0.0|0.0008289999999999|4.2095|4.32|4.2095|-1426.666471|0.69247|-1426.421463|0.2239999999999999|-0.17424|-0.2069599999999999|5.7496
12c_a31|0.0|0|0.0|0|7.765993078999999|1|0.6101358029999999|0.0|0.046986783|-0.013026643|5.733341277|-0.055520387|0|0.040982906|10.311698300000002|-0.056866055|2|2|-0.000813398|-0.048694677|-0.138799714|-0.223856622|-0.54466023|0.066071056|0.8856644770000001|0.770283733|0|0.665463503|-0.104643824|-0.129736755|0.343619017|-66.41224264|-82.33748068|19.38414321|212.313715|-0.036326291|12.30215386|-1.816314565|-42.14855504|-23.05449459|85.79638585|0.448512808|2592.4503010000003|1894.297124|8.091269314|14.67172662|0.813278739|202.0036947|-731.5771879|33.81868912|0.023556702|-230.6429907|1690.934456|583.9691392000001|1.0|1.0|2.0|3.69|3.1|0.35|16.0|-7.24|3.7|117.37|1.08|0.0|108.16|0.0|1.0|8.0|28.0|5.0|0.0|1.0|3.32|0.00233|6.94e-05|0.0277|0.0|0.0|2.31e-05|3.8328|4.6|3.8328|-1618.112841|0.7007399999999999|-1617.888981|0.2625|-0.15904|-0.19288|6.4202
5a_a49|0.0|0|0.0|1|7.853604813|2|1.343848751|2.111324504|0.079751437|-0.009147269|5.777652323|0.007039248|2|0.034466231|10.92976459|0.076610236|1|1|0.008623164|-0.1205081119999999|-0.158356406|-0.26176436|-0.51958118|0.001251171|0.855876084|0.632463498|1|0.800090055|-0.072109357|-0.0787216|0.6254267029999999|-42.1802818|-46.04810561|16.71687776|116.9370825|-0.027311576|9.77851757|-1.338267206|-24.67330519|-15.97587337|58.89715956|0.490453006|2797.737637|1887.422375|6.0732145310000005|11.91885068|0.962527525|229.9265537|-457.9083293000001|26.32248561|0.0270848489999999|-125.09569170000002|1289.801795|592.5885712|0.0|0.0|0.0|3.37|2.93|0.22|21.0|-6.92|3.68|73.14|2.07|0.0|116.62|0.0|1.0|3.0|30.0|5.0|0.0|1.0|2.93|0.0578|5.09e-05|0.0202|0.0|0.0|4.72e-05|5.2443|4.14|3.9219|-1311.960542|0.66225|-1311.743648|0.0529|-0.16176|-0.21238|7.3665
25_a12|0.0|0|0.0|0|0.0|0|1.404967476|0.0|0.00700113|-0.004103693|0.0|-0.045725323|2|0.038787879|10.93676625|-0.11195017|0|0|0.001783739|-0.141917694|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|-0.2430098439999999|0.688743998|0.806844014|1|0.947937175|-0.054734834|-0.080147596|0.120087607|-28.517955|-41.75851719|2.580489093|27.12578432|-0.03323193|1.3444869730000002|-1.362509125|-14.85843094|-17.31450713|31.09844409|0.448858246|2067.69985|1907.027255|5.34703037|9.70173342|0.814415245|43.08908189|-369.8695347|18.87554002|0.005118351|-434.8420476|773.8971409|430.4348528|1.0|1.0|1.0|2.81|3.43|0.05|22.0|-8.78|5.35|37.81|3.2|0.0|99.48|0.0|1.0|3.0|24.0|2.0|0.0|1.0|4.29|0.00162|5.63e-06|0.00175|0.0|0.0|5.12e-07|4.2653|4.73|3.4532|-974.6328337|0.69029|-974.458128|0.1897|-0.14303|-0.19655|7.6576
17b_a50|0.0|1|0.0|2|7.934155233999999|1|1.348984601|4.35392516|-0.145258626|-0.002181823|5.82008293|0.013050204|1|0.032052154|10.94500663|-0.15040528|2|2|0.012686493|0.05636897|-0.2252068689999999|-0.357011777|-0.237489143|-0.1585336269999999|0.799772151|0.748900413|1|0.931849183|-0.047785496|-0.07555585|0.4220781729999999|-33.25475672|-52.58062823|8.976922737999999|47.42733742|-0.02681014|6.247196459|-1.662228695|-23.14256283|-18.65764227|42.23167946|0.4835366239999999|2765.537065|1948.148592|8.324966952|16.11918162|0.936245718|136.82673369999998|-805.0189948|23.22374317|0.010169967|-422.2639022|1439.872076|862.3868512|1.0|1.0|0.0|4.17|3.57|0.35|20.0|-7.54|4.92|51.77|2.71|0.0|131.39|0.0|1.0|8.0|32.0|4.0|0.0|0.0|3.87|0.00763|1.22e-05|0.0052|0.0|0.0|1.22e-05|4.2447|3.77|4.0418|-1337.164673|0.66195|-1336.833957|0.1758|-0.16699|-0.19879|6.9136
19_a34|0.0|0|0.0|1|7.412764017000001|1|1.438829424|1.898101852|-0.068004837|-0.013066507|5.351858133|-0.169170251|1|0.044107744|10.95957634|-0.014196676|1|1|-0.0042364759999999|-0.29861864|-0.255220734|-0.401414514|-0.469568766|0.08178394|0.8582665429999999|0.818710955|0|0.6399024520000001|-0.112877411|-0.1255804019999999|0.308793959|-56.30608209|-62.64265252|19.74799697|179.6256831|-0.039656969|9.850795895|-1.506964829|-28.08688512|-19.78189027|76.05407906|0.467358389|2127.363207|1537.244187|5.495780422|10.31797048|0.877434994|168.4584665|-374.9727034|29.86894781|0.029554695|-161.90813300000002|1135.020017|337.9440349|0.0|1.0|1.0|3.07|2.77|0.18|17.0|-5.03|2.31|69.4|1.08|0.0|83.95|0.0|2.0|3.0|23.0|5.0|0.0|1.0|2.1|574.0|0.000704|218.0|0.0|0.0|0.00291|4.1721|2.7|4.1721|-1046.5747720000002|0.6897300000000001|-1046.458335|0.2189|-0.1735|-0.20251|6.0044
11c_a5|0.0|0|0.0|0|6.605297921|0|1.427567332|0.0|-0.2117133739999999|-0.004590583|4.59511985|-0.050049777|2|0.027388889|10.94877953|-0.023856811|1|1|0.005383056|-0.138950411|-0.011677718|-0.018887528|-0.269653478|0.030085871|0.86113162|0.658307423|0|0.80472351|-0.078909483|-0.0873419269999999|0.389427402|-47.99592739|-53.12487972|10.85837291|118.7750305|-0.0322785379999999|6.604499968|-1.484812761|-29.19305715|-19.63310772|58.854300300000006|0.448016491|2497.685314|926.234805|8.88462927|16.09582374|0.811648325|178.1902995|-549.3157749|27.76804404|0.021214793|-251.8596984|1277.330026|523.8031619|1.0|1.0|1.0|2.96|2.14|0.09|23.0|-8.47|4.17|80.76|1.13|0.0|106.79|0.0|1.0|6.0|28.0|5.0|0.0|1.0|3.0|0.0273|7.950000000000001e-05|0.0294|0.0|0.0|1.26e-06|4.5035|4.53|4.2087|-1218.454079|0.6267699999999999|-1218.278135|0.2186|-0.1713299999999999|-0.21448|7.6021
47d_a18|0.0|0|0.0|0|7.03438793|1|1.251175994|0.0|-0.017398129|-0.006087337|4.844187086|-0.041876322|0|0.032916667|10.94702255|0.016324953|0|0|0.005144085|0.104380139|-0.272202025|-0.406388629|-0.417659275|-0.002494715|0.773981237|0.741366815|0|0.836999127|-0.06394156|-0.087315963|0.445704576|-52.14267013|-71.20388424|12.45251265|132.9229494|-0.028722356|10.15469843|-2.182899066|-42.52098397|-23.42233034|64.59518279|0.481311892|3304.705347|1947.023498|9.940531282|19.16475647|0.927940864|246.1558296|-1451.622641|33.54943497|0.018506261|-323.1621908|2549.757058|1255.618298|1.0|1.0|2.0|4.73|0.0|0.32|18.0|-8.83|3.21|88.97|2.6|2.0|159.67|1.0|1.0|12.0|39.0|4.0|0.0|0.0|2.56|0.000968|5.23e-06|0.00276|1.0|1.0|7.790000000000001e-07|3.1079|8.08|3.1079|-1704.0327519999998|0.69905|-1703.545539|0.5820000000000001|-0.12844|-0.17405|8.0969
12bf_a36|0.0|0|0.0|0|7.412764017000001|2|1.297043948|0.0|-0.024689509|-0.00832865|5.351858133|-0.119979424|2|0.044197531|10.96022305|-0.0206090089999999|1|1|-0.004358975|0.359635716|-0.098027247|-0.250781298|-0.433281391|-0.0480253509999999|0.892249657|0.632625562|0|0.6791406640000001|-0.090461753|-0.110255801|0.356652646|-58.26326838|-71.01192632|14.01562806|206.6543367|-0.037486972|9.026978489|-1.874348624|-37.52534442|-24.14405495|72.27889645|0.474826911|2902.591295|2522.341812|7.546900716000001|14.37031118|0.904134124|189.6959033|-777.5172959|34.22402339|0.02371294|-264.6734075|1711.2011699999998|593.6088758|1.0|0.0|2.0|4.72|0.0|0.14|17.0|-7.12|3.0|69.2|2.78|0.0|123.67|0.0|1.0|5.0|31.0|6.0|0.0|0.0|2.44|0.0424|4.81e-05|0.0201|0.0|0.0|3.17e-05|5.2319|3.66|3874.0|-1431.380702|0.69292|-1431.187555|0.4006|-0.15677|-0.2139|8.2218
30_a47|0.0|1|0.0|1|6.842683282|0|1.304327883|1.435022468|-0.069449687|-0.0092264759999999|4.727387819|-0.184735553|2|0.038387534|10.95005723|0.0467853809999999|1|1|-0.008325552|0.029343834|-0.035472095|-0.079370393|-0.4370608039999999|-0.1340278869999999|0.913855507|0.651797437|1|0.67896733|-0.108232368|-0.107296835|0.384732322|-64.94243028|-64.38108459|13.64937081|192.6285289|-0.0383202979999999|8.190002019|-1.609452527|-38.96726396|-22.9932445|78.59180109|0.4680850139999999|2626.927627|1558.731067|6.886726437999999|12.94704346|0.879999675|192.3403721|-579.456614|33.84108731|0.028122734|-215.3470619|1421.325667|457.1122177|1.0|1.0|2.0|3.03|2.12|0.05|21.0|-7.24|3.93|98.72|1.78|0.0|104.25|0.0|1.0|5.0|28.0|5.0|0.0|1.0|2.61|24.0|7.94e-05|0.0315|0.0|0.0|2.28e-05|3.7159|3.89|3.7159|-1696.078047|0.6944899999999999|-1695.931037|0.3566|-0.1517|-0.20813|7.9
4d_a46|0.0|0|0.173086735|1|7.825245291|1|1.134637067|2.146507937|-0.1397563859999999|-0.001749881|5.587248657999999|-0.017469934|2|0.047736111|10.96333164|-0.076521434|1|1|0.010756749|-0.206000242|-0.0814707009999999|-0.1271933999999999|-0.240143042|-0.213089038|0.8075680409999999|0.623144956|0|0.936057958|-0.056384895|-0.070772596|0.290035518|-30.95621863|-38.85529917|4.750218646|35.10521457|-0.024616555|2.607946825|-1.132361533|-16.99546444|-13.51488667|35.70643728|0.441136013|2181.291783|2233.65548|5.757075209|10.30138878|0.7893441379999999|102.4310631|-341.3149976|16.6147308|0.0086574759999999|-344.15403910000003|764.2776167999999|509.0572545|1.0|0.0|0.0|3.78|3.5|0.35|17.0|-7.41|5.11|43.6|2.84|1.0|101.75|0.0|1.0|2.0|25.0|3.0|0.0|1.0|4.11|0.00416|7.8e-06|0.00275|0.0|0.0|1.3699999999999998e-05|4.4265|4.18|4.4265|-1453.817782|0.69884|-1453.635434|0.1313|-0.18639|-0.22603|6.2865
19_a20|0.0|0|0.0|0|6.842683282|0|1.4009239059999998|0.0|0.071176085|-0.0096278259999999|4.727387819|-0.130949446|3|0.0396875|10.94899558|-0.063133522|1|1|-0.004654742|0.175308615|-0.049177437|-0.083481481|-0.5838248970000001|-0.143992458|0.8193003000000001|0.7741509329999999|1|0.754452534|-0.091725453|-0.099685049|0.25624423|-60.26825633|-65.49811346|8.964643162|161.33709|-0.038340404|5.890223441|-1.993700989|-39.5992891|-25.1915821|69.23289949|0.483310517|2849.084477|1818.518838|7.950138729|15.38668579|0.935398401|133.9919257|-860.7113887|31.64490997|0.0159602|-389.0666676|1645.535318|684.5377542|1.0|1.0|2.0|3.49|2.49|0.08|27.0|-9.63|4.08|110.44|1.33|0.0|122.86|0.0|1.0|5.0|32.0|5.0|0.0|1.0|3.16|0.00541|2.6600000000000003e-05|0.0112|0.0|0.0|9.86e-08|3.3616|5.01|3.3616|-1368.378274|0.6987399999999999|-1368.129074|0.2998|-0.13903|-0.2067|5585.0
18b_a25|0.0|0|0.0|1|6.842683282|0|1.194228955|1.824998189|-0.147813831|-0.003259453|4.727387819|0.0131826839999999|2|0.038137255|10.31286058|0.0009956189999999|1|1|0.00598031|-0.032776381|-0.034703635|-0.061048368|-0.303383008|-0.026045966|0.8333962429999999|0.6915652390000001|1|0.936253893|-0.063132226|-0.078644297|0.348987182|-44.30110081|-55.18621997|8.972372556|44.73187305|-0.0305838929999999|6.296086869|-1.6515302369999998|-31.08693686|-21.46130777|53.27347337|0.493622561|3051.645565|2327.4502850000003|8.654596906|17.09119768|0.974811521|151.02439719999998|-813.229933|27.34692815|0.013724883|-399.6704921|1476.7341199999998|809.2903831|1.0|1.0|1.0|3.58|3.56|0.07|27.0|-9.84|5.59|111.51|2.2|1.0|138.56|0.0|1.0|6.0|34.0|4.0|0.0|1.0|4.35|0.000132|1.95e-06|0.000899|0.0|0.0|6.690000000000001e-08|5.5437|4.32|3.6826|-1767.494087|0.54166|-1767.2232149999998|0.0468|-0.15079|-0.22145|7.2924
18_a34|0.0|0|0.0|1|7.423568444|1|1.4547811819999998|1.801574074|-0.063113846|-0.014733513|5.351858133|-0.101546926|1|0.040527066|10.9595763|-0.136990511|1|1|0.002183342|-0.155197864|-0.3102088839999999|-0.478810922|-0.493450778|0.0468829359999999|0.8584852479999999|0.713979177|0|0.68981472|-0.090328365|-0.129784908|0.295523326|-49.86847383|-71.65163761|22.55015528|171.24705480000003|-0.0422555509999999|12.44948722|-1.816988713|-27.53138148|-23.32844015|72.41862911|0.441058733|2424.18137|1774.550004|6.282442545|11.23989749|0.789096743|167.9151283|-553.8039936|33.52510165|0.027385869|-216.2496321|1441.579371|428.6241319|1.0|1.0|0.0|3.28|3.61|0.21|17.0|-5.65|3.15|75.47|1.49|0.0|93.91|0.0|2.0|5.0|26.0|6.0|0.0|1.0|2.89|0.0167|7.829999999999999e-05|0.0275|0.0|0.0|0.000781|4.4335|5.07|4.1234|-1199.259634|0.60488|-1199.101028|0.0303|-0.17549|-0.21474|5.6144
12av_a36|0.0|0|0.0|0|7.412764017000001|2|1.297042752|0.0|0.049150854|-0.009925128|5.351858133|-0.081537769|2|0.04250591|10.96037173|-0.039627578|1|1|-0.000472698|0.1168328169999999|-0.126068378|-0.213993335|-0.507136551|-0.018133027|0.8571025990000001|0.817582774|0|0.752447733|-0.082283524|-0.105593135|0.277834652|-57.31621925|-73.55299094|15.09249582|172.4374372|-0.035197712|10.51297704|-2.006269572|-39.92474833|-24.51766365|72.40871507|0.491188387|3011.024457|2354.591519|8.975655204|17.64042914|0.965363947|228.5327731|-973.4610746|36.48912989|0.025779468|-239.5042702|2079.880404|757.7532208|0.0|0.0|3.0|4.96|0.0|0.17|17.0|-6.93|1.65|98.3|1.49|0.0|138.06|0.0|1.0|7.0|33.0|5.0|0.0|0.0|1.47|128.0|0.000227|0.0997|0.0|0.0|5.18e-05|4.8408|4.5|3.4402|-1440.945099|0.70455|-1440.67411|0.0027|-0.14122|-0.19429|7.4089
3j_a32|0.0|1|0.0|0|8.234564993|0|0.609420782|0.0|0.0053427669999999|-0.006580847|6.3044488020000005|-0.017889768|0|0.037373737|10.31100276|-0.052622352|3|3|0.001173363|-0.055211759|-0.052818794|-0.097980957|-0.528541012|-0.020129489|0.8884057059999999|0.7557114|1|0.865101945|-0.070289671|-0.095013178|0.27811778|-37.33051857|-50.46105839|7.315176208|71.64373163|-0.030815085|3.885056172|-1.140158136|-19.82606536|-16.36574867|44.64569478|0.4482615029999999|2282.569698|1778.1826620000002|5.900829539|10.69497519|0.812452828|133.42496409999998|-321.5956102|21.85672669|0.015301673|-264.245436|808.6988876|398.2788055|1.0|1.0|1.0|3.27|3.0|0.24|19.0|-6.69|4.93|110.94|1.94|0.0|95.74|0.0|1.0|3.0|23.0|3.0|0.0|1.0|4.09|0.0004089999999999|1.58e-05|0.00533|0.0|0.0|6.86e-05|3.4982|3.02|3.4982|-1671.479105|0.7028|-1671.351322|0.3005|-0.14498|-0.19859|8.0969
47s_a18|0.0|0|0.0|0|7.03438793|1|1.251176205|0.0|0.026229332|-0.0054038509999999|4.844187086|-0.045792331|0|0.035632184|10.94702059|-0.031515152|0|0|0.003686393|-0.040169986|-0.168728915|-0.252119673|-0.46304239|0.0109557919999999|0.745196689|0.716761234|0|0.84543779|-0.070258863|-0.08106112|0.306379663|-53.18668656|-61.36410696|6.394119331000001|117.0051929|-0.030108416|4.840414512|-2.107589125|-40.26287221|-22.79238258|59.58080589|0.4740142|2992.734821|1529.863965|9.811856136|18.65422248|0.901192009|135.90542109999998|-1207.784866|27.77963709|0.010481057|-485.1995077|1944.574596|1093.725912|1.0|1.0|2.0|4.41|0.0|0.3|18.0|-9.42|3.93|76.5|3.33|1.0|149.34|0.0|1.0|10.0|36.0|3.0|0.0|0.0|3.19|0.000539|3.53e-06|0.0017|0.0|0.0|1.84e-07|3218.0|8.41|3218.0|-1534.174077|0.6926800000000001|-1533.737579|0.5203|-0.13195|-0.18109|6.2104
12s_a36|0.0|0|0.0|0|7.412764017000001|2|1.297044029|0.0|-0.057853364|-0.007059109|5.351858133|-0.045035034|2|0.042804233|10.95352614|-0.050363149|1|1|0.003962098|0.063448144|-0.104118159|-0.1763783589999999|-0.434472457|-0.118671653|0.856677627|0.856274847|0|0.8303378090000001|-0.07216709|-0.1000534719999999|0.4314309979999999|-46.58030248|-64.57958827|12.55883918|109.5085883|-0.035868226|8.106112169|-1.901015959|-30.06529118|-23.15117315|59.13914165|0.4604765839999999|2710.355028|2294.468358|7.545963801|13.98635088|0.853487672|158.6528381|-791.9759303|30.69639722|0.018222417|-328.1450742|1626.909053|662.0530478999999|1.0|0.0|2.0|4.85|0.0|0.17|17.0|-6.97|2.19|69.2|2.24|0.0|128.72|0.0|1.0|5.0|30.0|4.0|0.0|0.0|2.14|0.0274|5.05e-05|0.02|0.0|0.0|4.270000000000001e-05|3.8751|3.48|3.7604|-1272.236664|0.6928|-1272.00109|0.0002|-0.15559|-0.20467|8.0458
2_a27|0.0|0|0.0|2|6.605297921|0|1.402655014|3.250529415|0.09890645|-0.0065894809999999|4.59511985|-0.0609613559999999|2|0.0427777779999999|10.93783218|0.017751479|1|1|0.00988756|-0.337316432|-0.21066171|-0.361571905|-0.475677812|0.137868605|0.8585302370000001|0.60904903|1|0.8468699609999999|-0.058444848|-0.081513931|0.408120957|-29.42169804|-41.03489597|9.972342226|77.08713259|-0.029261411|5.020172886|-1.141195033|-14.81116546|-14.73047548|39.39404027|0.4424192289999999|2210.487938|1270.627585|5.312170441|9.527176544|0.7934621359999999|166.89932209999998|-289.2030522|22.03636323|0.022639983|-169.6109632|859.4181658|373.9912084|0.0|0.0|0.0|2.9|3.06|0.11|21.0|-5.84|2.49|65.6|2.42|0.0|92.58|0.0|2.0|2.0|24.0|4.0|0.0|1.0|2.52|204.0|0.0002009999999999|0.0638|0.0|0.0|0.0004599999999999|4.1624|4.32|4.1624|-1043.7984|0.55857|-1043.665151|0.3217|-0.16769|-0.21702|7.8861
11_a1|0.0|0|0.0|0|7.423568444|1|1.430935838|0.0|0.033732316|-0.018080197|5.351858133|-0.196819043|1|0.035620155|10.94957487|-0.044235537|1|1|-0.009578125|0.126722854|-0.07452948|-0.117419838|-0.563650254|-0.069193862|0.8086124090000001|0.7846345840000001|0|0.5955245029999999|-0.131972845|-0.126108875|0.2027328789999999|-77.81495049|-74.35738693|20.62225192|238.4902806|-0.048723884|12.15946748|-2.143850877|-45.88191258|-28.7289904|98.43720241|0.47723847|2697.640232|1885.148133|7.43666407|14.2257294|0.912918113|146.29971719999998|-745.3349875|38.20963621|0.02620284|-297.0290662|1681.223993|495.0560271000001|1.0|1.0|2.0|3.25|2.31|0.05|23.0|-7.47|4.23|97.33|1.95|0.0|105.71|0.0|1.0|4.0|29.0|6.0|0.0|1.0|3.22|0.00327|2.17e-05|0.00838|0.0|0.0|1.29e-05|3.7383|5.26|3.1924|-1312.4282380000002|0.69914|-1312.241032|0.3201|-0.12916|-0.19462|6.7696
9_a47|0.0|0|0.0|0|0.0|0|1.3818994059999998|0.0|0.00410268|-0.008501246|0.0|-0.1789147139999999|2|0.037492877|10.93671087|0.045804989|0|0|-0.007880155|-0.091848897|-0.021556658|-0.045757939|-0.4477815529999999|0.046690958|0.853035126|0.689770023|1|0.805149969|-0.084368438|-0.0969292319999999|0.492394184|-44.13640712|-50.70744657|4.991260197|101.9336202|-0.036925422|2.611122094|-1.550867715|-23.08946904|-19.3171225|49.12766732|0.482896681|2292.652212|1333.091472|5.653392499|10.93281031|0.93384951|109.5180831|-424.4325604|24.43189048|0.015793737|-304.1026787|1026.1394|442.7664664|1.0|1.0|2.0|2.87|2.78|0.05|22.0|-8.47|5.61|58.04|2.99|0.0|101.46|0.0|1.0|3.0|26.0|4.0|0.0|1.0|4.09|0.00148|6.3e-06|0.00218|0.0|0.0|1.17e-06|5.7429|4.06|3.7183|-1149.055456|0.69084|-1148.896866|0.2208|-0.1545099999999999|-0.20488|7.6
7d_a10|0.0|0|0.0|1|7.535296702|1|1.34384996|2.087763133|-0.117302383|-0.00179944|5.4161004020000005|-0.017919404|2|0.041369509|10.929819300000002|-0.0325418129999999|1|1|0.008513576|-0.09209689|-0.041520889|-0.089622042|-0.2018053139999999|0.0658971929999999|0.869684772|0.525816226|1|0.841052067|-0.059327943|-0.070901708|0.421731106|-31.47566249|-37.61597161|5.567989142999999|84.32774259|-0.024733154|2.9540236560000004|-1.063525614|-16.69900016|-13.12185056|37.04365163|0.484115691|2348.343588|1597.531619|6.100927672|11.82615475|0.938419104|143.4649092|-299.34991010000005|17.98535187|0.014078094|-243.607074|773.3701306|460.1866123|1.0|1.0|0.0|3.21|3.21|0.19|21.0|-7.83|4.97|43.6|3.04|0.0|100.04|0.0|1.0|2.0|26.0|4.0|0.0|1.0|3.95|0.0206|1.9e-05|0.00654|0.0|0.0|5.04e-06|5.8433|3.49|3.8856|-1129.175857|0.68393|-1129.003694|0.0941|-0.1633099999999999|-0.21965|6.0325
14g_a23|0.0|1|-4.794439428|2|7.423568444|0|1.197957711|3.0793867980000003|0.180361525|-0.014609495|5.351858133|-0.301504331|2|0.0422736629999999|10.3132174|-0.030586527|2|2|-0.0004039459999999|0.179219801|-0.0962526|-0.2952674819999999|-0.648987099|0.010202051|0.854683662|0.575188253|1|0.907334473|-0.072819606|-0.096288005|0.297855753|-51.82254036|-68.52397802|13.05300369|65.94601775|-0.041536002|9.289253982|-2.118336119|-36.87984398|-29.55936307|64.87554405|0.461846955|3400.464046|2531.8503170000004|8.788027188|16.32997765|0.8582074559999999|156.3396622|-1072.841648|37.88128151|0.020564836|-398.9771038|1931.945357|676.4530574|0.0|0.0|1.0|3.61|3.79|0.09|26.0|-7.95|6.18|114.25|3.04|1.0|126.97|0.0|1.0|7.0|35.0|8.0|1.0|0.0|4.35|6.38e-05|1e-06|0.0004969999999999|0.0|0.0|5.57e-06|3.7042|5.17|3.7042|-2042.161409|0.56658|-2041.934312|0.3478|-0.1519|-0.23201|8.0
4e_a46|-3.742323661|0|0.092094405|1|7.825245291|1|0.300205548|2.12386814|0.1369980459999999|-0.005995748|5.587248657999999|-0.370202917|2|0.041636905|10.31928077|-0.05803828|1|1|0.002688298|-0.135489528|-0.030065705|-0.049530834|-0.514537262|0.075271624|0.8146060740000001|0.69063113|0|0.753715041|-0.0835371459999999|-0.084780904|0.68427144|-63.39469142|-64.33855433|8.098142567|186.9007941|-0.030951758|6.145520557|-1.949960781|-48.10898007|-23.48867857|71.49283399|0.4753010039999999|3411.457836|3129.575458|7.906917146|15.06943449|0.905854609|155.48860530000002|-1122.980957|29.54149986|0.0125621839999999|-447.9030518999999|1861.114491|942.2127953|1.0|0.0|2.0|4.5|2.68|0.27|23.0|-8.81|5.93|124.17|2.06|0.0|137.28|0.0|1.0|5.0|35.0|6.0|1.0|0.0|3.5|0.000405|3.92e-06|0.00191|0.0|0.0|7.64e-07|4.2446|8.03|4.1773|-1884.564974|0.56481|-1884.255802|0.3109|-0.17112|-0.21005|6.8125
12ab_a36|0.0|0|0.0|0|7.412764017000001|2|1.297042596|0.0|-0.064515677|-0.007034881|5.351858133|0.000258844|2|0.039951691|10.9540584|-0.029080933|1|1|0.002112069|0.0618552579999999|-0.096853381|-0.169341326|-0.4186639029999999|-0.0852411419999999|0.888163057|0.8196353679999999|0|0.8410557559999999|-0.079202413|-0.095025338|0.452078227|-54.63243106|-65.54680623|16.62527454|109.6369437|-0.033434841|11.46782191|-1.805481415|-37.68448987|-23.06276515|71.2577056|0.484987413|2902.39241|2390.849902|7.821826146|15.18764075|0.941700118|221.4026852|-859.0476432|33.96451406|0.024384271|-246.9770378|1834.083759|708.5476357999999|1.0|0.0|2.0|4.86|0.0|0.17|17.0|-7.05|1.95|92.99|1.59|0.0|133.27|0.0|1.0|6.0|32.0|5.0|0.0|0.0|1.8|0.0503|0.000122|0.0515|0.0|0.0|3.76e-05|3.8845|3.23|3.8845|-1364.468283|0.69294|-1364.236757|0.4451|-0.15699|-0.2093699999999999|7.9586
