molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC7i|n6aHRing|GATS1are|SIC2|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RPSA|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
3m_a32|1|1|3.575728458|0.0|0|7.773594467000001|1|0.609420748|0.0|0.013867955|-0.006290106|-0.017268778|0.03962963|-0.0370712179999999|-0.3082152019999999|-0.000514191|-0.084132138|10.31100268|3|-0.065422345|0|0.6943636479999999|0.872498916|1|0.798023273|-0.084626325|-0.09390309|0.013428623|-50.60363458|-56.15082133|0.201976727|-33.57626169|0.0|0.674468222|-1.220740175|-30.25923462|67.1606709|-16.22134838|58.63348955|0.4687361229999999|2588.590536|477.1904954|-729.9606772999999|2363.601309|0.325531778|0.882303773|5724.714257|-436.4914018999999|24.05057475|0.018412178|1082.275864|554.9424306|0.0|1.0|1.0|1.0|3.51|19.0|5.35|128.01|110.36|0.0|1.0|3.0|-5.94|27.0|4.0|-6.17|394.51|0.0|4.12|-4.86|0.000449|1.39e-05|0.00547|3.57|0.0|1.65e-05|-0.05731|3.5749|5.1|1073.31|346.82|0.2952|346.82|484.34|0.7026600000000001|0.7026600000000001|-1863.279862|0.2952|-0.14835|5082.0|-0.2056599999999999|0.0339106999999999|8.0755|23.0|7.6383|7.6383
4g_a46|0|0|0.0|0.171759574|1|7.825245291|1|1.134637064|2.156712018|-0.153373738|-0.001702489|-0.010706405|0.046415344|-0.093447672|-0.088529411|0.011488768|-0.055084605|10.96333695|1|-0.144064904|2|0.662386484|0.7796270059999999|0|0.946829733|-0.056893316|-0.070153728|0.00801562|-32.64186634|-40.24987057|0.053170267|-23.0928866|72.82863401|0.826861093|-1.192613373|-18.72788427|44.72726697|-13.96424081|37.24073329|0.448462961|2242.010126|543.2323468999999|-684.2477996|2285.43285|0.1731389069999999|0.8131148579999999|5176.321714|-392.5790722|16.88825479|0.007803902|827.5244845|568.1534007|0.0|1.0|1.0|0.0|3.9|17.0|5.37|43.6|106.55|0.0|1.0|3.0|-5.38|26.0|3.0|-5.18|366.89|1.0|4.39|-5.38|0.00155|4.16e-06|0.00153|4.73|0.0|5.75e-06|-0.03985|4.4163|4.65|1064.92|280.74|0.1294|280.74|530.39|0.6983199999999999|0.6983199999999999|-1492.923098|0.1294|-0.18602|3.5526|-0.22587|0.02266493|3.7113|2745.0|5.5615|5.5615
1e_a5|1|0|2.953259375|0.0|0|6.605297921|0|1.427503886|0.0|-0.260066152|-0.001975193|-0.009075016|0.027873016|-0.080321049|-0.084933308|0.008031558|-0.1197834419999999|10.94440038|1|-0.133677441|2|0.71274658|0.834250802|0|0.8805795|-0.06795194|-0.069725333|0.008587563|-35.30075748|-36.22202792|0.1194205|-18.81719677|0.0|0.7473936259999999|-1.115605324|-18.33860051|44.38364879|-14.48881117|39.76196174|0.482579989|2107.092939|457.4574833|-579.5524467|827.4861275000001|0.2526063739999999|0.932665879|4342.827698|-301.0751483|19.38578369|0.0157106539999999|775.4313476|409.0289917|1.0|1.0|1.0|1.0|2.83|23.0|4.51|54.46|95.45|0.0|1.0|3.0|-4.25|24.0|3.0|-5.77|312.37|1.0|3.44|-4.45|0.0174|3.5600000000000005e-05|0.0111|3.43|0.0|1.21e-06|-0.04186|4746.0|3.17|935.47|279.92|0.5156|261.24|427.87|0.56258|0.51802|-990.471803|0.1355|-0.18105|1916.0|-0.22291|0.0313740589999999|3.0386|191.0|6719.0|6719.0
28_a20|0|0|0.0|0.0|1|6.842683282|0|1.417203216|1.837209467|-0.013841559|-0.006492092|-0.114439513|0.0396875|0.091462964|-0.363557127|0.002234763|0.0313932529999999|10.94963925|1|0.155263557|3|0.715067047|0.812553182|1|0.7817507370000001|-0.086299346|-0.091179288|0.014682607|-57.59898971|-60.85602167|0.218249263|-40.6172876|88.39175809|0.773641727|-1.823585765|-38.44343857|71.98460956|-23.40616218|67.39863895|0.468838001|2865.917291|521.7658603|-1217.120433|2449.815677|0.226358273|0.8826648009999999|6348.941881000001|-812.3457521|30.25452396|0.016673728|1573.2352460000002|684.5377542|1.0|1.0|1.0|1.0|3.45|27.0|4.01|99.58|122.8|0.0|1.0|5.0|-4.42|32.0|5.0|-6.96|420.47|0.0|3.04|-4.43|0.0159|3.72e-05|0.0156|2.68|0.0|6.590000000000001e-07|-0.06242|4.7905|4.64|1198.32|346.35|0.2354|258.81|531.85|0.50352|0.4701899999999999|-1368.085242|0.0153|-0.15572|3.5284|-0.21814|0.03534166|4.7428|255.0|6.5935|6.5935
14c_a23|0|1|0.0|0.0|2|7.423568444|0|1.197962449|3.349976042|0.06596946|-0.005822256|-0.024758731|0.043538647|0.04174584|-0.296935034|0.010682694|-0.047853455|10.31321813|2|0.077009731|2|0.722187957|0.857184548|1|0.922935039|-0.0567889659999999|-0.0800086929999999|0.018842596|-37.73933093|-53.17009158|0.077064961|-35.33439343|81.41541733|0.7834075309999999|-1.600173862|-25.07982076|64.05912299|-22.62557089|50.26125234|0.459622824|2955.304496|613.3401089|-1063.401832|2379.221378|0.2165924689999999|0.8505592829999999|6755.962581999999|-706.6878684999999|28.88097191|0.016385474|1357.40568|633.3278634|0.0|0.0|1.0|1.0|3.4|26.0|4.67|105.02|125.29|0.0|1.0|5.0|-6.13|31.0|4.0|-6.03|445.93|0.0|4.0|-5.55|0.000334|2.83e-06|0.00126|4.21|0.0|4.55e-06|-0.0795299999999999|3.7031|4.1|1177.63|334.81|356.0|334.81|549.86|0.56781|0.56781|-2089.293299|356.0|-0.15143|7.2704|-0.23096|0.02236136|10.369000000000002|2.0|8.6253|8.6253
9d_a40|0|0|0.0|0.0|1|7.515889085|0|0.604992329|1.839557351|0.007834411|-0.003961493|-0.022152094|0.045555556|0.153818743|-0.146575228|0.011823978|0.15723868|10.3119722|2|0.259969752|0|0.601831605|0.8221990920000001|1|0.941627612|-0.060319196|-0.071656839|0.010749826|-31.08478865|-36.92750973|0.058372388|-19.03015798|50.47044708|0.8664205709999999|-1.074852592|-16.01918037|41.42218692|-16.29154841|36.6245851|0.467275972|2109.570685|485.2567189|-553.912646|336.6614768|0.133579429|0.87714454|4401.742338|-285.4523697|18.80327978|0.0087217999999999|639.3115126|346.9019309|0.0|0.0|0.0|0.0|3.25|20.0|5.09|58.43|91.71|0.0|1.0|2.0|-6.13|22.0|2.0|-4.62|325.82|1.0|4.63|-5.65|0.0002399999999999|2.23e-06|0.000727|5.16|0.0|3.3e-05|-0.06906|4.6073|4.7|892.69|370.51|0.4888|269.1|446.84|0.4557199999999999|0.69986|-1677.429981|0.4025|-0.13875|6.2032|-0.20781|0.01113991|7.9502|107.0|6.9706|6.9706
11f_a5|1|0|2.967866825|0.0|0|6.605297921|1|1.370797007|0.0|-0.251797205|-0.0037371509999999|0.022233547|0.021060606|-0.083432989|-0.227966183|0.00722997|-0.178881726|10.94877949|1|-0.1323098|2|0.785419245|0.800575032|0|0.847356138|-0.068361657|-0.074612137|0.0221464629999999|-47.57801621|-51.92819555|0.152643862|-36.14073513|13.29510896|0.5109475960000001|-1.268406334|-33.11311829|73.05195434|-15.48735657|62.99140465|0.463183664|2853.401015|589.7388387999999|-882.7793242999999|1125.122028|0.489052404|0.8628345190000001|5969.213977|-614.3924972|30.31104695|0.030351311|1727.7296760000002|753.9168511|1.0|1.0|1.0|1.0|3.35|23.0|3.53|76.16|126.79|0.0|1.0|7.0|-3.95|32.0|6.0|-6.99|427.5|1.0|2.95|-4.26|0.0477|5.479999999999999e-05|0.0234|2.7|0.0|9.06e-07|-0.03862|4.4523|2.25|1239.35|299.8|0.5834|278.47|579.1|0.6593600000000001|0.64937|-1391.444853|0.1834|-0.1691|2.1313|-0.20772|0.03804804|2.9697|12.0|7.9208|7.9208
12l_a30|0|0|0.0|-4.712037416|0|7.412764017000001|2|0.60498366|0.0|0.157020295|-0.015371073|-0.274237737|0.044036281|-0.102468864|-0.876151158|-0.00695299|0.154540315|10.31162828|1|-0.300262845|1|0.613786308|0.883029843|0|0.834279405|-0.0905026719999999|-0.109810463|0.0154211289999999|-63.31694493|-76.82494797|0.165720595|-53.74781658|1.697908189|0.8218150790000001|-2.415830189|-44.29742723|88.64610824|-31.88960104|74.10578426|0.462727396|3306.001879|583.6736326|-1690.148855|2394.793539|0.178184921|0.861252543|7576.362669|-1182.451965|38.8038646|0.016896687|2056.604824|696.6414817000001|0.0|1.0|0.0|1.0|4.72|17.0|4.78|90.88|133.96|0.0|1.0|7.0|-6.7|34.0|8.0|-5.66|482.48|0.0|3.42|-5.92|9.63e-05|1.2e-06|0.000579|5.05|0.0|3.19e-05|-0.0545299999999999|5.0454|5.52|1223.54|351.78|0.2294|245.74|574.72|0.39486|0.68488|-1987.782294|0.1574|-0.14944|2.5031|-0.20397|0.03406276|2.9851|61.0|7.2154|7.2154
12a_a50|0|1|0.0|0.0|2|7.927685046000001|1|1.397770359|4.075037557|-0.199881787|-0.002936355|-0.0016330379999999|0.034845679|-0.111689174|-0.126263256|0.01164808|0.014596049|10.94501645|2|-0.193999688|1|0.699597776|0.862192416|1|0.904119689|-0.05075501|-0.0663902|0.021013336|-25.57033815|-33.44733598|0.095880311|-16.85074424|69.83817338|0.575218972|-0.929462803|-12.88231829|47.2792242|-12.00673599|36.15684209|0.469674946|2223.666558|455.4948605000001|-468.2627037|1462.827156|0.4247810279999999|0.885635975|4665.239724|-235.9104193|20.873331|0.027455156|814.0599092|388.171611|1.0|1.0|1.0|0.0|3.3|20.0|3.42|48.53|94.69|0.0|2.0|2.0|-3.16|24.0|3.0|-6.44|313.36|1.0|2.55|-3.84|215.0|0.000144|45.0|2.5|0.0|0.00101|-0.03366|4.0783|2.47|908.22|304.01|0.1807|304.01|394.52|0.65267|0.65267|-1006.498352|0.1807|-0.16806|5.7662|-0.20172|0.02648238|7.9123|75.0|7.1249|7.1249
11_a4|0|0|0.0|0.0|1|7.535296702|1|0.626711769|2.159635561|-0.20567828|-0.001098364|0.032861655|0.03617284|-0.017835936|-0.056016567|0.011277653|-0.073554945|10.33765061|1|-0.030003079|2|0.6575743310000001|0.875868891|1|0.930113409|-0.054262142|-0.06530408|0.009336075|-31.35942689|-37.74083422|0.069886591|-21.81135655|59.55648883|0.7560913159999999|-1.110169356|-18.12338426|44.63993001|-13.65094004|36.75497433|0.480360734|2452.527871|537.5354202000001|-641.5941818|1640.559148|0.243908684|0.924411925|5425.1341090000005|-370.7930613|18.0546182|0.011937709|848.5670554999999|575.2252237|1.0|1.0|1.0|0.0|3.31|21.0|5.22|68.9|111.64|0.0|1.0|4.0|-5.14|27.0|3.0|-5.74|372.49|0.0|4.16|-4.97|0.00271|1.06e-05|0.00395|3.99|0.0|3.31e-06|-0.05582|4907.0|3.2|1071.03|328.0|151.0|252.67|479.99|0.4444|0.65942|-1467.20045|0.0403|-0.15885|4187.0|-0.2146699999999999|0.02336674|5.3012|0.11|6.9586|6.9586
12a_a30|0|0|0.0|0.0|0|7.412764017000001|2|0.604984824|0.0|0.033691224|-0.006711725|-0.02919335|0.040166667|-0.096804291|-0.3557214489999999|0.005050384|0.009586623|10.31162903|1|-0.171649606|1|0.8421237309999999|0.842671963|0|0.836214716|-0.07699057|-0.097138462|0.016292604|-47.73588073|-60.22802588|0.163785284|-37.34272719|0.0|0.805190202|-1.845630786|-29.59731695|69.45678454|-23.35372432|57.83766054|0.469799116|2722.217443|518.4718832|-1144.332492|2256.680391|0.194809798|0.88607758|5936.682602000001|-709.5118166|29.00398472|0.014884556|1421.195251|620.9195447000001|0.0|1.0|0.0|1.0|4.65|17.0|2.62|81.65|127.28|0.0|1.0|5.0|-5.28|29.0|4.0|-5.98|398.48|0.0|2.63|-4.85|0.00208|1.4e-05|0.0056|3.87|0.0|9.21e-05|-0.05184|5045.0|3.82|1122.01|355.41|0.1866|245.76|507.17|0.35338|0.68599|-1575.538241|0.1511|-0.1481|4.1875|-0.19994|0.03289568|4.7368|11.0|7.9469|7.9469
15_a10|0|0|0.0|0.0|1|7.535296702|1|1.277647202|2.124460476|-0.166303336|-0.0027892409999999|0.035396617|0.0353864729999999|-0.0729795729999999|-0.142251304|0.009882584|-0.055918786|10.92966702|1|-0.1157120169999999|2|0.682616223|0.863438637|1|0.915526801|-0.059234364|-0.074144604|0.018614889|-35.30133759|-44.18725043|0.084473199|-26.33385303|108.7226878|0.646412648|-1.186313662|-21.03820054|56.66229609|-15.04246823|46.39507481|0.434181679|2549.580207|545.6177511|-706.9960069|2288.954984|0.353587352|0.767351752|5769.347123|-421.3416484|23.27068984|0.020932674|1093.722422|563.875765|1.0|1.0|1.0|0.0|3.29|21.0|4.72|52.83|111.21|0.0|1.0|5.0|-4.48|28.0|4.0|-6.07|390.87|1.0|3.83|-4.81|13.0|1.56e-05|0.0061|3.68|0.0|1.96e-06|-0.05243|5.7922|3.12|1086.19|326.3|0.4553|214.05|484.05|0.41458|0.68543|-1603.851644|0.1647|-0.1574|4.5192|-0.20983|0.03039798|6.1563|33.0|7.4815|7.4815
14a_a5|1|0|2.948727373|0.0|0|6.605297921|1|1.226142247|0.0|-0.056730193|-0.0053665219999999|-0.005002101|0.027375887|-0.132625457|-0.316624785|0.002956745|-0.086229994|10.9488747|1|-0.213526163|2|0.7333482170000001|0.847379958|0|0.7909255559999999|-0.080875277|-0.078681402|0.0173669719999999|-54.69145586|-53.20786056|0.209074444|-35.98151967|55.04914434|0.629783335|-1.494946644|-36.98479273|69.71575554|-18.38089729|66.43577392|0.470085022|2836.468636|534.8590069|-1010.949351|1315.573182|0.370216665|0.88709518|6177.303329|-683.6488737000001|29.18606491|0.024411136|1605.23357|723.0631751|1.0|1.0|1.0|2.0|3.24|23.0|4.38|92.79|123.0|0.0|1.0|6.0|-4.15|32.0|5.0|-7.08|425.48|0.0|3.05|-4.22|0.0304|6.02e-05|0.0256|2.55|0.0|6.16e-07|-0.0507699999999999|4.1501|4.3|1195.01|298.75|0.5853|298.75|508.64|0.65789|0.65789|-1390.29207|0.5853|-0.1676|2.7115|-0.2183699999999999|0.04629687|2.8163|112.0|6.9508|6.9508
3_a20 (SB-525334)|1|0|3.502142227|-0.08980269|0|6.880384082000001|0|1.183765089|0.0|-0.048050965|-0.005492814|-0.053897691|0.0526353279999999|0.001821898|-0.274640708|0.001924142|-0.175513234|10.95053359|1|0.002992397|2|0.818922083|0.76423988|1|0.8756647679999999|-0.061128029|-0.0917096759999999|0.0123308269999999|-34.52869143|-51.80299691|0.1243352319999999|-29.26136697|0.0|0.784910502|-1.375645142|-19.50382741|58.45718743|-16.53287135|41.49386505|0.457398769|2243.481559|494.6267525|-777.0449536|1782.992456|0.215089498|0.8429740729999999|4905.195832|-438.9205046|21.06338405|0.0117802769999999|989.9790502999998|520.6749407|1.0|1.0|1.0|1.0|3.37|21.0|4.69|67.35|104.59|0.0|1.0|3.0|-4.85|26.0|4.0|-5.74|343.42|1.0|3.63|-4.73|0.00489|1.88e-05|0.00647|3.74|0.0|1.4e-06|-0.0671399999999999|4.9821|3.9|1030.31|390.77|367.0|248.86|498.74|0.49443|0.70168|-1086.329436|0.1171|-0.13417|3.7291|-0.20131|0.02096048|4.8164|162.0|6.7905|6.7905
18b_a30|0|0|0.0|0.0|0|7.412764017000001|2|0.604987149|0.0|0.036563014|-0.006947027|0.0075638519999999|0.041767677|-0.039831247|-0.375139476|0.003099827|0.016709918|10.31163838|1|-0.072825879|1|0.80330079|0.8839272779999999|0|0.869340364|-0.078751666|-0.09536285|0.019880184|-52.09100293|-63.07862164|0.130659636|-41.72392601|0.0|0.759715688|-1.811894154|-34.45606603|75.30642440000001|-23.96987622|65.24093056|0.424912258|2915.383182|575.0330633|-1198.493811|3057.267112|0.240284312|0.7388650920000001|6387.715069|-792.7545943|31.55111394|0.0184861069999999|1577.555697|666.0036144999999|0.0|1.0|0.0|1.0|4.78|17.0|2.49|105.44|131.99|0.0|1.0|5.0|-5.49|31.0|5.0|-6.33|423.49|0.0|2.42|-4.8|0.00137|1.57e-05|0.0066599999999999|3.59|0.0|8.47e-05|-0.06142|3.5256|3.64|1178.08|351.66|0.3576|351.66|563.55|0.67715|0.67715|-1667.788575|0.3576|-0.14385|4.8198|-0.2052699999999999|0.03910602|6.5037|25.0|7.6003|7.6003
12n_a36|1|0|3.400581499|0.0|0|7.412764017000001|2|0.299253841|0.0|0.039596635|-0.0099988159999999|-0.350034917|0.0438779959999999|0.027627601|-0.619926573|-0.006862238|-0.035989956|10.31810354|1|0.048110172|1|0.8183043390000001|0.869718963|0|0.720111143|-0.089275906|-0.115872034|0.0211044289999999|-60.42525197|-78.42650015|0.279888857|-53.08197085|26.74179417|0.741751453|-2.317440678|-40.89805687|92.79755725|-27.04362074|74.70951411|0.454498749|3482.18259|487.397992|-1568.530003|3465.537153|0.258248547|0.833176363|7657.057548000001|-1061.639417|36.45914091|0.021232665|2114.630173|805.2286932|0.0|1.0|0.0|3.0|5.03|17.0|2.15|123.75|142.02|0.0|1.0|7.0|-3.85|34.0|6.0|-8.03|474.54|0.0|1.18|-3.72|0.0668|0.0001889999999999|0.0897|1.64|0.0|6.45e-05|-0.05056|5.3573|6.24|1256.83|340.78|0.3921|231.43|566.87|0.32172|0.7046600000000001|-1875.89723|0.0155|-0.14928|10.8395|-0.19984|0.03261661|14.3562|15.0|7.8239|7.8239
15a_a50|0|1|0.0|0.0|2|7.934155233999999|1|1.3530592819999998|4.126145086|-0.113976703|-0.004429392|-0.06317118|0.035694444|-0.0446629609999999|-0.234757789|0.005366038|-0.15010386|10.94500663|2|-0.072976638|1|0.797917311|0.8749408470000001|1|0.837789896|-0.0783960279999999|-0.084501726|0.018014615|-46.91098865|-50.56454577|0.162210104|-30.25705388|0.0|0.705410595|-1.436529349|-28.07082095|61.78266878|-17.54280159|57.69065967|0.4476230879999999|2503.770258|501.3207109|-859.5972780999999|1754.903963|0.294589405|0.8103580690000001|5401.219537|-514.369916|24.86892274|0.018747341|1218.577214|569.5267957000001|1.0|1.0|1.0|1.0|3.7|20.0|3.57|68.76|110.43|0.0|1.0|5.0|-3.6|28.0|4.0|-6.78|371.44|1.0|2.76|-3.92|0.0933|0.0001189999999999|0.0444|2.51|0.0|0.0003|-0.03255|4.0408|2.66|1091.64|306.83|0.1767|306.83|519.38|0.66132|0.66132|-1199.572081|0.1767|-0.16693|6.6307|-0.19948|0.03314629|9.0948|41.0|7.3872|7.3872
12aj_a36|1|0|3.482902101|0.0|0|7.412764017000001|2|1.29704406|0.0|-0.056210607|-0.00706023|-0.045035034|0.043848238|0.064171987|-0.402433117|0.002951176|-0.103202936|10.95354213|1|0.1087087|1|0.90414347|0.8632656809999999|0|0.8269863129999999|-0.073002742|-0.10279655|0.018305468|-46.79363201|-65.89100364|0.173013687|-42.23511741|0.0|0.77492734|-1.953134451|-29.99399664|76.5855549|-23.62130319|58.52715472|0.47532973|2710.647462|530.0854761|-1251.929069|2275.825451|0.22507266|0.905958957|5763.333098|-802.4672307|30.48195872|0.016684569|1615.543812|662.0530478999999|0.0|1.0|0.0|2.0|4.84|17.0|2.19|69.2|128.72|0.0|1.0|5.0|-4.16|30.0|4.0|-6.55|395.46|1.0|2.14|-4.3|0.0274|5.05e-05|0.02|3.04|0.0|4.270000000000001e-05|-0.05275|5.2301|3.48|1157.64|344.24|0.5616|237.06|539.55|0.4112|0.70423|-1271.9998859999998|0.0082|-0.14818|5.8554|-0.20093|0.03225532|7.8393|17.0|7.7696|7.7696
15_a31|1|0|3.155574452|0.0|0|7.765993078999999|1|0.610137926|0.0|0.1893807519999999|-0.018913735|-0.134784483|0.038809524|-0.0302581979999999|-0.775463115|-0.011797858|-0.070065105|10.31169996|2|-0.052339921|0|0.8314086070000001|0.8582665429999999|0|0.567108776|-0.116196194|-0.131697567|0.038524836|-61.76522754|-70.00513464|0.4328912239999999|-37.21191643|514.6215199|0.641533577|-1.58037081|-32.83191294|88.05886218|-22.10688462|82.24348203|0.466164359|2351.566145|301.452236|-840.0616157|1675.977147|0.358466423|0.873235738|5087.628096|-446.5429972|34.45943505|0.03396368|1309.458532|363.593507|1.0|1.0|1.0|2.0|3.31|16.0|3.0|117.37|90.47|0.0|2.0|4.0|-4.28|24.0|5.0|-6.84|342.37|0.0|2.27|-3.57|18.0|0.000272|0.0931|2.18|0.0|0.000749|-0.04192|4569.0|3.9|925.93|271.36|348.0|271.36|452.98|0.5241899999999999|0.5241899999999999|-1460.736142|348.0|-0.15202|5.5793|-0.19394|0.03843988|7.5831|1.1|5.9586|5.9586
47s_a18|0|0|0.0|0.0|0|7.03438793|1|1.251176205|0.0|0.026229332|-0.0054038509999999|-0.045792331|0.035632184|-0.026883417|-0.394481152|0.002573931|0.0134295589999999|10.94702059|0|-0.040169986|0|0.724028067|0.745196689|0|0.84543779|-0.070258863|-0.08106112|0.008446541|-53.18668656|-61.36410696|0.15456221|-46.45326408|51.05656345|0.820470855|-2.107589125|-40.26287221|69.29837549|-22.79238258|59.58080589|0.4740142|2992.734821|640.0051571|-1595.466781|1529.863965|0.179529145|0.901192009|6968.705069|-1207.784866|27.77963709|0.010481057|1944.574596|1093.725912|1.0|1.0|1.0|2.0|4.41|18.0|3.93|76.5|149.34|0.0|1.0|10.0|-5.95|36.0|3.0|-5.96|482.62|1.0|3.19|-5.45|0.000539|3.53e-06|0.0017|4.62|0.0|1.84e-07|-0.0491399999999999|3218.0|8.41|1435.42|385.29|0.5203|385.29|736.36|0.6926800000000001|0.6926800000000001|-1533.737579|0.5203|-0.13195|2.3134|-0.18109|0.02195039|2.9991|616.0|6.2104|6.2104
13b_a30|0|0|0.0|0.0|0|7.412764017000001|2|0.604984129|0.0|0.112353041|-0.011016128|-0.118776867|0.041728395|-0.035340334|-0.627919307|-0.003436924|0.042845487|10.31162842|1|-0.062905093|1|0.841060094|0.892104517|0|0.694101802|-0.109962789|-0.113554975|0.018555474|-74.24619275|-76.67161447|0.305898198|-51.76819834|105.341977|0.800290866|-2.271099499|-50.13056864|88.26741491|-28.93268471|86.77473353|0.454574838|3002.926824|468.6532296|-1533.432289|2319.48655|0.1997091339999999|0.8334321|6627.406474|-1035.363967|36.15271139|0.017174033|1916.093704|713.7769663|0.0|1.0|0.0|2.0|4.76|17.0|1.72|124.74|135.37|0.0|1.0|6.0|-5.01|32.0|5.0|-7.05|441.51|0.0|1.91|-4.3|0.00427|5e-05|0.0221|2.74|0.0|0.000288|-0.05434|5.0501|4.54|1210.94|353.68|0.2783|245.51|544.04|0.32563|0.6862699999999999|-1744.2179010000002|0.1415|-0.14879|3.8495|-0.20313|0.0455651|5.3762|26.0|7.5901|7.5901
22_a20|0|0|0.0|0.0|1|6.842683282|0|1.4170330269999998|1.915285809|-0.238401323|-0.00147607|0.023539095|0.0388043479999999|0.09301076|-0.079707783|0.009265667|-0.066832578|10.93106272|1|0.155407313|2|0.616352201|0.809440795|1|0.946515026|-0.059893667|-0.067797027|0.0122876139999999|-39.00017609|-44.14650378|0.053484974|-28.7463017|54.71081293|0.77063827|-1.3559405430000002|-25.39523478|52.90592556|-17.65860151|47.00134116|0.477376285|2738.108259|616.3298149|-882.9300756000001|2396.806062|0.22936173|0.913422548|5924.626340999999|-574.9260339|22.91425458|0.01345209|1145.712729|664.4562602999999|1.0|1.0|1.0|0.0|3.36|27.0|5.39|67.39|121.62|0.0|1.0|4.0|-5.6|31.0|4.0|-5.58|401.46|0.0|4.24|-5.53|0.000997|2.98e-06|0.0012|4.47|0.0|8.199999999999999e-08|-0.0568|5.5591|4.07|1181.95|312.05|0.2636|223.03|563.43|0.38233|0.66063|-1275.598059|0.0015|-0.16176|4.8308|-0.21856|0.03226475|6141.0|231.0|6.6364|6.6364
13i_a6|1|0|3.399318783|0.0|0|7.412764017000001|1|1.430639411|0.0|0.0359494989999999|-0.0149593219999999|-0.154502515|0.042560386|0.035242754|-0.852681372|-0.011017781|0.034304189|10.95129557|1|0.057038772|1|0.8744720490000001|0.8287956870000001|0|0.624046118|-0.120457274|-0.129526268|0.031178586|-80.75190740000001|-86.83156133|0.375953882|-58.20996912|116.5456632|0.783597763|-2.460999087|-54.13430283|100.2320567|-31.12829557|101.6533459|0.429711323|2906.257489|418.3467934|-1649.799665|2880.134143|0.216402237|0.753497905|6306.951561999999|-1105.989413|39.72483975|0.019989461|2105.416507|673.8038326000001|1.0|1.0|1.0|3.0|3.59|23.0|3.54|115.15|120.17|0.0|1.0|6.0|-5.03|32.0|5.0|-6.81|427.46|0.0|2.91|-4.48|0.00398|3.28e-05|14.0|2.95|0.0|1.36e-06|-0.0481399999999999|3.6668|4.94|1196.21|348.14|0.2903|338.12|553.67|0.7004600000000001|0.70517|-1426.269916|19.0|-0.1464|7.8342|-0.19454|0.03191957|10.1375|21.0|7.6778|7.6778
8j_a46|0|0|0.0|0.214753401|1|7.727094485|1|1.160371125|2.1279894180000003|-0.13040237|-0.0017688329999999|-0.008523199|0.043903904|-0.129276363|-0.081366324|0.011852046|-0.174853546|10.96391738|1|-0.204674804|2|0.645146311|0.837678812|0|0.934648421|-0.054707287|-0.068971544|0.008672342|-29.38737046|-37.04976799|0.065351579|-19.90219786|64.83187221|0.822112519|-1.103544698|-15.7861518|41.80044861|-13.78596018|34.04593326|0.427798746|2121.846387|502.0694817|-592.7962878|1888.679875|0.177887481|0.747636856|4759.107832|-318.43516580000005|16.76894569|0.008843828|721.0646647000001|453.1959065|0.0|1.0|1.0|0.0|3.23|17.0|4.55|43.6|96.94|0.0|1.0|2.0|-4.59|24.0|3.0|-5.55|338.83|1.0|3.82|-4.83|0.00878|1.47e-05|0.00497|3.97|0.0|1.85e-05|-0.04068|4.9636|3.78|978.4|281.1|0.1728|249.79|493.89|0.50703|0.70121|-1414.349865|0.1427|-0.18531|5.2361|-0.22599|0.02408052|6.4463|1228.0|5.9108|5.9108
