molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|MATS2c|AATSC1c|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PPSA3|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|pIC50
12ak_a36|0.0|1|0|0|0.0|0|2|2|-0.052930979|-0.006465433|2|0.041728395|0.0|-0.407322296|0.0042553209999999|-0.116440196|10.95268014|1|0.005035022|-0.099596099|-0.163978382|-0.439326642|1|0.901715152|0.815627016|0.051506104|-0.0265703679999999|0.860939187|0.860667615|0|-0.091761476|14.3700664|109.0807368|-0.032660864|-47.69888026|10.36054668|25.9007405|0.737439195|-1.926990997|-35.95881638|79.17567486|-23.5478668|64.24490364|0.423822657|2735.7986920000003|0.262560805|7.98672125|13.86156772|6240.396899|189.3013851|-1001.676485|31.93194362|0.018055095|-342.3783571000001|1883.984673|799.5563855|13.01738243|0.0|1.0|1.0|1.0|2.0|5.05|0.0|17.0|-7.38|3.85|69.2|2.66|2.0|0.0|138.33|0.0|1.0|-4.95|32.0|423.51|0.0|1.0|0.0047799999999999|0.00589|3.8|0.0|1.7800000000000002e-05|-0.04929|3.8734|4.21|3.6895|-1350.865407|730.3|1247.89|336.05|0.4514|584.05|0.69463|0.7034699999999999|0.0001|6.3682|-1350.637958|7.3372
12i_a36|0.0|1|0|0|-4.787087299|0|2|2|0.043792895|-0.016027043|2|0.0438779959999999|0.0|-0.929568494|-0.011700732|0.128325344|10.96020192|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|-0.608318386|1|0.647732719|0.820041835|0.141564781|-0.01509434|0.87043328|0.624142499|0|-0.117424873|12.71877085|108.9148111|-0.045665229|-48.75024044|8.195085212|0.52902639|0.7691298590000001|-2.46592234|-35.3196406|90.11282843|-29.42347522|67.53484704|0.460246812|2351.232652|0.230870141|7.549683919|13.98728916|7707.634338|148.7565508|-1023.755049|38.2555363|0.022430221|-346.8168661|2065.79896|672.4630346|14.45246358|0.0|1.0|1.0|0.0|2.0|4.8|0.0|17.0|-7.14|3.31|78.43|2.04|2.0|0.0|130.43|0.0|1.0|-5.2|34.0|465.43|0.0|0.0|0.00291|4.0|3.86|0.0|3.37e-05|-0.05065|5.2297|4.86|3.7496|-1645.171438|666.79|1172.5|330.66|0.5402|504.47|0.34255|0.70134|0.1516|5.1836|-1645.017702|7.9208
21_a12|0.0|0|0|0|0.0|0|1|1|0.04375233|-0.008833375|3|0.037992832|0.0|-0.362168355|-0.003879878|-0.01367083|10.31140747|1|-0.001825446|-0.116098308|-0.211367878|-0.522951134|2|0.923855679|0.835359152|-0.061915124|-0.099516604|0.89838263|0.859899236|0|-0.100098765|6.154473157000001|76.35009799|-0.036878492|-25.34833425|3.097071518|0.0|0.770818357|-1.401382713|-17.416202300000002|59.10840872|-18.55810005|40.76379649|0.473492395|1080.052791|0.229181643|5.891343219|11.18947411|4652.242111|115.3294396|-354.8766794|24.07584081|0.017360942|-272.5639702|914.8819508|380.2468615|8.736422872|1.0|1.0|0.0|1.0|1.0|4.05|2.81|17.0|-6.78|4.01|78.41|1.82|0.0|0.0|98.16|0.0|1.0|-3.82|23.0|319.38|0.0|0.0|48.0|0.0551|2.53|0.0|5.3200000000000006e-05|-0.0546899999999999|4.6851|2.56|3.9971|-1327.451966|539.67|893.17|310.18|0.3665|397.31|0.59386|0.57644|0.1668|2327.0|-1327.397348|7.6576
8e_a8|0.0|1|0|0|0.0|1|0|0|-0.018155171|-0.010579355|0|0.0427891159999999|0.0|-0.539547088|-0.005310149|-0.102167262|10.94332438|1|-0.004224671|0.090898585|0.183313231|-0.475941912|0|0.650073857|0.7233950809999999|0.02023118|-0.079493088|0.7742101929999999|0.636205913|0|-0.105450888|12.87136047|206.4920729|-0.04393787|-39.238709|7.851573274|76.40535608|0.803307236|-2.109017754|-43.00500847|75.57562034|-26.80224874|83.37098475|0.483244415|2080.07805|0.196692764|7.50719734|14.52755918|6095.6213210000005|119.9832494|-784.77418|33.36487904|0.0184428869999999|-370.0368722|1601.514194|561.882658|11.25022336|0.0|1.0|0.0|0.0|2.0|3.2|2.98|23.0|-7.78|4.33|90.11|3.4|2.0|0.0|111.81|0.0|1.0|-5.27|30.0|403.41|0.0|0.0|0.00215|0.00504|3.69|0.0|6.63e-06|-0.06253|4.6303|7.22|3.2737|-1376.924308|639.38|1090.07|378.73|0.3731|526.86|0.50055|0.7013|0.1671|6.1505|-1376.766245|4.7014
25b_a34|0.0|0|0|0|0.0|1|1|1|0.133975789|-0.015658012|1|0.04037037|0.0|-0.861190687|-0.00378755|-0.112970844|10.95957635|1|-0.000223677|-0.278635968|-0.435821207|-0.623853334|1|0.832166825|0.7969500890000001|0.08214612|-0.101529052|0.83883012|0.787858064|0|-0.137924163|18.82143547|214.470853|-0.042438204|-53.79083879|11.75402804|49.2835599|0.76274549|-2.206786613|-40.19997818|98.0416108|-26.50275222|83.19266998|0.419904835|2671.608537|0.23725451|6.383564979|11.00434095|5786.015654|148.1659658|-860.6534206|34.74652105|0.019067452|-328.1702779|1806.819095|595.8522372|11.90766609|1.0|1.0|1.0|1.0|2.0|3.53|3.39|17.0|-6.42|2.63|90.3|1.56|1.0|0.0|108.21|0.0|1.0|-3.82|29.0|393.44|0.0|0.0|59.0|0.0796|2.29|0.0|0.00015|-0.03539|4.2253|5.06|4.2253|-1313.361559|668.48|1136.16|293.43|0.2259|562.84|0.6925600000000001|0.6925600000000001|0.2259|7.0586|-1313.194808|5.6819
22_a47|0.0|0|1|1|0.0|1|0|0|0.048272293|-0.010579222|2|0.043695652|1.016903613|-0.507802654|-0.006808306|-0.075111395|10.95023117|1|-0.004332497|-0.1049885469999999|-0.277479519|-0.538310301|2|0.612295986|0.831122912|-0.077787113|0.004104478|0.890264057|0.591185263|1|-0.089280419|13.07198749|177.81209280000002|-0.031744149|-31.08378631|7.713126784|54.21581266|0.6096864479999999|-1.42848671|-28.11203407|71.28682035|-18.73063655|60.71546178|0.4614909829999999|1494.441201|0.390313552|6.9553262170000005|12.91589555|6107.923371|230.3045281|-497.3405809|30.72175314|0.031534452|-129.440987|1382.478891|482.9384172|18.60690504|1.0|1.0|1.0|1.0|2.0|3.31|3.16|21.0|-7.69|3.07|84.73|2.97|1.0|0.0|104.64|0.0|1.0|-4.44|29.0|394.38|0.0|0.0|0.0142|0.0164|3.0|0.0|8.11e-06|-0.0612399999999999|4.7954|4.4|4017.0|-1375.021925|605.12|1027.32|308.65|0.3367|466.95|0.50316|0.68312|0.0799|4.2485|-1374.914437|9.0
47u_a18|0.0|0|0|0|0.0|0|1|1|0.039883149|-0.010219187|0|0.035393939|0.0|-0.633589579|-0.000829573|0.031337464|10.94702032|0|0.00082284|-0.126628013|-0.1904128389999999|-0.539738821|0|0.664796402|0.7517870059999999|-0.0112778039999999|-0.053126304|0.7960273840000001|0.646724968|0|-0.092271172|14.42377665|180.5187465|-0.0344062|-44.84707106|10.0557163|77.59162925|0.721837463|-2.029965788|-43.92035521|79.06741651|-23.98671253|77.42251040000001|0.483819806|1415.590236|0.278162537|9.18142206|17.78724206|6837.350959|193.9244919|-986.6355633|33.23007431|0.021142007|-309.31352410000005|1960.574384|818.9389171|14.73941472|0.0|1.0|1.0|0.0|2.0|3.98|0.0|18.0|-8.2|3.15|99.56|2.95|3.0|1.0|133.53|0.0|1.0|-5.69|34.0|455.51|0.0|0.0|0.000932|0.00472|3.9|0.0|2.89e-06|-0.06392|3.1186|9.34|3.1186|-1510.153552|738.53|1282.66|397.57|0.5849|646.45|0.69143|0.69143|0.5849|4.4624|-1509.839543|5.7055
28_a20|0.0|0|0|0|0.0|1|0|0|-0.013841559|-0.006492092|3|0.0396875|1.650185059|-0.363557127|0.002234763|0.0313932529999999|10.94963925|1|0.002695258|-0.016955137|-0.028782305|-0.447096101|3|0.715067047|0.755701837|-0.104458316|-0.06654421|0.812553182|0.690655217|1|-0.091179288|9.799649234|145.66665480000003|-0.035068957|-40.6172876|6.540604536|88.39175809|0.773641727|-1.823585765|-38.44343857|71.98460956|-23.40616218|67.39863895|0.468838001|2449.815677|0.226358273|7.587188177000001|14.28413212|6348.941881000001|151.0788711|-812.3457521|30.25452396|0.016673728|-365.2747728|1573.2352460000002|684.5377542|11.12858789|1.0|1.0|1.0|1.0|1.0|3.45|2.86|27.0|-8.8|3.93|99.58|1.73|1.0|0.0|122.8|0.0|1.0|-4.42|32.0|420.47|0.0|0.0|0.0159|0.0156|2.68|0.0|6.590000000000001e-07|-0.06242|4.7905|4.64|3.5798|-1368.32781|704.42|1198.32|346.35|0.2354|531.85|0.50352|0.4701899999999999|0.0153|3.5284|-1368.146882|6.5935
4R4k_a46|0.0|0|0|0|0.173180233|1|1|1|-0.050636784|-0.0049602|1|0.0510113959999999|0.0|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|1|0.006050983|0.008544799|0.012963356|-0.3860697829999999|1|0.78837943|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0.784722915|0|-0.085931818|4.194771739|58.20005971|-0.030434186|-24.33134018|2.232103603|0.0|0.866681099|-1.4608409080000002|-25.39807111|49.58292992|-16.19450581|51.92513282|0.465590034|1767.850427|0.133318901|5.522208638|10.33328154|4711.736397|70.94107067|-413.632783|18.68565706|0.007248925|-390.2334878|896.9115391|519.5743695|3.857266463|1.0|0.0|1.0|1.0|1.0|3.8|3.12|17.0|-6.61|4.26|50.94|2.84|1.0|0.0|100.96|0.0|1.0|-4.82|25.0|333.43|0.0|1.0|5.0|0.0049299999999999|4.05|0.0|8.28e-05|-0.02045|5.2965|4.52|4.1392|-1053.413412|565.94|994.13|299.53|0.2896|490.83|0.54119|0.68404|0.1008|1.8559|-1053.254911|7.0132
37_a18|0.0|0|0|0|0.0|0|2|2|-0.0013530679999999|-0.005351023|1|0.036746032|0.0|-0.385273662|0.002300582|-0.034593342|10.94702064|0|0.003512954|-0.1483628609999999|-0.224171123|-0.44541772|0|0.7100921609999999|0.725028151|0.020848396|-0.020149364|0.761336899|0.699483099|0|-0.074857954|6.653112344|123.0060763|-0.0286221589999999|-40.02719655|4.865006968|60.1335413|0.7648766029999999|-1.946306811|-36.62790634|65.15554136|-20.92960342|56.74339533|0.488368082|1571.7484060000002|0.2351233969999999|9.460456975|18.49074823|7035.839448000001|171.9311063|-1040.70711|27.36337253|0.0142451319999999|-387.3755475|1860.709332|1056.535856|10.41657856|1.0|0.0|1.0|1.0|2.0|4.31|0.0|18.0|-8.82|3.68|76.5|3.33|2.0|1.0|151.14|0.0|1.0|-5.68|36.0|480.6|0.0|1.0|0.000999|0.00161|4.36|0.0|7.27e-07|-0.04925|3.2127|8.11|3.2127|-1532.974371|794.5|1395.35|385.91|499.0|673.45|0.69305|0.69305|499.0|2.2872|-1532.622404|7.4559
12az_a36|0.0|1|0|0|0.0|0|2|2|-0.196183836|-0.009570959|2|0.040566449|0.0|-0.593399474|0.000482522|-0.024018255|10.95957115|1|0.002872872|-0.176729938|-0.289604649|-0.387734368|1|0.884226781|0.812921349|-0.061924322|-0.021825174|0.858971809|0.8350231859999999|0|-0.10786263|24.36575918|126.71905359999998|-0.033474609|-52.96429617|17.0740303|8.104966044|0.583865006|-1.941527339|-35.23783652|99.82512582|-23.45695404|74.65245915|0.462897841|2455.7577530000003|0.416134994|8.449849817|15.73229538|6700.839465|291.60189260000004|-953.3573311|40.17530387|0.034594361|-117.53490990000002|2330.167624|766.4854363|24.24160725|0.0|0.0|1.0|1.0|2.0|4.96|0.0|17.0|-6.79|2.83|87.66|1.42|1.0|0.0|136.74|0.0|1.0|-4.11|33.0|441.49|0.0|0.0|0.0342|0.0315|2.62|0.0|7.11e-05|-0.04967|3.8863|2.68|3.6095|-1461.962459|737.12|1252.18|343.5|0.4383|576.54|0.69385|0.70333|0.0146|6.3778|-1461.750394|7.2366
12s_a30|0.0|0|0|0|0.0|0|2|2|-0.00019297|-0.007621736|2|0.04625323|0.0|-0.403952011|-0.002544958|-0.035768573|10.31162892|1|-0.001131023|-0.0546637159999999|-0.145315868|-0.446807335|1|0.609043558|0.83236194|0.006789196|-0.080971844|0.889479916|0.591758164|0|-0.103647048|12.51292194|189.9114627|-0.040189672|-43.45862792|8.102485674|0.0|0.790481833|-1.969293912|-38.04400919|78.38074776|-26.02399668|71.26547471|0.467381416|2368.4646620000003|0.209518167|8.066744794|15.14544373|6639.7334200000005|135.66918710000002|-825.7139305|32.92168852|0.017398791|-376.1910929|1613.162737|616.2856203|11.26623|0.0|1.0|1.0|0.0|1.0|4.63|0.0|17.0|-7.16|4.67|81.65|3.58|2.0|0.0|127.19|0.0|1.0|-5.49|31.0|434.46|0.0|0.0|0.00141|0.00291|4.07|0.0|3e-05|-0.0551|5.0438|4.32|3.5348|-1774.202623|677.35|1140.1|350.75|0.2148|526.07|0.43338|0.68458|0.1576|3.0335|-1774.072418|8129.0
13p_a6|0.0|1|0|0|0.0|0|0|0|0.024837222|-0.010395243|2|0.042959184|1.633493259|-0.634109842|-0.008008339|-0.014153926|10.95053423|1|-0.005708558|-0.068532678|-0.116250572|-0.573014008|2|0.865935935|0.784414352|-0.059663359|-0.125636943|0.837659336|0.8244206940000001|1|-0.107371897|12.27472016|194.0233618|-0.03767435|-54.04422654|8.708451561|107.5669533|0.76005742|-2.14743793|-50.03427239|89.17529231|-26.72853188|82.79893305|0.412828992|3833.042283|0.23994258|8.760340755|14.91957306|6590.216479|170.2302215|-1080.8845310000002|35.16646396|0.018322293|-369.0018868|2004.488446|794.5462391|12.99897644|1.0|1.0|1.0|1.0|3.0|3.64|2.34|27.0|-10.06|4.58|122.47|1.01|1.0|0.0|132.01|0.0|0.0|-5.09|34.0|449.51|0.0|0.0|0.00365|0.0125|2.86|0.0|3.92e-08|-0.0746|4.7973|4.73|2.9837|-1463.0432449999998|752.82|1283.98|415.53|0.4132|573.39|0.47508|0.7056600000000001|0.0029|9.0546|-1462.804694|7.0362
20_a47|0.0|0|1|1|0.0|1|0|0|0.055662511|-0.011237762|2|0.039520202|1.010373001|-0.505699304|-0.009220816|-0.052370531|10.95058273|1|-0.006342241|-0.108236785|-0.297094867|-0.5332051720000001|2|0.61847122|0.7962508290000001|-0.069674604|0.113432542|0.8575369009999999|0.59534794|1|-0.092005493|12.85623208|169.6050003|-0.032859105|-27.33327788|7.00733184|49.00609086|0.595234209|-1.38008239|-24.89884887|69.09296541|-17.90996366|58.53772498|0.4642647929999999|1219.306754|0.404765791|7.022502229|13.10815891|5896.060936|220.6189341|-409.9991682|30.08893541|0.034758191|-103.815441|1263.735287|428.5826478|18.94506718|1.0|1.0|1.0|1.0|2.0|3.19|2.96|21.0|-7.31|2.56|84.73|2.75|1.0|0.0|99.68|0.0|1.0|-4.06|28.0|380.35|0.0|0.0|0.0332|0.0316|2.63|0.0|1.86e-05|-0.06357|3.9808|4.08|3.9808|-1335.708279|557.84|964.94|311.45|0.2807|426.08|0.68219|0.68219|0.2807|3.1747|-1335.620783|8.6
12a_a30|0.0|0|0|0|0.0|0|2|2|0.033691224|-0.006711725|2|0.040166667|0.0|-0.3557214489999999|0.005050384|0.009586623|10.31162903|1|0.005458948|-0.053309522|-0.094526372|-0.454270252|1|0.8421237309999999|0.7885597609999999|-0.031179517|-0.171895425|0.842671963|0.7961424690000001|0|-0.097138462|10.10177981|101.5505506|-0.037665934|-37.34272719|6.263330101|0.0|0.805190202|-1.845630786|-29.59731695|69.45678454|-23.35372432|57.83766054|0.469799116|2256.680391|0.194809798|7.362386058999999|13.88603128|5936.682602000001|120.786445|-709.5118166|29.00398472|0.014884556|-378.4495438|1421.195251|620.9195447000001|9.228758655|0.0|1.0|1.0|0.0|1.0|4.65|0.0|17.0|-6.64|3.84|81.65|2.82|2.0|0.0|127.28|0.0|1.0|-5.28|29.0|398.48|0.0|0.0|0.00208|0.0056|3.87|0.0|9.21e-05|-0.05184|5045.0|3.82|3.4885|-1575.745502|668.81|1122.01|355.41|0.1866|507.17|0.35338|0.68599|0.1511|4.1875|-1575.597759|7.9469
47k_a18|0.0|0|0|0|0.0|0|1|1|0.029145635|-0.0067578909999999|0|0.033777778|0.0|-0.5135996820000001|0.003047962|-0.02822032|10.94702256|0|0.00493127|-0.279965025|-0.421027889|-0.451417954|0|0.762665453|0.721697829|0.022512501|-0.014398731|0.753132457|0.737517943|0|-0.088346874|11.91029894|133.5242222|-0.030255779|-55.10689702|9.406543039|58.77865447|0.7153044209999999|-2.208671853|-40.74641317|84.23875372|-23.89547793|63.50225571|0.467246896|2009.418849|0.284695579|9.777177947|18.35217454|7575.637462000001|224.8475227|-1377.672426|33.40602576|0.018313855|-340.0872332|2438.639881|1167.054827|14.46395816|1.0|1.0|1.0|1.0|2.0|4.66|0.0|18.0|-8.44|2.39|88.97|2.82|3.0|2.0|154.86|1.0|1.0|-5.84|38.0|513.63|0.0|0.0|0.000742|0.0023899999999999|4.26|1.0|1.85e-06|-0.04359|3.0948|8.45|3.0948|-1664.728002|842.29|1492.36|400.63|0.5920000000000001|793.48|0.69823|0.69823|0.5920000000000001|4.1818|-1664.341238|7.5376
4f_a46|0.0|0|0|0|0.2096617139999999|1|1|1|-0.2265364489999999|-0.001035775|2|0.045958333|0.0|-0.053860324|0.012332859|-0.056114865|10.96352592|1|0.011806162|-0.079238184|-0.123416853|-0.150189733|2|0.6901151990000001|0.74106323|-0.2076648489999999|-0.1697014539999999|0.7796270059999999|0.69830739|0|-0.0674830959999999|4.738551282|35.27635517|-0.022035297|-19.85993046|2.570614463|56.50645576|0.759842275|-1.079729539|-16.43243843|42.21890747|-11.95391778|35.0293449|0.424708366|1563.375755|0.240157725|5.654067072999999|9.828175385|4661.569032|130.2830519|-317.7588874|15.73210412|0.010341277|-281.9234274|770.8731021000001|538.4165208|5.6100342670000005|1.0|1.0|1.0|1.0|0.0|3.88|3.16|17.0|-7.21|4.56|43.6|2.58|1.0|0.0|101.54|0.0|1.0|-4.38|25.0|332.44|0.0|1.0|0.0139|0.00872|3.77|0.0|2.04e-05|-0.02947|4548.0|3.87|4548.0|-1033.528421|591.51|1020.33|272.61|0.1719|493.53|0.69208|0.69208|0.1719|3.2783|-1033.36869|6.7375
12b_a5|0.0|0|0|0|0.0|0|2|2|-0.297319874|-0.001991527|3|0.0252713179999999|0.0|-0.1214831359999999|0.0068803119999999|-0.119503073|10.94620104|0|0.00751901|-0.070406884|-0.110182753|-0.1708042239999999|2|0.8417504029999999|0.779793078|0.066588785|-0.033036296|0.819417554|0.8121510009999999|0|-0.068586754|10.44150403|108.7155967|-0.020455699|-27.27837078|6.584944956|0.0|0.530379611|-1.165974822|-26.33991037|59.53145615|-12.90040679|52.20772716|0.480419002|1071.500538|0.4696203889999999|8.398709622|16.16438947|5501.255679|296.16656780000005|-463.7323032|24.32296891|0.025810077|-38.31786425|1386.409228|727.8586176|16.27715102|1.0|0.0|1.0|1.0|1.0|4.05|0.0|18.0|-7.67|3.29|50.28|1.54|1.0|0.0|123.46|0.0|1.0|-2.3|30.0|397.47|0.0|1.0|2.0|143.0|1.63|0.0|8.5e-06|-0.10395|4.6156|2.24|1.4454|-1276.8943800000002|669.05|1149.51|857.76|0.2345|505.16|0.42949|0.70615|0.0001|5.7174|-1276.9984029999998|7.3768
12z_a36|0.0|1|0|0|0.0|0|2|2|-0.065211069|-0.007671785|2|0.041767677|0.0|-0.421948174|-0.000143196|-0.010881947|10.95429182|1|0.001194592|-0.098598933|-0.175397741|-0.433580807|1|0.8707354620000001|0.826316772|0.103551178|-0.0533649729999999|0.886776351|0.8212311840000001|0|-0.102674964|15.50078625|109.572766|-0.036238222|-45.16471514|10.28066212|15.59091678|0.712682362|-1.848149347|-35.89088901|83.07227002|-24.03445318|69.61568586|0.4577848329999999|2451.657399|0.287317638|8.016303367999999|14.78435842|6146.834385|190.5590792|-812.9648725|33.72393432|0.0225782039999999|-282.1167226|1719.920651|642.3830552000001|14.97465267|0.0|0.0|1.0|0.0|2.0|4.76|0.0|17.0|-6.66|2.75|92.99|1.38|1.0|0.0|128.47|0.0|1.0|-3.99|31.0|406.44|0.0|0.0|0.0412|0.0458|2.4|0.0|8.97e-05|-0.05642|3.8969|2.98|3.8969|-1325.157504|686.33|1153.7|318.16|0.4423|539.36|0.69397|0.69397|0.4423|4814.0|-1325.010808|8301.0
15a_a50|0.0|0|1|1|0.0|2|1|1|-0.113976703|-0.004429392|1|0.035694444|2.020652006|-0.234757789|0.005366038|-0.15010386|10.94500663|2|0.005828749|-0.128070491|-0.209259615|-0.325638639|1|0.797917311|0.821868651|-0.051676609|-0.207610131|0.8749408470000001|0.76745052|1|-0.084501726|10.77967103|97.06405493|-0.029316925|-30.25705388|6.450390922|0.0|0.705410595|-1.436529349|-28.07082095|61.78266878|-17.54280159|57.69065967|0.4476230879999999|1754.903963|0.294589405|8.095541483|14.65582885|5401.219537|176.277812|-514.369916|24.86892274|0.018747341|-245.8291419|1218.577214|569.5267957000001|11.21812301|1.0|1.0|1.0|1.0|1.0|3.7|2.63|20.0|-6.09|3.23|68.76|1.87|1.0|0.0|110.43|0.0|1.0|-3.6|28.0|371.44|0.0|1.0|0.0933|0.0444|2.51|0.0|0.0003|-0.03255|4.0408|2.66|4.0408|-1199.784983|644.4|1091.64|306.83|0.1767|519.38|0.66132|0.66132|0.1767|6.6307|-1199.629702|7.3872
47p_a18|0.0|0|0|0|0.0|0|1|1|-0.001819106|-0.005394244|0|0.037575758|0.0|-0.3775970529999999|0.00235332|-0.015960677|10.94701988|0|0.003537135|-0.1736074389999999|-0.261349889|-0.441700685|0|0.72025564|0.726294118|0.030970815|-0.082977829|0.7611910209999999|0.710266593|0|-0.082580968|5.913843751|123.6411353|-0.030813794|-45.24146169|4.377217987|48.48855261|0.818459442|-2.0645242|-37.85569728|69.19354871|-22.80728054|57.05881288|0.488811071|1367.4309119999998|0.181540558|9.923659881|19.41290064|6726.61969|134.3699001|-1131.036542|27.86610962|0.01090303|-471.4248324|1867.029344|1011.163774|8.070036862|1.0|0.0|1.0|1.0|2.0|4.29|0.0|18.0|-9.03|3.65|76.5|3.13|3.0|1.0|144.53|0.0|1.0|-5.67|35.0|468.59|0.0|1.0|0.000998|0.0025|4.35|0.0|4.38e-07|-0.05628|3.2036|7.98|3.2036|-1493.731375|795.43|1391.71|387.01|595.0|732.84|0.6937800000000001|0.6937800000000001|595.0|3.6452|-1493.407248|7.1938
8g_a12|0.0|1|1|1|0.0|0|1|1|0.10205033|-0.0084227909999999|2|0.038347953|1.714060666|-0.40429396|0.005898773|-0.094550033|10.95472263|1|0.005405355|0.068559367|0.122649613|-0.532504083|1|0.804158158|0.7475224290000001|-0.04981165|-0.070405398|0.80546986|0.7714487940000001|1|-0.1045061519999999|4.915102972|78.53214058|-0.042752517|-31.79592789|2.7111119089999995|0.0|0.90166696|-1.881110729|-23.38345638|61.99654413|-23.58177591|47.30807670000001|0.463772637|1356.883205|0.09833304|6.882798206|12.83559677|5327.736626|54.23932676|-572.326702|26.15353224|0.007890315|-443.109365|1150.7554189999998|480.0590283|4.352203029|1.0|1.0|1.0|1.0|2.0|4.07|2.51|21.0|-8.0|3.31|78.85|2.89|1.0|0.0|109.93|0.0|1.0|-4.38|27.0|353.38|0.0|0.0|0.0146|0.0163|3.06|0.0|3.53e-06|-0.06432|4.2057|3.68|3731.0|-1154.281986|590.93|989.66|332.31|0.3786|418.41|462.0|0.55027|0.1601|2.9986|-1154.173831|5.43
12bb_a36|0.0|1|0|0|0.0|0|2|2|-0.07834963|-0.008239316|2|0.04625323|0.0|-0.444923056|-0.006877664|-0.018516159|10.96022185|1|-0.004358975|-0.098027247|-0.250781298|-0.421445726|1|0.653741315|0.836170906|0.0534307559999999|-0.045186455|0.892249657|0.632625562|0|-0.114330726|14.16769093|199.7440352|-0.038872447|-47.11573753|9.094955748|0.0|0.719294078|-1.943622342|-37.36110291|88.14984373|-24.95418524|72.36704599|0.4808928389999999|2458.790147|0.280705922|7.854524291000001|15.13083401|6285.088971|180.1992964|-800.967538|34.69260487|0.022984922|-281.5518699|1734.6302440000002|593.6088758|14.75518126|0.0|0.0|1.0|0.0|2.0|4.72|0.0|17.0|-7.12|3.55|69.2|2.78|1.0|0.0|123.67|0.0|1.0|-3.99|31.0|417.41|0.0|1.0|0.0424|0.0201|2.88|0.0|3.17e-05|-0.0566799999999999|5.2382|3.66|3.8001|-1431.374881|667.88|1120.72|326.27|0.4172|515.92|0.38838|688.0|0.0736|6251.0|-1431.238418|8.0
14g_a23|0.0|0|1|1|-4.794439428|2|0|0|0.180361525|-0.014609495|2|0.0422736629999999|0.653317181|-0.803522236|-0.002390707|-0.031968899|10.3132174|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|-0.648987099|2|0.598213287|0.796412133|0.010202051|-0.044895912|0.854683662|0.575188253|1|-0.096288005|13.05300369|65.94601775|-0.041536002|-48.76552945|9.289253982|1.5679977319999998|0.780315815|-2.118336119|-36.87984398|83.15907597|-29.55936307|64.87554405|0.461846955|2531.8503170000004|0.219684185|8.788027188|16.32997765|8005.353973|156.3396622|-1072.841648|37.88128151|0.020564836|-398.9771038|1931.945357|676.4530574|14.63509796|0.0|1.0|0.0|1.0|1.0|3.61|3.79|26.0|-7.95|3.97|114.25|3.04|2.0|1.0|126.97|0.0|1.0|-6.89|35.0|495.48|1.0|0.0|6.38e-05|0.0004969999999999|4.76|0.0|5.57e-06|-0.08011|3.7042|5.17|3.7042|-2042.161409|730.13|1233.48|334.71|0.3478|583.38|0.56658|0.56658|0.3478|7.2913|-2042.000034|8.0
