molecula|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|IC50|pIC50|pIC50
12ax_a36|0|0.0|0|7.412764017000001|2|2|1.280791885|0.0|-0.0943348109999999|-0.007681676|-0.040458296|2|0.0|-0.414810497|-0.001012333|10.958822|-0.034663063|1|-0.00097037|0.128253871|1|0.884841888|-0.0394369539999999|-0.056676035|0.892249657|0.771220556|0|0.846837721|-0.073739612|-0.107815607|0.375647684|0.019128091|-49.32384393|36.17982162|0.153162279|-0.038813619|-48.23849712|8.558226304|1.236876307|0.7648530440000001|-1.940680931|-32.99232962|-25.96212292|2926.929456|566.4430628|0.955040697|6741.969187999999|157.28794140000002|33.94393618|0.018645135|-354.3162187|1.0|0.0|0.0|2.0|4.74|0.0|0.14|-7.76|2.0|133.77|1.0|5.0|-5.08|-6.26|0.0|1.0|1.0|8.27e-06|0.00372|6.55e-06|3.93|0.0|0.0|1.74e-08|7.83e-06|4.42|3.8889|-2152.100515|699.67|318.82|0.5236|236.74|0.39564|0.69348|0.4167|-0.15728|4.5001|12.0|7.9208|7.9208
2_a33|1|0.0|0|7.765993078999999|0|0|0.609420748|0.0|0.047294725|-0.009168933|-0.064926835|0|2.112255684|-0.476784502|-0.002514803|10.31100266|-0.05997501|3|-0.000810928|-0.0881938509999999|0|0.787714775|-0.0212158239999999|-0.096644295|0.8799816220000001|0.753434785|1|0.8195154109999999|-0.0804186|-0.104047115|0.411881091|0.018451635|-49.13901703|103.5201191|0.1804845889999999|-0.031851158|-38.84811555|6.889294995|44.34034244|0.702597735|-1.56070672|-30.02592687|-19.46234551|2632.195388|500.7570617|0.8867875909999999|6067.635829|181.7248125|27.70055258|0.019430318|-247.5908207|1.0|0.0|1.0|2.0|3.57|3.51|0.3|-7.67|2.0|115.28|1.0|7.0|-6.35|-6.17|1.0|0.0|1.0|4.44e-07|0.000183|1.6800000000000002e-05|3.72|0.0|0.0|2.13e-08|8.78e-06|5.11|3.6281|-1920.049452|655.74|341.74|0.2911|341.74|0.70205|0.70205|0.2911|-0.15012|4.2519|6.0|8.2596|8.2596
20a_a10|0|0.0|1|7.535296702|1|1|1.343837243|2.113798134|-0.0774974029999999|-0.0034618129999999|0.049376168|2|1.896409603|-0.197323337|0.008214031|10.9296614|0.011011878|1|0.008297595|-0.058994157|2|0.661219642|0.036092601|0.019448804|0.817646497|0.63495222|1|0.913681336|-0.066386563|-0.072821454|0.591835899|0.013618456|-43.19189039|66.52185003|0.086318664|-0.028008251|-30.82502228|5.764636687|47.01787447|0.733451892|-1.456429076|-28.10115947|-18.22250274|2998.608651|594.4519837|0.826159649|6729.996773999999|173.41938059999998|24.84485067|0.016540298|-303.7731758|1.0|0.0|1.0|0.0|3.48|3.63|0.11|-9.44|2.0|126.35|1.0|4.0|-5.68|-5.82|0.0|0.0|1.0|2.07e-06|0.000888|2.56e-06|4.36|0.0|0.0|3.61e-10|1.55e-07|3.98|3.8312|-1389.1321289999998|696.63|323.62|0.2738|259.16|0.50193|0.6864600000000001|107.0|-0.1613099999999999|2.9429|1.2|5.9208|5.9208
1o_a5|0|0.0|0|6.605297921|0|0|1.427566509|0.0|-0.266637757|-0.002633927|0.033105871|2|0.0|-0.1079910069999999|0.0057302559999999|10.94518594|-0.008511304|1|0.0051989459999999|-0.05876042|2|0.670787375|-0.003561205|-0.016408975|0.85693939|0.650008224|0|0.88430372|-0.079346457|-0.072886362|0.447318682|0.01325562|-42.63505279|167.3051756|0.11569628|-0.028770932|-21.04383087|3.827177229|1.01402588|0.699913551|-1.093295425|-22.90899675|-15.45942012|2238.291862|475.1609233|0.8888980340000001|4572.818263|161.2447749|22.08761368|0.020380352|-214.8381946|1.0|1.0|1.0|1.0|2.81|2.2|0.0|-8.11|0.0|95.2|1.0|3.0|-4.08|-6.3|0.0|0.0|1.0|8.329999999999999e-05|0.0269|8.340000000000001e-05|2.78|0.0|0.0|7.85e-09|2.54e-06|2.66|4.1692|-1043.536121|561.04|297.38|0.3966|275.45|0.4988899999999999|0.5492100000000001|0.0071|-0.1693599999999999|4.7435|35.0|7.4559|7.4559
8c_a31|0|0.0|0|7.765993078999999|1|1|0.610137334|0.0|-0.012583838|-0.01275867|-0.104377029|0|0.0|-0.574140137|-0.0080009219999999|10.31169969|-0.1029580369999999|2|-0.004832959|-0.178276512|0|0.922486359|0.006000201|-0.1759864119999999|0.896193695|0.87237334|0|0.626072761|-0.1170607269999999|-0.128067781|0.280934088|0.029669107|-64.57121646|133.3100368|0.3739272389999999|-0.039640027|-38.96685783|9.027343766|477.2277896000001|0.72308253|-1.66488115|-35.61776956|-21.86561502|2251.08563|345.3445134|0.90508624|4835.748065|152.7489054|30.23944586|0.021986076|-246.1066271|1.0|1.0|1.0|2.0|3.51|2.9|0.29|-6.13|0.0|93.45|1.0|5.0|-4.42|-6.7|0.0|0.0|1.0|3.79e-05|13.0|0.000237|2.38|0.0|0.0|7.45e-07|0.0002549999999999|1.83|3.8492|-1426.129055|595.67|322.11|0.2597|322.11|0.7005|0.7005|0.2597|-0.15985|3.3453|0.81|6.0915|6.0915
12a_a30|0|0.0|0|7.412764017000001|2|2|0.604984824|0.0|0.033691224|-0.006711725|-0.02919335|2|0.0|-0.3557214489999999|0.005050384|10.31162903|-0.094932667|1|0.005458948|-0.171649606|1|0.8421237309999999|-0.031179517|-0.171895425|0.842671963|0.7961424690000001|0|0.836214716|-0.07699057|-0.097138462|0.337975309|0.016292604|-47.73588073|85.47365107|0.163785284|-0.037665934|-37.34272719|6.263330101|0.0|0.805190202|-1.845630786|-29.59731695|-23.35372432|2722.217443|518.4718832|0.88607758|5936.682602000001|120.786445|29.00398472|0.014884556|-378.4495438|1.0|0.0|0.0|1.0|4.65|0.0|0.14|-6.64|2.0|127.28|1.0|5.0|-5.28|-5.98|0.0|0.0|0.0|5.23e-06|0.00208|1.4e-05|3.87|0.0|0.0|2.3100000000000002e-07|9.21e-05|3.82|3.4885|-1575.745502|668.81|355.41|0.1866|245.76|0.35338|0.68599|0.1511|-0.1481|4.1875|11.0|7.9469|7.9469
15c_a22|0|0.0|1|6.842683282|0|0|1.42291727|1.596256692|-0.134137693|-0.005236206|-0.018518519|2|1.568396937|-0.298463715|0.003784292|10.9464374|0.006275578|1|0.004362505|-0.047249795|2|0.667111824|-0.096749121|0.010828071|0.8353837409999999|0.639264982|1|0.8665852140000001|-0.067475429|-0.080088202|0.615901609|0.024561528|-48.58045253|36.22825261|0.133414786|-0.0302219629999999|-41.51455167|12.731723|78.22334636|0.661775114|-1.60176404|-34.97658951|-21.75898206|3079.491787|623.9175171|0.859281634|6882.442370999999|243.5126145|32.87972244|0.0248073129999999|-232.9472639|0.0|1.0|1.0|1.0|3.49|2.85|0.08|-9.28|1.0|128.77|1.0|6.0|-4.86|-6.96|0.0|0.0|0.0|1.39e-05|0.00618|2.4e-05|2.9|0.0|0.0|5.269999999999997e-10|2.35e-07|4.79|3674.0|-1460.571156|715.42|337.46|0.5082|216.15|0.30831|0.69113|0.0694|-0.15408|7.382000000000001|737.0|6.1325|6.1325
10_a27|0|0.0|2|6.605297921|0|0|1.400533489|3.383341915|0.122016352|-0.006285923|-0.044164147|2|1.296293777|-0.282866526|0.00991794|10.93783185|-0.000903965|1|0.010329671|-0.309727442|2|0.639413469|0.129719095|-0.001453596|0.862408925|0.614205449|1|0.8526621529999999|-0.061299064|-0.087022238|0.346344305|0.017676458|-32.5969511|6.0140309720000005|0.147337847|-0.031079371|-24.60801194|4.998521009|49.19800605|0.7453606909999999|-1.305333567|-17.33405307|-16.5270506|2270.538352|453.4194305|0.912640238|4894.8090170000005|135.40932969999997|22.1732254|0.01651645|-260.9504933|1.0|0.0|1.0|0.0|3.01|3.15|0.16|-6.24|0.0|97.39|1.0|3.0|-3.57|-6.51|0.0|1.0|1.0|0.000266|0.0882|0.0001189999999999|2.55|0.0|0.0|5.81e-07|0.000192|4.66|4.1495|-1083.1151289999998|573.31|298.79|0.4452|298.79|0.63894|0.63894|0.4452|-0.16805|4.6684|69.0|7.1612|7.1612
12as_a36|0|0.0|0|7.412764017000001|2|2|1.297043209|0.0|-0.051208473|-0.007672841|-0.073735973|2|0.0|-0.452697599|0.000584134|10.95347588|-0.025398105|1|0.0018565629999999|0.162571317|1|0.8058720979999999|-0.0389138329999999|-0.04244711|0.869455765|0.770400825|0|0.77043791|-0.082748367|-0.109492809|0.291030086|0.019229943|-55.75872553|88.17694537|0.22956209|-0.037824788|-49.71556877|8.731418812000001|0.0|0.768125394|-2.080363362|-37.57216725|-25.48765709|2904.092809|519.1478419|0.834059821|6224.698969|156.2451686|33.18163581|0.017444469|-361.3444194|1.0|0.0|0.0|2.0|4.86|0.0|0.17|-6.89|1.0|133.95|1.0|6.0|-3.81|-7.21|0.0|0.0|0.0|0.000154|0.0653|0.000112|2.36|0.0|0.0|1.29e-07|5.4600000000000006e-05|4.84|3851.0|-1385.5651710000002|712.04|321.96|0.5902|274.29|0.53815|0.68211|0.2402|-0.1563|4.8580000000000005|59.0|7.2291|7.2291
9n_a24|0|0.0|0|6.605297921|0|0|1.388847168|0.0|-0.2452954769999999|-0.003323852|0.001099755|2|0.0|-0.182811885|0.008307337|10.94875265|-0.03088354|1|0.008809179|-0.22754075|2|0.786587307|0.048359202|-0.058520736|0.804201677|0.755793189|0|0.904556598|-0.052106597|-0.0777274979999999|0.331008994|0.017608478|-35.21502941|48.691073|0.095443402|-0.026905672|-35.50139138|8.042526681|24.72120326|0.652126509|-1.399094961|-23.79925701|-18.18357165|2542.730334|611.3234977000001|0.764164944|5356.5828|235.1021924|27.88350328|0.021951174|-205.6223122|1.0|1.0|1.0|1.0|3.17|2.6|0.17|-8.64|1.0|114.29|1.0|7.0|-4.14|-6.47|0.0|1.0|0.0|7.2e-05|0.0278|5.14e-05|3.07|0.0|0.0|2.31e-09|8.909999999999999e-07|2.59|4.1028|-1239.095611|686.19|302.2|0.2522|252.31|0.44042|0.63085|0.0334|-0.1658099999999999|2.8552|19.0|7.7212|7.7212
18a_a25|0|0.0|1|6.842683282|0|0|1.194229606|1.875390684|-0.151473962|-0.0029953159999999|-0.019008377|2|2.050257213|-0.170732995|0.007643634|10.31286118|-0.019985937|1|0.007325341|0.106305991|2|0.761417363|-0.039007784|-0.035531959|0.792935475|0.7291583840000001|1|0.931628386|-0.055926422|-0.078181889|0.341320954|0.0095281269999999|-37.07961488|75.74077952|0.068371614|-0.03097773|-34.36707071|4.188358905|0.0|0.817072039|-1.641819678|-24.58404782|-20.53845469|2857.88027|617.676232|0.973559258|6523.923911999999|121.2825364|25.136651|0.011486699|-420.4420243|1.0|1.0|1.0|1.0|3.5|3.43|0.08|-9.78|2.0|133.85|1.0|6.0|-6.33|-5.58|0.0|0.0|1.0|4.65e-07|0.000202|1.71e-06|4.76|0.0|0.0|1.67e-10|7.28e-08|4.51|3.1711|-1675.2501519999998|694.17|390.98|0.3234|225.57|0.2834|0.5274399999999999|0.0027|-0.15732|3.1313|94.0|7.0269|7.0269
17_a20|0|0.0|0|6.842683282|0|0|1.4012598180000002|0.0|-0.064380628|-0.005457467|0.00038506|3|1.652760156|-0.28924577|-0.000495713|10.94884838|-0.072863159|1|0.000922796|0.1134578219999999|3|0.760575852|-0.131511077|-0.127696675|0.812578598|0.71987165|1|0.912053544|-0.063665681|-0.081404237|0.3874475579999999|0.015032258|-41.75129828|66.47074027|0.0879464559999999|-0.0315649079999999|-35.00871763|6.4647747870000005|10.50834496|0.75430388|-1.5466805119999998|-27.38007162|-20.699942|2761.976599|598.1153253|0.83582343|6012.640572|161.12498630000002|27.44244402|0.016793117|-333.5397332|0.0|1.0|1.0|1.0|3.5|2.83|0.08|-10.14|2.0|119.48|0.0|4.0|-5.36|-6.09|0.0|0.0|1.0|4.4e-06|0.0017699999999999|8.35e-06|3.75|0.0|0.0|7.19e-11|2.9e-08|4.11|3.3926|-1291.918735|673.68|365.45|0.2977|365.45|0.69839|0.69839|0.2977|-0.14021|3.9703|2.25|5.6478|5.6478
18_a31|0|0.0|0|7.401841579|0|0|0.610137226|0.0|0.0690370959999999|-0.013634202|-0.138136629|0|0.0|-0.640807491|-0.009923585|10.31169929|-0.096301845|2|-0.007811355|-0.084218532|0|0.868704545|0.022160691|-0.1647054359999999|0.904870098|0.838968212|0|0.72588713|-0.11789212|-0.129469649|0.258135789|0.014467496|-69.19879619|238.9516432|0.27411287|-0.040279446|-44.60622732|4.984491996|0.0|0.7774768320000001|-1.81257508|-40.61741697|-23.64270989|2241.561812|426.0718665|0.8155571290000001|4856.251645|130.6137795|30.40953623|0.01673486|-325.73954460000004|1.0|1.0|1.0|3.0|3.41|2.85|0.28|-6.54|1.0|99.32|1.0|7.0|-4.62|-6.72|0.0|0.0|1.0|2.42e-05|0.00862|0.000241|2.47|0.0|0.0|2.9e-07|0.000104|4.81|3.9105|-1465.4803960000002|630.26|317.05|444.0|247.51|0.51842|0.70058|0.2457|-0.16212|3.0607|0.13|6.8861|6.8861
12a_a5|0|0.0|0|7.139660336|1|1|1.338814635|0.0|-0.256282289|-0.00166971|0.043132749|2|0.0|-0.09350376|0.00873078|10.94553751|-0.032601907|1|0.008649556|-0.006024869|2|0.762866363|0.1121034509999999|-0.063558439|0.829536345|0.741588813|0|0.894590896|-0.058605038|-0.067680123|0.337539208|0.0081891369999999|-36.01436435|13.74268646|0.105409104|-0.026030816|-25.55893402|3.0925714930000003|0.0|0.746785093|-1.353602454|-22.13179066|-15.99663329|2524.410428|549.7500455|0.844187448|5294.775577|155.6073368|21.42066499|0.014342828|-303.31208710000004|0.0|1.0|1.0|1.0|3.06|2.96|0.21|-8.83|1.0|119.38|1.0|5.0|-4.27|-6.23|0.0|1.0|0.0|5.37e-05|0.0205|2.56e-05|3.38|0.0|0.0|1.4800000000000003e-09|5.660000000000001e-07|2.91|4.1610000000000005|-1201.990542|667.31|297.97|0.4794|264.55|0.50831|0.67169|0.0296|-0.17152|2.5642|19.0|7.7212|7.7212
14r_a23|1|0.0|2|7.423568444|0|0|1.197963203|3.201732471|-0.009140243|-0.006323791|-0.06921746|2|0.7087588690000001|-0.322513347|0.007671236|10.31321824|-0.064006338|2|0.0075222369999999|0.033038452|2|0.616699629|0.03753491|-0.1050445769999999|0.846632079|0.5935522360000001|1|0.8662226190000001|-0.062618931|-0.085881409|0.375360556|0.019185345|-40.32463891|47.26552456|0.133777381|-0.03654528|-35.61466281|7.956082857|55.62948521|0.7882228370000001|-1.717628177|-25.96781003|-23.53402098|2945.137191|557.8203557999999|0.873329024|6744.848704999999|136.37788909999998|29.85706563|0.017092103|-371.2130393|0.0|0.0|0.0|1.0|3.47|3.06|0.05|-7.67|2.0|120.24|1.0|5.0|-5.58|-6.31|0.0|0.0|0.0|2.66e-06|0.00114|7.73e-06|3.68|0.0|0.0|2.14e-08|9.18e-06|3.72|3.1797|-1729.1326809999998|678.08|389.92|0.2346|208.71|0.30482|0.68115|0.0008|-0.15536|6.2620000000000005|5.0|8.2684|8.2684
13_a4|0|0.0|1|7.535296702|1|1|1.399843898|2.050136054|-0.210975191|-0.000990136|-0.019846488|1|0.0|-0.04158572|0.012994083|10.94205723|-0.0963182119999999|1|0.012019888|-0.094404255|1|0.645708528|-0.215746851|-0.157188841|0.7986239909999999|0.6490618429999999|0|0.970027005|-0.050017793|-0.068249548|0.229685203|0.008746805|-24.48959182|11.85953992|0.029972995|-0.0279998139999999|-16.36114989|2.096831328|54.71349575|0.862539527|-1.091992764|-11.99053523|-13.70920202|1910.137758|474.9422962|0.751144285|3983.972795|67.30306705|15.89399858|0.007566425|-355.01146810000006|1.0|0.0|0.0|0.0|3.39|2.87|0.16|-6.2|1.0|90.06|1.0|2.0|-4.09|-5.39|0.0|1.0|1.0|8.18e-05|0.0235|3.77e-05|3.75|0.0|0.0|6.28e-07|0.00018|3.87|4.1733|-898.3381672|536.09|297.09|0.2133|276.68|0.53815|0.59537|0.1282|-0.17204|2471.0|4.0|5.3979|5.3979
12ba_a36|0|0.0|0|7.412764017000001|2|2|1.297043659|0.0|-0.090865777|-0.0075620109999999|0.026411489|2|0.0|-0.423472625|-0.002123045|10.9478512|-0.011949092|1|-0.000621302|0.159880159|1|0.844641715|0.041478447|-0.0202572689999999|0.890675195|0.796093405|0|0.849738126|-0.083210415|-0.108410153|0.330220757|0.0246090489999999|-56.0578808|100.798163|0.150261874|-0.037526591|-49.20258616|11.16896162|16.1479891|0.7068957840000001|-1.951382748|-37.76553687|-25.28122447|3035.390784|572.4586103999999|0.969665341|6722.60947|197.4608731|35.76372225|0.023797439|-278.7665262|1.0|0.0|0.0|2.0|4.8|0.0|0.12|-6.72|1.0|133.18|1.0|5.0|-4.77|-7.04|0.0|0.0|0.0|1.6800000000000002e-05|0.0072599999999999|5.65e-05|2.67|0.0|0.0|1.91e-07|8.240000000000001e-05|2.79|3.0114|-1417.426327|687.23|411.71|0.7436|236.13|0.3989999999999999|0.70432|0.0009|-0.12587|3.1996|21.0|7.6778|7.6778
14g_a23|1|-4.794439428|2|7.423568444|0|0|1.197957711|3.0793867980000003|0.180361525|-0.014609495|-0.301504331|2|0.653317181|-0.803522236|-0.002390707|10.3132174|-0.030586527|2|-0.0004039459999999|0.179219801|2|0.598213287|0.010202051|-0.044895912|0.854683662|0.575188253|1|0.907334473|-0.072819606|-0.096288005|0.297855753|0.018341721|-51.82254036|95.64648102|0.092665527|-0.041536002|-48.76552945|9.289253982|1.5679977319999998|0.780315815|-2.118336119|-36.87984398|-29.55936307|3400.464046|645.7104105000001|0.8582074559999999|8005.353973|156.3396622|37.88128151|0.020564836|-398.9771038|0.0|0.0|1.0|1.0|3.61|3.79|0.09|-7.95|2.0|126.97|1.0|7.0|-6.89|-5.94|1.0|0.0|0.0|1.29e-07|6.38e-05|1e-06|4.76|0.0|0.0|1.12e-08|5.57e-06|5.17|3.7042|-2042.161409|730.13|334.71|0.3478|334.71|0.56658|0.56658|0.3478|-0.1519|7.2913|0.01|8.0|8.0
17b_a50|1|0.0|2|7.934155233999999|1|1|1.348984601|4.35392516|-0.145258626|-0.002181823|0.013050204|1|2.206759705|-0.144000296|0.012409091|10.94500663|-0.15040528|2|0.012686493|0.05636897|1|0.7715057479999999|-0.1585336269999999|-0.257646121|0.799772151|0.748900413|1|0.931849183|-0.047785496|-0.07555585|0.4220781729999999|0.0128994089999999|-33.25475672|9.9094658|0.068150817|-0.02681014|-36.59177249|6.247196459|86.9549829|0.803386523|-1.662228695|-23.14256283|-18.65764227|2765.537065|648.4900322000001|0.936245718|6059.076348|136.82673369999998|23.22374317|0.010169967|-422.2639022|1.0|1.0|1.0|0.0|4.17|3.57|0.35|-7.54|3.0|131.39|1.0|8.0|-4.75|-6.09|0.0|1.0|0.0|1.7899999999999998e-05|0.00763|1.22e-05|3.96|0.0|0.0|2.87e-08|1.22e-05|3.77|4.0418|-1337.164673|752.09|306.75|0.1817|292.09|0.6269899999999999|0.66195|0.1758|-0.16699|6.3333|122.0|6.9136|6.9136
17b_a6|0|0.0|0|7.412764017000001|1|1|1.425925343|0.0|0.1012747369999999|-0.01272079|-0.0265090529999999|1|0.0|-0.6869226490000001|-0.00460563|10.949638|-0.0791229359999999|1|-0.00194781|0.231025646|1|0.850080948|0.002947625|-0.138423611|0.8370824240000001|0.8013954109999999|0|0.753949098|-0.095450984|-0.109195656|0.318652397|0.03122461|-62.63196368|155.8689396|0.246050902|-0.041494349|-47.0150166|13.44399246|557.7093661|0.7706671740000001|-2.074717455|-41.0971443|-27.2272998|2816.0632920000003|494.7179214|0.834464855|5985.963521|150.48105900000002|35.32951798|0.019915748|-355.2067434|1.0|1.0|1.0|2.0|3.53|2.89|0.12|-9.01|2.0|116.79|1.0|5.0|-5.81|-5.89|0.0|0.0|1.0|1.56e-06|0.000637|6.69e-06|4.09|0.0|0.0|9.77e-10|4e-07|4.04|2.9964|-1350.078181|690.98|413.78|0.3949|349.8|0.69615|0.7016100000000001|0.0033|-0.12545|5.3385|153.0|6.8153|6.8153
11f_a5|0|0.0|0|6.605297921|1|1|1.370797007|0.0|-0.251797205|-0.0037371509999999|0.022233547|3|0.0|-0.227966183|0.00722997|10.94877949|-0.0080939669999999|1|0.008309782|-0.1323098|2|0.785419245|-0.008110526|-0.016518403|0.800575032|0.750555185|0|0.847356138|-0.068361657|-0.074612137|0.368815548|0.0221464629999999|-47.57801621|70.39517801|0.152643862|-0.022252743|-36.14073513|10.72733576|13.29510896|0.5109475960000001|-1.268406334|-33.11311829|-15.48735657|2853.401015|589.7388387999999|0.8628345190000001|5969.213977|340.3683339|30.31104695|0.030351311|-15.23851001|0.0|1.0|1.0|1.0|3.35|2.87|0.24|-8.67|1.0|126.79|1.0|7.0|-3.95|-6.99|0.0|1.0|0.0|0.000112|0.0477|5.479999999999999e-05|2.7|0.0|0.0|2.12e-09|9.06e-07|2.25|4.1356|-1391.722248|729.96|299.8|0.5834|278.47|0.6593600000000001|0.64937|0.1834|-0.1691|2.1313|12.0|7.9208|7.9208
8d_a12|1|0.0|0|6.580639137|1|1|1.283835213|0.0|0.057525383|-0.0076893469999999|-0.048642535|2|2.075171777|-0.376778003|0.000925796|10.94458983|-0.046326855|1|0.001575111|0.0479437859999999|1|0.8857286320000001|-0.091036025|-0.080872311|0.8078610759999999|0.8405406040000001|1|0.858710112|-0.077834742|-0.103548595|0.266886187|0.011348654|-43.27410838|90.34024296|0.141289888|-0.039118358|-32.00762818|3.507952014|0.0|0.8338637040000001|-1.760326118|-24.05928792|-21.74879802|2466.513191|477.4206699|0.8695567329999999|5255.11762|92.36749461|26.08195789|0.012525773|-371.2392138|1.0|1.0|1.0|2.0|4.06|2.23|0.1|-8.37|2.0|112.14|1.0|3.0|-4.58|-5.96|0.0|1.0|1.0|2.64e-05|0.0093|2.43e-05|3.51|0.0|0.0|4.23e-09|1.49e-06|3.53|3.7397|-1138.256361|600.2|331.53|0.2871|292.53|0.6661|0.4997399999999999|0.0853|-0.15306|2.1281|25.0|7.6021|7.6021
12x_a30|0|0.0|0|7.412764017000001|2|2|0.604984021|0.0|0.044575215|-0.006008579|-0.0335688279999999|2|0.0|-0.3545061539999999|0.00604028|10.31162819|-0.1066694919999999|1|0.006346396|-0.104089964|1|0.842068099|-0.062251445|-0.1759406839999999|0.829606585|0.803183654|0|0.848844277|-0.071909912|-0.091725339|0.398925866|0.014757946|-47.48669555|74.51844582|0.151155723|-0.035022402|-39.99960559|6.435648079|0.0|0.824674971|-1.926232129|-31.35848986|-23.12752311|2845.417984|560.5459455|0.815160907|6359.545311|115.7782842|28.04441012|0.012044556|-428.8071293|1.0|0.0|0.0|1.0|4.86|0.0|0.21|-7.38|2.0|137.21|1.0|5.0|-6.04|-5.64|0.0|0.0|0.0|9.14e-07|0.00039|3.48e-06|4.6|0.0|0.0|4.12e-08|1.76e-05|4.45|3.4831|-1654.3784|703.75|355.95|0.1517|355.95|0.68589|0.68589|0.1517|-0.14783|4.3702|22.0|7.6556|7.6556
6_a3|0|0.0|0|6.823286122000001|0|0|0.605016564|0.0|0.155665791|-0.008934536|-0.106234254|2|2.000787282|-0.330577816|-0.007540435|10.3116226|0.032782484|1|-0.006696449|-0.0445675709999999|2|0.881253042|-0.155862559|0.055002252|0.8632654590000001|0.773152968|1|0.783322023|-0.1042506469999999|-0.098669224|0.556539611|0.010921391|-52.01903278|236.2008316|0.216677977|-0.037726468|-24.56680878|2.7192240510000003|77.06094911|0.80281499|-1.282699916|-25.95647951|-18.8247694|2196.107822|390.8623623|0.633675574|4992.54948|98.39146166|23.4484528|0.0150025189999999|-302.19751|1.0|1.0|1.0|1.0|3.05|2.65|0.0|-7.48|1.0|95.5|1.0|2.0|-5.44|-5.68|0.0|0.0|1.0|3.67e-06|0.00124|1.34e-05|3.79|0.0|0.0|3.28e-08|1.11e-05|3.09|3.3963|-1731.7043199999998|524.88|365.05|0.1997|212.74|0.3369|0.69323|129.0|-0.1465|2.8131|1778.0|5.7501|5.7501
9d_a31|0|0.0|0|7.765993078999999|1|1|0.61013528|0.0|0.036844743|-0.012442213|-0.043220149|0|0.0|-0.696763933|-0.002456634|10.31169788|-0.021171445|2|0.000127275|-0.091744753|0|0.8066174070000001|-0.030275712|-0.0375445629999999|0.873955169|0.771222772|0|0.6943358040000001|-0.098210975|-0.11958484|0.3655337879999999|0.029032453|-66.96024848|154.8767865|0.305664196|-0.033844766|-55.58917047|13.49577391|560.5224416|0.6636195229999999|-1.793772606|-45.65350116|-23.07536346|2654.377004|473.3981899|0.8433415740000001|5748.743284|229.34422830000003|34.77197803|0.023927395|-223.1115993|1.0|1.0|1.0|2.0|3.8|3.35|0.38|-7.63|2.0|112.97|1.0|9.0|-5.61|-6.36|0.0|0.0|1.0|2.48e-06|0.0010199999999999|4.06e-05|3.46|0.0|0.0|2.3500000000000002e-08|9.69e-06|5.0|3.8478|-1657.428165|727.27|322.22|0.2611|322.22|0.7006899999999999|0.7006899999999999|0.2611|-0.15969|2.6311|0.6|6.2218|6.2218
33_a20|0|0.0|1|6.842683282|0|0|1.4175014119999998|1.915285809|-0.188733405|-0.00145476|0.023539095|2|2.0219022580000003|-0.078557022|0.009265667|10.93244905|-0.062750442|1|0.008780074|0.248715569|2|0.616352201|-0.0854333469999999|-0.10978034|0.802353442|0.607038752|1|0.9493896|-0.058927252|-0.069838312|0.399354817|0.012738882|-38.58254635|8.680600701|0.0506104|-0.0265385579999999|-29.9394021|5.46110745|64.93395624|0.759356182|-1.326927921|-25.26187502|-17.37608867|2737.8873550000003|621.611679|0.8721516570000001|5916.443448|157.56124519999997|22.88265911|0.013564844|-339.6262863|1.0|0.0|1.0|0.0|3.39|3.59|0.08|-9.69|2.0|121.62|1.0|4.0|-5.6|-5.58|0.0|0.0|1.0|2.48e-06|0.000997|2.98e-06|4.47|0.0|0.0|2.04e-10|8.199999999999999e-08|4.07|3.8867|-1275.823229|689.51|318.99|0.6157|227.79|0.27375|0.6129|0.0463|-0.15959|3.5714|34.0|7.4685|7.4685
