molecula|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|IC50|pIC50|pIC50
10_a32|1|0.0|0|7.765993078999999|0|0|0.6094207629999999|0.0|0.153272514|-0.016404762|-0.087497559|0|2.067772926|-0.771023817|-0.0064007569999999|10.31100271|-0.047619048|3|-0.00369116|-0.03673326|0|0.809370315|0.012125768|-0.079818594|0.915639476|0.764217655|1|0.7622839570000001|-0.088310158|-0.1223816869999999|0.266552538|0.02575778|-54.55170955|57.97512956|0.237716043|-0.038939628|-46.69945835|9.828875607|52.24660367|0.6946347429999999|-1.7133436169999998|-33.69815077|-24.0541214|2649.882742|470.8845962|0.81769605|5842.926058|188.6328503|34.62844557|0.025106509|-240.4628923|1.0|0.0|1.0|2.0|3.56|3.12|0.22|-6.99|1.0|107.14|1.0|7.0|-6.04|-6.44|1.0|0.0|1.0|9.17e-07|0.000366|3.89e-05|3.23|0.0|0.0|1.0300000000000001e-07|4.13e-05|4.12|3.6441|-1916.631761|654.7|340.24|0.2983|340.24|0.70228|0.70228|0.2983|-0.15088|2.4919|7.0|8.1427|8.1427
10_a3|0|0.0|0|6.823286122000001|0|0|0.605017375|0.0|0.190318474|-0.010609861|-0.1152010919999999|3|1.684975382|-0.381954986|-0.008037672|10.31162304|0.043342516|1|-0.005959152|0.033279122|3|0.8947911009999999|-0.140523767|0.078405316|0.8136572320000001|0.834020779|1|0.747406318|-0.1007256719999999|-0.0989320009999999|0.518341632|0.014615264|-46.64544572|248.0820067|0.252593682|-0.0359752729999999|-21.21655855|3.134330682|80.37219813|0.7066293240000001|-1.187184014|-21.60122201|-16.65993003|2098.79955|346.1193167|0.701266803|4600.496436|135.8581743|23.57661855|0.023470578|-191.3775649|0.0|1.0|1.0|1.0|3.02|1.78|0.0|-6.51|0.0|88.28|1.0|2.0|-4.3|-6.44|0.0|0.0|1.0|5.07e-05|0.0155|0.000145|2.43|0.0|0.0|3.06e-07|9.35e-05|1.64|3.4217|-1288.150029|498.67|362.35|0.2124|230.67|0.41894|0.68995|0.0463|-0.15011|6.7458|7943.0|5.1|5.1
13a_a6|0|0.0|0|7.412764017000001|1|1|1.430639975|0.0|-0.042110772|-0.01115741|-0.0265090529999999|1|0.0|-0.602500119|-0.00460563|10.95129557|-0.0525259259999999|1|-0.00194781|0.05269025|1|0.850080948|0.090839165|-0.091892803|0.8299950709999999|0.8013954109999999|0|0.77450544|-0.094081761|-0.113446379|0.22670695|0.031866842|-61.52313164|154.9639272|0.22549456|-0.040840697|-48.51283287|13.62714959|554.4922449|0.759912392|-2.042034827|-40.23198232|-26.70706346|2820.31296|506.474367|0.8764206290000001|6019.922535|157.0011174|35.14492428|0.02016134|-339.9303794|1.0|1.0|1.0|2.0|3.53|3.2|0.12|-9.01|2.0|116.79|1.0|5.0|-5.51|-6.1|0.0|0.0|1.0|3.11e-06|0.0012699999999999|1.02e-05|3.8|0.0|0.0|9.77e-10|4e-07|4.04|3651.0|-1350.057702|695.29|339.59|0.5352|206.87|0.4816|0.70072|0.2697|-0.14969|7.7145|46.0|7.3372|7.3372
9_a3|0|0.0|0|6.823286122000001|0|0|0.605017128|0.0|0.187952252|-0.007847313|-0.100592457|1|2.4071976040000003|-0.298197887|-0.004918099|10.31162238|0.023606557|1|-0.003863265|-0.216450234|1|0.923357627|-0.260349706|0.042154567|0.7327715159999999|0.865283439|0|0.84649775|-0.095161413|-0.083555008|0.506753484|0.007377805|-44.74600478|223.4501605|0.15350225|-0.038196575|-18.47392835|1.6312253680000002|72.50764604|0.886859678|-1.336880133|-21.04009269|-17.96047462|2017.0704920000005|398.0331029|0.704792493|4430.929894|53.19989715|20.25176593|0.008976383|-363.8118546|1.0|1.0|1.0|1.0|3.1|2.44|0.0|-7.26|1.0|92.69|1.0|2.0|-5.53|-5.21|0.0|0.0|1.0|2.96e-06|0.000899|1.25e-05|4.14|0.0|0.0|5.5e-08|1.67e-05|3.28|3.7356|-1256.0634710000002|512.44|331.9|0.2069|213.09|0.3639699999999999|0.6724600000000001|0.1127|-0.15834|2.0863|10965.0|4.96|4.96
21b_a23|1|0.0|2|7.525639975|0|0|1.197963051|3.351726269|0.094654108|-0.005936474|-0.008526338|2|0.745297595|-0.326506055|0.01055698|10.31321725|-0.0490623259999999|2|0.009872313|0.107996329|2|0.7038407329999999|0.131951284|-0.078097375|0.8339434929999999|0.668547062|1|0.930728719|-0.0596425779999999|-0.083105261|0.224930782|0.014481931|-41.81114831|41.6766724|0.0692712809999999|-0.034219814|-40.84133198|7.117014296|86.65837165|0.812334718|-1.745210489|-29.31080756|-23.98906534|3074.083057|652.4673795|0.846591917|6919.229053|131.5587155|29.53101081|0.013439264|-437.9110924|0.0|0.0|1.0|1.0|3.59|3.42|0.08|-7.84|2.0|129.97|1.0|5.0|-6.1|-6.42|0.0|0.0|0.0|8.02e-07|0.000361|6.06e-06|3.7|0.0|0.0|1.43e-08|6.45e-06|3.57|3.6237|-1761.4722969999998|735.65|342.15|0.2607|309.79|0.57848|0.70139|0.2333|-0.15033|9.5312|85.0|7.0691|7.0691
12af_a36|0|0.0|0|7.412764017000001|2|2|1.29704271|0.0|0.04293386|-0.00989889|-0.081537769|2|0.0|-0.6038322939999999|-0.00233752|10.96037047|0.00146554|1|-0.000472698|0.154914099|1|0.859938421|-0.062279009|0.002492952|0.8631180940000001|0.817582774|0|0.755275519|-0.082549457|-0.1054605669999999|0.154396546|0.021921402|-57.32748365|89.56100543|0.244724481|-0.035153522|-50.86129548|10.57220682|127.6527374|0.6702409189999999|-2.003750775|-39.81177462|-24.41279506|3013.98446|524.5103537|0.8141152220000001|6499.41155|229.0052411|36.42391023|0.0259433429999999|-236.4517911|0.0|0.0|0.0|3.0|4.98|0.0|0.17|-6.93|1.0|138.06|1.0|7.0|-3.54|-7.66|0.0|0.0|0.0|0.000292|128.0|0.000227|1.85|0.0|0.0|1.1800000000000001e-07|5.18e-05|4.5|3.2299|-1440.954069|737.4|383.86|427.0|236.83|0.50179|0.70508|0.0035|-0.13364|6.9003|15.0|7.8239|7.8239
13_a10|0|0.0|1|7.535296702|1|1|1.343837907|2.091672336|-0.059862024|-0.0057715859999999|-0.055497169|2|1.794073077|-0.259721373|0.00384732|10.9296146|-0.001592366|1|0.003791547|-0.154121136|2|0.761923976|0.00746881|-0.002671425|0.84680169|0.736686715|1|0.818027691|-0.094726989|-0.082327045|0.4676169839999999|0.0122005|-47.88975806|174.7319717|0.181972309|-0.030119651|-21.04167667|3.118282386|0.0|0.7144943490000001|-1.234905671|-24.21093442|-15.22715739|2261.82488|413.5584641|0.816739845|4941.066161|144.338975|21.31179541|0.018979132|-216.8776303|1.0|1.0|1.0|1.0|3.02|2.58|0.15|-6.6|0.0|97.14|1.0|2.0|-3.76|-6.34|0.0|1.0|1.0|0.000176|0.0576|7.87e-05|2.76|0.0|0.0|2.49e-07|8.170000000000001e-05|2.48|3.8419|-1065.839441|550.83|322.72|0.3905|212.63|0.34881|0.68386|0.1514|-0.15937|3.6904|0.16|6.7959|6.7959
7b_a10|0|0.0|0|7.535296702|2|2|1.186434511|0.0|-0.170920618|-0.001621737|0.037541178|2|2.079721225|-0.07459988|0.011041815|10.93274506|0.039221939|0|0.010068964|-0.0982988509999999|2|0.624866343|-0.108464916|0.065705128|0.8200487120000001|0.586354126|1|0.92441666|-0.0590666679999999|-0.0720417159999999|0.5113525529999999|0.009734392|-30.71062112|13.37827368|0.07558334|-0.027444463|-19.47494818|2.6314862480000003|56.22969776|0.781045839|-1.152667458|-15.96741933|-14.26924098|2290.380138|480.6333417|0.8069307729999999|5212.568172|113.8411654|18.26940272|0.012428175|-292.2491701|1.0|0.0|0.0|0.0|3.9|0.0|0.25|-6.99|1.0|105.44|1.0|2.0|-5.28|-5.09|0.0|1.0|1.0|5.29e-06|0.00183|5.25e-06|4.68|0.0|0.0|1.0200000000000001e-07|3.54e-05|3.44|3.6426|-1450.06366|562.31|340.37|0.1488|205.85|0.4195399999999999|0.66228|0.0899|-0.1584799999999999|4.2068|19.8|4.7033|4.7033
20_a47|1|0.0|1|6.86171134|0|0|1.408721455|1.1934608|0.055662511|-0.011237762|-0.161476442|2|1.010373001|-0.505699304|-0.009220816|10.95058273|0.071506228|1|-0.006342241|0.087325054|2|0.61847122|-0.069674604|0.113432542|0.8575369009999999|0.59534794|1|0.6888286020000001|-0.083811055|-0.092005493|0.213977589|0.023587109|-45.68149289|43.63174229999999|0.311171398|-0.032859105|-27.33327788|7.00733184|49.00609086|0.595234209|-1.38008239|-24.89884887|-17.90996366|2630.63609|375.4483088|0.86659377|5896.060936|220.6189341|30.08893541|0.034758191|-103.815441|0.0|1.0|1.0|2.0|3.19|2.96|0.05|-7.31|1.0|99.68|1.0|5.0|-4.06|-6.75|0.0|0.0|1.0|8.72e-05|0.0332|8.32e-05|2.63|0.0|0.0|4.89e-08|1.86e-05|4.08|3.9808|-1335.708279|557.84|311.45|0.2807|311.45|0.68219|0.68219|0.2807|-0.16377|3.1747|3.0|8.6|8.6
18c_a30|0|0.0|0|7.412764017000001|2|2|0.604986846|0.0|0.12157783|-0.0109670669999999|-0.118776867|2|0.0|-0.625122815|-0.003436924|10.31163825|-0.0351777|1|-0.002215642|0.0211588229999999|1|0.841060094|0.034468997|-0.058608635|0.885516463|0.802578397|0|0.717052026|-0.105618255|-0.1115683|0.42531141|0.019360263|-71.31647561|384.391404|0.282947974|-0.042101245|-50.86775696|8.826997739|103.215593|0.7859920029999999|-2.2313660090000003|-48.15493021|-28.4279687|3002.59061|484.1740985|0.81455244|6685.737642|144.5043388|36.16826708|0.018410634|-386.2200097|1.0|0.0|0.0|2.0|4.85|0.0|0.13|-6.19|1.0|135.37|1.0|6.0|-5.01|-7.05|0.0|0.0|0.0|9.68e-06|0.00427|5e-05|2.74|0.0|0.0|6.520000000000001e-07|0.000288|4.54|3.4848|-1744.455795|711.56|355.78|0.3879|355.78|0.69123|0.69123|0.3879|-0.14225|6.6462|12.0|7.9208|7.9208
12d_a31|0|0.0|0|7.765993078999999|1|1|0.61013528|0.0|0.039097757|-0.012448252|-0.043220149|0|0.0|-0.697102094|-0.002456634|10.31169788|-0.032270224|2|0.000127275|-0.067477864|0|0.8066174070000001|-0.00658148|-0.057226679|0.873955169|0.771222772|0|0.7054497479999999|-0.0938723509999999|-0.11498416|0.3996192999999999|0.0296918329999999|-66.58534562|157.30671669999998|0.294550252|-0.032542687|-57.85220856|14.93891054|557.514503|0.6383648510000001|-1.724762406|-47.23018217|-23.08311261|2653.867767|500.3881827|0.63768714|5753.290126|256.5143096|36.15974873|0.02571268|-196.2893506|1.0|1.0|1.0|2.0|3.76|3.9|0.38|-7.63|2.0|112.97|1.0|9.0|-5.61|-6.36|0.0|0.0|1.0|2.48e-06|0.0010199999999999|4.06e-05|3.46|0.0|0.0|2.3500000000000002e-08|9.69e-06|5.0|3.8477|-1657.428467|730.86|322.23|0.2566|322.23|0.7006600000000001|0.7006600000000001|0.2566|-0.15968|2.4186|0.51|6.2924|6.2924
9a_a40|0|0.0|1|7.515889085|0|0|0.604993021|1.865740741|-0.028285975|-0.003680068|-0.020455825|0|0.921628874|-0.136162501|0.01310675|10.31197235|-0.1720337089999999|2|0.011966382|0.291102625|0|0.624889926|-0.394662853|-0.2990540869999999|0.749764251|0.61091688|1|0.937600185|-0.060029933|-0.072887601|0.002467659|0.011033601|-29.02567082|109.9916614|0.062399815|-0.032156295|-17.0405052|2.579562688|51.49564873|0.868476591|-1.093314022|-14.03449109|-15.54821024|1971.148912|453.3484005|0.976056482|3991.317015|63.59419322|17.90285474|0.008714375|-356.33157|1.0|0.0|1.0|0.0|3.26|3.28|0.06|-6.4|1.0|86.7|1.0|2.0|-5.49|-4.85|0.0|1.0|1.0|3.24e-06|0.000944|8.33e-06|4.54|0.0|0.0|4.02e-07|0.000117|4.07|3.3192|-1217.9449|515.96|373.53|0.4746|263.42|0.47831|0.69958|0.3483|-0.13808|3.8656|214.0|6.6696|6.6696
17a_a25|0|0.0|1|6.842683282|0|0|1.373200859|1.826085128|0.0055894319999999|-0.004137083|-0.036457743|2|2.008884939|-0.248224991|0.0063846319999999|10.93106298|0.006360768|1|0.006423059|-0.02776212|2|0.6741827509999999|0.168247187|0.0114970419999999|0.8005589320000001|0.659740852|1|0.874586929|-0.06234901|-0.079378741|0.348821736|0.012665055|-44.46905084|93.75234138|0.125413071|-0.0297670279999999|-40.379488|6.442637379|80.30332825|0.755980502|-1.666953566|-31.71656603|-21.2306737|2907.309477|623.7797651000001|0.882500365|6250.571217000001|174.0415044|28.08362601|0.015373381|-365.1448527|1.0|1.0|1.0|1.0|3.48|3.47|0.11|-9.98|2.0|131.06|1.0|7.0|-5.12|-6.18|0.0|0.0|1.0|7.5e-06|0.00325|7.44e-06|3.9|0.0|0.0|1.05e-10|4.54e-08|6.04|3.9347|-1391.588873|747.06|315.11|0.4076|235.34|0.35172|0.6722|0.1735|-0.16304|3.4677|25.0|7.6021|7.6021
12b_a40|0|0.0|1|7.515889085|0|0|0.604989475|1.713497417|0.084915315|-0.004650218|-0.011794908|0|0.747253086|-0.158107422|0.00779293|10.31197236|-0.1537981269999999|2|0.004452418|0.279216571|0|0.58925219|0.026452642|-0.227384615|0.7818091140000001|0.522580798|1|0.955647156|-0.065048707|-0.074921647|0.2160572999999999|0.010845303|-37.05091872|80.72126798|0.044352844|-0.0338355829999999|-24.3068084|3.518538455|48.17000329|0.856829717|-1.048903063|-21.10373336|-19.27231874|2462.878448|544.3244990000001|0.979579799|5933.385347|81.54797734|22.49258909|0.010309671|-406.4913617|0.0|0.0|0.0|0.0|3.26|3.87|0.0|-8.39|2.0|101.78|1.0|2.0|-7.71|-4.09|1.0|0.0|1.0|1.95e-08|8.09e-06|7.82e-08|6.68|0.0|1.0|4.08e-09|1.7e-06|6.27|3407.0|-3016.9868100000003|576.38|363.91|306.0|363.91|0.69476|0.69476|306.0|-0.14267|4.5528|0.04|7.3979|7.3979
17_a47|1|0.0|0|6.605297921|0|0|1.4168589319999998|0.0|-0.181485377|-0.003764469|-0.019259259|3|1.699575434|-0.2032813319999999|0.0042378929999999|10.9385382|-0.006331624|1|0.004477366|-0.180898239|3|0.8007970640000001|-0.034891905|-0.010871607|0.814790949|0.7666613659999999|1|0.852282407|-0.07185129|-0.082994667|0.522140199|0.01291694|-43.82821253|68.64478326|0.147717593|-0.02987808|-30.88080199|4.806157636|0.0|0.7457517659999999|-1.493904005|-26.73455447|-18.22518223|2672.497352|519.8795281|0.8569074879999999|5854.9736840000005|155.087622|24.43867122|0.0159160889999999|-299.80980739999995|1.0|1.0|1.0|2.0|3.44|2.39|0.08|-10.1|2.0|119.83|0.0|4.0|-5.4|-5.83|0.0|0.0|1.0|3.98e-06|0.00156|6.11e-06|4.03|0.0|0.0|7.96e-11|3.12e-08|3.07|4.2784|-1254.943823|656.78|289.79|0.4308|289.79|0.6844100000000001|0.6844100000000001|0.4308|-0.17606|3.4454|5.0|8.3|8.3
16g_a32|1|0.0|0|7.765993078999999|0|0|0.609420729|0.0|0.1739995319999999|-0.013775701|-0.0429252429999999|0|2.084553994|-0.771439265|-0.002456725|10.31100263|0.004735761|3|-0.00030659|-0.085591073|0|0.79965447|-0.026098259|0.008494733|0.8821580379999999|0.762429418|1|0.8206422409999999|-0.078387439|-0.105500574|0.542303725|0.023959586|-57.77542509|90.88837862|0.1793577589999999|-0.033839807|-57.31234426|13.01585399|43.37912747|0.6863323440000001|-1.79350976|-42.58335004|-24.94161377|2833.521937|604.8539801|0.65902387|6372.261243999999|231.1885989|36.34043182|0.02276861|-274.67233460000006|1.0|1.0|1.0|2.0|3.87|3.42|0.33|-8.16|3.0|121.56|1.0|10.0|-7.51|-5.69|1.0|0.0|1.0|3.08e-08|1.36e-05|4.83e-06|4.65|0.0|0.0|6.890000000000001e-09|3.04e-06|5.38|3.6161|-2034.593036|752.29|342.86|0.2879|342.86|0.70222|0.70222|0.2879|-0.14968|3.7346|11.0|7.9586|7.9586
13c_a5|0|0.0|0|6.605297921|1|1|1.377702625|0.0|-0.2071929139999999|-0.005082338|-0.0090268969999999|3|0.0|-0.284610951|0.005288472|10.94530327|-0.018055556|1|0.006110714|-0.017427549|2|0.705487111|0.003545487|-0.033833834|0.822789227|0.6775573359999999|0|0.80019672|-0.077308234|-0.076591149|0.4148662979999999|0.023143526|-50.97293525|158.67712230000004|0.19980328|-0.025039414|-33.29709668|10.06137448|51.93687546|0.551328235|-1.302049531|-33.60884086|-16.50965711|2793.480751|527.6071331999999|0.873289814|5989.714507|295.8302846|29.94524142|0.0302745689999999|-67.68621352|0.0|1.0|1.0|1.0|3.13|2.58|0.17|-8.09|1.0|120.88|1.0|5.0|-3.55|-7.28|0.0|0.0|1.0|0.0002839999999999|0.1169999999999999|0.000109|2.15|0.0|0.0|8.170000000000001e-09|3.36e-06|3.99|4.2145|-1351.2369640000002|676.53|294.18|509.0|263.46|0.41594|0.51479|0.1666|-0.17324|2.3276|123.0|6.9101|6.9101
16a_a32|1|0.0|0|7.765993078999999|0|0|0.6094207620000001|0.0|0.205693867|-0.014399612|-0.0848387459999999|0|2.095743605|-0.6911813920000001|-0.008098765|10.31100271|-0.058518519|3|-0.005552127|-0.0999399409999999|0|0.859696525|0.039965071|-0.098258706|0.909908319|0.81143469|1|0.756542831|-0.090389538|-0.119471489|0.283324612|0.020664867|-56.2527503|92.00611646|0.2434571689999999|-0.037168908|-46.27170107|8.003570876|66.13699638|0.6968200370000001|-1.6726008419999998|-35.00816569|-23.13158502|2615.514164|470.82456669999993|0.8211379000000001|5746.082161|188.6800971|33.19592405|0.023475264|-244.9767673|1.0|0.0|1.0|3.0|3.53|2.66|0.22|-7.3|1.0|108.86|1.0|7.0|-5.49|-6.85|1.0|0.0|1.0|3.2e-06|0.00128|9.14e-05|2.65|0.0|0.0|5.04e-08|2.01e-05|3.9|3.6314|-1896.770883|664.67|341.42|0.2859|341.42|0.70245|0.70245|0.2859|-0.15045|1.3736|11.0|7.9586|7.9586
4S4l_a46|0|0.171853072|1|7.825245291|1|1|1.134637095|2.155247543|-0.058870177|-0.004736212|-0.075241716|1|0.0|-0.255755434|0.0066560469999999|10.94631401|-0.161358058|1|0.006162668|-0.1012114369999999|1|0.7940662409999999|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0|0.894782107|-0.090807851|-0.084663086|0.213675946|0.007140583|-49.45536962|178.19783940000002|0.105217893|-0.029881089|-25.11158939|2.117940478|0.0|0.877939134|-1.523935543|-26.93416438|-16.27370639|2166.052483|487.3122681|0.884798257|4920.211524|66.47624804|18.5362581|0.006420439|-411.6630752|1.0|1.0|1.0|1.0|3.92|3.19|0.36|-7.0|1.0|105.77|1.0|3.0|-5.28|-5.23|0.0|1.0|1.0|5.25e-06|0.00182|7.78e-06|4.49|0.0|0.0|9.980000000000001e-08|3.47e-05|4.99|4.1414|-1092.727031|583.76|299.38|0.2586|234.25|0.57885|0.6763600000000001|0.0614|-0.17632|2.5083|261.0|6.5834|6.5834
4_a27|0|0.0|2|6.823286122000001|0|0|1.4008954130000002|3.294369174|0.082486268|-0.006181204|-0.058641975|2|1.274166982|-0.278154179|0.00991794|10.93736915|-0.01660383|1|0.010329671|-0.459570857|2|0.639413469|-0.07759915|-0.024800302|0.842039655|0.614205449|1|0.852604338|-0.057748369|-0.078787867|0.3485918529999999|0.0201467639999999|-29.89961815|8.590238252999999|0.1473956619999999|-0.0281385239999999|-21.12083948|5.40078803|58.27512057|0.682485674|-1.181818|-15.48073439|-14.56891559|2273.715366|441.4418013|0.799110312|4988.6278600000005|164.3952417|21.34684457|0.020363697|-188.9664429|0.0|0.0|1.0|0.0|3.11|3.08|0.16|-6.22|0.0|97.55|1.0|2.0|-3.57|-6.51|0.0|1.0|1.0|0.000266|0.0882|0.000102|2.55|0.0|0.0|6.04e-07|0.0002|4.63|4.1288|-1083.119531|555.75|300.29|0.2002|223.46|0.36899|0.6089899999999999|0.1741|-0.17034|2.7371|4.0|8.3979|8.3979
16i_a32|1|0.0|0|7.765993078999999|0|0|0.6094207429999999|0.0|0.175604846|-0.0146198339999999|-0.075706124|0|2.078707411|-0.7748511779999999|-0.003511776|10.31100265|0.006037736|3|-0.001202032|-0.098841478|0|0.801401734|0.134577711|0.009897928|0.8829894|0.761506727|1|0.801494708|-0.0857355019999999|-0.114771536|0.5368697929999999|0.022335011|-56.03343427|90.08098301|0.198505292|-0.036726892|-49.02383532|9.540239197|32.3175507|0.718964113|-1.836344582|-36.62130242|-24.00328703|2770.767996|523.8261846|0.836873682|6355.471589|183.6742715|33.38593207|0.021112022|-286.2130831|1.0|0.0|1.0|2.0|3.75|3.16|0.3|-7.4|3.0|116.75|1.0|8.0|-7.03|-5.93|1.0|0.0|0.0|9.25e-08|3.96e-05|8.18e-06|4.19|0.0|0.0|4.01e-08|1.7100000000000002e-05|4.99|3.6176|-1995.279632|692.96|342.72|0.2857|342.72|0.70222|0.70222|0.2857|-0.14976|3353.0|6.0|8.2596|8.2596
13_a1|0|0.0|0|7.423568444|1|1|1.430073963|0.0|-0.046530797|-0.012199718|-0.144782061|1|0.0|-0.597786194|-0.008672236|10.94989555|-0.084271845|1|-0.005924486|0.1769162319999999|1|0.87703849|-0.051729721|-0.150485437|0.825117597|0.833702788|0|0.6794604670000001|-0.111667908|-0.10668313|0.207843387|0.033737733|-64.94184903|148.7311076|0.320539533|-0.040302516|-36.08180773|11.41059871|528.3795274|0.7082629840000001|-1.813613202|-37.76773325|-23.43842502|2555.623166|395.1486144|0.912824292|5456.353212|169.6632599|33.09282789|0.026679865|-242.2358135|1.0|1.0|1.0|2.0|3.35|2.83|0.09|-7.94|1.0|104.88|1.0|4.0|-4.29|-6.48|0.0|0.0|1.0|5.16e-05|0.0192|4.58e-05|2.94|0.0|0.0|1.14e-08|4.24e-06|3.17|3.4483|-1238.367298|613.52|359.55|0.5339|304.01|0.65363|0.69782|0.3535|-0.13921|2.7595|0.26|6585.0|6585.0
4_a18 (SD-208)|0|0.0|0|0.0|2|2|1.304335262|0.0|0.055002235|-0.012457606|-0.113324634|3|0.0|-0.498304229|-0.018723101|10.95382003|-0.056245435|0|-0.015153358|-0.047745689|1|0.773173718|-0.058455902|-0.098971722|0.904723479|0.721664823|0|0.77909674|-0.077885485|-0.099573708|0.115284206|0.0211761979999999|-40.10670787|103.6318511|0.22090326|-0.034985357|-26.40375252|5.615248385|0.0|0.602029021|-1.2944582059999998|-20.652731600000003|-18.01551972|2395.526727|401.1916387|0.831728055|5348.394288|204.9329964|29.9246699|0.035654206|-105.0785813|0.0|1.0|1.0|1.0|2.77|2.54|0.0|-8.15|1.0|92.87|1.0|3.0|-4.29|-6.31|0.0|0.0|1.0|5.12e-05|18.0|4.14e-05|3.02|0.0|0.0|7.06e-09|2.49e-06|2.58|3.2777|-1542.276332|537.47|378.26|0.2761|239.56|0.4646|0.69028|0.2316|-0.13588|3.4629|0.08|7.0969|7.0969
9h_a24|0|0.0|1|7.153833802|0|0|1.428198245|1.726213624|-0.203768024|-0.002864393|2.01e-05|2|0.0|-0.105982525|0.013595277|10.96661419|-0.002471577|2|0.012380829|0.144624936|2|0.687815726|0.183289617|-0.004960317|0.859720539|0.656172477|0|0.883775278|-0.060337884|-0.0687348109999999|0.4016070679999999|0.018457687|-28.52000725|167.2085719|0.1162247219999999|-0.026280957|-15.35662744|4.123788393|1.773520599|0.572371258|-0.8935525440000001|-13.48059881|-12.42226332|2062.34011|417.7355164|0.914204295|4170.098082|202.1279819|21.70315707|0.031789952|-68.41568372|1.0|0.0|1.0|1.0|2.84|1.96|0.0|-6.05|0.0|82.17|1.0|3.0|-2.83|-6.85|0.0|1.0|1.0|0.00147|423.0|0.000575|1.7|0.0|0.0|8.95e-07|0.000258|1.16|4.3437|-945.2337612|506.68|285.43|0.3844|239.63|0.54606|0.61928|0.0073|-0.18239|5.6654|77.0|7.1135|7.1135
31_a47|1|0.0|1|6.842683282|0|0|1.304326813|1.441825189|-0.075563891|-0.00869363|-0.171198936|2|1.198626524|-0.417294247|-0.007525849|10.9497221|0.001073537|1|-0.006265667|-0.188419195|2|0.677766155|-0.1978980839999999|0.001622323|0.917597019|0.6463892179999999|1|0.696020038|-0.10715233|-0.1056956209999999|0.486720182|0.021401336|-66.4670426|355.5321928|0.303979962|-0.037580665|-40.66927863|8.234748813|81.01707367|0.70664003|-1.691129939|-41.22978713|-23.31144534|2689.159869|431.7441681|0.901520747|6019.5391740000005|181.972428|32.98913783|0.024209265|-256.3593656|1.0|1.0|1.0|2.0|3.18|2.38|0.1|-7.62|1.0|109.21|1.0|5.0|-4.59|-6.78|0.0|0.0|1.0|2.56e-05|0.0105|4.03e-05|2.86|0.0|0.0|2.42e-08|9.95e-06|4.2|3.6369|-1735.400941|642.11|340.91|0.3264|311.96|0.68276|0.69894|83.0|-0.15143|6.4248|16.0|7.8|7.8
1g_a5|0|0.0|0|6.605297921|0|0|1.4275159730000002|0.0|-0.203595168|-0.003919036|-0.010620031|2|0.0|-0.172437603|0.00683534|10.94875199|-0.0353243789999999|1|0.006957291|-0.019057802|2|0.74740095|0.030722968|-0.067172264|0.8393686990000001|0.717355058|0|0.8659209659999999|-0.070108797|-0.074361785|0.39389953|0.020418692|-37.59983870000001|74.51397212|0.134079034|-0.027205531|-21.388323|5.8729303|0.589719781|0.61393343|-1.11542677|-20.16505667|-14.59051668|2243.103668|464.3994751|0.891486942|4639.260975|207.0502037|23.76563316|0.02697793|-122.2065919|1.0|1.0|1.0|1.0|2.79|2.12|0.05|-8.14|0.0|96.98|1.0|4.0|-4.03|-6.15|0.0|1.0|1.0|9.27e-05|0.0304|6.29e-05|3.03|0.0|0.0|7.190000000000001e-09|2.36e-06|2.61|4.1733|-1065.818889|572.15|297.09|0.1769|259.26|0.4386899999999999|0.66164|0.0504|-0.17042|3.4883|115.0|6.9393|6.9393
