molecula|NaaNH|n9FaHRing|Wavelength (max. Transition) (nm)|NaasN|Oscillator Force (HOMO-LUMO transition)|SRW09|Highest Occupied Molecular Orbital Energy|SRW07|n6HRing|n5aRing|GATS1pe|nFaHRing|PBF|RPSA|DPSA3|GeomPetitjeanIndex|GRAVp|WNSA4|DPSA2|CYP2C19 inhibitor|CYP3A4 inhibitor|Log Po/w Silicos-IT Log P|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|log P|Total Energy (water) (Hartree)|pIC50
25b_a34|0|0|293.43|1|0.2259|7.412764017000001|-0.21103|5.351858133|1|1|0.787858064|0|0.5020264870000001|0.343426892|83.19266998|0.419904835|2611.55928|-16.55102732|1806.819095|0.0|1.0|2.63|7.0|-7.07|393.44|5.06|-1313.388114|5.6819
9_a10|0|0|222.72|1|0.0041|7.535296702|-0.21163|5.4161004020000005|2|1|0.692424727|1|0.6816795959999999|0.130554786|50.72029356|0.45291714|2904.874289|-14.37503199|1635.660698|1.0|1.0|3.69|7.0|-6.87|438.52|4.51|-1410.041793|6.7144
47c_a18|0|0|398.71|0|0.5869|7.03438793|-0.17331|4.844187086|0|0|0.7601847759999999|0|0.246894346|0.1871383589999999|70.29678191|0.489290189|3228.879782|-20.80632033|2522.390613|1.0|1.0|2.84|12.0|-6.61|513.63|7.72|-1664.753129|8.5229
9h_a24|1|0|239.63|1|0.0073|7.153833802|-0.22593|5.209486153|2|2|0.656172477|0|0.4016070679999999|0.1162247219999999|37.24443236|0.477589721|2062.34011|-5.871651668999999|737.9073405|1.0|1.0|2.42|3.0|-6.85|288.31|1.16|-945.2642633|7.1135
9g_a24|1|0|236.07|1|0.1023|7.273092596000001|-0.21391|5.283203728999999|2|2|0.657503038|0|0.383340003|0.132863247|41.36311977|0.427531635|2123.257348|-5.214049137|809.0499476|0.0|1.0|2.91|3.0|-7.17|302.33|0.75|-984.5891383|7.1675
47j_a18|0|0|399.25|0|0.5439|7.03438793|-0.17273|4.844187086|0|0|0.757001264|0|0.476575952|0.19348155|69.23713027|0.481373558|3172.831382|-20.47428768|2410.265089|1.0|1.0|2.43|11.0|-6.46|499.6|8.09|-1625.445572|7.4559
7e_a8|1|0|325.06|1|0.1522|7.05012252|-0.2054699999999999|4.844187086|0|1|0.577394732|0|0.286669793|0.170843962|64.40615805|0.4742828629999999|2605.914474|-13.39444718|1298.726412|1.0|0.0|5.16|4.0|-5.43|385.39|6.32|-1300.495519|4.4547
12s_a36|1|0|319.95|0|0.0002|7.412764017000001|-0.20467|5.351858133|2|1|0.856274847|0|0.4314309979999999|0.169662191|59.13914165|0.4604765839999999|2710.355028|-14.94294208|1626.909053|1.0|0.0|3.24|5.0|-6.55|395.46|3.48|-1272.270833|8.0458
21a_a23|0|1|335.16|2|0.3692|7.525639975|-0.2226699999999999|5.4161004020000005|2|2|0.6906097959999999|1|0.224766417|0.073461531|41.64701536|0.492301762|2880.257677|-15.07212993|1355.5493720000002|0.0|1.0|3.88|5.0|-6.07|425.51|3.75|-1669.250866|6.9914
15c_a22|0|0|216.15|1|0.0694|6.842683282|-0.22807|4.727387819|2|1|0.639264982|1|0.615901609|0.133414786|66.26407672|0.462157867|3079.491787|-15.66586856|1742.625289|0.0|1.0|3.9|6.0|-6.96|445.48|4.79|-1460.602657|6.1325
19k_a38|1|0|239.03|0|0.1156|7.412764017000001|-0.20102|5.351858133|2|1|0.730686013|0|0.389096157|0.341299943|86.30929885|0.4769127179999999|3055.355167|-17.9828603|2014.5803|0.0|0.0|2.34|6.0|-7.84|444.46|4.13|-1500.8984380000002|7.9666
21c _a23|0|1|338.3|2|0.3329999999999999|7.525639975|-0.22981|5.4161004020000005|2|2|0.7301130229999999|1|0.2571258939999999|0.209403563|69.43902929|0.468609427|3161.1237530000003|-20.31615463|1849.394223|0.0|1.0|3.1|6.0|-7.13|468.53|4.47|-1837.964768|7.1752
4g_a46|0|0|280.74|1|0.1294|7.825245291|-0.22587|5.587248657999999|2|1|0.635494818|0|0.318162858|0.053170267|37.24073329|0.448462961|2242.010126|-8.0118178|827.5244845|1.0|1.0|5.19|3.0|-5.18|366.89|4.65|-1493.154666|5.5615
12d_a40|0|0|282.05|1|115.0|7.515889085|-0.19369|5.4161004020000005|0|2|0.6948809659999999|1|0.0913543|0.159568585|56.88984065|0.470893531|2270.596857|-10.90981687|804.9352200000001|1.0|1.0|4.59|2.0|-5.13|361.25|4.14|-2153.197255|7.7212
18_a34|0|0|279.66|1|0.0303|7.423568444|-0.21474|5.351858133|1|1|0.713979177|0|0.295523326|0.31018528|72.41862911|0.441058733|2424.18137|-12.87916264|1441.579371|1.0|1.0|3.13|5.0|-6.26|351.36|5.07|-1199.288654|5.6144
12w_a30|0|0|244.87|0|0.1614|7.412764017000001|-0.20755|5.351858133|2|1|0.711738503|0|0.4274948739999999|0.147783603|63.12469722|0.451478593|2999.810425|-17.50883211|1548.85393|1.0|0.0|5.11|5.0|-5.52|467.37|5.08|-2494.966575|7821.0
17_a47|1|1|289.79|0|0.4308|6.605297921|-0.22479|4.59511985|3|1|0.7666613659999999|1|0.522140199|0.147717593|51.70735256|0.46147021|2672.497352|-11.11708872|1221.9335609999998|1.0|1.0|5.12|4.0|-5.83|392.46|3.07|-1254.985125|8.3
6e_a40|0|0|419.59|1|0.3625|8.421342866|-0.2164|6.401917197|0|2|0.648802794|1|0.376602018|0.25379524|80.95296505|0.441911406|3075.060648|-21.04453212|1588.2884390000002|1.0|1.0|5.02|5.0|-6.09|476.98|8.35|-2831.191706|7.7447
12_a47|1|1|288.96|0|0.2241|6.605297921|-0.2256|4.59511985|2|1|0.618808977|1|0.266995634|0.2159289589999999|53.5720844|0.4792593739999999|2266.78114|-9.25429818|913.5950352|1.0|1.0|4.19|3.0|-5.94|339.75|3.01|-1488.101254|8.2
9_a15|0|0|285.37|0|0.0115|0.0|-0.1824|0.0|1|0|0.8105478740000001|0|0.416635119|0.153843684|59.20930631|0.4517825079999999|2392.3164920000004|-8.88789863|1523.4682269999998|1.0|1.0|3.9|7.0|-5.52|366.41|3.36|-1223.705126|6.9706
14d_a23|0|1|336.18|2|336.18|7.423568444|-0.22152|5.351858133|2|2|0.6906097959999999|1|0.213597535|0.078305538|47.66288948|0.454495683|2878.955374|-14.27606695|1370.607518|0.0|1.0|3.88|5.0|-6.1|425.51|3.79|-1669.24571|8.4001
1m_a5|1|0|265.61|0|0.2373|6.605297921|-0.22857|4.59511985|2|1|0.63664685|0|0.429612762|0.117604448|42.13785007|0.482646195|2183.167528|-8.041608085|764.8419772000001|1.0|1.0|5.11|3.0|-5.71|332.79|3.48|-1410.912452|7.3665
4f_a49|0|0|268.08|1|0.0579999999999999|7.535296702|-0.22471|5.4161004020000005|2|1|0.670594896|1|0.480786546|0.262938196|64.88887164|0.437355335|2458.261097|-9.866320682|1087.86764|0.0|0.0|3.42|3.0|-6.6|356.38|4.07|-1179.23587|7.3979
15c_a10|0|0|221.75|1|0.0|7.535296702|-0.19463|5.4161004020000005|3|1|0.733973277|1|0.418835517|0.095541483|42.7883594|0.449308156|3012.018586|-9.275357237|1619.721543|0.0|1.0|3.77|6.0|-6.99|454.57|2.2|-1450.241475|7.0
26_a47|0|1|258.5|1|77.0|6.86171134|-0.22921|4.727387819|2|1|0.651797437|1|0.549740398|0.2895618|69.15552111|0.474969855|2625.572598|-13.07911017|1317.300461|0.0|1.0|2.84|4.0|-6.51|396.81|4.37|-1696.096597|7.9
33_a20|0|0|227.79|1|0.0463|6.842683282|-0.21788|4.727387819|2|1|0.607038752|1|0.399354817|0.0506104|46.92331405|0.465855239|2737.8873550000003|-11.3769728|1144.132956|1.0|1.0|5.33|4.0|-5.58|401.46|4.07|-1275.852801|7.4685
1o_a5|1|0|275.45|0|0.0071|6.605297921|-0.23973|4.59511985|2|1|0.650008224|0|0.447318682|0.11569628|49.75766514|0.470590799|2238.291862|-8.306775343|839.3293197999999|1.0|1.0|4.48|3.0|-6.3|323.35|2.66|-1043.577386|7.4559
19_a47|0|1|322.68|1|0.3243|6.842683282|-0.2117099999999999|4.727387819|2|1|0.614975047|1|0.270767873|0.360357109|73.14028211|0.463378097|2612.978054|-11.45202794|1361.067484|0.0|1.0|2.49|5.0|-7.22|380.35|3.51|-1335.75742|7.3
14_a47|1|1|312.53|0|0.2452|6.605297921|-0.22434|4.59511985|2|1|0.579833096|1|0.2662137639999999|0.318401536|57.32194098|0.474828277|2254.664317|-8.892848121|928.4611922|1.0|1.0|3.97|3.0|-6.21|323.3|2.64|-1127.737484|8.1
14a_a10|0|0|222.16|1|0.0005|7.535296702|0.19621|5.4161004020000005|3|1|0.740051323|1|0.43555903|0.088450549|42.07091945|0.469029865|3075.550631|-9.988888957|1701.592784|0.0|1.0|4.16|7.0|-6.82|468.59|2.25|-1489.655581|7.1308
12e_a30|0|0|245.94|0|151.0|7.412764017000001|-0.19804|5.351858133|2|1|0.7933543279999999|0|0.407218612|0.183296295|68.59117243|0.46715936|2920.484542|-15.46823639|1747.776792|1.0|1.0|3.89|6.0|-6.19|428.51|3.58|-1690.3021629999998|7.9431
12ab_a36|1|0|319.17|0|0.4451|7.412764017000001|-0.2093699999999999|5.351858133|2|1|0.8196353679999999|0|0.452078227|0.158944244|71.2577056|0.484987413|2902.39241|-15.90828969|1834.083759|1.0|0.0|3.14|6.0|-7.21|420.47|3.23|-1364.509957|7.9586
11g_a5|1|0|274.87|1|0.2403|7.139660336|-0.2146199999999999|5.209486153|2|2|0.73551511|0|0.396049407|0.1620562619999999|59.4498014|0.485790997|2823.738452|-10.98794595|1568.70782|1.0|1.0|4.17|7.0|-6.84|408.46|2.3|-1330.189793|7.5229
4b_a46|0|0|272.4|1|0.1784|7.825245291|-0.21811|5.587248657999999|2|1|0.69830739|0|0.27128814|0.064754938|32.7126858|0.428987199|2105.172229|-6.822749952000001|756.2796491|1.0|1.0|4.69|2.0|-5.67|332.44|3.98|-1033.556797|6.2612
11_a4|0|0|252.67|1|0.0403|7.535296702|-0.2146699999999999|5.4161004020000005|2|1|0.647727179|1|0.4523305489999999|0.069886591|36.75497433|0.480360734|2452.527871|-7.889214068999999|848.5670554999999|1.0|1.0|4.97|4.0|-5.74|372.49|3.2|-1467.463842|6.9586
12bh_a36|1|0|319.46|0|11.0|7.412764017000001|-0.20168|5.351858133|2|1|0.857993338|0|0.317612728|0.166508047|58.77476595|0.482052584|2773.193279|-15.75398235|1692.3721690000002|1.0|0.0|3.76|5.0|-6.38|409.49|3.79|-1311.589612|7.8539
11a_a50|0|1|305.11|2|0.1761|7.927685046000001|-0.2005299999999999|5.82008293|1|2|0.667956827|1|0.2931724189999999|0.0828728879999999|35.26290548|0.463749257|2286.226222|-7.104987834|862.6098364|0.0|1.0|3.09|2.0|-6.24|327.38|3.05|-1045.978598|7.2291
11_a27|1|0|370.92|0|0.0793|7.535296702|-0.16205|5.4161004020000005|2|0|0.7146215429999999|1|0.349764196|0.2354494999999999|50.82822357|0.4528656239999999|2339.465471|-9.595877966|1054.084273|1.0|0.0|2.72|2.0|-6.47|345.4|4.54|-1122.456105|8301.0
15a_a50|0|1|306.83|2|0.1767|7.934155233999999|-0.19948|5.82008293|1|2|0.76745052|1|0.4349386739999999|0.162210104|57.69065967|0.4476230879999999|2503.770258|-10.49734522|1218.577214|0.0|1.0|3.23|5.0|-6.78|371.44|2.66|-1199.818129|7.3872
13h_a6|1|0|254.58|0|0.2121|6.842683282|-0.2153199999999999|4.727387819|2|1|0.789769968|1|0.300800177|0.132089259|64.05338768|0.461667017|2926.745635|-15.82689691|1658.40973|1.0|1.0|5.41|6.0|-6.31|431.49|3.83|-1386.613707|7.3279
12g_a36|1|0|238.01|0|45.0|7.412764017000001|-0.20288|5.351858133|2|1|0.860667615|0|0.374686587|0.1457615119999999|59.82898654|0.473274545|2829.45056|-16.3273005|1797.1178149999998|1.0|1.0|3.85|6.0|-6.19|423.51|4.21|-1350.887005|7.8539
15b_a10|0|0|215.17|1|0.1595|7.535296702|-0.20313|5.4161004020000005|2|1|0.7199249390000001|1|0.697099355|0.078081026|42.7113409|0.414077981|2716.468606|-11.32690674|1429.912176|0.0|1.0|4.34|7.0|-6.34|413.51|2.74|-1317.766641|7.0706
12b_a32|1|1|347.27|0|0.2865|7.765993078999999|-0.19976|5.733341277|0|3|0.7507116140000001|1|0.2996018789999999|0.217407|61.06285882|0.430631506|2573.006963|-10.75912958|1311.0306890000002|1.0|1.0|6.49|7.0|-6.4|397.52|4.12|-1880.770588|7585.0
13b_a6|1|0|255.67|0|0.2461|7.412764017000001|-0.20156|5.351858133|1|1|0.8013954109999999|0|0.202093555|0.2242827939999999|82.07670290000002|0.408780634|2821.72831|-17.48058934|1760.1380379999998|1.0|1.0|4.98|5.0|-6.1|409.44|4.04|-1350.0903970000002|6.7595
19_a15|0|0|297.03|0|0.4895|0.0|-0.20742|0.0|1|0|0.7358168620000001|0|0.355677322|0.308930877|57.75275299|0.405429114|2625.952212|-14.14482104|1194.400408|1.0|1.0|2.36|5.0|-6.22|369.44|7.53|-1523.404372|7.1427
1d_a5|1|0|254.46|0|0.0982|6.605297921|-0.23519|4.59511985|2|1|0.513260607|0|0.6271150670000001|0.1034962359999999|52.05055075|0.471074204|2481.822293|-10.69678217|1027.76566|1.0|1.0|5.48|4.0|-5.73|366.34|3.58|-1288.340378|5.03
9_a3|0|0|213.09|0|0.1127|6.823286122000001|-0.19833|4.727387819|1|1|0.865283439|0|0.506753484|0.15350225|48.21513485|0.413418346|2017.0704920000005|-8.445224386|708.8118076000001|1.0|1.0|4.9|2.0|-5.21|303.38|3.28|-1256.087705|4.96
12o_a30|0|0|238.73|0|149.0|7.412764017000001|-0.19873|5.351858133|2|1|0.7463962120000001|0|0.402022325|0.1556551169999999|59.43716284|0.46964626|2860.371518|-15.65480256|1466.05489|1.0|0.0|4.47|5.0|-5.75|432.93|4.45|-2035.37262|7.8097
8e_a8|1|0|267.77|1|0.1671|7.05012252|-0.19972|4.844187086|0|1|0.636205913|0|0.280304418|0.338509724|83.37098475|0.483244415|2692.975753|-16.34946208|1601.514194|0.0|0.0|4.33|5.0|-6.14|403.41|7.22|-1376.957298|4.7014
14ad_a23|0|1|366.09|2|0.4106|7.423568444|-0.20659|5.351858133|2|2|0.7317531540000001|1|0.224009311|0.112868365|66.47100256|0.46995189|3209.330728|-15.14887177|2024.236598|0.0|1.0|3.48|7.0|-6.68|471.53|2.99|-1858.957788|8.3595
12b_a5|0|0|268.62|0|0.0001|6.605297921|-0.16607|4.59511985|3|0|0.8121510009999999|0|0.350286421|0.172386307|52.20772716|0.480419002|2602.046823|-8.135654442|1386.409228|0.0|1.0|3.29|5.0|-7.57|397.47|2.24|-1276.928859|7.3768
17_a12|0|0|281.69|0|148.0|6.823286122000001|-0.21781|4.727387819|3|1|0.859088647|0|0.318309599|0.141880635|42.10235809|0.466056241|2246.161353|-9.557722681|955.9051425|1.0|1.0|4.51|3.0|-6.07|333.41|2.87|-1366.804178|7.7959
18d_a25|0|0|219.39|1|0.0389|6.842683282|-0.2201|4.727387819|2|1|0.696372329|1|0.278576218|0.062186295|54.70994625|0.476833495|3113.122552|-15.93166285|1591.795131|1.0|1.0|6.33|7.0|-6.21|474.58|4.56|-1806.848384|6.6345
21_a47|0|1|316.53|1|0.2249|6.86171134|-0.2249699999999999|4.727387819|2|1|0.591185263|1|0.3188717339999999|0.29417845|59.46768095|0.463113582|2691.697803|-10.79015808|1334.003357|0.0|1.0|2.94|6.0|-6.58|394.38|4.43|-1375.061089|8.3
12b_a36 (EW-7197)|1|0|322.25|0|0.0197|7.412764017000001|-0.20546|5.351858133|2|1|0.698414933|0|0.458627252|0.236481628|64.31504105|0.45988432|2772.832013|-15.31305729|1638.808832|||||||3.41|-1332.180029|8.1549
10_a32|1|1|340.24|0|0.2983|7.765993078999999|-0.2052199999999999|5.733341277|0|3|0.764217655|1|0.266552538|0.237716043|70.46302679|0.449853016|2649.882742|-14.85891856|1523.651605|1.0|1.0|5.64|7.0|-6.44|399.49|4.12|-1916.668776|8.1427
8m_a46|0|0|233.66|1|0.1441|7.727094485|-0.19715|5.533389489|1|1|0.77612204|0|0.280198209|0.123789645|52.0671834|0.425802465|2045.330306|-9.04821721|867.2835213999999|0.0|1.0|4.16|2.0|-5.61|319.4|4.12|-1014.126693|6.6402
9i_a24|1|0|268.3|1|0.0029|7.153833802|-0.21943|5.209486153|2|2|0.73094562|0|0.379687415|0.173910636|42.43894111|0.468272544|2061.729154|-5.506205845|793.2611447|1.0|1.0|2.42|3.0|-7.01|288.31|1.13|-945.286637|7.0555
15d_a10|0|0|221.39|1|0.0856|7.535296702|-0.20918|5.4161004020000005|3|1|0.71456262|1|0.565801561|0.12390229|54.18663419|0.473858537|2967.522813|-8.551449923|1613.412305|0.0|1.0|4.14|6.0|-7.04|441.52|2.05|-1430.8144619999998|7.1612
15b_a50|0|1|305.67|2|0.1796|7.934155233999999|-0.20071|5.82008293|1|2|0.764606364|1|0.447220762|0.179086516|58.69070955|0.478989976|2441.264256|-9.174337796|1155.184146|1.0|1.0|2.71|5.0|-6.98|357.41|2.08|-1160.4989460000002|7.1024
12at_a36|1|0|263.05|0|0.2076|7.412764017000001|-0.2131|5.351858133|2|1|0.7767870459999999|0|0.301423347|0.248143308|79.10595873|0.49342323|3041.832389|-17.99981985|2158.30208|1.0|0.0|2.7|7.0|-7.18|439.47|4.5|-1460.833958|7.1079
21b_a23|0|1|309.79|2|0.2333|7.525639975|-0.23434|5.4161004020000005|2|2|0.668547062|1|0.224930782|0.0692712809999999|51.9633947|0.458461834|3074.083057|-16.81701905|1506.081551|0.0|1.0|3.92|5.0|-6.42|450.52|3.57|-1761.498874|7.0691
12s_a30|0|0|245.81|0|0.1576|7.412764017000001|-0.20495|5.351858133|2|1|0.591758164|0|0.404041243|0.2932862089999999|71.26547471|0.467381416|2977.11642|-16.8513047|1613.162737|1.0|0.0|4.67|5.0|-6.06|434.46|4.32|-1774.236634|8129.0
11_a47|0|0|332.82|0|0.2321|0.0|-0.20554|0.0|3|0|0.686454722|1|0.572646116|0.203136607|55.20085753|0.4686568239999999|2842.168734|-13.48990542|1375.2628029999998|1.0|1.0|5.58|4.0|-5.28|422.45|4.84|-1396.184699|7.4
47i_a18|0|0|383.61|0|0.5085|7.03438793|-0.18299|4.844187086|0|0|0.727767462|0|0.279553995|0.196924826|61.13143233|0.487446923|2795.907966|-17.10248143|1739.959818|1.0|1.0|3.28|8.0|-6.36|440.54|7.37|-1416.260696|7.7212
4_a38 (LY-2157299)|0|0|266.68|1|0.06|7.535296702|-0.22|5.4161004020000005|2|1|0.6848692759999999|1|0.459041332|0.2456862269999999|60.00582329|0.487041509|2501.945802|-10.56568487|1105.390176|0.0|1.0|3.69|3.0|-6.86|369.42|3.95|-1198.683473|7.1586
6c_a31|1|0|376.01|0|0.5028|7.78113851|-0.19169|5.733341277|0|2|0.7905201209999999|0|0.138124296|0.358802727|96.63311186|0.4463376229999999|2837.949799|-17.93106176|1776.424619|1.0|1.0|5.58|5.0|-6.27|418.47|5.08|-1691.984862|6.4685
IN1166_a11|1|0|248.68|0|0.1239|6.842683282|-0.21098|4.727387819|2|1|0.790249345|1|0.551933595|0.136726441|64.89703387|0.463497159|2865.055175|-15.08551944|1604.859603|1.0|1.0|5.01|5.0|-6.52|417.47|3.36|-1347.298558|7.9318
12bg_a36|1|0|318.36|0|0.4409|7.412764017000001|-0.21166|5.351858133|2|1|0.771220556|0|0.543472602|0.159389648|65.19942617|0.46245521|2925.402039|-17.39163005|1695.0272350000002|1.0|0.0|3.99|5.0|-6.26|450.32|4.42|-2152.13793|7.8239
11d_a5|1|0|280.66|0|0.2068|6.605297921|-0.20529|4.59511985|2|1|0.755793189|0|0.359644732|0.12909714|48.19862797|0.49396568|2540.78984|-11.84243331|1360.625438|1.0|1.0|4.41|7.0|-6.47|385.46|2.59|-1239.127458|7.8239
30_a47|0|1|333.66|1|0.3566|6.842683282|-0.20813|4.727387819|2|1|0.651797437|1|0.384732322|0.32103267|78.59180109|0.4680850139999999|2626.927627|-13.79658605|1421.325667|1.0|1.0|2.71|5.0|-6.95|396.81|3.89|-1696.12008|7.9
5_a15|0|0|286.35|0|0.0199|0.0|-0.18553|0.0|2|0|0.7950674740000001|0|0.743577162|0.125945852|69.82487767|0.486150431|2940.77098|-15.09973885|2313.9572780000003|1.0|1.0|4.92|8.0|-5.55|443.49|4.36|-1470.816175|7.8861
5_a27|0|0|302.48|2|0.2448|6.823286122000001|-0.21506|4.727387819|2|1|0.614205449|1|0.333977277|0.146821224|38.43699603|0.439066197|2273.906133|-8.438466859|907.0095354|0.0|1.0|2.94|2.0|-6.49|331.37|4.9|-1083.143246|8.5229
8f_a12|0|1|297.01|0|0.2466|6.580639137|-0.2124|4.59511985|2|1|0.8409290840000001|1|0.285353468|0.130176823|48.82707007|0.460344828|2541.921472|-12.34367323|1140.340995|1.0|1.0|4.99|3.0|-5.47|369.44|4.19|-1481.146454|6.1898
9s_a24|1|0|403.51|0|0.0839|6.605297921|-0.14462|4.59511985|4|1|0.748077475|0|0.483170382|0.116650168|41.36694069|0.47085169|2747.809842|-7.505819207999999|1330.4932|0.0|1.0|3.15|4.0|-7.2|393.44|1.82|-1271.031372|7.4949
6e_a31|1|0|374.76|0|0.5103|7.773594467000001|-0.18844|5.733341277|0|2|0.795570315|0|0.177030306|0.376659006|94.88738762|0.4782688439999999|2776.836977|-17.30478148|1679.262243|1.0|1.0|5.19|4.0|-6.5|404.44|4.31|-1652.669408|6.4318
16e_a32|1|1|342.37|0|0.2858|7.765993078999999|-0.2005|5.733341277|0|3|0.7619492790000001|1|0.504569498|0.209694841|71.46633549|0.458956284|2710.157931|-15.45011555|1609.914378|1.0|1.0|6.03|8.0|-6.15|413.52|4.59|-1955.993572|8.1367
8a_a8|1|0|269.43|1|0.1729|7.535296702|-0.19937|5.4161004020000005|1|1|0.7318727540000001|0|0.22299265|0.449170525|99.52191337|0.481294455|2802.374154|-17.59585557|1768.444416|0.0|0.0|3.13|4.0|-7.04|400.39|6.1|-1367.776863|4.9454
1_a6 (SB-431542)|1|0|324.5|0|0.3346|7.423568444|-193.0|5.351858133|1|1|0.795744863|0|0.210050443|0.405958714|94.56841061|0.472445176|2678.823231|-16.29019397|1640.78056|1.0|1.0|4.04|4.0|-6.73|384.39|4.57|-1292.588032|5.8119
4_a47|0|0|214.85|0|0.2221|0.0|-0.21076|0.0|2|0|0.8124901999999999|1|0.444849947|0.1257991219999999|46.69151766|0.402148382|2306.463316|-10.43683449|998.8757964|1.0|1.0|4.83|3.0|-4.99|361.82|4.44|-1509.453558|7.5
12y_a30|0|0|238.56|0|0.1489|7.412764017000001|-0.19815|5.351858133|2|1|0.803183654|0|0.374181804|0.151081489|57.65603256|0.445723724|2847.362782|-15.70095045|1568.540572|1.0|0.0|4.87|5.0|-5.64|426.54|4.45|-1654.41361|7.6576
7l_a46|0|0|272.71|1|0.2024|7.727094485|-0.2231699999999999|5.533389489|2|1|0.6539666829999999|0|0.253138137|0.092851886|32.8948756|0.46327253|1920.310099|-5.1237682730000005|629.6635476|1.0|1.0|3.59|2.0|-6.22|290.36|2.42|-915.6081232|5.7122
10_a47|0|0|214.9|0|0.2175|0.0|-0.20309|0.0|2|0|0.6913602740000001|1|0.417511484|0.158929034|45.89037038|0.411647394|2355.515804|-10.11660331|1061.820157|1.0|1.0|5.12|3.0|-5.08|359.4|4.37|-1188.405988|7.9
12j_a36|1|0|238.1|0|98.0|7.412764017000001|-0.20593|5.351858133|2|1|0.855081905|0|0.362692602|0.147413708|58.20533756|0.457280037|2881.20453|-16.18812775|1706.0876829999995|1.0|1.0|3.33|6.0|-6.64|427.52|3.37|-1670.448063|8.0
8c_a31|1|0|322.11|0|0.2597|7.765993078999999|-0.19207|5.733341277|0|2|0.87237334|0|0.280934088|0.3739272389999999|80.93682766|0.47508938|2251.08563|-12.06117028|1270.056726|1.0|1.0|4.89|5.0|-6.7|342.42|1.83|-1426.166503|6.0915
3l_a32|1|1|351.04|0|0.2876|7.773594467000001|-0.19962|5.733341277|0|3|0.776480242|1|0.270668623|0.114441512|47.42414825|0.453630671|2453.759435|-9.750593329|978.4817724|1.0|1.0|7.34|3.0|-4.71|380.53|4.21|-1789.475625|7.9208
8_a4|0|0|231.56|1|0.0642|7.535296702|-0.22685|5.4161004020000005|2|1|0.576540652|1|0.546157592|0.074867554|33.26523662|0.428884426|2297.5526170000003|-6.572312789|700.3924376|1.0|1.0|4.63|2.0|-5.76|346.81|3.29|-1450.239105|7.2676
12_a15|0|0|276.63|0|0.0093|0.0|-0.19054|0.0|2|0|0.7933685340000001|0|0.738437971|0.10362709|48.59303169|0.476419838|2613.57759|-13.04483751|1450.496376|1.0|1.0|5.32|6.0|-4.97|397.47|5.16|-1281.087109|8.3979
4R4l_a46|0|0|266.65|1|0.0851|7.825245291|-0.19602|5.587248657999999|1|1|0.7936534740000001|0|0.208818132|0.103346328|52.96512128|0.4568839389999999|2165.83681|-8.805242402000001|942.0756413|1.0|1.0|4.64|3.0|-5.23|347.45|4.99|-1092.75416|6.8633
3d_a32|1|1|353.18|0|0.5031|7.765993078999999|-0.19671|5.733341277|0|3|0.77923808|1|0.2214902789999999|0.107154498|45.000975700000005|0.427813496|2213.978384|-8.405385739|840.275417|1.0|1.0|6.97|4.0|-5.18|340.47|3.42|-1672.758552|8.0915
7a_a8|1|0|270.66|1|0.1575|7.535296702|-0.20505|5.4161004020000005|1|1|0.681200974|0|0.238462711|0.281589625|80.80201312|0.477611327|2715.360649|-14.71059634|1467.585836|0.0|1.0|3.96|3.0|-6.33|382.37|5.2|-1291.313963|4.6068
12bd_a36|1|0|319.66|0|0.0058|7.412764017000001|-0.19826|5.351858133|2|1|0.857993338|0|0.279020022|0.167521907|58.63647911|0.475272043|2772.776922|-15.47699253|1678.127264|1.0|0.0|3.76|5.0|-6.38|409.49|3.79|-1311.591775|7.7696
14e_a23|0|1|334.8|2|0.3178|7.423568444|-0.2342199999999999|5.351858133|2|2|0.5415996160000001|1|0.267882223|0.074607942|63.61519626|0.49543439|3255.313968|-19.06744972|1719.6510460000002|0.0|1.0|4.42|6.0|-6.06|479.48|4.2|-1966.96594|8.5214
16_a4|0|0|274.85|1|0.1006|7.535296702|-0.2134|5.4161004020000005|1|1|0.482473457|0|0.292255386|0.210153891|42.88070889|0.455802506|2101.6948030000003|-8.095443438|710.807513|1.0|0.0|4.49|2.0|-5.64|309.31|4.05|-1057.494456|6.4647
13k_a6|1|0|242.53|0|0.0137|7.412764017000001|-0.1944|5.351858133|1|1|0.827754203|0|0.212093198|0.3589674579999999|103.4959988|0.426031882|2966.890288|-21.89246528|2215.299472|1.0|1.0|4.55|7.0|-6.59|441.48|5.41|-1465.862962|7.3372
11d_a31|1|0|326.2|0|0.2642|7.765993078999999|-0.19226|5.733341277|0|2|0.78396996|0|0.197166451|0.414787184|103.1255906|0.4816588089999999|2532.447962|-15.29068277|1685.188386|1.0|1.0|5.43|7.0|-6.4|385.44|4.87|-1598.7152199999998|7.5229
3c_a49|0|0|240.36|1|0.0729|7.535296702|-0.21913|5.4161004020000005|2|1|0.64702083|1|0.501887054|0.203663616|49.52988301|0.4791465279999999|2521.794855|-8.253567879|1064.517686|0.0|1.0|3.63|4.0|-6.93|369.42|3.99|-1198.668772|7.0605
11a_a31|1|0|325.92|0|0.2797|7.773594467000001|-0.20589|5.733341277|0|2|0.819138461|0|0.271818874|0.513245044|97.560141|0.451795285|2288.9694010000003|-14.47606937|1326.379096|0.0|1.0|3.93|3.0|-6.51|329.33|3.97|-1441.452616|6.7212
