molecula|NaaNH|n9FaHRing|Wavelength (max. Transition) (nm)|NaasN|Oscillator Force (HOMO-LUMO transition)|SRW09|Highest Occupied Molecular Orbital Energy|SRW07|n6HRing|n5aRing|GATS1pe|nFaHRing|PBF|RPSA|DPSA3|GeomPetitjeanIndex|GRAVp|WNSA4|DPSA2|CYP2C19 inhibitor|CYP3A4 inhibitor|Log Po/w Silicos-IT Log P|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|log P|Total Energy (water) (Hartree)|pIC50
12y_a36|1|0|319.6|0|0.4358|7.412764017000001|-0.20673|5.351858133|2|1|0.856135378|0|0.424572485|0.16295867|64.53055627|0.487285656|2793.629988|-16.49293906|1752.9983309999998|1.0|0.0|3.62|6.0|-6.34|407.47|3.83|-1310.350902|7.9208
6_a27|1|0|223.61|1|163.0|6.823286122000001|-218.0|4.727387819|2|1|0.650575651|1|0.344065059|0.214952384|49.10012093|0.47262982|2196.1151210000003|-8.486272674|862.8140479|0.0|0.0|3.48|2.0|-6.55|317.34|4.27|-1043.831559|9.0
17b_a25|0|0|228.6|1|0.1741|6.842683282|-0.21939|4.727387819|2|1|0.636746066|1|0.410780725|0.1178296009999999|63.75929319|0.476276266|3100.8813760000003|-16.81707305|1744.031591|1.0|1.0|4.88|7.0|-6.53|458.51|5.89|-1483.873254|6.9957
12an_a36|1|0|239.49|0|0.0644|7.412764017000001|-0.21035|5.351858133|2|1|0.855081905|0|0.270501913|0.163559846|61.37296195|0.44576647|2881.978785|-16.89009799|1722.817107|1.0|1.0|3.33|6.0|-6.64|427.52|3.37|-1670.452238|7.3979
12aa_a30|0|0|238.78|0|0.1506|7.412764017000001|-0.19687|5.351858133|2|1|0.794193541|0|0.418522684|0.1873486869999999|76.08850600000001|0.4659424379999999|3115.249471|-16.48066156|2132.499591|1.0|1.0|3.94|7.0|-6.39|458.54|3.34|-1804.818818|8.1135
12al_a36|1|0|319.71|0|0.0095|7.412764017000001|-0.1955599999999999|5.351858133|2|1|0.84179881|0|0.2689491989999999|0.198820783|68.94274882|0.456856406|2843.740855|-15.28752554|1869.412355|1.0|0.0|2.77|6.0|-6.93|411.46|2.92|-1347.479819|7.3188
22_a10|0|0|256.95|1|0.1922|7.535296702|-0.2180699999999999|5.4161004020000005|2|1|0.646474494|1|0.775071808|0.130170086|54.98945848|0.422182297|3241.833491|-13.57178303|1883.550109|1.0|1.0|4.64|6.0|-6.29|475.54|5.65|-1544.237634|5.9586
13p_a6|1|0|258.45|0|0.0029|6.842683282|-0.1971099999999999|4.727387819|2|1|0.8244206940000001|1|0.196002517|0.273479442|82.79893305|0.412828992|3016.078786|-18.9628865|2004.488446|1.0|1.0|4.58|7.0|-7.01|449.51|4.73|-1463.08132|7.0362
7b_a8|1|0|269.85|1|139.0|7.535296702|-0.20472|5.4161004020000005|1|1|0.677544268|0|0.282366236|0.277652387|80.62622045|0.4787988|2776.185773|-14.82895606|1510.516312|0.0|1.0|4.48|3.0|-6.15|396.4|5.51|-1330.622441|4.8687
16b_a32|1|1|342.39|0|0.2849|7.765993078999999|-0.2094099999999999|5.733341277|0|3|0.6762731040000001|1|0.559199331|0.253462496|66.97508778|0.414997448|3037.795494|-14.19159402|1392.342653|1.0|1.0|5.4|7.0|-6.72|433.57|6.37|-2315.990437|7.7696
13c_a6|1|0|206.92|0|0.28|7.412764017000001|-0.1999|5.351858133|1|1|0.7995080809999999|0|0.22875443|0.213190168|84.53371376|0.466844407|2880.850692|-18.47751526|1863.438327|1.0|1.0|5.38|6.0|-5.88|423.47|4.5|-1389.39897|7.1367
2_a4|0|0|210.28|0|0.0008|6.605297921|-0.16226|4.59511985|1|0|0.912872667|0|0.442778552|0.257481153|52.12536246|0.3961813179999999|1623.668791|-6.736463618999999|682.7518749|0.0|0.0|2.12|2.0|-6.69|253.3|2.46|-819.9326497000001|7.5086
9g_a40|0|0|402.84|1|0.3563|7.515889085|-0.19005|5.4161004020000005|0|2|0.665414608|1|0.002717414|0.09545843|44.73159432|0.476386801|2169.234651|-8.658932892000001|843.7257374|0.0|1.0|2.91|3.0|-7.17|302.33|3.83|-1332.487689|5.45
1e_a5|1|0|261.24|0|0.1355|6.605297921|-0.22291|4.59511985|2|1|0.6977404359999999|0|0.373935381|0.1194205|39.76196174|0.482579989|2107.092939|-7.526878708|775.4313476|1.0|1.0|4.99|3.0|-5.77|312.37|3.17|-990.6320386|6719.0
3a_a49|0|0|240.06|1|0.0793|7.535296702|-0.2171|5.4161004020000005|2|1|0.7476073409999999|1|0.526915193|0.27109473|64.79936082|0.474653816|2599.121578|-10.52968207|1277.19098|0.0|1.0|2.77|5.0|-7.67|384.43|3.16|-1254.012043|7.1938
41_a18|0|0|385.97|0|482.0|7.03438793|-0.1814599999999999|4.844187086|1|0|0.745631286|0|0.3888308139999999|0.2650611539999999|76.49358329|0.487248278|2899.29167|-17.56848637|1759.064589|1.0|1.0|3.26|6.0|-6.38|452.55|7.34|-1454.374793|6433.0
5d_a40|0|0|331.74|1|0.4493|8.149890544|-0.2164699999999999|6.167516491000001|0|2|0.483934049|1|0.049855551|0.245989948|49.66367051|0.479931934|1974.583878|-7.94180214|640.0261471|1.0|0.0|4.08|3.0|-5.94|287.31|4.61|-1276.833831|7.7212
12h_a30|0|0|246.54|0|155.0|7.412764017000001|-0.2023599999999999|5.351858133|2|1|0.64876559|0|0.353607682|0.236431596|63.95204629|0.468446216|2848.98238|-15.55093031|1500.88527|1.0|0.0|4.25|5.0|-6.02|416.47|4.07|-1675.011389|8065.0
9b_a36|1|0|321.74|0|0.5392|7.412764017000001|-0.20979|5.351858133|2|1|0.7961424690000001|0|0.2602997|0.154620539|57.26650122|0.453252346|2715.020034|-14.24129533|1420.196295|1.0|0.0|3.6|5.0|-6.46|398.48|3.82|-1575.7800140000002|7.6778
14k_a23|0|1|340.42|2|0.4694|7.423568444|-0.2271699999999999|5.351858133|2|2|0.659570836|1|0.226547411|0.077602272|49.96154892|0.486654314|2955.4566170000003|-15.05671972|1357.152837|0.0|1.0|4.0|5.0|-6.03|445.93|4.1|-2089.524497|8.4123
9o_a24|1|0|210.85|0|0.0288|6.605297921|-0.22353|4.59511985|3|1|0.7086274779999999|0|0.6253256110000001|0.229726192|61.99847688|0.4861134689999999|2892.333138|-11.03321234|1454.754155|1.0|1.0|3.75|6.0|-6.83|421.45|4.41|-1388.147972|6.3507
9c_a31|1|0|322.12|0|0.2554|7.765993078999999|-0.19224|5.733341277|0|2|0.770283733|0|0.287455956|0.325309894|85.15486955|0.4558841429999999|2592.448925|-14.56678943|1703.9715989999995|1.0|1.0|5.64|8.0|-6.53|398.48|4.94|-1618.157698|6.3768
1_a3|0|0|210.84|0|0.0096|6.823286122000001|-0.21886|4.727387819|2|0|0.943582278|1|0.521474118|0.2237487219999999|49.13501083|0.4490711529999999|2012.9704|-7.203984013|751.9821735|1.0|1.0|2.28|2.0|-6.87|306.38|2.08|-1273.316428|6.1403
13m_a6|1|0|316.88|0|0.1924|6.842683282|-0.20954|4.727387819|2|1|0.82642394|1|0.429009107|0.2843875389999999|81.92876874|0.48094941|2951.567781|-18.41524497|1936.888972|1.0|1.0|4.19|6.0|-7.23|435.48|4.27|-1423.762467|8.0
3d_a12|0|0|294.4|0|0.1583|0.0|-0.22229|0.0|3|0|0.8605417409999999|0|0.2443206489999999|0.145275317|40.06333231|0.472404561|2148.979792|-9.255608086|953.9302134|1.0|1.0|3.37|3.0|-6.22|313.36|3.1|-1006.727999|7.6021
19_a3|1|0|314.28|0|0.3006|6.605297921|-0.2206|4.59511985|3|1|0.687139108|1|0.225451546|0.146982098|36.92898885|0.476813896|2000.66399|-7.064025721|700.5653624|1.0|1.0|3.9|2.0|-6.5|287.32|2.43|-929.2818523|7.6383
4o_a46|0|0|286.64|1|0.1598|7.825245291|-0.22909|5.587248657999999|1|1|0.6418406720000001|0|0.372146122|0.049267382|40.87645867|0.460981009|2195.436986|-6.587059484|767.6690487000001|1.0|1.0|4.77|2.0|-5.51|342.44|3.76|-1070.456878|6.7905
14i_a23|0|1|335.72|2|0.3639|7.423568444|-0.23121|5.351858133|2|2|0.7333675390000001|1|0.266320368|0.222047267|75.47917433|0.478050606|3097.406945|-18.59026006|1782.001457|0.0|0.0|2.57|6.0|-7.33|454.51|4.64|-1798.64228|8.4622
16a_a23|0|1|763.49|2|0.2066|7.423568444|-0.12645|5.351858133|3|2|0.7199622309999999|1|0.181301571|0.0651629059999999|40.34319246|0.49525751|2924.629647|-10.72715788|1445.935835|1.0|0.0|2.03|5.0|-7.02|427.5|2.49|-1685.913359|7.4037
18a_a22|0|0|246.91|1|0.0354|6.842683282|-0.21148|4.727387819|2|1|0.722009212|1|0.573315195|0.073464296|45.98663929|0.487405342|2898.068989|-13.47750813|1453.872315|1.0|1.0|5.32|6.0|-6.28|436.53|3.69|-1691.3151059999998|7.8861
12a_a32|1|1|346.71|0|0.2908|7.765993078999999|-0.20049|5.733341277|0|3|0.7507116140000001|1|0.288267255|0.211297677|63.52154605|0.456641145|2572.916338|-11.99645651|1325.275819|1.0|1.0|6.49|7.0|-6.32|397.52|4.63|-1880.771042|7.6021
17e_a50|0|1|292.6|2|0.1785|7.934155233999999|-0.19805|5.82008293|2|2|0.736221185|1|0.4239465089999999|0.069891795|41.19554236|0.489797496|2883.936138|-12.90180444|1453.705234|0.0|1.0|4.23|6.0|-6.08|438.57|3.8|-1375.295877|6.8097
11c_a5|1|0|275.3|0|0.2186|6.605297921|-0.21448|4.59511985|2|1|0.658307423|0|0.389427402|0.19527649|58.854300300000006|0.448016491|2497.685314|-11.94164728|1277.330026|1.0|1.0|4.79|6.0|-6.59|370.4|4.53|-1218.492067|7.6021
5b_a40|0|0|311.84|1|0.3005|8.149890544|-0.23068|6.167516491000001|0|2|0.503365018|1|0.313503463|0.118735598|48.2348504|0.477304896|2126.9310920000003|-9.187872156|662.7555978999999|1.0|0.0|4.93|3.0|-5.42|338.21|5.62|-2096.782087|7.1938
