molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPCS|WNSA3|DPSA5|PNSA4|DPSA3|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
12f_a31|0.0|1|0|0|3.4780522210000004|0.0|0|7.765993078999999|1|0.6101347579999999|0.0|-0.011835152|0.043286807|-0.698273995|-0.00150321|-0.0944165219999999|10.31169747|2|2|0.000889251|0.068054139|-0.130400541|0.8167107029999999|-0.021938988|-0.029803241|0.8530975000000001|0.7730604259999999|-0.097676974|-0.118239376|0.027617942|-68.14417693|-82.48950216|159.84734269999998|569.7325277000001|-47.54067074|97.53070764|-23.56842919|87.41178754|1805.921786|0.313117045|9.859605078|19.05849748|0.932987917|5845.744358|-920.7786053|34.31214739|0.021559868|1921.480254|713.5657448|15.04120547|1.0|1.0|3.86|3.78|16.0|6.43|117.37|0.0|0.0|1.0|10.0|30.0|5.0|-6.19|0.0|1.0|2.37e-05|0.0101|3.82|0.0|-0.03317|3.8305|3.8305|755.33|1258.6|323.68|665.22|0.7006600000000001|0.7006600000000001|0.2664|-0.15894|1.8803|0.04363832|-1696.53373|3.3538|6.8861
27c_a34|0.0|0|0|0|0.0|0.0|1|7.412764017000001|1|1.4335249819999998|1.996958431|-0.014036512|-0.08157574|-0.80008116|-0.008017781|-0.028344637|10.95447877|1|1|-0.004694534|-0.132026575|-0.128393271|0.783333463|-0.0360159139999999|-0.0239323839999999|0.8353837409999999|0.804740647|-0.114233896|-0.12597014|0.0304948179999999|-76.84420762|-84.73908278|176.7076265|119.8660257|-51.69246989|100.1948155|-28.77931113|97.35782216|2477.818875|0.261802571|8.808655321|15.31184469|0.738272657|6308.331369|-1026.059181|38.98592708|0.022975949|2066.254135|673.8038326000001|15.45573273|1.0|1.0|3.55|3.11|23.0|3.11|104.29|0.0|0.0|1.0|6.0|32.0|5.0|-6.85|0.0|1.0|3.52e-05|0.0151|2.9|0.0|-0.03792|4277.0|3.9186|709.72|1203.69|316.4|558.04|0.68683|0.70336|0.0093|-0.1589|7.6204|0.03913684|-1426.31053|9.6148|6.0969
9a_a36|0.0|1|0|0|3.4090209280000003|0.0|0|7.412764017000001|2|1.297044807|0.0|-0.007853595|0.095192109|-0.41624054|0.0034852859999999|-0.078488872|10.96066876|1|1|0.00484375|0.160672128|-0.12019672|0.7885597609999999|-0.019008343|-0.1177413269999999|0.842671963|0.79302567|-0.073689118|-0.10869601|0.0236784079999999|-45.04449811|-66.44342306|49.52042402|0.0|-27.53468726|78.37175688|-24.40778806|59.5185754|2167.77208|0.236165413|7.546661564|13.79893984|0.828482664|5693.562367|-731.0766269999999|31.95428497|0.019513779|1565.759963|578.2841135|11.92833382|1.0|0.0|4.69|0.0|17.0|3.04|66.4|0.0|0.0|1.0|5.0|29.0|5.0|-6.74|0.0|0.0|0.000102|0.0391|2.66|0.0|-0.05044|3.8677|3.8677|648.41|1092.66|320.56|495.18|0.68682|0.68682|0.4811|-0.15925|5.7274|0.02701893|-1252.636005|7.4992|7.8861
11b_a5|0.0|1|0|0|2.943854668|0.0|0|6.605297921|0|1.277648917|0.0|-0.003900104|-0.067519041|-0.1833048739999999|0.006121601|-0.118167947|10.94877958|1|1|0.005685558|-0.108457009|-0.0109928619999999|0.805760343|-0.0497097529999999|-0.106187688|0.8645824520000001|0.682032125|-0.07633373|-0.080664777|0.016373566|-45.82509318|-48.42513182|55.25128526|1.880682804|-27.50997723|62.16286481|-17.60913884|55.65456427|913.0178976|0.33175528|8.936258446|16.43091298|0.83867925|5107.577902|-465.13355250000006|26.35133256|0.0228838029999999|1159.458633|504.9898148|13.73773299|1.0|1.0|2.99|2.55|23.0|5.38|63.69|1.0|0.0|1.0|6.0|27.0|4.0|-6.03|0.0|1.0|2.04e-05|0.00767|3.62|0.0|-0.0418399999999999|4.4995|4.1982|635.55|1063.35|295.32|511.28|0.61027|0.6284|0.2013|-0.17107|1.9569|0.03575776|-1564.621301|2.8531|7.7212
4b_a46|0.0|0|0|0|0.0|0.206072846|1|7.825245291|1|1.1346370890000002|2.189591837|-0.00113356|-0.082722572|-0.058945144|0.012332859|-0.135121207|10.96200942|1|1|0.011806162|-0.128843936|-0.079238184|0.7306307590000001|-0.263387881|-0.153841155|0.768651645|0.69830739|-0.0524080009999999|-0.070236212|0.007568202|-28.58477842|-38.30877966|7.986637869|56.7922535|-15.59093155|42.65239101|-12.50898928|32.7126858|1750.333702|0.189531974|5.76401157|10.09436488|0.751274223|4681.895329999999|-334.31474760000003|15.43427855|0.007963679|756.2796491|538.4165208|4.343611349|1.0|1.0|3.9|3.03|17.0|4.69|43.6|0.0|0.0|1.0|2.0|25.0|3.0|-5.67|0.0|1.0|2.35e-05|0.00782|3.74|0.0|-0.02729|4.5515|4.5515|588.79|1020.9|272.4|508.79|0.68682|0.68682|0.1784|-0.19082|3127.0|0.02176759|-1033.378455|3.7571|6.2612
15c_a22|0.0|0|0|0|0.0|0.0|1|6.842683282|0|1.42291727|1.596256692|-0.005236206|-0.026986769|-0.298463715|0.003784292|-0.023927419|10.9464374|1|1|0.004362505|-0.047249795|-0.0917078119999999|0.773044788|-0.096749121|0.010828071|0.8353837409999999|0.639264982|-0.067475429|-0.080088202|0.024561528|-48.58045253|-57.66130245|36.22825261|78.22334636|-34.97658951|75.52188549|-21.75898206|66.26407672|2092.620825|0.338224886|8.626398368|16.03890406|0.859281634|6882.442370999999|-830.2910335|32.87972244|0.0248073129999999|1742.625289|731.8178649|17.86058304|0.0|1.0|3.49|2.85|27.0|3.9|109.38|0.0|0.0|1.0|6.0|34.0|6.0|-6.96|0.0|0.0|2.4e-05|0.0107|2.9|0.0|-0.07399|5.7361|3674.0|715.42|1241.07|337.46|575.8|0.30831|0.69113|0.0694|-0.15408|7.382000000000001|0.03150096|-1460.387718|9.0393|6.1325
27b_a34|0.0|0|0|0|0.0|0.0|1|7.412764017000001|1|1.4335271040000002|2.013418486|-0.010183855|-0.106245942|-0.549928192|-0.001438963|-0.029622037|10.95430634|1|1|0.001228116|-0.175834895|-0.194619338|0.7722228729999999|0.00102838|-0.047542374|0.8299950709999999|0.770240631|-0.08757938|-0.109683855|0.031021066|-57.66200309|-72.21552354|150.83624440000003|540.9533124|-37.9644911|87.24055613|-24.553278|78.08618045|2431.595232|0.287687241|9.124440695|15.39406063|0.687123753|6032.666081|-808.2902556|34.46979951|0.022820627|1723.489976|627.4287311|15.02503259|1.0|1.0|3.54|3.66|23.0|3.94|84.99|0.0|0.0|1.0|5.0|31.0|5.0|-6.14|0.0|1.0|1.1e-05|0.00449|3.75|0.0|-0.04121|4.8168|4.0935|691.97|1174.68|302.88|577.39|0.47412|0.70001|0.0252|-0.1652799999999999|11.8546|0.03640275|-1349.873325|15.2147|6.1871
22_a20|0.0|0|0|0|0.0|0.0|1|6.842683282|0|1.4170330269999998|1.915285809|-0.00147607|0.09301076|-0.079707783|0.009265667|-0.066832578|10.93106272|1|1|0.008780074|0.155407313|-0.036258691|0.7478675859999999|-0.044184455|-0.067650395|0.809440795|0.607038752|-0.059893667|-0.067797027|0.0122876139999999|-39.00017609|-44.14650378|9.022387025|54.71081293|-25.39523478|52.90592556|-17.65860151|47.00134116|2396.806062|0.22936173|7.408914181|14.17638345|0.913422548|5924.626340999999|-574.9260339|22.91425458|0.01345209|1145.712729|664.4562602999999|8.759421782|1.0|1.0|3.36|3.41|27.0|5.33|67.39|0.0|0.0|1.0|4.0|31.0|4.0|-5.58|0.0|1.0|2.98e-06|0.0012|4.47|0.0|-0.0568|5.5591|3.9732|694.15|1181.95|312.05|563.43|0.38233|0.66063|0.0015|-0.16176|4.8308|0.03226475|-1275.657902|6141.0|6.6364
9_a15|0.0|0|0|0|0.0|0.0|0|0.0|0|1.419941378|0.0|-0.009923019|0.096418279|-0.506073953|1.7800000000000002e-05|0.05688176|10.95880687|0|0|0.003160815|0.140072812|-0.203104439|0.7059441040000001|0.088615068|0.010183805|0.742680335|0.8105478740000001|-0.073701648|-0.11668349|0.032464905|-41.10356167|-65.07462414|105.5304352|54.69975317|-22.92354152|85.14415759|-15.93664265|59.20930631|1689.926339|0.48742253|5.485176331|10.00547485|0.8240935659999999|5375.400861|-435.5070329|31.09118831|0.03598612|1523.4682269999998|532.0914339999999|20.06953345|1.0|1.0|3.16|3.37|18.0|3.9|61.84|0.0|0.0|1.0|7.0|27.0|5.0|-5.52|0.0|1.0|1.53e-05|0.00562|4.24|0.0|-0.0258899999999999|4.3447|3.7487|588.55|1042.17|330.74|507.33|0.6512399999999999|0.70552|0.0115|-0.1565099999999999|1.4625|0.01773342|-1223.522216|2188.0|6.9706
12k_a36|0.0|1|0|0|3.483171769|0.0|0|7.412764017000001|2|1.297043952|0.0|-0.0071232019999999|0.096315593|-0.413145744|0.002782748|0.003690005|10.94908765|1|1|0.003724542|0.163804836|-0.095253274|0.811903388|-0.09344781|-0.102077284|0.8647233590000001|0.856135378|-0.075717305|-0.101946803|0.018067063|-49.87227128|-67.14870046|46.79001927|0.0|-32.84907515|78.24529096|-24.86988906|61.7723974|2294.707886|0.219318299|7.241602627000001|13.89698356|0.919048073|6027.033337|-884.5687799000001|31.85663123|0.016847116|1720.258086|698.847203|11.0965905|1.0|0.0|4.89|0.0|17.0|3.62|69.2|0.0|0.0|1.0|6.0|31.0|4.0|-6.34|0.0|0.0|2.82e-05|0.0115|3.45|0.0|-0.0497|5053.0|3.6631|697.92|1186.08|338.46|530.51|0.5249199999999999|0.70031|0.0908|-0.15053|5.7818|0.03274587|-1310.134752|7.3988|7.8539
12r_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984545|0.0|-0.007553813|-0.093079817|-0.400352091|-0.002544958|-0.0682882559999999|10.31162892|1|1|-0.001131023|-0.247439715|-0.0546637159999999|0.83236194|-0.007140234|-0.105767484|0.889479916|0.591758164|-0.090229387|-0.109990462|0.019137908|-58.32042638|-71.0931422|90.4724548|0.0|-37.69583567|82.06195604|-26.11584816|70.6903535|2433.580273|0.209934663|7.467190577999999|13.94386247|0.867350555|6735.090739|-827.1283373|33.05530181|0.016970201|1619.709789|616.2856203|10.96881384|1.0|0.0|4.66|0.0|17.0|4.67|81.65|0.0|0.0|1.0|5.0|31.0|6.0|-6.06|0.0|0.0|6.71e-06|0.00291|4.07|0.0|-0.05244|5067.0|3.5111|679.64|1141.54|353.12|516.03|0.32409|0.68476|0.1522|-0.14894|5.2021|0.03388131|-1774.070699|6.5511|7.5317
9d_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|0|0.604992329|1.839557351|-0.003961493|0.153818743|-0.146575228|0.011823978|0.15723868|10.3119722|2|2|0.010101686|0.259969752|0.0116099239999999|0.7572844040000001|-0.3969541689999999|-0.223631751|0.8221990920000001|0.55759121|-0.060319196|-0.071656839|0.010749826|-31.08478865|-36.92750973|108.1468558|50.47044708|-16.01918037|41.42218692|-16.29154841|36.6245851|336.6614768|0.133579429|8.023385851|15.06105494|0.87714454|4401.742338|-285.4523697|18.80327978|0.0087217999999999|639.3115126|346.9019309|4.49467719|1.0|0.0|3.25|3.63|20.0|5.2|58.43|0.0|0.0|1.0|2.0|22.0|2.0|-4.62|0.0|1.0|2.23e-06|0.000727|5.16|0.0|-0.06906|4.6073|3.3464|542.19|892.69|370.51|446.84|0.4557199999999999|0.69986|0.4025|-0.13875|6.2032|0.01113991|-1677.48058|7.9502|6.9706
12at_a36|0.0|1|0|0|3.4361495580000003|0.0|0|7.412764017000001|2|1.297042863|0.0|-0.010886502|0.054794728|-0.653190113|-0.001148437|-0.076129505|10.95446888|1|1|0.000906224|0.091520225|-0.136151085|0.8384626709999999|-0.08859337|-0.063825255|0.890810337|0.7767870459999999|-0.084721769|-0.110637955|0.029516069|-58.66704838|-76.61315774|95.16663336|80.75773169|-40.6250081|95.60375457|-25.99374995|79.10595873|2388.600265|0.325557803|8.837213274|17.44496351|0.974034457|6537.399158|-1007.989912|38.54110857|0.027424543|2158.30208|735.3783268|18.99059683|1.0|0.0|4.9|0.0|17.0|2.7|95.5|0.0|0.0|1.0|7.0|33.0|6.0|-7.18|0.0|0.0|8.36e-05|0.0367|2.53|0.0|-0.05703|4.7133|3.8408|733.29|1238.61|322.81|589.75|0.42968|0.6802600000000001|0.2076|-0.15607|6.4676|0.03651452|-1460.61293|8.9532|7.1079
6_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0|0.605016564|0.0|-0.008934536|-0.025021661|-0.330577816|-0.007540435|0.05584062|10.3116226|1|1|-0.006696449|-0.0445675709999999|0.020589494|0.790667152|-0.155862559|0.055002252|0.8632654590000001|0.773152968|-0.1042506469999999|-0.098669224|0.010921391|-52.01903278|-49.23401228|236.2008316|77.06094911|-25.95647951|56.71997588|-18.8247694|57.46859326|1899.385061|0.19718501|5.498222293|8.982311462|0.633675574|4992.54948|-319.3685142|23.4484528|0.0150025189999999|797.2473951000001|353.7528308|7.485963593999999|1.0|1.0|3.05|2.65|21.0|4.96|92.93|0.0|0.0|1.0|2.0|23.0|3.0|-5.68|0.0|1.0|1.34e-05|0.00455|3.79|0.0|-0.06529|5.8279|3.3963|524.88|884.88|365.05|366.93|0.3369|0.69323|129.0|-0.1465|2.8131|0.03079258|-1731.6508010000002|3.7185|5.7501
14b_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0|0.605016869|0.0|-0.009130444|-0.1551678719999999|-0.356087317|-0.00603969|-0.008040839|10.31162234|1|1|-0.004161699|-0.288944272|-0.050943323|0.7809478329999999|-0.133815639|-0.170297225|0.848135222|0.8255789570000001|-0.090994113|-0.100993354|0.012828558|-44.49789848|-49.38772279|252.49572540000003|82.79166784|-21.76034149|57.87172082|-17.83445545|50.77131401|1289.104749|0.233084567|4.989782639|9.738358819|0.951659927|4803.535505|-313.9702941|23.25478753|0.017348996|837.1723509999999|358.3503513|8.483998032|0.0|1.0|3.18|2.5|21.0|4.28|105.82|0.0|0.0|1.0|2.0|23.0|4.0|-6.42|0.0|1.0|0.000103|0.0327|2.58|0.0|-0.06676|3.0724|3.0724|524.27|879.19|403.54|368.39|0.70123|0.70123|0.2276|-0.12942|2.8743|0.02844675|-1327.398177|3.8724|6.4202
12d_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984421|0.0|-0.006335328|-0.092984185|-0.354778373|0.005613018|0.036688757|10.31162861|1|1|0.005965451|-0.162129948|-0.053644471|0.8017873000000001|-0.0430927579999999|-0.130412856|0.8532172109999999|0.7991060659999999|-0.073829724|-0.094239701|0.015567102|-47.69710881|-60.88281322|85.1932288|0.0|-30.81433963|69.55534551|-23.41646662|57.75411196|2323.480646|0.185610786|7.557073995|13.92427286|0.84254817|6120.329513000001|-786.6571918999999|28.75340957|0.013424098|1495.177298|686.039456|8.672532296|1.0|0.0|4.75|0.0|17.0|4.35|81.65|0.0|0.0|1.0|5.0|30.0|4.0|-5.81|0.0|1.0|7.05e-06|0.00291|4.23|0.0|-0.05119|3.4821|3.4821|695.57|1176.22|356.06|545.94|0.68608|0.68608|149.0|-0.1479099999999999|4434.0|0.03187624|-1614.894406|4.8843|7.9508
6b_a40|0.0|0|0|0|0.0|0.0|1|8.421342866|1|0.604892326|1.710647518|-0.014861289|-0.137534783|-0.698480566|-0.003851208|0.0986825569999999|10.30179924|2|2|-0.004728928|-0.248560671|-0.018582337|0.842573207|0.003163118|-0.307881994|0.90571269|0.6462648870000001|-0.107699967|-0.118488624|0.014588568|-72.13527644|-79.36130196|176.8246355|34.43877986|-48.31476032|87.29061302|-33.22101012|81.90640622|4049.386572|0.1218592019999999|6.976123351|12.51342818|0.793750992|8482.600495|-956.7829293|37.83107469|0.011838681|1626.736212|618.8882797|7.929311055|1.0|1.0|4.02|3.36|14.0|5.67|173.43|2.0|1.0|2.0|5.0|31.0|5.0|-5.85|1.0|1.0|6.55e-07|0.000335|5.03|1.0|-0.09533|3.1026|3.1026|687.2|1183.07|399.62|552.01|0.69429|0.69429|0.4962|-0.1237099999999999|8193.0|0.03026498|-3290.648012|11.3203|7.5229
8b_a12|0.0|0|0|0|0.0|0.0|0|0.0|1|1.283836078|0.0|-0.012630509|0.028584223|-0.618894925|-0.010117477|-0.036536396|10.95438057|0|0|-0.007926474|0.047425677|0.003898807|0.7407532059999999|-0.010950243|-0.183648492|0.792160599|0.856390139|-0.1053827859999999|-0.116554734|0.011257065|-60.97837482|-67.44287685|319.0086845|76.80174559999999|-35.28434152|72.85978933|-26.39069094|67.49212879999999|1437.536303|0.111063646|6.373278096|12.27845608|0.926552694|5217.318476|-702.4489440000001|29.68794201|0.009361504|1365.645333|510.3677388|5.416912474|0.0|1.0|4.11|2.57|18.0|3.11|80.37|0.0|0.0|1.0|4.0|27.0|4.0|-6.51|0.0|0.0|9.74e-05|0.0346|2.76|0.0|-0.0589|4.2263|3.7446|611.93|1020.47|331.1|460.08|0.53425|0.57773|127.0|-0.15294|4.2554|0.03936706|-1159.2425119999998|6.1286|6.58
8_a47|0.0|0|0|0|0.0|0.0|0|7.252053952000001|0|1.24688044|0.0|-0.007835945|-0.087101663|-0.391797226|-0.008756|-0.153669322|10.93671024|0|0|-0.007648516|-0.177626636|-0.00158075|0.7847248109999999|-0.035681436|-0.223459904|0.842571655|0.659210804|-0.075955381|-0.091482011|0.008687692|-44.09728708|-53.11155658|90.32612351|0.0|-25.60148752|60.62152862|-20.78278301|49.14108595|2217.264922|0.180297967|6.492934319|11.08581716|0.707366287|6219.278078|-555.0279614|25.35407034|0.012935553|1166.287236|559.4973856|7.509972037000001|1.0|1.0|3.02|3.21|22.0|5.67|58.04|0.0|0.0|1.0|4.0|29.0|4.0|-4.79|1.0|1.0|6.490000000000001e-07|0.000263|5.61|0.0|-0.05495|3.6696|3.6696|621.06|1071.62|337.87|433.38|0.6877800000000001|0.6877800000000001|0.2249|-0.15357|3585.0|0.03283575|-1685.908004|4.6281|7.3
12n_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984682|0.0|-0.007311044|-0.1144447669999999|-0.387485343|0.001139238|-0.037209579|10.31162898|1|1|0.002064369|-0.254279374|-0.0541804029999999|0.815003426|-0.015189554|-0.149451598|0.870930234|0.64876559|-0.083120674|-0.10528124|0.017064818|-52.4873066|-66.48079820000001|85.87072848|0.0|-33.14358793|76.16725916|-24.42151771|63.2630417|2349.172094|0.200596792|7.385790169|13.93957316|0.887350282|6353.890039|-755.6383024|30.54968688|0.0153398069999999|1496.934657|618.6004214|9.686460958|1.0|0.0|4.66|0.0|17.0|4.25|81.65|0.0|0.0|1.0|5.0|30.0|5.0|-6.02|0.0|0.0|9.71e-06|0.00405|3.97|0.0|-0.05076|5.1999|3.4859|669.57|1131.65|355.67|506.94|0.27009|0.6854|0.1489|-148.0|5.3143|0.0334036|-1674.83759|6.32|7983.0
14b_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|2|1.267593742|4.240438135|-0.003935732|-0.068176984|-0.255822608|0.010215823|0.037777505|10.94501788|2|2|0.011249462|-0.106938404|-0.1786649189999999|0.7887047979999999|0.030057537|-0.076752616|0.831689551|0.71456262|-0.050362464|-0.076674952|0.022423099|-33.02344264|-50.27694576|25.31245624|192.8987555|-21.65397937|64.58491917|-16.75898192|47.72661339|2984.248708|0.362718946|6.3538844910000005|11.45638132|0.8030515570000001|6737.145102|-659.347336|26.29763086|0.021820402|1577.857852|825.4425942|14.30797341|1.0|1.0|4.64|3.64|20.0|3.72|66.99|0.0|0.0|1.0|7.0|33.0|5.0|-6.5|0.0|0.0|1.6800000000000002e-05|0.0074099999999999|3.51|0.0|-0.02486|5.2834|4.0775|718.64|1253.87|304.07|533.25|0.55594|0.64303|0.1373|-0.16874|5.3711|0.03081037|-1430.7933859999998|6.7927|5.1818
14g_a23|0.0|0|1|1|0.0|-4.794439428|2|7.423568444|0|1.197957711|3.0793867980000003|-0.014609495|0.058422864|-0.803522236|-0.002390707|-0.031968899|10.3132174|2|2|-0.0004039459999999|0.179219801|-0.0962526|0.796412133|0.010202051|-0.044895912|0.854683662|0.575188253|-0.072819606|-0.096288005|0.018341721|-51.82254036|-68.52397802|95.64648102|1.5679977319999998|-36.87984398|83.15907597|-29.55936307|64.87554405|2531.8503170000004|0.219684185|8.788027188|16.32997765|0.8582074559999999|8005.353973|-1072.841648|37.88128151|0.020564836|1931.945357|676.4530574|14.63509796|0.0|1.0|3.61|3.79|26.0|3.97|114.25|1.0|0.0|1.0|7.0|35.0|8.0|-5.94|1.0|0.0|1e-06|0.0004969999999999|4.76|0.0|-0.08011|3.7042|3.7042|730.13|1233.48|334.71|583.38|0.56658|0.56658|0.3478|-0.1519|7.2913|0.0221162|-2042.000034|10245.0|8.0
14a_a22|0.0|0|0|0|0.0|0.0|1|6.842683282|0|1.4229176680000002|1.646649187|-0.0050042229999999|0.021482585|-0.280236463|0.005288335|-0.057308195|10.9464374|1|1|0.005757758|0.036467904|-0.097476465|0.7392451729999999|-0.09744639|-0.027029438|0.794858486|0.655865336|-0.062215607|-0.081479363|0.021268761|-42.39063895|-55.51601021|93.21042936|60.38977977|-28.88288575|70.33046351|-21.35231162|56.88212098|2169.870866|0.299209593|8.052850876|14.55117701|0.8069597009999999|6348.976909|-756.5172972|30.46889826|0.021742777|1584.38271|684.5377542|14.81445329|1.0|1.0|3.42|2.86|27.0|3.87|85.59|0.0|0.0|1.0|6.0|32.0|5.0|-6.61|0.0|1.0|2.1e-05|0.00881|3.18|0.0|-0.06145|5.0653|3.5707|695.62|1191.81|347.23|534.87|0.45928|0.63156|0.0578|-0.15029|4.9775|0.03539365|-1368.13858|6603.0|7.4202
12z_a36|0.0|1|0|0|3.435113772|0.0|0|7.412764017000001|2|1.297044126|0.0|-0.007671785|0.037307819|-0.421948174|-0.000143196|-0.010881947|10.95429182|1|1|0.001194592|0.066366917|-0.098598933|0.826316772|0.103551178|-0.0533649729999999|0.886776351|0.8212311840000001|-0.081592361|-0.102674964|0.023371488|-54.11489962|-68.09761735|114.3931487|15.59091678|-35.89088901|83.07227002|-24.03445318|69.61568586|2451.657399|0.287317638|8.016303367999999|14.78435842|0.844286292|6146.834385|-812.9648725|33.72393432|0.0225782039999999|1719.920651|642.3830552000001|14.97465267|1.0|0.0|4.76|0.0|17.0|2.75|92.99|0.0|0.0|1.0|5.0|31.0|5.0|-7.08|0.0|0.0|0.000113|0.0458|2.4|0.0|-0.05642|3.8969|3.8969|686.33|1153.7|318.16|539.36|0.69397|0.69397|0.4423|-0.1575|4814.0|0.03845474|-1325.010808|6.5892|8301.0
12f_a30|0.0|0|0|0|0.0|-4.734662095|0|7.412764017000001|2|0.60498366|0.0|-0.015345198|0.1468972409999999|-0.874676289|-0.00695299|-0.008663584|10.31162828|1|1|-0.004395528|0.4304505939999999|-0.077457998|0.8246767140000001|-0.043091382|-0.071123509|0.876441789|0.593245722|-0.090450992|-0.108935062|0.01570263|-63.81176255|-76.85198573|101.2862703|1.45550709|-45.01820228|89.21786458|-31.90082427|74.88972286|2712.844784|0.184824668|8.366190175|15.86072943|0.8958126809999999|7634.176316|-1192.793275|39.1336968|0.01752821|2074.08593|696.6414817000001|12.36587885|1.0|0.0|4.73|0.0|17.0|4.43|90.88|0.0|0.0|1.0|7.0|34.0|8.0|-5.66|0.0|0.0|1.2e-06|0.000579|5.05|0.0|-0.05464|5.0587|3.5298|729.87|1225.63|351.25|574.31|0.32483|0.68471|0.1596|-0.14958|3.6633|0.03400408|-1987.848015|4.6865|7.7144
8e_a46|0.0|0|0|0|0.0|0.252655541|1|7.727094485|1|1.160371308|2.161814059|-0.001015139|-0.126773923|-0.046696417|0.012911107|-0.184317354|10.96411233|1|1|0.0123581919999999|-0.203086023|-0.08488645|0.789844634|-0.241393458|-0.024620704|0.837678812|0.668786636|-0.053352779|-0.065982313|0.009576086|-27.16690715|-33.59778824|7.389496216|53.05984592|-13.83322216|39.62167507|-11.72015869|32.04299109|1415.320228|0.2507580889999999|5.504080656|9.911785304|0.8008066970000001|4239.252176|-256.61680930000006|15.64268965|0.011830243|672.6356549999999|426.71841|6.023886838999999|0.0|1.0|3.21|2.93|17.0|4.09|43.6|0.0|0.0|1.0|2.0|23.0|3.0|-6.02|0.0|1.0|9.15e-05|0.0279|3.01|0.0|-0.03175|4.5092|4.5092|552.99|933.3|274.96|457.96|0.6967|0.6967|0.2162|-0.18835|3.2194|0.024010215|-954.793305|3.7755|6.3915
12h_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|0|0.60499064|1.760542171|-0.008044548|0.208938531|-0.289603712|-0.000134504|0.189869851|10.31197256|2|2|-0.002126898|0.367928263|0.127299624|0.7769829840000001|0.116873629|-0.335801908|0.845904643|0.6948809659999999|-0.0954337969999999|-0.091448888|0.0117142839999999|-50.45378559|-48.34705035|208.6717565|59.68939644|-26.67382585|54.9311782|-20.51086984|56.64687411|603.6697997|0.155991416|7.989299324|15.84593062|0.983394285|5087.343024|-357.8405665|24.30173133|0.012453938|801.957134|350.9435025|6.584127851|1.0|1.0|3.19|3.0|20.0|4.59|84.45|1.0|0.0|1.0|2.0|23.0|2.0|-5.13|0.0|1.0|2.61e-06|0.000942|4.75|0.0|-0.07512|4.1508|2.6436|548.82|910.77|469.0|435.95|0.6503899999999999|0.7041|0.3693|-0.1092|2.5573|0.02044063|-2153.123274|3.5425|6.0846
16c_a32|0.0|1|1|1|3.329674745|0.0|0|7.765993078999999|0|0.6094207629999999|0.0|-0.01639019|-0.03152033|-0.770338913|-0.0064007569999999|-0.031087095|10.31100271|3|3|-0.00369116|-0.057356214|-0.1260956869999999|0.8607827790000001|0.0482801729999999|-0.061904762|0.915639476|0.764217655|-0.088841599|-0.119988297|0.025791147|-53.00702241|-71.59058881|102.2022233|37.0285246|-31.62645048|86.97970500000001|-22.77882371|68.39521789|3143.196853|0.3153632939999999|6.313526111|11.77670717|0.8653137670000001|5979.891916|-597.9997655000001|33.27140293|0.02579269|1463.941729|513.9156315|15.38911619|1.0|1.0|3.5|3.08|19.0|5.64|149.27|0.0|1.0|1.0|7.0|27.0|5.0|-6.44|1.0|1.0|3.89e-05|0.0155|3.23|0.0|-0.0505|3.6264|3.6264|639.66|1069.28|341.89|508.43|0.70198|0.70198|0.2955|-0.14997|4.0551|0.02806787|-1916.536967|5.3459|8.3468
