molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|RPCS|WNSA3|DPSA5|PNSA4|DPSA3|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
12k_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984231|0.0|-0.007818038|-0.13882907|-0.44562817|0.0043261129999999|0.067265077|10.31162844|1|1|0.0053380919999999|-0.240110949|-0.089279071|0.830875659|0.001281277|-0.067714819|0.883029843|0.7933543279999999|-0.079026221|-0.098188266|0.024177669|-52.35426525|-65.04897323|106.8195439|0.0|-34.68429919|80.03127603|-23.31944323|68.37178540000001|2277.687222|0.291863802|8.416930701|15.93977881|0.893775698|6393.133321|-818.7944715|32.93073182|0.0226150579999999|1745.328787|704.0353382000001|14.9823028|1.0|1.0|4.72|0.0|17.0|3.89|90.88|0.0|0.0|1.0|6.0|31.0|5.0|-6.19|0.0|0.0|1.19e-05|0.0050799999999999|3.84|0.0|-0.05055|5.1958|3.4715|710.82|1200.31|357.15|564.62|0.39318|0.6864899999999999|0.1512|-0.14743|4.9516|0.03357755|-1690.094082|5.0736|7.6144
11c_a5|0.0|1|0|0|2.930680267|0.0|0|6.605297921|0|1.427567332|0.0|-0.004590583|-0.0859098|-0.224938556|0.005090155|-0.059682527|10.94877953|1|1|0.005383056|-0.138950411|-0.011677718|0.8020105409999999|0.030085871|-0.044126759|0.86113162|0.658307423|-0.078909483|-0.0873419269999999|0.01785211|-47.99592739|-53.12487972|31.61751609|4.089828494|-29.19305715|66.02857181|-19.63310772|58.854300300000006|926.234805|0.292960365|8.88462927|16.09582374|0.811648325|5202.741647999999|-549.3157749|27.76804404|0.021214793|1277.330026|523.8031619|12.90369209|1.0|1.0|2.96|2.14|23.0|4.79|80.76|0.0|0.0|1.0|6.0|28.0|5.0|-6.59|0.0|1.0|7.950000000000001e-05|0.0294|2.78|0.0|-0.04315|4.5035|4.2087|636.14|1071.71|294.59|512.32|0.60118|0.6267699999999999|0.2186|-0.1713299999999999|2.5278|0.03798847|-1218.336116|3.3827|7.6021
19f_a38|0.0|1|0|0|3.3320764830000003|0.0|0|7.412764017000001|2|1.297044434|0.0|-0.007831113|-0.008118156|-0.4228801179999999|-0.002526241|0.035480177|10.96083376|1|1|-0.000673716|-0.017421394|-0.101303149|0.819222745|-0.075025988|-0.094149094|0.8741648479999999|0.698414933|-0.085318318|-0.111307609|0.02107583|-54.50401599|-71.10679028|125.7493111|12.14075726|-34.81887413|84.35196967|-24.1763087|67.96791709|2846.860803|0.265562447|6.164440995|11.28936331|0.8313685409999999|6115.273372|-772.2291966|32.91812709|0.020733452|1645.906354|595.8790650000001|13.24517938|1.0|1.0|4.82|2.48|17.0|3.13|81.23|0.0|0.0|1.0|5.0|30.0|4.0|-6.77|0.0|1.0|6.77e-05|0.0272|2.78|0.0|-0.05735|5.3197|3.4422|653.22|1105.62|360.19|495.68|0.38086|0.7056100000000001|0.0019|-0.14369|5.3152|0.02936908|-1332.004601|7.1655|7.1397
12f_a36|0.0|1|0|0|3.50900085|0.0|0|7.412764017000001|2|1.297042537|0.0|-0.006773586|0.10938259|-0.40641518|0.003676818|0.012286423|10.95389399|1|1|0.0045625|0.182557897|-0.101854847|0.821599443|-0.109793154|-0.1188384119999999|0.8700396090000001|0.857993338|-0.071035495|-0.100276611|0.01784834|-46.86832019|-66.16123807|43.53853176|0.835268043|-30.92312428|76.51015325|-23.629013600000004|58.64442871|2380.393255|0.219698129|7.416874811|13.84366076|0.8665086190000001|6000.985822|-873.0469447999999|30.28188764|0.015685228|1695.785708|729.1873176|10.34891518|1.0|0.0|4.94|0.0|17.0|3.62|69.2|0.0|0.0|1.0|6.0|31.0|4.0|-6.33|0.0|0.0|2.6600000000000003e-05|0.0109|3.47|0.0|-0.05035|5.2106|3.6545|699.88|1195.77|339.27|545.55|0.37095|0.70126|0.0231|-0.15011|5.9228|0.02879265|-1311.345557|7.8454|7.9586
12c_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984133|0.0|-0.006900253|-0.0983590219999999|-0.3657134279999999|0.00372838|0.019094532|10.31162888|1|1|0.003603419|-0.172653074|-0.051371057|0.824373792|-0.031986012|-0.1240820219999999|0.880943609|0.7463962120000001|-0.076777688|-0.096482247|0.01588025|-50.12643041|-62.99109515|82.07537640000001|0.0|-32.72642202|72.5855533|-24.42511853|60.4942895|2456.062146|0.193871231|7.652098812999999|13.9883503|0.828040991|6403.739746|-781.3839879|30.29927658|0.014695647|1484.664552|652.8825454|9.594458155|1.0|0.0|4.62|0.0|17.0|4.47|81.65|0.0|0.0|1.0|5.0|30.0|4.0|-5.75|0.0|1.0|3.61e-06|0.00156|4.49|0.0|-0.0542299999999999|5.0582|3.5286|695.96|1168.62|351.37|541.39|0.32037|0.68457|0.1568|-0.1496299999999999|3.7377|0.03433522|-2035.202565|4.7893|7.9914
7g_a8|0.0|1|0|0|3.095238804|0.0|1|7.535296702|1|1.39137419|1.336155045|-0.01002363|-0.030968098|-0.481134236|-0.00087806|-0.027838247|10.9431888|1|1|0.0002620309999999|-0.065174707|0.021974492|0.7363841520000001|0.098510683|-0.044866536|0.79995525|0.606087461|-0.107714754|-0.1122315669999999|0.031841955|-64.55562181|-67.26263865|144.290464|56.75323443|-38.68948451|78.41805331|-27.51653399|83.63914665|2079.55195|0.193261535|7.588498875|14.3346384|0.8889952590000001|6293.364606|-725.6133762000001|34.10836993|0.018613449|1500.768277|509.2753308|11.15541466|1.0|0.0|3.29|3.32|23.0|4.94|80.04|0.0|0.0|1.0|3.0|30.0|5.0|-5.63|0.0|1.0|3.59e-06|0.00143|4.38|0.0|-0.06621|3.7874|3.7874|620.67|1053.9|327.36|507.78|0.62073|0.62073|0.5165|-0.15508|10.1546|0.03974865|-1374.3479960000002|12.9547|4.6772
11a_a50|0.0|0|1|1|0.0|0.0|2|7.927685046000001|1|1.397733996|4.088412042|-0.002914262|-0.04339705|-0.134056065|0.011959339|-0.108592708|10.94500606|2|2|0.012037198|-0.0739260509999999|-0.162848233|0.792574879|-0.158172459|-0.200986578|0.8535780190000001|0.667956827|-0.048213112|-0.071180382|0.01848869|-25.48858279|-37.63057389|7.53108119|67.28055926|-13.47492066|48.67321197|-13.43949068|35.26290548|1550.320581|0.345638567|5.965221997|11.123941699999998|0.864799282|4858.670497|-298.409489|20.53832944|0.020887781|862.6098364|439.9973344|11.04263807|0.0|1.0|3.44|2.8|20.0|3.09|48.53|0.0|0.0|2.0|2.0|25.0|3.0|-6.24|0.0|1.0|6.97e-05|0.0228|2.9|0.0|-0.03284|4.0636|4.0636|574.01|963.2|305.11|437.9|0.65485|0.65485|0.1761|-0.16769|5.4342|0.02431947|-1045.84627|7.5619|7.2291
16h_a32|0.0|1|1|1|3.340888605|0.0|0|7.765993078999999|0|0.609420754|0.0|-0.015656019|-0.069213021|-0.7828009570000001|-0.0048042729999999|0.061727488|10.31100268|3|3|-0.002310082|-0.1234671109999999|-0.123297852|0.832040698|-0.003188883|-0.03617945|0.881181048|0.7619492790000001|-0.081151869|-0.121464999|0.02096013|-51.56009529|-77.17316899|70.02855767|35.90298920000001|-32.75886858|90.15529448|-24.62973479|64.87717961|3282.554439|0.2640948939999999|6.710057805|12.42028916|0.850995852|6151.056721|-735.4832318|33.46862873|0.020432929|1573.02555|573.3529948|12.98212548|1.0|1.0|3.61|3.45|19.0|5.86|149.27|0.0|1.0|1.0|7.0|28.0|5.0|-6.22|1.0|1.0|1.7800000000000002e-05|0.0073599999999999|3.66|0.0|-0.05028|3.6182|3.6182|679.82|1130.4|342.67|556.05|0.70219|0.70219|0.2914|-0.14972|3516.0|0.02818755|-1955.832545|4.2275|8.0655
11_a1|0.0|1|0|0|3.3361517380000003|0.0|0|7.423568444|1|1.430935838|0.0|-0.018080197|0.08043435|-0.867849442|-0.0127744789999999|-0.05257082|10.94957487|1|1|-0.009578125|0.126722854|-0.07452948|0.747358374|-0.069193862|-0.075188762|0.8086124090000001|0.7846345840000001|-0.131972845|-0.126108875|0.034974992|-77.81495049|-74.35738693|274.39137789999995|84.40380304|-45.88191258|89.80732824|-28.7289904|98.43720241|1885.148133|0.248121855|7.43666407|14.2257294|0.912918113|5798.645137|-745.3349875|38.20963621|0.02620284|1681.223993|495.0560271000001|15.44994131|1.0|1.0|3.25|2.31|23.0|4.28|97.33|0.0|0.0|1.0|4.0|29.0|6.0|-6.27|0.0|1.0|2.17e-05|0.00838|3.35|0.0|-0.06546|3.7383|3.1924|614.86|1036.18|388.38|471.76|0.68162|0.69914|0.3201|-0.12916|5.0526|0.03413353|-1312.2963630000002|7.1743|6.7696
9n_a24|0.0|1|0|0|2.961528903|0.0|0|6.605297921|0|1.388847168|0.0|-0.003323852|-0.141205159|-0.182811885|0.008307337|-0.036651001|10.94875265|1|1|0.008809179|-0.22754075|-0.12451554|0.7584388259999999|0.048359202|-0.058520736|0.804201677|0.755793189|-0.052106597|-0.0777274979999999|0.017608478|-35.21502941|-52.53031811|48.691073|24.72120326|-23.79925701|67.36550766|-18.18357165|47.11530904|1361.307012|0.347873491|8.232847909|14.52410167|0.764164944|5356.5828|-639.0250449|27.88350328|0.021951174|1449.942171|631.9206508|14.83518955|1.0|1.0|3.17|2.6|23.0|4.41|66.93|0.0|0.0|1.0|7.0|29.0|5.0|-6.47|0.0|0.0|5.14e-05|0.0198|3.07|0.0|-0.03818|4.9139|4.1028|686.19|1155.03|302.2|587.05|0.44042|0.63085|0.0334|-0.1658099999999999|2.8552|0.03188309|-1238.917278|4.8123|7.7212
4i_a46|0.0|0|0|0|0.0|0.19654443|1|7.825245291|1|1.1346370959999998|2.184105962|-0.002360192|-0.088884176|-0.127450387|0.012211602|-0.160741899|10.94638684|1|1|0.011931187|-0.133434195|-0.060809732|0.749522825|-0.0656636|-0.17856753|0.786754478|0.7172344890000001|-0.058565229|-0.075208437|0.015663081|-33.08099617|-42.48203383|67.51603424|70.55661087|-18.68604171|49.04951810000001|-14.16067794|41.92840157|2253.484644|0.2361682219999999|6.218233741000001|10.47951666|0.685288314|4893.587424|-407.9368676|18.53900079|0.011626803|945.4890404|579.2365607|6.567484272000001|1.0|1.0|3.88|3.5|17.0|4.79|39.94|0.0|0.0|1.0|3.0|26.0|3.0|-5.31|0.0|1.0|9.13e-06|0.00317|4.38|0.0|-0.01646|5.3987|4.4232|611.74|1058.5|280.31|546.24|0.41877|0.69035|0.1421|-0.18438|2.8538|0.02614355|-1092.528145|3.8696|6.2132
20b_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.343837209|2.103422978|-0.007463406|-0.030238422|-0.447804373|0.001965496|-0.042013549|10.92966143|1|1|0.002637529|-0.049452599|0.019531637|0.761071345|0.052265135|-0.022843761|0.817426568|0.6980623109999999|-0.094975935|-0.088479815|0.013038163|-60.68950774|-56.53849503|81.39248686|91.02309592|-38.78052212|67.46831286|-21.58742537|69.02087825|2257.777328|0.238378673|7.554743755|13.838742600000002|0.8317951020000001|7173.225184999999|-758.6886304|28.34404003|0.0171045989999999|1558.922202|769.1246171|10.92981783|1.0|1.0|3.54|3.15|27.0|4.23|95.92|0.0|0.0|1.0|5.0|34.0|5.0|-6.53|0.0|1.0|8.13e-06|0.00364|3.52|0.0|-0.0578399999999999|5.9354|3.9013|687.84|1218.74|317.8|482.93|0.3246|669.0|0.1382|-0.16388|5725.0|0.03930765|-1465.395231|7.7954|5.9586
27a_a34|-3.727789|0|0|0|0.0|0.0|1|7.412764017000001|1|0.300206665|1.963136117|-0.012620846|-0.082271189|-0.7320090459999999|-0.012495918|-0.026428049|10.319282|1|1|-0.005234221|-0.13716603|-0.158932197|0.779284547|-0.07177581|-0.012251785|0.832753533|0.749941528|-0.106669294|-0.123191967|0.026573385|-74.78290605|-86.36649751|176.4623026|22.69787432|-52.42823715|100.7752505|-30.38821209|93.41277507|2252.433058|0.235078289|8.960143164|15.91204178|0.7758691440000001|7104.26596|-1150.434312|39.72721867|0.020552444|2145.269808|718.5861133999999|14.40875302|1.0|1.0|3.66|2.58|23.0|2.01|129.74|0.0|0.0|1.0|6.0|33.0|7.0|-7.29|0.0|0.0|3.43e-05|0.0159|2.59|0.0|-0.03924|5.0012|4.1228|737.7|1247.85|300.73|598.18|0.40378|0.69818|0.0203|-0.16691|10.8591|0.04629882|-1861.534743|13.9023|6.6198
18_a15|0.0|0|0|0|0.0|0.0|0|0.0|0|1.435689019|0.0|-0.006149666|-0.094812415|-0.319782642|-0.001044324|-0.066226471|10.95986315|0|0|0.000539978|-0.190640601|-0.072506962|0.7162974740000001|-0.0374132629999999|0.004699248|0.765450925|0.645117465|-0.067562078|-0.090730185|0.007146033|-41.31992544|-55.48918283|40.37881101|1.833724661|-25.27062952|60.86009645|-21.51621375|45.69032922|2510.854462|0.132569119|5.990767063|10.2545953|0.711733271|5705.360332|-644.79025|24.80452821|0.008781964|1215.421882|590.2470602999999|5.370913621000001|1.0|1.0|3.37|3.75|24.0|5.68|47.04|0.0|0.0|1.0|5.0|29.0|4.0|-4.8|1.0|1.0|1.18e-06|0.0004559999999999|5.42|0.0|-0.03581|4543.0|3.8232|650.53|1110.18|324.29|535.02|0.6074|0.70427|0.0066|-0.1579|4.2476|0.03989594|-1265.614679|6.5864|6.8894
3_a47|0.0|0|0|0|0.0|0.0|0|0.0|0|1.304465159|0.0|-0.008740449|-0.013350303|-0.367098851|-0.008828261|0.103847816|10.93671092|0|0|-0.007967014|-0.021029826|-0.015388793|0.720319618|0.104873188|0.022804181|0.780628097|0.815682427|-0.083129079|-0.0948001|0.008609292|-43.59237092|-49.71258151|98.29790989|1.139378223|-22.85956767|58.22383723|-19.12022366|48.10703|1280.146703|0.2150305089999999|6.46319354|10.84023999|0.67722658|5022.029588|-391.0345195|24.35791949|0.016230658|949.95886|418.022895|8.511255722000001|1.0|1.0|2.59|2.89|22.0|4.32|58.04|0.0|0.0|1.0|3.0|25.0|3.0|-5.16|0.0|1.0|4.49e-06|0.00156|4.6|0.0|-0.05717|5.6998|3.7284|556.65|941.44|332.54|402.58|0.52977|0.69138|0.2182|-0.15473|4.0226|0.03619487|-1470.0192869999998|5.3274|6.5
14a_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|2|1.3438495730000002|2.156210368|-0.002047597|0.027446544|-0.147427016|0.011509975|-0.045759336|10.92970798|1|1|0.012272222|0.042968756|-0.220250238|0.7348225290000001|-0.011977878|-0.007680215|0.770129205|0.740051323|-0.044416218|-0.070610745|0.0135610389999999|-32.23041637|-51.23835032|67.52851799|134.15514270000003|-23.38784787|67.14248252|-13.76552695|42.07091945|1774.8853399999998|0.457984122|10.0292632|18.88856367|0.8833450959999999|6754.660977|-669.2555601|25.39690722|0.0219172279999999|1701.592784|1003.968547|15.9041322|0.0|1.0|3.98|4.4|21.0|4.16|59.31|0.0|0.0|1.0|7.0|35.0|6.0|-6.82|0.0|0.0|1.58e-05|0.00743|3.29|0.0|-46.0|5.5808|3802.0|800.01|1380.89|326.1|645.26|0.34245|0.7047100000000001|0.0005|0.2422099999999999|3.1205|-0.14757681|-1489.487381|4.8004|7.1308
14i_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|1.197963212|3.2692375460000003|-0.010148243|0.040408197|-0.558153376|0.002243702|-0.018541856|10.31321758|2|2|0.002496501|0.075401108|-0.017918675|0.8025091329999999|0.158023239|-0.04255066|0.864206467|0.7333675390000001|-0.0889593869999999|-0.096562208|0.0214262489999999|-60.8283953|-66.02703063|324.811841|93.48624142|-41.59306642|79.20815775|-27.18760085|75.47917433|2447.1741030000003|0.221904316|8.107659819|15.53342127|0.915894552|7030.347905|-948.103263|34.94120504|0.019276934|1782.001457|693.3423458|13.18112713|0.0|0.0|3.56|2.64|26.0|2.57|148.11|1.0|1.0|1.0|6.0|33.0|5.0|-7.33|1.0|0.0|4.03e-05|0.0183|2.46|0.0|-0.08025|3.6931|3.6931|715.68|1224.02|335.72|580.74|0.55606|0.55606|0.3639|-0.1509599999999999|5.9563|0.03394466|-1798.434186|8.3755|8.4622
16_a20|0.0|1|0|0|3.485659565|0.0|0|6.842683282|0|1.401259527|0.0|-0.004705049|0.126359252|-0.254072625|8.23e-05|-0.061975089|10.93301779|1|1|0.001157852|0.211127741|-0.070208458|0.7478675859999999|-0.085041518|-0.10978034|0.809440795|0.724665638|-0.066137353|-0.077793092|0.011604018|-43.51359744|-51.18223058|69.28224942|3.46788153|-28.6288015|60.02453683|-19.44924762|51.14820251|2161.751186|0.219891897|8.166385503999999|15.24926152|0.8673208|5896.394536|-639.8099471|24.9314775|0.013439632|1246.573875|664.4562602999999|8.84230625|0.0|1.0|3.5|3.13|27.0|6.38|78.25|0.0|0.0|0.0|4.0|31.0|4.0|-5.42|0.0|1.0|2.17e-06|0.0008699999999999|4.69|0.0|-0.05909|5.9837|3.5704|686.59|1174.61|347.26|554.41|0.32553|0.69524|0.1958|-0.1481299999999999|4.7315|0.03385502|-1275.6960869999998|6.5609|7585.0
16g_a32|0.0|1|1|1|3.363965155|0.0|0|7.765993078999999|0|0.609420729|0.0|-0.013775701|-0.049658216|-0.771439265|-0.002456725|-0.029193403|10.31100263|3|3|-0.00030659|-0.085591073|-0.117577419|0.83902731|-0.026098259|0.008494733|0.8821580379999999|0.762429418|-0.078387439|-0.105500574|0.023959586|-57.77542509|-77.75914881|90.88837862|43.37912747|-42.58335004|94.54074206|-24.94161377|75.43482709|3497.469035|0.313667656|9.3963701|15.58880229|0.65902387|6372.261243999999|-974.3098525|36.34043182|0.02276861|1926.042887|701.9321161|16.78159325|1.0|1.0|3.87|3.42|19.0|6.81|149.27|0.0|1.0|1.0|10.0|30.0|5.0|-5.69|1.0|1.0|4.83e-06|0.00213|4.65|0.0|-0.05|3.6161|3.6161|752.29|1245.25|342.86|639.49|0.70222|0.70222|0.2879|-0.14968|3.7346|0.02895494|-2034.408165|4.3204|7.9586
13g_a6|0.0|1|0|0|3.457632039|0.0|0|6.842683282|0|1.424099171|0.0|-0.006574579|0.03536788|-0.381325604|-0.002407131|0.073394284|10.95053423|1|1|-0.000644109|0.061423911|-0.12414699|0.774238891|0.095969451|-0.144664763|0.832753533|0.789769968|-0.074216821|-0.091949419|0.017637229|-51.67543048|-64.02222283|68.57626488|0.0|-35.98038956|76.50577593|-22.52633766|63.95581946|3916.754765|0.264266646|7.968172425|14.34268783|0.7999971709999999|6332.20768|-846.9662551000001|30.61752948|0.017929016|1653.346592|744.1359788|12.48355309|1.0|1.0|3.61|2.34|27.0|5.41|103.17|0.0|0.0|0.0|6.0|33.0|5.0|-6.31|0.0|1.0|8.8e-06|0.0038|3.7|0.0|-0.07536|5.9869|3.2472|739.55|1253.71|381.82|592.49|0.38325|0.7034100000000001|0.0105|-0.1327|10.1708|0.03802398|-1386.364067|13.3225|6.9245
47d_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|1.251175994|0.0|-0.006087337|0.069914568|-0.480899596|0.003376831|-0.07722825|10.94702255|0|0|0.005144085|0.104380139|-0.272202025|0.7430748709999999|-0.002494715|0.027971797|0.773981237|0.741366815|-0.06394156|-0.087315963|0.015270278|-52.14267013|-71.20388424|64.92967228|58.93717545|-42.52098397|86.29525584|-23.42233034|64.59518279|1947.023498|0.30185619|9.940531282|19.16475647|0.927940864|7780.945962999999|-1451.622641|33.54943497|0.018506261|2549.757058|1255.618298|15.0913716|1.0|1.0|4.73|0.0|18.0|2.81|88.97|2.0|1.0|1.0|12.0|39.0|4.0|-6.57|0.0|0.0|5.23e-06|0.00276|4.16|1.0|-0.04561|3.1079|3.1079|875.6|1544.09|398.94|817.06|0.69905|0.69905|0.5820000000000001|-0.12844|3.7605|0.02826074|-1703.622959|4.2225|8.0969
15_a31|0.0|1|0|0|3.155574452|0.0|0|7.765993078999999|1|0.610137926|0.0|-0.018913735|-0.0302581979999999|-0.775463115|-0.011797858|-0.070065105|10.31169996|2|2|-0.007631228|-0.052339921|-0.157560864|0.8022000659999999|-0.0869591359999999|-0.116356616|0.8582665429999999|0.782925607|-0.116196194|-0.131697567|0.038524836|-61.76522754|-70.00513464|141.1489667|514.6215199|-32.83191294|88.05886218|-22.10688462|82.24348203|1675.977147|0.358466423|6.148947296|11.51842782|0.873235738|5087.628096|-446.5429972|34.45943505|0.03396368|1309.458532|363.593507|18.05372755|0.0|1.0|3.31|1.64|16.0|4.12|117.37|0.0|0.0|2.0|4.0|24.0|5.0|-6.84|0.0|1.0|0.000272|0.0931|2.18|0.0|-0.04192|4569.0|4569.0|556.68|925.93|271.36|452.98|0.5241899999999999|0.5241899999999999|348.0|-0.15202|5.5793|0.03843988|-1460.790873|7.5831|5.9586
30_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|0|1.304327883|1.435022468|-0.0092264759999999|0.013114301|-0.415191425|-0.0098410169999999|-0.008774855|10.95005723|1|1|-0.008325552|0.029343834|-0.035472095|0.8485444809999999|-0.1340278869999999|0.074217097|0.913855507|0.651797437|-0.108232368|-0.107296835|0.022747897|-64.94243028|-64.38108459|350.5257774|76.90733636|-38.96726396|81.25550675|-22.9932445|78.59180109|1558.731067|0.320552431|6.886726437999999|12.94704346|0.879999675|5852.817155|-579.456614|33.84108731|0.028122734|1421.325667|457.1122177|16.87442216|1.0|1.0|3.03|2.12|21.0|2.71|98.72|0.0|0.0|1.0|5.0|28.0|5.0|-6.95|0.0|1.0|7.94e-05|0.0315|2.5|0.0|-0.0564299999999999|3.7159|3.7159|615.85|1032.35|333.66|478.04|0.6944899999999999|0.6944899999999999|0.3566|-0.1517|2.7493|0.0420327|-1695.9887|3.6487|7.9
7_a27|0.0|0|0|0|0.0|0.0|2|6.842683282|0|1.40247849|3.330197625|-0.00601016|-0.133453335|-0.288487667|0.010291744|-0.096754293|10.93773474|1|1|0.010596392|-0.220626658|-0.19575909|0.801251575|0.147753647|-0.08694032|0.8546689820000001|0.62067794|-0.060745542|-0.084531496|0.015099075|-34.09779211|-47.44936449|10.66993367|60.73467304|-19.13983132|55.55559276|-16.87088515|42.57323098|1497.873267|0.236435287|6.446345598|12.087978|0.875167537|5082.120742|-426.1497425|22.09489892|0.014441323|994.2704516|479.0078184|8.106228264|1.0|1.0|3.24|3.41|21.0|3.32|65.6|0.0|0.0|1.0|3.0|26.0|4.0|-6.26|0.0|1.0|5.2e-05|18.0|3.02|0.0|-0.04887|4.1205|4.1205|606.74|1016.96|300.9|505.5|0.61278|0.61278|0.4179|-0.16734|4.2487|0.02179141|-1122.304359|6.3813|9.0
4e_a46|-3.742323661|0|0|0|0.0|0.092094405|1|7.825245291|1|0.300205548|2.12386814|-0.005995748|-0.08224348|-0.4017151029999999|-0.001404912|-0.058626723|10.31928077|1|1|0.002688298|-0.135489528|-0.030065705|0.77019676|0.075271624|-0.076733489|0.8146060740000001|0.69063113|-0.0835371459999999|-0.084780904|0.010671173|-63.39469142|-64.33855433|105.0139519|20.27041189|-48.10898007|73.87174786|-23.48867857|71.49283399|3129.575458|0.204892146|7.906917146|15.06943449|0.905854609|7615.063066|-1122.980957|29.54149986|0.0125621839999999|1861.114491|942.2127953|9.533193534|1.0|1.0|4.5|2.68|23.0|3.05|124.17|0.0|0.0|1.0|5.0|35.0|6.0|-6.6|1.0|0.0|3.92e-06|0.00191|3.78|0.0|-0.03893|4.2446|4.1773|757.1|1343.97|296.81|655.69|0.5745600000000001|0.56481|0.3109|-0.17112|1.9941|0.04805633|-1884.324182|3.2466|6.8125
7_a1|0.0|0|0|0|0.0|0.0|1|7.860570786|2|1.348826331|2.307091837|-0.010040172|-0.048878707|-0.421687222|0.0021597079999999|-0.07233584|10.9513015|1|1|0.004950534|-0.077833285|-0.245732751|0.801577133|-0.048198584|-0.042175602|0.862051935|0.729621031|-0.083362936|-0.098295453|0.035937867|-40.16416679|-47.35863598|111.9204437|404.7836105|-19.35104936|61.72628137|-14.95535873|57.47898976|1466.924404|0.396617144|5.07667644|9.278054953|0.827584457|4519.238270000001|-273.8080361|24.78585294|0.029820838|941.8624118|351.4191817|14.36764539|0.0|1.0|3.09|2.83|17.0|3.43|49.17|0.0|0.0|2.0|2.0|23.0|4.0|-6.4|0.0|1.0|0.000195|0.0595|2.48|0.0|-0.02433|4.0504|4.0504|515.2|864.85|306.1|365.53|0.69902|0.69902|0.2961|-0.16734|4575.0|0.02860499|-1009.398029|6.5936|6.3372
13d_a6|0.0|1|0|0|3.447870607|0.0|0|7.412764017000001|1|1.424214188|0.0|-0.010665225|0.077158715|-0.607917822|-0.003346018|-0.042531782|10.95129636|1|1|-0.000899678|0.126028544|-0.106686991|0.786837131|-0.027209556|-0.187174391|0.841971795|0.7995080809999999|-0.092581323|-0.110731261|0.030793771|-63.04181168|-75.40072983|156.67194009999997|564.780402|-42.92734103|88.02705449|-27.03045032|84.01035117|3075.022992|0.230567155|9.086171078|15.47559904|0.703203572|6185.117192000001|-975.5161277|35.13035671|0.018542644|1861.908905|692.8471883999999|12.62632467|1.0|1.0|3.64|3.03|23.0|5.38|95.85|0.0|0.0|1.0|6.0|32.0|5.0|-5.88|0.0|1.0|5.42e-06|0.00229|4.23|0.0|-0.05252|4.85|3.6298|723.61|1219.11|341.57|598.06|0.58381|0.7007399999999999|0.2513|-0.14894|11.0994|0.02846332|-1389.188211|14.0012|6.4437
LY580276_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.344599701|2.067497166|-0.001543874|0.0295482979999999|-0.063298854|0.010217376|-0.172607392|10.94681614|1|1|0.009622161|0.064209689|-0.019747846|0.7921620090000001|0.035666446|0.019144144|0.847526918|0.518109998|-0.057317455|-0.071023484|0.008729943|-27.6229776|-34.22831819|11.22286434|82.46094409|-13.31233017|38.23432817|-13.51117823|31.83019528|1511.5340210000002|0.152153004|5.456603642999999|9.693623538|0.7764939829999999|4098.640927|-247.4345884|15.93586849|0.008312438|605.5630025|345.4102548|4.0060099860000005|1.0|1.0|3.01|3.04|17.0|4.49|30.71|0.0|0.0|1.0|2.0|22.0|3.0|-5.71|0.0|1.0|6.18e-05|0.0181|3.35|0.0|-0.0225|5.2983|4.4918|519.23|865.23|276.03|402.99|0.36903|0.68002|0.1842|-0.18746|2.5355|0.023546627|-959.404416|3.2891|6757.0
