molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|PPSA1|DPSA4|FPSA5|DPSA1|Mor01p|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|IC50|pIC50|pIC50
16g_a32|0.0|1|1|1|0|7.765993078999999|0|0|0.609420729|0.0|-0.013775701|5.733341277|-0.0429252429999999|0|-0.049658216|2.084553994|-0.002456725|-0.029193403|0.004735761|-0.00030659|-0.085591073|-0.117577419|-0.202656848|-0.696926204|0|0.79965447|0.83902731|-0.026098259|0.008494733|0.8821580379999999|0.762429418|1|-0.105500574|0.023959586|-57.77542509|90.88837862|0.1793577589999999|-0.033839807|-57.31234426|43.37912747|0.6863323440000001|-42.58335004|94.54074206|-24.94161377|75.43482709|0.3972359179999999|2833.521937|604.8539801|3497.469035|-18.38320476|0.313667656|231.1885989|36.34043182|0.02276861|-274.67233460000006|701.9321161|1.0|2.0|3.87|3.42|0.33|19.0|5.38|149.27|1.57|1.0|10.0|-7.51|30.0|-5.69|441.57|1.0|0.0|1.0|4.37|3.08e-08|1.36e-05|4.83e-06|0.0|3.04e-06|-0.05|3.6161|5.38|342.86|639.49|0.70222|-2034.342619|0.2879|-0.14968|11.0|7.9586|7.9586
3b_a12|0.0|0|0|0|0|0.0|1|1|1.283824445|0.0|-0.007916598|0.0|-0.043495794|2|-0.1215705419999999|0.0|-0.004028952|-0.065558712|-0.003968827|-0.003019113|-0.19952566|-0.071149325|-0.116772665|-0.547002361|1|0.914614654|0.768772928|-0.008328578|-0.007397776|0.82914101|0.802482465|0|-0.088443201|0.0103611969999999|-33.57216667|41.13468455|0.096795301|-0.034016616|-24.04018959|0.0|0.7688221909999999|-17.50314491|54.77629766|-17.73486237|38.97406803|0.390744506|2186.64676|470.8937285|1935.211747|-9.246226764|0.2311778089999999|120.5265876|23.06757345|0.0166212889999999|-280.3056362|406.0361621|1.0|1.0|3.82|2.98|0.05|18.0|3.14|37.28|3.99|0.0|3.0|-4.26|24.0|-5.65|332.79|0.0|1.0|1.0|3.59|5.539999999999999e-05|0.0184|2.28e-05|0.0|2.63e-06|-0.07091|4.2092|3.96|294.55|426.66|0.53738|-1410.826913|0.2418|-0.15229|49.0|7.3098|7.3098
16_a3|0.0|0|0|0|0|6.823286122000001|0|0|0.605020428|0.0|-0.010031024|4.727387819|-0.186717242|2|0.027762972|1.614080058|-0.010377537|-0.013328983|-0.018884246|-0.008409607|0.069124437|0.0032314229999999|0.008045619|-0.614173961|2|0.659478546|0.767641592|-0.142670655|-0.031683873|0.838125715|0.640070307|1|-0.100138414|0.012203576|-53.7971544|248.6415425|0.302520871|-0.041233465|-24.42909382|82.16042286|0.8296818009999999|-26.57128935|56.56724056|-20.36587865|59.82469895|0.484889078|2184.788331|344.4962834|1290.305313|-10.05903863|0.1703181989999999|84.12292796|24.54661368|0.0143895839999999|-325.670405|328.71459869999995|1.0|1.0|3.13|2.59|0.0|21.0|4.57|92.93|2.26|0.0|2.0|-4.98|23.0|-5.89|322.36|0.0|0.0|1.0|3.5|1.05e-05|0.0033799999999999|3.2200000000000003e-05|0.0|2.25e-05|-0.07095|3.2208|3.19|384.94|368.22|0.6944100000000001|-1371.250459|0.3866|-0.13195|42.0|7.3768|7.3768
14k_a23|0.0|0|1|1|2|7.423568444|0|0|1.1979621459999998|3.358995671|-0.005866159|5.351858133|-0.024758731|2|0.04479394|0.74561778|0.010682694|-0.055500851|-0.055708465|0.009263715|0.082632648|-0.071484865|-0.13187015|-0.463402169|2|0.722187957|0.800643488|0.140087361|-0.091426449|0.864845456|0.659570836|1|-0.079899943|0.018829201|-37.43135588|38.76597615|0.077602272|-0.033999976|-35.38329134|80.31548917|0.783562394|-24.9092952|64.04991522|-22.62582822|49.96154892|0.486654314|2955.4566170000003|613.8243395|2174.886074|-15.05671972|0.216437606|144.0318708|28.87559227|0.016348271|-377.4022725|633.3278634|0.0|1.0|3.39|3.56|0.05|26.0|4.67|105.02|3.51|0.0|5.0|-6.13|31.0|-6.03|445.93|0.0|0.0|0.0|3.99|7.49e-07|0.000334|2.83e-06|0.0|4.55e-06|-0.07933|3.6421|4.1|340.42|552.65|0.63765|-2089.293765|0.4694|-0.14784|4.0|8.4123|8.4123
47g_a18|0.0|0|0|0|0|7.03438793|1|1|1.251175676|0.0|-0.005817448|4.844187086|-0.034211867|0|-0.048472184|0.0|0.0036509859999999|0.033759227|-0.008224928|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0|0.765824398|0.750610215|-0.009917608|-0.014370598|0.780474694|0.745431271|0|-0.08547236|0.013404131|-55.35188184|111.5517627|0.165575846|-0.029212072|-61.55384106|47.07867403|0.731870777|-46.97287277|86.33162323|-24.79003275|66.72693367|0.4913566339999999|3367.0578530000003|708.1114197|2268.439188|-21.03738872|0.268129223|227.5405903|33.87214455|0.016259076|-393.5416883|1347.416568|1.0|2.0|4.87|0.0|0.34|18.0|3.6|88.97|2.79|1.0|13.0|-6.11|40.0|-6.4|541.68|0.0|0.0|0.0|2.83|7.76e-07|0.000421|3.01e-06|1.0|3.27e-07|-0.04413|3.0965|8.13|400.4|874.26|0.69828|-1742.7686640000002|0.5955|-0.12789|9.0|8.0458|8.0458
12af_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.29704271|0.0|-0.00989889|5.351858133|-0.081537769|2|0.091263447|0.0|-0.00233752|-0.074383486|0.00146554|-0.000472698|0.154914099|-0.126068378|-0.213993335|-0.505160213|1|0.859938421|0.813346624|-0.062279009|0.002492952|0.8631180940000001|0.817582774|0|-0.1054605669999999|0.021921402|-57.32748365|89.56100543|0.244724481|-0.035153522|-50.86129548|127.6527374|0.6702409189999999|-39.81177462|91.25505794|-24.41279506|72.55107063|0.448767097|3013.98446|524.5103537|3082.869129|-16.95376516|0.329759081|229.0052411|36.42391023|0.0259433429999999|-236.4517911|757.7532208|0.0|3.0|4.98|0.0|0.17|17.0|1.65|98.3|1.49|0.0|7.0|-3.54|33.0|-7.66|438.48|0.0|0.0|0.0|1.47|0.000292|128.0|0.000227|0.0|5.18e-05|-0.05882|5.2352|4.5|236.83|589.48|0.50179|-1440.675702|0.0035|-0.13364|15.0|7.8239|7.8239
4g_a46|0.0|0|0|0|1|7.825245291|1|1|1.134637064|2.156712018|-0.001702489|5.587248657999999|-0.010706405|2|-0.093447672|0.0|0.011488768|-0.055084605|-0.138341481|0.010608122|-0.144064904|-0.078780402|-0.121452903|-0.2455749539999999|2|0.662386484|0.74106323|-0.200628401|-0.193115055|0.7796270059999999|0.635494818|0|-0.070153728|0.00801562|-32.64186634|7.38470955|0.053170267|-0.024339048|-23.0928866|72.82863401|0.826861093|-18.72788427|44.72726697|-13.96424081|37.24073329|0.448462961|2242.010126|543.2323468999999|2285.43285|-8.0118178|0.1731389069999999|99.33639766|16.88825479|0.007803902|-375.0653627|568.1534007|0.0|0.0|3.9|3.61|0.38|17.0|5.37|43.6|3.06|0.0|3.0|-5.38|26.0|-5.18|366.89|0.0|1.0|1.0|4.39|4.22e-06|0.00155|4.16e-06|0.0|5.75e-06|-0.03985|4.4163|4.65|280.74|530.39|0.6983199999999999|-1492.923098|0.1294|-0.18602|2745.0|5.5615|5.5615
13a_a30|0.0|0|0|0|0|7.412764017000001|2|2|0.604984129|0.0|-0.011002918|5.351858133|-0.118776867|2|-0.036541822|0.0|-0.003436924|0.0317047379999999|-0.0351777|-0.002215642|-0.065043716|0.003429114|0.006103754|-0.5640209589999999|1|0.841060094|0.8303425640000001|0.019603815|-0.058608635|0.885516463|0.802578397|0|-0.113507021|0.01856512|-74.02777574|381.9643801|0.303605444|-0.042832838|-51.70573895|102.6479456|0.799862466|-49.96348386|88.22659517|-28.90911938|86.55791128|0.4661332179999999|3002.811441|470.0167988|2520.165025|-19.5115996|0.2001375339999999|135.07860209999998|36.14261279|0.017212819|-404.771677|713.7769663|0.0|2.0|4.76|0.0|0.13|17.0|1.72|124.74|2.06|0.0|6.0|-5.01|32.0|-7.05|441.51|0.0|0.0|0.0|1.91|9.68e-06|0.00427|5e-05|0.0|0.000288|-0.0555|5.0535|4.54|245.34|541.59|0.26119|-1744.217986|0.1603|-0.14953|14.0|7.8665|7.8665
12a_a40|0.0|0|0|0|1|7.515889085|0|0|0.604990853|1.784989449|-0.00431394|5.4161004020000005|-0.012791297|0|0.17758258|0.8332127109999999|0.01039129|0.100414476|-0.226763788|0.007890601|0.298197213|0.018655637|0.031326603|-0.4764003679999999|0|0.58630452|0.718281767|0.023863832|-0.375724138|0.7867243829999999|0.525051106|1|-0.074840643|0.011766311|-32.81611621|107.5277007|0.059120235|-0.033799|-19.46913691|49.24750281|0.85136964|-16.73754566|43.65970865|-17.23885621|38.81741016|0.476055146|2185.594734|479.8867095|600.1247016|-8.792513441|0.14863036|75.8074911|20.24838026|0.010759845|-358.4254366|323.26151960000004|0.0|0.0|3.2|3.39|0.0|20.0|5.43|58.43|4.34|0.0|2.0|-6.41|22.0|-4.56|346.23|0.0|1.0|1.0|4.78|3.86e-07|0.000134|1.13e-06|0.0|2.13e-05|-0.08015|3.0966|5.01|400.39|429.21|0.6998800000000001|-2097.7296100000003|0.3701|-0.12895|1778.0|5.7501|5.7501
8_a1 (SB-202620)|0.0|1|0|0|0|6.86171134|0|0|1.4323973840000002|0.0|-0.013785521|4.727387819|-0.226277123|1|-0.0443137679999999|0.0|-0.012672753|-0.1402198369999999|0.037553634|-0.0106277489999999|-0.095271547|-0.019835038|-0.042643966|-0.612004804|1|0.674381582|0.743088715|-0.042789124|0.063001656|0.805476065|0.658433571|0|-0.105271458|0.015526845|-66.76765693|208.2071465|0.351032497|-0.041081545|-33.88588996|64.70432539|0.7742395870000001|-37.88089785|70.8721358|-23.30777912|75.57687443|0.4564697679999999|2431.842132|368.1943149|1736.664204|-13.22376193|0.225760413|128.0860757|30.104091200000003|0.019645498|-311.18185800000003|433.2550452|1.0|2.0|2.74|2.21|0.0|23.0|5.06|78.87|2.78|0.0|4.0|-4.94|27.0|-5.94|359.35|0.0|0.0|1.0|3.7|1.14e-05|0.0041|1.98e-05|0.0|3.42e-06|-0.0736899999999999|3.4052|5.32|364.11|460.4|0.7026600000000001|-1222.9606720000002|0.5339|-0.13683|0.4|6.3979|6.3979
20_a47|0.0|0|1|1|1|6.86171134|0|0|1.408721455|1.1934608|-0.011237762|4.727387819|-0.161476442|2|0.031814023|1.010373001|-0.009220816|-0.052370531|0.071506228|-0.006342241|0.087325054|-0.108236785|-0.297094867|-0.5332051720000001|2|0.61847122|0.7962508290000001|-0.069674604|0.113432542|0.8575369009999999|0.59534794|1|-0.092005493|0.023587109|-45.68149289|43.63174229999999|0.311171398|-0.032859105|-27.33327788|49.00609086|0.595234209|-24.89884887|69.09296541|-17.90996366|58.53772498|0.4642647929999999|2630.63609|375.4483088|1219.306754|-9.761884958|0.404765791|220.6189341|30.08893541|0.034758191|-103.815441|428.5826478|1.0|2.0|3.19|2.96|0.05|21.0|4.54|84.73|2.75|0.0|5.0|-4.06|28.0|-6.75|380.35|0.0|0.0|1.0|3.09|8.72e-05|0.0332|8.32e-05|0.0|1.86e-05|-0.06357|3.9808|4.08|311.45|426.08|0.68219|-1335.566785|0.2807|-0.16377|3.0|8.6|8.6
16_a15|-3.726252327|0|0|0|0|0.0|0|0|0.300207157|0.0|-0.008593957|0.0|-0.463771194|2|-0.003882928|0.0|-0.009769916|-0.109386268|-0.011969556|-0.00379317|-0.006331105|-0.046871961|-0.0764246109999999|-0.528097878|2|0.787100127|0.729432583|0.080837546|-0.018331526|0.77948108|0.72660548|0|-0.101500719|0.0070920509999999|-60.63825695|53.93878231|0.276402595|-0.039472502|-47.4317527|17.68542055|0.868460507|-41.45211893|76.07332645|-26.98327637|65.48636021|0.419910645|3173.773379|494.6488764|3014.308422|-18.44568161|0.131539493|89.91997762|31.07023998|0.009783192|-503.7568532|728.353441|1.0|2.0|3.59|2.93|0.08|24.0|6.02|115.58|1.72|0.0|6.0|-6.0|32.0|-6.27|446.52|1.0|0.0|1.0|3.59|9.89e-07|0.000442|6.14e-06|0.0|2.72e-07|-0.04082|4.1731|8.26|297.1|600.98|0.6541100000000001|-1770.217907|0.1409|-0.16871|21.0|7.6778|7.6778
13_a47|0.0|1|1|1|0|6.605297921|0|0|1.417757826|0.0|-0.0049262279999999|4.59511985|-0.0777650159999999|2|-0.047120094|1.5940801480000002|-0.00105415|0.003874205|0.038682232|-0.000211465|-0.108780879|-0.0101047869999999|-0.0233277889999999|-0.316563793|2|0.6427334020000001|0.794037882|0.030290722|0.065869272|0.8582665429999999|0.626280497|1|-0.088128939|0.017736598|-41.79730418|63.12660940000001|0.2183244369999999|-0.032468557|-23.38063458|0.0|0.688261242|-21.52866736|57.38622954|-16.72368034|50.9329486|0.472007922|2190.316257|402.6200617|669.2729199|-8.613918003|0.311738758|160.5682509|24.29844849|0.023284817|-193.936606|359.12161539999994|1.0|2.0|2.9|1.75|0.06|21.0|4.63|66.49|2.34|0.0|3.0|-4.24|24.0|-6.0|319.34|0.0|1.0|1.0|3.19|5.79e-05|0.0185|5.41e-05|0.0|4.04e-06|-0.05465|4.0302|2.7|307.63|404.73|0.67466|-1067.665127|0.3382|-166.0|16.0|7.8|7.8
17f_a50|0.0|0|1|1|2|7.934155233999999|1|1|1.349854916|4.305828452|-0.002205848|5.82008293|0.022892513|1|-0.167275895|2.187498662|0.012475826|-0.028989535|-0.132773563|0.0129274519999999|-0.275290802|-0.247590736|-0.407467272|-0.204651539|1|0.758335704|0.7851209440000001|-0.132153434|-0.2257632789999999|0.8314734309999999|0.7241275009999999|1|-0.074859564|0.016414675|-29.10566644|6.382846132999999|0.088541266|-0.026836447|-28.30463221|82.90209608|0.721122105|-17.89709978|55.9791334|-16.50175503|39.19906437|0.472769049|2582.272632|560.4567739|1929.981543|-10.14694362|0.278877895|171.48226169999998|22.88344084|0.01617809|-271.9363523|652.6793116|1.0|0.0|3.81|2.97|0.26|20.0|3.83|51.77|2.09|0.0|6.0|-3.58|29.0|-6.64|384.48|0.0|1.0|1.0|2.92|0.000266|102.0|7.57e-05|0.0|0.00016|-0.0336399999999999|4.0664|2.5|304.9|564.52|0.6573899999999999|-1218.966516|0.1708|-0.16784|398.0|6.4001|6.4001
12aj_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.29704406|0.0|-0.00706023|5.351858133|-0.045035034|2|0.064171987|0.0|0.002951176|-0.103202936|-0.042227364|0.003962098|0.1087087|-0.104118159|-0.1763783589999999|-0.43462267|1|0.90414347|0.812278823|0.091113865|-0.072770961|0.8632656809999999|0.856274847|0|-0.10279655|0.018305468|-46.79363201|82.34300699|0.173013687|-0.0368515929999999|-42.23511741|0.0|0.77492734|-29.99399664|76.5855549|-23.62130319|58.52715472|0.47532973|2710.647462|530.0854761|2275.825451|-15.14089115|0.22507266|144.26810480000003|30.48195872|0.016684569|-352.4483722|662.0530478999999|0.0|2.0|4.84|0.0|0.17|17.0|2.19|69.2|2.24|0.0|5.0|-4.16|30.0|-6.55|395.46|0.0|1.0|0.0|2.14|6.929999999999999e-05|0.0274|5.05e-05|0.0|4.270000000000001e-05|-0.05275|5.2301|3.48|237.06|539.55|0.4112|-1271.9998859999998|0.0082|-0.14818|17.0|7.7696|7.7696
19e_a38|0.0|1|0|0|0|7.412764017000001|2|2|1.297043576|0.0|-0.007550899|5.351858133|-0.10490608|2|0.021678225|0.0|-0.001197042|-0.104569193|-0.038386106|0.000347207|0.045449529|-0.091460175|-0.191751024|-0.436305701|1|0.723755855|0.839953955|0.04818471|-0.064035403|0.89459881|0.700181525|0|-0.10214405|0.02118651|-56.34606212|118.734325|0.223437407|-0.03783113|-46.37503972|16.39385667|0.749190974|-37.96637911|82.37885703|-25.49088538|70.62168376|0.4655978389999999|2920.436229|523.2534216|3426.997928|-17.17594064|0.250809026|168.99691289999998|34.02454948|0.020114756|-335.8133169|696.3887025|0.0|3.0|4.96|3.08|0.12|17.0|3.09|81.23|2.75|0.0|6.0|-4.94|32.0|-6.39|427.48|0.0|0.0|1.0|3.3|1.15e-05|0.0049|1.89e-05|0.0|2.25e-05|-0.05139|5.2322|4.08|236.96|532.67|0.41961|-1409.315831|0.3738|-0.15584|0.01|8.0083|8.0083
12ax_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.280791885|0.0|-0.007681676|5.351858133|-0.040458296|2|0.075802407|0.0|-0.001012333|-0.057017299|-0.034663063|-0.00097037|0.128253871|-0.101451485|-0.1716508239999999|-0.440372791|1|0.884841888|0.836170906|-0.0394369539999999|-0.056676035|0.892249657|0.771220556|0|-0.107815607|0.019128091|-49.32384393|36.17982162|0.153162279|-0.038813619|-48.23849712|1.236876307|0.7648530440000001|-32.99232962|84.58859134|-25.96212292|62.11847297|0.488501696|2926.929456|566.4430628|2471.295987|-17.36585896|0.235146956|157.28794140000002|33.94393618|0.018645135|-354.3162187|661.6709012|0.0|2.0|4.74|0.0|0.14|17.0|3.19|69.2|2.99|0.0|5.0|-5.08|31.0|-6.26|450.32|0.0|1.0|1.0|2.82|8.27e-06|0.00372|6.55e-06|0.0|7.83e-06|-0.05596|5.2372|4.42|236.74|552.0|0.39564|-2151.910753|0.4167|-0.15728|12.0|7.9208|7.9208
13c_a5|0.0|1|0|0|0|6.605297921|1|1|1.377702625|0.0|-0.005082338|4.59511985|-0.0090268969999999|3|-0.010689086|0.0|0.005288472|-0.098760742|-0.018055556|0.006110714|-0.017427549|-0.092592608|-0.150963534|-0.324868153|2|0.705487111|0.770478689|0.003545487|-0.033833834|0.822789227|0.6775573359999999|0|-0.076591149|0.023143526|-50.97293525|158.67712230000004|0.19980328|-0.025039414|-33.29709668|51.93687546|0.551328235|-33.60884086|70.46156718|-16.50965711|66.23254483|0.46617977|2793.480751|527.6071331999999|1235.709541|-10.8855893|0.448671765|295.8302846|29.94524142|0.0302745689999999|-67.68621352|656.208474|1.0|1.0|3.13|2.58|0.17|23.0|3.29|84.0|1.16|0.0|5.0|-3.55|31.0|-7.28|411.46|0.0|0.0|1.0|2.68|0.0002839999999999|0.1169999999999999|0.000109|0.0|3.36e-06|-0.05615|4706.0|3.99|263.46|513.33|0.41594|-1351.008469|0.1666|-0.17324|123.0|6.9101|6.9101
12v_a30|0.0|0|0|0|0|7.412764017000001|2|2|0.604983445|0.0|-0.006974714|5.351858133|-0.029548782|2|-0.099831334|0.0|0.002431329|0.020607357|-0.04950715|0.001805829|-0.173424818|-0.0493878409999999|-0.0857954809999999|-0.471153275|1|0.8149999040000001|0.83236194|-0.029852321|-0.080971844|0.889479916|0.711738503|0|-0.0971402169999999|0.015823709|-52.18846092|82.09302037|0.1498787969999999|-0.037666615|-44.46327619|0.0|0.806069067|-35.30820865|75.73440678|-25.48342433|62.89402328|0.478535287|3001.758432|575.1512171|2483.120571|-17.2408622|0.193930933|131.2043645|31.6144427|0.014801518|-414.1432908000001|685.6665849999999|0.0|1.0|4.62|0.0|0.14|17.0|3.92|81.65|3.79|0.0|5.0|-6.58|31.0|-5.52|467.37|0.0|0.0|1.0|3.59|2.64e-07|0.000123|9.14e-07|0.0|7.39e-06|-0.0563|3.5507|5.08|349.18|573.82|0.68405|-2494.739831|0.1601|-0.1505099999999999|22.0|7.6596|7.6596
6_a15|0.0|0|0|0|0|0.0|0|0|1.419941278|0.0|-0.00951284|0.0|-0.048804012|1|0.106485923|0.0|0.001080419|0.011857945|-0.009025163|0.003942615|0.153430865|-0.195267558|-0.281352401|-0.35221474|1|0.8511056929999999|0.691316481|0.0371776429999999|-0.015484797|0.7248900659999999|0.810779115|0|-0.123000073|0.02948637|-41.14459066|105.4415725|0.140691569|-0.0307500179999999|-41.87249058|55.65697829|0.581974721|-24.00625743|88.94853813|-17.94143141|58.34873264|0.3902945579999999|2454.904173|501.3728188|1971.005637|-10.46812265|0.4180252789999999|243.9013805|30.82854077|0.029449813|-95.65807914|592.4420375|1.0|1.0|3.29|4.03|0.23|18.0|5.26|61.84|2.18|0.0|7.0|-5.66|28.0|-5.33|380.44|0.0|1.0|1.0|4.11|2.16e-06|0.000823|7.32e-06|0.0|4.3e-06|-0.02419|4.3423|3.94|285.52|545.21|0.65191|-1262.75978|0.0113|-0.15714|35.0|7.4559|7.4559
8b_a32|0.0|1|1|1|0|7.765993078999999|0|0|0.609420757|0.0|-0.009362305|5.733341277|-0.057200812|0|-0.008128765|2.123714284|-0.003484915|-0.024375676|-0.0684566009999999|-0.001662219|-0.014634534|-0.0852122769999999|-0.1534110109999999|-0.577864293|0|0.788133615|0.845443342|0.060636167|-0.1152380009999999|0.8966299409999999|0.7507116140000001|1|-0.108971309|0.016711528|-53.36442734|102.4297669|0.211781902|-0.03079624|-42.94454179|68.21751748|0.669149204|-33.50038167|81.73293254|-19.33283713|63.85535908|0.458155153|2573.703546|494.8166492|2275.886421|-12.13650094|0.330850796|207.6969342|28.89166873|0.021225152|-212.3722924|557.1050635|1.0|2.0|3.46|3.04|0.26|19.0|4.19|140.04|1.1|1.0|7.0|-5.83|27.0|-6.44|397.52|1.0|0.0|1.0|3.61|1.47e-06|0.000583|4.06e-05|0.0|8.86e-06|-0.05404|3.5442|4.22|349.82|558.16|0.70285|-1880.539698|0.2943|-0.14717|12.0|7.9208|7.9208
31_a47|0.0|0|1|1|1|6.842683282|0|0|1.304326813|1.441825189|-0.00869363|4.727387819|-0.171198936|2|-0.086842911|1.198626524|-0.007525849|0.074881792|0.001073537|-0.006265667|-0.188419195|-0.035190699|-0.076351692|-0.441642572|2|0.677766155|0.856640117|-0.1978980839999999|0.001622323|0.917597019|0.6463892179999999|1|-0.1056956209999999|0.021401336|-66.4670426|355.5321928|0.303979962|-0.037580665|-40.66927863|81.01707367|0.70664003|-41.22978713|80.58054906|-23.31144534|79.74238158|0.4741051329999999|2689.159869|431.7441681|1322.82831|-14.46018796|0.29335997|181.972428|32.98913783|0.024209265|-256.3593656|513.2159236|1.0|2.0|3.18|2.38|0.1|21.0|4.24|98.72|2.0|0.0|5.0|-4.59|29.0|-6.78|410.83|0.0|0.0|1.0|2.94|2.56e-05|0.0105|4.03e-05|0.0|9.95e-06|-0.0532|3.9744|4.2|311.96|508.69|0.68276|-1735.225703|83.0|-0.15143|16.0|7.8|7.8
14b_a50|0.0|0|1|1|2|7.934155233999999|2|2|1.267593742|4.240438135|-0.003935732|5.82008293|0.0228205129999999|2|-0.068176984|2.115127752|0.010215823|0.037777505|-0.041169251|0.011249462|-0.106938404|-0.1786649189999999|-0.280243276|-0.306633966|1|0.74726683|0.7887047979999999|0.030057537|-0.076752616|0.831689551|0.71456262|1|-0.076674952|0.022423099|-33.02344264|25.31245624|0.095923652|-0.025558317|-32.9673668|192.8987555|0.637281054|-21.65397937|64.58491917|-16.75898192|47.72661339|0.445384689|2967.872393|592.81677|2984.248708|-10.98912227|0.362718946|237.8403928|26.29763086|0.021820402|-180.03459850000002|825.4425942|1.0|0.0|4.64|3.64|0.35|20.0|4.81|66.99|2.32|0.0|7.0|-4.6|33.0|-6.5|441.52|0.0|1.0|0.0|3.6|2.51e-05|0.0111|1.6800000000000002e-05|0.0|6.12e-05|-0.02486|5.2834|3.05|234.67|533.25|0.55594|-1430.72987|0.1373|-0.16874|6.58|5.1818|5.1818
8c_a31|0.0|1|0|0|0|7.765993078999999|1|1|0.610137334|0.0|-0.01275867|5.733341277|-0.104377029|0|-0.106461724|0.0|-0.0080009219999999|-0.1903992189999999|-0.1029580369999999|-0.004832959|-0.178276512|-0.053983462|-0.09039853|-0.513257014|0|0.922486359|0.847752299|0.006000201|-0.1759864119999999|0.896193695|0.87237334|0|-0.128067781|0.029669107|-64.57121646|133.3100368|0.3739272389999999|-0.039640027|-38.96685783|477.2277896000001|0.72308253|-35.61776956|82.77037329|-21.86561502|80.93682766|0.47508938|2251.08563|345.3445134|1678.6836239999998|-12.06117028|0.27691747|152.7489054|30.23944586|0.021986076|-246.1066271|423.1367008|1.0|2.0|3.51|2.9|0.29|16.0|3.13|114.29|0.85|0.0|5.0|-4.42|24.0|-6.7|342.42|0.0|0.0|1.0|2.83|3.79e-05|13.0|0.000237|0.0|0.0002549999999999|-0.03222|3.8492|1.83|322.11|475.72|0.7005|-1425.968408|0.2597|-0.15985|0.81|6.0915|6.0915
5d_a40|0.0|0|0|0|1|8.149890544|0|1|0.6049133329999999|1.601200869|-0.005662681|6.167516491000001|0.0418378229999999|0|-0.1031436519999999|0.716041667|0.007200253|0.2078052269999999|0.029272031|0.006642869|-0.259985037|-0.0038660009999999|-0.009744685|-0.399968083|0|0.496945486|0.8092726020000001|0.145024458|0.0451110059999999|0.877722972|0.483934049|1|-0.094277694|0.022027556|-39.55506228|181.4728912|0.245989948|-0.0377110779999999|-19.85450535|53.85026982|0.8111805740000001|-18.15211073|49.97858532|-17.30589257|49.66367051|0.479931934|1974.583878|346.0207917|511.3769101|-7.94180214|0.188819426|86.65063178|21.3342049|0.014630084|-285.606135|243.4287716|0.0|0.0|3.02|2.56|0.21|14.0|3.64|75.5|2.25|0.0|3.0|-4.23|20.0|-5.94|287.31|0.0|1.0|1.0|3.1|5.9e-05|17.0|0.000152|0.0|0.0137|-0.06796|3.7374|4.61|331.74|365.74|0.69613|-1276.751174|0.4493|-0.14851|19.0|7.7212|7.7212
12aq_a36|0.0|1|0|0|0|7.412764017000001|2|2|1.297043497|0.0|-0.0116333169999999|5.351858133|-0.135770278|2|0.076517478|0.0|-0.006653538|-0.1031859869999999|-0.028591187|-0.004569485|0.131910912|-0.052743904|-0.090926893|-0.5356623070000001|1|0.892815402|0.839953955|-0.0606936879999999|-0.047695595|0.89459881|0.849217847|0|-0.122078233|0.021389734|-73.0277723|86.6958382|0.318529388|-0.042953452|-54.49698711|112.415579|0.7619767479999999|-48.79273723|95.39676382|-28.69889692|87.31909781|0.426481765|2932.54604|455.31741460000006|2906.024504|-19.17486584|0.238023252|159.03272990000002|37.66374367|0.020701483|-350.0740123|689.2886595|0.0|3.0|4.83|0.0|0.13|17.0|0.98|112.29|1.28|0.0|6.0|-3.52|32.0|-7.79|424.46|0.0|0.0|0.0|1.15|0.000304|129.0|0.000359|0.0|0.000305|-0.06059|3.9049|3.88|317.51|534.96|0.6933199999999999|-1401.391057|0.0059|-0.13908|55.0|7.2596|7.2596
