molecula|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|MATS2c|AATSC1c|AATSC1s|n6HRing|MATS7i|SaaaC|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|PBF|FPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
12m_a36|0|3.40403699|0.0|0|7.412764017000001|2|0.013543656|-0.011502861|-0.133854569|2|0.14264424|0.0|10.95440733|-0.038386106|1|1|-0.004569485|0.245908938|-0.090926893|-0.52644768|1|0.825587924|0.8792981679999999|0.849217847|0|0.711961428|-0.10031651|0.4493096629999999|0.022725561|42.78660249|0.288038572|193.174369|-0.04260035|-54.45666327|107.233999|0.7471181240000001|-45.120107|96.11918789|82.51872026|2925.315028|477.48014630000006|-1542.786306|2637.948424|-19.16067782|13.67704354|0.8702895190000001|6434.374756|169.596372|-1034.676602|38.24042793|0.0222467879999999|-331.4617713|2064.983108|0.0|0.0|4.83|0.0|0.13|17.0|-6.14|1.92|0.98|0.0|131.85|0.0|1.0|-4.1|32.0|5.0|424.46|0.0|0.0|1.26|7.96e-05|0.000159|0.0676|2.11|0.0|7.19e-07|0.000305|-0.05114|3.8658|3.88|3.8658|-1401.6158890000002|692.4|1177.15|320.72|0.4718|0.69382|0.69382|6.5789|-0.20993|0.03861003|-1401.446557|0.03|7.5229
12q_a30|0|0.0|-4.76444841|0|7.412764017000001|2|0.144208934|-0.015322396|-0.27228842|2|-0.016509571|0.0|10.31162828|-0.021542639|1|1|-0.004395528|-0.0483777279999999|-0.226973911|-0.636798458|1|0.816138015|0.867367115|0.593245722|0|0.845745827|-0.087348134|0.596557166|0.014790072|82.72757145|0.154254173|105.1162273|-0.045799658|-53.67653794|0.732186841|0.820640722|-40.56199584|90.06607753|69.60189582|3305.289025|576.3319634|-1654.134991|2844.418547|-21.2680622|13.96052394|0.900207238|7990.060758|122.2240555|-1127.2072970000002|38.03137394|0.016579022|-437.0000797|2015.662819|1.0|0.0|4.73|0.0|0.17|17.0|-7.18|4.43|4.78|0.0|133.96|0.0|1.0|-6.7|34.0|8.0|482.48|0.0|0.0|3.42|1.99e-07|1.2e-06|0.000579|5.05|0.0|6.61e-08|3.19e-05|-0.05105|5.0573|5.52|3.4834|-1987.999444|713.16|1214.92|355.93|0.1817|0.34138|0.68516|5.5755|-0.19897|0.03408298|-1987.847256|36.0|7.4449
12ak_a36|0|3.501132553|0.0|0|7.412764017000001|2|-0.052930979|-0.006465433|-0.0407717229999999|2|0.12041792|0.0|10.95268014|-0.015708652|1|1|0.005035022|0.198260132|-0.163978382|-0.439326642|1|0.815627016|0.860939187|0.860667615|0|0.848705143|-0.069176342|0.537460657|0.019931266|113.186508|0.151294857|109.0807368|-0.032660864|-47.69888026|25.9007405|0.737439195|-35.95881638|79.17567486|64.24490364|2830.816014|611.9003905000001|-1389.324141|2735.7986920000003|-16.97756755|13.86156772|0.735576751|6240.396899|189.3013851|-1001.676485|31.93194362|0.018055095|-342.3783571000001|1883.984673|1.0|1.0|5.05|0.0|0.24|17.0|-7.38|3.85|3.01|0.0|138.33|0.0|1.0|-4.95|32.0|4.0|423.51|1.0|1.0|2.66|1.13e-05|1.39e-05|0.00589|3.8|0.0|4.2e-08|1.7800000000000002e-05|-0.04929|3.8734|4.21|3.6895|-1350.865407|730.3|1247.89|336.05|0.4514|0.69463|0.7034699999999999|6.3682|-0.20204|0.03471045|-1350.637958|46.0|7.3372
15a_a22|0|0.0|0.0|1|6.842683282|0|-0.136588366|-0.0050042229999999|-0.052476637|2|0.021482585|1.614660505|10.9464374|-0.015194063|1|1|0.005757758|0.036467904|-0.165471815|-0.360663314|2|0.7392451729999999|0.794858486|0.655865336|1|0.86664032|-0.061755825|0.410151945|0.02126757|96.58317516|0.13335968|90.52525878|-0.031425179|-37.6479704|65.53409434|0.702735071|-28.45564196|70.12529157|56.35672103|2884.815511|588.2800507999999|-1109.242072|2169.226845|-14.47998862|14.6895113|0.800725296|6322.278103000001|201.7850124|-752.9594081|30.3550786|0.0216014629999999|-275.2352849|1578.4640869999998|1.0|1.0|3.42|2.86|0.08|27.0|-9.21|3.87|4.31|0.0|124.05|0.0|1.0|-4.65|32.0|5.0|420.47|0.0|1.0|3.19|2.25e-05|2.1e-05|0.00881|3.18|0.0|6.1e-10|2.56e-07|-0.0600399999999999|5.0577|4.98|3.6496|-1368.321775|696.57|1189.31|339.72|312.0|0.41078|0.69076|5.2588|-0.21285|0.03153544|-1368.1368730000002|143.0|6.8447
8h_a8|0|2.975382653|0.0|1|7.05012252|0|0.038482973|-0.010324979|-0.249095464|0|0.008138299|0.0|10.94341368|0.007079485|1|1|-0.007036544|0.021094825|0.254819201|-0.53822084|0|0.6971223040000001|0.751162751|0.56916135|0|0.602405134|-0.122706004|0.273425421|0.0111998669999999|316.4918269|0.397594866|233.7669182|-0.048805507|-39.07081527|53.78973456|0.918315905|-42.41801879|70.94463092|78.73029948|2623.688756|354.18563860000006|-1262.594204|2019.780061|-16.87148841|13.58738632|0.822939833|5956.417906000001|48.02637252|-742.3454901|31.2477685|0.00764059|-491.8998117|1374.901814|0.0|0.0|3.11|2.73|0.0|23.0|-7.95|4.69|4.72|0.0|105.27|0.0|1.0|-5.21|29.0|4.0|391.37|0.0|0.0|4.01|6.11e-06|1.01e-05|0.00395|3.82|0.0|1.13e-08|4.43e-06|-0.06344|4801.0|7.71|3.7327|-1361.618499|608.39|1029.51|332.16|0.3011|0.56196|0.69844|3.4779|-0.21819|0.03330037|-1361.5113789999998|11.59|4.9359
37_a18|0|0.0|0.0|0|7.03438793|2|-0.0013530679999999|-0.005351023|-0.018808538|1|-0.018268775|0.0|10.94702064|-0.011713125|0|0|0.003512954|-0.0276034839999999|-0.224171123|-0.44541772|0|0.725028151|0.761336899|0.699483099|0|0.831783747|-0.068500679|0.385121249|0.009098426|12.63119843|0.168216253|123.0060763|-0.0286221589999999|-40.02719655|60.1335413|0.7648766029999999|-36.62790634|65.15554136|56.74339533|3055.795406|608.2316837999999|-1423.213033|1571.7484060000002|-15.30451633|18.49074823|0.954530133|7035.839448000001|171.9311063|-1040.70711|27.36337253|0.0142451319999999|-387.3755475|1860.709332|0.0|1.0|4.31|0.0|0.3|18.0|-8.82|3.68|3.3|1.0|151.14|0.0|1.0|-5.68|36.0|3.0|480.6|1.0|0.0|2.93|2.08e-06|3.35e-06|0.00161|4.36|0.0|1.51e-09|7.27e-07|-0.04925|3.2127|8.11|3.2127|-1532.974371|794.5|1395.35|385.91|499.0|0.69305|0.69305|2.2872|-0.18119|0.02274574|-1532.622404|35.0|7.4559
14e_a25|0|0.0|0.0|1|6.842683282|0|0.039261746|-0.008591251|-0.138693649|2|0.0065927719999999|1.906869097|10.93106299|0.011176663|1|1|-0.0005394919999999|0.010976703|0.025802692|-0.50909623|2|0.776960216|0.8322445820000001|0.6954126970000001|1|0.7240504329999999|-0.1011107469999999|0.448918026|0.015024526|372.1805977|0.275949567|201.94039730000003|-0.038772226|-53.79722636|97.78313402|0.806446896|-54.14823405|84.60373462|84.98800478|3126.080106|529.8614286999999|-1617.294379|2620.6698690000003|-20.76384175|16.63781964|0.966676175|6952.485076999999|141.642515|-1183.53898|35.18345194|0.015154859|-448.516796|2005.4567600000005|1.0|1.0|3.62|2.72|0.07|27.0|-9.14|3.65|4.02|0.0|134.35|0.0|1.0|-5.14|35.0|5.0|462.5|0.0|0.0|3.02|7.29e-06|1.86e-05|0.0085799999999999|3.04|0.0|7.31e-10|3.38e-07|-0.0538|5.8431|6.51|3.9613|-1520.964156|760.96|1300.08|312.99|0.2409|0.31019|0.69958|5.3651|-0.2116699999999999|0.04875868|-1520.767443|75.0|7.1249
4e_a49|0|0.0|0.0|1|7.535296702|1|-0.076526919|-0.006602016|-0.074495823|2|-0.080255074|1.713107022|10.92777282|0.018857363|1|1|0.000660956|-0.130491035|-0.060391347|-0.403194204|2|0.803344301|0.856023531|0.731643066|1|0.757062331|-0.09422276|0.433385455|0.017142176|313.22432680000003|0.242937669|149.0098632|-0.029288891|-33.05708028|60.11195021|0.650328475|-35.44835874|68.38360061|68.30753733|2675.626006|464.3567821|-916.2062675|1647.641653|-11.01902676|15.01788083|0.892633982|5950.361470000001|214.47685|-561.9703647000001|27.6242383|0.023622273|-184.4129453|1408.836153|1.0|1.0|3.35|2.89|0.22|21.0|-7.36|3.4|2.83|0.0|114.08|0.0|1.0|-3.28|30.0|5.0|399.45|0.0|1.0|2.42|0.000528|0.000305|122.0|1.71|0.0|4.35e-08|1.74e-05|-0.06461|5.7301|3.34|3.7876|-1313.158118|660.22|1128.64|327.34|0.2273|0.4078199999999999|0.68043|3.9718|-0.2231199999999999|0.04133034|-1312.98289|34.0|7.4685
11e_a5|0|2.971327032|0.0|0|7.139660336|1|-0.2114441819999999|-0.003208975|0.038643235|2|-0.07965|0.0|10.9487795|-0.010236262|1|1|0.008721244|-0.127225457|-0.147721258|-0.234433859|2|0.775794895|0.8215345|0.747366251|0|0.876758791|-0.062865536|0.372098505|0.0120552589999999|62.84782002|0.123241209|81.64179149|-0.0282210629999999|-34.67724171|0.0|0.72163516|-27.58835281|63.5644542|49.63167715|2721.416353|580.8135016|-1046.930776|960.0428704|-12.38472918|18.17739133|0.936345148|5675.693973|184.4042616|-693.5448342|25.90670947|0.016933845|-293.6467698|1450.77573|1.0|1.0|3.22|3.43|0.24|23.0|-8.95|5.03|4.29|0.0|125.71|0.0|1.0|-4.65|31.0|5.0|411.5|1.0|0.0|3.63|2.23e-05|1.9e-05|0.00782|3.56|0.0|1.13e-09|4.64e-07|-0.03808|4.4179|2.91|4.1036|-1316.512503|717.76|1220.1|302.14|0.5347|0.66478|0.6505|2.3124|-0.20559|0.03460011|-1316.301553|0.04|7.3979
7_a3|0|0.0|0.0|0|6.823286122000001|0|0.198126776|-0.008855374|-0.106234254|2|-0.047419994|1.989724777|10.3116226|0.030246987|1|1|-0.006696449|-0.084462575|0.036673175|-0.592753801|2|0.790667152|0.8632654590000001|0.773152968|1|0.782294598|-0.1034274319999999|0.5999725029999999|0.009708941|230.9407974|0.217705402|107.7330046|-0.036877402|-23.61864737|76.07607751|0.7992146109999999|-25.32764885|55.15105143|55.98630667|2196.07224|387.1238241|-620.4671695000001|1952.029549|-9.030659289|8.644978051|0.663120542|5055.700186|99.36002106|-307.0424158|22.83370969|0.0149999089999999|-296.13678660000005|776.3461295|1.0|1.0|3.02|2.61|0.0|21.0|-7.48|4.96|4.66|0.0|95.5|0.0|1.0|-5.44|23.0|3.0|338.81|0.0|1.0|3.63|3.67e-06|1.34e-05|0.00455|3.79|0.0|3.28e-08|1.11e-05|-0.0640299999999999|5.8849|3.09|3.4435|-1731.703107|522.73|883.88|360.06|0.1926|0.3456|0.69224|3.1299|-0.21219|0.03103579|-1731.651178|1023.0|5.9901
36_a18|0|0.0|0.0|0|7.03438793|2|0.050448408|-0.006407141|-0.020339784|1|-0.05224259|0.0|10.94702093|0.003321395|0|0|0.000825855|-0.079553246|-0.12139648|-0.493920601|0|0.741135729|0.780206307|0.721836103|0|0.804293867|-0.07777765|0.3847791889999999|0.009440278|110.8288932|0.195706133|139.3536816|-0.031922305|-40.46339026|83.34177364|0.812056067|-39.43509046|65.59412783|62.10402945|2979.013751|572.70209|-1477.479979|1547.485543|-16.1853561|18.21710397|0.905426346|6799.65027|133.8265619|-1052.048147|27.99124609|0.0123136069999999|-444.4026478999999|1819.430996|0.0|1.0|4.19|0.0|0.28|18.0|-9.16|3.73|2.96|1.0|146.24|0.0|1.0|-5.68|35.0|3.0|466.57|0.0|1.0|2.8|2.09e-06|5.19e-06|0.00242|4.18|0.0|6.87e-10|3.210000000000001e-07|-0.04991|3.1908|7.75|3.1908|-1493.661092|769.73|1350.57|388.57|0.4674|0.69372|0.69372|1.9944|-0.18124|0.02564498|-1493.333297|32.0|7.4949
14m_a23|1|0.0|-4.405643132|2|7.423568444|0|0.05521348|-0.008929306|-0.272389934|2|0.028217372|0.665608656|10.3132176|-0.050626415|2|2|0.001951778|0.0879380709999999|-0.226146643|-0.527662006|2|0.798384929|0.8581143859999999|0.5415996160000001|1|0.9258118|-0.072795329|0.268552591|0.017992415|47.23604193|0.0741882|51.59888942|-0.039285786|-43.19105542|0.0|0.7958339090000001|-35.21393496|74.61692699|63.1440955|3255.247038|643.9145427|-1366.189602|2263.262957|-19.00406438|16.42895711|0.911438824|7588.823133|142.0002583|-950.2032192|34.33353583|0.017997351|-411.5129154|1716.6767920000002|1.0|1.0|3.51|3.17|0.09|26.0|-8.23|4.42|6.19|1.0|125.29|0.0|1.0|-6.38|34.0|7.0|479.48|0.0|0.0|4.41|4.1200000000000004e-07|1.61e-06|0.000773|4.46|0.0|5.94e-09|2.85e-06|-0.08347|3.6774|4.2|3.6774|-1966.945041|707.56|1209.21|337.15|0.3335|0.65552|0.65552|6.1522|-0.23555|0.02296475|-1966.785519|3.0|8.5171
11c_a31|0|3.336985072|0.0|0|7.765993078999999|1|0.069254998|-0.0184155389999999|-0.141329185|0|-0.031640011|0.0|10.31169916|-0.085216451|2|2|-0.008375297|-0.0512371409999999|-0.16065803|-0.572548808|0|0.839810365|0.8906705429999999|0.787929678|0|0.564143263|-0.138002689|0.3608415239999999|0.034256743|264.7428792|0.435856737|255.2562173|-0.042457317|-48.16624372|70.98337779|0.676089232|-47.33176279|99.31985763|100.8824395|2470.585429|330.3862551|-1069.186744|1770.045716|-14.56188764|13.95917988|0.922968238|5329.481371|189.6959033|-626.1611682999999|36.77740577|0.029155542|-206.2506659|1581.428448|1.0|1.0|3.51|2.66|0.28|16.0|-5.84|5.04|3.64|0.0|97.32|0.0|2.0|-5.11|26.0|6.0|371.41|0.0|1.0|3.04|7.68e-06|0.000105|39.0|2.82|0.0|1.45e-06|0.000537|-0.03532|3.8551|4.47|3.8551|-1559.353434|622.22|1022.77|321.61|0.2627|0.7005899999999999|0.7005899999999999|5289.0|-0.19526|0.04465349|-1559.253116|0.13|6.8861
4a_a49|0|0.0|0.0|1|7.535296702|1|-0.076526919|-0.006602016|-0.074495823|2|-0.080255074|1.713107022|10.92777282|0.018857363|1|1|0.000660956|-0.130491035|-0.060391347|-0.403194204|2|0.803344301|0.856023531|0.731643066|1|0.7570436159999999|-0.094228246|0.433367368|0.017143497|313.22432680000003|0.242956384|149.0098632|-0.0292876779999999|-33.05061877|60.11195021|0.650301539|-35.44496163|68.37721704|68.30645049|2675.628678|464.3095353|-916.0977468|1647.61849|-11.01687292|15.01791558|0.8926425020000001|5950.370212|214.47685|-561.8605190000001|27.62211044|0.023624093|-184.3656985|1408.727632|1.0|1.0|3.35|2.89|0.22|21.0|-7.36|3.4|2.83|0.0|114.08|0.0|1.0|-3.28|30.0|5.0|399.45|0.0|1.0|2.42|0.000528|0.000305|122.0|1.71|0.0|4.35e-08|1.74e-05|-0.06461|4.7259|3.34|3.7876|-1313.158118|660.19|1128.22|327.34|0.1935|0.35731|0.68042|3.9716|-0.2231199999999999|0.04133192|-1312.98289|32.0|7.4949
27a_a34|0|0.0|0.0|1|7.412764017000001|1|0.0257175079999999|-0.012620846|-0.456594848|1|-0.082271189|0.0|10.319282|-0.008138446|1|1|-0.005234221|-0.13716603|-0.264978526|-0.53047808|1|0.779284547|0.832753533|0.749941528|0|0.600964267|-0.106669294|0.4305370679999999|0.026573385|176.4623026|0.3990357329999999|279.75296960000003|-0.043345322|-60.54917431|22.69787432|0.764921711|-52.42823715|100.7752505|93.41277507|3394.470264|421.319507|-1640.9634529999998|2252.433058|-21.30433911|15.91204178|0.7758691440000001|7104.26596|164.80691819999998|-1150.434312|39.72721867|0.020552444|-371.4586403|2145.269808|1.0|1.0|3.66|2.58|0.13|23.0|-7.61|2.01|3.97|0.0|122.61|0.0|1.0|-4.96|33.0|7.0|463.51|0.0|0.0|2.44|1.09e-05|3.43e-05|0.0159|2.59|0.0|2.44e-08|1.13e-05|-0.03924|5.0012|7.38|4.1228|-1861.695683|737.7|1247.85|300.73|0.2896|0.40378|0.69818|10.8591|-0.20615|0.04629882|-1861.534743|0.24|6.6198
14f_a23|1|0.0|0.0|2|7.423568444|0|-0.002304087|-0.006791105|-0.027380305|2|0.056215377|0.745818086|10.3132176|-0.041351617|2|2|0.010508236|0.101910723|-0.199540201|-0.399688849|2|0.796412133|0.854683662|0.71381683|1|0.894162392|-0.059927056|0.2096108239999999|0.027134452|96.47955427|0.105837608|71.55380685|-0.031450478|-38.58595734|96.60179161|0.665778294|-27.39103254|74.08536976|58.85981824|3014.916135|604.5178506|-1084.401604|2322.5224120000003|-14.37516058|15.58565565|0.918402793|6768.918745|225.9578225|-733.1331894|31.93672236|0.025162423|-224.1560124|1628.77284|1.0|1.0|3.57|3.61|0.09|26.0|-7.51|3.42|4.03|1.0|126.78|0.0|1.0|-5.63|32.0|5.0|441.51|0.0|0.0|3.46|2.32e-06|9.57e-06|0.0042299999999999|3.55|0.0|3.11e-08|1.3699999999999998e-05|-0.07163|5.8184|3.23|3.5753|-1744.429532|711.98|1210.19|346.78|0.2462|0.60917|0.6733399999999999|6.3534|-0.21743|0.02255331|-1744.2443850000002|2.0|8.6459
13_a10|0|0.0|0.0|1|7.535296702|1|-0.059862024|-0.0057715859999999|-0.055497169|2|-0.093280469|1.794073077|10.9296146|-0.001592366|1|1|0.003791547|-0.154121136|-0.02811323|-0.345108701|2|0.78472614|0.84680169|0.736686715|1|0.818027691|-0.094726989|0.4676169839999999|0.0122005|174.7319717|0.181972309|91.99711608|-0.030119651|-21.04167667|0.0|0.7144943490000001|-24.21093442|51.21590298|54.05778885|2261.82488|413.5584641|-624.3134531000001|1630.880014|-7.698174391|9.209972585|0.816739845|4941.066161|144.338975|-315.62515|21.31179541|0.018979132|-216.8776303|873.7836118999999|0.0|1.0|3.02|2.58|0.15|21.0|-6.6|3.52|3.81|0.0|97.14|0.0|1.0|-3.76|25.0|4.0|328.37|1.0|1.0|2.91|0.000176|7.87e-05|0.0258|2.76|0.0|2.49e-07|8.170000000000001e-05|-0.05022|5.8308|2.48|3.8419|-1065.839441|550.83|926.41|322.72|0.3905|0.34881|0.68386|3.6904|-0.20959|0.0346535|-1065.732389|0.16|6.7959
8d_a12|1|2.976279182|0.0|0|6.580639137|1|0.057525383|-0.0076893469999999|-0.048642535|2|0.0276482139999999|2.075171777|10.94458983|-0.046326855|1|1|0.001575111|0.0479437859999999|0.016135176|-0.484923957|1|0.751098108|0.8078610759999999|0.8405406040000001|1|0.858710112|-0.077834742|0.266886187|0.011348654|90.34024296|0.141289888|78.55353315|-0.039118358|-32.00762818|0.0|0.8338637040000001|-24.05928792|64.53435462|49.58366734|2466.513191|477.4206699|-978.6959108|1288.818257|-12.09177064|12.96695233|0.8695567329999999|5255.11762|92.36749461|-544.129679|26.08195789|0.012525773|-371.2392138|1173.6881050000002|1.0|1.0|4.06|2.23|0.1|21.0|-8.37|3.87|2.67|0.0|112.14|0.0|1.0|-4.58|27.0|4.0|352.39|1.0|1.0|3.02|2.64e-05|2.43e-05|0.0085799999999999|3.51|0.0|4.23e-09|1.49e-06|-0.05488|4.2383|3.53|3.7397|-1138.256361|600.2|1007.85|331.53|0.2871|0.6661|0.4997399999999999|2.1281|-0.20794|0.04004678|-1138.139635|25.0|7.6021
8a_a50|1|3.139870661|0.0|1|7.860570786|1|-0.0737162059999999|-0.00439531|-0.021959577|1|-0.0224366579999999|1.99158738|10.94501357|-0.058014797|2|2|0.007801731|-0.038971589|-0.11385159|-0.352654037|1|0.804535572|0.8718949979999999|0.7135713840000001|1|0.860876738|-0.069208148|0.278028663|0.018809422|133.8183888|0.139123262|70.12485884|-0.031655181|-20.91041439|0.0|0.751415713|-17.58335405|50.06249379|44.36511568|2206.356773|433.9235497|-622.2739931|1503.563342|-8.042467074|10.69309012|0.858162757|4638.284496|125.2985144|-313.6562159|21.23424244|0.017017336|-253.4513797|828.1354551|0.0|1.0|3.34|2.01|0.11|20.0|-6.32|3.63|3.71|0.0|94.75|0.0|1.0|-3.86|24.0|3.0|313.36|1.0|1.0|2.87|0.000138|7.48e-05|0.0234|2.95|0.0|4.82e-07|0.000151|-0.0280699999999999|5.622000000000001|2.69|4.1738|-1006.637067|548.47|912.7|297.06|0.18|0.3462199999999999|0.60625|3.5509|-0.20051|0.03479985|-1006.557694|47.0|7.3279
8_a1 (SB-202620)|0|3.296085365|0.0|0|6.86171134|0|0.106916453|-0.013785521|-0.226277123|1|-0.0443137679999999|0.0|10.94957568|0.037553634|1|1|-0.0106277489999999|-0.095271547|-0.042643966|-0.612004804|1|0.743088715|0.805476065|0.658433571|0|0.648967503|-0.117682533|0.174628594|0.015526845|208.2071465|0.351032497|199.1596945|-0.041081545|-33.88588996|64.70432539|0.7742395870000001|-37.88089785|70.8721358|75.57687443|2431.842132|368.1943149|-955.6189441|1736.664204|-13.22376193|13.67402758|0.839824062|5170.286136|128.0860757|-542.1742393|30.104091200000003|0.019645498|-311.18185800000003|1234.267739|0.0|0.0|2.74|2.21|0.0|23.0|-8.02|4.86|5.06|0.0|99.61|0.0|1.0|-4.94|27.0|5.0|359.35|0.0|1.0|3.7|1.14e-05|1.98e-05|0.00713|3.6|0.0|9.53e-09|3.42e-06|-0.0736899999999999|3.4052|5.32|3.4052|-1223.117248|586.27|977.87|364.11|0.5339|0.7026600000000001|0.7026600000000001|3.4563|-0.2105199999999999|0.16177304|-1223.014114|0.4|6.3979
12_a4|0|0.0|0.0|1|7.535296702|1|-0.1494133309999999|-0.0021497879999999|-0.271149771|2|-0.0334644329999999|1.587386096|10.31168324|0.028152112|1|1|0.009024784|-0.055590089|-0.085553511|-0.220286906|2|0.8157155359999999|0.8749408470000001|0.531333552|1|0.805238097|-0.070256284|0.636722126|0.01168879|15.80191019|0.194761903|115.5823166|-0.025916226|-26.30835499|7.519189887|0.717772573|-24.74343259|53.59101661|48.6306683|2927.48584|477.8721263000001|-753.6248824|1962.933988|-9.127388465|11.7599245|0.889574393|6390.233612|167.4891205|-447.2420348|21.42753878|0.015603795|-258.476202|1049.9494|1.0|1.0|3.41|2.94|0.23|21.0|-7.84|3.69|4.98|0.0|113.02|0.0|1.0|-4.18|29.0|5.0|404.48|0.0|1.0|3.3|6.57e-05|4.64e-05|0.0188|2.72|0.0|1.45e-08|5.85e-06|-0.06898|4.8592|6.12|3.8083|-1617.826064|640.67|1101.33|325.57|0.1194|0.63967|0.68825|7.8701|-0.2312199999999999|0.03555871|-1617.634733|9.29|5032.0
13f_a6|0|3.440154557|0.0|0|6.842683282|0|-0.088329567|-0.006930367|-0.008507023|2|0.04505613|1.651047524|10.95053349|-0.049928822|1|1|-0.001446486|0.079490516|-0.223618825|-0.466314952|2|0.77199166|0.834167942|0.790249345|1|0.863222493|-0.073352505|0.176745407|0.018554018|62.42897239999999|0.136777507|91.85971442|-0.032802223|-41.92004677|0.0|0.720711855|-33.08535238|75.61173794|61.72438096|2869.925064|579.7398537|-1123.527884|3253.287533|-14.79531062|15.13042752|0.6717890999999999|6128.208571|187.5697972|-754.5608419|30.56694343|0.0196449239999999|-296.4599736|1558.914115|1.0|1.0|3.56|2.21|0.08|27.0|-10.18|5.01|4.53|0.0|123.82|0.0|0.0|-5.11|32.0|5.0|417.47|0.0|1.0|3.19|7.74e-06|1.65e-05|0.00688|3.27|0.0|6.59e-11|2.75e-08|-0.07786|4.8413|3.36|3139.0|-1347.266914|711.29|1202.78|394.98|901.0|0.49643|0.70541|10.8469|-0.2059099999999999|0.03437105|-1347.0794119999998|42.0|7.3768
4_a27|0|0.0|0.0|2|6.823286122000001|0|0.082486268|-0.006181204|-0.058641975|2|-0.273119343|1.274166982|10.93736915|-0.01660383|1|1|0.010329671|-0.459570857|-0.341622797|-0.480852615|2|0.7853766809999999|0.842039655|0.614205449|1|0.852604338|-0.057748369|0.3485918529999999|0.0201467639999999|8.590238252999999|0.1473956619999999|76.31512503|-0.0281385239999999|-21.12083948|58.27512057|0.682485674|-15.48073439|51.33640873|40.33074472|2273.715366|441.4418013|-611.8944548999999|1213.060761|-7.543156957000001|10.82331334|0.799110312|4988.6278600000005|164.3952417|-316.8125922|21.34684457|0.020363697|-188.9664429|896.5674718|1.0|1.0|3.11|3.08|0.16|21.0|-6.22|2.94|2.8|0.0|97.55|0.0|1.0|-3.57|25.0|4.0|331.37|1.0|1.0|2.8|0.000266|0.000102|0.0339|2.55|0.0|6.04e-07|0.0002|-0.0449899999999999|5.5485|4.63|4.1288|-1083.119531|555.75|946.77|300.29|0.2002|0.36899|0.6089899999999999|2.7371|-0.21533|0.01877181|-1083.01571|4.0|8.3979
17_a47|1|3.011740664|0.0|0|6.605297921|0|-0.181485377|-0.003764469|-0.019259259|3|-0.105849578|1.699575434|10.9385382|-0.006331624|1|1|0.004477366|-0.180898239|-0.031505291|-0.3004189439999999|3|0.75807704|0.814790949|0.7666613659999999|1|0.852282407|-0.07185129|0.522140199|0.01291694|68.64478326|0.147717593|90.10552332|-0.02987808|-30.88080199|0.0|0.7457517659999999|-26.73455447|60.33408274|51.70735256|2672.497352|519.8795281|-911.2591113|1573.836082|-11.11708872|13.10144249|0.8569074879999999|5854.9736840000005|155.087622|-555.8544359|24.43867122|0.0159160889999999|-299.80980739999995|1221.9335609999998|0.0|1.0|3.44|2.39|0.08|27.0|-10.1|5.12|5.44|0.0|119.83|0.0|0.0|-5.4|30.0|4.0|392.46|0.0|1.0|3.85|3.98e-06|6.11e-06|0.0024|4.03|0.0|7.96e-11|3.12e-08|-0.04873|4.2784|3.07|4.2784|-1254.943823|656.78|1127.7|289.79|0.4308|0.6844100000000001|0.6844100000000001|3.4454|-0.22479|0.04130125|-1254.795084|5.0|8.3
