molecula|n9FaRing|SssssC|NaasN|nARing|SaasN|MATS2c|AATSC1c|SRW07|JGI4|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|MATS8d|SIC2|GATS1pe|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|DPSA5|DPSA3|TASA|WNSA4|FPSA1|GeomShapeIndex|PPSA1|DPSA4|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
8a_a8|0|0.0|1|1|1.4114120369999998|-0.021925912|-0.014658222|5.4161004020000005|0.040243056|-0.732911106|-0.0075336219999999|0.010118884|10.94671414|-0.0298924089999999|1|1|-0.005306541|0.044579097|-0.5028388229999999|1|-0.048064085|0.8220300859999999|0.7318727540000001|-78.93428863|-71.12928513|20.58762475|170.9592896|0.449170525|269.0155755|-0.049054408|-42.60049244|84.91322996|-2.256502762|86.57328508|99.52191337|329.9007832|-17.59585557|0.23579367|0.927876056|141.2206861|38.44444383|-316.4749864|529.053307|15.44399996|0.0|0.0|1.0|1.0|2.0|0.05|3.13|2.72|1.9|1.0|0.0|109.21|0.0|4.0|-4.4|30.0|5.0|-7.04|0.0|2.56|-4.14|16.0|7.28e-05|0.0292|0.0|1.74e-07|6.96e-05|-0.06922|6.1|3.1039|-1367.776863|620.68|1061.5|0.2035|269.43|476.69|0.4927399999999999|0.1729|-0.13015|5.4201|-0.19937|0.03213899|6.8427|11.34|4.9454|4.9454
22_a47|1|0.0|1|0|1.202720059|0.048272293|-0.010579222|4.727387819|0.043695652|-0.507802654|-0.006808306|-0.075111395|10.95023117|0.002716049|1|1|-0.004332497|-0.077468004|-0.538310301|2|0.004104478|0.890264057|0.591185263|-47.64347429|-52.67991531|13.07198749|12.19999546|0.301350868|177.81209280000002|-0.031744149|-31.08378631|54.21581266|-1.42848671|71.28682035|60.71546178|412.2379505|-11.05201291|0.390313552|0.8569791179999999|230.3045281|30.72175314|-129.440987|482.9384172|18.60690504|0.0|1.0|1.0|1.0|2.0|0.1|3.07|4.85|2.97|1.0|0.0|104.64|0.0|5.0|-4.44|29.0|6.0|-6.58|1.0|3.41|-4.38|0.0142|4.16e-05|0.0164|0.0|2.06e-08|8.11e-06|-0.0612399999999999|4.4|4017.0|-1375.05033|605.12|1027.32|0.3367|258.55|466.95|0.50316|0.0799|-0.16704|4.2485|-0.22828|0.02840507|5.7009|1.0|9.0|9.0
14e_a25|0|0.0|1|0|1.5926486519999998|0.039261746|-0.008591251|4.727387819|0.0389622639999999|-0.524066339|-0.00131452|0.002856489|10.93106299|0.011176663|1|1|-0.0005394919999999|0.010976703|-0.50909623|2|0.018432983|0.8322445820000001|0.6954126970000001|-73.99302943|-73.51338088|10.99497534|372.1805977|0.275949567|201.94039730000003|-0.038772226|-53.79722636|97.78313402|-2.2100168680000003|84.60373462|84.98800478|529.8614286999999|-20.76384175|0.1935531039999999|0.966676175|141.642515|35.18345194|-448.516796|811.3237836|11.09035375|1.0|1.0|1.0|1.0|2.0|0.07|3.65|4.02|1.69|1.0|0.0|134.35|0.0|7.0|-5.14|35.0|5.0|-6.96|0.0|3.02|-4.73|0.00337|1.86e-05|0.0085799999999999|0.0|7.31e-10|3.38e-07|-0.0538|6.51|3.9613|-1521.012915|760.96|1300.08|0.2409|212.19|596.96|0.31019|0.0007|-0.15787|5.3651|-0.2116699999999999|0.04875868|7.2625|75.0|7.1249|7.1249
12ab_a36|0|0.0|0|2|0.0|-0.064515677|-0.007034881|5.351858133|0.039951691|-0.408023082|0.000939229|-0.032623802|10.9540584|-0.029080933|1|1|0.002112069|0.0618552579999999|-0.4186639029999999|1|-0.051707317|0.888163057|0.8196353679999999|-54.63243106|-65.54680623|16.62527454|116.6804416|0.158944244|109.6369437|-0.033434841|-45.21303385|15.55386871|-1.805481415|82.3666474|71.2577056|580.1454645|-15.90828969|0.320974676|0.941700118|221.4026852|33.96451406|-246.9770378|708.5476357999999|16.81984117|1.0|0.0|0.0|1.0|2.0|0.17|3.14|1.95|1.59|1.0|0.0|133.27|0.0|6.0|-3.92|32.0|5.0|-7.21|0.0|1.8|-3.91|0.0503|0.000122|0.0515|0.0|8.95e-08|3.76e-05|-0.0523799999999999|3.23|3.8845|-1364.509957|712.73|1201.64|0.4451|319.17|564.58|0.69294|0.4451|-0.15699|3.6976|-0.2093699999999999|0.04167456|5.3228|11.0|7.9586|7.9586
13l_a6|0|0.0|0|1|0.0|0.03093879|-0.0143011819999999|5.351858133|0.0408037829999999|-0.858070925|-0.009326562|-0.037558466|10.95129637|-0.086595185|1|1|-0.006280295|0.144180269|-0.564860904|1|-0.1470289659999999|0.84018367|0.827754203|-82.24617981|-88.13242567|20.90615311|182.8275745|0.3569010139999999|248.6104661|-0.0451862259999999|-61.3913735|118.3485042|-2.53042863|100.8610837|103.1523329|447.9705372|-21.92549054|0.206328863|0.7413520309999999|143.7247666|39.65857501|-409.1314702|741.5222707|12.72865798|1.0|1.0|1.0|1.0|3.0|0.16|4.55|3.8|1.39|1.0|0.0|124.98|0.0|7.0|-5.49|33.0|5.0|-6.59|1.0|3.07|-4.77|0.00144|1.7100000000000002e-05|0.0075599999999999|0.0|1.29e-09|5.7e-07|-0.04885|5.41|3.5499|-1465.865882|735.52|1249.13|0.3115|338.07|578.91|0.7002|0.0165|-0.14562|7.2582|-0.19447|0.03092407|8.9893|385.0|6.4145|6.4145
9_a3|0|0.0|0|0|0.0|0.187952252|-0.007847313|4.727387819|0.034166667|-0.298197887|-0.004918099|0.065373003|10.31162238|0.023606557|1|1|-0.003863265|-0.216450234|-0.614170287|1|0.042154567|0.7327715159999999|0.865283439|-44.74600478|-39.28853824|3.469130065|223.4501605|0.15350225|72.17854599|-0.038196575|-18.47392835|72.50764604|-1.336880133|43.50933802|48.21513485|398.0331029|-8.445224386|0.1131403219999999|0.704792493|53.19989715|20.25176593|-363.8118546|349.6957191|4.220799781|1.0|1.0|1.0|1.0|1.0|0.0|4.9|4.62|2.42|1.0|0.0|92.69|0.0|2.0|-5.53|22.0|2.0|-5.21|1.0|3.7|-4.9|0.000899|1.25e-05|0.00379|0.0|5.5e-08|1.67e-05|-0.03999|3.28|3.7356|-1256.087705|512.44|857.36|0.2069|213.09|350.27|0.3639699999999999|0.1127|-0.15834|2.0863|-0.19833|0.0242342|2.6661|10965.0|4.96|4.96
16_a3|0|0.0|0|0|0.0|0.183636734|-0.010031024|4.727387819|0.045993266|-0.371147877|-0.010377537|-0.013328983|10.31163046|-0.018884246|1|1|-0.008409607|0.069124437|-0.614173961|2|-0.031683873|0.838125715|0.640070307|-53.7971544|-49.45999101|6.027544549|248.6415425|0.302520871|149.4199775|-0.041233465|-24.42909382|82.16042286|-1.401937796|56.56724056|59.82469895|344.4962834|-10.05903863|0.1703181989999999|0.941329444|84.12292796|24.54661368|-325.670405|328.71459869999995|7.107249553|1.0|1.0|1.0|1.0|1.0|0.0|4.74|4.57|2.26|0.0|0.0|90.44|0.0|2.0|-4.98|23.0|4.0|-5.89|1.0|3.5|-4.49|0.0033799999999999|3.2200000000000003e-05|0.0104|0.0|6.97e-08|2.25e-05|-0.07095|3.19|3.2208|-1371.388717|520.28|856.09|0.3866|384.94|368.22|0.6944100000000001|0.3866|-0.13195|2.8688|-0.2029|0.02847445|3613.0|42.0|7.3768|7.3768
16d_a32|1|0.0|0|0|0.0|0.170838661|-0.017249763|5.733341277|0.0421759259999999|-0.7589895790000001|-0.00839148|-0.134892903|10.31100273|-0.0517549079999999|3|3|-0.005427254|0.021406827|-0.68301199|0|-0.0847953219999999|0.916850163|0.7689748270000001|-53.23914436|-67.07571683|18.67986534|115.2070109|0.244506926|142.7146582|-0.036437402|-39.15098916|48.61700321|-1.493933474|86.50964771|71.91900971|440.9688416|-12.41372827|0.384250302|0.79521327|224.2805611|34.53986301|-135.1223777|457.7130665|19.43393087|1.0|0.0|1.0|1.0|2.0|0.18|5.26|3.82|0.65|1.0|0.0|102.33|1.0|6.0|-5.65|26.0|5.0|-6.62|1.0|3.12|-4.18|0.000856|6.659999999999999e-05|0.0257|0.0|2.55e-07|9.84e-05|-0.05068|3.78|3.6271|-1877.360551|621.59|1023.44|0.2915|341.83|489.97|0.70217|0.2915|-0.15009|3.2048|-0.20077|0.02818209|3.8853|8.0|8.1135|8.1135
3m_a32|1|0.0|0|1|0.0|0.013867955|-0.006290106|5.733341277|0.03962963|-0.3082152019999999|-0.000514191|-0.084132138|10.31100268|-0.078038283|3|3|0.000822186|-0.065422345|-0.49476131|0|-0.126422018|0.872498916|0.6672533589999999|-50.60363458|-56.15082133|8.029854976000001|92.61088121|0.201976727|120.7751424|-0.027127559|-33.57626169|0.0|-1.220740175|67.1606709|58.63348955|477.1904954|-9.699808932|0.325531778|0.882303773|194.65681730000003|24.05057475|-208.6520032|554.9424306|11.00984957|1.0|0.0|1.0|1.0|1.0|0.3|7.02|5.35|1.74|2.0|0.0|110.36|0.0|3.0|-5.94|27.0|4.0|-6.17|1.0|4.12|-4.86|0.000449|1.39e-05|0.00547|0.0|4.190000000000001e-08|1.65e-05|-0.05731|5.1|3.5749|-1863.502681|641.52|1073.31|0.2952|346.82|484.34|0.7026600000000001|0.2952|-0.14835|5082.0|-0.2056599999999999|0.0339106999999999|8.0755|23.0|7.6383|7.6383
14c_a22|0|0.0|1|0|1.596256692|-0.134137693|-0.005236206|4.727387819|0.038137255|-0.298463715|0.003784292|-0.023927419|10.9464374|0.006275578|1|1|0.004362505|-0.047249795|-0.364626967|2|0.010828071|0.8353837409999999|0.639264982|-48.57709197|-57.64986681|17.68831053|36.22825261|0.133423541|96.05497587|-0.030217952|-41.50359456|78.22334636|-1.60155147|75.5139152|66.26540251|623.8702703|-15.66173379|0.33831271|0.8592469290000001|243.5598613|32.87756477|-232.8055235|731.8178649|17.86404838|0.0|1.0|1.0|1.0|1.0|0.08|3.9|4.18|1.08|1.0|0.0|128.77|0.0|6.0|-4.86|34.0|6.0|-6.96|0.0|2.98|-4.62|0.00618|2.4e-05|0.0107|0.0|5.269999999999997e-10|2.35e-07|-0.07399|4.79|3.6741|-1460.602657|715.52|1241.55|0.5079|216.15|575.8|0.3078|0.0694|-0.15408|7.3824|-0.22807|0.03150011|9.04|153.0|6.8153|6.8153
12aa_a36|0|0.0|0|2|0.0|0.033952382|-0.011588438|5.351858133|0.042560386|-0.672129428|-0.006653538|0.010538281|10.95446449|-0.013898809|1|1|-0.004569485|0.0620143779999999|-0.53315493|1|-0.023185884|0.888163057|0.849217847|-72.94175494|-80.19356964|16.1504726|132.3194611|0.3110547589999999|212.7097172|-0.04126187|-54.83906299|109.0001157|-2.228140982|96.18613736|89.09222754|471.12395210000005|-19.29522587|0.2686642589999999|0.812554922|183.7216658|38.58180913|-316.3903377|689.2886595|15.99256772|0.0|0.0|0.0|1.0|3.0|0.13|1.92|0.98|1.28|1.0|0.0|131.85|0.0|6.0|-3.52|32.0|5.0|-7.79|0.0|1.15|-3.45|129.0|0.000359|152.0|0.0|7.19e-07|0.000305|-0.05111|3.88|3.8899|-1401.662677|701.99|1183.76|0.4446|318.73|520.19|0.6931|0.4446|-0.15718|3.5904|-0.20829|0.04550032|4.7433|9.0|8.0458|8.0458
3i_a32|1|-4.547725143|0|0|0.0|-0.157360524|-0.012358668|5.733341277|0.05052381|-0.4449120629999999|-0.0131506889999999|-0.26785886|10.3110028|0.022524712|3|3|-0.0106761939999999|-0.8373173840000001|-0.537667101|0|0.030060554|0.902293804|0.54844677|-49.17963359|-59.72706743|8.064907632|60.99385995|0.106172013|55.97682661|-0.044627482|-31.48976464|0.201037767|-1.472706897|71.27609889|57.24454122|471.2508776000001|-12.4050588|0.22927653|0.732035793|120.8809386|30.52825775|-285.465827|318.0257595|11.54903146|1.0|0.0|1.0|1.0|1.0|0.13|6.76|6.29|2.09|2.0|0.0|88.28|0.0|3.0|-6.27|24.0|6.0|-5.53|1.0|4.37|-5.16|0.000197|6.85e-06|0.00251|0.0|1.0900000000000001e-07|4.01e-05|-0.06518|3.38|3642.0|-1891.833327|530.5|876.0|0.4765|340.43|418.24|0.70322|0.4765|-0.1476|2494.0|-0.21278|0.02199999|3.8572|6.0|8.2366|8.2366
19i_a38|0|0.0|0|2|0.0|-0.125335237|-0.008447598|5.351858133|0.043197531|-0.4561702689999999|-0.006877664|-0.074033381|10.96052467|-0.053762162|1|1|-0.004358975|0.215263198|-0.430016467|1|-0.087904124|0.892249657|0.632625562|-51.15830416|-69.40536597|13.83587388|137.7658863|0.252841593|154.953787|-0.040770109|-42.53502816|10.71501217|-2.038505453|82.98550237|64.99417804|457.89548719999993|-15.31261014|0.258076158|0.800346329|158.161786|33.67721904|-296.5257022|593.6088758|13.5801364|1.0|1.0|1.0|1.0|3.0|0.14|3.55|3.11|2.78|1.0|0.0|125.65|0.0|5.0|-4.25|31.0|5.0|-6.81|1.0|3.04|-4.33|0.0238|4.67e-05|0.0196|0.0|7.599999999999999e-08|3.19e-05|-0.0564799999999999|3.66|3.6129|-1431.415351|641.31|1101.03|0.2156|217.36|457.26|0.4342|0.1886|-0.14872|6.6636|-0.2052|0.03110827|8.6365|13.0|7.9031|7.9031
12f_a36|0|0.0|0|2|0.0|-0.066269699|-0.006773586|5.351858133|0.039061728|-0.40641518|0.003676818|0.012286423|10.95389399|-0.06756661|1|1|0.0045625|0.182557897|-0.438198895|1|-0.1188384119999999|0.8700396090000001|0.857993338|-46.86832019|-66.16123807|11.77610852|43.53853176|0.156443092|103.2191714|-0.035813075|-43.65234724|0.835268043|-2.00553221|76.51015325|58.64442871|556.5681681|-15.59012402|0.219698129|0.8665086190000001|144.9540437|30.28188764|-369.879252|729.1873176|10.34891518|1.0|0.0|0.0|1.0|2.0|0.21|3.62|2.45|2.45|1.0|0.0|133.52|0.0|6.0|-4.61|31.0|4.0|-6.33|0.0|2.4|-4.57|0.0102|2.6600000000000003e-05|0.0109|0.0|4.38e-08|1.7899999999999998e-05|-0.05035|3.87|3.6545|-1311.57896|699.88|1195.77|0.4374|237.95|545.55|0.37095|0.0231|-0.15011|5.9228|-0.20046|0.02879265|7.8454|11.0|7.9586|7.9586
16b_a32|1|0.0|0|0|0.0|0.0873104119999999|-0.008469352|5.733341277|0.041958333|-0.423467596|-0.008277865|-0.018753196|10.31100078|-0.0657820279999999|3|3|-0.00180101|-0.023602065|-0.586122949|0|-0.098450203|0.907055332|0.6762731040000001|-56.84546999|-69.39772428|10.12961779|53.96132589|0.253462496|162.40756509999997|-0.0345657579999999|-44.4669946|9.827907321|-1.624590613|80.37824892|66.97508778|478.3482386|-14.19159402|0.252363732|0.709394251|161.7035261|29.62431176|-317.3487516|597.8890744|10.98052464|1.0|0.0|1.0|1.0|2.0|0.28|5.4|4.88|0.41|1.0|0.0|114.43|1.0|7.0|-6.28|28.0|6.0|-6.72|1.0|3.26|-4.55|0.000225|2.84e-05|0.0123|0.0|2.54e-08|1.1e-05|-0.05946|6.37|3.6211|-2315.990437|676.92|1137.73|0.2849|342.39|567.01|0.70233|0.2849|-0.14995|4.4055|-0.2094099999999999|0.03900066|7.0093|17.0|7.7696|7.7696
5b_a49|0|0.0|1|2|2.119588967|0.1108916119999999|-0.007610481|5.777652323|0.034466231|-0.418576471|0.005836378|-0.0695402359999999|10.9297646|0.059834711|1|1|0.006696215|-0.12209302|-0.515894968|2|0.099724518|0.839963111|0.666573331|-41.03213895|-44.96093486|11.94347454|170.0796998|0.203066756|119.3565117|-0.026008|-26.42668087|69.07083505|-1.300400018|59.85065205|52.97561349|468.4133145|-8.985071494|0.3913052589999999|0.905459892|229.9974239|25.1139312|-127.7749783|612.7019937000001|14.88971719|0.0|1.0|1.0|1.0|1.0|0.22|2.98|2.87|2.07|1.0|0.0|122.26|0.0|3.0|-3.3|30.0|4.0|-7.24|1.0|2.58|-3.93|0.1969999999999999|0.000118|0.0468|0.0|5.79e-08|2.3e-05|-0.04453|3.92|3.9209|-1292.139616|633.92|1093.32|0.4653|240.03|451.32|0.39241|0.0747|-0.1624799999999999|4.3767|-0.20701|0.03937634|6.1996|28.0|7.5528|7.5528
14q_a23|1|0.0|2|0|3.292130907|0.141057047|-0.0101981219999999|5.351858133|0.044138322|-0.5608967029999999|0.002243702|-0.058543701|10.31321757|-0.056324491|2|2|0.002496501|0.121109106|-0.573130981|2|-0.089657283|0.871119857|0.7333675390000001|-61.51997721|-66.16349731|14.81701129|350.836102|0.226805402|155.7136729|-0.039682061|-45.42467289|97.13675614|-2.023785094|79.42966327|76.3369885|530.8381985000001|-18.70427707|0.222659101|0.893957277|152.86702240000002|35.04742005|-380.8178266000001|693.3423458|13.26616596|0.0|0.0|1.0|1.0|2.0|0.04|2.57|3.12|2.28|1.0|1.0|128.38|1.0|6.0|-5.21|33.0|5.0|-7.33|0.0|2.62|-4.39|0.00278|4.03e-05|0.0183|0.0|1.11e-07|5.03e-05|-0.08159|4.19|3.6431|-1798.645459|714.22|1222.17|0.4943|340.33|554.59|0.5949|0.4943|-0.14854|8375.0|-0.23013|0.03458552|12.0503|16.0|7.8069|7.8069
21_a12|0|0.0|0|1|0.0|0.04375233|-0.008833375|4.59511985|0.037992832|-0.362168355|-0.003879878|-0.01367083|10.31140747|-0.0546514309999999|1|1|-0.001825446|-0.388196876|-0.522951134|2|-0.099516604|0.89838263|0.859899236|-34.60932333|-50.37198585|6.154473157000001|75.46830038|0.15172224|76.35009799|-0.036878492|-25.34833425|0.0|-1.401382713|59.10840872|40.76379649|426.8727514|-9.338859985|0.229181643|0.8993077970000001|115.3294396|24.07584081|-272.5639702|380.2468615|8.736422872|1.0|1.0|1.0|0.0|1.0|0.12|4.01|2.25|1.82|0.0|0.0|98.16|0.0|3.0|-3.82|23.0|4.0|-6.45|1.0|2.68|-3.76|48.0|0.000173|0.0551|0.0|1.67e-07|5.3200000000000006e-05|-0.0546899999999999|2.56|3.9971|-1327.479547|539.67|893.17|0.3665|264.64|397.31|0.59386|0.1668|-0.16784|2327.0|-0.22253|0.02758166|3.2551|22.0|7.6576|7.6576
33_a47|1|0.0|1|0|1.758479676|-0.229935275|-0.004263267|4.727387819|0.034691358|-0.183320497|0.002212256|-0.033554816|10.98214099|0.0741098479999999|1|1|0.003634698|-0.26447859|-0.270498605|3|0.1186944519999999|0.8913954909999999|0.607650682|-32.1568697|-44.81989209|11.96072985|30.94680001|0.1802998689999999|96.50148984|-0.0272154529999999|-23.98884914|0.0|-1.088618103|60.65229445|44.11759955|438.726241|-7.79637597|0.42318652|0.854471925|226.5011607|25.25333652|-82.22540944|388.178924|15.83240237|0.0|1.0|1.0|1.0|1.0|0.11|2.96|4.04|1.52|0.0|0.0|94.28|0.0|3.0|-3.26|25.0|5.0|-6.78|1.0|2.69|-3.72|183.0|0.000192|0.0643|0.0|8.339999999999999e-08|2.79e-05|-0.05462|2.06|4.1869|-1123.16428|566.29|934.34|0.2566|296.13|423.52|0.67508|0.2566|-0.15985|4.5647|-0.21447|0.02924367|6.2284|4.0|8.4|8.4
4_a4|0|0.0|1|1|2.156628874|-0.183963421|-0.001234337|5.4161004020000005|0.036775068|-0.058013858|0.011760626|-0.110597574|10.92992837|-0.037623601|1|1|0.0112367389999999|-0.035166634|-0.157959343|2|-0.063012715|0.8306695270000001|0.636572383|-25.64211031|-35.41518716|4.4155367960000005|13.70182982|0.0667239759999999|34.37786704|-0.0255766729999999|-18.24679326|42.42341622|-1.099796957|40.86951119|30.05764711|480.8472306|-6.78950447|0.2062820269999999|0.66251148|106.2816773|16.60255217|-302.661743|462.1867149|5.454324025|1.0|1.0|0.0|1.0|0.0|0.19|4.52|4.41|2.66|1.0|0.0|100.08|0.0|2.0|-4.12|25.0|3.0|-5.79|1.0|3.64|-4.57|0.0248|2.69e-05|0.00877|0.0|2.71e-08|8.85e-06|-0.04865|3.24|4.0261|-1029.960398|566.84|960.45|0.1106|230.37|394.06|0.55032|67.0|-0.1696599999999999|2.6814|-0.21831|0.02323788|3.1195|78.0|7.1079|7.1079
7d_a10|0|0.0|1|1|2.087763133|-0.117302383|-0.00179944|5.4161004020000005|0.041369509|-0.0845736919999999|0.00870171|-0.071185424|10.929819300000002|-0.0325418129999999|1|1|0.008513576|-0.09209689|-0.2018053139999999|2|-0.051603612|0.869684772|0.525816226|-31.47566249|-37.61597161|5.567989142999999|12.32220006|0.158947933|84.32774259|-0.024733154|-19.95666068|89.87999909999999|-1.063525614|45.08492005|37.04365163|446.2091497|-6.961625817000001|0.270414577|0.938419104|143.4649092|17.98535187|-243.607074|460.1866123|7.468948447000001|1.0|1.0|1.0|1.0|0.0|0.19|4.92|4.97|3.04|1.0|0.0|100.04|0.0|2.0|-4.22|26.0|4.0|-5.83|1.0|3.95|-4.72|0.0206|1.9e-05|0.00654|0.0|1.46e-08|5.04e-06|-0.05634|3.49|3.8856|-1129.198363|574.87|970.29|0.2593|212.18|417.68|0.32059|0.0941|-0.1633099999999999|3.0178|-0.21965|0.02250617|3.4695|928.0|6.0325|6.0325
4R4l_a46|0|0.171853072|1|1|2.155247543|-0.058870177|-0.004736212|5.587248657999999|0.049498645|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|1|1|0.006162668|-0.1012114369999999|-0.3888343979999999|1|-0.229089688|0.762625193|0.7936534740000001|-49.12015477|-45.96797819|3.844966512|177.33836430000002|0.103346328|56.0891211|-0.02989332|-24.94818681|0.0|-1.524559305|49.44228224|52.96512128|486.6405745|-8.805242402000001|0.121701516|0.8412270820000001|66.05102684|18.4720714|-410.6276419|579.2365607|3.474304058|1.0|1.0|1.0|1.0|1.0|0.36|4.64|5.02|3.06|1.0|0.0|105.77|0.0|3.0|-5.28|26.0|3.0|-5.23|1.0|4.09|-5.11|0.00182|7.78e-06|0.0027|0.0|9.980000000000001e-08|3.47e-05|-0.0212699999999999|4.99|4.1152|-1092.75416|584.44|1038.78|0.1678|266.65|498.78|0.40548|0.0851|-0.17475|2.1973|-0.19602|0.02589231|2.3035|137.0|6.8633|6.8633
11b_a5|0|0.0|0|0|0.0|-0.2023158669999999|-0.003900104|4.59511985|0.023988604|-0.1833048739999999|0.006121601|-0.118167947|10.94877958|-0.0536971829999999|1|1|0.005685558|-0.108457009|-0.252164213|2|-0.106187688|0.8645824520000001|0.682032125|-45.82509318|-48.42513182|9.829471091|55.25128526|0.126268949|75.80248447|-0.029332646|-29.07084703|1.880682804|-1.290636432|62.16286481|55.65456427|524.5231302|-10.5712171|0.33175528|0.83867925|199.1611925|26.35133256|-202.0032297|504.9898148|13.73773299|1.0|1.0|1.0|1.0|1.0|0.1|5.38|4.82|2.01|2.0|1.0|106.58|0.0|6.0|-4.65|27.0|4.0|-6.03|1.0|3.68|-4.69|0.00853|2.04e-05|0.00767|0.0|7.109999999999997e-10|2.68e-07|-0.0418399999999999|3.31|4.1982|-1564.761898|635.55|1063.35|0.5806|275.55|511.28|0.61027|0.2013|-0.17107|1.9569|-0.21291|0.03575776|2.8531|19.0|7.7212|7.7212
1_a15|0|0.0|0|0|0.0|-0.22215316|-0.0084598019999999|0.0|0.0381893|-0.541427319|0.001244652|-0.068297833|10.95880609|-0.000905902|0|0|0.003816011|0.096086011|-0.34192045|2|-0.001544849|0.74357498|0.795437721|-44.01415991|-72.24770503|16.94887506|121.3844816|0.124276535|80.34898605|-0.031142386|-46.71058649|63.14412039|-1.899685524|90.40184737|60.96303497|566.1848585|-13.01770443|0.394072483|0.77926144|254.7811976|33.22939752|-136.9714493|851.7423982|18.15414234|1.0|1.0|1.0|1.0|1.0|0.19|5.46|6.32|2.2|3.0|0.0|132.94|0.0|8.0|-6.55|34.0|6.0|-5.38|0.0|4.68|-5.97|0.00013|1.08e-06|0.000495|0.0|9.53e-11|4.36e-08|-0.04142|4.68|3.2188|-1510.136281|697.35|1271.06|0.2464|282.85|598.34|0.64662|0.0061|-0.1365|1.2218|-0.17792|0.01894559|2.3261|44.0|7.3565|7.3565
12k_a30|0|0.0|0|2|0.0|-0.001755273|-0.007818038|5.351858133|0.042739018|-0.44562817|0.0043261129999999|0.067265077|10.31162844|-0.038714845|1|1|0.0053380919999999|-0.240110949|-0.4186541|1|-0.067714819|0.883029843|0.7933543279999999|-52.35426525|-65.04897323|16.01752015|106.8195439|0.184916442|122.5057244|-0.035199567|-43.09444587|0.0|-1.865577056|80.03127603|68.37178540000001|539.9866061|-15.44895229|0.291863802|0.893775698|193.3575303|32.93073182|-275.77726980000006|704.0353382000001|14.9823028|1.0|0.0|1.0|1.0|1.0|0.17|3.89|2.63|2.51|2.0|0.0|133.77|0.0|6.0|-5.44|31.0|5.0|-6.19|0.0|2.57|-4.93|0.00154|1.19e-05|0.0050799999999999|0.0|1.84e-07|7.87e-05|-0.05055|3.58|3.4715|-1690.302721|710.82|1200.31|0.2257|238.62|564.62|0.39318|0.1512|-0.14743|4.9516|-0.19798|0.03357755|5.0736|24.0|7.6144|7.6144
12i _a30|0|0.0|0|2|0.0|0.04580336|-0.00691453|5.351858133|0.043848238|-0.366470081|0.00372838|0.0109710489999999|10.31162888|-0.072247675|1|1|0.003603419|-0.172434349|-0.469854551|1|-0.1240820219999999|0.888213143|0.7463962120000001|-50.00086637|-63.00408424|10.32233418|84.78576301|0.156570866|102.235113|-0.037414255|-41.13938837|0.0|-1.833298476|72.59006433|60.32320054|550.7287204|-15.95200773|0.193700903|0.92270764|126.4796844|30.29912252|-400.0044646|652.8825454|9.585980094|1.0|0.0|1.0|1.0|1.0|0.14|4.47|3.27|3.31|2.0|0.0|132.29|0.0|5.0|-5.93|30.0|4.0|-5.75|1.0|3.11|-5.44|0.0005139999999999|3.61e-06|0.00156|0.0|6.03e-08|2.61e-05|-0.05465|4.45|3.5242|-2035.373964|691.59|1167.27|0.2384|246.2|542.74|0.43157|0.1577|-0.14945|2.5397|-0.2041|0.03436093|3.0033|16.0|7.8013|7.8013
