molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|WNSA2|FPSA5|DPSA2|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|Log S (ESOL)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
1m_a5|0.0|0|0|2.934162514|6.605297921|0|1.3047206409999998|0.0|-0.252787668|4.59511985|2|0.026339869|-0.07112464|0.0|0.006422789|10.94856032|1|0.00520748|-0.118494698|0.042813643|0.07132816|2|0.63664685|0|0.8823955520000001|-0.070959368|-0.071478865|-37.380714700000006|-37.65438054|4.7571353730000006|154.6334216|61.95289543|-19.83596661|2.506013299|0.235629561|0.73847373|-19.69180207|46.74648368|-15.26528941|464.8375158|-564.8157081|-8.041608085|0.26152627|13.35855701|-297.5394992|0.0172594319999999|764.8419772000001|1.0|1.0|1.0|1.0|0.0|-8.63|5.11|4.85|2.4|95.5|0.0|3.0|-4.52|24.0|332.79|0.0|-4.74|3.69|0.0|2.35e-09|3.48|4.3983|-1410.912452|553.42|423.2|0.45426|-1410.783167|-0.1778|1939.0|-0.22857|0.03223201|-1410.833395|43.0|7.3665|7.3665
4n_a46|0.0|0|0|0.0|7.825245291|1|1.13463699|2.093595994|-0.061148449|5.587248657999999|0|0.045335917|-0.2264394139999999|0.0|0.004988019|10.94021058|1|0.0042595609999999|-0.349865095|0.070558373|0.109017734|0|0.7427183759999999|0|0.903145407|-0.103381106|-0.085838139|-56.80797266|-47.16810275|4.629240193|172.8490949|53.22165035|-25.91889741|2.543769935|0.0|0.863203663|-31.21601103|51.4039205|-17.06080312|496.2788787|-801.8577467|-9.374920341|0.136796337|9.921794991|-440.621256|0.0077084869999999|928.9322794|1.0|1.0|1.0|1.0|0.27|-6.67|4.33|4.94|2.99|102.92|0.0|2.0|-5.43|26.0|343.42|0.0|-5.1|4.41|0.0|2.14e-07|4.57|3953.0|-1090.343872|578.83|502.02|0.7025|-1090.098769|-0.16641|6.2318|-0.20685|0.04131598|-1090.151267|5194.0|5.2845|5.2845
12y_a30|0.0|0|0|0.0|7.412764017000001|2|0.604984019|0.0|0.048343649|5.351858133|2|0.044197531|-0.089502772|0.0|0.00604028|10.31162818|1|0.006346396|-0.153680104|-0.053700437|-0.0922059569999999|1|0.803183654|0|0.8489185109999999|-0.070903795|-0.091248521|-47.598277|-61.25585229|10.05775555|85.17057711|101.4221952|-41.1215369|6.751850651|0.0|0.820108145|-31.95309886|69.55490151|-23.38859815|569.8856940000001|-1286.372898|-15.70095045|0.179891855|14.55517927|-863.552275|0.012362508|1568.540572|1.0|1.0|0.0|1.0|0.21|-7.38|4.87|3.23|3.25|137.21|0.0|5.0|-6.04|31.0|426.54|0.0|-5.46|4.6|0.0|4.12e-08|4.45|3.4718|-1654.41361|728.75|585.59|0.6864399999999999|-1654.125015|-0.1475|4.7043|-0.19815|0.0311422|-1654.190369|22.0|7.6576|7.6576
2_a27|0.0|0|0|0.0|6.605297921|0|1.402655014|3.250529415|0.09890645|4.59511985|2|0.0427777779999999|-0.196529806|1.267636369|0.009338889|10.93783218|1|0.00988756|-0.337316432|-0.21066171|-0.361571905|2|0.60904903|1|0.8468699609999999|-0.058444848|-0.081513931|-29.42169804|-41.03489597|9.972342226|9.194894069|77.08713259|-20.65736087|5.020172886|53.58106492|0.6684621829999999|-14.81116546|52.43208086|-14.73047548|426.3224749|-574.4885436000001|-7.415462877|0.331537817|9.527176544|-289.2030522|0.022639983|859.4181658|0.0|0.0|1.0|0.0|0.11|-5.84|2.43|2.49|2.42|92.58|0.0|2.0|-3.19|24.0|317.34|0.0|-3.7|2.18|0.0|1.45e-06|4.32|4.1624|-1043.821085|538.57|420.7|0.55857|-1043.665151|-0.16769|4.7049|-0.21702|0.02268519|-1043.715364|13.0|7.8861|7.8861
2_a4|0.0|0|0|0.0|6.605297921|1|1.189716144|0.0|-0.072708147|4.59511985|1|0.037777778|0.08246129|0.0|-0.001386521|10.95268469|0|-0.0016168089999999|0.127695325|0.147657684|0.228655117|1|0.912872667|0|0.742518847|-0.117395215|-0.105102755|-49.45826819|-44.27948986|2.667094277|166.102249|108.4760726|-18.65482233|1.123639184|0.0|0.843107708|-20.83662681|48.93681624|-15.98981578|312.82106489999995|-575.6333682|-6.736463618999999|0.156892292|7.800989232999999|-242.5126903|0.011054731|682.7518749|0.0|1.0|0.0|2.0|0.27|-4.83|2.12|0.83|1.63|79.59|0.0|2.0|-2.18|19.0|253.3|0.0|-2.77|1.62|0.0|1.4800000000000002e-05|2.46|3.2230000000000003|-819.9326497000001|458.73|333.36|0.6885600000000001|-819.771754|-0.14614|1.7717|-0.16226|0.033037353|-819.8174190000001|31.0|7.5086|7.5086
1e_a5|0.0|0|0|2.953259375|6.605297921|0|1.427503886|0.0|-0.260066152|4.59511985|2|0.027873016|-0.080321049|0.0|0.008031558|10.94440038|1|0.007357977|-0.133677441|0.034752304|0.0578378779999999|2|0.6977404359999999|0|0.8805795|-0.06795194|-0.069725333|-35.30075748|-36.22202792|4.461204261000001|159.537038|62.03846573|-18.81719677|2.317577542|0.0|0.7473936259999999|-18.33860051|44.38364879|-14.48881117|457.4574833|-579.5524467|-7.526878708|0.2526063739999999|12.39753333|-301.0751483|0.0157106539999999|775.4313476|1.0|1.0|1.0|1.0|0.05|-8.41|4.99|4.51|2.13|95.45|0.0|3.0|-4.25|24.0|312.37|0.0|-4.45|3.43|0.0|3.87e-09|3.17|4.4292|-990.6320386|560.58|427.87|0.51802|-990.471803|-0.18105|1916.0|-0.22291|0.0313740589999999|-990.522307|191.0|6719.0|6719.0
3_a4|0.0|0|0|0.0|7.535296702|1|1.343866299|2.147369615|-0.241609351|5.4161004020000005|2|0.033760684|-0.07806942|2.180369373|0.011825591|10.92992985|1|0.011276682|-0.129930078|-0.048796855|-0.08121207|2|0.623172012|1|0.919804716|-0.052578183|-0.06572153|-25.5405205|-31.92506825|5.133610255|12.23442244|38.95587796|-15.5080075|2.493716402|40.30885999|0.7196876640000001|-12.40663231|39.38579676|-11.97190059|446.8068266|-478.8760237|-5.815502811|0.280312336|8.486341272999999|-232.6201124|0.015358792|665.3942366|1.0|1.0|1.0|0.0|0.15|-7.19|4.02|4.11|2.44|95.12|0.0|2.0|-3.7|24.0|312.37|0.0|-4.26|3.12|0.0|6.49e-08|2.66|4.0639|-990.6395508|535.44|350.36|0.58615|-990.467184|-0.17005|2681.0|-0.21969|0.024645265|-990.514888|104.0|6983.0|6983.0
2_a1|0.0|0|0|0.0|7.535296702|1|1.348828131|2.233384354|-0.049975995|5.4161004020000005|1|0.0409444439999999|-0.1056298369999999|0.0|0.001576763|10.9520472|1|0.003205156|-0.237981258|-0.145015842|-0.326716897|1|0.5574897879999999|0|0.808210065|-0.0622285999999999|-0.077270452|-28.32386891|-35.17029414|5.135384136|6.281701359|87.29479691|-16.00805425|2.337413146|84.54541681|0.6944040029999999|-12.89184641|43.24570924|-12.05838656|367.8635872|-422.0435297|-5.488475744|0.305595997|8.779158091000001|-192.096651|0.017741989|607.7780769999999|1.0|1.0|1.0|0.0|0.18|-6.18|4.0|4.12|2.49|79.77|0.0|2.0|-3.06|21.0|279.31|0.0|-3.78|2.76|0.0|6.64e-07|3.31|4.0877|-920.2093796|489.42|355.79|0.7007899999999999|-920.078239|-0.1686|3.5853|-0.19826|0.024658671|-920.123726|5.8|5.2366|5.2366
17b_a25|0.0|0|0|0.0|6.842683282|0|1.3732004619999998|1.785120622|0.001256821|4.727387819|2|0.042843137|-0.026412432|1.968416259|0.005120507|10.93106294|1|0.005244553|-0.044260194|-0.044156525|-0.073994564|2|0.636746066|1|0.882170399|-0.068207754|-0.079392561|-51.71860811|-60.19950116|12.04068508|99.61874923|89.34443096|-45.64634114|9.129863339|87.61586206|0.724866184|-39.21569422|73.52844745|-22.17876359|668.9067217|-1264.189524|-16.81707305|0.275133816|18.52147096|-958.573164|0.0175785369999999|1744.031591|1.0|1.0|1.0|1.0|0.11|-10.04|4.88|5.18|2.0|135.78|0.0|7.0|-5.32|35.0|458.51|0.0|-5.07|3.61|0.0|9.08e-11|5.89|3961.0|-1483.873254|781.08|654.18|0.6594800000000001|-1483.563965|-0.16408|3.5074|-0.21939|0.04272963|-1483.630939|101.0|6.9957|6.9957
13_a1|0.0|0|0|3.409865599|7.423568444|1|1.430073963|0.0|-0.046530797|5.351858133|1|0.036382114|0.1129747169999999|0.0|-0.008672236|10.94989555|1|-0.005924486|0.1769162319999999|-0.07665159|-0.120034915|1|0.833702788|0|0.6794604670000001|-0.111667908|-0.10668313|-64.94184903|-62.04288975|19.62059449|148.7311076|186.4137189|-36.08180773|11.41059871|528.3795274|0.7082629840000001|-37.76773325|77.55889436|-23.43842502|395.1486144|-1054.729126|-13.63090514|0.291737016|14.33466671|-613.3907313999999|0.026679865|1489.177255|1.0|1.0|1.0|2.0|0.09|-7.94|4.75|3.87|1.74|104.88|0.0|4.0|-4.29|28.0|371.39|0.0|-4.34|2.94|0.0|1.14e-08|3.17|3.4483|-1238.395767|613.52|472.52|0.69782|-1238.174491|-0.13921|2.7595|-0.18883|0.0284695999999999|-1238.22919|0.26|6585.0|6585.0
14b_a23|0.0|1|1|0.0|7.423568444|0|1.197963628|3.2475997860000003|0.065240838|5.351858133|2|0.043538647|0.0519489729999999|0.716540473|0.007671236|10.31321824|2|0.0075222369999999|0.121308009|-0.073945564|-0.17267308|2|0.5935522360000001|1|0.8462596590000001|-0.063267638|-0.082441268|-41.01458464|-53.44429544|13.26014776|40.76245006|99.66542762|-34.64639496|8.596171261|84.36242964|0.774359705|-26.58857202|64.97993029|-22.74225338|548.6057241000001|-1068.885909|-14.74314679|0.225640295|14.26820636|-692.9278992000001|0.01779446|1380.34805|0.0|1.0|1.0|1.0|0.05|-7.67|3.78|4.58|3.4|120.24|0.0|5.0|-5.58|31.0|429.47|0.0|-5.11|3.68|0.0|2.14e-08|3.72|3706.0|-1729.161608|673.05|525.66|0.58097|-1728.9300010000002|-0.15064|6.8752|-0.2286699999999999|0.02188578|-1728.9893510000002|4.0|8.3536|8.3536
5g_a40|0.0|0|0|0.0|8.149890544|0|0.604913142|1.534673091|0.0094595959999999|6.167516491000001|0|0.044946237|-0.0602779129999999|0.64025463|-0.012794054|10.31198315|2|-0.012008571|-0.104356485|0.07917206|0.137067086|0|0.7733200179999999|1|0.67772744|-0.153687065|-0.14338431|-72.93994279|-68.05025116|11.83520323|216.425542|152.9506864|-32.29667648|5.616992201|0.0|0.745349319|-34.61732609|80.22859145|-23.39227384|321.64971460000004|-748.5527627|-11.10198254|0.254650681|12.10939827|-355.2634413|0.025660198|1004.297909|0.0|1.0|0.0|2.0|0.21|-2.89|2.69|2.5|0.74|78.2|0.0|3.0|-4.24|21.0|301.32|0.0|-3.37|2.17|0.0|0.0013|4.02|3.48|-1328.055803|489.04|367.19|0.6563|-1327.9345529999998|-0.14505|4.9132|-0.19908|0.04070345|-1327.982732|123.0|6.9101|6.9101
12_a15|0.0|0|0|0.0|0.0|0|1.435689014|0.0|-0.071096525|0.0|2|0.034285714|-0.035728911|0.0|0.001740635|10.95973444|0|0.0034254209999999|-0.054575504|-0.120626133|-0.184255041|2|0.7933685340000001|0|0.89637291|-0.061084417|-0.094209248|-39.00359933|-60.15445365|9.58943236|72.18361893|66.16793071|-38.40979933|6.123040777999999|4.192089814|0.746489397|-24.90456371|70.6606311|-20.42981445|572.3516967|-1082.780166|-13.04483751|0.253510603|10.40571107|-691.376388|0.016453962|1450.496376|1.0|1.0|1.0|1.0|0.12|-9.82|5.32|6.3|2.87|119.95|0.0|6.0|-6.22|30.0|397.47|1.0|-5.83|5.29|0.0|1.51e-10|5.16|3.8538|-1281.087109|688.91|585.26|0.70444|-1280.810963|-0.15858|4.3338|-0.19054|0.02694613|-1280.871722|4.0|8.3979|8.3979
8e_a12|0.0|1|1|0.0|6.803505258|1|1.283834633|1.873617728|0.050021617|4.727387819|2|0.037430556|0.0661362779999999|2.197856963|0.005196034|10.94458094|1|0.005744805|0.112673977|-0.079913108|-0.136145064|1|0.797199175|1|0.939627917|-0.05202522|-0.087795345|-29.79080011|-50.273571200000006|8.884082475|51.38557748|34.57040021|-28.78776717|5.0872236|0.0|0.7112578709999999|-17.05887601|61.4656313|-17.80522313|538.051884|-854.6507103|-10.19566754|0.2887421289999999|11.80358346|-489.392042|0.019545275|1201.604574|1.0|1.0|1.0|1.0|0.14|-7.93|3.34|2.68|3.05|117.04|0.0|3.0|-4.37|28.0|366.42|0.0|-4.69|3.53|0.0|1.19e-08|3.45|3.3044|-1177.619013|612.59|481.04|0.6954899999999999|-1177.380602|-0.13599|1.0295|-0.19338|0.02580783|-1177.436953|588.0|6.2306|6.2306
4_a3|0.0|0|0|0.0|6.823286122000001|0|0.60501714|0.0|0.2122551539999999|4.727387819|1|0.035345345|-0.08769805|1.882124381|-0.008407895|10.31162267|1|-0.007022144|-0.208888686|0.053425134|0.127253753|1|0.628171026|1|0.74053397|-0.110345083|-0.098695428|-52.4583525|-46.9200748|3.806447632|235.6982345|123.350856|-22.30593113|1.809595554|77.51574252|0.866976271|-24.93884341|51.71950126|-18.76802992|352.05186289999995|-656.8810472|-8.922372453|0.133023729|8.648209506|-312.2830359|0.0100954959999999|757.6690029|1.0|1.0|1.0|1.0|0.0|-7.53|5.3|5.17|3.07|92.65|0.0|2.0|-5.69|23.0|321.37|0.0|-5.09|4.3|0.0|2.950000000000001e-08|3.53|3.4771|-1355.332318|504.29|338.33|0.6896|-1355.192416|-0.14983|2.3542|-0.20826|0.02921941|-1355.239905|1259.0|5.9|5.9
19a_a38|0.0|0|0|3.3685352889999995|7.412764017000001|2|1.297044508|0.0|-0.084389038|5.351858133|2|0.043848238|0.054257043|0.0|-0.002526241|10.96083376|1|-0.000673716|0.116434494|-0.101303149|-0.217394466|1|0.698414933|0|0.747152898|-0.08593151|-0.108300308|-51.36166266|-64.73159672|13.23456869|137.2318698|151.1278869|-38.69037594|7.910363161|0.0|0.744796537|-30.69910427|77.20795279999999|-23.30337482|446.57675660000007|-1165.168741|-13.92853534|0.255203463|12.96056449|-696.4267669|0.020873781|1564.412135|1.0|1.0|1.0|3.0|0.14|-6.86|3.13|2.55|2.4|125.69|0.0|5.0|-4.14|30.0|401.44|0.0|-4.17|2.78|0.0|1.4e-07|3.41|3.6504|-1332.186327|628.65|466.55|0.68835|-1331.94466|-0.15108|4.7986|-0.20379|0.03338983|-1332.002093|0.01|8.0106|8.0106
12ah_a36|0.0|0|0|3.456839001|7.412764017000001|2|1.297013411|0.0|-0.050415481|5.351858133|2|0.043848238|0.078459408|0.0|0.0005016269999999|10.95983779|1|0.0010871589999999|0.133939811|-0.103922055|-0.177407665|1|0.8065052890000001|0|0.828405275|-0.0758457179999999|-0.1059368909999999|-49.0084977|-68.45222166|11.93961081|82.70705743|110.8777131|-44.23111357|7.714903458999999|0.0|0.768906425|-31.66734951|80.02464883|-24.6427998|535.2826672|-1232.13999|-15.92320089|0.231093575|15.54445187|-796.1600443|0.017909528|1602.457659|1.0|1.0|0.0|2.0|0.14|-7.18|3.35|2.54|2.51|128.76|0.0|5.0|-4.44|30.0|415.88|0.0|-4.59|3.31|0.0|6.65e-08|3.79|3.7792|-1692.545871|682.21|532.36|0.6970000000000001|-1692.3109559999998|-0.15434|5.4979|-0.2107099999999999|0.03300341|-1692.369929|11.0|7.9586|7.9586
16_a20|0.0|0|0|3.485659565|6.842683282|0|1.401259527|0.0|-0.014660441|4.727387819|2|0.0388043479999999|0.126359252|2.013871268|8.23e-05|10.93301779|1|0.001157852|0.211127741|-0.070208458|-0.117308016|2|0.724665638|1|0.915005572|-0.066137353|-0.077793092|-43.51359744|-51.18223058|7.634605066000001|69.28224942|55.92018945|-33.67420774|5.023018225|3.46788153|0.780108103|-28.6288015|60.02453683|-19.44924762|602.0075202|-972.4623811|-12.79619894|0.219891897|15.24926152|-639.8099471|0.013439632|1246.573875|0.0|1.0|1.0|1.0|0.08|-10.52|6.38|5.46|2.2|121.69|0.0|4.0|-6.06|31.0|401.46|0.0|-5.66|4.69|0.0|3.0500000000000005e-11|4.45|3.5704|-1275.900951|686.59|554.41|0.69524|-1275.636924|-0.1481299999999999|4.7315|-0.20722|0.03385502|-1275.6960869999998|26.0|7585.0|7585.0
12h_a40|0.0|0|0|0.0|7.515889085|0|0.60499064|1.760542171|0.104392974|5.4161004020000005|0|0.041915709|0.208938531|0.803557099|-0.000134504|10.31197256|2|-0.002126898|0.367928263|0.127299624|0.224167029|0|0.6948809659999999|1|0.839481749|-0.0954337969999999|-0.091448888|-50.45378559|-48.34705035|6.193088525|208.6717565|84.86252967|-25.56004046|3.274152035|59.68939644|0.844008584|-26.67382585|54.9311782|-20.51086984|443.8158546|-676.8587047999999|-10.84365353|0.155991416|15.84593062|-357.8405665|0.012453938|801.957134|1.0|1.0|1.0|1.0|0.0|-6.84|4.59|5.02|3.76|96.16|0.0|2.0|-6.25|23.0|361.25|0.0|-5.58|4.75|0.0|1.44e-07|4.14|2.6436|-2153.207198|548.82|435.95|0.7041|-2153.072091|-0.1092|2.5573|-0.18432|0.02044063|-2153.123274|823.0|6.0846|6.0846
4b_a49|0.0|0|0|0.0|7.535296702|1|1.343847828|2.075628989|-0.109946885|5.4161004020000005|2|0.036555556|-0.064060521|1.645329244|0.001769804|10.92776533|1|0.002557204|-0.10158752|-0.0563571629999999|-0.089371493|2|0.6967593559999999|1|0.7581492670000001|-0.091725536|-0.090284437|-56.45224362|-55.5653235|14.84890147|41.97072627|148.84640819999998|-34.19753462|9.138717999|64.87087098|0.645330839|-34.74338731|71.2971749|-18.89220999|466.6010051|-944.6104994|-11.62716177|0.354669161|14.53457293|-581.3580885|0.02556165|1463.761596|1.0|1.0|1.0|1.0|0.22|-7.05|3.71|3.26|1.66|112.36|0.0|6.0|-3.81|30.0|400.43|0.0|-3.88|2.28|0.0|8.91e-08|3.56|3.7413|-1333.063439|664.86|509.78|0.68242|-1332.800229|-0.15635|1.8265|-0.22366|0.03702033|-1332.8586269999998|79.0|7.1024|7.1024
13n_a6|0.0|0|0|3.425442623|6.842683282|0|1.4290206230000002|0.0|0.030890422|4.727387819|2|0.04393617|0.058267173|1.628408574|-0.0093684169999999|10.95053349|1|-0.00687003|0.100294804|-0.068956229|-0.118693789|2|0.82642394|1|0.70890216|-0.100363599|-0.109392959|-68.88015714|-75.07706271|12.18768927|90.97854097|199.7822434|-51.52585133|8.36448634|103.012404|0.748967057|-47.27287681|88.73738138|-26.41600355|486.5239262|-1426.464192|-18.12946621|0.251032943|16.76075427|-978.9911754|0.019904118|1904.575345|1.0|1.0|1.0|3.0|0.08|-9.67|4.19|3.76|0.81|127.2|0.0|6.0|-4.64|33.0|435.48|0.0|-4.28|2.43|0.0|2.1499999999999998e-10|4.27|3.3510000000000004|-1423.765005|727.69|548.09|0.64027|-1423.451366|-0.13863|7.1946|-0.20994|0.05026727|-1423.514154|75.0|7.1249|7.1249
8a_a12|0.0|0|0|0.0|0.0|1|1.283813597|0.0|0.082323047|0.0|3|0.0420317459999999|-0.205012437|0.0|-0.001510006|10.95472846|0|0.000249868|-0.3422915179999999|-0.135424346|-0.226106307|2|0.862306783|0|0.892656426|-0.05926895|-0.093050281|-30.69873711|-48.195997|5.354053791|46.32568673|55.59930083|-24.96342938|2.773166902|0.0|0.791430726|-15.90061008|55.45388635|-17.52581709|462.3571879|-771.1359521|-9.077610683|0.208569274|9.607296424|-399.41487|0.014012546|974.3568539|1.0|0.0|1.0|1.0|0.15|-7.89|3.87|2.5|2.89|105.24|0.0|3.0|-3.9|25.0|327.38|0.0|-4.21|3.18|0.0|1.28e-08|3.41|3.9091|-1046.0428949999998|556.3|424.14|0.6309100000000001|-1045.851982|-0.15696|3.6588|-0.2194199999999999|0.02180654|-1045.902509|199.0|6.7011|6.7011
8_a15|0.0|0|0|0.0|0.0|0|1.419941362|0.0|-0.208657545|0.0|1|0.039181287|0.155304204|0.0|1.7800000000000002e-05|10.95880707|0|0.003160815|0.225620047|-0.203104439|-0.295062413|1|0.8105478740000001|0|0.853896482|-0.071552706|-0.118293578|-41.7821007|-69.07571287|19.65860939|104.8781037|85.31489861|-40.33569847|11.47934212|55.99586988|0.519427411|-24.39801408|89.80283608|-16.91650111|498.6196971|-828.9085544|-9.878130237|0.480572589|9.984825987|-484.0283816000001|0.035495625|1595.8121130000002|1.0|0.0|1.0|1.0|0.19|-7.57|3.9|4.95|1.96|104.74|0.0|7.0|-5.25|27.0|366.41|0.0|-4.81|4.24|0.0|2.69e-08|3.36|3.7426|-1223.704913|598.84|538.51|0.70524|-1223.463981|-0.1558|1.1415|-0.18303|0.01719864|-1223.523393|108.0|6.9666|6.9666
3_a27|0.0|0|0|0.0|6.605297921|0|1.402697639|3.127072625|0.124551908|4.59511985|2|0.040512821|-0.172132163|1.177265999|0.009082086|10.93782973|1|0.00955169|-0.296039263|-0.1984716939999999|-0.341338963|2|0.610158103|1|0.862115922|-0.06145119|-0.086153958|-31.82136336|-44.61323499|9.960129259|10.71226495|71.40072181|-23.10213938|5.157668895|57.97805043|0.733853752|-16.47810502|54.32114618|-16.72996312|446.4308003|-669.1985248999999|-8.663302268999999|0.266146248|11.64968556|-346.53209080000005|0.018747239|911.8963045|1.0|0.0|1.0|0.0|0.05|-5.89|2.8|2.94|2.18|97.71|0.0|3.0|-3.7|25.0|329.36|0.0|-3.99|2.67|0.0|1.29e-06|4.92|3962.0|-1081.905135|547.92|425.72|0.6734600000000001|-1081.744053|-0.16457|2.7811|-0.21969|0.02032437|-1081.794829|4.0|8.3979|8.3979
1g_a5|0.0|0|0|2.942391606|6.605297921|0|1.4275159730000002|0.0|-0.203595168|4.59511985|2|0.027447447|-0.011534568|0.0|0.00683534|10.94875199|1|0.006957291|-0.019057802|-0.010807075|-0.0178558139999999|2|0.717355058|0|0.8659209659999999|-0.070108797|-0.074361785|-37.59983870000001|-39.8807456|10.9506874|74.51397212|71.90752413|-21.388323|5.8729303|0.589719781|0.61393343|-20.16505667|54.34919851|-14.59051668|464.3994751|-598.211184|-7.824996219|0.38606657|13.83149499|-320.82484500000004|0.02697793|974.3909596|1.0|1.0|1.0|1.0|0.05|-8.14|4.5|4.21|1.57|96.98|0.0|4.0|-4.03|25.0|328.37|0.0|-4.2|3.03|0.0|7.190000000000001e-09|2.61|4.1733|-1065.846194|572.15|448.93|0.66164|-1065.675316|-0.17042|3.4883|-0.20972|0.02730461|-1065.727193|115.0|6.9393|6.9393
18a_a30|0.0|0|0|0.0|7.412764017000001|2|0.604987543|0.0|0.045071414|5.351858133|2|0.040166667|-0.041327798|0.0|0.005050384|10.31163887|1|0.005458948|-0.073280844|-0.053309522|-0.094526372|1|0.7961424690000001|0|0.85918121|-0.072474599|-0.095397479|-45.11907802|-59.38972262|10.62073502|79.18861306|87.66676984|-36.97308547|6.611941026|0.0|0.7904991659999999|-28.08889239|69.35818061|-23.02866795|534.88346|-1128.40473|-14.33650253|0.209500834|12.72666325|-702.4886239|0.016012295|1427.458469|1.0|1.0|0.0|1.0|0.14|-6.64|3.84|2.62|2.82|127.28|0.0|5.0|-5.28|29.0|398.48|0.0|-4.85|3.87|0.0|2.3100000000000002e-07|3.82|3.4712|-1575.786909|665.12|508.08|0.69033|-1575.54671|-0.1418|4.2514|-0.19785|0.03180853|-1575.604922|25.0|7.6108|7.6108
27b_a34|0.0|0|0|0.0|7.412764017000001|1|1.4335271040000002|2.013418486|-0.056026127|5.351858133|1|0.042739018|-0.106245942|0.0|-0.001438963|10.95430634|1|0.001228116|-0.175834895|-0.194619338|-0.322091086|1|0.770240631|0|0.783431788|-0.08757938|-0.109683855|-57.66200309|-72.21552354|20.42417736|150.83624440000003|142.58786569999998|-47.54648562|13.44721755|540.9533124|0.712312759|-37.9644911|87.24055613|-24.553278|515.8091561000001|-1227.6639|-16.16580511|0.287687241|15.39406063|-808.2902556|0.022820627|1723.489976|1.0|1.0|1.0|1.0|0.12|-8.19|3.94|4.11|1.83|116.33|0.0|5.0|-5.23|31.0|409.44|0.0|-4.96|3.75|0.0|6.53e-09|4.33|4.0935|-1350.055377|691.97|577.39|0.70001|-1349.811401|-0.1652799999999999|11.8546|-0.20649|0.03640275|-1349.873325|0.65|6.1871|6.1871
12y_a36|0.0|0|0|3.479963309|7.412764017000001|2|1.29704385|0.0|-0.061103469|5.351858133|2|0.041767677|0.036174187|0.0|0.002782748|10.94917392|1|0.003724542|0.06152178|-0.095253274|-0.1619981409999999|1|0.856135378|0|0.83704133|-0.076585128|-0.098532865|-51.48548385|-66.24017399|13.04507243|114.430624|109.55137340000002|-44.53093547|8.769742642|14.40618351|0.755735734|-34.61187706|78.8341402|-24.53339777|562.7133986|-1324.80348|-16.49293906|0.244264266|14.80236899|-890.6187094000001|0.01873364|1752.9983309999998|1.0|1.0|0.0|2.0|0.12|-7.01|3.62|2.42|2.38|133.84|0.0|6.0|-4.58|31.0|407.47|0.0|-4.55|3.45|0.0|9.66e-08|3.83|3.8794|-1310.350902|702.38|532.91|0.66796|-1310.077567|-0.15671|6.1376|-0.20673|0.03583863|-1310.137888|12.0|7.9208|7.9208
11d_a5|0.0|0|0|2.9590700880000003|6.605297921|0|1.388848584|0.0|-0.245058546|4.59511985|2|0.0228184279999999|-0.125546291|0.0|0.008307337|10.94877952|1|0.008809179|-0.202307745|-0.12451554|-0.200646773|2|0.755793189|0|0.87090286|-0.063028408|-0.0847408619999999|-40.04753555|-53.84338206|8.151092424|61.45330587|82.02685783|-34.21147402|5.179111638|0.0|0.712305422|-25.44574968|65.35645739|-18.63809379|553.3617954|-969.1808771|-11.84243331|0.287694578|17.62784804|-615.8065323|0.018119737|1360.625438|1.0|1.0|1.0|1.0|0.17|-8.64|4.41|4.14|1.42|114.29|0.0|7.0|-4.14|29.0|385.46|0.0|-4.29|3.07|0.0|2.31e-09|2.59|4107.0|-1239.127458|682.09|594.45|0.6533399999999999|-1238.855022|-0.16762|2.8731|-0.20529|0.03371838|-1238.914819|15.0|7.8239|7.8239
