molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC7i|AATSC1i|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PPSA3|RNCS|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log Po/w Silicos-IT Log P|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
4h_a46|-3.74433321|0|0|0|0.0|0.090767245|1|7.825245291|1|1|0.3002050539999999|2.134072222|0.128214845|-0.005778576|2|-0.057256598|0.0|-0.404500343|-0.0008161889999999|-0.021951549|-0.09922757|-0.0932537609999999|-0.0488847059999999|0.739180305|0.075704004|-0.134568896|0.7955809979999999|0.6947264059999999|0|0.767244275|-0.083155747|-0.083997524|7.900037181|105.2773797|-0.0305445539999999|0.805506105|-2.015940586|-51.19164773|-23.9655397|73.14480467|3472.1185880000003|601.9869510999999|-1581.72562|-18.803584|0.194493895|8.138240742999999|15.85230406|0.947878486|7808.347937|152.6017078|-1241.036544|0.0|1.0|1.0|2.0|4.63|2.99|3.46|0.0|142.08|0.0|-6.53|6.0|1.0|0.0|0.0|-5.69|0.000149|4.21|0.0|1.0|6.38e-10|-0.0389199999999999|8.5|4.18|-1923.926093|792.61|1397.46|0.5451|292.11|0.54445|-1923.543349|291.0|-0.1711599999999999|1.7601|-0.21008|-1923.611784|2.9086|229.0|6.6402
47u_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|1|1.251177393|0.0|0.039883149|-0.010219187|0|0.008108241|0.0|-0.633589579|-0.000829573|0.031337464|-0.033209663|0.0121925089999999|-0.1904128389999999|0.664796402|-0.0112778039999999|-0.053126304|0.7960273840000001|0.646724968|0|0.741066474|-0.090364489|-0.092271172|14.42377665|86.37253771|-0.0344062|0.721837463|-2.029965788|-43.92035521|-23.98671253|77.42251040000001|2965.254516|516.6437614|-1415.216039|-16.72263667|0.278162537|9.18142206|17.78724206|0.937307962|6837.350959|193.9244919|-986.6355633|1.0|1.0|0.0|2.0|3.98|0.0|3.15|1.0|133.53|0.0|-5.69|4.0|0.0|0.0|0.0|-4.98|0.000932|3.9|0.0|0.0|6.34e-09|-0.06392|9.34|3.1186|-1510.182477|738.53|1282.66|0.5849|397.57|0.69143|-1509.771642|0.5849|-0.12717|4.4624|-0.19109|-1509.839543|5.8058|1.97|5.7055
12f_a30|0.0|0|0|0|0.0|-4.734662095|0|7.412764017000001|2|2|0.60498366|0.0|0.156569208|-0.015345198|2|0.1468972409999999|0.0|-0.874676289|-0.00695299|-0.008663584|-0.046588557|0.4304505939999999|-0.226973911|0.613786308|-0.043091382|-0.071123509|0.876441789|0.593245722|0|0.8357464459999999|-0.090450992|-0.108935062|11.07796031|101.2862703|-0.0452183279999999|0.815175332|-2.396571368|-45.01820228|-31.90082427|74.88972286|3305.792133|589.6060704|-1690.743686|-22.5055335|0.184824668|8.366190175|15.86072943|0.8958126809999999|7634.176316|130.3909181|-1192.793275|1.0|1.0|0.0|1.0|4.73|0.0|4.43|0.0|133.96|0.0|-6.7|8.0|0.0|0.0|0.0|-5.92|9.63e-05|5.05|0.0|0.0|6.61e-08|-0.05464|5.52|3.5298|-1988.032639|729.87|1225.63|0.2166|245.09|0.68471|-1987.782125|0.1596|-0.14958|3.6633|-0.20422|-1987.848015|4.6865|19.0|7.7144
4_a47|0.0|0|0|0|0.0|0.0|0|0.0|0|0|1.304464196|0.0|0.004633887|-0.008204735|2|-0.158636969|1.42341819|-0.3692130839999999|-0.007295208|0.0687047279999999|0.011775922|-0.247195952|-0.027355932|0.893350891|-0.095209424|0.019305509|0.84420422|0.8124901999999999|1|0.874200878|-0.07804769|-0.092556319|4.22896799|96.20929041|-0.03525955|0.806604393|-1.48090111|-23.10213311|-19.18327632|46.69151766|2306.463316|475.6168721|-805.6976052|-10.43683449|0.193395607|6.468023748999999|10.818777699999998|0.67265584|5254.939281|105.2186243|-438.3470487|0.0|1.0|1.0|2.0|2.75|3.01|4.83|0.0|106.52|0.0|-5.92|3.0|0.0|0.0|1.0|-5.64|0.0004379999999999|4.96|0.0|0.0|1.61e-09|-0.05606|4.44|3.73|-1509.453558|576.9|988.42|0.2304|214.85|0.69157|-1509.262887|0.2221|-0.1547|4.2607|-0.21076|-1509.3147789999998|5.4892|32.0|7.5
9_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.377786667|1.998759814|-0.096384071|-0.004530817|2|-0.048732912|1.754798254|-0.285441469|0.007316125|-0.1189611519999999|-0.1048161059999999|-0.079150788|-0.239634564|0.7141481129999999|-0.000865755|-0.169389445|0.837889476|0.692424727|1|0.8694452140000001|-0.057690053|-0.084348428|9.815155744|86.66800495|-0.028592687|0.73129178|-1.686968561|-29.00379197|-20.27364785|50.72029356|2904.874289|616.4802143999999|-1196.145223|-14.37503199|0.26870822|8.765421221|16.02210901|0.827876677|6606.83687|190.5275895|-848.1268877|1.0|1.0|1.0|1.0|4.0|3.2|3.69|0.0|130.71|0.0|-4.23|5.0|0.0|1.0|0.0|-4.44|0.0259|2.97|0.0|0.0|1.17e-08|-0.06118|4.51|3.7309|-1410.041793|740.24|1278.57|0.4138|222.72|0.68962|-1409.69933|0.0041|-0.15045|2.9927|-0.21163|-1409.764013|4942.0|193.0|6.7144
47l_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|1|1.251176792|0.0|0.0340353029999999|-0.006400878|0|-0.0057783619999999|0.0|-0.428858819|-0.00046896|-0.010426981|-0.056270425|-0.008768679|-0.156998637|0.7452092359999999|0.00676294|-0.0973326269999999|0.781148177|0.733228144|0|0.803473313|-0.08034939|-0.083884237|6.543729374|11.54768766|-0.031456589|0.796109347|-2.0132216990000003|-40.65070014|-22.37455223|63.6949231|2852.093627|571.4972966|-1431.971342|-15.91464944|0.203890653|9.423637134|18.46922943|0.959883341|6572.90106|145.02405359999997|-1018.537564|0.0|1.0|1.0|3.0|4.17|0.0|3.69|1.0|139.63|0.0|-5.26|3.0|0.0|0.0|0.0|-4.84|0.00247|3.78|0.0|0.0|4.26e-10|-0.0520399999999999|7.71|3.2026|-1455.5758039999998|764.74|1334.6|0.5019|387.13|0.69291|-1455.165122|0.5019|-0.1314|2.4594|-0.18344|-1455.233431|3.3864|32.0|7.4949
19_a4|-3.21497177|0|0|0|0.0|0.0|1|7.535296702|1|1|0.29641517|1.943606348|-0.121320311|-0.0023503029999999|1|-0.052325802|0.0|-0.105763614|0.006243904|-0.211341677|-0.136621315|-0.086166959|-0.042058265|0.55269662|0.152550043|-0.190513834|0.834377354|0.514505012|0|0.820765063|-0.070677568|-0.0759826109999999|7.168604362000001|15.411502800000004|-0.028945757|0.764880253|-1.215721775|-21.41704046|-15.93396412|46.07495776|2558.336814|451.8120313999999|-669.2264932|-8.771275759|0.235119747|5.9448291|11.01887515|0.85352261|5232.561157|129.4279389|-368.3935819|1.0|0.0|1.0|0.0|3.46|2.52|2.97|0.0|98.19|0.0|-3.81|4.0|0.0|1.0|1.0|-3.97|0.0547|2.62|0.0|0.0|8.070000000000001e-07|-0.05294|6.67|4.1858|-1446.939719|583.39|983.4|0.3806|296.2|0.67535|-1446.760398|0.3806|-0.17004|5.8295|-0.22298|-1446.813896|7.1079|19.5|4.71
11c_a5|0.0|1|0|0|2.930680267|0.0|0|6.605297921|0|0|1.427567332|0.0|-0.2117133739999999|-0.004590583|2|-0.0859098|0.0|-0.224938556|0.005090155|-0.059682527|-0.023856811|-0.138950411|-0.018887528|0.679183645|0.030085871|-0.044126759|0.86113162|0.658307423|0|0.80472351|-0.078909483|-0.0873419269999999|10.85837291|31.61751609|-0.0322785379999999|0.707039635|-1.484812761|-29.19305715|-19.63310772|58.854300300000006|2497.685314|489.4652669|-903.1229552|-11.94164728|0.292960365|8.88462927|16.09582374|0.811648325|5202.741647999999|178.1902995|-549.3157749|1.0|1.0|1.0|1.0|2.96|2.14|4.79|0.0|106.79|0.0|-4.13|5.0|0.0|0.0|1.0|-4.1|0.0273|2.78|0.0|0.0|3.4000000000000003e-09|-0.04315|4.53|4.2087|-1218.492067|636.14|1071.71|0.5327|275.3|0.6267699999999999|-1218.278135|0.2186|-0.1713299999999999|2.5278|-0.21448|-1218.336116|3.3827|25.0|7.6021
14w_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|1.197963556|3.132012648|0.013971812|-0.006481882|2|0.045196333|0.6813799420000001|-0.330575965|0.003379755|-0.042151195|-0.031435038|0.126238077|-0.206574435|0.5788469970000001|0.059273664|-0.049318182|0.8668730109999999|0.558482531|1|0.7880718659999999|-0.070714528|-0.088508061|14.84036772|43.30287556|-0.035779855|0.743451788|-1.681653166|-30.92760432|-23.66232347|61.60607046|3071.908367|521.1762769999999|-1112.129203|-15.648625699999998|0.256548212|7.833745658|15.58053709|0.988900044|6998.078982999999|169.6632599|-735.4854078|1.0|1.0|0.0|1.0|3.42|3.35|4.2|1.0|120.2|0.0|-5.68|6.0|0.0|0.0|0.0|-5.27|0.0009369999999999|3.78|0.0|0.0|1.17e-08|-0.0798|3.97|3.6632|-1828.385903|676.92|1150.31|0.3855|338.46|0.6219399999999999|-1828.161957|0.3855|-0.14844|7.0157|-0.22824|-1828.222578|9.8981|2.0|8.6737
17b_a25|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|1.3732004619999998|1.785120622|0.001256821|-0.004368141|2|-0.026412432|1.968416259|-0.266456625|0.005120507|-0.100018134|0.016982601|-0.044260194|-0.073994564|0.653180996|0.068812225|0.029728702|0.838260077|0.636746066|1|0.882170399|-0.068207754|-0.079392561|12.04068508|99.61874923|-0.029249891|0.724866184|-1.6672437880000002|-39.21569422|-22.17876359|63.75929319|3100.8813760000003|668.9067217|-1264.189524|-16.81707305|0.275133816|9.700133933|18.52147096|0.909403632|6674.061446|208.6205329|-958.573164|1.0|1.0|1.0|1.0|3.56|3.25|4.88|0.0|135.78|0.0|-5.32|5.0|0.0|0.0|1.0|-5.07|0.00218|3.61|0.0|0.0|9.08e-11|-0.05531|5.89|3961.0|-1483.873254|781.08|1329.35|0.4635|228.6|0.6594800000000001|-1483.563965|0.1741|-0.16408|3.5074|-0.21939|-1483.630939|5.2142|101.0|6.9957
12q_a36|0.0|1|0|0|3.453150038|0.0|0|7.412764017000001|2|2|1.29701394|0.0|-0.0543475329999999|-0.00761082|2|0.068040097|0.0|-0.410984299|0.0005016269999999|-0.0651906459999999|-0.0433009009999999|0.1161527719999999|-0.177407665|0.8941919290000001|-0.017640538|-0.074349074|0.8839272779999999|0.8065052890000001|0|0.82911927|-0.07607684|-0.1060430969999999|12.00048565|82.68142965|-0.038175515|0.768692389|-1.908775752|-31.79544084|-24.67976947|61.18276554|2786.514757|536.0103834|-1233.988474|-15.95501778|0.231307611|7.546533709|14.69971555|0.947876484|6040.52496|149.536123|-797.7508892000001|0.0|1.0|0.0|2.0|4.74|0.0|3.35|0.0|128.76|0.0|-4.44|4.0|0.0|1.0|1.0|-4.59|0.0151|3.31|0.0|0.0|6.65e-08|-0.05602|3.79|3.8653|-1692.544456|683.51|1148.35|0.4239|236.72|0.6863199999999999|-1692.3116350000005|0.3419|-0.1566|4.6718|-0.2126199999999999|-1692.370918|6.4226|6.0|8.2218
12_a15|0.0|0|0|0|0.0|0.0|0|0.0|0|0|1.435689014|0.0|-0.071096525|-0.006620824|2|-0.035728911|0.0|-0.370766171|0.001740635|-0.106061273|-0.01062828|-0.054575504|-0.184255041|0.8310685940000001|0.049877871|-0.019064393|0.769289315|0.7933685340000001|0|0.89637291|-0.061084417|-0.094209248|9.58943236|72.18361893|-0.031995594|0.746489397|-1.695766456|-24.90456371|-20.42981445|48.59303169|2613.57759|572.3516967|-1082.780166|-13.04483751|0.253510603|5.448223888999999|10.40571107|0.909927213|5897.820841|161.8714956|-691.376388|0.0|1.0|1.0|1.0|3.56|3.73|5.32|0.0|119.95|0.0|-6.22|4.0|1.0|0.0|1.0|-5.83|0.0002379999999999|5.29|0.0|0.0|1.51e-10|-0.03196|5.16|3.8538|-1281.087109|688.91|1177.81|0.1374|276.63|0.70444|-1280.810963|0.0093|-0.15858|4.3338|-0.19054|-1280.871722|6.0547|4.0|8.3979
14m_a23|0.0|0|1|1|0.0|-4.405643132|2|7.423568444|0|0|1.197955072|3.1160758160000004|0.05521348|-0.008929306|2|0.028217372|0.665608656|-0.482182526|0.001027627|-0.034213923|-0.050626415|0.0879380709999999|-0.226146643|0.560094237|0.0266555739999999|-0.072906704|0.8581143859999999|0.5415996160000001|1|0.9258118|-0.072795329|-0.089285878|12.51396625|47.23604193|-0.039285786|0.7958339090000001|-1.964289314|-35.21393496|-27.32379205|63.1440955|3255.247038|643.9145427|-1366.189602|-19.00406438|0.204166091|8.595073462|16.42895711|0.911438824|7588.823133|142.0002583|-950.2032192|1.0|1.0|1.0|1.0|3.51|3.17|4.42|1.0|125.29|0.0|-6.38|7.0|1.0|0.0|0.0|-5.79|0.000198|4.46|0.0|0.0|5.94e-09|-0.08347|4.2|3.6774|-1966.968005|707.56|1209.21|0.3335|337.15|0.65552|-1966.721362|0.3335|-0.15208|6.1522|-0.23555|-1966.785519|8.5477|3.0|8.5171
18_a20|0.0|1|0|0|3.463603867|0.0|0|6.842683282|0|0|1.400923654|0.0|0.1160337319999999|-0.008841844|2|0.163548857|1.983673343|-0.5039851160000001|-0.005614194|-0.011236836|-0.054458882|0.268927191|0.003282792|0.809917509|-0.107446431|-0.090732503|0.8162774979999999|0.778639593|1|0.76136176|-0.0927760219999999|-0.095227339|7.195302872999999|318.5587088|-0.035934845|0.8109110409999999|-1.904546783|-41.07622672|-23.91074854|68.92770059|2809.844943|506.6038164|-1267.269673|-15.91001426|0.1890889589999999|8.011174137000001|15.51556677|0.936740671|6206.896662|125.81822920000002|-843.230756|1.0|1.0|1.0|2.0|3.48|2.76|5.54|0.0|125.07|0.0|-5.59|4.0|0.0|0.0|1.0|-5.16|0.00107|3.85|0.0|0.0|9.93e-11|-0.05604|5.35|3.5355|-1352.364724|703.24|1204.88|0.2991|207.41|0.6953699999999999|-1352.073755|0.2011|-0.14685|5.3978|-0.20289|-1352.135304|8.0505|34.0|7.4685
7c_a8|0.0|1|0|0|3.17138259|0.0|1|7.05012252|0|0|1.400027586|1.4416758790000002|-0.244222944|-0.007509694|1|0.0493777859999999|0.0|-0.382994379|0.00325576|-0.0450662909999999|-0.118915929|0.079425146|-0.077006275|0.718994164|0.0092411059999999|-0.196826366|0.795846675|0.6881348629999999|0|0.848923958|-0.080277893|-0.089778346|19.18974586|49.43944876|-0.03366688|0.626902145|-1.6160102369999998|-31.56868845|-21.11218373|69.53125754|2716.5013510000003|532.3522286|-1013.384819|-13.23925183|0.373097855|7.700542366|15.18314943|0.971698707|6013.168519|233.9661552|-635.4840877|1.0|0.0|1.0|1.0|3.44|3.1|4.22|0.0|112.76|0.0|-5.0|5.0|0.0|0.0|0.0|-4.67|0.00399|3.37|0.0|0.0|1.73e-08|-0.07472|5.01|3.1406|-1331.8206369999998|662.05|1116.53|275.0|269.17|0.70321|-1331.567632|0.1779|-0.1318599999999999|12.0073|-0.20658|-1331.625743|15.7056|18.59|4.7307
7_a27|0.0|0|0|0|0.0|0.0|2|6.842683282|0|0|1.40247849|3.330197625|0.112935885|-0.00601016|2|-0.133453335|1.280380317|-0.288487667|0.010291744|-0.096754293|-0.056500475|-0.220626658|-0.323631281|0.6413629129999999|0.147753647|-0.08694032|0.8546689820000001|0.62067794|1|0.85111414|-0.060745542|-0.084531496|8.475438874|10.66993367|-0.0300556429999999|0.763564713|-1.352503929|-19.13983132|-16.87088515|42.57323098|2334.058688|477.7488532|-759.1898319000001|-9.469994277|0.236435287|6.446345598|12.087978|0.875167537|5082.120742|132.7162621|-426.1497425|1.0|0.0|1.0|0.0|3.24|3.41|3.32|0.0|102.36|0.0|-4.06|4.0|0.0|1.0|1.0|-4.28|0.0299|3.02|0.0|0.0|2.43e-07|-0.04887|5.37|4.1205|-1122.455548|606.74|1016.96|0.4179|300.9|0.61278|-1122.249324|0.4179|-0.16734|4.2487|-0.2162099999999999|-1122.304359|6.3813|1.0|9.0
14o_a23|0.0|0|1|1|0.0|-4.758526534|2|7.423568444|0|0|1.197958066|3.133942289|0.18835477|-0.014680137|2|0.135737344|0.6669152279999999|-0.807407518|-0.002390707|-0.029012777|-0.049105045|0.416392114|-0.2952674819999999|0.598213287|0.000891427|-0.072078004|0.861597051|0.575188253|1|0.904077943|-0.072435569|-0.094138958|12.835973699999998|110.3941788|-0.042454824|0.800301554|-2.165196042|-36.61307972|-30.18347529|64.33441296|3399.6213840000005|642.7588542000001|-1539.35724|-21.45909668|0.199698446|9.016411722|17.66041891|0.958697036|7967.617129|141.97663490000002|-1094.413931|1.0|0.0|1.0|1.0|3.55|3.62|3.97|1.0|126.97|0.0|-6.89|8.0|1.0|0.0|0.0|-6.0|6.38e-05|4.76|0.0|0.0|1.12e-08|-0.08059|5.17|3.6989|-2042.184285|729.11|1236.72|385.0|335.19|0.58581|-2041.934645|385.0|-0.1517|5.9294|-0.23229|-2042.000938|8.3591|3.0|8.4815
1o_a5|0.0|1|0|0|2.923171926|0.0|0|6.605297921|0|0|1.427566509|0.0|-0.266637757|-0.002633927|2|-0.033273504|0.0|-0.1079910069999999|0.0057302559999999|-0.102739602|-0.008511304|-0.05876042|0.06759341|0.670787375|-0.003561205|-0.016408975|0.85693939|0.650008224|0|0.88430372|-0.079346457|-0.072886362|7.122612351|167.3051756|-0.028770932|0.699913551|-1.093295425|-22.90899675|-15.45942012|49.75766514|2238.291862|475.1609233|-587.4579645|-8.306775343|0.300086449|7.522366517000001|14.20898333|0.8888980340000001|4572.818263|161.2447749|-315.657463|1.0|1.0|1.0|1.0|2.81|2.2|4.48|0.0|95.2|0.0|-4.08|4.0|0.0|0.0|1.0|-4.08|0.0269|2.78|0.0|0.0|7.85e-09|-0.07037|2.66|4.1692|-1043.577386|561.04|938.37|0.3966|275.45|0.5492100000000001|-1043.422345|0.0071|-0.1693599999999999|4.7435|-0.23973|-1043.472984|5.4919|35.0|7.4559
9d_a31|0.0|1|0|0|3.456767212|0.0|0|7.765993078999999|1|1|0.61013528|0.0|0.036844743|-0.012442213|0|-0.057650507|0.0|-0.696763933|-0.002456634|-0.0938310919999999|-0.021171445|-0.091744753|-0.214049412|0.8066174070000001|-0.030275712|-0.0375445629999999|0.873955169|0.771222772|0|0.6943358040000001|-0.098210975|-0.11958484|19.79432796|154.8767865|-0.033844766|0.6636195229999999|-1.793772606|-45.65350116|-23.07536346|86.75457645|2654.377004|473.3981899|-1222.994263|-15.732784099999998|0.336380477|9.436176796|17.39409698|0.8433415740000001|5748.743284|229.34422830000003|-833.8375571|1.0|1.0|1.0|2.0|3.8|3.35|6.04|0.0|112.97|0.0|-5.61|5.0|0.0|0.0|1.0|-4.39|0.0010199999999999|3.46|0.0|0.0|2.3500000000000002e-08|-0.03457|5.0|3.8478|-1657.471475|727.27|1202.79|0.2611|322.22|0.7006899999999999|-1657.1791449999998|0.2611|-0.15969|2.6311|-0.19426|-1657.245966|3.5077|0.6|6.2218
47r_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|1|0.403924645|0.0|0.029358241|-0.0058631659999999|0|0.041686585|0.0|-0.40455848|-0.005176133|-0.02952923|-0.030106257|0.0646283159999999|-0.362261236|0.806477847|0.017110504|-0.048143486|0.8075001|0.7554975009999999|0|0.769578222|-0.083915825|-0.087091542|11.59378448|13.30156885|-0.031669652|0.688074851|-2.090197013|-46.92606587|-23.68254797|74.34599189|3389.050097|575.4901675|-1563.048166|-17.70979622|0.311925149|9.819988422|19.40516312|0.976088187|7727.455993|233.2574532|-1168.846551|1.0|1.0|1.0|2.0|4.55|0.0|0.43|1.0|145.82|0.0|-6.65|4.0|0.0|0.0|0.0|-5.64|0.0001139999999999|4.59|0.0|1.0|3.48e-08|-0.0522799999999999|9.2|3.1705|-1964.841529|790.57|1387.23|0.6007|391.06|0.69545|-1964.443758|0.6007|-0.13021|2.3873|-0.18249|-1964.516246|3.2001|231.0|6.6364
12s_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984545|0.0|-0.00019297|-0.007621736|2|-0.0601024909999999|0.0|-0.403952011|-0.002544958|-0.035768573|-0.04950715|-0.1597740919999999|-0.145315868|0.609043558|0.006789196|-0.080971844|0.889479916|0.591758164|0|0.706713791|-0.090733404|-0.103647048|12.51292194|89.91581294|-0.040189672|0.790481833|-1.969293912|-38.04400919|-26.02399668|71.26547471|2977.11642|457.6180044|-1275.175837|-16.8513047|0.209518167|8.066744794|15.14544373|0.877516163|6639.7334200000005|135.66918710000002|-825.7139305|1.0|1.0|0.0|1.0|4.63|0.0|4.67|0.0|127.19|0.0|-5.49|6.0|0.0|0.0|0.0|-5.17|0.00141|4.07|0.0|0.0|6.900000000000002e-08|-0.0551|4.32|3.5348|-1774.236634|677.35|1140.1|0.2148|245.81|0.68458|-1774.01033|0.1576|-0.14985|3.0335|-0.20495|-1774.072418|3.9579|7.0|8129.0
14_a47|0.0|1|1|1|2.871076328|0.0|0|6.605297921|0|0|1.417758105|0.0|-0.126490693|-0.006070958|2|0.017068634|1.484493371|-0.2306964|-0.008212621|-0.01670074|0.0295267039999999|0.05124606|-0.061837113|0.5975877820000001|-0.085385518|0.050943962|0.8467634620000001|0.579833096|1|0.681598464|-0.093553938|-0.094132436|10.1400648|64.60629385|-0.034963476|0.664709719|-1.223721666|-23.79514424|-17.63306222|57.32194098|2254.664317|343.7492333|-617.1571777|-8.892848121|0.335290281|6.909385453|13.15643085|0.904139078|4695.98899|169.0962983|-311.2496842|0.0|1.0|1.0|2.0|2.78|1.53|3.97|0.0|86.58|0.0|-3.97|5.0|0.0|1.0|1.0|-4.13|0.0349|2.91|0.0|0.0|1.63e-08|-0.06057|2.64|3.9671|-1127.737484|519.55|849.76|0.2452|312.53|0.68345|-1127.610422|0.2452|-0.16377|2.2485|-0.22434|-1127.6593779999998|3665.0|8.0|8.1
14q_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|1.19796338|3.292130907|0.141057047|-0.0101981219999999|2|0.064903564|0.720966302|-0.5608967029999999|0.002243702|-0.058543701|-0.056324491|0.121109106|-0.033435987|0.77007911|0.067394607|-0.089657283|0.871119857|0.7333675390000001|1|0.773194598|-0.08960718|-0.096370719|14.81701129|350.836102|-0.039682061|0.777340899|-2.023785094|-42.23665548|-27.24379301|76.3369885|3097.399651|530.8381985000001|-1389.433443|-18.70427707|0.222659101|8.732265278|16.53853737|0.893957277|6982.066379000001|152.86702240000002|-953.9181308|1.0|1.0|0.0|2.0|3.52|2.66|2.57|1.0|128.38|1.0|-5.21|5.0|1.0|0.0|0.0|-4.39|0.00278|2.46|0.0|0.0|1.11e-07|-0.08159|4.19|3.6431|-1798.645459|714.22|1222.17|0.4943|340.33|0.5949|-1798.3704079999998|0.4943|-0.14854|8375.0|-0.23013|-1798.433122|12.0503|16.0|7.8069
19h_a38|0.0|1|0|0|3.2723542610000003|0.0|0|7.412764017000001|2|2|1.297044177|0.0|-0.088176988|-0.007781653|2|0.14165187|0.0|-0.420209249|-0.002526241|-0.043452674|-0.070688288|0.303981987|-0.217394466|0.724208473|-0.054149342|-0.121374121|0.8741648479999999|0.698414933|0|0.7746288020000001|-0.082211319|-0.109986804|12.51014765|136.81322659999998|-0.03959525|0.75379331|-1.979762478|-28.533396600000003|-23.32673803|60.94327866|2774.611523|456.3568442|-1166.336902|-13.74247449|0.24620669|6.820483788|12.98143834|0.903301693|6253.901215|145.047677|-687.1237247|1.0|1.0|1.0|3.0|4.8|2.43|3.13|0.0|125.69|0.0|-4.14|4.0|0.0|0.0|1.0|-4.17|29.0|2.78|0.0|0.0|1.4e-07|-0.05708|3.41|3.5358|-1332.187847|626.65|1092.17|0.2355|331.65|0.69012|-1331.941646|88.0|-0.1467099999999999|6.9749|-0.20379|-1331.999352|9.0777|9.0|8.0348
28_a20|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|1.417203216|1.837209467|-0.013841559|-0.006492092|3|0.091462964|1.650185059|-0.363557127|0.002234763|0.0313932529999999|-0.039965901|0.155263557|-0.028782305|0.715067047|-0.104458316|-0.06654421|0.812553182|0.690655217|1|0.7817507370000001|-0.086299346|-0.091179288|9.799649234|318.7453661|-0.035068957|0.773641727|-1.823585765|-38.44343857|-23.40616218|67.39863895|2865.917291|521.7658603|-1217.120433|-15.62203369|0.226358273|7.587188177000001|14.28413212|0.8826648009999999|6348.941881000001|151.0788711|-812.3457521|1.0|1.0|1.0|1.0|3.45|2.86|3.93|0.0|122.8|0.0|-4.42|5.0|0.0|0.0|1.0|-4.43|0.0159|2.68|0.0|0.0|1.57e-09|-0.06242|4.64|3.5798|-1368.363151|704.42|1198.32|0.2354|258.81|0.4701899999999999|-1368.085242|0.0153|-0.15572|3.5284|-0.21814|-1368.146882|4.7428|255.0|6.5935
8e_a12|0.0|0|1|1|0.0|0.0|1|6.803505258|1|1|1.283834633|1.873617728|0.050021617|-0.006350143|2|0.0661362779999999|2.197856963|-0.330207456|0.005196034|-0.087658302|-0.0309579439999999|0.112673977|-0.136145064|0.83954453|-0.036433876|-0.051240735|0.815412281|0.797199175|1|0.939627917|-0.05202522|-0.087795345|8.884082475|51.38557748|-0.031094185|0.7112578709999999|-1.492520871|-17.05887601|-17.80522313|38.67488258|2548.979738|538.051884|-854.6507103|-10.19566754|0.2887421289999999|6.446557205|11.80358346|0.830990262|5490.975165|165.34017769999997|-489.392042|1.0|1.0|1.0|1.0|4.11|3.01|3.34|0.0|117.04|0.0|-4.37|4.0|0.0|1.0|1.0|-4.69|0.0156|3.53|0.0|0.0|1.19e-08|-0.05739|3.45|3.3044|-1177.619013|612.59|1048.44|0.2341|236.25|0.6954899999999999|-1177.380602|0.2252|-0.13599|1.0295|-0.19338|-1177.436953|1.9327|588.0|6.2306
