molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC7i|AATSC1i|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PPSA3|RNCS|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log Po/w Silicos-IT Log P|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
GW6604_a52|0.0|1|0|0|2.944144148|0.0|0|6.605297921|0|0|1.427583999|0.0|-0.277102285|-0.002149879|2|-0.0778992459999999|0.0|-0.085995143|0.007746755|-0.118272803|-0.028376521|-0.131886693|0.067497086|0.709088617|0.074868979|-0.057466653|0.7550228990000001|0.689009112|0|0.87346455|-0.071850787|-0.072069252|4.459510077|157.2481263|-0.029217264|0.73529506|-1.081038779|-17.55852148|-14.44334401|39.97842884|2044.612273|431.7909048|-534.4037285|-7.13996301|0.26470494|6.2973559020000005|11.6571716|0.851121611|4168.525878|130.8549791|-264.17863140000003|0.0|1.0|1.0|1.0|2.68|1.76|4.49|0.0|90.49|0.0|-3.87|3.0|0.0|1.0|1.0|-4.16|0.0402|3.06|0.0|0.0|9.31e-09|||||||||||||||||107.0|6.9706
21_a47|0.0|0|1|1|0.0|0.0|1|6.86171134|0|0|1.408713027|1.2247108|0.072733799|-0.010650348|2|-0.034419528|1.028199909|-0.511216716|-0.006808306|-0.004063946|0.057225853|-0.090969103|-0.277479519|0.612295986|-0.080213904|0.0927058819999999|0.8856299320000001|0.591185263|1|0.70582155|-0.082614966|-0.095249919|12.83540744|34.75044485|-0.033866638|0.6448452960000001|-1.5239986980000002|-26.32173133|-19.11612865|59.46768095|2691.697803|398.4031618|-860.2257893999999|-10.79015808|0.355154704|7.071346534|13.17102891|0.862591353|6103.311635|200.4681737|-485.55711339999993|1.0|1.0|1.0|2.0|3.29|3.32|2.94|0.0|104.49|0.0|-4.44|6.0|0.0|0.0|1.0|-4.32|0.0142|3.0|0.0|0.0|1.98e-08|-0.06339|4.43|3917.0|-1375.061089|583.37|1014.33|0.2249|316.53|0.68296|-1374.858663|0.2249|-0.16158|3.6767|-0.2249699999999999|-1374.914223|4.9172|5.0|8.3
11_a15|0.0|0|0|0|0.0|0.0|0|0.0|1|1|1.435688956|0.0|-0.1758968389999999|-0.0064953419999999|3|-0.036023137|0.0|-0.402711212|0.001806571|-0.0856783419999999|0.023543401|-0.056500144|-0.272482143|0.843715005|0.0234789439999999|0.0432314409999999|0.76664841|0.796300317|0|0.8945381259999999|-0.064429158|-0.0974577669999999|12.69062406|143.8088883|-0.033606127|0.739315684|-1.949155337|-30.25595097|-23.02940065|56.84224275|3022.859488|613.0036107000001|-1335.705238|-15.7814467|0.260684316|6.233494755|11.76226306|0.8869452090000001|7002.915718000001|178.640152|-915.3239085|1.0|0.0|0.0|1.0|4.1|4.25|4.33|0.0|138.24|0.0|-6.32|4.0|1.0|0.0|0.0|-6.1|0.000214|5.32|0.0|0.0|1.27e-09|-0.03877|5.04|2.9595|-1450.740771|739.57|1284.85|0.2657|263.2|0.70577|-1450.39211|0.0011|-0.12134|812.0|-0.16011|-1450.457814|1.3581|739.0|6.1314
11e_a5|0.0|1|0|0|2.971327032|0.0|0|7.139660336|1|1|1.338814635|0.0|-0.2114441819999999|-0.003208975|2|-0.07965|0.0|-0.192538515|0.008268901|-0.16669151|-0.010236262|-0.127225457|-0.147721258|0.77509232|-0.048843135|-0.02059071|0.8215345|0.747366251|0|0.876758791|-0.062865536|-0.0790189759999999|7.986070113999999|62.84782002|-0.0282210629999999|0.72163516|-1.580379517|-27.58835281|-18.69519243|49.63167715|2721.416353|580.8135016|-1046.930776|-12.38472918|0.27836484|9.387474824|18.17739133|0.936345148|5675.693973|184.4042616|-693.5448342|1.0|1.0|1.0|1.0|3.22|3.43|5.03|0.0|125.71|0.0|-4.65|5.0|0.0|1.0|0.0|-4.72|0.00919|3.56|0.0|0.0|1.13e-09|-0.03808|2.91|4.1036|-1316.547103|717.76|1220.1|0.5347|280.64|0.6505|-1316.239803|0.2125|-0.16751|2.3124|-0.20559|-1316.301553|2.8694|0.04|7.3979
3b_a12|0.0|0|0|0|0.0|0.0|0|0.0|1|1|1.283824445|0.0|0.156777705|-0.007916598|2|-0.1215705419999999|0.0|-0.332497127|-0.004028952|-0.065558712|-0.003968827|-0.19952566|-0.116772665|0.914614654|-0.008328578|-0.007397776|0.82914101|0.802482465|0|0.903204699|-0.064393592|-0.088443201|5.401901357000001|41.13468455|-0.034016616|0.7688221909999999|-1.326648015|-17.50314491|-17.73486237|38.97406803|2186.64676|470.8937285|-691.6596323|-9.246226764|0.2311778089999999|6.6333156660000006|10.88757628|0.64134753|4665.346939|120.5265876|-360.6028438|1.0|0.0|1.0|1.0|3.82|2.98|4.05|0.0|102.53|0.0|-4.26|3.0|0.0|1.0|1.0|-4.64|0.0184|3.78|0.0|0.0|7.91e-09|-0.07091|3.96|3.7741|-1410.971864|548.05|915.37|0.5013|294.55|0.6654800000000001|-1410.826913|0.2418|-0.15229|5.9551|-0.2232|-1410.8759220000002|8.5678|49.0|7.3098
3f_a32|0.0|1|1|1|3.553167045|0.0|0|7.773594467000001|0|0|0.6094207770000001|0.0|0.0067550119999999|-0.00611496|0|-0.062954205|2.227330929|-0.275173181|0.001276735|-0.113189563|-0.110286539|-0.112493266|-0.133675401|0.833981748|-0.110248899|-0.1743238839999999|0.871865543|0.786074011|1|0.874026684|-0.073433055|-0.097374443|6.707989266|47.97543149|-0.030139709|0.78919828|-1.265867765|-23.34192893|-16.99267001|48.1093075|2273.466801|492.7734095|-713.6921402|-9.580412233|0.21080172|6.153728636|10.89495051|0.770463268|4993.667711|118.8493262|-402.3773138|1.0|1.0|1.0|1.0|3.9|3.31|7.18|0.0|102.66|0.0|-6.89|3.0|0.0|0.0|1.0|-5.4|4.53e-05|4.83|0.0|0.0|4.89e-08|-0.05315|3.92|3.5569|-1712.0610190000002|604.9|1006.92|293.0|348.58|0.70255|-1711.863611|293.0|-0.1474599999999999|3.4678|-0.2006099999999999|-1711.9193289999998|5.7161|9.0|8.0458
12b_a32|0.0|1|1|1|3.477905329|0.0|0|7.765993078999999|0|0|0.609420757|0.0|0.115940697|-0.009432679|0|-0.044307211|2.153718992|-0.462201267|-0.003484915|-0.031446256|-0.053480599|-0.079768013|-0.1534110109999999|0.788133615|-0.0533240309999999|-0.090027803|0.8887585240000001|0.7507116140000001|1|0.782593|-0.081450418|-0.097525366|10.17310723|90.57560878|-0.027561517|0.60420609|-1.267829764|-31.79562339|-17.22027667|61.06285882|2573.006963|488.9595947|-792.1327267000001|-10.75912958|0.39579391|7.076348793999999|12.42841652|0.756331814|5653.268811|247.2897528|-494.9199607|1.0|1.0|1.0|2.0|3.47|2.9|6.49|0.0|110.47|1.0|-5.9|4.0|1.0|0.0|1.0|-4.43|0.000505|3.28|0.0|0.0|2.23e-08|-0.05173|4.12|3.5703|-1880.770588|663.89|1109.93|0.2865|347.27|0.70258|-1880.537231|0.2865|-0.14803|3208.0|-0.19976|-1880.599158|4.1080000000000005|26.0|7585.0
12i_a36|0.0|1|0|0|3.27619957|-4.787087299|0|7.412764017000001|2|2|1.2401347459999998|0.0|0.043792895|-0.016027043|2|0.048138468|0.0|-0.929568494|-0.011700732|0.128325344|-0.009876543|0.135587069|-0.3344729369999999|0.647732719|0.141564781|-0.01509434|0.87043328|0.624142499|0|0.830964232|-0.0850745409999999|-0.117424873|12.71877085|108.3973956|-0.045665229|0.7691298590000001|-2.46592234|-35.3196406|-29.42347522|67.53484704|3231.030388|535.4151566|-1588.867662|-18.95842684|0.230870141|7.549683919|13.98728916|0.8526986440000001|7707.634338|148.7565508|-1023.755049|1.0|1.0|0.0|2.0|4.8|0.0|3.31|0.0|130.43|0.0|-5.2|8.0|0.0|0.0|0.0|-5.07|0.00291|3.86|0.0|0.0|7.24e-08|-0.05065|4.86|3.7496|-1645.2030949999998|666.79|1172.5|0.5402|237.08|0.70134|-1644.954647|0.1516|-0.1541|5.1836|-0.20475|-1645.017702|6.6124|12.0|7.9208
30_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|0|0|1.304327883|1.435022468|-0.069449687|-0.0092264759999999|2|0.013114301|1.192095911|-0.415191425|-0.0098410169999999|-0.008774855|0.0467853809999999|0.029343834|-0.079370393|0.6850994429999999|-0.1340278869999999|0.074217097|0.913855507|0.651797437|1|0.67896733|-0.108232368|-0.107296835|13.64937081|350.5257774|-0.0383202979999999|0.679447569|-1.609452527|-38.96726396|-22.9932445|78.59180109|2626.927627|407.3992771|-965.7162688|-13.79658605|0.320552431|6.886726437999999|12.94704346|0.879999675|5852.817155|192.3403721|-579.456614|1.0|1.0|1.0|2.0|3.03|2.12|2.71|0.0|104.25|0.0|-4.22|5.0|0.0|0.0|1.0|-4.1|24.0|2.5|0.0|0.0|5.74e-08|-0.0564299999999999|3.89|3.7159|-1696.12008|615.85|1032.35|0.3566|333.66|0.6944899999999999|-1695.931037|0.3566|-0.1517|2.7493|-0.20813|-1695.9887|3.6487|13.0|7.9
12aa_a36|0.0|1|0|0|3.4172704080000003|0.0|0|7.412764017000001|2|2|1.297043479|0.0|0.033952382|-0.011588438|2|0.03597264|0.0|-0.672129428|-0.006653538|0.010538281|-0.013898809|0.0620143779999999|-0.090926893|0.892815402|0.156337925|-0.023185884|0.888163057|0.849217847|0|0.688945241|-0.1066659309999999|-0.117270578|16.1504726|132.3194611|-0.04126187|0.731335741|-2.228140982|-49.88002793|-28.21625599|89.09222754|2928.7759760000004|471.12395210000005|-1523.677823|-19.29522587|0.2686642589999999|8.05947774|14.60824604|0.812554922|6438.603019|183.7216658|-1041.942197|0.0|1.0|0.0|3.0|4.83|0.0|1.92|0.0|131.85|0.0|-3.52|5.0|0.0|0.0|0.0|-3.45|129.0|1.55|0.0|0.0|7.19e-07|-0.05111|3.88|3.8899|-1401.662677|701.99|1183.76|0.4446|318.73|0.6931|-1401.389257|0.4446|-0.15718|3.5904|-0.20829|-1401.45065|4.7433|9.0|8.0458
16h_a32|0.0|1|1|1|3.340888605|0.0|0|7.765993078999999|0|0|0.609420754|0.0|0.217139852|-0.015656019|0|-0.069213021|2.075726759|-0.7828009570000001|-0.0048042729999999|0.061727488|-0.022634676|-0.1234671109999999|-0.219947482|0.804503712|-0.003188883|-0.03617945|0.881181048|0.7619492790000001|1|0.7991915079999999|-0.081151869|-0.121464999|13.31708433|70.02855767|-0.038765425|0.7359051059999999|-1.821974989|-32.75886858|-24.62973479|64.87717961|2709.44587|507.7688359|-1157.597535|-15.6485794|0.2640948939999999|6.710057805|12.42028916|0.850995852|6151.056721|167.7935207|-735.4832318|1.0|1.0|1.0|2.0|3.61|3.45|5.86|0.0|111.95|1.0|-6.48|5.0|1.0|0.0|1.0|-4.75|0.000136|3.66|0.0|0.0|9.89e-08|-0.05028|4.54|3.6182|-1955.99895|679.82|1130.4|0.2914|342.67|0.70219|-1955.772465|0.2914|-0.14972|3516.0|-0.2|-1955.832545|4.2275|9.0|8.0655
4e_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.343847746|2.085628989|-0.076526919|-0.006602016|2|-0.080255074|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|0.018857363|-0.130491035|-0.060391347|0.7541604690000001|0.0063958109999999|0.032396301|0.856023531|0.731643066|1|0.757062331|-0.09422276|-0.087866673|10.51443916|313.22432680000003|-0.029288891|0.650328475|-1.493733437|-35.44835874|-17.96482878|68.30753733|2675.626006|464.3567821|-916.2062675|-11.01902676|0.349671525|7.934910277|15.01788083|0.892633982|5950.361470000001|214.47685|-561.9703647000001|1.0|1.0|1.0|2.0|3.35|2.89|3.4|0.0|114.08|0.0|-3.28|5.0|0.0|0.0|1.0|-3.52|211.0|1.71|0.0|0.0|4.35e-08|-0.06461|3.34|3.7876|-1313.199448|660.22|1128.64|0.2273|216.37|0.68043|-1312.924353|0.0789|-0.1585099999999999|3.9718|-0.2231199999999999|-1312.98289|4.8707|34.0|7.4685
18a_a25|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|1.194229606|1.875390684|-0.151473962|-0.0029953159999999|2|0.062229409|2.050257213|-0.170732995|0.007643634|-0.018419483|-0.019985937|0.106305991|-0.06333068|0.761417363|-0.039007784|-0.035531959|0.792935475|0.7291583840000001|1|0.931628386|-0.055926422|-0.078181889|6.317215793|75.74077952|-0.03097773|0.817072039|-1.641819678|-24.58404782|-20.53845469|43.39683067|2857.88027|617.676232|-1088.538099|-13.61714122|0.182927961|7.39539242|14.59524518|0.973559258|6523.923911999999|121.2825364|-721.7084848|1.0|1.0|1.0|1.0|3.5|3.43|5.89|1.0|133.85|0.0|-6.33|3.0|0.0|0.0|1.0|-5.77|0.000202|4.76|0.0|0.0|1.67e-10|-0.05591|4.51|3.1711|-1675.274716|694.17|1229.09|0.3234|225.57|0.5274399999999999|-1674.982248|0.0027|-0.15732|3.1313|-0.21323|-1675.04368|4.3839|94.0|7.0269
12y_a36|0.0|1|0|0|3.479963309|0.0|0|7.412764017000001|2|2|1.29704385|0.0|-0.061103469|-0.00707164|2|0.036174187|0.0|-0.410155116|0.002782748|-0.049845887|-0.028440975|0.06152178|-0.1619981409999999|0.90500247|0.046673879|-0.0498101409999999|0.873588247|0.856135378|0|0.83704133|-0.076585128|-0.098532865|13.04507243|114.430624|-0.036493654|0.755735734|-1.970657299|-34.61187706|-24.53339777|64.53055627|2793.629988|562.7133986|-1324.80348|-16.49293906|0.244264266|7.589386902|14.80236899|0.950403792|6082.16777|164.2102614|-890.6187094000001|0.0|1.0|0.0|2.0|4.88|0.0|3.62|0.0|133.84|0.0|-4.58|4.0|0.0|1.0|0.0|-4.55|0.0106|3.45|0.0|0.0|9.66e-08|-0.05002|3.83|3.8794|-1310.350902|702.38|1183.75|0.4358|319.6|0.66796|-1310.077567|0.4358|-0.15671|6.1376|-0.20673|-1310.137888|8249.0|12.0|7.9208
15_a31|0.0|1|0|0|3.155574452|0.0|0|7.765993078999999|1|1|0.610137926|0.0|0.1893807519999999|-0.018913735|0|-0.0302581979999999|0.0|-0.775463115|-0.011797858|-0.070065105|-0.074455342|-0.052339921|-0.272545088|0.8314086070000001|-0.0869591359999999|-0.116356616|0.8582665429999999|0.782925607|0|0.567108776|-0.116196194|-0.131697567|20.47825449|141.1489667|-0.041588706|0.641533577|-1.58037081|-32.83191294|-22.10688462|82.24348203|2351.566145|301.452236|-840.0616157|-11.75113151|0.358466423|6.148947296|11.51842782|0.873235738|5087.628096|190.5463457|-446.5429972|1.0|1.0|1.0|2.0|3.31|1.64|4.12|0.0|90.47|0.0|-4.28|5.0|0.0|0.0|1.0|-3.57|18.0|2.18|0.0|0.0|2.19e-06|-0.04192|3.9|4569.0|-1460.900291|556.68|925.93|348.0|271.36|0.5241899999999999|-1460.736142|348.0|-0.15202|5.5793|-0.19394|-1460.790873|7.5831|1.1|5.9586
7_a47|0.0|0|0|0|0.0|0.0|0|0.0|0|0|1.304326965|0.0|0.00763426|-0.008206422|2|-0.128433676|1.303301032|-0.3939082339999999|-0.0091074509999999|-0.085507035|-0.0781924059999999|-0.262805289|-0.04311702|0.6995252890000001|-0.04402021|-0.124285418|0.8755534909999999|0.671549194|1|0.8473227320000001|-0.081264417|-0.095957591|5.027768049|103.5602725|-0.036250645|0.816979353|-1.631279045|-25.84337052|-20.44278719|50.85512286|2491.885862|477.8297898|-919.9254234|-11.52827882|0.1830206469999999|6.485224033|10.90440708|0.681423344|5958.904826|103.2106353|-518.7725468|0.0|1.0|1.0|2.0|2.96|3.14|5.63|0.0|111.28|0.0|-6.47|4.0|1.0|0.0|1.0|-6.06|0.000134|5.49|0.0|0.0|3.52e-10|-0.05297|5.08|3.7203|-1647.996662|604.84|1043.33|0.2144|333.26|0.69314|-1647.7863539999998|0.2144|-0.1544|3406.0|-0.2073699999999999|-1647.841533|4.4255|25.0|7.6
22_a47|0.0|0|1|1|0.0|0.0|1|6.86171134|0|0|1.408617385|1.202720059|0.048272293|-0.010579222|2|-0.029311184|1.016903613|-0.507802654|-0.006808306|-0.075111395|0.002716049|-0.077468004|-0.277479519|0.612295986|-0.077787113|0.004104478|0.890264057|0.591185263|1|0.698649132|-0.080744803|-0.089280419|13.07198749|12.19999546|-0.031744149|0.6096864479999999|-1.42848671|-28.11203407|-18.73063655|60.71546178|2692.510471|412.2379505|-842.8786448999999|-11.05201291|0.390313552|6.9553262170000005|12.91589555|0.8569791179999999|6107.923371|230.3045281|-497.3405809|1.0|1.0|1.0|2.0|3.31|3.16|3.07|0.0|104.64|0.0|-4.44|6.0|0.0|0.0|1.0|-4.38|0.0142|3.0|0.0|0.0|2.06e-08|-0.0612399999999999|4.4|4017.0|-1375.05033|605.12|1027.32|0.3367|258.55|0.68312|-1374.857521|0.0799|-0.16704|4.2485|-0.22828|-1374.914437|5.7009|1.0|9.0
14_a15|0.0|0|0|0|0.0|0.0|0|0.0|0|0|1.43568901|0.0|-0.058775738|-0.006678826|2|-0.033982971|0.0|-0.374014235|0.001740635|-0.053931584|-0.015736888|-0.051908601|-0.184255041|0.8310685940000001|-0.021648026|-0.028227917|0.7651878809999999|0.7933685340000001|0|0.8870890459999999|-0.063809873|-0.0917424269999999|9.403293601|92.51564418|-0.032888795|0.770309725|-1.743106111|-26.20964538|-21.0782518|50.29869851|2612.691478|568.5306056|-1117.1473460000002|-13.50893838|0.229690275|6.040010666000001|10.18067005|0.685538423|5861.387612|147.2072638|-715.9737342999999|0.0|1.0|1.0|1.0|3.56|3.72|5.32|0.0|119.95|0.0|-6.22|4.0|1.0|0.0|1.0|-5.83|0.0002379999999999|5.29|0.0|0.0|1.51e-10|-0.0338199999999999|5.16|3.6209|-1281.105795|689.8|1177.14|0.3131|278.5|0.7055899999999999|-1280.809256|0.0054|-0.14997|3.3596|-0.18379|-1280.87015|5.0894|0.03|7.5229
12c_a5|0.0|1|0|0|2.977832018|0.0|0|6.605297921|1|1|1.236775191|0.0|-0.212798523|-0.002685954|3|-0.086795626|0.0|-0.16115723|0.0054189009999999|-0.096073591|0.0072946769999999|-0.1386392109999999|-0.020144382|0.808899433|0.05430631|0.014673577|0.8446264459999999|0.782051277|0|0.841092921|-0.070873852|-0.066083881|10.77147171|143.44655559999998|-0.022421317|0.583585895|-1.25559373|-30.6699685|-14.74941369|57.39441476|2697.345008|553.2961182|-825.9671665|-9.702606135|0.416414105|7.293547043999999|13.53008071|0.855075538|5877.765289|273.9296719|-543.3459436|0.0|1.0|1.0|2.0|3.27|2.78|5.03|0.0|121.26|0.0|-4.09|5.0|0.0|0.0|0.0|-4.33|0.0336|2.84|0.0|0.0|4.93e-10|-0.04565|2.06|4.0116|-1316.542713|694.24|1200.02|0.1513|265.66|0.6893600000000001|-1316.244961|105.0|-0.16563|3.0135|-0.21128|-1316.305277|3.5993|47.0|7.3279
12r_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984545|0.0|-0.015167821|-0.007553813|2|-0.093079817|0.0|-0.400352091|-0.002544958|-0.0682882559999999|-0.0646674999999999|-0.247439715|-0.145315868|0.609043558|-0.007140234|-0.105767484|0.889479916|0.591758164|0|0.72072745|-0.090229387|-0.109990462|12.36992712|90.4724548|-0.040404659|0.790065337|-1.979828309|-37.69583567|-26.11584816|70.6903535|2976.944611|465.8474777|-1279.67656|-16.88017015|0.209934663|7.467190577999999|13.94386247|0.867350555|6735.090739|135.6928105|-827.1283373|1.0|1.0|0.0|1.0|4.66|0.0|4.67|0.0|127.19|0.0|-5.49|6.0|0.0|0.0|0.0|-5.17|0.00141|4.07|0.0|0.0|6.900000000000002e-08|-0.05244|4.32|3.5111|-1774.236548|679.64|1141.54|0.1908|244.69|0.68476|-1774.009422|0.1522|-0.14894|5.2021|-0.20138|-1774.070699|6.5511|29.0|7.5317
47d_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|1|1.251175994|0.0|-0.017398129|-0.006087337|0|0.069914568|0.0|-0.480899596|0.003376831|-0.07722825|0.016324953|0.104380139|-0.406388629|0.7640994990000001|-0.002494715|0.027971797|0.773981237|0.741366815|0|0.836999127|-0.06394156|-0.087315963|12.45251265|64.92967228|-0.028722356|0.69814381|-2.182899066|-42.52098397|-23.42233034|64.59518279|3304.705347|682.5509007|-1780.097106|-19.1002979|0.30185619|9.940531282|19.16475647|0.927940864|7780.945962999999|246.1558296|-1451.622641|0.0|1.0|1.0|2.0|4.73|0.0|2.81|2.0|159.67|1.0|-5.74|4.0|0.0|0.0|0.0|-5.28|0.000968|4.16|1.0|1.0|1.4800000000000003e-09|-0.04561|8.08|3.1079|-1704.061013|875.6|1544.09|0.5820000000000001|398.94|0.69905|-1703.545539|0.5820000000000001|-0.12844|3.7605|-0.17405|-1703.622959|4.2225|8.0|8.0969
12f_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|0|0|0.604990261|1.768354671|-0.03356339|-0.006206277|0|0.070099257|0.807254372|-0.235838511|0.008525796|0.108909202|-0.172869148|0.115814835|-0.054891771|0.679527138|-0.160218113|-0.271493213|0.841769186|0.605644757|1|0.909993912|-0.067004323|-0.082198664|11.90644165|62.72992556|-0.032879466|0.7314440520000001|-1.150781297|-20.45387851|-18.16607804|48.92668311|2383.68369|502.7764322|-635.8127312999999|-10.03685385|0.268555948|8.404802652999999|16.49362536|0.962404834|5326.217734000001|148.3785764|-351.2898849|1.0|0.0|0.0|0.0|3.24|3.61|5.35|0.0|98.25|0.0|-6.58|3.0|0.0|0.0|1.0|-5.99|0.0001|5.4|0.0|0.0|4.81e-08|-0.07761|4.77|2.8374|-2212.359379|572.63|951.55|0.4348|286.25|0.7029|-2212.222254|0.3858|-0.11765|3.2818|-0.19526|-2212.275094|4.8562|0.38|6.4202
9a_a36|0.0|1|0|0|3.4090209280000003|0.0|0|7.412764017000001|2|2|1.297044807|0.0|-0.109305298|-0.007853595|2|0.095192109|0.0|-0.41624054|0.0034852859999999|-0.078488872|-0.06502499|0.160672128|-0.202876718|0.839235677|-0.019008343|-0.1177413269999999|0.842671963|0.79302567|0|0.826559623|-0.073689118|-0.10869601|14.47407729|49.52042402|-0.039929147|0.7638345870000001|-1.956528182|-27.53468726|-24.40778806|59.5185754|2682.572663|505.25728260000005|-1195.981615|-14.91993116|0.236165413|7.546661564|13.79893984|0.828482664|5693.562367|144.36259840000002|-731.0766269999999|0.0|1.0|0.0|1.0|4.69|0.0|3.04|0.0|120.94|0.0|-3.71|5.0|0.0|1.0|0.0|-3.99|0.0753|2.66|0.0|0.0|5.26e-07|-0.05044|3.38|3.8677|-1252.802159|648.41|1092.66|0.4811|320.56|0.68682|-1252.578886|0.4811|-0.15925|5.7274|-0.20969|-1252.636005|7.4992|13.0|7.8861
15a_a22|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|1.4229176680000002|1.646649187|-0.136588366|-0.0050042229999999|2|0.021482585|1.614660505|-0.280236463|0.005288335|-0.057308195|-0.015194063|0.036467904|-0.165471815|0.6819423609999999|-0.09744639|-0.027029438|0.794858486|0.655865336|1|0.86664032|-0.061755825|-0.081705465|14.43653926|96.58317516|-0.031425179|0.702735071|-1.634109304|-28.45564196|-21.33157831|56.35672103|2884.815511|588.2800507999999|-1109.242072|-14.47998862|0.297264929|8.157552588|14.6895113|0.800725296|6322.278103000001|201.7850124|-752.9594081|1.0|1.0|1.0|1.0|3.42|2.86|3.87|0.0|124.05|0.0|-4.65|5.0|0.0|0.0|1.0|-4.68|0.00945|3.18|0.0|0.0|6.1e-10|-0.0600399999999999|4.98|3.6496|-1368.35331|696.57|1189.31|312.0|245.14|0.69076|-1368.0755869999998|0.0955|-0.15281|5.2588|-0.21285|-1368.1368730000002|6.8666|143.0|6.8447
5a_a49|0.0|0|0|0|0.0|0.0|1|7.853604813|2|2|1.343848751|2.111324504|0.079751437|-0.009147269|2|-0.072902329|1.878067786|-0.493952547|0.007647515|-0.046327135|0.076610236|-0.1205081119999999|-0.26176436|0.66494289|0.001251171|0.127914587|0.855876084|0.632463498|1|0.800090055|-0.072109357|-0.0787216|16.71687776|124.92862240000002|-0.027311576|0.6069287529999999|-1.338267206|-24.67330519|-15.97587337|58.89715956|2797.737637|468.0117167|-782.8177953|-9.345067946|0.393071247|6.0732145310000005|11.91885068|0.962527525|6294.404170000001|229.9265537|-457.9083293000001|1.0|1.0|1.0|0.0|3.37|2.93|3.3|0.0|116.62|0.0|-3.84|5.0|0.0|1.0|1.0|-4.29|0.0578|2.65|0.0|0.0|1.1900000000000001e-07|-0.05062|4.14|3.9219|-1311.995327|625.06|1082.25|795.0|236.42|0.66225|-1311.743648|0.0529|-0.16176|5.6104|-0.21238|-1311.799168|7.0102|43.0|7.3665
13j_a6|0.0|1|0|0|3.409065702|0.0|0|7.412764017000001|1|1|1.430640326|0.0|0.0353600779999999|-0.015004989|1|0.07522656|0.0|-0.855284356|-0.011017781|-0.0951246069999999|-0.047513534|0.121750719|-0.073507141|0.8744720490000001|-0.063948098|-0.079161042|0.8353837409999999|0.830577798|0|0.6229641429999999|-0.120219472|-0.129511589|20.78979124|180.6709018|-0.046428683|0.7841668409999999|-2.460720196|-53.67779048|-31.02389141|101.1210779|2907.3053210000003|416.2679342|-1644.266245|-20.73032827|0.215833159|8.741405506|15.43329684|0.765539515|6276.316063|144.22085800000002|-1098.707398|1.0|1.0|1.0|3.0|3.56|2.26|4.16|0.0|120.17|0.0|-5.03|5.0|0.0|0.0|1.0|-4.48|0.00398|2.95|0.0|0.0|3.18e-09|-0.0488899999999999|4.94|3.5599|-1426.5532050000002|712.52|1196.6|0.2857|339.64|0.7045100000000001|-1426.272674|0.0259|-0.14602|8.3187|-0.19491|-1426.335207|10.9731|262.0|6.5817
