molecula|SddssS|SaaNH|SssssC|nAHRing|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC1i|MATS1c|BIC2|MATS8d|SIC2|GATS1pe|FNSA5|PBF|FPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
1_a6 (SB-431542)|0.0|3.3674017380000003|0.0|1|0.0|-0.015636898|5.351858133|-0.175408303|0.035620155|0.1008839219999999|0.0|-0.766207981|-0.011639964|-0.029658865|10.94959842|1|-0.008385698|-0.033765606|-0.567791164|0.7462411859999999|-0.083341531|0.805877431|0.795744863|-0.122555709|0.210050443|0.033020439|160.410387|0.405958714|240.8019609|-43.12110169|11.61820782|105.3125675|0.7531996609999999|-2.083447046|-44.47680367|-27.46300805|94.56841061|0.472445176|2678.823231|352.3666367|1890.228713|-16.29019397|0.2468003389999999|7.523839331|14.26172029|5748.417262|146.3942108|-733.0587287000001|-300.3801761|1640.78056|513.4628663999999|1.0|1.0|2.0|3.25|0.05|23.0|-7.69|4.04|103.12|0.0|0.0|1.0|-6.73|384.39|0.0|0.0|3.03e-05|0.0116|0.0|0.0|2.03e-08|3.8208|4.57|3295.0|619.92|376.28|0.5765|324.5|464.07|-1292.358966|-0.13329|-193.0|0.03494577|8.8611|1542.0|5.8119|5.8119
14f_a23|0.0|0.0|0.0|0|3.366063739|-0.006791105|5.351858133|-0.027380305|0.04255787|0.056215377|0.745818086|-0.373510774|0.010561248|-0.0555907109999999|10.3132176|2|0.010508236|-0.199540201|-0.399688849|0.796412133|-0.06885759|0.854683662|0.71381683|-0.084419703|0.2096108239999999|0.027134452|96.47955427|0.105837608|71.55380685|-38.58595734|12.40242234|96.60179161|0.665778294|-1.603974359|-27.39103254|-21.26277654|58.85981824|0.478733036|3014.916135|604.5178506|2322.5224120000003|-14.37516058|0.334221706|8.124287407|15.58565565|6768.918745|225.9578225|-733.1331894|-224.1560124|1628.77284|683.7405759|0.0|1.0|1.0|3.57|0.09|26.0|-7.51|3.42|114.25|1.0|0.0|1.0|-6.47|441.51|0.0|0.0|2.32e-06|0.0010199999999999|0.0|0.0|3.11e-08|5.8184|3.23|3.5753|711.98|346.78|0.2462|213.09|572.35|-1744.182678|-0.1458|-0.21743|0.02255331|9.1089|2.0|8.6459|8.6459
13_a12|0.0|0.0|0.0|0|0.0|-0.0069874069999999|0.0|-0.0619247109999999|0.037948718|-0.21832579|0.0|-0.272508888|0.000830398|-0.083760082|10.96083169|0|0.002279068|-0.281096572|-0.595629719|0.6809340620000001|0.039235452|0.7300173240000001|0.804066411|-0.092483398|0.122164874|0.008188151|64.74666684|0.09993609|48.98899535|-22.2236882|1.96760628|66.2289548|0.8829921740000001|-1.2947675790000002|-13.97756285|-17.15403411|32.52766981|0.466560112|1812.788134|441.2142447|664.9830294|-8.408963103|0.117007826|6.06407675|11.36787272|3647.657976|57.35761558|-311.13163480000003|-375.4880089|718.8050825|327.9594923|1.0|1.0|1.0|2.7|0.12|18.0|-7.14|3.63|50.7|0.0|0.0|1.0|-5.49|276.34|0.0|1.0|5.520000000000001e-05|0.0152|0.0|0.0|7.26e-08|4.5363|3.83|3.9329|532.86|315.25|0.6528|273.31|437.91|-876.209109|-0.16458|-0.20903|0.0290811829999999|1.5686|93.0|7.0315|7.0315
16b_a32|-3.3094926630000003|3.2902303|0.0|0|0.0|-0.008469352|5.733341277|-0.3723824429999999|0.041958333|-0.012739425|2.033356859|-0.423467596|-0.008277865|-0.018753196|10.31100078|3|-0.00180101|-0.222700615|-0.586122949|0.852956281|-0.098450203|0.907055332|0.6762731040000001|-0.1083060409999999|0.559199331|0.015808858|53.96132589|0.253462496|162.40756509999997|-44.4669946|6.490611388|9.827907321|0.7476362679999999|-1.624590613|-36.42406481|-22.14820988|66.97508778|0.414997448|3037.795494|478.3482386|3264.235184|-14.19159402|0.252363732|6.466656381|11.05406524|6612.089615999999|161.7035261|-667.0049190000001|-317.3487516|1392.342653|597.8890744|1.0|1.0|2.0|3.71|0.28|19.0|-7.6|5.4|165.49|0.0|1.0|1.0|-6.72|433.57|1.0|0.0|5.19e-07|0.000225|0.0|0.0|2.54e-08|3.6211|6.37|3.6211|676.92|342.39|0.2849|342.39|567.01|-2315.757928|-0.14995|-0.2094099999999999|0.03900066|7.0093|17.0|7.7696|7.7696
3j_a32|0.0|3.564417045|0.0|0|0.0|-0.006580847|6.3044488020000005|-0.017889768|0.037373737|-0.029763115|2.248764828|-0.269814716|-0.000202965|-0.086191775|10.31100276|3|0.001173363|-0.097980957|-0.528541012|0.824282683|-0.084553991|0.8884057059999999|0.7557114|-0.095013178|0.27811778|0.013773753|47.55031019|0.134898055|71.64373163|-26.79963418|3.885056172|0.0|0.7487739999999999|-1.140158136|-19.82606536|-16.36574867|44.64569478|0.4482615029999999|2282.569698|459.4516326|1778.1826620000002|-8.691773249|0.251226|5.900829539|10.69497519|4866.613493|133.42496409999998|-321.5956102|-264.245436|808.6988876|398.2788055|1.0|1.0|1.0|3.27|0.24|19.0|-6.69|6.68|110.94|0.0|0.0|1.0|-5.6|338.45|0.0|0.0|1.21e-06|0.0004089999999999|0.0|0.0|2.03e-07|3.4982|3.02|3.4982|564.55|354.42|0.3005|354.42|405.19|-1671.351322|-0.14498|-0.19859|0.02833407|5.9266|8.0|8.0969|8.0969
3d_a49|0.0|0.0|0.0|1|2.089548665|-0.003398408|5.4161004020000005|-0.3456333889999999|0.036335697|-0.087308534|1.775376197|-0.173318804|-0.00918253|-0.068390038|10.35020259|1|-0.004253844|-0.129666234|-0.202380888|0.808676284|0.029549308|0.863438637|0.846953747|-0.094384452|0.464410121|0.009601398|137.78978830000003|0.266928348|154.6267696|-31.67236018|3.221917789|0.0|0.756622045|-1.698920144|-33.32030276|-20.93944137|63.08192694|0.486368221|2809.9605100000003|424.6551631|1660.7054380000002|-12.12984007|0.243377955|6.612715522999999|12.87442833|6018.145364|140.9844521|-570.1024832|-297.31302830000004|1300.720421|549.3593871|1.0|1.0|3.0|3.29|0.15|21.0|-6.15|0.72|121.39|0.0|0.0|1.0|-6.58|392.45|0.0|0.0|6.42e-06|0.00252|0.0|0.0|7.1e-07|5.1844|4.02|3.8907|615.3|318.67|0.2899|239.15|455.47|-1594.380348|-0.16147|-0.21913|0.04373784|2.3278|2.34|5.6308|5.6308
9a_a36|0.0|3.4090209280000003|0.0|2|0.0|-0.007853595|5.351858133|-0.046964839|0.040166667|0.095192109|0.0|-0.41624054|0.0034852859999999|-0.078488872|10.96066876|1|0.00484375|-0.202876718|-0.398235589|0.7885597609999999|-0.1177413269999999|0.842671963|0.79302567|-0.10869601|0.204819754|0.0236784079999999|49.52042402|0.1734403769999999|106.0201967|-40.61536816|8.847677483|0.0|0.7638345870000001|-1.956528182|-27.53468726|-24.40778806|59.5185754|0.453098452|2682.572663|505.25728260000005|2167.77208|-14.91993116|0.236165413|7.546661564|13.79893984|5693.562367|144.36259840000002|-731.0766269999999|-322.5522826|1565.759963|578.2841135|1.0|0.0|1.0|4.69|0.14|17.0|-6.28|3.04|66.4|0.0|0.0|1.0|-6.74|382.42|0.0|1.0|0.000197|0.0753|0.0|0.0|5.26e-07|3.8677|3.38|3.8677|648.41|320.56|0.4811|320.56|495.18|-1252.578886|-0.15925|-0.20969|0.02701893|7.4992|13.0|7.8861|7.8861
5e_a40|0.0|0.0|0.0|0|1.661964758|-0.004925115|6.167516491000001|0.0601021459999999|0.044526749|-0.106497535|0.7768055559999999|-0.162528785|0.009890343|0.158430496|10.31198323|2|0.008306061|0.010397494|-0.391074665|0.8092726020000001|0.0451110059999999|0.877722972|0.5087199929999999|-0.089724264|0.0499188609999999|0.019851304|170.7311133|0.135577249|64.47400829|-20.29110082|4.489363277|51.7148695|0.8223594679999999|-1.076691165|-17.38723451|-17.06741495|46.00255248|0.47779156|1986.384601|411.0778166|512.5703164|-8.116440327000001|0.177640532|6.533857846|12.51197289|4158.984115|84.47727896|-243.4932098|-306.597267|622.6260756|264.9899736|1.0|0.0|0.0|3.03|0.21|14.0|-4.65|4.3|75.5|1.0|0.0|2.0|-5.66|303.77|0.0|1.0|1.66e-05|0.00505|0.0|0.0|2.23e-05|3.7138|4.99|3.7138|493.19|333.85|0.5262|333.85|390.33|-1637.115238|-0.14786|-0.2201699999999999|0.01659566|10282.0|25.0|7.6021|7.6021
14ae_a23|0.0|0.0|0.0|0|3.338149829|-0.007539122|5.351858133|-0.029948314|0.042903564|0.026913008|0.7338690390000001|-0.4448081789999999|0.008996289|-0.0174992419999999|10.31321689|2|0.009675528|-0.253318853|-0.363230717|0.7830067820000001|0.0469453379999999|0.8356326820000001|0.7317531540000001|-0.087074783|0.202342743|0.03467374|111.4422142|0.127637949|91.4475768|-44.69687612|17.79858399|110.5716332|0.53040766|-1.480271319|-33.45249142|-19.28284095|71.53368511|0.479058976|3212.850883|625.0131414|2575.36078|-13.81539807|0.46959234|8.123993885|15.59484379|7308.981869|336.444465|-759.846894|-43.57178809|1999.511567|770.8206617000001|0.0|1.0|1.0|3.74|0.12|26.0|-7.6|3.48|123.48|1.0|0.0|1.0|-6.68|471.53|0.0|0.0|1.6e-06|0.000753|0.0|0.0|2.49e-08|3.6036|2.99|3.6036|751.57|344.06|0.3205|344.06|627.57|-1858.675325|-0.14537|-0.21659|0.01449323|9.5944|2.0|8.6038|8.6038
14ab_a23|0.0|0.0|0.0|0|3.4171257980000003|-0.0050415|5.351858133|-0.028841865|0.04314059|0.021287386|0.7586471459999999|-0.287365522|0.013012022|0.010803172|10.313217300000002|2|0.012103325|-0.13397874|-0.449699921|0.75434493|-0.05990912|0.8072028240000001|0.693959193|-0.076243539|0.20155691|0.017974612|40.23721489|0.07577767|51.89838547|-35.76253038|8.431109267|82.79560776|0.797837067|-1.677357849|-24.37891748|-21.67516705|47.90644969|0.4695727329999999|2941.47118|632.9786397|2332.352369|-14.84482393|0.202162933|7.83369055|14.76864227|6654.62616|138.4567483|-786.7756682999999|-407.9635285|1439.872753|733.3886349999999|0.0|1.0|1.0|3.63|0.12|26.0|-8.16|4.4|105.02|1.0|0.0|1.0|-5.92|439.54|0.0|0.0|5.9e-07|0.000259|0.0|0.0|6.9799999999999995e-09|3.6587|4.1|3.6587|719.66|338.88|0.3893|338.88|595.23|-1708.277193|-0.14778|-0.21924|0.02013145|8.4721|4.0|8.4012|8.4012
12ay_a36|0.0|3.50559949|0.0|2|0.0|-0.006733838|5.351858133|-0.043778345|0.043383838|0.1012005419999999|0.0|-0.404030255|0.003676818|0.012286423|10.9463292|1|0.0045625|-0.169994208|-0.438622276|0.78699829|-0.111814717|0.833398429|0.857993338|-0.098945129|0.419950383|0.018016934|126.7858133|0.170593592|110.578217|-41.57269314|7.569978132|8.677627506|0.778164805|-1.978902589|-31.1973159|-22.90568368|59.80790901|0.4530143439999999|2766.899844|537.618563|3238.138932|-14.84739041|0.221835195|6.466730436000001|11.82248632|6204.216872999999|143.79285900000002|-831.4538627999999|-360.6110621|1648.388976|729.1873176|1.0|0.0|2.0|4.96|0.21|17.0|-7.34|3.76|69.2|0.0|0.0|1.0|-6.38|409.49|0.0|1.0|2.8600000000000004e-05|0.0117|0.0|0.0|4.55e-08|3.9348|3.79|3.6561|674.33|339.12|0.2939|315.09|532.22|-1311.282556|-0.15056|-0.2031599999999999|0.02880431|9.1844|18.0|7.7447|7.7447
12x_a36|0.0|3.494913155|0.0|2|0.0|-0.007008724|5.351858133|-0.046532211|0.041767677|0.021670322|0.0|-0.40650598|0.00285431|-0.054184069|10.33556641|1|0.003710345|-0.133106642|-0.4331246039999999|0.828393514|-0.041914045|0.8792981679999999|0.855081905|-0.104368092|0.3403819629999999|0.017625524|81.81168174|0.163597165|110.0434027|-47.22198284|7.974776509|0.8295471390000001|0.7768535409999999|-1.982993755|-33.36962015|-24.70107324|61.46507585|0.458792701|2884.428214|562.6051882|2391.802689|-16.61514211|0.223146459|8.770758009|16.20591229|6193.10485|150.09915149999998|-897.2176739|-372.4502879|1717.000548|725.9470896|1.0|1.0|2.0|4.87|0.17|17.0|-7.05|3.33|94.5|0.0|0.0|1.0|-6.64|427.52|0.0|0.0|1.4300000000000002e-05|0.0061|0.0|0.0|8.95e-08|3.8776|3.37|3.7364|719.63|331.83|0.3901|319.74|569.01|-1670.182026|-0.1517099999999999|-0.2048199999999999|0.03331471|7.2812|7.0|8.1549|8.1549
17_a3|0.0|0.0|0.0|0|0.0|-0.009450704|4.727387819|-0.118246266|0.047430556|-0.015463451|1.709081227|-0.349676046|-0.007540435|-0.041723219|10.31163036|1|-0.006696449|0.036673175|-0.633373061|0.767641592|-0.085686119|0.838125715|0.773152968|-0.096067661|0.225087454|0.010321361|234.4907116|0.1969243769999999|100.2028184|-24.87357062|2.672377884|76.17242478|0.840062179|-1.344947254|-25.54439812|-20.12828595|55.45324083|0.4383349039999999|2196.728425|408.6362608|1667.279771|-10.24205849|0.159937821|6.2477303310000005|11.12358659|4839.543958|81.38261354|-348.2299886|-346.0738521|814.6560331000001|353.7528308|1.0|1.0|1.0|3.13|0.0|21.0|-7.48|4.96|92.93|0.0|0.0|1.0|-5.61|338.81|0.0|0.0|2.96e-06|1.0|0.0|0.0|3.28e-08|3.2102|3.57|3.2102|537.32|386.22|0.4062|386.22|393.58|-1731.6147670000005|-0.13155|-0.20359|0.02878063|4.8815|23.0|7.6383|7.6383
LY580276_a4|0.0|0.0|0.0|1|2.067497166|-0.001543874|5.4161004020000005|-0.020236527|0.044357639|0.0295482979999999|0.0|-0.063298854|0.010217376|-0.172607392|10.94681614|1|0.009622161|-0.042912895|-0.191806286|0.7921620090000001|0.019144144|0.847526918|0.518109998|-0.071023484|0.243350596|0.008729943|11.22286434|0.131473004|63.36073061|-16.49563923|2.027582675|82.46094409|0.8478469959999999|-1.065352257|-13.31233017|-13.51117823|31.83019528|0.437093506|1948.220005|418.5688558|1511.5340210000002|-6.511436537000001|0.152153004|5.456603642999999|9.693623538|4098.640927|73.32703409|-247.4345884|-335.2755182|605.5630025|345.4102548|1.0|1.0|0.0|3.01|0.22|17.0|-6.56|4.49|30.71|0.0|0.0|1.0|-5.71|293.34|0.0|1.0|0.000213|0.0624|0.0|0.0|2.75e-07|5.2983|3.64|4.4918|519.23|276.03|0.1905|234.01|402.99|-959.356125|-0.18746|-0.2099599999999999|0.023546627|3.2891|175.0|6757.0|6757.0
12p_a36|0.0|3.392386149|0.0|2|0.0|-0.008017607|5.351858133|-0.084341564|0.042804233|0.114716581|0.0|-0.432950771|-0.002526241|-0.084846674|10.96052769|1|-0.000673716|-0.217394466|-0.440709431|0.828371596|-0.074349074|0.8839272779999999|0.698414933|-0.108380023|0.315548061|0.020202133|83.24921731|0.251561167|158.3666517|-42.95260501|8.006403882999999|0.0|0.759126153|-1.950840419|-32.72335782|-24.56246081|64.698131|0.475504684|2774.926334|471.1687161|2308.958924|-15.4629378|0.240873847|7.546742977|14.3885803|5922.775161|151.63860559999998|-773.1468902|-326.2581567|1617.811526|595.8790650000001|1.0|0.0|2.0|4.72|0.14|17.0|-6.86|3.13|69.2|0.0|0.0|1.0|-6.76|399.42|0.0|1.0|0.000129|0.0515|0.0|0.0|1.4e-07|5.3413|3.41|3.8372|660.71|323.11|0.3015|232.12|506.89|-1331.947748|-0.15608|-0.21131|0.03396697|6.7199|9.0|8.0458|8.0458
21_a4|0.0|0.0|0.0|1|2.026698554|-0.003068098|5.4161004020000005|-0.014982235|0.042924837|0.019346682|0.0|-0.131928225|0.012362563|-0.2897937889999999|10.94593332|1|0.012094249|-0.099702401|-0.228430899|0.777866961|-0.174578783|0.833191212|0.674434042|-0.076470465|0.239652988|0.020173071|63.37635587|0.067853265|34.4171635|-19.67444009|5.190159022|66.03320922|0.7231676229999999|-1.147056976|-14.70482428|-14.54552243|39.22285963|0.401240904|2045.488184|472.812128|1584.866567|-7.377915035|0.276832377|5.961506745|9.956436217|4277.396118|140.4174905|-295.1166014|-226.3943104|804.5450027|387.240586|1.0|1.0|0.0|3.37|0.16|17.0|-5.94|3.7|39.94|0.0|0.0|2.0|-5.76|303.36|0.0|1.0|0.000133|0.0403|0.0|0.0|1.16e-06|5.1623|3.31|4.0245|549.71|308.08|0.2016|240.17|446.0|-973.400097|-0.16632|-0.19588|0.020181098|2.9409|121.0|6.9172|6.9172
43_a18|0.0|0.0|0.0|2|0.0|-0.005099385|4.844187086|-0.01369899|0.033734062|-0.05314954|0.0|-0.397752066|0.002712865|0.031746165|10.94702053|0|0.003801459|-0.2093696189999999|-0.460675034|0.713379703|-0.0579590709999999|0.7458234990000001|0.712848727|-0.0822489459999999|0.3439906129999999|0.006890688|0.66443384|0.147655113|114.6724699|-49.60799696|4.156080507|21.60709738|0.8743733490000001|-2.302970476|-42.32033664|-24.16948112|59.84418608|0.481954273|3172.923606|661.9512957999999|1579.614523|-18.77059344|0.125626651|10.01438533|19.33108376|7428.282915000001|97.56464265|-1389.023915|-581.4944803999999|2045.512486|1228.492038|0.0|1.0|2.0|4.54|0.34|18.0|-9.6|4.5|76.5|1.0|0.0|1.0|-5.78|508.65|0.0|0.0|3.55e-07|0.00018|0.0|1.0|2.52e-10|3.2233|8.79|3.2233|843.1|384.65|0.5429|384.65|702.4|-1611.126246|-0.13196|-0.18145|0.02315412|3.6943|625.0|6.2041|6.2041
30_a47|0.0|0.0|0.0|0|1.435022468|-0.0092264759999999|4.727387819|-0.184735553|0.038387534|0.013114301|1.192095911|-0.415191425|-0.0098410169999999|-0.008774855|10.95005723|1|-0.008325552|-0.079370393|-0.4370608039999999|0.8485444809999999|0.074217097|0.913855507|0.651797437|-0.107296835|0.384732322|0.022747897|350.5257774|0.32103267|192.6285289|-38.63044093|8.190002019|76.90733636|0.679447569|-1.609452527|-38.96726396|-22.9932445|78.59180109|0.4680850139999999|2626.927627|407.3992771|1558.731067|-13.79658605|0.320552431|6.886726437999999|12.94704346|5852.817155|192.3403721|-579.456614|-215.3470619|1421.325667|457.1122177|1.0|1.0|2.0|3.03|0.05|21.0|-7.24|2.71|98.72|0.0|0.0|1.0|-6.95|396.81|0.0|0.0|6.05e-05|24.0|0.0|0.0|5.74e-08|3.7159|3.89|3.7159|615.85|333.66|0.3566|333.66|478.04|-1695.931037|-0.1517|-0.20813|0.0420327|3.6487|13.0|7.9|7.9
12h_a30|0.0|0.0|0.0|2|0.0|-0.00737961|5.351858133|-0.06631353|0.043848238|-0.074988669|0.0|-0.391119352|0.001139238|0.001698966|10.31162898|1|0.002064369|-0.120380857|-0.4708582289999999|0.831176513|-0.1240820219999999|0.888213143|0.64876559|-0.09907575|0.353607682|0.017389133|89.66095835|0.236431596|150.42542849999998|-40.10503079|7.038974807000001|0.0|0.7979748729999999|-1.882439244|-33.64938551|-24.44221903|63.95204629|0.468446216|2848.98238|485.8069155|2268.811589|-15.55093031|0.202025127|8.066818026|15.1759206|6252.192213|128.5349203|-761.9955851|-379.1625034|1500.88527|618.6004214|1.0|0.0|1.0|4.63|0.14|17.0|-6.9|4.25|81.65|0.0|0.0|1.0|-6.02|416.47|0.0|0.0|4.12e-06|0.00171|0.0|0.0|1.26e-07|5.0289|4.07|3.5101|672.54|353.22|0.1878|246.54|518.06|-1674.777786|-0.14889|-0.2023599999999999|0.03372393|3.4138|9.0|8065.0|8065.0
8h_a8|0.0|2.975382653|0.0|0|1.241306689|-0.010324979|4.844187086|-0.249095464|0.046205674|0.008138299|0.0|-0.485274006|-0.007796225|-0.085125857|10.94341368|1|-0.007036544|0.254819201|-0.53822084|0.6971223040000001|0.010682683|0.751162751|0.56916135|-0.11302328|0.273425421|0.0111998669999999|316.4918269|0.397594866|233.7669182|-39.07081527|3.871662077|53.78973456|0.918315905|-2.147442322|-42.41801879|-28.69532281|78.73029948|0.451435543|2623.688756|354.18563860000006|2019.780061|-16.87148841|0.081684095|7.453557203|13.58738632|5956.417906000001|48.02637252|-742.3454901|-491.8998117|1374.901814|485.8626377000001|0.0|0.0|2.0|3.11|0.0|23.0|-7.95|4.69|80.88|0.0|0.0|1.0|-5.98|391.37|0.0|0.0|6.11e-06|0.0023899999999999|0.0|0.0|1.13e-08|4801.0|7.71|3.7327|608.39|332.16|0.3011|258.25|480.09|-1361.455676|-0.15475|-0.21819|0.03330037|4.4356|11.59|4.9359|4.9359
3a_a49|0.0|0.0|0.0|1|2.09865947|-0.006374689|5.4161004020000005|-0.072328354|0.0355787039999999|-0.044367345|1.819785|-0.337858497|-0.000349523|-0.060613765|10.92976559|1|0.000521532|0.003978478|-0.421478185|0.8145214209999999|0.008391259|0.8704151529999999|0.7476073409999999|-0.088484274|0.526915193|0.016205613|107.4001347|0.27109473|158.77029040000002|-30.35026007|5.558553447|59.40691577|0.689774813|-1.504232653|-32.39206742|-17.97906469|64.79936082|0.474653816|2599.121578|426.893216|1793.526571|-10.52968207|0.310225187|6.566343333|12.49907878|5792.106924000001|181.6875706|-515.9544212000001|-222.2883651|1277.19098|578.2841135|0.0|1.0|2.0|3.25|0.18|21.0|-7.19|2.77|98.72|0.0|0.0|1.0|-7.67|384.43|0.0|0.0|0.000878|0.3379999999999999|0.0|0.0|6.52e-08|5.1647|3.16|3874.0|635.89|320.04|0.3467|240.06|449.68|-1253.756918|-0.15978|-0.2171|0.03833529|4.2593|64.0|7.1938|7.1938
12q_a30|0.0|0.0|-4.76444841|2|0.0|-0.015322396|5.351858133|-0.27228842|0.0438779959999999|-0.016509571|0.0|-0.873376576|-0.00695299|0.004165554|10.31162828|1|-0.004395528|-0.226973911|-0.636798458|0.816138015|-0.032887649|0.867367115|0.593245722|-0.115589613|0.596557166|0.014790072|82.72757145|0.154254173|105.1162273|-53.67653794|6.868090132000001|0.732186841|0.820640722|-2.427381881|-40.56199584|-31.21009417|69.60189582|0.473741611|3305.289025|576.3319634|2844.418547|-21.2680622|0.179359278|7.346842839|13.96052394|7990.060758|122.2240555|-1127.2072970000002|-437.0000797|2015.662819|696.6414817000001|1.0|0.0|1.0|4.73|0.17|17.0|-7.18|4.43|90.88|0.0|0.0|1.0|-5.66|482.48|0.0|0.0|1.99e-07|9.63e-05|0.0|0.0|6.61e-08|5.0573|5.52|3.4834|713.16|355.93|0.1817|245.16|537.96|-1987.781386|-0.14792|-0.19897|0.03408298|6.821000000000001|36.0|7.4449|7.4449
7c_a10|0.0|0.0|0.0|1|2.1219657030000003|-0.00375251|5.4161004020000005|0.012145872|0.039433962|-0.1122332619999999|1.798334646|-0.206388032|0.01006918|-0.033792245|10.92926158|1|0.0107756969999999|-0.191576261|-0.215874011|0.7928588059999999|-0.105104647|0.84177174|0.6952665379999999|-0.0876410609999999|0.487148112|0.027436939|87.99694927|0.093723511|54.79389751|-29.95538587|9.377842892|58.07647902|0.52630639|-1.139333798|-17.34382833|-13.06063972|45.70671102|0.4675549639999999|2616.8970870000003|529.8395322|1881.379304|-7.635686595|0.47369361|6.703148323|12.58937144|6034.895823|276.93712|-389.4200163|-30.75918962|1265.598592|611.4957509|1.0|1.0|0.0|3.48|0.26|21.0|-7.78|4.59|62.06|0.0|0.0|1.0|-6.2|386.45|0.0|1.0|3.59e-05|0.0139|0.0|0.0|1.66e-08|5.4267|2.76|3.8357|635.47|323.24|0.4049|228.47|488.89|-1258.744382|-0.16055|-0.20059|0.02659395|5.0714|3.81|5.4191|5.4191
1n_a5|0.0|2.91912867|0.0|0|0.0|-0.007315978|4.59511985|-0.0533837329999999|0.024388889|0.002508727|0.0|-0.3365350029999999|0.004367323|-0.150600424|10.94528897|1|0.004754079|-0.015850084|-0.393928416|0.77828693|-0.087019366|0.8402078140000001|0.656280207|-0.081950989|0.428980979|0.023129277|63.58796786|0.214789986|123.2912732|-27.00168194|7.620766672|55.29041202|0.627751746|-1.311215832|-27.07741706|-17.50346525|60.44890447|0.483868192|2437.279452|450.71720610000006|889.4388375|-10.04713747|0.372248254|7.881746117|15.27080096|5101.31614|213.67365440000003|-432.02691110000006|-146.6611704|1198.959638|467.1194103|1.0|1.0|1.0|2.88|0.05|23.0|-8.07|4.41|80.76|0.0|0.0|1.0|-6.41|356.38|0.0|0.0|5.41e-05|0.0193|0.0|0.0|8.43e-09|4.3838|4.19|4.3838|607.15|282.82|0.3789|282.82|481.06|-1179.018429|-0.17092|-0.23278|0.03956123|0.7104|27.0|7.5686|7.5686
18b_a25|0.0|0.0|0.0|0|1.824998189|-0.003259453|4.727387819|0.0131826839999999|0.038137255|-0.018632104|2.003993644|-0.189048258|0.006181503|0.014055398|10.31286058|1|0.00598031|-0.061048368|-0.303383008|0.7723870909999999|0.001715854|0.8333962429999999|0.6915652390000001|-0.078644297|0.348987182|0.01278627|80.36582704|0.063746107|44.73187305|-38.7252349|6.296086869|0.0|0.7847794690000001|-1.6515302369999998|-31.08693686|-21.46130777|53.27347337|0.493622561|3051.645565|656.9874135|2327.4502850000003|-15.05981357|0.215220531|8.654596906|17.09119768|6973.180791|151.02439719999998|-813.229933|-399.6704921|1476.7341199999998|809.2903831|1.0|1.0|1.0|3.58|0.07|27.0|-9.84|5.93|111.51|1.0|0.0|1.0|-5.93|460.55|0.0|0.0|2.87e-07|0.000132|0.0|0.0|1.4500000000000002e-10|5.5437|4.32|3.6826|728.12|336.67|0.2658|223.65|612.24|-1767.2232149999998|-0.15079|-0.22145|0.03002332|2752.0|51.0|7.2924|7.2924
12i_a36|0.0|3.27619957|-4.787087299|2|0.0|-0.016027043|5.351858133|-0.29543904|0.0438779959999999|0.048138468|0.0|-0.929568494|-0.011700732|0.128325344|10.96020192|1|-0.007897954|-0.3344729369999999|-0.608318386|0.820041835|-0.01509434|0.87043328|0.624142499|-0.117424873|0.332782117|0.01973953|108.3973956|0.169035768|108.9148111|-48.75024044|8.195085212|0.52902639|0.7691298590000001|-2.46592234|-35.3196406|-29.42347522|67.53484704|0.460246812|3231.030388|535.4151566|2351.232652|-18.95842684|0.230870141|7.549683919|13.98728916|7707.634338|148.7565508|-1023.755049|-346.8168661|2065.79896|672.4630346|1.0|0.0|2.0|4.8|0.17|17.0|-7.14|3.31|78.43|0.0|0.0|1.0|-6.4|465.43|0.0|0.0|6.26e-06|0.00291|0.0|0.0|7.24e-08|5.2297|4.86|3.7496|666.79|330.66|0.5402|237.08|504.47|-1644.954647|-0.1541|-0.20475|0.03165678|6.6124|12.0|7.9208|7.9208
