molecula|NaaNH|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC8d|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|RPCS|FNSA1|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
12e_a40|0|0.0|7.515889085|0|0|0.604990524|1.6315143930000002|0.061944605|5.4161004020000005|-0.262526337|0|0.04020202|0.174870826|0.665270062|-0.556620974|-0.192362496|2|-0.014780739|0.103406816|-0.520457262|0|0.889386453|0.047011204|-0.279310345|0.858770467|1|0.7798787840000001|-0.132226452|-0.122830115|0.284429447|0.015096495|-66.68049019|8.195398107|206.0119599|0.220121216|119.4966772|4.4490161310000005|0.0|0.790818822|78.14505956|79.97685498|0.491465612|423.3709264|-14.26008524|0.209181178|8.014314957|15.75963228|0.966435355|-470.5828129|33.21629575|-315.75223450000004|11.46456937|1.0|0.0|0.0|0.0|3.27|20.0|2.93|0.0|95.8|0.0|1.0|2.0|-6.53|24.0|378.23|0.0|1.0|-5.64|2.98e-07|0.000113|2.27e-06|4.72|9.14e-07|4.3236|4.66|-2248.276958|-2248.244231|552.91|918.38|0.4494|286.76|445.12|0.6826|-0.12616|-0.19912|0.03272669|-2248.206714|1.17|5.9318|5.9318
3d_a49|0|0.0|7.535296702|1|1|0.406515615|2.089548665|-0.0960135969999999|5.4161004020000005|-0.3456333889999999|2|0.036335697|-0.087308534|1.775376197|-0.173318804|0.017871379|1|-0.004253844|-0.075636705|-0.202380888|2|0.914407252|0.01450704|0.029549308|0.863438637|1|0.733071652|-0.099295364|-0.094384452|0.464410121|0.009601398|-54.67520803|5.561916586000001|137.78978830000003|0.266928348|154.6267696|3.221917789|0.0|0.756622045|65.59130031|63.08192694|0.486368221|424.6551631|-12.12984007|0.243377955|6.612715522999999|12.87442833|0.946920034|-570.1024832|27.67490257|-297.31302830000004|10.91609228|1.0|0.0|1.0|1.0|3.29|21.0|1.07|0.0|111.41|0.0|1.0|4.0|-5.19|28.0|392.45|0.0|1.0|-4.44|6.42e-06|0.00252|3.6200000000000006e-05|2.98|7.1e-07|5.1844|4.02|-1594.595995|-1594.552258|615.3|1044.19|0.2899|239.15|455.47|0.3523699999999999|-0.16147|-0.21913|0.04373784|-1594.435881|2.34|5.6308|5.6308
7a_a8|1|3.1730222510000003|7.535296702|1|1|1.4000287219999998|1.4494883790000002|-0.11821781|5.4161004020000005|-0.0407248439999999|1|0.041123188|-0.017706371|0.0|-0.482688615|-0.019054799|1|0.002028046|-0.019499132|-0.412963751|1|0.7168594159999999|0.033708575|-0.032562221|0.831914523|0|0.718410375|-0.102174163|-0.101880506|0.238462711|0.035405618|-59.83546383|20.79408196|145.3710976|0.281589625|165.38046830000002|12.2125771|71.85980901|0.733884399|75.4573633|80.80201312|0.477611327|421.9297638000001|-14.71059634|0.266115601|7.699041907000001|14.73814865|0.914283468|-632.5556427|34.12990316|-274.7254012|15.62189947|0.0|0.0|1.0|1.0|3.34|23.0|2.01|0.0|105.83|0.0|1.0|3.0|-4.86|29.0|382.37|0.0|1.0|-4.64|1.36e-05|0.00522|2.29e-05|3.24|5.3600000000000004e-08|4.5808|5.2|-1291.313963|-1291.287017|605.72|1031.61|315.0|270.66|494.48|0.61257|-0.12889|-0.20505|0.0269461|-1291.156661|24.73|4.6068|4.6068
6_a3|0|0.0|6.823286122000001|0|0|0.605016564|0.0|0.155665791|4.727387819|-0.106234254|2|0.038650794|-0.025021661|2.000787282|-0.330577816|0.032782484|1|-0.006696449|0.020589494|-0.594308852|2|0.881253042|-0.155862559|0.055002252|0.8632654590000001|1|0.783322023|-0.1042506469999999|-0.098669224|0.556539611|0.010921391|-49.23401228|5.449560482000001|236.2008316|0.216677977|108.118071|2.7192240510000003|77.06094911|0.80281499|56.71997588|57.46859326|0.387883362|390.8623623|-9.393191593|0.19718501|5.498222293|8.982311462|0.633675574|-319.3685142|23.4484528|-302.19751|7.485963593999999|1.0|1.0|1.0|1.0|3.05|21.0|2.11|0.0|95.5|0.0|1.0|2.0|-5.44|23.0|338.81|0.0|1.0|-4.87|3.67e-06|0.00124|1.34e-05|3.79|3.28e-08|5.8279|3.09|-1731.735113|-1731.7043199999998|524.88|884.88|0.1997|212.74|366.93|0.3369|-0.1465|-0.21179|0.03079258|-1731.6508010000002|1778.0|5.7501|5.7501
12a_a30|0|0.0|7.412764017000001|2|2|0.604984824|0.0|0.033691224|5.351858133|-0.02919335|2|0.040166667|-0.096804291|0.0|-0.3557214489999999|-0.094932667|1|0.005458948|-0.053309522|-0.454270252|1|0.8421237309999999|-0.031179517|-0.171895425|0.842671963|0|0.836214716|-0.07699057|-0.097138462|0.337975309|0.016292604|-60.22802588|10.10177981|85.47365107|0.163785284|101.5505506|6.263330101|0.0|0.805190202|69.45678454|57.83766054|0.469799116|518.4718832|-14.47983299|0.194809798|7.362386058999999|13.88603128|0.88607758|-709.5118166|29.00398472|-378.4495438|9.228758655|1.0|0.0|1.0|0.0|4.65|17.0|2.82|0.0|127.28|0.0|1.0|5.0|-5.28|29.0|398.48|0.0|0.0|-4.85|5.23e-06|0.00208|1.4e-05|3.87|2.3100000000000002e-07|5045.0|3.82|-1575.7783980000002|-1575.745502|668.81|1122.01|0.1866|245.76|507.17|0.35338|-0.1481|-0.19994|0.03289568|-1575.597759|11.0|7.9469|7.9469
5a_a40|0|0.0|8.149890544|0|1|0.604913477|1.688148148|-0.116583806|6.167516491000001|0.059258947|0|0.0388888889999999|-0.108428634|0.808197279|-0.152120625|-0.02394636|2|0.010425818|0.004130836|-0.363338726|0|0.538671739|-0.442215721|-0.0395444479999999|0.820901326|1|0.8531783270000001|-0.078132307|-0.090991462|0.04987082|0.020641204|-40.27003217|9.135164355|174.99981530000002|0.146821673|64.97877226|4.042943749|52.43850484|0.8224652720000001|46.06507254|43.71412865|0.4889874279999999|377.5905776|-7.128912782|0.177534728|5.507689573|10.7779923|0.956899016|-213.8673835|19.58503709|-285.426492|5.795040371|1.0|0.0|0.0|1.0|3.04|14.0|1.85|1.0|74.15|0.0|2.0|3.0|-4.13|19.0|269.32|1.0|1.0|-3.67|7.49e-05|0.0202|0.000213|2.88|8.950000000000001e-05|3.7921|4.36|-1177.598691|-1177.5835470000002|466.79|757.45|0.4461|326.96|353.51|0.69499|-0.15066|-0.21644|0.01514427|-1177.555706|81.0|7.0915|7.0915
14b_a3|0|0.0|6.823286122000001|0|0|0.605016869|0.0|0.143500839|4.727387819|-0.1160619169999999|3|0.039799383|-0.1551678719999999|1.7086790859999998|-0.356087317|-0.102362298|1|-0.004161699|-0.050943323|-0.575695827|3|0.882394075|-0.133815639|-0.170297225|0.848135222|1|0.786476513|-0.090994113|-0.100993354|0.379746504|0.012828558|-49.38772279|6.273415527999999|252.49572540000003|0.2135234869999999|104.4171556|3.067822725|82.79166784|0.766915433|57.87172082|50.77131401|0.487615651|384.6023764|-8.721397057|0.233084567|4.989782639|9.738358819|0.951659927|-313.9702941|23.25478753|-261.0537205|8.483998032|0.0|1.0|1.0|1.0|3.18|21.0|1.04|0.0|93.25|0.0|1.0|2.0|-4.45|23.0|319.38|0.0|1.0|-3.99|3.54e-05|0.0113|0.000103|2.58|1.28e-07|3.0724|2.22|-1327.514377|-1327.4859310000002|524.27|879.19|0.2276|403.54|368.39|0.70123|-0.12942|-0.19618|0.02844675|-1327.398177|0.38|6.4202|6.4202
14_a47|1|2.871076328|6.605297921|0|0|1.417758105|0.0|-0.126490693|4.59511985|-0.136491228|2|0.036632997|0.017068634|1.484493371|-0.2306964|0.0295267039999999|1|-0.006335783|-0.020596219|-0.33240126|2|0.5975877820000001|-0.085385518|0.050943962|0.8467634620000001|1|0.681598464|-0.093553938|-0.094132436|0.2662137639999999|0.020106089|-47.47362906|10.1400648|64.60629385|0.318401536|160.57883|5.113919242|0.0|0.664709719|61.62381153|57.32194098|0.474828277|343.7492333|-8.892848121|0.335290281|6.909385453|13.15643085|0.904139078|-311.2496842|26.52746264|-166.1354667|14.15018248|1.0|1.0|1.0|1.0|2.78|21.0|2.49|0.0|86.58|0.0|1.0|3.0|-3.97|24.0|323.3|1.0|1.0|-4.13|0.000108|0.0349|7.46e-05|2.91|1.63e-08|3.9671|2.64|-1127.737484|-1127.700693|519.55|849.76|0.2452|312.53|375.43|0.68345|-0.16377|-0.22434|0.03679054|-1127.6593779999998|8.0|8.1|8.1
16e_a32|1|3.343660084|7.765993078999999|0|0|0.609420752|0.0|0.180914799|5.733341277|-0.06951854|0|0.040982906|-0.04474426|2.080236877|-0.772021601|-0.01320745|3|-0.002310082|-0.123297852|-0.698621582|0|0.804503712|0.096017785|-0.022651598|0.91471624|1|0.7903051590000001|-0.087117996|-0.117338144|0.504569498|0.024145309|-75.36830928|15.50894749|105.4021155|0.209694841|134.6906051|9.961663868|39.27920316|0.702226562|90.34923861|71.46633549|0.458956284|507.6266039|-15.45011555|0.297773438|6.573687662|12.15001203|0.848279482|-726.1554308999999|34.2534974|-259.78720209999994|14.98092934|1.0|0.0|1.0|1.0|3.64|19.0|1.12|0.0|111.95|1.0|1.0|8.0|-6.59|28.0|413.52|0.0|1.0|-4.75|2.58e-07|0.000107|1.7899999999999998e-05|3.76|4.18e-08|3.6214|4.59|-1955.993572|-1955.965644|677.82|1130.95|0.2858|342.37|552.79|0.7022|-0.14991|-0.2005|0.02792775|-1955.827194|7.0|8.1367|8.1367
31_a47|0|0.0|6.842683282|0|0|1.304326813|1.441825189|-0.075563891|4.727387819|-0.171198936|2|0.042906977|-0.086842911|1.198626524|-0.417294247|0.001073537|1|-0.006265667|-0.035190699|-0.441642572|2|0.677766155|-0.1978980839999999|0.001622323|0.917597019|1|0.696020038|-0.10715233|-0.1056956209999999|0.486720182|0.021401336|-65.56344002|13.27533898|355.5321928|0.303979962|188.5600536|8.234748813|81.01707367|0.70664003|80.58054906|79.74238158|0.4741051329999999|431.7441681|-14.46018796|0.29335997|8.214180216|15.6194341|0.901520747|-650.7084581|32.98913783|-256.3593656|15.01710904|1.0|1.0|1.0|1.0|3.18|21.0|2.0|0.0|109.21|0.0|1.0|5.0|-4.59|29.0|410.83|0.0|1.0|-4.39|2.56e-05|0.0105|4.03e-05|2.86|2.42e-08|3.9744|4.2|-1735.435432|-1735.400941|642.11|1079.4|0.3264|311.96|508.69|0.68276|-0.15143|-0.20463|0.03449081|-1735.284957|16.0|7.8|7.8
15_a15|0|0.0|0.0|1|1|1.435688991|0.0|-0.132759299|0.0|-0.031457366|3|0.029814815|-0.063032481|0.0|-0.395472407|0.0020555079999999|0|0.003766915|-0.173728081|-0.3597407929999999|2|0.843715005|0.007958332|0.003774415|0.7725348679999999|0|0.8972060479999999|-0.061884697|-0.091075463|0.7028760070000001|0.020649569|-60.51136736|13.71976186|142.8140301|0.102793952|68.29723829999999|9.115534766|4.306196778|0.702544178|73.99578515|54.83651811|0.435723718|596.1118717|-13.86355301|0.297455822|6.673906339|11.8273735|0.772181523|-804.0860746000001|29.700607300000005|-269.1443943|13.48441779|1.0|1.0|0.0|0.0|4.04|24.0|2.52|0.0|138.24|0.0|1.0|6.0|-6.32|34.0|448.52|0.0|0.0|-6.1|4.77e-07|0.000214|7.970000000000001e-07|5.32|1.27e-09|3.6968|5.04|-1450.7538470000002|-1450.725355|700.82|1265.55|0.4459|335.38|573.46|0.67524|-0.10964|-0.1475|0.02849263|-1450.462493|109.0|6.9626|6.9626
1m_a5|1|2.934162514|6.605297921|0|0|1.3047206409999998|0.0|-0.252787668|4.59511985|-0.005518104|2|0.026339869|-0.07112464|0.0|-0.096417794|-0.011848312|1|0.00520748|0.042813643|-0.2274929269999999|2|0.691858366|0.077347244|-0.022280685|0.851987765|0|0.8823955520000001|-0.070959368|-0.071478865|0.429612762|0.009030414|-37.65438054|4.7571353730000006|154.6334216|0.117604448|61.95289543|2.506013299|0.235629561|0.73847373|46.74648368|42.13785007|0.482646195|464.8375158|-8.041608085|0.26152627|6.911100301|13.35855701|0.932913201|-297.5394992|20.67140479|-251.2513491|9.092103139|1.0|1.0|1.0|1.0|2.69|23.0|2.4|0.0|95.5|0.0|1.0|3.0|-4.52|24.0|332.79|1.0|1.0|-4.74|2.99e-05|0.00996|1.82e-05|3.69|2.35e-09|4.6678|3.48|-1410.912452|-1410.88022|553.42|926.13|0.5497|265.61|423.2|0.4527899999999999|-0.1778|-0.22857|0.03223201|-1410.833395|43.0|7.3665|7.3665
7d_a10|0|0.0|7.535296702|1|1|1.34384996|2.087763133|-0.117302383|5.4161004020000005|-0.017919404|2|0.041369509|-0.042667459|1.591760572|-0.0845736919999999|-0.0325418129999999|1|0.008513576|-0.041520889|-0.2018053139999999|2|0.531023495|0.0658971929999999|-0.051603612|0.869684772|1|0.841052067|-0.059327943|-0.070901708|0.421731106|0.010495008|-37.61597161|5.567989142999999|12.32220006|0.158947933|84.32774259|2.9540236560000004|89.87999909999999|0.729585423|45.08492005|37.04365163|0.484115691|446.2091497|-6.961625817000001|0.270414577|6.100927672|11.82615475|0.938419104|-299.34991010000005|17.98535187|-243.607074|7.468948447000001|1.0|1.0|1.0|1.0|3.21|21.0|3.04|0.0|100.04|0.0|1.0|2.0|-4.22|26.0|344.38|1.0|1.0|-4.72|5.98e-05|0.0206|1.9e-05|3.62|1.46e-08|5.8433|3.49|-1129.198363|-1129.175857|574.87|970.29|0.2593|212.18|417.68|0.32059|-0.1633099999999999|-0.21965|0.02250617|-1129.0552810000002|928.0|6.0325|6.0325
2_a49|0|0.0|7.535296702|1|1|1.3438506419999998|2.12788659|-0.084499704|5.4161004020000005|-0.03981057|2|0.038726287|-0.100166139|1.999073077|-0.189189114|0.005918367|1|0.004580676|0.032521855|-0.320124905|2|0.802447754|0.084099874|0.00991453|0.851413454|1|0.81348014|-0.08647612|-0.079176085|0.41397907|0.01105681|-40.34672657|5.634353797999999|226.4450566|0.18651986|95.04720801|2.871166625|0.0|0.7154059890000001|49.26352575|49.7010488|0.454163307|414.5350312|-7.34284831|0.284594011|5.667936413|10.38394173|0.8320497920000001|-308.399629|20.14177325|-219.534132|8.91679918|0.0|1.0|1.0|1.0|3.09|21.0|1.88|1.0|99.52|0.0|1.0|2.0|-3.53|25.0|327.38|1.0|1.0|-3.89|0.000292|0.0955|0.000129|2.43|1.51e-07|5.4614|1.79|-1046.018455|-1045.981819|553.52|941.6|0.2988|227.02|371.96|0.34449|-0.1555099999999999|-0.19923|0.0366366999999999|-1045.8595810000002|59.0|7.2291|7.2291
12h_a36|1|3.468184524|7.412764017000001|2|2|1.297043828|0.0|-0.128701804|5.351858133|-0.041228471|2|0.039061728|0.059920602|0.0|-0.503153567|-0.051080247|1|0.003077071|-0.1430106119999999|-0.410826531|1|0.8913597320000001|-0.10861416|-0.089459459|0.87043328|0|0.819614525|-0.073572836|-0.10720355|0.3726296|0.027905055|-70.19826261|18.27258858|82.11195464|0.180385475|118.1187282|11.96512593|1.413982241|0.665254541|87.85958486|66.44902736|0.464544951|536.6941285|-15.32224162|0.3347454589999999|7.428908584|13.87400978|0.8675704009999999|-827.4010477|35.1736357|-216.42159590000003|17.66132225|1.0|0.0|1.0|0.0|4.8|17.0|1.72|0.0|130.24|0.0|1.0|6.0|-3.95|31.0|411.46|0.0|0.0|-4.07|0.000113|0.0464|8.499999999999999e-05|2.65|2.03e-07|5.1998|2.92|-1347.481013|-1347.451759|697.29|1177.89|0.5756|238.44|535.67|0.34589|-0.14247|-0.1926|0.02925492|-1347.260478|14.0|7.8539|7.8539
12ax_a36|1|3.429529478|7.412764017000001|2|2|1.280791885|0.0|-0.0943348109999999|5.351858133|-0.040458296|2|0.043383838|0.075802407|0.0|-0.414810497|-0.034663063|1|-0.00097037|-0.101451485|-0.440372791|1|0.884841888|-0.0394369539999999|-0.056676035|0.892249657|0|0.846837721|-0.073739612|-0.107815607|0.375647684|0.019128091|-72.11700812|12.79462904|36.17982162|0.153162279|102.4490387|8.558226304|1.236876307|0.7648530440000001|84.58859134|62.11847297|0.488501696|566.4430628|-17.36585896|0.235146956|7.563197245|14.78635841|0.955040697|-868.2929481000001|33.94393618|-354.3162187|12.47158322|1.0|0.0|1.0|0.0|4.74|17.0|2.99|0.0|133.77|0.0|1.0|5.0|-5.08|31.0|450.32|1.0|1.0|-5.18|8.27e-06|0.00372|6.55e-06|3.93|1.74e-08|5.2372|4.42|-2152.130959|-2152.100515|699.67|1182.31|0.5236|236.74|552.0|0.39564|-0.15728|-0.21324|0.03044421|-2151.971761|12.0|7.9208|7.9208
8d_a8|1|3.190160226|7.05012252|0|0|1.395657339|1.41693287|-0.12349902|4.844187086|-0.155313194|1|0.042323232|0.071729931|0.0|-0.633521883|-0.117111249|1|-0.001038264|0.016471091|-0.4385133129999999|1|0.76211539|0.0780635059999999|-0.179357354|0.804372443|0|0.6932924890000001|-0.1072746469999999|-0.103150936|0.377028311|0.028038295|-67.26951954|18.28507531|57.93693239|0.306707511|200.0182229|11.92454747|92.49576602|0.675359878|86.29065071|88.24385833|0.483207744|452.1282556|-16.2479927|0.324640122|7.507839835|14.52777156|0.935013517|-877.3916055999999|36.89090464|-228.7206541|19.02113117|0.0|0.0|1.0|1.0|3.61|23.0|1.92|0.0|121.1|0.0|1.0|6.0|-4.91|32.0|430.46|0.0|0.0|-4.47|1.24e-05|0.00533|3.4200000000000005e-05|2.89|2.38e-08|4.6765|6.22|-1447.595474|-1447.559429|690.78|1185.65|0.3|265.12|572.21|0.62361|-0.13754|-0.19757|0.03604461|-1447.354662|18.61|4.7303|4.7303
3g_a32|1|3.542426304|7.78113851|0|0|0.60942078|0.0|0.015803466|5.733341277|-0.072619634|0|0.05052381|-0.058985916|2.2144733530000003|-0.2816222539999999|-0.125170068|3|0.002565215|-0.074808287|-0.563371932|0|0.833981748|-0.1015732219999999|-0.1719626169999999|0.802214256|1|0.887695945|-0.070213101|-0.098311343|0.273439311|0.0119962889999999|-54.47722347|6.647498326|42.56199385|0.112304055|62.23099889|3.683575459|0.0|0.8007401590000001|60.55421302|45.55465473|0.447358137|491.89858160000006|-9.343731735|0.199259841|5.917878616|10.70834299|0.809490137|-392.4367329|21.05801434|-333.29803589999995|6.076989555|1.0|0.0|1.0|1.0|3.43|19.0|2.18|0.0|102.55|0.0|1.0|3.0|-7.09|24.0|354.49|0.0|1.0|-5.59|8.12e-08|2.88e-05|2.58e-06|5.02|5.08e-08|3.5456|4.13|-1712.060085|-1712.036238|593.24|998.86|0.2859|349.68|495.4|0.70275|-0.14715|-0.20065|0.02384763|-1711.919273|14.0|7.8539|7.8539
6e_a40|0|0.0|8.421342866|1|2|0.604892975|1.75595616|0.128035402|6.401917197|-0.074872854|0|0.039160494|-0.15110197|0.744550501|-0.69771706|-0.205140551|2|-0.002992481|-0.020200684|-0.6319354389999999|0|0.685858263|-0.011405885|-0.289988439|0.8988141140000001|1|0.74620476|-0.107312598|-0.1164147119999999|0.376602018|0.015875595|-76.50178121|10.43262695|185.1473293|0.25379524|166.7812216|6.85578763|35.33106374|0.866991176|84.95203628|80.95296505|0.441911406|490.3675161000001|-21.04453212|0.133008824|6.972949117000001|12.49434084|0.791830204|-904.9148811|36.93694043|-482.3355765|8.450255075|1.0|0.0|0.0|1.0|3.98|14.0|2.12|2.0|125.15|1.0|2.0|5.0|-7.76|30.0|476.98|0.0|1.0|-5.58|1.74e-08|8.31e-06|2.6e-06|4.4|2.35e-05|2.9549|8.35|-2831.191706|-2831.156883|671.95|1149.77|0.3625|419.59|537.07|0.67187|-0.1195799999999999|-0.2164|0.03482243|-2831.048968|18.0|7.7447|7.7447
3p_a32|1|3.456037415|8.02059915|1|1|0.609420752|0.0|0.007752757|6.008813185|-0.028895521|0|0.036666667|-0.050639647|2.1365141480000003|-0.419292538|-0.074544773|3|0.000920756|-0.146606489|-0.53666614|0|0.737842269|0.058054833|-0.120768771|0.918782026|1|0.8195708759999999|-0.070907174|-0.098773656|0.366898545|0.021264377|-58.13283248|12.5150622|40.28175307|0.180429124|106.1908248|7.365688817|57.82331968|0.6199678829999999|73.07639870000001|54.24719019|0.416240891|482.3550967|-10.10863498|0.380032117|6.243062200000001|10.69458635|0.713035367|-444.779939|27.70403125|-141.21321609999998|14.94356622|1.0|0.0|1.0|1.0|3.38|19.0|1.1|0.0|112.37|0.0|1.0|4.0|-5.11|27.0|395.5|0.0|1.0|-4.25|7.78e-06|0.00308|5.629999999999999e-05|2.7|1.62e-07|3.6436|4.26|-1879.554272|-1879.527843|626.32|1057.58|0.3083|340.28|471.04|0.7017100000000001|-0.15055|-0.20018|0.02642856|-1879.406962|26.0|7585.0|7585.0
12c_a5|1|2.977832018|6.605297921|1|1|1.236775191|0.0|-0.212798523|4.59511985|0.020594766|3|0.0252713179999999|-0.086795626|0.0|-0.16115723|0.0072946769999999|1|0.00586291|-0.01261147|-0.223631474|2|0.808899433|0.05430631|0.014673577|0.8446264459999999|0|0.841092921|-0.070873852|-0.066083881|0.450827114|0.016374249|-43.47195613|10.77147171|143.44655559999998|0.158907079|104.5338363|7.085796743|13.26856229|0.583585895|59.40070647|57.39441476|0.4609383929999999|553.2961182|-9.702606135|0.416414105|7.293547043999999|13.53008071|0.855075538|-543.3459436|25.27376659|-109.9706106|15.92875034|0.0|1.0|1.0|1.0|3.27|23.0|1.57|0.0|121.26|0.0|1.0|6.0|-4.09|31.0|411.5|0.0|0.0|-4.33|8.159999999999999e-05|0.0336|4.64e-05|2.84|4.93e-10|4.6671|2.06|-1316.542713|-1316.5202869999998|694.24|1200.02|0.1513|265.66|519.21|0.52074|-0.16563|-0.21128|0.02242648|-1316.305277|47.0|7.3279|7.3279
47j_a18|0|0.0|7.03438793|1|1|1.251176464|0.0|0.070097424|4.844187086|-0.068902246|0|0.033563218|-0.048528478|0.0|-0.569931053|0.0033281|0|0.002317206|-0.218974385|-0.48833504|0|0.783538352|-0.002262399|0.005740124|0.77844379|0|0.80651845|-0.073041469|-0.094744194|0.476575952|0.015967126|-73.69868165|12.42035127|95.57657747|0.19348155|150.5035248|9.661420661|99.50526447|0.764425062|86.31641604|69.23713027|0.481373558|627.366638|-20.47428768|0.235574938|9.597380968|18.50538303|0.928170101|-1433.2001369999998|34.43235841|-411.3767328|12.6177344|1.0|1.0|1.0|1.0|4.54|18.0|2.63|2.0|149.96|1.0|1.0|11.0|-5.83|37.0|499.6|0.0|0.0|-5.14|1.49e-06|0.000743|7.32e-06|4.07|1.63e-09|3.1054|8.09|-1625.445572|-1625.413107|839.37|1459.55|0.5439|399.25|776.31|0.6983600000000001|-0.1285|-0.17273|0.03246539|1625.053346|35.0|7.4559|7.4559
3_a20 (SB-525334)|1|3.502142227|6.880384082000001|0|0|1.183765089|0.0|-0.048050965|4.727387819|-0.053897691|2|0.0526353279999999|0.001821898|1.728260385|-0.274640708|-0.119584218|1|0.0033523629999999|-0.169090412|-0.500412918|2|0.818922083|0.087932573|-0.17447922|0.76423988|1|0.8756647679999999|-0.061128029|-0.0917096759999999|0.246005838|0.0123308269999999|-51.80299691|6.965173618|43.70154849|0.1243352319999999|70.23182172|3.934338039|0.0|0.784910502|58.45718743|41.49386505|0.457398769|494.6267525|-9.33873414|0.215089498|5.943823875|10.9543133|0.8429740729999999|-438.9205046|21.06338405|-321.8682802|6.654190521|1.0|1.0|1.0|1.0|3.37|21.0|1.69|0.0|104.59|0.0|1.0|3.0|-4.85|26.0|343.42|1.0|1.0|-4.73|1.42e-05|0.00489|1.88e-05|3.74|4.07e-09|4.9821|3.9|-1086.585811|-1086.56485|605.71|1030.31|367.0|248.86|498.74|0.49443|-0.13417|-0.20131|0.02096048|-1086.383308|162.0|6.7905|6.7905
16g_a32|1|3.363965155|7.765993078999999|0|0|0.609420729|0.0|0.1739995319999999|5.733341277|-0.0429252429999999|0|0.03898374|-0.049658216|2.084553994|-0.771439265|0.004735761|3|-0.00030659|-0.117577419|-0.696926204|0|0.79965447|-0.026098259|0.008494733|0.8821580379999999|1|0.8206422409999999|-0.078387439|-0.105500574|0.542303725|0.023959586|-77.75914881|17.659402|90.88837862|0.1793577589999999|132.1955522|13.01585399|43.37912747|0.6863323440000001|94.54074206|75.43482709|0.3972359179999999|604.8539801|-18.38320476|0.313667656|9.3963701|15.58880229|0.65902387|-974.3098525|36.34043182|-274.67233460000006|16.78159325|1.0|1.0|1.0|1.0|3.87|19.0|1.57|0.0|121.56|1.0|1.0|10.0|-7.51|30.0|441.57|0.0|1.0|-5.32|3.08e-08|1.36e-05|4.83e-06|4.65|6.890000000000001e-09|3.6161|5.38|-2034.621991|-2034.593036|752.29|1245.25|0.2879|342.86|639.49|0.70222|-0.14968|-0.19968|0.02895494|-2034.408165|11.0|7.9586|7.9586
20_a47|0|0.0|6.86171134|0|0|1.408721455|1.1934608|0.055662511|4.727387819|-0.161476442|2|0.039520202|0.031814023|1.010373001|-0.505699304|0.071506228|1|-0.006342241|-0.108236785|-0.5332051720000001|2|0.61847122|-0.069674604|0.113432542|0.8575369009999999|1|0.6888286020000001|-0.083811055|-0.092005493|0.213977589|0.023587109|-50.14789824|12.85623208|43.63174229999999|0.311171398|169.6050003|7.00733184|49.00609086|0.595234209|69.09296541|58.53772498|0.4642647929999999|375.4483088|-9.761884958|0.404765791|7.022502229|13.10815891|0.86659377|-409.9991682|30.08893541|-103.815441|18.94506718|0.0|1.0|1.0|1.0|3.19|21.0|2.75|0.0|99.68|0.0|1.0|5.0|-4.06|28.0|380.35|0.0|1.0|-4.08|8.72e-05|0.0332|8.32e-05|2.63|4.89e-08|3.9808|4.08|-1335.742176|-1335.708279|557.84|964.94|0.2807|311.45|426.08|0.68219|-0.16377|-0.22734|0.03389691|-1335.620783|3.0|8.6|8.6
