molecula|NaaNH|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC8d|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|RPCS|FNSA1|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
3j_a32|1|3.564417045|8.234564993|0|1|0.609420782|0.0|0.0053427669999999|6.3044488020000005|-0.017889768|0|0.037373737|-0.029763115|2.248764828|-0.269814716|-0.052622352|3|0.001173363|-0.052818794|-0.528541012|0|0.812195122|-0.020129489|-0.084553991|0.8884057059999999|1|0.865101945|-0.070289671|-0.095013178|0.27811778|0.013773753|-50.46105839|7.315176208|47.55031019|0.134898055|71.64373163|3.885056172|0.0|0.7487739999999999|58.58770587|44.64569478|0.4482615029999999|459.4516326|-8.691773249|0.251226|5.900829539|10.69497519|0.812452828|-321.5956102|21.85672669|-264.245436|8.126647477|1.0|1.0|1.0|1.0|3.27|19.0|1.94|0.0|95.74|0.0|1.0|3.0|-5.92|23.0|338.45|0.0|1.0|-4.8|1.21e-06|0.0004089999999999|1.58e-05|3.89|2.03e-07|3.4982|3.02|-1671.507439|-1671.479105|564.55|934.19|0.3005|354.42|405.19|0.7028|-0.14498|-0.19859|0.02833407|-1671.402462|8.0|8.0969|8.0969
21b_a23|0|0.0|7.525639975|0|0|1.197963051|3.351726269|0.094654108|5.4161004020000005|-0.008526338|2|0.042455556|0.057405955|0.745297595|-0.326506055|-0.0490623259999999|2|0.009872313|-0.069382957|-0.481470603|2|0.7038407329999999|0.131951284|-0.078097375|0.8339434929999999|1|0.930728719|-0.0596425779999999|-0.083105261|0.224930782|0.014481931|-58.25915868|10.15224639|41.6766724|0.0692712809999999|48.56114386|7.117014296|86.65837165|0.812334718|67.68046598|51.9633947|0.458461834|652.4673795|-16.81701905|0.187665282|8.773746105|16.20152864|0.846591917|-857.6679716|29.53101081|-437.9110924|9.421307298|0.0|0.0|1.0|1.0|3.59|26.0|2.6|1.0|129.97|0.0|1.0|5.0|-6.1|33.0|450.52|0.0|0.0|-5.22|8.02e-07|0.000361|6.06e-06|3.7|1.43e-08|4.0023|3.57|-1761.498874|-1761.4722969999998|735.65|1247.38|0.2607|309.79|611.6|0.57848|-0.15033|-0.23434|0.02657688|-1761.294175|85.0|7.0691|7.0691
1l_a5|1|2.964063799|6.605297921|0|0|1.270375394|0.0|-0.244609612|4.59511985|-0.0052651969999999|2|0.025672515|-0.111303801|0.0|-0.089997343|-0.05139414|1|0.007613233|0.0271820189999999|-0.21108114|2|0.7245669790000001|-0.174469948|-0.091849662|0.818803517|0|0.890289002|-0.068685233|-0.067755283|0.357062421|0.0078543119999999|-38.27406105|4.43679678|167.86839980000002|0.109710998|61.974288|2.506287665|0.0|0.769406114|45.64819758|43.23617395|0.47265823|502.9124512|-8.460199385|0.230593886|7.401206343999999|14.03493287|0.896303416|-389.1691717|19.46541135|-304.3678822|7.374136537999999|1.0|1.0|1.0|1.0|2.98|23.0|2.57|0.0|105.07|0.0|1.0|4.0|-5.04|26.0|340.42|1.0|1.0|-4.98|9.06e-06|0.00308|1.04e-05|4.19|1.4800000000000003e-09|4.6403|3.89|-1069.261615|-1069.229786|609.85|1033.47|0.4921|267.19|486.81|0.45892|-0.1779|-0.21939|0.03182983|-1069.101032|32.0|7.4949|7.4949
7b_a8|1|3.213855584|7.535296702|1|1|1.395658671|1.4628217119999998|-0.119760914|5.4161004020000005|-0.038810124|1|0.040873016|-0.024156447|0.0|-0.4829936279999999|-0.0254956129999999|1|0.003191529|-0.021509048|-0.415894017|1|0.710658316|0.048462902|-0.040994467|0.8453887859999999|0|0.7223476129999999|-0.101439013|-0.1000685009999999|0.282366236|0.033167971|-59.93853201|19.86678613|145.0783004|0.277652387|166.30684230000003|11.89970852|75.93423425|0.753935657|73.70461365|80.62622045|0.4787988|432.6681725|-14.82895606|0.246064343|7.698000901|14.76972982|0.918644854|-682.1319788|32.83731114|-304.2022276|13.76608164|0.0|0.0|1.0|1.0|3.49|23.0|2.23|0.0|110.8|0.0|1.0|3.0|-5.25|30.0|396.4|0.0|1.0|-4.94|5.64e-06|0.00224|1.14e-05|3.61|2.25e-08|4.5945|5.51|-1330.622441|-1330.595067|621.4|1067.73|0.2517|269.85|506.21|0.44725|-0.13639|-0.20472|0.0273745|-1330.448193|13.53|4.8687|4.8687
7_a27|0|0.0|6.842683282|0|0|1.40247849|3.330197625|0.112935885|4.727387819|-0.050197188|2|0.049625|-0.133453335|1.280380317|-0.288487667|-0.056500475|1|0.010596392|-0.19575909|-0.500327496|2|0.6413629129999999|0.147753647|-0.08694032|0.8546689820000001|1|0.85111414|-0.060745542|-0.084531496|0.358145768|0.015099075|-47.44936449|8.475438874|10.66993367|0.14888586|83.57286704|4.757447929|60.73467304|0.763564713|55.55559276|42.57323098|0.466714317|477.7488532|-9.469994277|0.236435287|6.446345598|12.087978|0.875167537|-426.1497425|22.09489892|-295.8891961|8.106228264|1.0|0.0|0.0|1.0|3.24|21.0|2.88|0.0|102.36|0.0|1.0|3.0|-4.06|26.0|345.4|1.0|1.0|-4.28|8.66e-05|0.0299|5.2e-05|3.02|2.43e-07|4.1205|5.37|-1122.455548|-1122.433757|606.74|1016.96|0.4179|300.9|505.5|0.61278|-0.16734|-0.2162099999999999|0.02179141|-1122.304359|1.0|9.0|9.0
16_a3|0|0.0|6.823286122000001|0|0|0.605020428|0.0|0.183636734|4.727387819|-0.186717242|2|0.045993266|0.027762972|1.614080058|-0.371147877|-0.018884246|1|-0.008409607|0.0032314229999999|-0.614173961|2|0.659478546|-0.142670655|-0.031683873|0.838125715|1|0.6974791290000001|-0.108919585|-0.100138414|0.252612735|0.012203576|-49.45999101|6.027544549|248.6415425|0.302520871|149.4199775|2.977102266|82.16042286|0.8296818009999999|56.56724056|59.82469895|0.484889078|344.4962834|-10.05903863|0.1703181989999999|5.780331402000001|11.22152755|0.941329444|-342.00731349999995|24.54661368|-325.670405|7.107249553|1.0|1.0|1.0|1.0|3.13|21.0|2.26|0.0|90.44|0.0|1.0|2.0|-4.98|23.0|322.36|0.0|1.0|-4.49|1.05e-05|0.0033799999999999|3.2200000000000003e-05|3.35|6.97e-08|3.2208|3.19|-1371.388717|-1371.360243|520.28|856.09|0.3866|384.94|368.22|0.6944100000000001|-0.13195|-0.2029|0.02847445|-1371.297964|42.0|7.3768|7.3768
18c_a22|0|0.0|6.842683282|0|0|1.194229067|1.804590026|-0.191807441|4.727387819|0.013131848|2|0.038137255|-0.044828537|1.642882533|-0.213698903|0.006275578|1|0.005597023|-0.078828791|-0.305378181|2|0.7290394929999999|-0.032031791|0.010828071|0.8287956870000001|1|0.931073539|-0.057956428|-0.076388478|0.5003904610000001|0.019843706|-52.84635017|13.72808419|30.63947336|0.068926461|47.68404831|9.49723261|15.22791009|0.682690024|67.73280290000001|53.82294919|0.4777430589999999|644.1264387|-13.79609783|0.317309976|7.332936064|14.04085897|0.914766316|-731.1931848999999|29.21094233|-252.7737494|14.88645273|1.0|1.0|1.0|1.0|3.56|27.0|1.47|1.0|136.36|0.0|1.0|6.0|-5.8|34.0|461.54|0.0|1.0|-5.1|1.6e-06|0.000739|7.98e-06|3.5|3.4299999999999995e-10|5655.0|3.5|-1783.562578|-1783.5397829999995|707.08|1249.84|0.2996|219.25|583.88|0.4609|-0.15158|-0.22365|0.02279458|-1783.340519|26.0|7585.0|7585.0
12o_a36|1|3.444418304|7.412764017000001|2|2|1.297042837|0.0|0.01340619|5.351858133|-0.079716275|2|0.040770975|0.03842353|0.0|-0.613501857|-0.010904454|1|-0.000472698|-0.126068378|-0.5110239679999999|1|0.859938421|0.141570244|-0.01854899|0.848816593|0|0.7592112809999999|-0.082048664|-0.10624773|0.514457955|0.023402195|-76.51720886|16.85373064|55.47133795|0.2407887189999999|173.4105814|12.13767506|112.1259723|0.666462845|95.66406176|75.94332024|0.469699889|546.7667677000001|-18.36865355|0.333537155|7.322888607|13.80895167|0.885724665|-1047.013252|38.27030489|-239.7655413|19.1468529|0.0|0.0|1.0|0.0|4.97|17.0|1.49|0.0|138.06|0.0|1.0|7.0|-3.54|33.0|438.48|0.0|0.0|-3.64|0.000292|128.0|0.000227|1.85|1.1800000000000001e-07|5.1927|4.5|-1440.969954|-1440.926241|728.07|1240.51|0.4075|238.77|560.88|0.36719|-0.15695|-0.21151|0.04371335|-1440.734965|0.04|7.3979|7.3979
9_a1|1|3.358585365|6.86171134|0|0|1.432397289|0.0|0.020428974|4.727387819|-0.1075163359999999|1|0.037578348|-0.110185988|0.0|-0.282769361|0.016589221|1|-0.0018191779999999|-0.044035724|-0.483335578|1|0.582499378|-0.053460262|0.02778394|0.7964939409999999|0|0.755276458|-0.080888063|-0.085722429|0.166794384|0.011266799|-49.42275468|6.495805626|63.73880199|0.244723542|141.093898|3.745117974|0.0|0.7816897429999999|57.60218193|53.13133578|0.452572261|435.4501351|-10.60256533|0.2183102569999999|7.61577077|13.91191974|0.826725116|-455.910309|23.52578164|-324.81308110000003|8.17942725|1.0|1.0|1.0|1.0|2.78|23.0|2.74|0.0|102.84|0.0|1.0|4.0|-4.68|27.0|357.38|0.0|1.0|-4.79|2.07e-05|0.00739|1.62e-05|3.76|1.04e-09|3343.0|5.6|-1187.226314|-1187.193365|600.6|1007.04|0.5409|370.88|487.19|0.70296|-0.13413|-0.21015|0.03294951|-1187.065335|6.0|5.2218|5.2218
15_a10|0|0.0|7.535296702|1|1|1.277647202|2.124460476|-0.166303336|5.4161004020000005|0.035396617|2|0.0353864729999999|-0.0729795729999999|1.981569297|-0.142251304|-0.05940848|1|0.009514122|-0.085979341|-0.208590561|2|0.682616223|-0.079744227|-0.105662909|0.863438637|1|0.915526801|-0.059234364|-0.074144604|0.710970489|0.018614889|-44.18725043|11.09373722|33.67392858|0.084473199|50.34268476|6.61142847|108.7226878|0.646412648|56.66229609|46.39507481|0.434181679|545.6177511|-8.964715924|0.353587352|6.35937164|11.23924661|0.767351752|-421.3416484|23.27068984|-174.5122907|12.47504566|1.0|1.0|1.0|1.0|3.29|21.0|2.53|1.0|111.21|0.0|1.0|5.0|-4.48|28.0|390.87|1.0|1.0|-4.81|3.32e-05|13.0|1.56e-05|3.68|5.01e-09|5.7922|3.12|-1604.08794|-1604.057542|641.98|1086.19|0.4553|214.05|484.05|0.41458|-0.1574|-0.20983|0.03039798|-1603.907391|33.0|7.4815|7.4815
19f_a38|1|3.3320764830000003|7.412764017000001|2|2|1.297044434|0.0|-0.036714749|5.351858133|-0.084341564|2|0.041808786|-0.008118156|0.0|-0.4228801179999999|-0.054832432|1|-0.000673716|-0.101303149|-0.4288343429999999|1|0.724208473|-0.075025988|-0.094149094|0.8741648479999999|0|0.750875987|-0.085318318|-0.111307609|0.488059925|0.02107583|-71.10679028|13.4639011|125.7493111|0.249124013|159.14822980000002|8.601162122|12.14075726|0.734437553|84.35196967|67.96791709|0.453960261|479.6831205|-15.44458393|0.265562447|6.164440995|11.28936331|0.8313685409999999|-772.2291966|32.91812709|-299.5321167|13.24517938|1.0|1.0|1.0|1.0|4.82|17.0|2.4|0.0|125.69|0.0|1.0|5.0|-4.14|30.0|401.44|0.0|1.0|-4.17|7.209999999999999e-05|29.0|6.77e-05|2.78|1.4e-07|5.3197|3.41|-1332.190216|-1332.160846|653.22|1105.62|0.3205|233.07|495.68|0.38086|-0.14369|-0.20104|0.02936908|-1332.004601|73.0|7.1397|7.1397
12m_a36|1|3.40403699|7.412764017000001|2|2|1.297043522|0.0|0.013543656|5.351858133|-0.133854569|2|0.03912037|0.14264424|0.0|-0.667165917|-0.038386106|1|-0.004569485|-0.052743904|-0.52644768|1|0.892815402|-0.075712087|-0.064035403|0.8792981679999999|0|0.711961428|-0.10031651|-0.121074678|0.4493096629999999|0.022725561|-81.19927925|15.24099981|42.78660249|0.288038572|193.174369|10.22144534|107.233999|0.7471181240000001|96.11918789|82.51872026|0.465323422|477.48014630000006|-19.16067782|0.252881876|7.312794835|13.67704354|0.8702895190000001|-1034.676602|38.24042793|-331.4617713|14.91990864|0.0|0.0|1.0|0.0|4.83|17.0|1.28|0.0|131.85|0.0|1.0|6.0|-4.1|32.0|424.46|0.0|0.0|-3.8|7.96e-05|0.0338|0.000159|2.11|7.19e-07|3.8658|3.88|-1401.654499|-1401.6158890000002|692.4|1177.15|0.4718|320.72|505.51|0.69382|-0.15879|-0.20993|0.03861003|-1401.446557|0.03|7.5229|7.5229
4l_a46|0|0.0|7.825245291|1|1|1.134637095|2.155247543|-0.058870177|5.587248657999999|-0.075241716|1|0.049498645|-0.067419714|0.0|-0.255755434|-0.161358058|1|0.006162668|0.0071939419999999|-0.3888343979999999|1|0.7940662409999999|-0.001318857|-0.229089688|0.762625193|0|0.892158627|-0.09094885|-0.085194597|0.291762764|0.00657916|-48.19533497|3.721888783|177.7681018|0.107841373|61.00681586|2.10550531|0.0|0.883450801|51.66342604|55.17245545|0.409308207|504.7020036|-9.6227739|0.116549199|5.80829255|9.833034117|0.692930243|-490.7614689|19.25417715|-433.8429998|3.468091068|1.0|1.0|1.0|1.0|3.92|17.0|3.06|0.0|105.77|0.0|1.0|3.0|-5.28|26.0|347.45|1.0|1.0|-5.11|5.25e-06|0.00182|7.78e-06|4.49|9.980000000000001e-08|5.4011|4.99|-1092.745692|-1092.71063|612.39|1057.06|0.2504|229.55|526.77|0.3756|-0.18567|-0.20351|0.03506136|-1092.53932|98.0|7.0088|7.0088
47s_a18|0|0.0|7.03438793|1|1|1.251176205|0.0|0.026229332|4.844187086|-0.045792331|0|0.035632184|-0.026883417|0.0|-0.394481152|-0.031515152|0|0.003686393|-0.168728915|-0.46304239|0|0.724028067|0.0109557919999999|-0.0540701129999999|0.745196689|0|0.84543779|-0.070258863|-0.08106112|0.306379663|0.008446541|-61.36410696|6.394119331000001|10.92659868|0.15456221|117.0051929|4.840414512|51.05656345|0.820470855|69.29837549|59.58080589|0.4740142|640.0051571|-17.25406952|0.179529145|9.811856136|18.65422248|0.901192009|-1207.784866|27.77963709|-485.1995077|7.934268528|1.0|1.0|1.0|1.0|4.41|18.0|3.33|1.0|149.34|0.0|1.0|10.0|-5.95|36.0|482.62|1.0|0.0|-5.45|1.12e-06|0.000539|3.53e-06|4.62|3.8199999999999997e-10|3218.0|8.41|-1534.196027|-1534.174077|809.4|1435.42|0.5203|385.29|736.36|0.6926800000000001|-0.13195|-0.18109|0.02195039|-1533.809351|616.0|6.2104|6.2104
3o_a32|1|3.644417045|7.773594467000001|1|1|0.609420753|0.0|-0.022603806|5.733341277|-0.014299905|1|0.035643275|-0.064818511|2.240993002|-0.306416317|-0.090297882|3|0.000243592|-0.061774721|-0.483580522|0|0.90022001|-0.074509084|-0.154436834|0.872498916|1|0.8377808240000001|-0.073742105|-0.095457829|0.252703854|0.012519666|-55.03672286|7.218280399|62.67187821|0.162219176|93.52833522|4.161738248|0.0|0.7850948190000001|62.56936516|49.73468603|0.455089918|483.0270239|-10.57723917|0.214905181|6.392329273|11.73098001|0.835165165|-475.9757626|23.36733582|-328.7458915|7.532642302|1.0|1.0|1.0|1.0|3.47|19.0|1.58|0.0|112.07|0.0|1.0|3.0|-5.72|26.0|381.52|0.0|1.0|-4.73|1.89e-06|0.00072|1.87e-05|3.46|5.35e-08|3.5333|2.35|-1805.504508|-1805.473626|620.56|1049.14|0.2851|350.9|464.85|0.70216|-0.14652|-0.20065|0.03088166|-1805.333039|0.24|6.6198|6.6198
9g_a24|1|2.931798469|7.273092596000001|0|0|1.427608366|1.7647373919999998|-0.318471716|5.283203728999999|0.001126633|2|0.0279797979999999|-0.162313932|0.0|-0.0425444|-0.02471184|2|0.013119312|-0.0273623029999999|-0.079421802|2|0.683676657|0.13372961|-0.045107345|0.859302479|0|0.8671367529999999|-0.064835725|-0.065668047|0.383340003|0.01876163|-32.49188065|9.283063574|174.88817269999998|0.132863247|65.73938109|4.593165278|0.0|0.4819264479999999|49.25777584|41.36311977|0.427531635|429.0504306|-5.214049137|0.518073552|6.124370267000001|10.69818114|0.746821416|-192.9198181|21.8662148|17.88521849|16.76589519|0.0|1.0|1.0|1.0|2.8|22.0|0.64|0.0|87.53|0.0|1.0|3.0|-2.49|23.0|302.33|1.0|0.0|-3.09|0.00323|977.0|0.0008179999999999|1.37|3.720000000000001e-07|5.2521|0.75|-984.5891383|-984.5565078|524.03|879.99|0.2444|236.07|400.47|0.4227399999999999|-0.17806|-0.21391|0.032630457|-984.497752|68.0|7.1675|7.1675
4_a3|0|0.0|6.823286122000001|0|0|0.60501714|0.0|0.2122551539999999|4.727387819|-0.161259999|1|0.035345345|-0.08769805|1.882124381|-0.325334256|0.0248526079999999|1|-0.007022144|0.053425134|-0.607238634|1|0.640351067|-0.028924747|0.041477445|0.785381728|1|0.74053397|-0.110345083|-0.098695428|0.5842630360000001|0.008006786|-46.9200748|3.806447632|235.6982345|0.25946603|123.350856|1.809595554|77.51574252|0.866976271|51.71950126|56.26480013|0.415852758|352.05186289999995|-8.922372453|0.133023729|5.05182773|8.648209506|0.711897153|-312.2830359|21.6476858|-348.9230345|4.799426464|1.0|1.0|1.0|1.0|2.94|21.0|3.07|0.0|92.65|0.0|1.0|2.0|-5.69|23.0|321.37|0.0|1.0|-5.09|2.02e-06|0.00065|8.22e-06|4.3|2.950000000000001e-08|5.9341|3.53|-1355.332318|-1355.303098|504.29|858.45|0.1776|208.93|338.33|0.3809|-0.14983|-0.20826|0.02921941|-1355.239905|1259.0|5.9|5.9
5_a4|0|0.0|7.535296702|1|1|1.343864516|2.166832955|-0.196773454|5.4161004020000005|0.02257929|2|0.035994832|0.012532807|2.189593648|-0.0607990979999999|-0.134215501|1|0.0111310589999999|-0.0471580309999999|-0.164263889|2|0.655087104|-0.165454845|-0.229773463|0.820886786|1|0.943148502|-0.050732198|-0.0681917309999999|0.431132276|0.008047242|-36.64215945|4.324106888|13.96974087|0.056851498|30.54859623|2.323516519|46.53110402|0.807351587|41.76764149|31.58455727|0.413773331|506.7916175|-7.276482574|0.192648413|5.758733969|9.823391314|0.7058248159999999|-334.71819839999995|16.77294978|-330.3047347|5.125482045|1.0|1.0|1.0|1.0|3.27|21.0|2.88|0.0|104.89|0.0|1.0|3.0|-4.57|26.0|340.42|1.0|1.0|-4.84|2.72e-05|0.00925|1.4499999999999998e-05|3.95|1.09e-08|4.8582|3.71|-1069.27374|-1069.251223|595.55|1013.0|0.1106|255.2|421.24|0.60407|-0.16965|-0.21857|0.02251645|-1069.102899|71.0|7.1487|7.1487
14e_a25|0|0.0|6.842683282|0|0|1.4200152069999998|1.5926486519999998|0.039261746|4.727387819|-0.138693649|2|0.0389622639999999|0.0065927719999999|1.906869097|-0.524066339|0.011176663|1|-0.0005394919999999|0.015497482|-0.50909623|2|0.717460414|-0.144369439|0.018432983|0.8322445820000001|1|0.7240504329999999|-0.1011107469999999|-0.1004553119999999|0.448918026|0.015024526|-73.51338088|10.99497534|372.1805977|0.275949567|201.94039730000003|8.046143033|97.78313402|0.806446896|84.60373462|84.98800478|0.491527882|529.8614286999999|-20.76384175|0.1935531039999999|8.459867391|16.63781964|0.966676175|-1183.53898|35.18345194|-448.516796|11.09035375|1.0|1.0|1.0|1.0|3.62|27.0|1.69|0.0|134.35|0.0|1.0|7.0|-5.14|35.0|462.5|0.0|0.0|-4.73|7.29e-06|0.00337|1.86e-05|3.04|7.31e-10|5.8431|6.51|-1521.012915|-1520.964156|760.96|1300.08|0.2409|212.19|596.96|0.31019|-0.15787|-0.2116699999999999|0.04875868|-1520.767443|75.0|7.1249|7.1249
8k_a46|0|0.0|7.727094485|1|1|0.300205953|2.105349622|0.1436554669999999|5.533389489|-0.380857136|2|0.038616352|-0.061030265|0.0|-0.397337564|-0.038125|1|0.002202734|-0.030019362|-0.510222233|2|0.73768327|0.095179795|-0.051289238|0.8341090329999999|0|0.7381768390000001|-0.08638304|-0.0863473759999999|0.400181795|0.009441365|-61.95565276|6.774333772|104.0919365|0.261823161|187.86239430000003|4.860695117|19.34993627|0.8265691140000001|70.036452|68.75557551|0.4938768979999999|529.6539372999999|-17.04077386|0.173430886|8.070811215|15.94634031|0.975803904|-1022.446432|28.73282642|-468.6373459|8.080799245|1.0|0.0|1.0|1.0|3.94|23.0|1.86|0.0|132.47|0.0|1.0|5.0|-5.74|34.0|474.58|0.0|0.0|-5.13|1.82e-06|0.000866|7.47e-06|3.45|2.17e-09|5.0379|7.63|-1845.304274|-1845.257085|742.04|1302.56|0.1354|246.1|642.39|0.41618|-0.16967|-0.20954|0.04718819|-1845.037411|147.0|6.8327|6.8327
13a_a5|1|2.931642415|6.605297921|0|0|1.393002748|0.0|-0.154076582|4.59511985|-0.033436214|2|0.023989899|-0.007871499|0.0|-0.328417593|-0.025324157|1|0.003196482|-0.035005746|-0.367284642|2|0.746303189|-0.048584084|-0.048575318|0.857293078|0|0.7667501609999999|-0.08903048|-0.0839257009999999|0.470564031|0.016739606|-54.03141848|10.77696869|126.2663658|0.233249839|150.1663914|6.938219155|39.93934134|0.598791539|72.13276165|68.09484712|0.460877309|493.6342317|-11.59515363|0.401208461|8.571729592999999|15.89940424|0.854865353|-591.3528349999999|30.07803494|-127.2041084|18.10134317|1.0|1.0|1.0|1.0|3.07|23.0|0.95|0.0|114.18|0.0|1.0|8.0|-3.77|30.0|399.45|0.0|1.0|-3.74|0.000169|0.0675|0.000184|2.19|1.26e-09|4.6285|3.81|-1313.167422|-1313.126035|688.18|1160.81|0.5953|267.87|567.51|0.41806|-0.17364|-0.22898|0.04138695|-1312.968936|91.0|7041.0|7041.0
9o_a24|1|2.9340792330000003|6.605297921|1|1|1.294229152|0.0|-0.064667223|4.59511985|-0.044044637|3|0.028472222|-0.087807028|0.0|-0.387865233|-0.000236595|1|0.002019902|0.00177843|-0.38043264|2|0.738419215|-0.0062180169999999|-0.000453155|0.846075714|0|0.770273808|-0.088586421|-0.08834189|0.6253256110000001|0.018492771|-51.14964436|10.7072496|32.50178358|0.229726192|133.0106596|6.1994599720000005|44.8382925|0.668046377|66.24061038|61.99847688|0.4861134689999999|445.9858336|-11.03321234|0.331953623|6.080741586|11.83284872|0.945954873|-562.6938294|28.52459128|-194.5965258|15.09096602|1.0|0.0|1.0|1.0|3.96|23.0|1.23|0.0|120.73|0.0|1.0|6.0|-4.49|32.0|421.45|0.0|0.0|-4.4|3.2500000000000004e-05|0.0137|3.9500000000000005e-05|2.88|1.24e-08|5.8802|4.41|-1388.147972|-1388.094657|611.03|1126.94|0.1409|210.85|432.84|0.41688|-0.17826|-0.22353|0.0533144|-1387.945865|446.0|6.3507|6.3507
10_a3|0|0.0|6.823286122000001|0|0|0.605017375|0.0|0.190318474|4.727387819|-0.1152010919999999|3|0.034166667|0.017396832|1.684975382|-0.381954986|0.043342516|1|-0.005959152|-0.0495219879999999|-0.616256033|3|0.8947911009999999|-0.140523767|0.078405316|0.8136572320000001|1|0.747406318|-0.1007256719999999|-0.0989320009999999|0.518341632|0.014615264|-45.8148076|6.768239856|248.0820067|0.252593682|116.9745968|3.134330682|80.37219813|0.7066293240000001|56.68388955|53.41368558|0.41220272|346.1193167|-7.715112198|0.293370676|5.031169383|8.559361451000001|0.701266803|-254.5987025|23.57661855|-191.3775649|10.86908195|0.0|1.0|1.0|1.0|3.02|21.0|1.2|0.0|88.28|0.0|1.0|2.0|-4.3|22.0|305.36|0.0|1.0|-3.84|5.07e-05|0.0155|0.000145|2.43|3.06e-07|5375.0|1.64|-1288.190838|-1288.150029|498.67|830.63|0.2124|230.67|323.26|0.41894|-0.15011|-0.21249|0.04080931|-1288.097561|7943.0|5.1|5.1
3q_a32|1|3.4364803|7.765993078999999|0|0|0.609420748|0.0|-0.017280695|5.733341277|-0.04718311|0|0.03898374|0.02785755|2.120544848|-0.419780649|-0.098400506|3|0.002487149|-0.167040501|-0.5448044360000001|0|0.751733573|0.010109949|-0.1585635|0.901790225|1|0.84993799|-0.067604132|-0.097961799|0.34156046|0.018527744|-60.46462749|11.43581616|41.73511731|0.15006201|92.62226328|7.058489861|53.27315741|0.6349739010000001|74.3682963|53.16288420000001|0.46136998|524.6043311000001|-10.6629646|0.365026099|6.428518903|11.93494358|0.856561949|-522.4852655000001|27.20679986|-166.61896299999998|13.90366881|1.0|0.0|1.0|1.0|3.57|19.0|1.33|0.0|115.37|0.0|1.0|7.0|-5.91|28.0|411.54|0.0|1.0|-4.62|1.24e-06|0.000508|2.4100000000000003e-05|3.47|4.88e-08|3.6236|5.15|-1920.066488|-1920.042674|666.16|1136.46|0.2897|342.16|549.78|0.70216|-0.15001|-0.19969|0.02381444|-1919.883144|28.0|7.5528|7.5528
12_a47|1|2.903215905|6.605297921|0|0|1.304330736|0.0|-0.155854903|4.59511985|-0.078935336|2|0.036632997|0.001435849|1.555521837|-0.209845277|0.0295267039999999|1|-0.004332024|-0.006318684|-0.326846977|2|0.6505449670000001|0.055943216|0.050943962|0.90246604|1|0.7840710409999999|-0.084846808|-0.091853238|0.266995634|0.018014416|-47.83891561|9.382250925|63.89392714|0.2159289589999999|112.4599133|4.886454935|0.0|0.680723821|61.09751253|53.5720844|0.4792593739999999|408.3591283|-9.25429818|0.319276179|7.042279354|13.52358352|0.920341815|-323.9004363|26.10271529|-188.2488142|13.25859692|1.0|1.0|1.0|1.0|2.73|21.0|2.6|0.0|91.63|0.0|1.0|3.0|-4.51|24.0|339.75|1.0|1.0|-4.56|3.11e-05|0.0106|2.77e-05|3.43|7.69e-09|4.2907|3.01|-1488.101254|-1488.064043|537.79|886.46|0.2306|288.96|400.09|0.66387|-0.1633|-0.2256|0.03721125|-1488.024564|6.0|8.2|8.2
