molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|n5aRing|n5aHRing|AATSC7i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GRAV|PPSA1|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50|pIC50
14ad_a23|0.0|1|1|0.0|2|7.423568444|0|-0.1101542319999999|-0.00790478|5.351858133|-0.028065075|2|0.0444129979999999|0.118047355|2|2|0.2086248289999999|-0.376350719|0.7763406840000001|0.7830067820000001|0.165157698|0.8356326820000001|0.887131635|-0.059168372|-0.085840335|-42.29008971|-61.35364811|24.18091285|52.63180108|0.112868365|-0.029653934|17.28310144|114.237062|-1.630966366|-30.226481300000003|-21.19489662|66.47100256|3209.330728|634.0697778|-1165.7193140000002|2339.533586|-15.14887177|7308.229822|303.1354708|-108.4705382|2024.236598|770.8206617000001|23.84770234|0.0|1.0|1.0|1.0|3.73|3.49|0.12|26.0|-7.6|123.48|2.42|2.0|1.0|0.0|7.0|-5.8|6.0|-6.68|471.53|0.0|0.0|-5.08|1.6e-06|8.22e-06|0.0038799999999999|0.0|0.0|1.17e-05|-0.06925|3.3867|2.99|3.3867|-1858.942973|1287.26|366.09|0.4106|618.01|0.6956600000000001|-1858.668058|-0.13734|5.2331|-1858.733603|4.0|8.3595|8.3595
8f_a12|0.0|1|1|0.0|0|6.580639137|1|0.110310585|-0.008295703|4.59511985|-0.062406088|2|0.038347953|-0.013400998|1|1|-0.023769395|-0.560548116|0.902669729|0.7475224290000001|-0.13747286|0.80546986|0.869823177|-0.072634742|-0.098932601|-41.27611074|-56.220383|7.550959323|83.13642146|0.130176823|-0.03822396|4.290980116|0.0|-1.6818542230000002|-23.45595611|-21.72151161|48.82707007|2541.921472|494.2940092|-955.746511|1448.568734|-12.34367323|5481.952981|91.98952021|-384.290491|1140.340995|524.0516742|6.836832748|1.0|1.0|1.0|1.0|4.09|3.26|0.1|21.0|-8.42|78.41|3.1|2.0|0.0|0.0|3.0|-5.7|4.0|-5.47|369.44|1.0|1.0|-5.24|1.99e-06|5.72e-06|0.00211|0.0|0.0|1.4e-06|-0.06179|4.1744|4.19|3.6536|-1481.115891|1020.81|339.35|312.0|441.97|0.59107|-1480.955408|-0.15061|0.9092|-1481.008909|646.0|6.1898|6.1898
12at_a36|0.0|0|0|0.0|0|7.412764017000001|2|-0.04229234|-0.010886502|5.351858133|-0.073048351|2|0.039952719|0.054794728|1|1|0.091520225|-0.48127276|0.817851296|0.8384626709999999|-0.08859337|0.890810337|0.751856692|-0.084721769|-0.110637955|-58.66704838|-76.61315774|20.43891035|95.16663336|0.248143308|-0.037537878|14.1532755|80.75773169|-2.102121151|-40.6250081|-25.99374995|79.10595873|3041.832389|520.6361161|-1455.649997|2388.600265|-17.99981985|6537.399158|225.4381077|-241.591008|2158.30208|735.3783268|18.99059683|1.0|0.0|0.0|2.0|4.9|0.0|0.17|17.0|-6.62|95.5|1.89|1.0|0.0|0.0|7.0|-4.18|6.0|-7.18|439.47|0.0|0.0|-4.08|6.579999999999999e-05|8.36e-05|0.0367|0.0|0.0|0.000106|-0.05703|4.7133|4.5|3.8408|-1460.797444|1238.61|322.81|0.4765|589.75|0.42968|-1460.549244|-0.15607|6.4676|-1460.61293|78.0|7.1079|7.1079
1d_a5|0.0|0|0|-4.455320158|0|6.605297921|0|-0.133500214|-0.006252818|4.59511985|-0.308010841|2|0.030074074|-0.118028278|1|1|-0.389011185|-0.38633065|0.525406088|0.7595197290000001|-0.058872605|0.821309592|0.8965037640000001|-0.088396743|-0.086213657|-47.76176205|-46.58221594|4.288788702|204.4506579|0.1034962359999999|-0.036640804|2.317281143|0.0|-1.465632167|-25.80622135|-19.79744178|52.05055075|2481.822293|484.3911442|-791.897671|1172.890724|-10.69678217|5717.438103|123.9992274|-292.3128788|1027.76566|403.396385|10.25512997|1.0|0.0|1.0|1.0|2.92|2.19|0.05|23.0|-8.88|54.46|2.73|2.0|0.0|0.0|4.0|-4.79|6.0|-5.73|366.34|0.0|1.0|-4.97|1.6100000000000002e-05|1.0800000000000002e-05|0.00396|0.0|0.0|4.86e-07|-0.04528|4.8725|3.58|4.6112|-1288.306458|951.63|268.88|0.2805|414.59|0.41781|-1288.201219|-0.18991|3.7798|-1288.253849|9333.0|5.03|5.03
12bh_a36|0.0|0|0|0.0|0|7.412764017000001|2|-0.052761366|-0.006687484|5.351858133|-0.047482048|2|0.044197531|0.001012669|1|1|0.0016901289999999|-0.43574839|0.902377067|0.78699829|-0.211972014|0.833398429|0.833491953|-0.070687668|-0.09959401|-47.04367494|-66.28126709|11.73109101|83.08294358|0.166508047|-0.035569289|7.807212275|0.0|-1.991880197|-31.30825225|-23.6718811|58.77476595|2773.193279|554.7010591|-1325.625342|2437.805332|-15.75398235|5957.443236|144.22085800000002|-377.0728785|1692.3721690000002|729.1873176|10.18741188|1.0|0.0|0.0|2.0|4.95|0.0|0.21|17.0|-7.34|69.2|2.45|1.0|0.0|0.0|5.0|-4.54|4.0|-6.38|409.49|1.0|1.0|-4.6|2.8600000000000004e-05|2.5e-05|0.0102|0.0|0.0|1.86e-05|-0.0525299999999999|3.8811|3.79|3.6255|-1311.558898|1208.61|341.97|0.4386|575.23|0.69377|-1311.293683|-0.14915|5.8338|-1311.356102|14.0|7.8539|7.8539
7c_a8|0.0|0|0|0.0|1|7.05012252|0|-0.244222944|-0.007509694|4.844187086|-0.025233184|1|0.043533333|0.0493777859999999|1|1|0.079425146|-0.328286221|0.718994164|0.740795639|0.0092411059999999|0.795846675|0.848923958|-0.080277893|-0.089778346|-50.34151168|-56.2991566|19.18974586|49.43944876|0.151076042|-0.03366688|12.03370912|75.43825735|-1.6160102369999998|-31.56868845|-21.11218373|69.53125754|2716.5013510000003|532.3522286|-1013.384819|2162.326414|-13.23925183|6013.168519|233.9661552|-159.15828340000002|1616.4960130000002|572.8089095|20.10370648|0.0|1.0|1.0|1.0|3.44|3.1|0.09|23.0|-7.76|92.93|1.82|1.0|0.0|0.0|5.0|-5.0|5.0|-6.34|398.41|0.0|0.0|-4.67|1e-05|2.14e-05|0.00851|0.0|0.0|6.91e-06|-0.07472|4.6061|5.01|3.1406|-1331.793312|1116.53|394.78|275.0|579.97|0.62361|-1331.567632|-0.1318599999999999|12.0073|-1331.625743|18.59|4.7307|4.7307
4j_a46|0.0|0|0|0.19521727|1|7.825245291|1|-0.175292207|-0.002284836|5.587248657999999|-0.012405467|1|0.048126615|-0.0529855709999999|1|1|-0.078783783|-0.226712003|0.72796254|0.7298040140000001|-0.061823242|0.763724435|0.949893337|-0.05924408|-0.074417476|-34.99059698|-43.95227197|8.812983129|70.56141095|0.0501066629999999|-0.024805825|5.205103062|71.98911503|-1.339514565|-20.66606288|-14.65075732|43.80358011|2260.870095|561.0237355|-791.1408955|2563.282153|-8.652995323999999|5077.124695|131.7477027|-327.122208|1018.288052|642.1335502000001|6.30964324|0.0|1.0|1.0|0.0|4.0|3.9|0.39|17.0|-7.69|39.94|3.28|2.0|0.0|0.0|4.0|-5.38|3.0|-5.09|361.48|1.0|1.0|-5.31|4.16e-06|4.86e-06|0.00176|0.0|0.0|7.33e-06|-0.01684|5.3949|4.93|4.4093|-1132.018764|1112.13|281.19|0.2783|572.31|0.37853|-1131.761156|-0.18387|2.9043|-1131.817578|805.0|6.0942|6.0942
1h_a5|0.0|0|0|0.0|0|6.605297921|0|-0.259241577|-0.001978474|4.59511985|-0.009075016|2|0.026339869|-0.02598568|1|1|-0.043247682|-0.20140246|0.71274658|0.780175595|0.070628165|0.8436458929999999|0.8806402259999999|-0.067599619|-0.069496749|-35.25675213|-36.2462047|4.588992214|160.0744187|0.119359774|-0.027798699|2.393400474|0.484419999|-1.111947978|-18.38824808|-14.49848188|39.84574434|2107.271793|459.3001331|-579.9392753|819.6979313999999|-7.561719827|4334.547353|132.96722079999998|-255.618083|778.3845404|409.0289917|8.268552715|1.0|0.0|1.0|1.0|2.8|2.07|0.05|23.0|-8.41|54.46|2.13|0.0|0.0|0.0|3.0|-4.25|3.0|-5.77|312.37|1.0|1.0|-4.45|5.5700000000000005e-05|3.5600000000000005e-05|0.0111|0.0|0.0|1.21e-06|-0.04124|4652.0|3.17|4.3651|-990.6032645|934.7|284.03|0.3333|430.83|0.4112699999999999|-990.472129|-0.17797|2.2396|-990.523098|28.0|7.5528|7.5528
15d_a10|0.0|0|0|0.0|1|7.535296702|2|-0.233802395|-0.002831383|5.4161004020000005|0.0370874879999999|3|0.031742919|-0.059217023|1|1|-0.092884337|-0.1945202089999999|0.74726683|0.745184875|0.02497303|0.7857977740000001|0.87609771|-0.057588609|-0.070612242|-38.80896881|-47.58559595|15.37766538|67.59624856|0.12390229|-0.018829931|10.36301002|141.0919598|-1.129795872|-26.15336742|-12.68949225|54.18663419|2967.522813|590.402322|-761.3695352999999|2036.192049|-8.551449923|6511.656447|355.8865234|37.87296065|1613.412305|825.4425942|19.36460841|0.0|1.0|1.0|0.0|3.71|4.01|0.35|21.0|-7.82|65.3|1.54|1.0|0.0|0.0|6.0|-3.78|6.0|-7.04|441.52|1.0|0.0|-4.38|0.000167|4.1200000000000005e-05|0.0182|0.0|0.0|6.62e-06|-0.05002|5.6004|2.05|3.8591|-1431.051425|1266.87|321.28|312.0|565.91|0.3685|-1430.733658|-0.15916|3.3831|-1430.795367|69.0|7.1612|7.1612
13_a4|0.0|0|0|0.0|1|7.535296702|1|-0.210975191|-0.000990136|5.4161004020000005|-0.019846488|1|0.044357639|-0.059300584|1|1|-0.094404255|-0.143303992|0.645708528|0.744134785|-0.215746851|0.7986239909999999|0.970027005|-0.050017793|-0.068249548|-24.48959182|-33.41617993|4.282589756|11.85953992|0.029972995|-0.0279998139999999|2.096831328|54.71349575|-1.091992764|-11.99053523|-13.70920202|28.77218157|1910.137758|474.9422962|-534.6588788|1439.176684|-6.7122666220000005|3983.972795|67.30306705|-355.01146810000006|619.8659446|373.9073307|3.704655033|1.0|0.0|0.0|0.0|3.39|2.87|0.16|17.0|-6.2|30.71|2.9|1.0|0.0|0.0|2.0|-4.09|2.0|-5.39|287.36|1.0|1.0|-4.42|8.18e-05|3.77e-05|0.0108|0.0|0.0|0.00018|-0.03168|4.4811|3.87|4.1733|-898.3381672|893.0|297.09|0.2133|429.36|0.53815|-898.2009630000001|-0.17204|2471.0|-898.2503529999999|4.0|5.3979|5.3979
12t_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.073057637|-0.007755575|5.351858133|-0.097216874|2|0.044197531|-0.0596036729999999|1|1|-0.158448053|-0.464720444|0.609043558|0.83236194|-0.003937967|0.889479916|0.696413582|-0.090535776|-0.1011561919999999|-58.89093185|-65.79920855|12.26965165|88.42093081|0.303586418|-0.037159417|7.981057356|0.0|-1.82081145|-38.30686627|-24.17113783|71.1605835|2976.648597|452.99711|-1184.385754|2479.787504|-15.72263361|6617.834146|165.4110479|-319.6492937|1588.274656|616.2856203|13.02867425|1.0|1.0|0.0|1.0|4.63|0.0|0.14|17.0|-7.16|81.65|3.58|2.0|0.0|0.0|5.0|-5.49|6.0|-6.06|434.46|0.0|0.0|-5.17|3.24e-06|6.71e-06|0.00291|0.0|0.0|3e-05|-0.05542|5.0693|4.32|3.5457|-1774.208418|1139.2|349.67|0.2094|527.87|0.33647|-1774.0165149999998|-0.15029|2.6784|-1774.077985|9.0|8.0496|8.0496
9a_a36|0.0|0|0|0.0|0|7.412764017000001|2|-0.109305298|-0.007853595|5.351858133|-0.046964839|2|0.040166667|0.095192109|1|1|0.160672128|-0.398235589|0.839235677|0.7885597609999999|-0.019008343|0.842671963|0.826559623|-0.073689118|-0.10869601|-45.04449811|-66.44342306|14.47407729|49.52042402|0.1734403769999999|-0.039929147|8.847677483|0.0|-1.956528182|-27.53468726|-24.40778806|59.5185754|2682.572663|505.25728260000005|-1195.981615|2167.77208|-14.91993116|5693.562367|144.36259840000002|-322.5522826|1565.759963|578.2841135|11.92833382|1.0|0.0|0.0|1.0|4.69|0.0|0.14|17.0|-6.28|66.4|2.02|1.0|0.0|0.0|5.0|-3.71|5.0|-6.74|382.42|1.0|0.0|-3.99|0.000197|0.000102|0.0391|0.0|0.0|0.0002009999999999|-0.05044|3.8677|3.38|3.8677|-1252.77514|1092.66|320.56|0.4811|495.18|0.68682|-1252.578886|-0.15925|5.7274|-1252.636005|13.0|7.8861|7.8861
16f_a32|0.0|1|1|0.0|0|7.765993078999999|0|0.1767304639999999|-0.014558301|5.733341277|-0.054907428|0|0.039958333|0.008658653|3|3|0.0151704889999999|-0.697693907|0.801401734|0.852938445|0.085125293|0.899839182|0.8072754790000001|-0.08168632|-0.111152081|-56.53102601|-76.92280867|16.90955989|89.03402347|0.192724521|-0.035568666|11.7022626|47.24868477|-1.778433296|-39.12230215|-24.61529877|73.4405859|2772.212354|558.6750754999999|-1230.764939|3414.006186|-17.03501995|6235.040893|211.2572338|-269.5356315|1771.554986|636.0251562999999|15.90558963|1.0|1.0|1.0|2.0|3.76|3.4|0.3|19.0|-7.77|149.27|1.34|3.0|0.0|1.0|9.0|-6.95|5.0|-5.99|427.54|0.0|1.0|-4.97|1.12e-07|1.07e-05|0.00457|0.0|0.0|7.26e-06|-0.04997|3.6272|4.99|3.6272|-1995.278839|1191.55|341.82|0.2931|603.12|0.70204|-1995.054457|-0.15003|3.6641|-1995.117771|9.0|8041.0|8041.0
21_a12|0.0|0|0|0.0|0|6.605297921|1|0.04375233|-0.008833375|4.59511985|-0.058516436|3|0.037992832|-0.213225401|1|1|-0.388196876|-0.522951134|0.923855679|0.835359152|-0.061915124|0.89838263|0.84827776|-0.068775342|-0.100098765|-34.60932333|-50.37198585|6.154473157000001|75.46830038|0.15172224|-0.036878492|3.097071518|0.0|-1.401382713|-17.416202300000002|-18.55810005|40.76379649|2185.835701|426.8727514|-705.2078018999999|1080.052791|-9.338859985|4652.242111|115.3294396|-272.5639702|914.8819508|380.2468615|8.736422872|1.0|1.0|1.0|1.0|4.05|2.81|0.12|17.0|-6.78|78.41|1.82|0.0|0.0|0.0|3.0|-3.82|4.0|-6.45|319.38|0.0|1.0|-3.76|0.00015|0.000173|0.0551|0.0|0.0|5.3200000000000006e-05|-0.0546899999999999|4.6851|2.56|3.9971|-1327.451966|893.17|310.18|0.3665|397.31|0.59386|-1327.347724|-0.16784|2327.0|-1327.397348|22.0|7.6576|7.6576
12x_a36|0.0|0|0|0.0|0|7.412764017000001|2|-0.058295476|-0.007008724|5.351858133|-0.046532211|2|0.041767677|0.021670322|1|1|0.038200407|-0.4331246039999999|0.906423012|0.828393514|0.056034339|0.8792981679999999|0.836402835|-0.0737521679999999|-0.104368092|-49.60929169|-70.20305027|11.85578416|81.81168174|0.163597165|-0.036722107|7.974776509|0.8295471390000001|-1.982993755|-33.36962015|-24.70107324|61.46507585|2884.428214|562.6051882|-1333.8579550000002|2391.802689|-16.61514211|6193.10485|150.09915149999998|-372.4502879|1717.000548|725.9470896|10.94693123|1.0|1.0|1.0|2.0|4.87|0.0|0.17|17.0|-7.05|94.5|2.51|1.0|0.0|0.0|6.0|-4.85|4.0|-6.64|427.52|0.0|0.0|-4.51|1.4300000000000002e-05|3.09e-05|0.0132|0.0|0.0|3.83e-05|-0.05311|3.8776|3.37|3.7364|-1670.419519|1209.23|331.83|0.3901|569.01|0.6853600000000001|-1670.182026|-0.1517099999999999|5.6653|-1670.244307|7.0|8.1549|8.1549
6_a27|0.0|0|0|0.0|1|6.823286122000001|0|0.1718757239999999|-0.007874167|4.727387819|-0.072298665|2|0.042942943|-0.237047381|1|1|-0.406859288|-0.541168953|0.678057835|0.787663648|-0.1322552659999999|0.849515128|0.785047616|-0.0786267609999999|-0.090025109|-38.92545695|-44.56839492|10.17466399|125.8234721|0.214952384|-0.034625042|5.03713293|61.10118428|-1.35037664|-19.27068071|-17.14169035|49.10012093|2196.1151210000003|388.6505938|-668.5259238|1193.992326|-8.486272674|4761.820508|111.4788253|-272.1086175|862.8140479|373.9912084|8.095338503999999|0.0|0.0|0.0|1.0|3.0|2.49|0.11|21.0|-6.67|76.46|2.42|0.0|0.0|0.0|2.0|-3.62|4.0|-6.55|317.34|1.0|1.0|-3.82|0.000242|0.000153|0.0485|0.0|0.0|6.86e-05|-0.04793|5.5447|4.27|4.1391|-1043.806618|896.68|299.55|0.1915|401.49|0.3366099999999999|-1043.678244|-0.17007|2.7521|-1043.728133|1.0|9.0|9.0
14b_a3|0.0|0|0|0.0|0|6.823286122000001|0|0.143500839|-0.009130444|4.727387819|-0.1160619169999999|3|0.039799383|-0.1551678719999999|1|1|-0.288944272|-0.575695827|0.882394075|0.7809478329999999|-0.133815639|0.848135222|0.786476513|-0.090994113|-0.100993354|-44.49789848|-49.38772279|6.273415527999999|252.49572540000003|0.2135234869999999|-0.036469822|3.067822725|82.79166784|-1.312913604|-21.76034149|-17.83445545|50.77131401|2160.565755|384.6023764|-642.0403962|1289.104749|-8.721397057|4803.535505|113.9829058|-261.0537205|837.1723509999999|358.3503513|8.483998032|0.0|1.0|1.0|1.0|3.18|2.5|0.06|21.0|-6.89|105.82|1.04|0.0|0.0|0.0|2.0|-4.45|4.0|-6.42|319.38|0.0|1.0|-3.99|3.54e-05|0.000103|0.0327|0.0|0.0|4.08e-05|-0.06676|3.0724|2.22|3.0724|-1327.4859310000002|879.19|403.54|0.2276|368.39|0.70123|-1327.349444|-0.12942|2.8743|-1327.398177|0.38|6.4202|6.4202
14a_a10|0.0|0|0|0.0|1|7.535296702|2|-0.2090476269999999|-0.002047597|5.4161004020000005|0.0437538159999999|3|0.035660377|0.027446544|1|1|0.042968756|-0.168193178|0.76857495|0.7348225290000001|-0.011977878|0.770129205|0.911549451|-0.044416218|-0.070610745|-32.23041637|-51.23835032|9.840503082|67.52851799|0.088450549|-0.018970051|7.140714112|134.15514270000003|-1.270993412|-23.38784787|-13.76552695|42.07091945|3075.550631|661.4615097|-922.2903058|1774.8853399999998|-9.988888957|6754.660977|332.3339934|-60.97724212|1701.592784|1003.968547|15.9041322|0.0|1.0|1.0|0.0|3.98|4.4|0.39|21.0|-8.18|59.31|1.94|1.0|0.0|0.0|7.0|-4.21|6.0|-6.82|468.59|1.0|0.0|-4.8|6.159999999999999e-05|1.58e-05|0.00743|0.0|0.0|3.07e-06|-46.0|5.5808|2.25|3802.0|-1489.803158|1380.89|326.1|0.2835|645.26|0.34245|-1489.42155|0.2422099999999999|3.1205|-1489.487381|74.0|7.1308|7.1308
15_a3|0.0|0|0|0.0|0|6.823286122000001|1|0.079167398|-0.006742751|4.727387819|-0.092127078|3|0.045993266|-0.182934001|0|0|-0.325227172|-0.505519936|0.968837995|0.813015336|-0.103599654|0.866559772|0.7789088340000001|-0.092342351|-0.107619999|-47.26593592|-55.08588323|4.04445331|315.5421792|0.221091166|-0.037667|2.070175472|0.0|-1.50667999|-24.19332693|-19.28005913|51.31038923|2116.88728|398.6887321|-771.2023653|1433.713715|-9.868603355|4617.470007|76.61068671|-358.6340772|906.9474625|402.781061|5.220965278|1.0|0.0|1.0|1.0|4.12|0.0|0.24|16.0|-5.78|89.99|0.96|0.0|0.0|0.0|2.0|-2.77|5.0|-7.35|321.4|0.0|0.0|-3.02|0.0017|0.000951|306.0|0.0|0.0|0.000535|-0.06319|6.0077|2.33|3.7072|-1328.665275|916.07|334.44|0.4107|398.12|0.2843199999999999|-1328.531138|-0.1576|1.9539|-1328.581677|25.0|7.6021|7.6021
14i_a23|0.0|1|1|0.0|2|7.423568444|0|0.142566578|-0.010148243|5.351858133|-0.130330047|2|0.0432555559999999|0.040408197|2|2|0.075401108|-0.569707595|0.77007911|0.8025091329999999|0.158023239|0.864206467|0.777952733|-0.0889593869999999|-0.096562208|-60.8283953|-66.02703063|14.65077903|324.811841|0.222047267|-0.039760909|10.01786784|93.48624142|-2.027806362|-41.59306642|-27.18760085|75.47917433|3097.406945|531.9462982|-1386.567643|2447.1741030000003|-18.59026006|7030.347905|151.7330992|-380.3109456|1782.001457|693.3423458|13.18112713|0.0|1.0|0.0|2.0|3.56|2.64|0.04|26.0|-6.96|148.11|2.28|1.0|1.0|1.0|6.0|-5.21|5.0|-7.33|454.51|0.0|0.0|-4.39|6.11e-06|4.03e-05|0.0183|0.0|0.0|5.03e-05|-0.08025|3.6931|4.64|3.6931|-1798.608335|1224.02|335.72|0.3639|580.74|0.55606|-1798.371346|-0.1509599999999999|5.9563|-1798.434186|3.0|8.4622|8.4622
15a_a50|0.0|1|1|0.0|2|7.934155233999999|1|-0.113976703|-0.004429392|5.82008293|-0.06317118|1|0.035694444|-0.0446629609999999|2|2|-0.072976638|-0.325638639|0.797917311|0.821868651|-0.051676609|0.8749408470000001|0.837789896|-0.0783960279999999|-0.084501726|-46.91098865|-50.56454577|10.77967103|275.287923|0.162210104|-0.029316925|6.450390922|0.0|-1.436529349|-28.07082095|-17.54280159|57.69065967|2503.770258|501.3207109|-859.5972780999999|1754.903963|-10.49734522|5401.219537|176.277812|-245.8291419|1218.577214|569.5267957000001|11.21812301|0.0|1.0|1.0|1.0|3.7|2.63|0.23|20.0|-6.09|68.76|1.87|1.0|0.0|0.0|5.0|-3.6|4.0|-6.78|371.44|1.0|1.0|-3.92|0.000251|0.0001189999999999|0.0444|0.0|0.0|0.0003|-0.03255|4.0408|2.66|4.0408|-1199.784983|1091.64|306.83|0.1767|519.38|0.66132|-1199.572081|-0.16693|6.6307|-1199.629702|41.0|7.3872|7.3872
25_a12|0.0|0|0|0.0|0|0.0|0|0.00700113|-0.004103693|0.0|-0.045725323|2|0.038787879|-0.089297664|0|0|-0.141917694|-0.4288076329999999|0.8472746290000001|0.638255008|-0.2430098439999999|0.688743998|0.947937175|-0.054734834|-0.080147596|-28.517955|-41.75851719|2.580489093|37.96125329|0.052062825|-0.03323193|1.3444869730000002|0.0|-1.362509125|-14.85843094|-17.31450713|31.09844409|2067.69985|493.8944271000001|-709.8947922|1907.027255|-9.021208163|4329.321091|43.08908189|-434.8420476|773.8971409|430.4348528|2.666764531|1.0|0.0|1.0|1.0|2.81|3.43|0.05|22.0|-8.78|37.81|3.2|1.0|0.0|0.0|3.0|-5.28|2.0|-4.82|311.38|1.0|1.0|-5.25|5.19e-06|5.63e-06|0.00175|0.0|0.0|5.12e-07|-0.05352|4.2653|4.73|3.4532|-974.6328337|945.73|359.04|0.4483|442.64|0.63284|-974.458128|-0.14303|1.2494|-974.508059|22.0|7.6576|7.6576
12m_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.096631895|-0.01047558|5.351858133|0.024086432|2|0.040839506|-0.1305457069999999|1|1|-0.236661357|-0.5409445629999999|0.817497287|0.832758813|-0.036924662|0.893689741|0.783260049|-0.085422479|-0.103359773|-57.96147772|-70.1324196|18.55926485|133.774348|0.216739951|-0.0405332439999999|12.59296644|237.0982213|-2.067195455|-39.32844052|-27.50290965|76.52074257|3058.3084710000003|531.4632661|-1402.648392|2370.879718|-18.66147291|6658.711303|153.52847759999997|-371.4702679|1812.833129|683.7405759|13.2317657|1.0|1.0|0.0|1.0|4.66|0.0|0.13|17.0|-6.42|114.67|2.06|2.0|1.0|0.0|6.0|-6.0|6.0|-6.22|439.49|0.0|0.0|-5.01|1.01e-06|9.71e-06|0.00427|0.0|0.0|0.000165|-57.0|5.0617|3.88|3.5496|-1743.174906|1204.39|349.29|255.0|578.87|0.33392|-1742.965888|-0.15042|3.6891|-1743.030004|31.0|7.5114|7.5114
7a_a8|0.0|0|0|0.0|1|7.535296702|1|-0.11821781|-0.010269971|5.4161004020000005|-0.0407248439999999|1|0.041123188|-0.017706371|1|1|-0.02923588|-0.412963751|0.7168594159999999|0.764224152|0.033708575|0.831914523|0.718410375|-0.102174163|-0.101880506|-60.00793116|-59.83546383|20.79408196|145.3710976|0.281589625|-0.042647654|12.2125771|71.85980901|-1.833849114|-35.24327197|-25.04740346|80.80201312|2715.360649|421.9297638000001|-1077.038349|1702.719465|-14.71059634|5907.9340090000005|156.2924154|-274.7254012|1467.585836|488.0169522|15.62189947|0.0|1.0|1.0|1.0|3.34|3.06|0.05|23.0|-7.27|92.93|2.01|1.0|0.0|0.0|3.0|-4.86|5.0|-6.33|382.37|0.0|1.0|-4.64|1.36e-05|2.29e-05|0.00874|0.0|0.0|2.05e-05|-0.07616|4.5808|5.2|3.0704|-1291.287017|1031.61|403.8|315.0|494.48|0.61257|-1291.10235|-0.12889|9.9646|-1291.156661|24.73|4.6068|4.6068
12be_a36|0.0|0|0|0.0|0|7.412764017000001|2|-0.148313814|-0.009368126|5.351858133|-0.0419484829999999|2|0.043854875|0.118420241|1|1|0.19405344|-0.3825349939999999|0.884226781|0.812921349|0.132962547|0.858971809|0.798015877|-0.0780531429999999|-0.108962668|-54.15309606|-75.59805505|23.42501577|63.31681179|0.201984123|-0.031937334|16.25222352|0.0|-1.852365352|-37.57129686|-22.15805062|77.57811183|3039.9167260000004|553.6616295|-1285.166936|2552.721046|-15.37320593|6592.168374|301.05661160000005|-91.68453892|2270.314539|766.4854363|24.02799032|1.0|0.0|1.0|2.0|4.96|0.0|0.21|17.0|-6.79|87.66|1.42|1.0|0.0|0.0|7.0|-4.11|6.0|-7.13|441.49|0.0|0.0|-4.15|7.75e-05|7.13e-05|0.0315|1.0|0.0|7.11e-05|-0.0518799999999999|5.2184|2.68|3.3487|-1461.968283|1256.67|370.25|0.7034|594.44|0.40844|-1461.68274|-0.13781|7.7861|-1461.747501|44.0|7.3565|7.3565
