molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|nFaHRing|FNSA3|FPSA3|PNSA3|PPSA3|RPSA|TPSA_x|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomShapeIndex|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
11e_a5|0.0|0|0|2.971327032|0|7.139660336|1|1.338814635|0.0|-0.2114441819999999|-0.003208975|0.038643235|2|0.020943152|-0.07965|-0.192538515|0.008268901|-0.010236262|1|1|0.008721244|-0.0924814769999999|-0.147721258|-0.234433859|2|0.77509232|0.775794895|0|-0.062865536|0.0120552589999999|-41.64560703|7.986070113999999|0.123241209|81.64179149|-34.67724171|5.290414418|0.72163516|-1.580379517|-27.58835281|-18.69519243|49.63167715|0.483563144|2721.416353|580.8135016|-1046.930776|960.0428704|-12.38472918|0.936345148|184.4042616|-693.5448342|25.90670947|-293.6467698|1450.77573|735.3048881|0.0|1.0|1.0|1.0|3.43|23.0|-8.95|5.03|4.29|2.0|0.0|125.71|0.0|1.0|-4.65|31.0|-6.28|0.0|0.0|0.00919|0.0|0.0|-0.03808|4.4179|4.1036|-1316.512503|717.76|1220.1|280.64|571.06|0.66478|0.6505|0.2125|-0.16751|2.3124|-0.20559|0.04|7.3979|7.3979
8e_a46|0.0|0|0|0.0|1|7.727094485|1|1.160371308|2.161814059|-0.205882192|-0.001015139|0.000950213|2|0.043238095|-0.126773923|-0.046696417|0.012911107|-0.016857659|1|1|0.0123581919999999|-0.08488645|-0.135984209|-0.132524216|2|0.669602597|0.789844634|0|-0.053352779|0.009576086|-27.16690715|4.876083942|0.078647648|40.04689925|-17.10778729|2.482871976|0.7492419109999999|-0.989734694|-13.83322216|-11.72015869|32.04299109|0.444693313|1982.950764|469.146955|-503.9668235|1415.320228|-5.967832774|0.8008066970000001|127.6844779|-256.61680930000006|15.64268965|-253.8248986|672.6356549999999|426.71841|0.0|0.0|1.0|0.0|2.93|17.0|-6.67|4.09|3.9|0.0|0.0|91.93|0.0|1.0|-3.59|23.0|-6.02|0.0|1.0|0.0782|0.0|0.0|-0.03175|4.5092|4.5092|-954.9056294|552.99|933.3|274.96|457.96|0.6967|0.6967|0.2162|-0.18835|3.2194|-0.2201|406.0|6.3915|6.3915
25_a47|0.0|1|1|0.0|1|6.86171134|0|1.30432753|1.234859637|0.037667531|-0.010144825|-0.1084905069999999|2|0.043695652|-0.055724653|-0.486951604|-0.003963349|0.002716049|1|1|-0.00269275|-0.108691353|-0.235822787|-0.545763902|2|0.6553889970000001|0.8462332770000001|1|-0.073339312|0.020224271|-44.52300552|12.27779881|0.213041681|129.3338553|-32.42203672|7.453635586|0.6238742279999999|-1.407553754|-27.0291331|-18.98891362|56.80080434|0.4760601829999999|2704.5905190000003|477.748546|-854.5011131000001|1514.111398|-11.52783528|0.908616158|228.3393366|-518.7525876|30.43708613|-150.4037281|1369.668876|513.2159236|0.0|1.0|0.0|2.0|3.27|21.0|-8.01|3.29|4.95|2.0|0.0|109.7|0.0|1.0|-4.99|29.0|-6.3|0.0|1.0|0.00417|0.0|0.0|-0.06331|4.8002|3.9878|-1735.385814|626.55|1062.81|258.29|491.7|0.53663|0.68761|0.0702|-0.16588|3.8832|-0.22919|16.0|7.8|7.8
33_a47|0.0|1|1|0.0|1|6.823286122000001|0|1.409403453|1.758479676|-0.229935275|-0.004263267|-0.085712613|3|0.034691358|-0.11544858|-0.183320497|0.002212256|0.0741098479999999|1|1|0.003634698|-0.147591116|-0.338113214|-0.270498605|3|0.63155995|0.82821379|1|-0.060080724|0.022346992|-32.1568697|11.96072985|0.1802998689999999|96.50148984|-23.98884914|6.401714296000001|0.57681348|-1.088618103|-17.2112484|-14.56646493|44.11759955|0.4607629339999999|2311.28828|438.726241|-582.6585971|787.797733|-7.79637597|0.854471925|226.5011607|-311.85503880000005|25.25333652|-82.22540944|1010.133461|388.178924|0.0|1.0|1.0|1.0|2.76|21.0|-7.08|2.96|4.04|0.0|0.0|94.28|0.0|1.0|-3.26|25.0|-6.78|0.0|1.0|183.0|0.0|0.0|-0.05462|4.1869|4.1869|-1123.135036|566.29|934.34|296.13|423.52|0.67508|0.67508|0.2566|-0.15985|4.5647|-0.21447|4.0|8.4|8.4
7_a1|0.0|0|0|0.0|1|7.860570786|2|1.348826331|2.307091837|-0.055291895|-0.010040172|0.001018628|1|0.035718954|-0.048878707|-0.421687222|0.0021597079999999|-0.024096172|1|1|0.004950534|-0.245732751|-0.391298966|-0.441054548|1|0.7795049279999999|0.801577133|0|-0.083362936|0.035937867|-40.16416679|17.31482297|0.289040847|139.2595474|-22.81733634|8.342261787|0.603382856|-1.179545431|-19.35104936|-14.95535873|57.47898976|0.452829665|2150.215999|342.53930230000003|-568.3036318|1466.924404|-7.205474633|0.827584457|191.0896839|-273.8080361|24.78585294|-99.61948195|941.8624118|351.4191817|0.0|0.0|1.0|0.0|2.83|17.0|-5.64|3.43|3.29|0.0|0.0|85.88|0.0|2.0|-3.16|23.0|-6.4|0.0|1.0|213.0|0.0|0.0|-0.02433|4.0504|4.0504|-1009.48087|515.2|864.85|306.1|365.53|0.69902|0.69902|0.2961|-0.16734|4575.0|-0.19167|0.46|6.3372|6.3372
8j_a46|0.0|0|0|0.0|1|7.727094485|1|1.160371125|2.1279894180000003|-0.13040237|-0.0017688329999999|-0.008523199|2|0.043903904|-0.129276363|-0.081366324|0.011852046|-0.053618988|1|1|0.0108603019999999|-0.084266433|-0.133413527|-0.229679821|2|0.645146311|0.789844634|0|-0.054707287|0.008672342|-29.38737046|4.658562801|0.065351579|35.10521457|-19.90219786|2.5024620580000003|0.822112519|-1.103544698|-15.7861518|-13.78596018|34.04593326|0.427798746|2121.846387|502.0694817|-592.7962878|1888.679875|-7.405468973|0.747636856|95.55665364|-318.43516580000005|16.76894569|-346.061389|721.0646647000001|453.1959065|1.0|1.0|1.0|0.0|3.25|17.0|-7.26|4.71|4.55|1.0|1.0|96.94|0.0|1.0|-4.59|24.0|-5.55|0.0|1.0|0.00878|0.0|0.0|-0.04068|4.9636|4.4107|-1414.50743|576.48|978.4|249.79|493.89|0.50703|0.70121|0.1427|-0.18531|5.2361|-0.22599|1228.0|5.9108|5.9108
14_a1|0.0|0|0|3.3674017380000003|0|7.423568444|1|1.430935835|0.0|0.043282217|-0.015636898|-0.175408303|1|0.035620155|0.1008839219999999|-0.766207981|-0.011639964|-0.0492229479999999|1|1|-0.008385698|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|0|-0.12658238|0.033047776|-74.96297518|19.5711254|0.406829129|240.9270705|-42.99041175|11.59015807|0.753357398|-2.083883365|-44.39360096|-27.42423067|94.53410059|0.47517581|2678.985809|351.2799603|-1234.09038|1876.042189|-16.24082222|0.905399978|146.0634832|-730.8369997000001|36.40268318|-300.0800645|1638.120743|513.4628663999999|1.0|1.0|1.0|2.0|2.35|23.0|-7.69|4.04|3.63|1.0|0.0|106.85|0.0|1.0|-4.52|29.0|-6.73|0.0|1.0|0.0116|0.0|0.0|-0.05962|3.8344|3.3061|-1292.55322|621.08|1049.56|323.35|464.08|0.6572600000000001|0.69894|0.3497|-0.1336|4.1207|-0.19322|94.0|7.0269|7.0269
15c_a10|0.0|0|0|0.0|1|7.535296702|2|1.343850105|2.154210861|-0.236118846|-0.002218445|0.040869377|3|0.034807692|-0.06400528|-0.153072705|0.01143745|0.0123939039999999|1|1|0.012271987|-0.226679901|-0.35845963|-0.1742732839999999|2|0.7655272009999999|0.7351096359999999|1|-0.046967376|0.014703076|-32.5870313|10.2013281|0.095541483|66.28884934|-34.91899195|7.077912953999999|0.528228415|-1.233143495|-22.60962187|-13.36848349|42.7883594|0.449308156|3012.018586|627.5338454|-855.5829431|1817.047455|-9.275357237|0.8158976029999999|327.3258326|-593.6228632|25.30814911|-39.17102961|1619.721543|924.9341455|0.0|1.0|1.0|0.0|4.09|21.0|-7.79|3.77|2.97|1.0|0.0|141.96|0.0|1.0|-3.85|34.0|-6.99|0.0|0.0|0.0646|0.0|0.0|-0.04724|5.5913|3.6709|-1450.500669|762.21|1318.35|221.75|595.63|-0.26999|0.70511|0.0|-0.14739|2.4256|-0.19463|0.1|7.0|7.0
14y_a23|0.0|1|1|0.0|2|7.423568444|0|1.197960595|3.3149940630000003|0.0600764409999999|-0.005875443|-0.022719307|2|0.046678487|0.041892637|-0.2996475999999999|0.009174505|-0.031435038|2|2|0.007229683|-0.069023218|-0.125978901|-0.4598871539999999|2|0.719722236|0.802520527|1|-0.057809342|0.018804822|-39.9727336|13.00274534|0.074747068|51.68445972|-38.54233552|8.990852582999999|0.78322549|-1.612264842|-27.63946733|-23.71943531|52.97547894|0.486730407|3096.562257|639.7735629|-1114.8134599999998|2336.815247|-16.40099384|0.948293868|149.890474|-770.8467102999999|30.28429949|-391.6770747|1423.362076|665.6233736|0.0|1.0|0.0|1.0|3.49|26.0|-8.57|4.64|5.32|2.0|1.0|130.3|0.0|1.0|-6.77|32.0|-5.8|0.0|0.0|8.18e-05|0.0|0.0|-0.08374|3.6413|3.6413|-2549.091817|713.1|1217.48|340.49|585.2|0.61338|0.61338|444.0|-0.14942|4.8799|-0.2331599999999999|4.0|8.4225|8.4225
47f_a18|0.0|0|0|0.0|0|7.03438793|1|1.251175676|0.0|-0.005500039|-0.005817448|-0.034211867|0|0.031179487|-0.048472184|-0.477030713|0.0036509859999999|-0.008224928|0|0|0.00531392|-0.264839041|-0.3927204379999999|-0.4138670829999999|0|0.765824398|0.750610215|0|-0.063824969|0.0138461289999999|-54.18475173|11.75478965|0.161843119|137.3980967|-61.15474298|9.979328976|0.726550657|-2.290978185|-46.00060733|-24.61956302|65.93954138|0.483843526|3367.7324700000004|711.5604361000001|-1944.945479|2343.062749|-20.90098811|0.937396993|232.14715330000004|-1651.17806|33.88554232|-384.6642262|2676.957843|1347.416568|1.0|0.0|1.0|2.0|0.0|18.0|-9.22|3.22|3.6|3.0|2.0|164.47|1.0|1.0|-6.11|40.0|-6.4|0.0|0.0|0.000421|1.0|1.0|-0.04439|3.0964|3.0964|-1743.346389|908.66|1602.99|400.42|874.24|0.6984600000000001|0.6984600000000001|0.5741|-0.12802|3.8532|-0.1724099999999999|9.0|8.0458|8.0458
9g_a24|0.0|0|0|2.931798469|1|7.273092596000001|0|1.427608366|1.7647373919999998|-0.318471716|-0.00106361|0.001126633|2|0.0279797979999999|-0.162313932|-0.0425444|0.0144065739999999|-0.02471184|2|2|0.013119312|-0.0273623029999999|-0.049325609|-0.079421802|2|0.683676657|0.7931626959999999|0|-0.064835725|0.01876163|-32.080056199999994|9.283063574|0.132863247|65.73938109|-16.07665151|4.593165278|0.4819264479999999|-0.788016565|-15.87288497|-10.53790724|41.36311977|0.427531635|2123.257348|429.0504306|-389.9025677|1196.910121|-5.214049137|0.746821416|256.3375151|-192.9198181|21.8662148|17.88521849|809.0499476|341.3207334|0.0|0.0|1.0|1.0|1.78|22.0|-6.43|2.91|2.93|0.0|0.0|87.53|0.0|1.0|-2.49|23.0|-7.17|0.0|0.0|977.0|0.0|0.0|-0.03585|5.2521|4.2802|-984.5565078|524.03|879.99|236.07|400.47|0.4227399999999999|0.64993|0.1023|-0.17806|2.9691|-0.21391|68.0|7.1675|7.1675
8m_a46|0.0|0|0|0.0|1|7.727094485|1|1.160371261|2.126524943|-0.044830187|-0.00517896|-0.085284636|1|0.047345679|-0.134230003|-0.248590088|0.0063680119999999|-0.064176245|1|1|0.005865049|0.010184776|0.015631887|-0.380393836|1|0.783187801|0.7699708959999999|0|-0.0911455|0.007059399|-48.32436573|3.742817678|0.123789645|65.63194084|-23.9511632|1.984401749|0.8854896870000001|-1.448483903|-25.62105988|-17.06601365|52.0671834|0.425802465|2045.330306|464.5573228999999|-767.9706141|1913.813025|-9.04821721|0.7415609409999999|60.71213839999999|-407.1697745|19.27296714|-408.7649869|867.2835213999999|463.1469765|0.0|0.0|1.0|1.0|2.92|17.0|-6.46|4.16|4.21|1.0|0.0|96.16|0.0|1.0|-4.48|24.0|-5.61|0.0|1.0|0.0105|0.0|0.0|-0.01818|5.3062|4.2881|-1014.091966|570.72|970.82|233.66|489.57|0.43001|0.6997800000000001|0.1441|-0.17897|2.0174|-0.19715|229.0|6.6402|6.6402
20_a4|0.0|0|0|0.0|1|7.535296702|1|1.399905568|2.017439295|-0.203359312|-0.003103385|-0.00123671|1|0.039635417|-0.061689675|-0.124135414|0.012265062|-0.059498265|1|1|0.012025268|-0.064248765|-0.103098674|-0.211751813|1|0.691307598|0.7797803109999999|0|-0.060595472|0.022933651|-29.16642156|11.03865532|0.081852712|39.3981702|-16.72448692|5.313236547|0.6435852470000001|-1.010636274|-14.03867522|-13.14728679|40.20507689|0.421704107|1982.961908|441.9318823|-486.4496111|1379.418733|-6.32818424|0.729218575|171.5531319|-234.1428169|20.4281979|-138.2237887|755.8433223999999|338.71903330000004|1.0|1.0|1.0|0.0|3.06|17.0|-5.55|3.2|3.54|0.0|0.0|86.62|0.0|2.0|-3.46|22.0|-5.96|0.0|1.0|0.1|0.0|0.0|-0.03048|5.1778|4.0419|-934.2266312|517.72|861.05|239.45|402.27|0.5152|0.66028|0.1415|-0.16699|4.0681|-0.19747|646.0|6.1898|6.1898
9n_a24|0.0|0|0|2.961528903|0|6.605297921|0|1.388847168|0.0|-0.2452954769999999|-0.003323852|0.001099755|2|0.024179894|-0.141205159|-0.182811885|0.008307337|-0.03088354|1|1|0.008809179|-0.12451554|-0.200646773|-0.225226606|2|0.786587307|0.7584388259999999|0|-0.052106597|0.017608478|-35.21502941|11.90027964|0.095443402|64.50319929|-35.50139138|8.042526681|0.652126509|-1.399094961|-23.79925701|-18.18357165|47.11530904|0.4331595789999999|2542.730334|611.3234977000001|-945.545726|1361.307012|-12.28894317|0.764164944|235.1021924|-639.0250449|27.88350328|-205.6223122|1449.942171|631.9206508|1.0|1.0|1.0|1.0|2.6|23.0|-8.64|4.41|4.14|1.0|0.0|114.29|0.0|1.0|-4.14|29.0|-6.47|0.0|0.0|0.0278|0.0|0.0|-0.03818|4.9139|4.1028|-1239.095611|686.19|1155.03|252.31|587.05|0.44042|0.63085|0.0334|-0.1658099999999999|2.8552|-0.20399|19.0|7.7212|7.7212
1_a15|0.0|0|0|0.0|0|0.0|0|1.419940974|0.0|-0.22215316|-0.0084598019999999|-0.043374667|2|0.0381893|0.06459652|-0.541427319|0.001244652|-0.000905902|0|0|0.003816011|-0.1816819589999999|-0.270248221|-0.34192045|2|0.836466114|0.705825714|0|-0.068077117|0.026214985|-44.01415991|16.94887506|0.124276535|80.34898605|-46.71058649|10.95802135|0.605927517|-1.899685524|-28.45664402|-20.13460632|60.96303497|0.437969049|3000.975833|566.1848585|-1228.210985|2855.495631|-13.01770443|0.77926144|254.7811976|-794.0799704|33.22939752|-136.9714493|2026.993248|851.7423982|1.0|1.0|1.0|1.0|4.18|24.0|-10.02|5.46|6.32|3.0|0.0|132.94|0.0|0.0|-6.55|34.0|-5.38|1.0|0.0|0.00013|0.0|0.0|-0.04142|4.3834|3.2188|-1510.117336|697.35|1271.06|282.85|598.34|0.64662|0.70553|0.0061|-0.1365|1.2218|-0.17792|44.0|7.3565|7.3565
47r_a18|0.0|0|0|0.0|0|7.03438793|1|0.403924645|0.0|0.029358241|-0.0058631659999999|-0.216996268|0|0.035706215|0.041686585|-0.40455848|-0.005176133|-0.030106257|0|0|-0.0001597829999999|-0.233665901|-0.362261236|-0.360670551|0|0.806477847|0.7698681909999999|0|-0.083915825|0.0155038689999999|-62.75220741|11.59378448|0.230421778|172.30927739999998|-48.70193962|8.669825595|0.688074851|-2.090197013|-46.92606587|-23.68254797|74.34599189|0.49394971|3389.050097|575.4901675|-1563.048166|1504.28892|-17.70979622|0.976088187|233.2574532|-1168.846551|34.41856352|-281.2845386|2271.625192|1005.982493|1.0|1.0|1.0|2.0|0.0|18.0|-7.46|0.43|3.76|3.0|1.0|145.82|0.0|1.0|-6.65|36.0|-6.12|0.0|0.0|0.0001139999999999|0.0|1.0|-0.0522799999999999|3.1705|3.1705|-1964.813473|790.57|1387.23|391.06|729.75|0.69545|0.69545|0.6007|-0.13021|2.3873|-0.18249|231.0|6.6364|6.6364
18b_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.604987149|0.0|0.036563014|-0.006947027|0.0075638519999999|2|0.041767677|-0.039831247|-0.375139476|0.003099827|-0.051413084|1|1|0.0036417359999999|-0.049287858|-0.090115975|-0.45633339|1|0.80330079|0.822401103|0|-0.078751666|0.019880184|-52.09100293|13.14992762|0.130659636|86.42600053|-41.72392601|8.698138813|0.759715688|-1.811894154|-34.45606603|-23.96987622|65.24093056|0.424912258|2915.383182|575.0330633|-1198.493811|3057.267112|-15.85509189|0.7388650920000001|158.9382363|-792.7545943|31.55111394|-343.5825913|1577.555697|666.0036144999999|1.0|1.0|1.0|1.0|0.0|17.0|-6.7|3.87|2.49|2.0|0.0|131.99|0.0|1.0|-5.49|31.0|-6.33|0.0|0.0|0.00137|0.0|0.0|-0.06142|3.5256|3.5256|-1667.995173|697.37|1178.08|351.66|563.55|0.67715|0.67715|0.3576|-0.14385|4.8198|-0.2052699999999999|25.0|7.6003|7.6003
14b_a23|0.0|1|1|0.0|2|7.423568444|0|1.197963628|3.2475997860000003|0.065240838|-0.006248709|-0.071396109|2|0.043538647|0.0519489729999999|-0.318684138|0.007671236|-0.047410593|2|2|0.0075222369999999|-0.073945564|-0.17267308|-0.4557487779999999|2|0.616699629|0.793551289|1|-0.063267638|0.020454632|-41.01458464|13.26014776|0.153740341|99.66542762|-34.64639496|8.596171261|0.774359705|-1.64882535|-26.58857202|-22.74225338|54.274732400000005|0.450973737|2943.803333|548.6057241000001|-1068.885909|2280.830615|-14.74314679|0.821406493|146.2760938|-692.9278992000001|29.36910744|-355.71896410000005|1380.34805|599.5697147999999|0.0|1.0|1.0|1.0|3.44|26.0|-7.67|3.78|4.58|2.0|1.0|120.24|0.0|1.0|-5.58|31.0|-6.31|0.0|0.0|0.00114|0.0|0.0|-0.07803|3706.0|3706.0|-1729.139722|673.05|1142.37|334.55|525.66|0.58097|0.58097|0.3603|-0.15064|6.8752|-0.2286699999999999|4.0|8.3536|8.3536
20b_a10|0.0|0|0|0.0|1|7.535296702|1|1.343837209|2.103422978|0.048567614|-0.007463406|-0.073703704|2|0.035818182|-0.030238422|-0.447804373|0.001965496|-0.013623188|1|1|0.002637529|0.019531637|0.031942481|-0.450145946|2|0.725009545|0.761071345|1|-0.094975935|0.013038163|-60.68950774|8.331370518|0.24740823|158.09355980000004|-36.12803002|5.323735696|0.7616213270000001|-1.85807612|-38.78052212|-21.58742537|69.02087825|0.454087415|3085.433676|480.905232|-1187.308396|2257.777328|-13.79433873|0.8317951020000001|152.3236842|-758.6886304|28.34404003|-334.3514234|1558.922202|769.1246171|1.0|1.0|1.0|1.0|3.15|27.0|-8.93|4.23|5.0|2.0|0.0|129.73|0.0|1.0|-5.22|34.0|-6.53|0.0|1.0|0.00271|0.0|0.0|-0.0578399999999999|5.9354|3.9013|-1465.587932|687.84|1218.74|208.89|482.93|0.3246|669.0|0.1382|-0.16388|5725.0|-0.2217199999999999|1.1|5.9586|5.9586
13b_a6|0.0|0|0|3.423777636|0|7.412764017000001|1|1.430640379|0.0|-0.0411179|-0.011206134|-0.0265090529999999|1|0.042739018|0.060593678|-0.6051312529999999|-0.00460563|-0.064811009|1|1|-0.00194781|-0.10896749|-0.180339002|-0.490758329|1|0.850080948|0.7788169070000001|0|-0.093125205|0.032036214|-61.06841733|21.00828557|0.2242827939999999|147.0772097|-48.5571926|13.77653618|0.757233678|-2.032484418|-40.04664055|-26.65671602|82.07670290000002|0.408780634|2821.72831|508.6895893|-1332.835801|2587.000662|-17.48058934|0.69141956|159.1980937|-874.0294667999999|35.20276076|-337.3706117|1760.1380379999998|627.4287311|1.0|1.0|1.0|2.0|2.85|23.0|-9.01|4.98|4.32|2.0|0.0|116.79|0.0|1.0|-5.51|31.0|-6.1|0.0|1.0|0.0012699999999999|0.0|0.0|-0.0525799999999999|4.8494|3.6322|-1350.061187|694.33|1167.21|255.67|574.07|0.58026|0.7006600000000001|0.2461|-0.14898|10.8032|-0.20156|174.0|6.7595|6.7595
12d_a40|0.0|0|0|0.0|1|7.515889085|0|0.60499064|1.753432382|0.1028826769999999|-0.008004393|-0.107711573|0|0.043185185|0.209157499|-0.288158151|-0.000134504|-0.166080871|2|2|-0.002126898|0.127299624|0.224167029|-0.552689736|0|0.809398262|0.7769829840000001|1|-0.095675903|0.01171131|-50.68561427|6.204226377|0.159568585|84.53363343|-25.71599691|3.286773518|0.844283549|-1.282824111|-26.85139526|-20.59374436|56.88984065|0.470893531|2270.596857|445.2300015|-679.5935638999999|643.5166227999999|-10.90981687|0.8899787840000001|82.49291335|-360.0239567|24.39197636|-364.7778083|804.9352200000001|350.9435025|1.0|1.0|1.0|1.0|2.94|20.0|-6.84|4.59|5.02|2.0|1.0|96.16|0.0|1.0|-6.25|23.0|-5.13|0.0|1.0|0.0002009999999999|0.0|0.0|-0.07765|4.3959|2.7962|-2153.180821|552.57|910.58|282.05|435.41|0.55983|0.70435|115.0|-0.11604|1.2683|-0.19369|19.0|7.7212|7.7212
2_a33|0.0|1|1|3.396444161|0|7.765993078999999|0|0.609420748|0.0|0.047294725|-0.009168933|-0.064926835|0|0.039958333|-0.049900189|-0.476784502|-0.002514803|-0.05997501|3|3|-0.000810928|-0.083752249|-0.148024156|-0.593915758|0|0.787714775|0.833090592|1|-0.0804186|0.018451635|-49.13901703|11.27469555|0.1804845889999999|110.28338390000002|-38.84811555|6.889294995|0.702597735|-1.56070672|-30.02592687|-19.46234551|60.41371259|0.4699986339999999|2632.195388|500.7570617|-953.6549298|3245.244678|-11.89228027|0.8867875909999999|181.7248125|-582.7217333|27.70055258|-247.5908207|1357.327077|618.9134881|1.0|1.0|1.0|2.0|3.51|19.0|-7.67|6.7|4.63|2.0|0.0|115.28|1.0|1.0|-6.35|28.0|-6.17|1.0|1.0|0.000183|0.0|0.0|-0.04967|3.6281|3.6281|-1920.049452|655.74|1128.98|341.74|525.38|0.70205|0.70205|0.2911|-0.15012|4.2519|-0.19979|6.0|8.2596|8.2596
8_a10|0.0|0|0|0.0|1|7.535296702|1|1.3430438530000002|2.071128354|-0.075368755|-0.00560152|-0.012055162|2|0.035828092|-0.000315856|-0.296880569|0.0087730469999999|-0.106100115|1|1|0.009056935|-0.082893697|-0.132343104|-0.368590322|2|0.6357042860000001|0.809386132|1|-0.059655303|0.015758182|-32.63117642|8.619652859|0.125156018|68.45976606|-25.80127401|4.714910465|0.722649449|-1.465962037|-17.849103399999997|-16.36478554|41.25082928|0.431797417|2612.274447|478.5356341|-801.8744912000001|1899.542278|-8.951462413|0.7599356820000001|151.7094758|-438.6216583|22.64553798|-243.5764486|1109.631361|583.7217118|0.0|1.0|1.0|0.0|3.27|21.0|-7.6|4.46|4.2|1.0|0.0|111.36|0.0|1.0|-4.52|29.0|-6.25|0.0|1.0|0.0117|0.0|0.0|-0.0623299999999999|4.6964|3684.0|-1257.819281|594.63|1047.58|264.0|416.69|0.41583|0.68815|0.0916|-0.15556|1.2052|-0.21789|526.0|6279.0|6279.0
22_a4|0.0|0|0|0.0|1|7.535296702|1|1.399866564|1.987636054|-0.043165663|-0.006436201|-0.115883451|1|0.044357639|0.004808337|-0.257448045|0.004765062|-0.023072107|1|1|0.004237768|0.021636871|0.034720243|-0.3877007|1|0.774689758|0.7797803109999999|0|-0.09491995|0.010702353|-45.61565825|5.1432274630000006|0.138796849|66.70156956|-20.77508795|2.47167963|0.8444670409999999|-1.349339509|-21.92150631|-17.52572365|50.75888571|0.4359219589999999|1950.173729|413.8681986|-648.451775|1477.437886|-8.422332951|0.772804341|74.7444381|-311.62631919999995|20.75359108|-331.080892|767.88287|338.71903330000004|1.0|0.0|1.0|1.0|2.2|17.0|-5.24|3.19|3.54|0.0|0.0|87.12|0.0|2.0|-3.77|22.0|-5.91|0.0|1.0|0.0497|0.0|0.0|-0.03046|4.468999999999999|4.0537|-934.240411|519.39|860.77|277.43|400.29|628.0|0.65771|0.1293|-0.16754|3.5548|-198.0|47.0|7.3279|7.3279
12m_a36|0.0|0|0|3.40403699|0|7.412764017000001|2|1.297043522|0.0|0.013543656|-0.011502861|-0.133854569|2|0.03912037|0.14264424|-0.667165917|-0.006653538|-0.038386106|1|1|-0.004569485|-0.052743904|-0.090926893|-0.52644768|1|0.892815402|0.825587924|0|-0.10031651|0.022725561|-67.27772044|15.24099981|0.288038572|193.174369|-54.45666327|10.22144534|0.7471181240000001|-2.300418875|-45.120107|-28.57011677|82.51872026|0.465323422|2925.315028|477.48014630000006|-1542.786306|2637.948424|-19.16067782|0.8702895190000001|169.596372|-1034.676602|38.24042793|-331.4617713|2064.983108|689.2886595|0.0|0.0|1.0|3.0|0.0|17.0|-6.14|1.92|0.98|1.0|0.0|131.85|0.0|1.0|-4.1|32.0|-7.39|0.0|0.0|0.0338|0.0|0.0|-0.05114|3.8658|3.8658|-1401.6158890000002|692.4|1177.15|320.72|505.51|0.69382|0.69382|0.4718|-0.15879|6.5789|-0.20993|0.03|7.5229|7.5229
3k_a32|0.0|1|1|3.644417045|0|7.97831097|1|0.609420759|0.0|-0.001009768|-0.005745086|-0.001250803|0|0.0381981979999999|-0.047167919|-0.270019022|0.001221534|-0.077097565|3|3|0.002509816|-0.050938823|-0.090775221|-0.5265375529999999|0|0.816196288|0.779649252|1|-0.0711378679999999|0.0123637989999999|-40.10830541|6.970844822|0.122251759|68.92687468|-28.87643819|3.930238317|0.78057227|-1.271758703|-22.61349991|-16.67514938|47.07915023|0.472646737|2392.3436100000004|494.8840288|-717.0314235000001|1970.06814|-9.40163104|0.89626209|123.7157466|-404.2701347|21.36272325|-316.3794102|918.5970998|506.658189|1.0|1.0|1.0|1.0|3.48|19.0|-7.23|7.12|5.78|2.0|0.0|105.36|0.0|1.0|-7.04|25.0|-5.01|0.0|1.0|3.3600000000000004e-05|0.0|0.0|-0.05321|3.5363|3.5363|-1750.1383649999998|611.65|1022.89|350.6|452.36|0.70268|0.70268|0.3082|-0.14667|3.2233|-0.19988|9.0|8.0605|8.0605
