molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|FNSA5|PNSA3|RNCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GRAV|WNSA2|DPSA4|FPSA5|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|pIC50|pIC50
47i_a18|0.0|0|0|0|0.0|0|1|1|1.251177255|0.0|0.053794607|-0.006882626|4.844187086|-0.066917145|0|0.037484277|0.0|-0.440488042|0.073977454|10.94702091|-0.040514277|0|0.000427479|-0.106018078|-0.162274487|0|0.742536498|0.744472118|-0.064085904|0.7842882870000001|0|-0.089609068|-54.34379065|72.81110823|-2.150617629|68.954317|61.13143233|0.487446923|2795.907966|-1497.876758|1333.332089|-17.10248143|0.139131409|18.67881257|6353.6617320000005|-1043.251367|28.52393145|0.009393984|1739.959818|1.0|1.0|1.0|3.0|0.22|18.0|3.28|2.8|2.74|3.0|1.0|134.83|0.0|1.0|-5.18|33.0|3.0|440.54|0.0|1.0|-4.78|1.67e-05|0.00735|3.7|0.0|1.04e-09|4.6e-07|-0.05062|7.37|3.2321|-1416.233978|1297.7|383.61|0.69175|0.5085|-0.13237|2.7749|7.7212|7.7212
15_a3|0.0|0|0|0|0.0|0|1|1|0.619596467|0.0|0.079167398|-0.006742751|4.727387819|-0.092127078|3|0.045993266|1.809035179|-0.289938297|0.126641951|10.33806279|0.021805556|0|-0.004459728|-0.022386155|-0.039798975|3|0.968837995|0.813015336|-0.103599654|0.866559772|1|-0.107619999|-47.26593592|315.5421792|-1.50667999|60.30684851|51.31038923|0.461565365|2116.88728|-771.2023653|1433.713715|-9.868603355|0.149672503|9.975434973|4617.470007|-394.7441342|22.67368656|0.010200078|906.9474625|1.0|1.0|1.0|1.0|0.24|16.0|2.21|1.56|0.96|0.0|0.0|94.29|0.0|2.0|-2.77|23.0|5.0|321.4|0.0|0.0|-3.02|0.000951|306.0|1.28|0.0|1.66e-06|0.000535|-0.06319|2.33|3.7072|-1328.665275|916.07|206.37|0.67902|0.0173|-0.1576|1.9539|7.6021|7.6021
6b_a40|0.0|0|0|0|0.0|1|1|2|0.604892326|1.710647518|0.135693438|-0.014861289|6.401917197|-0.069975812|0|0.039863946|0.6899826|-0.698480566|0.0986825569999999|10.30179924|-0.226457281|2|-0.004728928|-0.018582337|-0.033583055|0|0.691778838|0.842573207|0.003163118|0.90571269|1|-0.118488624|-72.13527644|176.8246355|-2.132795227|87.29061302|81.90640622|0.442509019|3214.047452|-1428.503435|4049.386572|-22.2507658|0.1218592019999999|12.51342818|8482.600495|-956.7829293|37.83107469|0.011838681|1626.736212|1.0|0.0|1.0|1.0|0.21|14.0|5.67|4.38|2.61|2.0|2.0|130.16|1.0|2.0|-8.41|31.0|5.0|511.42|1.0|1.0|-6.18|6.55e-07|0.000335|5.03|1.0|6.21e-06|0.00318|-0.09533|8.98|3.1026|-3290.745084|1183.07|399.62|0.69429|0.4962|-0.1237099999999999|8193.0|7.5229|7.5229
15_a10|0.0|0|0|0|0.0|1|1|1|1.277647202|2.124460476|-0.166303336|-0.0027892409999999|5.4161004020000005|0.035396617|2|0.0353864729999999|1.981569297|-0.142251304|-0.055918786|10.92966702|-0.05940848|1|0.009514122|-0.085979341|-0.136323668|2|0.682616223|0.808676284|-0.079744227|0.863438637|1|-0.074144604|-35.30133759|33.67392858|-1.186313662|56.66229609|46.39507481|0.434181679|2549.580207|-706.9960069|2288.954984|-8.964715924|0.353587352|11.23924661|5769.347123|-421.3416484|23.27068984|0.020932674|1093.722422|1.0|1.0|1.0|0.0|0.23|21.0|4.91|4.72|2.53|2.0|1.0|111.21|0.0|1.0|-4.48|28.0|4.0|390.87|0.0|1.0|-4.81|1.56e-05|0.0061|3.68|0.0|5.01e-09|1.96e-06|-0.05243|3.12|3.7997|-1604.057542|1086.19|214.05|0.68543|0.1647|-0.1574|4.5192|7.4815|7.4815
12ad_a36|0.0|1|0|0|0.0|0|2|2|1.297042846|0.0|-0.040810025|-0.01083262|5.351858133|-0.073048351|2|0.040787037|0.0|-0.649957196|-0.0072527669999999|10.95445455|0.010723827|1|0.000906224|-0.136151085|-0.227404687|1|0.817851296|0.832674224|0.1563642469999999|0.8846605|0|-0.107772644|-58.34300549|94.12528108|-2.047680239|96.81391944|80.12771975|0.477102332|3041.082692|-1449.77215|2474.175727|-18.32944602|0.343592539|16.772513699999998|6569.653402|-1026.448977|39.44011905|0.028968808|2208.646667|1.0|0.0|0.0|2.0|0.17|17.0|2.7|1.67|1.89|1.0|0.0|135.03|0.0|1.0|-4.18|33.0|6.0|439.47|0.0|0.0|-4.08|8.36e-05|0.0367|2.53|0.0|2.42e-07|0.000106|-0.05406|4.5|3.8512|-1460.794632|1236.64|216.26|0.67215|0.2532|-0.15638|5.3349|7.7696|7.7696
17a_a6|0.0|1|0|0|0.0|0|1|1|1.424257628|0.0|0.101940358|-0.012704951|5.351858133|-0.0265090529999999|1|0.041767677|0.0|-0.686067347|0.078798543|10.94948984|-0.060774312|1|-0.00194781|-0.10896749|-0.180339002|1|0.850080948|0.7722228729999999|0.08716369|0.8299950709999999|0|-0.109388399|-63.02857512|157.13173490000003|-2.078379577|84.75077935|83.46070738|0.483320982|2816.084228|-1363.383649|2217.333474|-17.887155899999996|0.22806502|16.13665395|5996.580489|-894.3577948999999|35.323795000000004|0.019808023|1766.18975|1.0|1.0|1.0|2.0|0.12|23.0|4.98|4.32|1.7|2.0|0.0|116.79|0.0|1.0|-5.81|31.0|5.0|409.44|0.0|1.0|-5.17|6.69e-06|0.00274|4.09|0.0|9.77e-10|4e-07|-0.05753|4.04|2.9753|-1350.078838|1167.16|350.03|0.7024|0.0101|-0.12425|4.1627|7.6198|7.6198
11b_a31|0.0|1|0|0|0.0|0|1|1|0.610137403|0.0|0.078614731|-0.01950528|5.733341277|-0.172248605|0|0.043380952|0.0|-0.838727032|-0.1488994619999999|10.31169957|-0.046362952|2|-0.010716217|-0.101934423|-0.16780872|0|0.833717183|0.834596039|0.067031897|0.889561759|0|-0.148709304|-80.0942166|286.7721447|-1.784511651|100.3071755|101.1192111|0.473305522|2410.572158|-993.6722875|1756.711832|-13.83270059|0.330276165|12.96936635|5202.545866|-553.3080237|37.09261324|0.0314298879999999|1483.70453|1.0|0.0|1.0|2.0|0.24|16.0|4.67|3.25|0.79|1.0|0.0|92.51|0.0|2.0|-4.74|25.0|6.0|357.38|0.0|1.0|-3.75|0.000178|0.0637|2.46|0.0|3.59e-06|0.00128|-0.03574|4.07|3.8437|-1520.0430279999998|969.71|322.57|0.70073|0.2634|-0.15936|3.2104|6.2757|6.2757
15b_a50|0.0|0|1|1|0.0|2|1|1|1.353059441|4.112770601|-0.144363623|-0.0045393|5.82008293|-0.05484142|1|0.032843915|2.018777006|-0.22696498|-0.06083723|10.94501702|-0.124047802|2|0.005203263|-0.131737048|-0.2185722769999999|1|0.79846758|0.8259784720000001|0.000882622|0.8833003970000001|1|-0.080700307|-47.20879251|274.85729960000003|-1.291204916|60.03646705|58.69070955|0.478989976|2441.264256|-738.1827030000001|1692.3273379999998|-9.174337796|0.3609826579999999|13.22671714|5205.2135960000005|-422.0195386|25.11269883|0.024313507|1155.184146|1.0|1.0|1.0|1.0|0.19|20.0|2.71|3.26|1.66|1.0|0.0|105.46|0.0|2.0|-3.18|27.0|4.0|357.41|0.0|1.0|-3.6|0.000249|0.0891|2.11|0.0|1.92e-06|0.000687|-0.0333399999999999|2.08|4.0561|-1160.463663|1035.3|305.67|0.65917|0.1796|-0.16737|6.9054|7.1024|7.1024
47f_a18|0.0|0|0|0|0.0|0|1|1|1.251175676|0.0|-0.005500039|-0.005817448|4.844187086|-0.034211867|0|0.031179487|0.0|-0.477030713|0.033759227|10.94702253|-0.008224928|0|0.00531392|-0.264839041|-0.3927204379999999|0|0.765824398|0.750610215|-0.009917608|0.780474694|0|-0.084851044|-54.18475173|111.1889928|-2.290978185|86.11217859|65.93954138|0.483843526|3367.7324700000004|-1944.945479|2343.062749|-20.90098811|0.273449343|20.44855806|7870.103594|-1651.17806|33.88554232|0.016581683|2676.957843|1.0|1.0|1.0|2.0|0.34|18.0|3.22|3.6|2.79|3.0|2.0|164.47|1.0|1.0|-6.11|40.0|4.0|541.68|0.0|0.0|-5.52|3.01e-06|0.00163|4.52|1.0|6.04e-10|3.27e-07|-0.04439|8.13|3.0964|-1743.346389|1602.99|400.42|0.6984600000000001|0.5741|-0.12802|3.8532|8.0458|8.0458
14b_a25|0.0|0|0|0|0.0|1|0|0|1.420015222|1.616664856|-0.091382738|-0.004720915|4.727387819|-0.0166120069999999|2|0.038137255|1.929508048|-0.273813082|-0.012989126|10.93106299|0.0009956189999999|1|0.004892038|-0.043923908|-0.074541111|2|0.6524261960000001|0.7723870909999999|-0.085205646|0.8333962429999999|1|-0.084160084|-52.75064158|112.49583529999998|-1.767361771|69.2012501|63.83568179|0.490638154|3038.600508|-1224.182482|2118.281186|-15.70265555|0.227210413|17.06102567|6760.594953|-847.9433995999999|29.33534086|0.015746299|1584.108407|1.0|1.0|1.0|1.0|0.07|27.0|4.48|4.79|1.8|2.0|0.0|130.97|0.0|1.0|-5.6|34.0|5.0|444.49|0.0|1.0|-5.23|5.86e-06|0.00261|3.88|0.0|2.23e-10|9.93e-08|-0.0584|5.61|4069.0|-1444.505985|1257.11|228.59|0.64983|0.0006|-0.16309|2.7037|7.6576|7.6576
11d_a5|0.0|1|0|0|0.0|0|0|0|1.388848584|0.0|-0.245058546|-0.003373937|4.59511985|0.001099755|2|0.0228184279999999|0.0|-0.185566552|-0.138265707|10.94877952|0.01948342|1|0.008809179|-0.12451554|-0.200646773|2|0.786587307|0.783891527|-0.018747485|0.831190148|0|-0.0847408619999999|-40.04753555|61.45330587|-1.525335513|65.35645739|48.19862797|0.49396568|2540.78984|-969.1808771|900.3825317|-11.84243331|0.287694578|17.62784804|5283.02167|-615.8065323|26.16587381|0.018119737|1360.625438|1.0|1.0|1.0|1.0|0.17|23.0|4.41|4.14|1.42|1.0|0.0|114.29|0.0|1.0|-4.14|29.0|5.0|385.46|0.0|1.0|-4.29|5.14e-05|0.0198|3.07|0.0|2.31e-09|8.909999999999999e-07|-0.03767|2.59|4107.0|-1239.093739|1154.67|280.66|0.6533399999999999|0.2068|-0.16762|2.8731|7.8239|7.8239
16_a31|0.0|1|0|0|0.0|0|1|1|0.61013894|0.0|0.152128735|-0.020181753|5.733341277|-0.186617888|0|0.042528736|0.0|-0.726543099|-0.00795845|10.31170095|0.06214876|2|-0.0125582419999999|-0.053194463|-0.09530799|0|0.951830892|0.8318419909999999|-0.038841601|0.8948140790000001|0|-0.150315165|-66.9420327|130.369865|-1.653466811|83.86629191|84.57819254|0.427771627|2071.962924|-779.0463041|1212.615438|-11.12287666|0.26919564|9.649327262|4387.049328|-367.0549296|32.30339751|0.027684692|1066.012118|0.0|1.0|1.0|2.0|0.14|16.0|3.8|2.83|0.78|0.0|0.0|80.57|0.0|2.0|-4.36|21.0|4.0|300.34|0.0|1.0|-3.6|0.000254|0.0762|2.32|0.0|1.16e-05|0.00347|-0.0318899999999999|1.7|3.6596|-1308.202828|818.1|338.79|0.70108|0.2534|-0.15231|3.7419|7.0458|7.0458
14d_a23|0.0|0|1|1|0.0|2|0|0|1.197963465|3.405551724|0.058368697|-0.005343003|5.351858133|-0.026530366|2|0.043538647|0.758207139|-0.288522152|-0.019307114|10.313217800000002|-0.054430189|2|0.01180744|-0.074441567|-0.136106024|2|0.725800261|0.772008792|0.006563565|0.829764975|1|-0.078282292|-35.40917327|39.26987634|-1.6439281280000002|61.49227899|47.66288948|0.454495683|2878.955374|-1083.255003|2261.37838|-14.27606695|0.209653392|14.358677900000002|6459.554383|-713.8033475|27.41215037|0.015037275|1370.607518|0.0|0.0|1.0|1.0|0.09|26.0|3.88|4.33|3.24|2.0|1.0|125.25|0.0|1.0|-5.85|31.0|4.0|425.51|0.0|0.0|-5.25|5.61e-06|0.0023899999999999|3.94|0.0|1.65e-08|7.03e-06|-0.0725799999999999|3.79|8.1555|-1669.224874|1186.17|336.18|8.1555|336.18|-0.14894|5.6156|8.4001|8.4001
12an_a36|0.0|1|0|0|0.0|0|2|2|0.6294007110000001|0.0|-0.05423417|-0.0070293469999999|5.351858133|-0.046532211|2|0.042739018|0.0|-0.407702102|-0.131674913|10.33556631|-0.031635802|1|0.003710345|-0.07550872|-0.133106642|1|0.906423012|0.8344566859999999|-0.009636347|0.885733922|0|-0.105145528|-49.67568778|82.43567331|-1.997765039|81.70091433|61.37296195|0.44576647|2881.978785|-1349.848937|2399.367452|-16.89009799|0.216487385|15.82907093|6162.848939|-912.0652916|31.9040205|0.015771136|1722.817107|1.0|0.0|1.0|2.0|0.17|17.0|3.33|2.61|2.51|1.0|0.0|135.47|0.0|1.0|-4.85|31.0|4.0|427.52|0.0|0.0|-4.51|3.09e-05|0.0132|3.19|0.0|8.95e-08|3.83e-05|-0.05561|3.37|3.7872|-1670.417726|1215.98|239.49|0.69094|0.0644|-0.15474|4.3963|7.3979|7.3979
3_a20 (SB-525334)|0.0|1|0|0|-0.08980269|0|0|0|1.183765089|0.0|-0.048050965|-0.005492814|4.727387819|-0.053897691|2|0.0526353279999999|1.728260385|-0.274640708|-0.175513234|10.95053359|-0.119584218|1|0.0033523629999999|-0.169090412|-0.277724429|2|0.818922083|0.7186587|0.087932573|0.76423988|1|-0.0917096759999999|-34.52869143|43.70154849|-1.375645142|58.45718743|41.49386505|0.457398769|2243.481559|-777.0449536|1782.992456|-9.33873414|0.215089498|10.9543133|4905.195832|-438.9205046|21.06338405|0.0117802769999999|989.9790502999998|1.0|1.0|1.0|1.0|0.24|21.0|5.2|4.69|1.69|1.0|0.0|104.59|0.0|1.0|-4.85|26.0|4.0|343.42|0.0|1.0|-4.73|1.88e-05|0.00647|3.74|0.0|4.07e-09|1.4e-06|-0.0671399999999999|3.9|3.1728|-1086.56485|1030.31|248.86|0.70168|0.1171|-0.13417|3.7291|6.7905|6.7905
11a_a50|0.0|0|1|1|0.0|2|1|1|1.397733996|4.088412042|-0.156121881|-0.002914262|5.82008293|-0.014702942|1|0.038040936|2.114272566|-0.134056065|-0.108592708|10.94500606|-0.129547471|2|0.012037198|-0.162848233|-0.277408878|1|0.701976536|0.792574879|-0.158172459|0.8535780190000001|1|-0.071180382|-25.48858279|7.53108119|-1.067705728|48.67321197|35.26290548|0.463749257|2286.226222|-564.4586084|1550.320581|-7.104987834|0.345638567|11.123941699999998|4858.670497|-298.409489|20.53832944|0.020887781|862.6098364|0.0|0.0|1.0|0.0|0.15|20.0|3.09|3.73|2.25|0.0|0.0|99.65|0.0|2.0|-3.58|25.0|3.0|327.38|0.0|1.0|-4.16|6.97e-05|0.0228|2.9|0.0|1.35e-06|0.000441|-0.03284|3.05|4.0636|-1045.954278|963.2|305.11|0.65485|0.1761|-0.16769|5.4342|7.2291|7.2291
3b_a32|0.0|1|1|1|0.0|0|0|0|0.609420808|0.0|0.046791596|-0.007388108|5.733341277|-0.064476472|0|0.042528736|2.21541916|-0.265971895|-0.1113575119999999|10.31100281|0.10614163|3|0.00020567|-0.0791178979999999|-0.151445075|0|0.833920105|0.800396027|0.094335058|0.866250192|1|-0.100355499|-35.8437493|74.63320519|-1.103910485|56.82775081|43.023961|0.460751087|2092.213643|-541.5259561|1084.520517|-8.049905042|0.2358716619999999|10.69254007|4448.251276|-265.6468664|21.47528975|0.0154889019999999|708.6845618|1.0|1.0|1.0|1.0|0.13|19.0|6.25|4.43|1.45|1.0|0.0|88.24|0.0|1.0|-5.73|21.0|3.0|312.41|0.0|1.0|-4.65|2.23e-05|0.00697|3.71|0.0|3.19e-07|9.97e-05|-0.05396|2.45|3.5545|-1594.095192|857.0|348.81|0.70257|0.2905|-0.1474099999999999|3.5719|8.2366|8.2366
3b_a12|0.0|0|0|0|0.0|0|1|1|1.283824445|0.0|0.156777705|-0.007916598|0.0|-0.043495794|2|0.0375|0.0|-0.332497127|-0.065558712|10.9540388|-0.003968827|0|-0.003019113|-0.071149325|-0.116772665|1|0.914614654|0.768772928|-0.008328578|0.82914101|0|-0.088443201|-33.57216667|41.13468455|-1.326648015|54.77629766|38.97406803|0.390744506|2186.64676|-691.6596323|1935.211747|-9.246226764|0.2311778089999999|10.88757628|4665.346939|-360.6028438|23.06757345|0.0166212889999999|899.6353646|1.0|1.0|1.0|1.0|0.05|18.0|4.05|3.14|3.99|1.0|0.0|102.53|0.0|1.0|-4.26|24.0|3.0|332.79|0.0|1.0|-4.64|2.28e-05|0.00759|3.78|0.0|7.91e-09|2.63e-06|-0.07091|3.96|3.7741|-1410.947421|915.37|294.55|0.6654800000000001|0.2418|-0.15229|5.9551|7.3098|7.3098
12b_a50|0.0|0|1|1|0.0|2|1|1|1.397986833|4.058595679|-0.19841119|-0.002929899|5.82008293|-0.0016330379999999|1|0.034845679|2.112397566|-0.125985651|-0.101728189|10.94501743|-0.115659308|2|0.011790103|-0.168032508|-0.291865836|1|0.699597776|0.804535572|0.009081884|0.8718949979999999|1|-0.066155918|-22.92589265|8.07905572|-0.926182858|47.12729492|33.72918462|0.430791247|2224.116359|-465.6232233|1446.231761|-6.002164865|0.4268092529999999|10.05480253|4672.843578|-234.0844297|20.82911679|0.027586169|812.3355548|1.0|1.0|1.0|0.0|0.11|20.0|2.59|3.42|2.02|0.0|0.0|94.69|0.0|2.0|-3.16|24.0|3.0|313.36|0.0|1.0|-3.84|0.000144|45.0|2.5|0.0|3.22e-06|0.00101|-0.02974|2.47|3.9305|-1006.641541|909.8|263.3|0.6581|0.0777|-0.16451|4.0567|5.3242|5.3242
25c_a34|0.0|0|0|0|0.0|1|2|2|1.377881974|1.958290974|0.024837617|-0.014384932|5.351858133|-0.047513652|2|0.037424242|0.0|-0.834326082|-0.056443595|10.95957635|-0.041629027|1|0.001433865|-0.3609280379999999|-0.563411433|1|0.809687672|0.80135608|0.118901861|0.844690266|0|-0.113392997|-59.0359041|183.6812574|-1.7008949569999998|100.6665476|88.25954175|0.4356106729999999|2884.104654|-1134.447012|2439.174137|-14.01190479|0.4625715629999999|13.26192888|6306.980593|-756.6428589|39.09037289|0.037538004|2110.880136|0.0|1.0|1.0|1.0|0.32|17.0|2.18|1.98|1.0|1.0|0.0|116.0|0.0|2.0|-2.81|31.0|6.0|421.45|0.0|0.0|-3.28|0.000523|0.22|1.3|0.0|1.97e-06|0.0008289999999999|-0.03272|4.32|4.2095|-1426.666471|1180.85|294.54|0.69247|0.2239999999999999|-0.17424|7.12|5.7496|5.7496
17_a3|0.0|0|0|0|0.0|0|0|0|0.605019885|0.0|0.188373421|-0.009450704|4.727387819|-0.118246266|2|0.047430556|1.709081227|-0.349676046|-0.041723219|10.31163036|-0.0510707059999999|1|-0.006696449|0.020589494|0.036673175|2|0.881253042|0.767641592|0.1789147639999999|0.838125715|1|-0.096067661|-50.20132919|234.4907116|-1.344947254|55.39769571|55.45324083|0.4383349039999999|2196.728425|-684.3617224|1667.279771|-10.24205849|0.159937821|11.12358659|4839.543958|-348.2299886|23.96047156|0.012803096|814.6560331000001|1.0|1.0|1.0|1.0|0.0|21.0|4.96|4.66|2.37|1.0|0.0|95.5|0.0|1.0|-5.53|23.0|3.0|338.81|0.0|1.0|-4.93|1.18e-05|0.00399|3.88|0.0|3.28e-08|1.11e-05|-0.0720399999999999|3.57|3.2102|-1731.72355|891.3|386.22|0.69481|0.4062|-0.13155|3.8077|7.6383|7.6383
12w_a36|0.0|1|0|0|-4.750262163|0|2|2|1.24014105|0.0|0.081390556|-0.015825416|5.351858133|-0.297354748|2|0.041555556|0.0|-0.917874106|-0.041402825|10.96020797|-0.010726574|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|1|0.647732719|0.828393514|-0.098657593|0.8792981679999999|0|-0.111267166|-62.34080876|112.947763|-2.225343322|99.51883498|77.49366829|0.4672300679999999|3230.870697|-1597.782567|2602.5207|-21.24440511|0.29463721|15.701847400000002|7418.252264|-1147.197876|41.94801097|0.0273396629999999|2265.1925920000003|1.0|0.0|0.0|2.0|0.17|17.0|3.31|4.04|2.04|2.0|0.0|130.43|0.0|1.0|-5.2|34.0|8.0|465.43|0.0|0.0|-5.07|8.6e-06|4.0|3.86|0.0|7.24e-08|3.37e-05|-0.05326|4.86|3.8881|-1645.169951|1198.72|318.88|0.69466|0.4508|-0.15708|5043.0|7.6383|7.6383
16e_a32|0.0|1|1|1|0.0|0|0|0|0.609420752|0.0|0.180914799|-0.0154404319999999|5.733341277|-0.06951854|0|0.040982906|2.080236877|-0.772021601|-0.070351839|10.31100268|-0.01320745|3|-0.002310082|-0.123297852|-0.219947482|0|0.804503712|0.86370575|0.096017785|0.91471624|1|-0.117338144|-55.957388|105.4021155|-1.760072163|90.34923861|71.46633549|0.458956284|2710.157931|-1130.524639|3376.1299740000004|-15.45011555|0.297773438|12.15001203|6142.277629|-726.1554308999999|34.2534974|0.023323257|1609.914378|1.0|0.0|1.0|2.0|0.26|19.0|6.03|4.6|1.12|3.0|0.0|111.95|1.0|1.0|-6.59|28.0|5.0|413.52|1.0|1.0|-4.75|1.7899999999999998e-05|0.0074099999999999|3.76|0.0|4.18e-08|1.73e-05|-0.0505899999999999|4.59|3.6214|-1955.965644|1130.95|342.37|0.7022|0.2858|-0.14991|3.2372|8.1367|8.1367
4_a38 (LY-2157299)|0.0|0|0|0|0.0|1|1|1|1.343847059|2.0959524330000003|0.050460026|-0.00638266|5.4161004020000005|-0.080432741|2|0.041252955|1.721297609|-0.325515636|-0.159241692|10.9277672|-0.020954339|1|0.003107816|0.028964355|0.0481706809999999|2|0.702976795|0.8099394329999999|-0.041794304|0.868207983|1|-0.089446059|-52.90108631|260.7739337|-1.520583011|58.99645489|60.00582329|0.487041509|2501.945802|-868.9660769|1686.693134|-10.56568487|0.213882939|12.76426621|5566.495502000001|-496.5871888|23.51893991|0.01379043|1105.390176|0.0|1.0|1.0|1.0|0.18|21.0|3.69|3.51|1.84|1.0|0.0|108.18|0.0|1.0|-3.85|28.0|4.0|369.42|0.0|1.0|-3.99|0.000102|0.0375|2.39|0.0|7.45e-08|2.75e-05|-0.06|3.95|3.78|-1198.64695|1048.31|266.68|0.68|0.06|-0.16|5.9043|7.1586|7.1586
1o_a5|0.0|1|0|0|0.0|0|0|0|1.427566509|0.0|-0.266637757|-0.002633927|4.59511985|0.033105871|2|0.025987654|0.0|-0.1079910069999999|-0.102739602|10.94518594|-0.008511304|1|0.0051989459999999|0.038275248|0.06759341|2|0.670787375|0.78144982|-0.003561205|0.85693939|0|-0.072886362|-42.63505279|167.3051756|-1.093295425|50.11479279|49.75766514|0.470590799|2238.291862|-587.4579645|833.537568|-8.306775343|0.300086449|14.20898333|4572.818263|-315.657463|22.08761368|0.020380352|839.3293197999999|1.0|1.0|1.0|1.0|0.0|23.0|4.48|4.07|1.23|0.0|0.0|95.2|0.0|1.0|-4.08|25.0|4.0|323.35|0.0|1.0|-4.08|8.340000000000001e-05|27.0|2.78|0.0|7.85e-09|2.54e-06|-0.07037|2.66|4.1692|-1043.536121|938.37|275.45|0.5492100000000001|0.0071|-0.1693599999999999|4.7435|7.4559|7.4559
20_a47|0.0|0|1|1|0.0|1|0|0|1.408721455|1.1934608|0.055662511|-0.011237762|4.727387819|-0.161476442|2|0.039520202|1.010373001|-0.505699304|-0.052370531|10.95058273|0.071506228|1|-0.006342241|-0.108236785|-0.297094867|2|0.61847122|0.7962508290000001|-0.069674604|0.8575369009999999|1|-0.092005493|-45.68149289|43.63174229999999|-1.38008239|69.09296541|58.53772498|0.4642647929999999|2630.63609|-752.2184736|1219.306754|-9.761884958|0.404765791|13.10815891|5896.060936|-409.9991682|30.08893541|0.034758191|1263.735287|0.0|1.0|1.0|2.0|0.05|21.0|2.56|4.54|2.75|1.0|0.0|99.68|0.0|1.0|-4.06|28.0|6.0|380.35|0.0|1.0|-4.08|8.32e-05|0.0316|2.63|0.0|4.89e-08|1.86e-05|-0.06357|4.08|3.9808|-1335.708279|964.94|311.45|0.68219|0.2807|-0.16377|3.1747|8.6|8.6
47t_a18|0.0|0|0|0|0.0|0|1|1|1.25117758|0.0|0.1115820769999999|-0.0128248239999999|4.844187086|-0.161517185|0|0.03672956|0.0|-0.756664598|-0.011641394|10.94702032|-0.04785474|0|-0.004985656|-0.068787175|-0.104274108|0|0.704602886|0.750103977|0.005590928|0.796935152|0|-0.103295568|-79.78154029|280.622476|-2.272502492|80.00407742|89.19655162|0.49779009|2872.533415|-1520.978225|1326.524873|-18.17831387|0.195468477|17.48280476|6603.597038|-1017.985577|33.75918118|0.016238994|1890.514146|0.0|0.0|0.0|3.0|0.15|18.0|2.6|2.93|1.64|2.0|1.0|129.21|0.0|1.0|-5.58|33.0|4.0|441.48|0.0|0.0|-4.77|1.7100000000000002e-05|0.0075299999999999|3.57|0.0|3.09e-08|1.36e-05|-0.06822|9.4|3.1164|-1470.836067|1218.95|397.84|0.6895100000000001|0.5502|-0.12692|7.7656|6.1068|6.1068
4d_a49|0.0|0|0|0|0.0|1|1|1|1.343847746|2.097463308|-0.06085453|-0.006135653|5.4161004020000005|-0.058204482|2|0.036555556|1.76904838|-0.343596561|-0.053327669|10.92777282|0.013451218|1|0.001356445|0.000511959|0.000850823|2|0.7745859279999999|0.783870915|-0.008564167|0.834151595|1|-0.085966608|-55.40321178|85.21839288|-1.461432343|66.51766234|63.79609555|0.470013152|2658.242991|-900.2167208999999|1640.195062|-10.66380249|0.3452719489999999|15.09148245|5915.214567|-554.5177292999999|26.44129877|0.022019681|1374.947536|0.0|1.0|1.0|2.0|0.22|21.0|3.16|2.8|1.25|1.0|0.0|115.63|0.0|1.0|-3.13|30.0|5.0|398.46|0.0|1.0|-3.35|0.0004509999999999|0.18|1.45|0.0|2.64e-08|1.05e-05|-0.06309|2.99|3.8047|-1293.29417|1144.04|215.82|0.6782100000000001|0.0879|-0.15888|4.3005|7.7447|7.7447
