molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|JGI4|SaaaC|ATSC1c|AATSC1are|AATSC8d|n5aRing|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|GRAVp|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
28_a20|0|0|0|0.0|6.842683282|0|0|1.417203216|1.837209467|-0.006492092|4.727387819|0.0396875|1.650185059|-0.363557127|0.002234763|-0.039965901|1|-0.028782305|-0.447096101|3|0.715067047|0.755701837|0.690655217|1|0.7817507370000001|-0.086299346|-0.091179288|0.3962228229999999|-57.59898971|9.799649234|318.7453661|0.218249263|145.66665480000003|-40.6172876|6.540604536|88.39175809|-1.823585765|-38.44343857|-23.40616218|2865.917291|-1217.120433|0.226358273|14.28413212|0.8826648009999999|6348.941881000001|1573.2352460000002|684.5377542|11.12858789|0.0|1.0|1.0|1.0|1.0|2.86|0.08|27.0|-8.8|4.01|99.58|0.0|0.0|1.0|5.0|-4.42|5.0|0.0|1.0|-4.43|3.77e-05|0.0159|3.72e-05|2.68|0.0|1.57e-09|6.590000000000001e-07|-0.06242|4.7905|4.64|-1368.363151|-1368.32781|704.42|1198.32|346.35|0.2354|258.81|531.85|0.50352|0.4701899999999999|-1368.085242|-0.15572|3.5284|-0.21814|4.7428|255.0|6.5935
12j_a30|0|0|0|0.0|7.412764017000001|2|2|0.604984421|0.0|-0.006336585|5.351858133|0.043848238|0.0|-0.354848778|0.005613018|-0.075816941|1|-0.09353607|-0.456342646|1|0.8414737059999999|0.795446883|0.7991060659999999|0|0.842199041|-0.073909106|-0.094132698|0.328405591|-47.76354083|10.09017681|88.51817261|0.157800959|101.9784021|-39.31313154|6.520746879|0.0|-1.882653966|-30.8670468|-23.39729904|2784.7999170000003|-1216.65955|0.1865388989999999|15.41574553|0.91079856|6105.3402670000005|1495.657934|686.039456|8.71869951|1.0|1.0|1.0|0.0|1.0|0.0|0.17|17.0|-7.01|2.93|81.65|0.0|0.0|1.0|5.0|-5.66|4.0|0.0|1.0|-5.15|2.21e-06|0.0009119999999999|7.05e-06|4.23|0.0|9.75e-08|4.02e-05|-0.05106|5.1971|4.14|-1615.096172|-1615.064152|695.8|1175.75|356.4|0.2163|238.56|549.64|0.3087|0.68625|-1614.831741|-0.14772|4.6727|-0.1987799999999999|5.1081|9.0|8058.0
12ba_a36|1|0|0|0.0|7.412764017000001|2|2|1.297043659|0.0|-0.0075620109999999|5.351858133|0.040566449|0.0|-0.423472625|-0.002123045|-0.011949092|1|-0.168084618|-0.410941182|1|0.844641715|0.8256014690000001|0.796093405|0|0.849738126|-0.083210415|-0.108410153|0.330220757|-56.0578808|16.57882744|100.798163|0.150261874|101.229662|-49.20258616|11.16896162|16.1479891|-1.951382748|-37.76553687|-25.28122447|3035.390784|-1314.6236720000002|0.293104216|14.59456478|0.969665341|6722.60947|1859.713557|688.1986357999999|16.03205543|1.0|1.0|1.0|0.0|2.0|0.0|0.12|17.0|-6.72|1.63|116.78|0.0|0.0|1.0|5.0|-4.77|6.0|0.0|0.0|-4.25|1.6800000000000002e-05|0.0072599999999999|5.65e-05|2.67|0.0|1.91e-07|8.240000000000001e-05|-0.08446|5.2506|2.79|-1417.454721|-1417.426327|687.23|1187.56|411.71|0.7436|236.13|547.82|0.3989999999999999|0.70432|-1417.187763|-0.12587|3.1996|-0.21033|4.5448|21.0|7.6778
47t_a18|0|0|0|0.0|7.03438793|1|1|1.25117758|0.0|-0.0128248239999999|4.844187086|0.03672956|0.0|-0.756664598|-0.006573438|-0.04785474|0|-0.104274108|-0.600890268|0|0.704602886|0.750103977|0.688453085|0|0.67203319|-0.119202068|-0.103295568|0.240001773|-79.78154029|9.415011332|280.622476|0.32796681|219.5070758|-46.27207168|6.301435212|78.43695402|-2.272502492|-53.39751484|-27.16032544|2872.533415|-1520.978225|0.195468477|17.48280476|0.991199259|6603.597038|1890.514146|747.6927426|10.86870356|0.0|0.0|1.0|0.0|3.0|0.0|0.15|18.0|-7.51|2.93|110.56|1.0|0.0|1.0|7.0|-5.58|4.0|0.0|0.0|-4.77|2.65e-06|0.00117|1.7100000000000002e-05|3.57|0.0|3.09e-08|1.36e-05|-0.06822|3.1164|9.4|-1470.873743|-1470.836067|703.76|1218.95|397.84|0.5502|397.84|601.36|0.6895100000000001|0.6895100000000001|-1470.528808|-0.12692|7.7656|-0.19514|9.6938|782.0|6.1068
18a_a30|0|0|0|0.0|7.412764017000001|2|2|0.604987543|0.0|-0.006673169|5.351858133|0.040166667|0.0|-0.353677943|0.005050384|-0.094932667|1|-0.094526372|-0.452377064|1|0.8421237309999999|0.7885597609999999|0.7961424690000001|0|0.85918121|-0.072474599|-0.095397479|0.294303776|-45.11907802|10.62073502|79.18861306|0.14081879|87.66676984|-36.97308547|6.611941026|0.0|-1.812552105|-28.08889239|-23.02866795|2721.874248|-1128.40473|0.209500834|12.72666325|0.8050400790000001|5942.293347|1427.458469|620.9195447000001|9.968457988|1.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|-6.64|2.62|81.65|0.0|0.0|1.0|5.0|-5.28|4.0|0.0|0.0|-4.85|5.23e-06|0.00208|1.4e-05|3.87|0.0|2.3100000000000002e-07|9.21e-05|-0.05605|3.4712|3.82|-1575.786909|-1575.755101|665.12|1120.46|357.18|0.3781|357.18|508.08|0.69033|0.69033|-1575.54671|-0.1418|4.2514|-0.19785|5.2813|25.0|7.6108
14i_a23|0|1|1|0.0|7.423568444|0|0|1.197963212|3.2692375460000003|-0.010148243|5.351858133|0.0432555559999999|0.7151570629999999|-0.558153376|0.002243702|-0.026731172|2|-0.033435987|-0.569707595|2|0.77007911|0.8025091329999999|0.7333675390000001|1|0.777952733|-0.0889593869999999|-0.096562208|0.266320368|-60.8283953|14.65077903|324.811841|0.222047267|151.83084580000002|-45.14777443|10.01786784|93.48624142|-2.027806362|-41.59306642|-27.18760085|3097.406945|-1386.567643|0.221904316|15.53342127|0.915894552|7030.347905|1782.001457|693.3423458|13.18112713|0.0|1.0|1.0|0.0|2.0|2.64|0.04|26.0|-6.96|3.12|148.11|1.0|1.0|1.0|6.0|-5.21|5.0|1.0|0.0|-4.39|6.11e-06|0.00278|4.03e-05|2.46|0.0|1.11e-07|5.03e-05|-0.08025|3.6931|4.64|-1798.64228|-1798.608335|715.68|1224.02|335.72|0.3639|335.72|580.74|0.55606|0.55606|-1798.371346|-0.1509599999999999|5.9563|-0.23121|8.3755|3.0|8.4622
7_a15|0|0|0|0.0|0.0|0|0|1.419941457|0.0|-0.010310394|0.0|0.035075075|0.0|-0.494898891|-0.0013239329999999|0.0019353679999999|0|-0.310081401|-0.335491052|1|0.857287135|0.70084115|0.8115121240000001|0|0.841400327|-0.074406877|-0.110819329|0.403524276|-41.29775265|20.31436245|103.8062879|0.158599673|88.02694557|-34.13832456|11.27499976|56.30310755|-1.2190126140000002|-22.92132733|-14.70834175|2330.667514|-676.5837204|0.551335598|9.971755103|0.657158418|5097.868552|1507.995102|474.9756287|23.75461091|1.0|1.0|0.0|1.0|1.0|3.14|0.15|18.0|-7.19|4.64|61.84|0.0|0.0|1.0|7.0|-4.83|5.0|0.0|1.0|-4.49|1.46e-05|0.00516|3.2e-05|3.84|0.0|6.41e-08|2.26e-05|-0.0284899999999999|4.4386|2.78|-1184.385377|-1184.367098|580.73|1000.95|330.67|0.3463|279.33|499.86|0.64652|0.70497|-1184.168094|-0.15605|1.1115|-0.18454|1631.0|227.0|6644.0
21_a10|0|0|0|0.0|7.535296702|1|1|1.343837211|2.093218896|-0.009308076|5.4161004020000005|0.035818182|1.817620533|-0.549176498|0.001533145|-0.003554514|1|-0.03765494|-0.4636733179999999|2|0.7135035209999999|0.7620337359999999|0.68876002|1|0.7747854129999999|-0.091053776|-0.084654798|0.8663152820000001|-64.32920271|13.34776629|240.7558768|0.225214587|159.11338909999998|-42.25440548|9.430154402|74.3822498|-1.777750751|-45.44837698|-23.25880088|3104.255496|-1255.975247|0.295893365|13.78215169|0.643072426|7048.414464|1783.785559|746.5727327999999|15.99425187|1.0|1.0|1.0|0.0|1.0|3.17|0.11|27.0|-8.71|5.6|90.13|0.0|0.0|1.0|5.0|-5.77|6.0|0.0|0.0|-5.51|1.69e-06|0.0007599999999999|3.12e-06|4.17|0.0|1.94e-09|8.68e-07|-0.06082|5.9596|5.57|-1485.499561|-1485.461532|716.1|1225.01|321.21|0.2574|208.04|517.44|0.4226399999999999|0.68165|-1485.216871|-0.16178|1.5138|-0.2226|1.1872|4.8|5.3188
33_a20|0|0|0|0.0|6.842683282|0|0|1.4175014119999998|1.915285809|-0.00145476|4.727387819|0.0388043479999999|2.0219022580000003|-0.078557022|0.009265667|-0.062750442|1|-0.060582944|-0.1771816269999999|2|0.616352201|0.74131936|0.607038752|1|0.9493896|-0.058927252|-0.069838312|0.399354817|-38.58254635|8.340767701|8.680600701|0.0506104|33.13709773|-29.9394021|5.46110745|64.93395624|-1.326927921|-25.26187502|-17.37608867|2737.8873550000003|-868.8044333999999|0.240643818|15.094865900000002|0.8721516570000001|5916.443448|1144.132956|664.4562602999999|8.881565237|1.0|1.0|1.0|1.0|0.0|3.59|0.08|27.0|-9.69|5.39|67.39|0.0|0.0|1.0|4.0|-5.6|4.0|0.0|1.0|-5.53|2.48e-06|0.000997|2.98e-06|4.47|0.0|2.04e-10|8.199999999999999e-08|-0.0582899999999999|5443.0|4.07|-1275.852801|-1275.823229|689.51|1174.95|318.99|0.6157|227.79|563.98|0.27375|0.6129|-1275.602977|-0.15959|3.5714|-0.21788|5.0369|34.0|7.4685
12c_a30|0|0|0|0.0|7.412764017000001|2|2|0.604984133|0.0|-0.006900253|5.351858133|0.042804233|0.0|-0.3657134279999999|0.00372838|-0.072247675|1|-0.090173435|-0.468696709|1|0.8264832879999999|0.824373792|0.7463962120000001|0|0.8439327120000001|-0.076777688|-0.096482247|0.39541773|-50.12643041|10.36785909|82.07537640000001|0.156067288|101.8928318|-41.12547305|6.768942632999999|0.0|-1.833162702|-32.72642202|-24.42511853|2860.640481|-1196.830808|0.193871231|13.9883503|0.828040991|6403.739746|1484.664552|652.8825454|9.594458155|1.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|-7.22|3.27|81.65|0.0|0.0|1.0|5.0|-5.93|4.0|0.0|1.0|-5.44|1.19e-06|0.0005139999999999|3.61e-06|4.49|0.0|6.03e-08|2.61e-05|-0.0542299999999999|5.0582|4.45|-2035.373591|-2035.339256|695.96|1168.62|351.37|0.2155|245.12|541.39|0.32037|0.68457|-2035.141497|-0.1496299999999999|3.7377|-0.2038599999999999|4.7893|0.01|7.9914
12aw_a36|1|0|0|0.0|7.412764017000001|2|2|1.297044239|0.0|-0.008293935|5.351858133|0.043383838|0.0|-0.4478724979999999|-0.006877664|-0.034663063|1|-0.250781298|-0.4191703539999999|1|0.653741315|0.836170906|0.632625562|0|0.706174871|-0.088516379|-0.114701005|0.373775982|-56.73814908|14.76755422|54.50894809|0.2938251289999999|188.3390873|-47.12705211|9.4658605|1.343623915|-2.06461809|-36.36860892|-26.46800754|2901.451841|-1323.400377|0.250947713|14.32425315|0.898338973|6370.06138|1766.7663510000002|593.6088758|13.8551867|1.0|0.0|1.0|0.0|2.0|0.0|0.14|17.0|-7.12|3.0|69.2|0.0|0.0|1.0|5.0|-3.99|6.0|0.0|0.0|-4.32|0.000102|0.0424|4.81e-05|2.88|0.0|7.599999999999999e-08|3.17e-05|-0.05513|5.2313|3.66|-1431.404673|-1431.373326|666.09|1120.43|319.85|0.4088|237.0|507.71|0.38905|0.69109|-1431.180191|-0.15688|4.8181|-0.21201|6.5278|9.0|8.0458
9g_a24|1|0|0|0.0|7.273092596000001|0|0|1.427608366|1.7647373919999998|-0.00106361|5.283203728999999|0.0279797979999999|0.0|-0.0425444|0.0144065739999999|-0.02471184|2|-0.049325609|-0.079421802|2|0.683676657|0.7931626959999999|0.657503038|0|0.8671367529999999|-0.064835725|-0.065668047|0.383340003|-32.080056199999994|9.283063574|174.88817269999998|0.132863247|65.73938109|-16.07665151|4.593165278|0.0|-0.788016565|-15.87288497|-10.53790724|2123.257348|-389.9025677|0.518073552|10.69818114|0.746821416|4355.725609|809.0499476|341.3207334|16.76589519|0.0|0.0|1.0|1.0|1.0|1.78|0.06|22.0|-6.43|2.93|72.28|0.0|0.0|1.0|3.0|-2.49|4.0|0.0|0.0|-3.09|0.00323|977.0|0.0008179999999999|1.37|0.0|3.720000000000001e-07|0.000113|-0.03585|5.2521|0.75|-984.5891383|-984.5565078|524.03|879.99|289.67|0.2444|236.07|400.47|0.4227399999999999|0.64993|-984.447764|-0.17806|2.9691|-0.21391|4.4131|68.0|7.1675
14ac_a23|0|1|1|-9.994971573|7.423568444|0|0|1.1979507740000002|2.7104403130000003|-0.011656739|5.351858133|0.048351548|0.544211741|-0.66443411|-0.0066006519999999|0.043387326|2|-0.287952039|-0.562985112|2|0.5562570379999999|0.7797862459999999|0.537271445|1|0.931143634|-0.0883661019999999|-0.097100967|0.300389872|-66.72452104|12.70997824|57.45545019|0.068856366|51.99287907|-55.36344264|9.597200637|0.327656318|-2.330423202|-50.3831402|-33.20157553|3695.344378|-1759.6835030000002|0.192217908|15.90074614|0.95751094|9203.543798|2178.41361|718.3324686000001|14.43896921|1.0|1.0|1.0|1.0|1.0|3.34|0.12|26.0|-9.03|8.36|105.02|1.0|0.0|1.0|7.0|-7.31|10.0|1.0|0.0|-6.65|4.92e-08|2.69e-05|2.24e-07|5.35|0.0|9.25e-10|5.06e-07|-0.08813|4.0014|4.93|-2304.001319|-2303.9786940000004|751.54|1285.58|341.32|0.3209|309.85|627.76|0.6408|0.69962|-2303.749331|-0.15055|6.3004|-0.23868|8.6341|4.0|8.3851
18_a4|0|0|0|0.0|7.535296702|1|1|1.3998285519999998|1.904090136|-0.004533883|5.4161004020000005|0.042924837|0.0|-0.181355303|0.000379379|-0.063708832|1|0.015390457|-0.319213511|1|0.624748358|0.793041267|0.615655659|0|0.7755960390000001|-0.094231531|-0.085817825|0.269470313|-46.48874223|8.729352711|203.5264327|0.224403961|110.7087804|-20.88721799|4.306590617|0.0|-1.287267373|-22.93503169|-17.16400317|2069.649003|-635.0681172000001|0.2305616919999999|10.31843368|0.682329162|4381.693113|825.3658678999999|337.0066459|8.649897756|0.0|0.0|1.0|0.0|1.0|2.56|0.11|17.0|-5.53|3.43|50.94|0.0|0.0|2.0|3.0|-2.95|4.0|0.0|1.0|-3.51|0.00113|349.0|0.000312|2.24|0.0|2.96e-06|0.0009109999999999|-0.03538|4.5152|3.02|-1033.480025|-1033.454769|523.81|870.74|294.88|0.2083|274.59|404.27|0.52475|0.57777|-1033.349218|-0.17345|2.7878|-0.20883|3498.0|2.62|5.5817
2_a33|1|1|1|0.0|7.765993078999999|0|0|0.609420748|0.0|-0.009168933|5.733341277|0.039958333|2.112255684|-0.476784502|-0.002514803|-0.05997501|3|-0.148024156|-0.593915758|0|0.787714775|0.833090592|0.753434785|1|0.8195154109999999|-0.0804186|-0.104047115|0.411881091|-49.13901703|11.27469555|103.5201191|0.1804845889999999|110.28338390000002|-38.84811555|6.889294995|44.34034244|-1.56070672|-30.02592687|-19.46234551|2632.195388|-953.6549298|0.297402265|11.60906093|0.8867875909999999|6067.635829|1357.327077|618.9134881|11.8727102|1.0|1.0|1.0|1.0|2.0|3.51|0.3|19.0|-7.67|4.63|140.04|0.0|1.0|1.0|7.0|-6.35|4.0|1.0|1.0|-4.78|4.44e-07|0.000183|1.6800000000000002e-05|3.72|0.0|2.13e-08|8.78e-06|-0.04967|3.6281|5.11|-1920.079174|-1920.049452|655.74|1128.98|341.74|0.2911|341.74|525.38|0.70205|0.70205|-1919.830424|-0.15012|4.2519|-0.19979|5539.0|6.0|8.2596
9_a47|0|0|0|0.0|0.0|0|0|1.3818994059999998|0.0|-0.008501246|0.0|0.037492877|1.323246814|-0.382556052|-0.009607222|0.045804989|0|-0.045757939|-0.4477815529999999|2|0.7033922579999999|0.792070785|0.689770023|1|0.805149969|-0.084368438|-0.0969292319999999|0.492394184|-44.13640712|4.991260197|107.3271659|0.194850031|101.9336202|-26.52703503|2.611122094|0.0|-1.550867715|-23.08946904|-19.3171225|2292.652212|-811.319145|0.209348023|10.93281031|0.93384951|5212.504394|1026.1394|442.7664664|8.262317504|1.0|0.0|1.0|1.0|2.0|2.78|0.05|22.0|-8.47|5.61|58.04|0.0|0.0|1.0|3.0|-5.37|4.0|0.0|1.0|-5.2|4.29e-06|0.00148|6.3e-06|4.43|0.0|3.4000000000000003e-09|1.17e-06|-0.05037|5.7429|4.06|-1149.090086|-1149.055456|566.1|959.59|333.44|0.2294|215.89|406.35|0.3885099999999999|0.69084|-1148.896866|-0.1545099999999999|2.2966|-0.20488|3.4815|25.0|7.6
34_a20|0|0|0|0.0|6.842683282|0|0|1.416932073|1.877209467|-0.0057643419999999|4.727387819|0.0396875|1.991704333|-0.328567476|0.003085806|-0.054458882|1|0.057022334|-0.4478820739999999|2|0.7071284179999999|0.74801464|0.690530489|1|0.7966571459999999|-0.0851907119999999|-0.085459595|0.408491116|-57.31821177|8.766605631000001|297.5548445|0.203342854|136.81360859999998|-38.68669181|5.898367836|80.66541842|-1.709191893|-38.56497154|-21.69778179|2825.042137|-1149.982435|0.223585914|14.7802149|0.8614536140000001|6211.26199|1481.145765|712.1606951|10.03525243|1.0|1.0|1.0|1.0|1.0|2.92|0.08|27.0|-9.18|4.62|86.69|0.0|0.0|1.0|5.0|-5.14|4.0|0.0|1.0|-5.02|7.27e-06|0.00305|9.51e-06|3.63|0.0|6.64e-10|2.780000000000001e-07|-0.05181|5.4132|4.97|-1352.31921|-1352.2836220000002|711.19|1205.64|320.38|0.4388|229.04|544.93|0.38519|0.68845|-1352.041015|-0.16103|3.8519|-0.21284|5.4994|61.0|7.2147
12az_a36|1|0|0|0.0|7.412764017000001|2|2|1.297042831|0.0|-0.009570959|5.351858133|0.040566449|0.0|-0.593399474|0.000482522|-0.012800556|1|-0.289604649|-0.387734368|1|0.884226781|0.812921349|0.8350231859999999|0|0.819163613|-0.071762413|-0.10786263|0.411597359|-50.28669997|24.36575918|60.11023222|0.180836387|126.71905359999998|-52.96429617|17.0740303|8.104966044|-1.941527339|-35.23783652|-23.45695404|3039.528467|-1360.503334|0.416134994|15.73229538|0.861843195|6700.839465|2330.167624|766.4854363|24.24160725|1.0|0.0|1.0|1.0|2.0|0.0|0.21|17.0|-6.79|1.9|87.66|0.0|0.0|1.0|7.0|-4.11|6.0|0.0|0.0|-4.15|7.75e-05|0.0342|7.13e-05|2.62|0.0|1.6100000000000005e-07|7.11e-05|-0.04967|3.8863|2.68|-1461.990465|-1461.962459|737.12|1252.18|343.5|0.4383|319.03|576.54|0.69385|0.70333|-1461.686269|-0.14879|6.3778|-0.19846|7.821000000000001|58.0|7.2366
11f_a5|1|0|0|0.0|6.605297921|1|1|1.370797007|0.0|-0.0037371509999999|4.59511985|0.021060606|0.0|-0.227966183|0.00722997|-0.0080939669999999|1|-0.203228986|-0.230681941|2|0.785419245|0.756843253|0.750555185|0|0.847356138|-0.068361657|-0.074612137|0.368815548|-47.57801621|15.41338844|70.39517801|0.152643862|106.23633909999998|-36.14073513|10.72733576|13.29510896|-1.268406334|-33.11311829|-15.48735657|2853.401015|-882.7793242999999|0.489052404|18.03905985|0.8628345190000001|5969.213977|1727.7296760000002|753.9168511|21.12375879|0.0|1.0|1.0|1.0|1.0|2.87|0.24|23.0|-8.67|3.53|76.16|0.0|0.0|1.0|7.0|-3.95|6.0|0.0|0.0|-4.26|0.000112|0.0477|5.479999999999999e-05|2.7|0.0|2.12e-09|9.06e-07|-0.03862|4.4523|2.25|-1391.7602960000002|-1391.722248|729.96|1239.35|299.8|0.5834|278.47|579.1|0.6593600000000001|0.64937|-1391.444853|-0.1691|2.1313|-0.20772|2.9697|12.0|7.9208
6e_a31|1|0|0|0.0|7.773594467000001|1|1|0.61015618|0.0|-0.016012184|5.733341277|0.037803618|0.0|-0.784597028|-0.011483229|-0.0462850729999999|2|-0.004825446|-0.579941248|0|0.838789705|0.78240875|0.795570315|0|0.623340994|-0.122985602|-0.130898441|0.177030306|-74.99224589|19.89514173|159.9587946|0.376659006|229.6732654|-48.66969791|12.13134981|99.0823033|-2.0943750530000003|-45.72760428|-28.37945369|2776.836977|-1277.075416|0.239502096|14.40145519|0.916695963|6053.812282|1679.262243|536.6368656000001|13.86851128|1.0|1.0|1.0|1.0|2.0|2.62|0.1|22.0|-7.33|4.0|131.36|0.0|0.0|1.0|4.0|-5.63|5.0|0.0|1.0|-4.66|2.34e-06|0.000947|2.18e-05|3.2|0.0|4.67e-08|1.89e-05|-0.05426|3.3083|4.31|-1652.669408|-1652.63264|634.34|1077.48|374.76|0.5103|374.76|490.75|0.70391|0.70391|-1652.445002|-0.13418|5.8193|-0.18844|8.3583|0.37|6.4318
5_a15|0|0|0|0.0|0.0|0|0|1.419941043|0.0|-0.008878343|0.0|0.035982906|0.0|-0.54157893|0.000420839|0.0118220069999999|0|-0.28098676|-0.340979744|2|0.8384601770000001|0.704479781|0.7950674740000001|0|0.8740541479999999|-0.06128567|-0.0989946469999999|0.743577162|-45.57134103|24.25353664|119.95308020000002|0.125945852|93.65193084|-54.73655332|18.03465935|64.12413387|-1.583914356|-33.88634094|-20.30656983|2940.77098|-1177.78105|0.491010028|15.1701491|0.946094849|6656.720346|2313.9572780000003|779.0599798999999|27.05181494|1.0|1.0|1.0|1.0|1.0|3.68|0.15|24.0|-9.65|6.01|74.73|0.0|0.0|1.0|8.0|-6.16|6.0|1.0|1.0|-5.66|6.86e-07|0.000304|2.18e-06|4.86|0.0|2.25e-10|9.970000000000001e-08|-0.03714|4.3299|4.36|-1470.816175|-1470.779775|737.16|1272.84|341.96|291.0|286.35|629.67|0.62664|0.70244|-1470.487858|-0.14839|4.3576|-0.18553|6.35|13.0|7.8861
13_a12|0|0|0|0.0|0.0|0|0|1.508548782|0.0|-0.0069874069999999|0.0|0.037948718|0.0|-0.272508888|0.000830398|0.021322992|0|-0.281096572|-0.595629719|2|0.845823047|0.6809340620000001|0.804066411|0|0.90006391|-0.058167326|-0.092483398|0.122164874|-28.51381164|4.01385817|64.74666684|0.09993609|48.98899535|-22.2236882|1.96760628|66.2289548|-1.2947675790000002|-13.97756285|-17.15403411|1812.788134|-634.6992622|0.117007826|11.36787272|0.874625469|3647.657976|718.8050825|327.9594923|3.656774794|1.0|0.0|0.0|1.0|1.0|2.64|0.12|18.0|-7.14|3.9|50.7|0.0|0.0|1.0|3.0|-4.26|3.0|0.0|1.0|-4.2|5.520000000000001e-05|0.0152|6.3e-05|3.51|0.0|7.26e-08|2.01e-05|-0.04445|4.5363|3.83|-876.3661620999999|-876.3370809|532.86|867.79|315.25|0.6528|273.31|437.91|0.6622399999999999|0.64974|-876.209109|-0.16458|1.3023|-0.20903|1.5686|93.0|7.0315
17_a15|0|0|0|0.0|0.0|0|0|1.43568899|0.0|-0.0071363569999999|0.0|0.036595745|0.0|-0.442454151|0.0016674189999999|-0.0141953639999999|0|-0.263401148|-0.461493931|2|0.769376831|0.721188086|0.740986227|0|0.880459235|-0.052869016|-0.079844675|0.605886597|-40.50376584|9.875456386|34.35335309|0.119540765|91.58201681|-46.86345493|7.56573889|58.47512431|-1.596893495|-31.03055741|-20.73567196|2852.085573|-1223.4046460000002|0.346792631|15.15194163|0.90173781|6352.266784|1872.919233|822.8625688|16.654220199999997|1.0|1.0|1.0|1.0|1.0|3.99|0.15|24.0|-9.72|6.0|67.35|0.0|0.0|1.0|7.0|-5.93|4.0|1.0|1.0|-5.65|1.19e-06|0.00052|2.26e-06|4.78|0.0|1.9199999999999998e-10|8.43e-08|-0.03936|4.1461|6.89|-1413.897695|-1413.857182|752.08|1298.37|326.22|0.7247|299.04|663.81|0.68787|0.7045100000000001|-1413.559128|-0.15573|5.1268|-0.19509|7.1743|12.0|7.9208
6_a47|0|0|0|0.0|0.0|0|0|1.304328257|0.0|-0.008723045|0.0|0.042276423|1.291219116|-0.392537045|-0.010708889|0.0402365489999999|0|-0.04324355|-0.459934519|2|0.701994505|0.786041178|0.672308592|1|0.8419184120000001|-0.080118846|-0.096689626|0.446564415|-43.43026699|5.323543706000001|101.7290544|0.158081588|85.6917678|-28.411587800000003|2.885749555|0.0|-1.547034008|-23.54237714|-19.96679614|2431.668154|-838.6054381|0.205609194|10.90843226|0.6832388209999999|5766.962611999999|1055.658539|469.7495559|8.348196185|1.0|0.0|1.0|1.0|2.0|2.91|0.05|22.0|-9.06|6.27|58.04|0.0|0.0|1.0|3.0|-6.02|4.0|1.0|1.0|-5.79|9.53e-07|0.000362|1.63e-06|5.06|0.0|8.71e-10|3.310000000000001e-07|-0.05354|5.5188|4.69|-1608.684886|-1608.652005|576.56|990.85|333.32|0.2536|224.66|422.9|0.30468|0.69305|-1608.50108|-0.1544|3.2606|-0.20794|4.2153|13.0|7.9
IN1166_a11|1|0|0|0.0|6.842683282|0|0|1.429020445|0.0|-0.006882528|4.727387819|0.044021739|1.643912856|-0.378539035|-0.003356527|-0.037793156|1|-0.223618825|-0.462344944|2|0.841211811|0.765593573|0.790249345|1|0.863273559|-0.073965061|-0.0896538619999999|0.551933595|-51.07061499|13.82641888|112.0066065|0.136726441|94.40543077|-42.74230509|9.546719887|20.83871871|-1.6137695069999998|-35.26269962|-21.84820685|2865.055175|-1114.258549|0.305697179|12.63334911|0.8639230290000001|6310.825439|1604.859603|676.2770877|14.86669859|1.0|1.0|1.0|1.0|2.0|2.79|0.08|27.0|-10.18|4.53|103.17|0.0|0.0|0.0|5.0|-5.11|5.0|0.0|1.0|-4.78|7.74e-06|0.00323|1.65e-05|3.27|0.0|6.59e-11|2.75e-08|-0.07275|4.9857|3.36|-1347.298558|-1347.256659|704.48|1198.36|377.7|0.3425|248.68|554.63|0.4358399999999999|0.6998300000000001|-1347.012407|-0.13823|3365.0|-0.21098|4.3481|12.0|7.9318
