molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|JGI4|SaaaC|ATSC1c|AATSC1are|AATSC8d|n5aRing|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|GRAVp|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
12at_a36|1|0|0|0.0|7.412764017000001|2|2|1.297042863|0.0|-0.010886502|5.351858133|0.039952719|0.0|-0.653190113|-0.001148437|-0.037590959|1|-0.227404687|-0.48127276|1|0.817851296|0.8384626709999999|0.7767870459999999|0|0.751856692|-0.084721769|-0.110637955|0.301423347|-58.66704838|20.43891035|95.16663336|0.248143308|171.8311073|-53.05210062|14.1532755|80.75773169|-2.102121151|-40.6250081|-25.99374995|3041.832389|-1455.649997|0.325557803|17.44496351|0.974034457|6537.399158|2158.30208|735.3783268|18.99059683|1.0|0.0|1.0|0.0|2.0|0.0|0.17|17.0|-6.62|1.67|95.5|0.0|0.0|1.0|7.0|-4.18|6.0|0.0|0.0|-4.08|6.579999999999999e-05|0.0289|8.36e-05|2.53|0.0|2.42e-07|0.000106|-0.05703|4.7133|4.5|-1460.833958|-1460.797444|733.29|1238.61|322.81|0.4765|263.05|589.75|0.42968|0.6802600000000001|-1460.549244|-0.15607|6.4676|-0.2131|8.9532|78.0|7.1079
8a_a31|1|0|0|0.0|7.765993078999999|1|1|0.610138387|0.0|-0.015034136|5.733341277|0.043817204|0.0|-0.586331322|-0.013230176|-0.01861065|2|-0.094359203|-0.520051508|0|0.938325481|0.837862749|0.883113019|0|0.594139864|-0.122293189|-0.136459435|0.272259026|-60.46233433|18.56711239|131.2406629|0.405860136|200.6591816|-33.35560699|9.179668678|465.4559302|-1.501053781|-29.89286568|-20.61467025|2128.209198|-742.1281291|0.333562641|10.63792161|0.822471411|4538.505909|1113.575221|324.7430642|14.85788369|0.0|0.0|1.0|1.0|2.0|2.05|0.2|16.0|-5.33|2.54|114.29|0.0|0.0|2.0|3.0|-3.57|5.0|0.0|1.0|-3.11|0.000269|0.0846|0.000773|1.56|0.0|4.62e-06|0.00145|-0.02993|3.8097|1.53|-1347.541429|-1347.507102|538.75|872.11|325.45|0.2604|325.45|396.15|0.7027100000000001|0.7027100000000001|-1347.3959220000002|-0.1587599999999999|3.7141|-0.18869|5.3042|0.79|6.1024
13c_a5|1|0|0|0.0|6.605297921|1|1|1.377702625|0.0|-0.005082338|4.59511985|0.024822695|0.0|-0.284610951|0.005288472|-0.018055556|1|-0.150963534|-0.324868153|2|0.705487111|0.770478689|0.6775573359999999|0|0.80019672|-0.077308234|-0.076591149|0.4148662979999999|-50.97293525|15.25960958|158.67712230000004|0.19980328|131.7396496|-33.29709668|10.06137448|51.93687546|-1.302049531|-33.60884086|-16.50965711|2793.480751|-858.5021696|0.448671765|15.90846721|0.873289814|5989.714507|1557.152554|656.208474|19.96143955|0.0|1.0|1.0|1.0|1.0|2.58|0.17|23.0|-8.09|3.29|84.0|0.0|0.0|1.0|5.0|-3.55|5.0|0.0|1.0|-3.96|0.0002839999999999|0.1169999999999999|0.000109|2.15|0.0|8.170000000000001e-09|3.36e-06|-0.05615|4706.0|3.99|-1351.274441|-1351.2369640000002|676.53|1153.36|294.18|509.0|263.46|513.33|0.41594|0.51479|-1351.008469|-0.17324|2.3276|-0.22939|2.9732|123.0|6.9101
12h_a36|1|0|0|0.0|7.412764017000001|2|2|1.297043828|0.0|-0.0086750619999999|5.351858133|0.039061728|0.0|-0.503153567|0.00127667|-0.051080247|1|-0.239932418|-0.410826531|1|0.8913597320000001|0.820041835|0.84179881|0|0.819614525|-0.073572836|-0.10720355|0.3726296|-48.17643878|18.27258858|82.11195464|0.180385475|118.1187282|-45.96672487|11.96512593|1.413982241|-1.929663894|-31.5465515|-23.39942087|2845.467486|-1263.568727|0.3347454589999999|13.87400978|0.8675704009999999|6159.17335|1899.376328|679.7230552999999|17.66132225|1.0|0.0|1.0|0.0|2.0|0.0|0.17|17.0|-6.69|1.89|78.43|0.0|0.0|1.0|6.0|-3.95|5.0|0.0|0.0|-4.07|0.000113|0.0464|8.499999999999999e-05|2.65|1.0|2.03e-07|8.340000000000001e-05|-0.05013|5.1998|2.92|-1347.481013|-1347.451759|697.29|1177.89|358.81|0.5756|238.44|535.67|0.34589|0.7014600000000001|-1347.199963|-0.14247|6754.0|-0.1926|8.7377|14.0|7.8539
16g_a32|1|1|1|0.0|7.765993078999999|0|0|0.609420729|0.0|-0.013775701|5.733341277|0.03898374|2.084553994|-0.771439265|-0.002456725|0.004735761|3|-0.202656848|-0.696926204|0|0.79965447|0.83902731|0.762429418|1|0.8206422409999999|-0.078387439|-0.105500574|0.542303725|-57.77542509|17.659402|90.88837862|0.1793577589999999|132.1955522|-57.31234426|13.01585399|43.37912747|-1.79350976|-42.58335004|-24.94161377|2833.521937|-1321.90553|0.313667656|15.58880229|0.65902387|6372.261243999999|1926.042887|701.9321161|16.78159325|1.0|1.0|1.0|1.0|2.0|3.42|0.33|19.0|-8.16|5.38|149.27|0.0|1.0|1.0|10.0|-7.51|5.0|1.0|1.0|-5.32|3.08e-08|1.36e-05|4.83e-06|4.65|0.0|6.890000000000001e-09|3.04e-06|-0.05|3.6161|5.38|-2034.621991|-2034.593036|752.29|1245.25|342.86|0.2879|342.86|639.49|0.70222|0.70222|-2034.342619|-0.14968|3.7346|-0.19968|4.3204|11.0|7.9586
5_a4|0|0|0|0.0|7.535296702|1|1|1.343864516|2.166832955|-0.001215982|5.4161004020000005|0.035994832|2.189593648|-0.0607990979999999|0.011630756|-0.134215501|1|-0.076189222|-0.164263889|2|0.655087104|0.767615203|0.650346601|1|0.943148502|-0.050732198|-0.0681917309999999|0.431132276|-27.26045038|4.324106888|13.96974087|0.056851498|30.54859623|-19.68930579|2.323516519|46.53110402|-1.159259431|-14.64813624|-13.54166762|2282.291204|-622.9167106000001|0.192648413|9.823391314|0.7058248159999999|5059.243919|771.5556899000001|518.5792364|5.125482045|1.0|1.0|1.0|1.0|0.0|3.08|0.23|21.0|-7.96|4.67|43.6|0.0|0.0|1.0|3.0|-4.57|3.0|0.0|1.0|-4.84|2.72e-05|0.00925|1.4499999999999998e-05|3.95|0.0|1.09e-08|3.71e-06|-0.04892|4.8582|3.71|-1069.27374|-1069.251223|595.55|1013.0|308.12|0.1106|255.2|421.24|0.60407|0.6019899999999999|-1069.051141|-0.16965|2.7859|-0.21857|3.1619|71.0|7.1487
12aq_a36|1|0|0|0.0|7.412764017000001|2|2|1.297043497|0.0|-0.0116333169999999|5.351858133|0.041728395|0.0|-0.674732412|-0.006653538|-0.028591187|1|-0.090926893|-0.5356623070000001|1|0.892815402|0.839953955|0.849217847|0|0.681470612|-0.1093001919999999|-0.122078233|0.162384515|-73.0277723|14.29132551|86.6958382|0.318529388|212.8220574|-54.49698711|9.548598682|112.415579|-2.319486422|-48.79273723|-28.69889692|2932.54604|-1549.740434|0.238023252|14.98931431|0.743623723|6296.75201|2033.842158|689.2886595|13.83147784|0.0|0.0|1.0|0.0|3.0|0.0|0.13|17.0|-6.14|0.98|112.29|0.0|0.0|1.0|6.0|-3.52|5.0|0.0|0.0|-3.45|0.000304|129.0|0.000359|1.55|0.0|7.19e-07|0.000305|-0.06059|3.9049|3.88|-1401.669694|-1401.637414|703.04|1190.22|367.26|0.4988|317.51|534.96|0.6933199999999999|0.7058300000000001|-1401.391057|-0.13908|6.7649|-0.19967|8671.0|55.0|7.2596
13f_a6|1|0|0|0.0|6.842683282|0|0|1.429020649|0.0|-0.006930367|4.727387819|45.0|1.651047524|-0.381170169|-0.003356527|-0.049928822|1|-0.223618825|-0.466314952|2|0.841211811|0.77199166|0.790249345|1|0.863222493|-0.073352505|-0.092939631|0.176745407|-49.2635105|12.46087045|62.42897239999999|0.136777507|91.85971442|-41.92004677|8.368715213|0.0|-1.672913351|-33.08535238|-22.02995852|2869.925064|-1123.527884|0.279288145|15.13042752|0.6717890999999999|6128.208571|1558.914115|676.2770877|13.19352214|1.0|1.0|1.0|1.0|2.0|2.21|0.08|27.0|-10.18|4.53|103.17|0.0|0.0|0.0|5.0|-5.11|5.0|0.0|1.0|-4.78|7.74e-06|0.00323|1.65e-05|3.27|0.0|6.59e-11|2.75e-08|-0.07786|4.8413|3.36|-1347.301285|-1347.266914|711.29|1202.78|394.98|901.0|256.1|568.41|0.49643|0.70541|-1347.018087|-0.12805|10.8469|-0.2059099999999999|13.9612|42.0|7.3768
4S4l_a46|0|0|0|0.171853072|7.825245291|1|1|1.134637095|2.155247543|-0.004736212|5.587248657999999|0.049498645|0.0|-0.255755434|0.0066560469999999|-0.161358058|1|0.010799648|-0.3888343979999999|1|0.7940662409999999|0.726535412|0.7936534740000001|0|0.894782107|-0.090807851|-0.084663086|0.213675946|-49.45536962|3.888872426|178.19783940000002|0.105217893|57.30330315|-25.11158939|2.117940478|0.0|-1.523935543|-26.93416438|-16.27370639|2166.052483|-829.959026|0.1220608659999999|10.68377935|0.884798257|4920.211524|945.3491632|579.2365607|3.496670823|1.0|1.0|1.0|1.0|1.0|3.19|0.36|17.0|-7.0|5.02|50.94|0.0|0.0|1.0|3.0|-5.28|3.0|0.0|1.0|-5.11|5.25e-06|0.00182|7.78e-06|4.49|0.0|9.980000000000001e-08|3.47e-05|-0.02015|5.2929|4.99|-1092.753999|-1092.727031|583.76|1040.96|299.38|0.2586|234.25|500.66|0.57885|0.6763600000000001|-1092.489558|-0.17632|2.5083|-0.19647|2.8473|261.0|6.5834
12a_a40|0|0|0|0.0|7.515889085|0|0|0.604990853|1.784989449|-0.00431394|5.4161004020000005|0.036587302|0.8332127109999999|-0.14667395|0.01039129|-0.226763788|2|0.031326603|-0.4764003679999999|0|0.58630452|0.718281767|0.525051106|1|0.940879765|-0.064340227|-0.074840643|0.000279043|-32.81611621|6.001293955|107.5277007|0.059120235|30.15370934|-19.46913691|3.060902482|49.24750281|-1.047769006|-16.73754566|-17.23885621|2185.594734|-534.4045424999999|0.14863036|14.43505064|0.908597808|4873.458436|627.699788|323.26151960000004|5.487955617999999|1.0|1.0|0.0|0.0|0.0|3.39|0.0|20.0|-7.21|5.43|58.43|0.0|0.0|1.0|2.0|-6.41|2.0|0.0|1.0|-5.95|3.86e-07|0.000134|1.13e-06|5.43|0.0|6.15e-08|2.13e-05|-0.08015|3.0966|5.01|-2097.826771|-2097.8163050000003|530.55|875.15|400.39|0.3701|400.39|429.21|0.6998800000000001|0.6998800000000001|-2097.7296100000003|-0.12895|2491.0|-0.2091|3.8054|1778.0|5.7501
17a_a25|0|0|0|0.0|6.842683282|0|0|1.373200859|1.826085128|-0.004137083|4.727387819|0.043274232|2.008884939|-0.248224991|0.0063846319999999|0.006360768|1|-0.07654898|-0.362222339|2|0.6741827509999999|0.748718056|0.659740852|1|0.874586929|-0.06234901|-0.079378741|0.348821736|-44.46905084|9.033070252|93.75234138|0.125413071|89.44809639|-40.379488|6.442637379|80.30332825|-1.666953566|-31.71656603|-21.2306737|2907.309477|-1188.917727|0.244019498|16.93624014|0.882500365|6250.571217000001|1572.683056|781.7487682|10.96472369|1.0|1.0|1.0|1.0|1.0|3.47|0.11|27.0|-9.98|5.31|72.7|0.0|0.0|1.0|7.0|-5.12|4.0|0.0|1.0|-5.13|7.5e-06|0.00325|7.44e-06|3.9|0.0|1.05e-10|4.54e-08|-0.05255|5.2683|6.04|-1391.625102|-1391.588873|747.06|1271.9|315.11|0.4076|235.34|598.67|0.35172|0.6722|-1391.321455|-0.16304|3.4677|-0.21559|5.1401|25.0|7.6021
3f_a32|1|1|1|0.0|7.773594467000001|0|0|0.6094207770000001|0.0|-0.00611496|5.733341277|0.042380952|2.227330929|-0.275173181|0.001276735|-0.110286539|3|-0.133675401|-0.5487283829999999|0|0.833981748|0.820782305|0.786074011|1|0.874026684|-0.073433055|-0.097374443|0.3217719189999999|-41.40131823|6.707989266|47.97543149|0.125973316|71.02334697|-30.95210106|3.78194259|0.0|-1.265867765|-23.34192893|-16.99267001|2273.466801|-713.6921402|0.21080172|10.89495051|0.770463268|4993.667711|904.3255145|475.3634141|6.573564628|1.0|1.0|1.0|1.0|1.0|3.31|0.28|19.0|-7.31|5.63|110.94|0.0|0.0|1.0|4.0|-6.89|3.0|0.0|1.0|-5.4|1.28e-07|4.53e-05|3.96e-06|4.83|0.0|4.89e-08|1.73e-05|-0.05315|3.5569|3.92|-1712.0610190000002|-1712.034952|604.9|1006.92|348.58|293.0|348.58|488.74|0.70255|0.70255|-1711.863611|-0.1474599999999999|3.4678|-0.2006099999999999|5.7161|9.0|8.0458
2_a1|0|0|0|0.0|7.535296702|1|1|1.348828131|2.233384354|-0.004621682|5.4161004020000005|0.0409444439999999|0.0|-0.175623923|0.001576763|0.101798469|1|-0.326716897|-0.422863867|1|0.571324013|0.795932678|0.5574897879999999|0|0.808210065|-0.0622285999999999|-0.077270452|0.220315042|-28.32386891|5.135384136|6.281701359|0.191789935|87.29479691|-16.00805425|2.337413146|84.54541681|-0.927245426|-12.89184641|-12.05838656|1884.85038|-422.0435297|0.305595997|8.779158091000001|0.6619695520000001|3920.383175|607.7780769999999|299.6692382|8.075415099999999|1.0|0.0|1.0|1.0|0.0|2.69|0.18|17.0|-6.18|4.12|30.71|0.0|0.0|1.0|2.0|-3.06|3.0|0.0|1.0|-3.78|0.000871|243.0|0.000167|2.76|0.0|6.64e-07|0.000185|-0.02966|4.0877|3.31|-920.2093796|-920.184721|489.42|807.98|303.31|0.2991|303.31|355.79|0.7007899999999999|0.7007899999999999|-920.078239|-0.1686|3.5853|-0.19826|5.2754|5.8|5.2366
13b_a30|0|0|0|0.0|7.412764017000001|2|2|0.604984129|0.0|-0.011016128|5.351858133|0.041728395|0.0|-0.627919307|-0.003436924|-0.0463169629999999|1|0.006103754|-0.564815317|1|0.841060094|0.836520136|0.802578397|0|0.694101802|-0.109962789|-0.113554975|0.3529073379999999|-74.24619275|12.52854078|385.2420923|0.305898198|206.54056530000005|-51.76819834|8.459192992|105.341977|-2.271099499|-50.13056864|-28.93268471|3002.926824|-1533.432289|0.1997091339999999|16.1428924|0.8334321|6627.406474|1916.093704|713.7769663|11.59580043|1.0|0.0|1.0|0.0|2.0|0.0|0.13|17.0|-6.19|1.72|124.74|0.0|0.0|1.0|6.0|-5.01|5.0|0.0|0.0|-4.3|9.68e-06|0.00427|5e-05|2.74|0.0|6.520000000000001e-07|0.000288|-0.05434|5.0501|4.54|-1744.492044|-1744.446479|721.48|1210.94|353.68|0.2783|245.51|544.04|0.32563|0.6862699999999999|-1744.2179010000002|-0.14879|3.8495|-0.20313|5.3762|26.0|7.5901
43_a18|0|0|0|0.0|7.03438793|2|2|1.251175234|0.0|-0.005099385|4.844187086|0.033734062|0.0|-0.397752066|0.002712865|-0.032429984|0|-0.2093696189999999|-0.460675034|0|0.718255592|0.713379703|0.712848727|0|0.852344887|-0.070166168|-0.0822489459999999|0.3439906129999999|-54.49271386|5.35147222|0.66443384|0.147655113|114.6724699|-49.60799696|4.156080507|21.60709738|-2.302970476|-42.32033664|-24.16948112|3172.923606|-1788.541603|0.125626651|19.33108376|0.930331529|7428.282915000001|2045.512486|1228.492038|5.5863235410000005|0.0|0.0|1.0|1.0|2.0|0.0|0.34|18.0|-9.6|4.08|76.5|1.0|0.0|1.0|9.0|-6.45|3.0|0.0|0.0|-5.96|3.55e-07|0.00018|1.09e-06|5.1|0.0|2.52e-10|1.28e-07|-0.04949|3.2233|8.79|-1611.621186|-1611.598032|843.1|1493.25|384.65|0.5429|384.65|702.4|0.6926800000000001|0.6926800000000001|-1611.126246|-0.13196|3.0482|-0.18145|3.6943|625.0|6.2041
19h_a38|1|0|0|0.0|7.412764017000001|2|2|1.297044177|0.0|-0.007781653|5.351858133|0.042622739|0.0|-0.420209249|-0.002526241|-0.070688288|1|-0.217394466|-0.420225236|1|0.724208473|0.819222745|0.698414933|0|0.7746288020000001|-0.082211319|-0.109986804|0.3263113569999999|-48.43313101|12.51014765|136.81322659999998|0.225371198|132.7728693|-38.17354026|7.370099699|0.0|-1.979762478|-28.533396600000003|-23.32673803|2774.611523|-1166.336902|0.24620669|12.98143834|0.903301693|6253.901215|1547.290068|595.8790650000001|11.90478646|1.0|1.0|1.0|1.0|3.0|2.43|0.14|17.0|-6.86|2.55|81.23|0.0|0.0|1.0|5.0|-4.14|4.0|0.0|1.0|-4.17|7.209999999999999e-05|29.0|6.77e-05|2.78|0.0|1.4e-07|5.610000000000001e-05|-0.05708|3.7384|3.41|-1332.187847|-1332.1538779999998|626.65|1092.17|350.65|0.2355|331.65|452.01|0.68472|0.69012|-1331.941646|-0.1467099999999999|6.9749|-0.20379|9.0777|9.0|8.0348
5b_a49|0|0|0|0.0|7.853604813|2|2|1.343848745|2.119588967|-0.007610481|5.777652323|0.034466231|1.926253727|-0.418576471|0.005836378|0.059834711|1|-0.230763367|-0.515894968|2|0.6981815290000001|0.7843021|0.666573331|1|0.7969332440000001|-0.0698098759999999|-0.076494119|0.615864196|-41.03213895|11.94347454|170.0796998|0.203066756|119.3565117|-26.42668087|7.020013952999999|69.07083505|-1.300400018|-24.11745318|-15.28671785|2764.188493|-764.3358925|0.3913052589999999|11.94760614|0.905459892|6225.302624|1255.69656|612.7019937000001|14.88971719|0.0|1.0|1.0|1.0|1.0|2.9|0.22|21.0|-7.24|2.87|75.94|0.0|0.0|1.0|3.0|-3.3|4.0|0.0|1.0|-3.93|0.000496|0.1969999999999999|0.000118|2.08|0.0|5.79e-08|2.3e-05|-0.04453|5.1653|3.92|-1292.139616|-1292.100239|633.92|1093.32|316.21|0.4653|240.03|451.32|0.39241|0.65269|-1291.873941|-0.1624799999999999|4.3767|-0.20701|6.1996|28.0|7.5528
8b_a32|1|1|1|0.0|7.765993078999999|0|0|0.609420757|0.0|-0.009362305|5.733341277|0.03995614|2.123714284|-0.458752924|-0.003484915|-0.0684566009999999|3|-0.1534110109999999|-0.577864293|0|0.788133615|0.845443342|0.7507116140000001|1|0.788218098|-0.0850068559999999|-0.108971309|0.253018806|-53.36442734|10.49093175|102.4297669|0.211781902|132.9495116|-42.94454179|6.585851946|68.21751748|-1.4166270230000002|-33.50038167|-19.33283713|2573.703546|-889.3105078|0.330850796|14.95918599|0.845546757|5619.400983|1329.016762|557.1050635|13.32443194|1.0|1.0|1.0|1.0|2.0|3.04|0.26|19.0|-7.65|4.19|140.04|0.0|1.0|1.0|7.0|-5.83|4.0|1.0|1.0|-4.39|1.47e-06|0.000583|4.06e-05|3.22|0.0|2.23e-08|8.86e-06|-0.05404|3.5442|4.22|-1880.77142|-1880.735397|671.54|1114.24|349.82|0.2943|349.82|558.16|0.70285|0.70285|-1880.539698|-0.14717|846.0|-0.20121|1.2797|12.0|7.9208
12e_a30|0|0|0|0.0|7.412764017000001|2|2|0.604984231|0.0|-0.0077937519999999|5.351858133|0.041767677|0.0|-0.444243861|0.0043261129999999|-0.055954785|1|-0.154412059|-0.417089226|1|0.838579475|0.8246767140000001|0.7933543279999999|0|0.816703705|-0.07914783|-0.098059338|0.407218612|-52.50202674|16.08914569|106.2790684|0.183296295|121.5880081|-43.14823836|10.6725953|0.0|-1.863127413|-34.82676424|-23.31866823|2920.484542|-1235.889416|0.292879147|15.14403079|0.8767337279999999|6421.289402|1747.776792|704.0353382000001|15.05551106|1.0|1.0|1.0|1.0|1.0|0.0|0.17|17.0|-6.74|2.63|90.88|0.0|0.0|1.0|6.0|-5.44|5.0|0.0|0.0|-4.93|3.59e-06|0.00154|1.19e-05|3.84|0.0|1.84e-07|7.87e-05|-0.05044|5.0412|3.58|-1690.3021629999998|-1690.2687170000002|709.98|1201.05|356.82|0.2055|245.94|562.76|0.3304|0.68605|-1690.030824|-0.1476|5551.0|-0.19804|6.1598|11.0|7.9431
9_a15|0|0|0|0.0|0.0|0|0|1.419941378|0.0|-0.009923019|0.0|0.04022792|0.0|-0.506073953|1.7800000000000002e-05|0.005692073|0|-0.295062413|-0.344978312|1|0.85357243|0.7059441040000001|0.8105478740000001|0|0.846156316|-0.073701648|-0.11668349|0.416635119|-41.10356167|18.10574464|105.5304352|0.153843684|85.79894134|-36.29225274|10.09761131|54.69975317|-1.400201879|-22.92354152|-15.93664265|2392.3164920000004|-780.8954896|0.48742253|10.00547485|0.8240935659999999|5375.400861|1523.4682269999998|532.0914339999999|20.06953345|1.0|1.0|0.0|1.0|1.0|3.37|0.19|18.0|-7.57|4.95|61.84|0.0|0.0|1.0|7.0|-5.25|5.0|0.0|1.0|-4.81|5.63e-06|0.00206|1.53e-05|4.24|0.0|2.69e-08|9.86e-06|-0.0258899999999999|4.3447|3.36|-1223.705126|-1223.687392|588.55|1042.17|330.74|0.2693|285.37|507.33|0.6512399999999999|0.70552|-1223.463757|-0.1565099999999999|1.4625|-0.1824|2188.0|107.0|6.9706
13e_a6|1|0|0|0.0|6.842683282|0|0|1.429020445|0.0|-0.006882528|4.727387819|0.044021739|1.643912856|-0.378539035|-0.003356527|-0.037793156|1|-0.223618825|-0.462344944|2|0.841211811|0.765593573|0.790249345|1|0.861676601|-0.074242826|-0.093298845|0.175643236|-49.62570093|12.28502792|66.59852278|0.138323399|92.4587065|-41.68507499|8.211609879|0.0|-1.679379203|-33.17101912|-22.01054293|2868.489025|-1122.537689|0.277469482|14.346067199999998|0.799234143|6147.8097210000005|1553.619759|676.2770877|13.06309302|1.0|1.0|1.0|1.0|2.0|2.79|0.08|27.0|-10.18|4.53|103.17|0.0|0.0|0.0|5.0|-5.11|5.0|0.0|1.0|-4.78|7.74e-06|0.00323|1.65e-05|3.27|0.0|6.59e-11|2.75e-08|-0.07534|5.9885|3.36|-1347.297639|-1347.25954|713.3|1202.5|381.78|0.8312|207.04|567.24|0.38609|0.7034199999999999|-1347.014564|-0.1327|10.1884|-0.20804|13.2999|12.0|7.9208
4l_a46|0|0|0|0.171853072|7.825245291|1|1|1.134637095|2.155247543|-0.004736212|5.587248657999999|0.049498645|0.0|-0.255755434|0.0066560469999999|-0.161358058|1|0.010799648|-0.3888343979999999|1|0.7940662409999999|0.726535412|0.7936534740000001|0|0.892158627|-0.09094885|-0.085194597|0.291762764|-51.45056667|3.721888783|177.7681018|0.107841373|61.00681586|-27.26452605|2.10550531|0.0|-1.533502748|-29.10603933|-17.01011822|2165.620022|-867.5160294|0.116549199|9.833034117|0.692930243|4865.794981|981.9630347|579.2365607|3.468091068|1.0|1.0|1.0|1.0|1.0|3.19|0.36|17.0|-7.0|5.02|50.94|0.0|0.0|1.0|3.0|-5.28|3.0|0.0|1.0|-5.11|5.25e-06|0.00182|7.78e-06|4.49|0.0|9.980000000000001e-08|3.47e-05|-0.01784|5.4011|4.99|-1092.745692|-1092.71063|612.39|1057.06|278.36|0.2504|229.55|526.77|0.3756|0.68584|-1092.484863|-0.18567|2.6588|-0.20351|3.7624|98.0|7.0088
GW6604_a52|1|0|0|0.0|6.605297921|0|0|1.427583999|0.0|-0.002149879|4.59511985|0.021346801|0.0|-0.085995143|0.007746755|-0.028376521|1|0.067497086|-0.201462112|2|0.709088617|0.693399445|0.689009112|0|0.87346455|-0.071850787|-0.072069252|0.38374044|-35.51891876|4.459510077|157.2481263|0.12653545|62.55188751|-17.61190876|2.204526664|0.2386028039999999|-1.081038779|-17.55852148|-14.44334401|2044.612273|-534.4037285|0.26470494|11.6571716|0.851121611|4168.525878|726.7881391|359.1060668|8.744745933999999|1.0|0.0|1.0|1.0|1.0|1.76|0.0|23.0|-8.03|4.2|54.46|0.0|0.0|1.0|3.0|-3.87|3.0|0.0|1.0|-4.16|0.000135|0.0402|6.929999999999999e-05|3.06|0.0|9.31e-09|2.78e-06|||||||||||||||||||107.0|6.9706
10_a47|0|0|0|0.0|0.0|0|0|1.381868067|0.0|-0.008013899|0.0|0.042276423|1.329777427|-0.384667159|-0.008120645|0.007193585|0|-0.045289209|-0.45272733|2|0.7027461220000001|0.754096463|0.6913602740000001|1|0.841070966|-0.076311525|-0.0936757959999999|0.417511484|-40.80144983|5.088920549|103.41137940000002|0.158929034|84.97451737|-26.77924406|2.720890925|0.0|-1.592488524|-21.81529334|-18.9212254|2355.515804|-851.455143|0.198117368|10.66897998|0.699661037|5482.319019|1061.820157|498.0016816|7.51303623|1.0|0.0|1.0|1.0|2.0|2.97|0.09|22.0|-8.85|5.92|58.04|0.0|0.0|1.0|3.0|-5.75|4.0|1.0|1.0|-5.5|1.77e-06|0.000638|3.18e-06|4.8|0.0|1.4199999999999999e-09|5.110000000000001e-07|-0.0486399999999999|5.7693|4.37|-1188.405988|-1188.3744|579.86|997.16|332.97|231.0|214.9|426.55|0.53909|0.69212|-1188.1907199999998|-0.15445|1.9281|-0.20309|2.8795|13.0|7.9
12ak_a36|1|0|0|0.0|7.412764017000001|2|2|1.270373882|0.0|-0.006465433|5.351858133|0.041728395|0.0|-0.407322296|0.0042553209999999|-0.015708652|1|-0.163978382|-0.439326642|1|0.901715152|0.815627016|0.860667615|0|0.848705143|-0.069176342|-0.091761476|0.537460657|-49.87483724|14.3700664|113.186508|0.151294857|109.0807368|-47.69888026|10.36054668|25.9007405|-1.926990997|-35.95881638|-23.5478668|2830.816014|-1389.324141|0.262560805|13.86156772|0.735576751|6240.396899|1883.984673|799.5563855|13.01738243|1.0|1.0|1.0|1.0|2.0|0.0|0.24|17.0|-7.38|3.01|69.2|0.0|0.0|1.0|6.0|-4.95|4.0|0.0|1.0|-4.86|1.13e-05|0.0047799999999999|1.39e-05|3.8|0.0|4.2e-08|1.7800000000000002e-05|-0.04929|3.8734|4.21|-1350.900117|-1350.865407|730.3|1247.89|336.05|0.4514|320.09|584.05|0.69463|0.7034699999999999|-1350.57563|-0.15275|6.3682|-0.20204|8.5394|46.0|7.3372
