molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|n5aRing|n5aHRing|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8d|GATS1pe|RASA|FNSA3|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GRAV|PPSA1|WNSA2|FPSA5|DPSA2|Mor01p|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Num. of Aromatic heavy atoms|Log Po/w WLOGP|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50|pIC50
8b_a31|1|0|0|0.0|0|7.765993078999999|1|1|-0.01883655|-0.013629145|5.733341277|-0.12841288|0|0.041161616|-0.130371116|0.0|-0.57242407|-0.010300564|-0.211457443|2|2|-0.092604362|0|0.928940547|0.843119174|-0.1155280009999999|0.8761979520000001|0.6076192260000001|-0.120703408|0.281200674|-63.04219151|-69.24221375|16.89414614|129.8921115|0.392380774|-0.040792077|8.823644775|0.703469355|-1.590890986|-32.92631065|82.21438954|-21.30529654|79.93633765|2189.617009|1587.743824|-11.12754483|0.296530645|11.79588561|4696.728592|154.8750114|-433.9742484|0.02483711|1181.155311|372.3224834|0.0|1.0|2.0|16.0|2.74|0.0|88.64|0.0|-4.05|23.0|5.0|-6.87|328.39|1.0|2.52|-3.4|0.0294|0.000399|131.0|1.86e-06|3.8582|-1386.852117|566.18|927.61|321.36|0.2643|0.70036|-0.16015|3.6945|-0.19265|-1386.734257|2.2|5.6576|5.6576
8k_a46|0|0|0|0.1337610719999999|1|7.727094485|1|1|0.1436554669999999|-0.006208399|5.533389489|-0.380857136|2|0.038616352|-0.061030265|0.0|-0.397337564|-0.002099764|-0.114070359|1|1|-0.050069565|2|0.73768327|0.786206898|-0.051289238|0.687020939|0.7381768390000001|-0.08638304|0.400181795|-61.98124174|-61.95565276|6.774333772|104.0919365|0.261823161|-0.033099828|4.860695117|0.8265691140000001|-1.985989657|-44.4725532|70.036452|-23.74966689|68.75557551|3351.548891|2328.360804|-17.04077386|0.173430886|15.94634031|7352.280688|124.4394929|-1022.446432|0.0112621819999999|1723.969585|865.6610153999999|1.0|1.0|2.0|23.0|5.37|0.0|132.47|0.0|-5.74|34.0|6.0|-6.75|474.58|0.0|3.29|-5.13|0.000866|7.47e-06|0.00355|2.17e-09|5.0379|-1845.304274|742.04|1302.56|302.15|0.1354|0.41618|-0.16967|3.4118|-0.20954|-1845.037411|147.0|6.8327|6.8327
12q_a30|0|0|0|-4.76444841|0|7.412764017000001|2|2|0.144208934|-0.015322396|5.351858133|-0.27228842|2|0.0438779959999999|-0.016509571|0.0|-0.873376576|-0.00695299|0.004165554|1|1|-0.226973911|1|0.613786308|0.816138015|-0.032887649|0.593245722|0.845745827|-0.087348134|0.596557166|-59.52322773|-78.7683329|10.07866809|82.72757145|0.154254173|-0.045799658|6.868090132000001|0.820640722|-2.427381881|-40.56199584|90.06607753|-31.21009417|69.60189582|3305.289025|2844.418547|-21.2680622|0.179359278|13.96052394|7990.060758|122.2240555|-1127.2072970000002|0.016579022|2015.662819|696.6414817000001|1.0|1.0|1.0|17.0|4.78|0.0|133.96|0.0|-6.7|34.0|8.0|-5.66|482.48|0.0|3.42|-5.92|9.63e-05|1.2e-06|0.000579|6.61e-08|5.0573|-1988.033527|713.16|1214.92|355.93|0.1817|0.34138|-0.14792|5.5755|-0.19897|-1987.847256|36.0|7.4449|7.4449
12w_a30|0|0|0|0.0|0|7.412764017000001|2|2|0.063514061|-0.007019432|5.351858133|-0.0316452179999999|2|0.044197531|-0.0999572419999999|0.0|-0.372029919|0.002431329|0.028815747|1|1|-0.0857954809999999|1|0.8149999040000001|0.83236194|-0.080971844|0.711738503|0.8522163970000001|-0.076611264|0.4274948739999999|-52.53307388|-65.85056003|10.59162334|82.06520565|0.147783603|-0.037237182|7.262777048999999|0.8077976990000001|-1.824621925|-36.02242934|75.77366969|-25.53389062|63.12469722|2999.810425|2783.769563|-17.50883211|0.192202301|14.70077638|6888.291006999999|131.7949495|-857.9327732|0.014471302|1548.85393|685.6665849999999|1.0|1.0|1.0|17.0|3.92|0.0|137.3|0.0|-6.58|31.0|4.0|-5.52|467.37|1.0|3.59|-6.04|0.000123|9.14e-07|0.0004269999999999|1.58e-08|5.0632|-2494.966575|716.83|1211.28|348.42|0.2639|0.31353|-0.15073|2.4229|-0.20755|-2494.807027|15.0|7821.0|7821.0
4g_a46|0|0|0|0.171759574|1|7.825245291|1|1|-0.153373738|-0.001702489|5.587248657999999|-0.010706405|2|0.046415344|-0.093447672|0.0|-0.088529411|0.011488768|-0.055084605|1|1|-0.121452903|2|0.662386484|0.74106323|-0.193115055|0.635494818|0.946829733|-0.056893316|0.318162858|-32.64186634|-40.24987057|4.598866947|7.38470955|0.053170267|-0.024339048|2.638545451|0.826861093|-1.192613373|-18.72788427|44.72726697|-13.96424081|37.24073329|2242.010126|2285.43285|-8.0118178|0.1731389069999999|10.60062169|5176.321714|99.33639766|-392.5790722|0.007803902|827.5244845|568.1534007|1.0|1.0|0.0|17.0|5.37|1.0|106.55|0.0|-5.38|26.0|3.0|-5.18|366.89|1.0|4.39|-5.38|0.00155|4.16e-06|0.00153|1.57e-08|4.4163|-1493.154666|615.33|1064.92|280.74|0.1294|0.6983199999999999|-0.18602|3.5526|-0.22587|-1492.979142|2745.0|5.5615|5.5615
12ak_a36|1|0|0|0.0|0|7.412764017000001|2|2|-0.052930979|-0.006465433|5.351858133|-0.0407717229999999|2|0.041728395|0.12041792|0.0|-0.407322296|0.0042553209999999|-0.116440196|1|1|-0.163978382|1|0.901715152|0.815627016|-0.0265703679999999|0.860667615|0.848705143|-0.069176342|0.537460657|-49.87483724|-66.15829243|14.3700664|113.186508|0.151294857|-0.032660864|10.36054668|0.737439195|-1.926990997|-35.95881638|79.17567486|-23.5478668|64.24490364|2830.816014|2735.7986920000003|-16.97756755|0.262560805|13.86156772|6240.396899|189.3013851|-1001.676485|0.018055095|1883.984673|799.5563855|1.0|1.0|2.0|17.0|3.01|0.0|138.33|0.0|-4.95|32.0|4.0|-6.19|423.51|1.0|2.66|-4.86|0.0047799999999999|1.39e-05|0.00589|4.2e-08|3.8734|-1350.900117|730.3|1247.89|336.05|0.4514|0.69463|-0.15275|6.3682|-0.20204|-1350.637958|46.0|7.3372|7.3372
3_a4|0|0|0|0.0|1|7.535296702|1|1|-0.241609351|-0.001141383|5.4161004020000005|0.03287721|2|0.033760684|-0.07806942|2.180369373|-0.0502208409999999|0.011825591|-0.010537082|1|1|-0.08121207|2|0.637819558|0.773786787|0.0904255319999999|0.623172012|0.919804716|-0.052578183|0.462670692|-25.5405205|-31.92506825|5.133610255|12.23442244|0.080195284|-0.024645574|2.493716402|0.7196876640000001|-0.985822953|-12.40663231|39.38579676|-11.97190059|30.67413075|2159.04913|1602.411021|-5.815502811|0.280312336|8.486341272999999|4677.30755|136.1652785|-232.6201124|0.015358792|665.3942366|409.0289917|1.0|1.0|0.0|21.0|4.11|0.0|95.12|0.0|-3.7|24.0|3.0|-5.99|312.37|1.0|3.31|-4.26|0.0617|5.520000000000001e-05|0.0173|6.49e-08|4.9088|-990.6395508|535.44|905.23|305.09|0.1415|0.58445|-0.17005|2681.0|-0.21969|-990.514888|104.0|6983.0|6983.0
13b_a30|0|0|0|0.0|0|7.412764017000001|2|2|0.112353041|-0.011016128|5.351858133|-0.118776867|2|0.041728395|-0.035340334|0.0|-0.627919307|-0.003436924|0.042845487|1|1|0.006103754|1|0.841060094|0.836520136|-0.0771674659999999|0.802578397|0.694101802|-0.109962789|0.3529073379999999|-74.24619275|-76.67161447|12.52854078|385.2420923|0.305898198|-0.042850934|8.459192992|0.800290866|-2.271099499|-50.13056864|88.26741491|-28.93268471|86.77473353|3002.926824|2319.48655|-19.53516918|0.1997091339999999|16.1428924|6627.406474|134.8423681|-1035.363967|0.017174033|1916.093704|713.7769663|1.0|1.0|2.0|17.0|1.72|0.0|135.37|0.0|-5.01|32.0|5.0|-7.05|441.51|0.0|1.91|-4.3|0.00427|5e-05|0.0221|6.520000000000001e-07|5.0501|-1744.492044|721.48|1210.94|353.68|0.2783|0.32563|-0.14879|3.8495|-0.20313|-1744.281763|26.0|7.5901|7.5901
19i_a38|1|0|0|0.0|0|7.412764017000001|2|2|-0.125335237|-0.008447598|5.351858133|-0.115864198|2|0.043197531|0.08414367|0.0|-0.4561702689999999|-0.006877664|-0.074033381|1|1|-0.250781298|1|0.653741315|0.836170906|-0.087904124|0.632625562|0.747158407|-0.08347616|0.4748744179999999|-51.15830416|-69.40536597|13.83587388|137.7658863|0.252841593|-0.040770109|8.479305267|0.7419238420000001|-2.038505453|-31.35232957|82.98550237|-24.98593175|64.99417804|2896.470706|2335.0953870000003|-15.31261014|0.258076158|12.04523072|6744.7785650000005|158.161786|-765.6305068|0.022159015|1683.860952|593.6088758|1.0|1.0|3.0|17.0|3.11|0.0|125.65|0.0|-4.25|31.0|5.0|-6.81|419.43|1.0|3.04|-4.33|0.0238|4.67e-05|0.0196|7.599999999999999e-08|5.7041|-1431.415351|641.31|1101.03|343.17|0.2156|0.4342|-0.14872|6.6636|-0.2052|-1431.239177|13.0|7.9031|7.9031
47l_a18|0|0|0|0.0|0|7.03438793|1|1|0.0340353029999999|-0.006400878|4.844187086|-0.0603838109999999|0|0.035308642|-0.0057783619999999|0.0|-0.428858819|-0.00046896|-0.010426981|0|0|-0.156998637|0|0.7452092359999999|0.7435044540000001|-0.0973326269999999|0.733228144|0.803473313|-0.08034939|0.2820044969999999|-57.15119372|-59.6654726|6.543729374|11.54768766|0.196526687|-0.031456589|4.654446622|0.796109347|-2.0132216990000003|-40.65070014|68.83398609|-22.37455223|63.6949231|2852.093627|1427.032023|-15.91464944|0.203890653|18.46922943|6572.90106|145.02405359999997|-1018.537564|0.012890098|1798.711882|931.8364349|1.0|1.0|3.0|18.0|3.19|1.0|139.63|0.0|-5.26|34.0|3.0|-6.39|454.56|0.0|2.72|-4.84|0.00247|1.4499999999999998e-05|0.0066099999999999|4.26e-10|3.2026|-1455.5758039999998|764.74|1334.6|387.13|0.5019|0.69291|-0.1314|2.4594|-0.18344|-1455.233431|32.0|7.4949|7.4949
4S4l_a46|0|0|0|0.171853072|1|7.825245291|1|1|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|1|0.049498645|-0.067419714|0.0|-0.255755434|0.0066560469999999|-0.060895366|1|1|0.010799648|1|0.7940662409999999|0.726535412|-0.229089688|0.7936534740000001|0.894782107|-0.090807851|0.213675946|-49.45536962|-46.10883478|3.888872426|178.19783940000002|0.105217893|-0.029881089|2.117940478|0.877939134|-1.523935543|-26.93416438|49.6055056|-16.27370639|53.34424204|2166.052483|1744.8220399999998|-8.862913904|0.1220608659999999|10.68377935|4920.211524|66.47624804|-452.0086091|0.006420439|945.3491632|579.2365607|1.0|1.0|1.0|17.0|5.02|0.0|105.77|0.0|-5.28|26.0|3.0|-5.23|347.45|1.0|4.08|-5.11|0.00182|7.78e-06|0.0027|9.980000000000001e-08|5.2929|-1092.753999|583.76|1040.96|299.38|0.2586|0.57885|-0.17632|2.5083|-0.19647|-1092.543641|261.0|6.5834|6.5834
5_a18 (BIBF0775)|0|0|0|0.0|0|7.03438793|2|2|0.0160123|-0.005220163|4.844187086|-0.015946718|1|0.035478927|-0.0366107389999999|0.0|-0.391512249|0.002526619|0.0002403959999999|0|0|-0.216531385|0|0.7140745620000001|0.7395978390000001|-0.040022105|0.7061155790000001|0.8432358679999999|-0.068989967|0.420002762|-52.09190866|-59.08151918|6.418873637000001|10.36586529|0.156764132|-0.029755876|4.846666751|0.8159410579999999|-2.112667176|-39.33277643|67.25977848|-22.46761997|58.5107823|3115.979466|1645.395714|-16.96451322|0.184058942|18.98829281|7221.114573000001|138.97646310000002|-1204.480438|0.010831199|1955.044427|1140.896548|0.0|1.0|2.0|18.0|3.69|1.0|155.95|0.0|-6.07|37.0|3.0|-5.96|494.63|0.0|3.2|-5.72|0.000425|1.91e-06|0.000946|6.18e-10|3.2027|-1572.313227|817.02|1446.02|378.13|0.4825|0.69298|-0.13154|2.3389|-0.18092|-1571.914419|34.0|7.4685|7.4685
8m_a46|0|0|0|0.2148468989999999|1|7.727094485|1|1|-0.044830187|-0.00517896|5.533389489|-0.085284636|1|0.047345679|-0.134230003|0.0|-0.248590088|0.0063680119999999|-0.120972269|1|1|0.015631887|1|0.783187801|0.7699708959999999|-0.090247845|0.77612204|0.876210355|-0.0911455|0.280198209|-48.32436573|-45.17474201|3.742817678|166.8508795|0.123789645|-0.032188531|1.984401749|0.8854896870000001|-1.448483903|-25.62105988|48.72163155|-17.06601365|52.0671834|2045.330306|1913.813025|-9.04821721|0.114510313|9.899611044|4439.758321|60.71213839999999|-407.1697745|0.006689855|867.2835213999999|463.1469765|0.0|1.0|1.0|17.0|4.21|0.0|96.16|0.0|-4.48|24.0|3.0|-5.61|319.4|1.0|3.53|-4.56|0.0105|2.78e-05|0.0088799999999999|3.5e-07|5.3062|-1014.126693|570.72|970.82|289.14|0.3905|0.43001|-0.17897|2.0174|-0.19715|-1013.962913|229.0|6.6402|6.6402
19h_a38|1|0|0|0.0|0|7.412764017000001|2|2|-0.088176988|-0.007781653|5.351858133|-0.082283951|2|0.042622739|0.14165187|0.0|-0.420209249|-0.002526241|-0.043452674|1|1|-0.217394466|1|0.724208473|0.819222745|-0.121374121|0.698414933|0.7746288020000001|-0.082211319|0.3263113569999999|-48.43313101|-64.79649453|12.51014765|136.81322659999998|0.225371198|-0.03959525|7.370099699|0.75379331|-1.979762478|-28.533396600000003|76.70128100000001|-23.32673803|60.94327866|2774.611523|1839.424968|-13.74247449|0.24620669|12.98143834|6253.901215|145.047677|-687.1237247|0.020207411|1547.290068|595.8790650000001|1.0|1.0|3.0|17.0|2.55|0.0|125.69|0.0|-4.14|30.0|4.0|-6.77|401.44|1.0|2.66|-4.17|29.0|6.77e-05|0.0272|1.4e-07|3.7384|-1332.187847|626.65|1092.17|350.65|0.2355|0.68472|-0.1467099999999999|6.9749|-0.20379|-1331.999352|9.0|8.0348|8.0348
11b_a31|1|0|0|0.0|0|7.765993078999999|1|1|0.078614731|-0.01950528|5.733341277|-0.172248605|0|0.043380952|-0.078907688|0.0|-0.838727032|-0.014385937|-0.1488994619999999|2|2|-0.16780872|0|0.833717183|0.834596039|-0.074254978|0.7943850720000001|0.545458754|-0.143839236|0.26165445|-80.0942166|-82.80602396|21.02499452|286.7721447|0.454541246|-0.044612791|11.70737909|0.669723835|-1.784511651|-44.59898223|100.3071755|-24.84180719|101.1192111|2410.572158|1756.711832|-13.83270059|0.330276165|12.96936635|5202.545866|183.9081702|-553.3080237|0.0314298879999999|1483.70453|397.3137532|1.0|1.0|2.0|16.0|3.25|0.0|92.51|0.0|-4.74|25.0|6.0|-6.73|357.38|1.0|2.69|-3.75|0.00649|0.000178|0.0637|3.59e-06|3.8437|-1520.085181|589.56|969.71|322.57|0.2634|0.70073|-0.15936|3.2104|-0.1951|-1519.967224|0.53|6.2757|6.2757
12_a15|0|0|0|0.0|0|0.0|0|0|-0.071096525|-0.006620824|0.0|-0.0455566929999999|2|0.034285714|-0.035728911|0.0|-0.370766171|0.001740635|-0.106061273|0|0|-0.184255041|2|0.8310685940000001|0.723852961|-0.019064393|0.7933685340000001|0.89637291|-0.061084417|0.738437971|-39.00359933|-60.15445365|9.58943236|72.18361893|0.10362709|-0.031995594|6.123040777999999|0.746489397|-1.695766456|-24.90456371|70.6606311|-20.42981445|48.59303169|2613.57759|2661.728915|-13.04483751|0.253510603|10.40571107|5897.820841|161.8714956|-691.376388|0.016453962|1450.496376|673.7288405|1.0|1.0|1.0|24.0|6.3|0.0|119.95|0.0|-6.22|30.0|4.0|-4.97|397.47|1.0|4.7|-5.83|0.0002379999999999|1.47e-06|0.000584|1.51e-10|4.4819|-1281.087109|688.91|1177.81|321.72|0.1374|0.50595|-0.15858|4.3338|-0.19054|-1280.871722|4.0|8.3979|8.3979
9i_a24|1|0|0|0.0|1|7.153833802|0|0|-0.113620183|-0.005148312|5.209486153|2.01e-05|2|0.023854167|-0.076024544|0.0|-0.190487553|0.004814196|-0.087363979|2|2|-0.336939175|2|0.783500303|0.822658951|-0.0106944439999999|0.73094562|0.8260893640000001|-0.064657333|0.379687415|-30.56504777|-33.00219474|11.87389334|10.13249376|0.173910636|-0.024639839|5.613069697999999|0.499238289|-0.837754515|-14.44881966|51.05832236|-11.64783344|42.43894111|2061.729154|761.9885477000001|-5.506205845|0.500761711|11.18382556|4155.922671|236.7218826|-187.2109987|0.038195951|793.2611447|295.8603625|1.0|1.0|1.0|22.0|2.72|0.0|82.17|0.0|-2.6|22.0|4.0|-7.01|288.31|0.0|1.73|-3.1|716.0|0.000791|228.0|8.95e-07|4.6212|-945.286637|501.48|825.7|299.06|0.2373|0.58977|-0.17204|7.1135|-0.21943|-945.222448|88.0|7.0555|7.0555
4_a38 (LY-2157299)|0|0|0|0.0|1|7.535296702|1|1|0.050460026|-0.00638266|5.4161004020000005|-0.080432741|2|0.041252955|-0.0501467259999999|1.721297609|-0.325515636|0.002865697|-0.159241692|1|1|0.0481706809999999|2|0.702976795|0.8099394329999999|-0.032369326|0.6848692759999999|0.754313773|-0.092570349|0.459041332|-52.90108631|-51.11565158|7.104736984|260.7739337|0.2456862269999999|-0.03235283|4.060137052|0.7861170609999999|-1.520583011|-30.23133173|58.99645489|-18.48863993|60.00582329|2501.945802|1686.693134|-10.56568487|0.213882939|12.76426621|5566.495502000001|122.2274724|-496.5871888|0.01379043|1105.390176|542.7276591|0.0|1.0|1.0|21.0|3.51|0.0|108.18|0.0|-3.85|28.0|4.0|-6.86|369.42|1.0|2.81|-3.99|52.0|0.000102|0.0375|7.45e-08|4.65|-1198.683473|617.61|1048.31|327.69|0.2|0.4|-0.16|5.9043|-0.22|-1198.49738|69.0|7.1586|7.1586
GW6604_a52|1|0|0|0.0|0|6.605297921|0|0|-0.277102285|-0.002149879|4.59511985|-0.005328809|2|0.021346801|-0.0778992459999999|0.0|-0.085995143|0.007746755|-0.118272803|1|1|0.067497086|2|0.709088617|0.693399445|-0.057466653|0.689009112|0.87346455|-0.071850787|0.38374044|-35.51891876|-35.62691523|4.459510077|157.2481263|0.12653545|-0.029217264|2.204526664|0.73529506|-1.081038779|-17.55852148|44.37166117|-14.44334401|39.97842884|2044.612273|799.8313017999999|-7.13996301|0.26470494|11.6571716|4168.525878|130.8549791|-264.17863140000003|0.01768964|726.7881391|359.1060668|1.0|1.0|1.0|23.0|4.2|0.0|90.49|0.0|-3.87|23.0|3.0|-5.95|298.34|1.0|3.08|-4.16|0.0402|6.929999999999999e-05|0.0207|9.31e-09||||||||||||107.0|6.9706|6.9706
8c_a31|1|0|0|0.0|0|7.765993078999999|1|1|-0.012583838|-0.01275867|5.733341277|-0.104377029|0|0.03995098|-0.106461724|0.0|-0.574140137|-0.0080009219999999|-0.1903992189999999|2|2|-0.09039853|0|0.922486359|0.847752299|-0.1759864119999999|0.87237334|0.626072761|-0.1170607269999999|0.280934088|-64.57121646|-70.64275621|16.3656112|133.3100368|0.3739272389999999|-0.039640027|9.027343766|0.72308253|-1.66488115|-35.61776956|82.77037329|-21.86561502|80.93682766|2251.08563|1678.6836239999998|-12.06117028|0.27691747|12.99457133|4835.748065|152.7489054|-506.5691518|0.021986076|1270.056726|423.1367008|1.0|1.0|2.0|16.0|3.13|0.0|93.45|0.0|-4.42|24.0|5.0|-6.7|342.42|1.0|2.83|-3.63|13.0|0.000237|0.0811|7.45e-07|3.8492|-1426.166503|595.67|981.89|322.11|0.2597|0.7005|-0.15985|3.3453|-0.19207|-1426.024361|0.81|6.0915|6.0915
14a_a3|0|0|0|0.0|0|6.823286122000001|0|0|0.111575338|-0.009312773|4.727387819|-0.1160619169999999|3|0.043464052|-0.143740653|1.772745969|-0.363198151|-0.00603969|-0.039177314|1|1|-0.094863591|3|0.882394075|0.7574238740000001|-0.287221775|0.8255789570000001|0.790894937|-0.091731577|0.21389849|-45.12132248|-46.53709886|6.904918591|256.5548327|0.209105063|-0.036792719|3.396421044|0.7608768779999999|-1.324537874|-22.1944701|55.84414456|-18.09776067|52.02624107|2160.698862|1186.412113|-8.902004327|0.239123122|10.24853699|4716.423352000001|117.6209094|-320.4721558|0.0189212089999999|856.2743893999999|358.3503513|0.0|1.0|1.0|21.0|3.71|0.0|93.25|0.0|-4.45|23.0|4.0|-6.42|319.38|1.0|2.76|-3.99|0.0113|0.000103|0.0327|1.28e-07|3.2363|-1327.513792|528.91|822.33|383.1|0.4524|0.69708|-0.1321|3.5358|-0.19946|-1327.403067|0.03|7.5229|7.5229
17e_a50|0|1|1|0.0|2|7.934155233999999|2|2|-0.153175103|-0.0020746479999999|5.82008293|0.038322942|2|0.031870748|-0.011278897|2.2384546640000003|-0.141076059|0.012036705|-0.086639125|2|2|-0.310566368|1|0.7596299459999999|0.7409645029999999|-0.202197068|0.736221185|0.930108205|-0.046347299|0.4239465089999999|-32.24487658|-50.7956915|8.950665784|10.68364489|0.069891795|-0.02665495|6.227183052000001|0.803671114|-1.67926185|-22.43349867|57.93079973|-18.5444588|41.19554236|2883.936138|1981.934841|-12.90180444|0.196328886|16.70124474|6301.28046|136.5904997|-812.8136797000001|0.010255676|1453.705234|904.3172644|0.0|1.0|0.0|20.0|4.68|0.0|138.0|0.0|-4.87|33.0|4.0|-6.08|438.57|0.0|4.03|-5.18|0.00589|6.58e-06|0.00288|4.63e-08|4.2373|-1375.295877|757.34|1312.91|307.67|0.1809|0.6322800000000001|-0.16649|6.7175|-0.19805|-1374.992422|155.0|6.8097|6.8097
11a_a5|1|0|0|0.0|0|6.605297921|0|1|-0.165418719|-0.002894726|4.59511985|0.052217882|2|0.021060606|-0.052944925|0.0|-0.185262487|0.007993132|-0.1301505359999999|1|1|0.006120569|2|0.7505403709999999|0.73344478|-0.0489811909999999|0.7410766209999999|0.89343434|-0.064565402|0.369563711|-46.13206353|-51.09940261|8.474559367000001|61.32301293|0.10656566|-0.026223112|6.055083705|0.740865275|-1.573386716|-32.96141947|61.4470419|-18.73644762|54.60662289|2727.027899|1170.247903|-13.38721623|0.259134725|18.25640338|5756.783268|185.1520983|-803.2329738|0.014482324|1517.39715|835.912531|0.0|1.0|1.0|23.0|6.55|0.0|128.51|0.0|-7.25|32.0|4.0|-4.54|424.54|1.0|5.16|-6.4|2.39e-05|3.95e-07|0.000167|1.18e-10|4.4033|-1339.8362619999998|739.79|1272.7|302.86|0.5473|0.6735|-0.16735|2.8611|-0.20429|-1339.555805|81.0|7.0915|7.0915
12at_a36|1|0|0|0.0|0|7.412764017000001|2|2|-0.04229234|-0.010886502|5.351858133|-0.073048351|2|0.039952719|0.054794728|0.0|-0.653190113|-0.001148437|-0.076129505|1|1|-0.227404687|1|0.817851296|0.8384626709999999|-0.063825255|0.7767870459999999|0.751856692|-0.084721769|0.301423347|-58.66704838|-76.61315774|20.43891035|95.16663336|0.248143308|-0.037537878|14.1532755|0.6744421970000001|-2.102121151|-40.6250081|95.60375457|-25.99374995|79.10595873|3041.832389|2388.600265|-17.99981985|0.325557803|17.44496351|6537.399158|225.4381077|-1007.989912|0.027424543|2158.30208|735.3783268|1.0|1.0|2.0|17.0|1.67|0.0|135.03|0.0|-4.18|33.0|6.0|-7.18|439.47|0.0|1.76|-4.08|0.0289|8.36e-05|0.0367|2.42e-07|4.7133|-1460.833958|733.29|1238.61|322.81|0.4765|0.42968|-0.15607|6.4676|-0.2131|-1460.61293|78.0|7.1079|7.1079
14l_a23|0|1|1|0.0|2|7.423568444|0|0|0.060717916|-0.005344736|5.351858133|-0.026530366|2|0.046283951|0.042748013|0.758109562|-0.288615723|0.01269616|-0.060692376|2|2|-0.136106024|2|0.725800261|0.778602826|-0.1010279259999999|0.6906097959999999|0.921267667|-0.053549434|0.215920645|-35.3275485|-51.59307331|12.31633167|40.34135162|0.078732333|-0.0328459689999999|8.125310915|0.7896261940000001|-1.642298442|-23.306234600000003|61.54673359|-21.66909079|47.64388017|2879.181064|2176.038061|-14.29549842|0.210373806|15.78926563|6444.7098240000005|138.7874759|-714.7749208|0.01508774|1372.110688|666.0036144999999|0.0|1.0|1.0|26.0|4.33|1.0|125.25|0.0|-5.85|31.0|4.0|-6.1|425.51|0.0|3.78|-5.25|0.000608|5.61e-06|0.0023899999999999|1.65e-08|3.6274|-1669.2363289999998|694.65|1185.79|341.8|0.4239|0.67242|-0.14639|6.0563|-0.2183|-1669.04569|7.0|8.1798|8.1798
3_a20 (SB-525334)|1|0|0|-0.08980269|0|6.880384082000001|0|0|-0.048050965|-0.005492814|4.727387819|-0.053897691|2|0.0526353279999999|0.001821898|1.728260385|-0.274640708|0.001924142|-0.175513234|1|1|-0.277724429|2|0.818922083|0.7186587|-0.17447922|0.7835436240000001|0.8756647679999999|-0.061128029|0.246005838|-34.52869143|-51.80299691|6.965173618|43.70154849|0.1243352319999999|-0.029269046|3.934338039|0.784910502|-1.375645142|-19.50382741|58.45718743|-16.53287135|41.49386505|2243.481559|1782.992456|-9.33873414|0.215089498|10.9543133|4905.195832|121.495147|-438.9205046|0.0117802769999999|989.9790502999998|520.6749407|1.0|1.0|1.0|21.0|4.69|0.0|104.59|0.0|-4.85|26.0|4.0|-5.74|343.42|1.0|3.63|-4.73|0.00489|1.88e-05|0.00647|4.07e-09|4.9821|-1086.585811|605.71|1030.31|390.77|367.0|0.49443|-0.13417|3.7291|-0.20131|-1086.383308|162.0|6.7905|6.7905
12f_a36|1|0|0|0.0|0|7.412764017000001|2|2|-0.066269699|-0.006773586|5.351858133|-0.032343041|2|0.039061728|0.10938259|0.0|-0.40641518|0.003676818|0.012286423|1|1|-0.169994208|1|0.902377067|0.821599443|-0.1188384119999999|0.857993338|0.8435569079999999|-0.071035495|0.3416917479999999|-46.86832019|-66.16123807|11.77610852|43.53853176|0.156443092|-0.035813075|7.769727312|0.7803018709999999|-2.00553221|-30.92312428|76.51015325|-23.629013600000004|58.64442871|2770.818472|2380.393255|-15.59012402|0.219698129|13.84366076|6000.985822|144.9540437|-873.0469447999999|0.015685228|1695.785708|729.1873176|1.0|1.0|2.0|17.0|2.45|0.0|133.52|0.0|-4.61|31.0|4.0|-6.33|409.49|0.0|2.4|-4.57|0.0102|2.6600000000000003e-05|0.0109|4.38e-08|5.2106|-1311.57896|699.88|1195.77|339.27|0.4374|0.37095|-0.15011|5.9228|-0.20046|-1311.345557|11.0|7.9586|7.9586
