molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|MATS7i|SaaaC|ATSC1c|AATSC1are|n5aRing|n5aHRing|AATSC1pe|AATSC1i|n6aHRing|BIC2|MATS8d|RASA|FNSA5|PBF|PNSA3|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
13c_a6|0|0|3.441255118|0.0|0|7.412764017000001|1|1|-0.046663393|-0.010619065|0.049627353|0.0|-0.605286688|-0.003346018|1|1|-0.000899678|-0.174259072|1|0.780680481|-0.167542194|0.786809832|-0.111231609|0.22875443|-63.73961873|20.79409503|157.60887419999997|145.12291069999998|-51.54254258|14.15496611|0.772032541|-2.11340057|-43.38886312|-27.1440571|84.53371376|2880.850692|3135.546462|-18.47751526|8.038175951|15.07660437|0.875625075|155.1821156|-979.308309|-370.3562372|692.8471883999999|12.49421473|1.0|1.0|1.0|1.0|2.53|0.16|23.0|-9.4|4.57|121.6|1.0|6.0|-5.95|32.0|0.0|1.0|3.64|-5.27|1.11e-06|5.42e-06|4.23|0.0|0.0|1.68e-07|-0.05015|5.992000000000001|339.5|0.5471|206.92|0.48478|0.7008800000000001|-1389.122252|0.28|7.7129|-0.1999|0.0276450999999999|-1389.184603|9.2467|73.0|7.1367|7.1367
12i_a36|0|0|3.27619957|-4.787087299|0|7.412764017000001|2|2|0.043792895|-0.016027043|0.048138468|0.0|-0.929568494|-0.011700732|1|1|-0.007897954|-0.3344729369999999|1|0.820041835|-0.01509434|0.830964232|-0.117424873|0.332782117|-54.81607619|12.71877085|108.3973956|108.9148111|-48.75024044|8.195085212|0.7691298590000001|-2.46592234|-35.3196406|-29.42347522|67.53484704|3231.030388|2351.232652|-18.95842684|7.549683919|13.98728916|0.8526986440000001|148.7565508|-1023.755049|-346.8168661|672.4630346|14.45246358|0.0|1.0|1.0|0.0|0.0|0.17|17.0|-7.14|4.04|130.43|1.0|7.0|-5.2|34.0|0.0|0.0|2.65|-5.07|6.26e-06|8.6e-06|3.86|0.0|0.0|3.37e-05|-0.05065|5.2297|330.66|0.5402|237.08|0.34255|0.70134|-1644.954647|0.1516|5.1836|-0.20475|0.03165678|-1645.017702|6.6124|12.0|7.9208|7.9208
26_a20|0|0|0.0|0.0|1|6.842683282|0|0|-0.000846851|-0.00578453|0.1516835819999999|2.01129617|-0.3297182369999999|0.003085806|1|1|0.003149352|0.057022334|2|0.7541508029999999|-0.055150498|0.79337253|-0.082729415|0.423153994|-58.21621279|8.604974082|299.8332395|139.417676|-37.66339899|5.806030949|0.7848887259999999|-1.737317706|-39.28020352|-22.11735334|66.82118688|2825.254798|2534.075607|-14.92323356|7.598632688999999|14.40103379|0.8952138340000001|145.1419493|-790.9313788|-384.4457279|712.1606951|10.03954725|1.0|1.0|1.0|1.0|3.07|0.08|27.0|-9.18|4.62|125.0|1.0|5.0|-5.14|32.0|0.0|1.0|3.66|-5.02|7.27e-06|9.51e-06|3.63|0.0|0.0|2.780000000000001e-07|-0.05097|4.8421|318.77|0.2081|256.05|0.50878|0.68167|-1352.036122|0.0814|3.8173|-0.21226|0.03774288|-1352.098465|4.8742|131.0|6.8827|6.8827
8_a20 (IN-1130)|0|0|3.443195704|0.0|0|6.842683282|0|0|0.063195236|-0.009430196|0.1728459339999999|1.622562232|-0.528090969|-0.006620594|1|1|-0.004654742|-0.083481481|2|0.760688473|-0.0957193819999999|0.7274271309999999|-0.097790028|0.354945501|-63.72828772|10.46873389|336.574332|180.4986934|-42.88223811|6.93243166|0.7481063720000001|-1.858010535|-42.20109173|-23.66117267|74.19702161|2849.395895|1829.419484|-15.66851008|8.005662608|15.46983888|0.932362084|166.8048285|-814.7625241000001|-328.593789|684.5377542|12.55392404|1.0|1.0|1.0|1.0|2.43|0.08|27.0|-9.63|4.08|122.86|1.0|5.0|-4.85|32.0|0.0|1.0|3.14|-4.55|1.42e-05|2.82e-05|2.87|0.0|0.0|9.86e-08|-0.07014|4.9797|383.5|0.3782|248.98|0.4377|0.7007399999999999|-1368.118751|0.1361|3803.0|-0.20636|0.04004011|-1368.180121|5.4751|36.0|7.4437|7.4437
14b_a25|0|0|0.0|0.0|1|6.842683282|0|0|-0.091382738|-0.004720915|0.001683506|1.929508048|-0.273813082|0.004725325|1|1|0.004892038|-0.074541111|2|0.7723870909999999|0.001715854|0.859628015|-0.084160084|0.329662946|-52.75064158|11.08504021|112.49583529999998|97.23019209|-40.37825712|7.678174472999999|0.772789587|-1.767361771|-36.53830946|-22.67004596|63.83568179|3038.600508|2118.281186|-15.70265555|8.690235527|17.06102567|0.963240883|157.3797801|-847.9433995999999|-377.9013888|760.3735147000001|10.90684621|1.0|1.0|1.0|1.0|3.21|0.07|27.0|-9.65|4.79|130.97|1.0|6.0|-5.6|34.0|0.0|1.0|3.63|-5.23|2.49e-06|5.86e-06|3.88|0.0|0.0|9.93e-08|-0.0584|5.4239|304.7|0.3614|228.59|0.34735|0.64983|-1444.266358|0.0006|2.7037|-0.22149|0.03876374|-1444.330251|3.2784|22.0|7.6576|7.6576
10_a27|0|0|0.0|0.0|2|6.605297921|0|0|0.122016352|-0.006285923|-0.184068581|1.296293777|-0.282866526|0.00991794|1|1|0.010329671|-0.341622797|2|0.804375252|-0.001453596|0.8526621529999999|-0.087022238|0.346344305|-32.5969511|9.399794974|6.0140309720000005|78.34972221|-24.60801194|4.998521009|0.7453606909999999|-1.305333567|-17.33405307|-16.5270506|41.99674607|2270.538352|943.2258247|-8.788575695|6.761146212000001|12.9316403|0.912640238|135.40932969999997|-369.1201792|-260.9504933|424.8821143|8.782938574|0.0|1.0|0.0|1.0|3.15|0.16|21.0|-6.24|2.97|97.39|1.0|3.0|-3.57|25.0|0.0|1.0|2.74|-3.92|0.000266|0.0001189999999999|2.55|0.0|0.0|0.000192|-0.0498|4.1495|298.79|0.4452|298.79|0.63894|0.63894|-1082.956472|0.4452|4.6684|-0.21785|0.0227416|-1083.008551|6.9456|69.0|7.1612|7.1612
13a_a5|0|0|2.931642415|0.0|0|6.605297921|0|0|-0.154076582|-0.006081807|-0.007871499|0.0|-0.328417593|0.002355511|1|1|0.003196482|-0.0569177229999999|2|0.8045357209999999|-0.048575318|0.7667501609999999|-0.0839257009999999|0.470564031|-57.31787843|10.77696869|126.2663658|150.1663914|-34.78546088|6.938219155|0.598791539|-1.426736914|-36.90128585|-18.01047283|68.09484712|2657.14588|1314.232685|-11.59515363|8.571729592999999|15.89940424|0.854865353|258.29825730000005|-591.3528349999999|-127.2041084|620.5697596|18.10134317|1.0|1.0|1.0|1.0|2.46|0.13|23.0|-8.9|3.58|114.18|1.0|8.0|-3.77|30.0|0.0|1.0|2.71|-3.74|0.000169|0.000184|2.19|0.0|0.0|5.02e-07|-0.05534|4.6285|294.45|0.5953|267.87|0.41806|0.50037|-1312.907813|0.1992|3.3414|-0.22898|0.04138695|-1312.968936|4.1671|91.0|7041.0|7041.0
6c_a31|0|0|3.423005244|0.0|0|7.78113851|1|1|0.047405064|-0.015192833|0.137523742|0.0|-0.790027307|-0.009477764|2|2|-0.00668344|-0.009333123|0|0.790900932|-0.172780048|0.641197273|-0.126324613|0.138124296|-76.54198229|20.09112958|163.6316745|227.1490414|-50.62888027|12.71919216|0.7653239190000001|-2.147518413|-48.45681657|-28.32375523|96.63311186|2837.949799|2357.829685|-17.93106176|8.102804662|14.63492011|0.8061548709999999|148.5675636|-860.6909647|-335.9398876|597.3075924999999|13.44788285|1.0|1.0|1.0|1.0|3.13|0.14|22.0|-7.72|4.26|114.5|1.0|5.0|-6.09|30.0|0.0|1.0|3.64|-4.94|8.179999999999999e-07|1.15e-05|3.64|0.0|0.0|7.9e-06|-0.0581799999999999|3.2974|376.01|0.5028|376.01|0.7014699999999999|0.7014699999999999|-1691.734564|0.5028|5.9253|-0.19169|0.03620884|-1691.794585|8.8847|0.34|6.4685|6.4685
16d_a32|1|1|3.311658163|0.0|0|7.765993078999999|0|0|0.170838661|-0.017249763|0.0115077539999999|2.07416189|-0.7589895790000001|-0.00839148|3|3|-0.005427254|-0.239509216|0|0.8575664540000001|-0.0847953219999999|0.7554930740000001|-0.11491796|0.41654798|-53.23914436|18.67986534|115.2070109|142.7146582|-39.15098916|10.90312918|0.615749698|-1.493933474|-31.07481011|-21.26791022|71.91900971|2588.214866|3152.666302|-12.41372827|6.221435089|11.16880283|0.79521327|224.2805611|-508.962859|-135.1223777|457.7130665|19.43393087|0.0|1.0|1.0|1.0|3.01|0.18|19.0|-6.59|3.82|102.33|1.0|6.0|-5.65|26.0|1.0|1.0|3.12|-4.18|2.22e-06|6.659999999999999e-05|2.86|0.0|0.0|9.84e-05|-0.05068|3.6271|341.83|0.2915|341.83|0.70217|0.70217|-1877.185022|0.2915|3.2048|-0.20077|0.02818209|-1877.241687|3.8853|8.0|8.1135|8.1135
14h_a23|1|1|0.0|0.0|2|7.423568444|0|0|0.043538466|-0.005921293|0.0316908439999999|0.7290938920000001|-0.307907256|0.009895793|2|2|0.009266617|-0.131709531|2|0.79263722|-0.05745554|0.923430574|-0.081058742|0.223157991|-43.02851162|14.81983413|41.34207782|51.620282|-36.84086528|9.990985411|0.753100584|-1.621174834|-29.00823506|-22.76950546|57.84834575|3010.418229|2371.16134|-15.35036053|7.833334036|15.0735214|0.924279155|166.45047749999998|-736.8173055999999|-341.2621515|646.2584547|12.79687369|0.0|1.0|1.0|1.0|3.2|0.04|26.0|-7.47|3.89|125.0|1.0|5.0|-5.68|32.0|0.0|0.0|3.23|-4.9|2.09e-06|1.27e-05|3.3|0.0|0.0|1.4800000000000002e-05|-0.08532|4.0506|337.93|0.3424|306.09|0.67365|0.69933|-1721.9314420000003|0.2727|9.7146|-0.2374099999999999|0.02796857|-1721.99264|13.4823|5.0|8.3468|8.3468
8m_a46|0|0|0.0|0.2148468989999999|1|7.727094485|1|1|-0.044830187|-0.00517896|-0.134230003|0.0|-0.248590088|0.0063680119999999|1|1|0.005865049|0.015631887|1|0.7699708959999999|-0.090247845|0.876210355|-0.085204935|0.280198209|-48.32436573|3.742817678|166.8508795|65.63194084|-23.9511632|1.984401749|0.8854896870000001|-1.448483903|-25.62105988|-17.06601365|52.0671834|2045.330306|1913.813025|-9.04821721|5.684332261000001|9.899611044|0.7415609409999999|60.71213839999999|-407.1697745|-408.7649869|463.1469765|3.546889545|1.0|0.0|1.0|1.0|2.92|0.3|17.0|-6.46|4.21|96.16|1.0|2.0|-4.48|24.0|0.0|1.0|3.53|-4.56|3.3e-05|2.78e-05|3.72|0.0|0.0|0.000112|-0.01818|5.3062|289.14|0.3905|233.66|0.43001|0.6997800000000001|-1013.91158|0.1441|2.0174|-0.19715|0.03472717|-1013.962913|3.1675|229.0|6.6402|6.6402
27a_a34|0|0|0.0|0.0|1|7.412764017000001|1|1|0.0257175079999999|-0.012620846|-0.082271189|0.0|-0.7320090459999999|-0.012495918|1|1|-0.005234221|-0.264978526|1|0.779284547|-0.012251785|0.600964267|-0.123191967|0.4305370679999999|-74.78290605|18.62986903|176.4623026|279.75296960000003|-60.54917431|13.06088842|0.764921711|-2.340647376|-52.42823715|-30.38821209|93.41277507|3394.470264|2252.433058|-21.30433911|8.960143164|15.91204178|0.7758691440000001|164.80691819999998|-1150.434312|-371.4586403|718.5861133999999|14.40875302|1.0|1.0|1.0|1.0|2.58|0.13|23.0|-7.61|3.97|122.61|1.0|6.0|-4.96|33.0|0.0|0.0|2.44|-4.47|1.09e-05|3.43e-05|2.59|0.0|0.0|1.13e-05|-0.03924|5.0012|300.73|0.2896|247.91|0.40378|0.69818|-1861.468024|0.0203|10.8591|-0.20615|0.04629882|-1861.534743|13.9023|0.24|6.6198|6.6198
6_a15|0|0|0.0|0.0|0|0.0|0|0|-0.199979249|-0.00951284|0.106485923|0.0|-0.513693384|0.001080419|0|0|0.003942615|-0.281352401|1|0.691316481|-0.015484797|0.859308431|-0.123000073|0.398681391|-41.14459066|17.20414198|105.4415725|82.0880213|-41.87249058|10.03794313|0.581974721|-1.599000943|-24.00625743|-17.94143141|58.34873264|2454.904173|1971.005637|-10.46812265|6.110075236|10.02135591|0.640136254|243.9013805|-544.3423775|-95.65807914|592.4420375|17.18281248|1.0|1.0|0.0|1.0|4.03|0.23|18.0|-7.95|5.26|109.7|1.0|7.0|-5.66|28.0|0.0|1.0|4.11|-5.14|2.16e-06|7.32e-06|4.64|0.0|0.0|4.3e-06|-0.02419|4.3423|328.9|0.2616|285.52|0.65191|0.70554|-1262.75978|0.0113|1.3789|-0.18133|0.01711539|-1262.820532|1.9421|35.0|7.4559|7.4559
11c_a5|0|0|2.930680267|0.0|0|6.605297921|0|0|-0.2117133739999999|-0.004590583|-0.0859098|0.0|-0.224938556|0.005090155|1|1|0.005383056|-0.018887528|2|0.8020105409999999|-0.044126759|0.80472351|-0.0873419269999999|0.389427402|-47.99592739|10.85837291|31.61751609|118.7750305|-32.31269264|6.604499968|0.707039635|-1.484812761|-29.19305715|-19.63310772|58.854300300000006|2497.685314|926.234805|-11.94164728|8.88462927|16.09582374|0.811648325|178.1902995|-549.3157749|-251.8596984|523.8031619|12.90369209|1.0|1.0|1.0|1.0|2.14|0.09|23.0|-8.47|4.17|106.79|1.0|6.0|-4.13|28.0|0.0|1.0|3.0|-4.1|7.38e-05|7.950000000000001e-05|2.78|0.0|0.0|1.26e-06|-0.04315|4.5035|294.59|0.5327|275.3|0.60118|0.6267699999999999|-1218.278135|0.2186|2.5278|-0.21448|0.03798847|-1218.336116|3.3827|25.0|7.6021|7.6021
47d_a18|0|0|0.0|0.0|0|7.03438793|1|1|-0.017398129|-0.006087337|0.069914568|0.0|-0.480899596|0.003376831|0|0|0.005144085|-0.406388629|0|0.7430748709999999|0.027971797|0.836999127|-0.087315963|0.445704576|-52.14267013|12.45251265|64.92967228|132.9229494|-58.06490563|10.15469843|0.69814381|-2.182899066|-42.52098397|-23.42233034|64.59518279|3304.705347|1947.023498|-19.1002979|9.940531282|19.16475647|0.927940864|246.1558296|-1451.622641|-323.1621908|1255.618298|15.0913716|1.0|0.0|1.0|1.0|0.0|0.32|18.0|-8.83|3.21|159.67|1.0|12.0|-5.74|39.0|0.0|0.0|2.56|-5.28|1.83e-06|5.23e-06|4.16|1.0|1.0|7.790000000000001e-07|-0.04561|3.1079|398.94|0.5820000000000001|398.94|0.69905|0.69905|-1703.545539|0.5820000000000001|3.7605|-0.17405|0.02826074|-1703.622959|4.2225|8.0|8.0969|8.0969
12u_a36|0|0|3.508898495|0.0|0|7.412764017000001|2|2|-0.054501792|-0.006461999|0.033763276|0.0|-0.407105926|0.0042553209999999|1|1|0.005035022|-0.163978382|1|0.8101678720000001|-0.018047007|0.842227829|-0.0969881059999999|0.3765068079999999|-50.53295452|12.27663887|86.1184622|109.8080843|-46.98143813|8.544435884|0.77938748|-2.036750221|-35.17050511|-24.02645378|62.80959338|2831.106839|2455.7556010000003|-16.72220679|7.65672775|14.90088936|0.946117173|153.5444314|-986.6102007|-388.9026034|799.5563855|10.55929252|0.0|1.0|1.0|1.0|0.0|0.24|17.0|-7.38|3.01|138.33|1.0|6.0|-4.95|32.0|0.0|1.0|2.66|-4.86|1.13e-05|1.39e-05|3.8|0.0|0.0|1.7800000000000002e-05|-53.0|3.8847|337.37|0.4267|319.16|0.69258|0.70272|-1350.575382|0.0176|5.8702|-0.20409|0.03260752|-1350.638138|7.8877|16.0|7.7959|7.7959
IN1166_a11|0|0|3.433539068|0.0|0|6.842683282|0|0|-0.089778965|-0.006882528|0.018376555|1.643912856|-0.378539035|-0.003356527|1|1|-0.001446486|-0.223618825|2|0.765593573|-0.067328767|0.863273559|-0.0896538619999999|0.551933595|-51.07061499|13.82641888|112.0066065|94.40543077|-42.74230509|9.546719887|0.694302821|-1.6137695069999998|-35.26269962|-21.84820685|64.89703387|2865.055175|2953.475057|-15.08551944|6.777827685|12.63334911|0.8639230290000001|211.0745642|-769.3614916|-268.3203251|676.2770877|14.86669859|1.0|1.0|1.0|1.0|2.79|0.08|27.0|-10.18|4.53|123.82|0.0|5.0|-5.11|32.0|0.0|1.0|3.31|-4.78|7.74e-06|1.65e-05|3.27|0.0|0.0|2.75e-08|-0.07275|4.9857|377.7|0.3425|248.68|0.4358399999999999|0.6998300000000001|-1347.012407|0.1239|3365.0|-0.21098|0.04189898|-1347.073528|4.3481|12.0|7.9318|7.9318
13_a4|0|0|0.0|0.0|1|7.535296702|1|1|-0.210975191|-0.000990136|-0.059300584|0.0|-0.04158572|0.012994083|1|1|0.012019888|-0.025714912|1|0.744134785|-0.157188841|0.970027005|-0.068249548|0.229685203|-24.48959182|4.282589756|11.85953992|14.67530603|-16.36114989|2.096831328|0.862539527|-1.091992764|-11.99053523|-13.70920202|28.77218157|1910.137758|1439.176684|-6.7122666220000005|5.663493161|9.917593683|0.751144285|67.30306705|-261.7783983|-355.01146810000006|373.9073307|3.704655033|0.0|0.0|1.0|0.0|2.87|0.16|17.0|-6.2|4.15|90.06|1.0|2.0|-4.09|22.0|0.0|1.0|3.57|-4.42|8.18e-05|3.77e-05|3.75|0.0|0.0|0.00018|-0.03168|4.4811|297.09|0.2133|276.68|0.53815|0.59537|-898.2009630000001|0.1282|2471.0|-0.20372|0.018124154|-898.2503529999999|3.7228|4.0|5.3979|5.3979
12g_a31|0|0|3.42813681|0.0|0|7.765993078999999|1|1|0.0716209459999999|-0.01500347|0.045747231|0.0|-0.7501734859999999|-0.008464411|2|2|-0.0054114869999999|-0.081426376|0|0.819234772|-0.1386819869999999|0.58271093|-0.131126805|0.325789284|-78.87508829|19.01411466|152.7424573|256.26669530000004|-49.45404266|11.67699967|0.6886488690000001|-1.835775276|-48.43898314|-23.98704875|97.88920296|2514.363249|1859.940155|-14.73099143|8.098256552|15.28679013|0.887664343|191.2078009|-692.3565973|-231.70711040000003|524.0230338|15.44590447|1.0|1.0|1.0|1.0|2.51|0.32|16.0|-6.45|3.44|103.26|1.0|7.0|-4.92|27.0|0.0|1.0|2.9|-3.79|1.19e-05|0.0001629999999999|2.52|0.0|0.0|0.000136|-0.03324|3.8349|323.3|265.0|323.3|0.70068|0.70068|-1578.605452|265.0|1.6279|-0.19241|0.04532186|-1578.66792|2.4038|0.11|6.9586|6.9586
1c_a5|0|0|2.955525321|0.0|0|6.605297921|0|0|-0.268536978|-0.001983746|-0.080321049|0.0|-0.085301064|0.008031558|1|1|0.007357977|0.0578378779999999|2|0.7595197290000001|-0.109439124|0.88631419|-0.070346332|0.436308619|-34.82350689|4.27195187|160.5407184|58.16640976|-18.41507338|2.185709046|0.753027268|-1.12554131|-17.81716094|-14.3968489|39.09545876|2105.8969850000003|873.709445|-7.366029352999999|6.063350238|11.580409800000002|0.909902834|126.3615674|-294.64117410000006|-258.918642|409.0289917|7.869633359|1.0|0.0|1.0|1.0|2.09|0.05|23.0|-8.41|4.51|95.45|1.0|3.0|-4.25|24.0|0.0|1.0|3.43|-4.45|5.5700000000000005e-05|3.5600000000000005e-05|3.43|0.0|0.0|1.21e-06|-0.03965|4.8783|274.99|271.0|254.15|0.4444899999999999|0.53838|-990.467026|0.1076|1.7105|-0.22684|0.029157178|-990.516371|2.6801|3981.0|5.4|5.4
A8301_a51|0|0|0.0|0.0|1|6.86171134|0|0|0.0245770529999999|-0.00449765|0.078523314|1.987294898|-0.242873103|0.00740124|1|1|0.007083041|-0.0618359079999999|2|0.6959300979999999|-0.21474885|0.934739895|-0.0780376929999999|0.339244706|-35.90764428|5.293803823|36.55933899|42.37868986|-32.90818536|3.437697042|0.854959635|-1.6387915469999998|-23.3177516|-21.28401067|41.20144811|2799.106729|2461.663545|-13.82143785|6.890532887999999|13.24988678|0.922911768|94.18649643|-691.0718926|-461.0082758|690.8826121000001|6.225421319|1.0|1.0|1.0|1.0|3.5|0.04|27.0|-9.38|5.52|129.04|1.0|5.0|-6.6|31.0|0.0|1.0|4.58|-5.93|2.5e-07|1.17e-06|5.02|0.0|0.0|1.74e-07|||||||||||||||12.0|7.9208|7.9208
16f_a32|1|1|3.354832924|0.0|0|7.765993078999999|0|0|0.1767304639999999|-0.014558301|0.008658653|2.082564316|-0.77158995|-0.003511776|3|3|-0.001202032|-0.211019184|0|0.852938445|-0.000510986|0.8072754790000001|-0.111152081|0.522247991|-56.53102601|16.90955989|89.03402347|133.3750236|-53.23443736|11.7022626|0.69473708|-1.778433296|-39.12230215|-24.61529877|73.4405859|2772.212354|3414.006186|-17.03501995|8.79158776|14.28728752|0.625108901|211.2572338|-851.7509977|-269.5356315|636.0251562999999|15.90558963|1.0|1.0|1.0|1.0|3.4|0.3|19.0|-7.77|4.99|116.75|1.0|9.0|-6.95|29.0|1.0|1.0|4.05|-4.97|1.12e-07|1.07e-05|4.11|0.0|0.0|7.26e-06|-0.04997|3.6272|341.82|0.2931|341.82|0.70204|0.70204|-1995.054457|0.2931|3.6641|-0.2|0.02889673|-1995.117771|4.2764|9.0|8041.0|8041.0
6_a1|0|0|0.0|0.0|1|7.535296702|1|1|-0.092471477|-0.005477033|-0.114683042|0.0|-0.230035376|0.005054086|1|1|0.006851583|-0.3632559589999999|1|0.798346291|-0.095907969|0.8782596159999999|-0.077422386|0.212044989|-27.63847818|10.15161645|64.63457366|58.82435931|-18.076387|4.905211525|0.576759436|-0.929068634|-13.35477777|-11.51080589|37.79009463|1956.144556|1383.161829|-5.56196523|5.555887839|9.609375529|0.7295841470000001|204.5077752|-216.916644|-74.17956941|359.9965854|12.20110458|1.0|0.0|1.0|1.0|2.54|0.22|17.0|-6.02|3.57|86.31|1.0|3.0|-3.12|22.0|0.0|1.0|2.82|-3.68|0.0007599999999999|0.00021|2.63|0.0|0.0|0.000277|-0.02214|4.0635|305.12|0.3399|305.12|0.69818|0.69818|-935.330989|0.3399|5.8386|-0.1899799999999999|0.027384499|-935.378591|8.0033|5.1|5.2924|5.2924
1d_a5|0|0|2.79978458|-4.455320158|0|6.605297921|0|0|-0.133500214|-0.006252818|-0.118028278|0.0|-0.2688711589999999|-0.0012491689999999|1|1|-0.000700145|0.004923698|2|0.7595197290000001|-0.015804188|0.8965037640000001|-0.086213657|0.6271150670000001|-47.76176205|4.288788702|204.4506579|55.92018945|-25.16889922|2.317281143|0.770504115|-1.465632167|-25.80622135|-19.79744178|52.05055075|2481.822293|1172.890724|-10.69678217|6.116537519|11.5640749|0.89062437|123.9992274|-427.8712868|-292.3128788|403.396385|10.25512997|1.0|0.0|1.0|1.0|2.19|0.05|23.0|-8.88|6.37|95.49|1.0|4.0|-4.79|27.0|1.0|1.0|4.15|-4.97|1.6100000000000002e-05|1.0800000000000002e-05|3.95|0.0|0.0|4.86e-07|-0.04528|4.8725|268.88|0.2805|254.46|0.41781|0.5764600000000001|-1288.201219|0.0982|3.7798|-0.23519|0.03392008|-1288.253849|5.3765|9333.0|5.03|5.03
12ap_a36|0|0|3.4417292610000003|0.0|0|7.412764017000001|2|2|-0.06398791|-0.007719624|0.066185994|0.0|-0.424579308|-0.000143196|1|1|0.001194592|-0.175397741|1|0.832758813|-0.074596774|0.830587483|-0.106173763|0.27547717|-54.21070432|14.26936622|82.56761031|111.1558165|-45.7078307|9.36249036|0.737851886|-1.91112774|-35.56900768|-24.58703954|68.48007054|2843.18721|2328.307856|-16.13217554|8.766216204|16.37284224|0.86772056|172.00197649999998|-822.7409526|-312.1212186|642.3830552000001|13.50019441|0.0|0.0|1.0|0.0|0.0|0.13|17.0|-6.66|1.76|128.47|1.0|5.0|-3.99|31.0|0.0|0.0|1.66|-3.95|0.000101|0.000113|2.4|0.0|0.0|8.97e-05|-0.06084|4.9124|319.54|0.8819|252.39|0.59563|0.6929|-1324.95298|0.3982|7.0249|-0.21788|0.04039655|-1325.0127220000002|9.6512|32.0|7.4949|7.4949
LY580276_a4|0|0|0.0|0.0|1|7.535296702|1|1|-0.156842923|-0.001543874|0.0295482979999999|0.0|-0.063298854|0.010217376|1|1|0.009622161|-0.042912895|1|0.7921620090000001|0.019144144|0.8685269959999999|-0.071023484|0.243350596|-27.6229776|4.207217677|11.22286434|63.36073061|-16.49563923|2.027582675|0.8478469959999999|-1.065352257|-13.31233017|-13.51117823|31.83019528|1948.220005|1511.5340210000002|-6.511436537000001|5.456603642999999|9.693623538|0.7764939829999999|73.32703409|-247.4345884|-335.2755182|345.4102548|4.0060099860000005|1.0|0.0|1.0|1.0|3.04|0.22|17.0|-6.56|4.43|84.74|1.0|2.0|-3.67|22.0|0.0|1.0|3.69|-4.21|0.000213|6.18e-05|3.35|0.0|0.0|8.08e-05|-0.0225|5.2983|276.03|0.1905|234.01|0.36903|0.68002|-959.356125|0.1842|2.5355|-0.2099599999999999|0.023546627|-959.404416|3.2891|175.0|6757.0|6757.0
18c_a25|0|0|0.0|0.0|1|6.842683282|0|0|-0.087958541|-0.002704524|0.007241543|2.069766482|-0.162271435|0.007804726|1|1|0.007488918|-0.064145547|2|0.748718056|0.0114970419999999|0.94801724|-0.0719340379999999|0.385593349|-31.96445203|6.300016824|26.54367263|34.1639413|-31.07074762|4.140476673999999|0.7479204509999999|-1.510614788|-21.00757374|-17.72859578|38.26446885|2917.369488|2095.730631|-11.65153036|7.553051762000001|14.65844196|0.940731034|165.67090530000002|-652.4856999|-325.8749539|831.3429628|9.560410146|1.0|1.0|1.0|1.0|3.89|0.11|27.0|-10.17|6.11|138.65|0.0|7.0|-6.05|33.0|1.0|1.0|4.77|-5.6|8.86e-07|2.51e-06|4.49|0.0|0.0|3.0499999999999995e-08|-0.0622|5.4858|371.26|0.3558|226.01|0.31993|0.70516|-1714.280779|0.0041|6.1775|-0.19532|0.02003004|-1714.342386|7.9283|88.0|7.0555|7.0555
