molecula|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|MATS2c|AATSC1c|MATS7i|SaaaC|ATSC1c|AATSC1are|n5aRing|n5aHRing|AATSC1pe|AATSC1i|n6aHRing|BIC2|MATS8d|RASA|FNSA5|PBF|PNSA3|PPSA3|RNCS|TPSA_x|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12z_a30|0|0|0.0|0.0|0|7.412764017000001|2|2|-0.1155022219999999|-0.008819424|0.034848862|0.0|-0.537984876|0.003529389|1|1|0.005111479|-0.207153446|1|0.809127478|-0.077335468|0.832920077|-0.107776943|0.315493739|-49.68145417|21.47520633|54.40462246|116.2094523|-52.13870496|14.93669572|0.630839856|-1.939984979|-34.55504699|-23.67231332|71.1566605|3112.622632|2435.831516|-16.464854199999998|8.071510779|15.74641625|0.950863559|256.7627363|-938.4966892|-182.00664430000003|792.3440337000001|20.24634493|0.0|1.0|1.0|1.0|0.0|0.21|17.0|-6.83|2.63|140.26|1.0|7.0|-5.61|33.0|0.0|0.0|2.52|-5.0|2.47e-06|9.94e-06|3.81|0.0|0.0|6.720000000000001e-05|-0.04679|4.8063|360.02|0.1855|257.96|0.5513100000000001|0.6853199999999999|-1804.51674|0.1441|7.0446|-0.19279|0.02895763|-1804.581882|7.2113|44.0|7.3615|7.3615
19_a34|0|0|0.0|0.0|1|7.412764017000001|1|1|-0.068004837|-0.013066507|-0.189862762|0.0|-0.5357267960000001|-0.00802652|1|1|-0.0042364759999999|-0.401414514|1|0.8022000659999999|-0.0235903339999999|0.6399024520000001|-0.1255804019999999|0.308793959|-56.30608209|19.74799697|131.5318459|179.6256831|-31.24772528|9.850795895|0.662289492|-1.506964829|-28.08688512|-19.78189027|76.05407906|2127.363207|1537.244187|-9.86770272|5.495780422|10.31797048|0.877434994|168.4584665|-374.9727034|-161.90813300000002|337.9440349|14.74262256|1.0|0.0|1.0|1.0|2.77|0.18|17.0|-5.03|2.31|83.95|2.0|3.0|-2.73|23.0|0.0|1.0|2.1|-3.15|0.00186|0.000704|1.66|0.0|0.0|0.00291|-0.02901|4.1721|297.18|0.2189|297.18|0.6897300000000001|0.6897300000000001|-1046.458335|0.2189|3.4272|-0.20251|0.03168624|-1046.509891|5.0441|0.99|6.0044|6.0044
12l_a30|0|0|0.0|-4.712037416|0|7.412764017000001|2|2|0.157020295|-0.015371073|-0.102468864|0.0|-0.876151158|-0.00695299|1|1|-0.004395528|-0.226973911|1|0.830875659|-0.0395239879999999|0.834279405|-0.109810463|0.37422435|-63.31694493|10.78883933|103.5499036|115.9404641|-53.74781658|7.548024079|0.8218150790000001|-2.415830189|-44.29742723|-31.88960104|74.10578426|3306.001879|2394.793539|-22.31041443|9.258542907|17.23248653|0.861252543|124.6606826|-1182.451965|-450.2927313999999|696.6414817000001|11.82116027|0.0|1.0|1.0|0.0|0.0|0.17|17.0|-7.18|4.78|133.96|1.0|7.0|-6.7|34.0|0.0|0.0|3.42|-5.92|1.99e-07|1.2e-06|5.05|0.0|0.0|3.19e-05|-0.0545299999999999|5.0454|351.78|0.2294|245.74|0.39486|0.68488|-1987.782294|0.1574|2.5031|-0.20397|0.03406276|-1987.848331|2.9851|61.0|7.2154|7.2154
12aa_a36|0|0|3.4172704080000003|0.0|0|7.412764017000001|2|2|0.033952382|-0.011588438|0.03597264|0.0|-0.672129428|-0.006653538|1|1|-0.004569485|-0.090926893|1|0.833911317|-0.023185884|0.688945241|-0.117270578|0.4679233379999999|-72.94175494|16.1504726|132.3194611|212.7097172|-54.83906299|11.04423694|0.731335741|-2.228140982|-49.88002793|-28.21625599|89.09222754|2928.7759760000004|2418.848273|-19.29522587|8.05947774|14.60824604|0.812554922|183.7216658|-1041.942197|-316.3903377|689.2886595|15.99256772|0.0|0.0|1.0|0.0|0.0|0.13|17.0|-6.14|0.98|131.85|1.0|6.0|-3.52|32.0|0.0|0.0|1.15|-3.45|0.000304|0.000359|1.55|0.0|0.0|0.000305|-0.05111|3.8899|318.73|0.4446|318.73|0.6931|0.6931|-1401.389257|0.4446|3.5904|-0.20829|0.04550032|-1401.45065|4.7433|9.0|8.0458|8.0458
18d_a30|0|0|0.0|0.0|0|7.412764017000001|2|2|0.041146136|-0.0072724869999999|-0.071608958|0.0|-0.385441836|0.001139238|1|1|0.002064369|-0.120380857|1|0.815003426|-0.149451598|0.803280262|-0.103191184|0.346980269|-49.44608411|11.29282624|78.23108693|124.5022473|-41.33339749|7.147133584|0.783284395|-1.85744132|-31.29400567|-23.99099587|60.73891035|2848.574353|2894.162522|-15.18369704|7.063141946|12.69833771|0.797831306|137.15746130000002|-744.0011548|-358.5765637|618.6004214|10.49188139|0.0|1.0|1.0|0.0|0.0|0.14|17.0|-6.9|3.18|127.24|1.0|5.0|-5.39|30.0|0.0|0.0|2.92|-5.01|4.12e-06|9.71e-06|3.97|0.0|0.0|5.260000000000001e-05|-0.05506|5.0125|357.49|0.3856|247.35|0.4325|0.69017|-1674.785879|0.3788|5.0115|-0.19673|0.03258724|-1674.8453470000002|6.2946|21.0|7.6737|7.6737
5a_a49|0|0|0.0|0.0|1|7.853604813|2|2|0.079751437|-0.009147269|-0.072902329|1.878067786|-0.493952547|0.007647515|1|1|0.008623164|-0.26176436|2|0.7979412790000001|0.127914587|0.800090055|-0.0787216|0.6254267029999999|-42.1802818|16.71687776|124.92862240000002|116.9370825|-26.93578408|9.77851757|0.6069287529999999|-1.338267206|-24.67330519|-15.97587337|58.89715956|2797.737637|1887.422375|-9.345067946|6.0732145310000005|11.91885068|0.962527525|229.9265537|-457.9083293000001|-125.09569170000002|592.5885712|15.84324998|0.0|1.0|1.0|1.0|2.93|0.22|21.0|-6.92|3.68|116.62|1.0|3.0|-3.84|30.0|0.0|1.0|2.93|-4.29|0.000146|5.09e-05|2.65|0.0|0.0|4.72e-05|-0.05062|5.2443|316.13|795.0|236.42|0.31953|0.66225|-1311.743648|0.0529|5.6104|-0.21238|0.03478454|-1311.799168|7.0102|43.0|7.3665|7.3665
7_a47|0|0|0.0|0.0|0|0.0|0|0|0.00763426|-0.008206422|-0.128433676|1.303301032|-0.3939082339999999|-0.0091074509999999|0|0|-0.00794321|-0.04311702|2|0.817389583|-0.124285418|0.8473227320000001|-0.095957591|0.427432212|-45.82735481|5.027768049|103.5602725|86.09912617|-30.51603217|2.8353037860000003|0.816979353|-1.631279045|-25.84337052|-20.44278719|50.85512286|2491.885862|1968.695833|-11.52827882|6.485224033|10.90440708|0.681423344|103.2106353|-518.7725468|-357.5076454|526.6144628999999|7.36009799|1.0|0.0|1.0|1.0|3.14|0.09|22.0|-9.45|6.52|111.28|1.0|4.0|-6.47|28.0|1.0|1.0|4.89|-6.06|3.41e-07|8.75e-07|5.49|0.0|0.0|1.3900000000000001e-07|-0.05297|3.7203|333.26|0.2144|333.26|0.69314|0.69314|-1647.7863539999998|0.2144|3406.0|-0.2073699999999999|0.03348545|-1647.841533|4.4255|25.0|7.6|7.6
17_a47|1|1|3.011740664|0.0|0|6.605297921|0|0|-0.181485377|-0.003764469|-0.105849578|1.699575434|-0.2032813319999999|0.0042378929999999|1|1|0.004477366|-0.031505291|3|0.75807704|-0.010871607|0.852282407|-0.082994667|0.522140199|-43.82821253|7.87914003|68.64478326|90.10552332|-30.88080199|4.806157636|0.7457517659999999|-1.493904005|-26.73455447|-18.22518223|51.70735256|2672.497352|1573.836082|-11.11708872|7.055517075|13.10144249|0.8569074879999999|155.087622|-555.8544359|-299.80980739999995|630.8611986000001|9.708576558|1.0|0.0|1.0|1.0|2.39|0.08|27.0|-10.1|5.44|119.83|0.0|4.0|-5.4|30.0|0.0|1.0|3.85|-5.21|3.98e-06|6.11e-06|4.03|0.0|0.0|3.12e-08|-0.04873|4.2784|289.79|0.4308|289.79|0.6844100000000001|0.6844100000000001|-1254.737546|0.4308|3.4454|-0.22479|0.04130125|-1254.795084|5.6949|5.0|8.3|8.3
16b_a23|1|1|0.0|0.0|2|7.423568444|1|1|0.031073244|-0.005139233|0.054655144|0.754232958|-0.3237716519999999|0.0116350769999999|2|2|0.011266252|-0.224300431|2|0.7740962779999999|-0.09063701|0.928579764|-0.07920267|0.2256448969999999|-37.52431601|13.79443768|7.971529518|52.92522904|-43.49333918|10.22222569|0.738977|-1.821661419|-27.80700713|-23.2745413|51.31875369|3370.826124|2256.698672|-17.24735864|9.472884487|18.46592377|0.949345397|193.4284005|-1000.346801|-354.1828792|896.9989312000001|13.6235075|0.0|1.0|1.0|0.0|0.0|0.07|26.0|-7.33|4.1|146.03|1.0|6.0|-6.19|36.0|0.0|0.0|2.9|-5.67|6.41e-07|2.16e-06|4.21|0.0|0.0|2.26e-05|-0.07352|1.6041|772.92|0.3456|772.92|0.95419|0.95419|-1877.270284|0.3456|9.2317|-0.21093|0.03978022|-1877.335869|14.8849|96.0|7.0191|7.0191
21_a34|0|0|0.0|0.0|1|8.002694162000001|2|2|0.026135784|-0.012535886|-0.125881566|0.0|-0.7020096440000001|-0.001643445|1|1|0.00130996|-0.407759867|1|0.740092842|-0.015568862|0.676390843|-0.117789944|0.527371706|-63.96857813|22.9240533|168.9671187|217.1470086|-53.03643341|15.38241267|0.728260094|-2.120218984|-42.9239565|-27.89610644|86.89263143|3115.110331|2429.6035|-18.7187412|7.253455092999999|13.65523159|0.882583047|182.341897|-954.6558014|-306.332473|659.7484451|16.08669155|0.0|1.0|1.0|1.0|3.52|0.12|23.0|-7.68|3.23|122.59|1.0|4.0|-4.5|33.0|0.0|0.0|3.03|-4.71|3.14e-05|1.94e-05|3.02|0.0|0.0|9.06e-06|-0.07534|4.3011|401.11|0.2174|288.26|0.6893199999999999|0.69292|-1483.057743|0.0002|5.3432|-0.20872|0.03023936|-1483.12009|7.9399|3.36|5.4737|5.4737
25d_a34|0|0|0.0|0.0|1|7.412764017000001|1|1|0.128783829|-0.015046463|-0.163072107|0.0|-0.8576484190000001|-0.005017781|1|1|-0.001685762|-0.342090037|1|0.7498681140000001|0.011919831|0.674282353|-0.124111479|0.631894475|-66.52770588|19.36462983|174.9700398|215.4372954|-54.29641443|12.8082206|0.7772035959999999|-2.358118108|-44.00298587|-29.42857839|85.89233572|2939.671168|2564.887803|-19.46475234|6.933980884|13.29135354|0.916843118|147.36277019999997|-1031.631874|-366.6979266|673.8038326000001|13.15041965|1.0|1.0|1.0|1.0|3.76|0.12|23.0|-8.08|3.95|119.81|1.0|7.0|-4.61|32.0|0.0|1.0|3.21|-4.48|2.44e-05|3.3e-05|3.05|0.0|0.0|3.53e-06|-0.03521|4.2732|290.15|0.2106|290.15|0.6764600000000001|0.6764600000000001|-1426.243341|0.2106|6.1995|-0.21234|0.02807001|-1426.307095|8.0068|0.95|6.0223|6.0223
11_a33|1|1|3.221176304|0.0|0|7.686621335|0|0|-0.151505631|-0.008708023|0.055664124|1.979284901|-0.32219686|-0.003303432|3|3|-0.00103193|-0.232296883|0|0.85401347|-0.014463304|0.857287241|-0.104881435|0.229250542|-34.4118011|16.37099833|45.43139569|69.3240686|-24.74805685|7.95236684|0.552878386|-1.048814353|-16.71585694|-14.98445481|50.78279943|2220.315582|979.349175|-7.278840251|5.24049311|9.837729137|0.8772525659999999|217.193541|-247.4805685|-51.37234937|335.4799765|17.16740584|1.0|1.0|1.0|1.0|2.31|0.13|19.0|-6.23|4.13|89.77|1.0|3.0|-5.48|22.0|0.0|1.0|3.28|-4.38|3.32e-06|4.13e-05|3.28|0.0|0.0|0.000194|-0.05806|3.5049|353.74|0.5408|353.74|0.70381|0.70381|-1669.202327|0.5408|3.1406|-0.19938|0.02055276|-1669.251123|4.5998|5.0|8.3188|8.3188
GW6604_a52|0|0|2.944144148|0.0|0|6.605297921|0|0|-0.277102285|-0.002149879|-0.0778992459999999|0.0|-0.085995143|0.007746755|1|1|0.0070554269999999|0.067497086|2|0.693399445|-0.057466653|0.87346455|-0.072069252|0.38374044|-35.51891876|4.459510077|157.2481263|62.55188751|-17.61190876|2.204526664|0.73529506|-1.081038779|-17.55852148|-14.44334401|39.97842884|2044.612273|799.8313017999999|-7.13996301|6.2973559020000005|11.6571716|0.851121611|130.8549791|-264.17863140000003|-232.6328342|359.1060668|8.744745933999999|1.0|0.0|1.0|1.0|1.76|0.0|23.0|-8.03|4.2|90.49|1.0|3.0|-3.87|23.0|0.0|1.0|3.08|-4.16|0.000135|6.929999999999999e-05|3.06|0.0|0.0|2.78e-06|||||||||||||||107.0|6.9706|6.9706
3n_a32|1|1|3.616639267|0.0|0|7.773594467000001|1|1|-0.0376583329999999|-0.00615216|-0.056907012|2.22272854|-0.295303659|0.000609539|3|3|0.002379137|-0.153506065|0|0.816774665|-0.121627423|0.840041782|-0.092745182|0.287402381|-42.83673428|10.86481886|121.6040686|91.96452611|-30.65624207|6.246493173999999|0.648933114|-1.205687365|-24.62805609|-15.75418035|53.70155314|2526.071154|2426.73803|-9.057526067|6.369579712999999|11.72372261|0.840580248|201.8383309|-398.5311469|-171.25176130000003|522.1674161999999|12.0969734|0.0|1.0|1.0|1.0|3.29|0.32|19.0|-6.96|5.01|106.44|1.0|3.0|-5.96|26.0|0.0|1.0|4.07|-4.91|1.11e-06|1.23e-05|3.74|0.0|0.0|4.19e-05|-0.05535|3.5459|349.65|0.2839|349.65|0.7028399999999999|0.7028399999999999|-1825.163542|0.2839|3.5849|-0.20256|0.02901944|-1825.218291|6.2667|21.0|7.6778|7.6778
1_a6 (SB-431542)|0|0|3.3674017380000003|0.0|0|7.423568444|1|1|0.043282217|-0.015636898|0.1008839219999999|0.0|-0.766207981|-0.011639964|1|1|-0.008385698|-0.033765606|1|0.7462411859999999|-0.083341531|0.5940412860000001|-0.122555709|0.210050443|-74.98172333|19.58668728|160.410387|240.8019609|-43.12110169|11.61820782|0.7531996609999999|-2.083447046|-44.47680367|-27.46300805|94.56841061|2678.823231|1890.228713|-16.29019397|7.523839331|14.26172029|0.895537592|146.3942108|-733.0587287000001|-300.3801761|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|2.35|0.05|23.0|-7.69|3.63|106.85|1.0|4.0|-4.52|29.0|0.0|1.0|2.85|-4.25|3.03e-05|5.660000000000001e-05|2.7|0.0|0.0|7.81e-06|-0.05971|3.8208|376.28|0.5765|324.5|0.55256|0.69868|-1292.358966|0.3346|6.0113|-193.0|0.03494577|-1292.41452|8.8611|1542.0|5.8119|5.8119
14b_a23|1|1|0.0|0.0|2|7.423568444|0|0|0.065240838|-0.006248709|0.0519489729999999|0.716540473|-0.318684138|0.007671236|2|2|0.0075222369999999|-0.17267308|2|0.793551289|-0.077808321|0.8462596590000001|-0.082441268|0.228282196|-41.01458464|13.26014776|40.76245006|99.66542762|-34.64639496|8.596171261|0.774359705|-1.64882535|-26.58857202|-22.74225338|54.274732400000005|2943.803333|2280.830615|-14.74314679|7.833620016|14.26820636|0.821406493|146.2760938|-692.9278992000001|-355.71896410000005|599.5697147999999|11.53563485|0.0|1.0|1.0|1.0|3.44|0.05|26.0|-7.67|4.58|120.24|1.0|5.0|-5.58|31.0|0.0|0.0|3.78|-5.11|2.66e-06|7.73e-06|3.68|0.0|0.0|9.18e-06|-0.07803|3706.0|334.55|0.3603|334.55|0.58097|0.58097|-1728.9300010000002|0.3603|6.8752|-0.2286699999999999|0.02188578|-1728.9893510000002|9.7544|4.0|8.3536|8.3536
6a_a40|0|0|0.0|0.0|1|8.421342866|1|2|0.117890918|-0.014623575|-0.146542353|0.775942224|-0.68730803|-0.001347823|2|2|-0.001171195|-0.040435852|0|0.801647855|-0.340539542|0.733750993|-0.117413572|0.360858579|-68.11170799|10.24294396|185.06174|166.2999483|-45.80643937|6.397774285|0.8678518190000001|-2.113444291|-42.542782200000005|-30.69915817|78.35465194|2936.1501780000003|2536.88262|-19.17478857|6.945713476|11.8691482|0.708845065|82.54016015|-824.5159087000001|-459.522754|557.4018948|8.040268001|0.0|1.0|0.0|1.0|3.01|0.21|14.0|-4.05|3.07|120.14|2.0|5.0|-7.11|29.0|1.0|1.0|3.17|-4.99|7.85e-08|1.03e-05|3.77|1.0|0.0|0.0396|-0.0926|2.9836|415.55|0.4015|415.55|0.6782699999999999|0.6782699999999999|-2371.3827|0.4015|6.9379|-0.21255|0.01952089|-2371.443161|9.3893|0.04|7.3979|7.3979
1o_a5|0|0|2.923171926|0.0|0|6.605297921|0|0|-0.266637757|-0.002633927|-0.033273504|0.0|-0.1079910069999999|0.0057302559999999|1|1|0.0051989459999999|0.06759341|2|0.78144982|-0.016408975|0.88430372|-0.072886362|0.447318682|-42.63505279|7.122612351|167.3051756|62.16682117|-21.04383087|3.827177229|0.699913551|-1.093295425|-22.90899675|-15.45942012|49.75766514|2238.291862|833.537568|-8.306775343|7.522366517000001|14.20898333|0.8888980340000001|161.2447749|-315.657463|-214.8381946|393.5487205|10.95092849|1.0|1.0|1.0|1.0|2.2|0.0|23.0|-8.11|4.07|95.2|1.0|3.0|-4.08|25.0|0.0|1.0|2.95|-4.08|8.329999999999999e-05|8.340000000000001e-05|2.78|0.0|0.0|2.54e-06|-0.07037|4.5011|297.38|0.3966|275.45|0.4988899999999999|0.5492100000000001|-1043.422345|0.0071|4.7435|-0.23973|0.04126499|-1043.472984|5.4919|35.0|7.4559|7.4559
12ax_a36|0|0|3.429529478|0.0|0|7.412764017000001|2|2|-0.0943348109999999|-0.007681676|0.075802407|0.0|-0.414810497|-0.001012333|1|1|-0.00097037|-0.1716508239999999|1|0.836170906|-0.056676035|0.846837721|-0.107815607|0.375647684|-49.32384393|12.79462904|36.17982162|102.4490387|-48.23849712|8.558226304|0.7648530440000001|-1.940680931|-32.99232962|-25.96212292|62.11847297|2926.929456|2471.295987|-17.36585896|7.563197245|14.78635841|0.955040697|157.28794140000002|-868.2929481000001|-354.3162187|661.6709012|12.47158322|0.0|1.0|1.0|0.0|0.0|0.14|17.0|-7.76|3.19|133.77|1.0|5.0|-5.08|31.0|0.0|1.0|2.82|-5.18|8.27e-06|6.55e-06|3.93|0.0|0.0|7.83e-06|-0.05596|5.2372|318.82|0.5236|236.74|0.39564|0.69348|-2151.910753|0.4167|4.5001|-0.21324|0.03044421|-2151.971761|6.0402|12.0|7.9208|7.9208
12f_a30|0|0|0.0|-4.734662095|0|7.412764017000001|2|2|0.156569208|-0.015345198|0.1468972409999999|0.0|-0.874676289|-0.00695299|1|1|-0.004395528|-0.226973911|1|0.8246767140000001|-0.071123509|0.8357464459999999|-0.108935062|0.56363596|-63.81176255|11.07796031|101.2862703|115.8783181|-54.21787616|7.815328055|0.815175332|-2.396571368|-45.01820228|-31.90082427|74.88972286|3305.792133|2712.844784|-22.5055335|8.366190175|15.86072943|0.8958126809999999|130.3909181|-1192.793275|-444.7025522|696.6414817000001|12.36587885|0.0|1.0|1.0|0.0|0.0|0.17|17.0|-7.18|4.78|133.96|1.0|7.0|-6.7|34.0|0.0|0.0|3.42|-5.92|1.99e-07|1.2e-06|5.05|0.0|0.0|3.19e-05|-0.05464|5.0587|351.25|0.2166|245.09|0.32483|0.68471|-1987.782125|0.1596|3.6633|-0.20422|0.03400408|-1987.848015|4.6865|19.0|7.7144|7.7144
12av_a36|0|0|3.4520047430000003|0.0|0|7.412764017000001|2|2|0.049150854|-0.009925128|0.06882889|0.0|-0.605432791|-0.00233752|1|1|-0.000472698|-0.213993335|1|0.8076780109999999|-0.067408377|0.752447733|-0.105593135|0.277834652|-57.31621925|15.09249582|99.2415672|172.4374372|-51.2347934|10.51297704|0.671916917|-2.006269572|-39.92474833|-24.51766365|72.40871507|3011.024457|2354.591519|-17.07826447|8.975655204|17.64042914|0.965363947|228.5327731|-973.4610746|-239.5042702|757.7532208|17.95719936|0.0|0.0|1.0|0.0|0.0|0.17|17.0|-6.93|1.65|138.06|1.0|7.0|-3.54|33.0|0.0|0.0|1.47|-3.64|0.000292|0.000227|1.85|0.0|0.0|5.18e-05|-0.05307|4.8408|360.39|0.6698|256.12|0.43212|0.70455|-1440.67411|0.0027|4.7666|-0.19429|0.04308001|-1440.738332|6.1075|39.0|7.4089|7.4089
6e_a31|0|0|3.402951625|0.0|0|7.773594467000001|1|1|0.06650322|-0.016012184|0.132664341|0.0|-0.784597028|-0.011483229|2|2|-0.008439437|-0.004825446|0|0.78240875|-0.072882794|0.623340994|-0.130898441|0.177030306|-74.99224589|19.89514173|159.9587946|229.6732654|-48.66969791|12.13134981|0.7604979040000001|-2.0943750530000003|-45.72760428|-28.37945369|94.88738762|2776.836977|2188.417358|-17.30478148|7.513687859|14.40145519|0.916695963|146.03985980000002|-778.7151665|-317.6847132|536.6368656000001|13.86851128|1.0|1.0|1.0|1.0|2.62|0.1|22.0|-7.33|4.0|109.69|1.0|4.0|-5.63|29.0|0.0|1.0|3.27|-4.66|2.34e-06|2.18e-05|3.2|0.0|0.0|1.89e-05|-0.05426|3.3083|374.76|0.5103|374.76|0.70391|0.70391|-1652.445002|0.5103|5.8193|-0.18844|0.03676794|-1652.503557|8.3583|0.37|6.4318|6.4318
15b_a10|0|0|0.0|0.0|1|7.535296702|1|1|-0.197213588|-0.002413027|-0.111812184|2.0455289690000003|-0.149607679|0.011484257|1|1|0.011928706|-0.27395395|2|0.791078367|-0.104250125|0.921918974|-0.07358373|0.697099355|-31.76194123|10.94939968|43.96642219|53.52386591|-34.57687319|7.505718446|0.670236374|-1.398090862|-21.77253505|-16.52377848|42.7113409|2716.468606|2603.829652|-11.32690674|6.6940006620000005|11.42472965|0.706711759|226.0501037|-656.9605906|-233.3911134|766.4127559|12.09059037|1.0|1.0|1.0|1.0|3.89|0.32|21.0|-8.18|4.44|123.73|1.0|7.0|-4.35|31.0|0.0|0.0|3.66|-4.64|4.46e-05|2.28e-05|3.49|0.0|0.0|2.73e-06|-0.04734|5.7620000000000005|329.52|0.3575|215.17|0.46711|0.68906|-1317.429772|0.1595|4.7752|-0.20313|0.02977516|-1317.4913390000002|6.1384|85.0|7.0706|7.0706
47j_a18|0|0|0.0|0.0|0|7.03438793|1|1|0.070097424|-0.007807275|-0.048528478|0.0|-0.569931053|0.00031105|0|0|0.002317206|-0.331885553|0|0.7444236670000001|0.005740124|0.80651845|-0.094744194|0.476575952|-56.816779|12.42035127|95.57657747|150.5035248|-57.32800549|9.661420661|0.764425062|-2.368604851|-44.19607713|-26.32095773|69.23713027|3172.831382|2064.803327|-20.47428768|9.597380968|18.50538303|0.928170101|183.246715|-1433.2001369999998|-411.3767328|1081.726154|12.6177344|1.0|0.0|1.0|1.0|0.0|0.28|18.0|-8.79|2.82|149.96|1.0|11.0|-5.83|37.0|0.0|0.0|2.39|-5.14|1.49e-06|7.32e-06|4.07|1.0|0.0|8.159999999999999e-07|-0.04423|3.1054|399.25|0.5439|399.25|0.6983600000000001|0.6983600000000001|-1624.9784550000002|0.5439|4.1619|-0.17273|0.03246539|1625.053346|5.2118|35.0|7.4559|7.4559
12g_a30|0|0|0.0|0.0|0|7.412764017000001|2|2|0.096186205|-0.010447128|-0.037395048|0.0|-0.574592016|0.001371944|1|1|0.0026474159999999|-0.152855196|1|0.826316772|-0.0885760969999999|0.783662781|-0.10344931|0.487608738|-58.41940906|18.59520651|133.2169768|146.623137|-47.51931027|12.60295167|0.7743107290000001|-2.068986201|-39.593913|-27.49531395|77.01461557|3058.2873170000003|2482.668258|-18.63502363|8.694447089|16.07139949|0.8484671109999999|152.961516|-950.3862054|-371.8296813|683.7405759|13.18447384|0.0|1.0|1.0|0.0|0.0|0.13|17.0|-6.42|2.48|133.52|1.0|6.0|-6.0|32.0|0.0|0.0|2.36|-5.01|1.01e-06|9.71e-06|3.89|0.0|0.0|0.000165|-0.0576|5.0703|348.35|0.2449|244.53|0.26238|0.68366|-1742.965961|0.1613|3875.0|-0.2083699999999999|0.04012224|-1743.029147|5.3027|9.0|8.0334|8.0334
12a_a32|1|1|3.442930603|0.0|0|7.765993078999999|0|0|0.087371302|-0.009460484|-0.0134169989999999|2.136609567|-0.463563696|-0.003484915|3|3|-0.001662219|-0.1534110109999999|0|0.845443342|-0.125149165|0.788702323|-0.109151429|0.288267255|-53.20970382|10.31184223|111.9735444|131.7691491|-42.44899997|6.430656017|0.667706375|-1.4189685719999998|-33.18255791|-19.23685026|63.52154605|2572.916338|3030.946307|-11.99645651|7.083688576|13.03685125|0.840404348|207.2244662|-551.8369996|-209.1696096|557.1050635|13.34486989|1.0|1.0|1.0|1.0|2.85|0.26|19.0|-7.65|4.19|110.47|1.0|7.0|-6.01|27.0|1.0|1.0|3.6|-4.5|9.78e-07|3.17e-05|3.39|0.0|0.0|8.86e-06|-0.05222|3576.0|346.71|0.2908|346.71|0.7025600000000001|0.7025600000000001|-1880.539078|0.2908|3.0517|-0.20049|0.03682626|-1880.600043|4.2371|25.0|7.6021|7.6021
17e_a50|1|1|0.0|0.0|2|7.934155233999999|2|2|-0.153175103|-0.0020746479999999|-0.011278897|2.2384546640000003|-0.141076059|0.012036705|2|2|0.012372059|-0.310566368|1|0.7409645029999999|-0.202197068|0.930108205|-0.073011385|0.4239465089999999|-32.24487658|8.950665784|10.68364489|48.62532158|-35.33972521|6.227183052000001|0.803671114|-1.67926185|-22.43349867|-18.5444588|41.19554236|2883.936138|1981.934841|-12.90180444|8.52101688|16.70124474|0.960006062|136.5904997|-812.8136797000001|-422.5418889|904.3172644|7.135108233|1.0|1.0|1.0|1.0|4.23|0.37|20.0|-7.33|4.68|138.0|1.0|6.0|-4.87|33.0|0.0|0.0|4.03|-5.18|1.34e-05|6.58e-06|4.08|0.0|0.0|2.03e-05|-0.03156|4.2373|307.67|0.1809|292.6|0.6322800000000001|0.66478|-1374.927998|0.1785|6.7175|-0.19805|0.02761851|-1374.992422|8.8326|155.0|6.8097|6.8097
